Orthogroup	DALB.longest_only	DEUG.longest_only
OG0005347	LOC117564101|XP_034098638.1|DALB	LOC108111022|XP_017075825.1|DEUG
OG0005348	LOC117563309|XP_034097448.1|DALB	LOC108110793|XP_017075504.1|DEUG
OG0005349	LOC117565541|XP_034100576.1|DALB	LOC108110857|XP_017075593.1|DEUG
OG0005350	LOC117565462|XP_034100457.1|DALB	LOC108111328|XP_017076235.1|DEUG
OG0005351	LOC117569298|XP_034106297.1|DALB	LOC108109801|XP_017074009.1|DEUG
OG0005352	LOC117564205|XP_034098776.1|DALB	LOC108110877|XP_017075618.1|DEUG
OG0005353	LOC117572208|XP_034110768.1|DALB	LOC108112665|XP_017078291.1|DEUG
OG0005354	LOC117563804|XP_034098228.1|DALB	LOC108110651|XP_017075244.1|DEUG
OG0005355	LOC117564117|XP_034098665.1|DALB	LOC108111007|XP_017075808.1|DEUG
OG0005356	LOC117564125|XP_034098674.1|DALB	LOC108110744|XP_017075437.1|DEUG
OG0005357	LOC117565198|XP_034100093.1|DALB	LOC108107075|XP_017069934.1|DEUG
OG0005358	LOC117563799|XP_034098222.1|DALB, LOC117565702|XP_034100834.1|DALB	LOC108107036|XP_017069883.1|DEUG
OG0005359	LOC117572639|XP_034111500.1|DALB	LOC108112659|XP_017078280.1|DEUG
OG0005360	LOC117569274|XP_034106267.1|DALB	LOC108108621|XP_017072209.1|DEUG
OG0005363	LOC117565177|XP_034100066.1|DALB	LOC108102503|XP_017063015.1|DEUG
OG0005364	LOC117569909|XP_034107139.1|DALB	LOC108109239|XP_017073203.1|DEUG
OG0005365	LOC117564204|XP_034098772.1|DALB	LOC108115460|XP_017082400.1|DEUG
OG0005366	LOC117564886|XP_034099725.1|DALB	LOC108115465|XP_017082408.1|DEUG
OG0005367	LOC117563991|XP_034098471.1|DALB	LOC108115518|XP_017082508.1|DEUG
OG0005368	LOC117576316|XP_034116862.1|DALB	LOC108109359|XP_017073319.1|DEUG
OG0005369	LOC117564894|XP_034099733.1|DALB	LOC108110795|XP_017075513.1|DEUG
OG0005370	LOC117564082|XP_034098601.1|DALB	LOC108112116|XP_017077359.1|DEUG
OG0005371	LOC117563482|XP_034097734.1|DALB	LOC108112467|XP_017077812.1|DEUG
OG0005372	LOC117574392|XP_034114121.1|DALB	LOC108110331|XP_017074854.1|DEUG
OG0005373	LOC117565704|XP_034100836.1|DALB	LOC108115350|XP_017082264.1|DEUG
OG0005374	LOC117563344|XP_034097513.1|DALB	LOC108118447|XP_017086644.1|DEUG
OG0005375	LOC117564953|XP_034099799.1|DALB	LOC108118439|XP_017086634.1|DEUG
OG0005376	LOC117566230|XP_034101666.1|DALB	LOC108102557|XP_017063116.1|DEUG
OG0005377	LOC117572499|XP_034111241.1|DALB	LOC108102815|XP_017063486.1|DEUG
OG0005378	LOC117564913|XP_034099758.1|DALB	LOC108111074|XP_017075898.1|DEUG
OG0005379	LOC117564732|XP_034099510.1|DALB	LOC108111025|XP_017075834.1|DEUG
OG0005380	LOC117563580|XP_034097857.1|DALB	LOC108111082|XP_017075910.1|DEUG
OG0005381	LOC117565491|XP_034100487.1|DALB	LOC108105676|XP_017067867.1|DEUG
OG0005382	LOC117565911|XP_034101155.1|DALB	LOC108115457|XP_017082384.1|DEUG
OG0005383	LOC117569629|XP_034106758.1|DALB	LOC108108499|XP_017072053.1|DEUG
OG0005384	LOC117575889|XP_034116221.1|DALB	LOC108111523|XP_017076533.1|DEUG
OG0005385	LOC117568748|XP_034105467.1|DALB	LOC108109219|XP_017073173.1|DEUG
OG0005386	LOC117571152|XP_034109050.1|DALB	LOC108113325|XP_017079370.1|DEUG
OG0005387	LOC117574123|XP_034113667.1|DALB	LOC108109487|XP_017073506.1|DEUG
OG0005388	LOC117565634|XP_034100735.1|DALB	LOC108115525|XP_017082515.1|DEUG
OG0005389	LOC117565936|XP_034101212.1|DALB	LOC108104086|XP_017065471.1|DEUG
OG0005390	LOC117563272|XP_034097391.1|DALB	LOC108102575|XP_017063145.1|DEUG
OG0005391	LOC117563276|XP_034097396.1|DALB	LOC108102578|XP_017063148.1|DEUG
OG0005392	LOC117566031|XP_034101366.1|DALB	LOC108103066|XP_017063899.1|DEUG
OG0005393	LOC117576641|XP_034117461.1|DALB	LOC108116867|XP_017084434.1|DEUG
OG0005394	LOC117563904|XP_034098358.1|DALB	LOC108118474|XP_017086690.1|DEUG
OG0005395	LOC117564571|XP_034099297.1|DALB	LOC108105665|XP_017067853.1|DEUG
OG0005396	LOC117563592|XP_034097869.1|DALB	LOC108106129|XP_017068497.1|DEUG
OG0005397	LOC117565362|XP_034100316.1|DALB	LOC108106130|XP_017068501.1|DEUG
OG0005398	LOC117576051|XP_034116473.1|DALB	LOC108115250|XP_017082096.1|DEUG
OG0005399	LOC117570185|XP_034107557.1|DALB	LOC108104597|XP_017066254.1|DEUG
OG0005400	LOC117566644|XP_034102077.1|DALB	LOC108104607|XP_017066266.1|DEUG
OG0005401	LOC117565363|XP_034100317.1|DALB	LOC108106202|XP_017068618.1|DEUG
OG0005402	LOC117566040|XP_034101381.1|DALB	LOC108106178|XP_017068590.1|DEUG
OG0005403	LOC117566038|XP_034101378.1|DALB	LOC108106197|XP_017068613.1|DEUG
OG0005404	LOC117566039|XP_034101379.1|DALB	LOC108106198|XP_017068614.1|DEUG
OG0005405	LOC117566689|XP_034102127.1|DALB	LOC108113288|XP_017079327.1|DEUG
OG0005406	LOC117570460|XP_034108013.1|DALB	LOC108113205|XP_017079227.1|DEUG
OG0005407	LOC117567229|XP_034102950.1|DALB	LOC108113060|XP_017078985.1|DEUG
OG0005408	LOC117566136|XP_034101509.1|DALB	LOC108102603|XP_017063195.1|DEUG
OG0005409	LOC117565093|XP_034099942.1|DALB	LOC108107089|XP_017069955.1|DEUG
OG0005410	LOC117563931|XP_034098394.1|DALB	LOC108102555|XP_017063115.1|DEUG
OG0005412	LOC117569709|XP_034106865.1|DALB	LOC108106666|XP_017069383.1|DEUG
OG0005413	LOC117570532|XP_034108129.1|DALB	LOC108112737|XP_017078463.1|DEUG
OG0005414	LOC117572433|XP_034111156.1|DALB	LOC108116706|XP_017084216.1|DEUG
OG0005415	LOC117578206|XP_034119434.1|DALB	LOC108103909|XP_017065146.1|DEUG
OG0005416	LOC117570938|XP_034108758.1|DALB	LOC108112768|XP_017078518.1|DEUG
OG0005417	LOC117565319|XP_034100250.1|DALB	LOC108103048|XP_017063851.1|DEUG
OG0005418	LOC117564034|XP_034098529.1|DALB	LOC108115528|XP_017082519.1|DEUG
OG0005420	LOC117565395|XP_034100368.1|DALB	LOC108107150|XP_017070046.1|DEUG
OG0005421	LOC117564952|XP_034099798.1|DALB	LOC108104036|XP_017065360.1|DEUG
OG0005422	LOC117573042|XP_034111826.1|DALB	LOC108106047|XP_017068389.1|DEUG
OG0005423	LOC117565922|XP_034101185.1|DALB	LOC108107994|XP_017071337.1|DEUG
OG0005424	LOC117567170|XP_034102876.1|DALB	LOC108109119|XP_017073001.1|DEUG
OG0005425	LOC117576046|XP_034116467.1|DALB	LOC108103619|XP_017064652.1|DEUG
OG0005426	LOC117572329|XP_034110956.1|DALB	LOC108104504|XP_017066110.1|DEUG
OG0005428	LOC117564234|XP_034098816.1|DALB	LOC108113443|XP_017079502.1|DEUG
OG0005429	LOC117563375|XP_034097570.1|DALB	LOC108107083|XP_017069948.1|DEUG
OG0005430	LOC117563374|XP_034097568.1|DALB	LOC108107084|XP_017069949.1|DEUG
OG0005431	LOC117565202|XP_034100098.1|DALB	LOC108114866|XP_017081509.1|DEUG
OG0005432	LOC117565707|XP_034100843.1|DALB	LOC108117582|XP_017085573.1|DEUG
OG0005433	LOC117567415|XP_034103282.1|DALB	LOC108112234|XP_017077544.1|DEUG
OG0005434	LOC117564633|XP_034099383.1|DALB	LOC108103091|XP_017063935.1|DEUG
OG0005435	LOC117565711|XP_034100847.1|DALB	LOC108109613|XP_017073667.1|DEUG
OG0005436	LOC117565710|XP_034100846.1|DALB	LOC108114789|XP_017081393.1|DEUG
OG0005437	LOC117575139|XP_034115136.1|DALB	LOC108117321|XP_017085180.1|DEUG
OG0005438	LOC117565816|XP_034101007.1|DALB	LOC108110837|XP_017075566.1|DEUG
OG0005439	LOC117575181|XP_034115181.1|DALB	LOC108105949|XP_017068275.1|DEUG, LOC108116935|XP_017084570.1|DEUG
OG0005440	LOC117566231|XP_034101668.1|DALB	LOC108110799|XP_017075514.1|DEUG
OG0005441	LOC117565992|XP_034101301.1|DALB	LOC108104079|XP_017065463.1|DEUG
OG0005442	LOC117564221|XP_034098799.1|DALB	LOC108106868|XP_017069601.1|DEUG
OG0005443	LOC117566252|XP_034101696.1|DALB	LOC108110832|XP_017075558.1|DEUG
OG0005444	LOC117563566|XP_034097839.1|DALB	LOC108110682|XP_017075299.1|DEUG
OG0005446	LOC117563243|XP_034097345.1|DALB	LOC108106086|XP_017068434.1|DEUG
OG0005447	LOC117564822|XP_034099635.1|DALB	LOC108102676|XP_017063305.1|DEUG
OG0005448	LOC117567694|XP_034103710.1|DALB	LOC108112826|XP_017078619.1|DEUG
OG0005449	LOC117572852|XP_034111812.1|DALB, LOC117564999|XP_034099834.1|DALB, LOC117564998|XP_034099833.1|DALB	LOC108115196|XP_017082006.1|DEUG
OG0005450	LOC117573642|XP_034112848.1|DALB	LOC108116034|XP_017083213.1|DEUG
OG0005451	LOC117563512|XP_034097779.1|DALB	LOC108103507|XP_017064508.1|DEUG, LOC108105713|XP_017067917.1|DEUG
OG0005452	LOC117568622|XP_034105299.1|DALB	LOC108113059|XP_017078980.1|DEUG
OG0005453	LOC117574499|XP_034114234.1|DALB	LOC108108313|XP_017071825.1|DEUG
OG0005454	LOC117563610|XP_034097901.1|DALB	LOC108104100|XP_017065485.1|DEUG
OG0005455	LOC117571477|XP_034109530.1|DALB	LOC108107205|XP_017070110.1|DEUG
OG0005456	LOC117565684|XP_034100809.1|DALB	LOC108106847|XP_017069578.1|DEUG
OG0005457	LOC117565076|XP_034099915.1|DALB	LOC108106848|XP_017069579.1|DEUG
OG0005459	LOC117564823|XP_034099636.1|DALB	LOC108102665|XP_017063292.1|DEUG
OG0005460	LOC117565629|XP_034100730.1|DALB	LOC108115522|XP_017082512.1|DEUG
OG0005461	LOC117565467|XP_034100464.1|DALB	LOC108106965|XP_017069753.1|DEUG
OG0005462	LOC117565469|XP_034100466.1|DALB	LOC108106966|XP_017069754.1|DEUG
OG0005463	LOC117567479|XP_034103401.1|DALB	LOC108105942|XP_017068226.1|DEUG
OG0005464	LOC117565463|XP_034100458.1|DALB	LOC108107019|XP_017069855.1|DEUG
OG0005465	LOC117566034|XP_034101372.1|DALB	LOC108106844|XP_017069573.1|DEUG
OG0005466	LOC117571798|XP_034110054.1|DALB	LOC108106838|XP_017069565.1|DEUG
OG0005467	LOC117574823|XP_034114685.1|DALB	LOC108115690|XP_017082748.1|DEUG
OG0005468	LOC117566115|XP_034101477.1|DALB	LOC108106148|XP_017068536.1|DEUG
OG0005469	LOC117564057|XP_034098569.1|DALB	LOC108106187|XP_017068600.1|DEUG
OG0005470	LOC117564053|XP_034098564.1|DALB	LOC108106136|XP_017068517.1|DEUG
OG0005471	LOC117564306|XP_034098894.1|DALB	LOC108118480|XP_017086699.1|DEUG
OG0005472	LOC117564660|XP_034099409.1|DALB	LOC108118465|XP_017086673.1|DEUG
OG0005473	LOC117563739|XP_034098109.1|DALB	LOC108115479|XP_017082447.1|DEUG
OG0005474	LOC117563807|XP_034098231.1|DALB	LOC108104131|XP_017065522.1|DEUG
OG0005475	LOC117563400|XP_034097625.1|DALB	LOC108104130|XP_017065521.1|DEUG
OG0005476	LOC117572527|XP_034111278.1|DALB	LOC108112629|XP_017078224.1|DEUG
OG0005477	LOC117572566|XP_034111337.1|DALB	LOC108114250|XP_017080634.1|DEUG
OG0005478	LOC117563646|XP_034097946.1|DALB	LOC108102678|XP_017063308.1|DEUG
OG0005479	LOC117563645|XP_034097945.1|DALB	LOC108102655|XP_017063282.1|DEUG
OG0005480	LOC117564463|XP_034099141.1|DALB	LOC108102656|XP_017063284.1|DEUG
OG0005481	LOC117563552|XP_034097823.1|DALB	LOC108111029|XP_017075837.1|DEUG
OG0005482	LOC117563334|XP_034097493.1|DALB	LOC108110922|XP_017075686.1|DEUG
OG0005483	LOC117573421|XP_034112518.1|DALB	LOC108105596|XP_017067759.1|DEUG
OG0005484	LOC117564562|XP_034099286.1|DALB	LOC108105126|XP_017067048.1|DEUG
OG0005485	LOC117569328|XP_034106346.1|DALB	LOC108112033|XP_017077269.1|DEUG
OG0005486	LOC117570324|XP_034107756.1|DALB	LOC108104592|XP_017066244.1|DEUG
OG0005487	LOC117565558|XP_034100617.1|DALB	LOC108111147|XP_017076004.1|DEUG
OG0005488	LOC117565034|XP_034099874.1|DALB	LOC108111140|XP_017075996.1|DEUG
OG0005489	LOC117563223|XP_034097308.1|DALB	LOC108102605|XP_017063198.1|DEUG
OG0005490	LOC117563222|XP_034097307.1|DALB	LOC108102700|XP_017063335.1|DEUG
OG0005491	LOC117565759|XP_034100904.1|DALB	LOC108111665|XP_017076689.1|DEUG
OG0005492	LOC117565888|XP_034101120.1|DALB	LOC108112276|XP_017077590.1|DEUG
OG0005493	LOC117564226|XP_034098806.1|DALB	LOC108114783|XP_017081384.1|DEUG
OG0005494	LOC117572581|XP_034111356.1|DALB	LOC108107295|XP_017070240.1|DEUG
OG0005495	LOC117570452|XP_034108003.1|DALB	LOC108107300|XP_017070249.1|DEUG
OG0005497	LOC117564454|XP_034099126.1|DALB	LOC108114829|XP_017081456.1|DEUG
OG0005498	LOC117564457|XP_034099132.1|DALB	LOC108114832|XP_017081458.1|DEUG
OG0005499	LOC117563717|XP_034098065.1|DALB	LOC108114828|XP_017081455.1|DEUG
OG0005500	LOC117563718|XP_034098066.1|DALB	LOC108114833|XP_017081459.1|DEUG
OG0005501	LOC117578376|XP_034119699.1|DALB	LOC108107099|XP_017069972.1|DEUG
OG0005502	LOC117578377|XP_034119700.1|DALB	LOC108107100|XP_017069974.1|DEUG
OG0005504	LOC117563929|XP_034098392.1|DALB	LOC108110980|XP_017075780.1|DEUG
OG0005506	LOC117564032|XP_034098525.1|DALB	LOC108115502|XP_017082482.1|DEUG
OG0005507	LOC117563337|XP_034097499.1|DALB	LOC108106126|XP_017068495.1|DEUG
OG0005508	LOC117564069|XP_034098586.1|DALB	LOC108111068|XP_017075886.1|DEUG
OG0005509	LOC117564175|XP_034098734.1|DALB	LOC108110883|XP_017075630.1|DEUG
OG0005510	LOC117563409|XP_034097632.1|DALB, LOC117563411|XP_034097635.1|DALB	LOC108105831|XP_017068065.1|DEUG
OG0005511	LOC117578010|XP_034119000.1|DALB	LOC108105437|XP_017067511.1|DEUG
OG0005512	LOC117575483|XP_034115607.1|DALB	LOC108115570|XP_017082565.1|DEUG
OG0005513	LOC117564066|XP_034098582.1|DALB	LOC108104362|XP_017065861.1|DEUG
OG0005514	LOC117575330|XP_034115378.1|DALB	LOC108109561|XP_017073623.1|DEUG
OG0005515	LOC117568202|XP_034104561.1|DALB	LOC108112845|XP_017078647.1|DEUG
OG0005516	LOC117564872|XP_034099710.1|DALB	LOC108110890|XP_017075637.1|DEUG
OG0005517	LOC117564042|XP_034098537.1|DALB	LOC108106134|XP_017068512.1|DEUG
OG0005518	LOC117564091|XP_034098619.1|DALB	LOC108107079|XP_017069940.1|DEUG
OG0005519	LOC117568527|XP_034105121.1|DALB	LOC108106717|XP_017069439.1|DEUG
OG0005520	LOC117564687|XP_034099453.1|DALB, LOC117563878|XP_034098328.1|DALB	LOC108111016|XP_017075818.1|DEUG
OG0005521	LOC117564458|XP_034099133.1|DALB	LOC108110873|XP_017075609.1|DEUG
OG0005522	LOC117566687|XP_034102124.1|DALB	LOC108114054|XP_017080296.1|DEUG
OG0005523	LOC117563543|XP_034097813.1|DALB	LOC108115545|XP_017082537.1|DEUG
OG0005524	LOC117566070|XP_034101421.1|DALB	LOC108106925|XP_017069671.1|DEUG
OG0005525	LOC117565829|XP_034101027.1|DALB	LOC108110906|XP_017075656.1|DEUG
OG0005526	LOC117563461|XP_034097704.1|DALB	LOC108110468|XP_017075024.1|DEUG
OG0005527	LOC117573092|XP_034111887.1|DALB	LOC108102331|XP_017062618.1|DEUG
OG0005528	LOC117564837|XP_034099652.1|DALB	LOC108107111|XP_017069989.1|DEUG
OG0005529	LOC117564543|XP_034099257.1|DALB	LOC108103391|XP_017064335.1|DEUG
OG0005530	LOC117565096|XP_034099944.1|DALB	LOC108111179|XP_017076048.1|DEUG
OG0005531	LOC117567026|XP_034102618.1|DALB	LOC108114513|XP_017081023.1|DEUG
OG0005532	LOC117563680|XP_034097998.1|DALB	LOC108104182|XP_017065602.1|DEUG
OG0005533	LOC117564379|XP_034098990.1|DALB	LOC108110667|XP_017075273.1|DEUG
OG0005534	LOC117566854|XP_034102338.1|DALB	LOC108102779|XP_017063428.1|DEUG
OG0005535	LOC117565789|XP_034100957.1|DALB	LOC108110739|XP_017075433.1|DEUG
OG0005536	LOC117566237|XP_034101676.1|DALB	LOC108118489|XP_017086710.1|DEUG
OG0005537	LOC117564938|XP_034099782.1|DALB	LOC108108438|XP_017071984.1|DEUG
OG0005538	LOC117565998|XP_034101307.1|DALB	LOC108105700|XP_017067898.1|DEUG
OG0005539	LOC117563246|XP_034097349.1|DALB	LOC108106948|XP_017069705.1|DEUG
OG0005540	LOC117565841|XP_034101046.1|DALB	LOC108111079|XP_017075901.1|DEUG
OG0005541	LOC117564752|XP_034099533.1|DALB	LOC108106098|XP_017068451.1|DEUG
OG0005542	LOC117570050|XP_034107368.1|DALB	LOC108108030|XP_017071392.1|DEUG
OG0005543	LOC117563656|XP_034097959.1|DALB	LOC108106939|XP_017069692.1|DEUG
OG0005544	LOC117566112|XP_034101472.1|DALB	LOC108110727|XP_017075402.1|DEUG
OG0005545	LOC117563731|XP_034098101.1|DALB	LOC108111314|XP_017076201.1|DEUG
OG0005546	LOC117563776|XP_034098174.1|DALB	LOC108115504|XP_017082485.1|DEUG
OG0005547	LOC117564441|XP_034099070.1|DALB	LOC108106075|XP_017068421.1|DEUG
OG0005548	LOC117566035|XP_034101375.1|DALB	LOC108106164|XP_017068565.1|DEUG
OG0005549	LOC117566041|XP_034101382.1|DALB	LOC108106180|XP_017068591.1|DEUG
OG0005550	LOC117563920|XP_034098376.1|DALB	LOC108102632|XP_017063240.1|DEUG
OG0005551	LOC117570630|XP_034108289.1|DALB	LOC108112012|XP_017077239.1|DEUG
OG0005552	LOC117570625|XP_034108282.1|DALB	LOC108111951|XP_017077122.1|DEUG
OG0005553	LOC117563928|XP_034098390.1|DALB	LOC108110974|XP_017075768.1|DEUG
OG0005554	LOC117565500|XP_034100510.1|DALB	LOC108110716|XP_017075358.1|DEUG
OG0005555	LOC117565509|XP_034100533.1|DALB	LOC108111154|XP_017076014.1|DEUG
OG0005556	LOC117565503|XP_034100526.1|DALB	LOC108111133|XP_017075988.1|DEUG
OG0005557	LOC117565850|XP_034101059.1|DALB	LOC108118444|XP_017086641.1|DEUG
OG0005558	LOC117565497|XP_034100495.1|DALB	LOC108109694|XP_017073796.1|DEUG
OG0005559	LOC117564033|XP_034098527.1|DALB	LOC108115482|XP_017082455.1|DEUG
OG0005560	LOC117565847|XP_034101052.1|DALB	LOC108118441|XP_017086636.1|DEUG
OG0005561	LOC117564959|XP_034099831.1|DALB	LOC108118095|XP_017086138.1|DEUG
OG0005562	LOC117563524|XP_034097792.1|DALB	LOC108102583|XP_017063163.1|DEUG
OG0005563	LOC117573224|XP_034112148.1|DALB	LOC108102380|XP_017062800.1|DEUG
OG0005564	LOC117565815|XP_034101006.1|DALB	LOC108110782|XP_017075490.1|DEUG
OG0005565	LOC117566029|XP_034101364.1|DALB	LOC108103064|XP_017063897.1|DEUG
OG0005566	LOC117566030|XP_034101365.1|DALB	LOC108103065|XP_017063898.1|DEUG
OG0005567	LOC117575664|XP_034115841.1|DALB	LOC108117468|XP_017085379.1|DEUG
OG0005568	LOC117564074|XP_034098591.1|DALB	LOC108102599|XP_017063192.1|DEUG
OG0005569	LOC117564960|XP_034099806.1|DALB	LOC108111126|XP_017075969.1|DEUG
OG0005570	LOC117563224|XP_034097311.1|DALB	LOC108102606|XP_017063199.1|DEUG
OG0005571	LOC117567710|XP_034103758.1|DALB	LOC108112983|XP_017078880.1|DEUG
OG0005572	LOC117569793|XP_034106991.1|DALB	LOC108109105|XP_017072980.1|DEUG
OG0005573	LOC117576794|XP_034117744.1|DALB	LOC108113748|XP_017079930.1|DEUG
OG0005574	LOC117570284|XP_034107695.1|DALB	LOC108112591|XP_017078126.1|DEUG
OG0005575	LOC117574671|XP_034114467.1|DALB	LOC108117492|XP_017085456.1|DEUG
OG0005576	LOC117571787|XP_034110037.1|DALB	LOC108113218|XP_017079243.1|DEUG
OG0005577	LOC117569943|XP_034107195.1|DALB	LOC108104301|XP_017065766.1|DEUG
OG0005578	LOC117568517|XP_034105109.1|DALB	LOC108114599|XP_017081148.1|DEUG
OG0005579	LOC117568518|XP_034105111.1|DALB	LOC108114601|XP_017081150.1|DEUG
OG0005580	LOC117571840|XP_034110119.1|DALB	LOC108108272|XP_017071735.1|DEUG
OG0005581	LOC117577879|XP_034118731.1|DALB	LOC108103196|XP_017064073.1|DEUG
OG0005582	LOC117567618|XP_034103600.1|DALB	LOC108108778|XP_017072437.1|DEUG
OG0005583	LOC117570993|XP_034108833.1|DALB	LOC108109795|XP_017073993.1|DEUG
OG0005584	LOC117563854|XP_034098273.1|DALB	LOC108113473|XP_017079545.1|DEUG
OG0005585	LOC117576256|XP_034116786.1|DALB	LOC108116212|XP_017083487.1|DEUG
OG0005586	LOC117574058|XP_034113565.1|DALB	LOC108115403|XP_017082331.1|DEUG
OG0005587	LOC117570885|XP_034108674.1|DALB	LOC108112441|XP_017077779.1|DEUG
OG0005588	LOC117566804|XP_034102242.1|DALB	LOC108114310|XP_017080708.1|DEUG
OG0005589	LOC117576386|XP_034116989.1|DALB	LOC108108337|XP_017071858.1|DEUG
OG0005590	LOC117572194|XP_034110741.1|DALB	LOC108106639|XP_017069333.1|DEUG
OG0005591	LOC117578132|XP_034119229.1|DALB	LOC108102992|XP_017063794.1|DEUG
OG0005592	LOC117575345|XP_034115401.1|DALB	LOC108111498|XP_017076501.1|DEUG
OG0005593	LOC117568287|XP_034104695.1|DALB	LOC108114034|XP_017080273.1|DEUG
OG0005594	LOC117567095|XP_034102766.1|DALB	LOC108107898|XP_017071189.1|DEUG
OG0005595	LOC117567093|XP_034102764.1|DALB	LOC108107897|XP_017071188.1|DEUG
OG0005596	LOC117566383|XP_034101777.1|DALB	LOC108114209|XP_017080521.1|DEUG
OG0005597	LOC117574875|XP_034114794.1|DALB	LOC108109517|XP_017073558.1|DEUG
OG0005598	LOC117574063|XP_034113577.1|DALB	LOC108111414|XP_017076360.1|DEUG
OG0005599	LOC117569792|XP_034106984.1|DALB	LOC108109104|XP_017072977.1|DEUG
OG0005600	LOC117576408|XP_034117027.1|DALB	LOC108109514|XP_017073554.1|DEUG
OG0005601	LOC117578322|XP_034119669.1|DALB	LOC108105094|XP_017067017.1|DEUG
OG0005602	LOC117575765|XP_034116021.1|DALB	LOC108113611|XP_017079760.1|DEUG
OG0005603	LOC117572454|XP_034111177.1|DALB	LOC108106597|XP_017069277.1|DEUG
OG0005604	LOC117567098|XP_034102768.1|DALB	LOC108106688|XP_017069410.1|DEUG
OG0005605	LOC117566994|XP_034102559.1|DALB	LOC108106360|XP_017068830.1|DEUG
OG0005606	LOC117563832|XP_034098251.1|DALB	LOC108104123|XP_017065514.1|DEUG
OG0005607	LOC117575780|XP_034116040.1|DALB	LOC108116442|XP_017083840.1|DEUG
OG0005608	LOC117575046|XP_034115020.1|DALB	LOC108116277|XP_017083553.1|DEUG
OG0005609	LOC117567725|XP_034103778.1|DALB	LOC108107937|XP_017071255.1|DEUG
OG0005610	LOC117566973|XP_034102525.1|DALB	LOC108109851|XP_017074101.1|DEUG
OG0005611	LOC117569421|XP_034106466.1|DALB	LOC108107784|XP_017070970.1|DEUG
OG0005612	LOC117575033|XP_034115003.1|DALB	LOC108111782|XP_017076855.1|DEUG
OG0005613	LOC117574918|XP_034114859.1|DALB	LOC108111490|XP_017076465.1|DEUG
OG0005614	LOC117574129|XP_034113677.1|DALB	LOC108115302|XP_017082188.1|DEUG
OG0005616	LOC117573541|XP_034112711.1|DALB	LOC108105611|XP_017067779.1|DEUG
OG0005617	LOC117573995|XP_034113434.1|DALB	LOC108116135|XP_017083352.1|DEUG
OG0005618	LOC117567554|XP_034103504.1|DALB	LOC108106704|XP_017069425.1|DEUG
OG0005619	LOC117574718|XP_034114532.1|DALB	LOC108117001|XP_017084655.1|DEUG
OG0005620	LOC117578058|XP_034119083.1|DALB	LOC108117597|XP_017085600.1|DEUG
OG0005621	LOC117564836|XP_034099655.1|DALB	LOC108103270|XP_017064171.1|DEUG
OG0005622	LOC117577998|XP_034118988.1|DALB	LOC108109746|XP_017073899.1|DEUG
OG0005623	LOC117576793|XP_034117743.1|DALB, LOC117578085|XP_034119141.1|DALB	LOC108105426|XP_017067485.1|DEUG
OG0005624	LOC117576877|XP_034117874.1|DALB	LOC108116223|XP_017083503.1|DEUG
OG0005625	LOC117573429|XP_034112532.1|DALB	LOC108116410|XP_017083783.1|DEUG
OG0005626	LOC117578074|XP_034119110.1|DALB	LOC108117420|XP_017085320.1|DEUG
OG0005627	LOC117576490|XP_034117155.1|DALB	LOC108116445|XP_017083846.1|DEUG
OG0005628	LOC117576265|XP_034116799.1|DALB	LOC108105619|XP_017067789.1|DEUG
OG0005629	LOC117567260|XP_034103001.1|DALB	LOC108106630|XP_017069321.1|DEUG
OG0005630	LOC117571894|XP_034110250.1|DALB	LOC108106662|XP_017069380.1|DEUG
OG0005631	LOC117568732|XP_034105449.1|DALB	LOC108117611|XP_017085626.1|DEUG
OG0005632	LOC117577874|XP_034118723.1|DALB	LOC108103833|XP_017065009.1|DEUG
OG0005633	LOC117576682|XP_034117569.1|DALB	LOC108105264|XP_017067232.1|DEUG
OG0005634	LOC117576854|XP_034117838.1|DALB	LOC108111559|XP_017076572.1|DEUG
OG0005635	LOC117565242|XP_034100144.1|DALB	LOC108111107|XP_017075937.1|DEUG
OG0005636	LOC117573281|XP_034112261.1|DALB	LOC108109626|XP_017073691.1|DEUG
OG0005637	LOC117573989|XP_034113429.1|DALB	LOC108109474|XP_017073487.1|DEUG
OG0005638	LOC117569662|XP_034106799.1|DALB	LOC108109090|XP_017072951.1|DEUG
OG0005639	LOC117572682|XP_034111607.1|DALB	LOC108109182|XP_017073100.1|DEUG
OG0005640	LOC117576507|XP_034117197.1|DALB	LOC108116489|XP_017083911.1|DEUG
OG0005641	LOC117574628|XP_034114413.1|DALB	LOC108118094|XP_017086136.1|DEUG
OG0005642	LOC117574215|XP_034113813.1|DALB	LOC108110207|XP_017074672.1|DEUG
OG0005643	LOC117570201|XP_034107579.1|DALB	LOC108107914|XP_017071223.1|DEUG
OG0005644	LOC117567286|XP_034103047.1|DALB	LOC108114663|XP_017081231.1|DEUG
OG0005645	LOC117566859|XP_034102348.1|DALB	LOC108118292|XP_017086386.1|DEUG
OG0005646	LOC117569214|XP_034106184.1|DALB	LOC108104430|XP_017065975.1|DEUG
OG0005647	LOC117566887|XP_034102390.1|DALB	LOC108113474|XP_017079546.1|DEUG
OG0005648	LOC117567013|XP_034102590.1|DALB	LOC108114305|XP_017080698.1|DEUG
OG0005649	LOC117574110|XP_034113650.1|DALB	LOC108115032|XP_017081768.1|DEUG
