Orthogroup	DALB.longest_only	DSER.longest_only
OG0004077	LOC117565881|XP_034101111.1|DALB	LOC110177000|XP_020799168.1|DSER
OG0004078	LOC117575768|XP_034116025.1|DALB	LOC110186211|XP_020810933.1|DSER
OG0004079	LOC117577585|XP_034118320.1|DALB	LOC110178034|XP_020800709.1|DSER
OG0004080	LOC117569798|XP_034107002.1|DALB	LOC110176860|XP_020798997.1|DSER
OG0004081	LOC117567002|XP_034102571.1|DALB	LOC110189216|XP_020814847.1|DSER
OG0004082	LOC117573216|XP_034112123.1|DALB	LOC110185433|XP_020809915.1|DSER
OG0004083	LOC117575343|XP_034115395.1|DALB	LOC110191310|XP_020817782.1|DSER
OG0004084	LOC117572333|XP_034110962.1|DALB	LOC110189866|XP_020815745.1|DSER
OG0004085	LOC117575346|XP_034115402.1|DALB	LOC110191419|XP_020817936.1|DSER
OG0004086	LOC117576263|XP_034116795.1|DALB	LOC110177376|XP_020799732.1|DSER
OG0004087	LOC117573103|XP_034111914.1|DALB	LOC110181603|XP_020805057.1|DSER
OG0004089	LOC117563265|XP_034097387.1|DALB	LOC110182193|XP_020805864.1|DSER
OG0004090	LOC117576757|XP_034117693.1|DALB	LOC110186168|XP_020810880.1|DSER
OG0004091	LOC117574444|XP_034114173.1|DALB	LOC110188637|XP_020814071.1|DSER
OG0004092	LOC117563311|XP_034097460.1|DALB	LOC110180359|XP_020803679.1|DSER
OG0004094	LOC117577857|XP_034118696.1|DALB	LOC110183050|XP_020806893.1|DSER
OG0004095	LOC117574022|XP_034113504.1|DALB	LOC110186436|XP_020811277.1|DSER
OG0004096	LOC117576267|XP_034116801.1|DALB	LOC110177377|XP_020799734.1|DSER
OG0004097	LOC117568031|XP_034104262.1|DALB	LOC110177511|XP_020799925.1|DSER
OG0004098	LOC117570668|XP_034108345.1|DALB	LOC110185932|XP_020810605.1|DSER
OG0004099	LOC117575552|XP_034115704.1|DALB	LOC110187880|XP_020813022.1|DSER
OG0004100	LOC117576036|XP_034116450.1|DALB	LOC110188015|XP_020813198.1|DSER
OG0004101	LOC117574940|XP_034114880.1|DALB	LOC110187648|XP_020812715.1|DSER
OG0004102	LOC117576439|XP_034117087.1|DALB	LOC110188121|XP_020813359.1|DSER
OG0004103	LOC117575766|XP_034116022.1|DALB	LOC110186206|XP_020810928.1|DSER
OG0004104	LOC117573899|XP_034113298.1|DALB	LOC110184965|XP_020809275.1|DSER
OG0004105	LOC117570502|XP_034108090.1|DALB	LOC110189956|XP_020815904.1|DSER
OG0004106	LOC117569734|XP_034106903.1|DALB	LOC110190174|XP_020816179.1|DSER
OG0004107	LOC117570075|XP_034107405.1|DALB	LOC110188808|XP_020814342.1|DSER
OG0004108	LOC117573554|XP_034112726.1|DALB	LOC110188721|XP_020814194.1|DSER
OG0004109	LOC117576758|XP_034117694.1|DALB	LOC110186169|XP_020810882.1|DSER
OG0004110	LOC117568851|XP_034105619.1|DALB	LOC110179832|XP_020803098.1|DSER
OG0004111	LOC117576358|XP_034116937.1|DALB	LOC110187008|XP_020812029.1|DSER
OG0004112	LOC117575929|XP_034116279.1|DALB	LOC110186204|XP_020810926.1|DSER
OG0004113	LOC117568867|XP_034105651.1|DALB	LOC110181746|XP_020805265.1|DSER
OG0004114	LOC117577939|XP_034118840.1|DALB	LOC110183068|XP_020806913.1|DSER
OG0004115	LOC117567393|XP_034103238.1|DALB	LOC110184293|XP_020808438.1|DSER
OG0004116	LOC117574912|XP_034114848.1|DALB	LOC110186371|XP_020811181.1|DSER
OG0004117	LOC117573501|XP_034112619.1|DALB	LOC110177305|XP_020799630.1|DSER
OG0004118	LOC117572146|XP_034110677.1|DALB	LOC110184323|XP_020808508.1|DSER
OG0004119	LOC117576840|XP_034117813.1|DALB	LOC110189813|XP_020815683.1|DSER
OG0004120	LOC117573536|XP_034112702.1|DALB	LOC110188242|XP_020813564.1|DSER
OG0004121	LOC117571452|XP_034109490.1|DALB	LOC110185257|XP_020809653.1|DSER
OG0004122	LOC117576144|XP_034116602.1|DALB	LOC110188687|XP_020814148.1|DSER
OG0004123	LOC117575090|XP_034115080.1|DALB	LOC110188319|XP_020813687.1|DSER
OG0004124	LOC117570928|XP_034108749.1|DALB	LOC110183528|XP_020807481.1|DSER
OG0004125	LOC117573312|XP_034112308.1|DALB	LOC110186530|XP_020811387.1|DSER
OG0004126	LOC117573912|XP_034113312.1|DALB	LOC110186964|XP_020811965.1|DSER
OG0004127	LOC117564167|XP_034098725.1|DALB	LOC110187336|XP_020812382.1|DSER
OG0004128	LOC117573940|XP_034113358.1|DALB	LOC110187745|XP_020812862.1|DSER
OG0004129	LOC117572419|XP_034111097.1|DALB	LOC110178334|XP_020801103.1|DSER
OG0004130	LOC117572602|XP_034111432.1|DALB	LOC110184171|XP_020808239.1|DSER
OG0004131	LOC117574844|XP_034114731.1|DALB	LOC110191744|XP_020818339.1|DSER
OG0004132	LOC117566970|XP_034102519.1|DALB	LOC110185282|XP_020809688.1|DSER
OG0004133	LOC117578394|XP_034119733.1|DALB	LOC110184945|XP_020809250.1|DSER
OG0004134	LOC117573132|XP_034111954.1|DALB	LOC110190922|XP_020817241.1|DSER
OG0004135	LOC117576084|XP_034116523.1|DALB	LOC110188100|XP_020813314.1|DSER
OG0004136	LOC117574583|XP_034114357.1|DALB	LOC110191086|XP_020817490.1|DSER
OG0004137	LOC117570693|XP_034108387.1|DALB	LOC110181061|XP_020804424.1|DSER
OG0004138	LOC117567971|XP_034104170.1|DALB	LOC110177545|XP_020799973.1|DSER
OG0004139	LOC117573563|XP_034112743.1|DALB	LOC110184472|XP_020808677.1|DSER
OG0004140	LOC117570399|XP_034107912.1|DALB	LOC110182543|XP_020806251.1|DSER
OG0004141	LOC117567771|XP_034103861.1|DALB	LOC110182938|XP_020806777.1|DSER
OG0004142	LOC117575534|XP_034115678.1|DALB	LOC110180327|XP_020803643.1|DSER
OG0004143	LOC117575078|XP_034115063.1|DALB	LOC110189013|XP_020814635.1|DSER
OG0004144	LOC117565896|XP_034101133.1|DALB	LOC110183192|XP_020807056.1|DSER
OG0004145	LOC117572072|XP_034110549.1|DALB	LOC110191303|XP_020817773.1|DSER
OG0004146	LOC117573430|XP_034112534.1|DALB	LOC110191716|XP_020818292.1|DSER
OG0004147	LOC117566246|XP_034101689.1|DALB	LOC110183209|XP_020807081.1|DSER
OG0004148	LOC117576200|XP_034116683.1|DALB	LOC110186828|XP_020811775.1|DSER
OG0004149	LOC117575232|XP_034115253.1|DALB	LOC110191001|XP_020817374.1|DSER
OG0004150	LOC117575651|XP_034115829.1|DALB	LOC110187885|XP_020813029.1|DSER
OG0004152	LOC117574897|XP_034114825.1|DALB	LOC110177199|XP_020799454.1|DSER
OG0004153	LOC117567259|XP_034103000.1|DALB	LOC110179303|XP_020802448.1|DSER
OG0004154	LOC117567892|XP_034104055.1|DALB	LOC110188533|XP_020813936.1|DSER
OG0004155	LOC117574999|XP_034114965.1|DALB	LOC110191949|XP_020818629.1|DSER
OG0004156	LOC117575714|XP_034115940.1|DALB	LOC110188317|XP_020813684.1|DSER
OG0004157	LOC117568030|XP_034104265.1|DALB	LOC110181839|XP_020805403.1|DSER
OG0004158	LOC117571599|XP_034109706.1|DALB	LOC110178610|XP_020801453.1|DSER
OG0004159	LOC117576689|XP_034117575.1|DALB	LOC110186977|XP_020811986.1|DSER
OG0004160	LOC117567885|XP_034104048.1|DALB	LOC110177540|XP_020799968.1|DSER
OG0004161	LOC117573555|XP_034112728.1|DALB	LOC110188086|XP_020813298.1|DSER
OG0004162	LOC117574231|XP_034113832.1|DALB	LOC110184383|XP_020808550.1|DSER
OG0004163	LOC117574821|XP_034114681.1|DALB	LOC110187936|XP_020813106.1|DSER
OG0004164	LOC117574267|XP_034113895.1|DALB	LOC110187965|XP_020813143.1|DSER
OG0004165	LOC117567066|XP_034102697.1|DALB	LOC110177665|XP_020800147.1|DSER
OG0004166	LOC117567699|XP_034103721.1|DALB	LOC110191495|XP_020818019.1|DSER
OG0004167	LOC117574977|XP_034114934.1|DALB	LOC110187923|XP_020813093.1|DSER
OG0004168	LOC117574293|XP_034113980.1|DALB	LOC110190873|XP_020817184.1|DSER
OG0004169	LOC117577718|XP_034118513.1|DALB	LOC110183543|XP_020807502.1|DSER, LOC110180485|XP_020803828.1|DSER
OG0004170	LOC117567840|XP_034103985.1|DALB	LOC110181836|XP_020805399.1|DSER
OG0004171	LOC117577653|XP_034118431.1|DALB	LOC110183517|XP_020807463.1|DSER
OG0004172	LOC117563417|XP_034097646.1|DALB	LOC110181665|XP_020805145.1|DSER
OG0004173	LOC117569862|XP_034107086.1|DALB	LOC110178268|XP_020800993.1|DSER
OG0004174	LOC117571950|XP_034110338.1|DALB	LOC110179992|XP_020803281.1|DSER
OG0004175	LOC117567846|XP_034103989.1|DALB	LOC110178222|XP_020800929.1|DSER
OG0004176	LOC117569509|XP_034106586.1|DALB	LOC110190471|XP_020816639.1|DSER
OG0004177	LOC117573761|XP_034113043.1|DALB	LOC110188406|XP_020813790.1|DSER
OG0004178	LOC117575910|XP_034116247.1|DALB	LOC110188730|XP_020814203.1|DSER
OG0004179	LOC117568305|XP_034104744.1|DALB	LOC110180201|XP_020803513.1|DSER
OG0004180	LOC117576165|XP_034116630.1|DALB	LOC110188254|XP_020813586.1|DSER
OG0004181	LOC117574160|XP_034113737.1|DALB	LOC110186695|XP_020811630.1|DSER
OG0004182	LOC117568819|XP_034105575.1|DALB	LOC110176286|XP_020798264.1|DSER
OG0004183	LOC117569906|XP_034107137.1|DALB	LOC110176205|XP_020798126.1|DSER
OG0004184	LOC117571843|XP_034110122.1|DALB	LOC110183698|XP_020807696.1|DSER
OG0004185	LOC117563358|XP_034097538.1|DALB	LOC110183953|XP_020807970.1|DSER
OG0004186	LOC117571862|XP_034110152.1|DALB	LOC110179528|XP_020802767.1|DSER
OG0004187	LOC117576171|XP_034116644.1|DALB, LOC117577296|XP_034118162.1|DALB	LOC110176609|XP_020798691.1|DSER
OG0004188	LOC117573532|XP_034112671.1|DALB	LOC110188304|XP_020813669.1|DSER
OG0004189	LOC117573542|XP_034112712.1|DALB	LOC110188297|XP_020813658.1|DSER
OG0004190	LOC117575614|XP_034115779.1|DALB	LOC110188267|XP_020813615.1|DSER
OG0004191	LOC117575621|XP_034115786.1|DALB	LOC110188522|XP_020813923.1|DSER
OG0004192	LOC117575500|XP_034115634.1|DALB	LOC110188290|XP_020813648.1|DSER
OG0004193	LOC117564156|XP_034098716.1|DALB	LOC110181931|XP_020805525.1|DSER
OG0004194	LOC117575721|XP_034115952.1|DALB	LOC110190294|XP_020816340.1|DSER
OG0004195	LOC117566993|XP_034102558.1|DALB	LOC110178092|XP_020800755.1|DSER
OG0004196	LOC117576806|XP_034117757.1|DALB	LOC110177294|XP_020799615.1|DSER
OG0004197	LOC117574755|XP_034114589.1|DALB	LOC110186657|XP_020811581.1|DSER
OG0004198	LOC117576325|XP_034116884.1|DALB	LOC110187674|XP_020812755.1|DSER
OG0004199	LOC117575526|XP_034115663.1|DALB	LOC110190943|XP_020817277.1|DSER
OG0004200	LOC117567065|XP_034102696.1|DALB	LOC110177664|XP_020800146.1|DSER
OG0004201	LOC117574404|XP_034114133.1|DALB	LOC110186925|XP_020811910.1|DSER
OG0004202	LOC117575738|XP_034115978.1|DALB	LOC110177427|XP_020799809.1|DSER
OG0004203	LOC117574936|XP_034114877.1|DALB	LOC110191907|XP_020818552.1|DSER
OG0004204	LOC117572051|XP_034110518.1|DALB	LOC110189880|XP_020815783.1|DSER
OG0004205	LOC117570470|XP_034108043.1|DALB	LOC110176158|XP_020798055.1|DSER
OG0004206	LOC117575187|XP_034115191.1|DALB	LOC110187799|XP_020812932.1|DSER
OG0004207	LOC117575192|XP_034115196.1|DALB	LOC110187621|XP_020812675.1|DSER
OG0004208	LOC117574021|XP_034113501.1|DALB	LOC110186987|XP_020812002.1|DSER
OG0004209	LOC117573924|XP_034113328.1|DALB	LOC110191038|XP_020817417.1|DSER
OG0004210	LOC117574212|XP_034113809.1|DALB	LOC110188384|XP_020813762.1|DSER
OG0004211	LOC117563924|XP_034098384.1|DALB	LOC110183200|XP_020807070.1|DSER
OG0004212	LOC117576445|XP_034117098.1|DALB	LOC110184584|XP_020808833.1|DSER
OG0004213	LOC117573801|XP_034113101.1|DALB	LOC110188416|XP_020813800.1|DSER
OG0004214	LOC117572685|XP_034111614.1|DALB	LOC110179228|XP_020802324.1|DSER
OG0004215	LOC117568099|XP_034104370.1|DALB	LOC110178391|XP_020801187.1|DSER
OG0004216	LOC117571038|XP_034108892.1|DALB	LOC110182778|XP_020806560.1|DSER
OG0004217	LOC117570123|XP_034107479.1|DALB	LOC110176168|XP_020798065.1|DSER
OG0004218	LOC117575539|XP_034115684.1|DALB	LOC110181544|XP_020804986.1|DSER
OG0004219	LOC117575429|XP_034115524.1|DALB	LOC110188524|XP_020813925.1|DSER
OG0004220	LOC117576423|XP_034117046.1|DALB	LOC110191920|XP_020818568.1|DSER
OG0004221	LOC117573930|XP_034113346.1|DALB	LOC110187680|XP_020812769.1|DSER
OG0004222	LOC117574690|XP_034114487.1|DALB	LOC110176645|XP_020798731.1|DSER
OG0004223	LOC117575034|XP_034115004.1|DALB	LOC110176660|XP_020798757.1|DSER
OG0004224	LOC117573647|XP_034112856.1|DALB	LOC110177151|XP_020799387.1|DSER
OG0004225	LOC117577189|XP_034118103.1|DALB	LOC110179093|XP_020802138.1|DSER
OG0004226	LOC117576334|XP_034116898.1|DALB	LOC110177288|XP_020799602.1|DSER
OG0004227	LOC117576348|XP_034116923.1|DALB	LOC110191825|XP_020818449.1|DSER
OG0004228	LOC117574845|XP_034114732.1|DALB	LOC110191826|XP_020818450.1|DSER
OG0004229	LOC117566416|XP_034101831.1|DALB	LOC110178236|XP_020800946.1|DSER
OG0004230	LOC117577642|XP_034118402.1|DALB	LOC110182199|XP_020805870.1|DSER
OG0004231	LOC117572113|XP_034110625.1|DALB	LOC110183683|XP_020807678.1|DSER
OG0004232	LOC117572116|XP_034110632.1|DALB	LOC110183686|XP_020807684.1|DSER
OG0004233	LOC117572115|XP_034110631.1|DALB	LOC110183685|XP_020807681.1|DSER
OG0004234	LOC117571618|XP_034109731.1|DALB	LOC110183568|XP_020807533.1|DSER
OG0004235	LOC117571458|XP_034109541.1|DALB, LOC117571687|XP_034109875.1|DALB	LOC110182590|XP_020806301.1|DSER
OG0004236	LOC117574683|XP_034114480.1|DALB	LOC110187753|XP_020812873.1|DSER
OG0004237	LOC117576449|XP_034117105.1|DALB	LOC110188291|XP_020813649.1|DSER
OG0004238	LOC117575027|XP_034114997.1|DALB	LOC110189921|XP_020815857.1|DSER
OG0004239	LOC117575809|XP_034116092.1|DALB	LOC110187931|XP_020813101.1|DSER
OG0004240	LOC117574703|XP_034114506.1|DALB	LOC110188724|XP_020814196.1|DSER
OG0004241	LOC117575533|XP_034115674.1|DALB	LOC110191917|XP_020818561.1|DSER
OG0004242	LOC117574500|XP_034114235.1|DALB	LOC110186921|XP_020811903.1|DSER
OG0004243	LOC117572359|XP_034111013.1|DALB	LOC110189103|XP_020814739.1|DSER, LOC110189045|XP_020814673.1|DSER
OG0004244	LOC117575726|XP_034115960.1|DALB	LOC110190312|XP_020816363.1|DSER
OG0004245	LOC117569824|XP_034107039.1|DALB	LOC110187010|XP_020812036.1|DSER
OG0004246	LOC117567262|XP_034103010.1|DALB	LOC110181267|XP_020804632.1|DSER
OG0004247	LOC117576775|XP_034117721.1|DALB	LOC110183252|XP_020807136.1|DSER, LOC110183243|XP_020807123.1|DSER
OG0004248	LOC117571104|XP_034108976.1|DALB	LOC110182882|XP_020806685.1|DSER
OG0004249	LOC117571566|XP_034109666.1|DALB	LOC110178824|XP_020801750.1|DSER
OG0004250	LOC117564870|XP_034099709.1|DALB	LOC110176115|XP_020798011.1|DSER, LOC110185635|XP_020810251.1|DSER
OG0004251	LOC117567390|XP_034103275.1|DALB	LOC110179659|XP_020802915.1|DSER
OG0004252	LOC117576441|XP_034117095.1|DALB	LOC110186612|XP_020811506.1|DSER
OG0004253	LOC117576466|XP_034117128.1|DALB	LOC110188371|XP_020813743.1|DSER
OG0004254	LOC117566073|XP_034101443.1|DALB	LOC110176003|XP_020797866.1|DSER
OG0004255	LOC117564911|XP_034099757.1|DALB	LOC110184932|XP_020809236.1|DSER
OG0004256	LOC117567780|XP_034103871.1|DALB	LOC110185909|XP_020810618.1|DSER
OG0004257	LOC117576768|XP_034117708.1|DALB	LOC110190858|XP_020817167.1|DSER
OG0004258	LOC117574687|XP_034114483.1|DALB	LOC110186303|XP_020811083.1|DSER
OG0004259	LOC117566995|XP_034102561.1|DALB	LOC110186480|XP_020811364.1|DSER
OG0004260	LOC117574379|XP_034114104.1|DALB	LOC110188094|XP_020813309.1|DSER
OG0004261	LOC117576872|XP_034117864.1|DALB	LOC110177232|XP_020799514.1|DSER
OG0004262	LOC117574574|XP_034114342.1|DALB	LOC110184486|XP_020808702.1|DSER
OG0004263	LOC117575125|XP_034115117.1|DALB	LOC110188576|XP_020813999.1|DSER
OG0004264	LOC117576745|XP_034117669.1|DALB	LOC110186658|XP_020811585.1|DSER
OG0004265	LOC117575612|XP_034115776.1|DALB	LOC110188286|XP_020813642.1|DSER
OG0004266	LOC117576539|XP_034117265.1|DALB	LOC110191934|XP_020818610.1|DSER
OG0004267	LOC117575814|XP_034116099.1|DALB	LOC110187939|XP_020813113.1|DSER
OG0004268	LOC117567963|XP_034104160.1|DALB	LOC110180256|XP_020803571.1|DSER
OG0004269	LOC117567902|XP_034104066.1|DALB	LOC110176325|XP_020798303.1|DSER
OG0004270	LOC117570370|XP_034107855.1|DALB	LOC110182731|XP_020806494.1|DSER
OG0004271	LOC117572124|XP_034110642.1|DALB	LOC110189744|XP_020815605.1|DSER
OG0004272	LOC117573593|XP_034112779.1|DALB	LOC110191030|XP_020817407.1|DSER
OG0004273	LOC117576019|XP_034116418.1|DALB	LOC110190996|XP_020817368.1|DSER
OG0004274	LOC117578277|XP_034119595.1|DALB	LOC110181843|XP_020805409.1|DSER
OG0004275	LOC117574480|XP_034114212.1|DALB	LOC110182181|XP_020805844.1|DSER
OG0004276	LOC117570062|XP_034107387.1|DALB	LOC110189069|XP_020814698.1|DSER
OG0004277	LOC117571568|XP_034109668.1|DALB	LOC110178951|XP_020801911.1|DSER
OG0004278	LOC117577758|XP_034118559.1|DALB	LOC110180357|XP_020803677.1|DSER
OG0004279	LOC117564078|XP_034098595.1|DALB	LOC110178145|XP_020800832.1|DSER
OG0004280	LOC117578236|XP_034119526.1|DALB	LOC110183522|XP_020807469.1|DSER
OG0004281	LOC117570548|XP_034108161.1|DALB	LOC110176885|XP_020799028.1|DSER
OG0004282	LOC117568969|XP_034105818.1|DALB	LOC110178811|XP_020801733.1|DSER
OG0004283	LOC117568970|XP_034105819.1|DALB	LOC110178805|XP_020801721.1|DSER
OG0004284	LOC117565630|XP_034100731.1|DALB	LOC110187409|XP_020812456.1|DSER
OG0004285	LOC117575835|XP_034116130.1|DALB, LOC117575514|XP_034115653.1|DALB	LOC110191340|XP_020817843.1|DSER
OG0004286	LOC117569134|XP_034106053.1|DALB	LOC110178966|XP_020801929.1|DSER
OG0004287	LOC117568037|XP_034104272.1|DALB	LOC110178916|XP_020801854.1|DSER
OG0004288	LOC117571708|XP_034109899.1|DALB	LOC110181231|XP_020804590.1|DSER
OG0004289	LOC117566879|XP_034102380.1|DALB	LOC110189834|XP_020815689.1|DSER
OG0004290	LOC117572432|XP_034111151.1|DALB	LOC110189466|XP_020815203.1|DSER
OG0004291	LOC117572649|XP_034111519.1|DALB	LOC110190920|XP_020817243.1|DSER
OG0004292	LOC117567309|XP_034103087.1|DALB	LOC110190544|XP_020816752.1|DSER
OG0004293	LOC117570509|XP_034108098.1|DALB	LOC110190191|XP_020816200.1|DSER
OG0004294	LOC117570469|XP_034108035.1|DALB	LOC110176156|XP_020798052.1|DSER
OG0004295	LOC117568973|XP_034105821.1|DALB	LOC110176190|XP_020798099.1|DSER
OG0004296	LOC117568961|XP_034105810.1|DALB	LOC110176140|XP_020798035.1|DSER
OG0004297	LOC117570272|XP_034107679.1|DALB	LOC110177991|XP_020800652.1|DSER
OG0004298	LOC117568536|XP_034105145.1|DALB	LOC110189362|XP_020815064.1|DSER
OG0004299	LOC117571686|XP_034109820.1|DALB	LOC110189777|XP_020815660.1|DSER
OG0004300	LOC117570815|XP_034108566.1|DALB	LOC110182883|XP_020806686.1|DSER
OG0004301	LOC117570145|XP_034107500.1|DALB	LOC110190658|XP_020816918.1|DSER
OG0004302	LOC117570168|XP_034107535.1|DALB	LOC110176336|XP_020798317.1|DSER
OG0004303	LOC117567253|XP_034102993.1|DALB	LOC110191213|XP_020817642.1|DSER
OG0004304	LOC117571718|XP_034109908.1|DALB	LOC110179481|XP_020802716.1|DSER
OG0004305	LOC117572164|XP_034110705.1|DALB	LOC110180496|XP_020803837.1|DSER
OG0004306	LOC117568339|XP_034104815.1|DALB	LOC110177858|XP_020800464.1|DSER
OG0004307	LOC117572078|XP_034110561.1|DALB	LOC110178341|XP_020801119.1|DSER
OG0004308	LOC117569986|XP_034107256.1|DALB	LOC110191496|XP_020818020.1|DSER
OG0004309	LOC117567919|XP_034104089.1|DALB	LOC110190642|XP_020816899.1|DSER
OG0004310	LOC117568794|XP_034105544.1|DALB	LOC110178247|XP_020800957.1|DSER
OG0004311	LOC117572396|XP_034111067.1|DALB	LOC110178555|XP_020801384.1|DSER
OG0004312	LOC117566834|XP_034102306.1|DALB	LOC110178546|XP_020801369.1|DSER
OG0004313	LOC117567419|XP_034103300.1|DALB	LOC110189279|XP_020814960.1|DSER
OG0004314	LOC117568076|XP_034104337.1|DALB	LOC110177932|XP_020800571.1|DSER
OG0004315	LOC117570883|XP_034108672.1|DALB	LOC110176329|XP_020798312.1|DSER
OG0004316	LOC117571785|XP_034110035.1|DALB	LOC110189450|XP_020815181.1|DSER
OG0004317	LOC117570618|XP_034108271.1|DALB	LOC110176909|XP_020799058.1|DSER
OG0004318	LOC117572062|XP_034110531.1|DALB	LOC110175958|XP_020797810.1|DSER
OG0004319	LOC117568556|XP_034105170.1|DALB	LOC110175924|XP_020797763.1|DSER
OG0004320	LOC117576767|XP_034117707.1|DALB	LOC110188382|XP_020813760.1|DSER
OG0004321	LOC117565427|XP_034100403.1|DALB	LOC110183851|XP_020807860.1|DSER
OG0004322	LOC117575468|XP_034115574.1|DALB	LOC110188345|XP_020813712.1|DSER, LOC110183639|XP_020807622.1|DSER
OG0004323	LOC117572599|XP_034111401.1|DALB	LOC110178747|XP_020801637.1|DSER
OG0004324	LOC117564439|XP_034099068.1|DALB	LOC110187450|XP_020812498.1|DSER
OG0004325	LOC117569281|XP_034106278.1|DALB	LOC110179934|XP_020803193.1|DSER
OG0004326	LOC117569280|XP_034106277.1|DALB	LOC110179923|XP_020803183.1|DSER
OG0004327	LOC117574061|XP_034113574.1|DALB	LOC110181896|XP_020805487.1|DSER
OG0004328	LOC117566921|XP_034102432.1|DALB	LOC110181127|XP_020804458.1|DSER
OG0004329	LOC117568510|XP_034105102.1|DALB	LOC110191684|XP_020818258.1|DSER
OG0004330	LOC117567158|XP_034102862.1|DALB	LOC110177354|XP_020799709.1|DSER
OG0004331	LOC117570817|XP_034108568.1|DALB	LOC110189415|XP_020815133.1|DSER
OG0004332	LOC117565823|XP_034101018.1|DALB	LOC110183444|XP_020807383.1|DSER
OG0004333	LOC117564658|XP_034099407.1|DALB	LOC110184935|XP_020809239.1|DSER
OG0004334	LOC117565225|XP_034100123.1|DALB	LOC110180316|XP_020803631.1|DSER, LOC110182708|XP_020806464.1|DSER
OG0004335	LOC117566885|XP_034102389.1|DALB	LOC110189223|XP_020814862.1|DSER
OG0004336	LOC117566884|XP_034102388.1|DALB	LOC110182868|XP_020806670.1|DSER
OG0004337	LOC117565969|XP_034101257.1|DALB	LOC110184179|XP_020808249.1|DSER
OG0004338	LOC117567581|XP_034103553.1|DALB	LOC110190630|XP_020816883.1|DSER
OG0004339	LOC117571156|XP_034109055.1|DALB	LOC110178102|XP_020800774.1|DSER
OG0004340	LOC117571155|XP_034109054.1|DALB	LOC110178087|XP_020800753.1|DSER
OG0004341	LOC117568545|XP_034105154.1|DALB	LOC110177936|XP_020800577.1|DSER
OG0004342	LOC117569692|XP_034106837.1|DALB	LOC110180237|XP_020803553.1|DSER
OG0004343	LOC117567838|XP_034103977.1|DALB	LOC110180238|XP_020803554.1|DSER
OG0004344	LOC117570251|XP_034107651.1|DALB	LOC110180231|XP_020803542.1|DSER
OG0004345	LOC117565075|XP_034099914.1|DALB	LOC110185045|XP_020809356.1|DSER
OG0004346	LOC117570881|XP_034108663.1|DALB	LOC110180076|XP_020803362.1|DSER
OG0004347	LOC117568826|XP_034105592.1|DALB	LOC110179119|XP_020802172.1|DSER
OG0004348	LOC117566736|XP_034102169.1|DALB	LOC110191519|XP_020818046.1|DSER
OG0004349	LOC117568687|XP_034105388.1|DALB	LOC110191471|XP_020817982.1|DSER
OG0004350	LOC117570269|XP_034107674.1|DALB	LOC110189586|XP_020815378.1|DSER
OG0004351	LOC117572077|XP_034110556.1|DALB	LOC110189722|XP_020815571.1|DSER
OG0004352	LOC117576820|XP_034117783.1|DALB	LOC110188244|XP_020813567.1|DSER
OG0004353	LOC117575041|XP_034115013.1|DALB	LOC110177430|XP_020799813.1|DSER
OG0004354	LOC117574627|XP_034114408.1|DALB	LOC110191774|XP_020818379.1|DSER
OG0004355	LOC117575703|XP_034115918.1|DALB	LOC110191936|XP_020818612.1|DSER
OG0004356	LOC117569370|XP_034106392.1|DALB	LOC110179191|XP_020802263.1|DSER
OG0004357	LOC117569814|XP_034107024.1|DALB	LOC110189305|XP_020815000.1|DSER
OG0004358	LOC117569772|XP_034106960.1|DALB	LOC110176333|XP_020798314.1|DSER
OG0004359	LOC117572462|XP_034111188.1|DALB	LOC110177848|XP_020800450.1|DSER
OG0004360	LOC117566981|XP_034102535.1|DALB	LOC110185211|XP_020809600.1|DSER
OG0004361	LOC117574544|XP_034114305.1|DALB	LOC110190749|XP_020817034.1|DSER
OG0004362	LOC117570028|XP_034107341.1|DALB	LOC110183649|XP_020807632.1|DSER
OG0004363	LOC117566721|XP_034102190.1|DALB	LOC110180339|XP_020803659.1|DSER
OG0004364	LOC117567755|XP_034103834.1|DALB	LOC110189398|XP_020815113.1|DSER
