Orthogroup	DALB.longest_only	CPIP.longest_only
OG0004617	LOC117564027|XP_034098519.1|DALB	LOC120414512|XP_039431652.1|CPIP
OG0004618	LOC117574412|XP_034114141.1|DALB, LOC117573388|XP_034112477.1|DALB	LOC120414525|XP_039431668.1|CPIP
OG0004619	LOC117575689|XP_034115891.1|DALB	LOC120417687|XP_039435758.1|CPIP
OG0004620	LOC117573636|XP_034112835.1|DALB	LOC120413719|XP_039430580.1|CPIP
OG0004621	LOC117574795|XP_034114645.1|DALB	LOC120414162|XP_039431146.1|CPIP
OG0004622	LOC117575836|XP_034116133.1|DALB	LOC120416255|XP_039433891.1|CPIP
OG0004623	LOC117575135|XP_034115132.1|DALB	LOC120416251|XP_039433888.1|CPIP
OG0004624	LOC117576687|XP_034117573.1|DALB	LOC120430970|XP_039452038.1|CPIP
OG0004625	LOC117577847|XP_034118683.1|DALB	LOC120419625|XP_039438304.1|CPIP
OG0004626	LOC117564871|XP_034099713.1|DALB	LOC120425317|XP_039445723.1|CPIP
OG0004627	LOC117571835|XP_034110106.1|DALB	LOC120413036|XP_039429643.1|CPIP
OG0004628	LOC117577100|XP_034118096.1|DALB	LOC120428374|XP_039449309.1|CPIP
OG0004629	LOC117575327|XP_034115373.1|DALB	LOC120415613|XP_039433142.1|CPIP
OG0004630	LOC117575415|XP_034115487.1|DALB	LOC120415608|XP_039433136.1|CPIP
OG0004631	LOC117573770|XP_034113058.1|DALB	LOC120415601|XP_039433128.1|CPIP
OG0004632	LOC117573769|XP_034113055.1|DALB	LOC120415600|XP_039433127.1|CPIP
OG0004633	LOC117576134|XP_034116586.1|DALB	LOC120424519|XP_039444609.1|CPIP
OG0004634	LOC117575339|XP_034115388.1|DALB	LOC120429008|XP_039450080.1|CPIP
OG0004635	LOC117569262|XP_034106257.1|DALB	LOC120429063|XP_039450135.1|CPIP
OG0004636	LOC117576670|XP_034117584.1|DALB	LOC120426453|XP_039447149.1|CPIP
OG0004637	LOC117568524|XP_034105122.1|DALB	LOC120429940|XP_039450971.1|CPIP
OG0004638	LOC117567051|XP_034102669.1|DALB	LOC120424323|XP_039444352.1|CPIP
OG0004641	LOC117577579|XP_034118313.1|DALB	LOC120428791|XP_039449822.1|CPIP
OG0004642	LOC117568623|XP_034105307.1|DALB	LOC120425020|XP_039445324.1|CPIP
OG0004643	LOC117575583|XP_034115740.1|DALB	LOC120425030|XP_039445335.1|CPIP
OG0004644	LOC117578316|XP_034119662.1|DALB	LOC120425019|XP_039445322.1|CPIP
OG0004645	LOC117566224|XP_034101661.1|DALB	LOC120425026|XP_039445330.1|CPIP, LOC120425024|XP_039445329.1|CPIP
OG0004646	LOC117574564|XP_034114326.1|DALB	LOC120430120|XP_039451138.1|CPIP
OG0004647	LOC117577849|XP_034118681.1|DALB	LOC120429248|XP_039450393.1|CPIP
OG0004648	LOC117575996|XP_034116390.1|DALB	LOC120430117|XP_039451136.1|CPIP
OG0004649	LOC117575387|XP_034115457.1|DALB	LOC120419870|XP_039438664.1|CPIP, LOC120418077|XP_039436268.1|CPIP
OG0004650	LOC117565230|XP_034100127.1|DALB	LOC120418091|XP_039436293.1|CPIP, LOC120419874|XP_039438669.1|CPIP
OG0004651	LOC117576119|XP_034116568.1|DALB	LOC120425022|XP_039445325.1|CPIP
OG0004652	LOC117574035|XP_034113522.1|DALB	LOC120425463|XP_039445929.1|CPIP
OG0004653	LOC117567070|XP_034102703.1|DALB	LOC120425465|XP_039445931.1|CPIP
OG0004654	LOC117564730|XP_034099508.1|DALB	LOC120425487|XP_039445965.1|CPIP
OG0004655	LOC117575977|XP_034116350.1|DALB	LOC120428782|XP_039449803.1|CPIP
OG0004656	LOC117564172|XP_034098730.1|DALB, LOC117565591|XP_034100682.1|DALB	LOC120428781|XP_039449802.1|CPIP
OG0004657	LOC117575717|XP_034115946.1|DALB	LOC120428787|XP_039449808.1|CPIP
OG0004658	LOC117576509|XP_034117207.1|DALB	LOC120423153|XP_039442770.1|CPIP, LOC120431375|XP_039452440.1|CPIP
OG0004659	LOC117575949|XP_034116303.1|DALB	LOC120431381|XP_039452444.1|CPIP
OG0004660	LOC117575086|XP_034115074.1|DALB	LOC120429233|XP_039450378.1|CPIP
OG0004661	LOC117573976|XP_034113410.1|DALB	LOC120429247|XP_039450392.1|CPIP
OG0004662	LOC117576665|XP_034117527.1|DALB	LOC120424934|XP_039445166.1|CPIP
OG0004663	LOC117572594|XP_034111381.1|DALB	LOC120424932|XP_039445160.1|CPIP
OG0004664	LOC117571790|XP_034110044.1|DALB	LOC120424930|XP_039445155.1|CPIP
OG0004665	LOC117573613|XP_034112805.1|DALB	LOC120424935|XP_039445169.1|CPIP
OG0004666	LOC117575222|XP_034115240.1|DALB	LOC120419338|XP_039437944.1|CPIP
OG0004667	LOC117574343|XP_034114055.1|DALB	LOC120431439|XP_039452492.1|CPIP
OG0004668	LOC117575282|XP_034115320.1|DALB	LOC120431799|XP_039452851.1|CPIP
OG0004669	LOC117564267|XP_034098860.1|DALB	LOC120428947|XP_039450021.1|CPIP
OG0004670	LOC117575122|XP_034115112.1|DALB	LOC120427924|XP_039448799.1|CPIP
OG0004671	LOC117575505|XP_034115639.1|DALB	LOC120424813|XP_039444965.1|CPIP
OG0004673	LOC117574666|XP_034114462.1|DALB	LOC120430803|XP_039451857.1|CPIP
OG0004674	LOC117575796|XP_034116064.1|DALB	LOC120425115|XP_039445454.1|CPIP
OG0004675	LOC117575990|XP_034116378.1|DALB	LOC120425113|XP_039445448.1|CPIP
OG0004676	LOC117574514|XP_034114264.1|DALB	LOC120430535|XP_039451582.1|CPIP
OG0004677	LOC117574177|XP_034113756.1|DALB	LOC120425998|XP_039446590.1|CPIP
OG0004678	LOC117574168|XP_034113747.1|DALB	LOC120426016|XP_039446624.1|CPIP
OG0004679	LOC117574465|XP_034114192.1|DALB	LOC120417858|XP_039436012.1|CPIP
OG0004680	LOC117576024|XP_034116421.1|DALB	LOC120421773|XP_039440974.1|CPIP
OG0004682	LOC117565361|XP_034100315.1|DALB	LOC120423841|XP_039443723.1|CPIP
OG0004683	LOC117573600|XP_034112786.1|DALB	LOC120423826|XP_039443689.1|CPIP
OG0004684	LOC117575715|XP_034115943.1|DALB	LOC120426227|XP_039446897.1|CPIP
OG0004685	LOC117573810|XP_034113113.1|DALB	LOC120431668|XP_039452711.1|CPIP
OG0004686	LOC117576786|XP_034117728.1|DALB	LOC120418742|XP_039437152.1|CPIP
OG0004687	LOC117575388|XP_034115454.1|DALB	LOC120417201|XP_039435101.1|CPIP
OG0004689	LOC117576607|XP_034117397.1|DALB	LOC120417191|XP_039435092.1|CPIP
OG0004690	LOC117575089|XP_034115076.1|DALB	LOC120420743|XP_039439770.1|CPIP
OG0004691	LOC117576800|XP_034117750.1|DALB	LOC120420766|XP_039439806.1|CPIP
OG0004692	LOC117574780|XP_034114622.1|DALB	LOC120420781|XP_039439828.1|CPIP
OG0004693	LOC117574779|XP_034114620.1|DALB	LOC120420745|XP_039439775.1|CPIP
OG0004694	LOC117575484|XP_034115608.1|DALB	LOC120425563|XP_039446061.1|CPIP, LOC120423722|XP_039443559.1|CPIP
OG0004695	LOC117575986|XP_034116372.1|DALB	LOC120428741|XP_039449751.1|CPIP
OG0004697	LOC117577738|XP_034118537.1|DALB	LOC120430501|XP_039451532.1|CPIP
OG0004698	LOC117572726|XP_034111688.1|DALB	LOC120421821|XP_039441033.1|CPIP
OG0004699	LOC117575427|XP_034115522.1|DALB	LOC120422152|XP_039441459.1|CPIP
OG0004700	LOC117575234|XP_034115257.1|DALB	LOC120416607|XP_039434342.1|CPIP
OG0004701	LOC117574084|XP_034113610.1|DALB	LOC120415975|XP_039433563.1|CPIP
OG0004702	LOC117574007|XP_034113474.1|DALB	LOC120429000|XP_039450074.1|CPIP
OG0004703	LOC117575701|XP_034115905.1|DALB	LOC120428668|XP_039449652.1|CPIP
OG0004704	LOC117576221|XP_034116721.1|DALB	LOC120428661|XP_039449642.1|CPIP, LOC120427073|XP_039447845.1|CPIP
OG0004705	LOC117573833|XP_034113156.1|DALB	LOC120427079|XP_039447855.1|CPIP
OG0004706	LOC117566971|XP_034102522.1|DALB	LOC120431454|XP_039452504.1|CPIP
OG0004707	LOC117575094|XP_034115085.1|DALB	LOC120424033|XP_039443990.1|CPIP
OG0004708	LOC117576742|XP_034117665.1|DALB	LOC120424034|XP_039443991.1|CPIP
OG0004709	LOC117576322|XP_034116879.1|DALB	LOC120426007|XP_039446608.1|CPIP
OG0004710	LOC117574331|XP_034114033.1|DALB	LOC120426006|XP_039446605.1|CPIP
OG0004711	LOC117574459|XP_034114188.1|DALB	LOC120422583|XP_039442005.1|CPIP
OG0004712	LOC117575365|XP_034115420.1|DALB	LOC120422565|XP_039441985.1|CPIP
OG0004713	LOC117574070|XP_034113587.1|DALB	LOC120431802|XP_039452858.1|CPIP
OG0004714	LOC117576811|XP_034117769.1|DALB	LOC120431729|XP_039452791.1|CPIP
OG0004715	LOC117563547|XP_034097816.1|DALB	LOC120430219|XP_039451231.1|CPIP
OG0004716	LOC117576510|XP_034117208.1|DALB	LOC120425736|XP_039446274.1|CPIP
OG0004717	LOC117571874|XP_034110225.1|DALB	LOC120418347|XP_039436632.1|CPIP
OG0004718	LOC117564185|XP_034098749.1|DALB	LOC120418330|XP_039436598.1|CPIP
OG0004719	LOC117573882|XP_034113251.1|DALB	LOC120427265|XP_039448060.1|CPIP
OG0004720	LOC117574009|XP_034113481.1|DALB	LOC120427677|XP_039448492.1|CPIP
OG0004721	LOC117574028|XP_034113510.1|DALB	LOC120418332|XP_039436601.1|CPIP
OG0004722	LOC117574038|XP_034113529.1|DALB	LOC120418323|XP_039436588.1|CPIP
OG0004723	LOC117573936|XP_034113353.1|DALB	LOC120428289|XP_039449218.1|CPIP
OG0004724	LOC117576548|XP_034117276.1|DALB	LOC120418368|XP_039436661.1|CPIP
OG0004725	LOC117573286|XP_034112281.1|DALB	LOC120418369|XP_039436664.1|CPIP
OG0004726	LOC117575966|XP_034116336.1|DALB	LOC120418386|XP_039436694.1|CPIP
OG0004727	LOC117574276|XP_034113915.1|DALB	LOC120426000|XP_039446593.1|CPIP
OG0004728	LOC117575238|XP_034115260.1|DALB	LOC120426246|XP_039446918.1|CPIP
OG0004729	LOC117577926|XP_034118819.1|DALB	LOC120431093|XP_039452185.1|CPIP
OG0004730	LOC117565284|XP_034100203.1|DALB	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP
OG0004731	LOC117575153|XP_034115147.1|DALB	LOC120427158|XP_039447951.1|CPIP
OG0004732	LOC117575098|XP_034115090.1|DALB	LOC120427902|XP_039448776.1|CPIP
OG0004733	LOC117575099|XP_034115091.1|DALB	LOC120427892|XP_039448760.1|CPIP
OG0004734	LOC117574983|XP_034114940.1|DALB	LOC120427896|XP_039448765.1|CPIP
OG0004735	LOC117575682|XP_034115862.1|DALB	LOC120416050|XP_039433648.1|CPIP
OG0004736	LOC117576627|XP_034117443.1|DALB	LOC120414262|XP_039431306.1|CPIP
OG0004737	LOC117575431|XP_034115526.1|DALB	LOC120424265|XP_039444261.1|CPIP
OG0004738	LOC117574958|XP_034114910.1|DALB	LOC120424237|XP_039444234.1|CPIP
OG0004739	LOC117575172|XP_034115174.1|DALB	LOC120424264|XP_039444260.1|CPIP
OG0004740	LOC117575952|XP_034116315.1|DALB	LOC120428911|XP_039449987.1|CPIP
OG0004741	LOC117573359|XP_034112377.1|DALB	LOC120428910|XP_039449986.1|CPIP
OG0004742	LOC117573196|XP_034112080.1|DALB	LOC120425700|XP_039446222.1|CPIP
OG0004744	LOC117564433|XP_034099060.1|DALB	LOC120423421|XP_039443158.1|CPIP
OG0004745	LOC117575022|XP_034114991.1|DALB	LOC120428366|XP_039449302.1|CPIP
OG0004746	LOC117574793|XP_034114642.1|DALB	LOC120429644|XP_039450604.1|CPIP
OG0004747	LOC117574796|XP_034114646.1|DALB	LOC120432113|XP_039453182.1|CPIP
OG0004748	LOC117574792|XP_034114639.1|DALB	LOC120427858|XP_039448710.1|CPIP
OG0004750	LOC117575694|XP_034115897.1|DALB	LOC120426701|XP_039447415.1|CPIP
OG0004751	LOC117576266|XP_034116800.1|DALB	LOC120426693|XP_039447404.1|CPIP
OG0004753	LOC117574134|XP_034113690.1|DALB	LOC120426694|XP_039447405.1|CPIP
OG0004754	LOC117573292|XP_034112286.1|DALB	LOC120426686|XP_039447396.1|CPIP
OG0004755	LOC117575165|XP_034115159.1|DALB	LOC120426692|XP_039447402.1|CPIP
OG0004756	LOC117574162|XP_034113740.1|DALB	LOC120426691|XP_039447401.1|CPIP
OG0004757	LOC117576640|XP_034117456.1|DALB	LOC120430172|XP_039451186.1|CPIP
OG0004758	LOC117575255|XP_034115280.1|DALB	LOC120427254|XP_039448045.1|CPIP
OG0004759	LOC117574164|XP_034113743.1|DALB	LOC120427256|XP_039448049.1|CPIP
OG0004760	LOC117576910|XP_034117940.1|DALB	LOC120427250|XP_039448040.1|CPIP
OG0004761	LOC117576643|XP_034117463.1|DALB	LOC120428725|XP_039449733.1|CPIP
OG0004763	LOC117575777|XP_034116035.1|DALB	LOC120421032|XP_039440103.1|CPIP
OG0004766	LOC117574295|XP_034113988.1|DALB	LOC120425415|XP_039445878.1|CPIP
OG0004767	LOC117576109|XP_034116558.1|DALB	LOC120421189|XP_039440327.1|CPIP
OG0004768	LOC117574549|XP_034114312.1|DALB	LOC120425737|XP_039446276.1|CPIP
OG0004769	LOC117565486|XP_034100479.1|DALB	LOC120423967|XP_039443893.1|CPIP
OG0004770	LOC117576841|XP_034117814.1|DALB	LOC120423968|XP_039443894.1|CPIP
OG0004771	LOC117576594|XP_034117374.1|DALB	LOC120423969|XP_039443895.1|CPIP
OG0004775	LOC117576067|XP_034116492.1|DALB	LOC120426214|XP_039446856.1|CPIP
OG0004776	LOC117572692|XP_034111634.1|DALB	LOC120426225|XP_039446893.1|CPIP
OG0004777	LOC117573159|XP_034112012.1|DALB, LOC117573154|XP_034112003.1|DALB	LOC120427414|XP_039448214.1|CPIP
OG0004779	LOC117573644|XP_034112850.1|DALB	LOC120427881|XP_039448748.1|CPIP
OG0004780	LOC117564072|XP_034098588.1|DALB	LOC120427882|XP_039448752.1|CPIP
OG0004781	LOC117576352|XP_034116927.1|DALB	LOC120421100|XP_039440178.1|CPIP
OG0004782	LOC117574104|XP_034113638.1|DALB	LOC120416981|XP_039434841.1|CPIP
OG0004783	LOC117577619|XP_034118363.1|DALB	LOC120416371|XP_039434041.1|CPIP
OG0004784	LOC117575242|XP_034115266.1|DALB	LOC120432089|XP_039453161.1|CPIP, LOC120428963|XP_039450036.1|CPIP
OG0004785	LOC117574806|XP_034114662.1|DALB	LOC120430146|XP_039451165.1|CPIP, LOC120430515|XP_039451549.1|CPIP
OG0004786	LOC117574719|XP_034114533.1|DALB	LOC120429549|XP_039450540.1|CPIP
OG0004787	LOC117573443|XP_034112555.1|DALB	LOC120428858|XP_039449915.1|CPIP
OG0004788	LOC117575292|XP_034115330.1|DALB	LOC120428851|XP_039449908.1|CPIP
OG0004789	LOC117575283|XP_034115317.1|DALB	LOC120428855|XP_039449914.1|CPIP
OG0004790	LOC117575333|XP_034115380.1|DALB	LOC120425991|XP_039446583.1|CPIP
OG0004791	LOC117573663|XP_034112882.1|DALB	LOC120425983|XP_039446571.1|CPIP
OG0004792	LOC117576725|XP_034117638.1|DALB	LOC120432022|XP_039453091.1|CPIP
OG0004793	LOC117573896|XP_034113295.1|DALB	LOC120431080|XP_039452166.1|CPIP
OG0004794	LOC117575200|XP_034115208.1|DALB	LOC120424782|XP_039444918.1|CPIP
OG0004795	LOC117576587|XP_034117365.1|DALB	LOC120430266|XP_039451285.1|CPIP
OG0004796	LOC117574340|XP_034114051.1|DALB	LOC120422563|XP_039441982.1|CPIP
OG0004797	LOC117575281|XP_034115314.1|DALB	LOC120422572|XP_039441991.1|CPIP
OG0004798	LOC117574066|XP_034113580.1|DALB	LOC120422547|XP_039441948.1|CPIP
OG0004799	LOC117576866|XP_034117859.1|DALB	LOC120429164|XP_039450305.1|CPIP
OG0004800	LOC117573650|XP_034112862.1|DALB	LOC120431672|XP_039452723.1|CPIP
OG0004801	LOC117575638|XP_034115809.1|DALB	LOC120424623|XP_039444722.1|CPIP, LOC120424681|XP_039444791.1|CPIP
OG0004803	LOC117573304|XP_034112300.1|DALB	LOC120430175|XP_039451190.1|CPIP
OG0004804	LOC117576076|XP_034116511.1|DALB	LOC120430351|XP_039451384.1|CPIP
OG0004805	LOC117574288|XP_034113933.1|DALB	LOC120429669|XP_039450631.1|CPIP
OG0004806	LOC117577683|XP_034118469.1|DALB	LOC120421029|XP_039440098.1|CPIP
OG0004807	LOC117575440|XP_034115535.1|DALB	LOC120421778|XP_039440981.1|CPIP
OG0004808	LOC117573915|XP_034113317.1|DALB	LOC120427176|XP_039447970.1|CPIP
OG0004811	LOC117570486|XP_034108063.1|DALB	LOC120423814|XP_039443668.1|CPIP
OG0004812	LOC117576669|XP_034117541.1|DALB	LOC120423831|XP_039443708.1|CPIP
OG0004814	LOC117573926|XP_034113334.1|DALB	LOC120431858|XP_039452926.1|CPIP
OG0004815	LOC117563780|XP_034098182.1|DALB	LOC120417103|XP_039435014.1|CPIP
OG0004816	LOC117578043|XP_034119052.1|DALB	LOC120417091|XP_039435004.1|CPIP
OG0004817	LOC117569026|XP_034105911.1|DALB	LOC120417102|XP_039435013.1|CPIP
OG0004818	LOC117574989|XP_034114950.1|DALB	LOC120425061|XP_039445368.1|CPIP
OG0004819	LOC117573874|XP_034113242.1|DALB	LOC120425047|XP_039445352.1|CPIP
OG0004820	LOC117573916|XP_034113319.1|DALB	LOC120425046|XP_039445350.1|CPIP
OG0004821	LOC117576588|XP_034117366.1|DALB	LOC120425074|XP_039445400.1|CPIP
OG0004822	LOC117574334|XP_034114041.1|DALB	LOC120425077|XP_039445402.1|CPIP
OG0004823	LOC117574013|XP_034113488.1|DALB	LOC120425043|XP_039445347.1|CPIP
OG0004824	LOC117574015|XP_034113493.1|DALB	LOC120425068|XP_039445375.1|CPIP
OG0004825	LOC117573189|XP_034112068.1|DALB	LOC120422122|XP_039441426.1|CPIP
OG0004826	LOC117576662|XP_034117510.1|DALB	LOC120420777|XP_039439822.1|CPIP
OG0004827	LOC117576064|XP_034116490.1|DALB	LOC120420774|XP_039439817.1|CPIP
OG0004828	LOC117573645|XP_034112852.1|DALB	LOC120420787|XP_039439833.1|CPIP
OG0004829	LOC117573483|XP_034112601.1|DALB	LOC120414267|XP_039431321.1|CPIP
OG0004830	LOC117573739|XP_034113008.1|DALB	LOC120423345|XP_039443048.1|CPIP
OG0004831	LOC117569754|XP_034106938.1|DALB	LOC120418350|XP_039436637.1|CPIP
OG0004832	LOC117576568|XP_034117298.1|DALB	LOC120432052|XP_039453119.1|CPIP
OG0004833	LOC117576704|XP_034117610.1|DALB	LOC120423570|XP_039443362.1|CPIP
OG0004834	LOC117575076|XP_034115061.1|DALB	LOC120431739|XP_039452800.1|CPIP
OG0004835	LOC117576086|XP_034116525.1|DALB	LOC120432094|XP_039453167.1|CPIP
OG0004840	LOC117576760|XP_034117696.1|DALB	LOC120427402|XP_039448197.1|CPIP
OG0004841	LOC117564155|XP_034098712.1|DALB	LOC120425412|XP_039445876.1|CPIP, LOC120425676|XP_039446193.1|CPIP
OG0004842	LOC117575979|XP_034116353.1|DALB	LOC120425431|XP_039445894.1|CPIP
OG0004843	LOC117576272|XP_034116808.1|DALB	LOC120422579|XP_039442002.1|CPIP
OG0004844	LOC117576241|XP_034116750.1|DALB	LOC120425367|XP_039445809.1|CPIP
OG0004845	LOC117573862|XP_034113224.1|DALB	LOC120425365|XP_039445805.1|CPIP
OG0004846	LOC117563253|XP_034097359.1|DALB	LOC120425579|XP_039446086.1|CPIP
OG0004847	LOC117563251|XP_034097355.1|DALB	LOC120418366|XP_039436660.1|CPIP
OG0004848	LOC117567503|XP_034103425.1|DALB	LOC120430437|XP_039451482.1|CPIP
OG0004850	LOC117576893|XP_034117921.1|DALB	LOC120427728|XP_039448565.1|CPIP
OG0004851	LOC117576890|XP_034117915.1|DALB	LOC120427726|XP_039448564.1|CPIP
OG0004852	LOC117574111|XP_034113653.1|DALB	LOC120427724|XP_039448561.1|CPIP
OG0004853	LOC117568372|XP_034104866.1|DALB	LOC120430973|XP_039452039.1|CPIP
OG0004854	LOC117571573|XP_034109675.1|DALB	LOC120427609|XP_039448421.1|CPIP
OG0004855	LOC117571000|XP_034108839.1|DALB	LOC120427617|XP_039448431.1|CPIP
OG0004856	LOC117568747|XP_034105462.1|DALB	LOC120423014|XP_039442579.1|CPIP
OG0004857	LOC117568283|XP_034104688.1|DALB	LOC120425687|XP_039446204.1|CPIP
OG0004858	LOC117570350|XP_034107797.1|DALB	LOC120423000|XP_039442554.1|CPIP
OG0004859	LOC117570353|XP_034107814.1|DALB	LOC120423002|XP_039442558.1|CPIP
OG0004860	LOC117567852|XP_034103997.1|DALB	LOC120422997|XP_039442550.1|CPIP
OG0004861	LOC117571873|XP_034110210.1|DALB	LOC120422995|XP_039442539.1|CPIP
OG0004862	LOC117572306|XP_034110917.1|DALB	LOC120417814|XP_039435951.1|CPIP, LOC120424416|XP_039444461.1|CPIP
OG0004863	LOC117567793|XP_034103908.1|DALB	LOC120421759|XP_039440965.1|CPIP, LOC120421734|XP_039440929.1|CPIP
OG0004864	LOC117570032|XP_034107346.1|DALB	LOC120421750|XP_039440958.1|CPIP
OG0004865	LOC117575358|XP_034115414.1|DALB	LOC120421752|XP_039440959.1|CPIP
OG0004866	LOC117571498|XP_034109556.1|DALB	LOC120421740|XP_039440935.1|CPIP
OG0004867	LOC117571918|XP_034110286.1|DALB	LOC120416821|XP_039434642.1|CPIP
OG0004868	LOC117571919|XP_034110287.1|DALB	LOC120421749|XP_039440956.1|CPIP
OG0004869	LOC117566894|XP_034102400.1|DALB	LOC120425223|XP_039445588.1|CPIP, LOC120422861|XP_039442344.1|CPIP
OG0004870	LOC117566901|XP_034102410.1|DALB	LOC120422873|XP_039442354.1|CPIP
OG0004871	LOC117569168|XP_034106125.1|DALB	LOC120422839|XP_039442314.1|CPIP
OG0004872	LOC117570447|XP_034107996.1|DALB	LOC120417412|XP_039435388.1|CPIP
OG0004873	LOC117564443|XP_034099073.1|DALB	LOC120424174|XP_039444160.1|CPIP
OG0004874	LOC117574808|XP_034114663.1|DALB	LOC120424203|XP_039444196.1|CPIP
OG0004875	LOC117578166|XP_034119335.1|DALB	LOC120424167|XP_039444151.1|CPIP
OG0004876	LOC117571569|XP_034109672.1|DALB	LOC120424182|XP_039444171.1|CPIP
OG0004877	LOC117570825|XP_034108580.1|DALB	LOC120429772|XP_039450763.1|CPIP
OG0004878	LOC117569673|XP_034106811.1|DALB	LOC120417821|XP_039435968.1|CPIP
OG0004879	LOC117568190|XP_034104539.1|DALB	LOC120417831|XP_039435981.1|CPIP
OG0004880	LOC117568393|XP_034104897.1|DALB	LOC120417822|XP_039435970.1|CPIP
OG0004881	LOC117568049|XP_034104284.1|DALB	LOC120417810|XP_039435943.1|CPIP
OG0004882	LOC117572764|XP_034111740.1|DALB	LOC120417799|XP_039435931.1|CPIP
OG0004883	LOC117570676|XP_034108366.1|DALB	LOC120417828|XP_039435978.1|CPIP
OG0004884	LOC117572713|XP_034111664.1|DALB	LOC120424430|XP_039444484.1|CPIP
OG0004885	LOC117571077|XP_034108943.1|DALB	LOC120422844|XP_039442322.1|CPIP
OG0004886	LOC117571984|XP_034110381.1|DALB	LOC120422848|XP_039442327.1|CPIP
OG0004887	LOC117570765|XP_034108490.1|DALB	LOC120422887|XP_039442382.1|CPIP
OG0004888	LOC117570398|XP_034107908.1|DALB	LOC120422888|XP_039442383.1|CPIP
OG0004889	LOC117568167|XP_034104489.1|DALB	LOC120427439|XP_039448236.1|CPIP
OG0004890	LOC117566913|XP_034102423.1|DALB	LOC120427506|XP_039448300.1|CPIP
OG0004891	LOC117565952|XP_034101236.1|DALB	LOC120427064|XP_039447839.1|CPIP
OG0004892	LOC117569999|XP_034107277.1|DALB	LOC120419740|XP_039438476.1|CPIP, LOC120427540|XP_039448346.1|CPIP
OG0004893	LOC117568012|XP_034104226.1|DALB	LOC120419741|XP_039438477.1|CPIP
OG0004894	LOC117570760|XP_034108480.1|DALB	LOC120419758|XP_039438515.1|CPIP
OG0004895	LOC117572170|XP_034110711.1|DALB	LOC120419513|XP_039438147.1|CPIP
OG0004896	LOC117568664|XP_034105357.1|DALB	LOC120419502|XP_039438134.1|CPIP
OG0004897	LOC117568388|XP_034104889.1|DALB	LOC120419488|XP_039438109.1|CPIP
OG0004898	LOC117567150|XP_034102855.1|DALB	LOC120429766|XP_039450751.1|CPIP
OG0004899	LOC117572444|XP_034111165.1|DALB	LOC120417817|XP_039435956.1|CPIP
OG0004900	LOC117568207|XP_034104568.1|DALB	LOC120430254|XP_039451273.1|CPIP, LOC120419727|XP_039438456.1|CPIP
OG0004901	LOC117569886|XP_034107116.1|DALB	LOC120419760|XP_039438521.1|CPIP
OG0004902	LOC117569996|XP_034107274.1|DALB	LOC120419747|XP_039438485.1|CPIP
OG0004903	LOC117566963|XP_034102505.1|DALB	LOC120419501|XP_039438131.1|CPIP
OG0004904	LOC117576631|XP_034117449.1|DALB	LOC120426376|XP_039447069.1|CPIP, LOC120423499|XP_039443274.1|CPIP
OG0004905	LOC117572374|XP_034111031.1|DALB	LOC120423497|XP_039443271.1|CPIP
OG0004906	LOC117567578|XP_034103546.1|DALB	LOC120426768|XP_039447479.1|CPIP
OG0004907	LOC117572763|XP_034111739.1|DALB	LOC120417418|XP_039435395.1|CPIP
OG0004908	LOC117569009|XP_034105887.1|DALB	LOC120423174|XP_039442795.1|CPIP
OG0004909	LOC117572303|XP_034110908.1|DALB	LOC120416585|XP_039434255.1|CPIP
OG0004910	LOC117572302|XP_034110906.1|DALB	LOC120416538|XP_039434192.1|CPIP
OG0004911	LOC117568259|XP_034104636.1|DALB	LOC120416552|XP_039434217.1|CPIP
OG0004912	LOC117571191|XP_034109121.1|DALB	LOC120426924|XP_039447665.1|CPIP
OG0004913	LOC117568329|XP_034104803.1|DALB	LOC120422648|XP_039442087.1|CPIP
OG0004914	LOC117569583|XP_034106702.1|DALB	LOC120422631|XP_039442063.1|CPIP
OG0004915	LOC117567635|XP_034103625.1|DALB	LOC120422646|XP_039442083.1|CPIP
OG0004916	LOC117569795|XP_034106996.1|DALB	LOC120422641|XP_039442075.1|CPIP
OG0004917	LOC117567194|XP_034102914.1|DALB	LOC120422643|XP_039442079.1|CPIP
OG0004918	LOC117567188|XP_034102904.1|DALB	LOC120422640|XP_039442072.1|CPIP
OG0004920	LOC117572379|XP_034111039.1|DALB	LOC120431636|XP_039452679.1|CPIP
OG0004921	LOC117567288|XP_034103049.1|DALB	LOC120431634|XP_039452676.1|CPIP
OG0004922	LOC117572513|XP_034111258.1|DALB	LOC120418866|XP_039437334.1|CPIP
OG0004923	LOC117568091|XP_034104362.1|DALB	LOC120424806|XP_039444954.1|CPIP
OG0004924	LOC117571908|XP_034110276.1|DALB	LOC120427564|XP_039448372.1|CPIP
OG0004925	LOC117570781|XP_034108513.1|DALB	LOC120412891|XP_039429455.1|CPIP, LOC120431903|XP_039452968.1|CPIP
OG0004926	LOC117568662|XP_034105355.1|DALB	LOC120412884|XP_039429446.1|CPIP
OG0004927	LOC117567321|XP_034103111.1|DALB	LOC120412863|XP_039429418.1|CPIP
OG0004928	LOC117567331|XP_034103143.1|DALB	LOC120429044|XP_039450117.1|CPIP, LOC120422915|XP_039442419.1|CPIP
