Orthogroup	DALB.longest_only	DMIR.longest_only
OG0005904	LOC117573646|XP_034112854.1|DALB	LOC108154676|XP_017140507.1|DMIR
OG0005905	LOC117568014|XP_034104230.1|DALB	LOC108152507|XP_017137384.1|DMIR
OG0005906	LOC117567575|XP_034103542.1|DALB	LOC108152493|XP_017137358.1|DMIR
OG0005907	LOC117570191|XP_034107567.1|DALB	LOC108152528|XP_017137417.1|DMIR
OG0005908	LOC117571821|XP_034110083.1|DALB	LOC108152600|XP_017137545.1|DMIR
OG0005909	LOC117570578|XP_034108211.1|DALB	LOC108153351|XP_017138806.1|DMIR
OG0005910	LOC117570169|XP_034107536.1|DALB	LOC117190673|XP_033251630.1|DMIR, LOC108158816|XP_017146994.1|DMIR
OG0005911	LOC117570171|XP_034107538.1|DALB	LOC117190675|XP_033251634.1|DMIR, LOC108160689|XP_017150330.1|DMIR
OG0005912	LOC117570172|XP_034107539.1|DALB	LOC108159447|XP_017148226.1|DMIR
OG0005913	LOC117573467|XP_034112583.1|DALB	LOC108155880|XP_017142497.1|DMIR
OG0005914	LOC117566714|XP_034102150.1|DALB	LOC108160318|XP_017149731.1|DMIR
OG0005915	LOC117572430|XP_034111146.1|DALB	LOC108160319|XP_017149734.1|DMIR, LOC117192673|XP_033253286.1|DMIR
OG0005916	LOC117566699|XP_034102136.1|DALB	LOC108159324|XP_017148005.1|DMIR
OG0005917	LOC117571064|XP_034108923.1|DALB	LOC117193748|XP_033254369.1|DMIR, LOC108159785|XP_017148838.1|DMIR
OG0005918	LOC117563451|XP_034098084.1|DALB	LOC108155958|XP_017142616.1|DMIR
OG0005919	LOC117566760|XP_034102194.1|DALB	LOC108158803|XP_017146978.1|DMIR
OG0005920	LOC117568073|XP_034104325.1|DALB	LOC108159672|XP_017148643.2|DMIR, LOC117193189|XP_033253827.1|DMIR
OG0005921	LOC117568992|XP_034105855.1|DALB	LOC108151056|XP_017134920.1|DMIR
OG0005922	LOC117577583|XP_034118317.1|DALB	LOC108154490|XP_017140283.1|DMIR
OG0005923	LOC117570565|XP_034108186.1|DALB	LOC108151022|XP_017134871.1|DMIR
OG0005924	LOC117568583|XP_034105207.1|DALB	LOC108151026|XP_017134875.1|DMIR
OG0005925	LOC117570541|XP_034108146.1|DALB	LOC108151614|XP_017135800.1|DMIR
OG0005926	LOC117572984|XP_034111821.1|DALB	LOC108164804|XP_017156215.1|DMIR
OG0005927	LOC117576250|XP_034116766.1|DALB	LOC108156586|XP_017143612.1|DMIR
OG0005928	LOC117574463|XP_034114194.1|DALB	LOC108152521|XP_017137410.1|DMIR
OG0005929	LOC117570187|XP_034107561.1|DALB	LOC108153372|XP_017138831.1|DMIR
OG0005930	LOC117566701|XP_034102138.1|DALB	LOC108159851|XP_017148932.1|DMIR
OG0005931	LOC117570639|XP_034108300.1|DALB	LOC108160519|XP_017150063.1|DMIR, LOC117193672|XP_033254299.1|DMIR
OG0005932	LOC117568402|XP_034104925.1|DALB	LOC108158771|XP_017146887.2|DMIR
OG0005933	LOC117568802|XP_034105553.1|DALB	LOC117192820|XP_033253476.1|DMIR, LOC108159049|XP_017147470.1|DMIR
OG0005934	LOC117566909|XP_034102419.1|DALB	LOC108159397|XP_017148121.1|DMIR
OG0005935	LOC117570708|XP_034108405.1|DALB	LOC108152623|XP_017137582.1|DMIR
OG0005936	LOC117563261|XP_034097375.1|DALB	LOC108162991|XP_017153492.1|DMIR
OG0005937	LOC117569786|XP_034106977.1|DALB	LOC108152457|XP_017137310.1|DMIR
OG0005938	LOC117569541|XP_034106635.1|DALB	LOC108160743|XP_033246833.1|DMIR
OG0005939	LOC117577652|XP_034118430.1|DALB	LOC108164534|XP_017155822.1|DMIR
OG0005940	LOC117568077|XP_034104338.1|DALB	LOC117187939|XP_033246825.1|DMIR, LOC108159760|XP_017148806.2|DMIR
OG0005941	LOC117567627|XP_034103610.1|DALB	LOC108160729|XP_017150402.1|DMIR, LOC117185716|XP_033251440.1|DMIR
OG0005942	LOC117567420|XP_034103304.1|DALB	LOC117193208|XP_033253856.1|DMIR, LOC108160545|XP_017150098.1|DMIR
OG0005943	LOC117568567|XP_034105186.1|DALB	LOC117192677|XP_033253292.1|DMIR, LOC108159204|XP_017147762.1|DMIR
OG0005944	LOC117572766|XP_034111745.1|DALB	LOC108159652|XP_017148609.1|DMIR
OG0005945	LOC117567407|XP_034103264.1|DALB	LOC117193896|XP_033254469.1|DMIR, LOC108159480|XP_017148298.1|DMIR
OG0005946	LOC117568557|XP_034105173.1|DALB	LOC108160908|XP_017150670.1|DMIR
OG0005947	LOC117568951|XP_034105781.1|DALB	LOC117193412|XP_033254053.1|DMIR, LOC108160530|XP_017150079.1|DMIR
OG0005948	LOC117568125|XP_034104420.1|DALB	LOC108153460|XP_017138979.1|DMIR
OG0005949	LOC117569661|XP_034106798.1|DALB	LOC108153566|XP_017139131.1|DMIR
OG0005950	LOC117566186|XP_034101583.1|DALB	LOC108161628|XP_017151417.1|DMIR
OG0005951	LOC117568127|XP_034104422.1|DALB	LOC108151997|XP_017136455.1|DMIR
OG0005952	LOC117566185|XP_034101581.1|DALB	LOC108161627|XP_017151415.1|DMIR
OG0005953	LOC117564742|XP_034099523.1|DALB	LOC108162671|XP_017153003.1|DMIR
OG0005954	LOC117564437|XP_034099065.1|DALB	LOC108162751|XP_017153119.2|DMIR
OG0005955	LOC117573736|XP_034113005.1|DALB	LOC108157030|XP_017144332.1|DMIR
OG0005956	LOC117567328|XP_034103128.1|DALB	LOC108159624|XP_017148569.2|DMIR, LOC117187817|XP_033246568.1|DMIR
OG0005957	LOC117576652|XP_034117483.1|DALB	LOC108156301|XP_017143174.1|DMIR
OG0005958	LOC117575829|XP_034116124.1|DALB	LOC108157272|XP_033245436.1|DMIR
OG0005959	LOC117565830|XP_034101030.1|DALB	LOC108162971|XP_017153458.1|DMIR
OG0005960	LOC117573026|XP_034111825.1|DALB	LOC108153261|XP_017138615.1|DMIR
OG0005961	LOC117570161|XP_034107520.1|DALB	LOC108159860|XP_017148948.1|DMIR
OG0005962	LOC117571119|XP_034109006.1|DALB	LOC108158402|XP_017146148.1|DMIR
OG0005963	LOC117565218|XP_034100118.1|DALB	LOC108163462|XP_017154247.2|DMIR
OG0005964	LOC117570584|XP_034108218.1|DALB	LOC108160013|XP_017149234.1|DMIR
OG0005965	LOC117571786|XP_034110036.1|DALB	LOC117192959|XP_033253572.1|DMIR, LOC108158799|XP_017146975.1|DMIR
OG0005966	LOC117567639|XP_034103635.1|DALB	LOC108158924|XP_017147216.1|DMIR, LOC117189820|XP_033250769.1|DMIR
OG0005967	LOC117572747|XP_034111715.1|DALB	LOC108160687|XP_017150329.2|DMIR, LOC108160679|XP_033248381.1|DMIR
OG0005968	LOC117570219|XP_034107608.1|DALB	LOC108160351|XP_017149802.1|DMIR, LOC117193154|XP_033253775.1|DMIR
OG0005969	LOC117567697|XP_034103718.1|DALB	LOC117188315|XP_033247855.1|DMIR
OG0005970	LOC117566369|XP_034101758.1|DALB	LOC108153224|XP_017138543.1|DMIR
OG0005971	LOC117572085|XP_034110572.1|DALB	LOC108159007|XP_017147370.1|DMIR
OG0005972	LOC117572632|XP_034111484.1|DALB	LOC108152438|XP_017137259.1|DMIR
OG0005973	LOC117571801|XP_034110059.1|DALB	LOC108152953|XP_017138141.1|DMIR
OG0005974	LOC117571274|XP_034109228.1|DALB	LOC108151626|XP_017135814.1|DMIR
OG0005975	LOC117572634|XP_034111487.1|DALB	LOC108152653|XP_017137636.1|DMIR
OG0005976	LOC117575311|XP_034115356.1|DALB, LOC117575310|XP_034115355.1|DALB	LOC108155561|XP_017141943.1|DMIR
OG0005977	LOC117568333|XP_034104808.1|DALB	LOC108158623|XP_017146588.1|DMIR
OG0005978	LOC117569980|XP_034107249.1|DALB	LOC108160356|XP_017149812.1|DMIR
OG0005979	LOC117571733|XP_034109943.1|DALB	LOC108159853|XP_017148934.1|DMIR
OG0005980	LOC117567912|XP_034104081.1|DALB	LOC108159635|XP_017148585.1|DMIR
OG0005981	LOC117563229|XP_034097325.1|DALB	LOC108156598|XP_033241974.1|DMIR
OG0005982	LOC117572122|XP_034110640.1|DALB	LOC108160040|XP_017149272.1|DMIR, LOC117190639|XP_033251577.1|DMIR
OG0005983	LOC117578325|XP_034119678.1|DALB	LOC108161860|XP_017151767.1|DMIR
OG0005984	LOC117564890|XP_034099732.1|DALB	LOC108162025|XP_033243406.1|DMIR
OG0005985	LOC117569155|XP_034106109.1|DALB	LOC108155248|XP_017141434.1|DMIR
OG0005986	LOC117574939|XP_034114883.1|DALB	LOC108164568|XP_017155875.1|DMIR
OG0005987	LOC117578268|XP_034119580.1|DALB	LOC108160089|XP_033242991.1|DMIR
OG0005988	LOC117567213|XP_034102933.1|DALB	LOC108160830|XP_017150552.1|DMIR
OG0005989	LOC117566354|XP_034101732.1|DALB	LOC108160244|XP_017149592.1|DMIR
OG0005990	LOC117568252|XP_034104623.1|DALB	LOC108159735|XP_017148759.1|DMIR
OG0005991	LOC117568800|XP_034105551.1|DALB	LOC108158954|XP_017147270.1|DMIR, LOC117194197|XP_033254743.1|DMIR
OG0005992	LOC117570974|XP_034108809.1|DALB	LOC108151422|XP_017135502.1|DMIR
OG0005993	LOC117570975|XP_034108810.1|DALB	LOC108151423|XP_033243876.1|DMIR
OG0005994	LOC117571022|XP_034108872.1|DALB	LOC108151377|XP_017135427.1|DMIR
OG0005995	LOC117569017|XP_034105896.1|DALB	LOC108153559|XP_017139121.1|DMIR
OG0005996	LOC117569924|XP_034107166.1|DALB	LOC108152353|XP_017137114.1|DMIR
OG0005997	LOC117568947|XP_034105778.1|DALB	LOC117192568|XP_033253172.1|DMIR, LOC108160078|XP_017149334.1|DMIR
OG0005998	LOC117568244|XP_034104613.1|DALB	LOC108153765|XP_017139393.1|DMIR
OG0005999	LOC117575048|XP_034115022.1|DALB	LOC108153369|XP_033242874.1|DMIR
OG0006000	LOC117566345|XP_034101718.1|DALB	LOC117194024|XP_033254542.1|DMIR, LOC108158780|XP_017146943.1|DMIR
OG0006001	LOC117569055|XP_034105957.1|DALB	LOC108150892|XP_033243424.1|DMIR
OG0006002	LOC117568315|XP_034104762.1|DALB	LOC117190958|XP_033251842.1|DMIR, LOC108160581|XP_017150164.1|DMIR
OG0006003	LOC117569536|XP_034106630.1|DALB	LOC108152673|XP_017137658.1|DMIR
OG0006004	LOC117575553|XP_034115705.1|DALB	LOC108154111|XP_017139725.1|DMIR
OG0006005	LOC117566929|XP_034102442.1|DALB	LOC117193628|XP_033254262.1|DMIR, LOC108158919|XP_017147207.1|DMIR
OG0006006	LOC117570857|XP_034108628.1|DALB	LOC117193818|XP_033254420.1|DMIR, LOC117192841|XP_033253489.1|DMIR, LOC108159696|XP_017148697.1|DMIR
OG0006007	LOC117569200|XP_034106159.1|DALB	LOC108159267|XP_017147914.1|DMIR
OG0006008	LOC117578390|XP_034119723.1|DALB	LOC108163049|XP_017153608.1|DMIR
OG0006009	LOC117568129|XP_034104424.1|DALB	LOC108152048|XP_017136539.1|DMIR
OG0006010	LOC117571456|XP_034109496.1|DALB	LOC108152107|XP_033242256.1|DMIR
OG0006011	LOC117569751|XP_034106933.1|DALB	LOC108151530|XP_017135671.1|DMIR, LOC117192615|XP_033253229.1|DMIR
OG0006012	LOC117570549|XP_034108162.1|DALB	LOC108151992|XP_017136447.1|DMIR
OG0006013	LOC117570526|XP_034108120.1|DALB	LOC117192334|XP_033252873.1|DMIR, LOC108159517|XP_033246346.1|DMIR
OG0006014	LOC117567733|XP_034103790.1|DALB	LOC108152113|XP_017136678.1|DMIR
OG0006015	LOC117569398|XP_034106425.1|DALB	LOC117190908|XP_033251810.1|DMIR, LOC108158169|XP_017145879.1|DMIR
OG0006016	LOC117568795|XP_034105546.1|DALB	LOC108159585|XP_017148522.1|DMIR, LOC117194195|XP_033254739.1|DMIR
OG0006017	LOC117569806|XP_034107011.1|DALB	LOC117191579|XP_033252297.1|DMIR, LOC108160376|XP_017149843.1|DMIR
OG0006018	LOC117566490|XP_034101914.1|DALB	LOC108160134|XP_017149417.1|DMIR
OG0006019	LOC117571335|XP_034109319.1|DALB	LOC117188136|XP_033247385.1|DMIR, LOC108160380|XP_017149847.1|DMIR
OG0006020	LOC117570489|XP_034108071.1|DALB	LOC108151788|XP_017136126.1|DMIR
OG0006021	LOC117567381|XP_034103217.1|DALB	LOC108151379|XP_033243797.1|DMIR
OG0006022	LOC117565149|XP_034100019.1|DALB	LOC108162579|XP_017152881.1|DMIR
OG0006023	LOC117576361|XP_034116942.1|DALB	LOC108156350|XP_017143240.1|DMIR
OG0006024	LOC117578157|XP_034119271.1|DALB	LOC108163473|XP_017154268.1|DMIR
OG0006025	LOC117567039|XP_034102638.1|DALB	LOC117189718|XP_033250696.1|DMIR, LOC108159799|XP_033246498.1|DMIR
OG0006027	LOC117567889|XP_034104051.1|DALB	LOC117190081|XP_033251054.1|DMIR, LOC108159684|XP_017148668.1|DMIR
OG0006028	LOC117570084|XP_034107416.1|DALB	LOC108160381|XP_017149848.1|DMIR
OG0006029	LOC117568801|XP_034105552.1|DALB	LOC108158955|XP_017147271.1|DMIR, LOC117194198|XP_033254744.1|DMIR
OG0006030	LOC117575551|XP_034115703.1|DALB	LOC108157207|XP_017144644.1|DMIR
OG0006031	LOC117569634|XP_034106764.1|DALB	LOC117190119|XP_033251097.1|DMIR, LOC108160548|XP_017150104.1|DMIR
OG0006032	LOC117568337|XP_034105221.1|DALB	LOC108160568|XP_017150144.1|DMIR
OG0006033	LOC117569829|XP_034107045.1|DALB	LOC108159103|XP_017147562.1|DMIR
OG0006035	LOC117575884|XP_034116214.1|DALB	LOC108155191|XP_017141351.1|DMIR
OG0006036	LOC117563536|XP_034097806.1|DALB	LOC108161788|XP_017151626.1|DMIR
OG0006037	LOC117567796|XP_034103911.1|DALB	LOC108160655|XP_017150280.1|DMIR
OG0006038	LOC117575349|XP_034115405.1|DALB	LOC108155140|XP_017141282.1|DMIR
OG0006039	LOC117570203|XP_034107582.1|DALB	LOC108159975|XP_017149151.2|DMIR, LOC117188036|XP_033247077.1|DMIR
OG0006040	LOC117569993|XP_034107264.1|DALB	LOC108160523|XP_017150068.1|DMIR, LOC117189969|XP_033250942.1|DMIR
OG0006041	LOC117577629|XP_034118386.1|DALB	LOC108162772|XP_017153160.1|DMIR
OG0006042	LOC117567296|XP_034103064.1|DALB	LOC108158938|XP_017147237.1|DMIR, LOC117185712|XP_033253397.1|DMIR
OG0006043	LOC117566362|XP_034101746.1|DALB	LOC108153363|XP_017138819.2|DMIR
OG0006044	LOC117578261|XP_034119573.1|DALB	LOC108152791|XP_017137862.1|DMIR
OG0006045	LOC117567607|XP_034103586.1|DALB	LOC108160484|XP_017149995.1|DMIR
OG0006046	LOC117568159|XP_034104469.1|DALB	LOC108159879|XP_017148980.1|DMIR
OG0006047	LOC117568369|XP_034104859.1|DALB	LOC108152298|XP_017137009.1|DMIR
OG0006048	LOC117567261|XP_034103002.1|DALB	LOC108152754|XP_017137803.1|DMIR
OG0006049	LOC117577618|XP_034118362.1|DALB	LOC108157247|XP_017144714.1|DMIR
OG0006050	LOC117576534|XP_034117249.1|DALB	LOC108156379|XP_017143281.1|DMIR
OG0006051	LOC117577750|XP_034118593.1|DALB	LOC108163332|XP_017154062.1|DMIR
OG0006052	LOC117568496|XP_034105077.1|DALB	LOC108159744|XP_017148771.1|DMIR, LOC117192519|XP_033253104.1|DMIR
OG0006053	LOC117572353|XP_034111005.1|DALB	LOC108151502|XP_017135633.1|DMIR
OG0006054	LOC117573164|XP_034112016.1|DALB	LOC108164429|XP_033250299.1|DMIR
OG0006055	LOC117576009|XP_034116407.1|DALB, LOC117576008|XP_034116406.1|DALB	LOC108154826|XP_017140716.1|DMIR
OG0006056	LOC117568101|XP_034104374.1|DALB	LOC108158940|XP_017147249.1|DMIR
OG0006057	LOC117568743|XP_034105455.1|DALB	LOC108151201|XP_017135164.1|DMIR
OG0006058	LOC117576716|XP_034117626.1|DALB	LOC108156970|XP_017144247.1|DMIR
OG0006059	LOC117567028|XP_034102620.1|DALB	LOC108152295|XP_017137006.1|DMIR
OG0006060	LOC117567034|XP_034102629.1|DALB	LOC108152296|XP_017137007.1|DMIR
OG0006061	LOC117564022|XP_034098517.1|DALB	LOC108157279|XP_017144769.1|DMIR
OG0006062	LOC117575015|XP_034114983.1|DALB	LOC108154224|XP_017139940.1|DMIR
OG0006063	LOC117565353|XP_034100302.1|DALB	LOC108162602|XP_017152910.1|DMIR
OG0006064	LOC117572423|XP_034111118.1|DALB	LOC117193156|XP_033253779.1|DMIR, LOC108158573|XP_017146498.1|DMIR
OG0006065	LOC117572057|XP_034110524.1|DALB	LOC108165526|XP_017157086.1|DMIR
OG0006066	LOC117570246|XP_034107642.1|DALB	LOC108160556|XP_017150117.1|DMIR
OG0006067	LOC117568791|XP_034105523.1|DALB	LOC117192669|XP_033253281.1|DMIR, LOC108159724|XP_017148735.1|DMIR
OG0006068	LOC117578288|XP_034119618.1|DALB	LOC108153492|XP_017139026.1|DMIR
OG0006069	LOC117570951|XP_034108776.1|DALB	LOC108165339|XP_017156862.1|DMIR
OG0006070	LOC117573732|XP_034112994.1|DALB	LOC108153365|XP_017138821.1|DMIR
OG0006071	LOC117574831|XP_034114703.1|DALB	LOC108157461|XP_017145023.1|DMIR
OG0006072	LOC117572060|XP_034110529.1|DALB	LOC108165534|XP_017157097.1|DMIR
OG0006073	LOC117572506|XP_034111251.1|DALB	LOC108151835|XP_017136200.1|DMIR
OG0006074	LOC117578052|XP_034119067.1|DALB	LOC108156876|XP_017144097.1|DMIR
OG0006075	LOC117576722|XP_034117636.1|DALB	LOC108155978|XP_017142659.1|DMIR
OG0006076	LOC117570613|XP_034108264.1|DALB	LOC108159249|XP_017147860.1|DMIR
OG0006077	LOC117570070|XP_034107399.1|DALB	LOC108152410|XP_017137209.1|DMIR
OG0006078	LOC117570087|XP_034107423.1|DALB	LOC108152411|XP_017137213.1|DMIR
OG0006079	LOC117571796|XP_034110051.1|DALB	LOC108151902|XP_017136300.1|DMIR
OG0006080	LOC117571762|XP_034110011.1|DALB, LOC117571763|XP_034110012.1|DALB	LOC108152700|XP_017137710.1|DMIR
OG0006081	LOC117570150|XP_034107506.1|DALB	LOC108158806|XP_017146982.2|DMIR, LOC117188311|XP_033247844.1|DMIR
OG0006082	LOC117570155|XP_034107513.1|DALB	LOC108158815|XP_017146993.1|DMIR, LOC117194014|XP_033254537.1|DMIR
OG0006083	LOC117568276|XP_034104658.1|DALB	LOC108151416|XP_017135493.1|DMIR
OG0006084	LOC117568322|XP_034104791.1|DALB	LOC108152819|XP_017137899.1|DMIR
OG0006085	LOC117567353|XP_034103177.1|DALB	LOC108155505|XP_017141834.1|DMIR
OG0006086	LOC117567349|XP_034103169.1|DALB	LOC108153476|XP_017138999.1|DMIR
OG0006087	LOC117568162|XP_034104479.1|DALB	LOC108159257|XP_017147882.1|DMIR
OG0006088	LOC117567788|XP_034103902.1|DALB	LOC108151260|XP_017135267.1|DMIR
OG0006089	LOC117565970|XP_034101261.1|DALB	LOC108151097|XP_017134980.1|DMIR
OG0006090	LOC117572316|XP_034110938.1|DALB	LOC108151273|XP_017135288.1|DMIR
OG0006091	LOC117567187|XP_034102903.1|DALB	LOC108151853|XP_017136227.2|DMIR
OG0006092	LOC117578070|XP_034119102.1|DALB	LOC108162375|XP_017152582.1|DMIR
OG0006093	LOC117571783|XP_034110031.1|DALB	LOC117191495|XP_033252238.1|DMIR, LOC108159563|XP_017148490.1|DMIR
OG0006094	LOC117568891|XP_034105682.1|DALB	LOC108151400|XP_017135476.1|DMIR
OG0006095	LOC117569891|XP_034107124.1|DALB	LOC117193379|XP_033253995.1|DMIR, LOC108159086|XP_017147531.1|DMIR
OG0006096	LOC117572450|XP_034111173.1|DALB	LOC108158541|XP_017146439.1|DMIR
OG0006097	LOC117572537|XP_034111297.1|DALB	LOC108152598|XP_033243136.1|DMIR
OG0006098	LOC117564387|XP_034098998.1|DALB	LOC108162691|XP_017153030.1|DMIR
OG0006099	LOC117571260|XP_034109212.1|DALB	LOC108158314|XP_033247071.1|DMIR, LOC117192249|XP_033252804.1|DMIR
OG0006100	LOC117568053|XP_034104291.1|DALB	LOC108160634|XP_017150252.1|DMIR, LOC117191188|XP_033252020.1|DMIR
OG0006101	LOC117563921|XP_034098381.1|DALB	LOC108163188|XP_033249062.1|DMIR
OG0006102	LOC117568957|XP_034105807.1|DALB	LOC117194026|XP_033254544.1|DMIR, LOC108160447|XP_017149947.2|DMIR
OG0006103	LOC117570550|XP_034108167.1|DALB	LOC108164783|XP_017156222.1|DMIR
OG0006104	LOC117577220|XP_034118107.1|DALB	LOC108164668|XP_017156010.1|DMIR
OG0006105	LOC117577567|XP_034118296.1|DALB	LOC108164619|XP_017155946.1|DMIR
OG0006106	LOC117570022|XP_034107330.1|DALB	LOC108153456|XP_017138965.1|DMIR
OG0006107	LOC117572243|XP_034110818.1|DALB	LOC108159593|XP_017148533.1|DMIR
OG0006108	LOC117569593|XP_034106719.1|DALB	LOC108153238|XP_017138565.1|DMIR
OG0006109	LOC117569989|XP_034107260.1|DALB	LOC108153007|XP_017138243.1|DMIR
OG0006110	LOC117568488|XP_034105066.1|DALB	LOC108152645|XP_017137625.1|DMIR
OG0006111	LOC117572518|XP_034111265.1|DALB	LOC117192600|XP_033253204.1|DMIR, LOC108159331|XP_017148016.1|DMIR
OG0006112	LOC117572738|XP_034111705.1|DALB	LOC117190762|XP_033251715.1|DMIR, LOC108159507|XP_017148354.1|DMIR
OG0006113	LOC117569562|XP_034106671.1|DALB	LOC108153325|XP_017138731.1|DMIR
OG0006114	LOC117574064|XP_034113578.1|DALB	LOC108154732|XP_017140587.1|DMIR
OG0006115	LOC117569921|XP_034107164.1|DALB	LOC108159313|XP_017147976.1|DMIR
OG0006116	LOC117569775|XP_034106964.1|DALB	LOC117189609|XP_033250622.1|DMIR, LOC108160333|XP_017149753.1|DMIR
OG0006117	LOC117570162|XP_034107521.1|DALB	LOC108159861|XP_017148949.1|DMIR
OG0006118	LOC117572084|XP_034110569.1|DALB	LOC117187696|XP_033246296.1|DMIR
OG0006119	LOC117566990|XP_034102549.1|DALB	LOC117188141|XP_033247422.1|DMIR, LOC108160770|XP_017150460.2|DMIR
OG0006120	LOC117567547|XP_034103496.1|DALB	LOC108159609|XP_017148552.1|DMIR, LOC117193560|XP_033254198.1|DMIR
OG0006121	LOC117570773|XP_034108500.1|DALB	LOC108152529|XP_017137423.1|DMIR
OG0006122	LOC117570997|XP_034108837.1|DALB	LOC108164426|XP_017155595.1|DMIR
OG0006123	LOC117567764|XP_034103848.1|DALB	LOC108160809|XP_033247561.1|DMIR
OG0006124	LOC117576176|XP_034116651.1|DALB	LOC108156723|XP_017143863.1|DMIR
OG0006125	LOC117568551|XP_034105162.1|DALB	LOC108152579|XP_017137505.1|DMIR
OG0006126	LOC117567306|XP_034103082.1|DALB	LOC108152063|XP_017136566.1|DMIR
OG0006127	LOC117569016|XP_034105895.1|DALB	LOC108152432|XP_033242708.1|DMIR
OG0006128	LOC117572808|XP_034111805.1|DALB	LOC108153138|XP_017138423.1|DMIR
OG0006129	LOC117569942|XP_034107193.1|DALB	LOC108152496|XP_017137360.1|DMIR
OG0006130	LOC117572540|XP_034111300.1|DALB	LOC108150874|XP_017134670.1|DMIR
OG0006131	LOC117572643|XP_034111512.1|DALB	LOC108151033|XP_017134882.1|DMIR
OG0006132	LOC117571218|XP_034109157.1|DALB	LOC108151037|XP_017134893.1|DMIR
OG0006133	LOC117572542|XP_034111302.1|DALB	LOC108150875|XP_017134671.1|DMIR
OG0006134	LOC117568245|XP_034104614.1|DALB	LOC108151692|XP_033242155.1|DMIR
OG0006135	LOC117572536|XP_034111293.1|DALB	LOC108150870|XP_017134662.1|DMIR
OG0006136	LOC117567683|XP_034103698.1|DALB	LOC108152580|XP_017137510.1|DMIR
OG0006137	LOC117569938|XP_034107187.1|DALB	LOC108165506|XP_017157052.1|DMIR
OG0006138	LOC117568726|XP_034105435.1|DALB	LOC117191114|XP_033251967.1|DMIR, LOC108160586|XP_017150169.1|DMIR
OG0006139	LOC117568919|XP_034105720.1|DALB	LOC108159048|XP_017147466.1|DMIR
OG0006140	LOC117570882|XP_034108666.1|DALB	LOC117193763|XP_033254385.1|DMIR, LOC108159077|XP_017147518.1|DMIR
OG0006141	LOC117568686|XP_034105387.1|DALB	LOC108160660|XP_033247548.1|DMIR
OG0006142	LOC117569552|XP_034106650.1|DALB	LOC108150925|XP_017134745.1|DMIR
OG0006143	LOC117568029|XP_034104260.1|DALB	LOC108152571|XP_017137498.1|DMIR
OG0006144	LOC117567976|XP_034104185.1|DALB	LOC108153222|XP_017138539.1|DMIR
OG0006145	LOC117572382|XP_034111046.1|DALB	LOC108152139|XP_017136726.1|DMIR
OG0006146	LOC117564061|XP_034098575.1|DALB	LOC108162196|XP_017152291.1|DMIR
OG0006147	LOC117575083|XP_034115071.1|DALB	LOC108157089|XP_017144442.1|DMIR
OG0006148	LOC117569721|XP_034106878.1|DALB	LOC108151579|XP_017135745.1|DMIR
OG0006149	LOC117569414|XP_034106443.1|DALB	LOC108152944|XP_017138128.1|DMIR
OG0006150	LOC117569412|XP_034106441.1|DALB	LOC108152941|XP_017138125.1|DMIR
OG0006151	LOC117566244|XP_034101686.1|DALB	LOC108162591|XP_017152897.1|DMIR
OG0006152	LOC117575487|XP_034115612.1|DALB	LOC108157142|XP_017144534.1|DMIR
OG0006153	LOC117567845|XP_034103987.1|DALB	LOC108159189|XP_017147732.2|DMIR, LOC117185753|XP_033246294.1|DMIR
OG0006154	LOC117574626|XP_034114407.1|DALB	LOC108157484|XP_017145063.1|DMIR
OG0006155	LOC117573687|XP_034112932.1|DALB	LOC108155779|XP_017142327.1|DMIR
OG0006156	LOC117573512|XP_034112631.1|DALB	LOC108156190|XP_017143010.1|DMIR
OG0006157	LOC117567908|XP_034104078.1|DALB	LOC108159122|XP_017147594.1|DMIR, LOC117190745|XP_033251695.1|DMIR
OG0006158	LOC117567085|XP_034102731.1|DALB	LOC108152895|XP_017138029.1|DMIR
OG0006159	LOC117571145|XP_034109038.1|DALB	LOC117188154|XP_033247455.1|DMIR, LOC108160468|XP_017149974.2|DMIR
OG0006160	LOC117567906|XP_034104074.1|DALB	LOC117190743|XP_033251693.1|DMIR, LOC108159120|XP_017147592.1|DMIR
OG0006161	LOC117568858|XP_034105630.1|DALB	LOC117193815|XP_033254417.1|DMIR, LOC117193500|XP_033254141.1|DMIR, LOC108159273|XP_017147921.1|DMIR
OG0006162	LOC117573179|XP_034112040.1|DALB	LOC108164414|XP_017155578.1|DMIR
OG0006163	LOC117566580|XP_034102013.1|DALB	LOC108158441|XP_017146213.2|DMIR
OG0006165	LOC117570678|XP_034108368.1|DALB	LOC108153631|XP_017139224.1|DMIR
OG0006166	LOC117565927|XP_034101192.1|DALB	LOC117186737|XP_033243793.1|DMIR, LOC108151174|XP_017135094.1|DMIR, LOC108164044|XP_017155111.1|DMIR
OG0006167	LOC117569249|XP_034106214.1|DALB	LOC108160232|XP_017149575.1|DMIR
OG0006168	LOC117577141|XP_034118100.1|DALB	LOC108150832|XP_017134631.1|DMIR
OG0006168	LOC117577157|XP_034118101.1|DALB	LOC108151791|XP_017136132.2|DMIR
OG0006169	LOC117567535|XP_034103475.1|DALB	LOC108151099|XP_017134982.1|DMIR, LOC117187726|XP_033246398.1|DMIR
