Orthogroup	DALB.longest_only	HILL.longest_only
OG0003318	LOC117576616|XP_034117420.1|DALB	LOC119650882|XP_037909976.1|HILL
OG0003319	LOC117576844|XP_034117822.1|DALB	LOC119659131|XP_037922984.1|HILL
OG0003320	LOC117573890|XP_034113279.1|DALB	LOC119658598|XP_037921994.1|HILL
OG0003321	LOC117573763|XP_034113046.1|DALB	LOC119658597|XP_037921992.1|HILL
OG0003322	LOC117573765|XP_034113048.1|DALB	LOC119658599|XP_037921996.1|HILL
OG0003323	LOC117565583|XP_034100674.1|DALB	LOC119658279|XP_037921499.1|HILL
OG0003324	LOC117577094|XP_034118085.1|DALB	LOC119658349|XP_037921632.1|HILL
OG0003325	LOC117574955|XP_034114903.1|DALB	LOC119650738|XP_037909730.1|HILL
OG0003326	LOC117577668|XP_034118447.1|DALB	LOC119657900|XP_037920983.1|HILL
OG0003327	LOC117573187|XP_034112063.1|DALB	LOC119660994|XP_037926010.1|HILL
OG0003328	LOC117566333|XP_034101703.1|DALB	LOC119657964|XP_037921096.1|HILL
OG0003330	LOC117571492|XP_034109551.1|DALB	LOC119656124|XP_037918723.1|HILL, LOC119654373|XP_037916052.1|HILL
OG0003331	LOC117577539|XP_034118258.1|DALB	LOC119656585|XP_037918910.1|HILL
OG0003332	LOC117563442|XP_034097674.1|DALB	LOC119656522|XP_037918798.1|HILL
OG0003333	LOC117574712|XP_034114522.1|DALB	LOC119651209|XP_037910586.1|HILL
OG0003334	LOC117573522|XP_034112648.1|DALB	LOC119650853|XP_037909931.1|HILL
OG0003335	LOC117575718|XP_034115947.1|DALB	LOC119650665|XP_037909541.1|HILL
OG0003336	LOC117575535|XP_034115675.1|DALB	LOC119652670|XP_037912864.1|HILL
OG0003337	LOC117576478|XP_034117139.1|DALB	LOC119651152|XP_037910486.1|HILL
OG0003338	LOC117575839|XP_034116137.1|DALB	LOC119651610|XP_037911191.1|HILL
OG0003339	LOC117575141|XP_034115138.1|DALB	LOC119652864|XP_037913148.1|HILL
OG0003340	LOC117576149|XP_034116608.1|DALB	LOC119651949|XP_037911731.1|HILL
OG0003341	LOC117574598|XP_034114380.1|DALB	LOC119657366|XP_037920177.1|HILL
OG0003342	LOC117577258|XP_034118156.1|DALB	LOC119657481|XP_037920330.1|HILL
OG0003343	LOC117578209|XP_034119437.1|DALB	LOC119656644|XP_037919020.1|HILL
OG0003344	LOC117563909|XP_034098362.1|DALB	LOC119647687|XP_037904698.1|HILL
OG0003345	LOC117568971|XP_034105824.1|DALB	LOC119658506|XP_037921897.1|HILL
OG0003346	LOC117574717|XP_034114531.1|DALB	LOC119651302|XP_037910756.1|HILL
OG0003347	LOC117576276|XP_034116812.1|DALB	LOC119652773|XP_037913009.1|HILL
OG0003348	LOC117574025|XP_034113507.1|DALB	LOC119652248|XP_037912156.1|HILL
OG0003349	LOC117573344|XP_034112361.1|DALB	LOC119657200|XP_037919934.1|HILL
OG0003350	LOC117574979|XP_034114936.1|DALB	LOC119656548|XP_037918839.1|HILL
OG0003351	LOC117568952|XP_034105785.1|DALB	LOC119657669|XP_037920621.1|HILL
OG0003352	LOC117574617|XP_034114396.1|DALB	LOC119657207|XP_037919943.1|HILL
OG0003353	LOC117576501|XP_034117172.1|DALB	LOC119658317|XP_037921570.1|HILL
OG0003354	LOC117576754|XP_034117679.1|DALB	LOC119649100|XP_037907032.1|HILL
OG0003355	LOC117572272|XP_034110870.1|DALB	LOC119657579|XP_037920475.1|HILL
OG0003356	LOC117563431|XP_034097656.1|DALB, LOC117577643|XP_034118408.1|DALB, LOC117577275|XP_034118150.1|DALB	LOC119657183|XP_037919901.1|HILL
OG0003357	LOC117577704|XP_034118498.1|DALB	LOC119657184|XP_037919902.1|HILL
OG0003358	LOC117563935|XP_034098398.1|DALB	LOC119647008|XP_037903674.1|HILL
OG0003359	LOC117571903|XP_034110270.1|DALB	LOC119656568|XP_037918879.1|HILL
OG0003360	LOC117575378|XP_034115446.1|DALB	LOC119658384|XP_037921678.1|HILL
OG0003361	LOC117568955|XP_034105804.1|DALB	LOC119652255|XP_037912164.1|HILL
OG0003362	LOC117576376|XP_034116965.1|DALB	LOC119651942|XP_037911723.1|HILL
OG0003363	LOC117574086|XP_034113612.1|DALB	LOC119651358|XP_037910850.1|HILL
OG0003364	LOC117574670|XP_034114465.1|DALB	LOC119660623|XP_037925254.1|HILL
OG0003365	LOC117576048|XP_034116468.1|DALB	LOC119661043|XP_037926162.1|HILL
OG0003366	LOC117572622|XP_034111469.1|DALB	LOC119646543|XP_037902943.1|HILL, LOC119651461|XP_037910995.1|HILL
OG0003367	LOC117572487|XP_034111228.1|DALB	LOC119660346|XP_037924766.1|HILL
OG0003368	LOC117572483|XP_034111223.1|DALB	LOC119657503|XP_037920366.1|HILL
OG0003369	LOC117576255|XP_034116781.1|DALB	LOC119652625|XP_037912798.1|HILL
OG0003370	LOC117574576|XP_034114344.1|DALB	LOC119652638|XP_037912814.1|HILL
OG0003371	LOC117576366|XP_034116949.1|DALB	LOC119658511|XP_037921910.1|HILL
OG0003372	LOC117569098|XP_034106006.1|DALB	LOC119658323|XP_037921589.1|HILL
OG0003373	LOC117574791|XP_034114638.1|DALB	LOC119659873|XP_037924119.1|HILL
OG0003374	LOC117568514|XP_034105110.1|DALB	LOC119656582|XP_037918902.1|HILL
OG0003375	LOC117574744|XP_034114572.1|DALB	LOC119651770|XP_037911439.1|HILL
OG0003376	LOC117575576|XP_034115731.1|DALB	LOC119660122|XP_037924443.1|HILL
OG0003377	LOC117574673|XP_034114471.1|DALB	LOC119658944|XP_037922739.1|HILL
OG0003378	LOC117575959|XP_034116329.1|DALB	LOC119650673|XP_037909553.1|HILL
OG0003379	LOC117576932|XP_034117966.1|DALB	LOC119650672|XP_037909552.1|HILL
OG0003380	LOC117574488|XP_034114217.1|DALB	LOC119657438|XP_037920272.1|HILL, LOC119657336|XP_037920137.1|HILL
OG0003381	LOC117573375|XP_034112403.1|DALB	LOC119657936|XP_037921053.1|HILL
OG0003382	LOC117575984|XP_034116371.1|DALB	LOC119658471|XP_037921821.1|HILL
OG0003383	LOC117575025|XP_034114994.1|DALB	LOC119657626|XP_037920557.1|HILL
OG0003384	LOC117564124|XP_034098673.1|DALB	LOC119655074|XP_037916701.1|HILL
OG0003385	LOC117574163|XP_034113741.1|DALB	LOC119651337|XP_037910818.1|HILL
OG0003386	LOC117573724|XP_034112985.1|DALB	LOC119651489|XP_037911031.1|HILL
OG0003387	LOC117573412|XP_034112506.1|DALB	LOC119651018|XP_037910249.1|HILL, LOC119651017|XP_037910245.1|HILL
OG0003388	LOC117574183|XP_034113770.1|DALB	LOC119652841|XP_037913106.1|HILL
OG0003389	LOC117571725|XP_034109923.1|DALB	LOC119652216|XP_037912086.1|HILL
OG0003390	LOC117575822|XP_034116117.1|DALB	LOC119652241|XP_037912143.1|HILL
OG0003391	LOC117576025|XP_034116425.1|DALB	LOC119653221|XP_037913725.1|HILL
OG0003392	LOC117575873|XP_034116194.1|DALB	LOC119651536|XP_037911096.1|HILL
OG0003393	LOC117573811|XP_034113114.1|DALB	LOC119657035|XP_037919716.1|HILL
OG0003394	LOC117574906|XP_034114840.1|DALB	LOC119657515|XP_037920384.1|HILL
OG0003395	LOC117574964|XP_034114918.1|DALB	LOC119658247|XP_037921450.1|HILL
OG0003396	LOC117573404|XP_034112497.1|DALB	LOC119656733|XP_037919202.1|HILL
OG0003397	LOC117573569|XP_034112747.1|DALB	LOC119651005|XP_037910221.1|HILL
OG0003398	LOC117573520|XP_034112644.1|DALB	LOC119651471|XP_037911007.1|HILL
OG0003399	LOC117573933|XP_034113349.1|DALB	LOC119651472|XP_037911008.1|HILL
OG0003400	LOC117573659|XP_034112875.1|DALB	LOC119651045|XP_037910295.1|HILL
OG0003401	LOC117574355|XP_034114075.1|DALB	LOC119652386|XP_037912414.1|HILL
OG0003402	LOC117574395|XP_034114125.1|DALB	LOC119652290|XP_037912215.1|HILL
OG0003403	LOC117567781|XP_034103879.1|DALB	LOC119651554|XP_037911115.1|HILL
OG0003404	LOC117574017|XP_034113496.1|DALB	LOC119657504|XP_037920367.1|HILL
OG0003405	LOC117571887|XP_034110241.1|DALB	LOC119651967|XP_037911783.1|HILL
OG0003406	LOC117574031|XP_034113516.1|DALB	LOC119651036|XP_037910281.1|HILL
OG0003407	LOC117574032|XP_034113517.1|DALB	LOC119651037|XP_037910282.1|HILL
OG0003408	LOC117575267|XP_034115293.1|DALB	LOC119651966|XP_037911781.1|HILL
OG0003409	LOC117575688|XP_034115889.1|DALB	LOC119650597|XP_037909380.1|HILL
OG0003410	LOC117574747|XP_034114575.1|DALB	LOC119651270|XP_037910698.1|HILL
OG0003411	LOC117575964|XP_034116333.1|DALB	LOC119660553|XP_037925122.1|HILL
OG0003412	LOC117573813|XP_034113122.1|DALB	LOC119659878|XP_037924125.1|HILL
OG0003413	LOC117576438|XP_034117086.1|DALB	LOC119652962|XP_037913286.1|HILL
OG0003414	LOC117567476|XP_034103396.1|DALB	LOC119650764|XP_037909792.1|HILL
OG0003415	LOC117577576|XP_034118305.1|DALB	LOC119652479|XP_037912580.1|HILL
OG0003416	LOC117574079|XP_034113604.1|DALB	LOC119652004|XP_037911862.1|HILL
OG0003417	LOC117575168|XP_034115165.1|DALB	LOC119652831|XP_037913088.1|HILL
OG0003418	LOC117576565|XP_034117296.1|DALB	LOC119650799|XP_037909865.1|HILL
OG0003419	LOC117573748|XP_034113019.1|DALB	LOC119652533|XP_037912663.1|HILL
OG0003420	LOC117573747|XP_034113018.1|DALB	LOC119651963|XP_037911753.1|HILL
OG0003421	LOC117574494|XP_034114222.1|DALB	LOC119650601|XP_037909386.1|HILL
OG0003422	LOC117575850|XP_034116159.1|DALB	LOC119651549|XP_037911110.1|HILL
OG0003423	LOC117567552|XP_034103501.1|DALB	LOC119646828|XP_037903375.1|HILL
OG0003424	LOC117575509|XP_034115647.1|DALB, LOC117575501|XP_034115635.1|DALB	LOC119657716|XP_037920687.1|HILL
OG0003425	LOC117574887|XP_034114810.1|DALB	LOC119657583|XP_037920490.1|HILL
OG0003426	LOC117576319|XP_034116869.1|DALB	LOC119657285|XP_037920058.1|HILL
OG0003427	LOC117575681|XP_034115860.1|DALB	LOC119658063|XP_037921244.1|HILL
OG0003428	LOC117568475|XP_034105052.1|DALB	LOC119648404|XP_037906074.1|HILL
OG0003429	LOC117572743|XP_034111711.1|DALB	LOC119655193|XP_037916890.1|HILL
OG0003430	LOC117573110|XP_034111923.1|DALB	LOC119660898|XP_037925762.1|HILL
OG0003431	LOC117573656|XP_034112869.1|DALB	LOC119659016|XP_037922831.1|HILL
OG0003432	LOC117574187|XP_034113771.1|DALB	LOC119651868|XP_037911603.1|HILL
OG0003433	LOC117574062|XP_034113570.1|DALB	LOC119651061|XP_037910321.1|HILL
OG0003434	LOC117564247|XP_034098842.1|DALB	LOC119658515|XP_037921916.1|HILL
OG0003435	LOC117573285|XP_034112280.1|DALB	LOC119652916|XP_037913226.1|HILL
OG0003436	LOC117576543|XP_034117272.1|DALB	LOC119660214|XP_037924578.1|HILL
OG0003437	LOC117576541|XP_034117270.1|DALB	LOC119659014|XP_037922826.1|HILL
OG0003438	LOC117573602|XP_034112788.1|DALB	LOC119659337|XP_037923307.1|HILL
OG0003439	LOC117576976|XP_034118046.1|DALB	LOC119650889|XP_037909992.1|HILL
OG0003440	LOC117575473|XP_034115584.1|DALB	LOC119651223|XP_037910606.1|HILL
OG0003441	LOC117564309|XP_034098897.1|DALB	LOC119652208|XP_037912076.1|HILL
OG0003442	LOC117576604|XP_034117394.1|DALB	LOC119657660|XP_037920615.1|HILL
OG0003443	LOC117572356|XP_034111010.1|DALB	LOC119652006|XP_037911864.1|HILL
OG0003444	LOC117567384|XP_034103224.1|DALB	LOC119649316|XP_037907346.1|HILL
OG0003445	LOC117577807|XP_034118628.1|DALB	LOC119657969|XP_037921107.1|HILL
OG0003446	LOC117573317|XP_034112319.1|DALB	LOC119657721|XP_037920692.1|HILL
OG0003447	LOC117573222|XP_034112146.1|DALB, LOC117573234|XP_034112178.1|DALB, LOC117573127|XP_034111942.1|DALB	LOC119660861|XP_037925684.1|HILL
OG0003448	LOC117576821|XP_034117784.1|DALB	LOC119659842|XP_037924068.1|HILL
OG0003449	LOC117576646|XP_034117470.1|DALB	LOC119660233|XP_037924607.1|HILL
OG0003451	LOC117574077|XP_034113602.1|DALB	LOC119657862|XP_037920915.1|HILL
OG0003452	LOC117574075|XP_034113600.1|DALB	LOC119651808|XP_037911524.1|HILL
OG0003453	LOC117571503|XP_034109562.1|DALB	LOC119659361|XP_037923340.1|HILL
OG0003454	LOC117565209|XP_034100107.1|DALB, LOC117564105|XP_034098642.1|DALB	LOC119650117|XP_037908570.1|HILL
OG0003455	LOC117574961|XP_034114914.1|DALB	LOC119652490|XP_037912600.1|HILL
OG0003456	LOC117566869|XP_034102358.1|DALB	LOC119660738|XP_037925366.1|HILL
OG0003457	LOC117576080|XP_034116518.1|DALB	LOC119660350|XP_037924774.1|HILL
OG0003458	LOC117575425|XP_034115516.1|DALB	LOC119659037|XP_037922860.1|HILL
OG0003459	LOC117574797|XP_034114648.1|DALB	LOC119659655|XP_037923791.1|HILL
OG0003460	LOC117573418|XP_034112515.1|DALB	LOC119647801|XP_037904945.1|HILL
OG0003461	LOC117576540|XP_034117267.1|DALB	LOC119659646|XP_037923776.1|HILL
OG0003462	LOC117569089|XP_034105997.1|DALB	LOC119653233|XP_037913750.1|HILL
OG0003463	LOC117576913|XP_034117943.1|DALB	LOC119657457|XP_037920300.1|HILL
OG0003464	LOC117574489|XP_034114218.1|DALB	LOC119657069|XP_037919751.1|HILL
OG0003465	LOC117576647|XP_034117471.1|DALB	LOC119659382|XP_037923370.1|HILL
OG0003466	LOC117573904|XP_034113302.1|DALB	LOC119652806|XP_037913058.1|HILL
OG0003467	LOC117574336|XP_034114048.1|DALB	LOC119650628|XP_037909462.1|HILL
OG0003468	LOC117575794|XP_034116061.1|DALB	LOC119653241|XP_037913768.1|HILL
OG0003469	LOC117575140|XP_034115137.1|DALB	LOC119650622|XP_037909440.1|HILL
OG0003470	LOC117574201|XP_034113796.1|DALB	LOC119652260|XP_037912169.1|HILL
OG0003471	LOC117563241|XP_034097339.1|DALB	LOC119661386|XP_037926636.1|HILL
OG0003472	LOC117566245|XP_034101687.1|DALB	LOC119654164|XP_037915258.1|HILL
OG0003474	LOC117575847|XP_034116148.1|DALB	LOC119651139|XP_037910462.1|HILL
OG0003476	LOC117573108|XP_034111921.1|DALB	LOC119661006|XP_037926063.1|HILL
OG0003477	LOC117575201|XP_034115209.1|DALB	LOC119651004|XP_037910218.1|HILL
OG0003478	LOC117576353|XP_034116932.1|DALB	LOC119651335|XP_037910809.1|HILL
OG0003479	LOC117576950|XP_034117999.1|DALB	LOC119651586|XP_037911154.1|HILL
OG0003480	LOC117575207|XP_034115222.1|DALB	LOC119651680|XP_037911307.1|HILL
OG0003481	LOC117573450|XP_034112563.1|DALB	LOC119651469|XP_037911005.1|HILL
OG0003482	LOC117576062|XP_034116487.1|DALB	LOC119652965|XP_037913291.1|HILL
OG0003484	LOC117576868|XP_034117861.1|DALB	LOC119659443|XP_037923456.1|HILL
OG0003486	LOC117573361|XP_034112380.1|DALB	LOC119652568|XP_037912709.1|HILL
OG0003487	LOC117576479|XP_034117141.1|DALB	LOC119653066|XP_037913472.1|HILL
OG0003488	LOC117573996|XP_034113436.1|DALB	LOC119653262|XP_037913797.1|HILL
OG0003489	LOC117573685|XP_034112921.1|DALB	LOC119650702|XP_037909618.1|HILL
OG0003490	LOC117575115|XP_034115105.1|DALB	LOC119653039|XP_037913423.1|HILL
OG0003491	LOC117574452|XP_034114180.1|DALB	LOC119652845|XP_037913110.1|HILL
OG0003492	LOC117574787|XP_034114634.1|DALB	LOC119651678|XP_037911303.1|HILL
OG0003493	LOC117573705|XP_034112964.1|DALB	LOC119652709|XP_037912918.1|HILL
OG0003494	LOC117576077|XP_034116512.1|DALB	LOC119652966|XP_037913292.1|HILL
OG0003495	LOC117563934|XP_034098397.1|DALB	LOC119652243|XP_037912145.1|HILL
OG0003496	LOC117576433|XP_034117074.1|DALB	LOC119652477|XP_037912574.1|HILL
OG0003498	LOC117573083|XP_034111866.1|DALB	LOC119658034|XP_037921194.1|HILL
OG0003499	LOC117574513|XP_034114263.1|DALB	LOC119652370|XP_037912395.1|HILL, LOC119651272|XP_037910704.1|HILL
OG0003500	LOC117564168|XP_034098726.1|DALB	LOC119650922|XP_037910076.1|HILL
OG0003501	LOC117574769|XP_034114605.1|DALB	LOC119657030|XP_037919711.1|HILL
OG0003502	LOC117576729|XP_034117641.1|DALB	LOC119657606|XP_037920531.1|HILL
OG0003503	LOC117573385|XP_034112471.1|DALB	LOC119657362|XP_037920168.1|HILL
OG0003504	LOC117575477|XP_034115601.1|DALB	LOC119652624|XP_037912796.1|HILL
OG0003506	LOC117576660|XP_034117506.1|DALB	LOC119651895|XP_037911645.1|HILL
OG0003507	LOC117573886|XP_034113263.1|DALB	LOC119646429|XP_037902805.1|HILL
OG0003508	LOC117571712|XP_034109902.1|DALB	LOC119650892|XP_037909997.1|HILL
OG0003509	LOC117574801|XP_034114657.1|DALB	LOC119651951|XP_037911733.1|HILL
OG0003510	LOC117575561|XP_034115713.1|DALB	LOC119652949|XP_037913268.1|HILL
OG0003511	LOC117575560|XP_034115712.1|DALB	LOC119652234|XP_037912126.1|HILL
OG0003512	LOC117576056|XP_034116479.1|DALB	LOC119651376|XP_037910879.1|HILL
OG0003513	LOC117573417|XP_034112514.1|DALB	LOC119646670|XP_037903128.1|HILL
OG0003514	LOC117574522|XP_034114275.1|DALB	LOC119651700|XP_037911340.1|HILL
OG0003515	LOC117569877|XP_034107107.1|DALB	LOC119655893|XP_037917967.1|HILL
OG0003516	LOC117574630|XP_034114410.1|DALB	LOC119656754|XP_037919245.1|HILL
OG0003517	LOC117574784|XP_034114630.1|DALB	LOC119651306|XP_037910761.1|HILL
OG0003518	LOC117574377|XP_034114102.1|DALB	LOC119652613|XP_037912778.1|HILL
OG0003519	LOC117571759|XP_034110002.1|DALB	LOC119647418|XP_037904232.1|HILL
OG0003520	LOC117571755|XP_034109996.1|DALB	LOC119648033|XP_037905386.1|HILL
OG0003521	LOC117567681|XP_034103693.1|DALB	LOC119647846|XP_037905031.1|HILL
OG0003522	LOC117568516|XP_034105108.1|DALB	LOC119658674|XP_037922164.1|HILL
OG0003523	LOC117563932|XP_034098395.1|DALB	LOC119658885|XP_037922600.1|HILL
OG0003524	LOC117572089|XP_034110580.1|DALB	LOC119658669|XP_037922150.1|HILL
OG0003525	LOC117566858|XP_034102342.1|DALB	LOC119659028|XP_037922851.1|HILL
OG0003526	LOC117575384|XP_034115449.1|DALB	LOC119650225|XP_037908730.1|HILL
OG0003527	LOC117566875|XP_034102372.1|DALB	LOC119659063|XP_037922901.1|HILL
OG0003529	LOC117565243|XP_034100146.1|DALB	LOC119649979|XP_037908349.1|HILL
OG0003530	LOC117568895|XP_034105687.1|DALB	LOC119650030|XP_037908438.1|HILL
OG0003531	LOC117567539|XP_034103476.1|DALB	LOC119647868|XP_037905066.1|HILL
OG0003532	LOC117568282|XP_034104687.1|DALB	LOC119648107|XP_037905550.1|HILL
OG0003533	LOC117569206|XP_034106168.1|DALB	LOC119649893|XP_037908211.1|HILL
OG0003534	LOC117569213|XP_034106179.1|DALB	LOC119648666|XP_037906376.1|HILL
OG0003535	LOC117567340|XP_034103155.1|DALB	LOC119650201|XP_037908695.1|HILL, LOC119648159|XP_037905662.1|HILL
OG0003536	LOC117566903|XP_034102413.1|DALB	LOC119661484|XP_037926776.1|HILL
OG0003537	LOC117570518|XP_034108110.1|DALB	LOC119646897|XP_037903483.1|HILL
OG0003538	LOC117567451|XP_034103355.1|DALB	LOC119652914|XP_037913229.1|HILL
OG0003539	LOC117571851|XP_034110136.1|DALB	LOC119648706|XP_037906445.1|HILL
OG0003540	LOC117569954|XP_034107215.1|DALB	LOC119649320|XP_037907350.1|HILL
OG0003541	LOC117576515|XP_034117215.1|DALB	LOC119647207|XP_037903957.1|HILL
OG0003542	LOC117570835|XP_034108599.1|DALB	LOC119652240|XP_037912146.1|HILL
OG0003543	LOC117574609|XP_034114426.1|DALB	LOC119646542|XP_037902942.1|HILL
OG0003544	LOC117572761|XP_034111737.1|DALB	LOC119648222|XP_037905762.1|HILL
OG0003545	LOC117572160|XP_034110700.1|DALB	LOC119651882|XP_037911633.1|HILL, LOC119650413|XP_037909126.1|HILL
OG0003546	LOC117569489|XP_034106561.1|DALB	LOC119647861|XP_037905058.1|HILL
OG0003548	LOC117567938|XP_034104119.1|DALB	LOC119650945|XP_037910107.1|HILL
OG0003549	LOC117568909|XP_034105705.1|DALB	LOC119651463|XP_037911002.1|HILL
OG0003550	LOC117567151|XP_034102856.1|DALB	LOC119660126|XP_037924449.1|HILL
OG0003551	LOC117567008|XP_034102584.1|DALB	LOC119659303|XP_037923244.1|HILL
OG0003552	LOC117572437|XP_034111157.1|DALB	LOC119660322|XP_037924726.1|HILL
OG0003553	LOC117569916|XP_034107151.1|DALB	LOC119659538|XP_037923607.1|HILL
OG0003554	LOC117572584|XP_034111359.1|DALB	LOC119648300|XP_037905887.1|HILL
OG0003555	LOC117567717|XP_034103767.1|DALB	LOC119647756|XP_037904802.1|HILL
OG0003556	LOC117567866|XP_034104020.1|DALB	LOC119649946|XP_037908292.1|HILL
OG0003557	LOC117569700|XP_034106853.1|DALB	LOC119649667|XP_037907855.1|HILL
OG0003558	LOC117568603|XP_034105245.1|DALB	LOC119647574|XP_037904502.1|HILL
OG0003559	LOC117568821|XP_034105583.1|DALB	LOC119647454|XP_037904314.1|HILL
OG0003560	LOC117572762|XP_034111738.1|DALB	LOC119650162|XP_037908637.1|HILL
OG0003561	LOC117569677|XP_034106815.1|DALB	LOC119650440|XP_037909199.1|HILL
OG0003562	LOC117566810|XP_034102249.1|DALB	LOC119654114|XP_037915214.1|HILL
OG0003563	LOC117575295|XP_034115335.1|DALB	LOC119654144|XP_037915237.1|HILL
OG0003564	LOC117567287|XP_034103048.1|DALB	LOC119648194|XP_037905713.1|HILL
OG0003565	LOC117572368|XP_034111026.1|DALB	LOC119650148|XP_037908613.1|HILL
OG0003566	LOC117573832|XP_034113155.1|DALB	LOC119653051|XP_037913448.1|HILL
OG0003567	LOC117568149|XP_034104447.1|DALB	LOC119651795|XP_037911506.1|HILL
OG0003568	LOC117568181|XP_034104508.1|DALB	LOC119661554|XP_037926873.1|HILL
OG0003569	LOC117572056|XP_034110523.1|DALB	LOC119650442|XP_037909213.1|HILL
OG0003570	LOC117571939|XP_034110320.1|DALB	LOC119648738|XP_037906488.1|HILL
OG0003571	LOC117568871|XP_034105652.1|DALB	LOC119650251|XP_037908769.1|HILL
OG0003572	LOC117569492|XP_034106564.1|DALB	LOC119661342|XP_037926571.1|HILL
OG0003573	LOC117567266|XP_034103016.1|DALB	LOC119647162|XP_037903894.1|HILL
OG0003574	LOC117567300|XP_034103074.1|DALB	LOC119650001|XP_037908391.1|HILL
OG0003575	LOC117572589|XP_034111367.1|DALB	LOC119649147|XP_037907087.1|HILL
OG0003576	LOC117567819|XP_034103949.1|DALB	LOC119649285|XP_037907305.1|HILL
OG0003578	LOC117568092|XP_034104363.1|DALB	LOC119661777|XP_037927182.1|HILL
OG0003579	LOC117567849|XP_034103992.1|DALB	LOC119647093|XP_037903791.1|HILL
OG0003580	LOC117569439|XP_034106493.1|DALB	LOC119646297|XP_037902639.1|HILL
OG0003581	LOC117570669|XP_034108346.1|DALB	LOC119650358|XP_037908969.1|HILL
OG0003582	LOC117570977|XP_034108813.1|DALB	LOC119647617|XP_037904584.1|HILL
OG0003583	LOC117568529|XP_034105124.1|DALB	LOC119646653|XP_037903099.1|HILL
OG0003584	LOC117569926|XP_034107171.1|DALB	LOC119655981|XP_037918148.1|HILL
OG0003585	LOC117569804|XP_034107009.1|DALB	LOC119650093|XP_037908538.1|HILL
OG0003586	LOC117577753|XP_034118555.1|DALB, LOC117571769|XP_034110021.1|DALB	LOC119660832|XP_037925630.1|HILL
OG0003587	LOC117565002|XP_034099838.1|DALB	LOC119648038|XP_037905392.1|HILL
OG0003588	LOC117574876|XP_034114797.1|DALB	LOC119647638|XP_037904628.1|HILL
OG0003589	LOC117569518|XP_034106603.1|DALB	LOC119646675|XP_037903134.1|HILL
OG0003590	LOC117569100|XP_034106009.1|DALB	LOC119648069|XP_037905471.1|HILL, LOC119648068|XP_037905470.1|HILL
OG0003591	LOC117572751|XP_034111723.1|DALB	LOC119647582|XP_037904518.1|HILL
OG0003592	LOC117570253|XP_034107657.1|DALB	LOC119648408|XP_037906086.1|HILL
OG0003593	LOC117570654|XP_034108317.1|DALB	LOC119647524|XP_037904422.1|HILL
OG0003594	LOC117567307|XP_034103086.1|DALB	LOC119648534|XP_037906230.1|HILL
OG0003595	LOC117567695|XP_034103711.1|DALB	LOC119657911|XP_037921026.1|HILL
OG0003596	LOC117566902|XP_034102412.1|DALB	LOC119654491|XP_037915846.1|HILL
OG0003597	LOC117566893|XP_034102399.1|DALB	LOC119649614|XP_037907766.1|HILL
OG0003598	LOC117568292|XP_034104703.1|DALB	LOC119648329|XP_037905949.1|HILL
OG0003599	LOC117566420|XP_034101839.1|DALB	LOC119648798|XP_037906570.1|HILL
OG0003600	LOC117570988|XP_034108827.1|DALB	LOC119650367|XP_037908991.1|HILL
OG0003601	LOC117570688|XP_034108380.1|DALB	LOC119660571|XP_037925154.1|HILL
OG0003602	LOC117567001|XP_034102568.1|DALB	LOC119652254|XP_037912165.1|HILL
OG0003603	LOC117569106|XP_034106014.1|DALB	LOC119648988|XP_037906840.1|HILL
OG0003604	LOC117564348|XP_034098955.1|DALB	LOC119651098|XP_037910383.1|HILL
OG0003605	LOC117575174|XP_034115176.1|DALB, LOC117575171|XP_034115173.1|DALB	LOC119652258|XP_037912167.1|HILL
OG0003606	LOC117569707|XP_034106861.1|DALB	LOC119655875|XP_037917937.1|HILL
OG0003607	LOC117566936|XP_034102455.1|DALB	LOC119660844|XP_037925670.1|HILL
OG0003608	LOC117569313|XP_034106316.1|DALB	LOC119649627|XP_037907790.1|HILL
OG0003609	LOC117569895|XP_034107128.1|DALB	LOC119656866|XP_037919453.1|HILL
OG0003610	LOC117567234|XP_034102956.1|DALB	LOC119650323|XP_037908907.1|HILL
