Orthogroup	DALB.longest_only	CCAP.longest_only
OG0003926	LOC117563268|XP_034097386.1|DALB	CCAP1982_LOCUS8459|CAD6999951.1|CCAP
OG0003927	LOC117566075|XP_034101445.1|DALB	CCAP1982_LOCUS9171|CAD7000697.1|CCAP
OG0003928	LOC117566156|XP_034101536.1|DALB	CCAP1982_LOCUS9116|CAD7000642.1|CCAP
OG0003929	LOC117566001|XP_034101309.1|DALB	CCAP1982_LOCUS7056|CAD6998459.1|CCAP
OG0003930	LOC117563306|XP_034097444.1|DALB	CCAP1982_LOCUS5761|CAD6997111.1|CCAP
OG0003931	LOC117578395|XP_034119734.1|DALB	CCAP1982_LOCUS5767|CAD6997119.1|CCAP
OG0003932	LOC117566645|XP_034102078.1|DALB	CCAP1982_LOCUS22548|CAD7014547.1|CCAP
OG0003933	LOC117565072|XP_034099909.1|DALB	CCAP1982_LOCUS8779|CAD7000289.1|CCAP
OG0003934	LOC117565915|XP_034101174.1|DALB	CCAP1982_LOCUS6872|CAD6998263.1|CCAP
OG0003935	LOC117567965|XP_034104165.1|DALB	CCAP1982_LOCUS22909|CAD7014946.1|CCAP
OG0003936	LOC117567966|XP_034104166.1|DALB	CCAP1982_LOCUS22910|CAD7014947.1|CCAP
OG0003937	LOC117571580|XP_034109687.1|DALB	CCAP1982_LOCUS22690|CAD7014708.1|CCAP
OG0003938	LOC117563338|XP_034097500.1|DALB	CCAP1982_LOCUS8103|CAD6999578.1|CCAP
OG0003939	LOC117564578|XP_034099311.1|DALB	CCAP1982_LOCUS8102|CAD6999577.1|CCAP
OG0003940	LOC117565962|XP_034101248.1|DALB	CCAP1982_LOCUS8270|CAD6999747.1|CCAP
OG0003941	LOC117566137|XP_034101510.1|DALB	CCAP1982_LOCUS8273|CAD6999750.1|CCAP
OG0003942	LOC117565439|XP_034100420.1|DALB	CCAP1982_LOCUS8147|CAD6999616.1|CCAP
OG0003943	LOC117563930|XP_034098393.1|DALB	CCAP1982_LOCUS22209|CAD7014205.1|CCAP
OG0003944	LOC117565343|XP_034100288.1|DALB	CCAP1982_LOCUS8369|CAD6999857.1|CCAP
OG0003945	LOC117566922|XP_034102433.1|DALB	CCAP1982_LOCUS22015|CAD7014008.1|CCAP
OG0003946	LOC117563595|XP_034097873.1|DALB, LOC117563555|XP_034097826.1|DALB	CCAP1982_LOCUS5773|CAD6997127.1|CCAP
OG0003947	LOC117565057|XP_034099895.1|DALB	CCAP1982_LOCUS6292|CAD6997662.1|CCAP
OG0003948	LOC117565318|XP_034100249.1|DALB	CCAP1982_LOCUS7660|CAD6999116.1|CCAP
OG0003949	LOC117565315|XP_034100244.1|DALB	CCAP1982_LOCUS7659|CAD6999115.1|CCAP
OG0003950	LOC117564831|XP_034099647.1|DALB	CCAP1982_LOCUS5397|CAD6996714.1|CCAP
OG0003951	LOC117565299|XP_034100226.1|DALB	CCAP1982_LOCUS5390|CAD6996707.1|CCAP
OG0003952	LOC117563732|XP_034098103.1|DALB	CCAP1982_LOCUS5626|CAD6996959.1|CCAP
OG0003953	LOC117563528|XP_034097798.1|DALB	CCAP1982_LOCUS6501|CAD6997882.1|CCAP
OG0003954	LOC117570859|XP_034108630.1|DALB	CCAP1982_LOCUS8427|CAD6999916.1|CCAP
OG0003956	LOC117564029|XP_034098523.1|DALB	CCAP1982_LOCUS8668|CAD7000177.1|CCAP
OG0003957	LOC117572068|XP_034110539.1|DALB	CCAP1982_LOCUS11265|CAD7002795.1|CCAP
OG0003959	LOC117568383|XP_034104882.1|DALB	CCAP1982_LOCUS22088|CAD7014081.1|CCAP
OG0003961	LOC117565848|XP_034101056.1|DALB	CCAP1982_LOCUS8859|CAD7000383.1|CCAP
OG0003962	LOC117563269|XP_034097388.1|DALB	CCAP1982_LOCUS7792|CAD6999262.1|CCAP
OG0003964	LOC117564208|XP_034098782.1|DALB	CCAP1982_LOCUS8508|CAD7000002.1|CCAP
OG0003965	LOC117565988|XP_034101292.1|DALB	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP
OG0003966	LOC117565685|XP_034100810.1|DALB	CCAP1982_LOCUS5452|CAD6996777.1|CCAP
OG0003967	LOC117567417|XP_034103284.1|DALB	CCAP1982_LOCUS23154|CAD7015206.1|CCAP
OG0003968	LOC117566871|XP_034102369.1|DALB	CCAP1982_LOCUS23148|CAD7015199.1|CCAP
OG0003969	LOC117567414|XP_034103281.1|DALB	CCAP1982_LOCUS23196|CAD7015246.1|CCAP
OG0003970	LOC117565762|XP_034100920.1|DALB	CCAP1982_LOCUS6945|CAD6998343.1|CCAP
OG0003971	LOC117564828|XP_034099642.1|DALB	CCAP1982_LOCUS5715|CAD6997061.1|CCAP
OG0003972	LOC117570468|XP_034108033.1|DALB	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP
OG0003973	LOC117568176|XP_034104502.1|DALB	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP
OG0003974	LOC117569773|XP_034106963.1|DALB	CCAP1982_LOCUS1354|CAD6992505.1|CCAP
OG0003975	LOC117563653|XP_034097954.1|DALB	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP
OG0003976	LOC117564588|XP_034099324.1|DALB	CCAP1982_LOCUS6108|CAD6997465.1|CCAP
OG0003977	LOC117565155|XP_034100028.1|DALB	CCAP1982_LOCUS6106|CAD6997463.1|CCAP
OG0003978	LOC117572484|XP_034111225.1|DALB	CCAP1982_LOCUS14331|CAD7005995.1|CCAP
OG0003979	LOC117563611|XP_034097903.1|DALB	CCAP1982_LOCUS8335|CAD6999823.1|CCAP
OG0003980	LOC117573553|XP_034112725.1|DALB	CCAP1982_LOCUS238|CAD6991309.1|CCAP
OG0003981	LOC117563602|XP_034097885.1|DALB	CCAP1982_LOCUS8339|CAD6999828.1|CCAP
OG0003982	LOC117565169|XP_034100046.1|DALB	CCAP1982_LOCUS6275|CAD6997642.1|CCAP
OG0003983	LOC117565430|XP_034100407.1|DALB	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP
OG0003984	LOC117566153|XP_034101530.1|DALB	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP
OG0003985	LOC117565464|XP_034100460.1|DALB	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP
OG0003986	LOC117564532|XP_034099244.1|DALB	CCAP1982_LOCUS5674|CAD6997013.1|CCAP
OG0003987	LOC117563826|XP_034098245.1|DALB	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP
OG0003988	LOC117564477|XP_034099168.1|DALB	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP
OG0003989	LOC117564207|XP_034098779.1|DALB	CCAP1982_LOCUS8511|CAD7000005.1|CCAP
OG0003990	LOC117563290|XP_034097423.1|DALB	CCAP1982_LOCUS8402|CAD6999892.1|CCAP
OG0003991	LOC117565810|XP_034100991.1|DALB	CCAP1982_LOCUS8201|CAD6999671.1|CCAP
OG0003992	LOC117565360|XP_034100313.1|DALB	CCAP1982_LOCUS8206|CAD6999676.1|CCAP
OG0003993	LOC117563295|XP_034097429.1|DALB	CCAP1982_LOCUS9154|CAD7000680.1|CCAP
OG0003994	LOC117573815|XP_034113123.1|DALB	CCAP1982_LOCUS4907|CAD6996219.1|CCAP
OG0003995	LOC117567894|XP_034104058.1|DALB	CCAP1982_LOCUS22498|CAD7014496.1|CCAP
OG0003996	LOC117568857|XP_034105628.1|DALB	CCAP1982_LOCUS22541|CAD7014540.1|CCAP
OG0003997	LOC117565655|XP_034100764.1|DALB	CCAP1982_LOCUS8067|CAD6999546.1|CCAP
OG0003998	LOC117563950|XP_034098413.1|DALB	CCAP1982_LOCUS6627|CAD6998010.1|CCAP
OG0003999	LOC117565692|XP_034100818.1|DALB	CCAP1982_LOCUS5450|CAD6996775.1|CCAP
OG0004001	LOC117567294|XP_034103062.1|DALB	CCAP1982_LOCUS19584|CAD7011485.1|CCAP
OG0004002	LOC117564456|XP_034099131.1|DALB	CCAP1982_LOCUS5794|CAD6997149.1|CCAP
OG0004003	LOC117566071|XP_034101422.1|DALB	CCAP1982_LOCUS5644|CAD6996980.1|CCAP
OG0004004	LOC117566118|XP_034101483.1|DALB	CCAP1982_LOCUS8476|CAD6999971.1|CCAP
OG0004005	LOC117565170|XP_034100048.1|DALB	CCAP1982_LOCUS8478|CAD6999973.1|CCAP
OG0004006	LOC117564035|XP_034098530.1|DALB	CCAP1982_LOCUS8574|CAD7000075.1|CCAP
OG0004007	LOC117564189|XP_034098754.1|DALB	CCAP1982_LOCUS6925|CAD6998319.1|CCAP
OG0004008	LOC117563336|XP_034097498.1|DALB	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP
OG0004009	LOC117564773|XP_034099563.1|DALB	CCAP1982_LOCUS8930|CAD7000453.1|CCAP
OG0004010	LOC117565742|XP_034100879.1|DALB	CCAP1982_LOCUS6001|CAD6997368.1|CCAP
OG0004011	LOC117564317|XP_034098910.1|DALB, LOC117564322|XP_034098914.1|DALB	CCAP1982_LOCUS5350|CAD6996666.1|CCAP
OG0004012	LOC117575532|XP_034115672.1|DALB	CCAP1982_LOCUS2278|CAD6993466.1|CCAP
OG0004013	LOC117564419|XP_034099042.1|DALB	CCAP1982_LOCUS6066|CAD6997419.1|CCAP
OG0004014	LOC117569345|XP_034106369.1|DALB	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP
OG0004015	LOC117563323|XP_034097477.1|DALB	CCAP1982_LOCUS7695|CAD6999157.1|CCAP
OG0004016	LOC117564762|XP_034099550.1|DALB	CCAP1982_LOCUS6454|CAD6997830.1|CCAP
OG0004017	LOC117565584|XP_034100671.1|DALB	CCAP1982_LOCUS8061|CAD6999540.1|CCAP
OG0004018	LOC117569340|XP_034106361.1|DALB	CCAP1982_LOCUS21469|CAD7013405.1|CCAP
OG0004019	LOC117563721|XP_034098072.1|DALB	CCAP1982_LOCUS11760|CAD7003299.1|CCAP
OG0004020	LOC117563349|XP_034097526.1|DALB	CCAP1982_LOCUS7355|CAD6998806.1|CCAP
OG0004021	LOC117566139|XP_034101513.1|DALB	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP
OG0004022	LOC117565875|XP_034101106.1|DALB	CCAP1982_LOCUS6981|CAD6998381.1|CCAP
OG0004023	LOC117569911|XP_034107141.1|DALB	CCAP1982_LOCUS7349|CAD6998795.1|CCAP
OG0004024	LOC117565215|XP_034100115.1|DALB	CCAP1982_LOCUS8113|CAD6999589.1|CCAP
OG0004025	LOC117565825|XP_034101024.1|DALB	CCAP1982_LOCUS5853|CAD6997217.1|CCAP
OG0004026	LOC117563925|XP_034098386.1|DALB	CCAP1982_LOCUS8058|CAD6999536.1|CCAP
OG0004028	LOC117565271|XP_034100189.1|DALB	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP
OG0004029	LOC117565256|XP_034100164.1|DALB	CCAP1982_LOCUS7847|CAD6999320.1|CCAP
OG0004030	LOC117569884|XP_034107114.1|DALB	CCAP1982_LOCUS20235|CAD7012136.1|CCAP
OG0004031	LOC117565425|XP_034100400.1|DALB	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP
OG0004032	LOC117566067|XP_034101415.1|DALB	CCAP1982_LOCUS5538|CAD6996865.1|CCAP
OG0004033	LOC117565978|XP_034101272.1|DALB	CCAP1982_LOCUS6288|CAD6997658.1|CCAP
OG0004034	LOC117563368|XP_034097558.1|DALB	CCAP1982_LOCUS7693|CAD6999155.1|CCAP
OG0004035	LOC117565790|XP_034100958.1|DALB	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP
OG0004036	LOC117564860|XP_034099694.1|DALB	CCAP1982_LOCUS7596|CAD6999049.1|CCAP, CCAP1982_LOCUS7595|CAD6999048.1|CCAP
OG0004037	LOC117565990|XP_034101298.1|DALB	CCAP1982_LOCUS8865|CAD7000390.1|CCAP
OG0004038	LOC117565818|XP_034101009.1|DALB	CCAP1982_LOCUS7452|CAD6998905.1|CCAP
OG0004039	LOC117566160|XP_034101551.1|DALB	CCAP1982_LOCUS8229|CAD6999703.1|CCAP
OG0004040	LOC117566342|XP_034101713.1|DALB	CCAP1982_LOCUS22152|CAD7014146.1|CCAP
OG0004042	LOC117570848|XP_034108620.1|DALB	CCAP1982_LOCUS11857|CAD7003401.1|CCAP
OG0004045	LOC117564084|XP_034098604.1|DALB	CCAP1982_LOCUS3700|CAD6994969.1|CCAP
OG0004046	LOC117566217|XP_034101652.1|DALB	CCAP1982_LOCUS7410|CAD6998861.1|CCAP
OG0004047	LOC117564659|XP_034099408.1|DALB	CCAP1982_LOCUS8042|CAD6999517.1|CCAP
OG0004048	LOC117563879|XP_034098329.1|DALB	CCAP1982_LOCUS23409|CAD7015469.1|CCAP
OG0004049	LOC117564389|XP_034099001.1|DALB	CCAP1982_LOCUS6937|CAD6998333.1|CCAP
OG0004050	LOC117563937|XP_034098401.1|DALB	CCAP1982_LOCUS8806|CAD7000323.1|CCAP
OG0004051	LOC117563488|XP_034097741.1|DALB	CCAP1982_LOCUS8560|CAD7000056.1|CCAP
OG0004053	LOC117566928|XP_034102441.1|DALB	CCAP1982_LOCUS22593|CAD7014600.1|CCAP
OG0004054	LOC117564770|XP_034099561.1|DALB	CCAP1982_LOCUS8019|CAD6999495.1|CCAP
OG0004055	LOC117576851|XP_034117833.1|DALB	CCAP1982_LOCUS2177|CAD6993359.1|CCAP
OG0004056	LOC117574994|XP_034114956.1|DALB	CCAP1982_LOCUS3169|CAD6994417.1|CCAP
OG0004057	LOC117571797|XP_034110052.1|DALB	CCAP1982_LOCUS14479|CAD7006151.1|CCAP, CCAP1982_LOCUS14483|CAD7006155.1|CCAP
OG0004058	LOC117568427|XP_034104975.1|DALB	CCAP1982_LOCUS12052|CAD7003606.1|CCAP
OG0004059	LOC117575247|XP_034115269.1|DALB	CCAP1982_LOCUS954|CAD6992074.1|CCAP
OG0004060	LOC117574545|XP_034114306.1|DALB	CCAP1982_LOCUS123|CAD6991185.1|CCAP
OG0004062	LOC117569691|XP_034106836.1|DALB	CCAP1982_LOCUS11610|CAD7003149.1|CCAP
OG0004063	LOC117577867|XP_034118714.1|DALB	CCAP1982_LOCUS9208|CAD7000735.1|CCAP
OG0004064	LOC117570507|XP_034108094.1|DALB	CCAP1982_LOCUS13592|CAD7005233.1|CCAP
OG0004065	LOC117571532|XP_034109606.1|DALB	CCAP1982_LOCUS19980|CAD7011868.1|CCAP
OG0004066	LOC117572457|XP_034111182.1|DALB	CCAP1982_LOCUS19979|CAD7011867.1|CCAP
OG0004070	LOC117566382|XP_034101774.1|DALB	CCAP1982_LOCUS12521|CAD7004097.1|CCAP
OG0004071	LOC117572548|XP_034111310.1|DALB	CCAP1982_LOCUS14981|CAD7006680.1|CCAP
OG0004072	LOC117572550|XP_034111313.1|DALB	CCAP1982_LOCUS14980|CAD7006679.1|CCAP
OG0004074	LOC117572670|XP_034111578.1|DALB	CCAP1982_LOCUS20432|CAD7012338.1|CCAP
OG0004075	LOC117571329|XP_034109309.1|DALB	CCAP1982_LOCUS19452|CAD7011349.1|CCAP
OG0004076	LOC117571328|XP_034109305.1|DALB	CCAP1982_LOCUS20003|CAD7011891.1|CCAP
OG0004077	LOC117565881|XP_034101111.1|DALB	CCAP1982_LOCUS8514|CAD7000009.1|CCAP
OG0004078	LOC117575768|XP_034116025.1|DALB	CCAP1982_LOCUS431|CAD6991510.1|CCAP
OG0004080	LOC117569798|XP_034107002.1|DALB	CCAP1982_LOCUS22425|CAD7014429.1|CCAP
OG0004081	LOC117567002|XP_034102571.1|DALB	CCAP1982_LOCUS20394|CAD7012298.1|CCAP
OG0004082	LOC117573216|XP_034112123.1|DALB	CCAP1982_LOCUS10303|CAD7001812.1|CCAP, CCAP1982_LOCUS2924|CAD6994159.1|CCAP
OG0004083	LOC117575343|XP_034115395.1|DALB	CCAP1982_LOCUS3354|CAD6994619.1|CCAP
OG0004084	LOC117572333|XP_034110962.1|DALB	CCAP1982_LOCUS13378|CAD7005002.1|CCAP
OG0004085	LOC117575346|XP_034115402.1|DALB	CCAP1982_LOCUS399|CAD6991474.1|CCAP
OG0004086	LOC117576263|XP_034116795.1|DALB	CCAP1982_LOCUS4267|CAD6995556.1|CCAP
OG0004090	LOC117576757|XP_034117693.1|DALB	CCAP1982_LOCUS5053|CAD6996375.1|CCAP
OG0004091	LOC117574444|XP_034114173.1|DALB	CCAP1982_LOCUS781|CAD6991890.1|CCAP
OG0004095	LOC117574022|XP_034113504.1|DALB	CCAP1982_LOCUS4577|CAD6995876.1|CCAP
OG0004096	LOC117576267|XP_034116801.1|DALB	CCAP1982_LOCUS4265|CAD6995554.1|CCAP
OG0004097	LOC117568031|XP_034104262.1|DALB	CCAP1982_LOCUS14549|CAD7006223.1|CCAP
OG0004098	LOC117570668|XP_034108345.1|DALB	CCAP1982_LOCUS14552|CAD7006226.1|CCAP
OG0004099	LOC117575552|XP_034115704.1|DALB	CCAP1982_LOCUS681|CAD6991775.1|CCAP
OG0004100	LOC117576036|XP_034116450.1|DALB	CCAP1982_LOCUS731|CAD6991832.1|CCAP
OG0004101	LOC117574940|XP_034114880.1|DALB	CCAP1982_LOCUS728|CAD6991829.1|CCAP
OG0004102	LOC117576439|XP_034117087.1|DALB	CCAP1982_LOCUS4299|CAD6995590.1|CCAP
OG0004103	LOC117575766|XP_034116022.1|DALB	CCAP1982_LOCUS5050|CAD6996371.1|CCAP
OG0004104	LOC117573899|XP_034113298.1|DALB	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP
OG0004105	LOC117570502|XP_034108090.1|DALB	CCAP1982_LOCUS13594|CAD7005236.1|CCAP
OG0004106	LOC117569734|XP_034106903.1|DALB	CCAP1982_LOCUS13889|CAD7005529.1|CCAP
OG0004107	LOC117570075|XP_034107405.1|DALB	CCAP1982_LOCUS22275|CAD7014272.1|CCAP
OG0004109	LOC117576758|XP_034117694.1|DALB	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP
OG0004110	LOC117568851|XP_034105619.1|DALB	CCAP1982_LOCUS13874|CAD7005514.1|CCAP
OG0004111	LOC117576358|XP_034116937.1|DALB	CCAP1982_LOCUS876|CAD6991990.1|CCAP
OG0004112	LOC117575929|XP_034116279.1|DALB	CCAP1982_LOCUS327|CAD6991400.1|CCAP
OG0004116	LOC117574912|XP_034114848.1|DALB	CCAP1982_LOCUS4835|CAD6996142.1|CCAP
OG0004117	LOC117573501|XP_034112619.1|DALB	CCAP1982_LOCUS397|CAD6991472.1|CCAP
OG0004118	LOC117572146|XP_034110677.1|DALB	CCAP1982_LOCUS19408|CAD7011302.1|CCAP
OG0004119	LOC117576840|XP_034117813.1|DALB	CCAP1982_LOCUS4942|CAD6996259.1|CCAP
OG0004120	LOC117573536|XP_034112702.1|DALB	CCAP1982_LOCUS4906|CAD6996218.1|CCAP
OG0004121	LOC117571452|XP_034109490.1|DALB	CCAP1982_LOCUS12466|CAD7004041.1|CCAP
OG0004122	LOC117576144|XP_034116602.1|DALB	CCAP1982_LOCUS390|CAD6991465.1|CCAP
OG0004123	LOC117575090|XP_034115080.1|DALB	CCAP1982_LOCUS951|CAD6992070.1|CCAP
OG0004125	LOC117573312|XP_034112308.1|DALB	CCAP1982_LOCUS171|CAD6991234.1|CCAP
OG0004126	LOC117563663|XP_034097970.1|DALB, LOC117573912|XP_034113312.1|DALB	CCAP1982_LOCUS4241|CAD6995529.1|CCAP
OG0004127	LOC117564167|XP_034098725.1|DALB	CCAP1982_LOCUS6280|CAD6997648.1|CCAP
OG0004128	LOC117573940|XP_034113358.1|DALB	CCAP1982_LOCUS4639|CAD6995937.1|CCAP
OG0004129	LOC117572419|XP_034111097.1|DALB	CCAP1982_LOCUS7134|CAD6998548.1|CCAP
OG0004131	LOC117574844|XP_034114731.1|DALB	CCAP1982_LOCUS5075|CAD6996401.1|CCAP
OG0004132	LOC117566970|XP_034102519.1|DALB	CCAP1982_LOCUS12047|CAD7003599.1|CCAP
OG0004133	LOC117578394|XP_034119733.1|DALB	CCAP1982_LOCUS7605|CAD6999058.1|CCAP
OG0004134	LOC117573132|XP_034111954.1|DALB	CCAP1982_LOCUS4174|CAD6995459.1|CCAP
OG0004135	LOC117576084|XP_034116523.1|DALB	CCAP1982_LOCUS608|CAD6991695.1|CCAP
OG0004136	LOC117574583|XP_034114357.1|DALB	CCAP1982_LOCUS726|CAD6991826.1|CCAP
OG0004137	LOC117570693|XP_034108387.1|DALB	CCAP1982_LOCUS22274|CAD7014271.1|CCAP
OG0004140	LOC117570399|XP_034107912.1|DALB	CCAP1982_LOCUS21111|CAD7013025.1|CCAP
OG0004141	LOC117567771|XP_034103861.1|DALB	CCAP1982_LOCUS20108|CAD7011997.1|CCAP
OG0004143	LOC117575078|XP_034115063.1|DALB	CCAP1982_LOCUS165|CAD6991228.1|CCAP
OG0004144	LOC117565896|XP_034101133.1|DALB	CCAP1982_LOCUS12765|CAD7004349.1|CCAP
OG0004145	LOC117572072|XP_034110549.1|DALB	CCAP1982_LOCUS11264|CAD7002794.1|CCAP
OG0004146	LOC117573430|XP_034112534.1|DALB	CCAP1982_LOCUS4817|CAD6996122.1|CCAP
OG0004147	LOC117566246|XP_034101689.1|DALB	CCAP1982_LOCUS6285|CAD6997654.1|CCAP
OG0004148	LOC117576200|XP_034116683.1|DALB	CCAP1982_LOCUS4228|CAD6995515.1|CCAP, CCAP1982_LOCUS4229|CAD6995516.1|CCAP
OG0004149	LOC117575232|XP_034115253.1|DALB	CCAP1982_LOCUS874|CAD6991987.1|CCAP, CCAP1982_LOCUS871|CAD6991984.1|CCAP
OG0004150	LOC117575651|XP_034115829.1|DALB	CCAP1982_LOCUS437|CAD6991518.1|CCAP
OG0004152	LOC117574897|XP_034114825.1|DALB	CCAP1982_LOCUS5029|CAD6996351.1|CCAP
OG0004153	LOC117567259|XP_034103000.1|DALB	CCAP1982_LOCUS21634|CAD7013578.1|CCAP
OG0004154	LOC117567892|XP_034104055.1|DALB	CCAP1982_LOCUS13327|CAD7004948.1|CCAP
OG0004155	LOC117574999|XP_034114965.1|DALB	CCAP1982_LOCUS4683|CAD6995973.1|CCAP
OG0004157	LOC117568030|XP_034104265.1|DALB	CCAP1982_LOCUS4311|CAD6995604.1|CCAP
OG0004158	LOC117571599|XP_034109706.1|DALB	CCAP1982_LOCUS10978|CAD7002489.1|CCAP
OG0004159	LOC117576689|XP_034117575.1|DALB	CCAP1982_LOCUS685|CAD6991780.1|CCAP
OG0004160	LOC117567885|XP_034104048.1|DALB	CCAP1982_LOCUS11609|CAD7003148.1|CCAP
OG0004161	LOC117573555|XP_034112728.1|DALB	CCAP1982_LOCUS597|CAD6991684.1|CCAP
OG0004162	LOC117574231|XP_034113832.1|DALB	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP
OG0004163	LOC117574821|XP_034114681.1|DALB	CCAP1982_LOCUS850|CAD6991962.1|CCAP
OG0004164	LOC117574267|XP_034113895.1|DALB	CCAP1982_LOCUS4677|CAD6995966.1|CCAP
OG0004165	LOC117567066|XP_034102697.1|DALB	CCAP1982_LOCUS19717|CAD7011628.1|CCAP
OG0004166	LOC117567699|XP_034103721.1|DALB	CCAP1982_LOCUS21133|CAD7013051.1|CCAP
OG0004167	LOC117574977|XP_034114934.1|DALB	CCAP1982_LOCUS5177|CAD6996509.1|CCAP
OG0004168	LOC117574293|XP_034113980.1|DALB	CCAP1982_LOCUS2525|CAD6993726.1|CCAP
OG0004173	LOC117569862|XP_034107086.1|DALB	CCAP1982_LOCUS19432|CAD7011327.1|CCAP
OG0004174	LOC117571950|XP_034110338.1|DALB	CCAP1982_LOCUS20560|CAD7012483.1|CCAP
OG0004175	LOC117567846|XP_034103989.1|DALB	CCAP1982_LOCUS19897|CAD7011786.1|CCAP
OG0004176	LOC117569509|XP_034106586.1|DALB	CCAP1982_LOCUS14900|CAD7006589.1|CCAP
OG0004177	LOC117573761|XP_034113043.1|DALB	CCAP1982_LOCUS779|CAD6991888.1|CCAP
OG0004178	LOC117575910|XP_034116247.1|DALB	CCAP1982_LOCUS1014|CAD6992135.1|CCAP
OG0004180	LOC117576165|XP_034116630.1|DALB	CCAP1982_LOCUS994|CAD6992110.1|CCAP
OG0004181	LOC117574160|XP_034113737.1|DALB	CCAP1982_LOCUS4887|CAD6996197.1|CCAP
OG0004182	LOC117568819|XP_034105575.1|DALB	CCAP1982_LOCUS11202|CAD7002727.1|CCAP
OG0004183	LOC117569906|XP_034107137.1|DALB	CCAP1982_LOCUS11208|CAD7002733.1|CCAP
OG0004184	LOC117571843|XP_034110122.1|DALB	CCAP1982_LOCUS12747|CAD7004328.1|CCAP
OG0004185	LOC117563358|XP_034097538.1|DALB	CCAP1982_LOCUS8866|CAD7000391.1|CCAP
OG0004187	LOC117576171|XP_034116644.1|DALB, LOC117577296|XP_034118162.1|DALB	CCAP1982_LOCUS803|CAD6991914.1|CCAP
OG0004188	LOC117573532|XP_034112671.1|DALB	CCAP1982_LOCUS761|CAD6991867.1|CCAP
OG0004189	LOC117573542|XP_034112712.1|DALB	CCAP1982_LOCUS239|CAD6991310.1|CCAP
OG0004190	LOC117575614|XP_034115779.1|DALB	CCAP1982_LOCUS4392|CAD6995685.1|CCAP
OG0004191	LOC117575621|XP_034115786.1|DALB	CCAP1982_LOCUS4388|CAD6995681.1|CCAP
OG0004192	LOC117575500|XP_034115634.1|DALB	CCAP1982_LOCUS4412|CAD6995705.1|CCAP
OG0004194	LOC117575721|XP_034115952.1|DALB	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP
OG0004196	LOC117576806|XP_034117757.1|DALB	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP
OG0004197	LOC117574755|XP_034114589.1|DALB	CCAP1982_LOCUS4973|CAD6996289.1|CCAP
OG0004198	LOC117576325|XP_034116884.1|DALB	CCAP1982_LOCUS4888|CAD6996198.1|CCAP
OG0004199	LOC117575526|XP_034115663.1|DALB	CCAP1982_LOCUS4967|CAD6996284.1|CCAP
OG0004200	LOC117567065|XP_034102696.1|DALB	CCAP1982_LOCUS19719|CAD7011630.1|CCAP
OG0004201	LOC117574404|XP_034114133.1|DALB	CCAP1982_LOCUS2523|CAD6993724.1|CCAP
OG0004202	LOC117575738|XP_034115978.1|DALB	CCAP1982_LOCUS778|CAD6991887.1|CCAP
OG0004203	LOC117574936|XP_034114877.1|DALB	CCAP1982_LOCUS5076|CAD6996402.1|CCAP
