Orthogroup	DSAN.longest_only	AALB.longest_only
OG0004187	LOC120451048|XP_039490338.1|DSAN	LOC118459040|XP_035777954.1|AALB
OG0004188	LOC120451474|XP_039491100.1|DSAN	LOC118460899|XP_035781534.1|AALB
OG0004189	LOC120451478|XP_039491132.1|DSAN	LOC118461487|XP_035782760.1|AALB
OG0004190	LOC120453046|XP_039493500.1|DSAN	LOC118457405|XP_035774863.1|AALB
OG0004191	LOC120453376|XP_039493984.1|DSAN	LOC118457408|XP_035774869.1|AALB
OG0004192	LOC120453016|XP_039493466.1|DSAN	LOC118460482|XP_035780717.1|AALB
OG0004193	LOC120456570|XP_039499390.1|DSAN	LOC118461071|XP_035781856.1|AALB
OG0004194	LOC120451281|XP_039490760.1|DSAN	LOC118458507|XP_035776967.1|AALB
OG0004195	LOC120455452|XP_039497605.1|DSAN	LOC118458502|XP_035776955.1|AALB
OG0004196	LOC120454556|XP_039495881.1|DSAN	LOC118458499|XP_035776946.1|AALB
OG0004197	LOC120452594|XP_039492826.1|DSAN	LOC118458514|XP_035776978.1|AALB
OG0004198	LOC120454632|XP_039496054.1|DSAN	LOC118457759|XP_035775471.1|AALB
OG0004199	LOC120453113|XP_039493583.1|DSAN	LOC118457390|XP_035774820.1|AALB
OG0004200	LOC120444808|XP_039480689.1|DSAN	LOC118459513|XP_035778849.1|AALB
OG0004201	LOC120454559|XP_039495883.1|DSAN	LOC118459511|XP_035778847.1|AALB
OG0004202	LOC120453546|XP_039494233.1|DSAN	LOC118459517|XP_035778852.1|AALB
OG0004203	LOC120452948|XP_039493363.1|DSAN	LOC118459518|XP_035778854.1|AALB
OG0004204	LOC120448300|XP_039486173.1|DSAN	LOC118461500|XP_035782816.1|AALB
OG0004205	LOC120448154|XP_039485925.1|DSAN	LOC118460426|XP_035780610.1|AALB
OG0004206	LOC120454434|XP_039495664.1|DSAN	LOC118461302|XP_035782380.1|AALB
OG0004207	LOC120451387|XP_039490984.1|DSAN	LOC118461315|XP_035782404.1|AALB
OG0004208	LOC120453867|XP_039494706.1|DSAN	LOC118461313|XP_035782400.1|AALB
OG0004209	LOC120452278|XP_039492343.1|DSAN	LOC118468873|XP_035796052.1|AALB
OG0004210	LOC120450970|XP_039490196.1|DSAN	LOC118459007|XP_035777904.1|AALB
OG0004211	LOC120451806|XP_039491736.1|DSAN	LOC118460371|XP_035780516.1|AALB
OG0004212	LOC120453689|XP_039494443.1|DSAN	LOC118460069|XP_035779961.1|AALB
OG0004213	LOC120452068|XP_039492065.1|DSAN	LOC118457973|XP_035775911.1|AALB
OG0004214	LOC120445070|XP_039481130.1|DSAN	LOC118456645|XP_035773477.1|AALB
OG0004215	LOC120445280|XP_039481514.1|DSAN	LOC118459335|XP_035778497.1|AALB
OG0004216	LOC120448283|XP_039486146.1|DSAN	LOC118461982|XP_035783806.1|AALB
OG0004217	LOC120449211|XP_039487512.1|DSAN	LOC118461981|XP_035783805.1|AALB
OG0004218	LOC120455030|XP_039496796.1|DSAN	LOC118460833|XP_035781389.1|AALB
OG0004219	LOC120451699|XP_039491528.1|DSAN	LOC118468296|XP_035794917.1|AALB
OG0004220	LOC120453789|XP_039494576.1|DSAN	LOC118458457|XP_035776843.1|AALB
OG0004221	LOC120454667|XP_039496112.1|DSAN	LOC118459449|XP_035778743.1|AALB
OG0004222	LOC120453237|XP_039493772.1|DSAN	LOC118459450|XP_035778744.1|AALB
OG0004223	LOC120451367|XP_039490948.1|DSAN	LOC118459823|XP_035779474.1|AALB
OG0004224	LOC120451544|XP_039491260.1|DSAN	LOC118459822|XP_035779471.1|AALB
OG0004225	LOC120455156|XP_039497001.1|DSAN	LOC118459825|XP_035779478.1|AALB
OG0004226	LOC120453809|XP_039494617.1|DSAN	LOC118468794|XP_035795895.1|AALB
OG0004227	LOC120452295|XP_039492364.1|DSAN	LOC118456743|XP_035773688.1|AALB
OG0004228	LOC120452297|XP_039492366.1|DSAN	LOC118457967|XP_035775902.1|AALB
OG0004229	LOC120444341|XP_039479845.1|DSAN	LOC118461367|XP_035782502.1|AALB
OG0004230	LOC120456167|XP_039498752.1|DSAN	LOC118460091|XP_035780001.1|AALB
OG0004231	LOC120450206|XP_039489007.1|DSAN	LOC118468592|XP_035795439.1|AALB
OG0004232	LOC120450210|XP_039489013.1|DSAN	LOC118468594|XP_035795443.1|AALB
OG0004233	LOC120450208|XP_039489011.1|DSAN	LOC118468593|XP_035795440.1|AALB
OG0004234	LOC120449653|XP_039488184.1|DSAN	LOC118460617|XP_035780952.1|AALB
OG0004235	LOC120457001|XP_039500089.1|DSAN	LOC118458220|XP_035776372.1|AALB
OG0004236	LOC120453156|XP_039493645.1|DSAN	LOC118457709|XP_035775382.1|AALB
OG0004237	LOC120454386|XP_039495563.1|DSAN	LOC118457912|XP_035775802.1|AALB
OG0004238	LOC120453845|XP_039494676.1|DSAN	LOC118461501|XP_035782818.1|AALB
OG0004239	LOC120452435|XP_039492596.1|DSAN	LOC118461504|XP_035782823.1|AALB
OG0004240	LOC120451022|XP_039490281.1|DSAN	LOC118461496|XP_035782813.1|AALB
OG0004241	LOC120454527|XP_039495831.1|DSAN	LOC118458757|XP_035777443.1|AALB
OG0004242	LOC120454221|XP_039495254.1|DSAN	LOC118458758|XP_035777444.1|AALB
OG0004243	LOC120449228|XP_039487533.1|DSAN	LOC118459351|XP_035778527.1|AALB
OG0004244	LOC120451284|XP_039490764.1|DSAN	LOC118459362|XP_035778553.1|AALB
OG0004245	LOC120450402|XP_039489332.1|DSAN	LOC118459361|XP_035778552.1|AALB
OG0004246	LOC120448626|XP_039486677.1|DSAN	LOC118461255|XP_035782263.1|AALB
OG0004247	LOC120454985|XP_039496710.1|DSAN	LOC118459608|XP_035779058.1|AALB
OG0004248	LOC120446101|XP_039482827.1|DSAN	LOC118459611|XP_035779062.1|AALB
OG0004249	LOC120448689|XP_039486771.1|DSAN	LOC118456524|XP_035773261.1|AALB
OG0004250	LOC120451575|XP_039491321.1|DSAN	LOC118456515|XP_035773244.1|AALB
OG0004251	LOC120455750|XP_039498108.1|DSAN	LOC118456508|XP_035773230.1|AALB
OG0004252	LOC120453686|XP_039494440.1|DSAN	LOC118456510|XP_035773237.1|AALB
OG0004253	LOC120453602|XP_039494302.1|DSAN	LOC118458309|XP_035776537.1|AALB
OG0004254	LOC120455848|XP_039498253.1|DSAN	LOC118460179|XP_035780176.1|AALB
OG0004257	LOC120452987|XP_039493422.1|DSAN	LOC118459353|XP_035778530.1|AALB
OG0004258	LOC120454646|XP_039496081.1|DSAN	LOC118458591|XP_035777148.1|AALB
OG0004259	LOC120444964|XP_039480915.1|DSAN	LOC118458594|XP_035777152.1|AALB
OG0004260	LOC120454631|XP_039496043.1|DSAN	LOC118458138|XP_035776219.1|AALB
OG0004261	LOC120454256|XP_039495319.1|DSAN	LOC118458143|XP_035776230.1|AALB
OG0004262	LOC120454302|XP_039495434.1|DSAN	LOC118460021|XP_035779846.1|AALB
OG0004263	LOC120451361|XP_039490931.1|DSAN	LOC118460826|XP_035781362.1|AALB
OG0004264	LOC120450763|XP_039489837.1|DSAN	LOC118461485|XP_035782754.1|AALB
OG0004265	LOC120452489|XP_039492672.1|DSAN	LOC118457290|XP_035774645.1|AALB
OG0004266	LOC120454270|XP_039495367.1|DSAN	LOC118466582|XP_035792035.1|AALB
OG0004267	LOC120451166|XP_039490536.1|DSAN	LOC118466588|XP_035792040.1|AALB
OG0004268	LOC120444557|XP_039480240.1|DSAN	LOC118466380|XP_035791498.1|AALB
OG0004269	LOC120444976|XP_039480931.1|DSAN	LOC118467516|XP_035793964.1|AALB
OG0004270	LOC120448618|XP_039486668.1|DSAN	LOC118464629|XP_035787967.1|AALB
OG0004271	LOC120447148|XP_039484528.1|DSAN	LOC118460020|XP_035779844.1|AALB
OG0004272	LOC120452092|XP_039492100.1|DSAN	LOC118467522|XP_035793977.1|AALB
OG0004273	LOC120454062|XP_039495005.1|DSAN	LOC118467523|XP_035793978.1|AALB
OG0004274	LOC120456408|XP_039499173.1|DSAN	LOC118467745|XP_035794449.1|AALB
OG0004275	LOC120456122|XP_039498685.1|DSAN	LOC118467221|XP_035793363.1|AALB
OG0004276	LOC120450487|XP_039489467.1|DSAN	LOC118464190|XP_035787241.1|AALB
OG0004278	LOC120456496|XP_039499297.1|DSAN	LOC118466567|XP_035792004.1|AALB
OG0004279	LOC120458081|XP_039501531.1|DSAN	LOC118466565|XP_035792001.1|AALB
OG0004280	LOC120455130|XP_039496956.1|DSAN	LOC118466555|XP_035791972.1|AALB
OG0004281	LOC120458096|XP_039501558.1|DSAN	LOC118463300|XP_035785678.1|AALB
OG0004282	LOC120445544|XP_039481951.1|DSAN	LOC118466844|XP_035792559.1|AALB
OG0004283	LOC120445545|XP_039481952.1|DSAN	LOC118466850|XP_035792571.1|AALB
OG0004284	LOC120450586|XP_039489644.1|DSAN	LOC118466876|XP_035792624.1|AALB
OG0004285	LOC120453649|XP_039494376.1|DSAN	LOC118465681|XP_035790004.1|AALB
OG0004286	LOC120448434|XP_039486375.1|DSAN	LOC118466855|XP_035792576.1|AALB
OG0004287	LOC120449187|XP_039487469.1|DSAN	LOC118466860|XP_035792588.1|AALB
OG0004288	LOC120448339|XP_039486236.1|DSAN	LOC118466862|XP_035792591.1|AALB
OG0004289	LOC120447520|XP_039484883.1|DSAN	LOC118464429|XP_035787685.1|AALB
OG0004290	LOC120447133|XP_039484501.1|DSAN	LOC118465571|XP_035789826.1|AALB
OG0004291	LOC120446613|XP_039483592.1|DSAN	LOC118463564|XP_035786096.1|AALB
OG0004292	LOC120448622|XP_039486672.1|DSAN	LOC118464155|XP_035787175.1|AALB
OG0004293	LOC120449049|XP_039487275.1|DSAN	LOC118464157|XP_035787183.1|AALB
OG0004294	LOC120448153|XP_039485924.1|DSAN	LOC118464851|XP_035788445.1|AALB
OG0004295	LOC120448923|XP_039487087.1|DSAN	LOC118462610|XP_035784334.1|AALB
OG0004296	LOC120448992|XP_039487193.1|DSAN	LOC118462614|XP_035784340.1|AALB
OG0004297	LOC120446539|XP_039483489.1|DSAN	LOC118464096|XP_035787058.1|AALB
OG0004298	LOC120451353|XP_039490917.1|DSAN	LOC118463372|XP_035785788.1|AALB
OG0004299	LOC120445966|XP_039482604.1|DSAN	LOC118465907|XP_035790473.1|AALB
OG0004300	LOC120446104|XP_039482829.1|DSAN	LOC118463731|XP_035786418.1|AALB
OG0004301	LOC120448905|XP_039487062.1|DSAN	LOC118463727|XP_035786414.1|AALB
OG0004302	LOC120445767|XP_039482296.1|DSAN	LOC118463171|XP_035785459.1|AALB
OG0004303	LOC120444965|XP_039480919.1|DSAN	LOC118465667|XP_035789980.1|AALB
OG0004304	LOC120446812|XP_039483908.1|DSAN	LOC118465669|XP_035789983.1|AALB
OG0004305	LOC120446964|XP_039484154.1|DSAN	LOC118465727|XP_035790067.1|AALB
OG0004306	LOC120444944|XP_039480881.1|DSAN	LOC118466737|XP_035792312.1|AALB
OG0004307	LOC120446130|XP_039482889.1|DSAN	LOC118465558|XP_035789800.1|AALB
OG0004308	LOC120445792|XP_039482331.1|DSAN	LOC118465562|XP_035789806.1|AALB
OG0004309	LOC120449927|XP_039488554.1|DSAN	LOC118464421|XP_035787673.1|AALB
OG0004310	LOC120458665|XP_039502333.1|DSAN	LOC118466593|XP_035792048.1|AALB
OG0004311	LOC120448646|XP_039486707.1|DSAN	LOC118466258|XP_035791206.1|AALB
OG0004312	LOC120445861|XP_039482437.1|DSAN	LOC118467659|XP_035794297.1|AALB
OG0004313	LOC120458691|XP_039502363.1|DSAN	LOC118467657|XP_035794290.1|AALB
OG0004314	LOC120444829|XP_039480719.1|DSAN	LOC118467441|XP_035793838.1|AALB
OG0004315	LOC120446514|XP_039483456.1|DSAN	LOC118467447|XP_035793843.1|AALB
OG0004316	LOC120458398|XP_039501957.1|DSAN	LOC118465888|XP_035790432.1|AALB
OG0004317	LOC120458404|XP_039501967.1|DSAN	LOC118467212|XP_035793333.1|AALB
OG0004318	LOC120444337|XP_039479829.1|DSAN	LOC118465500|XP_035789698.1|AALB
OG0004319	LOC120446180|XP_039482951.1|DSAN	LOC118463728|XP_035786415.1|AALB
OG0004320	LOC120451468|XP_039491087.1|DSAN	LOC118467139|XP_035793153.1|AALB
OG0004321	LOC120443877|XP_039479194.1|DSAN	LOC118462661|XP_035784446.1|AALB
OG0004322	LOC120453404|XP_039494027.1|DSAN	LOC118464863|XP_035788470.1|AALB
OG0004323	LOC120449738|XP_039488304.1|DSAN	LOC118466012|XP_035790712.1|AALB
OG0004324	LOC120457823|XP_039501257.1|DSAN	LOC118466016|XP_035790721.1|AALB
OG0004325	LOC120445970|XP_039482635.1|DSAN	LOC118466015|XP_035790720.1|AALB
OG0004326	LOC120445969|XP_039482634.1|DSAN	LOC118463619|XP_035786205.1|AALB
OG0004327	LOC120455018|XP_039496776.1|DSAN	LOC118463083|XP_035785243.1|AALB
OG0004328	LOC120446595|XP_039483560.1|DSAN	LOC118467675|XP_035794336.1|AALB
OG0004329	LOC120447115|XP_039484470.1|DSAN	LOC118463193|XP_035785516.1|AALB
OG0004330	LOC120446485|XP_039483423.1|DSAN	LOC118465586|XP_035789848.1|AALB
OG0004331	LOC120458848|XP_039502608.1|DSAN	LOC118466979|XP_035792786.1|AALB
OG0004332	LOC120451189|XP_039490575.1|DSAN	LOC118464740|XP_035788243.1|AALB
OG0004333	LOC120447088|XP_039484426.1|DSAN	LOC118464739|XP_035788242.1|AALB
OG0004334	LOC120457309|XP_039500741.1|DSAN	LOC118463601|XP_035786153.1|AALB
OG0004335	LOC120444799|XP_039480683.1|DSAN	LOC118466330|XP_035791343.1|AALB
OG0004336	LOC120444719|XP_039480531.1|DSAN	LOC118464331|XP_035787540.1|AALB
OG0004337	LOC120445774|XP_039482311.1|DSAN	LOC118466335|XP_035791347.1|AALB
OG0004338	LOC120449970|XP_039488612.1|DSAN	LOC118463655|XP_035786292.1|AALB
OG0004339	LOC120446666|XP_039483671.1|DSAN	LOC118465481|XP_035789676.1|AALB, LOC118465480|XP_035789675.1|AALB
OG0004340	LOC120446665|XP_039483670.1|DSAN	LOC118465479|XP_035789674.1|AALB
OG0004341	LOC120445464|XP_039481843.1|DSAN	LOC118467825|XP_035794608.1|AALB
OG0004342	LOC120445161|XP_039481270.1|DSAN	LOC118466997|XP_035792813.1|AALB
OG0004343	LOC120445162|XP_039481271.1|DSAN	LOC118466999|XP_035792817.1|AALB
OG0004344	LOC120446205|XP_039482990.1|DSAN	LOC118463703|XP_035786384.1|AALB
OG0004345	LOC120445972|XP_039482638.1|DSAN	LOC118463762|XP_035786469.1|AALB
OG0004346	LOC120446091|XP_039482815.1|DSAN	LOC118463387|XP_035785823.1|AALB
OG0004347	LOC120444936|XP_039480871.1|DSAN	LOC118467707|XP_035794384.1|AALB
OG0004348	LOC120446372|XP_039483237.1|DSAN	LOC118465216|XP_035789100.1|AALB
OG0004349	LOC120445944|XP_039482544.1|DSAN	LOC118466061|XP_035790804.1|AALB
OG0004350	LOC120450060|XP_039488768.1|DSAN	LOC118465515|XP_035789726.1|AALB
OG0004351	LOC120446273|XP_039483085.1|DSAN	LOC118465969|XP_035790614.1|AALB
OG0004352	LOC120451195|XP_039490580.1|DSAN	LOC118466373|XP_035791490.1|AALB
OG0004353	LOC120452586|XP_039492809.1|DSAN	LOC118462561|XP_035784243.1|AALB
OG0004354	LOC120451952|XP_039491909.1|DSAN	LOC118462563|XP_035784245.1|AALB
OG0004355	LOC120454327|XP_039495464.1|DSAN	LOC118462912|XP_035784906.1|AALB
OG0004356	LOC120446994|XP_039484228.1|DSAN	LOC118465163|XP_035789014.1|AALB
OG0004357	LOC120446305|XP_039483188.1|DSAN	LOC118467502|XP_035793945.1|AALB
OG0004358	LOC120445420|XP_039481770.1|DSAN	LOC118463739|XP_035786426.1|AALB
OG0004359	LOC120444639|XP_039480391.1|DSAN	LOC118463560|XP_035786089.1|AALB
OG0004360	LOC120449579|XP_039488067.1|DSAN	LOC118464752|XP_035788264.1|AALB
OG0004361	LOC120453226|XP_039493755.1|DSAN	LOC118458930|XP_035777793.1|AALB
OG0004362	LOC120449020|XP_039487234.1|DSAN	LOC118467395|XP_035793751.1|AALB
OG0004363	LOC120454943|XP_039496645.1|DSAN	LOC118458021|XP_035776019.1|AALB
OG0004364	LOC120447150|XP_039484532.1|DSAN	LOC118464724|XP_035788197.1|AALB
OG0004365	LOC120445047|XP_039481096.1|DSAN	LOC118463923|XP_035786773.1|AALB
OG0004366	LOC120458083|XP_039501534.1|DSAN	LOC118460523|XP_035780795.1|AALB
OG0004367	LOC120450443|XP_039489390.1|DSAN	LOC118467421|XP_035793800.1|AALB
OG0004368	LOC120447636|XP_039485077.1|DSAN	LOC118466028|XP_035790741.1|AALB
OG0004369	LOC120443701|XP_039478876.1|DSAN	LOC118465255|XP_035789168.1|AALB
OG0004370	LOC120446857|XP_039483988.1|DSAN	LOC118466847|XP_035792567.1|AALB
OG0004371	LOC120456971|XP_039500052.1|DSAN	LOC118464346|XP_035787559.1|AALB
OG0004372	LOC120446347|XP_039483207.1|DSAN	LOC118463838|XP_035786633.1|AALB
OG0004373	LOC120454675|XP_039496125.1|DSAN	LOC118462769|XP_035784627.1|AALB
OG0004374	LOC120444720|XP_039480532.1|DSAN	LOC118467533|XP_035793995.1|AALB
OG0004375	LOC120449326|XP_039487659.1|DSAN	LOC118467946|XP_035794808.1|AALB
OG0004376	LOC120449428|XP_039487824.1|DSAN	LOC118464257|XP_035787387.1|AALB
OG0004377	LOC120447963|XP_039485588.1|DSAN	LOC118468386|XP_035795042.1|AALB
OG0004378	LOC120444652|XP_039480421.1|DSAN	LOC118462536|XP_035784190.1|AALB
OG0004379	LOC120445069|XP_039481129.1|DSAN	LOC118465511|XP_035789723.1|AALB
OG0004380	LOC120458405|XP_039501968.1|DSAN	LOC118467542|XP_035794033.1|AALB
OG0004381	LOC120452003|XP_039491969.1|DSAN	LOC118465111|XP_035788950.1|AALB
OG0004382	LOC120446868|XP_039484007.1|DSAN	LOC118464348|XP_035787561.1|AALB
OG0004383	LOC120445371|XP_039481686.1|DSAN	LOC118464352|XP_035787569.1|AALB
OG0004384	LOC120445377|XP_039481693.1|DSAN	LOC118464362|XP_035787580.1|AALB
OG0004385	LOC120446538|XP_039483488.1|DSAN	LOC118464357|XP_035787573.1|AALB
OG0004386	LOC120446293|XP_039483121.1|DSAN	LOC118467263|XP_035793439.1|AALB
OG0004387	LOC120447730|XP_039485208.1|DSAN	LOC118467407|XP_035793774.1|AALB
OG0004388	LOC120446614|XP_039483593.1|DSAN	LOC118465066|XP_035788841.1|AALB
OG0004389	LOC120448241|XP_039486080.1|DSAN	LOC118463571|XP_035786104.1|AALB
OG0004390	LOC120449045|XP_039487272.1|DSAN	LOC118464209|XP_035787272.1|AALB
OG0004391	LOC120445483|XP_039481864.1|DSAN	LOC118466802|XP_035792446.1|AALB
OG0004392	LOC120447484|XP_039484814.1|DSAN	LOC118462785|XP_035784665.1|AALB
OG0004393	LOC120445652|XP_039482130.1|DSAN	LOC118467428|XP_035793807.1|AALB
OG0004394	LOC120445818|XP_039482367.1|DSAN	LOC118467780|XP_035794513.1|AALB
OG0004395	LOC120445439|XP_039481805.1|DSAN	LOC118465050|XP_035788826.1|AALB
OG0004396	LOC120458732|XP_039502439.1|DSAN	LOC118466163|XP_035791032.1|AALB
OG0004397	LOC120447151|XP_039484533.1|DSAN	LOC118466164|XP_035791034.1|AALB
OG0004398	LOC120447157|XP_039484543.1|DSAN	LOC118466167|XP_035791039.1|AALB
OG0004399	LOC120447201|XP_039484627.1|DSAN	LOC118466158|XP_035791025.1|AALB
OG0004400	LOC120454572|XP_039495905.1|DSAN	LOC118467967|XP_035794841.1|AALB
OG0004401	LOC120446282|XP_039483102.1|DSAN	LOC118467966|XP_035794840.1|AALB
OG0004402	LOC120444675|XP_039480469.1|DSAN	LOC118467964|XP_035794839.1|AALB
OG0004403	LOC120446043|XP_039482750.1|DSAN	LOC118467462|XP_035793865.1|AALB
OG0004404	LOC120458667|XP_039502338.1|DSAN	LOC118467099|XP_035793038.1|AALB
OG0004405	LOC120449068|XP_039487300.1|DSAN	LOC118463905|XP_035786728.1|AALB
OG0004406	LOC120447630|XP_039485063.1|DSAN	LOC118466102|XP_035790913.1|AALB
OG0004407	LOC120448409|XP_039486343.1|DSAN	LOC118464234|XP_035787311.1|AALB
OG0004408	LOC120448410|XP_039486340.1|DSAN, LOC120448411|XP_039486341.1|DSAN	LOC118463141|XP_035785397.1|AALB
OG0004409	LOC120454828|XP_039496227.1|DSAN	LOC118463375|XP_035785793.1|AALB
OG0004410	LOC120444334|XP_039479824.1|DSAN	LOC118465665|XP_035789976.1|AALB
OG0004412	LOC120450589|XP_039489643.1|DSAN	LOC118464761|XP_035788273.1|AALB
OG0004413	LOC120445618|XP_039482064.1|DSAN	LOC118462968|XP_035785027.1|AALB
OG0004414	LOC120446400|XP_039483274.1|DSAN	LOC118464205|XP_035787261.1|AALB
OG0004415	LOC120444918|XP_039480846.1|DSAN	LOC118465274|XP_035789204.1|AALB
OG0004416	LOC120450870|XP_039490031.1|DSAN	LOC118465782|XP_035790208.1|AALB
OG0004417	LOC120453071|XP_039493531.1|DSAN	LOC118465778|XP_035790196.1|AALB
OG0004418	LOC120445590|XP_039482016.1|DSAN	LOC118465776|XP_035790183.1|AALB
OG0004419	LOC120449609|XP_039488134.1|DSAN	LOC118463528|XP_035786031.1|AALB, LOC118463798|XP_035786543.1|AALB
OG0004420	LOC120446519|XP_039483464.1|DSAN	LOC118466953|XP_035792746.1|AALB
OG0004421	LOC120449519|XP_039487962.1|DSAN	LOC118466825|XP_035792509.1|AALB
OG0004422	LOC120449153|XP_039487423.1|DSAN	LOC118466718|XP_035792276.1|AALB
OG0004424	LOC120444743|XP_039480602.1|DSAN	LOC118462774|XP_035784639.1|AALB
OG0004425	LOC120447953|XP_039485574.1|DSAN	LOC118462776|XP_035784642.1|AALB
OG0004426	LOC120450445|XP_039489393.1|DSAN	LOC118462778|XP_035784646.1|AALB
OG0004427	LOC120448058|XP_039485742.1|DSAN	LOC118462902|XP_035784893.1|AALB
OG0004428	LOC120453904|XP_039494765.1|DSAN	LOC118463629|XP_035786229.1|AALB
OG0004429	LOC120450538|XP_039489571.1|DSAN	LOC118467252|XP_035793427.1|AALB
OG0004430	LOC120447994|XP_039485625.1|DSAN	LOC118465144|XP_035788976.1|AALB
OG0004431	LOC120451235|XP_039490663.1|DSAN	LOC118465686|XP_035790010.1|AALB
OG0004432	LOC120451234|XP_039490662.1|DSAN	LOC118465678|XP_035790002.1|AALB
OG0004433	LOC120448660|XP_039486729.1|DSAN	LOC118465334|XP_035789371.1|AALB
OG0004434	LOC120447154|XP_039484540.1|DSAN	LOC118461056|XP_035781839.1|AALB
OG0004435	LOC120444484|XP_039480098.1|DSAN	LOC118467926|XP_035794775.1|AALB
OG0004436	LOC120444428|XP_039480001.1|DSAN	LOC118466574|XP_035792013.1|AALB
OG0004437	LOC120446647|XP_039483652.1|DSAN	LOC118465425|XP_035789547.1|AALB
OG0004438	LOC120445374|XP_039481690.1|DSAN	LOC118467297|XP_035793507.1|AALB
OG0004439	LOC120444343|XP_039479850.1|DSAN	LOC118467296|XP_035793506.1|AALB
OG0004440	LOC120446040|XP_039482737.1|DSAN	LOC118465973|XP_035790626.1|AALB
OG0004441	LOC120458483|XP_039502078.1|DSAN	LOC118464984|XP_035788714.1|AALB
OG0004442	LOC120445109|XP_039481187.1|DSAN	LOC118463797|XP_035786539.1|AALB
OG0004443	LOC120449146|XP_039487415.1|DSAN	LOC118464501|XP_035787829.1|AALB
OG0004444	LOC120446858|XP_039483991.1|DSAN	LOC118467310|XP_035793537.1|AALB
OG0004445	LOC120444527|XP_039480208.1|DSAN	LOC118463082|XP_035785238.1|AALB
OG0004446	LOC120453824|XP_039494643.1|DSAN	LOC118464678|XP_035788088.1|AALB
OG0004447	LOC120451663|XP_039491472.1|DSAN	LOC118466955|XP_035792748.1|AALB
OG0004448	LOC120446486|XP_039483425.1|DSAN	LOC118467423|XP_035793802.1|AALB
OG0004449	LOC120450254|XP_039489075.1|DSAN	LOC118465152|XP_035788990.1|AALB
OG0004450	LOC120446807|XP_039483903.1|DSAN	LOC118463059|XP_035785205.1|AALB
OG0004451	LOC120445931|XP_039482526.1|DSAN	LOC118466867|XP_035792604.1|AALB
OG0004452	LOC120446533|XP_039483480.1|DSAN	LOC118466870|XP_035792610.1|AALB
OG0004453	LOC120447001|XP_039484239.1|DSAN	LOC118466864|XP_035792593.1|AALB
OG0004454	LOC120451202|XP_039490588.1|DSAN	LOC118463444|XP_035785921.1|AALB
OG0004455	LOC120448851|XP_039486992.1|DSAN	LOC118467943|XP_035794805.1|AALB
OG0004456	LOC120456285|XP_039498960.1|DSAN	LOC118464247|XP_035787342.1|AALB
OG0004457	LOC120448627|XP_039486678.1|DSAN	LOC118464248|XP_035787343.1|AALB
OG0004458	LOC120449300|XP_039487625.1|DSAN	LOC118467298|XP_035793508.1|AALB
OG0004459	LOC120450212|XP_039489017.1|DSAN	LOC118463336|XP_035785741.1|AALB
OG0004460	LOC120450256|XP_039489080.1|DSAN	LOC118462723|XP_035784560.1|AALB
OG0004461	LOC120449017|XP_039487228.1|DSAN	LOC118462716|XP_035784548.1|AALB
OG0004462	LOC120449443|XP_039487850.1|DSAN	LOC118465821|XP_035790300.1|AALB
OG0004463	LOC120448733|XP_039486842.1|DSAN	LOC118465825|XP_035790305.1|AALB
OG0004464	LOC120450177|XP_039488969.1|DSAN	LOC118465818|XP_035790290.1|AALB
OG0004465	LOC120448344|XP_039486240.1|DSAN	LOC118465330|XP_035789368.1|AALB
OG0004466	LOC120449759|XP_039488329.1|DSAN	LOC118465095|XP_035788899.1|AALB
OG0004467	LOC120448856|XP_039486997.1|DSAN	LOC118465193|XP_035789053.1|AALB
OG0004468	LOC120448855|XP_039486996.1|DSAN	LOC118466315|XP_035791320.1|AALB
OG0004469	LOC120449190|XP_039487478.1|DSAN	LOC118466325|XP_035791332.1|AALB
OG0004470	LOC120445247|XP_039481455.1|DSAN	LOC118467775|XP_035794500.1|AALB
OG0004471	LOC120451612|XP_039491386.1|DSAN	LOC118465575|XP_035789831.1|AALB
OG0004472	LOC120458210|XP_039501721.1|DSAN	LOC118466501|XP_035791822.1|AALB
OG0004473	LOC120445983|XP_039482649.1|DSAN	LOC118466500|XP_035791821.1|AALB
OG0004474	LOC120445982|XP_039482648.1|DSAN	LOC118466499|XP_035791820.1|AALB
OG0004475	LOC120454672|XP_039496122.1|DSAN	LOC118465237|XP_035789143.1|AALB
OG0004477	LOC120448079|XP_039485789.1|DSAN	LOC118465984|XP_035790657.1|AALB
OG0004478	LOC120444922|XP_039480853.1|DSAN	LOC118465977|XP_035790631.1|AALB
OG0004479	LOC120445418|XP_039481768.1|DSAN	LOC118466557|XP_035791992.1|AALB
OG0004480	LOC120455185|XP_039497057.1|DSAN	LOC118463222|XP_035785565.1|AALB
OG0004481	LOC120447004|XP_039484244.1|DSAN	LOC118464201|XP_035787253.1|AALB
OG0004482	LOC120453406|XP_039494030.1|DSAN	LOC118465315|XP_035789329.1|AALB
OG0004483	LOC120444800|XP_039480681.1|DSAN	LOC118458597|XP_035777165.1|AALB
OG0004484	LOC120452391|XP_039492540.1|DSAN	LOC118456845|XP_035773834.1|AALB
OG0004485	LOC120455288|XP_039497261.1|DSAN	LOC118468398|XP_035795055.1|AALB
OG0004486	LOC120447106|XP_039484451.1|DSAN	LOC118465735|XP_035790089.1|AALB
