Orthogroup	DSAN.longest_only	HILL.longest_only
OG0003416	LOC120452866|XP_039493244.1|DSAN	LOC119652004|XP_037911862.1|HILL
OG0003417	LOC120453078|XP_039493539.1|DSAN	LOC119652831|XP_037913088.1|HILL
OG0003418	LOC120451148|XP_039490509.1|DSAN	LOC119650799|XP_037909865.1|HILL
OG0003419	LOC120454126|XP_039495099.1|DSAN	LOC119652533|XP_037912663.1|HILL
OG0003420	LOC120454124|XP_039495096.1|DSAN	LOC119651963|XP_037911753.1|HILL
OG0003421	LOC120454552|XP_039495867.1|DSAN	LOC119650601|XP_037909386.1|HILL
OG0003422	LOC120454567|XP_039495896.1|DSAN	LOC119651549|XP_037911110.1|HILL
OG0003423	LOC120446922|XP_039484098.1|DSAN	LOC119646828|XP_037903375.1|HILL
OG0003424	LOC120450895|XP_039490070.1|DSAN	LOC119657716|XP_037920687.1|HILL
OG0003425	LOC120453856|XP_039494695.1|DSAN	LOC119657583|XP_037920490.1|HILL
OG0003426	LOC120451319|XP_039490823.1|DSAN	LOC119657285|XP_037920058.1|HILL
OG0003427	LOC120451666|XP_039491475.1|DSAN	LOC119658063|XP_037921244.1|HILL
OG0003428	LOC120449535|XP_039487989.1|DSAN	LOC119648404|XP_037906074.1|HILL
OG0003429	LOC120445435|XP_039481800.1|DSAN	LOC119655193|XP_037916890.1|HILL
OG0003430	LOC120454869|XP_039496358.1|DSAN	LOC119660898|XP_037925762.1|HILL
OG0003431	LOC120454369|XP_039495532.1|DSAN	LOC119659016|XP_037922831.1|HILL
OG0003432	LOC120452984|XP_039493414.1|DSAN	LOC119651868|XP_037911603.1|HILL
OG0003433	LOC120451816|XP_039491713.1|DSAN	LOC119651061|XP_037910321.1|HILL
OG0003434	LOC120455132|XP_039496964.1|DSAN	LOC119658515|XP_037921916.1|HILL
OG0003435	LOC120454701|XP_039496171.1|DSAN	LOC119652916|XP_037913226.1|HILL
OG0003436	LOC120451446|XP_039491056.1|DSAN	LOC119660214|XP_037924578.1|HILL
OG0003437	LOC120451443|XP_039491054.1|DSAN	LOC119659014|XP_037922826.1|HILL
OG0003438	LOC120452132|XP_039492150.1|DSAN	LOC119659337|XP_037923307.1|HILL
OG0003439	LOC120453398|XP_039494020.1|DSAN	LOC119650889|XP_037909992.1|HILL
OG0003440	LOC120454188|XP_039495203.1|DSAN	LOC119651223|XP_037910606.1|HILL
OG0003441	LOC120452964|XP_039493394.1|DSAN	LOC119652208|XP_037912076.1|HILL
OG0003442	LOC120453944|XP_039494824.1|DSAN	LOC119657660|XP_037920615.1|HILL
OG0003443	LOC120449604|XP_039488106.1|DSAN	LOC119652006|XP_037911864.1|HILL
OG0003444	LOC120449623|XP_039488140.1|DSAN	LOC119649316|XP_037907346.1|HILL
OG0003445	LOC120457296|XP_039500711.1|DSAN	LOC119657969|XP_037921107.1|HILL
OG0003446	LOC120455575|XP_039497874.1|DSAN	LOC119657721|XP_037920692.1|HILL
OG0003447	LOC120454907|XP_039496524.1|DSAN	LOC119660861|XP_037925684.1|HILL
OG0003448	LOC120450752|XP_039489809.1|DSAN	LOC119659842|XP_037924068.1|HILL
OG0003449	LOC120451246|XP_039490695.1|DSAN	LOC119660233|XP_037924607.1|HILL
OG0003451	LOC120450940|XP_039490141.1|DSAN	LOC119657862|XP_037920915.1|HILL
OG0003452	LOC120450938|XP_039490139.1|DSAN	LOC119651808|XP_037911524.1|HILL
OG0003453	LOC120449978|XP_039488620.1|DSAN	LOC119659361|XP_037923340.1|HILL
OG0003454	LOC120452830|XP_039493174.1|DSAN	LOC119650117|XP_037908570.1|HILL
OG0003455	LOC120452448|XP_039492612.1|DSAN	LOC119652490|XP_037912600.1|HILL
OG0003456	LOC120444463|XP_039480067.1|DSAN	LOC119660738|XP_037925366.1|HILL
OG0003457	LOC120451949|XP_039491904.1|DSAN	LOC119660350|XP_037924774.1|HILL
OG0003458	LOC120452814|XP_039493151.1|DSAN	LOC119659037|XP_037922860.1|HILL
OG0003459	LOC120451648|XP_039491448.1|DSAN	LOC119659655|XP_037923791.1|HILL
OG0003460	LOC120451197|XP_039490582.1|DSAN	LOC119647801|XP_037904945.1|HILL
OG0003461	LOC120450800|XP_039489900.1|DSAN	LOC119659646|XP_037923776.1|HILL
OG0003462	LOC120449570|XP_039488056.1|DSAN	LOC119653233|XP_037913750.1|HILL
OG0003463	LOC120452507|XP_039492693.1|DSAN	LOC119657457|XP_037920300.1|HILL
OG0003464	LOC120452581|XP_039492799.1|DSAN	LOC119657069|XP_037919751.1|HILL
OG0003465	LOC120451247|XP_039490696.1|DSAN	LOC119659382|XP_037923370.1|HILL
OG0003466	LOC120452246|XP_039492307.1|DSAN	LOC119652806|XP_037913058.1|HILL
OG0003467	LOC120452202|XP_039492255.1|DSAN	LOC119650628|XP_037909462.1|HILL
OG0003468	LOC120452369|XP_039492494.1|DSAN	LOC119653241|XP_037913768.1|HILL
OG0003469	LOC120453652|XP_039494380.1|DSAN	LOC119650622|XP_037909440.1|HILL
OG0003470	LOC120451746|XP_039491600.1|DSAN	LOC119652260|XP_037912169.1|HILL
OG0003471	LOC120446881|XP_039484024.1|DSAN	LOC119661386|XP_037926636.1|HILL
OG0003472	LOC120445038|XP_039481064.1|DSAN	LOC119654164|XP_037915258.1|HILL
OG0003473	LOC120455811|XP_039498209.1|DSAN	LOC119653239|XP_037913766.1|HILL
OG0003474	LOC120451825|XP_039491729.1|DSAN	LOC119651139|XP_037910462.1|HILL
OG0003475	LOC120454131|XP_039495112.1|DSAN	LOC119651746|XP_037911404.1|HILL
OG0003476	LOC120454835|XP_039496246.1|DSAN	LOC119661006|XP_037926063.1|HILL
OG0003477	LOC120453900|XP_039494757.1|DSAN	LOC119651004|XP_037910218.1|HILL
OG0003478	LOC120451174|XP_039490545.1|DSAN	LOC119651335|XP_037910809.1|HILL
OG0003479	LOC120452790|XP_039493116.1|DSAN	LOC119651586|XP_037911154.1|HILL
OG0003480	LOC120452885|XP_039493274.1|DSAN	LOC119651680|XP_037911307.1|HILL
OG0003481	LOC120453433|XP_039494074.1|DSAN	LOC119651469|XP_037911005.1|HILL
OG0003482	LOC120452095|XP_039492104.1|DSAN	LOC119652965|XP_037913291.1|HILL
OG0003484	LOC120452796|XP_039493125.1|DSAN	LOC119659443|XP_037923456.1|HILL
OG0003485	LOC120454210|XP_039495240.1|DSAN	LOC119652408|XP_037912449.1|HILL
OG0003486	LOC120453739|XP_039494505.1|DSAN	LOC119652568|XP_037912709.1|HILL
OG0003487	LOC120454564|XP_039495892.1|DSAN	LOC119653066|XP_037913472.1|HILL
OG0003488	LOC120451046|XP_039490335.1|DSAN	LOC119653262|XP_037913797.1|HILL
OG0003489	LOC120451183|XP_039490558.1|DSAN	LOC119650702|XP_037909618.1|HILL
OG0003490	LOC120451057|XP_039490347.1|DSAN	LOC119653039|XP_037913423.1|HILL
OG0003491	LOC120453463|XP_039494114.1|DSAN	LOC119652845|XP_037913110.1|HILL
OG0003492	LOC120453963|XP_039494847.1|DSAN	LOC119651678|XP_037911303.1|HILL
OG0003493	LOC120452959|XP_039493383.1|DSAN	LOC119652709|XP_037912918.1|HILL
OG0003494	LOC120452481|XP_039492663.1|DSAN	LOC119652966|XP_037913292.1|HILL
OG0003495	LOC120444473|XP_039480085.1|DSAN	LOC119652243|XP_037912145.1|HILL
OG0003496	LOC120452561|XP_039492775.1|DSAN	LOC119652477|XP_037912574.1|HILL
OG0003497	LOC120452040|XP_039492026.1|DSAN	LOC119647806|XP_037904953.1|HILL
OG0003498	LOC120448286|XP_039486151.1|DSAN	LOC119658034|XP_037921194.1|HILL
OG0003499	LOC120452787|XP_039493113.1|DSAN	LOC119652370|XP_037912395.1|HILL, LOC119651272|XP_037910704.1|HILL
OG0003500	LOC120446808|XP_039483904.1|DSAN	LOC119650922|XP_037910076.1|HILL
OG0003501	LOC120451983|XP_039491945.1|DSAN	LOC119657030|XP_037919711.1|HILL
OG0003502	LOC120453563|XP_039494250.1|DSAN	LOC119657606|XP_037920531.1|HILL
OG0003503	LOC120451150|XP_039490511.1|DSAN	LOC119657362|XP_037920168.1|HILL
OG0003504	LOC120451261|XP_039490723.1|DSAN	LOC119652624|XP_037912796.1|HILL
OG0003506	LOC120450961|XP_039490182.1|DSAN	LOC119651895|XP_037911645.1|HILL
OG0003507	LOC120452085|XP_039492083.1|DSAN	LOC119646429|XP_037902805.1|HILL
OG0003508	LOC120447569|XP_039484963.1|DSAN	LOC119650892|XP_037909997.1|HILL
OG0003509	LOC120453745|XP_039494511.1|DSAN	LOC119651951|XP_037911733.1|HILL
OG0003510	LOC120450966|XP_039490191.1|DSAN	LOC119652949|XP_037913268.1|HILL
OG0003511	LOC120450965|XP_039490189.1|DSAN	LOC119652234|XP_037912126.1|HILL
OG0003512	LOC120453153|XP_039493643.1|DSAN	LOC119651376|XP_037910879.1|HILL
OG0003513	LOC120454232|XP_039495269.1|DSAN	LOC119646670|XP_037903128.1|HILL
OG0003514	LOC120453609|XP_039494318.1|DSAN	LOC119651700|XP_037911340.1|HILL
OG0003515	LOC120446154|XP_039482917.1|DSAN	LOC119655893|XP_037917967.1|HILL
OG0003516	LOC120451972|XP_039491932.1|DSAN	LOC119656754|XP_037919245.1|HILL
OG0003517	LOC120451204|XP_039490591.1|DSAN	LOC119651306|XP_037910761.1|HILL
OG0003518	LOC120453714|XP_039494471.1|DSAN	LOC119652613|XP_037912778.1|HILL
OG0003519	LOC120448692|XP_039486776.1|DSAN	LOC119647418|XP_037904232.1|HILL
OG0003520	LOC120450608|XP_039489677.1|DSAN	LOC119648033|XP_037905386.1|HILL
OG0003521	LOC120448216|XP_039486029.1|DSAN	LOC119647846|XP_037905031.1|HILL
OG0003522	LOC120443992|XP_039479402.1|DSAN	LOC119658674|XP_037922164.1|HILL
OG0003523	LOC120444472|XP_039480083.1|DSAN	LOC119658885|XP_037922600.1|HILL
OG0003524	LOC120455759|XP_039498131.1|DSAN	LOC119658669|XP_037922150.1|HILL
OG0003525	LOC120444326|XP_039479810.1|DSAN	LOC119659028|XP_037922851.1|HILL
OG0003526	LOC120452044|XP_039492030.1|DSAN	LOC119650225|XP_037908730.1|HILL
OG0003527	LOC120444083|XP_039479537.1|DSAN	LOC119659063|XP_037922901.1|HILL
OG0003529	LOC120444136|XP_039479636.1|DSAN	LOC119649979|XP_037908349.1|HILL
OG0003530	LOC120449766|XP_039488338.1|DSAN	LOC119650030|XP_037908438.1|HILL
OG0003531	LOC120450744|XP_039489801.1|DSAN	LOC119647868|XP_037905066.1|HILL
OG0003532	LOC120450245|XP_039489066.1|DSAN	LOC119648107|XP_037905550.1|HILL
OG0003533	LOC120448919|XP_039487076.1|DSAN	LOC119649893|XP_037908211.1|HILL
OG0003534	LOC120448274|XP_039486136.1|DSAN	LOC119648666|XP_037906376.1|HILL
OG0003535	LOC120450326|XP_039489223.1|DSAN	LOC119650201|XP_037908695.1|HILL, LOC119648159|XP_037905662.1|HILL
OG0003536	LOC120444902|XP_039480830.1|DSAN	LOC119661484|XP_037926776.1|HILL
OG0003537	LOC120446349|XP_039483210.1|DSAN	LOC119646897|XP_037903483.1|HILL
OG0003538	LOC120445735|XP_039482239.1|DSAN	LOC119652914|XP_037913229.1|HILL
OG0003539	LOC120445147|XP_039481241.1|DSAN	LOC119648706|XP_037906445.1|HILL
OG0003540	LOC120449086|XP_039487324.1|DSAN	LOC119649320|XP_037907350.1|HILL
OG0003541	LOC120451333|XP_039490844.1|DSAN	LOC119647207|XP_037903957.1|HILL
OG0003542	LOC120443968|XP_039479368.1|DSAN	LOC119652240|XP_037912146.1|HILL
OG0003543	LOC120455108|XP_039496928.1|DSAN	LOC119646542|XP_037902942.1|HILL
OG0003544	LOC120449191|XP_039487479.1|DSAN	LOC119648222|XP_037905762.1|HILL
OG0003545	LOC120448532|XP_039486507.1|DSAN	LOC119651882|XP_037911633.1|HILL, LOC119650413|XP_037909126.1|HILL
OG0003546	LOC120448681|XP_039486754.1|DSAN	LOC119647861|XP_037905058.1|HILL
OG0003548	LOC120443758|XP_039478959.1|DSAN	LOC119650945|XP_037910107.1|HILL
OG0003549	LOC120453647|XP_039494378.1|DSAN	LOC119651463|XP_037911002.1|HILL
OG0003550	LOC120450727|XP_039489800.1|DSAN	LOC119660126|XP_037924449.1|HILL
OG0003551	LOC120444840|XP_039480731.1|DSAN	LOC119659303|XP_037923244.1|HILL
OG0003552	LOC120457812|XP_039501243.1|DSAN	LOC119660322|XP_037924726.1|HILL
OG0003553	LOC120450138|XP_039488941.1|DSAN	LOC119659538|XP_037923607.1|HILL
OG0003554	LOC120449868|XP_039488461.1|DSAN	LOC119648300|XP_037905887.1|HILL
OG0003555	LOC120449942|XP_039488577.1|DSAN	LOC119647756|XP_037904802.1|HILL
OG0003556	LOC120450591|XP_039489646.1|DSAN	LOC119649946|XP_037908292.1|HILL
OG0003557	LOC120450592|XP_039489648.1|DSAN	LOC119649667|XP_037907855.1|HILL
OG0003558	LOC120450125|XP_039488880.1|DSAN	LOC119647574|XP_037904502.1|HILL
OG0003559	LOC120448050|XP_039485728.1|DSAN	LOC119647454|XP_037904314.1|HILL
OG0003560	LOC120449485|XP_039487896.1|DSAN	LOC119650162|XP_037908637.1|HILL
OG0003561	LOC120444409|XP_039479964.1|DSAN	LOC119650440|XP_037909199.1|HILL
OG0003562	LOC120446918|XP_039484093.1|DSAN	LOC119654114|XP_037915214.1|HILL
OG0003563	LOC120451836|XP_039491746.1|DSAN	LOC119654144|XP_037915237.1|HILL
OG0003564	LOC120447563|XP_039484953.1|DSAN	LOC119648194|XP_037905713.1|HILL
OG0003565	LOC120448945|XP_039487125.1|DSAN	LOC119650148|XP_037908613.1|HILL
OG0003566	LOC120450851|XP_039489995.1|DSAN	LOC119653051|XP_037913448.1|HILL
OG0003567	LOC120447248|XP_039484707.1|DSAN	LOC119651795|XP_037911506.1|HILL
OG0003568	LOC120444124|XP_039479613.1|DSAN	LOC119661554|XP_037926873.1|HILL
OG0003569	LOC120447833|XP_039485371.1|DSAN	LOC119650442|XP_037909213.1|HILL
OG0003570	LOC120458769|XP_039502477.1|DSAN	LOC119648738|XP_037906488.1|HILL
OG0003571	LOC120449371|XP_039487736.1|DSAN	LOC119650251|XP_037908769.1|HILL
OG0003572	LOC120446905|XP_039484064.1|DSAN	LOC119661342|XP_037926571.1|HILL
OG0003573	LOC120444344|XP_039479851.1|DSAN	LOC119647162|XP_037903894.1|HILL
OG0003574	LOC120449229|XP_039487534.1|DSAN	LOC119650001|XP_037908391.1|HILL
OG0003575	LOC120448245|XP_039486088.1|DSAN	LOC119649147|XP_037907087.1|HILL
OG0003576	LOC120449044|XP_039487269.1|DSAN	LOC119649285|XP_037907305.1|HILL
OG0003578	LOC120450273|XP_039489123.1|DSAN	LOC119661777|XP_037927182.1|HILL
OG0003579	LOC120444614|XP_039480330.1|DSAN	LOC119647093|XP_037903791.1|HILL
OG0003580	LOC120445180|XP_039481326.1|DSAN	LOC119646297|XP_037902639.1|HILL
OG0003581	LOC120450410|XP_039489347.1|DSAN	LOC119650358|XP_037908969.1|HILL
OG0003582	LOC120448482|XP_039486445.1|DSAN	LOC119647617|XP_037904584.1|HILL
OG0003583	LOC120445678|XP_039482171.1|DSAN	LOC119646653|XP_037903099.1|HILL
OG0003584	LOC120457510|XP_039500996.1|DSAN	LOC119655981|XP_037918148.1|HILL
OG0003585	LOC120450063|XP_039488769.1|DSAN	LOC119650093|XP_037908538.1|HILL
OG0003586	LOC120454918|XP_039496582.1|DSAN	LOC119660832|XP_037925630.1|HILL
OG0003587	LOC120447703|XP_039485169.1|DSAN	LOC119648038|XP_037905392.1|HILL
OG0003588	LOC120451691|XP_039491520.1|DSAN	LOC119647638|XP_037904628.1|HILL
OG0003589	LOC120445942|XP_039482542.1|DSAN	LOC119646675|XP_037903134.1|HILL
OG0003590	LOC120447572|XP_039484968.1|DSAN	LOC119648069|XP_037905471.1|HILL, LOC119648068|XP_037905470.1|HILL
OG0003591	LOC120447908|XP_039485491.1|DSAN	LOC119647582|XP_037904518.1|HILL
OG0003592	LOC120448320|XP_039486201.1|DSAN	LOC119648408|XP_037906086.1|HILL
OG0003593	LOC120450512|XP_039489509.1|DSAN	LOC119647524|XP_037904422.1|HILL
OG0003594	LOC120447605|XP_039485010.1|DSAN	LOC119648534|XP_037906230.1|HILL
OG0003595	LOC120446082|XP_039482799.1|DSAN	LOC119657911|XP_037921026.1|HILL
OG0003596	LOC120446060|XP_039482773.1|DSAN	LOC119654491|XP_037915846.1|HILL
OG0003597	LOC120444848|XP_039480746.1|DSAN	LOC119649614|XP_037907766.1|HILL
OG0003598	LOC120449224|XP_039487530.1|DSAN	LOC119648329|XP_037905949.1|HILL
OG0003599	LOC120458025|XP_039501464.1|DSAN	LOC119648798|XP_037906570.1|HILL
OG0003600	LOC120449363|XP_039487714.1|DSAN	LOC119650367|XP_037908991.1|HILL
OG0003601	LOC120458175|XP_039501670.1|DSAN	LOC119660571|XP_037925154.1|HILL
OG0003602	LOC120445080|XP_039481139.1|DSAN	LOC119652254|XP_037912165.1|HILL
OG0003603	LOC120449574|XP_039488062.1|DSAN	LOC119648988|XP_037906840.1|HILL
OG0003604	LOC120447096|XP_039484436.1|DSAN	LOC119651098|XP_037910383.1|HILL
OG0003605	LOC120451523|XP_039491226.1|DSAN	LOC119652258|XP_037912167.1|HILL
OG0003606	LOC120446947|XP_039484133.1|DSAN	LOC119655875|XP_037917937.1|HILL
OG0003607	LOC120444756|XP_039480618.1|DSAN	LOC119660844|XP_037925670.1|HILL
OG0003608	LOC120447966|XP_039485591.1|DSAN	LOC119649627|XP_037907790.1|HILL
OG0003609	LOC120454847|XP_039496290.1|DSAN	LOC119656866|XP_037919453.1|HILL
OG0003610	LOC120448940|XP_039487118.1|DSAN	LOC119650323|XP_037908907.1|HILL
OG0003611	LOC120450295|XP_039489160.1|DSAN	LOC119649039|XP_037906927.1|HILL
OG0003612	LOC120446739|XP_039483797.1|DSAN	LOC119658898|XP_037922627.1|HILL
OG0003613	LOC120450696|XP_039489748.1|DSAN	LOC119646274|XP_037902611.1|HILL
OG0003614	LOC120450712|XP_039489749.1|DSAN	LOC119646275|XP_037902612.1|HILL
OG0003615	LOC120444549|XP_039480233.1|DSAN	LOC119652826|XP_037913085.1|HILL
OG0003616	LOC120444541|XP_039480224.1|DSAN	LOC119659685|XP_037923851.1|HILL
OG0003617	LOC120446865|XP_039484001.1|DSAN	LOC119648231|XP_037905783.1|HILL
OG0003618	LOC120446861|XP_039483994.1|DSAN	LOC119648203|XP_037905737.1|HILL
OG0003619	LOC120445367|XP_039481674.1|DSAN	LOC119659456|XP_037923472.1|HILL
OG0003620	LOC120445756|XP_039482272.1|DSAN	LOC119649305|XP_037907332.1|HILL
OG0003621	LOC120450291|XP_039489155.1|DSAN	LOC119647982|XP_037905283.1|HILL
OG0003622	LOC120450288|XP_039489140.1|DSAN	LOC119647912|XP_037905160.1|HILL
OG0003623	LOC120446495|XP_039483437.1|DSAN	LOC119646515|XP_037902899.1|HILL
OG0003624	LOC120445432|XP_039481796.1|DSAN	LOC119660118|XP_037924440.1|HILL
OG0003625	LOC120449178|XP_039487458.1|DSAN	LOC119661612|XP_037926957.1|HILL
OG0003626	LOC120445925|XP_039482518.1|DSAN	LOC119655118|XP_037916771.1|HILL
OG0003627	LOC120446955|XP_039484142.1|DSAN	LOC119651542|XP_037911102.1|HILL
OG0003628	LOC120444053|XP_039479491.1|DSAN	LOC119661667|XP_037927030.1|HILL
OG0003629	LOC120445339|XP_039481609.1|DSAN	LOC119661464|XP_037926753.1|HILL
OG0003630	LOC120444528|XP_039480209.1|DSAN	LOC119647076|XP_037903761.1|HILL
OG0003631	LOC120448265|XP_039486121.1|DSAN	LOC119649613|XP_037907761.1|HILL
OG0003632	LOC120449894|XP_039488510.1|DSAN	LOC119649869|XP_037908168.1|HILL
OG0003633	LOC120444467|XP_039480073.1|DSAN	LOC119647141|XP_037903862.1|HILL
OG0003634	LOC120448450|XP_039486400.1|DSAN	LOC119648061|XP_037905456.1|HILL
OG0003635	LOC120448531|XP_039486506.1|DSAN	LOC119648090|XP_037905510.1|HILL
OG0003636	LOC120444164|XP_039479680.1|DSAN	LOC119646528|XP_037902920.1|HILL
OG0003637	LOC120447110|XP_039484465.1|DSAN	LOC119646606|XP_037903035.1|HILL
OG0003638	LOC120450547|XP_039489585.1|DSAN	LOC119647902|XP_037905137.1|HILL
OG0003639	LOC120450022|XP_039488697.1|DSAN	LOC119647903|XP_037905138.1|HILL
OG0003640	LOC120446290|XP_039483116.1|DSAN	LOC119650811|XP_037909876.1|HILL
OG0003641	LOC120445058|XP_039481117.1|DSAN	LOC119659461|XP_037923475.1|HILL
OG0003642	LOC120457373|XP_039500847.1|DSAN	LOC119658899|XP_037922628.1|HILL
OG0003643	LOC120446890|XP_039484041.1|DSAN	LOC119659330|XP_037923302.1|HILL
OG0003644	LOC120457493|XP_039500982.1|DSAN	LOC119650760|XP_037909784.1|HILL
OG0003645	LOC120449758|XP_039488328.1|DSAN	LOC119649126|XP_037907059.1|HILL
OG0003646	LOC120448368|XP_039486271.1|DSAN	LOC119650095|XP_037908541.1|HILL
OG0003647	LOC120448233|XP_039486067.1|DSAN	LOC119649127|XP_037907060.1|HILL
OG0003648	LOC120456884|XP_039499917.1|DSAN	LOC119648456|XP_037906141.1|HILL
OG0003649	LOC120453680|XP_039494429.1|DSAN	LOC119649738|XP_037907948.1|HILL
OG0003650	LOC120455961|XP_039498439.1|DSAN	LOC119649737|XP_037907947.1|HILL
OG0003651	LOC120453595|XP_039494291.1|DSAN	LOC119650134|XP_037908593.1|HILL
OG0003652	LOC120448268|XP_039486126.1|DSAN	LOC119647918|XP_037905170.1|HILL
OG0003653	LOC120450550|XP_039489589.1|DSAN	LOC119650009|XP_037908405.1|HILL
OG0003654	LOC120450350|XP_039489258.1|DSAN	LOC119648153|XP_037905652.1|HILL
OG0003656	LOC120448003|XP_039485650.1|DSAN	LOC119648132|XP_037905596.1|HILL
OG0003657	LOC120449090|XP_039487332.1|DSAN	LOC119647928|XP_037905188.1|HILL
OG0003658	LOC120453977|XP_039494863.1|DSAN, LOC120454491|XP_039495771.1|DSAN	LOC119657312|XP_037920102.1|HILL
OG0003659	LOC120449619|XP_039488137.1|DSAN	LOC119648133|XP_037905604.1|HILL
OG0003660	LOC120450303|XP_039489175.1|DSAN	LOC119649046|XP_037906946.1|HILL
OG0003661	LOC120450094|XP_039488822.1|DSAN	LOC119647734|XP_037904769.1|HILL
OG0003662	LOC120450636|XP_039489720.1|DSAN	LOC119648245|XP_037905810.1|HILL
OG0003663	LOC120447926|XP_039485519.1|DSAN	LOC119648224|XP_037905768.1|HILL
OG0003664	LOC120447917|XP_039485503.1|DSAN	LOC119648208|XP_037905741.1|HILL
OG0003665	LOC120458635|XP_039502293.1|DSAN	LOC119647053|XP_037903739.1|HILL
OG0003666	LOC120443950|XP_039479332.1|DSAN	LOC119661356|XP_037926590.1|HILL
OG0003667	LOC120449898|XP_039488515.1|DSAN	LOC119650434|XP_037909181.1|HILL
OG0003668	LOC120453669|XP_039494425.1|DSAN	LOC119658728|XP_037922319.1|HILL
OG0003669	LOC120446229|XP_039483030.1|DSAN	LOC119651454|XP_037910990.1|HILL
OG0003670	LOC120446224|XP_039483024.1|DSAN	LOC119651443|XP_037910979.1|HILL
OG0003671	LOC120444586|XP_039480283.1|DSAN	LOC119652275|XP_037912197.1|HILL
OG0003672	LOC120450740|XP_039489792.1|DSAN	LOC119659436|XP_037923446.1|HILL
OG0003673	LOC120445104|XP_039481180.1|DSAN	LOC119650978|XP_037910172.1|HILL
OG0003674	LOC120444892|XP_039480812.1|DSAN	LOC119657436|XP_037920273.1|HILL
OG0003675	LOC120447588|XP_039484993.1|DSAN	LOC119646416|XP_037902789.1|HILL
OG0003676	LOC120447560|XP_039484951.1|DSAN	LOC119654073|XP_037915167.1|HILL
OG0003677	LOC120450271|XP_039489118.1|DSAN, LOC120457500|XP_039500989.1|DSAN	LOC119647117|XP_037903832.1|HILL
OG0003678	LOC120450234|XP_039489046.1|DSAN	LOC119650407|XP_037909120.1|HILL
OG0003679	LOC120447772|XP_039485258.1|DSAN	LOC119649580|XP_037907712.1|HILL
OG0003680	LOC120444754|XP_039480617.1|DSAN	LOC119661764|XP_037927162.1|HILL
OG0003681	LOC120447186|XP_039484609.1|DSAN	LOC119661227|XP_037926381.1|HILL
OG0003682	LOC120454059|XP_039494998.1|DSAN	LOC119658903|XP_037922637.1|HILL
OG0003683	LOC120446990|XP_039484225.1|DSAN	LOC119660457|XP_037924946.1|HILL
OG0003684	LOC120450222|XP_039489033.1|DSAN	LOC119648076|XP_037905489.1|HILL
OG0003685	LOC120448920|XP_039487077.1|DSAN	LOC119648151|XP_037905650.1|HILL
OG0003686	LOC120445791|XP_039482335.1|DSAN	LOC119652269|XP_037912184.1|HILL
OG0003687	LOC120446921|XP_039484097.1|DSAN	LOC119646667|XP_037903125.1|HILL
OG0003688	LOC120445622|XP_039482069.1|DSAN	LOC119656978|XP_037919642.1|HILL
OG0003689	LOC120449042|XP_039487264.1|DSAN	LOC119648217|XP_037905753.1|HILL
OG0003690	LOC120448373|XP_039486277.1|DSAN	LOC119648584|XP_037906283.1|HILL
OG0003691	LOC120449991|XP_039488635.1|DSAN	LOC119648691|XP_037906419.1|HILL
OG0003692	LOC120454858|XP_039496375.1|DSAN	LOC119646532|XP_037902926.1|HILL
OG0003693	LOC120450365|XP_039489283.1|DSAN	LOC119649257|XP_037907267.1|HILL
OG0003694	LOC120447891|XP_039485436.1|DSAN	LOC119647810|XP_037904954.1|HILL
OG0003695	LOC120448791|XP_039486916.1|DSAN	LOC119648516|XP_037906212.1|HILL
OG0003696	LOC120445549|XP_039481955.1|DSAN	LOC119661678|XP_037927044.1|HILL
OG0003697	LOC120445075|XP_039481177.1|DSAN	LOC119646167|XP_037902471.1|HILL
OG0003698	LOC120449518|XP_039487961.1|DSAN	LOC119649768|XP_037907996.1|HILL
OG0003699	LOC120444650|XP_039480413.1|DSAN	LOC119651953|XP_037911739.1|HILL
OG0003700	LOC120444761|XP_039480624.1|DSAN	LOC119646228|XP_037902544.1|HILL
OG0003701	LOC120458351|XP_039501902.1|DSAN	LOC119646281|XP_037902617.1|HILL
OG0003702	LOC120450643|XP_039489731.1|DSAN	LOC119647495|XP_037904381.1|HILL
OG0003703	LOC120450081|XP_039488808.1|DSAN	LOC119648904|XP_037906736.1|HILL
OG0003704	LOC120450257|XP_039489081.1|DSAN	LOC119650003|XP_037908393.1|HILL
OG0003705	LOC120443904|XP_039479267.1|DSAN	LOC119648250|XP_037906170.1|HILL
OG0003706	LOC120450036|XP_039488723.1|DSAN	LOC119649342|XP_037907376.1|HILL
OG0003707	LOC120448568|XP_039486562.1|DSAN	LOC119649525|XP_037907637.1|HILL
OG0003708	LOC120447879|XP_039485422.1|DSAN	LOC119650241|XP_037908751.1|HILL
OG0003709	LOC120446459|XP_039483390.1|DSAN	LOC119646605|XP_037903033.1|HILL
OG0003710	LOC120445103|XP_039481179.1|DSAN	LOC119661241|XP_037926398.1|HILL
OG0003711	LOC120449358|XP_039487705.1|DSAN	LOC119649760|XP_037907982.1|HILL
OG0003712	LOC120446266|XP_039483076.1|DSAN	LOC119657728|XP_037920702.1|HILL
OG0003713	LOC120444897|XP_039480820.1|DSAN	LOC119646465|XP_037902842.1|HILL
OG0003714	LOC120444896|XP_039480819.1|DSAN	LOC119646466|XP_037902843.1|HILL
OG0003715	LOC120449575|XP_039488063.1|DSAN	LOC119649713|XP_037907915.1|HILL
