Orthogroup	DSAN.longest_only	AEAL.longest_only
OG0004084	LOC120450053|XP_039488744.1|DSAN	LOC109428051|XP_029720543.1|AEAL, LOC109418273|XP_029720505.1|AEAL
OG0004085	LOC120452706|XP_039493000.1|DSAN	LOC115269019|XP_029733152.1|AEAL, LOC109428072|XP_029719870.1|AEAL, LOC109418294|XP_029720364.1|AEAL
OG0004086	LOC120454287|XP_039495407.1|DSAN	LOC109427272|XP_029721173.1|AEAL, LOC115262638|XP_029720945.1|AEAL, LOC109418335|XP_029721184.1|AEAL
OG0004087	LOC120455996|XP_039498488.1|DSAN	LOC109418408|XP_019548139.2|AEAL, LOC109426123|XP_019557102.2|AEAL, LOC115263945|XP_029723112.1|AEAL
OG0004088	LOC120453719|XP_039494480.1|DSAN	LOC115270953|XP_029736166.1|AEAL, LOC109426164|XP_019557143.2|AEAL, LOC109418435|XP_029708057.1|AEAL
OG0004089	LOC120455353|XP_039497382.1|DSAN	LOC109418441|XP_029722640.1|AEAL, LOC109426169|XP_029722111.1|AEAL, LOC115263243|XP_029722142.1|AEAL
OG0004090	LOC120452232|XP_039492291.1|DSAN	LOC115263195|XP_029722015.1|AEAL, LOC109418452|XP_029722575.1|AEAL
OG0004091	LOC120451844|XP_039491753.1|DSAN	LOC109419214|XP_019548966.2|AEAL
OG0004092	LOC120455905|XP_039498342.1|DSAN	LOC109419225|XP_029723312.1|AEAL, LOC115261847|XP_029719620.1|AEAL, LOC115261846|XP_029719619.1|AEAL
OG0004094	LOC120455572|XP_039497873.1|DSAN	LOC115264368|XP_029723886.1|AEAL, LOC109419295|XP_029723980.1|AEAL, LOC109426108|XP_019557077.2|AEAL
OG0004095	LOC120451803|XP_039491690.1|DSAN	LOC115264542|XP_029724154.1|AEAL, LOC109415474|XP_019544896.2|AEAL, LOC109429477|XP_029724528.1|AEAL
OG0004096	LOC120454288|XP_039495408.1|DSAN	LOC115264543|XP_029724161.1|AEAL, LOC115264679|XP_029724520.1|AEAL, LOC109415475|XP_019544898.2|AEAL
OG0004097	LOC120448863|XP_039487010.1|DSAN	LOC109429495|XP_029724775.1|AEAL, LOC109415717|XP_029724375.1|AEAL
OG0004098	LOC120450731|XP_039489782.1|DSAN	LOC109415716|XP_029724372.1|AEAL, LOC109429496|XP_019561001.1|AEAL
OG0004099	LOC120450898|XP_039490074.1|DSAN	LOC109429511|XP_029724640.1|AEAL
OG0004100	LOC120452231|XP_039492290.1|DSAN	LOC115260571|XP_029717369.1|AEAL, LOC115264901|XP_029724797.1|AEAL, LOC115264726|XP_029724614.1|AEAL, LOC109431768|XP_029724811.1|AEAL
OG0004101	LOC120451689|XP_039491516.1|DSAN	LOC109402951|XP_029724840.1|AEAL, LOC109431763|XP_019563579.2|AEAL
OG0004102	LOC120451688|XP_039491508.1|DSAN	LOC109402890|XP_029724817.1|AEAL, LOC109431761|XP_029724819.1|AEAL, LOC115264930|XP_029724912.1|AEAL
OG0004103	LOC120451433|XP_039491042.1|DSAN	LOC109431766|XP_019563581.1|AEAL, LOC109402854|XP_019531143.1|AEAL, LOC115254142|XP_029724930.1|AEAL
OG0004104	LOC120453222|XP_039493748.1|DSAN	LOC109431755|XP_029724853.1|AEAL, LOC109431757|XP_029724899.1|AEAL
OG0004105	LOC120449050|XP_039487276.1|DSAN	LOC109410438|XP_029725942.1|AEAL, LOC115265216|XP_029725356.1|AEAL
OG0004106	LOC120448139|XP_039485890.1|DSAN	LOC109410447|XP_029725829.1|AEAL, LOC115253963|XP_029710422.1|AEAL
OG0004107	LOC120449155|XP_039487426.1|DSAN	LOC109401476|XP_019529591.2|AEAL, LOC109410444|XP_019539545.2|AEAL
OG0004108	LOC120451481|XP_039491136.1|DSAN	LOC109410451|XP_019539552.2|AEAL, LOC115254151|XP_029725774.1|AEAL
OG0004109	LOC120452233|XP_039492293.1|DSAN	LOC109410458|XP_029726025.1|AEAL, LOC109401464|XP_019529573.2|AEAL
OG0004110	LOC120449053|XP_039487281.1|DSAN	LOC109401487|XP_019529605.1|AEAL, LOC109410461|XP_019539565.1|AEAL
OG0004111	LOC120451729|XP_039491570.1|DSAN	LOC109401488|XP_019529606.1|AEAL, LOC109410418|XP_019539512.2|AEAL
OG0004112	LOC120453697|XP_039494452.1|DSAN	LOC109411327|XP_029726479.1|AEAL
OG0004113	LOC120456411|XP_039499175.1|DSAN	LOC109427073|XP_029726701.1|AEAL, LOC109411330|XP_019540401.1|AEAL, LOC115254152|XP_029726542.1|AEAL, LOC115266496|XP_029728600.1|AEAL
OG0004114	LOC120457022|XP_039500115.1|DSAN	LOC115253766|XP_029726751.1|AEAL, LOC109411332|XP_029726563.1|AEAL, LOC115254171|XP_029728598.1|AEAL, LOC109427070|XP_029726694.1|AEAL
OG0004115	LOC120457020|XP_039500109.1|DSAN	LOC115265500|XP_029726775.1|AEAL, LOC109427067|XP_029728593.1|AEAL, LOC109411336|XP_029726860.1|AEAL
OG0004116	LOC120452371|XP_039492496.1|DSAN	LOC109399736|XP_029727138.1|AEAL, LOC115265547|XP_029726997.1|AEAL
OG0004117	LOC120452729|XP_039493031.1|DSAN	LOC109399745|XP_019527808.2|AEAL
OG0004118	LOC120446484|XP_039483422.1|DSAN	LOC109413689|XP_019542954.1|AEAL
OG0004119	LOC120451535|XP_039491247.1|DSAN	LOC109413671|XP_019542925.1|AEAL
OG0004120	LOC120450979|XP_039490210.1|DSAN	LOC109413666|XP_019542916.2|AEAL
OG0004121	LOC120448354|XP_039486255.1|DSAN	LOC109415651|XP_029727703.1|AEAL
OG0004122	LOC120454419|XP_039495625.1|DSAN	LOC115266789|XP_029729244.1|AEAL, LOC109427018|XP_019558113.2|AEAL
OG0004123	LOC120450986|XP_039490221.1|DSAN	LOC109400190|XP_029728421.1|AEAL, LOC109427092|XP_029728413.1|AEAL
OG0004124	LOC120457190|XP_039500474.1|DSAN	LOC109402022|XP_029723019.1|AEAL, LOC115254113|XP_029723011.1|AEAL, LOC109399720|XP_019527778.2|AEAL
OG0004125	LOC120453598|XP_039494297.1|DSAN	LOC109413708|XP_029736141.1|AEAL, LOC109402032|XP_029736155.1|AEAL, LOC115265550|XP_029727005.1|AEAL
OG0004126	LOC120454409|XP_039495605.1|DSAN	LOC109402027|XP_029736153.1|AEAL, LOC109413707|XP_029736142.1|AEAL
OG0004127	LOC120450632|XP_039489718.1|DSAN	LOC109413884|XP_019543154.1|AEAL, LOC115270930|XP_029736136.1|AEAL
OG0004130	LOC120455671|XP_039498002.1|DSAN	LOC115266491|XP_029728590.1|AEAL, LOC109401337|XP_029723222.1|AEAL, LOC115266370|XP_029728459.1|AEAL
OG0004131	LOC120452946|XP_039493361.1|DSAN	LOC109423854|XP_029728972.1|AEAL, LOC115254178|XP_029728886.1|AEAL, LOC109415775|XP_029712096.1|AEAL
OG0004132	LOC120450161|XP_039488939.1|DSAN	LOC115266633|XP_029729003.1|AEAL, LOC115266602|XP_029728911.1|AEAL, LOC109415326|XP_029728992.1|AEAL
OG0004133	LOC120444988|XP_039480958.1|DSAN	LOC109415340|XP_019544772.2|AEAL, LOC109423651|XP_029729312.1|AEAL
OG0004134	LOC120450982|XP_039490213.1|DSAN	LOC109415343|XP_029729170.1|AEAL, LOC109423625|XP_029729323.1|AEAL
OG0004135	LOC120454282|XP_039495384.1|DSAN	LOC109416221|XP_029712373.1|AEAL, LOC109411737|XP_029729367.1|AEAL
OG0004136	LOC120452511|XP_039492699.1|DSAN	LOC109425542|XP_019556334.2|AEAL
OG0004137	LOC120452034|XP_039492019.1|DSAN	LOC109425545|XP_019556336.2|AEAL, LOC109411295|XP_019540375.2|AEAL
OG0004138	LOC120448109|XP_039485846.1|DSAN	LOC115267015|XP_029729647.1|AEAL, LOC115267156|XP_029729858.1|AEAL, LOC109411254|XP_019540322.2|AEAL, LOC109425595|XP_019556385.2|AEAL
OG0004139	LOC120456112|XP_039498673.1|DSAN	LOC115267146|XP_029729851.1|AEAL, LOC109411846|XP_019541005.2|AEAL, LOC115267088|XP_029729807.1|AEAL, LOC109425549|XP_029729655.1|AEAL
OG0004140	LOC120456967|XP_039500047.1|DSAN	LOC109411109|XP_019540104.2|AEAL, LOC109410905|XP_019539967.2|AEAL
OG0004141	LOC120446064|XP_039482778.1|DSAN	LOC115258977|XP_029715341.1|AEAL, LOC109410943|XP_029718449.1|AEAL
OG0004142	LOC120456256|XP_039498909.1|DSAN	LOC109400860|XP_019528890.2|AEAL, LOC109415487|XP_029731028.1|AEAL
OG0004143	LOC120454643|XP_039496078.1|DSAN	LOC109416752|XP_029731221.1|AEAL
OG0004144	LOC120458894|XP_039502670.1|DSAN	LOC109423452|XP_029731476.1|AEAL, LOC109414743|XP_019544121.1|AEAL
OG0004145	LOC120447933|XP_039485532.1|DSAN	LOC115269174|XP_029733442.1|AEAL, LOC115267956|XP_029731633.1|AEAL, LOC109414654|XP_019544041.2|AEAL
OG0004146	LOC120452289|XP_039492357.1|DSAN	LOC109414620|XP_029733448.1|AEAL, LOC109423423|XP_029731724.1|AEAL, LOC115267959|XP_029731660.1|AEAL
OG0004147	LOC120445079|XP_039481142.1|DSAN	LOC109430482|XP_029732153.1|AEAL
OG0004148	LOC120453777|XP_039494552.1|DSAN	LOC109405762|XP_029732655.1|AEAL, LOC109430416|XP_029718974.1|AEAL
OG0004149	LOC120453618|XP_039494331.1|DSAN	LOC115261482|XP_029719049.1|AEAL, LOC109430493|XP_029732712.1|AEAL
OG0004150	LOC120450946|XP_039490153.1|DSAN	LOC109433375|XP_019565352.2|AEAL, LOC109405764|XP_029718046.1|AEAL
OG0004151	LOC120454619|XP_039496017.1|DSAN	LOC109399310|XP_029732940.1|AEAL
OG0004152	LOC120452767|XP_039493086.1|DSAN	LOC115268859|XP_029732894.1|AEAL, LOC109433396|XP_029719130.1|AEAL
OG0004153	LOC120444714|XP_039480525.1|DSAN	LOC109399354|XP_019527338.2|AEAL, LOC109433368|XP_019565338.2|AEAL
OG0004154	LOC120448031|XP_039485706.1|DSAN	LOC115268812|XP_029732848.1|AEAL, LOC109399346|XP_029716624.1|AEAL, LOC109433363|XP_019565331.2|AEAL
OG0004155	LOC120454704|XP_039496176.1|DSAN	LOC115266708|XP_029729091.1|AEAL
OG0004156	LOC120451793|XP_039491680.1|DSAN	LOC109622122|XP_019931896.2|AEAL
OG0004157	LOC120457281|XP_039500655.1|DSAN	LOC109433314|XP_019565293.1|AEAL, LOC109622087|XP_019931870.2|AEAL
OG0004158	LOC120447601|XP_039485006.1|DSAN	LOC109413927|XP_019543203.2|AEAL, LOC109622097|XP_019931876.2|AEAL
OG0004159	LOC120450739|XP_039489791.1|DSAN	LOC109622070|XP_019931853.2|AEAL, LOC109413926|XP_019543202.1|AEAL
OG0004160	LOC120450395|XP_039489325.1|DSAN	LOC115269506|XP_029734149.1|AEAL, LOC115269073|XP_029733263.1|AEAL
OG0004161	LOC120454382|XP_039495554.1|DSAN	LOC115253636|XP_029734303.1|AEAL, LOC109405035|XP_029733993.1|AEAL
OG0004162	LOC120451472|XP_039491098.1|DSAN	LOC109405024|XP_019533550.3|AEAL
OG0004163	LOC120453167|XP_039493661.1|DSAN	LOC109405017|XP_029733750.1|AEAL, LOC109430363|XP_029734135.1|AEAL, LOC115269491|XP_029734132.1|AEAL
OG0004164	LOC120451081|XP_039490375.1|DSAN	LOC115269209|XP_029733576.1|AEAL, LOC109400375|XP_029715540.1|AEAL, LOC109432406|XP_029733668.1|AEAL
OG0004165	LOC120444810|XP_039480691.1|DSAN	LOC109405985|XP_019534588.2|AEAL
OG0004166	LOC120444655|XP_039480429.1|DSAN	LOC109405990|XP_019534595.2|AEAL
OG0004167	LOC120452813|XP_039493150.1|DSAN	LOC109622355|XP_029717058.1|AEAL, LOC109405987|XP_029734490.1|AEAL
OG0004168	LOC120452303|XP_039492377.1|DSAN	LOC109622350|XP_029734584.1|AEAL, LOC109406696|XP_029717052.1|AEAL
OG0004169	LOC120456571|XP_039499393.1|DSAN	LOC109622374|XP_029734602.1|AEAL, LOC109406680|XP_029734623.1|AEAL
OG0004170	LOC120455487|XP_039497656.1|DSAN	LOC109419331|XP_029734702.1|AEAL, LOC109408468|XP_029734899.1|AEAL
OG0004171	LOC120456565|XP_039499380.1|DSAN	LOC109408466|XP_019537348.2|AEAL, LOC109419334|XP_029734884.1|AEAL
OG0004172	LOC120455247|XP_039497172.1|DSAN	LOC109419345|XP_029734848.1|AEAL, LOC115270038|XP_029734850.1|AEAL, LOC109408491|XP_029734795.1|AEAL
OG0004173	LOC120444760|XP_039480623.1|DSAN	LOC109408510|XP_019537385.2|AEAL
OG0004174	LOC120446489|XP_039483428.1|DSAN	LOC109419391|XP_029708111.1|AEAL, LOC109408430|XP_029735279.1|AEAL
OG0004175	LOC120445125|XP_039481207.1|DSAN	LOC115270196|XP_029735300.1|AEAL, LOC109408428|XP_029708115.1|AEAL
OG0004176	LOC120448329|XP_039486215.1|DSAN	LOC109408418|XP_029735447.1|AEAL, LOC115270313|XP_029735567.1|AEAL, LOC109401061|XP_029735014.1|AEAL
OG0004177	LOC120451537|XP_039491249.1|DSAN	LOC109408473|XP_029719607.1|AEAL, LOC109424112|XP_029719594.1|AEAL
OG0004178	LOC120453409|XP_039494037.1|DSAN	LOC109424105|XP_029735957.1|AEAL, LOC109408393|XP_029736050.1|AEAL
OG0004179	LOC120456325|XP_039499024.1|DSAN	LOC109416303|XP_019545892.2|AEAL
OG0004180	LOC120450862|XP_039490011.1|DSAN	LOC109426213|XP_029736388.1|AEAL, LOC109424061|XP_029707540.1|AEAL
OG0004181	LOC120450968|XP_039490193.1|DSAN	LOC109424044|XP_019554651.2|AEAL
OG0004182	LOC120448336|XP_039486224.1|DSAN	LOC115266041|XP_029727736.1|AEAL, LOC109424025|XP_029716627.1|AEAL, LOC109416416|XP_029727699.1|AEAL
OG0004183	LOC120449188|XP_039487474.1|DSAN	LOC109416418|XP_029707565.1|AEAL, LOC115253773|XP_029727757.1|AEAL, LOC109424024|XP_029727704.1|AEAL, LOC115266042|XP_029727737.1|AEAL
OG0004184	LOC120449055|XP_039487283.1|DSAN	LOC115260117|XP_029716882.1|AEAL, LOC109431912|XP_019563763.1|AEAL, LOC115266049|XP_029727755.1|AEAL
OG0004185	LOC120448020|XP_039485695.1|DSAN	LOC115260118|XP_029716883.1|AEAL, LOC109431911|XP_019563762.2|AEAL, LOC109404389|XP_019532777.2|AEAL
OG0004186	LOC120457073|XP_039500186.1|DSAN	LOC109431924|XP_019563774.2|AEAL, LOC109404391|XP_019532779.1|AEAL
OG0004187	LOC120451048|XP_039490338.1|DSAN	LOC109431897|XP_029727959.1|AEAL
OG0004188	LOC120451474|XP_039491100.1|DSAN	LOC109431910|XP_029727781.1|AEAL, LOC109404398|XP_029727816.1|AEAL
OG0004189	LOC120451478|XP_039491132.1|DSAN	LOC109404399|XP_019532792.2|AEAL, LOC115266073|XP_029727828.1|AEAL
OG0004190	LOC120453046|XP_039493500.1|DSAN	LOC109431926|XP_029727855.1|AEAL, LOC115266070|XP_029727811.1|AEAL, LOC109404423|XP_029727833.1|AEAL
OG0004191	LOC120453376|XP_039493984.1|DSAN	LOC109431925|XP_019563776.2|AEAL, LOC115266075|XP_029727835.1|AEAL, LOC109404422|XP_019532842.2|AEAL
OG0004192	LOC120453016|XP_039493466.1|DSAN	LOC109431838|XP_029727839.1|AEAL, LOC115266081|XP_029727852.1|AEAL
OG0004194	LOC120451281|XP_039490760.1|DSAN	LOC109431794|XP_019563605.2|AEAL
OG0004195	LOC120455452|XP_039497605.1|DSAN	LOC109431864|XP_019563674.2|AEAL, LOC115266095|XP_029727882.1|AEAL
OG0004196	LOC120454556|XP_039495881.1|DSAN	LOC109431874|XP_029727919.1|AEAL, LOC109422744|XP_029712667.1|AEAL
OG0004197	LOC120452594|XP_039492826.1|DSAN	LOC109422742|XP_019553166.2|AEAL
OG0004198	LOC120454632|XP_039496054.1|DSAN	LOC109412317|XP_019541510.2|AEAL, LOC109422712|XP_019553123.1|AEAL
OG0004199	LOC120453113|XP_039493583.1|DSAN	LOC115271063|XP_029736360.1|AEAL, LOC109422690|XP_029727930.1|AEAL
OG0004200	LOC120444808|XP_039480689.1|DSAN	LOC109401131|XP_019529154.2|AEAL, LOC109422686|XP_029727939.1|AEAL
OG0004201	LOC120454559|XP_039495883.1|DSAN	LOC109422685|XP_029727938.1|AEAL, LOC109401132|XP_019529155.2|AEAL
OG0004202	LOC120453546|XP_039494233.1|DSAN	LOC109422682|XP_019553086.1|AEAL, LOC109401134|XP_019529159.2|AEAL
OG0004203	LOC120452948|XP_039493363.1|DSAN	LOC109422552|XP_029727977.1|AEAL, LOC109401140|XP_019529163.1|AEAL
OG0004204	LOC120448300|XP_039486173.1|DSAN	LOC109422672|XP_029727948.1|AEAL, LOC115260172|XP_029716941.1|AEAL, LOC109401133|XP_019529156.2|AEAL
OG0004205	LOC120448154|XP_039485925.1|DSAN	LOC109402770|XP_029736370.1|AEAL, LOC109422549|XP_019552893.2|AEAL
OG0004206	LOC120454434|XP_039495664.1|DSAN	LOC109422649|XP_019553037.2|AEAL, LOC109402824|XP_029716861.1|AEAL
OG0004207	LOC120451387|XP_039490984.1|DSAN	LOC109402830|XP_019531108.2|AEAL, LOC109422648|XP_019553036.2|AEAL
OG0004208	LOC120453867|XP_039494706.1|DSAN	LOC109422647|XP_029736420.1|AEAL, LOC109402837|XP_029716848.1|AEAL
OG0004209	LOC120452278|XP_039492343.1|DSAN	LOC115271088|XP_029736428.1|AEAL, LOC109422642|XP_019553028.1|AEAL, LOC109402799|XP_019531058.2|AEAL
OG0004210	LOC120450970|XP_039490196.1|DSAN	LOC109402788|XP_029712208.1|AEAL, LOC109422608|XP_019552960.1|AEAL
OG0004211	LOC120451806|XP_039491736.1|DSAN	LOC109422605|XP_029712214.1|AEAL, LOC109402785|XP_029712205.1|AEAL
OG0004212	LOC120453689|XP_039494443.1|DSAN	LOC109406147|XP_019534752.1|AEAL
OG0004213	LOC120452068|XP_039492065.1|DSAN	LOC109403729|XP_029718518.1|AEAL, LOC115261288|XP_029718529.1|AEAL
OG0004214	LOC120445070|XP_039481130.1|DSAN	LOC109403717|XP_019532124.1|AEAL
OG0004215	LOC120445280|XP_039481514.1|DSAN	LOC109406567|XP_029718583.1|AEAL
OG0004216	LOC120448283|XP_039486146.1|DSAN	LOC115261322|XP_029718600.1|AEAL, LOC109413055|XP_029718611.1|AEAL
OG0004217	LOC120449211|XP_039487512.1|DSAN	LOC109413060|XP_029718617.1|AEAL, LOC109403310|XP_029718599.1|AEAL
OG0004218	LOC120455030|XP_039496796.1|DSAN	LOC109414120|XP_019543409.2|AEAL
OG0004219	LOC120451699|XP_039491528.1|DSAN	LOC115261353|XP_029718687.1|AEAL, LOC109414140|XP_029709951.1|AEAL
OG0004220	LOC120453789|XP_039494576.1|DSAN	LOC109417341|XP_029709958.1|AEAL, LOC109398814|XP_029718694.1|AEAL
OG0004221	LOC120454667|XP_039496112.1|DSAN	LOC109429210|XP_019560644.2|AEAL, LOC115271060|XP_029736350.1|AEAL
OG0004222	LOC120453237|XP_039493772.1|DSAN	LOC109398780|XP_019526716.2|AEAL, LOC115261617|XP_029719379.1|AEAL
OG0004223	LOC120451367|XP_039490948.1|DSAN	LOC109429203|XP_029718760.1|AEAL
OG0004224	LOC120451544|XP_039491260.1|DSAN	LOC109398846|XP_029718763.1|AEAL
OG0004225	LOC120455156|XP_039497001.1|DSAN	LOC109398850|XP_029718765.1|AEAL
OG0004226	LOC120453809|XP_039494617.1|DSAN	LOC109429179|XP_029718816.1|AEAL, LOC109398796|XP_029718780.1|AEAL
OG0004227	LOC120452295|XP_039492364.1|DSAN	LOC109429174|XP_029736197.1|AEAL, LOC109398772|XP_029718788.1|AEAL, LOC115261383|XP_029718823.1|AEAL
OG0004228	LOC120452297|XP_039492366.1|DSAN	LOC109429172|XP_029736196.1|AEAL, LOC115261385|XP_029718826.1|AEAL, LOC109398873|XP_029718793.1|AEAL
OG0004229	LOC120444341|XP_039479845.1|DSAN	LOC109398826|XP_029718796.1|AEAL
OG0004230	LOC120456167|XP_039498752.1|DSAN	LOC109398784|XP_029718846.1|AEAL, LOC109429154|XP_029718848.1|AEAL
OG0004231	LOC120450206|XP_039489007.1|DSAN	LOC109429142|XP_029730075.1|AEAL, LOC109409023|XP_029718852.1|AEAL, LOC115254067|XP_029718866.1|AEAL
OG0004232	LOC120450210|XP_039489013.1|DSAN	LOC109409022|XP_029718868.1|AEAL, LOC115253599|XP_029718857.1|AEAL, LOC109429140|XP_029730073.1|AEAL
OG0004233	LOC120450208|XP_039489011.1|DSAN	LOC115267298|XP_029730071.1|AEAL, LOC109429138|XP_029718855.1|AEAL, LOC109409021|XP_019537976.1|AEAL
OG0004234	LOC120449653|XP_039488184.1|DSAN	LOC109429125|XP_019560519.2|AEAL, LOC115261401|XP_029718875.1|AEAL, LOC109409010|XP_019537961.1|AEAL
OG0004235	LOC120457001|XP_039500089.1|DSAN	LOC115254068|XP_029718878.1|AEAL, LOC109429123|XP_019560517.2|AEAL
OG0004236	LOC120453156|XP_039493645.1|DSAN	LOC115260272|XP_029717070.1|AEAL, LOC109429092|XP_019560474.2|AEAL, LOC115261462|XP_029718997.1|AEAL
OG0004237	LOC120454386|XP_039495563.1|DSAN	LOC109411671|XP_029718991.1|AEAL, LOC109427198|XP_019558253.2|AEAL, LOC115264877|XP_029724774.1|AEAL
OG0004238	LOC120453845|XP_039494676.1|DSAN	LOC109427220|XP_019558274.1|AEAL, LOC115257312|XP_029712633.1|AEAL, LOC115261429|XP_029718939.1|AEAL
OG0004239	LOC120452435|XP_039492596.1|DSAN	LOC115269131|XP_029733398.1|AEAL, LOC115261428|XP_029718937.1|AEAL, LOC109427223|XP_019558278.2|AEAL
OG0004240	LOC120451022|XP_039490281.1|DSAN	LOC115254070|XP_029718933.1|AEAL, LOC109427231|XP_019558282.2|AEAL
OG0004241	LOC120454527|XP_039495831.1|DSAN	LOC109411603|XP_019540707.2|AEAL, LOC109427236|XP_019558301.2|AEAL
OG0004242	LOC120454221|XP_039495254.1|DSAN	LOC109411605|XP_019540709.2|AEAL, LOC115261445|XP_029718970.1|AEAL
OG0004243	LOC120449228|XP_039487533.1|DSAN	LOC115261419|XP_029718915.1|AEAL, LOC109427244|XP_019558307.2|AEAL
OG0004244	LOC120451284|XP_039490764.1|DSAN	LOC115259227|XP_029715619.1|AEAL, LOC115261418|XP_029718914.1|AEAL, LOC109411613|XP_019540714.2|AEAL
OG0004245	LOC120450402|XP_039489332.1|DSAN	LOC115261444|XP_029718966.1|AEAL, LOC109411616|XP_019540716.1|AEAL
OG0004246	LOC120448626|XP_039486677.1|DSAN	LOC115260361|XP_029717155.1|AEAL
OG0004247	LOC120454985|XP_039496710.1|DSAN	LOC115260371|XP_029717175.1|AEAL, LOC109411637|XP_029717197.1|AEAL
OG0004248	LOC120446101|XP_039482827.1|DSAN	LOC115261159|XP_029718376.1|AEAL, LOC109428146|XP_019559375.2|AEAL
OG0004249	LOC120448689|XP_039486771.1|DSAN	LOC109404495|XP_019532930.1|AEAL, LOC115254078|XP_029719069.1|AEAL, LOC109406325|XP_029719037.1|AEAL
OG0004250	LOC120451575|XP_039491321.1|DSAN	LOC109406320|XP_029719031.1|AEAL, LOC115261489|XP_029719066.1|AEAL, LOC109404491|XP_019532927.2|AEAL
OG0004251	LOC120455750|XP_039498108.1|DSAN	LOC109406300|XP_029719026.1|AEAL, LOC109404468|XP_029719056.1|AEAL, LOC115253606|XP_029719112.1|AEAL
OG0004252	LOC120453686|XP_039494440.1|DSAN	LOC115261474|XP_029719025.1|AEAL, LOC109406317|XP_019534957.2|AEAL, LOC115261483|XP_029719053.1|AEAL, LOC109404484|XP_029719123.1|AEAL
OG0004253	LOC120453602|XP_039494302.1|DSAN	LOC109406308|XP_029719133.1|AEAL, LOC109404466|XP_029719044.1|AEAL
OG0004254	LOC120455848|XP_039498253.1|DSAN	LOC109404509|XP_019532953.1|AEAL, LOC109406294|XP_029719138.1|AEAL
OG0004255	LOC120443969|XP_039479372.1|DSAN	LOC109416180|XP_019545704.2|AEAL
OG0004256	LOC120444871|XP_039480778.1|DSAN	LOC109416625|XP_029719262.1|AEAL, LOC115261555|XP_029719286.1|AEAL, LOC109432834|XP_029719288.1|AEAL
OG0004257	LOC120452987|XP_039493422.1|DSAN	LOC115261547|XP_029719259.1|AEAL, LOC109416623|XP_029719278.1|AEAL, LOC109432832|XP_029719281.1|AEAL
OG0004258	LOC120454646|XP_039496081.1|DSAN	LOC115253901|XP_029719297.1|AEAL, LOC109432842|XP_029719299.1|AEAL, LOC109416622|XP_029719258.1|AEAL
OG0004259	LOC120444964|XP_039480915.1|DSAN	LOC109432843|XP_029719256.1|AEAL, LOC115261657|XP_029719420.1|AEAL, LOC109416621|XP_029719300.1|AEAL
OG0004261	LOC120454256|XP_039495319.1|DSAN	LOC109401442|XP_029710320.1|AEAL
OG0004262	LOC120454302|XP_039495434.1|DSAN	LOC109411908|XP_029733109.1|AEAL, LOC109406243|XP_019534847.2|AEAL
OG0004263	LOC120451361|XP_039490931.1|DSAN	LOC109411919|XP_029733058.1|AEAL
OG0004264	LOC120450763|XP_039489837.1|DSAN	LOC109411929|XP_019541121.1|AEAL
OG0004265	LOC120452489|XP_039492672.1|DSAN	LOC109411954|XP_019541154.2|AEAL
OG0004266	LOC120454270|XP_039495367.1|DSAN	LOC109417145|XP_019546812.2|AEAL, LOC109411959|XP_029730101.1|AEAL
OG0004267	LOC120451166|XP_039490536.1|DSAN	LOC109411962|XP_019541166.1|AEAL
OG0004268	LOC120444557|XP_039480240.1|DSAN	LOC109411974|XP_019541180.2|AEAL
OG0004269	LOC120444976|XP_039480931.1|DSAN	LOC109424541|XP_029734023.1|AEAL, LOC115269143|XP_029733414.1|AEAL, LOC109428752|XP_029734054.1|AEAL
OG0004270	LOC120448618|XP_039486668.1|DSAN	LOC109424535|XP_019555258.1|AEAL, LOC115269435|XP_029734059.1|AEAL, LOC115269426|XP_029734016.1|AEAL
OG0004271	LOC120447148|XP_039484528.1|DSAN	LOC109424531|XP_019555249.2|AEAL, LOC109428760|XP_029734011.1|AEAL
OG0004272	LOC120452092|XP_039492100.1|DSAN	LOC115269425|XP_029734009.1|AEAL, LOC109424529|XP_019555247.1|AEAL, LOC115269446|XP_029734071.1|AEAL
OG0004273	LOC120454062|XP_039495005.1|DSAN	LOC115253801|XP_029734010.1|AEAL, LOC109424527|XP_019555245.2|AEAL, LOC109428766|XP_019560145.2|AEAL
OG0004274	LOC120456408|XP_039499173.1|DSAN	LOC109424520|XP_029734003.1|AEAL, LOC109428772|XP_029734075.1|AEAL, LOC115269444|XP_029734068.1|AEAL
OG0004275	LOC120456122|XP_039498685.1|DSAN	LOC109397774|XP_029733980.1|AEAL, LOC109428796|XP_029733953.1|AEAL
OG0004276	LOC120450487|XP_039489467.1|DSAN	LOC109409115|XP_029719808.1|AEAL
OG0004277	LOC120449979|XP_039488622.1|DSAN	LOC109400458|XP_029709763.1|AEAL, LOC109405224|XP_029724623.1|AEAL, LOC109400483|XP_019528544.2|AEAL, LOC115264547|XP_029724200.1|AEAL, LOC109405252|XP_019533834.1|AEAL
OG0004278	LOC120456496|XP_039499297.1|DSAN	LOC109405317|XP_019533903.2|AEAL, LOC115264539|XP_029724148.1|AEAL
OG0004279	LOC120458081|XP_039501531.1|DSAN	LOC109399334|XP_019527320.2|AEAL
OG0004280	LOC120455130|XP_039496956.1|DSAN	LOC109405701|XP_029724211.1|AEAL, LOC109399236|XP_029724152.1|AEAL
OG0004281	LOC120458096|XP_039501558.1|DSAN	LOC109401609|XP_019529730.2|AEAL, LOC109398916|XP_019526915.2|AEAL
