Orthogroup	DSAN.longest_only	CPIP.longest_only
OG0005353	LOC120444352|XP_039479868.1|DSAN	LOC120420071|XP_039438932.1|CPIP
OG0005354	LOC120444069|XP_039479518.1|DSAN	LOC120420475|XP_039439450.1|CPIP
OG0005355	LOC120454173|XP_039495188.1|DSAN	LOC120420606|XP_039439620.1|CPIP
OG0005356	LOC120454444|XP_039495684.1|DSAN	LOC120420683|XP_039439716.1|CPIP
OG0005357	LOC120458171|XP_039501662.1|DSAN	LOC120420642|XP_039439658.1|CPIP
OG0005358	LOC120443829|XP_039479114.1|DSAN	LOC120420656|XP_039439683.1|CPIP
OG0005359	LOC120445623|XP_039482070.1|DSAN	LOC120427825|XP_039448687.1|CPIP
OG0005360	LOC120449472|XP_039487881.1|DSAN	LOC120428341|XP_039449277.1|CPIP
OG0005361	LOC120448375|XP_039486283.1|DSAN	LOC120427756|XP_039448603.1|CPIP
OG0005362	LOC120458504|XP_039502106.1|DSAN	LOC120428483|XP_039449431.1|CPIP
OG0005363	LOC120458261|XP_039501784.1|DSAN	LOC120429755|XP_039450737.1|CPIP
OG0005365	LOC120447119|XP_039484483.1|DSAN	LOC120424089|XP_039444037.1|CPIP
OG0005366	LOC120445283|XP_039481519.1|DSAN	LOC120420601|XP_039439608.1|CPIP
OG0005367	LOC120445688|XP_039482178.1|DSAN	LOC120421944|XP_039441184.1|CPIP
OG0005368	LOC120453770|XP_039494540.1|DSAN	LOC120421947|XP_039441191.1|CPIP
OG0005369	LOC120453358|XP_039494005.1|DSAN	LOC120421950|XP_039441194.1|CPIP
OG0005370	LOC120457185|XP_039500496.1|DSAN	LOC120421948|XP_039441192.1|CPIP
OG0005371	LOC120458499|XP_039502100.1|DSAN	LOC120421953|XP_039441198.1|CPIP
OG0005372	LOC120452743|XP_039493052.1|DSAN	LOC120423469|XP_039443228.1|CPIP
OG0005373	LOC120444064|XP_039479516.1|DSAN	LOC120422507|XP_039441896.1|CPIP
OG0005374	LOC120447217|XP_039484669.1|DSAN	LOC120415493|XP_039432996.1|CPIP
OG0005375	LOC120447216|XP_039484668.1|DSAN	LOC120415470|XP_039432964.1|CPIP
OG0005376	LOC120443835|XP_039479125.1|DSAN	LOC120415465|XP_039432953.1|CPIP
OG0005377	LOC120450412|XP_039489353.1|DSAN	LOC120416080|XP_039433691.1|CPIP
OG0005378	LOC120450419|XP_039489363.1|DSAN	LOC120419619|XP_039438297.1|CPIP
OG0005379	LOC120454942|XP_039496648.1|DSAN	LOC120420170|XP_039439073.1|CPIP
OG0005380	LOC120458282|XP_039501812.1|DSAN	LOC120420028|XP_039438865.1|CPIP
OG0005381	LOC120447047|XP_039484344.1|DSAN	LOC120425343|XP_039445770.1|CPIP
OG0005382	LOC120457689|XP_039501108.1|DSAN	LOC120425342|XP_039445769.1|CPIP
OG0005383	LOC120448876|XP_039487025.1|DSAN	LOC120412784|XP_039429305.1|CPIP
OG0005384	LOC120453369|XP_039493976.1|DSAN	LOC120423646|XP_039443453.1|CPIP
OG0005385	LOC120445228|XP_039481420.1|DSAN	LOC120430376|XP_039451409.1|CPIP
OG0005386	LOC120446353|XP_039483213.1|DSAN	LOC120423131|XP_039442745.1|CPIP
OG0005387	LOC120454707|XP_039496178.1|DSAN	LOC120423139|XP_039442753.1|CPIP
OG0005388	LOC120451897|XP_039491843.1|DSAN	LOC120420894|XP_039439949.1|CPIP
OG0005389	LOC120452555|XP_039492801.1|DSAN	LOC120424369|XP_039444399.1|CPIP
OG0005391	LOC120453428|XP_039494070.1|DSAN	LOC120415466|XP_039432958.1|CPIP
OG0005392	LOC120444621|XP_039480358.1|DSAN	LOC120415459|XP_039432947.1|CPIP
OG0005393	LOC120454367|XP_039495530.1|DSAN	LOC120415487|XP_039432988.1|CPIP
OG0005394	LOC120444950|XP_039480890.1|DSAN	LOC120419191|XP_039437795.1|CPIP
OG0005395	LOC120446063|XP_039482772.1|DSAN	LOC120419178|XP_039437771.1|CPIP
OG0005396	LOC120448693|XP_039486786.1|DSAN	LOC120413569|XP_039430382.1|CPIP
OG0005397	LOC120458003|XP_039501432.1|DSAN	LOC120413572|XP_039430392.1|CPIP
OG0005398	LOC120454545|XP_039495859.1|DSAN	LOC120415972|XP_039433555.1|CPIP
OG0005399	LOC120458367|XP_039501919.1|DSAN	LOC120416801|XP_039434612.1|CPIP
OG0005400	LOC120458472|XP_039502060.1|DSAN	LOC120422510|XP_039441899.1|CPIP
OG0005401	LOC120458675|XP_039502345.1|DSAN	LOC120416097|XP_039433714.1|CPIP
OG0005402	LOC120458618|XP_039502261.1|DSAN	LOC120416067|XP_039433667.1|CPIP
OG0005403	LOC120458614|XP_039502256.1|DSAN	LOC120416107|XP_039433724.1|CPIP
OG0005404	LOC120458615|XP_039502258.1|DSAN	LOC120425034|XP_039445338.1|CPIP, LOC120416075|XP_039433678.1|CPIP
OG0005405	LOC120445973|XP_039482639.1|DSAN	LOC120416265|XP_039433903.1|CPIP
OG0005406	LOC120446261|XP_039483068.1|DSAN	LOC120416289|XP_039433937.1|CPIP
OG0005407	LOC120446172|XP_039482940.1|DSAN	LOC120426123|XP_039446761.1|CPIP
OG0005408	LOC120444510|XP_039480165.1|DSAN	LOC120427959|XP_039448847.1|CPIP
OG0005409	LOC120458767|XP_039502474.1|DSAN	LOC120426235|XP_039446905.1|CPIP
OG0005410	LOC120458001|XP_039501427.1|DSAN	LOC120419849|XP_039438621.1|CPIP
OG0005411	LOC120444837|XP_039480728.1|DSAN	LOC120419833|XP_039438601.1|CPIP
OG0005412	LOC120444768|XP_039480633.1|DSAN	LOC120419856|XP_039438627.1|CPIP
OG0005413	LOC120447074|XP_039484399.1|DSAN	LOC120427333|XP_039448117.1|CPIP
OG0005414	LOC120456831|XP_039499814.1|DSAN	LOC120430187|XP_039451201.1|CPIP
OG0005415	LOC120457389|XP_039500883.1|DSAN	LOC120412802|XP_039429331.1|CPIP, LOC120427601|XP_039448407.1|CPIP
OG0005416	LOC120457003|XP_039500094.1|DSAN	LOC120413506|XP_039430297.1|CPIP
OG0005417	LOC120444474|XP_039480087.1|DSAN	LOC120413546|XP_039430360.1|CPIP
OG0005418	LOC120445003|XP_039480983.1|DSAN	LOC120416603|XP_039434331.1|CPIP
OG0005419	LOC120446984|XP_039484218.1|DSAN	LOC120416608|XP_039434340.1|CPIP
OG0005420	LOC120458526|XP_039502134.1|DSAN	LOC120416878|XP_039434706.1|CPIP
OG0005421	LOC120458225|XP_039501740.1|DSAN	LOC120429030|XP_039450100.1|CPIP
OG0005422	LOC120456740|XP_039499663.1|DSAN	LOC120416019|XP_039433609.1|CPIP
OG0005423	LOC120447618|XP_039485088.1|DSAN	LOC120416770|XP_039434560.1|CPIP
OG0005424	LOC120444440|XP_039480033.1|DSAN	LOC120416773|XP_039434568.1|CPIP
OG0005425	LOC120455321|XP_039497330.1|DSAN	LOC120423458|XP_039443214.1|CPIP
OG0005426	LOC120451170|XP_039490976.1|DSAN	LOC120426936|XP_039447684.1|CPIP
OG0005427	LOC120444444|XP_039480037.1|DSAN	LOC120419850|XP_039438622.1|CPIP
OG0005428	LOC120443833|XP_039479123.1|DSAN	LOC120418602|XP_039436979.1|CPIP
OG0005429	LOC120452410|XP_039492604.1|DSAN	LOC120418619|XP_039436996.1|CPIP
OG0005430	LOC120452222|XP_039492318.1|DSAN	LOC120418614|XP_039436993.1|CPIP
OG0005431	LOC120445726|XP_039482228.1|DSAN	LOC120422779|XP_039442248.1|CPIP
OG0005432	LOC120446099|XP_039482825.1|DSAN	LOC120430857|XP_039451917.1|CPIP
OG0005433	LOC120445312|XP_039481557.1|DSAN	LOC120430854|XP_039451912.1|CPIP, LOC120431311|XP_039452378.1|CPIP
OG0005434	LOC120446003|XP_039482683.1|DSAN	LOC120428121|XP_039449040.1|CPIP
OG0005435	LOC120453814|XP_039494626.1|DSAN	LOC120428129|XP_039449045.1|CPIP, LOC120424572|XP_039444673.1|CPIP
OG0005436	LOC120445707|XP_039482202.1|DSAN	LOC120424571|XP_039444672.1|CPIP
OG0005437	LOC120453287|XP_039493848.1|DSAN	LOC120424556|XP_039444657.1|CPIP
OG0005438	LOC120458598|XP_039502238.1|DSAN	LOC120412790|XP_039429313.1|CPIP
OG0005439	LOC120454446|XP_039495682.1|DSAN	LOC120412822|XP_039429363.1|CPIP
OG0005440	LOC120448029|XP_039485709.1|DSAN	LOC120412793|XP_039429318.1|CPIP
OG0005441	LOC120458099|XP_039501560.1|DSAN	LOC120415706|XP_039433234.1|CPIP
OG0005442	LOC120446438|XP_039483343.1|DSAN	LOC120415708|XP_039433236.1|CPIP
OG0005443	LOC120447280|XP_039484718.1|DSAN	LOC120415702|XP_039433227.1|CPIP
OG0005444	LOC120455451|XP_039497604.1|DSAN	LOC120422039|XP_039441298.1|CPIP
OG0005445	LOC120457019|XP_039500113.1|DSAN	LOC120423095|XP_039442707.1|CPIP
OG0005446	LOC120454159|XP_039495162.1|DSAN	LOC120423098|XP_039442711.1|CPIP
OG0005447	LOC120456867|XP_039499895.1|DSAN	LOC120432457|XP_039453608.1|CPIP
OG0005448	LOC120447006|XP_039484247.1|DSAN	LOC120415562|XP_039433068.1|CPIP
OG0005449	LOC120457234|XP_039500549.1|DSAN	LOC120415537|XP_039433034.1|CPIP
OG0005450	LOC120450881|XP_039490050.1|DSAN	LOC120415547|XP_039433051.1|CPIP
OG0005451	LOC120447228|XP_039484687.1|DSAN	LOC120426583|XP_039447306.1|CPIP
OG0005452	LOC120446170|XP_039482934.1|DSAN	LOC120421131|XP_039440226.1|CPIP
OG0005453	LOC120454215|XP_039495246.1|DSAN	LOC120421141|XP_039440256.1|CPIP
OG0005455	LOC120444505|XP_039480155.1|DSAN	LOC120422384|XP_039441728.1|CPIP
OG0005456	LOC120444301|XP_039479757.1|DSAN	LOC120422409|XP_039441760.1|CPIP
OG0005457	LOC120444302|XP_039479758.1|DSAN	LOC120422402|XP_039441753.1|CPIP
OG0005458	LOC120453987|XP_039494880.1|DSAN	LOC120412474|XP_039428896.1|CPIP, LOC120418384|XP_039436697.1|CPIP
OG0005459	LOC120449999|XP_039488648.1|DSAN	LOC120432446|XP_039453598.1|CPIP
OG0005460	LOC120451876|XP_039491821.1|DSAN	LOC120423983|XP_039443914.1|CPIP
OG0005461	LOC120444581|XP_039480276.1|DSAN	LOC120415522|XP_039433013.1|CPIP
OG0005462	LOC120446076|XP_039482790.1|DSAN	LOC120415523|XP_039433014.1|CPIP
OG0005463	LOC120450381|XP_039489306.1|DSAN	LOC120415553|XP_039433060.1|CPIP
OG0005464	LOC120445598|XP_039482031.1|DSAN	LOC120415552|XP_039433059.1|CPIP
OG0005465	LOC120446825|XP_039483939.1|DSAN	LOC120415536|XP_039433031.1|CPIP
OG0005466	LOC120444299|XP_039479754.1|DSAN	LOC120423112|XP_039442724.1|CPIP
OG0005467	LOC120453177|XP_039493671.1|DSAN	LOC120424988|XP_039445292.1|CPIP
OG0005468	LOC120445740|XP_039482251.1|DSAN	LOC120425240|XP_039445608.1|CPIP
OG0005469	LOC120443782|XP_039479045.1|DSAN	LOC120413844|XP_039430733.1|CPIP
OG0005470	LOC120443781|XP_039479043.1|DSAN	LOC120413843|XP_039430732.1|CPIP
OG0005471	LOC120444509|XP_039480160.1|DSAN	LOC120413863|XP_039430760.1|CPIP
OG0005472	LOC120447091|XP_039484428.1|DSAN	LOC120413867|XP_039430768.1|CPIP
OG0005473	LOC120450560|XP_039489607.1|DSAN	LOC120413862|XP_039430759.1|CPIP
OG0005474	LOC120453725|XP_039494490.1|DSAN	LOC120412493|XP_039428922.1|CPIP, LOC120417635|XP_039435684.1|CPIP
OG0005475	LOC120453717|XP_039494479.1|DSAN	LOC120417623|XP_039435674.1|CPIP, LOC120412459|XP_039428863.1|CPIP
OG0005476	LOC120445939|XP_039482541.1|DSAN	LOC120417679|XP_039435749.1|CPIP, LOC120412461|XP_039428869.1|CPIP
OG0005477	LOC120448100|XP_039485837.1|DSAN	LOC120412476|XP_039428899.1|CPIP, LOC120418268|XP_039436524.1|CPIP
OG0005478	LOC120458778|XP_039502491.1|DSAN	LOC120418344|XP_039436634.1|CPIP, LOC120412495|XP_039428924.1|CPIP
OG0005479	LOC120458777|XP_039502490.1|DSAN	LOC120412450|XP_039428847.1|CPIP, LOC120418224|XP_039436453.1|CPIP
OG0005480	LOC120458779|XP_039502492.1|DSAN	LOC120418299|XP_039436566.1|CPIP, LOC120412451|XP_039428849.1|CPIP
OG0005481	LOC120449001|XP_039487210.1|DSAN	LOC120422403|XP_039441754.1|CPIP
OG0005482	LOC120449314|XP_039487645.1|DSAN	LOC120422390|XP_039441734.1|CPIP
OG0005483	LOC120451262|XP_039490725.1|DSAN	LOC120422417|XP_039441766.1|CPIP
OG0005484	LOC120458262|XP_039501786.1|DSAN	LOC120429678|XP_039450642.1|CPIP
OG0005485	LOC120446139|XP_039482898.1|DSAN	LOC120419015|XP_039437516.1|CPIP
OG0005486	LOC120456593|XP_039499440.1|DSAN	LOC120414559|XP_039431710.1|CPIP
OG0005487	LOC120458160|XP_039501648.1|DSAN	LOC120417744|XP_039435834.1|CPIP, LOC120419916|XP_039438715.1|CPIP
OG0005488	LOC120455480|XP_039497652.1|DSAN	LOC120417740|XP_039435832.1|CPIP, LOC120419915|XP_039438714.1|CPIP
OG0005489	LOC120447996|XP_039485632.1|DSAN	LOC120418725|XP_039437134.1|CPIP
OG0005490	LOC120444143|XP_039479645.1|DSAN	LOC120418723|XP_039437132.1|CPIP
OG0005491	LOC120443874|XP_039479191.1|DSAN	LOC120432460|XP_039453610.1|CPIP
OG0005492	LOC120449698|XP_039488251.1|DSAN	LOC120432413|XP_039453546.1|CPIP
OG0005493	LOC120445701|XP_039482194.1|DSAN	LOC120432415|XP_039453549.1|CPIP
OG0005495	LOC120445457|XP_039481836.1|DSAN	LOC120427067|XP_039447840.1|CPIP, LOC120421148|XP_039440272.1|CPIP
OG0005496	LOC120452505|XP_039492689.1|DSAN	LOC120421176|XP_039440305.1|CPIP
OG0005497	LOC120444990|XP_039480955.1|DSAN	LOC120421171|XP_039440299.1|CPIP
OG0005498	LOC120444994|XP_039480964.1|DSAN	LOC120421159|XP_039440285.1|CPIP
OG0005499	LOC120444986|XP_039480951.1|DSAN	LOC120425292|XP_039445692.1|CPIP
OG0005500	LOC120444995|XP_039480965.1|DSAN	LOC120425293|XP_039445693.1|CPIP
OG0005501	LOC120446555|XP_039483506.1|DSAN	LOC120425299|XP_039445697.1|CPIP
OG0005502	LOC120446556|XP_039483507.1|DSAN	LOC120425301|XP_039445700.1|CPIP
OG0005503	LOC120443870|XP_039479172.1|DSAN	LOC120419661|XP_039438355.1|CPIP
OG0005504	LOC120451973|XP_039491972.1|DSAN	LOC120425518|XP_039446001.1|CPIP
OG0005506	LOC120444665|XP_039480443.1|DSAN	LOC120426882|XP_039447618.1|CPIP
OG0005507	LOC120454234|XP_039495275.1|DSAN	LOC120426891|XP_039447629.1|CPIP
OG0005508	LOC120444091|XP_039479552.1|DSAN	LOC120423101|XP_039442713.1|CPIP
OG0005509	LOC120443754|XP_039478951.1|DSAN	LOC120423107|XP_039442720.1|CPIP
OG0005510	LOC120458061|XP_039501505.1|DSAN	LOC120415520|XP_039433011.1|CPIP
OG0005511	LOC120455413|XP_039497492.1|DSAN	LOC120421300|XP_039440424.1|CPIP
OG0005512	LOC120453098|XP_039493565.1|DSAN	LOC120421298|XP_039440422.1|CPIP
OG0005513	LOC120455746|XP_039498102.1|DSAN	LOC120414572|XP_039431743.1|CPIP
OG0005514	LOC120452638|XP_039492883.1|DSAN	LOC120414546|XP_039431693.1|CPIP
OG0005515	LOC120446634|XP_039483634.1|DSAN	LOC120414563|XP_039431717.1|CPIP
OG0005516	LOC120449033|XP_039487254.1|DSAN	LOC120414562|XP_039431716.1|CPIP
OG0005517	LOC120443955|XP_039479349.1|DSAN	LOC120414557|XP_039431704.1|CPIP
OG0005518	LOC120444846|XP_039480740.1|DSAN	LOC120419466|XP_039438085.1|CPIP
OG0005519	LOC120446931|XP_039484115.1|DSAN	LOC120432440|XP_039453592.1|CPIP
OG0005520	LOC120457324|XP_039500765.1|DSAN	LOC120432428|XP_039453573.1|CPIP
OG0005521	LOC120458511|XP_039502116.1|DSAN	LOC120420526|XP_039439530.1|CPIP
OG0005522	LOC120447597|XP_039485001.1|DSAN	LOC120420487|XP_039439466.1|CPIP
OG0005523	LOC120457748|XP_039501181.1|DSAN	LOC120420529|XP_039439534.1|CPIP
OG0005524	LOC120449908|XP_039488537.1|DSAN	LOC120413895|XP_039430805.1|CPIP, LOC120420513|XP_039439499.1|CPIP
OG0005525	LOC120451258|XP_039490724.1|DSAN	LOC120420515|XP_039439510.1|CPIP, LOC120413899|XP_039430810.1|CPIP
OG0005526	LOC120444118|XP_039479585.1|DSAN	LOC120413818|XP_039430707.1|CPIP
OG0005527	LOC120454838|XP_039496251.1|DSAN	LOC120413820|XP_039430709.1|CPIP
OG0005528	LOC120458128|XP_039501601.1|DSAN	LOC120413854|XP_039430744.1|CPIP
OG0005529	LOC120457792|XP_039501223.1|DSAN	LOC120417376|XP_039435331.1|CPIP
OG0005530	LOC120458279|XP_039501808.1|DSAN	LOC120417912|XP_039436085.1|CPIP
OG0005531	LOC120449342|XP_039487683.1|DSAN	LOC120423397|XP_039443124.1|CPIP
OG0005532	LOC120449522|XP_039487997.1|DSAN	LOC120423392|XP_039443112.1|CPIP
OG0005533	LOC120446893|XP_039484048.1|DSAN	LOC120425171|XP_039445539.1|CPIP
OG0005534	LOC120448757|XP_039486876.1|DSAN	LOC120412481|XP_039428906.1|CPIP, LOC120418162|XP_039436397.1|CPIP
OG0005535	LOC120458925|XP_039502711.1|DSAN	LOC120417533|XP_039435553.1|CPIP, LOC120412462|XP_039428870.1|CPIP
OG0005536	LOC120445527|XP_039481923.1|DSAN	LOC120417954|XP_039436122.1|CPIP, LOC120412500|XP_039428933.1|CPIP
OG0005537	LOC120458934|XP_039502723.1|DSAN	LOC120417571|XP_039435613.1|CPIP, LOC120412507|XP_039428943.1|CPIP
OG0005538	LOC120445298|XP_039481535.1|DSAN	LOC120426275|XP_039446954.1|CPIP
OG0005539	LOC120446420|XP_039483313.1|DSAN	LOC120426277|XP_039446956.1|CPIP
OG0005540	LOC120455138|XP_039496978.1|DSAN	LOC120420511|XP_039439497.1|CPIP
OG0005541	LOC120457061|XP_039500175.1|DSAN	LOC120426270|XP_039446946.1|CPIP
OG0005542	LOC120450191|XP_039488990.1|DSAN	LOC120420495|XP_039439479.1|CPIP
OG0005543	LOC120446216|XP_039483004.1|DSAN	LOC120423981|XP_039443908.1|CPIP
OG0005544	LOC120443866|XP_039479165.1|DSAN	LOC120423982|XP_039443913.1|CPIP
OG0005545	LOC120458561|XP_039502180.1|DSAN	LOC120418722|XP_039437129.1|CPIP
OG0005546	LOC120457754|XP_039501186.1|DSAN	LOC120418697|XP_039437096.1|CPIP
OG0005547	LOC120458002|XP_039501428.1|DSAN	LOC120418703|XP_039437104.1|CPIP
OG0005548	LOC120458611|XP_039502253.1|DSAN	LOC120418696|XP_039437095.1|CPIP
OG0005549	LOC120458619|XP_039502263.1|DSAN	LOC120418718|XP_039437125.1|CPIP
OG0005550	LOC120448515|XP_039486486.1|DSAN	LOC120412674|XP_039429174.1|CPIP
OG0005551	LOC120444833|XP_039480723.1|DSAN	LOC120412676|XP_039429178.1|CPIP
OG0005552	LOC120444831|XP_039480722.1|DSAN	LOC120412675|XP_039429176.1|CPIP
OG0005553	LOC120451879|XP_039491858.1|DSAN	LOC120412479|XP_039428904.1|CPIP
OG0005554	LOC120443772|XP_039479010.1|DSAN	LOC120417311|XP_039435199.1|CPIP
OG0005555	LOC120458544|XP_039502159.1|DSAN	LOC120417310|XP_039435195.1|CPIP
OG0005556	LOC120456172|XP_039498776.1|DSAN	LOC120417293|XP_039435178.1|CPIP
OG0005557	LOC120445761|XP_039482291.1|DSAN	LOC120417312|XP_039435209.1|CPIP
OG0005558	LOC120455431|XP_039497548.1|DSAN	LOC120417290|XP_039435175.1|CPIP
OG0005559	LOC120447060|XP_039484384.1|DSAN	LOC120417284|XP_039435169.1|CPIP
OG0005560	LOC120444514|XP_039480166.1|DSAN	LOC120417288|XP_039435172.1|CPIP
OG0005561	LOC120456334|XP_039499038.1|DSAN	LOC120417301|XP_039435187.1|CPIP
OG0005562	LOC120453755|XP_039494536.1|DSAN	LOC120427088|XP_039447869.1|CPIP
OG0005563	LOC120454903|XP_039496509.1|DSAN	LOC120419047|XP_039437546.1|CPIP
OG0005564	LOC120443683|XP_039478856.1|DSAN	LOC120419076|XP_039437595.1|CPIP
OG0005565	LOC120444619|XP_039480355.1|DSAN	LOC120419060|XP_039437567.1|CPIP
OG0005566	LOC120444620|XP_039480356.1|DSAN	LOC120419081|XP_039437599.1|CPIP
OG0005567	LOC120453069|XP_039493527.1|DSAN	LOC120419080|XP_039437598.1|CPIP
OG0005568	LOC120456873|XP_039499908.1|DSAN	LOC120419050|XP_039437550.1|CPIP
OG0005569	LOC120458172|XP_039501664.1|DSAN	LOC120419071|XP_039437589.1|CPIP
OG0005570	LOC120447986|XP_039485620.1|DSAN	LOC120429840|XP_039450839.1|CPIP
OG0005571	LOC120445396|XP_039481741.1|DSAN	LOC120414327|XP_039431401.1|CPIP
OG0005572	LOC120445023|XP_039481028.1|DSAN	LOC120425774|XP_039446320.1|CPIP
OG0005573	LOC120451396|XP_039490997.1|DSAN	LOC120426559|XP_039447259.1|CPIP
OG0005574	LOC120450660|XP_039489745.1|DSAN	LOC120426581|XP_039447304.1|CPIP
OG0005575	LOC120454484|XP_039495758.1|DSAN	LOC120423219|XP_039442863.1|CPIP
OG0005576	LOC120447250|XP_039484711.1|DSAN	LOC120423205|XP_039442844.1|CPIP
OG0005577	LOC120449212|XP_039487514.1|DSAN	LOC120423227|XP_039442869.1|CPIP
OG0005578	LOC120448349|XP_039486247.1|DSAN	LOC120423190|XP_039442823.1|CPIP
OG0005579	LOC120448351|XP_039486251.1|DSAN	LOC120416349|XP_039434013.1|CPIP, LOC120423193|XP_039442827.1|CPIP
OG0005580	LOC120450294|XP_039489159.1|DSAN	LOC120417010|XP_039434882.1|CPIP
OG0005582	LOC120448381|XP_039486297.1|DSAN	LOC120432119|XP_039453190.1|CPIP
OG0005583	LOC120449177|XP_039487453.1|DSAN	LOC120432118|XP_039453187.1|CPIP
OG0005584	LOC120458154|XP_039501638.1|DSAN	LOC120414364|XP_039431462.1|CPIP
OG0005585	LOC120453451|XP_039494100.1|DSAN	LOC120414357|XP_039431453.1|CPIP
OG0005586	LOC120454072|XP_039495017.1|DSAN	LOC120414330|XP_039431404.1|CPIP
OG0005587	LOC120458121|XP_039501589.1|DSAN	LOC120414369|XP_039431470.1|CPIP
OG0005588	LOC120450581|XP_039489634.1|DSAN	LOC120414305|XP_039431379.1|CPIP
OG0005589	LOC120454220|XP_039495253.1|DSAN	LOC120414341|XP_039431429.1|CPIP
OG0005590	LOC120443951|XP_039479334.1|DSAN	LOC120426577|XP_039447296.1|CPIP
OG0005591	LOC120456854|XP_039499851.1|DSAN	LOC120426564|XP_039447270.1|CPIP, LOC120414316|XP_039431387.1|CPIP
OG0005592	LOC120452265|XP_039492328.1|DSAN	LOC120426575|XP_039447294.1|CPIP
OG0005593	LOC120447573|XP_039484970.1|DSAN	LOC120425779|XP_039446326.1|CPIP
OG0005594	LOC120447760|XP_039485239.1|DSAN	LOC120425777|XP_039446323.1|CPIP
OG0005595	LOC120447759|XP_039485238.1|DSAN	LOC120425767|XP_039446309.1|CPIP
OG0005596	LOC120450137|XP_039488898.1|DSAN	LOC120425769|XP_039446313.1|CPIP
OG0005597	LOC120454196|XP_039495221.1|DSAN	LOC120425773|XP_039446317.1|CPIP
OG0005598	LOC120451817|XP_039491719.1|DSAN	LOC120416159|XP_039433773.1|CPIP
OG0005599	LOC120445010|XP_039481007.1|DSAN	LOC120423932|XP_039443848.1|CPIP
OG0005600	LOC120453099|XP_039493567.1|DSAN	LOC120427996|XP_039448894.1|CPIP
OG0005601	LOC120455806|XP_039498200.1|DSAN	LOC120427993|XP_039448885.1|CPIP
OG0005602	LOC120453567|XP_039494259.1|DSAN	LOC120427007|XP_039447760.1|CPIP
OG0005603	LOC120446467|XP_039483403.1|DSAN	LOC120427010|XP_039447764.1|CPIP
OG0005604	LOC120444582|XP_039480277.1|DSAN	LOC120427001|XP_039447751.1|CPIP
OG0005605	LOC120446805|XP_039483899.1|DSAN	LOC120427016|XP_039447773.1|CPIP
OG0005606	LOC120443815|XP_039479090.1|DSAN	LOC120427006|XP_039447759.1|CPIP
OG0005607	LOC120453425|XP_039494062.1|DSAN	LOC120432375|XP_039453503.1|CPIP
OG0005608	LOC120451301|XP_039490801.1|DSAN	LOC120432373|XP_039453499.1|CPIP
OG0005609	LOC120449794|XP_039488372.1|DSAN	LOC120432385|XP_039453513.1|CPIP
OG0005610	LOC120450079|XP_039488805.1|DSAN	LOC120426824|XP_039447545.1|CPIP
OG0005611	LOC120448925|XP_039487090.1|DSAN	LOC120415017|XP_039432319.1|CPIP
OG0005612	LOC120451200|XP_039490585.1|DSAN	LOC120414126|XP_039431092.1|CPIP
OG0005613	LOC120452309|XP_039492392.1|DSAN	LOC120415147|XP_039432519.1|CPIP
OG0005614	LOC120451628|XP_039491417.1|DSAN	LOC120415105|XP_039432460.1|CPIP
OG0005615	LOC120451426|XP_039491034.1|DSAN	LOC120414259|XP_039431308.1|CPIP
OG0005616	LOC120452907|XP_039493304.1|DSAN	LOC120415182|XP_039432577.1|CPIP
OG0005617	LOC120452108|XP_039492120.1|DSAN	LOC120413992|XP_039430939.1|CPIP
OG0005618	LOC120445581|XP_039482006.1|DSAN	LOC120419711|XP_039438432.1|CPIP
OG0005619	LOC120453265|XP_039493821.1|DSAN	LOC120431458|XP_039452508.1|CPIP
OG0005620	LOC120454979|XP_039496704.1|DSAN	LOC120419119|XP_039437655.1|CPIP
OG0005621	LOC120455205|XP_039497095.1|DSAN	LOC120418699|XP_039437103.1|CPIP
OG0005622	LOC120455632|XP_039497953.1|DSAN	LOC120419072|XP_039437594.1|CPIP
OG0005623	LOC120455338|XP_039497351.1|DSAN	LOC120418708|XP_039437115.1|CPIP
OG0005624	LOC120451298|XP_039490795.1|DSAN	LOC120418898|XP_039437366.1|CPIP
OG0005625	LOC120454611|XP_039496007.1|DSAN	LOC120418627|XP_039437008.1|CPIP
OG0005626	LOC120456221|XP_039498838.1|DSAN	LOC120419308|XP_039437914.1|CPIP
OG0005627	LOC120454239|XP_039495278.1|DSAN	LOC120418577|XP_039436960.1|CPIP
OG0005628	LOC120451253|XP_039490711.1|DSAN	LOC120419017|XP_039437521.1|CPIP
OG0005629	LOC120444716|XP_039480527.1|DSAN	LOC120419444|XP_039438063.1|CPIP
OG0005630	LOC120444999|XP_039480973.1|DSAN	LOC120418920|XP_039437388.1|CPIP
OG0005631	LOC120456592|XP_039499436.1|DSAN	LOC120419139|XP_039437676.1|CPIP
OG0005632	LOC120455139|XP_039496977.1|DSAN	LOC120429142|XP_039450273.1|CPIP
OG0005633	LOC120452534|XP_039492732.1|DSAN	LOC120431563|XP_039452604.1|CPIP
OG0005634	LOC120450742|XP_039489798.1|DSAN	LOC120431562|XP_039452603.1|CPIP
OG0005635	LOC120457902|XP_039501346.1|DSAN	LOC120426830|XP_039447550.1|CPIP
OG0005636	LOC120452351|XP_039492458.1|DSAN	LOC120414080|XP_039431039.1|CPIP
OG0005637	LOC120450922|XP_039490122.1|DSAN	LOC120414270|XP_039431329.1|CPIP
OG0005638	LOC120445885|XP_039482468.1|DSAN	LOC120414298|XP_039431370.1|CPIP
OG0005639	LOC120445015|XP_039481013.1|DSAN	LOC120413876|XP_039430787.1|CPIP
