Orthogroup	DSAN.longest_only	CQUI.longest_only
OG0003302	LOC120455119|XP_039496944.1|DSAN	LOC119769388|XP_038117434.1|CQUI
OG0003303	LOC120446097|XP_039482824.1|DSAN	LOC6048458|XP_001865376.2|CQUI
OG0003304	LOC120453079|XP_039493540.1|DSAN	LOC6035163|XP_038105726.1|CQUI
OG0003305	LOC120457048|XP_039500153.1|DSAN	LOC6040796|XP_038107449.1|CQUI
OG0003306	LOC120457666|XP_039501097.1|DSAN	LOC119771120|XP_038122447.1|CQUI, LOC6036963|XP_001846930.2|CQUI
OG0003307	LOC120456105|XP_039498644.1|DSAN	LOC6041286|XP_038118761.1|CQUI
OG0003308	LOC120443908|XP_039479269.1|DSAN	LOC6041274|XP_038111355.1|CQUI
OG0003309	LOC120457087|XP_039500200.1|DSAN	LOC6046401|XP_038104328.1|CQUI
OG0003310	LOC120456876|XP_039499906.1|DSAN	LOC6049179|XP_001865984.2|CQUI
OG0003311	LOC120452091|XP_039492099.1|DSAN	LOC6040799|XP_001850138.2|CQUI
OG0003312	LOC120451638|XP_039491432.1|DSAN	LOC6038455|XP_001848252.2|CQUI
OG0003313	LOC120456743|XP_039499667.1|DSAN	LOC119770166|XP_038120773.1|CQUI
OG0003314	LOC120444796|XP_039480678.1|DSAN	LOC119769656|XP_038119124.1|CQUI
OG0003315	LOC120456319|XP_039499012.1|DSAN	LOC6045637|XP_038104047.1|CQUI
OG0003316	LOC120453947|XP_039494826.1|DSAN	LOC6046923|XP_038104731.1|CQUI
OG0003318	LOC120454448|XP_039495691.1|DSAN	LOC6046383|XP_038121783.1|CQUI
OG0003319	LOC120452331|XP_039492425.1|DSAN	LOC6050261|XP_038117527.1|CQUI
OG0003320	LOC120454578|XP_039495916.1|DSAN	LOC6050925|XP_038107496.1|CQUI
OG0003321	LOC120453187|XP_039493687.1|DSAN	LOC6050923|XP_038104096.1|CQUI
OG0003322	LOC120452100|XP_039492110.1|DSAN	LOC6050928|XP_001867444.2|CQUI
OG0003323	LOC120456270|XP_039498932.1|DSAN	LOC6053136|XP_038104993.1|CQUI, LOC6053138|XP_038104727.1|CQUI
OG0003324	LOC120456364|XP_039499098.1|DSAN	LOC6044766|XP_038105505.1|CQUI
OG0003325	LOC120451774|XP_039491639.1|DSAN	LOC6054667|XP_038122729.1|CQUI
OG0003326	LOC120455150|XP_039496989.1|DSAN	LOC6052313|XP_001868606.2|CQUI
OG0003327	LOC120454877|XP_039496378.1|DSAN	LOC6054823|XP_038117070.1|CQUI
OG0003328	LOC120457397|XP_039500901.1|DSAN	LOC6045240|XP_038105004.1|CQUI
OG0003329	LOC120452466|XP_039492631.1|DSAN	LOC6045236|XP_038104816.1|CQUI
OG0003330	LOC120450223|XP_039489034.1|DSAN	LOC6049097|XP_001865912.2|CQUI
OG0003331	LOC120456923|XP_039499996.1|DSAN	LOC6039046|XP_038105147.1|CQUI
OG0003332	LOC120455814|XP_039498208.1|DSAN	LOC6045134|XP_001862536.1|CQUI
OG0003333	LOC120452916|XP_039493313.1|DSAN	LOC6046168|XP_038108595.1|CQUI
OG0003334	LOC120453691|XP_039494446.1|DSAN	LOC6053762|XP_038105116.1|CQUI
OG0003335	LOC120452144|XP_039492168.1|DSAN	LOC6053764|XP_038105798.1|CQUI
OG0003336	LOC120453074|XP_039493534.1|DSAN	LOC6049475|XP_038104934.1|CQUI
OG0003337	LOC120454550|XP_039495865.1|DSAN	LOC6038463|XP_038122611.1|CQUI, LOC6045749|XP_038120681.1|CQUI
OG0003338	LOC120451971|XP_039491931.1|DSAN	LOC6038468|XP_001848265.2|CQUI
OG0003339	LOC120450887|XP_039490061.1|DSAN	LOC6042693|XP_038104736.1|CQUI
OG0003340	LOC120450889|XP_039490063.1|DSAN	LOC6042694|XP_038104608.1|CQUI
OG0003341	LOC120456936|XP_039500010.1|DSAN	LOC6042505|XP_001851719.2|CQUI
OG0003342	LOC120455600|XP_039497909.1|DSAN	LOC6042500|XP_001851692.2|CQUI
OG0003343	LOC120455272|XP_039497212.1|DSAN	LOC6047403|XP_038121381.1|CQUI, LOC6047404|XP_038105604.1|CQUI
OG0003344	LOC120443823|XP_039479146.1|DSAN	LOC6046229|XP_038115211.1|CQUI
OG0003345	LOC120455044|XP_039496826.1|DSAN	LOC119767346|XP_038111667.1|CQUI
OG0003346	LOC120453264|XP_039493820.1|DSAN	LOC6045625|XP_001862961.2|CQUI
OG0003347	LOC120452974|XP_039493404.1|DSAN	LOC6054237|XP_038111943.1|CQUI
OG0003348	LOC120451314|XP_039490818.1|DSAN	LOC6045000|XP_038104115.1|CQUI
OG0003349	LOC120449013|XP_039487225.1|DSAN	LOC6038485|XP_001848282.2|CQUI
OG0003350	LOC120452000|XP_039491967.1|DSAN	LOC6038483|XP_038108551.1|CQUI
OG0003351	LOC120457413|XP_039500945.1|DSAN	LOC6035135|XP_038109381.1|CQUI
OG0003352	LOC120452493|XP_039492675.1|DSAN	LOC6051272|XP_001867743.2|CQUI
OG0003354	LOC120451179|XP_039490553.1|DSAN	LOC6047656|XP_001864689.2|CQUI
OG0003355	LOC120455151|XP_039496991.1|DSAN	LOC6051356|XP_038116845.1|CQUI
OG0003356	LOC120456179|XP_039498783.1|DSAN	LOC6053494|XP_038122552.1|CQUI
OG0003357	LOC120456140|XP_039498700.1|DSAN	LOC6053495|XP_001869569.2|CQUI
OG0003358	LOC120444475|XP_039480088.1|DSAN	LOC6041908|XP_001851099.1|CQUI
OG0003359	LOC120455159|XP_039497004.1|DSAN	LOC6034408|XP_001844726.1|CQUI
OG0003360	LOC120456064|XP_039498588.1|DSAN	LOC6034412|XP_038114340.1|CQUI
OG0003361	LOC120444486|XP_039480125.1|DSAN	LOC6034453|XP_001844767.2|CQUI
OG0003362	LOC120452363|XP_039492486.1|DSAN	LOC6042565|XP_038111876.1|CQUI
OG0003363	LOC120451777|XP_039491648.1|DSAN	LOC6042567|XP_038112762.1|CQUI
OG0003364	LOC120451221|XP_039490635.1|DSAN	LOC6034728|XP_001845008.2|CQUI
OG0003365	LOC120452306|XP_039492385.1|DSAN	LOC6034795|XP_001845068.2|CQUI
OG0003366	LOC120449854|XP_039488448.1|DSAN	LOC6034775|XP_001845048.2|CQUI
OG0003367	LOC120448045|XP_039485723.1|DSAN	LOC6034744|XP_038109225.1|CQUI
OG0003368	LOC120448043|XP_039485721.1|DSAN	LOC6041917|XP_001851107.2|CQUI
OG0003369	LOC120453450|XP_039494096.1|DSAN	LOC6041912|XP_001851103.2|CQUI
OG0003370	LOC120450920|XP_039490118.1|DSAN	LOC6044494|XP_001862006.1|CQUI
OG0003371	LOC120456493|XP_039499294.1|DSAN	LOC119771218|XP_038122893.1|CQUI
OG0003372	LOC120446131|XP_039482890.1|DSAN	LOC6031555|XP_001842339.2|CQUI
OG0003373	LOC120451641|XP_039491436.1|DSAN	LOC119765016|XP_038105409.1|CQUI, LOC6045520|XP_038105391.1|CQUI
OG0003374	LOC120457140|XP_039500330.1|DSAN	LOC6054476|XP_038116887.1|CQUI
OG0003375	LOC120452421|XP_039492575.1|DSAN	LOC6048537|XP_038109538.1|CQUI
OG0003376	LOC120453152|XP_039493642.1|DSAN	LOC6034735|XP_001845015.1|CQUI
OG0003377	LOC120454482|XP_039495749.1|DSAN	LOC6034732|XP_038122880.1|CQUI
OG0003378	LOC120453535|XP_039494220.1|DSAN	LOC6034804|XP_001845076.1|CQUI
OG0003379	LOC120453743|XP_039494510.1|DSAN	LOC6034805|XP_001845077.1|CQUI
OG0003380	LOC120452291|XP_039492360.1|DSAN	LOC6046476|XP_038114759.1|CQUI
OG0003381	LOC120443854|XP_039479154.1|DSAN	LOC6046475|XP_001863666.1|CQUI
OG0003382	LOC120451093|XP_039490418.1|DSAN	LOC6046480|XP_038105361.1|CQUI
OG0003383	LOC120451420|XP_039491026.1|DSAN	LOC6046770|XP_001863920.2|CQUI
OG0003384	LOC120458104|XP_039501567.1|DSAN	LOC6050615|XP_001867190.1|CQUI
OG0003385	LOC120454195|XP_039495219.1|DSAN	LOC6052084|XP_001868410.2|CQUI
OG0003386	LOC120451752|XP_039491611.1|DSAN	LOC6036776|XP_001846772.1|CQUI
OG0003387	LOC120453363|XP_039493970.1|DSAN	LOC6036775|XP_001846771.2|CQUI
OG0003388	LOC120455551|XP_039497826.1|DSAN	LOC6036772|XP_001846764.2|CQUI
OG0003389	LOC120445090|XP_039481152.1|DSAN	LOC6036491|XP_001846540.1|CQUI
OG0003390	LOC120453838|XP_039494666.1|DSAN	LOC6036520|XP_001846565.2|CQUI
OG0003392	LOC120452753|XP_039493065.1|DSAN	LOC6051534|XP_001867966.2|CQUI
OG0003393	LOC120451096|XP_039490435.1|DSAN	LOC6042026|XP_038115967.1|CQUI
OG0003394	LOC120453915|XP_039494784.1|DSAN	LOC6035630|XP_038104045.1|CQUI
OG0003395	LOC120451942|XP_039491896.1|DSAN	LOC6035642|XP_038105204.1|CQUI
OG0003396	LOC120454615|XP_039496012.1|DSAN	LOC6035649|XP_038104108.1|CQUI
OG0003397	LOC120452153|XP_039492177.1|DSAN	LOC6035212|XP_001845441.2|CQUI
OG0003399	LOC120453677|XP_039494426.1|DSAN	LOC6035229|XP_001845456.2|CQUI
OG0003400	LOC120451913|XP_039491856.1|DSAN	LOC6048394|XP_038105553.1|CQUI
OG0003401	LOC120454709|XP_039496188.1|DSAN	LOC6044798|XP_038105600.1|CQUI
OG0003402	LOC120453374|XP_039493982.1|DSAN	LOC119769471|XP_038117965.1|CQUI
OG0003403	LOC120444649|XP_039480410.1|DSAN	LOC6044611|XP_038123033.1|CQUI
OG0003404	LOC120453905|XP_039494770.1|DSAN	LOC6044619|XP_038104451.1|CQUI
OG0003405	LOC120446222|XP_039483022.1|DSAN	LOC6035352|XP_001845563.2|CQUI
OG0003406	LOC120453419|XP_039494053.1|DSAN	LOC6035347|XP_001845558.1|CQUI
OG0003407	LOC120453420|XP_039494054.1|DSAN	LOC6035346|XP_001845557.1|CQUI
OG0003408	LOC120454093|XP_039495038.1|DSAN	LOC6035353|XP_038104381.1|CQUI
OG0003409	LOC120451233|XP_039490661.1|DSAN	LOC6050608|XP_038104382.1|CQUI
OG0003410	LOC120454682|XP_039496132.1|DSAN	LOC6044846|XP_001862291.1|CQUI
OG0003411	LOC120452354|XP_039492462.1|DSAN	LOC6041723|XP_001850945.2|CQUI
OG0003412	LOC120454348|XP_039495495.1|DSAN	LOC6041727|XP_038122908.1|CQUI
OG0003413	LOC120454089|XP_039495034.1|DSAN	LOC6031535|XP_001842320.2|CQUI
OG0003414	LOC120450379|XP_039489303.1|DSAN	LOC6035568|XP_038104587.1|CQUI
OG0003415	LOC120456821|XP_039499803.1|DSAN	LOC6035559|XP_038122913.1|CQUI
OG0003416	LOC120452866|XP_039493244.1|DSAN	LOC6035553|XP_001845711.2|CQUI
OG0003417	LOC120453078|XP_039493539.1|DSAN	LOC6035549|XP_001845707.2|CQUI
OG0003418	LOC120451148|XP_039490509.1|DSAN	LOC6034923|XP_001845188.1|CQUI
OG0003419	LOC120454126|XP_039495099.1|DSAN	LOC6034928|XP_038112385.1|CQUI
OG0003420	LOC120454124|XP_039495096.1|DSAN	LOC6034929|XP_038113125.1|CQUI
OG0003421	LOC120454552|XP_039495867.1|DSAN	LOC6044857|XP_038118023.1|CQUI
OG0003422	LOC120454567|XP_039495896.1|DSAN	LOC6045192|XP_001862584.1|CQUI
OG0003423	LOC120446922|XP_039484098.1|DSAN	LOC6047844|XP_038104071.1|CQUI
OG0003424	LOC120450895|XP_039490070.1|DSAN	LOC6047847|XP_001864849.2|CQUI
OG0003425	LOC120453856|XP_039494695.1|DSAN	LOC6042446|XP_001851544.1|CQUI
OG0003426	LOC120451319|XP_039490823.1|DSAN	LOC6032577|XP_001843150.1|CQUI
OG0003427	LOC120451666|XP_039491475.1|DSAN	LOC6040871|XP_001850206.2|CQUI
OG0003428	LOC120449535|XP_039487989.1|DSAN	LOC6032685|XP_001843245.2|CQUI
OG0003429	LOC120445435|XP_039481800.1|DSAN	LOC6032661|XP_001843228.2|CQUI
OG0003430	LOC120454869|XP_039496358.1|DSAN	LOC6031627|XP_038112717.1|CQUI
OG0003431	LOC120454369|XP_039495532.1|DSAN	LOC6039171|XP_001848826.2|CQUI
OG0003432	LOC120452984|XP_039493414.1|DSAN	LOC6047464|XP_038111896.1|CQUI
OG0003435	LOC120454701|XP_039496171.1|DSAN	LOC6032653|XP_038104224.1|CQUI
OG0003436	LOC120451446|XP_039491056.1|DSAN	LOC6036780|XP_001846776.1|CQUI
OG0003437	LOC120451443|XP_039491054.1|DSAN	LOC6036779|XP_038107371.1|CQUI
OG0003438	LOC120452132|XP_039492150.1|DSAN	LOC6046594|XP_001863768.1|CQUI
OG0003439	LOC120453398|XP_039494020.1|DSAN	LOC6042429|XP_001851546.1|CQUI
OG0003440	LOC120454188|XP_039495203.1|DSAN	LOC6039090|XP_038105902.1|CQUI
OG0003441	LOC120452964|XP_039493394.1|DSAN	LOC6046303|XP_001863513.1|CQUI
OG0003442	LOC120453944|XP_039494824.1|DSAN	LOC6046296|XP_001863521.2|CQUI
OG0003443	LOC120449604|XP_039488106.1|DSAN	LOC6047924|XP_001864911.1|CQUI
OG0003444	LOC120449623|XP_039488140.1|DSAN	LOC6031536|XP_001842321.2|CQUI
OG0003445	LOC120457296|XP_039500711.1|DSAN	LOC6031549|XP_038105160.1|CQUI
OG0003446	LOC120455575|XP_039497874.1|DSAN	LOC6031557|XP_038116993.1|CQUI
OG0003447	LOC120454907|XP_039496524.1|DSAN	LOC6031562|XP_038117031.1|CQUI
OG0003448	LOC120450752|XP_039489809.1|DSAN	LOC6048416|XP_001865339.2|CQUI
OG0003449	LOC120451246|XP_039490695.1|DSAN	LOC6037396|XP_001847313.1|CQUI
OG0003450	LOC120451259|XP_039490720.1|DSAN	LOC6039926|XP_038104260.1|CQUI
OG0003451	LOC120450940|XP_039490141.1|DSAN	LOC6039936|XP_038111380.1|CQUI
OG0003452	LOC120450938|XP_039490139.1|DSAN	LOC6039937|XP_001849434.2|CQUI
OG0003453	LOC120449978|XP_039488620.1|DSAN	LOC6046528|XP_001863707.1|CQUI
OG0003454	LOC120452830|XP_039493174.1|DSAN	LOC6046531|XP_001863706.1|CQUI
OG0003455	LOC120452448|XP_039492612.1|DSAN	LOC6046526|XP_038104772.1|CQUI
OG0003456	LOC120444463|XP_039480067.1|DSAN	LOC119769594|XP_038118579.1|CQUI, LOC6035526|XP_038113113.1|CQUI
OG0003457	LOC120451949|XP_039491904.1|DSAN	LOC6035528|XP_001845693.1|CQUI
OG0003458	LOC120452814|XP_039493151.1|DSAN	LOC6039674|XP_038122724.1|CQUI
OG0003459	LOC120451648|XP_039491448.1|DSAN	LOC6034951|XP_001845210.1|CQUI
OG0003460	LOC120451197|XP_039490582.1|DSAN	LOC6034933|XP_038122514.1|CQUI
OG0003461	LOC120450800|XP_039489900.1|DSAN	LOC6037413|XP_038105277.1|CQUI
OG0003462	LOC120449570|XP_039488056.1|DSAN	LOC6037339|XP_038104753.1|CQUI
OG0003463	LOC120452507|XP_039492693.1|DSAN	LOC6039202|XP_038104646.1|CQUI
OG0003464	LOC120452581|XP_039492799.1|DSAN	LOC6039615|XP_038106187.1|CQUI
OG0003465	LOC120451247|XP_039490696.1|DSAN	LOC6039608|XP_001849182.1|CQUI
OG0003466	LOC120452246|XP_039492307.1|DSAN	LOC6038055|XP_001847899.1|CQUI
OG0003467	LOC120452202|XP_039492255.1|DSAN	LOC6040680|XP_038105387.1|CQUI
OG0003468	LOC120452369|XP_039492494.1|DSAN	LOC6040674|XP_001850035.2|CQUI
OG0003469	LOC120453652|XP_039494380.1|DSAN	LOC6035344|XP_001845555.1|CQUI
OG0003470	LOC120451746|XP_039491600.1|DSAN	LOC6031670|XP_038104846.1|CQUI
OG0003471	LOC120446881|XP_039484024.1|DSAN	LOC6031663|XP_001842409.2|CQUI
OG0003472	LOC120445038|XP_039481064.1|DSAN	LOC6034382|XP_038113315.1|CQUI
OG0003473	LOC120455811|XP_039498209.1|DSAN	LOC6035377|XP_038104133.1|CQUI
OG0003474	LOC120451825|XP_039491729.1|DSAN	LOC6035079|XP_038112442.1|CQUI
OG0003475	LOC120454131|XP_039495112.1|DSAN	LOC6035069|XP_038122846.1|CQUI
OG0003476	LOC120454835|XP_039496246.1|DSAN	LOC6035414|XP_038122449.1|CQUI
OG0003477	LOC120453900|XP_039494757.1|DSAN	LOC6047059|XP_038115904.1|CQUI
OG0003478	LOC120451174|XP_039490545.1|DSAN	LOC6047694|XP_038115039.1|CQUI
OG0003479	LOC120452790|XP_039493116.1|DSAN	LOC6035543|XP_001845701.1|CQUI
OG0003480	LOC120452885|XP_039493274.1|DSAN	LOC6042433|XP_001851551.1|CQUI
OG0003481	LOC120453433|XP_039494074.1|DSAN	LOC6042434|XP_001851552.2|CQUI
OG0003482	LOC120452095|XP_039492104.1|DSAN	LOC6042437|XP_038114985.1|CQUI
OG0003483	LOC120454180|XP_039495195.1|DSAN	LOC6039076|XP_001848749.1|CQUI
OG0003484	LOC120452796|XP_039493125.1|DSAN	LOC6049256|XP_001866047.1|CQUI
OG0003487	LOC120454564|XP_039495892.1|DSAN	LOC6040883|XP_001850212.2|CQUI
OG0003488	LOC120451046|XP_039490335.1|DSAN	LOC6039350|XP_038104841.1|CQUI
OG0003489	LOC120451183|XP_039490558.1|DSAN	LOC6037420|XP_038104037.1|CQUI
OG0003490	LOC120451057|XP_039490347.1|DSAN	LOC6037424|XP_001847338.1|CQUI
OG0003491	LOC120453463|XP_039494114.1|DSAN	LOC6033013|XP_038111280.1|CQUI
OG0003492	LOC120453963|XP_039494847.1|DSAN	LOC6032983|XP_038121925.1|CQUI
OG0003493	LOC120452959|XP_039493383.1|DSAN	LOC6033729|XP_038105787.1|CQUI
OG0003494	LOC120452481|XP_039492663.1|DSAN	LOC6053204|XP_038110104.1|CQUI
OG0003495	LOC120444473|XP_039480085.1|DSAN	LOC6042404|XP_038123009.1|CQUI
OG0003496	LOC120452561|XP_039492775.1|DSAN	LOC6039896|XP_001849394.1|CQUI
OG0003497	LOC120452040|XP_039492026.1|DSAN	LOC6042400|XP_038122515.1|CQUI
OG0003498	LOC120448286|XP_039486151.1|DSAN	LOC6042398|XP_001851523.2|CQUI
OG0003499	LOC120452787|XP_039493113.1|DSAN	LOC6042393|XP_001851518.2|CQUI
OG0003500	LOC120446808|XP_039483904.1|DSAN	LOC6051158|XP_038104555.1|CQUI
OG0003501	LOC120451983|XP_039491945.1|DSAN	LOC6040942|XP_001850270.1|CQUI
OG0003502	LOC120453563|XP_039494250.1|DSAN	LOC6032047|XP_038105287.1|CQUI
OG0003503	LOC120451150|XP_039490511.1|DSAN	LOC6032067|XP_001842733.2|CQUI
OG0003504	LOC120451261|XP_039490723.1|DSAN	LOC6032073|XP_038115709.1|CQUI
OG0003505	LOC120454260|XP_039495342.1|DSAN	LOC6032089|XP_038104786.1|CQUI
OG0003506	LOC120450961|XP_039490182.1|DSAN	LOC6035185|XP_001845415.2|CQUI
OG0003507	LOC120452085|XP_039492083.1|DSAN	LOC6035194|XP_038105210.1|CQUI
OG0003508	LOC120447569|XP_039484963.1|DSAN	LOC6037398|XP_038104529.1|CQUI
OG0003509	LOC120453745|XP_039494511.1|DSAN	LOC6032718|XP_038116239.1|CQUI
OG0003510	LOC120450966|XP_039490191.1|DSAN	LOC6033955|XP_038105897.1|CQUI
OG0003511	LOC120450965|XP_039490189.1|DSAN	LOC6033953|XP_038104593.1|CQUI
OG0003513	LOC120454232|XP_039495269.1|DSAN	LOC6040895|XP_038122954.1|CQUI
OG0003514	LOC120453609|XP_039494318.1|DSAN	LOC6040914|XP_038105061.1|CQUI
OG0003515	LOC120446154|XP_039482917.1|DSAN	LOC6037350|XP_001847273.2|CQUI
OG0003516	LOC120451972|XP_039491932.1|DSAN	LOC6037345|XP_038106122.1|CQUI
OG0003517	LOC120451204|XP_039490591.1|DSAN	LOC6032015|XP_038122579.1|CQUI
OG0003518	LOC120453714|XP_039494471.1|DSAN	LOC6032783|XP_001843318.2|CQUI
OG0003519	LOC120448692|XP_039486776.1|DSAN	LOC6032781|XP_038117086.1|CQUI
OG0003520	LOC120450608|XP_039489677.1|DSAN	LOC6032782|XP_001843323.2|CQUI
OG0003521	LOC120448216|XP_039486029.1|DSAN	LOC6032787|XP_038118515.1|CQUI
OG0003522	LOC120443992|XP_039479402.1|DSAN	LOC6032792|XP_001843331.1|CQUI
OG0003523	LOC120444472|XP_039480083.1|DSAN	LOC6048078|XP_001865048.2|CQUI
OG0003524	LOC120455759|XP_039498131.1|DSAN	LOC6032793|XP_001843332.2|CQUI
OG0003525	LOC120444326|XP_039479810.1|DSAN	LOC6032794|XP_001843333.2|CQUI
OG0003527	LOC120444083|XP_039479537.1|DSAN	LOC6032800|XP_038115299.1|CQUI
OG0003529	LOC120444136|XP_039479636.1|DSAN	LOC6032817|XP_038119796.1|CQUI
OG0003530	LOC120449766|XP_039488338.1|DSAN	LOC6032819|XP_001843356.2|CQUI
OG0003531	LOC120450744|XP_039489801.1|DSAN	LOC6032824|XP_001843361.1|CQUI
OG0003532	LOC120450245|XP_039489066.1|DSAN	LOC6032827|XP_001843364.2|CQUI
OG0003533	LOC120448919|XP_039487076.1|DSAN	LOC6031080|XP_001841925.2|CQUI
OG0003534	LOC120448274|XP_039486136.1|DSAN	LOC6031086|XP_038118388.1|CQUI
OG0003535	LOC120450326|XP_039489223.1|DSAN	LOC6054045|XP_038119934.1|CQUI
OG0003536	LOC120444902|XP_039480830.1|DSAN	LOC6042791|XP_038121619.1|CQUI
OG0003537	LOC120446349|XP_039483210.1|DSAN	LOC6048042|XP_001865009.1|CQUI
OG0003538	LOC120445735|XP_039482239.1|DSAN	LOC6041057|XP_038122268.1|CQUI
OG0003539	LOC120445147|XP_039481241.1|DSAN	LOC6041054|XP_038118055.1|CQUI
OG0003540	LOC120449086|XP_039487324.1|DSAN	LOC6041030|XP_001850341.2|CQUI
OG0003541	LOC120451333|XP_039490844.1|DSAN	LOC6031102|XP_038117650.1|CQUI
OG0003542	LOC120443968|XP_039479368.1|DSAN	LOC6031105|XP_038119724.1|CQUI
OG0003543	LOC120455108|XP_039496928.1|DSAN	LOC6031107|XP_001841952.2|CQUI
OG0003544	LOC120449191|XP_039487479.1|DSAN	LOC6031125|XP_038121856.1|CQUI
OG0003545	LOC120448532|XP_039486507.1|DSAN	LOC6050940|XP_038118492.1|CQUI
OG0003546	LOC120448681|XP_039486754.1|DSAN	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI
OG0003547	LOC120447196|XP_039484622.1|DSAN	LOC6045538|XP_038121077.1|CQUI
OG0003548	LOC120443758|XP_039478959.1|DSAN	LOC6045535|XP_038118754.1|CQUI
OG0003549	LOC120453647|XP_039494378.1|DSAN	LOC6045534|XP_001862889.1|CQUI
OG0003550	LOC120450727|XP_039489800.1|DSAN	LOC6041016|XP_001850330.2|CQUI
OG0003551	LOC120444840|XP_039480731.1|DSAN	LOC6031097|XP_001841944.1|CQUI
OG0003552	LOC120457812|XP_039501243.1|DSAN	LOC6043917|XP_001861502.1|CQUI
OG0003553	LOC120450138|XP_039488941.1|DSAN	LOC6043918|XP_001861503.2|CQUI
OG0003554	LOC120449868|XP_039488461.1|DSAN	LOC6043924|XP_001861507.2|CQUI
OG0003555	LOC120449942|XP_039488577.1|DSAN	LOC6054349|XP_038118739.1|CQUI
OG0003556	LOC120450591|XP_039489646.1|DSAN	LOC6050731|XP_038115046.1|CQUI
OG0003557	LOC120450592|XP_039489648.1|DSAN	LOC6050735|XP_001867287.2|CQUI
OG0003558	LOC120450125|XP_039488880.1|DSAN	LOC6039111|XP_038119065.1|CQUI
OG0003559	LOC120448050|XP_039485728.1|DSAN	LOC6039880|XP_038115150.1|CQUI
OG0003560	LOC120449485|XP_039487896.1|DSAN	LOC6052189|XP_038120700.1|CQUI
OG0003561	LOC120444409|XP_039479964.1|DSAN	LOC6043327|XP_038116068.1|CQUI
OG0003562	LOC120446918|XP_039484093.1|DSAN	LOC6043356|XP_038116603.1|CQUI
OG0003563	LOC120451836|XP_039491746.1|DSAN	LOC119770433|XP_038121265.1|CQUI
OG0003564	LOC120447563|XP_039484953.1|DSAN	LOC6047303|XP_001864384.2|CQUI
OG0003565	LOC120448945|XP_039487125.1|DSAN	LOC6040748|XP_001850099.1|CQUI
OG0003566	LOC120450851|XP_039489995.1|DSAN	LOC6040751|XP_038117689.1|CQUI
OG0003567	LOC120447248|XP_039484707.1|DSAN	LOC6040753|XP_038117833.1|CQUI
OG0003568	LOC120444124|XP_039479613.1|DSAN	LOC6035297|XP_038116292.1|CQUI
OG0003569	LOC120447833|XP_039485371.1|DSAN	LOC6035323|XP_038120355.1|CQUI
OG0003570	LOC120458769|XP_039502477.1|DSAN	LOC6041604|XP_038115527.1|CQUI
OG0003571	LOC120449371|XP_039487736.1|DSAN	LOC6030992|XP_001841845.2|CQUI
OG0003572	LOC120446905|XP_039484064.1|DSAN	LOC6030994|XP_038117791.1|CQUI
OG0003573	LOC120444344|XP_039479851.1|DSAN	LOC6047079|XP_038119963.1|CQUI
OG0003574	LOC120449229|XP_039487534.1|DSAN	LOC6031029|XP_001841881.2|CQUI
OG0003575	LOC120448245|XP_039486088.1|DSAN	LOC6031040|XP_038119823.1|CQUI
OG0003576	LOC120449044|XP_039487269.1|DSAN	LOC6034067|XP_038117960.1|CQUI
OG0003577	LOC120447923|XP_039485516.1|DSAN	LOC6034075|XP_038115869.1|CQUI
OG0003578	LOC120450273|XP_039489123.1|DSAN	LOC6031021|XP_001841873.2|CQUI
OG0003579	LOC120444614|XP_039480330.1|DSAN	LOC6031017|XP_001841869.2|CQUI
OG0003580	LOC120445180|XP_039481326.1|DSAN	LOC6031009|XP_038120669.1|CQUI
OG0003581	LOC120450410|XP_039489347.1|DSAN	LOC6031003|XP_038121081.1|CQUI
OG0003582	LOC120448482|XP_039486445.1|DSAN	LOC6044581|XP_038116034.1|CQUI
OG0003583	LOC120445678|XP_039482171.1|DSAN	LOC6053463|XP_038116267.1|CQUI
OG0003584	LOC120457510|XP_039500996.1|DSAN	LOC6039265|XP_001848900.2|CQUI
OG0003585	LOC120450063|XP_039488769.1|DSAN	LOC6039274|XP_038114699.1|CQUI
OG0003586	LOC120454918|XP_039496582.1|DSAN	LOC6044073|XP_001861642.2|CQUI
OG0003587	LOC120447703|XP_039485169.1|DSAN	LOC119769453|XP_038117836.1|CQUI
OG0003588	LOC120451691|XP_039491520.1|DSAN	LOC6047011|XP_038115470.1|CQUI
OG0003589	LOC120445942|XP_039482542.1|DSAN	LOC119770845|XP_038122355.1|CQUI
OG0003590	LOC120447572|XP_039484968.1|DSAN	LOC6044667|XP_038115660.1|CQUI
OG0003591	LOC120447908|XP_039485491.1|DSAN	LOC6044660|XP_038117981.1|CQUI
OG0003592	LOC120448320|XP_039486201.1|DSAN	LOC6042834|XP_001870831.2|CQUI
OG0003593	LOC120450512|XP_039489509.1|DSAN	LOC119768844|XP_038116196.1|CQUI
OG0003594	LOC120447605|XP_039485010.1|DSAN	LOC6045673|XP_001862991.2|CQUI
OG0003595	LOC120446082|XP_039482799.1|DSAN	LOC6047372|XP_038116895.1|CQUI
OG0003596	LOC120446060|XP_039482773.1|DSAN	LOC6047374|XP_038119311.1|CQUI
OG0003597	LOC120444848|XP_039480746.1|DSAN	LOC6047377|XP_001864445.2|CQUI
OG0003598	LOC120449224|XP_039487530.1|DSAN	LOC6048468|XP_001865377.2|CQUI
OG0003599	LOC120458025|XP_039501464.1|DSAN	LOC6038821|XP_001848538.2|CQUI
OG0003600	LOC120449363|XP_039487714.1|DSAN	LOC6038817|XP_038120335.1|CQUI
