Orthogroup	DSAN.longest_only	AAEG.longest_only
OG0003839	LOC120458578|XP_039502214.1|DSAN, LOC120453424|XP_039494061.1|DSAN	LOC5570432|XP_001659139.1|AAEG
OG0003840	LOC120447579|XP_039484982.1|DSAN	LOC5572643|XP_001654142.1|AAEG
OG0003841	LOC120446752|XP_039483827.1|DSAN	LOC5572652|XP_001654152.1|AAEG
OG0003842	LOC120450028|XP_039488709.1|DSAN	LOC5572664|XP_021700838.1|AAEG
OG0003843	LOC120444151|XP_039479662.1|DSAN	LOC5565770|XP_021700878.1|AAEG
OG0003844	LOC120458558|XP_039502181.1|DSAN	LOC5565771|XP_001650123.1|AAEG
OG0003845	LOC120443822|XP_039479097.1|DSAN	LOC5565769|XP_021695269.1|AAEG
OG0003846	LOC120447146|XP_039484526.1|DSAN	LOC110680286|XP_021711798.1|AAEG, LOC5565758|XP_021700904.1|AAEG
OG0003847	LOC120453197|XP_039493709.1|DSAN	LOC5565762|XP_021700917.1|AAEG
OG0003848	LOC120452663|XP_039492934.1|DSAN	LOC5564298|XP_021700923.1|AAEG
OG0003849	LOC120443720|XP_039478902.1|DSAN	LOC5565399|XP_001649729.1|AAEG
OG0003850	LOC120458052|XP_039501496.1|DSAN	LOC5565389|XP_001649742.3|AAEG
OG0003851	LOC120447161|XP_039484548.1|DSAN	LOC5569185|XP_001652768.1|AAEG
OG0003852	LOC120454953|XP_039496661.1|DSAN	LOC5564491|XP_001648836.1|AAEG
OG0003853	LOC120446610|XP_039483584.1|DSAN	LOC5564509|XP_021701084.1|AAEG
OG0003854	LOC120446137|XP_039482896.1|DSAN	LOC110680469|XP_021711969.1|AAEG, LOC5566992|XP_001651385.1|AAEG
OG0003855	LOC120447215|XP_039484664.1|DSAN	LOC5566966|XP_021701101.1|AAEG
OG0003856	LOC120454997|XP_039496749.1|DSAN	LOC110676661|XP_021701104.1|AAEG
OG0003857	LOC120444286|XP_039479739.1|DSAN	LOC5566516|XP_021701149.1|AAEG
OG0003858	LOC120455357|XP_039497394.1|DSAN	LOC5577280|XP_021706730.1|AAEG
OG0003859	LOC120445145|XP_039481235.1|DSAN	LOC5575679|XP_021701224.1|AAEG
OG0003860	LOC120446923|XP_039484099.1|DSAN	LOC5577025|XP_001656312.1|AAEG
OG0003861	LOC120447181|XP_039484873.1|DSAN	LOC5574497|XP_001655160.1|AAEG
OG0003862	LOC120446585|XP_039483553.1|DSAN	LOC5574499|XP_001655162.2|AAEG
OG0003863	LOC120458090|XP_039501542.1|DSAN	LOC5574500|XP_021701250.1|AAEG
OG0003864	LOC120458095|XP_039501557.1|DSAN	LOC5574502|XP_001655165.1|AAEG
OG0003865	LOC120453049|XP_039493504.1|DSAN	LOC5574507|XP_021701271.1|AAEG
OG0003866	LOC120457780|XP_039501210.1|DSAN	LOC110673980|XP_021701277.1|AAEG
OG0003867	LOC120445605|XP_039482045.1|DSAN	LOC5578951|XP_001664130.1|AAEG
OG0003868	LOC120450830|XP_039489950.1|DSAN	LOC110681235|XP_021712696.1|AAEG, LOC5568820|XP_021701334.1|AAEG
OG0003869	LOC120453464|XP_039494119.1|DSAN	LOC110681451|XP_021712902.1|AAEG, LOC5568827|XP_001658193.1|AAEG
OG0003870	LOC120444435|XP_039480020.1|DSAN	LOC5564986|XP_021701355.1|AAEG
OG0003871	LOC120458590|XP_039502225.1|DSAN	LOC5564996|XP_001649341.1|AAEG
OG0003872	LOC120446038|XP_039482736.1|DSAN	LOC5568984|XP_001658271.2|AAEG
OG0003873	LOC120457757|XP_039501190.1|DSAN	LOC5568982|XP_001658273.1|AAEG
OG0003874	LOC120457697|XP_039501127.1|DSAN	LOC5568981|XP_021701391.1|AAEG
OG0003875	LOC120458679|XP_039502350.1|DSAN	LOC110676724|XP_021701400.1|AAEG
OG0003876	LOC120454390|XP_039495578.1|DSAN	LOC5578796|XP_001657170.1|AAEG
OG0003877	LOC120458107|XP_039501570.1|DSAN	LOC5578760|XP_001657128.2|AAEG
OG0003878	LOC120445146|XP_039481238.1|DSAN	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG
OG0003879	LOC120448690|XP_039486774.1|DSAN	LOC5578755|XP_001657123.1|AAEG
OG0003880	LOC120449482|XP_039487892.1|DSAN	LOC5578162|XP_021701461.1|AAEG
OG0003881	LOC120444506|XP_039480156.1|DSAN	LOC5574041|XP_021701485.1|AAEG
OG0003882	LOC120455494|XP_039497680.1|DSAN	LOC5574609|XP_021701494.1|AAEG
OG0003883	LOC120456201|XP_039498815.1|DSAN	LOC5570959|XP_001659425.2|AAEG
OG0003884	LOC120443702|XP_039478878.1|DSAN	LOC5577114|XP_021701499.1|AAEG
OG0003885	LOC120454771|XP_039496198.1|DSAN	LOC5577113|XP_001663201.1|AAEG
OG0003886	LOC120454755|XP_039496197.1|DSAN	LOC5577220|XP_001656323.1|AAEG
OG0003887	LOC120446763|XP_039483837.1|DSAN	LOC5564147|XP_021701513.1|AAEG
OG0003888	LOC120454692|XP_039496158.1|DSAN	LOC5578320|XP_021701538.1|AAEG
OG0003889	LOC120447691|XP_039485158.1|DSAN	LOC5568234|XP_001657931.2|AAEG
OG0003890	LOC120448257|XP_039486108.1|DSAN	LOC5579391|XP_001647695.2|AAEG
OG0003891	LOC120458034|XP_039501475.1|DSAN	LOC5569335|XP_001658435.2|AAEG
OG0003892	LOC120450139|XP_039488900.1|DSAN	LOC5569337|XP_001658441.1|AAEG
OG0003893	LOC120446212|XP_039483001.1|DSAN	LOC5580262|XP_001656142.2|AAEG
OG0003894	LOC120458626|XP_039502283.1|DSAN	LOC5580255|XP_001656145.1|AAEG
OG0003895	LOC120445033|XP_039481053.1|DSAN	LOC5564478|XP_021701633.1|AAEG
OG0003896	LOC120446083|XP_039482803.1|DSAN	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG
OG0003897	LOC120446184|XP_039482960.1|DSAN	LOC5574676|XP_001661589.1|AAEG
OG0003898	LOC120446711|XP_039483751.1|DSAN	LOC5565516|XP_001649871.1|AAEG
OG0003899	LOC120454134|XP_039495128.1|DSAN	LOC5572627|XP_001660492.2|AAEG
OG0003900	LOC120444144|XP_039479646.1|DSAN	LOC5566914|XP_021701727.1|AAEG
OG0003901	LOC120444294|XP_039479752.1|DSAN	LOC5566913|XP_001651326.2|AAEG
OG0003902	LOC120448668|XP_039486741.1|DSAN	LOC5566912|XP_021701729.1|AAEG
OG0003903	LOC120444079|XP_039479532.1|DSAN	LOC5566910|XP_021701732.1|AAEG
OG0003904	LOC120444078|XP_039479530.1|DSAN, LOC120444077|XP_039479529.1|DSAN	LOC5566942|XP_021701730.1|AAEG
OG0003905	LOC120454403|XP_039495598.1|DSAN	LOC5566941|XP_001651320.2|AAEG
OG0003906	LOC120446284|XP_039483107.1|DSAN	LOC5577215|XP_001663311.2|AAEG
OG0003907	LOC120457953|XP_039501396.1|DSAN	LOC5577205|XP_001663301.2|AAEG
OG0003908	LOC120454430|XP_039495658.1|DSAN	LOC5578247|XP_001663771.2|AAEG
OG0003909	LOC120457734|XP_039501168.1|DSAN	LOC5573102|XP_021701809.1|AAEG
OG0003910	LOC120453859|XP_039494698.1|DSAN	LOC5573103|XP_001654410.1|AAEG
OG0003911	LOC120458198|XP_039501705.1|DSAN	LOC5571554|XP_001659778.1|AAEG
OG0003912	LOC120458646|XP_039502309.1|DSAN	LOC5571558|XP_001659780.1|AAEG
OG0003913	LOC120446513|XP_039483458.1|DSAN	LOC5579488|XP_021701836.1|AAEG
OG0003914	LOC120447129|XP_039484500.1|DSAN	LOC110676828|XP_021701843.1|AAEG, LOC5569389|XP_001658466.1|AAEG
OG0003915	LOC120456734|XP_039499655.1|DSAN	LOC110680818|XP_021712289.1|AAEG, LOC5569390|XP_001658463.1|AAEG
OG0003916	LOC120445498|XP_039481883.1|DSAN	LOC5578582|XP_001663974.1|AAEG
OG0003917	LOC120451887|XP_039491831.1|DSAN	LOC5574513|XP_001661482.2|AAEG
OG0003918	LOC120452764|XP_039493121.1|DSAN	LOC5564615|XP_001648965.1|AAEG
OG0003919	LOC120457049|XP_039500158.1|DSAN	LOC5565707|XP_021701922.1|AAEG
OG0003920	LOC120445620|XP_039482067.1|DSAN	LOC5577107|XP_021701929.1|AAEG
OG0003921	LOC120445391|XP_039481730.1|DSAN	LOC5577565|XP_021701958.1|AAEG
OG0003922	LOC120457252|XP_039500623.1|DSAN	LOC5564612|XP_021701961.1|AAEG
OG0003923	LOC120454825|XP_039496225.1|DSAN	LOC5569850|XP_001658744.1|AAEG
OG0003924	LOC120446607|XP_039483581.1|DSAN	LOC5569853|XP_001658748.2|AAEG
OG0003925	LOC120443984|XP_039479395.1|DSAN	LOC110676861|XP_021701992.1|AAEG
OG0003926	LOC120453368|XP_039493979.1|DSAN	LOC5569863|XP_001658759.1|AAEG
OG0003927	LOC120454915|XP_039496563.1|DSAN	LOC5579066|XP_001664223.1|AAEG
OG0003928	LOC120454411|XP_039495617.1|DSAN	LOC5563851|XP_001648170.1|AAEG
OG0003929	LOC120458423|XP_039501995.1|DSAN	LOC5573389|XP_001654560.1|AAEG
OG0003930	LOC120458464|XP_039502053.1|DSAN	LOC5573392|XP_001654565.1|AAEG
OG0003931	LOC120444115|XP_039479586.1|DSAN	LOC5573396|XP_021702068.1|AAEG
OG0003932	LOC120458901|XP_039502678.1|DSAN	LOC5573081|XP_021702121.1|AAEG
OG0003933	LOC120453787|XP_039494575.1|DSAN	LOC5567715|XP_021702146.1|AAEG
OG0003934	LOC120458571|XP_039502204.1|DSAN	LOC5568869|XP_021702147.1|AAEG
OG0003935	LOC120446609|XP_039483583.1|DSAN	LOC5567315|XP_001651750.1|AAEG
OG0003936	LOC120446612|XP_039483591.1|DSAN	LOC5567314|XP_001651749.1|AAEG
OG0003937	LOC120445886|XP_039482473.1|DSAN	LOC5570833|XP_021702175.1|AAEG
OG0003938	LOC120444425|XP_039479995.1|DSAN	LOC5570830|XP_021702177.1|AAEG
OG0003939	LOC120458711|XP_039502392.1|DSAN	LOC5570829|XP_021702178.1|AAEG
OG0003940	LOC120456902|XP_039499959.1|DSAN	LOC5570827|XP_001653335.1|AAEG
OG0003941	LOC120444517|XP_039480178.1|DSAN	LOC5570828|XP_001653334.1|AAEG
OG0003942	LOC120449381|XP_039487754.1|DSAN, LOC120458620|XP_039502264.1|DSAN	LOC5565708|XP_021702207.1|AAEG
OG0003943	LOC120458000|XP_039501426.1|DSAN	LOC5580320|XP_021702225.1|AAEG
OG0003944	LOC120458479|XP_039502073.1|DSAN	LOC5573510|XP_001654647.1|AAEG
OG0003945	LOC120445681|XP_039482172.1|DSAN	LOC5577630|XP_001656628.1|AAEG
OG0003946	LOC120445188|XP_039481336.1|DSAN	LOC5575174|XP_021702277.1|AAEG
OG0003947	LOC120445540|XP_039481943.1|DSAN	LOC5575166|XP_021702282.1|AAEG
OG0003948	LOC120444804|XP_039480686.1|DSAN	LOC5575152|XP_001655529.2|AAEG
OG0003949	LOC120444589|XP_039480292.1|DSAN	LOC5575149|XP_021702305.1|AAEG
OG0003950	LOC120458213|XP_039501726.1|DSAN	LOC5566375|XP_021702361.1|AAEG
OG0003951	LOC120458548|XP_039502163.1|DSAN	LOC5566382|XP_021702373.1|AAEG
OG0003952	LOC120455301|XP_039497278.1|DSAN	LOC5569445|XP_001658534.2|AAEG
OG0003953	LOC120454533|XP_039496200.1|DSAN	LOC5569441|XP_021702400.1|AAEG
OG0003954	LOC120449506|XP_039487941.1|DSAN	LOC110675215|XP_021695327.1|AAEG
OG0003955	LOC120455401|XP_039497477.1|DSAN	LOC5577298|XP_021695328.1|AAEG, LOC5577305|XP_021697710.1|AAEG
OG0003956	LOC120444903|XP_039480826.1|DSAN	LOC5572437|XP_021702429.1|AAEG
OG0003957	LOC120447930|XP_039485529.1|DSAN	LOC5572444|XP_021702450.1|AAEG
OG0003958	LOC120455714|XP_039498061.1|DSAN	LOC5572452|XP_001660397.2|AAEG
OG0003959	LOC120445242|XP_039481443.1|DSAN	LOC5565328|XP_021702492.1|AAEG
OG0003960	LOC120457371|XP_039500840.1|DSAN	LOC5565312|XP_001649660.1|AAEG
OG0003961	LOC120446001|XP_039482674.1|DSAN	LOC5565323|XP_001649651.1|AAEG
OG0003962	LOC120453379|XP_039493991.1|DSAN	LOC5565318|XP_001649644.1|AAEG
OG0003963	LOC120444442|XP_039480035.1|DSAN	LOC5566802|XP_001651210.2|AAEG
OG0003964	LOC120458288|XP_039501820.1|DSAN	LOC5566808|XP_001651217.2|AAEG
OG0003965	LOC120458814|XP_039502558.1|DSAN	LOC5576029|XP_021702590.1|AAEG
OG0003966	LOC120445655|XP_039482134.1|DSAN	LOC5576033|XP_001655974.1|AAEG
OG0003967	LOC120447027|XP_039484283.1|DSAN	LOC5564541|XP_021702637.1|AAEG
OG0003968	LOC120444464|XP_039480070.1|DSAN	LOC5564542|XP_021702650.1|AAEG
OG0003969	LOC120444603|XP_039480312.1|DSAN	LOC5579501|XP_021702670.1|AAEG
OG0003970	LOC120452565|XP_039492782.1|DSAN	LOC5566053|XP_001650433.2|AAEG, LOC110680296|XP_021711822.1|AAEG
OG0003971	LOC120458275|XP_039501801.1|DSAN	LOC5577549|XP_021702790.1|AAEG
OG0003972	LOC120449196|XP_039487491.1|DSAN	LOC5577548|XP_001656564.1|AAEG
OG0003973	LOC120444570|XP_039480261.1|DSAN	LOC5577542|XP_001656558.1|AAEG
OG0003974	LOC120445890|XP_039482475.1|DSAN	LOC23687576|XP_011493724.1|AAEG
OG0003975	LOC120443713|XP_039478896.1|DSAN	LOC5577896|XP_021702830.1|AAEG
OG0003976	LOC120445230|XP_039481422.1|DSAN	LOC5580034|XP_001660687.1|AAEG
OG0003977	LOC120455652|XP_039497980.1|DSAN	LOC5580036|XP_001660686.1|AAEG
OG0003978	LOC120448180|XP_039485963.1|DSAN	LOC5573243|XP_001654452.1|AAEG
OG0003979	LOC120447832|XP_039485366.1|DSAN	LOC5573252|XP_001654462.1|AAEG
OG0003980	LOC120451480|XP_039491135.1|DSAN	LOC5573253|XP_001654463.1|AAEG
OG0003981	LOC120455730|XP_039498119.1|DSAN	LOC23687788|XP_011493540.1|AAEG
OG0003982	LOC120446707|XP_039483742.1|DSAN	LOC5573254|XP_021702922.1|AAEG
OG0003983	LOC120458108|XP_039501571.1|DSAN	LOC5573255|XP_001654466.1|AAEG
OG0003984	LOC120446554|XP_039483505.1|DSAN	LOC5579234|XP_021702950.1|AAEG
OG0003985	LOC120444580|XP_039480275.1|DSAN	LOC5579235|XP_021702955.1|AAEG
OG0003986	LOC120455157|XP_039497006.1|DSAN	LOC5564833|XP_021703001.1|AAEG
OG0003987	LOC120451653|XP_039491463.1|DSAN	LOC5564852|XP_021703004.1|AAEG
OG0003988	LOC120455317|XP_039497316.1|DSAN	LOC5569075|XP_001658305.2|AAEG
OG0003989	LOC120455903|XP_039498343.1|DSAN	LOC5569078|XP_021703045.1|AAEG
OG0003990	LOC120458080|XP_039501530.1|DSAN	LOC5567981|XP_001657802.1|AAEG
OG0003991	LOC120458010|XP_039501445.1|DSAN	LOC5567979|XP_021703064.1|AAEG
OG0003992	LOC120454530|XP_039495839.1|DSAN	LOC5567974|XP_001657796.2|AAEG
OG0003993	LOC120450268|XP_039489112.1|DSAN	LOC110675225|XP_021695345.1|AAEG
OG0003994	LOC120451562|XP_039491299.1|DSAN	LOC110677016|XP_021703090.1|AAEG
OG0003995	LOC120445848|XP_039482414.1|DSAN	LOC5572772|XP_001660592.2|AAEG
OG0003996	LOC120448468|XP_039486425.1|DSAN	LOC5573701|XP_001661019.1|AAEG
OG0003997	LOC120458267|XP_039501792.1|DSAN	LOC5573693|XP_001661022.2|AAEG
OG0003998	LOC120457834|XP_039501267.1|DSAN	LOC5568927|XP_021703191.1|AAEG
OG0003999	LOC120446026|XP_039482718.1|DSAN	LOC5568918|XP_001658243.1|AAEG
OG0004000	LOC120456643|XP_039499502.1|DSAN	LOC5573202|XP_001660743.2|AAEG
OG0004001	LOC120444482|XP_039480096.1|DSAN	LOC5573173|XP_021703270.1|AAEG
OG0004002	LOC120445118|XP_039481198.1|DSAN	LOC5573180|XP_001660797.2|AAEG
OG0004003	LOC120455939|XP_039499656.1|DSAN	LOC5578840|XP_021703302.1|AAEG
OG0004004	LOC120451088|XP_039490409.1|DSAN	LOC5578838|XP_001657197.2|AAEG
OG0004005	LOC120458449|XP_039502028.1|DSAN	LOC5578837|XP_021703325.1|AAEG
OG0004006	LOC120446264|XP_039483074.1|DSAN	LOC5573934|XP_001654970.1|AAEG
OG0004007	LOC120453467|XP_039494133.1|DSAN	LOC5573938|XP_001654974.1|AAEG
OG0004008	LOC120443883|XP_039479226.1|DSAN	LOC5573942|XP_021703389.1|AAEG
OG0004009	LOC120458361|XP_039501909.1|DSAN	LOC5569871|XP_001658768.2|AAEG
OG0004010	LOC120444152|XP_039479663.1|DSAN	LOC5575569|XP_021703476.1|AAEG
OG0004011	LOC120458469|XP_039502056.1|DSAN	LOC5575573|XP_001662051.2|AAEG
OG0004012	LOC120453635|XP_039494361.1|DSAN	LOC5575560|XP_021703498.1|AAEG
OG0004013	LOC120452857|XP_039493236.1|DSAN	LOC5566981|XP_021703518.1|AAEG
OG0004014	LOC120448981|XP_039487178.1|DSAN	LOC5566973|XP_001651394.2|AAEG
OG0004015	LOC120444074|XP_039479526.1|DSAN	LOC5566986|XP_001651391.2|AAEG
OG0004016	LOC120456550|XP_039499366.1|DSAN	LOC5568000|XP_021703527.1|AAEG
OG0004017	LOC120449507|XP_039487946.1|DSAN	LOC5568007|XP_001657813.1|AAEG
OG0004018	LOC120457596|XP_039501043.1|DSAN	LOC5568003|XP_001657811.1|AAEG
OG0004019	LOC120447121|XP_039484485.1|DSAN	LOC5572061|XP_001653827.1|AAEG
OG0004020	LOC120458161|XP_039501650.1|DSAN	LOC5565854|XP_001650201.1|AAEG
OG0004021	LOC120458158|XP_039501646.1|DSAN	LOC5565832|XP_001650202.1|AAEG
OG0004022	LOC120445478|XP_039481862.1|DSAN	LOC5565846|XP_001650206.1|AAEG
OG0004023	LOC120444862|XP_039480762.1|DSAN	LOC5565831|XP_021703615.1|AAEG
OG0004024	LOC120446638|XP_039483639.1|DSAN	LOC5565862|XP_021703629.1|AAEG
OG0004025	LOC120451239|XP_039490684.1|DSAN	LOC5573443|XP_001654613.1|AAEG
OG0004026	LOC120458639|XP_039502300.1|DSAN	LOC5573444|XP_021703673.1|AAEG
OG0004027	LOC120445502|XP_039481884.1|DSAN	LOC5569805|XP_001653020.2|AAEG, LOC5569811|XP_001653029.1|AAEG
OG0004028	LOC120458400|XP_039501959.1|DSAN	LOC5575523|XP_001662027.2|AAEG
OG0004029	LOC120458284|XP_039501814.1|DSAN	LOC5575522|XP_021703720.1|AAEG
OG0004030	LOC120444656|XP_039480430.1|DSAN	LOC5564922|XP_001649283.2|AAEG
OG0004031	LOC120458339|XP_039501890.1|DSAN	LOC5564940|XP_021703761.1|AAEG
OG0004032	LOC120445803|XP_039482350.1|DSAN	LOC5570853|XP_021703771.1|AAEG
OG0004033	LOC120445020|XP_039481029.1|DSAN	LOC5570858|XP_001653364.2|AAEG
OG0004034	LOC120444316|XP_039479794.1|DSAN	LOC5565916|XP_001650272.2|AAEG
OG0004035	LOC120444461|XP_039480069.1|DSAN	LOC5565892|XP_001650264.1|AAEG
OG0004036	LOC120444149|XP_039479650.1|DSAN	LOC5565901|XP_001650262.2|AAEG
OG0004037	LOC120443722|XP_039478905.1|DSAN	LOC5565894|XP_021703833.1|AAEG
OG0004038	LOC120458612|XP_039502257.1|DSAN	LOC5565923|XP_001650245.1|AAEG
OG0004039	LOC120450099|XP_039488830.1|DSAN	LOC5569703|XP_001658690.2|AAEG
OG0004040	LOC120445084|XP_039481147.1|DSAN	LOC5569717|XP_021703878.1|AAEG
OG0004041	LOC120456310|XP_039498997.1|DSAN	LOC5569718|XP_001658707.2|AAEG
OG0004042	LOC120449041|XP_039487263.1|DSAN	LOC5568190|XP_001652129.1|AAEG
OG0004043	LOC120456401|XP_039499167.1|DSAN	LOC5568194|XP_001652133.2|AAEG
OG0004044	LOC120455678|XP_039498023.1|DSAN	LOC5568080|XP_021703990.1|AAEG, LOC110680421|XP_021711911.1|AAEG
OG0004045	LOC120458236|XP_039501758.1|DSAN	LOC5568078|XP_001652015.1|AAEG
OG0004046	LOC120451831|XP_039491744.1|DSAN	LOC5568069|XP_001652009.2|AAEG
OG0004047	LOC120456104|XP_039498648.1|DSAN	LOC5568071|XP_001652005.2|AAEG, LOC110680527|XP_021712016.1|AAEG
OG0004048	LOC120445651|XP_039482131.1|DSAN	LOC5568072|XP_021703998.1|AAEG
OG0004049	LOC120443930|XP_039479307.1|DSAN	LOC5567336|XP_001651760.1|AAEG
OG0004050	LOC120445276|XP_039481508.1|DSAN	LOC110677250|XP_021704051.1|AAEG
OG0004051	LOC120443805|XP_039479079.1|DSAN, LOC120444024|XP_039479458.1|DSAN, LOC120444042|XP_039479482.1|DSAN, LOC120443807|XP_039479082.1|DSAN	LOC5569754|XP_021704088.1|AAEG
OG0004052	LOC120455758|XP_039498129.1|DSAN	LOC5568566|XP_021705802.1|AAEG
OG0004053	LOC120457718|XP_039501151.1|DSAN	LOC5568564|XP_001652392.1|AAEG
OG0004054	LOC120445504|XP_039481887.1|DSAN	LOC5568561|XP_001652388.2|AAEG
OG0004055	LOC120454486|XP_039495762.1|DSAN	LOC5563804|XP_001648087.1|AAEG
OG0004056	LOC120451756|XP_039491616.1|DSAN	LOC110678315|XP_021706704.1|AAEG
OG0004057	LOC120450107|XP_039488836.1|DSAN	LOC5567857|XP_001651894.1|AAEG
OG0004058	LOC120448083|XP_039485801.1|DSAN	LOC5570311|XP_001653134.2|AAEG
OG0004059	LOC120451789|XP_039491674.1|DSAN	LOC5570317|XP_001653143.2|AAEG
OG0004060	LOC120453228|XP_039493761.1|DSAN	LOC5571892|XP_001653802.1|AAEG
OG0004061	LOC120456795|XP_039499749.1|DSAN	LOC110680828|XP_021712307.1|AAEG, LOC5571896|XP_021711085.1|AAEG
OG0004062	LOC120448152|XP_039485922.1|DSAN	LOC5571900|XP_021708280.1|AAEG
OG0004063	LOC120456849|XP_039499839.1|DSAN	LOC5570208|XP_001658980.2|AAEG
OG0004064	LOC120449046|XP_039487273.1|DSAN	LOC5570203|XP_021704586.1|AAEG
OG0004065	LOC120444306|XP_039479770.1|DSAN	LOC5570214|XP_021708074.1|AAEG
OG0004066	LOC120446050|XP_039482760.1|DSAN	LOC5570206|XP_001658991.1|AAEG
OG0004067	LOC120455072|XP_039496857.1|DSAN	LOC5570202|XP_001658992.1|AAEG
OG0004068	LOC120453603|XP_039494303.1|DSAN	LOC110678426|XP_021706975.1|AAEG, LOC110680232|XP_021711738.1|AAEG
OG0004069	LOC120450908|XP_039490092.1|DSAN	LOC110680236|XP_021711743.1|AAEG, LOC5570227|XP_021708396.1|AAEG
OG0004070	LOC120449790|XP_039488368.1|DSAN	LOC5572846|XP_001660602.1|AAEG
OG0004071	LOC120450579|XP_039489631.1|DSAN	LOC5572847|XP_001660604.1|AAEG
OG0004072	LOC120450580|XP_039489633.1|DSAN	LOC5572842|XP_021705818.1|AAEG
OG0004073	LOC120455602|XP_039497915.1|DSAN	LOC5564312|XP_001648677.1|AAEG
OG0004074	LOC120444961|XP_039480911.1|DSAN	LOC5564297|XP_001648670.1|AAEG
OG0004075	LOC120447055|XP_039484379.1|DSAN	LOC5564325|XP_021704706.1|AAEG
OG0004076	LOC120447053|XP_039484377.1|DSAN	LOC5570142|XP_021706308.1|AAEG
OG0004077	LOC120446942|XP_039484129.1|DSAN	LOC5570127|XP_021706331.1|AAEG
OG0004078	LOC120451434|XP_039491043.1|DSAN	LOC5568065|XP_001651996.1|AAEG
OG0004079	LOC120456921|XP_039499993.1|DSAN	LOC5568041|XP_001651974.1|AAEG
OG0004080	LOC120445819|XP_039482370.1|DSAN	LOC5575105|XP_001661827.1|AAEG
OG0004081	LOC120447207|XP_039484648.1|DSAN	LOC5575101|XP_021705926.1|AAEG
OG0004082	LOC120445062|XP_039481120.1|DSAN	LOC23687533|XP_011493503.2|AAEG
OG0004083	LOC120451783|XP_039491667.1|DSAN	LOC5572242|XP_001653925.1|AAEG
OG0004084	LOC120450053|XP_039488744.1|DSAN	LOC5572241|XP_021707226.1|AAEG
OG0004085	LOC120452706|XP_039493000.1|DSAN	LOC5576657|XP_001656191.2|AAEG
OG0004086	LOC120454287|XP_039495407.1|DSAN	LOC5578570|XP_021708287.1|AAEG
OG0004087	LOC120455996|XP_039498488.1|DSAN	LOC5577436|XP_001663363.1|AAEG
OG0004088	LOC120453719|XP_039494480.1|DSAN	LOC5571136|XP_001659576.1|AAEG
OG0004089	LOC120455353|XP_039497382.1|DSAN	LOC5571132|XP_001659572.2|AAEG
OG0004090	LOC120452232|XP_039492291.1|DSAN	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG
OG0004091	LOC120451844|XP_039491753.1|DSAN	LOC5574405|XP_001655112.1|AAEG
OG0004092	LOC120455905|XP_039498342.1|DSAN	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG
OG0004094	LOC120455572|XP_039497873.1|DSAN	LOC5576941|XP_001663023.1|AAEG
OG0004095	LOC120451803|XP_039491690.1|DSAN	LOC5568149|XP_001652095.1|AAEG
OG0004096	LOC120454288|XP_039495408.1|DSAN	LOC5568148|XP_021704321.1|AAEG
OG0004097	LOC120448863|XP_039487010.1|DSAN	LOC5575637|XP_021706343.1|AAEG
OG0004098	LOC120450731|XP_039489782.1|DSAN	LOC5575638|XP_001655783.1|AAEG
OG0004099	LOC120450898|XP_039490074.1|DSAN	LOC23687777|XP_021710575.1|AAEG
OG0004100	LOC120452231|XP_039492290.1|DSAN	LOC5570074|XP_001653060.2|AAEG
OG0004101	LOC120451689|XP_039491516.1|DSAN	LOC5570075|XP_021704728.1|AAEG
OG0004102	LOC120451688|XP_039491508.1|DSAN	LOC110677897|XP_021705464.1|AAEG
OG0004103	LOC120451433|XP_039491042.1|DSAN	LOC5570080|XP_001653066.1|AAEG
OG0004104	LOC120453222|XP_039493748.1|DSAN	LOC5570081|XP_021706073.1|AAEG
OG0004105	LOC120449050|XP_039487276.1|DSAN	LOC110680567|XP_021712044.1|AAEG, LOC5574518|XP_021708213.1|AAEG
OG0004106	LOC120448139|XP_039485890.1|DSAN	LOC5573981|XP_001655002.2|AAEG
OG0004107	LOC120449155|XP_039487426.1|DSAN	LOC5573984|XP_001655003.1|AAEG
OG0004108	LOC120451481|XP_039491136.1|DSAN	LOC5573965|XP_001655006.1|AAEG
OG0004109	LOC120452233|XP_039492293.1|DSAN	LOC5573966|XP_001655011.1|AAEG
OG0004110	LOC120449053|XP_039487281.1|DSAN	LOC5573974|XP_001655016.1|AAEG
OG0004111	LOC120451729|XP_039491570.1|DSAN	LOC5573976|XP_001655018.1|AAEG
OG0004112	LOC120453697|XP_039494452.1|DSAN	LOC5566869|XP_001651296.1|AAEG, LOC5566575|XP_021706046.1|AAEG
OG0004113	LOC120456411|XP_039499175.1|DSAN	LOC5566563|XP_021704187.1|AAEG
OG0004114	LOC120457022|XP_039500115.1|DSAN	LOC5566570|XP_001650959.1|AAEG
OG0004115	LOC120457020|XP_039500109.1|DSAN	LOC110681174|XP_021712640.1|AAEG, LOC5566567|XP_021704593.1|AAEG
OG0004116	LOC120452371|XP_039492496.1|DSAN	LOC5564521|XP_021710988.1|AAEG
OG0004117	LOC120452729|XP_039493031.1|DSAN	LOC5578740|XP_021705140.1|AAEG
OG0004118	LOC120446484|XP_039483422.1|DSAN	LOC5573337|XP_001660824.1|AAEG
