Orthogroup	DEUG.longest_only	AALB.longest_only
OG0005401	LOC108106202|XP_017068618.1|DEUG	LOC118457001|XP_035774117.1|AALB
OG0005402	LOC108106178|XP_017068590.1|DEUG	LOC118457731|XP_035775417.1|AALB
OG0005403	LOC108106197|XP_017068613.1|DEUG	LOC118458207|XP_035776345.1|AALB
OG0005404	LOC108106198|XP_017068614.1|DEUG	LOC118458208|XP_035776346.1|AALB
OG0005405	LOC108113288|XP_017079327.1|DEUG	LOC118459322|XP_035778469.1|AALB
OG0005406	LOC108113205|XP_017079227.1|DEUG	LOC118458447|XP_035776823.1|AALB
OG0005407	LOC108113060|XP_017078985.1|DEUG	LOC118456692|XP_035773573.1|AALB
OG0005408	LOC108102603|XP_017063195.1|DEUG	LOC118461582|XP_035782966.1|AALB
OG0005409	LOC108107089|XP_017069955.1|DEUG	LOC118456395|XP_035772980.1|AALB
OG0005410	LOC108102555|XP_017063115.1|DEUG	LOC118468578|XP_035795403.1|AALB
OG0005411	LOC108106323|XP_017068783.1|DEUG	LOC118459091|XP_035778049.1|AALB
OG0005412	LOC108106666|XP_017069383.1|DEUG	LOC118459084|XP_035778041.1|AALB
OG0005413	LOC108112737|XP_017078463.1|DEUG	LOC118468833|XP_035795966.1|AALB
OG0005414	LOC108116706|XP_017084216.1|DEUG	LOC118469052|XP_035796411.1|AALB
OG0005415	LOC108103909|XP_017065146.1|DEUG	LOC118460741|XP_035781195.1|AALB
OG0005416	LOC108112768|XP_017078518.1|DEUG	LOC118459643|XP_035779116.1|AALB
OG0005417	LOC108103048|XP_017063851.1|DEUG	LOC118457284|XP_035774638.1|AALB
OG0005418	LOC108115528|XP_017082519.1|DEUG	LOC118456772|XP_035773740.1|AALB
OG0005419	LOC108111064|XP_017075882.1|DEUG	LOC118460840|XP_035781419.1|AALB
OG0005420	LOC108107150|XP_017070046.1|DEUG	LOC118457494|XP_035775020.1|AALB
OG0005421	LOC108104036|XP_017065360.1|DEUG	LOC118459019|XP_035777915.1|AALB
OG0005422	LOC108106047|XP_017068389.1|DEUG	LOC118460340|XP_035780459.1|AALB
OG0005423	LOC108107994|XP_017071337.1|DEUG	LOC118461116|XP_035781931.1|AALB
OG0005424	LOC108109119|XP_017073001.1|DEUG	LOC118461875|XP_035783599.1|AALB
OG0005425	LOC108103619|XP_017064652.1|DEUG	LOC118456755|XP_035773711.1|AALB
OG0005426	LOC108104504|XP_017066110.1|DEUG	LOC118456313|XP_035772845.1|AALB
OG0005427	LOC108107022|XP_017069858.1|DEUG	LOC118459662|XP_035779156.1|AALB
OG0005428	LOC108113443|XP_017079502.1|DEUG	LOC118459659|XP_035779143.1|AALB
OG0005429	LOC108107083|XP_017069948.1|DEUG	LOC118456362|XP_035772928.1|AALB
OG0005430	LOC108107084|XP_017069949.1|DEUG	LOC118456361|XP_035772925.1|AALB
OG0005431	LOC108114866|XP_017081509.1|DEUG	LOC118461276|XP_035782321.1|AALB
OG0005432	LOC108117582|XP_017085573.1|DEUG	LOC118456318|XP_035772851.1|AALB
OG0005433	LOC108112234|XP_017077544.1|DEUG	LOC118459036|XP_035777948.1|AALB
OG0005434	LOC108103091|XP_017063935.1|DEUG	LOC118457579|XP_035775150.1|AALB
OG0005436	LOC108114789|XP_017081393.1|DEUG	LOC118458430|XP_035776781.1|AALB
OG0005437	LOC108117321|XP_017085180.1|DEUG	LOC118461966|XP_035783769.1|AALB
OG0005438	LOC108110837|XP_017075566.1|DEUG	LOC118466869|XP_035792613.1|AALB
OG0005439	LOC108105949|XP_017068275.1|DEUG, LOC108116935|XP_017084570.1|DEUG	LOC118458680|XP_035777285.1|AALB
OG0005440	LOC108110799|XP_017075514.1|DEUG	LOC118460230|XP_035780255.1|AALB
OG0005441	LOC108104079|XP_017065463.1|DEUG	LOC118457971|XP_035775910.1|AALB
OG0005442	LOC108106868|XP_017069601.1|DEUG	LOC118457052|XP_035774194.1|AALB
OG0005443	LOC108110832|XP_017075558.1|DEUG	LOC118468086|XP_035794872.1|AALB
OG0005444	LOC108110682|XP_017075299.1|DEUG	LOC118459525|XP_035778875.1|AALB
OG0005446	LOC108106086|XP_017068434.1|DEUG	LOC118461190|XP_035782114.1|AALB
OG0005447	LOC108102676|XP_017063305.1|DEUG	LOC118460929|XP_035781582.1|AALB
OG0005448	LOC108112826|XP_017078619.1|DEUG	LOC118458714|XP_035777349.1|AALB
OG0005449	LOC108115196|XP_017082006.1|DEUG	LOC118457511|XP_035775045.1|AALB
OG0005450	LOC108116034|XP_017083213.1|DEUG	LOC118457135|XP_035774343.1|AALB
OG0005451	LOC108103507|XP_017064508.1|DEUG, LOC108105713|XP_017067917.1|DEUG	LOC118468928|XP_035796140.1|AALB
OG0005452	LOC108113059|XP_017078980.1|DEUG	LOC118459205|XP_035778273.1|AALB
OG0005453	LOC108108313|XP_017071825.1|DEUG	LOC118460483|XP_035780718.1|AALB
OG0005454	LOC108104100|XP_017065485.1|DEUG	LOC118458273|XP_035776481.1|AALB
OG0005455	LOC108107205|XP_017070110.1|DEUG	LOC118456239|XP_035772725.1|AALB
OG0005456	LOC108106847|XP_017069578.1|DEUG	LOC118457394|XP_035774822.1|AALB
OG0005457	LOC108106848|XP_017069579.1|DEUG	LOC118457395|XP_035774823.1|AALB
OG0005458	LOC108111119|XP_017075964.1|DEUG	LOC118467270|XP_035793457.1|AALB
OG0005459	LOC108102665|XP_017063292.1|DEUG	LOC118467281|XP_035793483.1|AALB
OG0005460	LOC108115522|XP_017082512.1|DEUG	LOC118458269|XP_035776475.1|AALB
OG0005461	LOC108106965|XP_017069753.1|DEUG	LOC118460303|XP_035780399.1|AALB
OG0005462	LOC108106966|XP_017069754.1|DEUG	LOC118460307|XP_035780402.1|AALB
OG0005463	LOC108105942|XP_017068226.1|DEUG	LOC118460306|XP_035780401.1|AALB
OG0005464	LOC108107019|XP_017069855.1|DEUG	LOC118457375|XP_035774803.1|AALB
OG0005465	LOC108106844|XP_017069573.1|DEUG	LOC118456422|XP_035773054.1|AALB
OG0005466	LOC108106838|XP_017069565.1|DEUG	LOC118461184|XP_035782105.1|AALB
OG0005467	LOC108115690|XP_017082748.1|DEUG	LOC118462020|XP_035783869.1|AALB
OG0005468	LOC108106148|XP_017068536.1|DEUG	LOC118458550|XP_035777079.1|AALB
OG0005469	LOC108106187|XP_017068600.1|DEUG	LOC118468392|XP_035795049.1|AALB
OG0005470	LOC108106136|XP_017068517.1|DEUG	LOC118468389|XP_035795041.1|AALB
OG0005471	LOC108118480|XP_017086699.1|DEUG	LOC118468390|XP_035795043.1|AALB
OG0005473	LOC108115479|XP_017082447.1|DEUG	LOC118459245|XP_035778346.1|AALB
OG0005474	LOC108104131|XP_017065522.1|DEUG	LOC118467229|XP_035793383.1|AALB
OG0005475	LOC108104130|XP_017065521.1|DEUG	LOC118459241|XP_035778336.1|AALB
OG0005476	LOC108112629|XP_017078224.1|DEUG	LOC118461963|XP_035783765.1|AALB
OG0005477	LOC108114250|XP_017080634.1|DEUG	LOC118468330|XP_035794970.1|AALB
OG0005478	LOC108102678|XP_017063308.1|DEUG	LOC118467424|XP_035793806.1|AALB
OG0005479	LOC108102655|XP_017063282.1|DEUG	LOC118467409|XP_035793782.1|AALB
OG0005480	LOC108102656|XP_017063284.1|DEUG	LOC118467414|XP_035793795.1|AALB
OG0005481	LOC108111029|XP_017075837.1|DEUG	LOC118468671|XP_035795647.1|AALB
OG0005482	LOC108110922|XP_017075686.1|DEUG	LOC118460714|XP_035781137.1|AALB
OG0005483	LOC108105596|XP_017067759.1|DEUG	LOC118460717|XP_035781154.1|AALB
OG0005484	LOC108105126|XP_017067048.1|DEUG	LOC118459023|XP_035777919.1|AALB
OG0005485	LOC108112033|XP_017077269.1|DEUG	LOC118468587|XP_035795414.1|AALB
OG0005486	LOC108104592|XP_017066244.1|DEUG	LOC118458222|XP_035776378.1|AALB
OG0005487	LOC108111147|XP_017076004.1|DEUG	LOC118458859|XP_035777674.1|AALB
OG0005488	LOC108111140|XP_017075996.1|DEUG	LOC118468411|XP_035795068.1|AALB
OG0005489	LOC108102605|XP_017063198.1|DEUG	LOC118456380|XP_035772960.1|AALB
OG0005490	LOC108102700|XP_017063335.1|DEUG	LOC118456373|XP_035772950.1|AALB
OG0005491	LOC108111665|XP_017076689.1|DEUG	LOC118460469|XP_035780684.1|AALB
OG0005492	LOC108112276|XP_017077590.1|DEUG	LOC118468336|XP_035794979.1|AALB
OG0005493	LOC108114783|XP_017081384.1|DEUG	LOC118468388|XP_035795040.1|AALB
OG0005494	LOC108107295|XP_017070240.1|DEUG	LOC118461431|XP_035782632.1|AALB
OG0005495	LOC108107300|XP_017070249.1|DEUG	LOC118468584|XP_035795408.1|AALB
OG0005496	LOC108110236|XP_017074711.1|DEUG	LOC118468528|XP_035795289.1|AALB
OG0005497	LOC108114829|XP_017081456.1|DEUG	LOC118459838|XP_035779497.1|AALB
OG0005498	LOC108114832|XP_017081458.1|DEUG	LOC118459845|XP_035779506.1|AALB
OG0005499	LOC108114828|XP_017081455.1|DEUG	LOC118459832|XP_035779488.1|AALB
OG0005500	LOC108114833|XP_017081459.1|DEUG	LOC118459844|XP_035779505.1|AALB
OG0005501	LOC108107099|XP_017069972.1|DEUG	LOC118459837|XP_035779496.1|AALB
OG0005502	LOC108107100|XP_017069974.1|DEUG	LOC118459839|XP_035779498.1|AALB
OG0005504	LOC108110980|XP_017075780.1|DEUG	LOC118460522|XP_035780792.1|AALB
OG0005506	LOC108115502|XP_017082482.1|DEUG	LOC118457075|XP_035774246.1|AALB
OG0005507	LOC108106126|XP_017068495.1|DEUG	LOC118460694|XP_035781102.1|AALB
OG0005508	LOC108111068|XP_017075886.1|DEUG	LOC118456385|XP_035772968.1|AALB
OG0005509	LOC108110883|XP_017075630.1|DEUG	LOC118456384|XP_035772967.1|AALB
OG0005510	LOC108105831|XP_017068065.1|DEUG	LOC118460987|XP_035781702.1|AALB
OG0005511	LOC108105437|XP_017067511.1|DEUG	LOC118458945|XP_035777821.1|AALB
OG0005512	LOC108115570|XP_017082565.1|DEUG	LOC118456272|XP_035772779.1|AALB
OG0005513	LOC108104362|XP_017065861.1|DEUG	LOC118460612|XP_035780946.1|AALB
OG0005514	LOC108109561|XP_017073623.1|DEUG	LOC118460609|XP_035780943.1|AALB
OG0005515	LOC108112845|XP_017078647.1|DEUG	LOC118459030|XP_035777939.1|AALB
OG0005516	LOC108110890|XP_017075637.1|DEUG	LOC118459029|XP_035777938.1|AALB
OG0005517	LOC108106134|XP_017068512.1|DEUG	LOC118458773|XP_035777483.1|AALB
OG0005518	LOC108107079|XP_017069940.1|DEUG	LOC118461402|XP_035782562.1|AALB
OG0005519	LOC108106717|XP_017069439.1|DEUG	LOC118458666|XP_035777264.1|AALB
OG0005520	LOC108111016|XP_017075818.1|DEUG	LOC118457508|XP_035775040.1|AALB
OG0005521	LOC108110873|XP_017075609.1|DEUG	LOC118458489|XP_035776934.1|AALB
OG0005522	LOC108114054|XP_017080296.1|DEUG	LOC118458485|XP_035776929.1|AALB
OG0005523	LOC108115545|XP_017082537.1|DEUG	LOC118461554|XP_035782899.1|AALB
OG0005524	LOC108106925|XP_017069671.1|DEUG	LOC118460931|XP_035781584.1|AALB
OG0005525	LOC108110906|XP_017075656.1|DEUG	LOC118460937|XP_035781592.1|AALB
OG0005526	LOC108110468|XP_017075024.1|DEUG	LOC118468631|XP_035795542.1|AALB
OG0005527	LOC108102331|XP_017062618.1|DEUG	LOC118468634|XP_035795545.1|AALB
OG0005528	LOC108107111|XP_017069989.1|DEUG	LOC118457165|XP_035774386.1|AALB
OG0005529	LOC108103391|XP_017064335.1|DEUG	LOC118456501|XP_035773223.1|AALB
OG0005530	LOC108111179|XP_017076048.1|DEUG	LOC118459394|XP_035778590.1|AALB
OG0005531	LOC108114513|XP_017081023.1|DEUG	LOC118459391|XP_035778588.1|AALB
OG0005532	LOC108104182|XP_017065602.1|DEUG	LOC118468326|XP_035794964.1|AALB
OG0005533	LOC108110667|XP_017075273.1|DEUG	LOC118461844|XP_035783518.1|AALB
OG0005534	LOC108102779|XP_017063428.1|DEUG	LOC118464945|XP_035788625.1|AALB
OG0005535	LOC108110739|XP_017075433.1|DEUG	LOC118459755|XP_035779340.1|AALB
OG0005536	LOC108118489|XP_017086710.1|DEUG	LOC118459183|XP_035778231.1|AALB
OG0005537	LOC108108438|XP_017071984.1|DEUG	LOC118466109|XP_035790935.1|AALB, LOC118461914|XP_035783664.1|AALB
OG0005538	LOC108105700|XP_017067898.1|DEUG	LOC118460512|XP_035780770.1|AALB
OG0005539	LOC108106948|XP_017069705.1|DEUG	LOC118457505|XP_035775037.1|AALB
OG0005540	LOC108111079|XP_017075901.1|DEUG	LOC118458486|XP_035776930.1|AALB
OG0005541	LOC108106098|XP_017068451.1|DEUG	LOC118457502|XP_035775032.1|AALB
OG0005542	LOC108108030|XP_017071392.1|DEUG	LOC118458483|XP_035776922.1|AALB
OG0005543	LOC108106939|XP_017069692.1|DEUG	LOC118456628|XP_035773441.1|AALB
OG0005544	LOC108110727|XP_017075402.1|DEUG	LOC118461854|XP_035783541.1|AALB
OG0005545	LOC108111314|XP_017076201.1|DEUG	LOC118466992|XP_035792812.1|AALB
OG0005546	LOC108115504|XP_017082485.1|DEUG	LOC118461546|XP_035782888.1|AALB
OG0005547	LOC108106075|XP_017068421.1|DEUG	LOC118465430|XP_035789554.1|AALB
OG0005548	LOC108106164|XP_017068565.1|DEUG	LOC118467603|XP_035794196.1|AALB
OG0005549	LOC108106180|XP_017068591.1|DEUG	LOC118462895|XP_035784881.1|AALB
OG0005550	LOC108102632|XP_017063240.1|DEUG	LOC118467616|XP_035794217.1|AALB
OG0005551	LOC108112012|XP_017077239.1|DEUG	LOC118467669|XP_035794322.1|AALB
OG0005552	LOC108111951|XP_017077122.1|DEUG	LOC118456888|XP_035773902.1|AALB
OG0005553	LOC108110974|XP_017075768.1|DEUG	LOC118457421|XP_035774895.1|AALB
OG0005554	LOC108110716|XP_017075358.1|DEUG	LOC118459597|XP_035779023.1|AALB
OG0005555	LOC108111154|XP_017076014.1|DEUG	LOC118459602|XP_035779043.1|AALB
OG0005556	LOC108111133|XP_017075988.1|DEUG	LOC118459600|XP_035779041.1|AALB
OG0005557	LOC108118444|XP_017086641.1|DEUG	LOC118468912|XP_035796113.1|AALB
OG0005558	LOC108109694|XP_017073796.1|DEUG	LOC118459596|XP_035779017.1|AALB
OG0005559	LOC108115482|XP_017082455.1|DEUG	LOC118468898|XP_035796088.1|AALB
OG0005560	LOC108118441|XP_017086636.1|DEUG	LOC118468904|XP_035796098.1|AALB
OG0005561	LOC108118095|XP_017086138.1|DEUG	LOC118468909|XP_035796106.1|AALB
OG0005562	LOC108102583|XP_017063163.1|DEUG	LOC118468902|XP_035796094.1|AALB
OG0005563	LOC108102380|XP_017062800.1|DEUG	LOC118456168|XP_035772604.1|AALB
OG0005564	LOC108110782|XP_017075490.1|DEUG	LOC118460005|XP_035779818.1|AALB
OG0005565	LOC108103064|XP_017063897.1|DEUG	LOC118458476|XP_035776912.1|AALB
OG0005566	LOC108103065|XP_017063898.1|DEUG	LOC118463997|XP_035786937.1|AALB
OG0005567	LOC108117468|XP_017085379.1|DEUG	LOC118468403|XP_035795060.1|AALB
OG0005568	LOC108102599|XP_017063192.1|DEUG	LOC118462014|XP_035783853.1|AALB
OG0005569	LOC108111126|XP_017075969.1|DEUG	LOC118457248|XP_035774528.1|AALB
OG0005570	LOC108102606|XP_017063199.1|DEUG	LOC118460515|XP_035780778.1|AALB
OG0005571	LOC108112983|XP_017078880.1|DEUG	LOC118456680|XP_035773547.1|AALB
OG0005572	LOC108109105|XP_017072980.1|DEUG	LOC118458359|XP_035776604.1|AALB
OG0005573	LOC108113748|XP_017079930.1|DEUG	LOC118468836|XP_035795970.1|AALB
OG0005574	LOC108112591|XP_017078126.1|DEUG	LOC118456931|XP_035773967.1|AALB
OG0005575	LOC108117492|XP_017085456.1|DEUG	LOC118462818|XP_035784732.1|AALB
OG0005576	LOC108113218|XP_017079243.1|DEUG	LOC118456650|XP_035773481.1|AALB
OG0005577	LOC108104301|XP_017065766.1|DEUG	LOC118460293|XP_035780381.1|AALB
OG0005578	LOC108114599|XP_017081148.1|DEUG	LOC118460285|XP_035780365.1|AALB
OG0005579	LOC108114601|XP_017081150.1|DEUG	LOC118460291|XP_035780377.1|AALB
OG0005580	LOC108108272|XP_017071735.1|DEUG	LOC118460960|XP_035781629.1|AALB
OG0005581	LOC108103196|XP_017064073.1|DEUG	LOC118456934|XP_035773972.1|AALB
OG0005582	LOC108108778|XP_017072437.1|DEUG	LOC118460393|XP_035780562.1|AALB
OG0005583	LOC108109795|XP_017073993.1|DEUG	LOC118460397|XP_035780567.1|AALB
OG0005584	LOC108113473|XP_017079545.1|DEUG	LOC118456549|XP_035773310.1|AALB
OG0005585	LOC108116212|XP_017083487.1|DEUG	LOC118456545|XP_035773304.1|AALB
OG0005586	LOC108115403|XP_017082331.1|DEUG	LOC118457263|XP_035774545.1|AALB
OG0005587	LOC108112441|XP_017077779.1|DEUG	LOC118457258|XP_035774539.1|AALB
OG0005588	LOC108114310|XP_017080708.1|DEUG	LOC118457254|XP_035774535.1|AALB
OG0005589	LOC108108337|XP_017071858.1|DEUG	LOC118457905|XP_035775789.1|AALB
OG0005590	LOC108106639|XP_017069333.1|DEUG	LOC118457025|XP_035774153.1|AALB
OG0005591	LOC108102992|XP_017063794.1|DEUG	LOC118457024|XP_035774152.1|AALB
OG0005592	LOC108111498|XP_017076501.1|DEUG	LOC118457904|XP_035775788.1|AALB
OG0005593	LOC108114034|XP_017080273.1|DEUG	LOC118461196|XP_035782134.1|AALB
OG0005594	LOC108107898|XP_017071189.1|DEUG	LOC118461195|XP_035782133.1|AALB
OG0005595	LOC108107897|XP_017071188.1|DEUG	LOC118461193|XP_035782121.1|AALB
OG0005596	LOC108114209|XP_017080521.1|DEUG	LOC118458281|XP_035776497.1|AALB
OG0005597	LOC108109517|XP_017073558.1|DEUG	LOC118468808|XP_035795908.1|AALB
OG0005598	LOC108111414|XP_017076360.1|DEUG	LOC118459896|XP_035779605.1|AALB
OG0005599	LOC108109104|XP_017072977.1|DEUG	LOC118457418|XP_035774887.1|AALB
OG0005600	LOC108109514|XP_017073554.1|DEUG	LOC118458625|XP_035777206.1|AALB
OG0005601	LOC108105094|XP_017067017.1|DEUG	LOC118456937|XP_035773981.1|AALB
OG0005602	LOC108113611|XP_017079760.1|DEUG	LOC118456952|XP_035774021.1|AALB
OG0005603	LOC108106597|XP_017069277.1|DEUG	LOC118461529|XP_035782854.1|AALB
OG0005604	LOC108106688|XP_017069410.1|DEUG	LOC118461525|XP_035782849.1|AALB
OG0005605	LOC108106360|XP_017068830.1|DEUG	LOC118458620|XP_035777197.1|AALB
OG0005606	LOC108104123|XP_017065514.1|DEUG	LOC118457244|XP_035774523.1|AALB
OG0005607	LOC108116442|XP_017083840.1|DEUG	LOC118460787|XP_035781284.1|AALB
OG0005608	LOC108116277|XP_017083553.1|DEUG	LOC118460778|XP_035781276.1|AALB
OG0005609	LOC108107937|XP_017071255.1|DEUG	LOC118460789|XP_035781287.1|AALB
OG0005610	LOC108109851|XP_017074101.1|DEUG	LOC118460433|XP_035780618.1|AALB
OG0005611	LOC108107784|XP_017070970.1|DEUG	LOC118456704|XP_035773609.1|AALB
OG0005612	LOC108111782|XP_017076855.1|DEUG	LOC118458752|XP_035777435.1|AALB
OG0005613	LOC108111490|XP_017076465.1|DEUG	LOC118461511|XP_035782834.1|AALB
OG0005614	LOC108115302|XP_017082188.1|DEUG	LOC118461495|XP_035782812.1|AALB
OG0005615	LOC108109370|XP_017073339.1|DEUG	LOC118459901|XP_035779615.1|AALB
OG0005616	LOC108105611|XP_017067779.1|DEUG	LOC118460992|XP_035781706.1|AALB
OG0005617	LOC108116135|XP_017083352.1|DEUG	LOC118460990|XP_035781705.1|AALB
OG0005618	LOC108106704|XP_017069425.1|DEUG	LOC118460993|XP_035781707.1|AALB
OG0005619	LOC108117001|XP_017084655.1|DEUG	LOC118461489|XP_035782763.1|AALB
OG0005620	LOC108117597|XP_017085600.1|DEUG	LOC118458788|XP_035777522.1|AALB
OG0005622	LOC108109746|XP_017073899.1|DEUG	LOC118458173|XP_035776271.1|AALB
OG0005623	LOC108105426|XP_017067485.1|DEUG	LOC118468831|XP_035795955.1|AALB
OG0005624	LOC108116223|XP_017083503.1|DEUG	LOC118461224|XP_035782202.1|AALB
OG0005625	LOC108116410|XP_017083783.1|DEUG	LOC118461222|XP_035782200.1|AALB
OG0005626	LOC108117420|XP_017085320.1|DEUG	LOC118461230|XP_035782216.1|AALB
OG0005627	LOC108116445|XP_017083846.1|DEUG	LOC118468610|XP_035795496.1|AALB
OG0005628	LOC108105619|XP_017067789.1|DEUG	LOC118456790|XP_035773764.1|AALB
OG0005629	LOC108106630|XP_017069321.1|DEUG	LOC118459944|XP_035779715.1|AALB
OG0005630	LOC108106662|XP_017069380.1|DEUG	LOC118459938|XP_035779699.1|AALB
OG0005631	LOC108117611|XP_017085626.1|DEUG	LOC118459798|XP_035779426.1|AALB
OG0005633	LOC108105264|XP_017067232.1|DEUG	LOC118459470|XP_035778771.1|AALB
OG0005634	LOC108111559|XP_017076572.1|DEUG	LOC118460796|XP_035781296.1|AALB
OG0005635	LOC108111107|XP_017075937.1|DEUG	LOC118461355|XP_035782473.1|AALB
OG0005636	LOC108109626|XP_017073691.1|DEUG	LOC118461227|XP_035782208.1|AALB
OG0005637	LOC108109474|XP_017073487.1|DEUG	LOC118456791|XP_035773766.1|AALB
OG0005638	LOC108109090|XP_017072951.1|DEUG	LOC118468612|XP_035795504.1|AALB
OG0005639	LOC108109182|XP_017073100.1|DEUG	LOC118459709|XP_035779260.1|AALB
OG0005640	LOC108116489|XP_017083911.1|DEUG	LOC118459187|XP_035778238.1|AALB
OG0005641	LOC108118094|XP_017086136.1|DEUG	LOC118464116|XP_035787096.1|AALB
OG0005642	LOC108110207|XP_017074672.1|DEUG	LOC118461409|XP_035782581.1|AALB
OG0005643	LOC108107914|XP_017071223.1|DEUG	LOC118459875|XP_035779555.1|AALB
OG0005644	LOC108114663|XP_017081231.1|DEUG	LOC118459871|XP_035779551.1|AALB
OG0005645	LOC108118292|XP_017086386.1|DEUG	LOC118460359|XP_035780497.1|AALB
OG0005646	LOC108104430|XP_017065975.1|DEUG	LOC118458455|XP_035776841.1|AALB
OG0005647	LOC108113474|XP_017079546.1|DEUG	LOC118456498|XP_035773219.1|AALB
OG0005648	LOC108114305|XP_017080698.1|DEUG	LOC118456497|XP_035773218.1|AALB
OG0005649	LOC108115032|XP_017081768.1|DEUG	LOC118459857|XP_035779523.1|AALB
OG0005650	LOC108115006|XP_017081737.1|DEUG	LOC118457758|XP_035775470.1|AALB
OG0005651	LOC108118073|XP_017086104.1|DEUG	LOC118460344|XP_035780473.1|AALB
OG0005652	LOC108115836|XP_017082919.1|DEUG	LOC118461524|XP_035782848.1|AALB
OG0005653	LOC108110494|XP_017075062.1|DEUG	LOC118461041|XP_035781823.1|AALB
OG0005654	LOC108114990|XP_017081712.1|DEUG	LOC118461046|XP_035781830.1|AALB
OG0005655	LOC108105640|XP_017067817.1|DEUG	LOC118461052|XP_035781836.1|AALB
OG0005656	LOC108105631|XP_017067806.1|DEUG	LOC118461035|XP_035781812.1|AALB
OG0005657	LOC108109606|XP_017073663.1|DEUG	LOC118461029|XP_035781788.1|AALB
OG0005658	LOC108117196|XP_017084988.1|DEUG	LOC118461909|XP_035783656.1|AALB
OG0005659	LOC108113755|XP_017079938.1|DEUG	LOC118457257|XP_035774537.1|AALB
OG0005660	LOC108114129|XP_017080390.1|DEUG	LOC118459065|XP_035777992.1|AALB
OG0005661	LOC108109880|XP_017074171.1|DEUG	LOC118457063|XP_035774219.1|AALB
OG0005662	LOC108116382|XP_017083726.1|DEUG	LOC118460277|XP_035780353.1|AALB
OG0005663	LOC108104424|XP_017065968.1|DEUG	LOC118462081|XP_035783990.1|AALB
OG0005664	LOC108115884|XP_017083015.1|DEUG, LOC108115928|XP_017083051.1|DEUG	LOC118461703|XP_035783213.1|AALB
OG0005665	LOC108113586|XP_017079720.1|DEUG	LOC118457310|XP_035774688.1|AALB
OG0005666	LOC108103137|XP_017063997.1|DEUG	LOC118459747|XP_035779328.1|AALB
OG0005667	LOC108103348|XP_017064276.1|DEUG	LOC118459746|XP_035779319.1|AALB
OG0005668	LOC108114247|XP_017080625.1|DEUG	LOC118458860|XP_035777679.1|AALB
OG0005669	LOC108107065|XP_017069920.1|DEUG	LOC118456998|XP_035774109.1|AALB
OG0005670	LOC108113785|XP_017079978.1|DEUG	LOC118460255|XP_035780319.1|AALB
OG0005671	LOC108108365|XP_017071900.1|DEUG	LOC118460645|XP_035780998.1|AALB
OG0005672	LOC108110957|XP_017075743.1|DEUG	LOC118457315|XP_035774696.1|AALB
OG0005673	LOC108113734|XP_017079914.1|DEUG	LOC118461406|XP_035782576.1|AALB
OG0005674	LOC108106015|XP_017068351.1|DEUG	LOC118459667|XP_035779163.1|AALB
OG0005675	LOC108116499|XP_017083920.1|DEUG	LOC118459672|XP_035779172.1|AALB
OG0005676	LOC108108130|XP_017071539.1|DEUG	LOC118459916|XP_035779650.1|AALB
OG0005677	LOC108112865|XP_017078680.1|DEUG	LOC118458809|XP_035777571.1|AALB
OG0005678	LOC108108335|XP_017071854.1|DEUG	LOC118460128|XP_035780072.1|AALB
OG0005679	LOC108103742|XP_017064837.1|DEUG	LOC118457993|XP_035775953.1|AALB
OG0005680	LOC108110954|XP_017075739.1|DEUG	LOC118459888|XP_035779577.1|AALB
OG0005681	LOC108103740|XP_017064834.1|DEUG	LOC118457442|XP_035774926.1|AALB
OG0005682	LOC108103737|XP_017064831.1|DEUG	LOC118457441|XP_035774924.1|AALB
OG0005683	LOC108103870|XP_017065080.1|DEUG	LOC118459708|XP_035779247.1|AALB
OG0005684	LOC108109909|XP_017074206.1|DEUG	LOC118457376|XP_035774804.1|AALB
OG0005685	LOC108118533|XP_017086771.1|DEUG	LOC118461138|XP_035781992.1|AALB
OG0005686	LOC108111556|XP_017076566.1|DEUG	LOC118461110|XP_035781922.1|AALB
OG0005687	LOC108108666|XP_017072260.1|DEUG	LOC118459003|XP_035777900.1|AALB
OG0005688	LOC108104761|XP_017066485.1|DEUG	LOC118459009|XP_035777907.1|AALB
OG0005689	LOC108103260|XP_017064161.1|DEUG	LOC118460377|XP_035780526.1|AALB
OG0005690	LOC108116585|XP_017084017.1|DEUG	LOC118459345|XP_035778509.1|AALB
OG0005691	LOC108117511|XP_017085488.1|DEUG	LOC118461808|XP_035783447.1|AALB
OG0005692	LOC108111069|XP_017075888.1|DEUG	LOC118461811|XP_035783454.1|AALB
OG0005693	LOC108108185|XP_017071619.1|DEUG	LOC118461827|XP_035783477.1|AALB
OG0005694	LOC108117180|XP_017084959.1|DEUG	LOC118468923|XP_035796127.1|AALB
OG0005695	LOC108105280|XP_017067257.1|DEUG	LOC118469067|XP_035796441.1|AALB
OG0005696	LOC108105281|XP_017067258.1|DEUG	LOC118459486|XP_035778792.1|AALB
OG0005697	LOC108105262|XP_017067231.1|DEUG	LOC118459467|XP_035778768.1|AALB
OG0005698	LOC108104556|XP_017066187.1|DEUG	LOC118459479|XP_035778783.1|AALB
OG0005699	LOC108113714|XP_017079885.1|DEUG	LOC118461172|XP_035782073.1|AALB
OG0005700	LOC108103297|XP_017064205.1|DEUG	LOC118459451|XP_035778745.1|AALB
OG0005701	LOC108102563|XP_017063126.1|DEUG	LOC118459548|XP_035778922.1|AALB
