Orthogroup	DEUG.longest_only	BTRY.longest_only
OG0005098	LOC108107404|XP_017070415.1|DEUG	LOC120772028|XP_039956328.1|BTRY
OG0005099	LOC108107486|XP_017070521.1|DEUG	LOC120770431|XP_039953826.1|BTRY
OG0005100	LOC108107485|XP_017070520.1|DEUG	LOC120770430|XP_039953825.1|BTRY
OG0005101	LOC108117306|XP_017085154.1|DEUG	LOC120782343|XP_039970510.1|BTRY
OG0005102	LOC108109216|XP_017073150.1|DEUG	LOC120781265|XP_039969357.1|BTRY
OG0005103	LOC108107430|XP_017070448.1|DEUG	LOC120771744|XP_039955850.1|BTRY
OG0005104	LOC108106161|XP_017068561.1|DEUG	LOC120773587|XP_039958512.1|BTRY
OG0005105	LOC108108434|XP_017071977.1|DEUG	LOC120779037|XP_039967094.1|BTRY
OG0005106	LOC108107759|XP_017070921.1|DEUG	LOC120778539|XP_039966316.1|BTRY
OG0005107	LOC108107855|XP_017071110.1|DEUG	LOC120778791|XP_039966725.1|BTRY
OG0005108	LOC108106462|XP_017069019.1|DEUG	LOC120771472|XP_039955436.1|BTRY
OG0005109	LOC108111878|XP_017076997.1|DEUG	LOC120775293|XP_039961342.1|BTRY
OG0005110	LOC108114372|XP_017080813.1|DEUG	LOC120779191|XP_039967389.1|BTRY
OG0005111	LOC108108116|XP_017071521.1|DEUG	LOC120778902|XP_039966882.1|BTRY
OG0005112	LOC108102873|XP_017063570.1|DEUG	LOC120777171|XP_039964261.1|BTRY
OG0005113	LOC108108118|XP_017071524.1|DEUG	LOC120777172|XP_039964264.1|BTRY
OG0005114	LOC108103588|XP_017064602.1|DEUG	LOC120777462|XP_039964719.1|BTRY
OG0005115	LOC108102675|XP_017063304.1|DEUG	LOC120768327|XP_039950901.1|BTRY
OG0005116	LOC108114692|XP_017081277.1|DEUG	LOC120779127|XP_039967256.1|BTRY
OG0005117	LOC108104391|XP_017065919.1|DEUG	LOC120774331|XP_039959815.1|BTRY
OG0005118	LOC108111094|XP_017075922.1|DEUG	LOC120768621|XP_039951322.1|BTRY
OG0005119	LOC108112583|XP_017078093.1|DEUG	LOC120773133|XP_039958062.1|BTRY
OG0005120	LOC108114149|XP_017080430.1|DEUG	LOC120777774|XP_039965226.1|BTRY
OG0005121	LOC108108729|XP_017072355.1|DEUG	LOC120778934|XP_039966915.1|BTRY
OG0005122	LOC108114571|XP_017081111.1|DEUG	LOC120778185|XP_039965855.1|BTRY
OG0005123	LOC108108631|XP_017072220.1|DEUG	LOC120778298|XP_039966019.1|BTRY
OG0005124	LOC108114237|XP_017080599.1|DEUG	LOC120777107|XP_039964177.1|BTRY
OG0005125	LOC108114475|XP_017080973.1|DEUG	LOC120779124|XP_039967252.1|BTRY
OG0005126	LOC108109823|XP_017074048.1|DEUG	LOC120778437|XP_039966152.1|BTRY
OG0005127	LOC108113762|XP_017079951.1|DEUG	LOC120778016|XP_039965617.1|BTRY
OG0005128	LOC108113093|XP_017079027.1|DEUG	LOC120770876|XP_039954445.1|BTRY
OG0005129	LOC108114528|XP_017081048.1|DEUG	LOC120778229|XP_039965921.1|BTRY
OG0005130	LOC108114202|XP_017080509.1|DEUG	LOC120777099|XP_039964168.1|BTRY
OG0005131	LOC108102732|XP_017063367.1|DEUG	LOC120776683|XP_039963495.1|BTRY
OG0005132	LOC108114160|XP_017080439.1|DEUG	LOC120777198|XP_039964301.1|BTRY
OG0005133	LOC108108207|XP_017071655.1|DEUG	LOC120777473|XP_039964733.1|BTRY
OG0005134	LOC108107819|XP_017071055.1|DEUG	LOC120776779|XP_039963692.1|BTRY
OG0005135	LOC108114091|XP_017080337.1|DEUG	LOC120777847|XP_039965317.1|BTRY
OG0005136	LOC108114045|XP_017080285.1|DEUG	LOC120777267|XP_039964404.1|BTRY
OG0005137	LOC108115858|XP_017082973.1|DEUG	LOC120774694|XP_039960360.1|BTRY
OG0005138	LOC108108235|XP_017071691.1|DEUG	LOC120778490|XP_039966248.1|BTRY
OG0005139	LOC108108075|XP_017071445.1|DEUG	LOC120777981|XP_039965555.1|BTRY
OG0005140	LOC108102683|XP_017063313.1|DEUG	LOC120767319|XP_039949187.1|BTRY
OG0005141	LOC108112910|XP_017078766.1|DEUG	LOC120770958|XP_039954620.1|BTRY
OG0005142	LOC108118099|XP_017086141.1|DEUG	LOC120777947|XP_039965493.1|BTRY
OG0005143	LOC108109853|XP_017074103.1|DEUG	LOC120776596|XP_039963303.1|BTRY
OG0005144	LOC108109769|XP_017073932.1|DEUG	LOC120778872|XP_039966851.1|BTRY
OG0005145	LOC108109901|XP_017074197.1|DEUG	LOC120778230|XP_039965922.1|BTRY
OG0005146	LOC108114236|XP_017080597.1|DEUG	LOC120778945|XP_039966940.1|BTRY
OG0005147	LOC108114233|XP_017080594.1|DEUG	LOC120778948|XP_039966945.1|BTRY
OG0005148	LOC108117376|XP_017085251.1|DEUG	LOC120776592|XP_039963299.1|BTRY
OG0005149	LOC108112870|XP_017078689.1|DEUG	LOC120771367|XP_039955261.1|BTRY
OG0005150	LOC108114701|XP_017081287.1|DEUG	LOC120778138|XP_039965796.1|BTRY, LOC120778140|XP_039965797.1|BTRY
OG0005151	LOC108108120|XP_017071526.1|DEUG	LOC120777313|XP_039964486.1|BTRY
OG0005152	LOC108108041|XP_017071404.1|DEUG	LOC120778626|XP_039966444.1|BTRY, LOC120782250|XP_039970349.1|BTRY
OG0005153	LOC108108039|XP_017071402.1|DEUG	LOC120777468|XP_039964726.1|BTRY
OG0005154	LOC108108044|XP_017071407.1|DEUG	LOC120776474|XP_039963080.1|BTRY
OG0005155	LOC108104730|XP_017066456.1|DEUG	LOC120777880|XP_039965373.1|BTRY
OG0005156	LOC108110230|XP_017074706.1|DEUG	LOC120782176|XP_039970250.1|BTRY
OG0005157	LOC108112962|XP_017078850.1|DEUG	LOC120772979|XP_039957824.1|BTRY
OG0005158	LOC108107910|XP_017071215.1|DEUG	LOC120776571|XP_039963268.1|BTRY
OG0005159	LOC108114613|XP_017081164.1|DEUG	LOC120777856|XP_039965333.1|BTRY
OG0005160	LOC108108514|XP_017072072.1|DEUG	LOC120778827|XP_039966771.1|BTRY
OG0005161	LOC108107307|XP_017070265.1|DEUG	LOC120770863|XP_039954413.1|BTRY
OG0005162	LOC108103132|XP_017063988.1|DEUG	LOC120773825|XP_039958872.1|BTRY
OG0005163	LOC108108740|XP_017072367.1|DEUG	LOC120777365|XP_039964567.1|BTRY
OG0005164	LOC108108158|XP_017071580.1|DEUG	LOC120777721|XP_039965145.1|BTRY
OG0005165	LOC108114910|XP_017081578.1|DEUG	LOC120773855|XP_039958937.1|BTRY
OG0005166	LOC108115380|XP_017082305.1|DEUG	LOC120774993|XP_039960849.1|BTRY
OG0005167	LOC108115384|XP_017082308.1|DEUG	LOC120775005|XP_039960876.1|BTRY
OG0005168	LOC108114204|XP_017080512.1|DEUG	LOC120777248|XP_039964376.1|BTRY
OG0005169	LOC108108131|XP_017071540.1|DEUG	LOC120776935|XP_039963946.1|BTRY
OG0005170	LOC108108081|XP_017071451.1|DEUG	LOC120776934|XP_039963941.1|BTRY
OG0005171	LOC108108037|XP_017071399.1|DEUG	LOC120777415|XP_039964649.1|BTRY
OG0005172	LOC108109143|XP_017073032.1|DEUG	LOC120770032|XP_039953076.1|BTRY
OG0005173	LOC108112607|XP_017078186.1|DEUG	LOC120771014|XP_039954723.1|BTRY
OG0005174	LOC108109284|XP_017073265.1|DEUG	LOC120771872|XP_039956058.1|BTRY
OG0005175	LOC108109113|XP_017072993.1|DEUG	LOC120770536|XP_039954024.1|BTRY
OG0005176	LOC108112037|XP_017077272.1|DEUG	LOC120781273|XP_039969398.1|BTRY
OG0005177	LOC108109267|XP_017073244.1|DEUG	LOC120770538|XP_039954027.1|BTRY
OG0005178	LOC108109912|XP_017074209.1|DEUG	LOC120777878|XP_039965371.1|BTRY
OG0005179	LOC108109832|XP_017074063.1|DEUG	LOC120777295|XP_039964445.1|BTRY
OG0005180	LOC108102809|XP_017063475.1|DEUG	LOC120778097|XP_039965733.1|BTRY
OG0005181	LOC108102922|XP_017063664.1|DEUG	LOC120773957|XP_039959120.1|BTRY
OG0005182	LOC108104558|XP_017066189.1|DEUG	LOC120770177|XP_039953325.1|BTRY
OG0005183	LOC108112456|XP_017077796.1|DEUG	LOC120771313|XP_039955184.1|BTRY
OG0005184	LOC108112452|XP_017077786.1|DEUG	LOC120770422|XP_039953801.1|BTRY
OG0005185	LOC108104486|XP_017066086.1|DEUG	LOC120771079|XP_039954833.1|BTRY
OG0005186	LOC108106419|XP_017068931.1|DEUG	LOC120781276|XP_039969403.1|BTRY
OG0005187	LOC108112604|XP_017078153.1|DEUG	LOC120772320|XP_039956772.1|BTRY
OG0005188	LOC108113148|XP_017079146.1|DEUG	LOC120771476|XP_039955445.1|BTRY
OG0005189	LOC108103767|XP_017064881.1|DEUG	LOC120773964|XP_039959134.1|BTRY
OG0005190	LOC108109768|XP_017073930.1|DEUG	LOC120778978|XP_039967004.1|BTRY
OG0005191	LOC108111507|XP_017076511.1|DEUG	LOC120782537|XP_039970801.1|BTRY
OG0005192	LOC108112822|XP_017078614.1|DEUG	LOC120770299|XP_039953598.1|BTRY
OG0005193	LOC108104494|XP_017066097.1|DEUG	LOC120772501|XP_039957080.1|BTRY
OG0005194	LOC108109086|XP_017072941.1|DEUG	LOC120771600|XP_039955610.1|BTRY
OG0005195	LOC108112568|XP_017078021.1|DEUG	LOC120781290|XP_039969420.1|BTRY
OG0005196	LOC108114581|XP_017081125.1|DEUG	LOC120778987|XP_039967020.1|BTRY
OG0005197	LOC108107496|XP_017070533.1|DEUG	LOC120772215|XP_039956629.1|BTRY
OG0005198	LOC108108084|XP_017071459.1|DEUG	LOC120778502|XP_039966264.1|BTRY
OG0005199	LOC108112863|XP_017078678.1|DEUG	LOC120771895|XP_039956100.1|BTRY
OG0005200	LOC108112531|XP_017077945.1|DEUG	LOC120770864|XP_039954414.1|BTRY
OG0005201	LOC108107272|XP_017070195.1|DEUG	LOC120772802|XP_039957519.1|BTRY
OG0005202	LOC108112690|XP_017078380.1|DEUG	LOC120771192|XP_039955022.1|BTRY
OG0005203	LOC108106445|XP_017068967.1|DEUG	LOC120772069|XP_039956388.1|BTRY
OG0005204	LOC108107004|XP_017069834.1|DEUG	LOC120767662|XP_039949769.1|BTRY
OG0005205	LOC108110926|XP_017075694.1|DEUG	LOC120768034|XP_039950460.1|BTRY
OG0005206	LOC108109244|XP_017073211.1|DEUG	LOC120771102|XP_039954878.1|BTRY
OG0005207	LOC108104503|XP_017066109.1|DEUG	LOC120770281|XP_039953534.1|BTRY
OG0005208	LOC108104767|XP_017066492.1|DEUG	LOC120772743|XP_039957437.1|BTRY
OG0005209	LOC108105856|XP_017068119.1|DEUG	LOC120768373|XP_039950972.1|BTRY
OG0005210	LOC108105849|XP_017068102.1|DEUG	LOC120768864|XP_039951553.1|BTRY
OG0005211	LOC108108773|XP_017072431.1|DEUG	LOC120777241|XP_039964368.1|BTRY
OG0005212	LOC108107211|XP_017070116.1|DEUG	LOC120771377|XP_039955272.1|BTRY
OG0005213	LOC108109743|XP_017073895.1|DEUG	LOC120780161|XP_039968374.1|BTRY
OG0005214	LOC108106101|XP_017068454.1|DEUG	LOC120768971|XP_039951701.1|BTRY
OG0005215	LOC108111131|XP_017075982.1|DEUG	LOC120769788|XP_039952908.1|BTRY
OG0005216	LOC108106940|XP_017069696.1|DEUG	LOC120769528|XP_039952501.1|BTRY
OG0005217	LOC108114840|XP_017081472.1|DEUG	LOC120767834|XP_039950056.1|BTRY
OG0005218	LOC108111129|XP_017075977.1|DEUG	LOC120768453|XP_039951085.1|BTRY
OG0005219	LOC108104576|XP_017066221.1|DEUG	LOC120771288|XP_039955153.1|BTRY
OG0005220	LOC108102842|XP_017063524.1|DEUG	LOC120776360|XP_039962869.1|BTRY
OG0005221	LOC108111208|XP_017076094.1|DEUG	LOC120775267|XP_039961297.1|BTRY
OG0005222	LOC108118449|XP_017086646.1|DEUG	LOC120768049|XP_039950492.1|BTRY
OG0005223	LOC108111200|XP_017076083.1|DEUG	LOC120768039|XP_039950473.1|BTRY
OG0005224	LOC108110645|XP_017075236.1|DEUG	LOC120768110|XP_039950591.1|BTRY
OG0005225	LOC108111099|XP_017075928.1|DEUG	LOC120769026|XP_039951801.1|BTRY
OG0005226	LOC108106145|XP_017068529.1|DEUG	LOC120768017|XP_039950407.1|BTRY
OG0005227	LOC108103843|XP_017065068.1|DEUG	LOC120767882|XP_039950142.1|BTRY
OG0005228	LOC108115943|XP_017083473.1|DEUG	LOC120768054|XP_039950505.1|BTRY
OG0005229	LOC108110918|XP_017075678.1|DEUG	LOC120767400|XP_039949372.1|BTRY
OG0005230	LOC108112249|XP_017077563.1|DEUG	LOC120768343|XP_039950930.1|BTRY
OG0005231	LOC108104197|XP_017065630.1|DEUG	LOC120768370|XP_039950970.1|BTRY
OG0005232	LOC108110839|XP_017075569.1|DEUG	LOC120768445|XP_039951072.1|BTRY
OG0005233	LOC108105896|XP_017068168.1|DEUG	LOC120767987|XP_039950339.1|BTRY
OG0005234	LOC108106854|XP_017069586.1|DEUG	LOC120781664|XP_039969819.1|BTRY
OG0005235	LOC108105707|XP_017067907.1|DEUG	LOC120768615|XP_039951317.1|BTRY
OG0005236	LOC108102659|XP_017063287.1|DEUG	LOC120769313|XP_039952192.1|BTRY
OG0005237	LOC108102648|XP_017063264.1|DEUG	LOC120769022|XP_039951798.1|BTRY
OG0005238	LOC108102649|XP_017063266.1|DEUG	LOC120769023|XP_039951799.1|BTRY
OG0005239	LOC108110713|XP_017075346.1|DEUG	LOC120769508|XP_039952475.1|BTRY
OG0005240	LOC108110806|XP_017075525.1|DEUG	LOC120769168|XP_039951987.1|BTRY
OG0005241	LOC108102639|XP_017063249.1|DEUG	LOC120767305|XP_039949145.1|BTRY
OG0005242	LOC108111120|XP_017075961.1|DEUG	LOC120769271|XP_039952116.1|BTRY
OG0005243	LOC108110973|XP_017075764.1|DEUG	LOC120768507|XP_039951165.1|BTRY
OG0005244	LOC108117235|XP_017085058.1|DEUG	LOC120780974|XP_039969145.1|BTRY
OG0005245	LOC108116224|XP_017083504.1|DEUG	LOC120782425|XP_039970610.1|BTRY
OG0005246	LOC108111006|XP_017075806.1|DEUG	LOC120769978|XP_039952988.1|BTRY
OG0005247	LOC108109122|XP_017073007.1|DEUG	LOC120770419|XP_039953796.1|BTRY
OG0005248	LOC108105636|XP_017067814.1|DEUG, LOC108103733|XP_017064822.1|DEUG	LOC120774044|XP_039959278.1|BTRY
OG0005249	LOC108105270|XP_017067239.1|DEUG	LOC120781270|XP_039969393.1|BTRY
OG0005250	LOC108103390|XP_017064334.1|DEUG	LOC120769762|XP_039952868.1|BTRY
OG0005251	LOC108110956|XP_017075741.1|DEUG	LOC120767997|XP_039950350.1|BTRY
OG0005252	LOC108106837|XP_017069563.1|DEUG	LOC120768481|XP_039951129.1|BTRY
OG0005253	LOC108115509|XP_017082492.1|DEUG	LOC120768029|XP_039950437.1|BTRY
OG0005254	LOC108106875|XP_017069611.1|DEUG	LOC120769394|XP_039952299.1|BTRY
OG0005255	LOC108107133|XP_017070023.1|DEUG	LOC120768379|XP_039950979.1|BTRY
OG0005256	LOC108105201|XP_017067142.1|DEUG	LOC120768632|XP_039951331.1|BTRY
OG0005257	LOC108106142|XP_017068526.1|DEUG	LOC120768894|XP_039951581.1|BTRY
OG0005258	LOC108108254|XP_017071708.1|DEUG	LOC120768232|XP_039950752.1|BTRY
OG0005259	LOC108105841|XP_017068087.1|DEUG	LOC120767798|XP_039949997.1|BTRY
OG0005260	LOC108105843|XP_017068093.1|DEUG	LOC120769287|XP_039952141.1|BTRY
OG0005261	LOC108110913|XP_017075669.1|DEUG	LOC120782569|XP_039970841.1|BTRY
OG0005262	LOC108102613|XP_017063206.1|DEUG	LOC120768940|XP_039951657.1|BTRY
OG0005263	LOC108106956|XP_017069722.1|DEUG	LOC120767799|XP_039949999.1|BTRY
OG0005264	LOC108111608|XP_017076626.1|DEUG	LOC120778235|XP_039965930.1|BTRY
OG0005265	LOC108106992|XP_017069819.1|DEUG	LOC120781403|XP_039969549.1|BTRY
OG0005267	LOC108110847|XP_017075580.1|DEUG	LOC120767357|XP_039949257.1|BTRY
OG0005268	LOC108110845|XP_017075578.1|DEUG	LOC120767355|XP_039949255.1|BTRY
OG0005269	LOC108110977|XP_017075771.1|DEUG	LOC120767680|XP_039949792.1|BTRY
OG0005270	LOC108111982|XP_017077196.1|DEUG	LOC120776131|XP_039962595.1|BTRY
OG0005271	LOC108107076|XP_017069935.1|DEUG	LOC120767745|XP_039949890.1|BTRY
OG0005272	LOC108107118|XP_017069998.1|DEUG	LOC120768592|XP_039951287.1|BTRY
OG0005273	LOC108106087|XP_017068436.1|DEUG	LOC120769162|XP_039951978.1|BTRY
OG0005274	LOC108112346|XP_017077666.1|DEUG	LOC120781859|XP_039970012.1|BTRY
OG0005275	LOC108110920|XP_017075682.1|DEUG	LOC120781590|XP_039969759.1|BTRY
OG0005276	LOC108110985|XP_017075783.1|DEUG	LOC120769791|XP_039952910.1|BTRY
OG0005277	LOC108110469|XP_017075026.1|DEUG	LOC120769787|XP_039952907.1|BTRY
OG0005278	LOC108109227|XP_017073188.1|DEUG	LOC120770897|XP_039954497.1|BTRY
OG0005279	LOC108113448|XP_017079510.1|DEUG	LOC120768309|XP_039950880.1|BTRY
OG0005280	LOC108102657|XP_017063285.1|DEUG	LOC120768484|XP_039951133.1|BTRY, LOC120769777|XP_039952891.1|BTRY
OG0005281	LOC108110910|XP_017075666.1|DEUG	LOC120769621|XP_039952659.1|BTRY
OG0005282	LOC108115349|XP_017082260.1|DEUG	LOC120779061|XP_039967133.1|BTRY
OG0005283	LOC108116683|XP_017084180.1|DEUG	LOC120770473|XP_039953904.1|BTRY
OG0005284	LOC108115488|XP_017082462.1|DEUG	LOC120781078|XP_039969155.1|BTRY, LOC120781086|XP_039969164.1|BTRY
OG0005285	LOC108115512|XP_017082498.1|DEUG	LOC120768060|XP_039950513.1|BTRY
OG0005286	LOC108102630|XP_017063232.1|DEUG	LOC120768015|XP_039950392.1|BTRY
OG0005287	LOC108102652|XP_017063279.1|DEUG	LOC120768605|XP_039951301.1|BTRY
OG0005288	LOC108106972|XP_017069775.1|DEUG	LOC120769593|XP_039952586.1|BTRY, LOC120768205|XP_039950711.1|BTRY
OG0005289	LOC108114106|XP_017080396.1|DEUG	LOC120781460|XP_039969611.1|BTRY
OG0005290	LOC108115370|XP_017082289.1|DEUG	LOC120770247|XP_039953482.1|BTRY
OG0005291	LOC108110719|XP_017075380.1|DEUG	LOC120769483|XP_039952440.1|BTRY
OG0005292	LOC108110671|XP_017075277.1|DEUG	LOC120767454|XP_039949455.1|BTRY
OG0005293	LOC108105117|XP_017067039.1|DEUG	LOC120768742|XP_039951448.1|BTRY
OG0005294	LOC108104135|XP_017065526.1|DEUG	LOC120768442|XP_039951064.1|BTRY
OG0005295	LOC108110718|XP_017075359.1|DEUG	LOC120767315|XP_039949175.1|BTRY
OG0005296	LOC108115295|XP_017082171.1|DEUG	LOC120768908|XP_039951609.1|BTRY
OG0005297	LOC108106173|XP_017068583.1|DEUG	LOC120769582|XP_039952575.1|BTRY
OG0005298	LOC108110938|XP_017075720.1|DEUG	LOC120768311|XP_039950882.1|BTRY
OG0005299	LOC108111420|XP_017076367.1|DEUG	LOC120782752|XP_039971136.1|BTRY
OG0005300	LOC108117427|XP_017085329.1|DEUG	LOC120774129|XP_039959439.1|BTRY
OG0005301	LOC108110692|XP_017075312.1|DEUG	LOC120767205|XP_039948947.1|BTRY, LOC120767204|XP_039948945.1|BTRY
OG0005302	LOC108106335|XP_017068797.1|DEUG	LOC120771509|XP_039955499.1|BTRY
OG0005303	LOC108105691|XP_017067890.1|DEUG	LOC120768390|XP_039950996.1|BTRY
OG0005304	LOC108107178|XP_017070086.1|DEUG	LOC120769472|XP_039952425.1|BTRY
OG0005305	LOC108109226|XP_017073187.1|DEUG	LOC120770896|XP_039954496.1|BTRY
OG0005306	LOC108118437|XP_017086631.1|DEUG	LOC120768451|XP_039951082.1|BTRY
OG0005307	LOC108111413|XP_017076362.1|DEUG	LOC120768293|XP_039950854.1|BTRY
OG0005308	LOC108110702|XP_017075333.1|DEUG	LOC120769758|XP_039952854.1|BTRY
OG0005309	LOC108111035|XP_017075850.1|DEUG	LOC120775077|XP_039961002.1|BTRY
OG0005310	LOC108106184|XP_017068597.1|DEUG	LOC120769720|XP_039952792.1|BTRY
OG0005311	LOC108104103|XP_017065490.1|DEUG	LOC120769100|XP_039951894.1|BTRY
OG0005312	LOC108108182|XP_017071620.1|DEUG	LOC120769233|XP_039952066.1|BTRY
OG0005313	LOC108111106|XP_017075936.1|DEUG	LOC120767253|XP_039949042.1|BTRY
OG0005314	LOC108104129|XP_017065520.1|DEUG	LOC120769724|XP_039952800.1|BTRY
OG0005315	LOC108105680|XP_017067873.1|DEUG	LOC120768136|XP_039950628.1|BTRY
OG0005316	LOC108109100|XP_017072973.1|DEUG	LOC120772949|XP_039957785.1|BTRY
OG0005317	LOC108118438|XP_017086633.1|DEUG	LOC120770975|XP_039954643.1|BTRY, LOC120768014|XP_039950390.1|BTRY
OG0005318	LOC108117633|XP_017085652.1|DEUG	LOC120768351|XP_039950940.1|BTRY
OG0005319	LOC108105177|XP_017067118.1|DEUG	LOC120767390|XP_039949336.1|BTRY
OG0005320	LOC108114853|XP_017081488.1|DEUG	LOC120769390|XP_039952294.1|BTRY
OG0005321	LOC108112215|XP_017077524.1|DEUG	LOC120768080|XP_039950544.1|BTRY
OG0005322	LOC108112265|XP_017077580.1|DEUG	LOC120767983|XP_039950334.1|BTRY
OG0005323	LOC108110733|XP_017075412.1|DEUG	LOC120767673|XP_039949780.1|BTRY
OG0005324	LOC108111116|XP_017075955.1|DEUG	LOC120768338|XP_039950924.1|BTRY
OG0005325	LOC108111092|XP_017075920.1|DEUG	LOC120772944|XP_039957781.1|BTRY
OG0005326	LOC108111222|XP_017076112.1|DEUG	LOC120768397|XP_039951004.1|BTRY
OG0005327	LOC108108468|XP_017072018.1|DEUG	LOC120769074|XP_039951867.1|BTRY
OG0005328	LOC108111594|XP_017076604.1|DEUG	LOC120778448|XP_039966175.1|BTRY
OG0005329	LOC108108307|XP_017071814.1|DEUG	LOC120778777|XP_039966694.1|BTRY
OG0005330	LOC108108306|XP_017071813.1|DEUG	LOC120778776|XP_039966693.1|BTRY
OG0005331	LOC108110848|XP_017075581.1|DEUG	LOC120767358|XP_039949259.1|BTRY
OG0005332	LOC108115483|XP_017082456.1|DEUG	LOC120769748|XP_039952841.1|BTRY
OG0005333	LOC108104148|XP_017065537.1|DEUG	LOC120768619|XP_039951320.1|BTRY
OG0005334	LOC108110892|XP_017075639.1|DEUG	LOC120768113|XP_039950594.1|BTRY
OG0005335	LOC108111947|XP_017077117.1|DEUG	LOC120771424|XP_039955346.1|BTRY
OG0005336	LOC108104807|XP_017066579.1|DEUG	LOC120772057|XP_039956374.1|BTRY
OG0005337	LOC108112688|XP_017078369.1|DEUG	LOC120770358|XP_039953701.1|BTRY
OG0005338	LOC108111073|XP_017075895.1|DEUG	LOC120768875|XP_039951564.1|BTRY
OG0005339	LOC108110458|XP_017075015.1|DEUG	LOC120768884|XP_039951572.1|BTRY
OG0005340	LOC108110959|XP_017075745.1|DEUG	LOC120768874|XP_039951563.1|BTRY
OG0005341	LOC108104589|XP_017066241.1|DEUG	LOC120770572|XP_039954086.1|BTRY
OG0005342	LOC108104075|XP_017065449.1|DEUG	LOC120767217|XP_039948963.1|BTRY
OG0005343	LOC108113265|XP_017079302.1|DEUG	LOC120771812|XP_039955954.1|BTRY
OG0005344	LOC108106316|XP_017068774.1|DEUG	LOC120774749|XP_039960441.1|BTRY
OG0005345	LOC108107170|XP_017070074.1|DEUG	LOC120767773|XP_039949948.1|BTRY
OG0005346	LOC108107095|XP_017069964.1|DEUG	LOC120776549|XP_039963233.1|BTRY
OG0005347	LOC108111022|XP_017075825.1|DEUG	LOC120767760|XP_039949924.1|BTRY
OG0005348	LOC108110793|XP_017075504.1|DEUG	LOC120767291|XP_039949101.1|BTRY
OG0005349	LOC108110857|XP_017075593.1|DEUG	LOC120768025|XP_039950431.1|BTRY
OG0005350	LOC108111328|XP_017076235.1|DEUG	LOC120781430|XP_039969585.1|BTRY
OG0005351	LOC108109801|XP_017074009.1|DEUG	LOC120768121|XP_039950607.1|BTRY
OG0005352	LOC108110877|XP_017075618.1|DEUG	LOC120776559|XP_039963248.1|BTRY
OG0005353	LOC108112665|XP_017078291.1|DEUG	LOC120771445|XP_039955384.1|BTRY
OG0005354	LOC108110651|XP_017075244.1|DEUG	LOC120767236|XP_039949004.1|BTRY
OG0005355	LOC108111007|XP_017075808.1|DEUG	LOC120769531|XP_039952504.1|BTRY
OG0005356	LOC108110744|XP_017075437.1|DEUG	LOC120769535|XP_039952510.1|BTRY
OG0005357	LOC108107075|XP_017069934.1|DEUG	LOC120767714|XP_039949844.1|BTRY
OG0005358	LOC108107036|XP_017069883.1|DEUG	LOC120769742|XP_039952833.1|BTRY
OG0005359	LOC108112659|XP_017078280.1|DEUG	LOC120770559|XP_039954071.1|BTRY
OG0005360	LOC108108621|XP_017072209.1|DEUG	LOC120778024|XP_039965631.1|BTRY
OG0005361	LOC108111020|XP_017075823.1|DEUG	LOC120767824|XP_039950043.1|BTRY
OG0005362	LOC108110969|XP_017075759.1|DEUG	LOC120768066|XP_039950520.1|BTRY
OG0005363	LOC108102503|XP_017063015.1|DEUG	LOC120768672|XP_039951383.1|BTRY
OG0005364	LOC108109239|XP_017073203.1|DEUG	LOC120772565|XP_039957186.1|BTRY
OG0005365	LOC108115460|XP_017082400.1|DEUG	LOC120781425|XP_039969579.1|BTRY
OG0005366	LOC108115465|XP_017082408.1|DEUG	LOC120768125|XP_039950612.1|BTRY
OG0005367	LOC108115518|XP_017082508.1|DEUG	LOC120768706|XP_039951412.1|BTRY
OG0005368	LOC108109359|XP_017073319.1|DEUG	LOC120782721|XP_039971078.1|BTRY
OG0005369	LOC108110795|XP_017075513.1|DEUG	LOC120768613|XP_039951314.1|BTRY
OG0005370	LOC108112116|XP_017077359.1|DEUG	LOC120767968|XP_039950308.1|BTRY
OG0005371	LOC108112467|XP_017077812.1|DEUG	LOC120769330|XP_039952220.1|BTRY
OG0005372	LOC108110331|XP_017074854.1|DEUG	LOC120766872|XP_039948537.1|BTRY
OG0005373	LOC108115350|XP_017082264.1|DEUG	LOC120769128|XP_039951928.1|BTRY
OG0005374	LOC108118447|XP_017086644.1|DEUG	LOC120768477|XP_039951125.1|BTRY
OG0005375	LOC108118439|XP_017086634.1|DEUG	LOC120767618|XP_039949709.1|BTRY
OG0005376	LOC108102557|XP_017063116.1|DEUG	LOC120769264|XP_039952102.1|BTRY
OG0005377	LOC108102815|XP_017063486.1|DEUG	LOC120777105|XP_039964175.1|BTRY
OG0005378	LOC108111074|XP_017075898.1|DEUG	LOC120769547|XP_039952526.1|BTRY
OG0005379	LOC108111025|XP_017075834.1|DEUG	LOC120769515|XP_039952486.1|BTRY
OG0005380	LOC108111082|XP_017075910.1|DEUG	LOC120767848|XP_039950081.1|BTRY
OG0005381	LOC108105676|XP_017067867.1|DEUG	LOC120767721|XP_039949853.1|BTRY
OG0005382	LOC108115457|XP_017082384.1|DEUG	LOC120767222|XP_039948982.1|BTRY
OG0005383	LOC108108499|XP_017072053.1|DEUG	LOC120778251|XP_039965951.1|BTRY
OG0005384	LOC108111523|XP_017076533.1|DEUG	LOC120766271|XP_039947594.1|BTRY
OG0005385	LOC108109219|XP_017073173.1|DEUG	LOC120770527|XP_039954008.1|BTRY
