Orthogroup	DEUG.longest_only	ASTE.longest_only
OG0005087	LOC108114416|XP_017080879.1|DEUG	LOC118510437|XP_035908107.1|ASTE
OG0005088	LOC108106620|XP_017069308.1|DEUG	LOC118511272|XP_035910052.1|ASTE
OG0005089	LOC108106617|XP_017069306.1|DEUG	LOC118511271|XP_035910050.1|ASTE
OG0005090	LOC108109180|XP_017073098.1|DEUG	LOC118504203|XP_035894276.1|ASTE
OG0005091	LOC108113096|XP_017079033.1|DEUG	LOC118504604|XP_035895171.1|ASTE
OG0005092	LOC108104898|XP_017066718.1|DEUG	LOC118511905|XP_035911434.1|ASTE
OG0005093	LOC108107941|XP_017071261.1|DEUG	LOC118511900|XP_035911425.1|ASTE
OG0005094	LOC108107751|XP_017070904.1|DEUG	LOC118513138|XP_035914456.1|ASTE
OG0005095	LOC108107317|XP_017070279.1|DEUG	LOC118514369|XP_035917117.1|ASTE
OG0005096	LOC108111105|XP_017075935.1|DEUG	LOC118514211|XP_035916800.1|ASTE
OG0005097	LOC108108890|XP_017072597.1|DEUG	LOC118514179|XP_035916742.1|ASTE
OG0005098	LOC108107404|XP_017070415.1|DEUG	LOC118514177|XP_035916740.1|ASTE
OG0005099	LOC108107486|XP_017070521.1|DEUG	LOC118508939|XP_035904741.1|ASTE
OG0005100	LOC108107485|XP_017070520.1|DEUG	LOC118508938|XP_035904740.1|ASTE
OG0005101	LOC108117306|XP_017085154.1|DEUG	LOC118513189|XP_035914570.1|ASTE
OG0005102	LOC108109216|XP_017073150.1|DEUG	LOC118509628|XP_035906398.1|ASTE
OG0005103	LOC108107430|XP_017070448.1|DEUG	LOC118509660|XP_035906517.1|ASTE
OG0005104	LOC108106161|XP_017068561.1|DEUG	LOC118509779|XP_035906811.1|ASTE
OG0005105	LOC108108434|XP_017071977.1|DEUG	LOC118510326|XP_035907864.1|ASTE
OG0005106	LOC108107759|XP_017070921.1|DEUG	LOC118510336|XP_035907887.1|ASTE
OG0005107	LOC108107855|XP_017071110.1|DEUG	LOC118510320|XP_035907856.1|ASTE
OG0005108	LOC108106462|XP_017069019.1|DEUG	LOC118512311|XP_035912455.1|ASTE
OG0005109	LOC108111878|XP_017076997.1|DEUG	LOC118506437|XP_035899457.1|ASTE
OG0005110	LOC108114372|XP_017080813.1|DEUG	LOC118512299|XP_035912423.1|ASTE
OG0005111	LOC108108116|XP_017071521.1|DEUG	LOC118512868|XP_035913849.1|ASTE
OG0005112	LOC108102873|XP_017063570.1|DEUG	LOC118512866|XP_035913847.1|ASTE
OG0005113	LOC108108118|XP_017071524.1|DEUG	LOC118512870|XP_035913853.1|ASTE
OG0005114	LOC108103588|XP_017064602.1|DEUG	LOC118509371|XP_035905796.1|ASTE
OG0005115	LOC108102675|XP_017063304.1|DEUG	LOC118514611|XP_035917499.1|ASTE
OG0005116	LOC108114692|XP_017081277.1|DEUG	LOC118514221|XP_035916812.1|ASTE
OG0005117	LOC108104391|XP_017065919.1|DEUG	LOC118513293|XP_035914760.1|ASTE
OG0005118	LOC108111094|XP_017075922.1|DEUG	LOC118509920|XP_035907123.1|ASTE
OG0005119	LOC108112583|XP_017078093.1|DEUG	LOC118509915|XP_035907089.1|ASTE
OG0005120	LOC108114149|XP_017080430.1|DEUG	LOC118510890|XP_035909168.1|ASTE
OG0005121	LOC108108729|XP_017072355.1|DEUG	LOC118510889|XP_035909167.1|ASTE
OG0005122	LOC108114571|XP_017081111.1|DEUG	LOC118510167|XP_035907571.1|ASTE
OG0005123	LOC108108631|XP_017072220.1|DEUG	LOC118509822|XP_035906877.1|ASTE
OG0005124	LOC108114237|XP_017080599.1|DEUG	LOC118511248|XP_035909989.1|ASTE
OG0005125	LOC108114475|XP_017080973.1|DEUG	LOC118511269|XP_035910047.1|ASTE
OG0005126	LOC108109823|XP_017074048.1|DEUG	LOC118509908|XP_035907059.1|ASTE
OG0005127	LOC108113762|XP_017079951.1|DEUG	LOC118510581|XP_035908466.1|ASTE
OG0005128	LOC108113093|XP_017079027.1|DEUG	LOC118509564|XP_035906213.1|ASTE, LOC118516423|XP_035918187.1|ASTE
OG0005129	LOC108114528|XP_017081048.1|DEUG	LOC118509557|XP_035906204.1|ASTE
OG0005130	LOC108114202|XP_017080509.1|DEUG	LOC118511280|XP_035910067.1|ASTE
OG0005131	LOC108102732|XP_017063367.1|DEUG	LOC118511300|XP_035910102.1|ASTE
OG0005132	LOC108114160|XP_017080439.1|DEUG	LOC118510485|XP_035908259.1|ASTE
OG0005133	LOC108108207|XP_017071655.1|DEUG	LOC118512833|XP_035913761.1|ASTE
OG0005134	LOC108107819|XP_017071055.1|DEUG	LOC118514217|XP_035916806.1|ASTE
OG0005135	LOC108114091|XP_017080337.1|DEUG	LOC118514243|XP_035916842.1|ASTE
OG0005136	LOC108114045|XP_017080285.1|DEUG	LOC118512697|XP_035913404.1|ASTE
OG0005137	LOC108115858|XP_017082973.1|DEUG	LOC118513481|XP_035915173.1|ASTE
OG0005138	LOC108108235|XP_017071691.1|DEUG	LOC118513492|XP_035915208.1|ASTE
OG0005139	LOC108108075|XP_017071445.1|DEUG	LOC118514374|XP_035917129.1|ASTE
OG0005140	LOC108102683|XP_017063313.1|DEUG	LOC118514391|XP_035917165.1|ASTE
OG0005141	LOC108112910|XP_017078766.1|DEUG	LOC118511552|XP_035910664.1|ASTE
OG0005142	LOC108118099|XP_017086141.1|DEUG	LOC118512968|XP_035914088.1|ASTE
OG0005143	LOC108109853|XP_017074103.1|DEUG	LOC118509469|XP_035905990.1|ASTE
OG0005144	LOC108109769|XP_017073932.1|DEUG	LOC118509470|XP_035905997.1|ASTE
OG0005145	LOC108109901|XP_017074197.1|DEUG	LOC118509473|XP_035906001.1|ASTE
OG0005146	LOC108114236|XP_017080597.1|DEUG	LOC118509476|XP_035906009.1|ASTE
OG0005147	LOC108114233|XP_017080594.1|DEUG	LOC118509477|XP_035906010.1|ASTE
OG0005148	LOC108117376|XP_017085251.1|DEUG	LOC118510266|XP_035907755.1|ASTE
OG0005149	LOC108112870|XP_017078689.1|DEUG	LOC118510265|XP_035907753.1|ASTE
OG0005150	LOC108114701|XP_017081287.1|DEUG	LOC118514239|XP_035916835.1|ASTE
OG0005151	LOC108108120|XP_017071526.1|DEUG	LOC118509399|XP_035905850.1|ASTE
OG0005152	LOC108108041|XP_017071404.1|DEUG	LOC118509454|XP_035905967.1|ASTE
OG0005153	LOC108108039|XP_017071402.1|DEUG	LOC118509396|XP_035905843.1|ASTE
OG0005154	LOC108108044|XP_017071407.1|DEUG	LOC118509395|XP_035905838.1|ASTE
OG0005155	LOC108104730|XP_017066456.1|DEUG	LOC118509430|XP_035905912.1|ASTE
OG0005156	LOC108110230|XP_017074706.1|DEUG	LOC118509241|XP_035905448.1|ASTE
OG0005157	LOC108112962|XP_017078850.1|DEUG	LOC118514328|XP_035917006.1|ASTE
OG0005158	LOC108107910|XP_017071215.1|DEUG	LOC118511817|XP_035911250.1|ASTE
OG0005159	LOC108114613|XP_017081164.1|DEUG	LOC118511820|XP_035911253.1|ASTE
OG0005160	LOC108108514|XP_017072072.1|DEUG	LOC118511832|XP_035911268.1|ASTE
OG0005161	LOC108107307|XP_017070265.1|DEUG	LOC118511835|XP_035911273.1|ASTE
OG0005163	LOC108108740|XP_017072367.1|DEUG	LOC118511854|XP_035911293.1|ASTE
OG0005164	LOC108108158|XP_017071580.1|DEUG	LOC118511529|XP_035910611.1|ASTE
OG0005165	LOC108114910|XP_017081578.1|DEUG	LOC118510406|XP_035908050.1|ASTE
OG0005166	LOC108115380|XP_017082305.1|DEUG	LOC118510355|XP_035907949.1|ASTE
OG0005167	LOC108115384|XP_017082308.1|DEUG	LOC118510394|XP_035908043.1|ASTE
OG0005168	LOC108114204|XP_017080512.1|DEUG	LOC118510339|XP_035907903.1|ASTE
OG0005169	LOC108108131|XP_017071540.1|DEUG	LOC118510385|XP_035908029.1|ASTE
OG0005170	LOC108108081|XP_017071451.1|DEUG	LOC118510361|XP_035907962.1|ASTE
OG0005171	LOC108108037|XP_017071399.1|DEUG	LOC118510372|XP_035907990.1|ASTE
OG0005172	LOC108109143|XP_017073032.1|DEUG	LOC118511342|XP_035910182.1|ASTE
OG0005173	LOC108112607|XP_017078186.1|DEUG	LOC118511346|XP_035910193.1|ASTE
OG0005174	LOC108109284|XP_017073265.1|DEUG	LOC118511348|XP_035910197.1|ASTE
OG0005175	LOC108109113|XP_017072993.1|DEUG	LOC118509381|XP_035905814.1|ASTE, LOC118517326|XP_035919199.1|ASTE
OG0005176	LOC108112037|XP_017077272.1|DEUG	LOC118513142|XP_035914461.1|ASTE
OG0005177	LOC108109267|XP_017073244.1|DEUG	LOC118516431|XP_035918202.1|ASTE, LOC118509570|XP_035906224.1|ASTE
OG0005178	LOC108109912|XP_017074209.1|DEUG	LOC118513143|XP_035914462.1|ASTE
OG0005179	LOC108109832|XP_017074063.1|DEUG	LOC118509942|XP_035907167.1|ASTE
OG0005180	LOC108102809|XP_017063475.1|DEUG	LOC118513176|XP_035914529.1|ASTE
OG0005181	LOC108102922|XP_017063664.1|DEUG	LOC118513173|XP_035914518.1|ASTE
OG0005182	LOC108104558|XP_017066189.1|DEUG	LOC118513182|XP_035914538.1|ASTE
OG0005183	LOC108112456|XP_017077796.1|DEUG	LOC118513188|XP_035914569.1|ASTE
OG0005184	LOC108112452|XP_017077786.1|DEUG	LOC118509674|XP_035906572.1|ASTE
OG0005185	LOC108104486|XP_017066086.1|DEUG	LOC118511412|XP_035910365.1|ASTE
OG0005186	LOC108106419|XP_017068931.1|DEUG	LOC118511407|XP_035910354.1|ASTE
OG0005187	LOC108112604|XP_017078153.1|DEUG	LOC118512906|XP_035913924.1|ASTE
OG0005188	LOC108113148|XP_017079146.1|DEUG	LOC118509701|XP_035906671.1|ASTE
OG0005189	LOC108103767|XP_017064881.1|DEUG	LOC118510957|XP_035909308.1|ASTE
OG0005190	LOC108109768|XP_017073930.1|DEUG	LOC118509697|XP_035906658.1|ASTE
OG0005191	LOC108111507|XP_017076511.1|DEUG	LOC118512005|XP_035911657.1|ASTE
OG0005192	LOC108112822|XP_017078614.1|DEUG	LOC118511996|XP_035911628.1|ASTE
OG0005193	LOC108104494|XP_017066097.1|DEUG	LOC118512010|XP_035911667.1|ASTE
OG0005194	LOC108109086|XP_017072941.1|DEUG	LOC118509656|XP_035906505.1|ASTE
OG0005195	LOC108112568|XP_017078021.1|DEUG	LOC118509747|XP_035906770.1|ASTE
OG0005196	LOC108114581|XP_017081125.1|DEUG	LOC118509658|XP_035906511.1|ASTE
OG0005197	LOC108107496|XP_017070533.1|DEUG	LOC118509667|XP_035906545.1|ASTE
OG0005198	LOC108108084|XP_017071459.1|DEUG	LOC118509682|XP_035906618.1|ASTE
OG0005199	LOC108112863|XP_017078678.1|DEUG	LOC118511961|XP_035911576.1|ASTE
OG0005200	LOC108112531|XP_017077945.1|DEUG	LOC118511954|XP_035911565.1|ASTE
OG0005201	LOC108107272|XP_017070195.1|DEUG	LOC118512242|XP_035912275.1|ASTE
OG0005202	LOC108112690|XP_017078380.1|DEUG	LOC118512238|XP_035912271.1|ASTE
OG0005203	LOC108106445|XP_017068967.1|DEUG	LOC118504533|XP_035894971.1|ASTE
OG0005204	LOC108107004|XP_017069834.1|DEUG	LOC118511194|XP_035909859.1|ASTE, LOC118517342|XP_035919220.1|ASTE
OG0005205	LOC108110926|XP_017075694.1|DEUG	LOC118511189|XP_035909849.1|ASTE, LOC118517345|XP_035919230.1|ASTE
OG0005206	LOC108109244|XP_017073211.1|DEUG	LOC118511881|XP_035911398.1|ASTE
OG0005207	LOC108104503|XP_017066109.1|DEUG	LOC118510972|XP_035909357.1|ASTE
OG0005208	LOC108104767|XP_017066492.1|DEUG	LOC118510968|XP_035909352.1|ASTE
OG0005209	LOC108105856|XP_017068119.1|DEUG	LOC118510967|XP_035909351.1|ASTE
OG0005210	LOC108105849|XP_017068102.1|DEUG	LOC118510966|XP_035909345.1|ASTE
OG0005211	LOC108108773|XP_017072431.1|DEUG	LOC118511204|XP_035909877.1|ASTE
OG0005212	LOC108107211|XP_017070116.1|DEUG	LOC118511121|XP_035909746.1|ASTE
OG0005213	LOC108109743|XP_017073895.1|DEUG	LOC118511036|XP_035909520.1|ASTE
OG0005214	LOC108106101|XP_017068454.1|DEUG	LOC118513662|XP_035915648.1|ASTE
OG0005215	LOC108111131|XP_017075982.1|DEUG	LOC118513390|XP_035914960.1|ASTE
OG0005216	LOC108106940|XP_017069696.1|DEUG	LOC118513401|XP_035914977.1|ASTE
OG0005217	LOC108114840|XP_017081472.1|DEUG	LOC118513378|XP_035914921.1|ASTE
OG0005218	LOC108111129|XP_017075977.1|DEUG	LOC118513371|XP_035914895.1|ASTE
OG0005219	LOC108104576|XP_017066221.1|DEUG	LOC118512451|XP_035912809.1|ASTE
OG0005220	LOC108102842|XP_017063524.1|DEUG	LOC118513922|XP_035916182.1|ASTE
OG0005221	LOC108111208|XP_017076094.1|DEUG	LOC118513955|XP_035916244.1|ASTE
OG0005222	LOC108118449|XP_017086646.1|DEUG	LOC118513907|XP_035916125.1|ASTE
OG0005223	LOC108111200|XP_017076083.1|DEUG	LOC118512700|XP_035913415.1|ASTE
OG0005224	LOC108110645|XP_017075236.1|DEUG	LOC118512724|XP_035913465.1|ASTE
OG0005225	LOC108111099|XP_017075928.1|DEUG	LOC118511739|XP_035911082.1|ASTE
OG0005226	LOC108106145|XP_017068529.1|DEUG	LOC118511725|XP_035911056.1|ASTE
OG0005227	LOC108103843|XP_017065068.1|DEUG	LOC118511731|XP_035911070.1|ASTE
OG0005228	LOC108115943|XP_017083473.1|DEUG	LOC118511729|XP_035911068.1|ASTE
OG0005229	LOC108110918|XP_017075678.1|DEUG	LOC118511108|XP_035909725.1|ASTE
OG0005230	LOC108112249|XP_017077563.1|DEUG	LOC118513669|XP_035915663.1|ASTE
OG0005231	LOC108104197|XP_017065630.1|DEUG	LOC118512660|XP_035913302.1|ASTE
OG0005232	LOC108110839|XP_017075569.1|DEUG	LOC118512226|XP_035912235.1|ASTE
OG0005233	LOC108105896|XP_017068168.1|DEUG	LOC118513840|XP_035916010.1|ASTE
OG0005234	LOC108106854|XP_017069586.1|DEUG	LOC118512028|XP_035911712.1|ASTE
OG0005235	LOC108105707|XP_017067907.1|DEUG	LOC118508933|XP_035904734.1|ASTE
OG0005236	LOC108102659|XP_017063287.1|DEUG	LOC118508932|XP_035904733.1|ASTE
OG0005237	LOC108102648|XP_017063264.1|DEUG	LOC118508928|XP_035904727.1|ASTE
OG0005238	LOC108102649|XP_017063266.1|DEUG	LOC118508931|XP_035904732.1|ASTE
OG0005239	LOC108110713|XP_017075346.1|DEUG	LOC118511096|XP_035909698.1|ASTE
OG0005240	LOC108110806|XP_017075525.1|DEUG	LOC118511101|XP_035909714.1|ASTE
OG0005241	LOC108102639|XP_017063249.1|DEUG	LOC118511074|XP_035909626.1|ASTE
OG0005242	LOC108111120|XP_017075961.1|DEUG	LOC118511114|XP_035909732.1|ASTE
OG0005243	LOC108110973|XP_017075764.1|DEUG	LOC118511088|XP_035909667.1|ASTE
OG0005244	LOC108117235|XP_017085058.1|DEUG	LOC118513938|XP_035916215.1|ASTE
OG0005245	LOC108116224|XP_017083504.1|DEUG	LOC118513923|XP_035916184.1|ASTE
OG0005246	LOC108111006|XP_017075806.1|DEUG	LOC118513959|XP_035916251.1|ASTE
OG0005247	LOC108109122|XP_017073007.1|DEUG	LOC118513561|XP_035915382.1|ASTE
OG0005248	LOC108105636|XP_017067814.1|DEUG, LOC108103733|XP_017064822.1|DEUG	LOC118511628|XP_035910830.1|ASTE
OG0005249	LOC108105270|XP_017067239.1|DEUG	LOC118510632|XP_035908564.1|ASTE
OG0005250	LOC108103390|XP_017064334.1|DEUG	LOC118510621|XP_035908542.1|ASTE
OG0005251	LOC108110956|XP_017075741.1|DEUG	LOC118511561|XP_035910689.1|ASTE
OG0005252	LOC108106837|XP_017069563.1|DEUG	LOC118511210|XP_035909887.1|ASTE
OG0005253	LOC108115509|XP_017082492.1|DEUG	LOC118514518|XP_035917377.1|ASTE
OG0005254	LOC108106875|XP_017069611.1|DEUG	LOC118513531|XP_035915296.1|ASTE
OG0005255	LOC108107133|XP_017070023.1|DEUG	LOC118513532|XP_035915297.1|ASTE
OG0005256	LOC108105201|XP_017067142.1|DEUG	LOC118509159|XP_035905300.1|ASTE
OG0005257	LOC108106142|XP_017068526.1|DEUG	LOC118509050|XP_035905029.1|ASTE, LOC118516611|XP_035918478.1|ASTE
OG0005258	LOC108108254|XP_017071708.1|DEUG	LOC118514705|XP_035917671.1|ASTE
OG0005259	LOC108105841|XP_017068087.1|DEUG	LOC118513585|XP_035915446.1|ASTE
OG0005260	LOC108105843|XP_017068093.1|DEUG	LOC118513539|XP_035915305.1|ASTE
OG0005261	LOC108110913|XP_017075669.1|DEUG	LOC118513537|XP_035915302.1|ASTE
OG0005262	LOC108102613|XP_017063206.1|DEUG	LOC118513988|XP_035916312.1|ASTE
OG0005263	LOC108106956|XP_017069722.1|DEUG	LOC118513912|XP_035916146.1|ASTE
OG0005264	LOC108111608|XP_017076626.1|DEUG	LOC118513958|XP_035916249.1|ASTE
OG0005265	LOC108106992|XP_017069819.1|DEUG	LOC118510582|XP_035908467.1|ASTE
OG0005266	LOC108105158|XP_017067082.1|DEUG	LOC118513223|XP_035914643.1|ASTE
OG0005267	LOC108110847|XP_017075580.1|DEUG	LOC118513516|XP_035915268.1|ASTE
OG0005268	LOC108110845|XP_017075578.1|DEUG	LOC118513515|XP_035915267.1|ASTE
OG0005269	LOC108110977|XP_017075771.1|DEUG	LOC118513524|XP_035915279.1|ASTE
OG0005270	LOC108111982|XP_017077196.1|DEUG	LOC118513567|XP_035915389.1|ASTE
OG0005271	LOC108107076|XP_017069935.1|DEUG	LOC118513560|XP_035915376.1|ASTE
OG0005272	LOC108107118|XP_017069998.1|DEUG	LOC118513563|XP_035915384.1|ASTE
OG0005273	LOC108106087|XP_017068436.1|DEUG	LOC118513558|XP_035915373.1|ASTE
OG0005274	LOC108112346|XP_017077666.1|DEUG	LOC118513556|XP_035915371.1|ASTE
OG0005275	LOC108110920|XP_017075682.1|DEUG	LOC118513554|XP_035915343.1|ASTE
OG0005276	LOC108110985|XP_017075783.1|DEUG	LOC118513548|XP_035915327.1|ASTE
OG0005277	LOC108110469|XP_017075026.1|DEUG	LOC118513546|XP_035915325.1|ASTE
OG0005278	LOC108109227|XP_017073188.1|DEUG	LOC118513547|XP_035915326.1|ASTE
OG0005279	LOC108113448|XP_017079510.1|DEUG	LOC118511042|XP_035909529.1|ASTE
OG0005280	LOC108102657|XP_017063285.1|DEUG	LOC118513913|XP_035916147.1|ASTE
OG0005281	LOC108110910|XP_017075666.1|DEUG	LOC118513861|XP_035916054.1|ASTE
OG0005282	LOC108115349|XP_017082260.1|DEUG	LOC118513851|XP_035916029.1|ASTE
OG0005283	LOC108116683|XP_017084180.1|DEUG	LOC118513852|XP_035916036.1|ASTE
OG0005284	LOC108115488|XP_017082462.1|DEUG	LOC118511091|XP_035909677.1|ASTE
OG0005285	LOC108115512|XP_017082498.1|DEUG	LOC118511762|XP_035911125.1|ASTE
OG0005286	LOC108102630|XP_017063232.1|DEUG	LOC118513969|XP_035916286.1|ASTE
OG0005287	LOC108102652|XP_017063279.1|DEUG	LOC118513925|XP_035916186.1|ASTE
OG0005288	LOC108106972|XP_017069775.1|DEUG	LOC118511068|XP_035909569.1|ASTE
OG0005289	LOC108114106|XP_017080396.1|DEUG	LOC118511058|XP_035909560.1|ASTE
OG0005290	LOC108115370|XP_017082289.1|DEUG	LOC118511059|XP_035909562.1|ASTE
OG0005291	LOC108110719|XP_017075380.1|DEUG	LOC118511579|XP_035910723.1|ASTE
OG0005292	LOC108110671|XP_017075277.1|DEUG	LOC118513663|XP_035915650.1|ASTE
OG0005293	LOC108105117|XP_017067039.1|DEUG	LOC118512209|XP_035912215.1|ASTE
OG0005294	LOC108104135|XP_017065526.1|DEUG	LOC118509332|XP_035905692.1|ASTE
OG0005295	LOC108110718|XP_017075359.1|DEUG	LOC118509335|XP_035905695.1|ASTE
OG0005296	LOC108115295|XP_017082171.1|DEUG	LOC118513543|XP_035915313.1|ASTE
OG0005297	LOC108106173|XP_017068583.1|DEUG	LOC118509046|XP_035905014.1|ASTE
OG0005298	LOC108110938|XP_017075720.1|DEUG	LOC118513312|XP_035914793.1|ASTE
OG0005299	LOC108111420|XP_017076367.1|DEUG	LOC118509059|XP_035905064.1|ASTE
OG0005300	LOC108117427|XP_017085329.1|DEUG	LOC118513389|XP_035914959.1|ASTE
OG0005301	LOC108110692|XP_017075312.1|DEUG	LOC118511720|XP_035911041.1|ASTE
OG0005302	LOC108106335|XP_017068797.1|DEUG	LOC118514002|XP_035916331.1|ASTE
OG0005303	LOC108105691|XP_017067890.1|DEUG	LOC118513881|XP_035916082.1|ASTE
OG0005304	LOC108107178|XP_017070086.1|DEUG	LOC118513880|XP_035916081.1|ASTE
OG0005305	LOC108109226|XP_017073187.1|DEUG	LOC118511079|XP_035909645.1|ASTE
OG0005306	LOC108118437|XP_017086631.1|DEUG	LOC118511102|XP_035909715.1|ASTE
OG0005307	LOC108111413|XP_017076362.1|DEUG	LOC118511129|XP_035909755.1|ASTE
OG0005308	LOC108110702|XP_017075333.1|DEUG	LOC118511081|XP_035909651.1|ASTE
OG0005309	LOC108111035|XP_017075850.1|DEUG	LOC118511084|XP_035909657.1|ASTE
OG0005310	LOC108106184|XP_017068597.1|DEUG	LOC118510084|XP_035907386.1|ASTE
OG0005311	LOC108104103|XP_017065490.1|DEUG	LOC118514027|XP_035916395.1|ASTE
OG0005312	LOC108108182|XP_017071620.1|DEUG	LOC118511052|XP_035909544.1|ASTE
OG0005313	LOC108111106|XP_017075936.1|DEUG	LOC118511638|XP_035910844.1|ASTE
OG0005314	LOC108104129|XP_017065520.1|DEUG	LOC118513911|XP_035916145.1|ASTE
OG0005315	LOC108105680|XP_017067873.1|DEUG	LOC118513956|XP_035916245.1|ASTE, LOC118517203|XP_035919051.1|ASTE
OG0005316	LOC108109100|XP_017072973.1|DEUG	LOC118514028|XP_035916398.1|ASTE
OG0005317	LOC108118438|XP_017086633.1|DEUG	LOC118514015|XP_035916378.1|ASTE
OG0005319	LOC108105177|XP_017067118.1|DEUG	LOC118511753|XP_035911111.1|ASTE
OG0005320	LOC108114853|XP_017081488.1|DEUG	LOC118511754|XP_035911112.1|ASTE
OG0005321	LOC108112215|XP_017077524.1|DEUG	LOC118513412|XP_035915013.1|ASTE
OG0005322	LOC108112265|XP_017077580.1|DEUG	LOC118510081|XP_035907382.1|ASTE
OG0005323	LOC108110733|XP_017075412.1|DEUG	LOC118511592|XP_035910745.1|ASTE
OG0005324	LOC108111116|XP_017075955.1|DEUG	LOC118510608|XP_035908513.1|ASTE
OG0005325	LOC108111092|XP_017075920.1|DEUG	LOC118510607|XP_035908511.1|ASTE
OG0005326	LOC108111222|XP_017076112.1|DEUG	LOC118510609|XP_035908515.1|ASTE
OG0005327	LOC108108468|XP_017072018.1|DEUG	LOC118510614|XP_035908524.1|ASTE
OG0005328	LOC108111594|XP_017076604.1|DEUG	LOC118513399|XP_035914972.1|ASTE
OG0005329	LOC108108307|XP_017071814.1|DEUG	LOC118509136|XP_035905229.1|ASTE
OG0005330	LOC108108306|XP_017071813.1|DEUG	LOC118509134|XP_035905227.1|ASTE
OG0005331	LOC108110848|XP_017075581.1|DEUG	LOC118511234|XP_035909964.1|ASTE
OG0005332	LOC108115483|XP_017082456.1|DEUG	LOC118511230|XP_035909958.1|ASTE
OG0005333	LOC108104148|XP_017065537.1|DEUG	LOC118514608|XP_035917497.1|ASTE
OG0005334	LOC108110892|XP_017075639.1|DEUG	LOC118511661|XP_035910902.1|ASTE
OG0005335	LOC108111947|XP_017077117.1|DEUG	LOC118511665|XP_035910910.1|ASTE
OG0005336	LOC108104807|XP_017066579.1|DEUG	LOC118511640|XP_035910854.1|ASTE
OG0005337	LOC108112688|XP_017078369.1|DEUG	LOC118513418|XP_035915023.1|ASTE
OG0005338	LOC108111073|XP_017075895.1|DEUG	LOC118513425|XP_035915032.1|ASTE
OG0005339	LOC108110458|XP_017075015.1|DEUG	LOC118513438|XP_035915071.1|ASTE
OG0005340	LOC108110959|XP_017075745.1|DEUG	LOC118513442|XP_035915077.1|ASTE
OG0005341	LOC108104589|XP_017066241.1|DEUG	LOC118512455|XP_035912814.1|ASTE
OG0005342	LOC108104075|XP_017065449.1|DEUG	LOC118508999|XP_035904896.1|ASTE
OG0005343	LOC108113265|XP_017079302.1|DEUG	LOC118509006|XP_035904914.1|ASTE
OG0005345	LOC108107170|XP_017070074.1|DEUG	LOC118509083|XP_035905109.1|ASTE
OG0005346	LOC108107095|XP_017069964.1|DEUG	LOC118511611|XP_035910794.1|ASTE
OG0005347	LOC108111022|XP_017075825.1|DEUG	LOC118511676|XP_035910930.1|ASTE
OG0005348	LOC108110793|XP_017075504.1|DEUG	LOC118511667|XP_035910912.1|ASTE
OG0005349	LOC108110857|XP_017075593.1|DEUG	LOC118511663|XP_035910905.1|ASTE
OG0005350	LOC108111328|XP_017076235.1|DEUG	LOC118511647|XP_035910874.1|ASTE
OG0005351	LOC108109801|XP_017074009.1|DEUG	LOC118512444|XP_035912801.1|ASTE
OG0005352	LOC108110877|XP_017075618.1|DEUG	LOC118513406|XP_035914995.1|ASTE
OG0005353	LOC108112665|XP_017078291.1|DEUG	LOC118512647|XP_035913256.1|ASTE
OG0005354	LOC108110651|XP_017075244.1|DEUG	LOC118512657|XP_035913282.1|ASTE
OG0005355	LOC108111007|XP_017075808.1|DEUG	LOC118512448|XP_035912805.1|ASTE
OG0005356	LOC108110744|XP_017075437.1|DEUG	LOC118512462|XP_035912825.1|ASTE
OG0005357	LOC108107075|XP_017069934.1|DEUG	LOC118512456|XP_035912816.1|ASTE
OG0005358	LOC108107036|XP_017069883.1|DEUG	LOC118513445|XP_035915081.1|ASTE
OG0005359	LOC108112659|XP_017078280.1|DEUG	LOC118508998|XP_035904895.1|ASTE
OG0005360	LOC108108621|XP_017072209.1|DEUG	LOC118513443|XP_035915078.1|ASTE
OG0005361	LOC108111020|XP_017075823.1|DEUG	LOC118513506|XP_035915248.1|ASTE
OG0005362	LOC108110969|XP_017075759.1|DEUG	LOC118513292|XP_035914758.1|ASTE
OG0005363	LOC108102503|XP_017063015.1|DEUG	LOC118511787|XP_035911198.1|ASTE
OG0005364	LOC108109239|XP_017073203.1|DEUG	LOC118510123|XP_035907485.1|ASTE
OG0005365	LOC108115460|XP_017082400.1|DEUG	LOC118511621|XP_035910812.1|ASTE
OG0005366	LOC108115465|XP_017082408.1|DEUG	LOC118511607|XP_035910783.1|ASTE
OG0005367	LOC108115518|XP_017082508.1|DEUG	LOC118509150|XP_035905259.1|ASTE
OG0005368	LOC108109359|XP_017073319.1|DEUG	LOC118509151|XP_035905267.1|ASTE
OG0005369	LOC108110795|XP_017075513.1|DEUG	LOC118509148|XP_035905255.1|ASTE
OG0005370	LOC108112116|XP_017077359.1|DEUG	LOC118509149|XP_035905256.1|ASTE
OG0005371	LOC108112467|XP_017077812.1|DEUG	LOC118509147|XP_035905253.1|ASTE
OG0005372	LOC108110331|XP_017074854.1|DEUG	LOC118508801|XP_035904413.1|ASTE
OG0005373	LOC108115350|XP_017082264.1|DEUG	LOC118513901|XP_035916116.1|ASTE
OG0005374	LOC108118447|XP_017086644.1|DEUG	LOC118513735|XP_035915783.1|ASTE
OG0005375	LOC108118439|XP_017086634.1|DEUG	LOC118513732|XP_035915778.1|ASTE
OG0005376	LOC108102557|XP_017063116.1|DEUG	LOC118513727|XP_035915771.1|ASTE
