Orthogroup	DEUG.longest_only	HILL.longest_only
OG0005300	LOC108117427|XP_017085329.1|DEUG	LOC119659174|XP_037923061.1|HILL
OG0005301	LOC108110692|XP_017075312.1|DEUG	LOC119652601|XP_037912758.1|HILL
OG0005302	LOC108106335|XP_017068797.1|DEUG	LOC119650681|XP_037909572.1|HILL
OG0005303	LOC108105691|XP_017067890.1|DEUG	LOC119658595|XP_037921987.1|HILL
OG0005304	LOC108107178|XP_017070086.1|DEUG	LOC119651646|XP_037911249.1|HILL
OG0005305	LOC108109226|XP_017073187.1|DEUG	LOC119646930|XP_037903542.1|HILL
OG0005306	LOC108118437|XP_017086631.1|DEUG	LOC119651384|XP_037910891.1|HILL
OG0005307	LOC108111413|XP_017076362.1|DEUG	LOC119651688|XP_037911320.1|HILL
OG0005308	LOC108110702|XP_017075333.1|DEUG	LOC119650845|XP_037909918.1|HILL
OG0005309	LOC108111035|XP_017075850.1|DEUG	LOC119654679|XP_037916110.1|HILL
OG0005310	LOC108106184|XP_017068597.1|DEUG	LOC119647787|XP_037904906.1|HILL
OG0005311	LOC108104103|XP_017065490.1|DEUG	LOC119646262|XP_037902592.1|HILL
OG0005312	LOC108108182|XP_017071620.1|DEUG	LOC119646717|XP_037903224.1|HILL
OG0005313	LOC108111106|XP_017075936.1|DEUG	LOC119647473|XP_037904343.1|HILL
OG0005314	LOC108104129|XP_017065520.1|DEUG	LOC119656543|XP_037918831.1|HILL
OG0005315	LOC108105680|XP_017067873.1|DEUG	LOC119656035|XP_037918233.1|HILL
OG0005316	LOC108109100|XP_017072973.1|DEUG	LOC119661640|XP_037926996.1|HILL
OG0005317	LOC108118438|XP_017086633.1|DEUG	LOC119657812|XP_037920850.1|HILL
OG0005318	LOC108117633|XP_017085652.1|DEUG	LOC119652166|XP_037912040.1|HILL
OG0005319	LOC108105177|XP_017067118.1|DEUG	LOC119653237|XP_037913764.1|HILL
OG0005320	LOC108114853|XP_017081488.1|DEUG	LOC119650698|XP_037909612.1|HILL
OG0005321	LOC108112215|XP_017077524.1|DEUG	LOC119656143|XP_037918403.1|HILL
OG0005322	LOC108112265|XP_017077580.1|DEUG	LOC119654989|XP_037916581.1|HILL
OG0005323	LOC108110733|XP_017075412.1|DEUG	LOC119651991|XP_037911836.1|HILL
OG0005324	LOC108111116|XP_017075955.1|DEUG	LOC119651052|XP_037910306.1|HILL
OG0005325	LOC108111092|XP_017075920.1|DEUG	LOC119651220|XP_037910603.1|HILL
OG0005326	LOC108111222|XP_017076112.1|DEUG	LOC119652645|XP_037912821.1|HILL
OG0005327	LOC108108468|XP_017072018.1|DEUG	LOC119652105|XP_037911971.1|HILL
OG0005328	LOC108111594|XP_017076604.1|DEUG	LOC119657547|XP_037920427.1|HILL
OG0005329	LOC108108307|XP_017071814.1|DEUG	LOC119649430|XP_037907506.1|HILL
OG0005330	LOC108108306|XP_017071813.1|DEUG	LOC119649899|XP_037908221.1|HILL
OG0005331	LOC108110848|XP_017075581.1|DEUG	LOC119658837|XP_037922508.1|HILL
OG0005332	LOC108115483|XP_017082456.1|DEUG	LOC119647140|XP_037903861.1|HILL
OG0005333	LOC108104148|XP_017065537.1|DEUG	LOC119651891|XP_037911644.1|HILL
OG0005334	LOC108110892|XP_017075639.1|DEUG	LOC119646540|XP_037902939.1|HILL
OG0005335	LOC108111947|XP_017077117.1|DEUG	LOC119646541|XP_037902941.1|HILL
OG0005336	LOC108104807|XP_017066579.1|DEUG	LOC119646593|XP_037903015.1|HILL
OG0005337	LOC108112688|XP_017078369.1|DEUG	LOC119656145|XP_037918406.1|HILL
OG0005338	LOC108111073|XP_017075895.1|DEUG	LOC119653036|XP_037913415.1|HILL
OG0005339	LOC108110458|XP_017075015.1|DEUG	LOC119653083|XP_037913503.1|HILL
OG0005340	LOC108110959|XP_017075745.1|DEUG	LOC119652642|XP_037912816.1|HILL
OG0005341	LOC108104589|XP_017066241.1|DEUG	LOC119655922|XP_037918018.1|HILL
OG0005342	LOC108104075|XP_017065449.1|DEUG	LOC119650574|XP_037909322.1|HILL
OG0005343	LOC108113265|XP_017079302.1|DEUG	LOC119660746|XP_037925402.1|HILL
OG0005344	LOC108106316|XP_017068774.1|DEUG	LOC119655394|XP_037917199.1|HILL
OG0005345	LOC108107170|XP_017070074.1|DEUG	LOC119652721|XP_037912942.1|HILL
OG0005346	LOC108107095|XP_017069964.1|DEUG	LOC119648550|XP_037906248.1|HILL
OG0005347	LOC108111022|XP_017075825.1|DEUG	LOC119656378|XP_037918724.1|HILL
OG0005348	LOC108110793|XP_017075504.1|DEUG	LOC119646931|XP_037903544.1|HILL
OG0005349	LOC108110857|XP_017075593.1|DEUG	LOC119656779|XP_037919294.1|HILL
OG0005350	LOC108111328|XP_017076235.1|DEUG	LOC119651331|XP_037910804.1|HILL
OG0005351	LOC108109801|XP_017074009.1|DEUG	LOC119650514|XP_037909291.1|HILL
OG0005352	LOC108110877|XP_017075618.1|DEUG	LOC119653236|XP_037913753.1|HILL
OG0005353	LOC108112665|XP_017078291.1|DEUG	LOC119654431|XP_037915760.1|HILL
OG0005354	LOC108110651|XP_017075244.1|DEUG	LOC119650588|XP_037909356.1|HILL
OG0005355	LOC108111007|XP_017075808.1|DEUG	LOC119652338|XP_037912287.1|HILL
OG0005356	LOC108110744|XP_017075437.1|DEUG	LOC119652090|XP_037911957.1|HILL
OG0005357	LOC108107075|XP_017069934.1|DEUG	LOC119658215|XP_037921410.1|HILL
OG0005358	LOC108107036|XP_017069883.1|DEUG	LOC119651409|XP_037910929.1|HILL
OG0005359	LOC108112659|XP_017078280.1|DEUG	LOC119650054|XP_037908474.1|HILL
OG0005360	LOC108108621|XP_017072209.1|DEUG	LOC119648381|XP_037906043.1|HILL
OG0005361	LOC108111020|XP_017075823.1|DEUG	LOC119650985|XP_037910179.1|HILL
OG0005362	LOC108110969|XP_017075759.1|DEUG	LOC119651644|XP_037911247.1|HILL
OG0005363	LOC108102503|XP_017063015.1|DEUG	LOC119652427|XP_037912479.1|HILL
OG0005364	LOC108109239|XP_017073203.1|DEUG	LOC119646986|XP_037903626.1|HILL
OG0005365	LOC108115460|XP_017082400.1|DEUG	LOC119655858|XP_037917910.1|HILL
OG0005366	LOC108115465|XP_017082408.1|DEUG	LOC119646222|XP_037902537.1|HILL
OG0005367	LOC108115518|XP_017082508.1|DEUG	LOC119649754|XP_037907978.1|HILL
OG0005368	LOC108109359|XP_017073319.1|DEUG	LOC119660829|XP_037925619.1|HILL
OG0005369	LOC108110795|XP_017075513.1|DEUG	LOC119646563|XP_037902970.1|HILL
OG0005370	LOC108112116|XP_017077359.1|DEUG	LOC119652224|XP_037912100.1|HILL
OG0005371	LOC108112467|XP_017077812.1|DEUG	LOC119652181|XP_037912053.1|HILL
OG0005372	LOC108110331|XP_017074854.1|DEUG	LOC119653124|XP_037913578.1|HILL
OG0005373	LOC108115350|XP_017082264.1|DEUG	LOC119652560|XP_037912695.1|HILL
OG0005374	LOC108118447|XP_017086644.1|DEUG	LOC119646738|XP_037903244.1|HILL
OG0005375	LOC108118439|XP_017086634.1|DEUG	LOC119646737|XP_037903243.1|HILL
OG0005376	LOC108102557|XP_017063116.1|DEUG	LOC119656987|XP_037919651.1|HILL
OG0005377	LOC108102815|XP_017063486.1|DEUG	LOC119654262|XP_037915458.1|HILL
OG0005378	LOC108111074|XP_017075898.1|DEUG	LOC119652955|XP_037913278.1|HILL
OG0005379	LOC108111025|XP_017075834.1|DEUG	LOC119651984|XP_037911827.1|HILL
OG0005380	LOC108111082|XP_017075910.1|DEUG	LOC119653070|XP_037913478.1|HILL
OG0005382	LOC108115457|XP_017082384.1|DEUG	LOC119646569|XP_037902980.1|HILL
OG0005383	LOC108108499|XP_017072053.1|DEUG	LOC119648086|XP_037905507.1|HILL
OG0005384	LOC108111523|XP_017076533.1|DEUG	LOC119659325|XP_037923287.1|HILL
OG0005385	LOC108109219|XP_017073173.1|DEUG	LOC119660827|XP_037925615.1|HILL
OG0005386	LOC108113325|XP_017079370.1|DEUG	LOC119647233|XP_037904017.1|HILL
OG0005387	LOC108109487|XP_017073506.1|DEUG	LOC119651414|XP_037910936.1|HILL
OG0005388	LOC108115525|XP_017082515.1|DEUG	LOC119646258|XP_037902589.1|HILL
OG0005389	LOC108104086|XP_017065471.1|DEUG	LOC119656938|XP_037919570.1|HILL
OG0005390	LOC108102575|XP_017063145.1|DEUG	LOC119646335|XP_037902725.1|HILL
OG0005391	LOC108102578|XP_017063148.1|DEUG	LOC119646511|XP_037902935.1|HILL
OG0005392	LOC108103066|XP_017063899.1|DEUG	LOC119660997|XP_037926024.1|HILL
OG0005393	LOC108116867|XP_017084434.1|DEUG	LOC119650629|XP_037909465.1|HILL
OG0005394	LOC108118474|XP_017086690.1|DEUG	LOC119650089|XP_037908530.1|HILL
OG0005395	LOC108105665|XP_017067853.1|DEUG	LOC119659737|XP_037923927.1|HILL
OG0005396	LOC108106129|XP_017068497.1|DEUG	LOC119654364|XP_037915641.1|HILL
OG0005397	LOC108106130|XP_017068501.1|DEUG	LOC119646847|XP_037903396.1|HILL
OG0005398	LOC108115250|XP_017082096.1|DEUG	LOC119655264|XP_037916990.1|HILL
OG0005399	LOC108104597|XP_017066254.1|DEUG	LOC119646246|XP_037902568.1|HILL
OG0005400	LOC108104607|XP_017066266.1|DEUG	LOC119646919|XP_037903521.1|HILL
OG0005401	LOC108106202|XP_017068618.1|DEUG	LOC119656809|XP_037919358.1|HILL
OG0005402	LOC108106178|XP_017068590.1|DEUG	LOC119661647|XP_037927007.1|HILL
OG0005403	LOC108106197|XP_017068613.1|DEUG	LOC119646621|XP_037903057.1|HILL
OG0005404	LOC108106198|XP_017068614.1|DEUG	LOC119646943|XP_037903560.1|HILL
OG0005405	LOC108113288|XP_017079327.1|DEUG	LOC119661428|XP_037926701.1|HILL
OG0005406	LOC108113205|XP_017079227.1|DEUG	LOC119661331|XP_037926560.1|HILL
OG0005407	LOC108113060|XP_017078985.1|DEUG	LOC119654173|XP_037915287.1|HILL
OG0005408	LOC108102603|XP_017063195.1|DEUG	LOC119646556|XP_037902961.1|HILL
OG0005409	LOC108107089|XP_017069955.1|DEUG	LOC119646889|XP_037903453.1|HILL
OG0005410	LOC108102555|XP_017063115.1|DEUG	LOC119661774|XP_037927176.1|HILL
OG0005411	LOC108106323|XP_017068783.1|DEUG	LOC119656478|XP_037918733.1|HILL
OG0005412	LOC108106666|XP_017069383.1|DEUG	LOC119661694|XP_037927068.1|HILL
OG0005413	LOC108112737|XP_017078463.1|DEUG	LOC119646464|XP_037902841.1|HILL
OG0005414	LOC108116706|XP_017084216.1|DEUG	LOC119657952|XP_037921082.1|HILL
OG0005415	LOC108103909|XP_017065146.1|DEUG	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL
OG0005416	LOC108112768|XP_017078518.1|DEUG	LOC119660974|XP_037925977.1|HILL
OG0005417	LOC108103048|XP_017063851.1|DEUG	LOC119650980|XP_037910170.1|HILL
OG0005418	LOC108115528|XP_017082519.1|DEUG	LOC119650979|XP_037910169.1|HILL
OG0005419	LOC108111064|XP_017075882.1|DEUG	LOC119651754|XP_037911419.1|HILL
OG0005420	LOC108107150|XP_017070046.1|DEUG	LOC119652570|XP_037912712.1|HILL
OG0005421	LOC108104036|XP_017065360.1|DEUG	LOC119652112|XP_037911980.1|HILL
OG0005422	LOC108106047|XP_017068389.1|DEUG	LOC119655932|XP_037918043.1|HILL
OG0005423	LOC108107994|XP_017071337.1|DEUG	LOC119652599|XP_037912755.1|HILL
OG0005424	LOC108109119|XP_017073001.1|DEUG	LOC119656074|XP_037918287.1|HILL
OG0005425	LOC108103619|XP_017064652.1|DEUG	LOC119658439|XP_037921770.1|HILL
OG0005426	LOC108104504|XP_017066110.1|DEUG	LOC119649251|XP_037907250.1|HILL
OG0005427	LOC108107022|XP_017069858.1|DEUG	LOC119653128|XP_037913584.1|HILL
OG0005428	LOC108113443|XP_017079502.1|DEUG	LOC119661030|XP_037926118.1|HILL
OG0005429	LOC108107083|XP_017069948.1|DEUG	LOC119651246|XP_037910654.1|HILL
OG0005430	LOC108107084|XP_017069949.1|DEUG	LOC119651997|XP_037911848.1|HILL
OG0005431	LOC108114866|XP_017081509.1|DEUG	LOC119652223|XP_037912099.1|HILL
OG0005432	LOC108117582|XP_017085573.1|DEUG	LOC119651624|XP_037911214.1|HILL
OG0005433	LOC108112234|XP_017077544.1|DEUG	LOC119646327|XP_037902680.1|HILL
OG0005434	LOC108103091|XP_017063935.1|DEUG	LOC119651786|XP_037911472.1|HILL
OG0005435	LOC108109613|XP_017073667.1|DEUG	LOC119651275|XP_037910708.1|HILL
OG0005436	LOC108114789|XP_017081393.1|DEUG	LOC119651396|XP_037910905.1|HILL
OG0005437	LOC108117321|XP_017085180.1|DEUG	LOC119659891|XP_037924141.1|HILL
OG0005438	LOC108110837|XP_017075566.1|DEUG	LOC119647222|XP_037903981.1|HILL
OG0005439	LOC108105949|XP_017068275.1|DEUG, LOC108116935|XP_017084570.1|DEUG	LOC119661359|XP_037926596.1|HILL
OG0005440	LOC108110799|XP_017075514.1|DEUG	LOC119647081|XP_037903766.1|HILL
OG0005441	LOC108104079|XP_017065463.1|DEUG	LOC119657186|XP_037919908.1|HILL
OG0005442	LOC108106868|XP_017069601.1|DEUG	LOC119646481|XP_037902862.1|HILL
OG0005443	LOC108110832|XP_017075558.1|DEUG	LOC119646559|XP_037902965.1|HILL
OG0005444	LOC108110682|XP_017075299.1|DEUG	LOC119646166|XP_037902470.1|HILL
OG0005445	LOC108110613|XP_017075202.1|DEUG	LOC119661108|XP_037926232.1|HILL
OG0005447	LOC108102676|XP_017063305.1|DEUG	LOC119647191|XP_037903930.1|HILL
OG0005448	LOC108112826|XP_017078619.1|DEUG	LOC119651901|XP_037911654.1|HILL
OG0005449	LOC108115196|XP_017082006.1|DEUG	LOC119653570|XP_037914226.1|HILL
OG0005450	LOC108116034|XP_017083213.1|DEUG	LOC119652062|XP_037911930.1|HILL
OG0005452	LOC108113059|XP_017078980.1|DEUG	LOC119647246|XP_037904048.1|HILL
OG0005453	LOC108108313|XP_017071825.1|DEUG	LOC119651183|XP_037910542.1|HILL
OG0005454	LOC108104100|XP_017065485.1|DEUG	LOC119654712|XP_037916163.1|HILL
OG0005455	LOC108107205|XP_017070110.1|DEUG	LOC119652415|XP_037912461.1|HILL
OG0005456	LOC108106847|XP_017069578.1|DEUG	LOC119651529|XP_037911089.1|HILL
OG0005457	LOC108106848|XP_017069579.1|DEUG	LOC119652309|XP_037912248.1|HILL
OG0005458	LOC108111119|XP_017075964.1|DEUG	LOC119647455|XP_037904317.1|HILL
OG0005459	LOC108102665|XP_017063292.1|DEUG	LOC119657539|XP_037920413.1|HILL
OG0005460	LOC108115522|XP_017082512.1|DEUG	LOC119646902|XP_037903498.1|HILL
OG0005461	LOC108106965|XP_017069753.1|DEUG	LOC119651211|XP_037910590.1|HILL
OG0005462	LOC108106966|XP_017069754.1|DEUG	LOC119651521|XP_037911079.1|HILL
OG0005463	LOC108105942|XP_017068226.1|DEUG	LOC119651915|XP_037911672.1|HILL
OG0005464	LOC108107019|XP_017069855.1|DEUG	LOC119653228|XP_037913743.1|HILL
OG0005465	LOC108106844|XP_017069573.1|DEUG	LOC119650592|XP_037909367.1|HILL
OG0005466	LOC108106838|XP_017069565.1|DEUG	LOC119652978|XP_037913316.1|HILL
OG0005467	LOC108115690|XP_017082748.1|DEUG	LOC119659295|XP_037923235.1|HILL
OG0005468	LOC108106148|XP_017068536.1|DEUG	LOC119661730|XP_037927125.1|HILL
OG0005469	LOC108106187|XP_017068600.1|DEUG	LOC119661372|XP_037926618.1|HILL
OG0005470	LOC108106136|XP_017068517.1|DEUG	LOC119661371|XP_037926617.1|HILL
OG0005471	LOC108118480|XP_017086699.1|DEUG	LOC119661553|XP_037926871.1|HILL
OG0005472	LOC108118465|XP_017086673.1|DEUG	LOC119647388|XP_037904207.1|HILL
OG0005473	LOC108115479|XP_017082447.1|DEUG	LOC119657346|XP_037920151.1|HILL
OG0005474	LOC108104131|XP_017065522.1|DEUG	LOC119647057|XP_037903741.1|HILL
OG0005475	LOC108104130|XP_017065521.1|DEUG	LOC119651520|XP_037911082.1|HILL
OG0005476	LOC108112629|XP_017078224.1|DEUG	LOC119654790|XP_037916266.1|HILL
OG0005477	LOC108114250|XP_017080634.1|DEUG	LOC119652425|XP_037912476.1|HILL
OG0005478	LOC108102678|XP_017063308.1|DEUG	LOC119658633|XP_037922084.1|HILL
OG0005479	LOC108102655|XP_017063282.1|DEUG	LOC119657193|XP_037919929.1|HILL
OG0005480	LOC108102656|XP_017063284.1|DEUG	LOC119657203|XP_037919941.1|HILL
OG0005481	LOC108111029|XP_017075837.1|DEUG	LOC119657575|XP_037920472.1|HILL
OG0005482	LOC108110922|XP_017075686.1|DEUG	LOC119655307|XP_037917068.1|HILL
OG0005483	LOC108105596|XP_017067759.1|DEUG	LOC119646331|XP_037902683.1|HILL
OG0005484	LOC108105126|XP_017067048.1|DEUG	LOC119646196|XP_037902507.1|HILL
OG0005485	LOC108112033|XP_017077269.1|DEUG	LOC119646512|XP_037902895.1|HILL
OG0005486	LOC108104592|XP_017066244.1|DEUG	LOC119647250|XP_037904056.1|HILL
OG0005487	LOC108111147|XP_017076004.1|DEUG	LOC119660700|XP_037925267.1|HILL
OG0005488	LOC108111140|XP_017075996.1|DEUG	LOC119661682|XP_037927049.1|HILL
OG0005489	LOC108102605|XP_017063198.1|DEUG	LOC119661697|XP_037927071.1|HILL
OG0005490	LOC108102700|XP_017063335.1|DEUG	LOC119653558|XP_037914202.1|HILL
OG0005491	LOC108111665|XP_017076689.1|DEUG	LOC119647497|XP_037904384.1|HILL
OG0005492	LOC108112276|XP_017077590.1|DEUG	LOC119646810|XP_037903339.1|HILL
OG0005493	LOC108114783|XP_017081384.1|DEUG	LOC119651911|XP_037911665.1|HILL
OG0005494	LOC108107295|XP_017070240.1|DEUG	LOC119661402|XP_037926659.1|HILL
OG0005495	LOC108107300|XP_017070249.1|DEUG	LOC119659568|XP_037923649.1|HILL
OG0005496	LOC108110236|XP_017074711.1|DEUG	LOC119647274|XP_037904093.1|HILL
OG0005497	LOC108114829|XP_017081456.1|DEUG	LOC119648029|XP_037905381.1|HILL
OG0005498	LOC108114832|XP_017081458.1|DEUG	LOC119646726|XP_037903234.1|HILL
OG0005499	LOC108114828|XP_017081455.1|DEUG	LOC119647316|XP_037904171.1|HILL
OG0005500	LOC108114833|XP_017081459.1|DEUG	LOC119647318|XP_037904173.1|HILL
OG0005501	LOC108107099|XP_017069972.1|DEUG	LOC119657241|XP_037919987.1|HILL
OG0005502	LOC108107100|XP_017069974.1|DEUG	LOC119646584|XP_037903006.1|HILL
OG0005503	LOC108111869|XP_017076987.1|DEUG	LOC119652351|XP_037912342.1|HILL
OG0005504	LOC108110980|XP_017075780.1|DEUG	LOC119661333|XP_037926563.1|HILL
OG0005506	LOC108115502|XP_017082482.1|DEUG	LOC119647086|XP_037903778.1|HILL
OG0005507	LOC108106126|XP_017068495.1|DEUG	LOC119661140|XP_037926269.1|HILL
OG0005508	LOC108111068|XP_017075886.1|DEUG	LOC119646805|XP_037903326.1|HILL
OG0005509	LOC108110883|XP_017075630.1|DEUG	LOC119651569|XP_037911134.1|HILL
OG0005510	LOC108105831|XP_017068065.1|DEUG	LOC119650815|XP_037909881.1|HILL
OG0005511	LOC108105437|XP_017067511.1|DEUG	LOC119655562|XP_037917421.1|HILL
OG0005512	LOC108115570|XP_017082565.1|DEUG	LOC119651273|XP_037910706.1|HILL
OG0005513	LOC108104362|XP_017065861.1|DEUG	LOC119648193|XP_037905716.1|HILL
OG0005514	LOC108109561|XP_017073623.1|DEUG	LOC119652459|XP_037912551.1|HILL
OG0005515	LOC108112845|XP_017078647.1|DEUG	LOC119654506|XP_037915873.1|HILL
OG0005516	LOC108110890|XP_017075637.1|DEUG	LOC119654500|XP_037915860.1|HILL
OG0005517	LOC108106134|XP_017068512.1|DEUG	LOC119650830|XP_037909895.1|HILL
OG0005518	LOC108107079|XP_017069940.1|DEUG	LOC119646824|XP_037903371.1|HILL
OG0005519	LOC108106717|XP_017069439.1|DEUG	LOC119661119|XP_037926242.1|HILL
OG0005520	LOC108111016|XP_017075818.1|DEUG	LOC119651631|XP_037911223.1|HILL
OG0005521	LOC108110873|XP_017075609.1|DEUG	LOC119655622|XP_037917522.1|HILL
OG0005522	LOC108114054|XP_017080296.1|DEUG	LOC119661285|XP_037926489.1|HILL
OG0005523	LOC108115545|XP_017082537.1|DEUG	LOC119661248|XP_037926415.1|HILL
OG0005524	LOC108106925|XP_017069671.1|DEUG	LOC119646315|XP_037902663.1|HILL
OG0005525	LOC108110906|XP_017075656.1|DEUG	LOC119660839|XP_037925645.1|HILL
OG0005526	LOC108110468|XP_017075024.1|DEUG	LOC119646405|XP_037902777.1|HILL
OG0005527	LOC108102331|XP_017062618.1|DEUG	LOC119660986|XP_037925999.1|HILL
OG0005528	LOC108107111|XP_017069989.1|DEUG	LOC119661637|XP_037926988.1|HILL
OG0005529	LOC108103391|XP_017064335.1|DEUG	LOC119650714|XP_037909652.1|HILL
OG0005530	LOC108111179|XP_017076048.1|DEUG	LOC119651714|XP_037911362.1|HILL
OG0005531	LOC108114513|XP_017081023.1|DEUG	LOC119647578|XP_037904513.1|HILL
OG0005532	LOC108104182|XP_017065602.1|DEUG	LOC119653134|XP_037913594.1|HILL
OG0005533	LOC108110667|XP_017075273.1|DEUG	LOC119653843|XP_037914819.1|HILL
OG0005534	LOC108102779|XP_017063428.1|DEUG	LOC119657210|XP_037919948.1|HILL
OG0005535	LOC108110739|XP_017075433.1|DEUG	LOC119647248|XP_037904052.1|HILL
OG0005536	LOC108118489|XP_017086710.1|DEUG	LOC119661379|XP_037926626.1|HILL
OG0005538	LOC108105700|XP_017067898.1|DEUG	LOC119646617|XP_037903051.1|HILL
OG0005539	LOC108106948|XP_017069705.1|DEUG	LOC119646371|XP_037902735.1|HILL
OG0005540	LOC108111079|XP_017075901.1|DEUG	LOC119649400|XP_037907456.1|HILL
OG0005541	LOC108106098|XP_017068451.1|DEUG	LOC119650106|XP_037908558.1|HILL
OG0005542	LOC108108030|XP_017071392.1|DEUG	LOC119660742|XP_037925376.1|HILL
OG0005543	LOC108106939|XP_017069692.1|DEUG	LOC119650693|XP_037909597.1|HILL
OG0005544	LOC108110727|XP_017075402.1|DEUG	LOC119651880|XP_037911624.1|HILL
OG0005545	LOC108111314|XP_017076201.1|DEUG	LOC119646324|XP_037902672.1|HILL
OG0005546	LOC108115504|XP_017082485.1|DEUG	LOC119650636|XP_037909487.1|HILL
OG0005547	LOC108106075|XP_017068421.1|DEUG	LOC119657357|XP_037920161.1|HILL
OG0005548	LOC108106164|XP_017068565.1|DEUG	LOC119661500|XP_037926795.1|HILL
OG0005549	LOC108106180|XP_017068591.1|DEUG	LOC119661209|XP_037926360.1|HILL
OG0005550	LOC108102632|XP_017063240.1|DEUG	LOC119647202|XP_037903946.1|HILL
OG0005551	LOC108112012|XP_017077239.1|DEUG	LOC119650777|XP_037909816.1|HILL
OG0005552	LOC108111951|XP_017077122.1|DEUG	LOC119650770|XP_037909805.1|HILL
OG0005553	LOC108110974|XP_017075768.1|DEUG	LOC119649148|XP_037907090.1|HILL
OG0005554	LOC108110716|XP_017075358.1|DEUG	LOC119647262|XP_037904072.1|HILL
OG0005555	LOC108111154|XP_017076014.1|DEUG	LOC119653258|XP_037917587.1|HILL
OG0005556	LOC108111133|XP_017075988.1|DEUG	LOC119646121|XP_037906169.1|HILL
OG0005557	LOC108118444|XP_017086641.1|DEUG	LOC119655753|XP_037917738.1|HILL
OG0005558	LOC108109694|XP_017073796.1|DEUG	LOC119647302|XP_037904132.1|HILL
OG0005559	LOC108115482|XP_017082455.1|DEUG	LOC119658355|XP_037921645.1|HILL
OG0005560	LOC108118441|XP_017086636.1|DEUG	LOC119650689|XP_037909586.1|HILL
OG0005561	LOC108118095|XP_017086138.1|DEUG	LOC119661303|XP_037926520.1|HILL
OG0005562	LOC108102583|XP_017063163.1|DEUG	LOC119656555|XP_037918859.1|HILL
OG0005563	LOC108102380|XP_017062800.1|DEUG	LOC119660880|XP_037925723.1|HILL
OG0005564	LOC108110782|XP_017075490.1|DEUG	LOC119652983|XP_037913335.1|HILL
OG0005565	LOC108103064|XP_017063897.1|DEUG	LOC119646553|XP_037902959.1|HILL
OG0005566	LOC108103065|XP_017063898.1|DEUG	LOC119661559|XP_037926878.1|HILL
OG0005567	LOC108117468|XP_017085379.1|DEUG	LOC119652047|XP_037911910.1|HILL
OG0005568	LOC108102599|XP_017063192.1|DEUG	LOC119661735|XP_037927129.1|HILL
OG0005569	LOC108111126|XP_017075969.1|DEUG	LOC119651309|XP_037910763.1|HILL
OG0005570	LOC108102606|XP_017063199.1|DEUG	LOC119646448|XP_037902828.1|HILL
OG0005571	LOC108112983|XP_017078880.1|DEUG	LOC119655241|XP_037916954.1|HILL
OG0005572	LOC108109105|XP_017072980.1|DEUG	LOC119657478|XP_037920329.1|HILL
OG0005573	LOC108113748|XP_017079930.1|DEUG	LOC119653788|XP_037914719.1|HILL
OG0005574	LOC108112591|XP_017078126.1|DEUG	LOC119660712|XP_037925283.1|HILL
OG0005575	LOC108117492|XP_017085456.1|DEUG	LOC119659769|XP_037923956.1|HILL
OG0005576	LOC108113218|XP_017079243.1|DEUG	LOC119660947|XP_037925884.1|HILL
OG0005577	LOC108104301|XP_017065766.1|DEUG	LOC119647520|XP_037904416.1|HILL
OG0005578	LOC108114599|XP_017081148.1|DEUG	LOC119649918|XP_037908248.1|HILL
OG0005579	LOC108114601|XP_017081150.1|DEUG	LOC119649919|XP_037908251.1|HILL
OG0005580	LOC108108272|XP_017071735.1|DEUG	LOC119649472|XP_037907557.1|HILL
OG0005581	LOC108103196|XP_017064073.1|DEUG	LOC119653747|XP_037914601.1|HILL
OG0005582	LOC108108778|XP_017072437.1|DEUG	LOC119647557|XP_037904477.1|HILL
OG0005583	LOC108109795|XP_017073993.1|DEUG	LOC119649686|XP_037907876.1|HILL
OG0005584	LOC108113473|XP_017079545.1|DEUG	LOC119654943|XP_037916527.1|HILL
OG0005585	LOC108116212|XP_017083487.1|DEUG	LOC119660026|XP_037924331.1|HILL
OG0005586	LOC108115403|XP_017082331.1|DEUG	LOC119659706|XP_037923887.1|HILL
OG0005587	LOC108112441|XP_017077779.1|DEUG	LOC119660256|XP_037924638.1|HILL
OG0005588	LOC108114310|XP_017080708.1|DEUG	LOC119658763|XP_037922384.1|HILL
OG0005589	LOC108108337|XP_017071858.1|DEUG	LOC119658771|XP_037922395.1|HILL
OG0005590	LOC108106639|XP_017069333.1|DEUG	LOC119657166|XP_037919884.1|HILL
OG0005591	LOC108102992|XP_017063794.1|DEUG	LOC119660300|XP_037924701.1|HILL
OG0005592	LOC108111498|XP_017076501.1|DEUG	LOC119659453|XP_037923466.1|HILL
OG0005593	LOC108114034|XP_017080273.1|DEUG	LOC119650335|XP_037908918.1|HILL
OG0005594	LOC108107898|XP_017071189.1|DEUG	LOC119650334|XP_037908917.1|HILL
OG0005595	LOC108107897|XP_017071188.1|DEUG	LOC119650333|XP_037908916.1|HILL
OG0005596	LOC108114209|XP_017080521.1|DEUG	LOC119649270|XP_037907287.1|HILL
OG0005597	LOC108109517|XP_017073558.1|DEUG	LOC119660153|XP_037924483.1|HILL
OG0005598	LOC108111414|XP_017076360.1|DEUG	LOC119659410|XP_037923410.1|HILL
