Orthogroup	DEUG.longest_only	AAEG.longest_only
OG0004157	LOC108103766|XP_017064878.1|DEUG	LOC5564352|XP_001648705.1|AAEG
OG0004158	LOC108104744|XP_017066474.1|DEUG	LOC110681135|XP_021712601.1|AAEG, LOC5566890|XP_021706408.1|AAEG
OG0004159	LOC108113754|XP_017079937.1|DEUG	LOC110681134|XP_021712600.1|AAEG, LOC5566844|XP_001651262.1|AAEG
OG0004160	LOC108114142|XP_017080417.1|DEUG	LOC110681137|XP_021712602.1|AAEG, LOC5566879|XP_001651261.1|AAEG
OG0004161	LOC108116416|XP_017083790.1|DEUG	LOC5575301|XP_021709548.1|AAEG
OG0004162	LOC108109668|XP_017073740.1|DEUG	LOC5572563|XP_001654078.2|AAEG
OG0004163	LOC108110408|XP_017074968.1|DEUG	LOC5572570|XP_021704577.1|AAEG
OG0004164	LOC108114957|XP_017081640.1|DEUG	LOC5577087|XP_021706999.1|AAEG
OG0004165	LOC108112833|XP_017078630.1|DEUG	LOC5575775|XP_001662199.1|AAEG
OG0004166	LOC108107426|XP_017070445.1|DEUG	LOC110680827|XP_021712306.1|AAEG, LOC5576273|XP_001662562.1|AAEG
OG0004167	LOC108109473|XP_017073486.1|DEUG	LOC5569283|XP_001652819.2|AAEG
OG0004168	LOC108117545|XP_017085541.1|DEUG	LOC5580142|XP_021704229.1|AAEG
OG0004169	LOC108103282|XP_017064181.1|DEUG	LOC110681292|XP_021712745.1|AAEG, LOC110677894|XP_021705420.1|AAEG
OG0004170	LOC108111879|XP_017076998.1|DEUG	LOC5576101|XP_021709845.1|AAEG
OG0004171	LOC108104434|XP_017065981.1|DEUG	LOC5576096|XP_021704208.1|AAEG
OG0004172	LOC108102915|XP_017063648.1|DEUG	LOC5573800|XP_021704200.1|AAEG
OG0004173	LOC108112279|XP_017077589.1|DEUG	LOC5571075|XP_021704199.1|AAEG
OG0004174	LOC108114900|XP_017081560.1|DEUG	LOC5571073|XP_021705600.1|AAEG
OG0004175	LOC108113175|XP_017079181.1|DEUG	LOC5571069|XP_021711674.1|AAEG
OG0004176	LOC108109809|XP_017074021.1|DEUG	LOC5571059|XP_001659495.1|AAEG
OG0004177	LOC108116168|XP_017083393.1|DEUG	LOC5575615|XP_021709477.1|AAEG
OG0004178	LOC108111552|XP_017076559.1|DEUG	LOC23687700|XP_021707715.1|AAEG
OG0004179	LOC108103637|XP_017064678.1|DEUG	LOC5567259|XP_021706629.1|AAEG
OG0004180	LOC108117213|XP_017085018.1|DEUG	LOC5574666|XP_021711097.1|AAEG
OG0004181	LOC108116654|XP_017084134.1|DEUG	LOC23687827|XP_021707711.1|AAEG
OG0004182	LOC108108019|XP_017071365.1|DEUG	LOC5567586|XP_021709422.1|AAEG
OG0004183	LOC108108108|XP_017071506.1|DEUG	LOC5574876|XP_021705871.1|AAEG
OG0004184	LOC108108101|XP_017071492.1|DEUG	LOC5568503|XP_001652323.1|AAEG
OG0004185	LOC108108291|XP_017071788.1|DEUG	LOC5568500|XP_021710070.1|AAEG
OG0004186	LOC108104392|XP_017065920.1|DEUG	LOC5568499|XP_001652327.1|AAEG
OG0004187	LOC108111735|XP_017076778.1|DEUG	LOC5568509|XP_001652333.2|AAEG
OG0004188	LOC108105613|XP_017067782.1|DEUG	LOC5575998|XP_021709796.1|AAEG
OG0004189	LOC108105614|XP_017067784.1|DEUG	LOC5575997|XP_001655962.2|AAEG
OG0004190	LOC108116232|XP_017083511.1|DEUG	LOC5575992|XP_021705688.1|AAEG
OG0004191	LOC108116209|XP_017083482.1|DEUG	LOC5575991|XP_001655946.2|AAEG
OG0004192	LOC108117287|XP_017085131.1|DEUG	LOC5565476|XP_021705041.1|AAEG
OG0004193	LOC108110116|XP_017074503.1|DEUG, LOC108104985|XP_017066850.1|DEUG	LOC5575719|XP_021705862.1|AAEG
OG0004194	LOC108105283|XP_017067261.1|DEUG	LOC110681154|XP_021712613.1|AAEG, LOC110678343|XP_021706789.1|AAEG
OG0004195	LOC108110062|XP_017074431.1|DEUG	LOC5568218|XP_021708416.1|AAEG
OG0004196	LOC108115977|XP_017083118.1|DEUG	LOC5568215|XP_021711241.1|AAEG
OG0004197	LOC108116486|XP_017083907.1|DEUG	LOC5568212|XP_001652143.1|AAEG, LOC110677770|XP_021704846.1|AAEG
OG0004198	LOC108114992|XP_017081715.1|DEUG	LOC5572967|XP_001654296.1|AAEG
OG0004199	LOC108111521|XP_017076530.1|DEUG	LOC5567598|XP_021711623.1|AAEG
OG0004200	LOC108112832|XP_017078627.1|DEUG	LOC5569649|XP_001652910.1|AAEG
OG0004201	LOC108116049|XP_017083237.1|DEUG	LOC5569648|XP_001652911.1|AAEG
OG0004202	LOC108115571|XP_017082567.1|DEUG	LOC5569650|XP_001652913.1|AAEG, LOC110681464|XP_021712915.1|AAEG
OG0004203	LOC108116406|XP_017083773.1|DEUG	LOC5569653|XP_021712919.1|AAEG, LOC110674001|XP_021709106.1|AAEG
OG0004204	LOC108108762|XP_017072418.1|DEUG	LOC5569658|XP_021706639.1|AAEG
OG0004205	LOC108104262|XP_017065701.1|DEUG	LOC5564180|XP_001648494.1|AAEG
OG0004206	LOC108117218|XP_017085033.1|DEUG	LOC5564157|XP_021709566.1|AAEG
OG0004207	LOC108117244|XP_017085078.1|DEUG	LOC5564160|XP_021706244.1|AAEG
OG0004208	LOC108116428|XP_017083811.1|DEUG	LOC5564181|XP_001648503.2|AAEG
OG0004209	LOC108117524|XP_017085511.1|DEUG	LOC5564172|XP_011493224.1|AAEG
OG0004210	LOC108110204|XP_017074669.1|DEUG	LOC5572320|XP_001653995.1|AAEG, LOC110680761|XP_021712241.1|AAEG
OG0004211	LOC108111136|XP_017075995.1|DEUG	LOC110681056|XP_021712512.1|AAEG, LOC5573888|XP_021705984.1|AAEG
OG0004212	LOC108109681|XP_017073767.1|DEUG	LOC5575808|XP_021708196.1|AAEG
OG0004213	LOC108109546|XP_017073605.1|DEUG	LOC5578459|XP_001656981.1|AAEG
OG0004214	LOC108109300|XP_017073285.1|DEUG	LOC5578445|XP_001656966.1|AAEG
OG0004215	LOC108113117|XP_017079106.1|DEUG	LOC110678926|XP_021708267.1|AAEG, LOC5563974|XP_001648285.1|AAEG
OG0004216	LOC108106014|XP_017068349.1|DEUG	LOC110677901|XP_021705502.1|AAEG, LOC5574128|XP_021712285.1|AAEG
OG0004217	LOC108108169|XP_017071599.1|DEUG	LOC110680817|XP_021712284.1|AAEG, LOC5574130|XP_001661200.1|AAEG
OG0004218	LOC108117361|XP_017085233.1|DEUG	LOC5579953|XP_001652244.1|AAEG
OG0004219	LOC108109537|XP_017073591.1|DEUG	LOC5578893|XP_001664104.1|AAEG
OG0004220	LOC108116317|XP_017083597.1|DEUG	LOC110673999|XP_021706910.1|AAEG, LOC5568671|XP_021712478.1|AAEG
OG0004221	LOC108110196|XP_017074646.1|DEUG	LOC5570877|XP_001659396.1|AAEG
OG0004222	LOC108111739|XP_017076781.1|DEUG	LOC5570888|XP_001659399.2|AAEG
OG0004223	LOC108111780|XP_017076854.1|DEUG, LOC108112710|XP_017078426.1|DEUG	LOC110680787|XP_021712266.1|AAEG, LOC5570891|XP_021709761.1|AAEG
OG0004224	LOC108115292|XP_017082164.1|DEUG	LOC5577812|XP_021710701.1|AAEG
OG0004225	LOC108103365|XP_017064301.1|DEUG	LOC5577814|XP_021710704.1|AAEG
OG0004226	LOC108111485|XP_017076458.1|DEUG	LOC5567156|XP_021708629.1|AAEG
OG0004227	LOC108116404|XP_017083770.1|DEUG	LOC5567150|XP_021708808.1|AAEG
OG0004228	LOC108116407|XP_017083776.1|DEUG	LOC5567167|XP_001651576.2|AAEG
OG0004230	LOC108103438|XP_017064397.1|DEUG	LOC5573606|XP_001654740.2|AAEG
OG0004231	LOC108107828|XP_017071067.1|DEUG	LOC5573595|XP_021704945.1|AAEG
OG0004232	LOC108107832|XP_017071072.1|DEUG	LOC5573593|XP_021707465.1|AAEG
OG0004233	LOC108107831|XP_017071071.1|DEUG	LOC5573592|XP_001654726.1|AAEG
OG0004234	LOC108107844|XP_017071087.1|DEUG	LOC5573583|XP_021704844.1|AAEG
OG0004235	LOC108102452|XP_017062946.1|DEUG	LOC5573580|XP_001654714.2|AAEG
OG0004236	LOC108105288|XP_017067266.1|DEUG	LOC110678282|XP_021706609.1|AAEG
OG0004237	LOC108115107|XP_017081844.1|DEUG	LOC5577221|XP_001656324.2|AAEG
OG0004238	LOC108111572|XP_017076584.1|DEUG	LOC5577325|XP_001656402.1|AAEG
OG0004239	LOC108110166|XP_017074578.1|DEUG	LOC5577326|XP_001656403.1|AAEG
OG0004240	LOC108115010|XP_017081741.1|DEUG	LOC110681333|XP_021712777.1|AAEG, LOC5577334|XP_021710798.1|AAEG
OG0004241	LOC108108355|XP_017071884.1|DEUG	LOC5577338|XP_001656415.1|AAEG
OG0004242	LOC108108316|XP_017071830.1|DEUG	LOC5577340|XP_001656417.2|AAEG
OG0004243	LOC108107546|XP_017070576.1|DEUG	LOC5577344|XP_001656421.2|AAEG
OG0004244	LOC108105286|XP_017067264.1|DEUG	LOC5577345|XP_001656422.2|AAEG
OG0004245	LOC108102833|XP_017063513.1|DEUG	LOC5577346|XP_021707110.1|AAEG
OG0004246	LOC108114657|XP_017081220.1|DEUG	LOC5577362|XP_021704241.1|AAEG
OG0004247	LOC108103304|XP_017064216.1|DEUG	LOC5577367|XP_001656447.1|AAEG
OG0004248	LOC108108894|XP_017072603.1|DEUG	LOC5577372|XP_021711575.1|AAEG
OG0004249	LOC108104733|XP_017066459.1|DEUG	LOC5568851|XP_001652563.1|AAEG
OG0004250	LOC108110812|XP_017075533.1|DEUG	LOC5568848|XP_021706755.1|AAEG
OG0004251	LOC108105480|XP_017067585.1|DEUG	LOC5568854|XP_021710481.1|AAEG
OG0004252	LOC108109623|XP_017073692.1|DEUG	LOC5568859|XP_021709655.1|AAEG
OG0004253	LOC108109420|XP_017073407.1|DEUG	LOC5566950|XP_021707806.1|AAEG
OG0004254	LOC108105086|XP_017067004.1|DEUG	LOC5575050|XP_021707421.1|AAEG
OG0004255	LOC108110636|XP_017075224.1|DEUG	LOC110680332|XP_021711847.1|AAEG, LOC5575047|XP_001655484.2|AAEG
OG0004256	LOC108112540|XP_017077955.1|DEUG	LOC5569013|XP_021710091.1|AAEG
OG0004257	LOC108111443|XP_017076401.1|DEUG	LOC5569010|XP_021709529.1|AAEG
OG0004258	LOC108113758|XP_017079942.1|DEUG	LOC5569008|XP_021706020.1|AAEG
OG0004259	LOC108113261|XP_017079299.1|DEUG	LOC5569007|XP_021706950.1|AAEG
OG0004260	LOC108114967|XP_017081663.1|DEUG	LOC5568996|XP_021709567.1|AAEG
OG0004261	LOC108115293|XP_017082167.1|DEUG	LOC110680348|XP_021711859.1|AAEG, LOC110681252|XP_021712712.1|AAEG, LOC5570802|XP_021705513.1|AAEG
OG0004262	LOC108117554|XP_017085552.1|DEUG	LOC5568205|XP_021705143.1|AAEG
OG0004263	LOC108117169|XP_017084939.1|DEUG	LOC5580156|XP_021710439.1|AAEG
OG0004264	LOC108115165|XP_017081968.1|DEUG	LOC5580161|XP_001661636.1|AAEG
OG0004265	LOC108116233|XP_017083512.1|DEUG	LOC5575423|XP_001661948.1|AAEG
OG0004266	LOC108116409|XP_017083782.1|DEUG	LOC5566945|XP_001651362.1|AAEG
OG0004267	LOC108110630|XP_017075221.1|DEUG	LOC5565702|XP_001650059.1|AAEG
OG0004268	LOC108106544|XP_017069186.1|DEUG	LOC110679302|XP_021709310.1|AAEG
OG0004269	LOC108113001|XP_017078903.1|DEUG	LOC5577029|XP_021705488.1|AAEG
OG0004270	LOC108112565|XP_017078015.1|DEUG	LOC5577035|XP_001663131.1|AAEG
OG0004271	LOC108111944|XP_017077112.1|DEUG	LOC5564788|XP_001649113.1|AAEG
OG0004272	LOC108116515|XP_017083940.1|DEUG	LOC5564782|XP_001649116.1|AAEG
OG0004273	LOC108111771|XP_017076825.1|DEUG	LOC5564793|XP_001649117.1|AAEG
OG0004274	LOC108105049|XP_017066943.1|DEUG	LOC5564776|XP_001649124.1|AAEG
OG0004275	LOC108109979|XP_017074294.1|DEUG	LOC5572255|XP_021704144.1|AAEG
OG0004276	LOC108109908|XP_017074205.1|DEUG	LOC5570021|XP_001658911.2|AAEG
OG0004277	LOC108113944|XP_017080144.1|DEUG	LOC5570040|XP_001658930.1|AAEG
OG0004278	LOC108103799|XP_017064969.1|DEUG	LOC5570045|XP_001658935.1|AAEG
OG0004279	LOC108111123|XP_017075965.1|DEUG	LOC5568017|XP_001657838.1|AAEG
OG0004280	LOC108104379|XP_017065889.1|DEUG	LOC5568022|XP_021709415.1|AAEG
OG0004281	LOC108109287|XP_017073269.1|DEUG	LOC5579834|XP_001651509.2|AAEG
OG0004282	LOC108112594|XP_017078132.1|DEUG	LOC5579832|XP_001651505.2|AAEG
OG0004283	LOC108112597|XP_017078139.1|DEUG	LOC5579829|XP_021711510.1|AAEG
OG0004284	LOC108115494|XP_017082469.1|DEUG	LOC5578193|XP_001656834.1|AAEG
OG0004285	LOC108116713|XP_017084224.1|DEUG	LOC5578203|XP_001656845.2|AAEG
OG0004286	LOC108114065|XP_017080308.1|DEUG	LOC5573027|XP_001660678.1|AAEG
OG0004287	LOC108114672|XP_017081243.1|DEUG	LOC5575478|XP_021704121.1|AAEG
OG0004288	LOC108114299|XP_017080691.1|DEUG	LOC5575482|XP_001661998.1|AAEG
OG0004289	LOC108108743|XP_017072378.1|DEUG	LOC5570561|XP_021708902.1|AAEG
OG0004290	LOC108106513|XP_017069096.1|DEUG	LOC5572995|XP_001654323.2|AAEG
OG0004291	LOC108106771|XP_017069501.1|DEUG	LOC5579041|XP_001657235.1|AAEG
OG0004292	LOC108102752|XP_017063398.1|DEUG	LOC5579044|XP_001657237.1|AAEG
OG0004293	LOC108118183|XP_017086230.1|DEUG	LOC5579046|XP_001657241.1|AAEG
OG0004294	LOC108104261|XP_017065699.1|DEUG	LOC5567940|XP_001657765.2|AAEG
OG0004295	LOC108104282|XP_017065736.1|DEUG	LOC5567935|XP_021710776.1|AAEG, LOC110680813|XP_021712282.1|AAEG
OG0004296	LOC108104284|XP_017065743.1|DEUG	LOC5567945|XP_001657756.2|AAEG
OG0004297	LOC108107469|XP_017070505.1|DEUG	LOC5576246|XP_021705485.1|AAEG
OG0004298	LOC108104552|XP_017066183.1|DEUG	LOC5576239|XP_001656017.2|AAEG
OG0004299	LOC108106243|XP_017068656.1|DEUG	LOC5576237|XP_021709188.1|AAEG
OG0004300	LOC108109286|XP_017073268.1|DEUG	LOC5568393|XP_001658037.1|AAEG
OG0004301	LOC108102754|XP_017063402.1|DEUG	LOC5568392|XP_021711934.1|AAEG, LOC5568379|XP_021705859.1|AAEG
OG0004302	LOC108112655|XP_017078274.1|DEUG	LOC5566609|XP_001651006.2|AAEG
OG0004303	LOC108104847|XP_017066653.1|DEUG	LOC5566596|XP_001650993.1|AAEG
OG0004304	LOC108112299|XP_017077612.1|DEUG	LOC5566594|XP_021705105.1|AAEG
OG0004305	LOC108111930|XP_017077063.1|DEUG	LOC5566589|XP_021709067.1|AAEG
OG0004306	LOC108106733|XP_017069460.1|DEUG	LOC5563915|XP_001648221.2|AAEG
OG0004307	LOC108106579|XP_017069248.1|DEUG	LOC5563913|XP_001648213.2|AAEG
OG0004308	LOC108107254|XP_017070172.1|DEUG	LOC5563900|XP_021708791.1|AAEG
OG0004309	LOC108108326|XP_017071842.1|DEUG	LOC5567500|XP_001651798.1|AAEG
OG0004310	LOC108104572|XP_017066213.1|DEUG	LOC5571126|XP_021709267.1|AAEG
OG0004311	LOC108114708|XP_017081296.1|DEUG	LOC5574767|XP_021705247.1|AAEG
OG0004312	LOC108107428|XP_017070447.1|DEUG	LOC5578343|XP_001656912.2|AAEG
OG0004313	LOC108111617|XP_017076633.1|DEUG	LOC5578342|XP_001656911.2|AAEG
OG0004314	LOC108112667|XP_017078293.1|DEUG	LOC5573755|XP_021708369.1|AAEG
OG0004315	LOC108107389|XP_017070395.1|DEUG	LOC5573753|XP_001654781.1|AAEG
OG0004316	LOC108104810|XP_017066581.1|DEUG	LOC5573752|XP_001654780.2|AAEG
OG0004317	LOC108109002|XP_017072759.1|DEUG	LOC5573747|XP_001654775.2|AAEG
OG0004318	LOC108107385|XP_017070386.1|DEUG	LOC5573737|XP_001654763.2|AAEG
OG0004319	LOC108113158|XP_017079158.1|DEUG	LOC5579653|XP_001648127.2|AAEG
OG0004320	LOC108115675|XP_017082729.1|DEUG	LOC5572221|XP_021710698.1|AAEG
OG0004321	LOC108106154|XP_017068546.1|DEUG	LOC5577235|XP_001656341.1|AAEG
OG0004322	LOC108116998|XP_017084652.1|DEUG	LOC5577233|XP_021705236.1|AAEG
OG0004323	LOC108102834|XP_017063514.1|DEUG	LOC5564723|XP_001649078.2|AAEG
OG0004324	LOC108115536|XP_017082527.1|DEUG	LOC5564731|XP_001649076.2|AAEG
OG0004325	LOC108113216|XP_017079240.1|DEUG	LOC5564726|XP_001649070.1|AAEG
OG0004326	LOC108113215|XP_017079239.1|DEUG	LOC5565490|XP_021705968.1|AAEG
OG0004327	LOC108104936|XP_017066784.1|DEUG	LOC5576927|XP_021709153.1|AAEG
OG0004328	LOC108109124|XP_017073009.1|DEUG	LOC5576937|XP_001656299.2|AAEG
OG0004329	LOC108107320|XP_017070285.1|DEUG	LOC5575771|XP_021704796.1|AAEG
OG0004330	LOC108113127|XP_017079118.1|DEUG	LOC5573068|XP_001654399.1|AAEG
OG0004331	LOC108104864|XP_017066675.1|DEUG	LOC5573062|XP_001654385.2|AAEG
OG0004332	LOC108110903|XP_017075653.1|DEUG	LOC110680936|XP_021712409.1|AAEG, LOC5577487|XP_001663405.1|AAEG
OG0004333	LOC108118462|XP_017086670.1|DEUG	LOC5570999|XP_001653427.2|AAEG
OG0004334	LOC108107173|XP_017070077.1|DEUG	LOC5570998|XP_021706986.1|AAEG
OG0004335	LOC108106636|XP_017069330.1|DEUG	LOC5571005|XP_001653434.1|AAEG
OG0004336	LOC108109265|XP_017073238.1|DEUG	LOC5571009|XP_001653438.1|AAEG
OG0004337	LOC108106113|XP_017068478.1|DEUG	LOC5571011|XP_001653441.1|AAEG
OG0004338	LOC108117396|XP_017085291.1|DEUG	LOC5571016|XP_021710932.1|AAEG
OG0004339	LOC108106473|XP_017069035.1|DEUG	LOC5575074|XP_001661812.1|AAEG
OG0004340	LOC108106472|XP_017069034.1|DEUG	LOC5575075|XP_021707755.1|AAEG
OG0004341	LOC108112670|XP_017078298.1|DEUG	LOC5575082|XP_001661804.1|AAEG
OG0004342	LOC108107466|XP_017070503.1|DEUG	LOC5578878|XP_001664087.2|AAEG
OG0004343	LOC108107393|XP_017070400.1|DEUG	LOC5576142|XP_021710000.1|AAEG
OG0004344	LOC108107450|XP_017070484.1|DEUG	LOC5565029|XP_021706847.1|AAEG
OG0004345	LOC108114872|XP_017081514.1|DEUG	LOC110680778|XP_021712254.1|AAEG, LOC5567131|XP_001651557.2|AAEG
OG0004346	LOC108107372|XP_017070365.1|DEUG	LOC23687601|XP_021708563.1|AAEG
OG0004347	LOC108107376|XP_017070375.1|DEUG	LOC5570985|XP_021706602.1|AAEG
OG0004348	LOC108107453|XP_017070491.1|DEUG	LOC5563928|XP_021705111.1|AAEG
OG0004349	LOC108107248|XP_017070158.1|DEUG	LOC5575390|XP_021705255.1|AAEG
OG0004350	LOC108112318|XP_017077635.1|DEUG	LOC5564296|XP_001648645.2|AAEG
OG0004351	LOC108106410|XP_017068918.1|DEUG	LOC5566763|XP_021704818.1|AAEG
OG0004352	LOC108117440|XP_017085380.1|DEUG	LOC5575284|XP_021706749.1|AAEG
OG0004353	LOC108116087|XP_017083294.1|DEUG	LOC5575275|XP_001661881.1|AAEG
OG0004354	LOC108105632|XP_017067809.1|DEUG	LOC110679616|XP_021710599.1|AAEG
OG0004355	LOC108109618|XP_017073672.1|DEUG	LOC5575272|XP_021710551.1|AAEG
OG0004356	LOC108112017|XP_017077245.1|DEUG	LOC5573623|XP_001660945.1|AAEG
OG0004357	LOC108113290|XP_017079329.1|DEUG	LOC5571581|XP_021707500.1|AAEG
OG0004358	LOC108106720|XP_017069444.1|DEUG	LOC5563890|XP_021710388.1|AAEG
OG0004359	LOC108111935|XP_017077081.1|DEUG	LOC23687758|XP_021710910.1|AAEG
OG0004360	LOC108108624|XP_017072212.1|DEUG	LOC5573833|XP_001654863.1|AAEG
OG0004361	LOC108116328|XP_017083628.1|DEUG	LOC5573834|XP_001654860.1|AAEG
OG0004362	LOC108104741|XP_017066468.1|DEUG	LOC5573828|XP_001654855.1|AAEG
OG0004363	LOC108103912|XP_017065150.1|DEUG	LOC5574292|XP_001661342.2|AAEG
OG0004364	LOC108112050|XP_017077292.1|DEUG	LOC5563997|XP_001648319.1|AAEG
OG0004365	LOC108109110|XP_017072988.1|DEUG	LOC5578237|XP_021707309.1|AAEG
OG0004366	LOC108111125|XP_017075968.1|DEUG	LOC5577459|XP_001663392.2|AAEG
OG0004367	LOC108114468|XP_017080964.1|DEUG	LOC5571879|XP_001659989.1|AAEG
OG0004368	LOC108116763|XP_017084276.1|DEUG	LOC5568688|XP_001652513.1|AAEG
OG0004369	LOC108105407|XP_017067442.1|DEUG	LOC5568706|XP_021706493.1|AAEG
OG0004370	LOC108112596|XP_017078138.1|DEUG	LOC5568717|XP_021708349.1|AAEG
OG0004371	LOC108117590|XP_017085582.1|DEUG	LOC5563882|XP_001648196.1|AAEG
OG0004372	LOC108107481|XP_017070516.1|DEUG	LOC5563881|XP_021710919.1|AAEG
OG0004373	LOC108116988|XP_017084642.1|DEUG	LOC5570164|XP_021707207.1|AAEG
OG0004374	LOC108112678|XP_017078311.1|DEUG	LOC5573475|XP_021710389.1|AAEG
OG0004375	LOC108102758|XP_017063406.1|DEUG	LOC5566310|XP_001650681.1|AAEG
OG0004376	LOC108114688|XP_017081270.1|DEUG	LOC5569778|XP_021705044.1|AAEG
OG0004377	LOC108114586|XP_017081131.1|DEUG	LOC5574962|XP_001655433.2|AAEG
OG0004378	LOC108106528|XP_017069145.1|DEUG	LOC5578279|XP_021707175.1|AAEG
OG0004379	LOC108109111|XP_017072990.1|DEUG	LOC5574943|XP_001655409.1|AAEG
OG0004380	LOC108104445|XP_017065995.1|DEUG	LOC5567360|XP_021706163.1|AAEG
OG0004381	LOC108117245|XP_017085079.1|DEUG	LOC5567513|XP_021705031.1|AAEG
OG0004382	LOC108106566|XP_017069221.1|DEUG	LOC5580241|XP_001662429.2|AAEG
OG0004383	LOC108106453|XP_017069008.1|DEUG	LOC5580242|XP_021706185.1|AAEG
OG0004384	LOC108106608|XP_017069296.1|DEUG	LOC5580243|XP_001662427.1|AAEG
OG0004385	LOC108106708|XP_017069428.1|DEUG	LOC5575514|XP_001662018.2|AAEG
OG0004386	LOC108106570|XP_017069227.1|DEUG	LOC110677938|XP_021705671.1|AAEG
OG0004387	LOC108113864|XP_017080067.1|DEUG	LOC5572708|XP_021707118.1|AAEG
OG0004388	LOC108106798|XP_017069531.1|DEUG	LOC5572399|XP_021706232.1|AAEG, LOC110681466|XP_021712924.1|AAEG
OG0004389	LOC108108083|XP_017071458.1|DEUG	LOC5564812|XP_021709637.1|AAEG
OG0004390	LOC108118228|XP_017086298.1|DEUG	LOC5575457|XP_001661976.2|AAEG
OG0004391	LOC108108970|XP_017072714.1|DEUG	LOC5576763|XP_021704246.1|AAEG
OG0004392	LOC108117340|XP_017085202.1|DEUG	LOC5565739|XP_001650089.2|AAEG
OG0004393	LOC108111988|XP_017077206.1|DEUG	LOC5565729|XP_021711015.1|AAEG
OG0004394	LOC108113109|XP_017079087.1|DEUG	LOC5565800|XP_021705217.1|AAEG
OG0004395	LOC108106772|XP_017069502.1|DEUG	LOC5571030|XP_021706993.1|AAEG
OG0004396	LOC108110357|XP_017074886.1|DEUG	LOC5571027|XP_021710560.1|AAEG
OG0004397	LOC108111946|XP_017077115.1|DEUG	LOC5571026|XP_001659457.2|AAEG
OG0004398	LOC108111949|XP_017077119.1|DEUG	LOC5569798|XP_021708089.1|AAEG
OG0004399	LOC108112709|XP_017078422.1|DEUG	LOC5569795|XP_021709369.1|AAEG
OG0004400	LOC108109502|XP_017073532.1|DEUG	LOC5572188|XP_001660281.2|AAEG
OG0004401	LOC108107489|XP_017070524.1|DEUG	LOC5574786|XP_001655345.2|AAEG
OG0004402	LOC108107460|XP_017070495.1|DEUG	LOC5574782|XP_001655339.1|AAEG
OG0004403	LOC108106463|XP_017069020.1|DEUG	LOC5578353|XP_021706296.1|AAEG
OG0004404	LOC108110352|XP_017074878.1|DEUG	LOC5577779|XP_021710324.1|AAEG
OG0004405	LOC108114637|XP_017081193.1|DEUG	LOC5577768|XP_001663541.2|AAEG
OG0004406	LOC108104012|XP_017065327.1|DEUG	LOC5567242|XP_001651673.1|AAEG
OG0004407	LOC108104536|XP_017066159.1|DEUG	LOC5567239|XP_021707680.1|AAEG
OG0004408	LOC108113863|XP_017080066.1|DEUG	LOC5567209|XP_001651638.2|AAEG
OG0004409	LOC108102325|XP_017062603.1|DEUG	LOC5571204|XP_021706286.1|AAEG
OG0004410	LOC108112683|XP_017078364.1|DEUG	LOC5571908|XP_021706697.1|AAEG
OG0004411	LOC108108747|XP_017072388.1|DEUG	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG
OG0004412	LOC108108745|XP_017072385.1|DEUG	LOC5574815|XP_001655375.2|AAEG
OG0004413	LOC108107384|XP_017070385.1|DEUG	LOC5574813|XP_021709590.1|AAEG
OG0004414	LOC108107348|XP_017070337.1|DEUG	LOC5577739|XP_021707423.1|AAEG
OG0004415	LOC108106385|XP_017068880.1|DEUG	LOC5579102|XP_021710240.1|AAEG
OG0004416	LOC108113245|XP_017079280.1|DEUG	LOC5579113|XP_021711273.1|AAEG
OG0004417	LOC108117555|XP_017085553.1|DEUG	LOC5579115|XP_001657314.2|AAEG
OG0004418	LOC108113020|XP_017078935.1|DEUG	LOC5579118|XP_021709717.1|AAEG
OG0004419	LOC108104488|XP_017066090.1|DEUG	LOC5579127|XP_021704838.1|AAEG
OG0004420	LOC108113159|XP_017079160.1|DEUG	LOC5572081|XP_001660163.1|AAEG
OG0004421	LOC108108611|XP_017072199.1|DEUG	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG
OG0004422	LOC108108606|XP_017072194.1|DEUG	LOC5566059|XP_021707681.1|AAEG
OG0004423	LOC108112474|XP_017077821.1|DEUG	LOC5578083|XP_001656777.2|AAEG
OG0004424	LOC108107446|XP_017070477.1|DEUG	LOC5578110|XP_021708269.1|AAEG
OG0004425	LOC108114364|XP_017080803.1|DEUG	LOC5578114|XP_001656812.2|AAEG
OG0004426	LOC108114469|XP_017080965.1|DEUG	LOC5578116|XP_001656814.2|AAEG
OG0004427	LOC108117352|XP_017085216.1|DEUG	LOC5580211|XP_001662069.2|AAEG
OG0004428	LOC108116913|XP_017084528.1|DEUG	LOC5580215|XP_021708529.1|AAEG
OG0004429	LOC108115559|XP_017082555.1|DEUG	LOC110678383|XP_021706892.1|AAEG
OG0004430	LOC108106012|XP_017068347.1|DEUG	LOC5574076|XP_021709995.1|AAEG
OG0004431	LOC108109512|XP_017073552.1|DEUG	LOC110677852|XP_021705245.1|AAEG
OG0004432	LOC108109511|XP_017073551.1|DEUG	LOC5566901|XP_021706801.1|AAEG
OG0004433	LOC108108810|XP_017072483.1|DEUG	LOC5566873|XP_021704683.1|AAEG
OG0004434	LOC108111948|XP_017077118.1|DEUG	LOC5566864|XP_001651292.1|AAEG
OG0004435	LOC108109289|XP_017073271.1|DEUG	LOC5564592|XP_001648929.2|AAEG
