Orthogroup	DEUG.longest_only	DVIR.longest_only
OG0005539	LOC108106948|XP_017069705.1|DEUG	LOC6627940|XP_002052665.1|DVIR
OG0005540	LOC108111079|XP_017075901.1|DEUG	LOC6628309|XP_002052863.2|DVIR
OG0005541	LOC108106098|XP_017068451.1|DEUG	LOC6628756|XP_032293931.1|DVIR
OG0005542	LOC108108030|XP_017071392.1|DEUG	LOC6623842|XP_002046365.2|DVIR
OG0005543	LOC108106939|XP_017069692.1|DEUG	LOC6634219|XP_015025210.1|DVIR
OG0005544	LOC108110727|XP_017075402.1|DEUG	LOC6627778|XP_032294231.1|DVIR
OG0005545	LOC108111314|XP_017076201.1|DEUG	LOC6629229|XP_002051255.1|DVIR
OG0005546	LOC108115504|XP_017082485.1|DEUG	LOC6628437|XP_002052045.1|DVIR
OG0005547	LOC108106075|XP_017068421.1|DEUG	LOC6627377|XP_002052640.3|DVIR
OG0005548	LOC108106164|XP_017068565.1|DEUG	LOC6627561|XP_002052645.1|DVIR
OG0005549	LOC108106180|XP_017068591.1|DEUG	LOC6627563|XP_002052647.1|DVIR
OG0005550	LOC108102632|XP_017063240.1|DEUG	LOC6628162|XP_002052417.1|DVIR
OG0005551	LOC108112012|XP_017077239.1|DEUG	LOC6627169|XP_032292359.1|DVIR
OG0005552	LOC108111951|XP_017077122.1|DEUG	LOC6627170|XP_002050955.1|DVIR
OG0005553	LOC108110974|XP_017075768.1|DEUG	LOC6627679|XP_002051736.2|DVIR
OG0005554	LOC108110716|XP_017075358.1|DEUG	LOC6635614|XP_032294676.1|DVIR
OG0005555	LOC108111154|XP_017076014.1|DEUG	LOC6635612|XP_002059131.1|DVIR
OG0005556	LOC108111133|XP_017075988.1|DEUG	LOC6635662|XP_002059130.1|DVIR
OG0005557	LOC108118444|XP_017086641.1|DEUG	LOC6628448|XP_002051651.1|DVIR
OG0005558	LOC108109694|XP_017073796.1|DEUG	LOC6635661|XP_032294655.1|DVIR
OG0005559	LOC108115482|XP_017082455.1|DEUG	LOC6627496|XP_002052204.1|DVIR
OG0005560	LOC108118441|XP_017086636.1|DEUG	LOC6628447|XP_002051650.1|DVIR
OG0005561	LOC108118095|XP_017086138.1|DEUG	LOC6632179|XP_002055277.2|DVIR
OG0005562	LOC108102583|XP_017063163.1|DEUG	LOC6635680|XP_015024388.1|DVIR
OG0005563	LOC108102380|XP_017062800.1|DEUG	LOC6636206|XP_002059696.2|DVIR
OG0005564	LOC108110782|XP_017075490.1|DEUG	LOC6629058|XP_002052386.1|DVIR
OG0005565	LOC108103064|XP_017063897.1|DEUG	LOC6635733|XP_002059148.1|DVIR
OG0005566	LOC108103065|XP_017063898.1|DEUG	LOC6635734|XP_002059149.1|DVIR
OG0005567	LOC108117468|XP_017085379.1|DEUG	LOC116649793|XP_032288813.1|DVIR, LOC6629404|XP_032288817.1|DVIR
OG0005568	LOC108102599|XP_017063192.1|DEUG	LOC6635772|XP_002059168.1|DVIR
OG0005569	LOC108111126|XP_017075969.1|DEUG	LOC6628500|XP_002051835.1|DVIR
OG0005570	LOC108102606|XP_017063199.1|DEUG	LOC6635689|XP_002059284.2|DVIR
OG0005571	LOC108112983|XP_017078880.1|DEUG	LOC6625622|XP_032293146.1|DVIR
OG0005572	LOC108109105|XP_017072980.1|DEUG	LOC6625864|XP_002050857.2|DVIR
OG0005573	LOC108113748|XP_017079930.1|DEUG	LOC6632615|XP_015026097.1|DVIR
OG0005574	LOC108112591|XP_017078126.1|DEUG	LOC6625479|XP_002050335.1|DVIR
OG0005575	LOC108117492|XP_017085456.1|DEUG	LOC6631250|XP_002053048.2|DVIR
OG0005576	LOC108113218|XP_017079243.1|DEUG	LOC6627187|XP_002049929.2|DVIR
OG0005577	LOC108104301|XP_017065766.1|DEUG	LOC6623504|XP_002048218.1|DVIR
OG0005578	LOC108114599|XP_017081148.1|DEUG	LOC6624683|XP_002048129.2|DVIR
OG0005579	LOC108114601|XP_017081150.1|DEUG	LOC26530647|XP_015031633.1|DVIR
OG0005580	LOC108108272|XP_017071735.1|DEUG	LOC6624188|XP_002046301.1|DVIR
OG0005581	LOC108103196|XP_017064073.1|DEUG	LOC6633654|XP_032288829.1|DVIR
OG0005582	LOC108108778|XP_017072437.1|DEUG	LOC6624363|XP_002047465.2|DVIR
OG0005583	LOC108109795|XP_017073993.1|DEUG	LOC6623229|XP_002046726.2|DVIR
OG0005584	LOC108113473|XP_017079545.1|DEUG	LOC6628281|XP_015028013.1|DVIR
OG0005585	LOC108116212|XP_017083487.1|DEUG	LOC6630801|XP_015027747.1|DVIR
OG0005586	LOC108115403|XP_017082331.1|DEUG	LOC6630766|XP_002054625.1|DVIR
OG0005587	LOC108112441|XP_017077779.1|DEUG	LOC6625382|XP_002049492.2|DVIR
OG0005588	LOC108114310|XP_017080708.1|DEUG	LOC6622515|XP_015030501.1|DVIR
OG0005589	LOC108108337|XP_017071858.1|DEUG	LOC6632462|XP_002056308.1|DVIR
OG0005590	LOC108106639|XP_017069333.1|DEUG	LOC6624900|XP_002050477.1|DVIR
OG0005591	LOC108102992|XP_017063794.1|DEUG	LOC6631919|XP_002055746.1|DVIR
OG0005592	LOC108111498|XP_017076501.1|DEUG	LOC6630666|XP_002053445.1|DVIR
OG0005593	LOC108114034|XP_017080273.1|DEUG	LOC6624598|XP_002047149.1|DVIR
OG0005594	LOC108107898|XP_017071189.1|DEUG	LOC6622962|XP_032291378.1|DVIR
OG0005595	LOC108107897|XP_017071188.1|DEUG	LOC6623006|XP_002047217.2|DVIR
OG0005596	LOC108114209|XP_017080521.1|DEUG	LOC6624466|XP_002046556.1|DVIR
OG0005597	LOC108109517|XP_017073558.1|DEUG	LOC6631275|XP_032295416.1|DVIR
OG0005598	LOC108111414|XP_017076360.1|DEUG	LOC6632230|XP_002055878.1|DVIR
OG0005599	LOC108109104|XP_017072977.1|DEUG	LOC6625866|XP_002050859.1|DVIR
OG0005600	LOC108109514|XP_017073554.1|DEUG	LOC6631246|XP_002053647.1|DVIR
OG0005601	LOC108105094|XP_017067017.1|DEUG	LOC6634562|XP_002057979.1|DVIR
OG0005602	LOC108113611|XP_017079760.1|DEUG	LOC6630990|XP_002053492.1|DVIR
OG0005603	LOC108106597|XP_017069277.1|DEUG	LOC6626583|XP_002049696.1|DVIR
OG0005604	LOC108106688|XP_017069410.1|DEUG	LOC6626581|XP_002049694.3|DVIR
OG0005605	LOC108106360|XP_017068830.1|DEUG	LOC6635337|XP_015024726.1|DVIR
OG0005606	LOC108104123|XP_017065514.1|DEUG	LOC6628105|XP_002052010.1|DVIR
OG0005607	LOC108116442|XP_017083840.1|DEUG	LOC6630557|XP_002053275.1|DVIR
OG0005608	LOC108116277|XP_017083553.1|DEUG	LOC6630560|XP_002053278.1|DVIR
OG0005609	LOC108107937|XP_017071255.1|DEUG	LOC6624492|XP_032290314.1|DVIR
OG0005610	LOC108109851|XP_017074101.1|DEUG	LOC6622500|XP_002046423.1|DVIR
OG0005611	LOC108107784|XP_017070970.1|DEUG	LOC6624293|XP_002046633.2|DVIR
OG0005612	LOC108111782|XP_017076855.1|DEUG	LOC6629973|XP_002053082.1|DVIR
OG0005613	LOC108111490|XP_017076465.1|DEUG	LOC6629513|XP_002053173.1|DVIR
OG0005614	LOC108115302|XP_017082188.1|DEUG	LOC6633051|XP_002056759.1|DVIR
OG0005615	LOC108109370|XP_017073339.1|DEUG	LOC6629754|XP_032293833.1|DVIR
OG0005616	LOC108105611|XP_017067779.1|DEUG	LOC6630097|XP_002053690.2|DVIR
OG0005617	LOC108116135|XP_017083352.1|DEUG	LOC6630056|XP_032294870.1|DVIR
OG0005618	LOC108106704|XP_017069425.1|DEUG	LOC6635809|XP_002059318.1|DVIR
OG0005619	LOC108117001|XP_017084655.1|DEUG	LOC6632582|XP_002056222.2|DVIR
OG0005620	LOC108117597|XP_017085600.1|DEUG	LOC6631403|XP_002055673.1|DVIR
OG0005621	LOC108103270|XP_017064171.1|DEUG	LOC6633302|XP_002057401.3|DVIR
OG0005622	LOC108109746|XP_017073899.1|DEUG	LOC6633553|XP_002057250.1|DVIR
OG0005623	LOC108105426|XP_017067485.1|DEUG	LOC6633318|XP_032296531.1|DVIR
OG0005624	LOC108116223|XP_017083503.1|DEUG	LOC6629719|XP_002053676.1|DVIR
OG0005625	LOC108116410|XP_017083783.1|DEUG	LOC6631070|XP_015027233.1|DVIR
OG0005626	LOC108117420|XP_017085320.1|DEUG	LOC6631360|XP_002055664.1|DVIR
OG0005627	LOC108116445|XP_017083846.1|DEUG	LOC6632926|XP_015025809.1|DVIR
OG0005628	LOC108105619|XP_017067789.1|DEUG	LOC6633082|XP_032289705.1|DVIR
OG0005629	LOC108106630|XP_017069321.1|DEUG	LOC6625470|XP_002050146.1|DVIR
OG0005630	LOC108106662|XP_017069380.1|DEUG	LOC6636497|XP_002059803.2|DVIR
OG0005631	LOC108117611|XP_017085626.1|DEUG	LOC6633597|XP_002056809.1|DVIR
OG0005632	LOC108103833|XP_017065009.1|DEUG	LOC6633282|XP_032296596.1|DVIR
OG0005633	LOC108105264|XP_017067232.1|DEUG	LOC6630758|XP_002054617.2|DVIR
OG0005634	LOC108111559|XP_017076572.1|DEUG	LOC6629285|XP_002054693.2|DVIR
OG0005635	LOC108111107|XP_017075937.1|DEUG	LOC6636640|XP_015023809.1|DVIR
OG0005636	LOC108109626|XP_017073691.1|DEUG	LOC116651790|XP_032294708.1|DVIR, LOC6630051|XP_002054719.1|DVIR
OG0005637	LOC108109474|XP_017073487.1|DEUG	LOC6633159|XP_002056608.2|DVIR
OG0005638	LOC108109090|XP_017072951.1|DEUG	LOC6626057|XP_032292804.1|DVIR
OG0005639	LOC108109182|XP_017073100.1|DEUG	LOC6626557|XP_002049807.2|DVIR
OG0005640	LOC108116489|XP_017083911.1|DEUG	LOC6632570|XP_002056329.1|DVIR
OG0005641	LOC108118094|XP_017086136.1|DEUG	LOC6631641|XP_002055360.1|DVIR
OG0005642	LOC108110207|XP_017074672.1|DEUG	LOC6635197|XP_002058472.1|DVIR
OG0005643	LOC108107914|XP_017071223.1|DEUG	LOC6622937|XP_002047077.1|DVIR
OG0005644	LOC108114663|XP_017081231.1|DEUG	LOC6624583|XP_002047076.1|DVIR
OG0005645	LOC108118292|XP_017086386.1|DEUG	LOC6631648|XP_015026669.2|DVIR
OG0005646	LOC108104430|XP_017065975.1|DEUG	LOC6633743|XP_002057028.1|DVIR
OG0005647	LOC108113474|XP_017079546.1|DEUG	LOC6626773|XP_002049837.1|DVIR
OG0005648	LOC108114305|XP_017080698.1|DEUG	LOC6624522|XP_002048537.1|DVIR
OG0005649	LOC108115032|XP_017081768.1|DEUG	LOC6632634|XP_002056635.2|DVIR
OG0005650	LOC108115006|XP_017081737.1|DEUG	LOC6632393|XP_002056629.1|DVIR
OG0005651	LOC108118073|XP_017086104.1|DEUG	LOC6632008|XP_002055381.1|DVIR
OG0005652	LOC108115836|XP_017082919.1|DEUG	LOC6630443|XP_015027113.1|DVIR
OG0005653	LOC108110494|XP_017075062.1|DEUG	LOC6628434|XP_032294500.1|DVIR
OG0005654	LOC108114990|XP_017081712.1|DEUG	LOC6629378|XP_032293298.1|DVIR
OG0005655	LOC108105640|XP_017067817.1|DEUG	LOC6630272|XP_002053701.1|DVIR
OG0005656	LOC108105631|XP_017067806.1|DEUG	LOC6630135|XP_002053687.1|DVIR
OG0005657	LOC108109606|XP_017073663.1|DEUG	LOC6633094|XP_032289678.1|DVIR
OG0005658	LOC108117196|XP_017084988.1|DEUG	LOC6632314|XP_002056499.1|DVIR
OG0005659	LOC108113755|XP_017079938.1|DEUG	LOC6632661|XP_002056467.3|DVIR
OG0005660	LOC108114129|XP_017080390.1|DEUG	LOC6623144|XP_032290962.1|DVIR
OG0005661	LOC108109880|XP_017074171.1|DEUG	LOC6632761|XP_002056366.3|DVIR
OG0005662	LOC108116382|XP_017083726.1|DEUG	LOC6632563|XP_032289647.1|DVIR
OG0005663	LOC108104424|XP_017065968.1|DEUG	LOC6633735|XP_002057020.1|DVIR
OG0005664	LOC108115884|XP_017083015.1|DEUG	LOC6633184|XP_032289501.1|DVIR
OG0005665	LOC108113586|XP_017079720.1|DEUG	LOC6630019|XP_002053412.1|DVIR
OG0005666	LOC108103137|XP_017063997.1|DEUG	LOC6631348|XP_002055042.2|DVIR
OG0005667	LOC108103348|XP_017064276.1|DEUG	LOC6633261|XP_002056885.1|DVIR
OG0005668	LOC108114247|XP_017080625.1|DEUG	LOC6623172|XP_015031544.1|DVIR
OG0005669	LOC108107065|XP_017069920.1|DEUG	LOC6628452|XP_015027992.1|DVIR
OG0005670	LOC108113785|XP_017079978.1|DEUG	LOC6632618|XP_002056318.1|DVIR
OG0005671	LOC108108365|XP_017071900.1|DEUG	LOC6630091|XP_002054258.2|DVIR
OG0005672	LOC108110957|XP_017075743.1|DEUG	LOC6636644|XP_002060093.1|DVIR
OG0005673	LOC108113734|XP_017079914.1|DEUG	LOC6624263|XP_002047451.1|DVIR
OG0005674	LOC108106015|XP_017068351.1|DEUG	LOC6624300|XP_032289970.1|DVIR
OG0005675	LOC108116499|XP_017083920.1|DEUG	LOC6632768|XP_002056373.1|DVIR, LOC116652184|XP_032296084.1|DVIR
OG0005676	LOC108108130|XP_017071539.1|DEUG	LOC6636552|XP_002060056.1|DVIR
OG0005677	LOC108112865|XP_017078680.1|DEUG	LOC6625343|XP_002050425.3|DVIR
OG0005678	LOC108108335|XP_017071854.1|DEUG	LOC6632455|XP_002056301.2|DVIR
OG0005679	LOC108103742|XP_017064837.1|DEUG	LOC6629716|XP_032290500.1|DVIR
OG0005680	LOC108110954|XP_017075739.1|DEUG	LOC6635616|XP_002059135.1|DVIR
OG0005681	LOC108103740|XP_017064834.1|DEUG	LOC6629797|XP_002053373.1|DVIR
OG0005682	LOC108103737|XP_017064831.1|DEUG	LOC6629796|XP_002053372.1|DVIR
OG0005683	LOC108103870|XP_017065080.1|DEUG	LOC6633708|XP_032296559.1|DVIR
OG0005684	LOC108109909|XP_017074206.1|DEUG	LOC6622069|XP_002046424.1|DVIR
OG0005685	LOC108118533|XP_017086771.1|DEUG	LOC26531876|XP_032295633.1|DVIR
OG0005686	LOC108111556|XP_017076566.1|DEUG	LOC6629283|XP_002054691.1|DVIR
OG0005687	LOC108108666|XP_017072260.1|DEUG	LOC6624603|XP_032290674.1|DVIR
OG0005688	LOC108104761|XP_017066485.1|DEUG	LOC6626116|XP_002049923.1|DVIR
OG0005689	LOC108103260|XP_017064161.1|DEUG	LOC6636072|XP_002059603.1|DVIR
OG0005690	LOC108116585|XP_017084017.1|DEUG	LOC6635039|XP_032295161.1|DVIR
OG0005691	LOC108117511|XP_017085488.1|DEUG	LOC6629527|XP_002053329.1|DVIR
OG0005692	LOC108111069|XP_017075888.1|DEUG	LOC6628193|XP_032294237.1|DVIR
OG0005693	LOC108108185|XP_017071619.1|DEUG	LOC6623783|XP_002047384.2|DVIR
OG0005694	LOC108117180|XP_017084959.1|DEUG	LOC6630184|XP_002053253.2|DVIR
OG0005695	LOC108105280|XP_017067257.1|DEUG	LOC6630678|XP_002054611.1|DVIR
OG0005696	LOC108105281|XP_017067258.1|DEUG	LOC6630680|XP_002054613.1|DVIR
OG0005697	LOC108105262|XP_017067231.1|DEUG	LOC6630681|XP_002054614.1|DVIR
OG0005698	LOC108104556|XP_017066187.1|DEUG	LOC6635979|XP_002059408.1|DVIR, LOC116650892|XP_032291761.1|DVIR
OG0005699	LOC108113714|XP_017079885.1|DEUG	LOC6630486|XP_032289725.1|DVIR
OG0005700	LOC108103297|XP_017064205.1|DEUG	LOC6633352|XP_015025626.1|DVIR
OG0005701	LOC108102563|XP_017063126.1|DEUG	LOC6627534|XP_032294393.1|DVIR
OG0005702	LOC108110405|XP_017074962.1|DEUG	LOC6633706|XP_002057301.1|DVIR
OG0005703	LOC108109277|XP_017073258.1|DEUG	LOC6626447|XP_002049804.1|DVIR
OG0005704	LOC108105038|XP_017066927.1|DEUG	LOC6634814|XP_032296297.1|DVIR
OG0005705	LOC108108278|XP_017071770.1|DEUG	LOC6623350|XP_002046267.2|DVIR
OG0005706	LOC108105618|XP_017067788.1|DEUG	LOC6633079|XP_002055957.1|DVIR
OG0005707	LOC108110035|XP_017074376.1|DEUG	LOC6633860|XP_032295764.1|DVIR
OG0005708	LOC108118512|XP_017086741.1|DEUG	LOC6635480|XP_002059009.1|DVIR
OG0005709	LOC108115983|XP_017083131.1|DEUG	LOC6632781|XP_002055863.1|DVIR
OG0005710	LOC108116375|XP_017083704.1|DEUG	LOC6632562|XP_002056321.1|DVIR
OG0005711	LOC108107944|XP_017071264.1|DEUG	LOC6622952|XP_002048495.2|DVIR
OG0005712	LOC108111084|XP_017075908.1|DEUG	LOC6628379|XP_002052631.1|DVIR
OG0005713	LOC108113628|XP_017079785.1|DEUG	LOC6630992|XP_032292719.1|DVIR
OG0005714	LOC108117541|XP_017085535.1|DEUG	LOC6629326|XP_002053059.1|DVIR
OG0005715	LOC108111558|XP_017076569.1|DEUG	LOC6629284|XP_002054692.2|DVIR
OG0005716	LOC108109471|XP_017073482.1|DEUG	LOC6633154|XP_002056603.2|DVIR
OG0005717	LOC108115012|XP_017081743.1|DEUG	LOC6633101|XP_002056581.1|DVIR
OG0005718	LOC108116172|XP_017083401.1|DEUG	LOC6629812|XP_002054886.1|DVIR
OG0005719	LOC108113615|XP_017079764.1|DEUG	LOC6630998|XP_002053500.1|DVIR
OG0005720	LOC108105304|XP_017067287.1|DEUG	LOC6629613|XP_002053586.1|DVIR
OG0005721	LOC108113637|XP_017079795.1|DEUG	LOC6630993|XP_002053495.2|DVIR
OG0005722	LOC108116206|XP_017083475.1|DEUG	LOC6632342|XP_002056410.3|DVIR
OG0005723	LOC108115402|XP_017082330.1|DEUG	LOC6632905|XP_002056755.2|DVIR
OG0005724	LOC108109214|XP_017073148.1|DEUG	LOC6625071|XP_032293346.1|DVIR
OG0005725	LOC108107724|XP_017070884.1|DEUG	LOC6629458|XP_002054705.1|DVIR
OG0005726	LOC108102892|XP_017063583.1|DEUG	LOC6631393|XP_002055530.1|DVIR
OG0005727	LOC108116218|XP_017083495.1|DEUG	LOC6631230|XP_032294805.1|DVIR
OG0005728	LOC108110232|XP_017074710.1|DEUG	LOC6632766|XP_002056371.1|DVIR
OG0005729	LOC108109704|XP_017073827.1|DEUG	LOC26530586|XP_032294827.1|DVIR
OG0005730	LOC108108352|XP_017071882.1|DEUG	LOC6631233|XP_002054662.1|DVIR
OG0005731	LOC108108351|XP_017071880.1|DEUG	LOC6631234|XP_002054663.1|DVIR
OG0005732	LOC108111791|XP_017076869.1|DEUG	LOC6630902|XP_002053131.2|DVIR
OG0005733	LOC108111790|XP_017076865.1|DEUG	LOC6630901|XP_002053130.1|DVIR
OG0005734	LOC108113739|XP_017079916.1|DEUG	LOC6633053|XP_002056761.1|DVIR
OG0005735	LOC108115015|XP_017081746.1|DEUG	LOC6629595|XP_032290950.1|DVIR
OG0005736	LOC108115296|XP_017082177.1|DEUG	LOC6629596|XP_032293234.1|DVIR
OG0005737	LOC108109982|XP_017074302.1|DEUG	LOC6632836|XP_002056344.1|DVIR
OG0005738	LOC108116464|XP_017083883.1|DEUG	LOC6630117|XP_032293522.1|DVIR
OG0005739	LOC108116516|XP_017083942.1|DEUG	LOC6632292|XP_015026212.1|DVIR
OG0005740	LOC108115975|XP_017083116.1|DEUG	LOC6632949|XP_002055858.1|DVIR
OG0005741	LOC108115398|XP_017082324.1|DEUG	LOC6630504|XP_032290439.1|DVIR
OG0005742	LOC108105310|XP_017067292.1|DEUG	LOC6630369|XP_002054905.1|DVIR
OG0005743	LOC108109515|XP_017073555.1|DEUG	LOC6629554|XP_002053648.1|DVIR
OG0005744	LOC108108338|XP_017071859.1|DEUG	LOC6632610|XP_002056310.2|DVIR
OG0005745	LOC108115283|XP_017082150.1|DEUG	LOC6632951|XP_032289394.1|DVIR
OG0005746	LOC108115252|XP_017082098.1|DEUG	LOC6632931|XP_002056566.1|DVIR
OG0005747	LOC108115395|XP_017082319.1|DEUG	LOC6632903|XP_002056753.1|DVIR
OG0005748	LOC108105305|XP_017067288.1|DEUG	LOC26531308|XP_015027885.1|DVIR
OG0005749	LOC108103855|XP_017065049.1|DEUG	LOC6633336|XP_032296602.1|DVIR
OG0005750	LOC108115385|XP_017082309.1|DEUG	LOC6630461|XP_002053458.1|DVIR
OG0005751	LOC108114696|XP_017081282.1|DEUG	LOC6624024|XP_002046262.1|DVIR
OG0005752	LOC108112815|XP_017078602.1|DEUG	LOC6626718|XP_002050668.2|DVIR
OG0005753	LOC108102615|XP_017063213.1|DEUG	LOC6627308|XP_002052138.1|DVIR
OG0005754	LOC108112614|XP_017078194.1|DEUG	LOC6625884|XP_002049334.1|DVIR
OG0005755	LOC108107414|XP_017070432.1|DEUG	LOC6635401|XP_002058844.1|DVIR
OG0005756	LOC108109903|XP_017074203.1|DEUG	LOC6633006|XP_002056364.2|DVIR
OG0005757	LOC108110361|XP_017074890.1|DEUG	LOC6629555|XP_002053649.2|DVIR
OG0005758	LOC108115001|XP_017081730.1|DEUG	LOC6633099|XP_002056579.1|DVIR
OG0005759	LOC108109967|XP_017074278.1|DEUG	LOC6635227|XP_002058750.1|DVIR
OG0005760	LOC108116426|XP_017083808.1|DEUG	LOC6632872|XP_002056558.3|DVIR
OG0005761	LOC108117212|XP_017085017.1|DEUG	LOC6632498|XP_002056516.2|DVIR
OG0005762	LOC108110213|XP_017074677.1|DEUG	LOC6632871|XP_002056557.1|DVIR
OG0005763	LOC108106406|XP_017068907.1|DEUG	LOC6626475|XP_002050460.1|DVIR
OG0005764	LOC108115400|XP_017082326.1|DEUG	LOC6630509|XP_002053453.1|DVIR
OG0005765	LOC108115332|XP_017082234.1|DEUG	LOC6630511|XP_015027438.1|DVIR
OG0005766	LOC108105257|XP_017067225.1|DEUG	LOC6629654|XP_032290152.1|DVIR
OG0005767	LOC108117232|XP_017085054.1|DEUG	LOC6629892|XP_015027041.1|DVIR
OG0005768	LOC108109752|XP_017073909.1|DEUG	LOC6634593|XP_002058094.1|DVIR
OG0005769	LOC108115361|XP_017082277.1|DEUG	LOC6633165|XP_002056614.1|DVIR
OG0005770	LOC108105552|XP_017067680.1|DEUG	LOC6631013|XP_002054289.1|DVIR
OG0005771	LOC108111399|XP_017076323.1|DEUG	LOC6631272|XP_002053824.1|DVIR
OG0005772	LOC108109534|XP_017073588.1|DEUG	LOC6630522|XP_002054021.1|DVIR
OG0005773	LOC108116285|XP_017083560.1|DEUG	LOC6630817|XP_002053362.1|DVIR
OG0005774	LOC108116271|XP_017083549.1|DEUG	LOC6632286|XP_015026209.1|DVIR
OG0005775	LOC108107568|XP_017070616.1|DEUG	LOC6624496|XP_002048489.1|DVIR
OG0005776	LOC108106026|XP_017068364.1|DEUG	LOC6624168|XP_015031408.1|DVIR
OG0005777	LOC108111055|XP_017075872.1|DEUG	LOC6628148|XP_002052435.1|DVIR
OG0005779	LOC108105556|XP_017067685.1|DEUG	LOC6630289|XP_032294776.1|DVIR
OG0005780	LOC108108074|XP_017071444.1|DEUG	LOC6624490|XP_015031540.1|DVIR
OG0005781	LOC108113979|XP_017080209.1|DEUG	LOC6623133|XP_002048546.1|DVIR
OG0005782	LOC108114249|XP_017080631.1|DEUG	LOC6623132|XP_002048543.1|DVIR
OG0005783	LOC108112775|XP_017078533.1|DEUG	LOC6626409|XP_002050050.1|DVIR
OG0005784	LOC108113634|XP_017079790.1|DEUG	LOC6630233|XP_032294867.1|DVIR
OG0005785	LOC108113627|XP_017079778.1|DEUG	LOC6630231|XP_032294861.1|DVIR
OG0005786	LOC108111783|XP_017076857.1|DEUG	LOC6629972|XP_002053081.1|DVIR
OG0005787	LOC108114991|XP_017081714.1|DEUG	LOC6629376|XP_032293305.1|DVIR
OG0005788	LOC108106510|XP_017069093.1|DEUG	LOC6626365|XP_002050694.2|DVIR
OG0005789	LOC108113824|XP_017080022.1|DEUG	LOC6629307|XP_002052971.1|DVIR
OG0005790	LOC108111434|XP_017076390.1|DEUG	LOC6631270|XP_002053822.1|DVIR
OG0005791	LOC108103745|XP_017064841.1|DEUG	LOC6629795|XP_015027187.1|DVIR
OG0005792	LOC108103746|XP_017064843.1|DEUG	LOC6631298|XP_002053370.1|DVIR
OG0005793	LOC108116369|XP_017083692.1|DEUG	LOC6631294|XP_032291683.1|DVIR
OG0005794	LOC108106628|XP_017069319.1|DEUG	LOC6625475|XP_002050151.1|DVIR
OG0005795	LOC108111496|XP_017076499.1|DEUG	LOC6633141|XP_032289691.1|DVIR
OG0005796	LOC108108098|XP_017071484.1|DEUG	LOC6623014|XP_015030425.1|DVIR
OG0005797	LOC108114246|XP_017080624.1|DEUG	LOC6622918|XP_002047072.1|DVIR
OG0005798	LOC108109674|XP_017073753.1|DEUG	LOC6633092|XP_002056275.1|DVIR
OG0005799	LOC108115135|XP_017081914.1|DEUG	LOC6632857|XP_032289768.1|DVIR
OG0005800	LOC108115151|XP_017081950.1|DEUG	LOC6632694|XP_002056665.1|DVIR
OG0005801	LOC108115150|XP_017081949.1|DEUG	LOC6632855|XP_002056666.1|DVIR
OG0005802	LOC108116380|XP_017083723.1|DEUG	LOC6629855|XP_032292858.1|DVIR
OG0005803	LOC108109728|XP_017073866.1|DEUG	LOC6632999|XP_002056357.2|DVIR
OG0005804	LOC108105307|XP_017067290.1|DEUG	LOC6629612|XP_002053585.1|DVIR
OG0005805	LOC108107394|XP_017070401.1|DEUG	LOC6625239|XP_015029445.1|DVIR
OG0005806	LOC108116539|XP_017083966.1|DEUG	LOC6630649|XP_002053305.1|DVIR
OG0005807	LOC108116565|XP_017083994.1|DEUG	LOC6629339|XP_002053316.3|DVIR
OG0005808	LOC108104329|XP_017065805.1|DEUG	LOC6633754|XP_002056940.1|DVIR
OG0005809	LOC108102830|XP_017063509.1|DEUG	LOC6624358|XP_002046638.1|DVIR
OG0005810	LOC108115142|XP_017081927.1|DEUG	LOC6632859|XP_002056670.1|DVIR
OG0005811	LOC108115143|XP_017081928.1|DEUG	LOC6632860|XP_002056671.1|DVIR
OG0005812	LOC108110485|XP_017075055.1|DEUG	LOC6629803|XP_032291594.1|DVIR
OG0005813	LOC108108362|XP_017071896.1|DEUG	LOC6630512|XP_002054013.1|DVIR
OG0005814	LOC108115368|XP_017082283.1|DEUG	LOC6629646|XP_002053556.1|DVIR
OG0005815	LOC108106635|XP_017069329.1|DEUG	LOC6625406|XP_002049841.1|DVIR
OG0005816	LOC108109357|XP_017073313.1|DEUG	LOC6629746|XP_002053888.2|DVIR
OG0005817	LOC108109533|XP_017073586.1|DEUG	LOC6630519|XP_002054018.1|DVIR
OG0005818	LOC108113641|XP_017079800.1|DEUG	LOC6630867|XP_032291902.1|DVIR
OG0005819	LOC108116229|XP_017083509.1|DEUG	LOC6630792|XP_002054650.1|DVIR
OG0005820	LOC108116231|XP_017083510.1|DEUG	LOC6630793|XP_002054651.2|DVIR
OG0005821	LOC108116237|XP_017083517.1|DEUG	LOC6630702|XP_002054642.1|DVIR
OG0005822	LOC108106981|XP_017069806.1|DEUG	LOC6627296|XP_002052468.1|DVIR
OG0005823	LOC108105350|XP_017067351.1|DEUG	LOC6634644|XP_002058295.1|DVIR, LOC6634550|XP_032296374.1|DVIR
OG0005824	LOC108116167|XP_017083392.1|DEUG	LOC6633038|XP_002056261.1|DVIR
OG0005825	LOC108113948|XP_017080149.1|DEUG	LOC6624597|XP_015031551.1|DVIR
OG0005826	LOC108104984|XP_017066849.1|DEUG	LOC26531706|XP_015024809.1|DVIR
OG0005827	LOC108113525|XP_017079607.1|DEUG	LOC6632981|XP_002056484.1|DVIR
