Orthogroup	DEUG.longest_only	AEAL.longest_only
OG0004124	LOC108103903|XP_017065136.1|DEUG	LOC109402022|XP_029723019.1|AEAL, LOC115254113|XP_029723011.1|AEAL, LOC109399720|XP_019527778.2|AEAL
OG0004125	LOC108111385|XP_017076307.1|DEUG	LOC109413708|XP_029736141.1|AEAL, LOC109402032|XP_029736155.1|AEAL, LOC115265550|XP_029727005.1|AEAL
OG0004126	LOC108111403|XP_017076337.1|DEUG	LOC109402027|XP_029736153.1|AEAL, LOC109413707|XP_029736142.1|AEAL
OG0004127	LOC108110996|XP_017075794.1|DEUG	LOC109413884|XP_019543154.1|AEAL, LOC115270930|XP_029736136.1|AEAL
OG0004130	LOC108105013|XP_017066896.1|DEUG	LOC115266491|XP_029728590.1|AEAL, LOC109401337|XP_029723222.1|AEAL, LOC115266370|XP_029728459.1|AEAL
OG0004131	LOC108116405|XP_017083772.1|DEUG	LOC109423854|XP_029728972.1|AEAL, LOC115254178|XP_029728886.1|AEAL, LOC109415775|XP_029712096.1|AEAL
OG0004132	LOC108108106|XP_017071503.1|DEUG	LOC115266633|XP_029729003.1|AEAL, LOC115266602|XP_029728911.1|AEAL, LOC109415326|XP_029728992.1|AEAL
OG0004133	LOC108104114|XP_017065503.1|DEUG	LOC109415340|XP_019544772.2|AEAL, LOC109423651|XP_029729312.1|AEAL
OG0004134	LOC108113730|XP_017079905.1|DEUG	LOC109415343|XP_029729170.1|AEAL, LOC109423625|XP_029729323.1|AEAL
OG0004135	LOC108117097|XP_017084785.1|DEUG	LOC109416221|XP_029712373.1|AEAL, LOC109411737|XP_029729367.1|AEAL
OG0004136	LOC108115138|XP_017081921.1|DEUG	LOC109425542|XP_019556334.2|AEAL
OG0004137	LOC108104784|XP_017066528.1|DEUG	LOC109425545|XP_019556336.2|AEAL, LOC109411295|XP_019540375.2|AEAL
OG0004138	LOC108114698|XP_017081283.1|DEUG	LOC115267015|XP_029729647.1|AEAL, LOC115267156|XP_029729858.1|AEAL, LOC109411254|XP_019540322.2|AEAL, LOC109425595|XP_019556385.2|AEAL
OG0004139	LOC108118131|XP_017086180.1|DEUG	LOC115267146|XP_029729851.1|AEAL, LOC109411846|XP_019541005.2|AEAL, LOC115267088|XP_029729807.1|AEAL, LOC109425549|XP_029729655.1|AEAL
OG0004140	LOC108103703|XP_017064788.1|DEUG	LOC109411109|XP_019540104.2|AEAL, LOC109410905|XP_019539967.2|AEAL
OG0004141	LOC108109202|XP_017073132.1|DEUG	LOC115258977|XP_029715341.1|AEAL, LOC109410943|XP_029718449.1|AEAL
OG0004142	LOC108103835|XP_017065013.1|DEUG	LOC109400860|XP_019528890.2|AEAL, LOC109415487|XP_029731028.1|AEAL
OG0004143	LOC108111787|XP_017076863.1|DEUG	LOC109416752|XP_029731221.1|AEAL
OG0004144	LOC108111138|XP_017075993.1|DEUG	LOC109423452|XP_029731476.1|AEAL, LOC109414743|XP_019544121.1|AEAL
OG0004145	LOC108109861|XP_017074132.1|DEUG	LOC115269174|XP_029733442.1|AEAL, LOC115267956|XP_029731633.1|AEAL, LOC109414654|XP_019544041.2|AEAL
OG0004146	LOC108116487|XP_017083908.1|DEUG	LOC109414620|XP_029733448.1|AEAL, LOC109423423|XP_029731724.1|AEAL, LOC115267959|XP_029731660.1|AEAL
OG0004147	LOC108110773|XP_017075479.1|DEUG	LOC109430482|XP_029732153.1|AEAL
OG0004148	LOC108117310|XP_017085161.1|DEUG	LOC109405762|XP_029732655.1|AEAL, LOC109430416|XP_029718974.1|AEAL
OG0004149	LOC108115155|XP_017081953.1|DEUG	LOC115261482|XP_029719049.1|AEAL, LOC109430493|XP_029732712.1|AEAL
OG0004150	LOC108103744|XP_017064840.1|DEUG	LOC109433375|XP_019565352.2|AEAL, LOC109405764|XP_029718046.1|AEAL
OG0004151	LOC108109395|XP_017073380.1|DEUG	LOC109399310|XP_029732940.1|AEAL
OG0004152	LOC108105294|XP_017067311.1|DEUG, LOC108115378|XP_017082303.1|DEUG	LOC115268859|XP_029732894.1|AEAL, LOC109433396|XP_029719130.1|AEAL
OG0004153	LOC108106629|XP_017069320.1|DEUG	LOC109399354|XP_019527338.2|AEAL, LOC109433368|XP_019565338.2|AEAL
OG0004154	LOC108114558|XP_017081093.1|DEUG	LOC115268812|XP_029732848.1|AEAL, LOC109399346|XP_029716624.1|AEAL, LOC109433363|XP_019565331.2|AEAL
OG0004155	LOC108110684|XP_017075304.1|DEUG, LOC108116391|XP_017083742.1|DEUG	LOC115266708|XP_029729091.1|AEAL
OG0004156	LOC108116152|XP_017083377.1|DEUG	LOC109622122|XP_019931896.2|AEAL
OG0004157	LOC108103766|XP_017064878.1|DEUG	LOC109433314|XP_019565293.1|AEAL, LOC109622087|XP_019931870.2|AEAL
OG0004158	LOC108104744|XP_017066474.1|DEUG	LOC109413927|XP_019543203.2|AEAL, LOC109622097|XP_019931876.2|AEAL
OG0004159	LOC108113754|XP_017079937.1|DEUG	LOC109622070|XP_019931853.2|AEAL, LOC109413926|XP_019543202.1|AEAL
OG0004160	LOC108114142|XP_017080417.1|DEUG	LOC115269506|XP_029734149.1|AEAL, LOC115269073|XP_029733263.1|AEAL
OG0004161	LOC108116416|XP_017083790.1|DEUG	LOC115253636|XP_029734303.1|AEAL, LOC109405035|XP_029733993.1|AEAL
OG0004162	LOC108109668|XP_017073740.1|DEUG	LOC109405024|XP_019533550.3|AEAL
OG0004163	LOC108110408|XP_017074968.1|DEUG	LOC109405017|XP_029733750.1|AEAL, LOC109430363|XP_029734135.1|AEAL, LOC115269491|XP_029734132.1|AEAL
OG0004164	LOC108114957|XP_017081640.1|DEUG	LOC115269209|XP_029733576.1|AEAL, LOC109400375|XP_029715540.1|AEAL, LOC109432406|XP_029733668.1|AEAL
OG0004165	LOC108112833|XP_017078630.1|DEUG	LOC109405985|XP_019534588.2|AEAL
OG0004166	LOC108107426|XP_017070445.1|DEUG	LOC109405990|XP_019534595.2|AEAL
OG0004167	LOC108109473|XP_017073486.1|DEUG	LOC109622355|XP_029717058.1|AEAL, LOC109405987|XP_029734490.1|AEAL
OG0004168	LOC108117545|XP_017085541.1|DEUG	LOC109622350|XP_029734584.1|AEAL, LOC109406696|XP_029717052.1|AEAL
OG0004169	LOC108103282|XP_017064181.1|DEUG	LOC109622374|XP_029734602.1|AEAL, LOC109406680|XP_029734623.1|AEAL
OG0004170	LOC108111879|XP_017076998.1|DEUG	LOC109419331|XP_029734702.1|AEAL, LOC109408468|XP_029734899.1|AEAL
OG0004171	LOC108104434|XP_017065981.1|DEUG	LOC109408466|XP_019537348.2|AEAL, LOC109419334|XP_029734884.1|AEAL
OG0004172	LOC108102915|XP_017063648.1|DEUG	LOC109419345|XP_029734848.1|AEAL, LOC115270038|XP_029734850.1|AEAL, LOC109408491|XP_029734795.1|AEAL
OG0004173	LOC108112279|XP_017077589.1|DEUG	LOC109408510|XP_019537385.2|AEAL
OG0004174	LOC108114900|XP_017081560.1|DEUG	LOC109419391|XP_029708111.1|AEAL, LOC109408430|XP_029735279.1|AEAL
OG0004175	LOC108113175|XP_017079181.1|DEUG	LOC115270196|XP_029735300.1|AEAL, LOC109408428|XP_029708115.1|AEAL
OG0004176	LOC108109809|XP_017074021.1|DEUG	LOC109408418|XP_029735447.1|AEAL, LOC115270313|XP_029735567.1|AEAL, LOC109401061|XP_029735014.1|AEAL
OG0004177	LOC108116168|XP_017083393.1|DEUG	LOC109408473|XP_029719607.1|AEAL, LOC109424112|XP_029719594.1|AEAL
OG0004178	LOC108111552|XP_017076559.1|DEUG	LOC109424105|XP_029735957.1|AEAL, LOC109408393|XP_029736050.1|AEAL
OG0004179	LOC108103637|XP_017064678.1|DEUG	LOC109416303|XP_019545892.2|AEAL
OG0004180	LOC108117213|XP_017085018.1|DEUG	LOC109426213|XP_029736388.1|AEAL, LOC109424061|XP_029707540.1|AEAL
OG0004181	LOC108116654|XP_017084134.1|DEUG	LOC109424044|XP_019554651.2|AEAL
OG0004182	LOC108108019|XP_017071365.1|DEUG	LOC115266041|XP_029727736.1|AEAL, LOC109424025|XP_029716627.1|AEAL, LOC109416416|XP_029727699.1|AEAL
OG0004183	LOC108108108|XP_017071506.1|DEUG	LOC109416418|XP_029707565.1|AEAL, LOC115253773|XP_029727757.1|AEAL, LOC109424024|XP_029727704.1|AEAL, LOC115266042|XP_029727737.1|AEAL
OG0004184	LOC108108101|XP_017071492.1|DEUG	LOC115260117|XP_029716882.1|AEAL, LOC109431912|XP_019563763.1|AEAL, LOC115266049|XP_029727755.1|AEAL
OG0004185	LOC108108291|XP_017071788.1|DEUG	LOC115260118|XP_029716883.1|AEAL, LOC109431911|XP_019563762.2|AEAL, LOC109404389|XP_019532777.2|AEAL
OG0004186	LOC108104392|XP_017065920.1|DEUG	LOC109431924|XP_019563774.2|AEAL, LOC109404391|XP_019532779.1|AEAL
OG0004187	LOC108111735|XP_017076778.1|DEUG	LOC109431897|XP_029727959.1|AEAL
OG0004188	LOC108105613|XP_017067782.1|DEUG	LOC109431910|XP_029727781.1|AEAL, LOC109404398|XP_029727816.1|AEAL
OG0004189	LOC108105614|XP_017067784.1|DEUG	LOC109404399|XP_019532792.2|AEAL, LOC115266073|XP_029727828.1|AEAL
OG0004190	LOC108116232|XP_017083511.1|DEUG	LOC109431926|XP_029727855.1|AEAL, LOC115266070|XP_029727811.1|AEAL, LOC109404423|XP_029727833.1|AEAL
OG0004191	LOC108116209|XP_017083482.1|DEUG	LOC109431925|XP_019563776.2|AEAL, LOC115266075|XP_029727835.1|AEAL, LOC109404422|XP_019532842.2|AEAL
OG0004192	LOC108117287|XP_017085131.1|DEUG	LOC109431838|XP_029727839.1|AEAL, LOC115266081|XP_029727852.1|AEAL
OG0004194	LOC108105283|XP_017067261.1|DEUG	LOC109431794|XP_019563605.2|AEAL
OG0004195	LOC108110062|XP_017074431.1|DEUG	LOC109431864|XP_019563674.2|AEAL, LOC115266095|XP_029727882.1|AEAL
OG0004196	LOC108115977|XP_017083118.1|DEUG	LOC109431874|XP_029727919.1|AEAL, LOC109422744|XP_029712667.1|AEAL
OG0004197	LOC108116486|XP_017083907.1|DEUG	LOC109422742|XP_019553166.2|AEAL
OG0004198	LOC108114992|XP_017081715.1|DEUG	LOC109412317|XP_019541510.2|AEAL, LOC109422712|XP_019553123.1|AEAL
OG0004199	LOC108111521|XP_017076530.1|DEUG	LOC115271063|XP_029736360.1|AEAL, LOC109422690|XP_029727930.1|AEAL
OG0004200	LOC108112832|XP_017078627.1|DEUG	LOC109401131|XP_019529154.2|AEAL, LOC109422686|XP_029727939.1|AEAL
OG0004201	LOC108116049|XP_017083237.1|DEUG	LOC109422685|XP_029727938.1|AEAL, LOC109401132|XP_019529155.2|AEAL
OG0004202	LOC108115571|XP_017082567.1|DEUG	LOC109422682|XP_019553086.1|AEAL, LOC109401134|XP_019529159.2|AEAL
OG0004203	LOC108116406|XP_017083773.1|DEUG	LOC109422552|XP_029727977.1|AEAL, LOC109401140|XP_019529163.1|AEAL
OG0004204	LOC108108762|XP_017072418.1|DEUG	LOC109422672|XP_029727948.1|AEAL, LOC115260172|XP_029716941.1|AEAL, LOC109401133|XP_019529156.2|AEAL
OG0004205	LOC108104262|XP_017065701.1|DEUG	LOC109402770|XP_029736370.1|AEAL, LOC109422549|XP_019552893.2|AEAL
OG0004206	LOC108117218|XP_017085033.1|DEUG	LOC109422649|XP_019553037.2|AEAL, LOC109402824|XP_029716861.1|AEAL
OG0004207	LOC108117244|XP_017085078.1|DEUG	LOC109402830|XP_019531108.2|AEAL, LOC109422648|XP_019553036.2|AEAL
OG0004208	LOC108116428|XP_017083811.1|DEUG	LOC109422647|XP_029736420.1|AEAL, LOC109402837|XP_029716848.1|AEAL
OG0004209	LOC108117524|XP_017085511.1|DEUG	LOC115271088|XP_029736428.1|AEAL, LOC109422642|XP_019553028.1|AEAL, LOC109402799|XP_019531058.2|AEAL
OG0004210	LOC108110204|XP_017074669.1|DEUG	LOC109402788|XP_029712208.1|AEAL, LOC109422608|XP_019552960.1|AEAL
OG0004211	LOC108111136|XP_017075995.1|DEUG	LOC109422605|XP_029712214.1|AEAL, LOC109402785|XP_029712205.1|AEAL
OG0004212	LOC108109681|XP_017073767.1|DEUG	LOC109406147|XP_019534752.1|AEAL
OG0004213	LOC108109546|XP_017073605.1|DEUG	LOC109403729|XP_029718518.1|AEAL, LOC115261288|XP_029718529.1|AEAL
OG0004214	LOC108109300|XP_017073285.1|DEUG	LOC109403717|XP_019532124.1|AEAL
OG0004215	LOC108113117|XP_017079106.1|DEUG	LOC109406567|XP_029718583.1|AEAL
OG0004216	LOC108106014|XP_017068349.1|DEUG	LOC115261322|XP_029718600.1|AEAL, LOC109413055|XP_029718611.1|AEAL
OG0004217	LOC108108169|XP_017071599.1|DEUG	LOC109413060|XP_029718617.1|AEAL, LOC109403310|XP_029718599.1|AEAL
OG0004218	LOC108117361|XP_017085233.1|DEUG	LOC109414120|XP_019543409.2|AEAL
OG0004219	LOC108109537|XP_017073591.1|DEUG	LOC115261353|XP_029718687.1|AEAL, LOC109414140|XP_029709951.1|AEAL
OG0004220	LOC108116317|XP_017083597.1|DEUG	LOC109417341|XP_029709958.1|AEAL, LOC109398814|XP_029718694.1|AEAL
OG0004221	LOC108110196|XP_017074646.1|DEUG	LOC109429210|XP_019560644.2|AEAL, LOC115271060|XP_029736350.1|AEAL
OG0004222	LOC108111739|XP_017076781.1|DEUG	LOC109398780|XP_019526716.2|AEAL, LOC115261617|XP_029719379.1|AEAL
OG0004223	LOC108111780|XP_017076854.1|DEUG, LOC108112710|XP_017078426.1|DEUG	LOC109429203|XP_029718760.1|AEAL
OG0004224	LOC108115292|XP_017082164.1|DEUG	LOC109398846|XP_029718763.1|AEAL
OG0004225	LOC108103365|XP_017064301.1|DEUG	LOC109398850|XP_029718765.1|AEAL
OG0004226	LOC108111485|XP_017076458.1|DEUG	LOC109429179|XP_029718816.1|AEAL, LOC109398796|XP_029718780.1|AEAL
OG0004227	LOC108116404|XP_017083770.1|DEUG	LOC109429174|XP_029736197.1|AEAL, LOC109398772|XP_029718788.1|AEAL, LOC115261383|XP_029718823.1|AEAL
OG0004228	LOC108116407|XP_017083776.1|DEUG	LOC109429172|XP_029736196.1|AEAL, LOC115261385|XP_029718826.1|AEAL, LOC109398873|XP_029718793.1|AEAL
OG0004230	LOC108103438|XP_017064397.1|DEUG	LOC109398784|XP_029718846.1|AEAL, LOC109429154|XP_029718848.1|AEAL
OG0004231	LOC108107828|XP_017071067.1|DEUG	LOC109429142|XP_029730075.1|AEAL, LOC109409023|XP_029718852.1|AEAL, LOC115254067|XP_029718866.1|AEAL
OG0004232	LOC108107832|XP_017071072.1|DEUG	LOC109409022|XP_029718868.1|AEAL, LOC115253599|XP_029718857.1|AEAL, LOC109429140|XP_029730073.1|AEAL
OG0004233	LOC108107831|XP_017071071.1|DEUG	LOC115267298|XP_029730071.1|AEAL, LOC109429138|XP_029718855.1|AEAL, LOC109409021|XP_019537976.1|AEAL
OG0004234	LOC108107844|XP_017071087.1|DEUG	LOC109429125|XP_019560519.2|AEAL, LOC115261401|XP_029718875.1|AEAL, LOC109409010|XP_019537961.1|AEAL
OG0004235	LOC108102452|XP_017062946.1|DEUG	LOC115254068|XP_029718878.1|AEAL, LOC109429123|XP_019560517.2|AEAL
OG0004236	LOC108105288|XP_017067266.1|DEUG	LOC115260272|XP_029717070.1|AEAL, LOC109429092|XP_019560474.2|AEAL, LOC115261462|XP_029718997.1|AEAL
OG0004237	LOC108115107|XP_017081844.1|DEUG	LOC109411671|XP_029718991.1|AEAL, LOC109427198|XP_019558253.2|AEAL, LOC115264877|XP_029724774.1|AEAL
OG0004238	LOC108111572|XP_017076584.1|DEUG	LOC109427220|XP_019558274.1|AEAL, LOC115257312|XP_029712633.1|AEAL, LOC115261429|XP_029718939.1|AEAL
OG0004239	LOC108110166|XP_017074578.1|DEUG	LOC115269131|XP_029733398.1|AEAL, LOC115261428|XP_029718937.1|AEAL, LOC109427223|XP_019558278.2|AEAL
OG0004240	LOC108115010|XP_017081741.1|DEUG	LOC115254070|XP_029718933.1|AEAL, LOC109427231|XP_019558282.2|AEAL
OG0004241	LOC108108355|XP_017071884.1|DEUG	LOC109411603|XP_019540707.2|AEAL, LOC109427236|XP_019558301.2|AEAL
OG0004242	LOC108108316|XP_017071830.1|DEUG	LOC109411605|XP_019540709.2|AEAL, LOC115261445|XP_029718970.1|AEAL
OG0004243	LOC108107546|XP_017070576.1|DEUG	LOC115261419|XP_029718915.1|AEAL, LOC109427244|XP_019558307.2|AEAL
OG0004244	LOC108105286|XP_017067264.1|DEUG	LOC115259227|XP_029715619.1|AEAL, LOC115261418|XP_029718914.1|AEAL, LOC109411613|XP_019540714.2|AEAL
OG0004245	LOC108102833|XP_017063513.1|DEUG	LOC115261444|XP_029718966.1|AEAL, LOC109411616|XP_019540716.1|AEAL
OG0004246	LOC108114657|XP_017081220.1|DEUG	LOC115260361|XP_029717155.1|AEAL
OG0004247	LOC108103304|XP_017064216.1|DEUG	LOC115260371|XP_029717175.1|AEAL, LOC109411637|XP_029717197.1|AEAL
OG0004248	LOC108108894|XP_017072603.1|DEUG	LOC115261159|XP_029718376.1|AEAL, LOC109428146|XP_019559375.2|AEAL
OG0004249	LOC108104733|XP_017066459.1|DEUG	LOC109404495|XP_019532930.1|AEAL, LOC115254078|XP_029719069.1|AEAL, LOC109406325|XP_029719037.1|AEAL
OG0004250	LOC108110812|XP_017075533.1|DEUG	LOC109406320|XP_029719031.1|AEAL, LOC115261489|XP_029719066.1|AEAL, LOC109404491|XP_019532927.2|AEAL
OG0004251	LOC108105480|XP_017067585.1|DEUG	LOC109406300|XP_029719026.1|AEAL, LOC109404468|XP_029719056.1|AEAL, LOC115253606|XP_029719112.1|AEAL
OG0004252	LOC108109623|XP_017073692.1|DEUG	LOC115261474|XP_029719025.1|AEAL, LOC109406317|XP_019534957.2|AEAL, LOC115261483|XP_029719053.1|AEAL, LOC109404484|XP_029719123.1|AEAL
OG0004253	LOC108109420|XP_017073407.1|DEUG	LOC109406308|XP_029719133.1|AEAL, LOC109404466|XP_029719044.1|AEAL
OG0004254	LOC108105086|XP_017067004.1|DEUG	LOC109404509|XP_019532953.1|AEAL, LOC109406294|XP_029719138.1|AEAL
OG0004255	LOC108110636|XP_017075224.1|DEUG	LOC109416180|XP_019545704.2|AEAL
OG0004256	LOC108112540|XP_017077955.1|DEUG	LOC109416625|XP_029719262.1|AEAL, LOC115261555|XP_029719286.1|AEAL, LOC109432834|XP_029719288.1|AEAL
OG0004257	LOC108111443|XP_017076401.1|DEUG	LOC115261547|XP_029719259.1|AEAL, LOC109416623|XP_029719278.1|AEAL, LOC109432832|XP_029719281.1|AEAL
OG0004258	LOC108113758|XP_017079942.1|DEUG	LOC115253901|XP_029719297.1|AEAL, LOC109432842|XP_029719299.1|AEAL, LOC109416622|XP_029719258.1|AEAL
OG0004259	LOC108113261|XP_017079299.1|DEUG	LOC109432843|XP_029719256.1|AEAL, LOC115261657|XP_029719420.1|AEAL, LOC109416621|XP_029719300.1|AEAL
OG0004261	LOC108115293|XP_017082167.1|DEUG	LOC109401442|XP_029710320.1|AEAL
OG0004262	LOC108117554|XP_017085552.1|DEUG	LOC109411908|XP_029733109.1|AEAL, LOC109406243|XP_019534847.2|AEAL
OG0004263	LOC108117169|XP_017084939.1|DEUG	LOC109411919|XP_029733058.1|AEAL
OG0004264	LOC108115165|XP_017081968.1|DEUG	LOC109411929|XP_019541121.1|AEAL
OG0004265	LOC108116233|XP_017083512.1|DEUG	LOC109411954|XP_019541154.2|AEAL
OG0004266	LOC108116409|XP_017083782.1|DEUG	LOC109417145|XP_019546812.2|AEAL, LOC109411959|XP_029730101.1|AEAL
OG0004267	LOC108110630|XP_017075221.1|DEUG	LOC109411962|XP_019541166.1|AEAL
OG0004268	LOC108106544|XP_017069186.1|DEUG	LOC109411974|XP_019541180.2|AEAL
OG0004269	LOC108113001|XP_017078903.1|DEUG	LOC109424541|XP_029734023.1|AEAL, LOC115269143|XP_029733414.1|AEAL, LOC109428752|XP_029734054.1|AEAL
OG0004270	LOC108112565|XP_017078015.1|DEUG	LOC109424535|XP_019555258.1|AEAL, LOC115269435|XP_029734059.1|AEAL, LOC115269426|XP_029734016.1|AEAL
OG0004271	LOC108111944|XP_017077112.1|DEUG	LOC109424531|XP_019555249.2|AEAL, LOC109428760|XP_029734011.1|AEAL
OG0004272	LOC108116515|XP_017083940.1|DEUG	LOC115269425|XP_029734009.1|AEAL, LOC109424529|XP_019555247.1|AEAL, LOC115269446|XP_029734071.1|AEAL
OG0004273	LOC108111771|XP_017076825.1|DEUG	LOC115253801|XP_029734010.1|AEAL, LOC109424527|XP_019555245.2|AEAL, LOC109428766|XP_019560145.2|AEAL
OG0004274	LOC108105049|XP_017066943.1|DEUG	LOC109424520|XP_029734003.1|AEAL, LOC109428772|XP_029734075.1|AEAL, LOC115269444|XP_029734068.1|AEAL
OG0004275	LOC108109979|XP_017074294.1|DEUG	LOC109397774|XP_029733980.1|AEAL, LOC109428796|XP_029733953.1|AEAL
OG0004276	LOC108109908|XP_017074205.1|DEUG	LOC109409115|XP_029719808.1|AEAL
OG0004277	LOC108113944|XP_017080144.1|DEUG	LOC109400458|XP_029709763.1|AEAL, LOC109405224|XP_029724623.1|AEAL, LOC109400483|XP_019528544.2|AEAL, LOC115264547|XP_029724200.1|AEAL, LOC109405252|XP_019533834.1|AEAL
OG0004278	LOC108103799|XP_017064969.1|DEUG	LOC109405317|XP_019533903.2|AEAL, LOC115264539|XP_029724148.1|AEAL
OG0004279	LOC108111123|XP_017075965.1|DEUG	LOC109399334|XP_019527320.2|AEAL
OG0004280	LOC108104379|XP_017065889.1|DEUG	LOC109405701|XP_029724211.1|AEAL, LOC109399236|XP_029724152.1|AEAL
OG0004281	LOC108109287|XP_017073269.1|DEUG	LOC109401609|XP_019529730.2|AEAL, LOC109398916|XP_019526915.2|AEAL
OG0004282	LOC108112594|XP_017078132.1|DEUG	LOC109398913|XP_029724257.1|AEAL, LOC109401571|XP_019529690.1|AEAL
OG0004283	LOC108112597|XP_017078139.1|DEUG	LOC109401579|XP_019529698.1|AEAL, LOC109398914|XP_019526913.1|AEAL
OG0004284	LOC108115494|XP_017082469.1|DEUG	LOC115264587|XP_029724300.1|AEAL, LOC109431999|XP_029724299.1|AEAL, LOC109431299|XP_019563061.2|AEAL
OG0004285	LOC108116713|XP_017084224.1|DEUG	LOC109432019|XP_019563869.2|AEAL, LOC115264573|XP_029724269.1|AEAL
OG0004286	LOC108114065|XP_017080308.1|DEUG	LOC115264574|XP_029724277.1|AEAL, LOC109431973|XP_019563815.2|AEAL
OG0004287	LOC108114672|XP_017081243.1|DEUG	LOC109431303|XP_019563064.2|AEAL, LOC109432003|XP_029724295.1|AEAL, LOC115264575|XP_029724279.1|AEAL
OG0004288	LOC108114299|XP_017080691.1|DEUG	LOC109431318|XP_029724292.1|AEAL, LOC115264576|XP_029724280.1|AEAL, LOC109407711|XP_019536409.1|AEAL
OG0004289	LOC108108743|XP_017072378.1|DEUG	LOC109420097|XP_029724381.1|AEAL, LOC109409392|XP_029724377.1|AEAL
OG0004290	LOC108106513|XP_017069096.1|DEUG	LOC115264664|XP_029724470.1|AEAL, LOC109415896|XP_029716602.1|AEAL, LOC115264640|XP_029724399.1|AEAL
OG0004291	LOC108106771|XP_017069501.1|DEUG	LOC115264688|XP_029724531.1|AEAL, LOC109401549|XP_029724517.1|AEAL, LOC109402894|XP_019531174.1|AEAL
OG0004292	LOC108102752|XP_017063398.1|DEUG	LOC115264678|XP_029724514.1|AEAL, LOC109401541|XP_029724477.1|AEAL, LOC115264690|XP_029724533.1|AEAL
OG0004293	LOC108118183|XP_017086230.1|DEUG	LOC109401550|XP_029724508.1|AEAL, LOC109402893|XP_029724536.1|AEAL, LOC115253686|XP_029724479.1|AEAL
OG0004294	LOC108104261|XP_017065699.1|DEUG	LOC109402895|XP_029724489.1|AEAL, LOC109411821|XP_029724500.1|AEAL, LOC115253721|XP_029724545.1|AEAL
OG0004295	LOC108104282|XP_017065736.1|DEUG	LOC115264671|XP_029724492.1|AEAL, LOC109402885|XP_029724551.1|AEAL
OG0004296	LOC108104284|XP_017065743.1|DEUG	LOC115264784|XP_029724658.1|AEAL, LOC109402897|XP_029724495.1|AEAL, LOC109411830|XP_029724650.1|AEAL
OG0004297	LOC108107469|XP_017070505.1|DEUG	LOC109422249|XP_019552408.1|AEAL, LOC109621771|XP_019931449.1|AEAL
OG0004298	LOC108104552|XP_017066183.1|DEUG	LOC115264696|XP_029724560.1|AEAL, LOC109422261|XP_019552420.2|AEAL
OG0004299	LOC108106243|XP_017068656.1|DEUG	LOC109422269|XP_029716618.1|AEAL, LOC115259956|XP_029716614.1|AEAL
OG0004300	LOC108109286|XP_017073268.1|DEUG	LOC109403273|XP_019531622.1|AEAL, LOC115257427|XP_029712869.1|AEAL, LOC109418814|XP_019548586.1|AEAL
OG0004301	LOC108102754|XP_017063402.1|DEUG	LOC109418813|XP_019548585.2|AEAL, LOC109403267|XP_019531607.2|AEAL
OG0004302	LOC108112655|XP_017078274.1|DEUG	LOC109405820|XP_029713860.1|AEAL, LOC109418843|XP_019548623.2|AEAL
OG0004303	LOC108104847|XP_017066653.1|DEUG	LOC109420300|XP_029713114.1|AEAL, LOC109420330|XP_029713105.1|AEAL
OG0004304	LOC108112299|XP_017077612.1|DEUG	LOC109420331|XP_029712781.1|AEAL, LOC109401674|XP_029713549.1|AEAL
OG0004305	LOC108111930|XP_017077063.1|DEUG	LOC109401632|XP_029713294.1|AEAL, LOC115257360|XP_029712706.1|AEAL
OG0004306	LOC108106733|XP_017069460.1|DEUG	LOC109402271|XP_019530466.2|AEAL, LOC109433177|XP_029712907.1|AEAL, LOC115257895|XP_029713737.1|AEAL
OG0004307	LOC108106579|XP_017069248.1|DEUG	LOC109433168|XP_029712910.1|AEAL, LOC109402264|XP_029713704.1|AEAL
OG0004308	LOC108107254|XP_017070172.1|DEUG	LOC115257779|XP_029713594.1|AEAL, LOC109402280|XP_029713589.1|AEAL, LOC109433180|XP_019565131.1|AEAL
OG0004309	LOC108108326|XP_017071842.1|DEUG	LOC109403475|XP_019531850.1|AEAL, LOC109400009|XP_019528021.1|AEAL
OG0004310	LOC108104572|XP_017066213.1|DEUG	LOC109424498|XP_029708332.1|AEAL
OG0004311	LOC108114708|XP_017081296.1|DEUG	LOC109422398|XP_019552721.2|AEAL
OG0004312	LOC108107428|XP_017070447.1|DEUG	LOC109422395|XP_019552717.1|AEAL, LOC109424491|XP_019555195.2|AEAL
OG0004313	LOC108111617|XP_017076633.1|DEUG	LOC109422393|XP_029733169.1|AEAL, LOC109424490|XP_029719557.1|AEAL
OG0004314	LOC108112667|XP_017078293.1|DEUG	LOC109422375|XP_029729565.1|AEAL
OG0004315	LOC108107389|XP_017070395.1|DEUG	LOC109422372|XP_019552665.1|AEAL, LOC109424464|XP_019555143.1|AEAL
OG0004316	LOC108104810|XP_017066581.1|DEUG	LOC109422371|XP_029729575.1|AEAL, LOC109424465|XP_029716860.1|AEAL
OG0004317	LOC108109002|XP_017072759.1|DEUG	LOC109422364|XP_029729578.1|AEAL, LOC109424460|XP_029716838.1|AEAL
OG0004319	LOC108113158|XP_017079158.1|DEUG	LOC109422333|XP_019552566.2|AEAL
OG0004320	LOC108115675|XP_017082729.1|DEUG	LOC109424458|XP_019555135.2|AEAL, LOC109422362|XP_029716858.1|AEAL
OG0004321	LOC108106154|XP_017068546.1|DEUG	LOC109418701|XP_019548476.2|AEAL, LOC109415943|XP_019545447.2|AEAL
OG0004322	LOC108116998|XP_017084652.1|DEUG	LOC109415941|XP_019545444.2|AEAL
