Orthogroup	DEUG.longest_only	BCOP.longest_only
OG0003672	LOC108113813|XP_017080010.1|DEUG	LOC119077932|XP_037041209.1|BCOP
OG0003673	LOC108113112|XP_017079094.1|DEUG	LOC119073947|XP_037035717.1|BCOP
OG0003674	LOC108113018|XP_017078931.1|DEUG	LOC119074503|XP_037036553.1|BCOP
OG0003675	LOC108109036|XP_017072823.1|DEUG	LOC119079691|XP_037043647.1|BCOP
OG0003676	LOC108109034|XP_017072818.1|DEUG	LOC119073373|XP_037034691.1|BCOP
OG0003677	LOC108117451|XP_017085357.1|DEUG	LOC119079391|XP_037043173.1|BCOP
OG0003678	LOC108108034|XP_017071395.1|DEUG	LOC119079996|XP_037044058.1|BCOP
OG0003679	LOC108108205|XP_017071651.1|DEUG	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP
OG0003680	LOC108113330|XP_017079375.1|DEUG	LOC119083652|XP_037049323.1|BCOP
OG0003681	LOC108112713|XP_017078428.1|DEUG	LOC119083721|XP_037049412.1|BCOP
OG0003682	LOC108111768|XP_017076822.1|DEUG	LOC119080875|XP_037045345.1|BCOP
OG0003683	LOC108112559|XP_017077994.1|DEUG	LOC119084824|XP_037050799.1|BCOP
OG0003684	LOC108117390|XP_017085277.1|DEUG	LOC119075195|XP_037037484.1|BCOP
OG0003685	LOC108108345|XP_017071871.1|DEUG	LOC119080833|XP_037045283.1|BCOP
OG0003686	LOC108104843|XP_017066641.1|DEUG	LOC119081655|XP_037046632.1|BCOP
OG0003687	LOC108112871|XP_017078690.1|DEUG	LOC119074022|XP_037035855.1|BCOP
OG0003688	LOC108113188|XP_017079203.1|DEUG	LOC119074038|XP_037035879.1|BCOP
OG0003689	LOC108116781|XP_017084308.1|DEUG	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP
OG0003690	LOC108108598|XP_017072184.1|DEUG	LOC119073354|XP_037034647.1|BCOP
OG0003691	LOC108118249|XP_017086326.1|DEUG	LOC119079332|XP_037043035.1|BCOP
OG0003692	LOC108113237|XP_017079269.1|DEUG	LOC119079336|XP_037043058.1|BCOP
OG0003693	LOC108104645|XP_017066313.1|DEUG	LOC119080195|XP_037044330.1|BCOP
OG0003694	LOC108113945|XP_017080145.1|DEUG	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP
OG0003695	LOC108108591|XP_017072176.1|DEUG	LOC119081127|XP_037045766.1|BCOP
OG0003696	LOC108106342|XP_017068811.1|DEUG	LOC119078188|XP_037041557.1|BCOP
OG0003697	LOC108104787|XP_017066535.1|DEUG	LOC119079885|XP_037043861.1|BCOP
OG0003698	LOC108114553|XP_017081089.1|DEUG, LOC108114720|XP_017081314.1|DEUG	LOC119073238|XP_037034448.1|BCOP
OG0003699	LOC108107342|XP_017070328.1|DEUG	LOC119081643|XP_037046617.1|BCOP
OG0003700	LOC108107448|XP_017070480.1|DEUG	LOC119081646|XP_037046625.1|BCOP
OG0003701	LOC108106146|XP_017068534.1|DEUG	LOC119074807|XP_037036986.1|BCOP
OG0003702	LOC108105989|XP_017068312.1|DEUG	LOC119067833|XP_037026902.1|BCOP
OG0003703	LOC108107858|XP_017071113.1|DEUG	LOC119080867|XP_037045340.1|BCOP
OG0003704	LOC108108592|XP_017072177.1|DEUG	LOC119080855|XP_037045324.1|BCOP
OG0003705	LOC108109064|XP_017072886.1|DEUG	LOC119081343|XP_037046043.1|BCOP
OG0003706	LOC108108117|XP_017071523.1|DEUG	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP
OG0003707	LOC108102858|XP_017063548.1|DEUG	LOC119069576|XP_037029559.1|BCOP
OG0003708	LOC108114137|XP_017080408.1|DEUG	LOC119073819|XP_037035491.1|BCOP
OG0003709	LOC108112735|XP_017078460.1|DEUG	LOC119080731|XP_037045166.1|BCOP
OG0003710	LOC108113278|XP_017079316.1|DEUG	LOC119079743|XP_037043707.1|BCOP
OG0003711	LOC108108723|XP_017072346.1|DEUG	LOC119079357|XP_037043097.1|BCOP
OG0003712	LOC108106721|XP_017069447.1|DEUG	LOC119081351|XP_037046091.1|BCOP
OG0003713	LOC108109229|XP_017073191.1|DEUG	LOC119081353|XP_037046094.1|BCOP
OG0003714	LOC108109228|XP_017073189.1|DEUG	LOC119073529|XP_037034963.1|BCOP
OG0003715	LOC108109773|XP_017073936.1|DEUG	LOC119080646|XP_037044954.1|BCOP
OG0003716	LOC108114552|XP_017081088.1|DEUG	LOC119077481|XP_037040589.1|BCOP
OG0003717	LOC108114240|XP_017080605.1|DEUG	LOC119079521|XP_037043388.1|BCOP
OG0003718	LOC108109896|XP_017074192.1|DEUG	LOC119075088|XP_037037377.1|BCOP
OG0003720	LOC108117704|XP_017085738.1|DEUG	LOC119066294|XP_037024564.1|BCOP, LOC119070174|XP_037030378.1|BCOP
OG0003721	LOC108113289|XP_017079328.1|DEUG	LOC119080782|XP_037045246.1|BCOP
OG0003722	LOC108104909|XP_017066732.1|DEUG	LOC119073049|XP_037034258.1|BCOP
OG0003723	LOC108117393|XP_017085281.1|DEUG	LOC119074826|XP_037037015.1|BCOP
OG0003724	LOC108108146|XP_017071564.1|DEUG	LOC119077488|XP_037040596.1|BCOP
OG0003725	LOC108107822|XP_017071058.1|DEUG	LOC119081058|XP_037045668.1|BCOP
OG0003726	LOC108108017|XP_017071363.1|DEUG	LOC119079899|XP_037043883.1|BCOP
OG0003727	LOC108114515|XP_017081025.1|DEUG	LOC119084899|XP_037050947.1|BCOP
OG0003728	LOC108116399|XP_017083758.1|DEUG	LOC119074444|XP_037036471.1|BCOP
OG0003729	LOC108113670|XP_017079838.1|DEUG	LOC119080660|XP_037044975.1|BCOP
OG0003730	LOC108107713|XP_017070808.1|DEUG	LOC119079308|XP_037042994.1|BCOP
OG0003731	LOC108108043|XP_017071406.1|DEUG	LOC119080257|XP_037044402.1|BCOP
OG0003732	LOC108114158|XP_017080438.1|DEUG	LOC119079946|XP_037043951.1|BCOP
OG0003733	LOC108102856|XP_017063544.1|DEUG	LOC119079956|XP_037043962.1|BCOP
OG0003734	LOC108104663|XP_017066338.1|DEUG	LOC119079937|XP_037043936.1|BCOP
OG0003735	LOC108107352|XP_017070341.1|DEUG	LOC119074081|XP_037035929.1|BCOP
OG0003736	LOC108113152|XP_017079151.1|DEUG	LOC119074127|XP_037036004.1|BCOP
OG0003737	LOC108113350|XP_017079401.1|DEUG	LOC119069794|XP_037029835.1|BCOP
OG0003738	LOC108113305|XP_017079346.1|DEUG	LOC119074497|XP_037036544.1|BCOP
OG0003739	LOC108112765|XP_017078514.1|DEUG	LOC119075777|XP_037038232.1|BCOP
OG0003740	LOC108113348|XP_017079399.1|DEUG	LOC119079328|XP_037043019.1|BCOP
OG0003741	LOC108102775|XP_017063425.1|DEUG	LOC119079954|XP_037043960.1|BCOP
OG0003742	LOC108108535|XP_017072098.1|DEUG	LOC119080759|XP_037045214.1|BCOP
OG0003743	LOC108109133|XP_017073019.1|DEUG	LOC119079327|XP_037043018.1|BCOP
OG0003744	LOC108112917|XP_017078793.1|DEUG	LOC119080174|XP_037044294.1|BCOP
OG0003745	LOC108106285|XP_017068741.1|DEUG	LOC119081838|XP_037046973.1|BCOP
OG0003746	LOC108109077|XP_017072927.1|DEUG	LOC119074496|XP_037036543.1|BCOP
OG0003747	LOC108107603|XP_017070657.1|DEUG	LOC119075077|XP_037037369.1|BCOP
OG0003748	LOC108107610|XP_017070668.1|DEUG	LOC119075213|XP_037037498.1|BCOP
OG0003749	LOC108107731|XP_017070869.1|DEUG	LOC119075200|XP_037037492.1|BCOP
OG0003750	LOC108107732|XP_017070870.1|DEUG	LOC119075224|XP_037037510.1|BCOP
OG0003751	LOC108107728|XP_017070864.1|DEUG	LOC119080838|XP_037045293.1|BCOP
OG0003752	LOC108114477|XP_017080979.1|DEUG	LOC119081211|XP_037045826.1|BCOP
OG0003753	LOC108114386|XP_017080833.1|DEUG	LOC119084971|XP_037051018.1|BCOP
OG0003754	LOC108114385|XP_017080831.1|DEUG	LOC119081210|XP_037045825.1|BCOP
OG0003755	LOC108114206|XP_017080514.1|DEUG	LOC119080702|XP_037045056.1|BCOP
OG0003756	LOC108110717|XP_017075355.1|DEUG	LOC119073981|XP_037035786.1|BCOP
OG0003757	LOC108107331|XP_017070305.1|DEUG	LOC119079616|XP_037043507.1|BCOP
OG0003758	LOC108111971|XP_017077167.1|DEUG	LOC119083608|XP_037049242.1|BCOP
OG0003759	LOC108109830|XP_017074055.1|DEUG	LOC119073249|XP_037034492.1|BCOP
OG0003760	LOC108112575|XP_017078084.1|DEUG	LOC119081043|XP_037045643.1|BCOP
OG0003761	LOC108109875|XP_017074159.1|DEUG	LOC119073258|XP_037034526.1|BCOP
OG0003762	LOC108109876|XP_017074160.1|DEUG	LOC119080427|XP_037044674.1|BCOP
OG0003763	LOC108108114|XP_017071514.1|DEUG	LOC119085718|XP_037052065.1|BCOP
OG0003764	LOC108107992|XP_017071330.1|DEUG	LOC119073807|XP_037035467.1|BCOP
OG0003765	LOC108105738|XP_017067941.1|DEUG	LOC119083718|XP_037049410.1|BCOP
OG0003766	LOC108110299|XP_017074797.1|DEUG	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP
OG0003767	LOC108113029|XP_017078949.1|DEUG	LOC119067110|XP_037025772.1|BCOP
OG0003768	LOC108106734|XP_017069461.1|DEUG	LOC119073375|XP_037034694.1|BCOP
OG0003769	LOC108106422|XP_017068940.1|DEUG	LOC119079481|XP_037043320.1|BCOP
OG0003770	LOC108102375|XP_017062782.1|DEUG	LOC119079467|XP_037043292.1|BCOP
OG0003771	LOC108109840|XP_017074079.1|DEUG	LOC119076409|XP_037039041.1|BCOP
OG0003772	LOC108108271|XP_017071734.1|DEUG	LOC119080516|XP_037044820.1|BCOP
OG0003773	LOC108104785|XP_017066529.1|DEUG	LOC119074008|XP_037035836.1|BCOP
OG0003774	LOC108104850|XP_017066656.1|DEUG	LOC119073936|XP_037035702.1|BCOP
OG0003775	LOC108105005|XP_017066871.1|DEUG	LOC119081406|XP_037046195.1|BCOP
OG0003776	LOC108113361|XP_017079415.1|DEUG	LOC119073884|XP_037035660.1|BCOP
OG0003777	LOC108109067|XP_017072900.1|DEUG	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP
OG0003778	LOC108106719|XP_017069441.1|DEUG	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP
OG0003779	LOC108109087|XP_017072944.1|DEUG	LOC119080590|XP_037044878.1|BCOP
OG0003780	LOC108112532|XP_017077947.1|DEUG	LOC119074594|XP_037036731.1|BCOP
OG0003781	LOC108102368|XP_017062772.1|DEUG	LOC119080944|XP_037045467.1|BCOP
OG0003782	LOC108102440|XP_017062923.1|DEUG	LOC119076436|XP_037039081.1|BCOP
OG0003783	LOC108115845|XP_017082947.1|DEUG	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP
OG0003784	LOC108104529|XP_017066150.1|DEUG	LOC119073399|XP_037034724.1|BCOP
OG0003785	LOC108104156|XP_017065545.1|DEUG	LOC119073553|XP_037035004.1|BCOP
OG0003786	LOC108113103|XP_017079065.1|DEUG	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP
OG0003787	LOC108113104|XP_017079068.1|DEUG	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP
OG0003788	LOC108107432|XP_017070449.1|DEUG	LOC119084812|XP_037050779.1|BCOP
OG0003789	LOC108112689|XP_017078371.1|DEUG	LOC119079981|XP_037044027.1|BCOP
OG0003790	LOC108102759|XP_017063407.1|DEUG	LOC119081478|XP_037046371.1|BCOP
OG0003791	LOC108109620|XP_017073680.1|DEUG	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP
OG0003792	LOC108112188|XP_017077489.1|DEUG	LOC119085213|XP_037051419.1|BCOP
OG0003793	LOC108107332|XP_017070306.1|DEUG	LOC119080053|XP_037044154.1|BCOP
OG0003794	LOC108113092|XP_017079026.1|DEUG	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP
OG0003795	LOC108105935|XP_017068209.1|DEUG	LOC119073496|XP_037034902.1|BCOP
OG0003796	LOC108111375|XP_017076296.1|DEUG	LOC119084951|XP_037050991.1|BCOP
OG0003797	LOC108105886|XP_017068158.1|DEUG	LOC119070823|XP_037031218.1|BCOP
OG0003798	LOC108104599|XP_017066256.1|DEUG	LOC119073279|XP_037034557.1|BCOP
OG0003799	LOC108113049|XP_017078968.1|DEUG	LOC119073272|XP_037034550.1|BCOP
OG0003800	LOC108105861|XP_017068124.1|DEUG	LOC119070805|XP_037031180.1|BCOP
OG0003801	LOC108114874|XP_017081516.1|DEUG	LOC119083153|XP_037048694.1|BCOP
OG0003802	LOC108114830|XP_017081457.1|DEUG	LOC119075293|XP_037037600.1|BCOP
OG0003803	LOC108111379|XP_017076300.1|DEUG	LOC119066948|XP_037025563.1|BCOP
OG0003804	LOC108105777|XP_017067988.1|DEUG	LOC119066039|XP_037024152.1|BCOP
OG0003805	LOC108104189|XP_017065619.1|DEUG	LOC119085180|XP_037051383.1|BCOP
OG0003806	LOC108113057|XP_017078983.1|DEUG	LOC119070911|XP_037031336.1|BCOP
OG0003807	LOC108113429|XP_017079478.1|DEUG	LOC119077159|XP_037040244.1|BCOP
OG0003808	LOC108108511|XP_017072069.1|DEUG	LOC119084845|XP_037050847.1|BCOP
OG0003809	LOC108106944|XP_017069702.1|DEUG	LOC119074006|XP_037035835.1|BCOP
OG0003810	LOC108107368|XP_017070361.1|DEUG	LOC119076188|XP_037038755.1|BCOP
OG0003811	LOC108109081|XP_017072934.1|DEUG	LOC119070969|XP_037031436.1|BCOP
OG0003812	LOC108104173|XP_017065568.1|DEUG	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP
OG0003813	LOC108110691|XP_017075311.1|DEUG	LOC119070915|XP_037031344.1|BCOP
OG0003814	LOC108104041|XP_017065364.1|DEUG	LOC119066746|XP_037025266.1|BCOP
OG0003815	LOC108117233|XP_017085056.1|DEUG	LOC119066366|XP_037024680.1|BCOP
OG0003816	LOC108106959|XP_017069729.1|DEUG	LOC119070892|XP_037031312.1|BCOP
OG0003817	LOC108108395|XP_017071940.1|DEUG	LOC119070797|XP_037031173.1|BCOP
OG0003818	LOC108107176|XP_017070084.1|DEUG	LOC119077006|XP_037040011.1|BCOP
OG0003819	LOC108110553|XP_017075131.1|DEUG	LOC119077017|XP_037040024.1|BCOP
OG0003820	LOC108108310|XP_017071818.1|DEUG	LOC119073506|XP_037034917.1|BCOP
OG0003821	LOC108106796|XP_017069530.1|DEUG	LOC119081767|XP_037046856.1|BCOP
OG0003822	LOC108115187|XP_017081995.1|DEUG, LOC108111890|XP_017077013.1|DEUG	LOC119078871|XP_037042481.1|BCOP
OG0003823	LOC108111759|XP_017076812.1|DEUG	LOC119066744|XP_037025262.1|BCOP
OG0003824	LOC108106829|XP_017069555.1|DEUG, LOC108106830|XP_017069556.1|DEUG	LOC119085885|XP_037052296.1|BCOP
OG0003825	LOC108111211|XP_017076098.1|DEUG	LOC119077097|XP_037040149.1|BCOP
OG0003826	LOC108102588|XP_017063179.1|DEUG	LOC119081923|XP_037047071.1|BCOP
OG0003827	LOC108108069|XP_017071442.1|DEUG	LOC119081936|XP_037047087.1|BCOP
OG0003828	LOC108108318|XP_017071836.1|DEUG	LOC119081938|XP_037047089.1|BCOP
OG0003829	LOC108105873|XP_017068137.1|DEUG	LOC119081939|XP_037047095.1|BCOP
OG0003830	LOC108103396|XP_017064343.1|DEUG	LOC119076988|XP_037039988.1|BCOP
OG0003831	LOC108109455|XP_017073443.1|DEUG	LOC119069427|XP_037029378.1|BCOP
OG0003832	LOC108107048|XP_017069899.1|DEUG	LOC119075662|XP_037038066.1|BCOP
OG0003833	LOC108107096|XP_017069965.1|DEUG	LOC119077002|XP_037040005.1|BCOP
OG0003834	LOC108107064|XP_017069919.1|DEUG	LOC119066264|XP_037024513.1|BCOP
OG0003835	LOC108105165|XP_017067093.1|DEUG	LOC119079855|XP_037043820.1|BCOP
OG0003836	LOC108107077|XP_017069936.1|DEUG	LOC119084582|XP_037050527.1|BCOP
OG0003837	LOC108107119|XP_017069999.1|DEUG	LOC119084583|XP_037050528.1|BCOP
OG0003838	LOC108110596|XP_017075183.1|DEUG	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP
OG0003839	LOC108112488|XP_017077846.1|DEUG	LOC119066643|XP_037025105.1|BCOP
OG0003840	LOC108109035|XP_017072822.1|DEUG	LOC119078711|XP_037042278.1|BCOP
OG0003841	LOC108111018|XP_017075820.1|DEUG	LOC119083200|XP_037048756.1|BCOP
OG0003842	LOC108111788|XP_017076868.1|DEUG	LOC119083135|XP_037048668.1|BCOP
OG0003843	LOC108105781|XP_017067994.1|DEUG	LOC119082088|XP_037047346.1|BCOP
OG0003844	LOC108111031|XP_017075845.1|DEUG	LOC119082006|XP_037047217.1|BCOP
OG0003845	LOC108105851|XP_017068111.1|DEUG	LOC119072737|XP_037033908.1|BCOP
OG0003846	LOC108110843|XP_017075576.1|DEUG	LOC119078472|XP_037041921.1|BCOP
OG0003847	LOC108111078|XP_017075899.1|DEUG	LOC119078479|XP_037041930.1|BCOP
OG0003848	LOC108117272|XP_017085114.1|DEUG	LOC119072784|XP_037033968.1|BCOP
OG0003849	LOC108112461|XP_017077803.1|DEUG	LOC119081835|XP_037046969.1|BCOP
OG0003850	LOC108105813|XP_017068042.1|DEUG	LOC119076253|XP_037038815.1|BCOP
OG0003851	LOC108109099|XP_017072971.1|DEUG	LOC119081564|XP_037046491.1|BCOP
OG0003852	LOC108110715|XP_017075349.1|DEUG	LOC119084700|XP_037050672.1|BCOP
OG0003853	LOC108112827|XP_017078620.1|DEUG	LOC119073824|XP_037035505.1|BCOP
OG0003854	LOC108118435|XP_017086629.1|DEUG	LOC119078665|XP_037042211.1|BCOP
OG0003855	LOC108118442|XP_017086638.1|DEUG	LOC119078666|XP_037042213.1|BCOP
OG0003856	LOC108111587|XP_017076600.1|DEUG	LOC119078675|XP_037042229.1|BCOP
OG0003857	LOC108107556|XP_017071016.1|DEUG	LOC119066697|XP_037025190.1|BCOP
OG0003858	LOC108103756|XP_017064855.1|DEUG	LOC119082648|XP_037048123.1|BCOP
OG0003859	LOC108107067|XP_017069927.1|DEUG	LOC119082614|XP_037048066.1|BCOP
OG0003860	LOC108113170|XP_017079176.1|DEUG	LOC119074096|XP_037035952.1|BCOP
OG0003861	LOC108110664|XP_017075270.1|DEUG	LOC119073809|XP_037035477.1|BCOP
OG0003862	LOC108113452|XP_017079517.1|DEUG	LOC119083139|XP_037048674.1|BCOP
OG0003863	LOC108110641|XP_017075229.1|DEUG	LOC119071459|XP_037032206.1|BCOP
OG0003864	LOC108111209|XP_017076095.1|DEUG	LOC119083293|XP_037048880.1|BCOP
OG0003865	LOC108113648|XP_017079808.1|DEUG	LOC119077875|XP_037041123.1|BCOP
OG0003866	LOC108103413|XP_017064360.1|DEUG	LOC119082061|XP_037047290.1|BCOP
OG0003867	LOC108113882|XP_017080076.1|DEUG	LOC119084675|XP_037050648.1|BCOP
OG0003868	LOC108110944|XP_017075727.1|DEUG	LOC119082757|XP_037048237.1|BCOP
OG0003869	LOC108110724|XP_017075397.1|DEUG	LOC119078531|XP_037041992.1|BCOP
OG0003870	LOC108105663|XP_017067844.1|DEUG	LOC119085311|XP_037051573.1|BCOP
OG0003871	LOC108104121|XP_017065511.1|DEUG	LOC119075698|XP_037038120.1|BCOP
OG0003872	LOC108112685|XP_017078366.1|DEUG	LOC119071270|XP_037032030.1|BCOP
OG0003873	LOC108115554|XP_017082549.1|DEUG	LOC119082605|XP_037048062.1|BCOP
OG0003874	LOC108103389|XP_017064324.1|DEUG	LOC119077850|XP_037041071.1|BCOP
OG0003875	LOC108110970|XP_017075760.1|DEUG	LOC119072830|XP_037034031.1|BCOP
OG0003876	LOC108111171|XP_017076043.1|DEUG	LOC119070954|XP_037031405.1|BCOP
OG0003877	LOC108105160|XP_017067088.1|DEUG	LOC119066446|XP_037024840.1|BCOP
OG0003878	LOC108107066|XP_017069922.1|DEUG	LOC119078449|XP_037041872.1|BCOP
OG0003879	LOC108104700|XP_017066403.1|DEUG	LOC119079705|XP_037043659.1|BCOP
OG0003880	LOC108114402|XP_017080864.1|DEUG	LOC119073539|XP_037034981.1|BCOP
OG0003881	LOC108107364|XP_017070355.1|DEUG	LOC119081656|XP_037046633.1|BCOP
OG0003882	LOC108105586|XP_017067720.1|DEUG	LOC119075791|XP_037038257.1|BCOP
OG0003883	LOC108103443|XP_017064413.1|DEUG	LOC119076747|XP_037039591.1|BCOP
OG0003884	LOC108105845|XP_017068098.1|DEUG	LOC119066364|XP_037024678.1|BCOP
OG0003885	LOC108107001|XP_017069831.1|DEUG	LOC119072088|XP_037033142.1|BCOP
OG0003886	LOC108106895|XP_017069634.1|DEUG	LOC119072077|XP_037033123.1|BCOP
OG0003887	LOC108111041|XP_017075858.1|DEUG	LOC119083203|XP_037048763.1|BCOP
OG0003888	LOC108115620|XP_017082656.1|DEUG, LOC108106179|XP_017068594.1|DEUG	LOC119070293|XP_037030453.1|BCOP
OG0003889	LOC108102644|XP_017063258.1|DEUG	LOC119075609|XP_037037980.1|BCOP
OG0003890	LOC108107613|XP_017070672.1|DEUG	LOC119083156|XP_037048697.1|BCOP
OG0003891	LOC108105854|XP_017068115.1|DEUG	LOC119066284|XP_037024547.1|BCOP
OG0003892	LOC108113697|XP_017079866.1|DEUG	LOC119076980|XP_037039977.1|BCOP
OG0003893	LOC108106941|XP_017069697.1|DEUG	LOC119066376|XP_037024697.1|BCOP
OG0003894	LOC108110483|XP_017075050.1|DEUG	LOC119072761|XP_037033951.1|BCOP
OG0003895	LOC108108893|XP_017072602.1|DEUG	LOC119081612|XP_037046552.1|BCOP
OG0003896	LOC108109238|XP_017073201.1|DEUG	LOC119081416|XP_037046209.1|BCOP
OG0003897	LOC108112533|XP_017077948.1|DEUG	LOC119084549|XP_037050459.1|BCOP
OG0003898	LOC108106852|XP_017069583.1|DEUG	LOC119068891|XP_037028653.1|BCOP
OG0003899	LOC108110748|XP_017075447.1|DEUG	LOC119078495|XP_037041941.1|BCOP
OG0003900	LOC108102591|XP_017063182.1|DEUG	LOC119070741|XP_037031100.1|BCOP
OG0003901	LOC108111040|XP_017076253.1|DEUG	LOC119070884|XP_037031301.1|BCOP
OG0003902	LOC108107052|XP_017069904.1|DEUG	LOC119070880|XP_037031294.1|BCOP
OG0003903	LOC108110768|XP_017075472.1|DEUG	LOC119078704|XP_037042267.1|BCOP
OG0003904	LOC108108536|XP_017072102.1|DEUG	LOC119078703|XP_037042266.1|BCOP
OG0003905	LOC108117526|XP_017085513.1|DEUG	LOC119072246|XP_037033321.1|BCOP
OG0003906	LOC108111985|XP_017077195.1|DEUG	LOC119079653|XP_037043592.1|BCOP
OG0003907	LOC108111234|XP_017076126.1|DEUG	LOC119076982|XP_037039980.1|BCOP
OG0003908	LOC108110623|XP_017075210.1|DEUG	LOC119066273|XP_037024526.1|BCOP
OG0003909	LOC108106654|XP_017069361.1|DEUG	LOC119081424|XP_037046233.1|BCOP
OG0003910	LOC108115067|XP_017081805.1|DEUG	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP
OG0003911	LOC108102696|XP_017063329.1|DEUG	LOC119078557|XP_037042020.1|BCOP
OG0003912	LOC108105120|XP_017067043.1|DEUG	LOC119080018|XP_037044091.1|BCOP
OG0003913	LOC108105884|XP_017068149.1|DEUG	LOC119085142|XP_037051316.1|BCOP
OG0003914	LOC108112336|XP_017077656.1|DEUG	LOC119068025|XP_037027282.1|BCOP
OG0003915	LOC108103704|XP_017064789.1|DEUG	LOC119078017|XP_037041303.1|BCOP
OG0003916	LOC108103314|XP_017064268.1|DEUG	LOC119074708|XP_037036890.1|BCOP
OG0003917	LOC108115524|XP_017082513.1|DEUG	LOC119080230|XP_037044371.1|BCOP
OG0003918	LOC108104089|XP_017065473.1|DEUG	LOC119067285|XP_037026065.1|BCOP
OG0003919	LOC108111142|XP_017075999.1|DEUG	LOC119076379|XP_037038992.1|BCOP
OG0003920	LOC108112230|XP_017077539.1|DEUG	LOC119079597|XP_037043486.1|BCOP
OG0003921	LOC108115467|XP_017082410.1|DEUG	LOC119085177|XP_037051380.1|BCOP
OG0003922	LOC108112133|XP_017077374.1|DEUG	LOC119085206|XP_037051412.1|BCOP
OG0003923	LOC108102322|XP_017062595.1|DEUG	LOC119080498|XP_037044792.1|BCOP
OG0003924	LOC108112005|XP_017077230.1|DEUG	LOC119068735|XP_037028327.1|BCOP
OG0003925	LOC108102595|XP_017063186.1|DEUG	LOC119077072|XP_037040110.1|BCOP
OG0003926	LOC108102573|XP_017063142.1|DEUG	LOC119072550|XP_037033681.1|BCOP
OG0003927	LOC108111023|XP_017075832.1|DEUG	LOC119085160|XP_037051350.1|BCOP
OG0003928	LOC108111053|XP_017075871.1|DEUG	LOC119085411|XP_037051715.1|BCOP
OG0003929	LOC108112306|XP_017077624.1|DEUG	LOC119076323|XP_037038890.1|BCOP
OG0003930	LOC108106982|XP_017069807.1|DEUG	LOC119077022|XP_037040033.1|BCOP
OG0003931	LOC108106927|XP_017069675.1|DEUG	LOC119084097|XP_037049833.1|BCOP
OG0003932	LOC108104584|XP_017066233.1|DEUG	LOC119083649|XP_037049317.1|BCOP
OG0003933	LOC108102585|XP_017063170.1|DEUG	LOC119085267|XP_037051514.1|BCOP
OG0003934	LOC108110522|XP_017075091.1|DEUG	LOC119078558|XP_037042021.1|BCOP
OG0003935	LOC108112785|XP_017078552.1|DEUG	LOC119079977|XP_037044012.1|BCOP
OG0003936	LOC108112789|XP_017078559.1|DEUG	LOC119081568|XP_037046494.1|BCOP
OG0003937	LOC108113006|XP_017078914.1|DEUG	LOC119079963|XP_037043972.1|BCOP
OG0003938	LOC108102550|XP_017063100.1|DEUG	LOC119066188|XP_037024388.1|BCOP
OG0003939	LOC108102542|XP_017063089.1|DEUG	LOC119085404|XP_037051705.1|BCOP
OG0003940	LOC108102602|XP_017063194.1|DEUG	LOC119075344|XP_037037669.1|BCOP
OG0003941	LOC108102604|XP_017063197.1|DEUG	LOC119068886|XP_037028648.1|BCOP, LOC119068887|XP_037028649.1|BCOP
OG0003942	LOC108107135|XP_017070025.1|DEUG	LOC119085251|XP_037051482.1|BCOP
OG0003943	LOC108102554|XP_017063114.1|DEUG	LOC119068434|XP_037027899.1|BCOP
OG0003944	LOC108104153|XP_017065543.1|DEUG	LOC119078552|XP_037042018.1|BCOP
OG0003945	LOC108109125|XP_017073010.1|DEUG	LOC119079394|XP_037043177.1|BCOP
OG0003946	LOC108107103|XP_017069978.1|DEUG	LOC119078689|XP_037042240.1|BCOP
OG0003947	LOC108107106|XP_017069982.1|DEUG	LOC119075314|XP_037037628.1|BCOP
OG0003948	LOC108103074|XP_017063911.1|DEUG	LOC119085977|XP_037052435.1|BCOP
OG0003949	LOC108103073|XP_017063909.1|DEUG	LOC119075409|XP_037037749.1|BCOP
OG0003950	LOC108113469|XP_017079540.1|DEUG	LOC119078927|XP_037042564.1|BCOP
OG0003951	LOC108113433|XP_017079485.1|DEUG	LOC119078924|XP_037042555.1|BCOP
