Orthogroup	DEUG.longest_only	CQUI.longest_only
OG0004774	LOC108110181|XP_017074594.1|DEUG	LOC6035075|XP_038121003.1|CQUI
OG0004775	LOC108117157|XP_017084910.1|DEUG	LOC6035072|XP_038105378.1|CQUI
OG0004776	LOC108112723|XP_017078450.1|DEUG	LOC6035068|XP_038104827.1|CQUI
OG0004777	LOC108118305|XP_017086403.1|DEUG	LOC6035416|XP_001845609.1|CQUI
OG0004778	LOC108105891|XP_017068161.1|DEUG	LOC119765159|XP_038104412.1|CQUI
OG0004779	LOC108116656|XP_017084136.1|DEUG	LOC6035335|XP_038104406.1|CQUI
OG0004780	LOC108110549|XP_017075128.1|DEUG	LOC6035328|XP_001845545.1|CQUI
OG0004781	LOC108111772|XP_017076826.1|DEUG	LOC6047689|XP_038110351.1|CQUI
OG0004782	LOC108116597|XP_017084038.1|DEUG	LOC6035537|XP_038110801.1|CQUI
OG0004783	LOC108102931|XP_017063680.1|DEUG	LOC6046138|XP_038104914.1|CQUI
OG0004784	LOC108113171|XP_017079180.1|DEUG	LOC6042432|XP_038105717.1|CQUI
OG0004785	LOC108115251|XP_017082097.1|DEUG	LOC6040253|XP_001849692.2|CQUI
OG0004786	LOC108115390|XP_017082315.1|DEUG	LOC6040257|XP_001849694.1|CQUI
OG0004787	LOC108115262|XP_017082108.1|DEUG	LOC6040266|XP_038104916.1|CQUI
OG0004788	LOC108115279|XP_017082126.1|DEUG	LOC6040267|XP_001849700.1|CQUI
OG0004789	LOC108115280|XP_017082129.1|DEUG, LOC108115241|XP_017082087.1|DEUG	LOC6040268|XP_038104574.1|CQUI
OG0004790	LOC108113657|XP_017079818.1|DEUG	LOC6039077|XP_001848750.1|CQUI
OG0004791	LOC108105207|XP_017067147.1|DEUG	LOC119771181|XP_038122656.1|CQUI
OG0004792	LOC108117109|XP_017084820.1|DEUG	LOC6040663|XP_038105179.1|CQUI
OG0004793	LOC108111397|XP_017076321.1|DEUG	LOC6040662|XP_038104480.1|CQUI
OG0004794	LOC108116929|XP_017084563.1|DEUG	LOC6047061|XP_038122922.1|CQUI
OG0004796	LOC108117164|XP_017084926.1|DEUG	LOC6040872|XP_038105237.1|CQUI
OG0004797	LOC108109410|XP_017073397.1|DEUG	LOC6040880|XP_038105232.1|CQUI
OG0004798	LOC108116046|XP_017083233.1|DEUG	LOC6040882|XP_001850211.2|CQUI
OG0004799	LOC108109486|XP_017073504.1|DEUG	LOC6040692|XP_038111505.1|CQUI
OG0004800	LOC108116984|XP_017084634.1|DEUG	LOC6037510|XP_001847416.1|CQUI
OG0004801	LOC108113807|XP_017080005.1|DEUG	LOC6045592|XP_038105796.1|CQUI
OG0004803	LOC108115986|XP_017083135.1|DEUG	LOC6033723|XP_038105889.1|CQUI
OG0004804	LOC108114954|XP_017081634.1|DEUG	LOC6035052|XP_038104560.1|CQUI
OG0004805	LOC108109525|XP_017073630.1|DEUG	LOC6038022|XP_038105589.1|CQUI
OG0004806	LOC108103920|XP_017065158.1|DEUG	LOC6038033|XP_038123004.1|CQUI
OG0004807	LOC108113692|XP_017079858.1|DEUG	LOC6039897|XP_001849395.1|CQUI
OG0004808	LOC108108375|XP_017071912.1|DEUG	LOC6035066|XP_038104556.1|CQUI
OG0004809	LOC108110257|XP_017074734.1|DEUG	LOC6042403|XP_001851528.1|CQUI
OG0004810	LOC108110179|XP_017074592.1|DEUG	LOC6042402|XP_038123005.1|CQUI
OG0004811	LOC108114464|XP_017080958.1|DEUG	LOC6042397|XP_038108448.1|CQUI
OG0004812	LOC108109454|XP_017073445.1|DEUG	LOC6042392|XP_038112150.1|CQUI
OG0004813	LOC108116627|XP_017084095.1|DEUG	LOC6036810|XP_038104805.1|CQUI
OG0004815	LOC108103240|XP_017064129.1|DEUG	LOC6032039|XP_038105440.1|CQUI
OG0004816	LOC108118067|XP_017086099.1|DEUG	LOC6032045|XP_001842711.2|CQUI
OG0004817	LOC108118086|XP_017086122.1|DEUG	LOC6032046|XP_001842712.2|CQUI
OG0004818	LOC108109530|XP_017073583.1|DEUG	LOC6032061|XP_001842727.1|CQUI
OG0004819	LOC108115680|XP_017082737.1|DEUG	LOC6032069|XP_001842735.1|CQUI
OG0004820	LOC108108383|XP_017071920.1|DEUG	LOC6032070|XP_001842736.2|CQUI
OG0004821	LOC108111337|XP_017076251.1|DEUG	LOC6032072|XP_038115655.1|CQUI
OG0004822	LOC108111668|XP_017076690.1|DEUG	LOC6032080|XP_038104760.1|CQUI
OG0004823	LOC108116907|XP_017084512.1|DEUG	LOC6032083|XP_001842749.1|CQUI
OG0004824	LOC108116978|XP_017084628.1|DEUG	LOC6032084|XP_001842750.2|CQUI
OG0004825	LOC108102363|XP_017062758.1|DEUG	LOC6032099|XP_001842764.2|CQUI
OG0004826	LOC108115356|XP_017082271.1|DEUG	LOC6035186|XP_001845416.2|CQUI
OG0004827	LOC108115007|XP_017081738.1|DEUG	LOC6035188|XP_038105070.1|CQUI
OG0004828	LOC108116658|XP_017084138.1|DEUG	LOC6035191|XP_001845421.1|CQUI
OG0004829	LOC108116698|XP_017084203.1|DEUG	LOC6037399|XP_001847318.2|CQUI
OG0004833	LOC108115334|XP_017082237.1|DEUG	LOC6033922|XP_038105632.1|CQUI
OG0004834	LOC108116670|XP_017084156.1|DEUG	LOC6036795|XP_001846789.1|CQUI
OG0004835	LOC108116710|XP_017084218.1|DEUG	LOC6036793|XP_001846787.2|CQUI
OG0004836	LOC108108847|XP_017072552.1|DEUG	LOC6040910|XP_038122904.1|CQUI
OG0004837	LOC108114200|XP_017080507.1|DEUG	LOC6040912|XP_001850240.1|CQUI
OG0004838	LOC108116243|XP_017083522.1|DEUG	LOC6040929|XP_001850257.2|CQUI
OG0004839	LOC108116395|XP_017083748.1|DEUG	LOC6040928|XP_038123034.1|CQUI
OG0004840	LOC108116680|XP_017084170.1|DEUG	LOC6035404|XP_001845598.2|CQUI
OG0004841	LOC108105858|XP_017068121.1|DEUG	LOC6037352|XP_001847275.2|CQUI
OG0004842	LOC108115930|XP_017083055.1|DEUG	LOC6037342|XP_001847266.2|CQUI
OG0004844	LOC108108418|XP_017071962.1|DEUG	LOC6033964|XP_001844352.1|CQUI
OG0004845	LOC108114984|XP_017081704.1|DEUG	LOC6033967|XP_038104318.1|CQUI
OG0004846	LOC108110753|XP_017075451.1|DEUG	LOC6045714|XP_001863022.2|CQUI
OG0004847	LOC108110749|XP_017075448.1|DEUG	LOC6032647|XP_001843214.2|CQUI
OG0004850	LOC108117568|XP_017085564.1|DEUG	LOC6053351|XP_038115052.1|CQUI
OG0004851	LOC108117566|XP_017085562.1|DEUG	LOC6032009|XP_001842677.2|CQUI
OG0004852	LOC108116716|XP_017084226.1|DEUG	LOC6032101|XP_038122533.1|CQUI
OG0004853	LOC108109075|XP_017072923.1|DEUG	LOC6032797|XP_038117362.1|CQUI
OG0004854	LOC108107903|XP_017071195.1|DEUG	LOC6032828|XP_001843366.2|CQUI
OG0004855	LOC108114686|XP_017081268.1|DEUG	LOC6032837|XP_001843371.2|CQUI
OG0004856	LOC108109844|XP_017074086.1|DEUG	LOC6032889|XP_038115758.1|CQUI
OG0004857	LOC108114115|XP_017080380.1|DEUG	LOC6049345|XP_038121996.1|CQUI
OG0004858	LOC108109816|XP_017074031.1|DEUG	LOC6031074|XP_038117926.1|CQUI
OG0004859	LOC108109818|XP_017074037.1|DEUG	LOC6031066|XP_038121782.1|CQUI
OG0004860	LOC108108178|XP_017071610.1|DEUG	LOC6031076|XP_001841927.1|CQUI
OG0004861	LOC108114243|XP_017080607.1|DEUG	LOC6031081|XP_038114947.1|CQUI
OG0004862	LOC108114224|XP_017080566.1|DEUG	LOC6031090|XP_038114567.1|CQUI
OG0004863	LOC108107780|XP_017070964.1|DEUG	LOC6038677|XP_038116442.1|CQUI
OG0004864	LOC108108073|XP_017071443.1|DEUG	LOC6038678|XP_038119126.1|CQUI
OG0004865	LOC108116090|XP_017083297.1|DEUG	LOC6038680|XP_001848435.1|CQUI
OG0004866	LOC108102742|XP_017063379.1|DEUG	LOC6042793|XP_038116607.1|CQUI
OG0004867	LOC108106611|XP_017069300.1|DEUG	LOC6042378|XP_038113412.1|CQUI
OG0004868	LOC108110348|XP_017074870.1|DEUG	LOC6042789|XP_001870794.1|CQUI
OG0004869	LOC108106394|XP_017068891.1|DEUG	LOC6042795|XP_001870798.1|CQUI
OG0004870	LOC108106399|XP_017068895.1|DEUG	LOC6042810|XP_001870808.1|CQUI
OG0004871	LOC108107444|XP_017070474.1|DEUG	LOC6042816|XP_001870814.2|CQUI
OG0004872	LOC108107299|XP_017070248.1|DEUG	LOC6047865|XP_001864864.1|CQUI
OG0004873	LOC108106185|XP_017068598.1|DEUG	LOC6041056|XP_001850367.2|CQUI
OG0004874	LOC108113549|XP_017079632.1|DEUG	LOC6041052|XP_001850363.2|CQUI
OG0004875	LOC108106045|XP_017068385.1|DEUG	LOC6041042|XP_038121931.1|CQUI
OG0004876	LOC108105515|XP_017067629.1|DEUG	LOC119769880|XP_038119587.1|CQUI
OG0004877	LOC108113954|XP_017080156.1|DEUG	LOC6041025|XP_038122387.1|CQUI
OG0004878	LOC108112692|XP_017078382.1|DEUG	LOC6031108|XP_038120035.1|CQUI
OG0004879	LOC108107303|XP_017070256.1|DEUG	LOC6031116|XP_038118149.1|CQUI
OG0004880	LOC108108691|XP_017072285.1|DEUG	LOC6031119|XP_001841964.1|CQUI
OG0004881	LOC108114337|XP_017080752.1|DEUG	LOC6031120|XP_001841965.2|CQUI
OG0004882	LOC108102756|XP_017063404.1|DEUG	LOC6031127|XP_038121858.1|CQUI
OG0004883	LOC108107931|XP_017071249.1|DEUG	LOC6031128|XP_038121855.1|CQUI
OG0004884	LOC108112695|XP_017078385.1|DEUG	LOC6031153|XP_038122195.1|CQUI
OG0004885	LOC108112545|XP_017077970.1|DEUG	LOC6031160|XP_038122027.1|CQUI
OG0004886	LOC108112787|XP_017078556.1|DEUG	LOC6031164|XP_001842007.1|CQUI
OG0004887	LOC108113336|XP_017079384.1|DEUG	LOC6031165|XP_038121190.1|CQUI
OG0004888	LOC108111950|XP_017077120.1|DEUG	LOC6031166|XP_038114576.1|CQUI
OG0004889	LOC108104780|XP_017066519.1|DEUG	LOC6030975|XP_001841829.2|CQUI
OG0004890	LOC108112864|XP_017078679.1|DEUG	LOC6030973|XP_038121809.1|CQUI
OG0004891	LOC108103851|XP_017065042.1|DEUG	LOC6030968|XP_038121630.1|CQUI
OG0004892	LOC108113310|XP_017079352.1|DEUG	LOC6031064|XP_038119798.1|CQUI
OG0004893	LOC108112506|XP_017077882.1|DEUG	LOC6043930|XP_001861513.1|CQUI
OG0004894	LOC108113346|XP_017079398.1|DEUG	LOC6043927|XP_001861510.2|CQUI
OG0004895	LOC108109187|XP_017073110.1|DEUG	LOC6045536|XP_001862891.2|CQUI
OG0004896	LOC108111999|XP_017077219.1|DEUG	LOC6051435|XP_038120460.1|CQUI
OG0004897	LOC108112014|XP_017077241.1|DEUG	LOC6041058|XP_038117480.1|CQUI
OG0004898	LOC108104821|XP_017066597.1|DEUG	LOC6041018|XP_038114929.1|CQUI
OG0004899	LOC108106488|XP_017069056.1|DEUG	LOC6031099|XP_038121429.1|CQUI
OG0004900	LOC108104860|XP_017066670.1|DEUG	LOC6054043|XP_038116191.1|CQUI
OG0004901	LOC108104839|XP_017066635.1|DEUG	LOC6043919|XP_001861504.2|CQUI
OG0004902	LOC108113887|XP_017080085.1|DEUG	LOC6043923|XP_038118580.1|CQUI
OG0004903	LOC108112932|XP_017078812.1|DEUG	LOC6052661|XP_038118295.1|CQUI
OG0004904	LOC108116684|XP_017084184.1|DEUG	LOC6046849|XP_001863984.1|CQUI
OG0004905	LOC108113066|XP_017078991.1|DEUG	LOC6046852|XP_038118359.1|CQUI
OG0004906	LOC108117354|XP_017085218.1|DEUG	LOC6030986|XP_001841839.2|CQUI
OG0004907	LOC108102762|XP_017063409.1|DEUG	LOC6040644|XP_001850009.2|CQUI
OG0004908	LOC108114413|XP_017080877.1|DEUG	LOC6043377|XP_038116517.1|CQUI
OG0004909	LOC108114288|XP_017080674.1|DEUG	LOC6049586|XP_038115882.1|CQUI
OG0004910	LOC108114536|XP_017081063.1|DEUG	LOC6039568|XP_001849162.2|CQUI
OG0004911	LOC108108064|XP_017071429.1|DEUG	LOC6039557|XP_038118886.1|CQUI
OG0004912	LOC108117359|XP_017085226.1|DEUG	LOC6053801|XP_038120512.1|CQUI
OG0004913	LOC108108892|XP_017072600.1|DEUG	LOC6052188|XP_001868490.1|CQUI
OG0004914	LOC108109148|XP_017073043.1|DEUG	LOC6043324|XP_038116587.1|CQUI
OG0004915	LOC108107463|XP_017070497.1|DEUG	LOC6043331|XP_001858490.1|CQUI
OG0004916	LOC108113266|XP_017079303.1|DEUG	LOC6043338|XP_038118846.1|CQUI
OG0004917	LOC108117364|XP_017085236.1|DEUG	LOC6053707|XP_001867574.2|CQUI
OG0004918	LOC108117362|XP_017085229.1|DEUG	LOC6053706|XP_038117721.1|CQUI
OG0004919	LOC108109360|XP_017073317.1|DEUG	LOC6053382|XP_038119032.1|CQUI
OG0004920	LOC108107563|XP_017070610.1|DEUG	LOC6050541|XP_038120184.1|CQUI
OG0004921	LOC108102728|XP_017063356.1|DEUG	LOC6047306|XP_038116264.1|CQUI
OG0004922	LOC108109894|XP_017074189.1|DEUG	LOC6043699|XP_038117260.1|CQUI
OG0004923	LOC108107611|XP_017070670.1|DEUG	LOC6047329|XP_001864405.2|CQUI
OG0004924	LOC108107811|XP_017071030.1|DEUG	LOC6049786|XP_001866493.2|CQUI
OG0004925	LOC108102871|XP_017063567.1|DEUG	LOC6054018|XP_038121726.1|CQUI
OG0004926	LOC108114729|XP_017081326.1|DEUG	LOC6050503|XP_038119835.1|CQUI
OG0004927	LOC108108274|XP_017071751.1|DEUG	LOC6040746|XP_038119907.1|CQUI
OG0004928	LOC108111953|XP_017077133.1|DEUG	LOC6035292|XP_038117794.1|CQUI
OG0004929	LOC108104707|XP_017066415.1|DEUG	LOC6035309|XP_038118096.1|CQUI
OG0004930	LOC108106588|XP_017069258.1|DEUG	LOC6041606|XP_038119499.1|CQUI
OG0004931	LOC108109251|XP_017073222.1|DEUG	LOC6049358|XP_001866123.2|CQUI
OG0004932	LOC108104643|XP_017066310.1|DEUG	LOC6049348|XP_001866127.2|CQUI
OG0004933	LOC108113312|XP_017079355.1|DEUG	LOC6049349|XP_001866128.1|CQUI
OG0004934	LOC108107491|XP_017070526.1|DEUG	LOC6049350|XP_001866129.2|CQUI
OG0004935	LOC108112648|XP_017078252.1|DEUG	LOC6047852|XP_001864855.2|CQUI
OG0004936	LOC108108053|XP_017071416.1|DEUG	LOC6030990|XP_038115490.1|CQUI
OG0004937	LOC108107807|XP_017071026.1|DEUG	LOC6030983|XP_001841836.2|CQUI
OG0004938	LOC108109813|XP_017074027.1|DEUG	LOC119771269|XP_038123052.1|CQUI, LOC6031028|XP_001841880.1|CQUI
OG0004939	LOC108108524|XP_017072085.1|DEUG	LOC6031030|XP_038120410.1|CQUI
OG0004940	LOC108108599|XP_017072185.1|DEUG	LOC6031035|XP_038117384.1|CQUI
OG0004941	LOC108114538|XP_017081070.1|DEUG	LOC6031042|XP_038114824.1|CQUI
OG0004942	LOC108107861|XP_017071117.1|DEUG	LOC6031047|XP_038117859.1|CQUI
OG0004943	LOC108109810|XP_017074023.1|DEUG	LOC6031049|XP_001841898.1|CQUI
OG0004944	LOC108107869|XP_017071138.1|DEUG	LOC6031063|XP_038122012.1|CQUI
OG0004945	LOC108113342|XP_017079392.1|DEUG	LOC6034091|XP_001844459.1|CQUI
OG0004946	LOC108108771|XP_017072425.1|DEUG	LOC6031006|XP_038120661.1|CQUI
OG0004947	LOC108102806|XP_017063474.1|DEUG	LOC6030999|XP_038118718.1|CQUI
OG0004948	LOC108102788|XP_017063438.1|DEUG	LOC6042818|XP_001870816.2|CQUI
OG0004949	LOC108113584|XP_017079719.1|DEUG	LOC6042820|XP_038120566.1|CQUI
OG0004950	LOC108104655|XP_017066325.1|DEUG	LOC6042821|XP_038119055.1|CQUI
OG0004951	LOC108116024|XP_017083200.1|DEUG	LOC6042824|XP_038116571.1|CQUI
OG0004952	LOC108107955|XP_017071281.1|DEUG	LOC6042826|XP_001870823.1|CQUI
OG0004953	LOC108114440|XP_017080922.1|DEUG	LOC6042828|XP_001870825.1|CQUI
OG0004954	LOC108114436|XP_017080916.1|DEUG	LOC6044579|XP_001862072.2|CQUI
OG0004955	LOC108114110|XP_017080362.1|DEUG	LOC6039263|XP_001848898.2|CQUI
OG0004956	LOC108104822|XP_017066598.1|DEUG	LOC6039267|XP_038115125.1|CQUI
OG0004957	LOC108107853|XP_017071108.1|DEUG	LOC6044083|XP_038114695.1|CQUI
OG0004958	LOC108108233|XP_017071688.1|DEUG	LOC6044069|XP_038116052.1|CQUI
OG0004959	LOC108107964|XP_017071293.1|DEUG	LOC6044062|XP_038121183.1|CQUI
OG0004960	LOC108107962|XP_017071290.1|DEUG	LOC6044067|XP_038122351.1|CQUI
OG0004961	LOC108112454|XP_017077794.1|DEUG	LOC6044063|XP_001861634.2|CQUI
OG0004962	LOC108114633|XP_017081188.1|DEUG	LOC6044088|XP_001861631.1|CQUI
OG0004963	LOC108108546|XP_017072110.1|DEUG	LOC119768573|XP_038114513.1|CQUI
OG0004964	LOC108114489|XP_017080998.1|DEUG	LOC6051406|XP_038117934.1|CQUI
OG0004965	LOC108102764|XP_017063411.1|DEUG	LOC6045672|XP_001862990.1|CQUI
OG0004966	LOC108102729|XP_017063364.1|DEUG	LOC119769641|XP_038118806.1|CQUI
OG0004967	LOC108106397|XP_017068894.1|DEUG	LOC6047369|XP_001864441.1|CQUI
OG0004968	LOC108108179|XP_017071612.1|DEUG	LOC119769240|XP_038117101.1|CQUI
OG0004969	LOC108112499|XP_017077867.1|DEUG	LOC6053218|XP_038121462.1|CQUI
OG0004970	LOC108108161|XP_017071587.1|DEUG	LOC6053219|XP_038121463.1|CQUI
OG0004971	LOC108107789|XP_017070988.1|DEUG	LOC6038838|XP_038121464.1|CQUI
OG0004972	LOC108102747|XP_017063387.1|DEUG	LOC119770493|XP_038121416.1|CQUI, LOC119769771|XP_038119276.1|CQUI
OG0004973	LOC108104679|XP_017066364.1|DEUG	LOC6038820|XP_001848537.1|CQUI
OG0004974	LOC108107902|XP_017071194.1|DEUG	LOC6038807|XP_038117097.1|CQUI
OG0004975	LOC108107913|XP_017071222.1|DEUG	LOC6047332|XP_001864408.1|CQUI
OG0004976	LOC108107609|XP_017070665.1|DEUG	LOC6047334|XP_038120001.1|CQUI
OG0004977	LOC108109151|XP_017073054.1|DEUG	LOC6038664|XP_001848421.2|CQUI
OG0004978	LOC108112790|XP_017078560.1|DEUG	LOC6043644|XP_038118720.1|CQUI
OG0004979	LOC108109796|XP_017073994.1|DEUG	LOC6040580|XP_038119611.1|CQUI
OG0004980	LOC108118227|XP_017086296.1|DEUG	LOC6044646|XP_038121367.1|CQUI
OG0004981	LOC108108586|XP_017072170.1|DEUG	LOC6030984|XP_001841837.2|CQUI
OG0004982	LOC108108583|XP_017072167.1|DEUG	LOC6030985|XP_001841838.2|CQUI
OG0004983	LOC108114587|XP_017081132.1|DEUG	LOC6030977|XP_001841831.2|CQUI
OG0004984	LOC108114674|XP_017081245.1|DEUG	LOC6042840|XP_001870836.1|CQUI
OG0004985	LOC108102811|XP_017063479.1|DEUG	LOC6039545|XP_038118683.1|CQUI
OG0004986	LOC108108600|XP_017072187.1|DEUG	LOC6039551|XP_038120315.1|CQUI
OG0004987	LOC108114340|XP_017080754.1|DEUG	LOC6039550|XP_038119871.1|CQUI
OG0004988	LOC108102812|XP_017063481.1|DEUG	LOC6039548|XP_038121779.1|CQUI
OG0004989	LOC108114507|XP_017081016.1|DEUG	LOC6039553|XP_001849150.2|CQUI
OG0004990	LOC108108952|XP_017072695.1|DEUG	LOC6048516|XP_038118480.1|CQUI
OG0004991	LOC108106600|XP_017069279.1|DEUG	LOC6050162|XP_038114619.1|CQUI
OG0004992	LOC108106601|XP_017069281.1|DEUG	LOC119770788|XP_038122210.1|CQUI
OG0004994	LOC108108150|XP_017071569.1|DEUG	LOC6048750|XP_038120756.1|CQUI
OG0004995	LOC108107852|XP_017071102.1|DEUG	LOC6053538|XP_038122203.1|CQUI
OG0004996	LOC108108343|XP_017071868.1|DEUG	LOC6040205|XP_038115200.1|CQUI
OG0004997	LOC108112813|XP_017078600.1|DEUG	LOC6047338|XP_038120638.1|CQUI
OG0004998	LOC108112633|XP_017078229.1|DEUG	LOC6042306|XP_038120682.1|CQUI
OG0004999	LOC108107545|XP_017070575.1|DEUG	LOC6042305|XP_001851441.2|CQUI
OG0005000	LOC108112169|XP_017077435.1|DEUG	LOC6042316|XP_001851449.1|CQUI
OG0005001	LOC108109867|XP_017074148.1|DEUG	LOC6042318|XP_038117643.1|CQUI
OG0005002	LOC108111822|XP_017076919.1|DEUG	LOC6036305|XP_001846371.1|CQUI
OG0005003	LOC108109887|XP_017074178.1|DEUG	LOC6039421|XP_001849033.1|CQUI
OG0005004	LOC108114103|XP_017080351.1|DEUG	LOC6039420|XP_038117210.1|CQUI
OG0005005	LOC108108464|XP_017072008.1|DEUG	LOC6050235|XP_038121592.1|CQUI
OG0005006	LOC108102857|XP_017063546.1|DEUG	LOC6048924|XP_038118322.1|CQUI
OG0005007	LOC108108581|XP_017072164.1|DEUG	LOC6050230|XP_038118701.1|CQUI
OG0005008	LOC108104631|XP_017066295.1|DEUG	LOC6050233|XP_038117209.1|CQUI
OG0005009	LOC108108432|XP_017071975.1|DEUG	LOC6050239|XP_001866878.2|CQUI
OG0005010	LOC108114585|XP_017081129.1|DEUG	LOC6037314|XP_001847240.1|CQUI
OG0005011	LOC108107263|XP_017070182.1|DEUG	LOC6037315|XP_038115551.1|CQUI
OG0005012	LOC108114561|XP_017081100.1|DEUG	LOC6052708|XP_001868935.2|CQUI
OG0005013	LOC108108309|XP_017071817.1|DEUG	LOC6044826|XP_038117755.1|CQUI
OG0005014	LOC108114325|XP_017080732.1|DEUG	LOC6044836|XP_001862283.1|CQUI
OG0005015	LOC108108054|XP_017071417.1|DEUG	LOC6051592|XP_001868010.2|CQUI
OG0005016	LOC108117398|XP_017085293.1|DEUG	LOC6038609|XP_038118944.1|CQUI
OG0005017	LOC108109793|XP_017073991.1|DEUG	LOC6037297|XP_038114771.1|CQUI
OG0005018	LOC108104697|XP_017066397.1|DEUG	LOC6037303|XP_001847229.2|CQUI
OG0005019	LOC108114566|XP_017081105.1|DEUG	LOC6037304|XP_001847230.1|CQUI
OG0005020	LOC108104762|XP_017066486.1|DEUG	LOC6050486|XP_038120893.1|CQUI
OG0005021	LOC108110807|XP_017075527.1|DEUG	LOC6036268|XP_038119928.1|CQUI
OG0005022	LOC108102817|XP_017063488.1|DEUG	LOC6036263|XP_001846330.2|CQUI
OG0005023	LOC108104878|XP_017066694.1|DEUG	LOC6036264|XP_038115842.1|CQUI
OG0005024	LOC108113880|XP_017080078.1|DEUG	LOC6036261|XP_001846328.2|CQUI
OG0005025	LOC108117373|XP_017085248.1|DEUG	LOC6036240|XP_001846309.2|CQUI
OG0005026	LOC108109870|XP_017074153.1|DEUG	LOC6036244|XP_038121384.1|CQUI
OG0005027	LOC108108002|XP_017071345.1|DEUG	LOC6036233|XP_038121295.1|CQUI
OG0005028	LOC108111800|XP_017076880.1|DEUG	LOC6045930|XP_001863207.2|CQUI
OG0005029	LOC108108579|XP_017072160.1|DEUG	LOC6045920|XP_001863201.2|CQUI
OG0005030	LOC108104646|XP_017066315.1|DEUG	LOC6040216|XP_038119880.1|CQUI
OG0005031	LOC108114425|XP_017080901.1|DEUG	LOC6040213|XP_038117752.1|CQUI
OG0005032	LOC108114179|XP_017080475.1|DEUG	LOC6039452|XP_038117304.1|CQUI
OG0005033	LOC108107880|XP_017071153.1|DEUG	LOC6039439|XP_038117909.1|CQUI
OG0005034	LOC108107637|XP_017070711.1|DEUG	LOC6045462|XP_038119624.1|CQUI
OG0005035	LOC108114180|XP_017080476.1|DEUG	LOC6049109|XP_001865920.2|CQUI
OG0005036	LOC108107837|XP_017071079.1|DEUG	LOC6049110|XP_001865922.2|CQUI
OG0005037	LOC108117360|XP_017085227.1|DEUG	LOC6049111|XP_038120273.1|CQUI
OG0005038	LOC108108095|XP_017071480.1|DEUG	LOC6041092|XP_038116136.1|CQUI
OG0005039	LOC108102658|XP_017063286.1|DEUG	LOC6041078|XP_038119620.1|CQUI
OG0005040	LOC108114512|XP_017081021.1|DEUG	LOC6041089|XP_038118648.1|CQUI
OG0005041	LOC108114634|XP_017081190.1|DEUG	LOC6043984|XP_038121891.1|CQUI
OG0005042	LOC108107582|XP_017070632.1|DEUG	LOC6043982|XP_038121313.1|CQUI
OG0005043	LOC108108938|XP_017072680.1|DEUG	LOC6043975|XP_001861555.2|CQUI
OG0005044	LOC108109254|XP_017073226.1|DEUG	LOC6043973|XP_038118148.1|CQUI
OG0005045	LOC108108891|XP_017072599.1|DEUG	LOC6043971|XP_001861551.1|CQUI
OG0005046	LOC108113221|XP_017079247.1|DEUG	LOC6043966|XP_001861546.1|CQUI
OG0005047	LOC108107764|XP_017070943.1|DEUG	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI
OG0005048	LOC108107767|XP_017070947.1|DEUG	LOC6043964|XP_038119506.1|CQUI
OG0005049	LOC108114178|XP_017080472.1|DEUG	LOC119768748|XP_038115634.1|CQUI
OG0005050	LOC108106683|XP_017069404.1|DEUG	LOC6050302|XP_038115618.1|CQUI
OG0005051	LOC108114170|XP_017080454.1|DEUG	LOC6050157|XP_001866807.2|CQUI
OG0005052	LOC108113942|XP_017080141.1|DEUG	LOC6050152|XP_038115639.1|CQUI
OG0005053	LOC108110809|XP_017075529.1|DEUG	LOC6036573|XP_001846610.2|CQUI
OG0005057	LOC108104912|XP_017066744.1|DEUG	LOC6041258|XP_038116376.1|CQUI
OG0005058	LOC108107547|XP_017070584.1|DEUG	LOC6041261|XP_038117457.1|CQUI
OG0005059	LOC108107201|XP_017070107.1|DEUG	LOC6044170|XP_038122016.1|CQUI
OG0005060	LOC108107322|XP_017070292.1|DEUG	LOC6044171|XP_038115936.1|CQUI
OG0005061	LOC108107169|XP_017070073.1|DEUG	LOC6049748|XP_001866458.2|CQUI
OG0005062	LOC108107250|XP_017070164.1|DEUG	LOC6051819|XP_038121089.1|CQUI
OG0005063	LOC108113636|XP_017079830.1|DEUG	LOC6044013|XP_038121383.1|CQUI
OG0005064	LOC108114654|XP_017081218.1|DEUG	LOC6037286|XP_001847212.2|CQUI
OG0005065	LOC108112590|XP_017078124.1|DEUG	LOC6048327|XP_038118967.1|CQUI
OG0005067	LOC108113241|XP_017079274.1|DEUG	LOC6037144|XP_038120186.1|CQUI
OG0005068	LOC108108664|XP_017072258.1|DEUG	LOC6037049|XP_001847010.1|CQUI
OG0005069	LOC108109134|XP_017073020.1|DEUG	LOC6037041|XP_038115812.1|CQUI
OG0005070	LOC108107313|XP_017070274.1|DEUG	LOC6047528|XP_038121907.1|CQUI
OG0005071	LOC108114722|XP_017081316.1|DEUG	LOC6054513|XP_038114831.1|CQUI
OG0005072	LOC108118525|XP_017086762.1|DEUG	LOC6036533|XP_001846578.2|CQUI
OG0005073	LOC108113254|XP_017079291.1|DEUG	LOC6036535|XP_038121266.1|CQUI
OG0005074	LOC108109800|XP_017074000.1|DEUG	LOC6036544|XP_038121792.1|CQUI
OG0005075	LOC108108925|XP_017072666.1|DEUG	LOC6036276|XP_038117547.1|CQUI
OG0005076	LOC108106773|XP_017069503.1|DEUG	LOC6036274|XP_038117548.1|CQUI
