Orthogroup	DPSE.longest_only	AAEG.longest_only
OG0003553	LOC4804558|XP_001361100.3|DPSE	LOC5573481|XP_021696025.1|AAEG
OG0003554	LOC4812545|XP_001352595.1|DPSE	LOC5577799|XP_021696028.1|AAEG
OG0003555	LOC6900510|XP_033241057.1|DPSE	LOC5578168|XP_021696070.1|AAEG
OG0003556	LOC6900385|XP_033240183.1|DPSE	LOC5574103|XP_021700597.1|AAEG
OG0003557	LOC4812948|XP_015042639.2|DPSE	LOC5574100|XP_001661171.1|AAEG
OG0003558	LOC4812589|XP_033237642.1|DPSE	LOC5565097|XP_021696157.1|AAEG
OG0003559	LOC4813177|XP_033240608.1|DPSE	LOC5565095|XP_021696175.1|AAEG
OG0003560	LOC4813421|XP_001353461.3|DPSE	LOC5564907|XP_001649256.2|AAEG
OG0003561	LOC4804421|XP_015039938.2|DPSE	LOC5572885|XP_021696189.1|AAEG
OG0003562	LOC4805362|XP_001361773.1|DPSE	LOC5569889|XP_021696239.1|AAEG
OG0003563	LOC4800515|XP_001357780.1|DPSE	LOC5569898|XP_001658796.1|AAEG
OG0003564	LOC4812904|XP_001353229.1|DPSE	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG
OG0003565	LOC4812331|XP_001352678.1|DPSE	LOC110675493|XP_021696321.1|AAEG
OG0003566	LOC6896930|XP_015038868.1|DPSE	LOC5570462|XP_021696323.1|AAEG
OG0003567	LOC4805638|XP_033233714.1|DPSE	LOC5570461|XP_021696331.1|AAEG
OG0003568	LOC6898777|XP_004444391.2|DPSE	LOC5577064|XP_021696349.1|AAEG
OG0003569	LOC4813545|XP_001354048.3|DPSE	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG
OG0003570	LOC4804920|XP_015040284.2|DPSE	LOC5571874|XP_021696407.1|AAEG
OG0003571	LOC4812273|XP_033238639.1|DPSE	LOC5570525|XP_001659184.2|AAEG
OG0003572	LOC6898956|XP_033234025.1|DPSE	LOC5570536|XP_021696455.1|AAEG
OG0003573	LOC4804877|XP_001361366.2|DPSE	LOC5570522|XP_021696464.1|AAEG
OG0003574	LOC4814073|XP_001354275.2|DPSE	LOC5567621|XP_001657591.2|AAEG
OG0003575	LOC4812173|XP_001352534.1|DPSE	LOC5576612|XP_001662762.1|AAEG
OG0003576	LOC6900899|XP_033240767.1|DPSE	LOC5566268|XP_021696550.1|AAEG
OG0003577	LOC4812129|XP_001352711.1|DPSE	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG
OG0003578	LOC4812604|XP_001352684.3|DPSE	LOC5569215|XP_001658388.1|AAEG
OG0003579	LOC4804120|XP_001360731.3|DPSE	LOC5569212|XP_021696607.1|AAEG
OG0003580	LOC4804141|XP_001360747.3|DPSE	LOC5568100|XP_021696615.1|AAEG
OG0003581	LOC6900648|XP_015043095.2|DPSE	LOC110675582|XP_021696631.1|AAEG
OG0003582	LOC4813151|XP_001353781.2|DPSE	LOC5568120|XP_001652059.2|AAEG
OG0003583	LOC4804207|XP_001360804.3|DPSE	LOC5578232|XP_021696662.1|AAEG
OG0003584	LOC4804080|XP_001360698.2|DPSE	LOC5574286|XP_001661329.1|AAEG
OG0003585	LOC4812820|XP_001353972.1|DPSE	LOC5566329|XP_001650718.1|AAEG
OG0003586	LOC6899869|XP_002135666.2|DPSE	LOC5579064|XP_021696762.1|AAEG
OG0003587	LOC4817610|XP_001357012.1|DPSE	LOC5564624|XP_001648973.2|AAEG
OG0003588	LOC4801347|XP_015037196.2|DPSE	LOC5567128|XP_001651546.2|AAEG
OG0003589	LOC4805637|XP_001362006.2|DPSE	LOC110676989|XP_021702921.1|AAEG
OG0003590	LOC4813052|XP_001354022.2|DPSE	LOC5574420|XP_021696838.1|AAEG
OG0003591	LOC4813064|XP_015042992.2|DPSE	LOC5566232|XP_021696842.1|AAEG
OG0003592	LOC4813195|XP_001353400.2|DPSE	LOC5566211|XP_001650600.1|AAEG
OG0003593	LOC4812101|XP_033240483.1|DPSE	LOC5566219|XP_021696862.1|AAEG
OG0003594	LOC4811950|XP_001352690.2|DPSE	LOC5566962|XP_001651375.2|AAEG
OG0003595	LOC4804777|XP_001361286.1|DPSE	LOC5565647|XP_021696889.1|AAEG
OG0003596	LOC4803431|XP_001360146.1|DPSE	LOC5565652|XP_001650005.1|AAEG
OG0003597	LOC4803422|XP_001360137.1|DPSE	LOC5565650|XP_001650002.2|AAEG
OG0003598	LOC6900042|XP_002135406.1|DPSE	LOC5573763|XP_001654790.1|AAEG
OG0003599	LOC4816560|XP_001356146.1|DPSE	LOC5573779|XP_021696930.1|AAEG
OG0003600	LOC4813137|XP_015043190.2|DPSE	LOC5576770|XP_001662857.2|AAEG
OG0003601	LOC4804570|XP_015040023.2|DPSE	LOC5568893|XP_001658218.2|AAEG
OG0003602	LOC4804524|XP_033235130.1|DPSE	LOC5574799|XP_021697010.1|AAEG
OG0003603	LOC6900884|XP_002135241.3|DPSE	LOC5574896|XP_001655401.2|AAEG
OG0003604	LOC6902606|XP_002133132.2|DPSE	LOC5579976|XP_001658608.1|AAEG
OG0003605	LOC6897255|XP_002137422.3|DPSE	LOC5568318|XP_021697072.1|AAEG
OG0003606	LOC4804665|XP_001361190.4|DPSE	LOC5568317|XP_001652194.1|AAEG
OG0003607	LOC4805375|XP_001361785.2|DPSE	LOC5568314|XP_001652191.1|AAEG
OG0003608	LOC26534411|XP_015043068.1|DPSE	LOC5568308|XP_021697084.1|AAEG
OG0003609	LOC4804581|XP_001361119.1|DPSE	LOC5568291|XP_001652167.1|AAEG
OG0003610	LOC4813303|XP_001353964.2|DPSE	LOC5576961|XP_001663056.2|AAEG
OG0003611	LOC4814025|XP_033240434.1|DPSE	LOC5571818|XP_021697130.1|AAEG
OG0003612	LOC4804399|XP_001360969.3|DPSE	LOC5571827|XP_021697152.1|AAEG
OG0003613	LOC4804908|XP_001361393.1|DPSE	LOC5573466|XP_001660886.2|AAEG
OG0003614	LOC4804907|XP_001361392.3|DPSE	LOC5573465|XP_001660887.1|AAEG
OG0003615	LOC4804491|XP_001361047.3|DPSE	LOC110675782|XP_021697245.1|AAEG
OG0003616	LOC4805293|XP_001361715.4|DPSE	LOC5577568|XP_001663442.1|AAEG
OG0003617	LOC4805466|XP_004444516.2|DPSE	LOC110675790|XP_021697279.1|AAEG
OG0003618	LOC4805465|XP_033234228.1|DPSE	LOC5574903|XP_021697274.1|AAEG
OG0003619	LOC4805197|XP_001361642.2|DPSE	LOC5574912|XP_021697293.1|AAEG
OG0003620	LOC4804329|XP_001360905.3|DPSE	LOC5578898|XP_001664109.2|AAEG
OG0003621	LOC4814008|XP_001354164.2|DPSE	LOC110675810|XP_021697327.1|AAEG, LOC5571598|XP_011493059.2|AAEG
OG0003622	LOC6900929|XP_015042526.2|DPSE	LOC110675811|XP_021697329.1|AAEG, LOC5571597|XP_001653721.2|AAEG
OG0003623	LOC4804387|XP_001360958.1|DPSE	LOC5570735|XP_001659326.1|AAEG
OG0003624	LOC4804533|XP_001361081.1|DPSE	LOC5579975|XP_021697397.1|AAEG
OG0003625	LOC4804910|XP_001361395.1|DPSE	LOC5574421|XP_001661438.1|AAEG
OG0003626	LOC4804864|XP_001361353.1|DPSE	LOC5576843|XP_001662949.1|AAEG
OG0003627	LOC4803750|XP_001360415.2|DPSE	LOC5577050|XP_001663147.2|AAEG
OG0003628	LOC4805087|XP_015040440.2|DPSE	LOC5576845|XP_021697495.1|AAEG
OG0003629	LOC26532346|XP_033233266.1|DPSE	LOC5564960|XP_021697514.1|AAEG
OG0003630	LOC4804318|XP_001360896.2|DPSE	LOC5579516|XP_021697513.1|AAEG
OG0003631	LOC4812508|XP_001352963.2|DPSE	LOC110681439|XP_021712886.1|AAEG, LOC5566249|XP_021697520.1|AAEG
OG0003632	LOC4814053|XP_001354271.2|DPSE	LOC5576854|XP_001656279.1|AAEG
OG0003633	LOC4805461|XP_001361856.2|DPSE	LOC5575244|XP_021697543.1|AAEG
OG0003634	LOC6900947|XP_033238769.1|DPSE	LOC5574066|XP_021697592.1|AAEG
OG0003635	LOC4812212|XP_001352485.2|DPSE	LOC5565621|XP_021697596.1|AAEG
OG0003636	LOC4804574|XP_001361114.4|DPSE	LOC5565623|XP_001649978.2|AAEG
OG0003637	LOC4804936|XP_001361418.2|DPSE	LOC110680630|XP_021712118.1|AAEG, LOC5564737|XP_001649083.3|AAEG
OG0003638	LOC4813412|XP_001353626.3|DPSE	LOC5572754|XP_021697617.1|AAEG
OG0003639	LOC4817400|XP_001356359.1|DPSE	LOC5565412|XP_001649759.1|AAEG
OG0003640	LOC4804850|XP_015040235.2|DPSE	LOC5578399|XP_021697634.1|AAEG
OG0003641	LOC4803772|XP_001360434.1|DPSE	LOC5571951|XP_001660055.1|AAEG, LOC5572768|XP_001660589.1|AAEG
OG0003642	LOC4804339|XP_033234648.1|DPSE	LOC5566366|XP_021697649.1|AAEG
OG0003643	LOC4804334|XP_001360909.1|DPSE	LOC110675919|XP_021697651.1|AAEG
OG0003644	LOC4804078|XP_015039591.2|DPSE	LOC5573545|XP_001654680.1|AAEG
OG0003645	LOC4812214|XP_001352714.3|DPSE	LOC5571703|XP_001659845.2|AAEG
OG0003646	LOC4814115|XP_001354261.3|DPSE	LOC5565875|XP_021697696.1|AAEG
OG0003647	LOC4814185|XP_001354311.1|DPSE	LOC5567984|XP_001657805.2|AAEG
OG0003648	LOC4816352|XP_001355948.3|DPSE	LOC5565748|XP_001650108.2|AAEG
OG0003649	LOC4802121|XP_033241762.1|DPSE	LOC5565555|XP_001649906.1|AAEG
OG0003650	LOC4816025|XP_001355682.1|DPSE	LOC5565559|XP_021697733.1|AAEG
OG0003651	LOC4800289|XP_001357641.3|DPSE	LOC5564456|XP_021697774.1|AAEG
OG0003652	LOC4812824|XP_001353417.2|DPSE	LOC5570336|XP_001653165.1|AAEG
OG0003653	LOC4813542|XP_015042973.1|DPSE	LOC5573421|XP_021697823.1|AAEG
OG0003654	LOC4811948|XP_001352434.2|DPSE	LOC5573417|XP_001654591.1|AAEG
OG0003655	LOC4816297|XP_001356256.3|DPSE	LOC5573416|XP_001654590.2|AAEG
OG0003656	LOC4813620|XP_001353419.2|DPSE	LOC5564145|XP_021697831.1|AAEG
OG0003657	LOC4813687|XP_001353645.3|DPSE	LOC5578038|XP_001663658.2|AAEG
OG0003658	LOC4802697|XP_001359564.3|DPSE	LOC5563748|XP_021697833.1|AAEG
OG0003659	LOC117184693|XP_033239235.1|DPSE	LOC5576553|XP_021697848.1|AAEG
OG0003660	LOC4812096|XP_033239526.1|DPSE	LOC5576547|XP_021697849.1|AAEG
OG0003661	LOC4814069|XP_001354288.3|DPSE	LOC5575117|XP_021697884.1|AAEG
OG0003662	LOC4813801|XP_001354074.1|DPSE	LOC5575143|XP_021697917.1|AAEG
OG0003663	LOC4812128|XP_033241477.1|DPSE	LOC5577083|XP_001656317.1|AAEG
OG0003664	LOC4812532|XP_033238242.1|DPSE	LOC5577077|XP_021697922.1|AAEG
OG0003665	LOC4804235|XP_001360826.2|DPSE	LOC5571197|XP_021697945.1|AAEG
OG0003666	LOC4803403|XP_015039057.2|DPSE	LOC5573986|XP_021697972.1|AAEG
OG0003667	LOC4812197|XP_015043760.2|DPSE	LOC5573995|XP_021697981.1|AAEG
OG0003668	LOC4811747|XP_033235117.1|DPSE	LOC23687412|XP_021698133.1|AAEG
OG0003669	LOC4805318|XP_001361738.1|DPSE	LOC5569166|XP_001658356.1|AAEG
OG0003670	LOC4805319|XP_001361739.2|DPSE	LOC5569167|XP_001658357.1|AAEG
OG0003671	LOC4804538|XP_033233822.1|DPSE	LOC5577718|XP_021698177.1|AAEG
OG0003672	LOC6897973|XP_002138072.1|DPSE	LOC110676045|XP_021698198.1|AAEG
OG0003673	LOC26532659|XP_033233766.1|DPSE	LOC5575822|XP_001662247.2|AAEG
OG0003674	LOC4805351|XP_001361765.4|DPSE	LOC5567851|XP_021698252.1|AAEG
OG0003675	LOC4804026|XP_001360656.2|DPSE	LOC5567856|XP_001651881.1|AAEG
OG0003676	LOC4804025|XP_015039536.2|DPSE	LOC5567854|XP_021698257.1|AAEG
OG0003677	LOC6897477|XP_015037635.2|DPSE	LOC5576040|XP_001662376.1|AAEG
OG0003678	LOC4813253|XP_033237531.1|DPSE	LOC5564253|XP_021712464.1|AAEG, LOC110676109|XP_021698350.1|AAEG
OG0003679	LOC4813638|XP_001353663.4|DPSE	LOC5564308|XP_001648652.1|AAEG
OG0003680	LOC4805377|XP_001361787.2|DPSE	LOC5568838|XP_001658204.2|AAEG
OG0003681	LOC117183176|XP_001362077.1|DPSE	LOC5568875|XP_021698385.1|AAEG
OG0003682	LOC4800828|XP_001358032.3|DPSE	LOC5568874|XP_021698400.1|AAEG
OG0003683	LOC4804053|XP_015039570.2|DPSE	LOC5572106|XP_021698409.1|AAEG
OG0003684	LOC4812554|XP_001352614.1|DPSE	LOC5574160|XP_001655069.1|AAEG
OG0003685	LOC6900309|XP_033241470.1|DPSE	LOC5571938|XP_021698447.1|AAEG
OG0003686	LOC6898622|XP_002138627.2|DPSE	LOC5569619|XP_001652901.1|AAEG
OG0003687	LOC6898589|XP_002138609.1|DPSE	LOC5569616|XP_021698472.1|AAEG
OG0003688	LOC4804220|XP_001360814.1|DPSE	LOC5565346|XP_001649689.1|AAEG
OG0003689	LOC4812310|XP_001352396.3|DPSE	LOC5563919|XP_021698485.1|AAEG
OG0003690	LOC6900788|XP_002135147.2|DPSE	LOC5569604|XP_021698487.1|AAEG
OG0003691	LOC4813158|XP_033239636.1|DPSE	LOC110676131|XP_021698493.1|AAEG, LOC110675143|XP_021695216.1|AAEG
OG0003692	LOC4804926|XP_001361409.1|DPSE	LOC5569591|XP_021698549.1|AAEG
OG0003693	LOC4812562|XP_001352505.2|DPSE	LOC5570788|XP_001653292.1|AAEG
OG0003694	LOC4812374|XP_015043690.1|DPSE	LOC5570794|XP_001653296.1|AAEG
OG0003695	LOC4813855|XP_001353795.1|DPSE	LOC5564902|XP_001649245.2|AAEG
OG0003696	LOC6898287|XP_002138352.2|DPSE	LOC5579150|XP_021698648.1|AAEG
OG0003697	LOC6898404|XP_015039675.2|DPSE	LOC5572295|XP_021698721.1|AAEG
OG0003698	LOC4812530|XP_001352621.1|DPSE	LOC5572284|XP_001653969.1|AAEG
OG0003699	LOC4805454|XP_015040660.1|DPSE	LOC5567317|XP_021698753.1|AAEG
OG0003700	LOC4804696|XP_001361215.2|DPSE	LOC5572272|XP_001653957.2|AAEG
OG0003701	LOC4816876|XP_001356592.2|DPSE	LOC5572269|XP_001653954.1|AAEG
OG0003702	LOC4813179|XP_001353539.3|DPSE	LOC5572266|XP_001653951.1|AAEG
OG0003703	LOC4812167|XP_033240949.1|DPSE	LOC5574042|XP_021698766.1|AAEG
OG0003704	LOC4813869|XP_001353797.2|DPSE	LOC5575360|XP_001661892.2|AAEG
OG0003705	LOC4804036|XP_001360664.4|DPSE	LOC5572191|XP_021698801.1|AAEG
OG0003706	LOC4813524|XP_033238370.1|DPSE	LOC5565819|XP_021698841.1|AAEG
OG0003707	LOC6899941|XP_033240736.1|DPSE	LOC5575064|XP_021698851.1|AAEG
OG0003708	LOC6899996|XP_033240096.1|DPSE	LOC5566015|XP_021698872.1|AAEG
OG0003709	LOC4805139|XP_001361591.1|DPSE	LOC5566018|XP_001650384.2|AAEG
OG0003710	LOC4805140|XP_001361592.2|DPSE	LOC5566025|XP_021698881.1|AAEG
OG0003711	LOC4812219|XP_001352951.1|DPSE	LOC5574346|XP_001661381.1|AAEG
OG0003712	LOC4803880|XP_001360528.2|DPSE	LOC5565753|XP_001650112.2|AAEG
OG0003713	LOC4803902|XP_001360547.2|DPSE	LOC5574343|XP_001661378.2|AAEG
OG0003714	LOC4805014|XP_001361484.1|DPSE	LOC5574341|XP_021698911.1|AAEG
OG0003715	LOC4813932|XP_001354094.1|DPSE	LOC5577796|XP_021698955.1|AAEG
OG0003716	LOC6900567|XP_002134945.2|DPSE	LOC23687946|XP_021698970.1|AAEG
OG0003717	LOC6900165|XP_002135504.2|DPSE	LOC5577272|XP_001656371.1|AAEG
OG0003718	LOC6900945|XP_015042412.1|DPSE	LOC5574567|XP_021699003.1|AAEG
OG0003719	LOC4813661|XP_001353536.2|DPSE	LOC110676244|XP_021699030.1|AAEG
OG0003720	LOC4815779|XP_001355731.1|DPSE	LOC5573291|XP_021699052.1|AAEG
OG0003721	LOC4804215|XP_001360810.3|DPSE	LOC5573292|XP_001654507.1|AAEG
OG0003722	LOC6900400|XP_033237377.1|DPSE	LOC5564044|XP_021699093.1|AAEG
OG0003723	LOC4812159|XP_001352610.2|DPSE	LOC5577458|XP_001663389.1|AAEG
OG0003724	LOC4812975|XP_001353740.2|DPSE	LOC5575702|XP_001662153.1|AAEG
OG0003725	LOC6900482|XP_015042819.1|DPSE	LOC5575495|XP_021699130.1|AAEG
OG0003726	LOC4813345|XP_001353756.2|DPSE	LOC5579263|XP_021699132.1|AAEG
OG0003727	LOC4813928|XP_033239657.1|DPSE	LOC5565706|XP_021699195.1|AAEG
OG0003728	LOC4802873|XP_033232644.1|DPSE	LOC5566098|XP_021699212.1|AAEG
OG0003729	LOC4812090|XP_033239292.1|DPSE	LOC5566099|XP_021699209.1|AAEG
OG0003730	LOC6900088|XP_033240094.1|DPSE	LOC5573007|XP_021699256.1|AAEG
OG0003731	LOC4812668|XP_001353052.2|DPSE	LOC5574538|XP_001655189.2|AAEG
OG0003732	LOC4813816|XP_001353632.2|DPSE	LOC5575610|XP_021699284.1|AAEG
OG0003733	LOC4812118|XP_001352809.2|DPSE	LOC5572983|XP_001654307.2|AAEG
OG0003734	LOC4814103|XP_001354247.4|DPSE	LOC5578843|XP_021699297.1|AAEG
OG0003735	LOC4803516|XP_001360229.3|DPSE	LOC5578853|XP_021699343.1|AAEG
OG0003736	LOC4804447|XP_001361008.2|DPSE	LOC5578854|XP_001664061.1|AAEG
OG0003737	LOC4805213|XP_001361654.3|DPSE	LOC5578877|XP_001664064.2|AAEG
OG0003738	LOC4803854|XP_015039397.2|DPSE	LOC5572868|XP_001660627.2|AAEG
OG0003739	LOC4804915|XP_001361400.3|DPSE	LOC5572863|XP_021699395.1|AAEG
OG0003740	LOC4804921|XP_001361406.2|DPSE	LOC5564603|XP_021699399.1|AAEG
OG0003741	LOC4812209|XP_001352808.2|DPSE	LOC5564600|XP_001648946.1|AAEG
OG0003742	LOC4811854|XP_001352908.2|DPSE	LOC5575203|XP_001661842.1|AAEG
OG0003743	LOC4804021|XP_001360651.3|DPSE	LOC5575925|XP_021699449.1|AAEG
OG0003744	LOC4804919|XP_001361404.3|DPSE	LOC5575924|XP_001655915.2|AAEG
OG0003745	LOC4805090|XP_001361551.2|DPSE	LOC5575920|XP_001655911.1|AAEG
OG0003746	LOC6898985|XP_002138945.3|DPSE	LOC5575915|XP_021699455.1|AAEG
OG0003747	LOC4813031|XP_001353366.3|DPSE	LOC5570352|XP_021699456.1|AAEG
OG0003748	LOC4813440|XP_001353365.4|DPSE	LOC5570351|XP_021699457.1|AAEG
OG0003749	LOC4813488|XP_001353361.4|DPSE	LOC5570349|XP_001653178.1|AAEG
OG0003750	LOC4813516|XP_003736171.1|DPSE	LOC5570348|XP_021699463.1|AAEG
OG0003751	LOC4813857|XP_033237611.1|DPSE	LOC5570347|XP_021699465.1|AAEG
OG0003752	LOC4811955|XP_001352823.5|DPSE	LOC110680767|XP_021712245.1|AAEG, LOC5570328|XP_021699497.1|AAEG
OG0003753	LOC4812017|XP_001352842.2|DPSE	LOC5570324|XP_001653151.2|AAEG
OG0003754	LOC4811969|XP_033238950.1|DPSE	LOC5570322|XP_001653149.2|AAEG
OG0003755	LOC4812053|XP_001352437.4|DPSE	LOC5578490|XP_021699523.1|AAEG
OG0003756	LOC6899342|XP_002136187.1|DPSE	LOC5570727|XP_001659319.2|AAEG
OG0003757	LOC4804685|XP_001361205.4|DPSE	LOC5574455|XP_021699561.1|AAEG
OG0003758	LOC6898226|XP_015039326.2|DPSE	LOC5576991|XP_001663093.2|AAEG
OG0003759	LOC4812736|XP_033241250.1|DPSE	LOC5576979|XP_021699583.1|AAEG
OG0003760	LOC4804668|XP_001361193.3|DPSE	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG
OG0003761	LOC4813576|XP_001353815.3|DPSE	LOC5576975|XP_001663070.2|AAEG
OG0003762	LOC6900704|XP_015043195.2|DPSE	LOC5576974|XP_021699600.1|AAEG
OG0003763	LOC6900719|XP_033239020.1|DPSE	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG
OG0003764	LOC6900722|XP_033238682.1|DPSE	LOC5574473|XP_021699619.1|AAEG
OG0003765	LOC4816579|XP_001356243.1|DPSE	LOC5574474|XP_001655133.2|AAEG
OG0003766	LOC4814666|XP_001354909.2|DPSE	LOC5567477|XP_001657450.1|AAEG
OG0003767	LOC4804076|XP_001360694.1|DPSE	LOC5570866|XP_001659377.1|AAEG
OG0003768	LOC4805100|XP_033234238.1|DPSE	LOC110676375|XP_021699654.1|AAEG
OG0003769	LOC6898782|XP_015040448.2|DPSE	LOC5570876|XP_001659386.1|AAEG
OG0003770	LOC26532766|XP_033237159.1|DPSE	LOC5578270|XP_021699665.1|AAEG
OG0003771	LOC4814051|XP_001354197.3|DPSE	LOC5578261|XP_021699680.1|AAEG
OG0003772	LOC4814000|XP_033240449.1|DPSE	LOC5569280|XP_001652813.2|AAEG
OG0003773	LOC4804716|XP_001361234.1|DPSE	LOC5569281|XP_021699682.1|AAEG
OG0003774	LOC4804719|XP_001361237.5|DPSE	LOC5575621|XP_021699693.1|AAEG
OG0003775	LOC4814949|XP_001354567.3|DPSE	LOC5576380|XP_001662596.2|AAEG
OG0003776	LOC4803442|XP_001360167.2|DPSE	LOC5569572|XP_001658638.2|AAEG
OG0003777	LOC4804038|XP_001360666.2|DPSE	LOC5567697|XP_001651861.1|AAEG
OG0003778	LOC4805018|XP_033233548.1|DPSE	LOC5567695|XP_021699793.1|AAEG
OG0003779	LOC6898489|XP_015039951.1|DPSE	LOC5565718|XP_021699822.1|AAEG
OG0003780	LOC4803921|XP_001360562.2|DPSE	LOC5574832|XP_021699838.1|AAEG
OG0003781	LOC4811749|XP_033237112.1|DPSE	LOC5574828|XP_001661659.2|AAEG
OG0003782	LOC6902076|XP_033240219.1|DPSE	LOC5574827|XP_021699848.1|AAEG
OG0003783	LOC4800669|XP_001357901.2|DPSE	LOC5574637|XP_001661554.1|AAEG
OG0003784	LOC4804577|XP_001361116.2|DPSE	LOC5574642|XP_021699899.1|AAEG
OG0003785	LOC4803327|XP_001357517.2|DPSE	LOC5574646|XP_001661565.1|AAEG
OG0003786	LOC4804250|XP_015039766.2|DPSE	LOC5572038|XP_001660145.2|AAEG
OG0003787	LOC4804249|XP_001360837.3|DPSE	LOC5572039|XP_021699913.1|AAEG
OG0003788	LOC4804287|XP_001360868.2|DPSE	LOC5572041|XP_001660149.2|AAEG
OG0003789	LOC6898380|XP_015039627.2|DPSE	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG
OG0003790	LOC4812287|XP_001352682.2|DPSE	LOC5564189|XP_001648526.1|AAEG
OG0003791	LOC4802293|XP_003736707.2|DPSE	LOC5569986|XP_021700012.1|AAEG
OG0003792	LOC4804664|XP_001361189.2|DPSE	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG
OG0003793	LOC6898120|XP_002138200.2|DPSE	LOC5575905|XP_021700119.1|AAEG
OG0003794	LOC4804240|XP_001360831.2|DPSE	LOC5575899|XP_021700127.1|AAEG
OG0003795	LOC26533744|XP_015042613.2|DPSE	LOC5578895|XP_001664101.2|AAEG
OG0003796	LOC4800508|XP_001357773.2|DPSE	LOC5576279|XP_021700136.1|AAEG
OG0003797	LOC4816708|XP_001356195.2|DPSE	LOC5565480|XP_021700166.1|AAEG
OG0003798	LOC4805084|XP_001361546.1|DPSE	LOC5570378|XP_021700169.1|AAEG
OG0003799	LOC4803838|XP_001360491.3|DPSE	LOC5570383|XP_021700181.1|AAEG
OG0003800	LOC4817885|XP_001357377.1|DPSE	LOC5568035|XP_021700198.1|AAEG
OG0003801	LOC4816366|XP_033235301.1|DPSE	LOC5580248|XP_021700214.1|AAEG
OG0003802	LOC4816704|XP_001356106.3|DPSE	LOC5580249|XP_021700218.1|AAEG
OG0003803	LOC4800506|XP_001357771.3|DPSE	LOC110681064|XP_021712524.1|AAEG, LOC110675168|XP_021695247.1|AAEG
OG0003804	LOC4818069|XP_015035450.2|DPSE	LOC5570937|XP_021700238.1|AAEG
OG0003805	LOC4817740|XP_001357101.2|DPSE	LOC5570930|XP_021700245.1|AAEG
OG0003806	LOC4811689|XP_001352272.3|DPSE	LOC5570932|XP_001659404.1|AAEG
OG0003807	LOC4818147|XP_001357205.1|DPSE	LOC5577719|XP_021700253.1|AAEG
OG0003808	LOC4813854|XP_001353447.4|DPSE	LOC110680907|XP_021712384.1|AAEG, LOC5571158|XP_021700301.1|AAEG
OG0003809	LOC4817220|XP_033236534.1|DPSE	LOC110681459|XP_021712912.1|AAEG, LOC5568632|XP_021700313.1|AAEG, LOC5568637|XP_001652464.1|AAEG
OG0003810	LOC4805449|XP_015040656.1|DPSE	LOC5567649|XP_021700330.1|AAEG
OG0003811	LOC4803501|XP_001360216.1|DPSE	LOC5578151|XP_001663723.2|AAEG
OG0003812	LOC6903561|XP_033235994.1|DPSE	LOC5571946|XP_021700429.1|AAEG
OG0003813	LOC4817424|XP_001356340.2|DPSE	LOC5569380|XP_021700450.1|AAEG
OG0003814	LOC4817467|XP_001356557.3|DPSE	LOC5569498|XP_021700472.1|AAEG
OG0003815	LOC4800239|XP_001357536.1|DPSE	LOC5579340|XP_001647648.2|AAEG
OG0003816	LOC4816283|XP_001356254.4|DPSE	LOC5569510|XP_001658595.1|AAEG
OG0003817	LOC4818091|XP_001357244.1|DPSE	LOC5576950|XP_001663045.1|AAEG
OG0003818	LOC6902842|XP_033235702.1|DPSE, LOC4817231|XP_001356491.3|DPSE	LOC110680414|XP_021711906.1|AAEG, LOC110676540|XP_021700504.1|AAEG
OG0003819	LOC4817283|XP_001356489.2|DPSE	LOC5577422|XP_001656497.1|AAEG
OG0003820	LOC4803029|XP_001359831.1|DPSE	LOC5578366|XP_001656937.1|AAEG
OG0003821	LOC4803881|XP_001360529.3|DPSE	LOC5578355|XP_001656925.1|AAEG
OG0003822	LOC4816233|XP_001355854.3|DPSE	LOC5566424|XP_001650824.1|AAEG
OG0003823	LOC4817521|XP_033235523.1|DPSE	LOC5566438|XP_021700561.1|AAEG
OG0003824	LOC4817845|XP_001357301.3|DPSE	LOC110676558|XP_021700624.1|AAEG
OG0003825	LOC6899795|XP_002135739.2|DPSE	LOC5570915|XP_021700627.1|AAEG
OG0003826	LOC4817162|XP_001356819.2|DPSE	LOC5570911|XP_001653388.1|AAEG
OG0003827	LOC4817923|XP_001357246.3|DPSE	LOC5570902|XP_001653379.1|AAEG
OG0003828	LOC4817901|XP_001357245.4|DPSE	LOC5570900|XP_021700654.1|AAEG
OG0003829	LOC4816476|XP_001356206.3|DPSE	LOC5570899|XP_021700658.1|AAEG
OG0003830	LOC4816658|XP_001356090.2|DPSE	LOC5572922|XP_001654255.1|AAEG
OG0003831	LOC4800990|XP_001358166.2|DPSE	LOC5572925|XP_001654260.2|AAEG
OG0003832	LOC4817891|XP_015035499.2|DPSE	LOC5572928|XP_001654263.2|AAEG
OG0003833	LOC4817984|XP_001357414.1|DPSE	LOC5572931|XP_011493072.1|AAEG
