Orthogroup	DPSE.longest_only	AALB.longest_only
OG0005050	LOC4803378|XP_033233889.1|DPSE	LOC118465980|XP_035790642.1|AALB
OG0005051	LOC4813796|XP_001354073.2|DPSE	LOC118463710|XP_035786396.1|AALB
OG0005052	LOC4813802|XP_001354075.2|DPSE	LOC118464772|XP_035788293.1|AALB
OG0005053	LOC4817364|XP_001356365.2|DPSE	LOC118467755|XP_035794475.1|AALB
OG0005054	LOC4813974|XP_001354131.4|DPSE	LOC118464270|XP_035787418.1|AALB
OG0005055	LOC4815040|XP_001354903.4|DPSE	LOC118464273|XP_035787428.1|AALB
OG0005056	LOC4804861|XP_033234381.1|DPSE	LOC118464828|XP_035788396.1|AALB
OG0005057	LOC4812896|XP_015042655.2|DPSE	LOC118464961|XP_035788649.1|AALB
OG0005058	LOC4813588|XP_033239753.1|DPSE	LOC118464967|XP_035788673.1|AALB
OG0005059	LOC4805298|XP_001361720.3|DPSE	LOC118463174|XP_035785472.1|AALB
OG0005060	LOC4805299|XP_033233556.1|DPSE	LOC118463173|XP_035785461.1|AALB
OG0005061	LOC4817836|XP_001357288.2|DPSE	LOC118463256|XP_035785618.1|AALB
OG0005062	LOC4803524|XP_015039145.1|DPSE	LOC118464083|XP_035787034.1|AALB
OG0005063	LOC6898025|XP_002138114.1|DPSE	LOC118464142|XP_035787140.1|AALB
OG0005064	LOC4813543|XP_001353263.1|DPSE	LOC118465223|XP_035789111.1|AALB
OG0005065	LOC4804909|XP_001361394.4|DPSE	LOC118463614|XP_035786196.1|AALB
OG0005066	LOC4803783|XP_015039361.1|DPSE	LOC118463286|XP_035785656.1|AALB
OG0005067	LOC4805215|XP_033234098.1|DPSE	LOC118466307|XP_035791309.1|AALB
OG0005068	LOC4813448|XP_001353971.1|DPSE	LOC118467192|XP_035793294.1|AALB
OG0005069	LOC4804023|XP_001360653.2|DPSE	LOC118467186|XP_035793275.1|AALB
OG0005070	LOC4804288|XP_001360869.4|DPSE	LOC118466841|XP_035792556.1|AALB
OG0005071	LOC4812780|XP_001353901.1|DPSE	LOC118463292|XP_035785667.1|AALB
OG0005072	LOC4815419|XP_001355450.1|DPSE	LOC118466124|XP_035790966.1|AALB
OG0005073	LOC4804782|XP_001361291.2|DPSE	LOC118463248|XP_035785610.1|AALB
OG0005074	LOC6900206|XP_015043940.2|DPSE	LOC118462621|XP_035784353.1|AALB
OG0005075	LOC4805714|XP_001362069.1|DPSE	LOC118466126|XP_035790968.1|AALB
OG0005076	LOC6899083|XP_002139000.1|DPSE	LOC118466128|XP_035790971.1|AALB
OG0005078	LOC4812147|XP_001352869.3|DPSE	LOC118464902|XP_035788556.1|AALB
OG0005079	LOC4803560|XP_033234187.1|DPSE	LOC118463836|XP_035786623.1|AALB
OG0005080	LOC4811973|XP_001352730.3|DPSE	LOC118463259|XP_035785622.1|AALB
OG0005081	LOC6898096|XP_002138178.2|DPSE	LOC118466187|XP_035791085.1|AALB
OG0005082	LOC6900494|XP_002134884.1|DPSE	LOC118467006|XP_035792843.1|AALB
OG0005083	LOC6901215|XP_002133916.1|DPSE	LOC118467007|XP_035792844.1|AALB
OG0005084	LOC4813614|XP_033240614.1|DPSE	LOC118467367|XP_035793662.1|AALB
OG0005085	LOC4813851|XP_001353945.1|DPSE	LOC118467366|XP_035793661.1|AALB
OG0005086	LOC4804927|XP_001361410.2|DPSE	LOC118466286|XP_035791264.1|AALB
OG0005087	LOC4813147|XP_015043252.2|DPSE	LOC118466917|XP_035792679.1|AALB
OG0005088	LOC4805648|XP_033234683.1|DPSE	LOC118467529|XP_035793988.1|AALB
OG0005089	LOC4805646|XP_001362013.2|DPSE	LOC118467527|XP_035793986.1|AALB
OG0005090	LOC4803661|XP_001360344.1|DPSE	LOC118466865|XP_035792595.1|AALB
OG0005091	LOC4804764|XP_033233241.1|DPSE	LOC118459939|XP_035779709.1|AALB
OG0005092	LOC4813575|XP_001353256.2|DPSE	LOC118463508|XP_035786001.1|AALB
OG0005093	LOC4813411|XP_015042974.2|DPSE	LOC118463495|XP_035785984.1|AALB
OG0005094	LOC4812116|XP_033241394.1|DPSE	LOC118462939|XP_035784957.1|AALB
OG0005095	LOC4803545|XP_001360254.3|DPSE	LOC118462937|XP_035784948.1|AALB
OG0005096	LOC4816353|XP_001356155.4|DPSE	LOC118466233|XP_035791166.1|AALB
OG0005097	LOC4805288|XP_001361710.1|DPSE	LOC118464129|XP_035787117.1|AALB
OG0005098	LOC6898968|XP_033235080.1|DPSE	LOC118463410|XP_035785854.1|AALB
OG0005099	LOC4804693|XP_001361212.2|DPSE	LOC118466965|XP_035792769.1|AALB
OG0005100	LOC4804692|XP_001361211.2|DPSE	LOC118466962|XP_035792756.1|AALB
OG0005101	LOC4803063|XP_001359864.2|DPSE	LOC118462607|XP_035784330.1|AALB
OG0005102	LOC4805515|XP_033233770.1|DPSE	LOC118466483|XP_035791757.1|AALB
OG0005103	LOC4804286|XP_001360867.2|DPSE	LOC118466960|XP_035792754.1|AALB
OG0005104	LOC4818065|XP_001357421.2|DPSE	LOC118466968|XP_035792773.1|AALB
OG0005105	LOC4813439|XP_001353803.2|DPSE	LOC118464596|XP_035787932.1|AALB
OG0005106	LOC6900092|XP_033238033.1|DPSE	LOC118466806|XP_035792457.1|AALB
OG0005107	LOC6900514|XP_002134903.3|DPSE	LOC118466273|XP_035791239.1|AALB
OG0005108	LOC4805344|XP_001361759.2|DPSE	LOC118467375|XP_035793689.1|AALB
OG0005109	LOC4814210|XP_001354318.3|DPSE	LOC118461607|XP_035783026.1|AALB
OG0005110	LOC4812353|XP_001352594.4|DPSE	LOC118467795|XP_035794562.1|AALB
OG0005111	LOC6900729|XP_015043224.2|DPSE	LOC118463404|XP_035785845.1|AALB
OG0005112	LOC4812549|XP_001352459.3|DPSE	LOC118463402|XP_035785843.1|AALB
OG0005113	LOC4813484|XP_001353859.2|DPSE	LOC118463406|XP_035785849.1|AALB
OG0005114	LOC4813837|XP_001354034.3|DPSE	LOC118465088|XP_035788884.1|AALB
OG0005115	LOC4816458|XP_001355941.3|DPSE	LOC118466604|XP_035792074.1|AALB
OG0005116	LOC4812162|XP_001352828.3|DPSE	LOC118466208|XP_035791118.1|AALB
OG0005117	LOC4815260|XP_001354741.2|DPSE	LOC118464369|XP_035787601.1|AALB
OG0005118	LOC4816893|XP_001356338.1|DPSE	LOC118466474|XP_035791750.1|AALB
OG0005119	LOC4803359|XP_033235006.1|DPSE	LOC118466468|XP_035791719.1|AALB
OG0005120	LOC4813593|XP_001353556.2|DPSE	LOC118467857|XP_035794653.1|AALB
OG0005121	LOC4812153|XP_033239701.1|DPSE	LOC118467856|XP_035794652.1|AALB
OG0005122	LOC4813070|XP_001353585.1|DPSE	LOC118464808|XP_035788363.1|AALB
OG0005123	LOC4813704|XP_001353996.1|DPSE	LOC118465371|XP_035789459.1|AALB
OG0005124	LOC4812252|XP_033238424.1|DPSE	LOC118466720|XP_035792277.1|AALB
OG0005125	LOC4812251|XP_033238077.1|DPSE	LOC118466419|XP_035791587.1|AALB
OG0005126	LOC4813946|XP_001354106.1|DPSE	LOC118466420|XP_035791590.1|AALB
OG0005127	LOC4813701|XP_033237365.1|DPSE	LOC118463721|XP_035786407.1|AALB
OG0005128	LOC4804043|XP_033233794.1|DPSE	LOC118463616|XP_035786202.1|AALB
OG0005129	LOC4812443|XP_015044062.1|DPSE	LOC118463135|XP_035785387.1|AALB
OG0005130	LOC4811990|XP_001353011.2|DPSE	LOC118465611|XP_035789880.1|AALB
OG0005131	LOC6900390|XP_033238574.1|DPSE	LOC118463863|XP_035786666.1|AALB
OG0005132	LOC4813062|XP_001353652.1|DPSE	LOC118464089|XP_035787046.1|AALB
OG0005133	LOC4812478|XP_033239821.1|DPSE	LOC118464279|XP_035787435.1|AALB
OG0005134	LOC4813883|XP_033239844.1|DPSE	LOC118466203|XP_035791113.1|AALB
OG0005135	LOC4813721|XP_001353563.1|DPSE	LOC118466218|XP_035791134.1|AALB
OG0005136	LOC6900554|XP_002134937.2|DPSE	LOC118464446|XP_035787721.1|AALB
OG0005137	LOC4801241|XP_001358364.3|DPSE	LOC118466398|XP_035791543.1|AALB
OG0005138	LOC4812974|XP_001353739.1|DPSE	LOC118466412|XP_035791573.1|AALB
OG0005139	LOC4812864|XP_015043213.2|DPSE	LOC118462916|XP_035784914.1|AALB
OG0005140	LOC4816344|XP_001355946.2|DPSE	LOC118463991|XP_035786914.1|AALB
OG0005142	LOC4812723|XP_001353102.3|DPSE	LOC118464391|XP_035787630.1|AALB
OG0005143	LOC4812728|XP_033238399.1|DPSE	LOC118462494|XP_035784100.1|AALB
OG0005144	LOC4812727|XP_001353106.3|DPSE	LOC118462495|XP_035784105.1|AALB
OG0005145	LOC4812725|XP_001353104.1|DPSE	LOC118462822|XP_035784737.1|AALB
OG0005146	LOC6900881|XP_002135238.3|DPSE	LOC118467064|XP_035792982.1|AALB
OG0005147	LOC4813927|XP_001354089.3|DPSE	LOC118467065|XP_035792984.1|AALB
OG0005148	LOC4814157|XP_001354303.1|DPSE	LOC118466265|XP_035791221.1|AALB
OG0005149	LOC15382871|XP_004444269.3|DPSE	LOC118466274|XP_035791240.1|AALB
OG0005150	LOC4812455|XP_001352566.2|DPSE	LOC118464282|XP_035787449.1|AALB
OG0005151	LOC4812675|XP_001353059.1|DPSE	LOC118467072|XP_035793000.1|AALB
OG0005152	LOC4812671|XP_001353055.1|DPSE	LOC118466132|XP_035790975.1|AALB
OG0005153	LOC4812669|XP_001353053.3|DPSE	LOC118467070|XP_035792996.1|AALB
OG0005154	LOC4812667|XP_001353051.4|DPSE	LOC118467068|XP_035792992.1|AALB
OG0005155	LOC4814113|XP_001354246.3|DPSE	LOC118465428|XP_035789550.1|AALB
OG0005156	LOC4802249|XP_001359208.2|DPSE	LOC118465754|XP_035790150.1|AALB
OG0005157	LOC4805214|XP_033234665.1|DPSE	LOC118466305|XP_035791304.1|AALB
OG0005158	LOC4814167|XP_001354219.3|DPSE	LOC118466336|XP_035791348.1|AALB
OG0005159	LOC4812080|XP_001352589.2|DPSE	LOC118466350|XP_035791376.1|AALB
OG0005160	LOC4813719|XP_001353448.1|DPSE	LOC118464302|XP_035787482.1|AALB
OG0005161	LOC4804326|XP_001360903.4|DPSE	LOC118463806|XP_035786569.1|AALB
OG0005163	LOC4811988|XP_001352750.1|DPSE	LOC118467363|XP_035793657.1|AALB
OG0005164	LOC4812985|XP_001353364.2|DPSE	LOC118466243|XP_035791186.1|AALB
OG0005165	LOC4805583|XP_001361964.3|DPSE	LOC118464098|XP_035787060.1|AALB
OG0005166	LOC4802478|XP_001359393.2|DPSE	LOC118463859|XP_035786661.1|AALB
OG0005167	LOC4802479|XP_001359394.2|DPSE	LOC118463861|XP_035786664.1|AALB
OG0005168	LOC4812479|XP_001352438.2|DPSE	LOC118463858|XP_035786660.1|AALB
OG0005169	LOC4812912|XP_001353655.3|DPSE	LOC118464855|XP_035788456.1|AALB
OG0005170	LOC4813307|XP_001353656.1|DPSE	LOC118462857|XP_035784807.1|AALB
OG0005171	LOC4813252|XP_001353657.2|DPSE	LOC118462858|XP_035784808.1|AALB
OG0005172	LOC4805716|XP_033233667.1|DPSE	LOC118463854|XP_035786651.1|AALB
OG0005173	LOC4803443|XP_001360168.3|DPSE	LOC118466141|XP_035790986.1|AALB
OG0005174	LOC4804470|XP_001361028.1|DPSE	LOC118466142|XP_035790987.1|AALB
OG0005175	LOC4804487|XP_001361043.2|DPSE	LOC118463515|XP_035786009.1|AALB
OG0005176	LOC4803756|XP_001360420.2|DPSE	LOC118464425|XP_035787681.1|AALB
OG0005177	LOC4804484|XP_001361040.3|DPSE	LOC118463942|XP_035786803.1|AALB
OG0005178	LOC4813556|XP_001353814.1|DPSE	LOC118463940|XP_035786801.1|AALB
OG0005179	LOC4812734|XP_015044162.1|DPSE	LOC118460785|XP_035781286.1|AALB, LOC118465341|XP_035789391.1|AALB
OG0005180	LOC4812135|XP_015043824.2|DPSE	LOC118466748|XP_035792328.1|AALB
OG0005181	LOC4815265|XP_001355066.1|DPSE	LOC118466753|XP_035792343.1|AALB
OG0005182	LOC4805182|XP_015040475.2|DPSE	LOC118466353|XP_035791378.1|AALB
OG0005183	LOC4805339|XP_001361755.1|DPSE	LOC118466356|XP_035791406.1|AALB
OG0005184	LOC4805342|XP_033233867.1|DPSE	LOC118463185|XP_035785497.1|AALB
OG0005185	LOC4804509|XP_001361061.3|DPSE	LOC118463954|XP_035786829.1|AALB
OG0005186	LOC6898783|XP_033233562.1|DPSE	LOC118465264|XP_035789178.1|AALB
OG0005187	LOC6898088|XP_033234963.1|DPSE	LOC118466361|XP_035791423.1|AALB
OG0005188	LOC4804817|XP_001361319.3|DPSE	LOC118467917|XP_035794750.1|AALB
OG0005189	LOC4814935|XP_015041903.1|DPSE	LOC118458927|XP_035777790.1|AALB
OG0005190	LOC4812123|XP_001352515.3|DPSE	LOC118465381|XP_035789468.1|AALB
OG0005191	LOC4802559|XP_001359456.1|DPSE	LOC118464445|XP_035787717.1|AALB
OG0005192	LOC4804102|XP_033234650.1|DPSE	LOC118464028|XP_035786978.1|AALB
OG0005193	LOC4804512|XP_033233569.1|DPSE	LOC118465742|XP_035790097.1|AALB
OG0005194	LOC4804434|XP_001360998.1|DPSE	LOC118462592|XP_035784299.1|AALB
OG0005195	LOC4804899|XP_001361385.2|DPSE	LOC118465807|XP_035790272.1|AALB
OG0005196	LOC4813426|XP_001353327.4|DPSE	LOC118465801|XP_035790261.1|AALB
OG0005197	LOC4804332|XP_001360908.3|DPSE	LOC118465802|XP_035790262.1|AALB
OG0005198	LOC4813917|XP_001353414.3|DPSE	LOC118465804|XP_035790265.1|AALB
OG0005199	LOC4804870|XP_001361359.2|DPSE	LOC118465901|XP_035790446.1|AALB
OG0005200	LOC6898295|XP_002138357.1|DPSE	LOC118465898|XP_035790444.1|AALB
OG0005201	LOC4803567|XP_033234437.1|DPSE	LOC118464398|XP_035787643.1|AALB
OG0005202	LOC4804133|XP_001360739.3|DPSE	LOC118464395|XP_035787638.1|AALB
OG0005203	LOC4805489|XP_001361884.4|DPSE, LOC6898403|XP_002138449.3|DPSE	LOC118468520|XP_035795270.1|AALB
OG0005204	LOC4818011|XP_001357405.4|DPSE	LOC118460016|XP_035779840.1|AALB
OG0005205	LOC4817480|XP_015036151.2|DPSE	LOC118460012|XP_035779831.1|AALB
OG0005206	LOC4804553|XP_001361096.1|DPSE	LOC118463668|XP_035786318.1|AALB
OG0005207	LOC6898780|XP_004444392.3|DPSE	LOC118458933|XP_035777801.1|AALB
OG0005208	LOC4804709|XP_001361227.2|DPSE	LOC118458936|XP_035777808.1|AALB
OG0005209	LOC4818137|XP_001357355.3|DPSE	LOC118459881|XP_035779571.1|AALB
OG0005210	LOC4817839|XP_001357356.3|DPSE	LOC118459880|XP_035779567.1|AALB
OG0005211	LOC4811905|XP_015043954.2|DPSE	LOC118457298|XP_035774661.1|AALB
OG0005212	LOC6903448|XP_015035393.2|DPSE	LOC118460465|XP_035780677.1|AALB
OG0005213	LOC4816084|XP_001355255.1|DPSE	LOC118457844|XP_035775622.1|AALB
OG0005214	LOC4816559|XP_001355927.4|DPSE	LOC118467923|XP_035794767.1|AALB
OG0005215	LOC4817318|XP_033235178.1|DPSE	LOC118468945|XP_035796186.1|AALB
OG0005216	LOC4816347|XP_001356266.1|DPSE	LOC118468954|XP_035796197.1|AALB
OG0005217	LOC4817959|XP_001357420.3|DPSE	LOC118467148|XP_035793183.1|AALB
OG0005218	LOC4816174|XP_015036963.2|DPSE	LOC118467199|XP_035793309.1|AALB
OG0005219	LOC4804582|XP_001361120.2|DPSE	LOC118467173|XP_035793249.1|AALB
OG0005220	LOC4813309|XP_001353576.3|DPSE	LOC118457039|XP_035774174.1|AALB
OG0005221	LOC4816215|XP_001355840.4|DPSE	LOC118457043|XP_035774184.1|AALB
OG0005222	LOC4817704|XP_033235806.1|DPSE	LOC118457037|XP_035774168.1|AALB
OG0005223	LOC4818046|XP_001357336.2|DPSE	LOC118460857|XP_035781456.1|AALB
OG0005224	LOC4816208|XP_033236630.1|DPSE	LOC118458953|XP_035777828.1|AALB
OG0005225	LOC4816519|XP_001356143.3|DPSE	LOC118468681|XP_035795685.1|AALB
OG0005226	LOC4817083|XP_033235356.1|DPSE	LOC118469006|XP_035796333.1|AALB
OG0005227	LOC4817782|XP_001357129.1|DPSE	LOC118459211|XP_035778284.1|AALB
OG0005228	LOC4817715|XP_001357128.1|DPSE	LOC118457140|XP_035774347.1|AALB
OG0005229	LOC4817026|XP_015036129.2|DPSE	LOC118460387|XP_035780548.1|AALB
OG0005230	LOC4817011|XP_001356786.3|DPSE	LOC118458557|XP_035777092.1|AALB
OG0005231	LOC4817791|XP_001357094.2|DPSE	LOC118457708|XP_035775380.1|AALB
OG0005232	LOC4816533|XP_033236853.1|DPSE	LOC118460842|XP_035781425.1|AALB
OG0005233	LOC4818155|XP_001357361.2|DPSE	LOC118460845|XP_035781440.1|AALB
OG0005234	LOC4816276|XP_001356260.4|DPSE	LOC118468368|XP_035795021.1|AALB
OG0005235	LOC4817293|XP_001356904.3|DPSE	LOC118456440|XP_035773094.1|AALB
OG0005236	LOC6903169|XP_002132869.3|DPSE	LOC118456439|XP_035773093.1|AALB
OG0005237	LOC6903170|XP_015036360.2|DPSE	LOC118456437|XP_035773088.1|AALB
OG0005238	LOC4817588|XP_001356991.2|DPSE	LOC118456199|XP_035772653.1|AALB
OG0005240	LOC117184007|XP_033235773.1|DPSE	LOC118468161|XP_035794879.1|AALB, LOC118456494|XP_035773213.1|AALB
OG0005241	LOC6903177|XP_002132877.2|DPSE	LOC118456495|XP_035773214.1|AALB, LOC118468166|XP_035794884.1|AALB
OG0005242	LOC4816694|XP_001356057.1|DPSE	LOC118468165|XP_035794883.1|AALB, LOC118458585|XP_035777138.1|AALB
OG0005243	LOC4816860|XP_001356746.4|DPSE	LOC118468529|XP_035795292.1|AALB
OG0005244	LOC4801354|XP_015037203.2|DPSE	LOC118461010|XP_035781749.1|AALB
OG0005245	LOC4802251|XP_001359210.2|DPSE	LOC118461009|XP_035781748.1|AALB
OG0005246	LOC4816796|XP_001356439.4|DPSE	LOC118461012|XP_035781754.1|AALB
OG0005247	LOC4804549|XP_001361092.3|DPSE	LOC118459528|XP_035778880.1|AALB
OG0005248	LOC4803091|XP_001359890.5|DPSE	LOC118469057|XP_035796420.1|AALB
OG0005249	LOC4803175|XP_001359959.2|DPSE	LOC118457281|XP_035774633.1|AALB
OG0005250	LOC4816424|XP_001356091.4|DPSE	LOC118457148|XP_035774359.1|AALB
OG0005251	LOC4811839|XP_015044387.2|DPSE	LOC118467796|XP_035794567.1|AALB
OG0005252	LOC26531963|XP_033235525.1|DPSE	LOC118459769|XP_035779357.1|AALB
OG0005253	LOC4818191|XP_015035588.1|DPSE	LOC118458362|XP_035776622.1|AALB
OG0005254	LOC117184208|XP_033236658.1|DPSE	LOC118458821|XP_035777586.1|AALB
OG0005255	LOC4818055|XP_001357303.2|DPSE	LOC118456839|XP_035773828.1|AALB
OG0005256	LOC6899356|XP_002136173.1|DPSE	LOC118458372|XP_035776661.1|AALB
OG0005257	LOC4818062|XP_001357423.2|DPSE	LOC118458367|XP_035776652.1|AALB
OG0005258	LOC4817815|XP_001357247.2|DPSE	LOC118460672|XP_035781042.1|AALB
OG0005259	LOC6902690|XP_002133205.3|DPSE	LOC118458365|XP_035776647.1|AALB
OG0005260	LOC4816298|XP_001356200.2|DPSE	LOC118456964|XP_035774047.1|AALB
OG0005261	LOC4811707|XP_015044399.2|DPSE	LOC118456963|XP_035774046.1|AALB
OG0005262	LOC4817419|XP_001356816.3|DPSE	LOC118456271|XP_035772776.1|AALB
OG0005263	LOC4817874|XP_001357308.2|DPSE	LOC118457069|XP_035774232.1|AALB
OG0005264	LOC4801199|XP_001358328.3|DPSE	LOC118457070|XP_035774233.1|AALB
OG0005265	LOC4816440|XP_033237024.1|DPSE	LOC118459053|XP_035777972.1|AALB
OG0005266	LOC4816314|XP_001356169.3|DPSE	LOC118460968|XP_035781673.1|AALB
OG0005267	LOC4816299|XP_001355985.1|DPSE	LOC118456601|XP_035773394.1|AALB
OG0005268	LOC4816592|XP_001355986.3|DPSE	LOC118456594|XP_035773387.1|AALB
OG0005269	LOC4816302|XP_015036625.2|DPSE	LOC118468128|XP_035794876.1|AALB
OG0005270	LOC4817059|XP_001356797.1|DPSE	LOC118460571|XP_035780872.1|AALB
OG0005271	LOC4817064|XP_001356385.2|DPSE	LOC118460566|XP_035780860.1|AALB
OG0005272	LOC117183994|XP_033235700.1|DPSE, LOC4817456|XP_001356387.1|DPSE	LOC118460569|XP_035780868.1|AALB
OG0005273	LOC6902792|XP_002132529.2|DPSE	LOC118458905|XP_035777756.1|AALB
OG0005274	LOC4817300|XP_001356794.3|DPSE	LOC118459274|XP_035778404.1|AALB
OG0005275	LOC4811653|XP_033235751.1|DPSE	LOC118456369|XP_035772934.1|AALB
OG0005276	LOC6902968|XP_002132694.3|DPSE	LOC118456376|XP_035772953.1|AALB
OG0005277	LOC4817074|XP_001356680.3|DPSE	LOC118458036|XP_035776047.1|AALB
OG0005278	LOC4804429|XP_001360994.2|DPSE	LOC118458037|XP_035776048.1|AALB
OG0005279	LOC4817910|XP_001357181.2|DPSE	LOC118456829|XP_035773817.1|AALB
OG0005280	LOC4817595|XP_001356998.3|DPSE	LOC118460102|XP_035780030.1|AALB
OG0005281	LOC4816663|XP_001355973.3|DPSE	LOC118468718|XP_035795741.1|AALB
OG0005282	LOC4802057|XP_001359050.3|DPSE	LOC118459054|XP_035777973.1|AALB
OG0005283	LOC4801756|XP_001358797.2|DPSE	LOC118459056|XP_035777978.1|AALB
OG0005284	LOC4818100|XP_001357491.4|DPSE	LOC118456980|XP_035774073.1|AALB
OG0005285	LOC4817997|XP_001357490.1|DPSE	LOC118457232|XP_035774503.1|AALB
OG0005286	LOC6903175|XP_002132875.2|DPSE	LOC118460841|XP_035781421.1|AALB
OG0005287	LOC4817599|XP_001357001.3|DPSE	LOC118457438|XP_035774921.1|AALB
OG0005288	LOC4818130|XP_001357447.1|DPSE	LOC118458279|XP_035776494.1|AALB
OG0005289	LOC6899551|XP_002135981.1|DPSE	LOC118460603|XP_035780923.1|AALB
OG0005290	LOC4802425|XP_001359347.2|DPSE	LOC118456688|XP_035773569.1|AALB
OG0005291	LOC4816714|XP_033235250.1|DPSE	LOC118458565|XP_035777102.1|AALB
OG0005292	LOC4816194|XP_001355754.2|DPSE	LOC118458555|XP_035777085.1|AALB
OG0005293	LOC4817854|XP_033235837.1|DPSE	LOC118468423|XP_035795079.1|AALB
OG0005294	LOC4817788|XP_001357147.1|DPSE	LOC118460413|XP_035780593.1|AALB
OG0005295	LOC6902632|XP_033235235.1|DPSE	LOC118460404|XP_035780576.1|AALB
OG0005296	LOC4802047|XP_015037564.2|DPSE	LOC118468598|XP_035795459.1|AALB
OG0005297	LOC6903380|XP_015035324.2|DPSE	LOC118457680|XP_035775332.1|AALB
OG0005298	LOC4817076|XP_001356358.2|DPSE	LOC118458009|XP_035775998.1|AALB
OG0005299	LOC4801000|XP_001358175.1|DPSE	LOC118460998|XP_035781716.1|AALB
OG0005300	LOC4814440|XP_001354532.2|DPSE	LOC118468944|XP_035796185.1|AALB
OG0005301	LOC4817258|XP_001356341.3|DPSE	LOC118461156|XP_035782043.1|AALB
OG0005302	LOC4803912|XP_001360556.4|DPSE	LOC118460437|XP_035780624.1|AALB
OG0005303	LOC4817647|XP_001357039.1|DPSE	LOC118467754|XP_035794477.1|AALB
OG0005304	LOC4818166|XP_001357283.2|DPSE	LOC118467786|XP_035794526.1|AALB
OG0005305	LOC6898487|XP_002138529.2|DPSE	LOC118461162|XP_035782052.1|AALB
OG0005306	LOC4816846|XP_033235463.1|DPSE	LOC118461298|XP_035782372.1|AALB
OG0005307	LOC4816978|XP_015036187.1|DPSE	LOC118458548|XP_035777076.1|AALB
OG0005308	LOC6903022|XP_033235332.1|DPSE	LOC118456914|XP_035773932.1|AALB
OG0005309	LOC4817169|XP_001356773.4|DPSE	LOC118460073|XP_035779978.1|AALB
OG0005310	LOC4816963|XP_001356598.1|DPSE	LOC118461416|XP_035782600.1|AALB
OG0005311	LOC4816420|XP_001355887.3|DPSE	LOC118457854|XP_035775637.1|AALB
OG0005312	LOC4816464|XP_001355915.4|DPSE	LOC118456681|XP_035773550.1|AALB
OG0005313	LOC4811838|XP_015044392.2|DPSE	LOC118461922|XP_035783682.1|AALB
OG0005314	LOC4817776|XP_001357161.3|DPSE	LOC118457588|XP_035775170.1|AALB
OG0005315	LOC4816888|XP_033235300.1|DPSE	LOC118468676|XP_035795669.1|AALB
OG0005316	LOC4804430|XP_033234114.1|DPSE	LOC118457855|XP_035775640.1|AALB
OG0005317	LOC6902881|XP_002132615.4|DPSE	LOC118456968|XP_035774055.1|AALB
OG0005318	LOC4816434|XP_001356295.4|DPSE	LOC118457389|XP_035774817.1|AALB
OG0005319	LOC4817902|XP_001357347.2|DPSE	LOC118468747|XP_035795800.1|AALB
OG0005320	LOC4816272|XP_001356108.3|DPSE	LOC118468750|XP_035795805.1|AALB
OG0005321	LOC4811736|XP_001352308.3|DPSE	LOC118461201|XP_035782146.1|AALB
OG0005322	LOC4817527|XP_001356942.3|DPSE	LOC118468624|XP_035795532.1|AALB
OG0005323	LOC4816150|XP_033235308.1|DPSE	LOC118461662|XP_035783141.1|AALB
OG0005324	LOC4817373|XP_001356352.3|DPSE	LOC118456209|XP_035772671.1|AALB
OG0005325	LOC4816636|XP_003736152.2|DPSE	LOC118456208|XP_035772666.1|AALB
OG0005326	LOC4816986|XP_033235224.1|DPSE	LOC118456210|XP_035772673.1|AALB
OG0005327	LOC4816125|XP_001355829.3|DPSE	LOC118468384|XP_035795037.1|AALB
OG0005328	LOC4801207|XP_001358334.3|DPSE	LOC118468950|XP_035796193.1|AALB
OG0005329	LOC4814037|XP_001354155.1|DPSE	LOC118459537|XP_035778902.1|AALB
OG0005330	LOC4814002|XP_001354154.2|DPSE	LOC118456627|XP_035773440.1|AALB
OG0005331	LOC4816548|XP_001355984.1|DPSE	LOC118457473|XP_035774991.1|AALB
OG0005332	LOC4817210|XP_015036266.2|DPSE	LOC118457464|XP_035774976.1|AALB
OG0005333	LOC4817276|XP_001356757.1|DPSE	LOC118457470|XP_035774989.1|AALB
OG0005334	LOC26533670|XP_015044386.2|DPSE	LOC118456463|XP_035773132.1|AALB
OG0005335	LOC4804164|XP_001360768.4|DPSE	LOC118456460|XP_035773128.1|AALB
OG0005336	LOC4805428|XP_001361829.2|DPSE	LOC118456450|XP_035773118.1|AALB
OG0005337	LOC4803992|XP_001360624.3|DPSE	LOC118456761|XP_035773718.1|AALB
OG0005338	LOC6902767|XP_002132511.3|DPSE	LOC118459683|XP_035779203.1|AALB
OG0005339	LOC26532118|XP_033236350.1|DPSE	LOC118461297|XP_035782370.1|AALB
OG0005340	LOC4817131|XP_001356317.3|DPSE	LOC118461293|XP_035782365.1|AALB
OG0005341	LOC4805054|XP_001361518.1|DPSE	LOC118461120|XP_035781948.1|AALB
OG0005342	LOC4817551|XP_001356958.1|DPSE	LOC118459199|XP_035778253.1|AALB
OG0005343	LOC6898693|XP_002138698.2|DPSE	LOC118459419|XP_035778653.1|AALB
OG0005344	LOC4804353|XP_001360927.4|DPSE	LOC118468480|XP_035795193.1|AALB
OG0005345	LOC4818118|XP_001357289.3|DPSE	LOC118468481|XP_035795194.1|AALB
OG0005346	LOC4816142|XP_001355777.2|DPSE	LOC118456222|XP_035772700.1|AALB
OG0005347	LOC4816776|XP_033235817.1|DPSE	LOC118460742|XP_035781202.1|AALB
