Orthogroup	DPSE.longest_only	DEUG.longest_only
OG0004717	LOC6901086|XP_015042276.2|DPSE	LOC108109686|XP_017073773.1|DEUG
OG0004718	LOC4817427|XP_001356766.1|DPSE	LOC108110722|XP_017075395.1|DEUG
OG0004719	LOC6896689|XP_015038829.2|DPSE	LOC108113503|XP_017079579.1|DEUG
OG0004720	LOC4801748|XP_001358790.1|DPSE	LOC108116600|XP_017084045.1|DEUG
OG0004721	LOC4801106|XP_001358255.4|DPSE	LOC108115994|XP_017083153.1|DEUG
OG0004722	LOC4800469|XP_001357739.1|DPSE	LOC108116089|XP_017083296.1|DEUG
OG0004723	LOC4814680|XP_001354942.3|DPSE	LOC108105076|XP_017066989.1|DEUG
OG0004724	LOC4801336|XP_001358447.2|DPSE	LOC108117178|XP_017084956.1|DEUG
OG0004725	LOC4800739|XP_001357957.2|DPSE	LOC108115833|XP_017082916.1|DEUG
OG0004726	LOC4800654|XP_001357887.3|DPSE	LOC108115792|XP_017082858.1|DEUG
OG0004727	LOC4800550|XP_015038457.2|DPSE	LOC108108578|XP_017072163.1|DEUG, LOC108116649|XP_017084128.1|DEUG
OG0004728	LOC4800842|XP_001358045.2|DPSE	LOC108111813|XP_017076905.1|DEUG
OG0004729	LOC4814929|XP_001354606.2|DPSE	LOC108102907|XP_017063619.1|DEUG
OG0004730	LOC6903530|XP_002132406.2|DPSE	LOC108107005|XP_017069835.1|DEUG
OG0004731	LOC4801837|XP_001358870.1|DPSE	LOC108117248|XP_017085083.1|DEUG
OG0004732	LOC13036441|XP_033233938.1|DPSE	LOC108108386|XP_017071924.1|DEUG
OG0004733	LOC4801051|XP_001358214.3|DPSE	LOC108117267|XP_017085111.1|DEUG
OG0004734	LOC4800983|XP_001358164.3|DPSE	LOC108114225|XP_017080612.1|DEUG, LOC108109563|XP_017073625.1|DEUG
OG0004735	LOC4801934|XP_015037479.2|DPSE	LOC108109373|XP_017073345.1|DEUG
OG0004736	LOC4801697|XP_033233264.1|DPSE	LOC108115991|XP_017083147.1|DEUG
OG0004737	LOC4802748|XP_001359609.2|DPSE	LOC108114937|XP_017081611.1|DEUG
OG0004738	LOC6897778|XP_002137883.3|DPSE	LOC108114987|XP_017081708.1|DEUG
OG0004739	LOC4801559|XP_001358631.1|DPSE	LOC108116637|XP_017084106.1|DEUG
OG0004740	LOC6896858|XP_002137049.1|DPSE	LOC108117557|XP_017085555.1|DEUG, LOC108104136|XP_017065559.1|DEUG
OG0004741	LOC4801974|XP_015037515.2|DPSE	LOC108117177|XP_017084950.1|DEUG
OG0004742	LOC6899878|XP_033237181.1|DPSE	LOC108102314|XP_017062577.1|DEUG
OG0004743	LOC4800514|XP_001357779.3|DPSE	LOC108117118|XP_017084836.1|DEUG
OG0004744	LOC4816603|XP_001356028.3|DPSE	LOC108105173|XP_017067110.1|DEUG
OG0004745	LOC6897635|XP_033236590.1|DPSE	LOC108114977|XP_017081692.1|DEUG
OG0004746	LOC4802795|XP_001359640.3|DPSE	LOC108116346|XP_017083650.1|DEUG
OG0004747	LOC4802796|XP_015038094.2|DPSE	LOC108116350|XP_017083653.1|DEUG
OG0004748	LOC6897810|XP_002137915.2|DPSE	LOC108116345|XP_017083648.1|DEUG
OG0004749	LOC4800881|XP_033233183.1|DPSE	LOC108117162|XP_017084924.1|DEUG
OG0004750	LOC4801962|XP_001358976.2|DPSE	LOC108109556|XP_017073617.1|DEUG
OG0004751	LOC4800695|XP_001357920.5|DPSE	LOC108105620|XP_017067790.1|DEUG
OG0004752	LOC6897054|XP_002137238.2|DPSE	LOC108115782|XP_017082843.1|DEUG
OG0004753	LOC4801289|XP_001358409.2|DPSE	LOC108117522|XP_017085509.1|DEUG
OG0004754	LOC4801103|XP_001358252.1|DPSE	LOC108116053|XP_017083240.1|DEUG
OG0004755	LOC6896790|XP_002136995.1|DPSE	LOC108117174|XP_017084947.1|DEUG
OG0004756	LOC4800535|XP_001357799.2|DPSE	LOC108117172|XP_017084945.1|DEUG
OG0004757	LOC4801409|XP_003736503.3|DPSE	LOC108116864|XP_017084419.1|DEUG
OG0004758	LOC6897957|XP_002138056.3|DPSE	LOC108105289|XP_017067267.1|DEUG
OG0004759	LOC4801584|XP_001358654.3|DPSE	LOC108109508|XP_017073545.1|DEUG
OG0004760	LOC4801578|XP_001358648.3|DPSE	LOC108111685|XP_017076719.1|DEUG
OG0004761	LOC4802102|XP_001359086.4|DPSE	LOC108117138|XP_017084883.1|DEUG
OG0004762	LOC4817861|XP_001357297.1|DPSE	LOC108106997|XP_017069826.1|DEUG
OG0004763	LOC4801453|XP_001358547.4|DPSE	LOC108116966|XP_017084610.1|DEUG
OG0004764	LOC4801632|XP_001358688.2|DPSE	LOC108111694|XP_017076731.1|DEUG
OG0004765	LOC4800433|XP_033232361.1|DPSE	LOC108117525|XP_017085512.1|DEUG
OG0004766	LOC6896754|XP_002136961.1|DPSE	LOC108117497|XP_017085464.1|DEUG
OG0004767	LOC4802733|XP_001359596.4|DPSE	LOC108114953|XP_017081627.1|DEUG
OG0004768	LOC4802731|XP_001359594.4|DPSE	LOC108114948|XP_017081622.1|DEUG
OG0004769	LOC6903074|XP_002132792.2|DPSE	LOC108115436|XP_017082361.1|DEUG
OG0004770	LOC4803173|XP_001359957.1|DPSE	LOC108105301|XP_017067284.1|DEUG
OG0004771	LOC6896712|XP_033235161.1|DPSE	LOC108111345|XP_017076264.1|DEUG
OG0004772	LOC4801704|XP_001358750.3|DPSE	LOC108109520|XP_017073563.1|DEUG
OG0004773	LOC4800897|XP_001358091.1|DPSE	LOC108110180|XP_017074593.1|DEUG
OG0004774	LOC6896955|XP_015038883.2|DPSE	LOC108110181|XP_017074594.1|DEUG
OG0004775	LOC4801833|XP_033232807.1|DPSE	LOC108117157|XP_017084910.1|DEUG
OG0004776	LOC4803451|XP_001360172.1|DPSE	LOC108112723|XP_017078450.1|DEUG
OG0004777	LOC4811790|XP_001352358.1|DPSE	LOC108118305|XP_017086403.1|DEUG
OG0004778	LOC4816411|XP_001356236.2|DPSE	LOC108105891|XP_017068161.1|DEUG
OG0004779	LOC4801568|XP_001358636.3|DPSE	LOC108116656|XP_017084136.1|DEUG
OG0004780	LOC4816701|XP_001355937.2|DPSE	LOC108110549|XP_017075128.1|DEUG
OG0004781	LOC6896783|XP_002136989.2|DPSE	LOC108111772|XP_017076826.1|DEUG
OG0004782	LOC4801750|XP_001358792.3|DPSE	LOC108116597|XP_017084038.1|DEUG
OG0004783	LOC6901628|XP_002134298.2|DPSE	LOC108102931|XP_017063680.1|DEUG
OG0004784	LOC4801884|XP_033239120.1|DPSE	LOC108113171|XP_017079180.1|DEUG
OG0004785	LOC4801896|XP_001358917.2|DPSE	LOC108115251|XP_017082097.1|DEUG
OG0004786	LOC4801899|XP_001358921.2|DPSE	LOC108115390|XP_017082315.1|DEUG
OG0004787	LOC4801902|XP_001358922.2|DPSE	LOC108115262|XP_017082108.1|DEUG
OG0004788	LOC4801903|XP_015037449.1|DPSE	LOC108115279|XP_017082126.1|DEUG
OG0004789	LOC4801904|XP_001358924.1|DPSE	LOC108115280|XP_017082129.1|DEUG, LOC108115241|XP_017082087.1|DEUG
OG0004790	LOC4801720|XP_033241738.1|DPSE	LOC108113657|XP_017079818.1|DEUG
OG0004791	LOC4800727|XP_033233192.1|DPSE	LOC108105207|XP_017067147.1|DEUG
OG0004792	LOC6899370|XP_002136159.1|DPSE	LOC108117109|XP_017084820.1|DEUG
OG0004793	LOC6897401|XP_002137553.3|DPSE	LOC108111397|XP_017076321.1|DEUG
OG0004794	LOC4802012|XP_015037540.2|DPSE	LOC108116929|XP_017084563.1|DEUG
OG0004795	LOC4801384|XP_001358486.3|DPSE	LOC108116945|XP_017084582.1|DEUG
OG0004796	LOC4801349|XP_001358458.4|DPSE	LOC108117164|XP_017084926.1|DEUG
OG0004797	LOC4800961|XP_015038722.2|DPSE	LOC108109410|XP_017073397.1|DEUG
OG0004798	LOC4801165|XP_001358299.2|DPSE	LOC108116046|XP_017083233.1|DEUG
OG0004799	LOC4801592|XP_001358661.2|DPSE	LOC108109486|XP_017073504.1|DEUG
OG0004800	LOC4801640|XP_001358694.2|DPSE	LOC108116984|XP_017084634.1|DEUG
OG0004802	LOC4800891|XP_001358085.1|DPSE	LOC108110164|XP_017074575.1|DEUG
OG0004803	LOC4800636|XP_001357873.3|DPSE	LOC108115986|XP_017083135.1|DEUG
OG0004804	LOC4802730|XP_001359593.2|DPSE	LOC108114954|XP_017081634.1|DEUG
OG0004805	LOC6896758|XP_033232346.1|DPSE	LOC108109525|XP_017073630.1|DEUG
OG0004806	LOC4814824|XP_001354533.2|DPSE	LOC108103920|XP_017065158.1|DEUG
OG0004807	LOC4802123|XP_001359104.6|DPSE	LOC108113692|XP_017079858.1|DEUG
OG0004808	LOC4800777|XP_001357992.3|DPSE	LOC108108375|XP_017071912.1|DEUG
OG0004809	LOC4801556|XP_001358628.3|DPSE	LOC108110257|XP_017074734.1|DEUG
OG0004810	LOC4800902|XP_003736349.2|DPSE	LOC108110179|XP_017074592.1|DEUG
OG0004811	LOC4811921|XP_015044057.2|DPSE	LOC108114464|XP_017080958.1|DEUG
OG0004812	LOC4800592|XP_003736272.3|DPSE	LOC108109454|XP_017073445.1|DEUG
OG0004813	LOC4801689|XP_001358737.1|DPSE	LOC108116627|XP_017084095.1|DEUG
OG0004814	LOC4801495|XP_001358574.2|DPSE	LOC108110144|XP_017074551.1|DEUG
OG0004815	LOC4815235|XP_001355093.4|DPSE	LOC108103240|XP_017064129.1|DEUG
OG0004816	LOC4815010|XP_001354978.2|DPSE	LOC108118067|XP_017086099.1|DEUG
OG0004817	LOC4815256|XP_001354977.1|DPSE	LOC108118086|XP_017086122.1|DEUG
OG0004818	LOC4801817|XP_001358850.1|DPSE	LOC108109530|XP_017073583.1|DEUG
OG0004819	LOC4800577|XP_001357828.2|DPSE	LOC108115680|XP_017082737.1|DEUG
OG0004820	LOC4800774|XP_033233983.1|DPSE	LOC108108383|XP_017071920.1|DEUG
OG0004821	LOC4800305|XP_015038741.2|DPSE	LOC108111337|XP_017076251.1|DEUG
OG0004822	LOC4801946|XP_015037488.2|DPSE	LOC108111668|XP_017076690.1|DEUG
OG0004823	LOC6897136|XP_015037137.2|DPSE	LOC108116907|XP_017084512.1|DEUG
OG0004824	LOC4801297|XP_001358416.3|DPSE	LOC108116978|XP_017084628.1|DEUG
OG0004825	LOC4811807|XP_033237323.1|DPSE	LOC108102363|XP_017062758.1|DEUG
OG0004826	LOC4801927|XP_001358945.3|DPSE	LOC108115356|XP_017082271.1|DEUG
OG0004827	LOC4802750|XP_001359611.1|DPSE	LOC108115007|XP_017081738.1|DEUG
OG0004828	LOC4801566|XP_001358638.1|DPSE	LOC108116658|XP_017084138.1|DEUG
OG0004829	LOC4801776|XP_001358815.3|DPSE	LOC108116698|XP_017084203.1|DEUG
OG0004830	LOC4800825|XP_015038653.2|DPSE	LOC108111714|XP_017076754.1|DEUG
OG0004831	LOC4813658|XP_001353837.2|DPSE	LOC108107993|XP_017071333.1|DEUG
OG0004832	LOC4800525|XP_001357790.1|DPSE	LOC108111775|XP_017076831.1|DEUG
OG0004833	LOC4802678|XP_001359548.1|DPSE	LOC108115334|XP_017082237.1|DEUG
OG0004834	LOC4800576|XP_001357827.1|DPSE	LOC108116670|XP_017084156.1|DEUG
OG0004835	LOC4800574|XP_001357825.2|DPSE	LOC108116710|XP_017084218.1|DEUG
OG0004836	LOC4801226|XP_001358349.3|DPSE	LOC108108847|XP_017072552.1|DEUG
OG0004837	LOC4812243|XP_001353006.3|DPSE	LOC108114200|XP_017080507.1|DEUG
OG0004838	LOC13036329|XP_003736664.2|DPSE	LOC108116243|XP_017083522.1|DEUG
OG0004839	LOC4802114|XP_003736665.2|DPSE	LOC108116395|XP_017083748.1|DEUG
OG0004840	LOC4802166|XP_001359139.3|DPSE	LOC108116680|XP_017084170.1|DEUG
OG0004841	LOC4817840|XP_001357357.3|DPSE	LOC108105858|XP_017068121.1|DEUG
OG0004842	LOC6896774|XP_002136980.2|DPSE	LOC108115930|XP_017083055.1|DEUG
OG0004843	LOC117183243|XP_033232377.1|DPSE, LOC4801448|XP_001358542.2|DPSE	LOC108116876|XP_017084458.1|DEUG
OG0004844	LOC4816426|XP_033236434.1|DPSE	LOC108108418|XP_017071962.1|DEUG
OG0004845	LOC6897624|XP_002137768.2|DPSE	LOC108114984|XP_017081704.1|DEUG
OG0004846	LOC4817343|XP_015035800.2|DPSE	LOC108110753|XP_017075451.1|DEUG
OG0004847	LOC4817143|XP_001356410.1|DPSE	LOC108110749|XP_017075448.1|DEUG
OG0004848	LOC4802091|XP_033240046.1|DPSE	LOC108117246|XP_017085080.1|DEUG
OG0004849	LOC4817010|XP_001356520.3|DPSE	LOC108106115|XP_017068480.1|DEUG
OG0004850	LOC4802254|XP_033232718.1|DPSE	LOC108117568|XP_017085564.1|DEUG
OG0004851	LOC4802256|XP_033232698.1|DPSE	LOC108117566|XP_017085562.1|DEUG
OG0004852	LOC4802258|XP_002137681.2|DPSE	LOC108116716|XP_017084226.1|DEUG
OG0004853	LOC4803774|XP_015039343.2|DPSE	LOC108109075|XP_017072923.1|DEUG
OG0004854	LOC6900440|XP_015042767.2|DPSE	LOC108107903|XP_017071195.1|DEUG
OG0004855	LOC6900755|XP_002135114.3|DPSE	LOC108114686|XP_017081268.1|DEUG
OG0004856	LOC4812248|XP_033238732.1|DPSE	LOC108109844|XP_017074086.1|DEUG
OG0004857	LOC4813081|XP_001353569.3|DPSE	LOC108114115|XP_017080380.1|DEUG
OG0004858	LOC4812378|XP_033237976.1|DPSE	LOC108109816|XP_017074031.1|DEUG
OG0004859	LOC4812062|XP_001352518.2|DPSE	LOC108109818|XP_017074037.1|DEUG
OG0004860	LOC4814151|XP_001354294.1|DPSE	LOC108108178|XP_017071610.1|DEUG
OG0004861	LOC4813529|XP_033237632.1|DPSE	LOC108114243|XP_017080607.1|DEUG
OG0004862	LOC6900735|XP_033241263.1|DPSE	LOC108114224|XP_017080566.1|DEUG
OG0004863	LOC4813226|XP_001353862.4|DPSE	LOC108107780|XP_017070964.1|DEUG
OG0004864	LOC4813213|XP_001353887.3|DPSE	LOC108108073|XP_017071443.1|DEUG
OG0004865	LOC4800687|XP_001357913.2|DPSE	LOC108116090|XP_017083297.1|DEUG
OG0004866	LOC4812988|XP_001353463.2|DPSE	LOC108102742|XP_017063379.1|DEUG
OG0004867	LOC6898950|XP_002138911.3|DPSE	LOC108106611|XP_017069300.1|DEUG
OG0004868	LOC4804828|XP_033234156.1|DPSE	LOC108110348|XP_017074870.1|DEUG
OG0004869	LOC4803425|XP_001360140.2|DPSE	LOC108106394|XP_017068891.1|DEUG
OG0004870	LOC4803430|XP_001360145.1|DPSE	LOC108106399|XP_017068895.1|DEUG
OG0004871	LOC4805452|XP_001361851.2|DPSE	LOC108107444|XP_017070474.1|DEUG
OG0004872	LOC4803563|XP_001360270.2|DPSE	LOC108107299|XP_017070248.1|DEUG
OG0004873	LOC4817473|XP_001356599.3|DPSE	LOC108106185|XP_017068598.1|DEUG
OG0004874	LOC4802230|XP_001359193.3|DPSE	LOC108113549|XP_017079632.1|DEUG
OG0004875	LOC6901726|XP_002134394.3|DPSE	LOC108106045|XP_017068385.1|DEUG
OG0004876	LOC117184453|XP_033237998.1|DPSE, LOC4814242|XP_001354480.3|DPSE	LOC108105515|XP_017067629.1|DEUG
OG0004877	LOC4812225|XP_001352783.3|DPSE	LOC108113954|XP_017080156.1|DEUG
OG0004878	LOC4804135|XP_001360741.1|DPSE	LOC108112692|XP_017078382.1|DEUG
OG0004879	LOC6898449|XP_015039816.2|DPSE	LOC108107303|XP_017070256.1|DEUG
OG0004880	LOC4812278|XP_001352974.1|DPSE	LOC108108691|XP_017072285.1|DEUG
OG0004881	LOC4814098|XP_001354229.3|DPSE	LOC108114337|XP_017080752.1|DEUG
OG0004882	LOC4813449|XP_001353459.4|DPSE	LOC108102756|XP_017063404.1|DEUG
OG0004883	LOC4812186|XP_001352729.4|DPSE	LOC108107931|XP_017071249.1|DEUG
OG0004884	LOC4804863|XP_033234796.1|DPSE	LOC108112695|XP_017078385.1|DEUG
OG0004885	LOC4804754|XP_001361266.5|DPSE	LOC108112545|XP_017077970.1|DEUG
OG0004886	LOC4805473|XP_001361868.2|DPSE	LOC108112787|XP_017078556.1|DEUG
OG0004887	LOC4804789|XP_001361297.2|DPSE	LOC108113336|XP_017079384.1|DEUG
OG0004888	LOC4803627|XP_001360315.3|DPSE	LOC108111950|XP_017077120.1|DEUG
OG0004889	LOC4804713|XP_015040133.2|DPSE	LOC108104780|XP_017066519.1|DEUG
OG0004890	LOC4804871|XP_033233447.1|DPSE	LOC108112864|XP_017078679.1|DEUG
OG0004891	LOC4814299|XP_001354437.2|DPSE	LOC108103851|XP_017065042.1|DEUG
OG0004892	LOC4804368|XP_033233267.1|DPSE	LOC108113310|XP_017079352.1|DEUG
OG0004893	LOC4804239|XP_001360830.1|DPSE	LOC108112506|XP_017077882.1|DEUG
OG0004894	LOC4805141|XP_001361593.3|DPSE	LOC108113346|XP_017079398.1|DEUG
OG0004895	LOC6898495|XP_002138536.1|DPSE	LOC108109187|XP_017073110.1|DEUG
OG0004896	LOC4803744|XP_015039308.2|DPSE	LOC108111999|XP_017077219.1|DEUG
OG0004897	LOC4803742|XP_033234352.1|DPSE	LOC108112014|XP_017077241.1|DEUG
OG0004898	LOC6898522|XP_002138563.1|DPSE	LOC108104821|XP_017066597.1|DEUG
OG0004899	LOC6899084|XP_033234682.1|DPSE	LOC108106488|XP_017069056.1|DEUG
OG0004900	LOC4804091|XP_001360709.3|DPSE	LOC108104860|XP_017066670.1|DEUG
OG0004901	LOC6898519|XP_002138560.2|DPSE	LOC108104839|XP_017066635.1|DEUG
OG0004902	LOC4813582|XP_001353561.3|DPSE	LOC108113887|XP_017080085.1|DEUG
OG0004903	LOC6898822|XP_002138795.1|DPSE	LOC108112932|XP_017078812.1|DEUG
OG0004904	LOC4801755|XP_001358796.2|DPSE	LOC108116684|XP_017084184.1|DEUG
OG0004905	LOC4803635|XP_015039218.1|DPSE	LOC108113066|XP_017078991.1|DEUG
OG0004906	LOC4814144|XP_001354296.2|DPSE	LOC108117354|XP_017085218.1|DEUG
OG0004907	LOC4812821|XP_001353460.1|DPSE	LOC108102762|XP_017063409.1|DEUG
OG0004908	LOC4813082|XP_001353217.1|DPSE	LOC108114413|XP_017080877.1|DEUG
OG0004909	LOC4812930|XP_001353223.3|DPSE	LOC108114288|XP_017080674.1|DEUG
OG0004910	LOC4812769|XP_001353225.3|DPSE	LOC108114536|XP_017081063.1|DEUG
OG0004911	LOC6900181|XP_002135520.1|DPSE	LOC108108064|XP_017071429.1|DEUG
OG0004912	LOC4814058|XP_001354295.1|DPSE	LOC108117359|XP_017085226.1|DEUG
OG0004913	LOC4804424|XP_001360990.2|DPSE	LOC108108892|XP_017072600.1|DEUG
OG0004914	LOC6898485|XP_002138527.2|DPSE	LOC108109148|XP_017073043.1|DEUG
OG0004915	LOC4805587|XP_001361968.1|DPSE	LOC108107463|XP_017070497.1|DEUG
OG0004916	LOC4803781|XP_001360444.3|DPSE	LOC108113266|XP_017079303.1|DEUG
OG0004917	LOC4812495|XP_001352607.3|DPSE	LOC108117364|XP_017085236.1|DEUG
OG0004918	LOC4812409|XP_001352606.2|DPSE	LOC108117362|XP_017085229.1|DEUG
OG0004919	LOC4801114|XP_001358261.3|DPSE	LOC108109360|XP_017073317.1|DEUG
OG0004920	LOC4813046|XP_001354013.3|DPSE	LOC108107563|XP_017070610.1|DEUG
OG0004921	LOC4813191|XP_033240186.1|DPSE	LOC108102728|XP_017063356.1|DEUG
OG0004922	LOC4812733|XP_033238673.1|DPSE	LOC108109894|XP_017074189.1|DEUG
OG0004923	LOC4812485|XP_001352599.1|DPSE	LOC108107611|XP_017070670.1|DEUG
OG0004924	LOC4813748|XP_001353825.2|DPSE	LOC108107811|XP_017071030.1|DEUG
OG0004925	LOC4812462|XP_001352872.2|DPSE	LOC108102871|XP_017063567.1|DEUG
OG0004926	LOC4812258|XP_001352847.1|DPSE	LOC108114729|XP_017081326.1|DEUG
OG0004927	LOC6900907|XP_033241330.1|DPSE	LOC108108274|XP_017071751.1|DEUG
OG0004928	LOC4804067|XP_015039581.2|DPSE	LOC108111953|XP_017077133.1|DEUG
OG0004929	LOC4811974|XP_033240584.1|DPSE	LOC108104707|XP_017066415.1|DEUG
OG0004930	LOC6898955|XP_033235089.1|DPSE	LOC108106588|XP_017069258.1|DEUG
OG0004931	LOC4804426|XP_001360992.2|DPSE	LOC108109251|XP_017073222.1|DEUG
OG0004932	LOC4812292|XP_001352503.4|DPSE	LOC108104643|XP_017066310.1|DEUG
OG0004933	LOC4803571|XP_001360278.1|DPSE	LOC108113312|XP_017079355.1|DEUG
OG0004934	LOC4804283|XP_001360864.1|DPSE	LOC108107491|XP_017070526.1|DEUG
OG0004935	LOC4804813|XP_001361315.2|DPSE	LOC108112648|XP_017078252.1|DEUG
OG0004936	LOC4812491|XP_001352645.4|DPSE	LOC108108053|XP_017071416.1|DEUG
OG0004937	LOC4812909|XP_015043201.2|DPSE	LOC108107807|XP_017071026.1|DEUG
OG0004938	LOC4813433|XP_001353259.2|DPSE	LOC108109813|XP_017074027.1|DEUG
OG0004939	LOC4812365|XP_001352941.3|DPSE	LOC108108524|XP_017072085.1|DEUG
OG0004940	LOC4812408|XP_001352943.4|DPSE	LOC108108599|XP_017072185.1|DEUG
OG0004941	LOC6899995|XP_015043675.2|DPSE	LOC108114538|XP_017081070.1|DEUG
OG0004942	LOC4813799|XP_001353745.3|DPSE	LOC108107861|XP_017071117.1|DEUG
OG0004943	LOC4813935|XP_033239659.1|DPSE	LOC108109810|XP_017074023.1|DEUG
OG0004944	LOC4814124|XP_033238397.1|DPSE	LOC108107869|XP_017071138.1|DEUG
OG0004945	LOC4803412|XP_001360159.2|DPSE	LOC108113342|XP_017079392.1|DEUG
OG0004946	LOC4813959|XP_001354118.1|DPSE	LOC108108771|XP_017072425.1|DEUG
OG0004947	LOC4813605|XP_001353729.2|DPSE	LOC108102806|XP_017063474.1|DEUG
OG0004948	LOC4813751|XP_001353731.3|DPSE	LOC108102788|XP_017063438.1|DEUG
OG0004949	LOC4813165|XP_001353734.4|DPSE	LOC108113584|XP_017079719.1|DEUG
OG0004950	LOC6899977|XP_015043636.2|DPSE	LOC108104655|XP_017066325.1|DEUG
OG0004951	LOC4801104|XP_015038651.2|DPSE	LOC108116024|XP_017083200.1|DEUG
OG0004952	LOC4813132|XP_001353355.3|DPSE	LOC108107955|XP_017071281.1|DEUG
OG0004953	LOC4812253|XP_001352538.1|DPSE	LOC108114440|XP_017080922.1|DEUG
OG0004954	LOC4812164|XP_001352536.2|DPSE	LOC108114436|XP_017080916.1|DEUG
OG0004955	LOC4814014|XP_001354181.1|DPSE	LOC108114110|XP_017080362.1|DEUG
OG0004956	LOC4804082|XP_001360700.3|DPSE	LOC108104822|XP_017066598.1|DEUG
OG0004957	LOC4813673|XP_001353475.4|DPSE	LOC108107853|XP_017071108.1|DEUG
OG0004958	LOC6900442|XP_033239503.1|DPSE	LOC108108233|XP_017071688.1|DEUG
OG0004959	LOC4813153|XP_033241415.1|DPSE	LOC108107964|XP_017071293.1|DEUG
OG0004960	LOC4813184|XP_015042771.2|DPSE	LOC108107962|XP_017071290.1|DEUG
OG0004961	LOC4805338|XP_001361754.3|DPSE	LOC108112454|XP_017077794.1|DEUG
OG0004962	LOC4812195|XP_001352726.3|DPSE	LOC108114633|XP_017081188.1|DEUG
OG0004963	LOC6900521|XP_002134909.2|DPSE	LOC108108546|XP_017072110.1|DEUG
OG0004964	LOC4813008|XP_033238271.1|DPSE	LOC108114489|XP_017080998.1|DEUG
OG0004965	LOC4812254|XP_001352691.2|DPSE	LOC108102764|XP_017063411.1|DEUG
OG0004966	LOC4812535|XP_001352692.1|DPSE	LOC108102729|XP_017063364.1|DEUG
OG0004967	LOC4803423|XP_033234252.1|DPSE	LOC108106397|XP_017068894.1|DEUG
OG0004968	LOC4812339|XP_001352634.2|DPSE	LOC108108179|XP_017071612.1|DEUG
OG0004969	LOC4805665|XP_001362026.1|DPSE	LOC108112499|XP_017077867.1|DEUG
OG0004970	LOC4812628|XP_001352633.3|DPSE	LOC108108161|XP_017071587.1|DEUG
OG0004971	LOC4812262|XP_001352631.1|DPSE	LOC108107789|XP_017070988.1|DEUG
OG0004972	LOC26532415|XP_015043765.1|DPSE	LOC108102747|XP_017063387.1|DEUG
OG0004973	LOC4812421|XP_001352493.2|DPSE	LOC108104679|XP_017066364.1|DEUG
OG0004974	LOC6900438|XP_002134829.2|DPSE	LOC108107902|XP_017071194.1|DEUG
OG0004975	LOC4811985|XP_001352601.1|DPSE	LOC108107913|XP_017071222.1|DEUG
OG0004976	LOC4812227|XP_033239295.1|DPSE	LOC108107609|XP_017070665.1|DEUG
OG0004977	LOC4804528|XP_001361076.2|DPSE	LOC108109151|XP_017073054.1|DEUG
OG0004978	LOC4804815|XP_001361317.3|DPSE	LOC108112790|XP_017078560.1|DEUG
OG0004979	LOC4813930|XP_001354092.2|DPSE	LOC108109796|XP_017073994.1|DEUG
OG0004980	LOC4813624|XP_033239975.1|DPSE	LOC108118227|XP_017086296.1|DEUG
OG0004981	LOC4811877|XP_001352926.2|DPSE	LOC108108586|XP_017072170.1|DEUG
OG0004982	LOC4812423|XP_001352929.3|DPSE	LOC108108583|XP_017072167.1|DEUG
OG0004983	LOC4812800|XP_033240781.1|DPSE	LOC108114587|XP_017081132.1|DEUG
OG0004984	LOC4811898|XP_001352850.4|DPSE	LOC108114674|XP_017081245.1|DEUG
OG0004985	LOC6900117|XP_015043830.2|DPSE	LOC108102811|XP_017063479.1|DEUG
OG0004986	LOC4813864|XP_001353965.3|DPSE	LOC108108600|XP_017072187.1|DEUG
OG0004987	LOC4812304|XP_033240842.1|DPSE	LOC108114340|XP_017080754.1|DEUG
OG0004988	LOC4812497|XP_015043833.2|DPSE	LOC108102812|XP_017063481.1|DEUG
OG0004989	LOC4812021|XP_033238674.1|DPSE	LOC108114507|XP_017081016.1|DEUG
OG0004990	LOC6898473|XP_002138515.1|DPSE	LOC108108952|XP_017072695.1|DEUG
OG0004991	LOC4803376|XP_001360095.2|DPSE	LOC108106600|XP_017069279.1|DEUG
OG0004992	LOC4803377|XP_001360094.1|DPSE	LOC108106601|XP_017069281.1|DEUG
OG0004993	LOC4813794|XP_001353356.3|DPSE	LOC108107595|XP_017070647.1|DEUG
OG0004994	LOC4812583|XP_033237413.1|DPSE	LOC108108150|XP_017071569.1|DEUG
OG0004995	LOC4812757|XP_033237527.1|DPSE	LOC108107852|XP_017071102.1|DEUG
OG0004996	LOC4814039|XP_001354163.3|DPSE	LOC108108343|XP_017071868.1|DEUG
OG0004997	LOC4805633|XP_001362003.1|DPSE	LOC108112813|XP_017078600.1|DEUG
OG0004998	LOC4804851|XP_001361344.3|DPSE	LOC108112633|XP_017078229.1|DEUG
OG0004999	LOC4814121|XP_001354280.2|DPSE	LOC108107545|XP_017070575.1|DEUG
OG0005000	LOC4805335|XP_033233870.1|DPSE	LOC108112169|XP_017077435.1|DEUG
OG0005001	LOC4814077|XP_033237853.1|DPSE	LOC108109867|XP_017074148.1|DEUG
OG0005002	LOC4802621|XP_001359506.1|DPSE	LOC108111822|XP_017076919.1|DEUG
OG0005003	LOC4814171|XP_001354206.1|DPSE	LOC108109887|XP_017074178.1|DEUG
OG0005004	LOC4813995|XP_001354184.2|DPSE	LOC108114103|XP_017080351.1|DEUG
OG0005005	LOC6900243|XP_002135572.1|DPSE	LOC108108464|XP_017072008.1|DEUG
