Orthogroup	DPSE.longest_only	CCAP.longest_only
OG0005522	LOC4813210|XP_033239760.1|DPSE	CCAP1982_LOCUS8069|CAD6999549.1|CCAP
OG0005523	LOC4818193|XP_001357504.4|DPSE	CCAP1982_LOCUS7958|CAD6999434.1|CCAP
OG0005524	LOC4818088|XP_015035468.2|DPSE	CCAP1982_LOCUS5542|CAD6996869.1|CCAP
OG0005525	LOC6902781|XP_033235225.1|DPSE	CCAP1982_LOCUS5852|CAD6997216.1|CCAP
OG0005526	LOC4817770|XP_001357170.3|DPSE	CCAP1982_LOCUS5854|CAD6997218.1|CCAP
OG0005527	LOC26532169|XP_015044207.2|DPSE	CCAP1982_LOCUS10106|CAD7001612.1|CCAP
OG0005528	LOC4818165|XP_001357445.2|DPSE	CCAP1982_LOCUS8050|CAD6999528.1|CCAP
OG0005529	LOC4816657|XP_033235411.1|DPSE	CCAP1982_LOCUS7742|CAD6999208.1|CCAP
OG0005530	LOC6902653|XP_033235410.1|DPSE	CCAP1982_LOCUS6383|CAD6997751.1|CCAP
OG0005531	LOC4813667|XP_001354083.3|DPSE	CCAP1982_LOCUS13029|CAD7004634.1|CCAP
OG0005532	LOC4817790|XP_001357090.2|DPSE	CCAP1982_LOCUS6674|CAD6998058.1|CCAP
OG0005533	LOC6902539|XP_002133080.1|DPSE	CCAP1982_LOCUS8180|CAD6999650.1|CCAP
OG0005535	LOC4816879|XP_001356648.1|DPSE	CCAP1982_LOCUS7565|CAD6999018.1|CCAP
OG0005536	LOC4817708|XP_001357087.1|DPSE	CCAP1982_LOCUS7598|CAD6999051.1|CCAP
OG0005538	LOC6902940|XP_033235331.1|DPSE	CCAP1982_LOCUS7602|CAD6999055.1|CCAP
OG0005540	LOC4817549|XP_001356957.2|DPSE	CCAP1982_LOCUS7474|CAD6998927.1|CCAP
OG0005541	LOC4817827|XP_001357467.2|DPSE	CCAP1982_LOCUS7451|CAD6998904.1|CCAP
OG0005542	LOC4812603|XP_015043611.2|DPSE	CCAP1982_LOCUS14976|CAD7006674.1|CCAP
OG0005543	LOC4816363|XP_001356265.2|DPSE	CCAP1982_LOCUS7738|CAD6999204.1|CCAP
OG0005544	LOC4817316|XP_033235426.1|DPSE	CCAP1982_LOCUS7542|CAD6998995.1|CCAP
OG0005545	LOC6903042|XP_002132766.3|DPSE	CCAP1982_LOCUS8526|CAD7000022.1|CCAP
OG0005546	LOC4818194|XP_001357505.3|DPSE	CCAP1982_LOCUS7959|CAD6999435.1|CCAP
OG0005547	LOC4817411|XP_001356600.3|DPSE	CCAP1982_LOCUS8830|CAD7000347.1|CCAP
OG0005548	LOC4816838|XP_001356595.3|DPSE	CCAP1982_LOCUS8827|CAD7000344.1|CCAP
OG0005549	LOC4817403|XP_001356880.1|DPSE	CCAP1982_LOCUS8821|CAD7000338.1|CCAP
OG0005550	LOC4817332|XP_015036224.2|DPSE	CCAP1982_LOCUS7350|CAD6998796.1|CCAP
OG0005551	LOC4804054|XP_001360675.2|DPSE	CCAP1982_LOCUS21944|CAD7013930.1|CCAP
OG0005552	LOC4803628|XP_001360316.2|DPSE	CCAP1982_LOCUS21945|CAD7013931.1|CCAP
OG0005553	LOC4816781|XP_001356551.1|DPSE	CCAP1982_LOCUS8562|CAD7000058.1|CCAP
OG0005554	LOC4817750|XP_015035645.2|DPSE	CCAP1982_LOCUS6657|CAD6998041.1|CCAP
OG0005555	LOC4817721|XP_001357111.1|DPSE	CCAP1982_LOCUS6646|CAD6998030.1|CCAP
OG0005556	LOC4817795|XP_001357110.1|DPSE	CCAP1982_LOCUS6645|CAD6998029.1|CCAP
OG0005557	LOC4816882|XP_001356545.2|DPSE	CCAP1982_LOCUS7407|CAD6998858.1|CCAP
OG0005558	LOC6903642|XP_015034986.2|DPSE	CCAP1982_LOCUS6644|CAD6998027.1|CCAP
OG0005559	LOC4816931|XP_001356869.2|DPSE	CCAP1982_LOCUS8573|CAD7000072.1|CCAP
OG0005560	LOC4816883|XP_001356546.2|DPSE	CCAP1982_LOCUS7406|CAD6998857.1|CCAP
OG0005561	LOC4814192|XP_001354316.1|DPSE	CCAP1982_LOCUS8777|CAD7000287.1|CCAP
OG0005562	LOC4817349|XP_015036004.2|DPSE	CCAP1982_LOCUS8216|CAD6999689.1|CCAP
OG0005563	LOC4811703|XP_033237068.1|DPSE	CCAP1982_LOCUS10150|CAD7001658.1|CCAP, CCAP1982_LOCUS10149|CAD7001657.1|CCAP
OG0005564	LOC117184105|XP_033236189.1|DPSE	CCAP1982_LOCUS14618|CAD7006296.1|CCAP, CCAP1982_LOCUS5713|CAD6997059.1|CCAP
OG0005565	LOC4817112|XP_001356567.1|DPSE	CCAP1982_LOCUS7047|CAD6998449.1|CCAP
OG0005566	LOC4817113|XP_001356568.1|DPSE	CCAP1982_LOCUS7048|CAD6998450.1|CCAP
OG0005567	LOC4800430|XP_001357708.4|DPSE	CCAP1982_LOCUS2832|CAD6994060.1|CCAP
OG0005568	LOC4816514|XP_001355942.2|DPSE	CCAP1982_LOCUS9126|CAD7000652.1|CCAP
OG0005569	LOC4817359|XP_015036054.1|DPSE	CCAP1982_LOCUS7068|CAD6998473.1|CCAP
OG0005570	LOC4817594|XP_001356997.4|DPSE	CCAP1982_LOCUS8456|CAD6999948.1|CCAP, CCAP1982_LOCUS8457|CAD6999949.1|CCAP
OG0005571	LOC6898201|XP_033233201.1|DPSE	CCAP1982_LOCUS20866|CAD7012762.1|CCAP
OG0005572	LOC4803779|XP_015039358.2|DPSE	CCAP1982_LOCUS22318|CAD7014319.1|CCAP
OG0005573	LOC4803043|XP_015038255.2|DPSE	CCAP1982_LOCUS864|CAD6991977.1|CCAP
OG0005574	LOC4804905|XP_001361390.4|DPSE	CCAP1982_LOCUS22490|CAD7014488.1|CCAP
OG0005575	LOC6897013|XP_002137198.1|DPSE	CCAP1982_LOCUS2176|CAD6993358.1|CCAP
OG0005576	LOC6898960|XP_002138920.2|DPSE	CCAP1982_LOCUS20226|CAD7012128.1|CCAP
OG0005577	LOC4813526|XP_001353169.2|DPSE	CCAP1982_LOCUS13818|CAD7005458.1|CCAP
OG0005578	LOC4813827|XP_033240142.1|DPSE	CCAP1982_LOCUS13957|CAD7005598.1|CCAP, CCAP1982_LOCUS13955|CAD7005596.1|CCAP
OG0005580	LOC4814035|XP_001354169.1|DPSE	CCAP1982_LOCUS13227|CAD7004841.1|CCAP
OG0005582	LOC4813343|XP_001353584.3|DPSE	CCAP1982_LOCUS11833|CAD7003374.1|CCAP
OG0005583	LOC4813136|XP_001353811.2|DPSE	CCAP1982_LOCUS14950|CAD7006645.1|CCAP
OG0005584	LOC4818151|XP_033235880.1|DPSE	CCAP1982_LOCUS9010|CAD7000532.1|CCAP
OG0005585	LOC6897850|XP_002137953.2|DPSE	CCAP1982_LOCUS749|CAD6991851.1|CCAP
OG0005586	LOC4802424|XP_001359346.2|DPSE	CCAP1982_LOCUS4568|CAD6995867.1|CCAP
OG0005587	LOC4811738|XP_001352310.3|DPSE	CCAP1982_LOCUS20128|CAD7012018.1|CCAP
OG0005588	LOC4813764|XP_001353262.1|DPSE	CCAP1982_LOCUS12048|CAD7003600.1|CCAP
OG0005589	LOC4803035|XP_001359837.1|DPSE	CCAP1982_LOCUS245|CAD6991316.1|CCAP
OG0005590	LOC4803404|XP_001360151.2|DPSE	CCAP1982_LOCUS22768|CAD7014800.1|CCAP
OG0005592	LOC4802069|XP_001359062.1|DPSE	CCAP1982_LOCUS400|CAD6991475.1|CCAP
OG0005593	LOC4813679|XP_001353571.2|DPSE	CCAP1982_LOCUS11113|CAD7002629.1|CCAP
OG0005594	LOC4813765|XP_001353340.1|DPSE	CCAP1982_LOCUS12227|CAD7003794.1|CCAP
OG0005595	LOC6900433|XP_002134824.2|DPSE	CCAP1982_LOCUS12228|CAD7003795.1|CCAP
OG0005596	LOC4813053|XP_001353552.1|DPSE	CCAP1982_LOCUS12522|CAD7004099.1|CCAP
OG0005597	LOC4801710|XP_001358757.4|DPSE	CCAP1982_LOCUS5133|CAD6996464.1|CCAP
OG0005598	LOC4800240|XP_015038735.2|DPSE	CCAP1982_LOCUS5999|CAD6997366.1|CCAP
OG0005599	LOC4803778|XP_001360440.3|DPSE	CCAP1982_LOCUS22316|CAD7014316.1|CCAP
OG0005600	LOC4802644|XP_001359525.3|DPSE	CCAP1982_LOCUS4845|CAD6996153.1|CCAP
OG0005602	LOC4802194|XP_001359162.4|DPSE	CCAP1982_LOCUS534|CAD6991619.1|CCAP
OG0005603	LOC4804007|XP_001360638.2|DPSE	CCAP1982_LOCUS19996|CAD7011884.1|CCAP
OG0005605	LOC4803665|XP_001360348.2|DPSE	CCAP1982_LOCUS20030|CAD7011918.1|CCAP
OG0005606	LOC4817738|XP_001357151.3|DPSE	CCAP1982_LOCUS7798|CAD6999268.1|CCAP
OG0005607	LOC4803195|XP_001359978.1|DPSE	CCAP1982_LOCUS4972|CAD6996288.1|CCAP
OG0005608	LOC4803197|XP_001359980.4|DPSE	CCAP1982_LOCUS4971|CAD6996287.1|CCAP
OG0005609	LOC4813006|XP_001353469.1|DPSE	CCAP1982_LOCUS12224|CAD7003790.1|CCAP
OG0005610	LOC4814160|XP_001354211.3|DPSE	CCAP1982_LOCUS13038|CAD7004643.1|CCAP
OG0005611	LOC4812160|XP_001352855.4|DPSE	CCAP1982_LOCUS11062|CAD7002574.1|CCAP
OG0005612	LOC4802589|XP_001359482.3|DPSE	CCAP1982_LOCUS4892|CAD6996203.1|CCAP
OG0005613	LOC4802551|XP_001359449.1|DPSE	CCAP1982_LOCUS4769|CAD6996062.1|CCAP
OG0005614	LOC4802443|XP_001359362.3|DPSE	CCAP1982_LOCUS5026|CAD6996348.1|CCAP
OG0005615	LOC4801122|XP_001358266.3|DPSE	CCAP1982_LOCUS4268|CAD6995557.1|CCAP
OG0005616	LOC4803106|XP_001359904.3|DPSE	CCAP1982_LOCUS232|CAD6991303.1|CCAP, CCAP1982_LOCUS233|CAD6991304.1|CCAP
OG0005617	LOC4802291|XP_001359237.4|DPSE	CCAP1982_LOCUS4456|CAD6995752.1|CCAP
OG0005618	LOC4804896|XP_001361382.2|DPSE	CCAP1982_LOCUS21721|CAD7013680.1|CCAP
OG0005619	LOC4801430|XP_001358525.2|DPSE	CCAP1982_LOCUS3396|CAD6994661.1|CCAP
OG0005624	LOC4802252|XP_001359211.2|DPSE	CCAP1982_LOCUS4792|CAD6996091.1|CCAP
OG0005625	LOC4802320|XP_001359260.2|DPSE	CCAP1982_LOCUS4818|CAD6996123.1|CCAP
OG0005626	LOC4815413|XP_001355345.1|DPSE	CCAP1982_LOCUS5054|CAD6996374.1|CCAP
OG0005627	LOC4802833|XP_001359669.2|DPSE	CCAP1982_LOCUS28|CAD6991080.1|CCAP
OG0005628	LOC4800693|XP_001357919.3|DPSE	CCAP1982_LOCUS2033|CAD6993214.1|CCAP
OG0005629	LOC4805022|XP_001361492.2|DPSE	CCAP1982_LOCUS21624|CAD7013568.1|CCAP
OG0005630	LOC4805091|XP_015040445.2|DPSE	CCAP1982_LOCUS20408|CAD7012314.1|CCAP
OG0005633	LOC4802854|XP_015038138.2|DPSE	CCAP1982_LOCUS4567|CAD6995866.1|CCAP
OG0005634	LOC4802680|XP_001359550.3|DPSE	CCAP1982_LOCUS4642|CAD6995940.1|CCAP
OG0005635	LOC4817725|XP_033236563.1|DPSE	CCAP1982_LOCUS6484|CAD6997861.1|CCAP
OG0005636	LOC4802294|XP_001359240.5|DPSE	CCAP1982_LOCUS4445|CAD6995740.1|CCAP
OG0005637	LOC4802028|XP_001359028.1|DPSE	CCAP1982_LOCUS273|CAD6991344.1|CCAP
OG0005638	LOC4804626|XP_033235004.1|DPSE	CCAP1982_LOCUS20074|CAD7011964.1|CCAP
OG0005639	LOC4805540|XP_001361927.3|DPSE	CCAP1982_LOCUS19736|CAD7011650.1|CCAP
OG0005640	LOC4802379|XP_001359308.2|DPSE	CCAP1982_LOCUS709|CAD6991807.1|CCAP
OG0005642	LOC4800857|XP_001358057.2|DPSE	CCAP1982_LOCUS2799|CAD6994022.1|CCAP
OG0005643	LOC4813905|XP_001353885.2|DPSE	CCAP1982_LOCUS12752|CAD7004334.1|CCAP
OG0005644	LOC4812957|XP_001353884.3|DPSE	CCAP1982_LOCUS12751|CAD7004332.1|CCAP
OG0005647	LOC4818119|XP_001357176.1|DPSE	CCAP1982_LOCUS9011|CAD7000534.1|CCAP
OG0005648	LOC4813640|XP_001353943.1|DPSE	CCAP1982_LOCUS13371|CAD7004995.1|CCAP
OG0005649	LOC4802517|XP_001359425.1|DPSE	CCAP1982_LOCUS736|CAD6991837.1|CCAP
OG0005650	LOC4802524|XP_001359429.2|DPSE	CCAP1982_LOCUS679|CAD6991772.1|CCAP
OG0005652	LOC4801244|XP_001358367.4|DPSE	CCAP1982_LOCUS446|CAD6991527.1|CCAP
OG0005653	LOC4816486|XP_001356045.3|DPSE	CCAP1982_LOCUS7957|CAD6999433.1|CCAP
OG0005654	LOC4802460|XP_001359377.3|DPSE	CCAP1982_LOCUS4890|CAD6996200.1|CCAP
OG0005655	LOC4803097|XP_001359895.3|DPSE	CCAP1982_LOCUS758|CAD6991864.1|CCAP
OG0005656	LOC4803109|XP_001359906.2|DPSE	CCAP1982_LOCUS756|CAD6991861.1|CCAP
OG0005657	LOC4802530|XP_015037887.2|DPSE	CCAP1982_LOCUS688|CAD6991783.1|CCAP
OG0005658	LOC4803275|XP_001360043.1|DPSE	CCAP1982_LOCUS895|CAD6992009.1|CCAP
OG0005659	LOC4802414|XP_001359337.4|DPSE	CCAP1982_LOCUS591|CAD6991678.1|CCAP, CCAP1982_LOCUS592|CAD6991679.1|CCAP
OG0005660	LOC117185017|XP_033240337.1|DPSE	CCAP1982_LOCUS13331|CAD7004952.1|CCAP, CCAP1982_LOCUS13332|CAD7004953.1|CCAP
OG0005661	LOC4802704|XP_001359571.2|DPSE	CCAP1982_LOCUS723|CAD6991822.1|CCAP
OG0005662	LOC4802373|XP_033239231.1|DPSE	CCAP1982_LOCUS722|CAD6991821.1|CCAP
OG0005664	LOC13036398|XP_015038941.2|DPSE	CCAP1982_LOCUS2730|CAD6993945.1|CCAP
OG0005665	LOC6897496|XP_002137646.2|DPSE	CCAP1982_LOCUS319|CAD6991392.1|CCAP
OG0005668	LOC4813143|XP_015043335.2|DPSE	CCAP1982_LOCUS13367|CAD7004991.1|CCAP, CCAP1982_LOCUS13365|CAD7004989.1|CCAP
OG0005669	LOC6903564|XP_015035554.2|DPSE	CCAP1982_LOCUS8855|CAD7000377.1|CCAP
OG0005670	LOC4803046|XP_001359847.4|DPSE	CCAP1982_LOCUS690|CAD6991785.1|CCAP
OG0005671	LOC6896914|XP_033241795.1|DPSE	CCAP1982_LOCUS4275|CAD6995564.1|CCAP
OG0005672	LOC4811828|XP_001382206.3|DPSE	CCAP1982_LOCUS281|CAD6991351.1|CCAP
OG0005673	LOC4812929|XP_001353573.1|DPSE	CCAP1982_LOCUS11382|CAD7002915.1|CCAP
OG0005674	LOC6900039|XP_033240827.1|DPSE	CCAP1982_LOCUS903|CAD6992019.1|CCAP
OG0005675	LOC4802317|XP_001359257.1|DPSE	CCAP1982_LOCUS744|CAD6991845.1|CCAP
OG0005676	LOC4811887|XP_001352664.4|DPSE	CCAP1982_LOCUS12463|CAD7004038.1|CCAP
OG0005677	LOC4804868|XP_001361357.3|DPSE	CCAP1982_LOCUS21245|CAD7013174.1|CCAP
OG0005678	LOC4803030|XP_001359832.3|DPSE	CCAP1982_LOCUS82|CAD6991140.1|CCAP
OG0005679	LOC6897592|XP_033232930.1|DPSE	CCAP1982_LOCUS4788|CAD6996082.1|CCAP
OG0005680	LOC4817803|XP_033235481.1|DPSE	CCAP1982_LOCUS6668|CAD6998052.1|CCAP
OG0005681	LOC4802898|XP_001359725.1|DPSE	CCAP1982_LOCUS909|CAD6992027.1|CCAP
OG0005682	LOC4802897|XP_015038177.1|DPSE	CCAP1982_LOCUS910|CAD6992028.1|CCAP
OG0005684	LOC4814095|XP_001354212.2|DPSE	CCAP1982_LOCUS13039|CAD7004644.1|CCAP
OG0005687	LOC4812626|XP_001352916.1|DPSE	CCAP1982_LOCUS14571|CAD7006245.1|CCAP
OG0005688	LOC6898958|XP_002138918.1|DPSE	CCAP1982_LOCUS20284|CAD7012183.1|CCAP
OG0005690	LOC4801794|XP_001358829.4|DPSE	CCAP1982_LOCUS3777|CAD6995051.1|CCAP, CCAP1982_LOCUS3778|CAD6995052.1|CCAP
OG0005691	LOC4802137|XP_001359116.4|DPSE	CCAP1982_LOCUS358|CAD6991431.1|CCAP
OG0005693	LOC4813461|XP_001353749.2|DPSE	CCAP1982_LOCUS14726|CAD7006406.1|CCAP
OG0005694	LOC6897904|XP_033241118.1|DPSE	CCAP1982_LOCUS618|CAD6991705.1|CCAP
OG0005695	LOC4802382|XP_015037768.1|DPSE	CCAP1982_LOCUS739|CAD6991840.1|CCAP
OG0005696	LOC4802381|XP_001359310.2|DPSE	CCAP1982_LOCUS742|CAD6991843.1|CCAP
OG0005697	LOC4802380|XP_001359309.2|DPSE	CCAP1982_LOCUS741|CAD6991842.1|CCAP
OG0005698	LOC4805175|XP_001361622.3|DPSE	CCAP1982_LOCUS22666|CAD7014682.1|CCAP
OG0005699	LOC4803052|XP_001359853.3|DPSE	CCAP1982_LOCUS704|CAD6991801.1|CCAP
OG0005701	LOC4817617|XP_001357017.2|DPSE	CCAP1982_LOCUS727|CAD6991828.1|CCAP
OG0005702	LOC4815306|XP_001354509.2|DPSE	CCAP1982_LOCUS21099|CAD7013010.1|CCAP
OG0005703	LOC6899003|XP_002138963.1|DPSE	CCAP1982_LOCUS20157|CAD7012055.1|CCAP
OG0005705	LOC4814044|XP_001354166.1|DPSE	CCAP1982_LOCUS12838|CAD7004429.1|CCAP
OG0005706	LOC4800696|XP_001357922.3|DPSE	CCAP1982_LOCUS3698|CAD6994966.1|CCAP
OG0005709	LOC4801598|XP_001358667.2|DPSE	CCAP1982_LOCUS4441|CAD6995736.1|CCAP
OG0005710	LOC6897939|XP_002138042.1|DPSE	CCAP1982_LOCUS4634|CAD6995932.1|CCAP
OG0005711	LOC6900603|XP_002134975.2|DPSE	CCAP1982_LOCUS14513|CAD7006184.1|CCAP
OG0005712	LOC4817142|XP_001356409.2|DPSE	CCAP1982_LOCUS8383|CAD6999873.1|CCAP
OG0005714	LOC4800428|XP_001357706.2|DPSE	CCAP1982_LOCUS2829|CAD6994057.1|CCAP
OG0005715	LOC4802679|XP_033232684.1|DPSE	CCAP1982_LOCUS4641|CAD6995939.1|CCAP
OG0005716	LOC6897432|XP_033232467.1|DPSE	CCAP1982_LOCUS85|CAD6991143.1|CCAP
OG0005717	LOC4802496|XP_033238750.1|DPSE	CCAP1982_LOCUS4640|CAD6995938.1|CCAP
OG0005718	LOC4802388|XP_001359316.2|DPSE	CCAP1982_LOCUS4638|CAD6995936.1|CCAP
OG0005719	LOC4802187|XP_001359155.1|DPSE	CCAP1982_LOCUS291|CAD6991361.1|CCAP
OG0005721	LOC4802191|XP_015037673.2|DPSE	CCAP1982_LOCUS284|CAD6991354.1|CCAP, CCAP1982_LOCUS285|CAD6991355.1|CCAP
OG0005722	LOC4802941|XP_015038202.2|DPSE	CCAP1982_LOCUS4390|CAD6995683.1|CCAP
OG0005723	LOC4802447|XP_001359365.1|DPSE	CCAP1982_LOCUS5037|CAD6996359.1|CCAP
OG0005724	LOC4804498|XP_001361054.3|DPSE	CCAP1982_LOCUS20801|CAD7012694.1|CCAP
OG0005725	LOC4802689|XP_001359557.3|DPSE	CCAP1982_LOCUS4665|CAD6995954.1|CCAP
OG0005727	LOC6897851|XP_015038186.2|DPSE	CCAP1982_LOCUS4680|CAD6995970.1|CCAP
OG0005728	LOC4802456|XP_001359373.1|DPSE	CCAP1982_LOCUS4433|CAD6995728.1|CCAP
OG0005729	LOC4802454|XP_003736739.3|DPSE	CCAP1982_LOCUS4438|CAD6995733.1|CCAP
OG0005730	LOC4802450|XP_001359368.1|DPSE	CCAP1982_LOCUS1018|CAD6992139.1|CCAP
OG0005731	LOC4802451|XP_001359369.2|DPSE	CCAP1982_LOCUS1017|CAD6992138.1|CCAP
OG0005732	LOC4802576|XP_001359471.3|DPSE	CCAP1982_LOCUS5121|CAD6996449.1|CCAP
OG0005733	LOC4802577|XP_001359472.4|DPSE	CCAP1982_LOCUS380|CAD6991455.1|CCAP
OG0005734	LOC6897972|XP_002138071.2|DPSE	CCAP1982_LOCUS5025|CAD6996347.1|CCAP
OG0005735	LOC4802713|XP_015038020.2|DPSE	CCAP1982_LOCUS4543|CAD6995842.1|CCAP
OG0005736	LOC4802045|XP_001359038.2|DPSE	CCAP1982_LOCUS4539|CAD6995837.1|CCAP
OG0005737	LOC6897820|XP_002137925.2|DPSE	CCAP1982_LOCUS849|CAD6991961.1|CCAP
OG0005738	LOC4802799|XP_033241828.1|DPSE	CCAP1982_LOCUS525|CAD6991610.1|CCAP
OG0005739	LOC4802823|XP_001359665.1|DPSE	CCAP1982_LOCUS5106|CAD6996433.1|CCAP
OG0005740	LOC4801593|XP_001358662.2|DPSE	CCAP1982_LOCUS4911|CAD6996223.1|CCAP
OG0005741	LOC4802066|XP_001359059.1|DPSE	CCAP1982_LOCUS768|CAD6991876.1|CCAP
OG0005742	LOC4803190|XP_015038339.1|DPSE	CCAP1982_LOCUS586|CAD6991673.1|CCAP
OG0005743	LOC4802645|XP_001359526.2|DPSE	CCAP1982_LOCUS4844|CAD6996152.1|CCAP
OG0005744	LOC4803037|XP_001359839.4|DPSE	CCAP1982_LOCUS242|CAD6991313.1|CCAP
OG0005745	LOC6897619|XP_015037844.2|DPSE	CCAP1982_LOCUS221|CAD6991292.1|CCAP, CCAP1982_LOCUS219|CAD6991290.1|CCAP
OG0005746	LOC4802484|XP_001359398.1|DPSE	CCAP1982_LOCUS213|CAD6991284.1|CCAP
OG0005747	LOC4802449|XP_001359367.2|DPSE	CCAP1982_LOCUS5043|CAD6996365.1|CCAP
OG0005748	LOC4803171|XP_001359955.2|DPSE	CCAP1982_LOCUS5178|CAD6996510.1|CCAP
OG0005750	LOC4802056|XP_001359049.2|DPSE	CCAP1982_LOCUS564|CAD6991650.1|CCAP
OG0005752	LOC6898894|XP_002138864.2|DPSE	CCAP1982_LOCUS22648|CAD7014660.1|CCAP
OG0005753	LOC4817700|XP_001357080.1|DPSE	CCAP1982_LOCUS7734|CAD6999199.1|CCAP
OG0005754	LOC4804193|XP_001360795.1|DPSE	CCAP1982_LOCUS19900|CAD7011789.1|CCAP
OG0005755	LOC4804282|XP_001360863.2|DPSE	CCAP1982_LOCUS20511|CAD7012428.1|CCAP
OG0005756	LOC4802702|XP_001359569.2|DPSE	CCAP1982_LOCUS718|CAD6991817.1|CCAP
OG0005757	LOC4802646|XP_001359527.2|DPSE	CCAP1982_LOCUS1015|CAD6992136.1|CCAP
OG0005758	LOC4802494|XP_001359405.3|DPSE	CCAP1982_LOCUS1007|CAD6992128.1|CCAP
OG0005759	LOC6897462|XP_033232899.1|DPSE	CCAP1982_LOCUS4170|CAD6995455.1|CCAP
OG0005760	LOC4802836|XP_001359672.4|DPSE	CCAP1982_LOCUS4880|CAD6996189.1|CCAP, CCAP1982_LOCUS4882|CAD6996191.1|CCAP
OG0005761	LOC4803287|XP_001360052.3|DPSE	CCAP1982_LOCUS995|CAD6992111.1|CCAP
OG0005762	LOC4803296|XP_001360060.1|DPSE	CCAP1982_LOCUS4883|CAD6996192.1|CCAP
OG0005763	LOC4803420|XP_001360135.1|DPSE	CCAP1982_LOCUS21805|CAD7013782.1|CCAP
OG0005764	LOC4802061|XP_001359054.2|DPSE	CCAP1982_LOCUS764|CAD6991871.1|CCAP
OG0005765	LOC4802059|XP_033238388.1|DPSE	CCAP1982_LOCUS578|CAD6991664.1|CCAP
OG0005766	LOC6904012|XP_033236939.1|DPSE	CCAP1982_LOCUS4874|CAD6996182.1|CCAP
OG0005769	LOC6897435|XP_015037556.2|DPSE	CCAP1982_LOCUS4828|CAD6996134.1|CCAP
OG0005770	LOC4800946|XP_001358130.3|DPSE	CCAP1982_LOCUS4458|CAD6995754.1|CCAP
OG0005771	LOC4801968|XP_001358981.2|DPSE	CCAP1982_LOCUS2191|CAD6993375.1|CCAP
OG0005772	LOC4801714|XP_001358760.3|DPSE	CCAP1982_LOCUS4297|CAD6995587.1|CCAP
OG0005773	LOC4802888|XP_001359716.3|DPSE	CCAP1982_LOCUS4822|CAD6996128.1|CCAP
OG0005774	LOC4802816|XP_001359659.1|DPSE	CCAP1982_LOCUS4975|CAD6996292.1|CCAP
OG0005775	LOC6900604|XP_015042979.1|DPSE	CCAP1982_LOCUS11813|CAD7003354.1|CCAP
OG0005776	LOC6900632|XP_002135005.2|DPSE	CCAP1982_LOCUS13599|CAD7005242.1|CCAP
OG0005777	LOC6899798|XP_002135738.2|DPSE	CCAP1982_LOCUS5166|CAD6996497.1|CCAP
OG0005779	LOC4801256|XP_001358379.3|DPSE	CCAP1982_LOCUS4920|CAD6996235.1|CCAP
OG0005780	LOC6900594|XP_015042962.2|DPSE	CCAP1982_LOCUS13392|CAD7005020.1|CCAP
OG0005781	LOC4813145|XP_001353934.3|DPSE	CCAP1982_LOCUS13364|CAD7004988.1|CCAP
OG0005784	LOC4802233|XP_015037688.2|DPSE	CCAP1982_LOCUS440|CAD6991521.1|CCAP
OG0005785	LOC4802232|XP_015037685.2|DPSE	CCAP1982_LOCUS439|CAD6991520.1|CCAP
OG0005786	LOC4802590|XP_001359483.1|DPSE	CCAP1982_LOCUS4893|CAD6996204.1|CCAP
OG0005787	LOC6897559|XP_033238312.1|DPSE	CCAP1982_LOCUS4895|CAD6996205.1|CCAP
OG0005788	LOC6898977|XP_002138937.2|DPSE	CCAP1982_LOCUS7139|CAD6998554.1|CCAP
OG0005789	LOC6897796|XP_002137901.1|DPSE	CCAP1982_LOCUS4188|CAD6995472.1|CCAP
OG0005790	LOC4801966|XP_001358980.3|DPSE	CCAP1982_LOCUS2084|CAD6993267.1|CCAP
OG0005791	LOC4802896|XP_015038176.2|DPSE	CCAP1982_LOCUS911|CAD6992029.1|CCAP
OG0005792	LOC4802895|XP_001359722.2|DPSE	CCAP1982_LOCUS912|CAD6992030.1|CCAP
OG0005793	LOC4802892|XP_033232431.1|DPSE	CCAP1982_LOCUS921|CAD6992040.1|CCAP
OG0005794	LOC4805026|XP_001361494.1|DPSE	CCAP1982_LOCUS22835|CAD7014871.1|CCAP
OG0005795	LOC4802465|XP_033234706.1|DPSE	CCAP1982_LOCUS4569|CAD6995868.1|CCAP
OG0005796	LOC4813425|XP_015042976.1|DPSE	CCAP1982_LOCUS5330|CAD6996646.1|CCAP
OG0005797	LOC4813471|XP_001353882.1|DPSE	CCAP1982_LOCUS12223|CAD7003789.1|CCAP
OG0005798	LOC6897645|XP_002137788.2|DPSE	CCAP1982_LOCUS4531|CAD6995829.1|CCAP
OG0005799	LOC4802720|XP_015038031.2|DPSE	CCAP1982_LOCUS725|CAD6991825.1|CCAP
OG0005800	LOC4802723|XP_001359588.2|DPSE	CCAP1982_LOCUS1021|CAD6992142.1|CCAP
OG0005801	LOC4802722|XP_001359587.3|DPSE	CCAP1982_LOCUS1022|CAD6992144.1|CCAP
OG0005802	LOC117183339|XP_033232826.1|DPSE	CCAP1982_LOCUS5115|CAD6996443.1|CCAP
OG0005803	LOC6897760|XP_015038026.2|DPSE	CCAP1982_LOCUS4956|CAD6996273.1|CCAP
OG0005804	LOC4803164|XP_001359950.1|DPSE	CCAP1982_LOCUS5187|CAD6996519.1|CCAP
OG0005805	LOC4805592|XP_033234360.1|DPSE	CCAP1982_LOCUS19734|CAD7011648.1|CCAP
