Orthogroup	DPSE.longest_only	CPIP.longest_only
OG0003343	LOC6899781|XP_033239024.1|DPSE	LOC120421823|XP_039441035.1|CPIP, LOC120413521|XP_039430330.1|CPIP
OG0003344	LOC4816480|XP_001356248.2|DPSE	LOC120426332|XP_039447026.1|CPIP
OG0003345	LOC4814454|XP_001355117.2|DPSE	LOC120418063|XP_039436602.1|CPIP
OG0003346	LOC4801432|XP_001358527.2|DPSE	LOC120415641|XP_039433173.1|CPIP
OG0003347	LOC4801446|XP_001358540.1|DPSE	LOC120416905|XP_039434737.1|CPIP
OG0003348	LOC4801427|XP_001358522.2|DPSE	LOC120424540|XP_039444638.1|CPIP
OG0003349	LOC6901500|XP_002134186.2|DPSE	LOC120430556|XP_039451605.1|CPIP, LOC120426460|XP_039447158.1|CPIP
OG0003350	LOC4801170|XP_015037062.2|DPSE	LOC120426459|XP_039447155.1|CPIP, LOC120432135|XP_039453199.1|CPIP, LOC120430552|XP_039451600.1|CPIP
OG0003351	LOC4815781|XP_001355389.3|DPSE	LOC120422082|XP_039441362.1|CPIP
OG0003352	LOC4800374|XP_001357662.1|DPSE	LOC120414179|XP_039431187.1|CPIP
OG0003353	LOC4801486|XP_033232981.1|DPSE	LOC120423869|XP_039443751.1|CPIP
OG0003354	LOC4800324|XP_033232874.1|DPSE	LOC120423868|XP_039443749.1|CPIP
OG0003355	LOC6901037|XP_033238636.1|DPSE	LOC120418633|XP_039437049.1|CPIP
OG0003356	LOC4815672|XP_015041312.2|DPSE	LOC120419769|XP_039438568.1|CPIP
OG0003357	LOC4815269|XP_001354754.2|DPSE	LOC120419859|XP_039438673.1|CPIP
OG0003358	LOC4817681|XP_001357067.2|DPSE	LOC120429251|XP_039450398.1|CPIP
OG0003359	LOC4814190|XP_001354332.1|DPSE	LOC120418086|XP_039436288.1|CPIP, LOC120419877|XP_039438672.1|CPIP
OG0003360	LOC4816080|XP_001355609.4|DPSE	LOC120418076|XP_039436267.1|CPIP, LOC120419869|XP_039438662.1|CPIP
OG0003361	LOC6898377|XP_002138430.1|DPSE	LOC120419868|XP_039438658.1|CPIP
OG0003362	LOC4801941|XP_001358956.3|DPSE	LOC120425006|XP_039445311.1|CPIP
OG0003363	LOC4801217|XP_001358342.5|DPSE	LOC120425005|XP_039445305.1|CPIP
OG0003364	LOC4801043|XP_001358207.3|DPSE	LOC120424937|XP_039445176.1|CPIP
OG0003365	LOC4802481|XP_001359395.2|DPSE	LOC120425467|XP_039445933.1|CPIP
OG0003366	LOC4813284|XP_001353994.3|DPSE	LOC120428780|XP_039449800.1|CPIP
OG0003367	LOC4812242|XP_033241391.1|DPSE	LOC120431383|XP_039452447.1|CPIP
OG0003368	LOC4811866|XP_001352938.1|DPSE	LOC120429236|XP_039450380.1|CPIP
OG0003369	LOC6897849|XP_002137952.2|DPSE	LOC120429234|XP_039450379.1|CPIP
OG0003370	LOC4801507|XP_001358586.2|DPSE	LOC120431012|XP_039452104.1|CPIP
OG0003371	LOC4815510|XP_001355627.1|DPSE	LOC120427659|XP_039448467.1|CPIP
OG0003372	LOC4804880|XP_001361368.2|DPSE	LOC120416563|XP_039434233.1|CPIP
OG0003373	LOC4802798|XP_001359643.3|DPSE	LOC120428527|XP_039449490.1|CPIP
OG0003374	LOC6902025|XP_033237910.1|DPSE	LOC120430139|XP_039451160.1|CPIP, LOC120432124|XP_039453193.1|CPIP
OG0003375	LOC4801731|XP_033236607.1|DPSE	LOC120430511|XP_039451540.1|CPIP, LOC120431549|XP_039452592.1|CPIP
OG0003376	LOC4801035|XP_001358203.1|DPSE	LOC120429499|XP_039450505.1|CPIP
OG0003377	LOC13036450|XP_033233764.1|DPSE	LOC120429498|XP_039450503.1|CPIP
OG0003378	LOC4801527|XP_001358603.2|DPSE	LOC120425476|XP_039445945.1|CPIP
OG0003379	LOC4801666|XP_001358718.1|DPSE	LOC120425475|XP_039445944.1|CPIP
OG0003380	LOC4801679|XP_001358729.3|DPSE	LOC120425491|XP_039445973.1|CPIP
OG0003381	LOC6896866|XP_002137057.2|DPSE	LOC120431908|XP_039452973.1|CPIP, LOC120425117|XP_039445459.1|CPIP
OG0003382	LOC4800660|XP_015038621.2|DPSE	LOC120425109|XP_039445438.1|CPIP
OG0003383	LOC4800354|XP_001357560.1|DPSE	LOC120427718|XP_039448553.1|CPIP
OG0003384	LOC4817834|XP_033235275.1|DPSE	LOC120429002|XP_039450076.1|CPIP
OG0003386	LOC4800247|XP_001357543.1|DPSE	LOC120431855|XP_039452925.1|CPIP
OG0003387	LOC4800672|XP_001357904.2|DPSE	LOC120431712|XP_039452773.1|CPIP
OG0003388	LOC4814199|XP_033239012.1|DPSE	LOC120431766|XP_039452821.1|CPIP
OG0003389	LOC4803401|XP_001360132.1|DPSE	LOC120432139|XP_039453204.1|CPIP
OG0003390	LOC4801001|XP_001358176.1|DPSE	LOC120417852|XP_039436005.1|CPIP
OG0003391	LOC4801208|XP_001358335.3|DPSE	LOC120421775|XP_039440976.1|CPIP
OG0003392	LOC6896919|XP_002137103.2|DPSE	LOC120416578|XP_039434250.1|CPIP
OG0003393	LOC4800482|XP_015038603.2|DPSE	LOC120418736|XP_039437143.1|CPIP
OG0003394	LOC4800867|XP_033232469.1|DPSE	LOC120417199|XP_039435099.1|CPIP
OG0003395	LOC6897156|XP_002137336.1|DPSE	LOC120417220|XP_039435115.1|CPIP
OG0003396	LOC6896837|XP_002137040.3|DPSE	LOC120432522|XP_039453673.1|CPIP
OG0003397	LOC4800912|XP_001358101.4|DPSE	LOC120420738|XP_039439766.1|CPIP
OG0003399	LOC6904084|XP_002136433.1|DPSE	LOC120420794|XP_039439841.1|CPIP
OG0003400	LOC4802117|XP_033233405.1|DPSE	LOC120431844|XP_039452907.1|CPIP
OG0003401	LOC6897224|XP_003736523.3|DPSE	LOC120422308|XP_039441633.1|CPIP
OG0003402	LOC4801461|XP_001358553.3|DPSE	LOC120424505|XP_039444590.1|CPIP
OG0003403	LOC6898971|XP_002138931.3|DPSE	LOC120424508|XP_039444595.1|CPIP
OG0003404	LOC4801295|XP_001358415.3|DPSE	LOC120429670|XP_039450632.1|CPIP
OG0003405	LOC4805317|XP_001361737.2|DPSE	LOC120428994|XP_039450066.1|CPIP
OG0003406	LOC4801109|XP_001358257.2|DPSE	LOC120430495|XP_039451526.1|CPIP
OG0003407	LOC4801110|XP_001358258.3|DPSE	LOC120430496|XP_039451527.1|CPIP
OG0003408	LOC4801068|XP_033232593.1|DPSE	LOC120428992|XP_039450065.1|CPIP
OG0003409	LOC6896986|XP_015038786.2|DPSE	LOC120428995|XP_039450068.1|CPIP
OG0003410	LOC4801732|XP_001358775.1|DPSE	LOC120426738|XP_039447449.1|CPIP
OG0003411	LOC4802870|XP_001359701.2|DPSE	LOC120421806|XP_039441017.1|CPIP
OG0003412	LOC6897270|XP_033241874.1|DPSE	LOC120421803|XP_039441015.1|CPIP
OG0003413	LOC4802760|XP_015038068.2|DPSE	LOC120416938|XP_039434792.1|CPIP
OG0003414	LOC4813339|XP_001353208.3|DPSE	LOC120415563|XP_039433073.1|CPIP, LOC120415828|XP_039433397.1|CPIP
OG0003415	LOC4815019|XP_001354812.3|DPSE	LOC120416615|XP_039434351.1|CPIP
OG0003416	LOC4802246|XP_001359205.2|DPSE	LOC120416649|XP_039434396.1|CPIP
OG0003417	LOC4801558|XP_001358630.2|DPSE	LOC120415604|XP_039433134.1|CPIP
OG0003418	LOC4800524|XP_015038571.1|DPSE	LOC120418739|XP_039437148.1|CPIP, LOC120421090|XP_039440167.1|CPIP
OG0003419	LOC4800853|XP_001358054.2|DPSE	LOC120418744|XP_039437154.1|CPIP, LOC120421095|XP_039440172.1|CPIP
OG0003420	LOC4800852|XP_001358053.4|DPSE	LOC120421091|XP_039440168.1|CPIP, LOC120418741|XP_039437151.1|CPIP
OG0003421	LOC6897084|XP_002137268.2|DPSE	LOC120428659|XP_039449640.1|CPIP
OG0003422	LOC4801162|XP_001358297.3|DPSE	LOC120428662|XP_039449644.1|CPIP, LOC120427075|XP_039447847.1|CPIP
OG0003423	LOC4804660|XP_001361187.4|DPSE	LOC120431603|XP_039452641.1|CPIP
OG0003424	LOC4801741|XP_001358784.1|DPSE	LOC120426011|XP_039446617.1|CPIP
OG0003425	LOC4800964|XP_001358146.1|DPSE	LOC120426250|XP_039446922.1|CPIP
OG0003426	LOC4801337|XP_001358448.3|DPSE	LOC120422541|XP_039441939.1|CPIP
OG0003427	LOC4801346|XP_001358455.3|DPSE	LOC120422566|XP_039441986.1|CPIP
OG0003428	LOC4813185|XP_015043341.1|DPSE	LOC120425750|XP_039446290.1|CPIP
OG0003429	LOC4804530|XP_033233830.1|DPSE	LOC120418342|XP_039436625.1|CPIP
OG0003430	LOC6899806|XP_002135730.1|DPSE	LOC120415617|XP_039433150.1|CPIP
OG0003431	LOC4802714|XP_033233389.1|DPSE	LOC120427247|XP_039448036.1|CPIP
OG0003432	LOC4801786|XP_001358823.2|DPSE	LOC120423828|XP_039443690.1|CPIP
OG0003433	LOC4800300|XP_001357652.1|DPSE	LOC120418352|XP_039436639.1|CPIP
OG0003434	LOC4815328|XP_001355203.4|DPSE	LOC120428288|XP_039449214.1|CPIP
OG0003435	LOC4800738|XP_001357956.3|DPSE	LOC120418355|XP_039436642.1|CPIP
OG0003436	LOC6897171|XP_002137351.1|DPSE	LOC120431628|XP_039452674.1|CPIP
OG0003437	LOC6897172|XP_003736491.1|DPSE	LOC120431609|XP_039452650.1|CPIP
OG0003438	LOC6897170|XP_002137350.1|DPSE	LOC120426010|XP_039446616.1|CPIP
OG0003439	LOC4801781|XP_001358818.1|DPSE	LOC120426249|XP_039446921.1|CPIP
OG0003440	LOC4801843|XP_033239572.1|DPSE	LOC120416206|XP_039433881.1|CPIP
OG0003441	LOC4817852|XP_001357380.1|DPSE	LOC120427891|XP_039448759.1|CPIP
OG0003442	LOC4800360|XP_001357554.3|DPSE, LOC117183373|XP_033232999.1|DPSE	LOC120427894|XP_039448762.1|CPIP
OG0003443	LOC4814041|XP_001354143.1|DPSE	LOC120420269|XP_039439202.1|CPIP, LOC120422149|XP_039441454.1|CPIP
OG0003444	LOC6900890|XP_033241461.1|DPSE	LOC120417068|XP_039434963.1|CPIP
OG0003445	LOC6901613|XP_015041892.2|DPSE	LOC120416132|XP_039433738.1|CPIP
OG0003446	LOC6899649|XP_033239473.1|DPSE	LOC120415639|XP_039433175.1|CPIP
OG0003447	LOC6899880|XP_033237125.1|DPSE	LOC120415538|XP_039433041.1|CPIP
OG0003448	LOC4802770|XP_001359630.1|DPSE	LOC120414263|XP_039431310.1|CPIP
OG0003449	LOC6897454|XP_002137602.2|DPSE	LOC120414286|XP_039431351.1|CPIP
OG0003450	LOC4800698|XP_001357924.3|DPSE	LOC120424270|XP_039444266.1|CPIP
OG0003451	LOC4802250|XP_001359209.2|DPSE	LOC120424239|XP_039444237.1|CPIP
OG0003452	LOC4803292|XP_001360057.2|DPSE	LOC120424238|XP_039444236.1|CPIP
OG0003453	LOC4812946|XP_001353464.1|DPSE	LOC120425389|XP_039445840.1|CPIP
OG0003454	LOC4816354|XP_015036741.2|DPSE	LOC120425385|XP_039445834.1|CPIP
OG0003455	LOC117185660|XP_033241813.1|DPSE, LOC4801023|XP_001358193.2|DPSE	LOC120425387|XP_039445838.1|CPIP
OG0003456	LOC4805280|XP_015040525.2|DPSE	LOC120423420|XP_039443157.1|CPIP
OG0003457	LOC4802503|XP_001359412.2|DPSE	LOC120423423|XP_039443163.1|CPIP
OG0003458	LOC4802860|XP_033241756.1|DPSE	LOC120425717|XP_039446258.1|CPIP
OG0003459	LOC4802794|XP_001359639.1|DPSE	LOC120429646|XP_039450606.1|CPIP
OG0003460	LOC4801227|XP_001358350.3|DPSE	LOC120417204|XP_039435104.1|CPIP
OG0003461	LOC6897173|XP_002137353.3|DPSE	LOC120414291|XP_039431356.1|CPIP
OG0003462	LOC4813460|XP_001353748.1|DPSE	LOC120425428|XP_039445890.1|CPIP
OG0003463	LOC4801577|XP_001358647.3|DPSE	LOC120424455|XP_039444522.1|CPIP
OG0003464	LOC6897111|XP_033241807.1|DPSE	LOC120427287|XP_039448072.1|CPIP
OG0003465	LOC4802101|XP_001359085.2|DPSE	LOC120431816|XP_039452869.1|CPIP
OG0003466	LOC4800422|XP_001357700.3|DPSE	LOC120421019|XP_039440075.1|CPIP
OG0003469	LOC4800237|XP_001357630.2|DPSE	LOC120430499|XP_039451530.1|CPIP
OG0003470	LOC4801622|XP_003736555.3|DPSE	LOC120428674|XP_039449657.1|CPIP
OG0003471	LOC4817340|XP_001356896.2|DPSE	LOC120428672|XP_039449656.1|CPIP
OG0003472	LOC4817345|XP_033235204.1|DPSE	LOC120421173|XP_039440302.1|CPIP
OG0003473	LOC4816699|XP_001356061.2|DPSE	LOC120423964|XP_039443886.1|CPIP
OG0003474	LOC4801835|XP_033233018.1|DPSE	LOC120425161|XP_039445524.1|CPIP
OG0003475	LOC4800895|XP_033239890.1|DPSE	LOC120426217|XP_039446859.1|CPIP
OG0003476	LOC6904061|XP_033237168.1|DPSE	LOC120427409|XP_039448205.1|CPIP
OG0003477	LOC4802011|XP_033235926.1|DPSE	LOC120424766|XP_039444904.1|CPIP
OG0003478	LOC6896785|XP_003736256.3|DPSE	LOC120421098|XP_039440177.1|CPIP
OG0003479	LOC4800595|XP_001357841.3|DPSE	LOC120417002|XP_039434879.1|CPIP
OG0003480	LOC4801885|XP_001358908.3|DPSE	LOC120428960|XP_039450033.1|CPIP
OG0003481	LOC4801886|XP_001358909.3|DPSE	LOC120428962|XP_039450035.1|CPIP
OG0003482	LOC6897376|XP_002137528.4|DPSE	LOC120428959|XP_039450031.1|CPIP
OG0003483	LOC4801909|XP_001358928.5|DPSE	LOC120425990|XP_039446582.1|CPIP
OG0003484	LOC4801589|XP_001358658.1|DPSE	LOC120422026|XP_039441284.1|CPIP
OG0003485	LOC4801280|XP_001358400.2|DPSE	LOC120430263|XP_039451282.1|CPIP
OG0003486	LOC4801282|XP_001358402.2|DPSE	LOC120430268|XP_039451289.1|CPIP
OG0003487	LOC4801168|XP_001358302.2|DPSE	LOC120422548|XP_039441949.1|CPIP
OG0003488	LOC4800655|XP_001357888.3|DPSE	LOC120432485|XP_039453636.1|CPIP
OG0003489	LOC4800602|XP_001357847.3|DPSE	LOC120414300|XP_039431368.1|CPIP
OG0003490	LOC4801007|XP_001358180.3|DPSE	LOC120414284|XP_039431348.1|CPIP
OG0003491	LOC4801178|XP_001358312.4|DPSE	LOC120414290|XP_039431355.1|CPIP
OG0003492	LOC4801312|XP_033241772.1|DPSE	LOC120427279|XP_039448063.1|CPIP
OG0003493	LOC4800973|XP_033232809.1|DPSE	LOC120431388|XP_039452452.1|CPIP, LOC120430174|XP_039451189.1|CPIP
OG0003494	LOC4802729|XP_001359592.1|DPSE	LOC120429624|XP_039450588.1|CPIP
OG0003495	LOC4817680|XP_001357066.3|DPSE	LOC120423840|XP_039443722.1|CPIP
OG0003496	LOC4801642|XP_001358696.1|DPSE	LOC120421779|XP_039440982.1|CPIP
OG0003497	LOC6896958|XP_002137143.3|DPSE	LOC120423822|XP_039443679.1|CPIP
OG0003498	LOC26532404|XP_033238921.1|DPSE	LOC120423812|XP_039443666.1|CPIP
OG0003499	LOC4800594|XP_001357840.3|DPSE	LOC120423830|XP_039443704.1|CPIP
OG0003500	LOC4816593|XP_001356276.2|DPSE	LOC120424631|XP_039444731.1|CPIP
OG0003502	LOC4800948|XP_001358132.4|DPSE	LOC120417089|XP_039434999.1|CPIP
OG0003503	LOC4800622|XP_001357864.2|DPSE	LOC120425050|XP_039445357.1|CPIP
OG0003504	LOC13036356|XP_003736284.3|DPSE	LOC120425079|XP_039445409.1|CPIP
OG0003505	LOC13036380|XP_033232634.1|DPSE	LOC120425072|XP_039445382.1|CPIP
OG0003506	LOC4801926|XP_001358944.1|DPSE	LOC120420771|XP_039439814.1|CPIP
OG0003507	LOC4801232|XP_033232939.1|DPSE	LOC120420749|XP_039439779.1|CPIP
OG0003508	LOC4813320|XP_001353574.3|DPSE	LOC120414265|XP_039431318.1|CPIP
OG0003509	LOC4801662|XP_001358714.2|DPSE	LOC120425654|XP_039446169.1|CPIP
OG0003510	LOC4801570|XP_001358641.3|DPSE	LOC120425391|XP_039445842.1|CPIP
OG0003511	LOC4801571|XP_033233136.1|DPSE	LOC120425379|XP_039445826.1|CPIP, LOC120423575|XP_039443367.1|CPIP
OG0003512	LOC6896819|XP_002137022.1|DPSE	LOC120432131|XP_039453198.1|CPIP
OG0003513	LOC4801223|XP_001358346.2|DPSE	LOC120422588|XP_039442013.1|CPIP
OG0003515	LOC4804147|XP_001360753.2|DPSE	LOC120425435|XP_039445900.1|CPIP
OG0003516	LOC4801994|XP_001359005.3|DPSE	LOC120425433|XP_039445897.1|CPIP
OG0003517	LOC4802074|XP_015037595.1|DPSE	LOC120417083|XP_039434995.1|CPIP
OG0003518	LOC4802272|XP_002137686.2|DPSE	LOC120428062|XP_039448955.1|CPIP
OG0003519	LOC4812742|XP_015044174.2|DPSE	LOC120428068|XP_039448970.1|CPIP
OG0003520	LOC4812747|XP_001353125.1|DPSE	LOC120428064|XP_039448957.1|CPIP
OG0003521	LOC4812542|XP_001352619.1|DPSE	LOC120428073|XP_039448981.1|CPIP
OG0003522	LOC4804088|XP_001360706.4|DPSE	LOC120428076|XP_039448986.1|CPIP
OG0003523	LOC4817682|XP_001357068.2|DPSE	LOC120420489|XP_039439469.1|CPIP, LOC120413890|XP_039430798.1|CPIP
OG0003524	LOC4814733|XP_015041703.2|DPSE	LOC120428074|XP_039448984.1|CPIP
OG0003525	LOC4803801|XP_015039367.2|DPSE	LOC120430975|XP_039452041.1|CPIP
OG0003527	LOC4804902|XP_033234173.1|DPSE	LOC120430984|XP_039452080.1|CPIP
OG0003529	LOC4811834|XP_033236159.1|DPSE	LOC120428690|XP_039449692.1|CPIP
OG0003530	LOC6900402|XP_002134794.1|DPSE	LOC120428693|XP_039449695.1|CPIP
OG0003531	LOC4802384|XP_001359313.2|DPSE	LOC120427603|XP_039448414.1|CPIP
OG0003532	LOC4814054|XP_001354260.1|DPSE	LOC120427613|XP_039448428.1|CPIP
OG0003533	LOC4812699|XP_001353081.1|DPSE	LOC120423003|XP_039442559.1|CPIP
OG0003534	LOC4812906|XP_001353873.3|DPSE	LOC120424419|XP_039444463.1|CPIP
OG0003535	LOC4813803|XP_001354039.1|DPSE	LOC120430253|XP_039451272.1|CPIP
OG0003536	LOC4803421|XP_001360136.1|DPSE	LOC120421746|XP_039440953.1|CPIP
OG0003537	LOC4805715|XP_001362070.2|DPSE	LOC120424166|XP_039444150.1|CPIP
OG0003538	LOC4803540|XP_001360250.1|DPSE	LOC120424173|XP_039444159.1|CPIP
OG0003539	LOC4804077|XP_001360695.2|DPSE	LOC120424169|XP_039444152.1|CPIP
OG0003540	LOC4812193|XP_001352498.3|DPSE	LOC120424180|XP_039444170.1|CPIP
OG0003541	LOC4801766|XP_001358807.3|DPSE	LOC120417819|XP_039435959.1|CPIP
OG0003542	LOC4804336|XP_001360911.2|DPSE	LOC120417805|XP_039435937.1|CPIP
OG0003543	LOC4815832|XP_001355449.2|DPSE	LOC120417813|XP_039435950.1|CPIP
OG0003544	LOC4813717|XP_033238537.1|DPSE, LOC117184393|XP_033237381.1|DPSE	LOC120417798|XP_039435930.1|CPIP
OG0003545	LOC4811934|XP_015043806.2|DPSE	LOC120419759|XP_039438516.1|CPIP
OG0003546	LOC4812311|XP_001352972.2|DPSE	LOC120419751|XP_039438502.1|CPIP
OG0003547	LOC4804545|XP_015040007.2|DPSE	LOC120419505|XP_039438136.1|CPIP
OG0003548	LOC4805183|XP_001361630.4|DPSE	LOC120419500|XP_039438125.1|CPIP
OG0003549	LOC4805184|XP_001361631.5|DPSE	LOC120419503|XP_039438135.1|CPIP
OG0003550	LOC4804560|XP_001361102.2|DPSE	LOC120429771|XP_039450762.1|CPIP
OG0003551	LOC6898901|XP_002138871.2|DPSE	LOC120417809|XP_039435942.1|CPIP
OG0003552	LOC4805643|XP_001362011.2|DPSE	LOC120430257|XP_039451276.1|CPIP, LOC120419775|XP_039438541.1|CPIP
OG0003553	LOC4804558|XP_001361100.3|DPSE	LOC120419731|XP_039438457.1|CPIP, LOC120430258|XP_039451277.1|CPIP
OG0003554	LOC4812545|XP_001352595.1|DPSE	LOC120419746|XP_039438483.1|CPIP
OG0003555	LOC6900510|XP_033241057.1|DPSE	LOC120417397|XP_039435358.1|CPIP
OG0003556	LOC6900385|XP_033240183.1|DPSE	LOC120427109|XP_039447893.1|CPIP, LOC120427466|XP_039448270.1|CPIP
OG0003557	LOC4812948|XP_015042639.2|DPSE	LOC120431873|XP_039452937.1|CPIP, LOC120427123|XP_039447910.1|CPIP
OG0003558	LOC4812589|XP_033237642.1|DPSE	LOC120414214|XP_039431247.1|CPIP
OG0003559	LOC4813177|XP_033240608.1|DPSE	LOC120429274|XP_039450425.1|CPIP
OG0003560	LOC4813421|XP_001353461.3|DPSE	LOC120422644|XP_039442081.1|CPIP
OG0003561	LOC4804421|XP_015039938.2|DPSE	LOC120422627|XP_039442056.1|CPIP
OG0003562	LOC4805362|XP_001361773.1|DPSE	LOC120422625|XP_039442053.1|CPIP
OG0003563	LOC4800515|XP_001357780.1|DPSE	LOC120431522|XP_039452553.1|CPIP, LOC120422636|XP_039442067.1|CPIP
OG0003564	LOC4812904|XP_001353229.1|DPSE	LOC120431622|XP_039452667.1|CPIP
OG0003565	LOC4812331|XP_001352678.1|DPSE	LOC120412866|XP_039429424.1|CPIP
OG0003566	LOC6896930|XP_015038868.1|DPSE	LOC120422914|XP_039442413.1|CPIP
OG0003567	LOC4805638|XP_033233714.1|DPSE	LOC120422917|XP_039442422.1|CPIP
OG0003568	LOC6898777|XP_004444391.2|DPSE	LOC120423649|XP_039443455.1|CPIP
OG0003569	LOC4813545|XP_001354048.3|DPSE	LOC120413503|XP_039430292.1|CPIP
OG0003570	LOC4804920|XP_015040284.2|DPSE	LOC120415771|XP_039433321.1|CPIP
OG0003571	LOC4812273|XP_033238639.1|DPSE	LOC120427373|XP_039448167.1|CPIP
OG0003572	LOC6898956|XP_033234025.1|DPSE	LOC120427089|XP_039447875.1|CPIP
OG0003573	LOC4804877|XP_001361366.2|DPSE	LOC120426403|XP_039447097.1|CPIP
OG0003574	LOC4814073|XP_001354275.2|DPSE	LOC120427476|XP_039448279.1|CPIP
OG0003575	LOC4812173|XP_001352534.1|DPSE	LOC120428985|XP_039450057.1|CPIP
OG0003576	LOC6900899|XP_033240767.1|DPSE	LOC120432608|XP_039453789.1|CPIP
OG0003577	LOC4812129|XP_001352711.1|DPSE	LOC120432601|XP_039453777.1|CPIP
OG0003578	LOC4812604|XP_001352684.3|DPSE	LOC120427142|XP_039447935.1|CPIP
OG0003579	LOC4804120|XP_001360731.3|DPSE	LOC120426579|XP_039447302.1|CPIP
OG0003580	LOC4804141|XP_001360747.3|DPSE	LOC120426850|XP_039447580.1|CPIP
OG0003581	LOC6900648|XP_015043095.2|DPSE	LOC120427329|XP_039448116.1|CPIP
OG0003582	LOC4813151|XP_001353781.2|DPSE	LOC120425995|XP_039446592.1|CPIP
OG0003583	LOC4804207|XP_001360804.3|DPSE	LOC120425696|XP_039446217.1|CPIP
OG0003584	LOC4804080|XP_001360698.2|DPSE	LOC120426360|XP_039447057.1|CPIP
OG0003585	LOC4812820|XP_001353972.1|DPSE	LOC120425830|XP_039446386.1|CPIP
OG0003586	LOC6899869|XP_002135666.2|DPSE	LOC120428814|XP_039449850.1|CPIP
OG0003587	LOC4817610|XP_001357012.1|DPSE	LOC120425974|XP_039446562.1|CPIP
OG0003588	LOC4801347|XP_015037196.2|DPSE	LOC120422331|XP_039441660.1|CPIP
OG0003589	LOC4805637|XP_001362006.2|DPSE	LOC120422349|XP_039441679.1|CPIP
OG0003590	LOC4813052|XP_001354022.2|DPSE	LOC120420566|XP_039439575.1|CPIP
OG0003591	LOC4813064|XP_015042992.2|DPSE	LOC120429984|XP_039451013.1|CPIP
OG0003592	LOC4813195|XP_001353400.2|DPSE	LOC120422847|XP_039442326.1|CPIP
OG0003593	LOC4812101|XP_033240483.1|DPSE	LOC120422433|XP_039441785.1|CPIP
OG0003594	LOC4811950|XP_001352690.2|DPSE	LOC120415748|XP_039433289.1|CPIP
OG0003595	LOC4804777|XP_001361286.1|DPSE	LOC120415739|XP_039433274.1|CPIP
OG0003596	LOC4803431|XP_001360146.1|DPSE	LOC120415735|XP_039433264.1|CPIP
OG0003597	LOC4803422|XP_001360137.1|DPSE	LOC120415752|XP_039433294.1|CPIP
OG0003598	LOC6900042|XP_002135406.1|DPSE	LOC120428572|XP_039449539.1|CPIP
OG0003599	LOC4816560|XP_001356146.1|DPSE	LOC120424877|XP_039445071.1|CPIP
OG0003600	LOC4813137|XP_015043190.2|DPSE	LOC120424883|XP_039445081.1|CPIP
OG0003601	LOC4804570|XP_015040023.2|DPSE	LOC120418863|XP_039437332.1|CPIP
OG0003602	LOC4804524|XP_033235130.1|DPSE	LOC120418856|XP_039437317.1|CPIP
OG0003603	LOC6900884|XP_002135241.3|DPSE	LOC120430196|XP_039451213.1|CPIP
OG0003604	LOC6902606|XP_002133132.2|DPSE	LOC120430042|XP_039451068.1|CPIP
OG0003605	LOC6897255|XP_002137422.3|DPSE	LOC120430147|XP_039451169.1|CPIP
OG0003606	LOC4804665|XP_001361190.4|DPSE	LOC120430158|XP_039451177.1|CPIP
OG0003607	LOC4805375|XP_001361785.2|DPSE	LOC120430016|XP_039451048.1|CPIP
OG0003608	LOC26534411|XP_015043068.1|DPSE	LOC120422884|XP_039442378.1|CPIP
OG0003609	LOC4804581|XP_001361119.1|DPSE	LOC120430755|XP_039451800.1|CPIP, LOC120430317|XP_039451352.1|CPIP
OG0003610	LOC4813303|XP_001353964.2|DPSE	LOC120416555|XP_039434221.1|CPIP
OG0003611	LOC4814025|XP_033240434.1|DPSE	LOC120430951|XP_039452008.1|CPIP
OG0003612	LOC4804399|XP_001360969.3|DPSE	LOC120429260|XP_039450413.1|CPIP
OG0003613	LOC4804908|XP_001361393.1|DPSE	LOC120423179|XP_039442804.1|CPIP
OG0003614	LOC4804907|XP_001361392.3|DPSE	LOC120423180|XP_039442805.1|CPIP
OG0003615	LOC4804491|XP_001361047.3|DPSE	LOC120420670|XP_039439702.1|CPIP
OG0003616	LOC4805293|XP_001361715.4|DPSE	LOC120412428|XP_039428821.1|CPIP
OG0003617	LOC4805466|XP_004444516.2|DPSE	LOC120426803|XP_039447521.1|CPIP
OG0003618	LOC4805465|XP_033234228.1|DPSE	LOC120426802|XP_039447516.1|CPIP
OG0003619	LOC4805197|XP_001361642.2|DPSE	LOC120428619|XP_039449597.1|CPIP
OG0003620	LOC4804329|XP_001360905.3|DPSE	LOC120413201|XP_039429850.1|CPIP
OG0003621	LOC4814008|XP_001354164.2|DPSE	LOC120431468|XP_039452516.1|CPIP
OG0003622	LOC6900929|XP_015042526.2|DPSE	LOC120431467|XP_039452515.1|CPIP
OG0003623	LOC4804387|XP_001360958.1|DPSE	LOC120421532|XP_039440685.1|CPIP
OG0003624	LOC4804533|XP_001361081.1|DPSE	LOC120428750|XP_039449765.1|CPIP
OG0003625	LOC4804910|XP_001361395.1|DPSE	LOC120428754|XP_039449770.1|CPIP
OG0003626	LOC4804864|XP_001361353.1|DPSE	LOC120413254|XP_039429917.1|CPIP
OG0003627	LOC4803750|XP_001360415.2|DPSE	LOC120413253|XP_039429916.1|CPIP
OG0003628	LOC4805087|XP_015040440.2|DPSE	LOC120413218|XP_039429873.1|CPIP
OG0003629	LOC26532346|XP_033233266.1|DPSE	LOC120413235|XP_039429899.1|CPIP
