Orthogroup	DPSE.longest_only	CQUI.longest_only
OG0004417	LOC4800429|XP_001357707.2|DPSE	LOC6032331|XP_001842961.2|CQUI
OG0004418	LOC4804372|XP_001360945.4|DPSE	LOC6032336|XP_038107700.1|CQUI
OG0004419	LOC4805074|XP_004444386.2|DPSE	LOC6032348|XP_038107931.1|CQUI
OG0004420	LOC4803382|XP_001360089.3|DPSE	LOC6038343|XP_001848158.2|CQUI
OG0004421	LOC4813743|XP_001353962.1|DPSE	LOC6038359|XP_038112016.1|CQUI
OG0004422	LOC4813793|XP_001353790.1|DPSE	LOC6045587|XP_001862927.1|CQUI
OG0004423	LOC4804093|XP_001360711.2|DPSE	LOC6042349|XP_001851481.2|CQUI
OG0004424	LOC4805609|XP_004444553.3|DPSE	LOC6040172|XP_038112149.1|CQUI
OG0004425	LOC4812230|XP_001352985.2|DPSE	LOC6040181|XP_001849632.1|CQUI
OG0004426	LOC4812275|XP_001352978.1|DPSE	LOC6040187|XP_001849638.1|CQUI
OG0004427	LOC4812597|XP_001353018.2|DPSE	LOC6044032|XP_001861604.2|CQUI
OG0004428	LOC4802009|XP_015037539.1|DPSE	LOC6044040|XP_038113685.1|CQUI
OG0004429	LOC4818078|XP_033236275.1|DPSE	LOC6052259|XP_038110794.1|CQUI
OG0004430	LOC6900366|XP_033238229.1|DPSE	LOC6044281|XP_038106035.1|CQUI
OG0004431	LOC4800992|XP_001358167.3|DPSE	LOC6053388|XP_001869486.2|CQUI
OG0004432	LOC4800993|XP_001358168.4|DPSE	LOC6053390|XP_038114397.1|CQUI
OG0004433	LOC4813685|XP_001353520.3|DPSE	LOC6040428|XP_001849786.2|CQUI
OG0004434	LOC4804166|XP_001360770.2|DPSE	LOC6046502|XP_001863688.2|CQUI
OG0004435	LOC4804139|XP_001360745.2|DPSE	LOC6042192|XP_001851336.2|CQUI
OG0004436	LOC6898642|XP_033234001.1|DPSE	LOC6043836|XP_038109461.1|CQUI
OG0004437	LOC4804623|XP_001361156.2|DPSE	LOC6049653|XP_038112914.1|CQUI
OG0004438	LOC4803654|XP_001360337.1|DPSE	LOC6043043|XP_001855135.1|CQUI
OG0004439	LOC4803956|XP_001360594.2|DPSE	LOC6043048|XP_038109857.1|CQUI
OG0004440	LOC4803995|XP_001360626.1|DPSE	LOC6043049|XP_001855160.1|CQUI
OG0004441	LOC4817531|XP_001356946.1|DPSE	LOC6036094|XP_001846187.1|CQUI
OG0004442	LOC4805398|XP_001361803.2|DPSE	LOC6052296|XP_038106051.1|CQUI
OG0004443	LOC4813288|XP_001353362.2|DPSE	LOC6037435|XP_038113014.1|CQUI
OG0004444	LOC6898393|XP_002138440.1|DPSE	LOC6037453|XP_001847365.1|CQUI
OG0004445	LOC4804320|XP_015039809.2|DPSE	LOC6053881|XP_038112120.1|CQUI
OG0004446	LOC4800332|XP_001357580.2|DPSE	LOC119767467|XP_038112057.1|CQUI
OG0004447	LOC4801793|XP_001358830.1|DPSE	LOC6054087|XP_001870059.1|CQUI
OG0004448	LOC4804682|XP_001361203.1|DPSE	LOC6051141|XP_001867621.1|CQUI
OG0004449	LOC4813142|XP_015042830.1|DPSE	LOC6032267|XP_038112344.1|CQUI
OG0004450	LOC4803667|XP_001360350.3|DPSE	LOC6043121|XP_001855932.2|CQUI
OG0004451	LOC4803662|XP_001360345.2|DPSE	LOC6051935|XP_038109907.1|CQUI
OG0004452	LOC4804939|XP_001361421.1|DPSE	LOC6036723|XP_001846727.1|CQUI
OG0004453	LOC4804157|XP_001360763.4|DPSE	LOC6053900|XP_038111023.1|CQUI
OG0004454	LOC4802591|XP_001359484.2|DPSE	LOC6051086|XP_001867567.2|CQUI
OG0004455	LOC4813918|XP_001353129.2|DPSE	LOC6049827|XP_001866528.2|CQUI
OG0004456	LOC6901406|XP_002134092.2|DPSE	LOC6049828|XP_038110980.1|CQUI
OG0004457	LOC4813501|XP_015043308.2|DPSE	LOC6049829|XP_038113642.1|CQUI
OG0004458	LOC4812059|XP_033241150.1|DPSE	LOC6049834|XP_038114092.1|CQUI
OG0004459	LOC6900833|XP_015043386.2|DPSE	LOC6043036|XP_038113686.1|CQUI
OG0004460	LOC4813487|XP_001353799.1|DPSE	LOC6051203|XP_001867679.2|CQUI
OG0004461	LOC4813832|XP_001353159.3|DPSE	LOC6052535|XP_038107429.1|CQUI
OG0004462	LOC4811859|XP_001352920.2|DPSE	LOC6037650|XP_001847537.2|CQUI
OG0004463	LOC4812476|XP_015043538.2|DPSE	LOC6037654|XP_038111327.1|CQUI
OG0004464	LOC6900231|XP_015043996.2|DPSE	LOC6037655|XP_038109004.1|CQUI
OG0004465	LOC6903406|XP_002132285.3|DPSE	LOC6037664|XP_001847551.2|CQUI
OG0004466	LOC4812299|XP_001352915.4|DPSE	LOC119767739|XP_038113033.1|CQUI
OG0004467	LOC4812888|XP_001353532.2|DPSE	LOC6037680|XP_038113819.1|CQUI
OG0004468	LOC4813828|XP_001353533.1|DPSE	LOC6053597|XP_038113318.1|CQUI
OG0004469	LOC4813341|XP_001353148.4|DPSE	LOC6037688|XP_038109555.1|CQUI
OG0004470	LOC4817650|XP_033236239.1|DPSE	LOC6034524|XP_038107939.1|CQUI
OG0004471	LOC6897221|XP_002137393.2|DPSE	LOC6034535|XP_038107558.1|CQUI
OG0004472	LOC4805129|XP_001361583.1|DPSE	LOC6037231|XP_001847162.2|CQUI
OG0004473	LOC26533012|XP_015039837.2|DPSE	LOC6037226|XP_001847156.2|CQUI
OG0004474	LOC4804358|XP_001360932.1|DPSE	LOC6037225|XP_001847155.2|CQUI
OG0004475	LOC6898040|XP_002138128.2|DPSE	LOC6040570|XP_001849950.2|CQUI
OG0004476	LOC6901451|XP_002134137.3|DPSE, LOC6902592|XP_002133120.2|DPSE	LOC119767036|XP_038110210.1|CQUI
OG0004477	LOC4803573|XP_001360280.2|DPSE	LOC6040559|XP_001849941.2|CQUI
OG0004478	LOC4803876|XP_033234240.1|DPSE	LOC6040555|XP_038111992.1|CQUI
OG0004479	LOC117183718|XP_033234498.1|DPSE	LOC6040800|XP_001850139.2|CQUI
OG0004480	LOC4815780|XP_001355732.1|DPSE	LOC6040723|XP_001850076.2|CQUI
OG0004481	LOC6898433|XP_002138475.1|DPSE	LOC119765079|XP_038104137.1|CQUI
OG0004482	LOC4800315|XP_001357593.3|DPSE	LOC6038661|XP_038104035.1|CQUI
OG0004483	LOC4803518|XP_001360231.3|DPSE	LOC6048655|XP_038119598.1|CQUI
OG0004484	LOC4802303|XP_001359246.2|DPSE	LOC6049249|XP_038122253.1|CQUI
OG0004485	LOC4815702|XP_033240746.1|DPSE	LOC6041373|XP_038112278.1|CQUI
OG0004486	LOC4804001|XP_001360632.1|DPSE	LOC6038124|XP_038111955.1|CQUI
OG0004487	LOC4811890|XP_015043560.1|DPSE	LOC6039882|XP_001849382.1|CQUI
OG0004489	LOC4812498|XP_001352764.2|DPSE	LOC119769130|XP_038116959.1|CQUI
OG0004490	LOC6898639|XP_002138644.2|DPSE	LOC119769609|XP_038118647.1|CQUI
OG0004504	LOC6899762|XP_033241751.1|DPSE	LOC6044333|XP_001861863.1|CQUI
OG0004505	LOC4801633|XP_015037330.1|DPSE	LOC6038319|XP_038104606.1|CQUI
OG0004506	LOC4801096|XP_001358247.2|DPSE	LOC6044317|XP_001861849.2|CQUI
OG0004507	LOC4801879|XP_001358902.2|DPSE	LOC6042742|XP_038105247.1|CQUI
OG0004508	LOC6897149|XP_002137329.3|DPSE	LOC6041687|XP_038122612.1|CQUI
OG0004509	LOC4813813|XP_001353906.2|DPSE	LOC6041676|XP_038105528.1|CQUI
OG0004510	LOC4815877|XP_033238737.1|DPSE	LOC6044331|XP_001861861.2|CQUI
OG0004511	LOC6897159|XP_002137339.3|DPSE	LOC6046428|XP_038117632.1|CQUI
OG0004512	LOC4811803|XP_001352367.4|DPSE	LOC6038321|XP_038106795.1|CQUI
OG0004513	LOC4811847|XP_033237202.1|DPSE	LOC6038316|XP_038122522.1|CQUI
OG0004514	LOC4811775|XP_015044540.2|DPSE	LOC6038310|XP_038116441.1|CQUI
OG0004515	LOC4814705|XP_001354886.3|DPSE	LOC6054699|XP_038116622.1|CQUI
OG0004516	LOC4816007|XP_001355366.3|DPSE	LOC6051308|XP_038104873.1|CQUI
OG0004517	LOC4815147|XP_015041801.2|DPSE	LOC6041760|XP_038105640.1|CQUI
OG0004518	LOC6899742|XP_033239916.1|DPSE	LOC6035155|XP_038105094.1|CQUI
OG0004519	LOC4800464|XP_001357735.1|DPSE	LOC6048964|XP_001865800.2|CQUI
OG0004520	LOC4811677|XP_033240401.1|DPSE	LOC6054819|XP_038115444.1|CQUI
OG0004521	LOC4804832|XP_001361331.3|DPSE	LOC6046563|XP_038116157.1|CQUI
OG0004522	LOC4814882|XP_001354987.3|DPSE	LOC6046577|XP_038121576.1|CQUI
OG0004523	LOC4800351|XP_001357563.3|DPSE	LOC6045733|XP_038104022.1|CQUI
OG0004524	LOC4815346|XP_001354546.2|DPSE	LOC6047023|XP_038105348.1|CQUI
OG0004525	LOC4815021|XP_001354593.1|DPSE	LOC6052563|XP_038116645.1|CQUI
OG0004526	LOC6901544|XP_033238110.1|DPSE	LOC6052566|XP_038122841.1|CQUI
OG0004527	LOC4815120|XP_001354638.1|DPSE	LOC6049033|XP_001865861.2|CQUI
OG0004529	LOC4816068|XP_015041015.1|DPSE	LOC6041771|XP_038113297.1|CQUI
OG0004530	LOC4815058|XP_015041561.1|DPSE	LOC6053077|XP_001869231.1|CQUI
OG0004531	LOC4801670|XP_001358722.5|DPSE	LOC6040435|XP_038104003.1|CQUI
OG0004532	LOC4814791|XP_033240376.1|DPSE	LOC6044974|XP_038104897.1|CQUI
OG0004533	LOC4815749|XP_001355678.4|DPSE	LOC6046580|XP_038105033.1|CQUI
OG0004534	LOC6899833|XP_033239229.1|DPSE	LOC6047052|XP_001864160.1|CQUI
OG0004535	LOC4812029|XP_001352584.3|DPSE	LOC6039348|XP_001848966.2|CQUI
OG0004536	LOC6901646|XP_015041931.2|DPSE	LOC6054180|XP_038122455.1|CQUI
OG0004537	LOC4815485|XP_001355578.2|DPSE	LOC6047241|XP_038112455.1|CQUI
OG0004538	LOC6898514|XP_002138555.2|DPSE	LOC6039273|XP_038118326.1|CQUI
OG0004539	LOC4800298|XP_015038647.1|DPSE	LOC6049921|XP_038104483.1|CQUI
OG0004540	LOC4815156|XP_015041749.2|DPSE	LOC6035131|XP_038113239.1|CQUI
OG0004541	LOC4804150|XP_015039642.2|DPSE	LOC6037962|XP_038114417.1|CQUI
OG0004542	LOC4815980|XP_015041308.1|DPSE	LOC6037963|XP_038116044.1|CQUI
OG0004543	LOC4815610|XP_033240636.1|DPSE	LOC6050461|XP_038104463.1|CQUI
OG0004544	LOC6901405|XP_033237733.1|DPSE	LOC6051135|XP_038115739.1|CQUI
OG0004545	LOC4801736|XP_001358779.1|DPSE	LOC6051119|XP_001867603.2|CQUI
OG0004546	LOC4803539|XP_001360249.2|DPSE	LOC6051127|XP_001867611.2|CQUI
OG0004547	LOC4814587|XP_001354523.3|DPSE	LOC6045717|XP_001863026.2|CQUI
OG0004548	LOC4815305|XP_001355011.2|DPSE	LOC6052315|XP_001868609.2|CQUI
OG0004549	LOC6901853|XP_033239805.1|DPSE	LOC6052351|XP_038110438.1|CQUI
OG0004550	LOC6901962|XP_015041029.2|DPSE	LOC6053904|XP_038104969.1|CQUI
OG0004551	LOC4804625|XP_001361157.1|DPSE	LOC6047720|XP_038122700.1|CQUI
OG0004552	LOC6901115|XP_033238589.1|DPSE	LOC6047714|XP_038109886.1|CQUI
OG0004553	LOC4812729|XP_001353108.2|DPSE	LOC6037038|XP_038121452.1|CQUI
OG0004554	LOC4815353|XP_001354647.4|DPSE	LOC6046909|XP_038104039.1|CQUI
OG0004555	LOC4815316|XP_001354648.3|DPSE	LOC6046912|XP_038105550.1|CQUI
OG0004556	LOC4814453|XP_001355116.3|DPSE	LOC6050817|XP_001867349.2|CQUI
OG0004557	LOC6901796|XP_033240123.1|DPSE	LOC6051312|XP_038113046.1|CQUI
OG0004558	LOC4815864|XP_033237589.1|DPSE	LOC6053159|XP_038113667.1|CQUI
OG0004559	LOC4801563|XP_001358635.2|DPSE	LOC6035093|XP_001845329.2|CQUI
OG0004560	LOC26532752|XP_033238945.1|DPSE	LOC6051618|XP_038108788.1|CQUI
OG0004561	LOC4801368|XP_001358475.3|DPSE	LOC6051622|XP_038104690.1|CQUI
OG0004562	LOC4800943|XP_001358127.2|DPSE	LOC6052936|XP_038122801.1|CQUI
OG0004563	LOC4801257|XP_001358380.3|DPSE	LOC6051001|XP_038105076.1|CQUI
OG0004564	LOC4803083|XP_001359882.2|DPSE	LOC6048480|XP_038105200.1|CQUI
OG0004565	LOC4801067|XP_001358229.2|DPSE	LOC6048476|XP_001865387.2|CQUI
OG0004566	LOC4814695|XP_001354864.2|DPSE	LOC6054125|XP_038117418.1|CQUI
OG0004567	LOC4815711|XP_001355551.1|DPSE	LOC6048187|XP_038107860.1|CQUI
OG0004568	LOC4815534|XP_001355429.4|DPSE	LOC6048455|XP_038111137.1|CQUI
OG0004569	LOC4802738|XP_001359601.3|DPSE	LOC6050385|XP_038111966.1|CQUI
OG0004570	LOC4803819|XP_001360474.3|DPSE	LOC6038448|XP_038105388.1|CQUI
OG0004571	LOC4814237|XP_001354365.1|DPSE	LOC6048970|XP_038111393.1|CQUI
OG0004572	LOC4817577|XP_001356982.2|DPSE	LOC119767347|XP_038111665.1|CQUI, LOC6049187|XP_001865991.1|CQUI
OG0004573	LOC4801428|XP_015037248.2|DPSE	LOC6041275|XP_038104486.1|CQUI
OG0004574	LOC6901462|XP_015041718.2|DPSE	LOC6044158|XP_001861707.1|CQUI
OG0004575	LOC4814746|XP_001354844.3|DPSE	LOC6044160|XP_038114472.1|CQUI
OG0004576	LOC4801816|XP_001358849.1|DPSE	LOC6049186|XP_001865990.1|CQUI
OG0004577	LOC4802010|XP_001359015.1|DPSE	LOC6037953|XP_001847804.1|CQUI
OG0004578	LOC4814894|XP_001354708.2|DPSE	LOC6042727|XP_038116263.1|CQUI
OG0004579	LOC6903014|XP_033236468.1|DPSE	LOC119769910|XP_038119941.1|CQUI
OG0004580	LOC6897130|XP_002137311.1|DPSE	LOC6051042|XP_001867535.2|CQUI
OG0004581	LOC4801524|XP_001358600.1|DPSE	LOC6053194|XP_038117809.1|CQUI
OG0004582	LOC4800323|XP_001357586.4|DPSE	LOC6045262|XP_038122702.1|CQUI
OG0004583	LOC6901210|XP_033240662.1|DPSE	LOC6052125|XP_038104612.1|CQUI
OG0004584	LOC4805232|XP_001361669.3|DPSE	LOC6052126|XP_001868442.2|CQUI
OG0004585	LOC4800261|XP_015038545.1|DPSE	LOC119765345|XP_038104987.1|CQUI
OG0004586	LOC4814562|XP_001354908.3|DPSE	LOC6050929|XP_038104034.1|CQUI
OG0004587	LOC4800346|XP_001357567.3|DPSE	LOC6045948|XP_038105657.1|CQUI
OG0004588	LOC4800348|XP_001357565.1|DPSE	LOC6045954|XP_001863228.1|CQUI
OG0004589	LOC4815852|XP_033240883.1|DPSE	LOC6045348|XP_038104219.1|CQUI
OG0004590	LOC4800996|XP_033233142.1|DPSE	LOC6035104|XP_038122870.1|CQUI
OG0004591	LOC4800998|XP_001358173.3|DPSE	LOC6035105|XP_038105687.1|CQUI
OG0004592	LOC4814877|XP_001354823.2|DPSE	LOC6035111|XP_038113017.1|CQUI
OG0004593	LOC4815024|XP_001354805.2|DPSE	LOC6035120|XP_038105529.1|CQUI
OG0004594	LOC4814196|XP_015042390.2|DPSE	LOC6040457|XP_038110915.1|CQUI
OG0004595	LOC4814720|XP_001355202.1|DPSE	LOC6040461|XP_001849848.2|CQUI
OG0004596	LOC4814683|XP_001354786.3|DPSE	LOC6052837|XP_038104294.1|CQUI
OG0004597	LOC4815221|XP_001355183.2|DPSE	LOC6046918|XP_001864043.2|CQUI
OG0004598	LOC4812678|XP_001353062.1|DPSE	LOC119767056|XP_038110423.1|CQUI
OG0004599	LOC4816829|XP_001356697.2|DPSE	LOC6035348|XP_001845559.2|CQUI
OG0004600	LOC4815575|XP_001355335.1|DPSE	LOC6048191|XP_001865145.1|CQUI
OG0004601	LOC4815816|XP_033239164.1|DPSE	LOC6052430|XP_038104097.1|CQUI
OG0004602	LOC6903640|XP_033238826.1|DPSE	LOC6044995|XP_001862419.2|CQUI
OG0004603	LOC4817414|XP_001356420.1|DPSE	LOC6044768|XP_001862228.2|CQUI
OG0004604	LOC4814739|XP_001354752.2|DPSE	LOC6044773|XP_001862232.2|CQUI
OG0004605	LOC4816002|XP_001355664.4|DPSE	LOC6037524|XP_038105381.1|CQUI, LOC6051449|XP_038122451.1|CQUI
OG0004606	LOC4802903|XP_001359730.3|DPSE	LOC6040734|XP_038107461.1|CQUI
OG0004607	LOC6902173|XP_033238484.1|DPSE	LOC6039036|XP_038105073.1|CQUI
OG0004608	LOC6901538|XP_033238137.1|DPSE	LOC6039054|XP_038105592.1|CQUI
OG0004609	LOC4815197|XP_001355067.1|DPSE	LOC6045132|XP_001862534.1|CQUI
OG0004610	LOC6896706|XP_033236082.1|DPSE	LOC6045381|XP_038104655.1|CQUI
OG0004611	LOC4800386|XP_001357671.2|DPSE	LOC6034328|XP_038115400.1|CQUI
OG0004612	LOC4800385|XP_001357670.2|DPSE	LOC6034326|XP_001844659.1|CQUI
OG0004613	LOC4801525|XP_001358601.3|DPSE	LOC6036970|XP_038105799.1|CQUI
OG0004614	LOC4814214|XP_001354322.3|DPSE	LOC6053763|XP_038105797.1|CQUI
OG0004615	LOC6901553|XP_033238223.1|DPSE	LOC6036976|XP_038104225.1|CQUI
OG0004616	LOC4814927|XP_001354926.2|DPSE	LOC6036981|XP_001846948.1|CQUI
OG0004617	LOC4816935|XP_001356853.1|DPSE	LOC6053777|XP_001869806.1|CQUI
OG0004618	LOC4800703|XP_001357928.3|DPSE	LOC6036883|XP_038123011.1|CQUI
OG0004619	LOC4801959|XP_001358974.1|DPSE	LOC6049474|XP_001866227.2|CQUI
OG0004620	LOC4801011|XP_001358184.2|DPSE	LOC6050630|XP_001867201.2|CQUI
OG0004621	LOC4802797|XP_001359642.3|DPSE	LOC6037925|XP_001847782.1|CQUI
OG0004622	LOC4801457|XP_015037259.2|DPSE	LOC6038472|XP_038113212.1|CQUI
OG0004623	LOC4800505|XP_001357770.3|DPSE	LOC6038474|XP_001848271.2|CQUI
OG0004625	LOC6899785|XP_033241290.1|DPSE	LOC6042687|XP_038111477.1|CQUI
OG0004626	LOC6901154|XP_015041398.2|DPSE	LOC6038421|XP_038104812.1|CQUI
OG0004627	LOC6900299|XP_033240304.1|DPSE	LOC6054024|XP_038115572.1|CQUI
OG0004628	LOC4816000|XP_001355420.3|DPSE	LOC6053845|XP_038122897.1|CQUI
OG0004629	LOC26534253|XP_015038977.1|DPSE	LOC6045620|XP_038114673.1|CQUI
OG0004630	LOC4800238|XP_003736225.2|DPSE	LOC6045617|XP_038111690.1|CQUI
OG0004631	LOC4801440|XP_001358534.1|DPSE	LOC6048768|XP_001865645.1|CQUI
OG0004631	LOC6897205|XP_002137377.2|DPSE	LOC6048209|XP_001865162.2|CQUI, LOC6035886|XP_001845999.1|CQUI
OG0004632	LOC4801437|XP_001358532.5|DPSE	LOC6048779|XP_038109334.1|CQUI
OG0004633	LOC4800503|XP_001357769.4|DPSE	LOC6045007|XP_038116758.1|CQUI
OG0004634	LOC4800495|XP_001357762.1|DPSE	LOC6051445|XP_001867883.2|CQUI
OG0004635	LOC6901052|XP_015042232.2|DPSE	LOC6051832|XP_038105109.1|CQUI
OG0004636	LOC4815035|XP_001354697.4|DPSE	LOC6038486|XP_038105456.1|CQUI
OG0004637	LOC6901857|XP_033240545.1|DPSE	LOC6035139|XP_038104086.1|CQUI
OG0004639	LOC6897067|XP_002137251.2|DPSE	LOC6038658|XP_038104660.1|CQUI
OG0004640	LOC6897066|XP_033232440.1|DPSE	LOC119765184|XP_038104475.1|CQUI
OG0004641	LOC4815471|XP_001355274.4|DPSE	LOC6034779|XP_001845052.2|CQUI
OG0004642	LOC6901858|XP_002133396.2|DPSE	LOC6042586|XP_038103985.1|CQUI
OG0004643	LOC4802628|XP_001359512.1|DPSE	LOC119771191|XP_038122742.1|CQUI
OG0004644	LOC6902118|XP_002133649.1|DPSE	LOC6042583|XP_001852649.1|CQUI
OG0004645	LOC4817263|XP_001356423.3|DPSE	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI
OG0004647	LOC4815230|XP_001355193.4|DPSE	LOC6041907|XP_001851098.2|CQUI
OG0004649	LOC6902205|XP_002133732.2|DPSE	LOC6034414|XP_001844732.2|CQUI
OG0004650	LOC4817428|XP_001356791.3|DPSE	LOC6034425|XP_001844743.1|CQUI
OG0004651	LOC13036333|XP_003736279.3|DPSE	LOC6042575|XP_001852290.2|CQUI
OG0004652	LOC6897046|XP_002137231.2|DPSE	LOC6034802|XP_038114609.1|CQUI
OG0004653	LOC4812902|XP_001353578.3|DPSE	LOC6034799|XP_001845071.2|CQUI
OG0004654	LOC4816917|XP_001356638.2|DPSE	LOC6034788|XP_001845061.2|CQUI
OG0004655	LOC4801687|XP_033239968.1|DPSE	LOC6034784|XP_001845057.1|CQUI
OG0004656	LOC4814235|XP_001354355.2|DPSE	LOC6034783|XP_001845056.2|CQUI
OG0004657	LOC4803294|XP_001360058.3|DPSE	LOC6034771|XP_038105085.1|CQUI
OG0004658	LOC4801033|XP_001358201.4|DPSE	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI
OG0004659	LOC4800642|XP_001357877.2|DPSE	LOC6034743|XP_001845022.1|CQUI
OG0004660	LOC4801734|XP_001358777.2|DPSE	LOC6041911|XP_038114990.1|CQUI
OG0004661	LOC4801192|XP_001358321.2|DPSE	LOC6041909|XP_001851100.2|CQUI
OG0004662	LOC6897609|XP_002137754.1|DPSE	LOC6034715|XP_038105328.1|CQUI
OG0004663	LOC4815002|XP_001355135.1|DPSE	LOC6053683|XP_038105925.1|CQUI
OG0004664	LOC6901749|XP_033241106.1|DPSE	LOC6053682|XP_038104070.1|CQUI
OG0004665	LOC4815227|XP_001355167.3|DPSE	LOC6052688|XP_001868915.2|CQUI
OG0004666	LOC4801509|XP_001358588.3|DPSE	LOC6037574|XP_001847470.2|CQUI
OG0004667	LOC4801504|XP_001358583.2|DPSE	LOC6042010|XP_001851178.1|CQUI
OG0004668	LOC6901810|XP_033237829.1|DPSE	LOC6047872|XP_038115207.1|CQUI
OG0004669	LOC6902353|XP_002133299.1|DPSE	LOC6047885|XP_001864867.1|CQUI
OG0004670	LOC4802649|XP_001359530.4|DPSE	LOC119768855|XP_038116243.1|CQUI
OG0004671	LOC6896926|XP_033238154.1|DPSE	LOC119765492|XP_038105399.1|CQUI
OG0004672	LOC4801364|XP_033232779.1|DPSE	LOC6052736|XP_038104885.1|CQUI
OG0004673	LOC4801703|XP_001358751.3|DPSE	LOC6034736|XP_001845016.1|CQUI
OG0004674	LOC4800662|XP_003736281.1|DPSE	LOC6046478|XP_038104468.1|CQUI
OG0004675	LOC4800657|XP_001357892.1|DPSE	LOC6046482|XP_001863671.1|CQUI
OG0004676	LOC4801916|XP_001358934.2|DPSE	LOC6039291|XP_001848925.1|CQUI
OG0004677	LOC4801758|XP_033232479.1|DPSE	LOC6046587|XP_038107034.1|CQUI
OG0004678	LOC4801757|XP_001358798.2|DPSE	LOC6046584|XP_038106446.1|CQUI
OG0004679	LOC6896990|XP_033232470.1|DPSE	LOC6036521|XP_038104151.1|CQUI
OG0004681	LOC4801700|XP_001358747.2|DPSE	LOC6042418|XP_038113135.1|CQUI
OG0004682	LOC4817568|XP_001356973.4|DPSE	LOC6047462|XP_001864516.1|CQUI
OG0004683	LOC4801396|XP_001358496.1|DPSE	LOC6047463|XP_001864517.1|CQUI
OG0004684	LOC4801500|XP_033236716.1|DPSE	LOC6037516|XP_001847422.1|CQUI
OG0004685	LOC4800480|XP_003736251.1|DPSE	LOC6037515|XP_038108651.1|CQUI
OG0004686	LOC4803040|XP_001359841.1|DPSE	LOC6042013|XP_001851183.1|CQUI
OG0004687	LOC4800483|XP_001357750.4|DPSE	LOC6035633|XP_038105047.1|CQUI
OG0004688	LOC4803236|XP_001360009.3|DPSE	LOC6047618|XP_038118051.1|CQUI
OG0004689	LOC6896816|XP_002137019.3|DPSE	LOC6034930|XP_038114205.1|CQUI
OG0004690	LOC4802276|XP_001359228.4|DPSE	LOC6035208|XP_001845437.2|CQUI
OG0004691	LOC4801253|XP_001358376.1|DPSE	LOC6035211|XP_001845440.2|CQUI
OG0004692	LOC4801572|XP_001358643.3|DPSE	LOC6035214|XP_038104026.1|CQUI
OG0004693	LOC4801574|XP_015037315.2|DPSE	LOC6035215|XP_038117356.1|CQUI
OG0004694	LOC117183982|XP_033235645.1|DPSE	LOC6046411|XP_038122629.1|CQUI
OG0004695	LOC4800659|XP_015038664.2|DPSE	LOC6039604|XP_038119858.1|CQUI
OG0004696	LOC4801551|XP_001358623.2|DPSE	LOC6035060|XP_001845296.2|CQUI
OG0004697	LOC26533845|XP_033237481.1|DPSE	LOC6035351|XP_038104386.1|CQUI
OG0004698	LOC4815625|XP_015041275.1|DPSE	LOC119765464|XP_038105270.1|CQUI
OG0004699	LOC4801013|XP_002137183.2|DPSE	LOC6047919|XP_038104973.1|CQUI
OG0004700	LOC4802755|XP_001359616.3|DPSE	LOC6035574|XP_001845729.2|CQUI
OG0004701	LOC4802247|XP_001359206.1|DPSE	LOC6035554|XP_038110340.1|CQUI
OG0004702	LOC4801744|XP_001358787.2|DPSE	LOC6050612|XP_038104352.1|CQUI
OG0004703	LOC4800558|XP_001357814.3|DPSE	LOC6044856|XP_001862301.1|CQUI
OG0004704	LOC6896752|XP_002136959.2|DPSE	LOC6045193|XP_038110275.1|CQUI
OG0004705	LOC4800849|XP_001358050.2|DPSE	LOC6045190|XP_001862588.1|CQUI
OG0004706	LOC4814087|XP_001354210.4|DPSE	LOC6045204|XP_038105866.1|CQUI
OG0004707	LOC4816261|XP_001355769.3|DPSE	LOC6047830|XP_038116814.1|CQUI
OG0004708	LOC4802991|XP_001359799.2|DPSE	LOC6047832|XP_038116987.1|CQUI
OG0004709	LOC4800965|XP_015038715.1|DPSE	LOC6046601|XP_038122674.1|CQUI
OG0004710	LOC4801943|XP_015037486.2|DPSE	LOC6046599|XP_038109528.1|CQUI
OG0004711	LOC4800741|XP_033232680.1|DPSE	LOC6032578|XP_038104687.1|CQUI
OG0004712	LOC4802003|XP_001359011.2|DPSE	LOC6040874|XP_001850204.2|CQUI
OG0004713	LOC6897340|XP_003736597.3|DPSE	LOC6036798|XP_038106810.1|CQUI
OG0004714	LOC4801790|XP_033240367.1|DPSE	LOC6036800|XP_038106831.1|CQUI
OG0004715	LOC4816547|XP_001356198.2|DPSE	LOC6035086|XP_001845320.2|CQUI
OG0004716	LOC4801765|XP_001358805.2|DPSE	LOC6032694|XP_001843254.2|CQUI
OG0004717	LOC6901086|XP_015042276.2|DPSE	LOC6032682|XP_038104138.1|CQUI
OG0004718	LOC4817427|XP_001356766.1|DPSE	LOC6032681|XP_038105108.1|CQUI
OG0004719	LOC6896689|XP_015038829.2|DPSE	LOC6039168|XP_038107397.1|CQUI
OG0004720	LOC4801748|XP_001358790.1|DPSE	LOC6039161|XP_001848817.1|CQUI
OG0004722	LOC4800469|XP_001357739.1|DPSE	LOC6032630|XP_038105262.1|CQUI
OG0004724	LOC4801336|XP_001358447.2|DPSE	LOC6032649|XP_038122997.1|CQUI
OG0004725	LOC4800739|XP_001357957.2|DPSE	LOC6032650|XP_038104199.1|CQUI
