Orthogroup	DPSE.longest_only	HILL.longest_only
OG0003586	LOC6899869|XP_002135666.2|DPSE	LOC119660832|XP_037925630.1|HILL
OG0003587	LOC4817610|XP_001357012.1|DPSE	LOC119648038|XP_037905392.1|HILL
OG0003588	LOC4801347|XP_015037196.2|DPSE	LOC119647638|XP_037904628.1|HILL
OG0003589	LOC4805637|XP_001362006.2|DPSE	LOC119646675|XP_037903134.1|HILL
OG0003590	LOC4813052|XP_001354022.2|DPSE	LOC119648069|XP_037905471.1|HILL, LOC119648068|XP_037905470.1|HILL
OG0003591	LOC4813064|XP_015042992.2|DPSE	LOC119647582|XP_037904518.1|HILL
OG0003592	LOC4813195|XP_001353400.2|DPSE	LOC119648408|XP_037906086.1|HILL
OG0003593	LOC4812101|XP_033240483.1|DPSE	LOC119647524|XP_037904422.1|HILL
OG0003594	LOC4811950|XP_001352690.2|DPSE	LOC119648534|XP_037906230.1|HILL
OG0003595	LOC4804777|XP_001361286.1|DPSE	LOC119657911|XP_037921026.1|HILL
OG0003596	LOC4803431|XP_001360146.1|DPSE	LOC119654491|XP_037915846.1|HILL
OG0003597	LOC4803422|XP_001360137.1|DPSE	LOC119649614|XP_037907766.1|HILL
OG0003598	LOC6900042|XP_002135406.1|DPSE	LOC119648329|XP_037905949.1|HILL
OG0003599	LOC4816560|XP_001356146.1|DPSE	LOC119648798|XP_037906570.1|HILL
OG0003600	LOC4813137|XP_015043190.2|DPSE	LOC119650367|XP_037908991.1|HILL
OG0003601	LOC4804570|XP_015040023.2|DPSE	LOC119660571|XP_037925154.1|HILL
OG0003602	LOC4804524|XP_033235130.1|DPSE	LOC119652254|XP_037912165.1|HILL
OG0003603	LOC6900884|XP_002135241.3|DPSE	LOC119648988|XP_037906840.1|HILL
OG0003604	LOC6902606|XP_002133132.2|DPSE	LOC119651098|XP_037910383.1|HILL
OG0003605	LOC6897255|XP_002137422.3|DPSE	LOC119652258|XP_037912167.1|HILL
OG0003606	LOC4804665|XP_001361190.4|DPSE	LOC119655875|XP_037917937.1|HILL
OG0003607	LOC4805375|XP_001361785.2|DPSE	LOC119660844|XP_037925670.1|HILL
OG0003608	LOC26534411|XP_015043068.1|DPSE	LOC119649627|XP_037907790.1|HILL
OG0003609	LOC4804581|XP_001361119.1|DPSE	LOC119656866|XP_037919453.1|HILL
OG0003610	LOC4813303|XP_001353964.2|DPSE	LOC119650323|XP_037908907.1|HILL
OG0003611	LOC4814025|XP_033240434.1|DPSE	LOC119649039|XP_037906927.1|HILL
OG0003612	LOC4804399|XP_001360969.3|DPSE	LOC119658898|XP_037922627.1|HILL
OG0003613	LOC4804908|XP_001361393.1|DPSE	LOC119646274|XP_037902611.1|HILL
OG0003614	LOC4804907|XP_001361392.3|DPSE	LOC119646275|XP_037902612.1|HILL
OG0003615	LOC4804491|XP_001361047.3|DPSE	LOC119652826|XP_037913085.1|HILL
OG0003616	LOC4805293|XP_001361715.4|DPSE	LOC119659685|XP_037923851.1|HILL
OG0003617	LOC4805466|XP_004444516.2|DPSE	LOC119648231|XP_037905783.1|HILL
OG0003618	LOC4805465|XP_033234228.1|DPSE	LOC119648203|XP_037905737.1|HILL
OG0003619	LOC4805197|XP_001361642.2|DPSE	LOC119659456|XP_037923472.1|HILL
OG0003620	LOC4804329|XP_001360905.3|DPSE	LOC119649305|XP_037907332.1|HILL
OG0003621	LOC4814008|XP_001354164.2|DPSE	LOC119647982|XP_037905283.1|HILL
OG0003622	LOC6900929|XP_015042526.2|DPSE	LOC119647912|XP_037905160.1|HILL
OG0003623	LOC4804387|XP_001360958.1|DPSE	LOC119646515|XP_037902899.1|HILL
OG0003624	LOC4804533|XP_001361081.1|DPSE	LOC119660118|XP_037924440.1|HILL
OG0003625	LOC4804910|XP_001361395.1|DPSE	LOC119661612|XP_037926957.1|HILL
OG0003626	LOC4804864|XP_001361353.1|DPSE	LOC119655118|XP_037916771.1|HILL
OG0003627	LOC4803750|XP_001360415.2|DPSE	LOC119651542|XP_037911102.1|HILL
OG0003628	LOC4805087|XP_015040440.2|DPSE	LOC119661667|XP_037927030.1|HILL
OG0003629	LOC26532346|XP_033233266.1|DPSE	LOC119661464|XP_037926753.1|HILL
OG0003630	LOC4804318|XP_001360896.2|DPSE	LOC119647076|XP_037903761.1|HILL
OG0003631	LOC4812508|XP_001352963.2|DPSE	LOC119649613|XP_037907761.1|HILL
OG0003632	LOC4814053|XP_001354271.2|DPSE	LOC119649869|XP_037908168.1|HILL
OG0003633	LOC4805461|XP_001361856.2|DPSE	LOC119647141|XP_037903862.1|HILL
OG0003634	LOC6900947|XP_033238769.1|DPSE	LOC119648061|XP_037905456.1|HILL
OG0003635	LOC4812212|XP_001352485.2|DPSE	LOC119648090|XP_037905510.1|HILL
OG0003636	LOC4804574|XP_001361114.4|DPSE	LOC119646528|XP_037902920.1|HILL
OG0003637	LOC4804936|XP_001361418.2|DPSE	LOC119646606|XP_037903035.1|HILL
OG0003638	LOC4813412|XP_001353626.3|DPSE	LOC119647902|XP_037905137.1|HILL
OG0003639	LOC4817400|XP_001356359.1|DPSE	LOC119647903|XP_037905138.1|HILL
OG0003640	LOC4804850|XP_015040235.2|DPSE	LOC119650811|XP_037909876.1|HILL
OG0003641	LOC4803772|XP_001360434.1|DPSE	LOC119659461|XP_037923475.1|HILL
OG0003642	LOC4804339|XP_033234648.1|DPSE	LOC119658899|XP_037922628.1|HILL
OG0003643	LOC4804334|XP_001360909.1|DPSE	LOC119659330|XP_037923302.1|HILL
OG0003644	LOC4804078|XP_015039591.2|DPSE	LOC119650760|XP_037909784.1|HILL
OG0003645	LOC4812214|XP_001352714.3|DPSE	LOC119649126|XP_037907059.1|HILL
OG0003646	LOC4814115|XP_001354261.3|DPSE	LOC119650095|XP_037908541.1|HILL
OG0003647	LOC4814185|XP_001354311.1|DPSE	LOC119649127|XP_037907060.1|HILL
OG0003648	LOC4816352|XP_001355948.3|DPSE	LOC119648456|XP_037906141.1|HILL
OG0003649	LOC4802121|XP_033241762.1|DPSE	LOC119649738|XP_037907948.1|HILL
OG0003650	LOC4816025|XP_001355682.1|DPSE	LOC119649737|XP_037907947.1|HILL
OG0003651	LOC4800289|XP_001357641.3|DPSE	LOC119650134|XP_037908593.1|HILL
OG0003652	LOC4812824|XP_001353417.2|DPSE	LOC119647918|XP_037905170.1|HILL
OG0003653	LOC4813542|XP_015042973.1|DPSE	LOC119650009|XP_037908405.1|HILL
OG0003654	LOC4811948|XP_001352434.2|DPSE	LOC119648153|XP_037905652.1|HILL
OG0003656	LOC4813620|XP_001353419.2|DPSE	LOC119648132|XP_037905596.1|HILL
OG0003657	LOC4813687|XP_001353645.3|DPSE	LOC119647928|XP_037905188.1|HILL
OG0003658	LOC4802697|XP_001359564.3|DPSE	LOC119657312|XP_037920102.1|HILL
OG0003659	LOC117184693|XP_033239235.1|DPSE	LOC119648133|XP_037905604.1|HILL
OG0003660	LOC4812096|XP_033239526.1|DPSE	LOC119649046|XP_037906946.1|HILL
OG0003661	LOC4814069|XP_001354288.3|DPSE	LOC119647734|XP_037904769.1|HILL
OG0003662	LOC4813801|XP_001354074.1|DPSE	LOC119648245|XP_037905810.1|HILL
OG0003663	LOC4812128|XP_033241477.1|DPSE	LOC119648224|XP_037905768.1|HILL
OG0003664	LOC4812532|XP_033238242.1|DPSE	LOC119648208|XP_037905741.1|HILL
OG0003665	LOC4804235|XP_001360826.2|DPSE	LOC119647053|XP_037903739.1|HILL
OG0003666	LOC4803403|XP_015039057.2|DPSE	LOC119661356|XP_037926590.1|HILL
OG0003667	LOC4812197|XP_015043760.2|DPSE	LOC119650434|XP_037909181.1|HILL
OG0003668	LOC4811747|XP_033235117.1|DPSE	LOC119658728|XP_037922319.1|HILL
OG0003669	LOC4805318|XP_001361738.1|DPSE	LOC119651454|XP_037910990.1|HILL
OG0003670	LOC4805319|XP_001361739.2|DPSE	LOC119651443|XP_037910979.1|HILL
OG0003671	LOC4804538|XP_033233822.1|DPSE	LOC119652275|XP_037912197.1|HILL
OG0003672	LOC6897973|XP_002138072.1|DPSE	LOC119659436|XP_037923446.1|HILL
OG0003673	LOC26532659|XP_033233766.1|DPSE	LOC119650978|XP_037910172.1|HILL
OG0003674	LOC4805351|XP_001361765.4|DPSE	LOC119657436|XP_037920273.1|HILL
OG0003675	LOC4804026|XP_001360656.2|DPSE	LOC119646416|XP_037902789.1|HILL
OG0003676	LOC4804025|XP_015039536.2|DPSE	LOC119654073|XP_037915167.1|HILL
OG0003677	LOC6897477|XP_015037635.2|DPSE	LOC119647117|XP_037903832.1|HILL
OG0003678	LOC4813253|XP_033237531.1|DPSE	LOC119650407|XP_037909120.1|HILL
OG0003679	LOC4813638|XP_001353663.4|DPSE	LOC119649580|XP_037907712.1|HILL
OG0003680	LOC4805377|XP_001361787.2|DPSE	LOC119661764|XP_037927162.1|HILL
OG0003681	LOC117183176|XP_001362077.1|DPSE	LOC119661227|XP_037926381.1|HILL
OG0003682	LOC4800828|XP_001358032.3|DPSE	LOC119658903|XP_037922637.1|HILL
OG0003683	LOC4804053|XP_015039570.2|DPSE	LOC119660457|XP_037924946.1|HILL
OG0003684	LOC4812554|XP_001352614.1|DPSE	LOC119648076|XP_037905489.1|HILL
OG0003685	LOC6900309|XP_033241470.1|DPSE	LOC119648151|XP_037905650.1|HILL
OG0003686	LOC6898622|XP_002138627.2|DPSE	LOC119652269|XP_037912184.1|HILL
OG0003687	LOC6898589|XP_002138609.1|DPSE	LOC119646667|XP_037903125.1|HILL
OG0003688	LOC4804220|XP_001360814.1|DPSE	LOC119656978|XP_037919642.1|HILL
OG0003689	LOC4812310|XP_001352396.3|DPSE	LOC119648217|XP_037905753.1|HILL
OG0003690	LOC6900788|XP_002135147.2|DPSE	LOC119648584|XP_037906283.1|HILL
OG0003691	LOC4813158|XP_033239636.1|DPSE	LOC119648691|XP_037906419.1|HILL
OG0003692	LOC4804926|XP_001361409.1|DPSE	LOC119646532|XP_037902926.1|HILL
OG0003693	LOC4812562|XP_001352505.2|DPSE	LOC119649257|XP_037907267.1|HILL
OG0003694	LOC4812374|XP_015043690.1|DPSE	LOC119647810|XP_037904954.1|HILL
OG0003695	LOC4813855|XP_001353795.1|DPSE	LOC119648516|XP_037906212.1|HILL
OG0003696	LOC6898287|XP_002138352.2|DPSE	LOC119661678|XP_037927044.1|HILL
OG0003697	LOC6898404|XP_015039675.2|DPSE	LOC119646167|XP_037902471.1|HILL
OG0003698	LOC4812530|XP_001352621.1|DPSE	LOC119649768|XP_037907996.1|HILL
OG0003699	LOC4805454|XP_015040660.1|DPSE	LOC119651953|XP_037911739.1|HILL
OG0003700	LOC4804696|XP_001361215.2|DPSE	LOC119646228|XP_037902544.1|HILL
OG0003701	LOC4816876|XP_001356592.2|DPSE	LOC119646281|XP_037902617.1|HILL
OG0003702	LOC4813179|XP_001353539.3|DPSE	LOC119647495|XP_037904381.1|HILL
OG0003703	LOC4812167|XP_033240949.1|DPSE	LOC119648904|XP_037906736.1|HILL
OG0003704	LOC4813869|XP_001353797.2|DPSE	LOC119650003|XP_037908393.1|HILL
OG0003705	LOC4804036|XP_001360664.4|DPSE	LOC119648250|XP_037906170.1|HILL
OG0003706	LOC4813524|XP_033238370.1|DPSE	LOC119649342|XP_037907376.1|HILL
OG0003707	LOC6899941|XP_033240736.1|DPSE	LOC119649525|XP_037907637.1|HILL
OG0003708	LOC6899996|XP_033240096.1|DPSE	LOC119650241|XP_037908751.1|HILL
OG0003709	LOC4805139|XP_001361591.1|DPSE	LOC119646605|XP_037903033.1|HILL
OG0003710	LOC4805140|XP_001361592.2|DPSE	LOC119661241|XP_037926398.1|HILL
OG0003711	LOC4812219|XP_001352951.1|DPSE	LOC119649760|XP_037907982.1|HILL
OG0003712	LOC4803880|XP_001360528.2|DPSE	LOC119657728|XP_037920702.1|HILL
OG0003713	LOC4803902|XP_001360547.2|DPSE	LOC119646465|XP_037902842.1|HILL
OG0003714	LOC4805014|XP_001361484.1|DPSE	LOC119646466|XP_037902843.1|HILL
OG0003715	LOC4813932|XP_001354094.1|DPSE	LOC119649713|XP_037907915.1|HILL
OG0003716	LOC6900567|XP_002134945.2|DPSE	LOC119647610|XP_037904570.1|HILL
OG0003717	LOC6900165|XP_002135504.2|DPSE	LOC119650072|XP_037908498.1|HILL
OG0003718	LOC6900945|XP_015042412.1|DPSE	LOC119649304|XP_037907329.1|HILL
OG0003719	LOC4813661|XP_001353536.2|DPSE	LOC119648641|XP_037906340.1|HILL
OG0003720	LOC4815779|XP_001355731.1|DPSE	LOC119655209|XP_037916915.1|HILL
OG0003721	LOC4804215|XP_001360810.3|DPSE	LOC119655223|XP_037916934.1|HILL
OG0003722	LOC6900400|XP_033237377.1|DPSE	LOC119648013|XP_037905343.1|HILL
OG0003723	LOC4812159|XP_001352610.2|DPSE	LOC119649445|XP_037907524.1|HILL
OG0003724	LOC4812975|XP_001353740.2|DPSE	LOC119648257|XP_037905830.1|HILL
OG0003725	LOC6900482|XP_015042819.1|DPSE	LOC119647823|XP_037904980.1|HILL
OG0003726	LOC4813345|XP_001353756.2|DPSE	LOC119648865|XP_037906677.1|HILL
OG0003728	LOC4802873|XP_033232644.1|DPSE	LOC119658864|XP_037922548.1|HILL
OG0003729	LOC4812090|XP_033239292.1|DPSE	LOC119649621|XP_037907778.1|HILL
OG0003730	LOC6900088|XP_033240094.1|DPSE	LOC119649277|XP_037907292.1|HILL
OG0003731	LOC4812668|XP_001353052.2|DPSE	LOC119648302|XP_037905889.1|HILL
OG0003732	LOC4813816|XP_001353632.2|DPSE	LOC119655238|XP_037916952.1|HILL
OG0003733	LOC4812118|XP_001352809.2|DPSE	LOC119648254|XP_037905825.1|HILL
OG0003734	LOC4814103|XP_001354247.4|DPSE	LOC119650439|XP_037909193.1|HILL
OG0003735	LOC4803516|XP_001360229.3|DPSE	LOC119659748|XP_037923973.1|HILL
OG0003736	LOC4804447|XP_001361008.2|DPSE	LOC119660207|XP_037924609.1|HILL
OG0003737	LOC4805213|XP_001361654.3|DPSE	LOC119646142|XP_037902427.1|HILL
OG0003738	LOC4803854|XP_015039397.2|DPSE	LOC119660755|XP_037925448.1|HILL
OG0003739	LOC4804915|XP_001361400.3|DPSE	LOC119661194|XP_037926344.1|HILL
OG0003740	LOC4804921|XP_001361406.2|DPSE	LOC119660201|XP_037924561.1|HILL
OG0003741	LOC4812209|XP_001352808.2|DPSE	LOC119647802|XP_037904946.1|HILL
OG0003742	LOC4811854|XP_001352908.2|DPSE	LOC119648985|XP_037906836.1|HILL
OG0003743	LOC4804021|XP_001360651.3|DPSE	LOC119648387|XP_037906055.1|HILL
OG0003744	LOC4804919|XP_001361404.3|DPSE	LOC119660208|XP_037924574.1|HILL
OG0003745	LOC4805090|XP_001361551.2|DPSE	LOC119647069|XP_037903755.1|HILL
OG0003746	LOC6898985|XP_002138945.3|DPSE	LOC119655287|XP_037917035.1|HILL
OG0003747	LOC4813031|XP_001353366.3|DPSE	LOC119648917|XP_037906751.1|HILL
OG0003748	LOC4813440|XP_001353365.4|DPSE	LOC119649420|XP_037907488.1|HILL
OG0003749	LOC4813488|XP_001353361.4|DPSE	LOC119648024|XP_037905370.1|HILL
OG0003750	LOC4813516|XP_003736171.1|DPSE	LOC119648940|XP_037906782.1|HILL
OG0003751	LOC4813857|XP_033237611.1|DPSE	LOC119649422|XP_037907491.1|HILL
OG0003752	LOC4811955|XP_001352823.5|DPSE	LOC119647805|XP_037904949.1|HILL
OG0003753	LOC4812017|XP_001352842.2|DPSE	LOC119648004|XP_037905318.1|HILL
OG0003754	LOC4811969|XP_033238950.1|DPSE	LOC119647906|XP_037905142.1|HILL
OG0003755	LOC4812053|XP_001352437.4|DPSE	LOC119648189|XP_037905706.1|HILL
OG0003756	LOC6899342|XP_002136187.1|DPSE	LOC119659413|XP_037923415.1|HILL
OG0003757	LOC4804685|XP_001361205.4|DPSE	LOC119647186|XP_037903925.1|HILL
OG0003758	LOC6898226|XP_015039326.2|DPSE	LOC119648492|XP_037906186.1|HILL
OG0003759	LOC4812736|XP_033241250.1|DPSE	LOC119650305|XP_037908874.1|HILL
OG0003760	LOC4804668|XP_001361193.3|DPSE	LOC119660969|XP_037925962.1|HILL
OG0003761	LOC4813576|XP_001353815.3|DPSE	LOC119649811|XP_037908070.1|HILL
OG0003762	LOC6900704|XP_015043195.2|DPSE	LOC119648364|XP_037906017.1|HILL
OG0003763	LOC6900719|XP_033239020.1|DPSE	LOC119650257|XP_037908780.1|HILL
OG0003764	LOC6900722|XP_033238682.1|DPSE	LOC119648147|XP_037905632.1|HILL
OG0003765	LOC4816579|XP_001356243.1|DPSE	LOC119648395|XP_037906062.1|HILL
OG0003766	LOC4814666|XP_001354909.2|DPSE	LOC119661595|XP_037926925.1|HILL
OG0003767	LOC4804076|XP_001360694.1|DPSE	LOC119646303|XP_037902646.1|HILL
OG0003768	LOC4805100|XP_033234238.1|DPSE	LOC119647077|XP_037903762.1|HILL
OG0003769	LOC6898782|XP_015040448.2|DPSE	LOC119655999|XP_037918169.1|HILL
OG0003770	LOC26532766|XP_033237159.1|DPSE	LOC119660948|XP_037925888.1|HILL
OG0003771	LOC4814051|XP_001354197.3|DPSE	LOC119648179|XP_037905687.1|HILL
OG0003772	LOC4814000|XP_033240449.1|DPSE	LOC119648822|XP_037906609.1|HILL
OG0003773	LOC4804716|XP_001361234.1|DPSE	LOC119658748|XP_037922360.1|HILL
OG0003774	LOC4804719|XP_001361237.5|DPSE	LOC119661704|XP_037927083.1|HILL
OG0003775	LOC4814949|XP_001354567.3|DPSE	LOC119659114|XP_037922965.1|HILL, LOC119659746|XP_037923936.1|HILL
OG0003776	LOC4803442|XP_001360167.2|DPSE	LOC119660469|XP_037924980.1|HILL
OG0003778	LOC4805018|XP_033233548.1|DPSE	LOC119654891|XP_037916437.1|HILL
OG0003779	LOC6898489|XP_015039951.1|DPSE	LOC119660462|XP_037924952.1|HILL
OG0003780	LOC4803921|XP_001360562.2|DPSE	LOC119648787|XP_037906563.1|HILL
OG0003781	LOC4811749|XP_033237112.1|DPSE	LOC119660774|XP_037925472.1|HILL
OG0003782	LOC6902076|XP_033240219.1|DPSE	LOC119654382|XP_037915676.1|HILL
OG0003783	LOC4800669|XP_001357901.2|DPSE	LOC119656177|XP_037918455.1|HILL
OG0003784	LOC4804577|XP_001361116.2|DPSE	LOC119649315|XP_037907345.1|HILL
OG0003785	LOC4803327|XP_001357517.2|DPSE	LOC119652101|XP_037911970.1|HILL
OG0003786	LOC4804250|XP_015039766.2|DPSE	LOC119657405|XP_037920228.1|HILL
OG0003787	LOC4804249|XP_001360837.3|DPSE	LOC119655515|XP_037917354.1|HILL
OG0003788	LOC4804287|XP_001360868.2|DPSE	LOC119659916|XP_037924169.1|HILL, LOC119650883|XP_037909985.1|HILL
OG0003789	LOC6898380|XP_015039627.2|DPSE	LOC119658627|XP_037922055.1|HILL
OG0003790	LOC4812287|XP_001352682.2|DPSE	LOC119649352|XP_037907388.1|HILL
OG0003791	LOC4802293|XP_003736707.2|DPSE	LOC119660197|XP_037924545.1|HILL
OG0003792	LOC4804664|XP_001361189.2|DPSE	LOC119655876|XP_037917940.1|HILL
OG0003793	LOC6898120|XP_002138200.2|DPSE	LOC119650171|XP_037908655.1|HILL
OG0003794	LOC4804240|XP_001360831.2|DPSE	LOC119653959|XP_037915048.1|HILL
OG0003795	LOC26533744|XP_015042613.2|DPSE	LOC119661278|XP_037926480.1|HILL
OG0003796	LOC4800508|XP_001357773.2|DPSE	LOC119661279|XP_037926482.1|HILL
OG0003797	LOC4816708|XP_001356195.2|DPSE	LOC119650191|XP_037908682.1|HILL
OG0003798	LOC4805084|XP_001361546.1|DPSE	LOC119646775|XP_037903284.1|HILL
OG0003799	LOC4803838|XP_001360491.3|DPSE	LOC119653551|XP_037914191.1|HILL
OG0003800	LOC4817885|XP_001357377.1|DPSE	LOC119651835|XP_037911559.1|HILL
OG0003801	LOC4816366|XP_033235301.1|DPSE	LOC119652823|XP_037913079.1|HILL
OG0003802	LOC4816704|XP_001356106.3|DPSE	LOC119660468|XP_037924982.1|HILL, LOC119648035|XP_037905393.1|HILL
OG0003803	LOC4800506|XP_001357771.3|DPSE	LOC119660911|XP_037925796.1|HILL
OG0003804	LOC4818069|XP_015035450.2|DPSE	LOC119650642|XP_037909493.1|HILL
OG0003805	LOC4817740|XP_001357101.2|DPSE	LOC119650599|XP_037909388.1|HILL
OG0003806	LOC4811689|XP_001352272.3|DPSE	LOC119652383|XP_037912410.1|HILL
OG0003807	LOC4818147|XP_001357205.1|DPSE	LOC119653215|XP_037913713.1|HILL
OG0003808	LOC4813854|XP_001353447.4|DPSE	LOC119655359|XP_037917147.1|HILL
OG0003809	LOC4817220|XP_033236534.1|DPSE	LOC119648603|XP_037906304.1|HILL
OG0003810	LOC4805449|XP_015040656.1|DPSE	LOC119646688|XP_037903177.1|HILL
OG0003811	LOC4803501|XP_001360216.1|DPSE	LOC119653900|XP_037914963.1|HILL
OG0003812	LOC6903561|XP_033235994.1|DPSE	LOC119647196|XP_037903935.1|HILL
OG0003813	LOC4817424|XP_001356340.2|DPSE	LOC119651881|XP_037911628.1|HILL
OG0003814	LOC4817467|XP_001356557.3|DPSE	LOC119646208|XP_037902517.1|HILL
OG0003815	LOC4800239|XP_001357536.1|DPSE	LOC119650560|XP_037909295.1|HILL
OG0003816	LOC4816283|XP_001356254.4|DPSE	LOC119652600|XP_037912757.1|HILL
OG0003817	LOC4818091|XP_001357244.1|DPSE	LOC119653238|XP_037913765.1|HILL
OG0003818	LOC6902842|XP_033235702.1|DPSE, LOC4817231|XP_001356491.3|DPSE	LOC119656712|XP_037919164.1|HILL
OG0003819	LOC4817283|XP_001356489.2|DPSE	LOC119647659|XP_037904663.1|HILL, LOC119655639|XP_037917544.1|HILL, LOC119654751|XP_037916209.1|HILL, LOC119655175|XP_037916855.1|HILL
OG0003820	LOC4803029|XP_001359831.1|DPSE	LOC119659344|XP_037923316.1|HILL
OG0003821	LOC4803881|XP_001360529.3|DPSE	LOC119658253|XP_037921465.1|HILL
OG0003822	LOC4816233|XP_001355854.3|DPSE	LOC119651831|XP_037911554.1|HILL
OG0003823	LOC4817521|XP_033235523.1|DPSE	LOC119651689|XP_037911324.1|HILL
OG0003824	LOC4817845|XP_001357301.3|DPSE	LOC119651957|XP_037911741.1|HILL
OG0003825	LOC6899795|XP_002135739.2|DPSE	LOC119652718|XP_037912937.1|HILL
OG0003826	LOC4817162|XP_001356819.2|DPSE	LOC119651514|XP_037911069.1|HILL
OG0003827	LOC4817923|XP_001357246.3|DPSE	LOC119651561|XP_037911122.1|HILL
OG0003828	LOC4817901|XP_001357245.4|DPSE	LOC119652878|XP_037913169.1|HILL
OG0003829	LOC4816476|XP_001356206.3|DPSE	LOC119652793|XP_037913039.1|HILL
OG0003830	LOC4816658|XP_001356090.2|DPSE	LOC119651444|XP_037910976.1|HILL
OG0003831	LOC4800990|XP_001358166.2|DPSE	LOC119657923|XP_037921039.1|HILL
OG0003832	LOC4817891|XP_015035499.2|DPSE	LOC119652867|XP_037913152.1|HILL
OG0003833	LOC4817984|XP_001357414.1|DPSE	LOC119650697|XP_037909608.1|HILL
OG0003834	LOC4816185|XP_001355770.1|DPSE	LOC119651620|XP_037911203.1|HILL
OG0003835	LOC4816419|XP_015036749.1|DPSE	LOC119652103|XP_037911968.1|HILL, LOC119652100|XP_037911966.1|HILL, LOC119652102|XP_037911967.1|HILL
OG0003836	LOC117184263|XP_033236913.1|DPSE, LOC4817150|XP_001356386.3|DPSE	LOC119653759|XP_037914659.1|HILL
OG0003837	LOC4817192|XP_015035770.2|DPSE	LOC119647080|XP_037903765.1|HILL
OG0003838	LOC4817189|XP_001356696.2|DPSE	LOC119647137|XP_037903857.1|HILL
OG0003839	LOC4817905|XP_001357328.2|DPSE	LOC119651293|XP_037910740.1|HILL
OG0003840	LOC4804024|XP_001360654.2|DPSE	LOC119646581|XP_037903002.1|HILL
OG0003841	LOC6902529|XP_002133069.1|DPSE	LOC119659259|XP_037923182.1|HILL
OG0003842	LOC4811709|XP_033237029.1|DPSE	LOC119652542|XP_037912675.1|HILL
OG0003843	LOC4816442|XP_015036809.2|DPSE	LOC119650959|XP_037910133.1|HILL
OG0003844	LOC4818142|XP_015035389.1|DPSE	LOC119652928|XP_037913242.1|HILL
OG0003845	LOC4817920|XP_015035413.2|DPSE	LOC119651722|XP_037911372.1|HILL
OG0003846	LOC4816984|XP_015035752.1|DPSE	LOC119650951|XP_037910113.1|HILL
OG0003847	LOC4816263|XP_015036973.2|DPSE	LOC119654403|XP_037915715.1|HILL, LOC119654492|XP_037915843.1|HILL, LOC119652889|XP_037913184.1|HILL
OG0003848	LOC4800755|XP_001357971.3|DPSE	LOC119653263|XP_037913798.1|HILL
OG0003849	LOC4805337|XP_001361753.3|DPSE	LOC119646506|XP_037902889.1|HILL
OG0003850	LOC4816677|XP_015036798.2|DPSE	LOC119651235|XP_037910638.1|HILL
OG0003851	LOC4804433|XP_001360997.2|DPSE	LOC119661391|XP_037926642.1|HILL
OG0003852	LOC4817051|XP_033236636.1|DPSE	LOC119661247|XP_037926414.1|HILL
OG0003853	LOC4805659|XP_015040766.1|DPSE	LOC119648075|XP_037905492.1|HILL
OG0003854	LOC4817073|XP_015035949.2|DPSE	LOC119651383|XP_037910885.1|HILL
OG0003855	LOC4816878|XP_033235462.1|DPSE	LOC119650766|XP_037909795.1|HILL
OG0003856	LOC4817282|XP_015036189.2|DPSE	LOC119651823|XP_037911542.1|HILL
OG0003857	LOC4817775|XP_001357136.1|DPSE	LOC119647176|XP_037903911.1|HILL
OG0003858	LOC4815678|XP_015041172.2|DPSE	LOC119654767|XP_037916235.1|HILL
OG0003859	LOC4817012|XP_001356492.2|DPSE	LOC119655127|XP_037916785.1|HILL
OG0003860	LOC6898897|XP_033233900.1|DPSE	LOC119656750|XP_037919241.1|HILL
OG0003861	LOC4816691|XP_001355996.3|DPSE	LOC119655989|XP_037918155.1|HILL
OG0003862	LOC4818153|XP_033235582.1|DPSE	LOC119650638|XP_037909486.1|HILL
OG0003863	LOC4816259|XP_001355842.4|DPSE	LOC119650576|XP_037909323.1|HILL
OG0003864	LOC4816258|XP_001355841.3|DPSE	LOC119651328|XP_037910796.1|HILL
OG0003865	LOC4802651|XP_001359532.2|DPSE	LOC119659378|XP_037923366.1|HILL
OG0003866	LOC4816568|XP_001356099.2|DPSE	LOC119652356|XP_037912367.1|HILL
OG0003867	LOC26532749|XP_015044417.1|DPSE	LOC119647018|XP_037903685.1|HILL
OG0003868	LOC26533591|XP_033236164.1|DPSE	LOC119646411|XP_037902784.1|HILL
OG0003869	LOC4817481|XP_001356765.3|DPSE	LOC119646590|XP_037903011.1|HILL
OG0003870	LOC6902916|XP_015036014.2|DPSE	LOC119646684|XP_037903167.1|HILL
OG0003871	LOC4817277|XP_001356758.3|DPSE	LOC119651899|XP_037911657.1|HILL
OG0003872	LOC4803994|XP_001360625.1|DPSE	LOC119655173|XP_037916851.1|HILL
OG0003873	LOC4818188|XP_001357500.1|DPSE	LOC119655387|XP_037917186.1|HILL
OG0003874	LOC4816305|XP_033235386.1|DPSE	LOC119653844|XP_037914817.1|HILL
OG0003875	LOC4817483|XP_001356300.2|DPSE	LOC119651556|XP_037911117.1|HILL
OG0003876	LOC6903212|XP_002132913.1|DPSE	LOC119661558|XP_037926876.1|HILL
OG0003877	LOC4816448|XP_001356172.2|DPSE	LOC119653234|XP_037913751.1|HILL
OG0003878	LOC6902851|XP_015035875.2|DPSE	LOC119654535|XP_037915905.1|HILL
OG0003879	LOC4812215|XP_001352470.4|DPSE	LOC119649097|XP_037907027.1|HILL
