Orthogroup	DBIA.longest_only	SLEB.longest_only
OG0003665	LOC108022191|XP_016946532.1|DBIA	LOC115633090|XP_030386333.1|SLEB
OG0003666	LOC108030329|XP_016958676.1|DBIA	LOC115621127|XP_030370541.1|SLEB
OG0003667	LOC108034975|XP_016965778.1|DBIA	LOC115628440|XP_030380402.1|SLEB
OG0003668	LOC108034376|XP_016964748.1|DBIA	LOC115634550|XP_030388225.1|SLEB
OG0003669	LOC108036660|XP_016968431.1|DBIA	LOC115625964|XP_030377071.1|SLEB
OG0003670	LOC108036659|XP_016968429.1|DBIA	LOC115625956|XP_030377058.1|SLEB
OG0003671	LOC108022630|XP_016947173.1|DBIA	LOC115633988|XP_030387371.1|SLEB
OG0003672	LOC108026452|XP_016952881.1|DBIA	LOC115624199|XP_030374661.1|SLEB
OG0003673	LOC108026752|XP_016953367.1|DBIA	LOC115633751|XP_030387086.1|SLEB
OG0003674	LOC108036521|XP_016968220.1|DBIA	LOC115632911|XP_030386065.1|SLEB
OG0003675	LOC108029483|XP_016957235.1|DBIA	LOC115634135|XP_030387562.1|SLEB
OG0003676	LOC108029484|XP_016957236.1|DBIA	LOC115634133|XP_030387558.1|SLEB
OG0003677	LOC108031494|XP_016960480.1|DBIA	LOC115629996|XP_030382484.1|SLEB
OG0003678	LOC108035340|XP_016966414.1|DBIA	LOC115622261|XP_030372022.1|SLEB
OG0003679	LOC108035616|XP_016966792.1|DBIA	LOC115622786|XP_030372706.1|SLEB
OG0003680	LOC108023036|XP_016947766.1|DBIA	LOC115634157|XP_030387597.1|SLEB
OG0003681	LOC108030260|XP_016958571.1|DBIA	LOC115628454|XP_030380431.1|SLEB
OG0003682	LOC108027270|XP_016954134.1|DBIA	LOC115620614|XP_030369792.1|SLEB
OG0003683	LOC108030018|XP_016958021.1|DBIA	LOC115623036|XP_030373113.1|SLEB
OG0003684	LOC108034921|XP_016965666.1|DBIA	LOC115632307|XP_030385269.1|SLEB
OG0003685	LOC108030722|XP_016959256.1|DBIA	LOC115632447|XP_030385454.1|SLEB
OG0003686	LOC108036486|XP_016968161.1|DBIA	LOC115627072|XP_030378483.1|SLEB
OG0003687	LOC108022673|XP_016947232.1|DBIA	LOC115629065|XP_030381244.1|SLEB
OG0003688	LOC108026848|XP_016953515.1|DBIA	LOC115631913|XP_030384628.1|SLEB
OG0003689	LOC108030870|XP_016959509.1|DBIA	LOC115632238|XP_030385159.1|SLEB
OG0003690	LOC108028773|XP_016956240.1|DBIA	LOC115633780|XP_030387117.1|SLEB
OG0003691	LOC108030710|XP_016959240.1|DBIA	LOC115634086|XP_030387501.1|SLEB
OG0003692	LOC108030351|XP_016958705.1|DBIA	LOC115619997|XP_030368946.1|SLEB
OG0003693	LOC108029481|XP_016957237.1|DBIA	LOC115632209|XP_030385124.1|SLEB
OG0003694	LOC108035640|XP_016966834.1|DBIA	LOC115632588|XP_030385672.1|SLEB
OG0003695	LOC108035443|XP_016966567.1|DBIA	LOC115632245|XP_030385166.1|SLEB
OG0003696	LOC108029995|XP_016957998.1|DBIA	LOC115634271|XP_030387758.1|SLEB
OG0003697	LOC108022658|XP_016947213.1|DBIA	LOC115634604|XP_030388317.1|SLEB
OG0003698	LOC108035661|XP_016966858.1|DBIA	LOC115632550|XP_030385625.1|SLEB
OG0003699	LOC108022763|XP_016947357.1|DBIA	LOC115619984|XP_030368886.1|SLEB
OG0003700	LOC108022980|XP_016947694.1|DBIA	LOC115634714|XP_030388457.1|SLEB
OG0003701	LOC108036805|XP_016968641.1|DBIA	LOC115631205|XP_030383769.1|SLEB
OG0003702	LOC108035649|XP_016966844.1|DBIA	LOC115622287|XP_030372049.1|SLEB
OG0003703	LOC108035625|XP_016966806.1|DBIA	LOC115632430|XP_030385431.1|SLEB
OG0003704	LOC108034537|XP_016964951.1|DBIA	LOC115632336|XP_030385301.1|SLEB
OG0003705	LOC108029552|XP_016957359.1|DBIA	LOC115634415|XP_030387973.1|SLEB
OG0003706	LOC108028632|XP_016956044.1|DBIA	LOC115632850|XP_030385968.1|SLEB
OG0003707	LOC108030744|XP_016959283.1|DBIA	LOC115624516|XP_030375091.1|SLEB
OG0003708	LOC108034973|XP_016965776.1|DBIA	LOC115632716|XP_030385821.1|SLEB
OG0003709	LOC108030319|XP_016958651.1|DBIA	LOC115627712|XP_030379321.1|SLEB
OG0003710	LOC108030363|XP_016958721.1|DBIA	LOC115622657|XP_030372531.1|SLEB
OG0003711	LOC108030916|XP_016959599.1|DBIA	LOC115629880|XP_030382341.1|SLEB
OG0003712	LOC108022893|XP_016947580.1|DBIA	LOC115633651|XP_030386953.1|SLEB
OG0003713	LOC108029701|XP_016957657.1|DBIA	LOC115634747|XP_030388499.1|SLEB
OG0003714	LOC108029700|XP_016957655.1|DBIA	LOC115624719|XP_030375405.1|SLEB
OG0003715	LOC108034753|XP_016965191.1|DBIA	LOC115622931|XP_030372919.1|SLEB
OG0003716	LOC108028623|XP_016956032.1|DBIA	LOC115633878|XP_030387239.1|SLEB
OG0003717	LOC108034542|XP_016964957.1|DBIA	LOC115632538|XP_030385605.1|SLEB
OG0003718	LOC108034524|XP_016964937.1|DBIA	LOC115633137|XP_030386403.1|SLEB
OG0003719	LOC108035401|XP_016966509.1|DBIA	LOC115622301|XP_030372065.1|SLEB
OG0003720	LOC108027545|XP_016954486.1|DBIA	LOC115633250|XP_030386510.1|SLEB
OG0003721	LOC108026901|XP_016953599.1|DBIA	LOC115622848|XP_030372794.1|SLEB
OG0003722	LOC108028373|XP_016955654.1|DBIA	LOC115628331|XP_030380252.1|SLEB
OG0003723	LOC108035288|XP_016966344.1|DBIA	LOC115624818|XP_030375526.1|SLEB
OG0003724	LOC108028700|XP_016956136.1|DBIA	LOC115622659|XP_030372529.1|SLEB
OG0003725	LOC108030570|XP_016958961.1|DBIA	LOC115632397|XP_030385387.1|SLEB
OG0003726	LOC108035382|XP_016966477.1|DBIA	LOC115622615|XP_030372475.1|SLEB
OG0003727	LOC108028582|XP_016955979.1|DBIA	LOC115622207|XP_030371963.1|SLEB
OG0003728	LOC108024811|XP_016950423.1|DBIA	LOC115625349|XP_030376241.1|SLEB
OG0003729	LOC108034797|XP_016965282.1|DBIA	LOC115628224|XP_030380084.1|SLEB
OG0003730	LOC108034792|XP_016965265.1|DBIA	LOC115622242|XP_030371998.1|SLEB
OG0003731	LOC108035557|XP_016966714.1|DBIA	LOC115624588|XP_030375186.1|SLEB
OG0003732	LOC108028747|XP_016956205.1|DBIA	LOC115622127|XP_030371840.1|SLEB
OG0003733	LOC108030115|XP_016958304.1|DBIA	LOC115632440|XP_030385444.1|SLEB
OG0003734	LOC108028802|XP_016956278.1|DBIA	LOC115628283|XP_030380173.1|SLEB
OG0003735	LOC108026872|XP_016953549.1|DBIA	LOC115625897|XP_030376986.1|SLEB
OG0003736	LOC108030300|XP_016958624.1|DBIA	LOC115629988|XP_030382475.1|SLEB
OG0003737	LOC108026635|XP_016953145.1|DBIA	LOC115634650|XP_030388366.1|SLEB
OG0003738	LOC108026938|XP_016953640.1|DBIA	LOC115629141|XP_030381356.1|SLEB
OG0003739	LOC108030133|XP_016958336.1|DBIA	LOC115629707|XP_030382090.1|SLEB
OG0003740	LOC108030105|XP_016958283.1|DBIA	LOC115627275|XP_030378769.1|SLEB
OG0003741	LOC108028362|XP_016955638.1|DBIA	LOC115632441|XP_030385448.1|SLEB
OG0003742	LOC108035944|XP_016967229.1|DBIA	LOC115633810|XP_030387155.1|SLEB
OG0003743	LOC108029576|XP_016957426.1|DBIA	LOC115630553|XP_030383026.1|SLEB
OG0003744	LOC108030107|XP_016958286.1|DBIA	LOC115634501|XP_030388125.1|SLEB
OG0003745	LOC108022275|XP_016946622.1|DBIA	LOC115634095|XP_030387512.1|SLEB
OG0003746	LOC108022592|XP_016947108.1|DBIA	LOC115622049|XP_030371785.1|SLEB
OG0003747	LOC108034554|XP_016964971.1|DBIA	LOC115632931|XP_030386084.1|SLEB
OG0003748	LOC108035686|XP_016966890.1|DBIA	LOC115632691|XP_030385787.1|SLEB
OG0003749	LOC108035081|XP_016965985.1|DBIA	LOC115632357|XP_030385332.1|SLEB
OG0003750	LOC108035082|XP_016965986.1|DBIA	LOC115632274|XP_030385214.1|SLEB
OG0003751	LOC108034992|XP_016965815.1|DBIA	LOC115632936|XP_030386089.1|SLEB
OG0003752	LOC108035188|XP_016966160.1|DBIA	LOC115632331|XP_030385294.1|SLEB
OG0003753	LOC108028327|XP_016955553.1|DBIA	LOC115622176|XP_030371916.1|SLEB
OG0003754	LOC108028326|XP_016955547.1|DBIA	LOC115622167|XP_030371899.1|SLEB
OG0003755	LOC108034889|XP_016965588.1|DBIA	LOC115632492|XP_030385530.1|SLEB
OG0003756	LOC108032850|XP_016962343.1|DBIA	LOC115621676|XP_030371249.1|SLEB
OG0003757	LOC108022604|XP_016947128.1|DBIA	LOC115634818|XP_030388600.1|SLEB
OG0003758	LOC108029485|XP_016957239.1|DBIA	LOC115634549|XP_030368819.1|SLEB
OG0003759	LOC108034825|XP_016965415.1|DBIA	LOC115632411|XP_030385408.1|SLEB
OG0003760	LOC108022715|XP_016947284.1|DBIA	LOC115628080|XP_030379917.1|SLEB
OG0003761	LOC108022212|XP_016946557.1|DBIA, LOC108035145|XP_016966077.1|DBIA	LOC115632321|XP_030385286.1|SLEB
OG0003762	LOC108035146|XP_016966078.1|DBIA	LOC115632322|XP_030385287.1|SLEB
OG0003763	LOC108028681|XP_016956106.1|DBIA	LOC115632686|XP_030385782.1|SLEB
OG0003764	LOC108028502|XP_016955867.1|DBIA	LOC115632511|XP_030385561.1|SLEB
OG0003765	LOC108032428|XP_016961739.1|DBIA	LOC115625999|XP_030377105.1|SLEB
OG0003766	LOC108023382|XP_016948278.1|DBIA	LOC115627457|XP_030378987.1|SLEB
OG0003767	LOC108030246|XP_016958541.1|DBIA	LOC115622520|XP_030372339.1|SLEB
OG0003768	LOC108023099|XP_016947852.1|DBIA	LOC115634828|XP_030388606.1|SLEB
OG0003769	LOC108022590|XP_016947106.1|DBIA	LOC115634825|XP_030388604.1|SLEB
OG0003770	LOC108036002|XP_016967384.1|DBIA	LOC115627751|XP_030379395.1|SLEB
OG0003771	LOC108034741|XP_016965176.1|DBIA	LOC115622569|XP_030372400.1|SLEB
OG0003772	LOC108028811|XP_016956290.1|DBIA	LOC115632857|XP_030385977.1|SLEB
OG0003773	LOC108036634|XP_016968397.1|DBIA	LOC115624212|XP_030374685.1|SLEB
OG0003774	LOC108036502|XP_016968192.1|DBIA	LOC115634531|XP_030388204.1|SLEB
OG0003775	LOC108024162|XP_016949463.1|DBIA	LOC115627210|XP_030378690.1|SLEB
OG0003776	LOC108030362|XP_016958720.1|DBIA	LOC115634198|XP_030387646.1|SLEB
OG0003777	LOC108029656|XP_016957572.1|DBIA	LOC115633706|XP_030387027.1|SLEB
OG0003778	LOC108022982|XP_016947697.1|DBIA	LOC115621728|XP_030371320.1|SLEB
OG0003779	LOC108029565|XP_016957408.1|DBIA	LOC115634397|XP_030387952.1|SLEB
OG0003780	LOC108022484|XP_016946925.1|DBIA	LOC115630362|XP_030382759.1|SLEB
OG0003781	LOC108036001|XP_016967381.1|DBIA	LOC115628024|XP_030379817.1|SLEB
OG0003782	LOC108023369|XP_016948258.1|DBIA	LOC115626675|XP_030377961.1|SLEB
OG0003783	LOC108024712|XP_016950294.1|DBIA	LOC115621257|XP_030370713.1|SLEB
OG0003784	LOC108036231|XP_016967730.1|DBIA	LOC115631812|XP_030384512.1|SLEB
OG0003785	LOC108035740|XP_016966925.1|DBIA	LOC115626638|XP_030377909.1|SLEB
OG0003786	LOC108036585|XP_016968330.1|DBIA	LOC115622156|XP_030371888.1|SLEB
OG0003787	LOC108036583|XP_016968328.1|DBIA	LOC115633073|XP_030386309.1|SLEB
OG0003788	LOC108026689|XP_016953266.1|DBIA	LOC115620978|XP_030370361.1|SLEB
OG0003789	LOC108036450|XP_016968092.1|DBIA	LOC115624372|XP_030374911.1|SLEB
OG0003790	LOC108028745|XP_016956202.1|DBIA	LOC115622626|XP_030372493.1|SLEB
OG0003791	LOC108027225|XP_016954046.1|DBIA	LOC115623319|XP_030373440.1|SLEB
OG0003792	LOC108022634|XP_016947179.1|DBIA	LOC115632927|XP_030386083.1|SLEB
OG0003793	LOC108022605|XP_016947129.1|DBIA	LOC115634829|XP_030388611.1|SLEB
OG0003794	LOC108026740|XP_016953349.1|DBIA	LOC115623433|XP_030373639.1|SLEB
OG0003795	LOC108034997|XP_016965825.1|DBIA	LOC115632883|XP_030386020.1|SLEB
OG0003796	LOC108025274|XP_016951128.1|DBIA	LOC115620722|XP_030369961.1|SLEB
OG0003797	LOC108032756|XP_016962238.1|DBIA	LOC115627109|XP_030378531.1|SLEB
OG0003798	LOC108036667|XP_016968437.1|DBIA	LOC115633806|XP_030387150.1|SLEB
OG0003799	LOC108026816|XP_016953470.1|DBIA	LOC115634768|XP_030388522.1|SLEB
OG0003800	LOC108032713|XP_016962180.1|DBIA	LOC115626342|XP_030377551.1|SLEB
OG0003801	LOC108032770|XP_016962260.1|DBIA	LOC115625750|XP_030376766.1|SLEB
OG0003802	LOC108032569|XP_016961956.1|DBIA	LOC115624596|XP_030375196.1|SLEB
OG0003803	LOC108025131|XP_016950888.1|DBIA	LOC115620209|XP_030369206.1|SLEB
OG0003804	LOC108029068|XP_016956627.1|DBIA	LOC115626324|XP_030377525.1|SLEB
OG0003805	LOC108036851|XP_016968712.1|DBIA	LOC115628622|XP_030380668.1|SLEB
OG0003806	LOC108036555|XP_016968322.1|DBIA	LOC115631678|XP_030384350.1|SLEB
OG0003807	LOC108036831|XP_016968665.1|DBIA	LOC115626603|XP_030377853.1|SLEB
OG0003808	LOC108028479|XP_016955830.1|DBIA	LOC115632292|XP_030385245.1|SLEB
OG0003809	LOC108034215|XP_016964545.1|DBIA	LOC115631883|XP_030384592.1|SLEB
OG0003810	LOC108022739|XP_016947318.1|DBIA	LOC115633226|XP_030386483.1|SLEB
OG0003811	LOC108026854|XP_016953522.1|DBIA	LOC115634268|XP_030387755.1|SLEB
OG0003812	LOC108036838|XP_016968674.1|DBIA	LOC115630989|XP_030383434.1|SLEB
OG0003813	LOC108034101|XP_016964367.1|DBIA	LOC115625687|XP_030376686.1|SLEB
OG0003814	LOC108034235|XP_016964573.1|DBIA	LOC115628520|XP_030380533.1|SLEB
OG0003815	LOC108031633|XP_016960728.1|DBIA	LOC115622021|XP_030371738.1|SLEB
OG0003816	LOC108032596|XP_016962000.1|DBIA	LOC115626012|XP_030377119.1|SLEB
OG0003817	LOC108032725|XP_016962194.1|DBIA	LOC115628547|XP_030380568.1|SLEB
OG0003818	LOC108034358|XP_016964734.1|DBIA	LOC115631193|XP_030383743.1|SLEB
OG0003819	LOC108029300|XP_016956992.1|DBIA	LOC115631081|XP_030383588.1|SLEB
OG0003820	LOC108031547|XP_016960572.1|DBIA	LOC115623906|XP_030374322.1|SLEB
OG0003821	LOC108023083|XP_016947825.1|DBIA	LOC115631564|XP_030384220.1|SLEB
OG0003822	LOC108031995|XP_016961281.1|DBIA	LOC115625925|XP_030377022.1|SLEB
OG0003823	LOC108032576|XP_016961967.1|DBIA	LOC115631057|XP_030383553.1|SLEB
OG0003824	LOC108032502|XP_016961816.1|DBIA	LOC115626079|XP_030377192.1|SLEB
OG0003825	LOC108034193|XP_016964510.1|DBIA	LOC115628500|XP_030380499.1|SLEB
OG0003826	LOC108028988|XP_016956519.1|DBIA	LOC115630617|XP_030383104.1|SLEB
OG0003827	LOC108032450|XP_016961765.1|DBIA	LOC115621877|XP_030371564.1|SLEB
OG0003828	LOC108032616|XP_016962043.1|DBIA	LOC115628489|XP_030380477.1|SLEB
OG0003829	LOC108032754|XP_016962233.1|DBIA	LOC115625946|XP_030377042.1|SLEB
OG0003830	LOC108033335|XP_016963110.1|DBIA	LOC115626447|XP_030377682.1|SLEB
OG0003831	LOC108031725|XP_016960884.1|DBIA	LOC115620674|XP_030369897.1|SLEB
OG0003832	LOC108034251|XP_016964593.1|DBIA	LOC115629034|XP_030381196.1|SLEB
OG0003833	LOC108033955|XP_016964138.1|DBIA	LOC115629055|XP_030381225.1|SLEB
OG0003834	LOC108033890|XP_016964026.1|DBIA	LOC115625882|XP_030376960.1|SLEB
OG0003835	LOC108032588|XP_016961985.1|DBIA	LOC115626322|XP_030377522.1|SLEB
OG0003836	LOC108033743|XP_016963791.1|DBIA	LOC115625826|XP_030376876.1|SLEB
OG0003837	LOC108034065|XP_016964309.1|DBIA	LOC115626454|XP_030377693.1|SLEB
OG0003838	LOC108032474|XP_016961786.1|DBIA	LOC115631291|XP_030383865.1|SLEB
OG0003839	LOC108032642|XP_016962077.1|DBIA	LOC115626617|XP_030377871.1|SLEB
OG0003840	LOC108029482|XP_016957234.1|DBIA	LOC115634134|XP_030387561.1|SLEB
OG0003841	LOC108029250|XP_016956934.1|DBIA	LOC115631433|XP_030384031.1|SLEB
OG0003842	LOC108033963|XP_016964158.1|DBIA	LOC115631832|XP_030384530.1|SLEB, LOC115623729|XP_030374096.1|SLEB
OG0003843	LOC108032609|XP_016962028.1|DBIA	LOC115625834|XP_030376889.1|SLEB
OG0003844	LOC108032679|XP_016962142.1|DBIA	LOC115625816|XP_030376862.1|SLEB
OG0003845	LOC108029230|XP_016956913.1|DBIA	LOC115626307|XP_030377497.1|SLEB
OG0003846	LOC108032714|XP_016962181.1|DBIA	LOC115625721|XP_030376728.1|SLEB
OG0003847	LOC108032743|XP_016962216.1|DBIA	LOC115626427|XP_030377659.1|SLEB
OG0003848	LOC108024502|XP_016949938.1|DBIA	LOC115625103|XP_030375867.1|SLEB
OG0003849	LOC108036178|XP_016967657.1|DBIA	LOC115622285|XP_030372050.1|SLEB
OG0003850	LOC108034155|XP_016964444.1|DBIA	LOC115626028|XP_030377139.1|SLEB
OG0003851	LOC108030259|XP_016958569.1|DBIA	LOC115633698|XP_030387017.1|SLEB
OG0003852	LOC108036126|XP_016967600.1|DBIA	LOC115630997|XP_030383450.1|SLEB
OG0003853	LOC108030153|XP_016958367.1|DBIA	LOC115627477|XP_030379019.1|SLEB
OG0003854	LOC108034896|XP_016965603.1|DBIA	LOC115631071|XP_030383577.1|SLEB
OG0003855	LOC108034163|XP_016964462.1|DBIA	LOC115631144|XP_030383675.1|SLEB
OG0003856	LOC108033250|XP_016963005.1|DBIA	LOC115631333|XP_030383914.1|SLEB
OG0003857	LOC108032572|XP_016961961.1|DBIA	LOC115631493|XP_030384112.1|SLEB
OG0003859	LOC108033945|XP_016964121.1|DBIA	LOC115631766|XP_030384462.1|SLEB
OG0003860	LOC108022895|XP_016947583.1|DBIA	LOC115622117|XP_030371826.1|SLEB
OG0003861	LOC108027833|XP_016954908.1|DBIA	LOC115630444|XP_030382866.1|SLEB
OG0003862	LOC108033099|XP_016962823.1|DBIA	LOC115626392|XP_030377612.1|SLEB
OG0003863	LOC108032521|XP_016961845.1|DBIA	LOC115626601|XP_030377845.1|SLEB
OG0003864	LOC108032803|XP_016962298.1|DBIA	LOC115626396|XP_030377619.1|SLEB
OG0003865	LOC108025510|XP_016951521.1|DBIA	LOC115623708|XP_030374047.1|SLEB
OG0003866	LOC108034131|XP_016964409.1|DBIA	LOC115627074|XP_030378481.1|SLEB
OG0003867	LOC108031950|XP_016961228.1|DBIA	LOC115633473|XP_030386797.1|SLEB
OG0003868	LOC108033339|XP_016963114.1|DBIA	LOC115629018|XP_030381174.1|SLEB
OG0003869	LOC108033559|XP_016963396.1|DBIA	LOC115631239|XP_030383808.1|SLEB
OG0003870	LOC108033673|XP_016963607.1|DBIA	LOC115631030|XP_030383509.1|SLEB
OG0003871	LOC108034276|XP_016964624.1|DBIA	LOC115631137|XP_030383666.1|SLEB
OG0003872	LOC108022838|XP_016947499.1|DBIA	LOC115619988|XP_030368916.1|SLEB
OG0003873	LOC108034085|XP_016964340.1|DBIA	LOC115628591|XP_030380635.1|SLEB
OG0003874	LOC108033736|XP_016963778.1|DBIA	LOC115626133|XP_030377248.1|SLEB
OG0003875	LOC108034818|XP_016965363.1|DBIA	LOC115625919|XP_030377013.1|SLEB
OG0003876	LOC108027906|XP_016955014.1|DBIA	LOC115630398|XP_030382783.1|SLEB
OG0003877	LOC108032811|XP_016962313.1|DBIA	LOC115622575|XP_030372413.1|SLEB
OG0003878	LOC108033944|XP_016964118.1|DBIA	LOC115631018|XP_030383491.1|SLEB
OG0003879	LOC108030163|XP_016958385.1|DBIA	LOC115624555|XP_030375142.1|SLEB
OG0003880	LOC108028535|XP_016955920.1|DBIA	LOC115622431|XP_030372232.1|SLEB
OG0003881	LOC108022992|XP_016947711.1|DBIA	LOC115622772|XP_030372691.1|SLEB
OG0003882	LOC108030717|XP_016959248.1|DBIA	LOC115632727|XP_030385836.1|SLEB
OG0003883	LOC108023994|XP_016949219.1|DBIA	LOC115626998|XP_030378373.1|SLEB
OG0003884	LOC108032624|XP_016962051.1|DBIA	LOC115625785|XP_030376816.1|SLEB
OG0003885	LOC108034245|XP_016964586.1|DBIA	LOC115628998|XP_030381143.1|SLEB
OG0003886	LOC108034246|XP_016964587.1|DBIA	LOC115628997|XP_030381142.1|SLEB
OG0003887	LOC108029217|XP_016956896.1|DBIA	LOC115631434|XP_030384032.1|SLEB
OG0003888	LOC108032013|XP_016961303.1|DBIA	LOC115621630|XP_030371190.1|SLEB
OG0003889	LOC108027890|XP_016954998.1|DBIA	LOC115630423|XP_030382821.1|SLEB
OG0003890	LOC108035579|XP_016966738.1|DBIA	LOC115632552|XP_030385627.1|SLEB
OG0003891	LOC108032640|XP_016962075.1|DBIA	LOC115625754|XP_030376770.1|SLEB
OG0003892	LOC108034799|XP_016965289.1|DBIA	LOC115628299|XP_030380207.1|SLEB
OG0003893	LOC108036097|XP_016967552.1|DBIA	LOC115625842|XP_030376904.1|SLEB
OG0003894	LOC108033320|XP_016963087.1|DBIA	LOC115631691|XP_030384373.1|SLEB
OG0003895	LOC108022589|XP_016947105.1|DBIA	LOC115633892|XP_030387257.1|SLEB
OG0003896	LOC108022919|XP_016947618.1|DBIA	LOC115625727|XP_030376775.1|SLEB, LOC115624733|XP_030375419.1|SLEB
OG0003897	LOC108022485|XP_016946927.1|DBIA	LOC115622525|XP_030372352.1|SLEB
OG0003898	LOC108033634|XP_016963541.1|DBIA	LOC115626154|XP_030377279.1|SLEB
OG0003899	LOC108029280|XP_016956967.1|DBIA	LOC115631279|XP_030383853.1|SLEB
OG0003900	LOC108027820|XP_016954888.1|DBIA	LOC115630563|XP_030383037.1|SLEB
OG0003901	LOC108032574|XP_016961962.1|DBIA	LOC115631167|XP_030383716.1|SLEB
OG0003902	LOC108033852|XP_016963977.1|DBIA	LOC115631168|XP_030383718.1|SLEB
OG0003903	LOC108036746|XP_016968544.1|DBIA	LOC115631013|XP_030383482.1|SLEB
OG0003904	LOC108036745|XP_016968543.1|DBIA	LOC115631012|XP_030383480.1|SLEB
OG0003905	LOC108032119|XP_016961441.1|DBIA	LOC115620688|XP_030369916.1|SLEB
OG0003906	LOC108036425|XP_016968042.1|DBIA	LOC115627936|XP_030379692.1|SLEB
OG0003907	LOC108028953|XP_016956480.1|DBIA	LOC115631961|XP_030384686.1|SLEB
OG0003908	LOC108029032|XP_016956570.1|DBIA	LOC115631873|XP_030384581.1|SLEB
OG0003909	LOC108022795|XP_016947414.1|DBIA	LOC115621650|XP_030371215.1|SLEB
OG0003910	LOC108027032|XP_016953718.1|DBIA	LOC115626001|XP_030377111.1|SLEB
OG0003911	LOC108027933|XP_016955051.1|DBIA	LOC115630575|XP_030383053.1|SLEB
OG0003912	LOC108032379|XP_016961689.1|DBIA	LOC115631645|XP_030384316.1|SLEB
OG0003913	LOC108032697|XP_016962163.1|DBIA	LOC115625679|XP_030376675.1|SLEB
OG0003914	LOC108033983|XP_016964196.1|DBIA	LOC115631478|XP_030384094.1|SLEB
OG0003915	LOC108023756|XP_016948883.1|DBIA	LOC115627034|XP_030378425.1|SLEB
OG0003916	LOC108034223|XP_016964554.1|DBIA	LOC115631728|XP_030384425.1|SLEB
OG0003917	LOC108034337|XP_016964709.1|DBIA	LOC115628528|XP_030380548.1|SLEB
OG0003918	LOC108034135|XP_016964413.1|DBIA	LOC115631584|XP_030384244.1|SLEB
OG0003919	LOC108027893|XP_016955000.1|DBIA	LOC115628491|XP_030380480.1|SLEB
OG0003920	LOC108026846|XP_016953513.1|DBIA	LOC115632433|XP_030385439.1|SLEB
OG0003921	LOC108033803|XP_016963908.1|DBIA	LOC115630587|XP_030383065.1|SLEB
OG0003922	LOC108033815|XP_016963929.1|DBIA	LOC115631382|XP_030383964.1|SLEB
OG0003923	LOC108036024|XP_016967443.1|DBIA	LOC115627848|XP_030379567.1|SLEB
OG0003924	LOC108029397|XP_016957115.1|DBIA	LOC115633800|XP_030387143.1|SLEB
OG0003925	LOC108029106|XP_016956699.1|DBIA	LOC115630956|XP_030383390.1|SLEB
OG0003926	LOC108029087|XP_016956665.1|DBIA	LOC115631235|XP_030383803.1|SLEB
OG0003927	LOC108036121|XP_016967595.1|DBIA	LOC115631459|XP_030384067.1|SLEB
OG0003928	LOC108034236|XP_016964574.1|DBIA	LOC115628514|XP_030380525.1|SLEB
OG0003929	LOC108033996|XP_016964212.1|DBIA	LOC115631605|XP_030384267.1|SLEB
OG0003930	LOC108034075|XP_016964325.1|DBIA	LOC115625890|XP_030376977.1|SLEB
OG0003931	LOC108033937|XP_016964105.1|DBIA	LOC115625887|XP_030376966.1|SLEB
OG0003932	LOC108030360|XP_016958716.1|DBIA	LOC115619969|XP_030368865.1|SLEB
OG0003933	LOC108027907|XP_016955015.1|DBIA	LOC115630556|XP_030383028.1|SLEB
OG0003934	LOC108036708|XP_016968494.1|DBIA	LOC115625984|XP_030377090.1|SLEB
OG0003935	LOC108030196|XP_016958441.1|DBIA	LOC115627470|XP_030379007.1|SLEB
OG0003936	LOC108030197|XP_016958442.1|DBIA	LOC115627515|XP_030379074.1|SLEB
OG0003937	LOC108029522|XP_016957311.1|DBIA	LOC115629658|XP_030382033.1|SLEB
OG0003938	LOC108029044|XP_016956586.1|DBIA	LOC115631066|XP_030383565.1|SLEB
OG0003939	LOC108029063|XP_016956621.1|DBIA	LOC115630788|XP_030383303.1|SLEB
OG0003940	LOC108029115|XP_016956716.1|DBIA	LOC115630929|XP_030383355.1|SLEB
OG0003941	LOC108029198|XP_016956864.1|DBIA	LOC115631357|XP_030383934.1|SLEB
OG0003942	LOC108036766|XP_016968594.1|DBIA	LOC115631704|XP_030384390.1|SLEB
OG0003943	LOC108029047|XP_016956599.1|DBIA	LOC115631085|XP_030383593.1|SLEB
OG0003944	LOC108033810|XP_016963918.1|DBIA	LOC115631680|XP_030384355.1|SLEB
OG0003945	LOC108022690|XP_016947250.1|DBIA	LOC115634728|XP_030388472.1|SLEB
OG0003946	LOC108034081|XP_016964335.1|DBIA	LOC115626221|XP_030377379.1|SLEB
OG0003947	LOC108034149|XP_016964437.1|DBIA	LOC115625830|XP_030376883.1|SLEB
OG0003948	LOC108034314|XP_016964672.1|DBIA	LOC115630810|XP_030383338.1|SLEB
OG0003949	LOC108033828|XP_016963943.1|DBIA	LOC115630812|XP_030383339.1|SLEB
OG0003950	LOC108035845|XP_016967080.1|DBIA	LOC115626328|XP_030377532.1|SLEB
OG0003951	LOC108030489|XP_016958863.1|DBIA	LOC115626444|XP_030377677.1|SLEB
OG0003952	LOC108033371|XP_016963178.1|DBIA	LOC115632015|XP_030384807.1|SLEB
OG0003953	LOC108033779|XP_016963871.1|DBIA	LOC115625783|XP_030376815.1|SLEB
OG0003954	LOC108035205|XP_016966205.1|DBIA	LOC115624932|XP_030375642.1|SLEB
