Orthogroup	DBIA.longest_only	AAEG.longest_only
OG0003515	LOC108030355|XP_016958711.1|DBIA	LOC5575229|XP_001655635.2|AAEG
OG0003516	LOC108031824|XP_016961044.1|DBIA	LOC5565161|XP_021694131.1|AAEG
OG0003517	LOC108024361|XP_016949757.1|DBIA	LOC5579159|XP_021694193.1|AAEG
OG0003518	LOC108027439|XP_016954377.1|DBIA	LOC5566105|XP_001650511.2|AAEG
OG0003519	LOC108035199|XP_016966184.1|DBIA	LOC5566136|XP_021695359.1|AAEG
OG0003520	LOC108035271|XP_016966319.1|DBIA	LOC5566123|XP_001650503.2|AAEG
OG0003521	LOC108035364|XP_016966451.1|DBIA	LOC5566143|XP_021695372.1|AAEG
OG0003522	LOC108023106|XP_016947861.1|DBIA	LOC5566137|XP_001650495.1|AAEG
OG0003523	LOC108034173|XP_016964472.1|DBIA	LOC5566133|XP_001650494.1|AAEG
OG0003524	LOC108023288|XP_016948068.1|DBIA	LOC5566132|XP_001650493.2|AAEG
OG0003525	LOC108036334|XP_016967858.1|DBIA	LOC5566126|XP_001650491.1|AAEG
OG0003526	LOC108025161|XP_016950926.1|DBIA	LOC5566124|XP_001650486.2|AAEG
OG0003527	LOC108030150|XP_016958359.1|DBIA	LOC5566111|XP_001650482.1|AAEG
OG0003529	LOC108034571|XP_016964994.1|DBIA	LOC5570950|XP_001653417.2|AAEG
OG0003530	LOC108028375|XP_016955658.1|DBIA	LOC5570952|XP_021695452.1|AAEG
OG0003531	LOC108025538|XP_016951555.1|DBIA	LOC5571445|XP_001659696.2|AAEG
OG0003532	LOC108035002|XP_016965833.1|DBIA	LOC5571444|XP_021695478.1|AAEG
OG0003533	LOC108030713|XP_016959247.1|DBIA	LOC5567850|XP_001657714.1|AAEG
OG0003534	LOC108035346|XP_016966424.1|DBIA	LOC5569149|XP_021695598.1|AAEG
OG0003535	LOC108035322|XP_016966386.1|DBIA	LOC5569146|XP_021695603.1|AAEG
OG0003536	LOC108030055|XP_016958122.1|DBIA	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG
OG0003537	LOC108026540|XP_016952977.1|DBIA	LOC5575741|XP_001655841.2|AAEG
OG0003538	LOC108029682|XP_016957625.1|DBIA	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG
OG0003539	LOC108030394|XP_016958766.1|DBIA	LOC5566722|XP_021695725.1|AAEG
OG0003540	LOC108030795|XP_016959368.1|DBIA	LOC5571766|XP_001659898.2|AAEG
OG0003541	LOC108026178|XP_016952441.1|DBIA	LOC5576630|XP_021695759.1|AAEG
OG0003542	LOC108029557|XP_016957378.1|DBIA	LOC5576629|XP_021695763.1|AAEG
OG0003543	LOC108023489|XP_016948502.1|DBIA	LOC5576633|XP_001662790.1|AAEG
OG0003544	LOC108028725|XP_016956175.1|DBIA	LOC5570665|XP_001659266.1|AAEG
OG0003545	LOC108030906|XP_016959575.1|DBIA	LOC5571262|XP_021695920.1|AAEG
OG0003546	LOC108030896|XP_016959560.1|DBIA	LOC5571248|XP_021695946.1|AAEG
OG0003547	LOC108022749|XP_016947333.1|DBIA	LOC5568483|XP_021695974.1|AAEG
OG0003548	LOC108036556|XP_016968283.1|DBIA	LOC5568482|XP_011493357.2|AAEG
OG0003549	LOC108036588|XP_016968333.1|DBIA	LOC5568481|XP_021695981.1|AAEG
OG0003550	LOC108022525|XP_016946991.1|DBIA	LOC5568468|XP_001652303.1|AAEG
OG0003551	LOC108022812|XP_016947438.1|DBIA	LOC5579328|XP_021696014.1|AAEG
OG0003552	LOC108022499|XP_016946946.1|DBIA	LOC110675403|XP_021696024.1|AAEG
OG0003553	LOC108022828|XP_016947459.1|DBIA	LOC5573481|XP_021696025.1|AAEG
OG0003554	LOC108035008|XP_016965840.1|DBIA	LOC5577799|XP_021696028.1|AAEG
OG0003555	LOC108034898|XP_016965601.1|DBIA	LOC5578168|XP_021696070.1|AAEG
OG0003556	LOC108028465|XP_016955812.1|DBIA	LOC5574103|XP_021700597.1|AAEG
OG0003557	LOC108028285|XP_016955483.1|DBIA	LOC5574100|XP_001661171.1|AAEG
OG0003558	LOC108035043|XP_016965901.1|DBIA	LOC5565097|XP_021696157.1|AAEG
OG0003559	LOC108035221|XP_016966235.1|DBIA	LOC5565095|XP_021696175.1|AAEG
OG0003560	LOC108028776|XP_016956244.1|DBIA	LOC5564907|XP_001649256.2|AAEG
OG0003561	LOC108022845|XP_016947506.1|DBIA	LOC5572885|XP_021696189.1|AAEG
OG0003562	LOC108022894|XP_016947581.1|DBIA	LOC5569889|XP_021696239.1|AAEG
OG0003563	LOC108031978|XP_016961261.1|DBIA	LOC5569898|XP_001658796.1|AAEG
OG0003564	LOC108028443|XP_016955766.1|DBIA	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG
OG0003565	LOC108035681|XP_016966880.1|DBIA	LOC110675493|XP_021696321.1|AAEG
OG0003566	LOC108031637|XP_016960735.1|DBIA	LOC5570462|XP_021696323.1|AAEG
OG0003567	LOC108036505|XP_016968198.1|DBIA	LOC5570461|XP_021696331.1|AAEG
OG0003568	LOC108036429|XP_016968050.1|DBIA	LOC5577064|XP_021696349.1|AAEG
OG0003569	LOC108035343|XP_016966417.1|DBIA	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG
OG0003570	LOC108030106|XP_016958284.1|DBIA	LOC5571874|XP_021696407.1|AAEG
OG0003571	LOC108035600|XP_016966767.1|DBIA	LOC5570525|XP_001659184.2|AAEG
OG0003572	LOC108030190|XP_016958429.1|DBIA	LOC5570536|XP_021696455.1|AAEG
OG0003573	LOC108030426|XP_016958802.1|DBIA	LOC5570522|XP_021696464.1|AAEG
OG0003574	LOC108035331|XP_016966398.1|DBIA	LOC5567621|XP_001657591.2|AAEG
OG0003575	LOC108035329|XP_016966396.1|DBIA	LOC5576612|XP_001662762.1|AAEG
OG0003576	LOC108035481|XP_016966620.1|DBIA	LOC5566268|XP_021696550.1|AAEG
OG0003577	LOC108028339|XP_016955579.1|DBIA	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG
OG0003578	LOC108028533|XP_016955918.1|DBIA	LOC5569215|XP_001658388.1|AAEG
OG0003579	LOC108022618|XP_016947147.1|DBIA	LOC5569212|XP_021696607.1|AAEG
OG0003580	LOC108026791|XP_016953441.1|DBIA	LOC5568100|XP_021696615.1|AAEG
OG0003581	LOC108030026|XP_016958124.1|DBIA	LOC110675582|XP_021696631.1|AAEG
OG0003582	LOC108035238|XP_016966258.1|DBIA	LOC5568120|XP_001652059.2|AAEG
OG0003583	LOC108022896|XP_016947584.1|DBIA	LOC5578232|XP_021696662.1|AAEG
OG0003584	LOC108036530|XP_016968237.1|DBIA	LOC5574286|XP_001661329.1|AAEG
OG0003585	LOC108028078|XP_016955210.1|DBIA	LOC5566329|XP_001650718.1|AAEG
OG0003586	LOC108024917|XP_016950605.1|DBIA	LOC5579064|XP_021696762.1|AAEG
OG0003587	LOC108027938|XP_016955056.1|DBIA	LOC5564624|XP_001648973.2|AAEG
OG0003588	LOC108032032|XP_016961333.1|DBIA	LOC5567128|XP_001651546.2|AAEG
OG0003589	LOC108036313|XP_016967812.1|DBIA	LOC110676989|XP_021702921.1|AAEG
OG0003590	LOC108034878|XP_016965572.1|DBIA	LOC5574420|XP_021696838.1|AAEG
OG0003591	LOC108030379|XP_016958741.1|DBIA	LOC5566232|XP_021696842.1|AAEG
OG0003592	LOC108030688|XP_016959211.1|DBIA	LOC5566211|XP_001650600.1|AAEG
OG0003593	LOC108034775|XP_016965211.1|DBIA	LOC5566219|XP_021696862.1|AAEG
OG0003594	LOC108028038|XP_016955165.1|DBIA	LOC5566962|XP_001651375.2|AAEG
OG0003595	LOC108026887|XP_016953578.1|DBIA	LOC5565647|XP_021696889.1|AAEG
OG0003596	LOC108030073|XP_016958163.1|DBIA	LOC5565652|XP_001650005.1|AAEG
OG0003597	LOC108030050|XP_016958114.1|DBIA	LOC5565650|XP_001650002.2|AAEG
OG0003598	LOC108035576|XP_016966736.1|DBIA	LOC5573763|XP_001654790.1|AAEG
OG0003599	LOC108027764|XP_016954811.1|DBIA	LOC5573779|XP_021696930.1|AAEG
OG0003600	LOC108034861|XP_016965503.1|DBIA	LOC5576770|XP_001662857.2|AAEG
OG0003601	LOC108036648|XP_016968412.1|DBIA	LOC5568893|XP_001658218.2|AAEG
OG0003602	LOC108026762|XP_016953391.1|DBIA	LOC5574799|XP_021697010.1|AAEG
OG0003603	LOC108034475|XP_016964848.1|DBIA	LOC5574896|XP_001655401.2|AAEG
OG0003604	LOC108034023|XP_016964251.1|DBIA	LOC5579976|XP_001658608.1|AAEG
OG0003605	LOC108024807|XP_016950418.1|DBIA	LOC5568318|XP_021697072.1|AAEG
OG0003606	LOC108022633|XP_016947177.1|DBIA	LOC5568317|XP_001652194.1|AAEG
OG0003607	LOC108022921|XP_016947621.1|DBIA	LOC5568314|XP_001652191.1|AAEG
OG0003608	LOC108035645|XP_016966839.1|DBIA	LOC5568308|XP_021697084.1|AAEG
OG0003609	LOC108036604|XP_016968355.1|DBIA	LOC5568291|XP_001652167.1|AAEG
OG0003610	LOC108028640|XP_016956054.1|DBIA	LOC5576961|XP_001663056.2|AAEG
OG0003611	LOC108028832|XP_016956313.1|DBIA	LOC5571818|XP_021697130.1|AAEG
OG0003612	LOC108022232|XP_016946579.1|DBIA	LOC5571827|XP_021697152.1|AAEG
OG0003613	LOC108030168|XP_016958394.1|DBIA	LOC5573466|XP_001660886.2|AAEG
OG0003614	LOC108030077|XP_016958179.1|DBIA	LOC5573465|XP_001660887.1|AAEG
OG0003615	LOC108022476|XP_016946916.1|DBIA	LOC110675782|XP_021697245.1|AAEG
OG0003616	LOC108026919|XP_016953619.1|DBIA	LOC5577568|XP_001663442.1|AAEG
OG0003617	LOC108022621|XP_016947152.1|DBIA	LOC110675790|XP_021697279.1|AAEG
OG0003618	LOC108022620|XP_016947150.1|DBIA	LOC5574903|XP_021697274.1|AAEG
OG0003619	LOC108030263|XP_016958575.1|DBIA	LOC5574912|XP_021697293.1|AAEG
OG0003620	LOC108026850|XP_016953518.1|DBIA	LOC5578898|XP_001664109.2|AAEG
OG0003621	LOC108029553|XP_016957366.1|DBIA	LOC110675810|XP_021697327.1|AAEG, LOC5571598|XP_011493059.2|AAEG
OG0003622	LOC108029525|XP_016957344.1|DBIA	LOC110675811|XP_021697329.1|AAEG, LOC5571597|XP_001653721.2|AAEG
OG0003623	LOC108029471|XP_016957214.1|DBIA	LOC5570735|XP_001659326.1|AAEG
OG0003624	LOC108022602|XP_016947126.1|DBIA	LOC5579975|XP_021697397.1|AAEG
OG0003625	LOC108030218|XP_016958482.1|DBIA	LOC5574421|XP_001661438.1|AAEG
OG0003626	LOC108030067|XP_016958154.1|DBIA	LOC5576843|XP_001662949.1|AAEG
OG0003627	LOC108029486|XP_016957243.1|DBIA	LOC5577050|XP_001663147.2|AAEG
OG0003628	LOC108036398|XP_016968004.1|DBIA	LOC5576845|XP_021697495.1|AAEG
OG0003629	LOC108029947|XP_016957939.1|DBIA	LOC5564960|XP_021697514.1|AAEG
OG0003630	LOC108026788|XP_016953437.1|DBIA	LOC5579516|XP_021697513.1|AAEG
OG0003631	LOC108030855|XP_016959486.1|DBIA	LOC110681439|XP_021712886.1|AAEG, LOC5566249|XP_021697520.1|AAEG
OG0003632	LOC108034675|XP_016965106.1|DBIA	LOC5576854|XP_001656279.1|AAEG
OG0003633	LOC108029634|XP_016957522.1|DBIA	LOC5575244|XP_021697543.1|AAEG
OG0003634	LOC108035526|XP_016966684.1|DBIA	LOC5574066|XP_021697592.1|AAEG
OG0003635	LOC108035450|XP_016966577.1|DBIA	LOC5565621|XP_021697596.1|AAEG
OG0003636	LOC108036543|XP_016968256.1|DBIA	LOC5565623|XP_001649978.2|AAEG
OG0003637	LOC108029573|XP_016957423.1|DBIA	LOC110680630|XP_021712118.1|AAEG, LOC5564737|XP_001649083.3|AAEG
OG0003638	LOC108028469|XP_016955819.1|DBIA	LOC5572754|XP_021697617.1|AAEG
OG0003639	LOC108032739|XP_016962213.1|DBIA	LOC5565412|XP_001649759.1|AAEG
OG0003640	LOC108026742|XP_016953351.1|DBIA	LOC5578399|XP_021697634.1|AAEG
OG0003641	LOC108026552|XP_016952991.1|DBIA	LOC5571951|XP_001660055.1|AAEG, LOC5572768|XP_001660589.1|AAEG
OG0003642	LOC108029706|XP_016957665.1|DBIA	LOC5566366|XP_021697649.1|AAEG
OG0003643	LOC108026748|XP_016953363.1|DBIA	LOC110675919|XP_021697651.1|AAEG
OG0003644	LOC108036589|XP_016968334.1|DBIA	LOC5573545|XP_001654680.1|AAEG
OG0003645	LOC108034530|XP_016964945.1|DBIA	LOC5571703|XP_001659845.2|AAEG
OG0003646	LOC108035305|XP_016966364.1|DBIA	LOC5565875|XP_021697696.1|AAEG
OG0003647	LOC108029705|XP_016957668.1|DBIA	LOC5567984|XP_001657805.2|AAEG
OG0003648	LOC108029112|XP_016956714.1|DBIA	LOC5565748|XP_001650108.2|AAEG
OG0003649	LOC108026229|XP_016952552.1|DBIA	LOC5565555|XP_001649906.1|AAEG
OG0003650	LOC108033204|XP_016962940.1|DBIA	LOC5565559|XP_021697733.1|AAEG
OG0003651	LOC108025464|XP_016951455.1|DBIA	LOC5564456|XP_021697774.1|AAEG
OG0003652	LOC108035877|XP_016967116.1|DBIA	LOC5570336|XP_001653165.1|AAEG
OG0003653	LOC108028804|XP_016956277.1|DBIA	LOC5573421|XP_021697823.1|AAEG
OG0003654	LOC108035234|XP_016966255.1|DBIA	LOC5573417|XP_001654591.1|AAEG
OG0003655	LOC108032782|XP_016962272.1|DBIA	LOC5573416|XP_001654590.2|AAEG
OG0003656	LOC108035894|XP_016967138.1|DBIA	LOC5564145|XP_021697831.1|AAEG
OG0003657	LOC108034643|XP_016965070.1|DBIA	LOC5578038|XP_001663658.2|AAEG
OG0003658	LOC108024548|XP_016950015.1|DBIA	LOC5563748|XP_021697833.1|AAEG
OG0003659	LOC108028671|XP_016956092.1|DBIA	LOC5576553|XP_021697848.1|AAEG
OG0003660	LOC108029559|XP_016957392.1|DBIA	LOC5576547|XP_021697849.1|AAEG
OG0003661	LOC108035311|XP_016966373.1|DBIA	LOC5575117|XP_021697884.1|AAEG
OG0003662	LOC108028522|XP_016955894.1|DBIA	LOC5575143|XP_021697917.1|AAEG
OG0003663	LOC108028340|XP_016955580.1|DBIA	LOC5577083|XP_001656317.1|AAEG
OG0003664	LOC108028585|XP_016955985.1|DBIA	LOC5577077|XP_021697922.1|AAEG
OG0003665	LOC108022191|XP_016946532.1|DBIA	LOC5571197|XP_021697945.1|AAEG
OG0003666	LOC108030329|XP_016958676.1|DBIA	LOC5573986|XP_021697972.1|AAEG
OG0003667	LOC108034975|XP_016965778.1|DBIA	LOC5573995|XP_021697981.1|AAEG
OG0003668	LOC108034376|XP_016964748.1|DBIA	LOC23687412|XP_021698133.1|AAEG
OG0003669	LOC108036660|XP_016968431.1|DBIA	LOC5569166|XP_001658356.1|AAEG
OG0003670	LOC108036659|XP_016968429.1|DBIA	LOC5569167|XP_001658357.1|AAEG
OG0003671	LOC108022630|XP_016947173.1|DBIA	LOC5577718|XP_021698177.1|AAEG
OG0003672	LOC108026452|XP_016952881.1|DBIA	LOC110676045|XP_021698198.1|AAEG
OG0003673	LOC108026752|XP_016953367.1|DBIA	LOC5575822|XP_001662247.2|AAEG
OG0003674	LOC108036521|XP_016968220.1|DBIA	LOC5567851|XP_021698252.1|AAEG
OG0003675	LOC108029483|XP_016957235.1|DBIA	LOC5567856|XP_001651881.1|AAEG
OG0003676	LOC108029484|XP_016957236.1|DBIA	LOC5567854|XP_021698257.1|AAEG
OG0003677	LOC108031494|XP_016960480.1|DBIA	LOC5576040|XP_001662376.1|AAEG
OG0003678	LOC108035340|XP_016966414.1|DBIA	LOC5564253|XP_021712464.1|AAEG, LOC110676109|XP_021698350.1|AAEG
OG0003679	LOC108035616|XP_016966792.1|DBIA	LOC5564308|XP_001648652.1|AAEG
OG0003680	LOC108023036|XP_016947766.1|DBIA	LOC5568838|XP_001658204.2|AAEG
OG0003681	LOC108030260|XP_016958571.1|DBIA	LOC5568875|XP_021698385.1|AAEG
OG0003682	LOC108027270|XP_016954134.1|DBIA	LOC5568874|XP_021698400.1|AAEG
OG0003683	LOC108030018|XP_016958021.1|DBIA	LOC5572106|XP_021698409.1|AAEG
OG0003684	LOC108034921|XP_016965666.1|DBIA	LOC5574160|XP_001655069.1|AAEG
OG0003685	LOC108030722|XP_016959256.1|DBIA	LOC5571938|XP_021698447.1|AAEG
OG0003686	LOC108036486|XP_016968161.1|DBIA	LOC5569619|XP_001652901.1|AAEG
OG0003687	LOC108022673|XP_016947232.1|DBIA	LOC5569616|XP_021698472.1|AAEG
OG0003688	LOC108026848|XP_016953515.1|DBIA	LOC5565346|XP_001649689.1|AAEG
OG0003689	LOC108030870|XP_016959509.1|DBIA	LOC5563919|XP_021698485.1|AAEG
OG0003690	LOC108028773|XP_016956240.1|DBIA	LOC5569604|XP_021698487.1|AAEG
OG0003691	LOC108030710|XP_016959240.1|DBIA	LOC110676131|XP_021698493.1|AAEG, LOC110675143|XP_021695216.1|AAEG
OG0003692	LOC108030351|XP_016958705.1|DBIA	LOC5569591|XP_021698549.1|AAEG
OG0003693	LOC108029481|XP_016957237.1|DBIA	LOC5570788|XP_001653292.1|AAEG
OG0003694	LOC108035640|XP_016966834.1|DBIA	LOC5570794|XP_001653296.1|AAEG
OG0003695	LOC108035443|XP_016966567.1|DBIA	LOC5564902|XP_001649245.2|AAEG
OG0003696	LOC108029995|XP_016957998.1|DBIA	LOC5579150|XP_021698648.1|AAEG
OG0003697	LOC108022658|XP_016947213.1|DBIA	LOC5572295|XP_021698721.1|AAEG
OG0003698	LOC108035661|XP_016966858.1|DBIA	LOC5572284|XP_001653969.1|AAEG
OG0003699	LOC108022763|XP_016947357.1|DBIA	LOC5567317|XP_021698753.1|AAEG
OG0003700	LOC108022980|XP_016947694.1|DBIA	LOC5572272|XP_001653957.2|AAEG
OG0003701	LOC108036805|XP_016968641.1|DBIA	LOC5572269|XP_001653954.1|AAEG
OG0003702	LOC108035649|XP_016966844.1|DBIA	LOC5572266|XP_001653951.1|AAEG
OG0003703	LOC108035625|XP_016966806.1|DBIA	LOC5574042|XP_021698766.1|AAEG
OG0003704	LOC108034537|XP_016964951.1|DBIA	LOC5575360|XP_001661892.2|AAEG
OG0003705	LOC108029552|XP_016957359.1|DBIA	LOC5572191|XP_021698801.1|AAEG
OG0003706	LOC108028632|XP_016956044.1|DBIA	LOC5565819|XP_021698841.1|AAEG
OG0003707	LOC108030744|XP_016959283.1|DBIA	LOC5575064|XP_021698851.1|AAEG
OG0003708	LOC108034973|XP_016965776.1|DBIA	LOC5566015|XP_021698872.1|AAEG
OG0003709	LOC108030319|XP_016958651.1|DBIA	LOC5566018|XP_001650384.2|AAEG
OG0003710	LOC108030363|XP_016958721.1|DBIA	LOC5566025|XP_021698881.1|AAEG
OG0003711	LOC108030916|XP_016959599.1|DBIA	LOC5574346|XP_001661381.1|AAEG
OG0003712	LOC108022893|XP_016947580.1|DBIA	LOC5565753|XP_001650112.2|AAEG
OG0003713	LOC108029701|XP_016957657.1|DBIA	LOC5574343|XP_001661378.2|AAEG
OG0003714	LOC108029700|XP_016957655.1|DBIA	LOC5574341|XP_021698911.1|AAEG
OG0003715	LOC108034753|XP_016965191.1|DBIA	LOC5577796|XP_021698955.1|AAEG
OG0003716	LOC108028623|XP_016956032.1|DBIA	LOC23687946|XP_021698970.1|AAEG
OG0003717	LOC108034542|XP_016964957.1|DBIA	LOC5577272|XP_001656371.1|AAEG
OG0003718	LOC108034524|XP_016964937.1|DBIA	LOC5574567|XP_021699003.1|AAEG
OG0003719	LOC108035401|XP_016966509.1|DBIA	LOC110676244|XP_021699030.1|AAEG
OG0003720	LOC108027545|XP_016954486.1|DBIA	LOC5573291|XP_021699052.1|AAEG
OG0003721	LOC108026901|XP_016953599.1|DBIA	LOC5573292|XP_001654507.1|AAEG
OG0003722	LOC108028373|XP_016955654.1|DBIA	LOC5564044|XP_021699093.1|AAEG
OG0003723	LOC108035288|XP_016966344.1|DBIA	LOC5577458|XP_001663389.1|AAEG
OG0003724	LOC108028700|XP_016956136.1|DBIA	LOC5575702|XP_001662153.1|AAEG
OG0003725	LOC108030570|XP_016958961.1|DBIA	LOC5575495|XP_021699130.1|AAEG
OG0003726	LOC108035382|XP_016966477.1|DBIA	LOC5579263|XP_021699132.1|AAEG
OG0003727	LOC108028582|XP_016955979.1|DBIA	LOC5565706|XP_021699195.1|AAEG
OG0003728	LOC108024811|XP_016950423.1|DBIA	LOC5566098|XP_021699212.1|AAEG
OG0003729	LOC108034797|XP_016965282.1|DBIA	LOC5566099|XP_021699209.1|AAEG
OG0003730	LOC108034792|XP_016965265.1|DBIA	LOC5573007|XP_021699256.1|AAEG
OG0003731	LOC108035557|XP_016966714.1|DBIA	LOC5574538|XP_001655189.2|AAEG
OG0003732	LOC108028747|XP_016956205.1|DBIA	LOC5575610|XP_021699284.1|AAEG
OG0003733	LOC108030115|XP_016958304.1|DBIA	LOC5572983|XP_001654307.2|AAEG
OG0003734	LOC108028802|XP_016956278.1|DBIA	LOC5578843|XP_021699297.1|AAEG
OG0003735	LOC108026872|XP_016953549.1|DBIA	LOC5578853|XP_021699343.1|AAEG
OG0003736	LOC108030300|XP_016958624.1|DBIA	LOC5578854|XP_001664061.1|AAEG
OG0003737	LOC108026635|XP_016953145.1|DBIA	LOC5578877|XP_001664064.2|AAEG
OG0003738	LOC108026938|XP_016953640.1|DBIA	LOC5572868|XP_001660627.2|AAEG
OG0003739	LOC108030133|XP_016958336.1|DBIA	LOC5572863|XP_021699395.1|AAEG
OG0003740	LOC108030105|XP_016958283.1|DBIA	LOC5564603|XP_021699399.1|AAEG
OG0003741	LOC108028362|XP_016955638.1|DBIA	LOC5564600|XP_001648946.1|AAEG
OG0003742	LOC108035944|XP_016967229.1|DBIA	LOC5575203|XP_001661842.1|AAEG
OG0003743	LOC108029576|XP_016957426.1|DBIA	LOC5575925|XP_021699449.1|AAEG
OG0003744	LOC108030107|XP_016958286.1|DBIA	LOC5575924|XP_001655915.2|AAEG
OG0003745	LOC108022275|XP_016946622.1|DBIA	LOC5575920|XP_001655911.1|AAEG
OG0003746	LOC108022592|XP_016947108.1|DBIA	LOC5575915|XP_021699455.1|AAEG
OG0003747	LOC108034554|XP_016964971.1|DBIA	LOC5570352|XP_021699456.1|AAEG
OG0003748	LOC108035686|XP_016966890.1|DBIA	LOC5570351|XP_021699457.1|AAEG
OG0003749	LOC108035081|XP_016965985.1|DBIA	LOC5570349|XP_001653178.1|AAEG
OG0003750	LOC108035082|XP_016965986.1|DBIA	LOC5570348|XP_021699463.1|AAEG
OG0003751	LOC108034992|XP_016965815.1|DBIA	LOC5570347|XP_021699465.1|AAEG
OG0003752	LOC108035188|XP_016966160.1|DBIA	LOC110680767|XP_021712245.1|AAEG, LOC5570328|XP_021699497.1|AAEG
OG0003753	LOC108028327|XP_016955553.1|DBIA	LOC5570324|XP_001653151.2|AAEG
OG0003754	LOC108028326|XP_016955547.1|DBIA	LOC5570322|XP_001653149.2|AAEG
OG0003755	LOC108034889|XP_016965588.1|DBIA	LOC5578490|XP_021699523.1|AAEG
OG0003756	LOC108032850|XP_016962343.1|DBIA	LOC5570727|XP_001659319.2|AAEG
OG0003757	LOC108022604|XP_016947128.1|DBIA	LOC5574455|XP_021699561.1|AAEG
OG0003758	LOC108029485|XP_016957239.1|DBIA	LOC5576991|XP_001663093.2|AAEG
OG0003759	LOC108034825|XP_016965415.1|DBIA	LOC5576979|XP_021699583.1|AAEG
OG0003760	LOC108022715|XP_016947284.1|DBIA	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG
OG0003761	LOC108022212|XP_016946557.1|DBIA, LOC108035145|XP_016966077.1|DBIA	LOC5576975|XP_001663070.2|AAEG
OG0003762	LOC108035146|XP_016966078.1|DBIA	LOC5576974|XP_021699600.1|AAEG
OG0003763	LOC108028681|XP_016956106.1|DBIA	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG
OG0003764	LOC108028502|XP_016955867.1|DBIA	LOC5574473|XP_021699619.1|AAEG
OG0003765	LOC108032428|XP_016961739.1|DBIA	LOC5574474|XP_001655133.2|AAEG
OG0003766	LOC108023382|XP_016948278.1|DBIA	LOC5567477|XP_001657450.1|AAEG
OG0003767	LOC108030246|XP_016958541.1|DBIA	LOC5570866|XP_001659377.1|AAEG
OG0003768	LOC108023099|XP_016947852.1|DBIA	LOC110676375|XP_021699654.1|AAEG
OG0003769	LOC108022590|XP_016947106.1|DBIA	LOC5570876|XP_001659386.1|AAEG
OG0003770	LOC108036002|XP_016967384.1|DBIA	LOC5578270|XP_021699665.1|AAEG
OG0003771	LOC108034741|XP_016965176.1|DBIA	LOC5578261|XP_021699680.1|AAEG
OG0003772	LOC108028811|XP_016956290.1|DBIA	LOC5569280|XP_001652813.2|AAEG
OG0003773	LOC108036634|XP_016968397.1|DBIA	LOC5569281|XP_021699682.1|AAEG
OG0003774	LOC108036502|XP_016968192.1|DBIA	LOC5575621|XP_021699693.1|AAEG
OG0003775	LOC108024162|XP_016949463.1|DBIA	LOC5576380|XP_001662596.2|AAEG
OG0003776	LOC108030362|XP_016958720.1|DBIA	LOC5569572|XP_001658638.2|AAEG
OG0003777	LOC108029656|XP_016957572.1|DBIA	LOC5567697|XP_001651861.1|AAEG
OG0003778	LOC108022982|XP_016947697.1|DBIA	LOC5567695|XP_021699793.1|AAEG
OG0003779	LOC108029565|XP_016957408.1|DBIA	LOC5565718|XP_021699822.1|AAEG
OG0003780	LOC108022484|XP_016946925.1|DBIA	LOC5574832|XP_021699838.1|AAEG
OG0003781	LOC108036001|XP_016967381.1|DBIA	LOC5574828|XP_001661659.2|AAEG
OG0003782	LOC108023369|XP_016948258.1|DBIA	LOC5574827|XP_021699848.1|AAEG
OG0003783	LOC108024712|XP_016950294.1|DBIA	LOC5574637|XP_001661554.1|AAEG
OG0003784	LOC108036231|XP_016967730.1|DBIA	LOC5574642|XP_021699899.1|AAEG
OG0003785	LOC108035740|XP_016966925.1|DBIA	LOC5574646|XP_001661565.1|AAEG
OG0003786	LOC108036585|XP_016968330.1|DBIA	LOC5572038|XP_001660145.2|AAEG
OG0003787	LOC108036583|XP_016968328.1|DBIA	LOC5572039|XP_021699913.1|AAEG
OG0003788	LOC108026689|XP_016953266.1|DBIA	LOC5572041|XP_001660149.2|AAEG
OG0003789	LOC108036450|XP_016968092.1|DBIA	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG
OG0003790	LOC108028745|XP_016956202.1|DBIA	LOC5564189|XP_001648526.1|AAEG
OG0003791	LOC108027225|XP_016954046.1|DBIA	LOC5569986|XP_021700012.1|AAEG
OG0003792	LOC108022634|XP_016947179.1|DBIA	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG
OG0003793	LOC108022605|XP_016947129.1|DBIA	LOC5575905|XP_021700119.1|AAEG
OG0003794	LOC108026740|XP_016953349.1|DBIA	LOC5575899|XP_021700127.1|AAEG
OG0003795	LOC108034997|XP_016965825.1|DBIA	LOC5578895|XP_001664101.2|AAEG
OG0003796	LOC108025274|XP_016951128.1|DBIA	LOC5576279|XP_021700136.1|AAEG
OG0003797	LOC108032756|XP_016962238.1|DBIA	LOC5565480|XP_021700166.1|AAEG
OG0003798	LOC108036667|XP_016968437.1|DBIA	LOC5570378|XP_021700169.1|AAEG
