Orthogroup	DBIA.longest_only	AEAL.longest_only
OG0004835	LOC108024859|XP_016950489.1|DBIA	LOC109406231|XP_029732509.1|AEAL
OG0004836	LOC108031779|XP_016960982.1|DBIA	LOC115268551|XP_029732501.1|AEAL, LOC109403852|XP_019532296.2|AEAL
OG0004837	LOC108028322|XP_016955544.1|DBIA	LOC109403860|XP_019532305.2|AEAL, LOC115268549|XP_029732500.1|AEAL
OG0004838	LOC108031559|XP_016960594.1|DBIA	LOC115259221|XP_029715608.1|AEAL, LOC109403871|XP_029723256.1|AEAL
OG0004839	LOC108031558|XP_016960590.1|DBIA	LOC109403870|XP_019532315.2|AEAL
OG0004840	LOC108026306|XP_016952679.1|DBIA	LOC109432063|XP_019563909.2|AEAL
OG0004841	LOC108029271|XP_016956959.1|DBIA	LOC109432065|XP_019563910.2|AEAL
OG0004842	LOC108026006|XP_016952185.1|DBIA	LOC109432067|XP_029723599.1|AEAL, LOC109404037|XP_019532451.2|AEAL
OG0004843	LOC108024412|XP_016949820.1|DBIA	LOC115264236|XP_029723671.1|AEAL, LOC109432069|XP_019563915.2|AEAL
OG0004844	LOC108036800|XP_016968637.1|DBIA	LOC109405196|XP_019533751.2|AEAL
OG0004845	LOC108032890|XP_016962414.1|DBIA	LOC109405203|XP_019542030.2|AEAL
OG0004846	LOC108029119|XP_016956721.1|DBIA	LOC109412868|XP_019542053.2|AEAL
OG0004847	LOC108029117|XP_016956719.1|DBIA	LOC109412869|XP_019542054.2|AEAL
OG0004848	LOC108025022|XP_016950770.1|DBIA	LOC109405199|XP_029720372.1|AEAL, LOC109412873|XP_029724721.1|AEAL
OG0004849	LOC108032503|XP_016961817.1|DBIA	LOC109412871|XP_029724720.1|AEAL
OG0004850	LOC108027265|XP_016954125.1|DBIA	LOC109406960|XP_019535512.1|AEAL
OG0004851	LOC108027051|XP_016953748.1|DBIA	LOC109406961|XP_019535514.2|AEAL
OG0004852	LOC108027380|XP_016954300.1|DBIA	LOC109406956|XP_029720379.1|AEAL
OG0004853	LOC108026666|XP_016953202.1|DBIA	LOC109409683|XP_019538702.2|AEAL, LOC115265374|XP_029726012.1|AEAL
OG0004854	LOC108034928|XP_016965672.1|DBIA	LOC109409716|XP_029719737.1|AEAL, LOC109411464|XP_029726056.1|AEAL
OG0004855	LOC108028260|XP_016955439.1|DBIA	LOC109409724|XP_019538762.2|AEAL
OG0004856	LOC108035172|XP_016966122.1|DBIA	LOC109432284|XP_019564161.2|AEAL, LOC109409767|XP_019538821.2|AEAL
OG0004857	LOC108034599|XP_016965021.1|DBIA	LOC109621687|XP_029726151.1|AEAL
OG0004858	LOC108034971|XP_016965773.1|DBIA	LOC109404753|XP_029726155.1|AEAL, LOC109621303|XP_029719711.1|AEAL
OG0004859	LOC108034968|XP_016965769.1|DBIA	LOC109621845|XP_019931583.1|AEAL
OG0004860	LOC108035613|XP_016966788.1|DBIA	LOC109418058|XP_019547759.1|AEAL
OG0004861	LOC108034946|XP_016965714.1|DBIA	LOC109413045|XP_029726160.1|AEAL
OG0004862	LOC108034909|XP_016965644.1|DBIA	LOC109413053|XP_029726172.1|AEAL
OG0004863	LOC108028459|XP_016955802.1|DBIA	LOC109621317|XP_029726176.1|AEAL
OG0004864	LOC108035504|XP_016966651.1|DBIA	LOC115265400|XP_029726177.1|AEAL, LOC109621713|XP_029716582.1|AEAL
OG0004865	LOC108024800|XP_016950409.1|DBIA	LOC115259930|XP_029716584.1|AEAL, LOC109410370|XP_019539464.3|AEAL
OG0004866	LOC108028607|XP_016956016.1|DBIA	LOC109410161|XP_029719617.1|AEAL, LOC109407831|XP_029726188.1|AEAL
OG0004867	LOC108030089|XP_016958215.1|DBIA	LOC109407830|XP_019536538.2|AEAL
OG0004868	LOC108024272|XP_016949654.1|DBIA	LOC109410129|XP_019539204.2|AEAL
OG0004869	LOC108030052|XP_016958118.1|DBIA	LOC109407818|XP_019536526.2|AEAL
OG0004870	LOC108030072|XP_016958161.1|DBIA	LOC109410018|XP_019539105.2|AEAL
OG0004871	LOC108022939|XP_016947641.1|DBIA	LOC109409922|XP_029726200.1|AEAL
OG0004872	LOC108023097|XP_016947847.1|DBIA	LOC109407728|XP_019536424.1|AEAL
OG0004873	LOC108036139|XP_016967613.1|DBIA	LOC109622565|XP_019932521.2|AEAL
OG0004874	LOC108025157|XP_016950923.1|DBIA	LOC109622584|XP_019932534.2|AEAL
OG0004875	LOC108035773|XP_016966968.1|DBIA	LOC109409527|XP_029726247.1|AEAL
OG0004876	LOC108024219|XP_016949574.1|DBIA	LOC109409423|XP_019538414.2|AEAL
OG0004877	LOC108030705|XP_016959233.1|DBIA	LOC109622535|XP_019932474.2|AEAL
OG0004878	LOC108030409|XP_016958784.1|DBIA	LOC109622527|XP_029726277.1|AEAL, LOC109409117|XP_019538074.2|AEAL
OG0004879	LOC108026679|XP_016953244.1|DBIA	LOC115265418|XP_029726285.1|AEAL, LOC109409016|XP_029716652.1|AEAL
OG0004880	LOC108030878|XP_016959524.1|DBIA	LOC109622521|XP_029716648.1|AEAL, LOC109408985|XP_019537931.2|AEAL
OG0004881	LOC108028543|XP_016955930.1|DBIA	LOC109408976|XP_019537919.2|AEAL, LOC115265419|XP_029726291.1|AEAL
OG0004882	LOC108028726|XP_016956176.1|DBIA	LOC109408924|XP_019537864.1|AEAL, LOC109622402|XP_029716669.1|AEAL
OG0004883	LOC108035678|XP_016966877.1|DBIA	LOC109408908|XP_029716667.1|AEAL, LOC115265421|XP_029726294.1|AEAL
OG0004884	LOC108030063|XP_016958141.1|DBIA	LOC109408687|XP_029726312.1|AEAL
OG0004885	LOC108029612|XP_016957484.1|DBIA	LOC109408572|XP_019537445.2|AEAL, LOC109622494|XP_019932396.2|AEAL
OG0004886	LOC108036540|XP_016968252.1|DBIA	LOC109622491|XP_019932392.2|AEAL
OG0004887	LOC108030453|XP_016958835.1|DBIA	LOC109408528|XP_019537395.2|AEAL
OG0004888	LOC108030119|XP_016958308.1|DBIA	LOC109622488|XP_019932386.2|AEAL
OG0004889	LOC108036581|XP_016968325.1|DBIA	LOC109622343|XP_019932159.2|AEAL
OG0004890	LOC108030143|XP_016958348.1|DBIA	LOC109423549|XP_029726385.1|AEAL
OG0004891	LOC108036532|XP_016968243.1|DBIA	LOC109423541|XP_019554073.2|AEAL
OG0004892	LOC108030358|XP_016958714.1|DBIA	LOC109423281|XP_019553751.1|AEAL
OG0004893	LOC108026626|XP_016953131.1|DBIA	LOC109423260|XP_019553739.2|AEAL
OG0004894	LOC108030420|XP_016958796.1|DBIA	LOC109423345|XP_019553837.1|AEAL
OG0004895	LOC108022787|XP_016947402.1|DBIA	LOC115261961|XP_029719749.1|AEAL, LOC109423341|XP_029726421.1|AEAL
OG0004896	LOC108030317|XP_016958645.1|DBIA	LOC115265442|XP_029726431.1|AEAL, LOC109423336|XP_019553823.2|AEAL
OG0004897	LOC108030261|XP_016958572.1|DBIA	LOC109423332|XP_019553820.2|AEAL, LOC115261957|XP_029719739.1|AEAL
OG0004898	LOC108022522|XP_016946984.1|DBIA	LOC109423328|XP_019553812.1|AEAL
OG0004899	LOC108022498|XP_016946943.1|DBIA	LOC109423324|XP_019553800.2|AEAL
OG0004900	LOC108022813|XP_016947439.1|DBIA	LOC109423322|XP_019553797.2|AEAL
OG0004901	LOC108023090|XP_016947836.1|DBIA	LOC109423316|XP_019553793.2|AEAL
OG0004902	LOC108035638|XP_016966830.1|DBIA	LOC115254506|XP_029707904.1|AEAL, LOC109423312|XP_029726451.1|AEAL
OG0004903	LOC108026700|XP_016953282.1|DBIA	LOC109423308|XP_019553784.2|AEAL
OG0004904	LOC108026453|XP_016952882.1|DBIA	LOC109423296|XP_019553766.2|AEAL
OG0004905	LOC108036525|XP_016968226.1|DBIA	LOC109423295|XP_019553764.1|AEAL
OG0004906	LOC108030502|XP_016958883.1|DBIA	LOC115261689|XP_029719435.1|AEAL, LOC109623149|XP_019933195.2|AEAL
OG0004907	LOC108028777|XP_016956245.1|DBIA	LOC109623416|XP_019933519.2|AEAL
OG0004908	LOC108028658|XP_016956074.1|DBIA	LOC109623129|XP_019933171.2|AEAL, LOC115263508|XP_029722604.1|AEAL
OG0004909	LOC108028286|XP_016955486.1|DBIA	LOC115253550|XP_029722605.1|AEAL, LOC109623121|XP_029726493.1|AEAL
OG0004910	LOC108028484|XP_016955836.1|DBIA	LOC109623120|XP_019933159.2|AEAL, LOC115265455|XP_029726496.1|AEAL
OG0004911	LOC108035413|XP_016966523.1|DBIA	LOC109623113|XP_019933141.1|AEAL
OG0004912	LOC108030519|XP_016958900.1|DBIA	LOC109399262|XP_019527246.2|AEAL
OG0004913	LOC108022159|XP_016946490.1|DBIA	LOC109429053|XP_019560435.2|AEAL
OG0004914	LOC108022923|XP_016947624.1|DBIA	LOC109429046|XP_019560427.2|AEAL
OG0004915	LOC108022756|XP_016947343.1|DBIA	LOC109399247|XP_019560422.1|AEAL
OG0004916	LOC108036642|XP_016968405.1|DBIA	LOC109429040|XP_029726543.1|AEAL
OG0004917	LOC108035126|XP_016966047.1|DBIA	LOC109399230|XP_019527209.2|AEAL
OG0004918	LOC108035124|XP_016966044.1|DBIA	LOC109399232|XP_029726552.1|AEAL
OG0004919	LOC108023862|XP_016949008.1|DBIA	LOC109399231|XP_029726559.1|AEAL
OG0004920	LOC108034486|XP_016964880.1|DBIA	LOC109429027|XP_019560401.2|AEAL
OG0004921	LOC108028444|XP_016955767.1|DBIA	LOC109429026|XP_019560399.2|AEAL
OG0004922	LOC108035474|XP_016966613.1|DBIA	LOC109399154|XP_029726571.1|AEAL, LOC115266777|XP_029729209.1|AEAL
OG0004923	LOC108035358|XP_016966443.1|DBIA	LOC109413976|XP_019543253.1|AEAL
OG0004924	LOC108028209|XP_016955363.1|DBIA	LOC109413994|XP_019543266.2|AEAL
OG0004925	LOC108030618|XP_016959107.1|DBIA	LOC109413958|XP_019543233.2|AEAL
OG0004926	LOC108028775|XP_016956242.1|DBIA	LOC109413954|XP_029726594.1|AEAL, LOC109399195|XP_019527175.2|AEAL
OG0004927	LOC108028703|XP_016956170.1|DBIA	LOC109419975|XP_029726604.1|AEAL, LOC109622845|XP_029712003.1|AEAL
OG0004928	LOC108030094|XP_016958230.1|DBIA	LOC115265479|XP_029726623.1|AEAL
OG0004929	LOC108027902|XP_016955013.1|DBIA	LOC109414821|XP_019544204.2|AEAL
OG0004930	LOC108030048|XP_016958112.1|DBIA	LOC109418071|XP_019544235.2|AEAL
OG0004931	LOC108030342|XP_016958696.1|DBIA	LOC109418080|XP_019547798.2|AEAL
OG0004932	LOC108022716|XP_016947290.1|DBIA, LOC108029918|XP_016957904.1|DBIA	LOC109406442|XP_019535080.2|AEAL
OG0004933	LOC108030340|XP_016958692.1|DBIA	LOC109406441|XP_019535079.1|AEAL
OG0004934	LOC108026961|XP_016953665.1|DBIA	LOC109418085|XP_019547804.1|AEAL
OG0004935	LOC108030156|XP_016958373.1|DBIA	LOC109418094|XP_029726740.1|AEAL
OG0004936	LOC108035362|XP_016966449.1|DBIA	LOC109406455|XP_029716548.1|AEAL, LOC109419618|XP_029726741.1|AEAL
OG0004937	LOC108028586|XP_016955989.1|DBIA	LOC109413160|XP_029716556.1|AEAL, LOC109418100|XP_019547833.2|AEAL
OG0004938	LOC108034829|XP_016965430.1|DBIA	LOC109412894|XP_019542098.2|AEAL
OG0004939	LOC108035924|XP_016967200.1|DBIA	LOC109418134|XP_029726785.1|AEAL
OG0004940	LOC108035935|XP_016967214.1|DBIA	LOC109418868|XP_029726704.1|AEAL
OG0004941	LOC108035328|XP_016966391.1|DBIA	LOC109412628|XP_029726702.1|AEAL, LOC115266191|XP_029728017.1|AEAL
OG0004942	LOC108028412|XP_016955718.1|DBIA	LOC109418918|XP_029726700.1|AEAL
OG0004943	LOC108035231|XP_016966250.1|DBIA	LOC109407772|XP_029728013.1|AEAL, LOC109418922|XP_029726698.1|AEAL
OG0004944	LOC108034845|XP_016965465.1|DBIA	LOC109418903|XP_019548673.2|AEAL
OG0004945	LOC108030402|XP_016958776.1|DBIA	LOC109397683|XP_029709771.1|AEAL, LOC109418955|XP_019548721.1|AEAL
OG0004946	LOC108030866|XP_016959502.1|DBIA	LOC109398511|XP_029709793.1|AEAL, LOC109418899|XP_029733554.1|AEAL
OG0004947	LOC108035468|XP_016966605.1|DBIA	LOC109418991|XP_029733542.1|AEAL, LOC109398041|XP_029709803.1|AEAL
OG0004948	LOC108034769|XP_016965204.1|DBIA	LOC115255812|XP_029709854.1|AEAL, LOC109398050|XP_029733463.1|AEAL
OG0004949	LOC108034941|XP_016965709.1|DBIA	LOC109418994|XP_019548771.2|AEAL
OG0004950	LOC108029633|XP_016957524.1|DBIA	LOC109398092|XP_029733539.1|AEAL, LOC109418996|XP_019548773.1|AEAL
OG0004951	LOC108024666|XP_016950223.1|DBIA	LOC109419725|XP_029733534.1|AEAL, LOC109398102|XP_029709807.1|AEAL
OG0004952	LOC108035391|XP_016966492.1|DBIA	LOC109419723|XP_019549535.2|AEAL, LOC115269203|XP_029733533.1|AEAL
OG0004953	LOC108035518|XP_016966669.1|DBIA	LOC109419716|XP_019549531.2|AEAL, LOC109398159|XP_019526037.1|AEAL
OG0004954	LOC108035624|XP_016966805.1|DBIA	LOC109398218|XP_019526090.2|AEAL, LOC109419709|XP_019549524.2|AEAL
OG0004955	LOC108028805|XP_016956279.1|DBIA	LOC109622114|XP_019931889.2|AEAL
OG0004956	LOC108036380|XP_016967971.1|DBIA	LOC109419687|XP_029733474.1|AEAL
OG0004957	LOC108035219|XP_016966233.1|DBIA	LOC109411811|XP_019540962.2|AEAL, LOC115265357|XP_029725931.1|AEAL
OG0004958	LOC108035490|XP_016966630.1|DBIA	LOC109410022|XP_029725914.1|AEAL, LOC115265343|XP_029725873.1|AEAL
OG0004959	LOC108035152|XP_016966083.1|DBIA	LOC109419641|XP_019549410.1|AEAL, LOC109410021|XP_019539106.1|AEAL
OG0004960	LOC108035153|XP_016966085.1|DBIA	LOC109419667|XP_029725912.1|AEAL, LOC109410019|XP_029725871.1|AEAL
OG0004961	LOC108036668|XP_016968438.1|DBIA	LOC109410017|XP_019539101.2|AEAL, LOC109419666|XP_019549444.2|AEAL
OG0004962	LOC108028493|XP_016955858.1|DBIA	LOC109419661|XP_019549440.2|AEAL, LOC109410012|XP_029725868.1|AEAL
OG0004963	LOC108035922|XP_016967188.1|DBIA	LOC109419625|XP_029725256.1|AEAL
OG0004964	LOC108035272|XP_016966320.1|DBIA	LOC109420228|XP_019550107.2|AEAL
OG0004965	LOC108028130|XP_016955272.1|DBIA	LOC109397318|XP_019525193.2|AEAL, LOC109420244|XP_019550127.1|AEAL
OG0004966	LOC108028481|XP_016955832.1|DBIA	LOC109420246|XP_019550128.1|AEAL, LOC115254150|XP_029725760.1|AEAL
OG0004967	LOC108030054|XP_016958121.1|DBIA	LOC115254149|XP_029725756.1|AEAL, LOC109420257|XP_029725775.1|AEAL
OG0004968	LOC108035575|XP_016966735.1|DBIA	LOC109420278|XP_029725669.1|AEAL, LOC115265303|XP_029725670.1|AEAL
OG0004969	LOC108029942|XP_016957933.1|DBIA	LOC109397359|XP_019525230.1|AEAL, LOC109420281|XP_029725666.1|AEAL
OG0004970	LOC108035705|XP_016966916.1|DBIA	LOC109420282|XP_019550157.2|AEAL, LOC109397360|XP_029725672.1|AEAL
OG0004971	LOC108035336|XP_016966402.1|DBIA	LOC115265305|XP_029725673.1|AEAL, LOC109397368|XP_029725663.1|AEAL
OG0004972	LOC108028553|XP_016955945.1|DBIA	LOC109397363|XP_029725680.1|AEAL, LOC109420286|XP_019550165.1|AEAL
OG0004973	LOC108028990|XP_016956524.1|DBIA	LOC109416473|XP_019546092.2|AEAL
OG0004974	LOC108034926|XP_016965671.1|DBIA	LOC109416467|XP_019546075.2|AEAL
OG0004975	LOC108035359|XP_016966446.1|DBIA	LOC109406428|XP_029725743.1|AEAL, LOC109402594|XP_029725715.1|AEAL
OG0004976	LOC108034532|XP_016964947.1|DBIA	LOC109406421|XP_029727541.1|AEAL, LOC109417268|XP_019546926.2|AEAL
OG0004977	LOC108026761|XP_016953390.1|DBIA	LOC109417063|XP_019546727.2|AEAL
OG0004978	LOC108030123|XP_016958314.1|DBIA	LOC109415739|XP_019545214.2|AEAL, LOC109416976|XP_019546637.2|AEAL
OG0004979	LOC108034747|XP_016965184.1|DBIA	LOC109427362|XP_019558450.2|AEAL, LOC109414739|XP_029727537.1|AEAL
OG0004980	LOC108030642|XP_016959145.1|DBIA	LOC109406578|XP_029725596.1|AEAL
OG0004981	LOC108035955|XP_016967249.1|DBIA	LOC109410532|XP_019539613.2|AEAL
OG0004982	LOC108035957|XP_016967254.1|DBIA	LOC109426566|XP_029725601.1|AEAL
OG0004983	LOC108035489|XP_016966629.1|DBIA	LOC109426572|XP_019557647.2|AEAL
OG0004984	LOC108028665|XP_016956086.1|DBIA	LOC109426575|XP_019557653.2|AEAL
OG0004985	LOC108028542|XP_016955933.1|DBIA	LOC109426597|XP_019557676.2|AEAL
OG0004986	LOC108028639|XP_016956053.1|DBIA	LOC109426600|XP_019557679.2|AEAL
OG0004987	LOC108035001|XP_016965829.1|DBIA	LOC109410517|XP_029725621.1|AEAL
OG0004988	LOC108028557|XP_016955954.1|DBIA	LOC109426646|XP_019557716.2|AEAL
OG0004989	LOC108035355|XP_016966438.1|DBIA	LOC109426647|XP_019557717.2|AEAL
OG0004990	LOC108022386|XP_016946758.1|DBIA	LOC109426667|XP_029725561.1|AEAL
OG0004991	LOC108030058|XP_016958131.1|DBIA	LOC109417815|XP_019547534.1|AEAL
OG0004992	LOC108030062|XP_016958138.1|DBIA	LOC109417617|XP_019547208.1|AEAL
OG0004993	LOC108035392|XP_016966494.1|DBIA	LOC109426788|XP_019557865.2|AEAL, LOC109426733|XP_019557818.2|AEAL
OG0004994	LOC108034408|XP_016964779.1|DBIA, LOC108035704|XP_016966915.1|DBIA	LOC109426821|XP_029725421.1|AEAL, LOC115265247|XP_029725406.1|AEAL
OG0004995	LOC108034914|XP_016965649.1|DBIA	LOC115265238|XP_029725380.1|AEAL, LOC109426825|XP_029725415.1|AEAL, LOC109417868|XP_029725404.1|AEAL
OG0004996	LOC108030529|XP_016958912.1|DBIA	LOC109426827|XP_029725403.1|AEAL, LOC109417869|XP_029725414.1|AEAL
OG0004997	LOC108036633|XP_016968396.1|DBIA	LOC109426834|XP_019557927.2|AEAL
OG0004998	LOC108026691|XP_016953269.1|DBIA	LOC109426843|XP_019557937.2|AEAL
OG0004999	LOC108035437|XP_016966560.1|DBIA	LOC109417959|XP_019547649.2|AEAL
OG0005000	LOC108036270|XP_016967770.1|DBIA	LOC109417965|XP_019547656.2|AEAL
OG0005001	LOC108034955|XP_016965730.1|DBIA	LOC109417966|XP_029725386.1|AEAL
OG0005002	LOC108032214|XP_016961563.1|DBIA	LOC109417976|XP_029732517.1|AEAL
OG0005003	LOC108035320|XP_016966384.1|DBIA	LOC109622784|XP_029732391.1|AEAL, LOC109417991|XP_029732383.1|AEAL
OG0005004	LOC108028838|XP_016956318.1|DBIA	LOC109417993|XP_029732392.1|AEAL, LOC109621931|XP_029732385.1|AEAL
OG0005005	LOC108035887|XP_016967131.1|DBIA	LOC109418009|XP_029732422.1|AEAL
OG0005006	LOC108030678|XP_016959218.1|DBIA	LOC109406017|XP_019534610.2|AEAL
OG0005007	LOC108028624|XP_016956033.1|DBIA	LOC109406018|XP_029732423.1|AEAL
OG0005008	LOC108031203|XP_016959920.1|DBIA	LOC109406007|XP_029732494.1|AEAL
OG0005009	LOC108028085|XP_016955215.1|DBIA	LOC115259321|XP_029715717.1|AEAL, LOC109406008|XP_019534606.1|AEAL
OG0005010	LOC108030497|XP_016958876.1|DBIA	LOC109408975|XP_019537954.2|AEAL
OG0005011	LOC108026838|XP_016953502.1|DBIA	LOC109416999|XP_019546659.2|AEAL
OG0005012	LOC108028767|XP_016956231.1|DBIA	LOC109407978|XP_029735152.1|AEAL, LOC109403653|XP_019532012.2|AEAL
OG0005013	LOC108031546|XP_016960571.1|DBIA	LOC109407961|XP_029735093.1|AEAL, LOC115270140|XP_029735100.1|AEAL
OG0005014	LOC108034987|XP_016965806.1|DBIA	LOC109408081|XP_029707738.1|AEAL, LOC109403635|XP_019531996.2|AEAL, LOC115270955|XP_029736180.1|AEAL
OG0005015	LOC108028471|XP_016955822.1|DBIA	LOC109403649|XP_019532007.1|AEAL
OG0005016	LOC108030676|XP_016959194.1|DBIA	LOC109407939|XP_029716751.1|AEAL, LOC115268456|XP_029732300.1|AEAL
OG0005017	LOC108035093|XP_016966003.1|DBIA	LOC109407929|XP_029732313.1|AEAL, LOC109413857|XP_029732311.1|AEAL
OG0005018	LOC108030066|XP_016958152.1|DBIA	LOC109413860|XP_029732334.1|AEAL, LOC109407928|XP_029732332.1|AEAL
OG0005019	LOC108035236|XP_016966257.1|DBIA	LOC109407943|XP_019536685.2|AEAL, LOC109413837|XP_019543107.2|AEAL
OG0005020	LOC108036247|XP_016967745.1|DBIA	LOC109407993|XP_029735119.1|AEAL
OG0005021	LOC108034316|XP_016964675.1|DBIA	LOC109408006|XP_029735223.1|AEAL, LOC109405155|XP_029735129.1|AEAL
OG0005022	LOC108031238|XP_016959966.1|DBIA	LOC109408009|XP_019536767.2|AEAL, LOC109405166|XP_019533731.2|AEAL
OG0005023	LOC108036256|XP_016967755.1|DBIA	LOC109405153|XP_029735216.1|AEAL, LOC109408010|XP_019536769.2|AEAL
OG0005024	LOC108035252|XP_016966282.1|DBIA	LOC109405160|XP_029735144.1|AEAL, LOC109408013|XP_029735212.1|AEAL
OG0005025	LOC108029698|XP_016957654.1|DBIA	LOC109408032|XP_019536803.2|AEAL, LOC109405146|XP_019533707.2|AEAL
OG0005026	LOC108035306|XP_016966365.1|DBIA	LOC109408026|XP_019536797.2|AEAL, LOC109405169|XP_019533735.2|AEAL
OG0005027	LOC108035275|XP_016966325.1|DBIA	LOC115269717|XP_029734399.1|AEAL, LOC109408062|XP_029734491.1|AEAL
OG0005028	LOC108027186|XP_016953975.1|DBIA	LOC109414881|XP_019544271.2|AEAL
OG0005029	LOC108028432|XP_016955750.1|DBIA	LOC115270152|XP_029735166.1|AEAL, LOC109414875|XP_029735177.1|AEAL
OG0005030	LOC108029489|XP_016957250.1|DBIA	LOC109410794|XP_019539876.2|AEAL
OG0005031	LOC108035214|XP_016966219.1|DBIA	LOC109410789|XP_029735050.1|AEAL
OG0005032	LOC108028250|XP_016955421.1|DBIA	LOC115254797|XP_029708338.1|AEAL, LOC109410801|XP_019539880.2|AEAL
OG0005033	LOC108028453|XP_016955786.1|DBIA	LOC109413501|XP_029735058.1|AEAL, LOC109410770|XP_019539840.2|AEAL
OG0005034	LOC108028244|XP_016955412.1|DBIA	LOC109410769|XP_019539839.2|AEAL, LOC115270125|XP_029735059.1|AEAL
OG0005035	LOC108028251|XP_016955422.1|DBIA	LOC109413506|XP_019542737.2|AEAL, LOC109404949|XP_019533449.1|AEAL
OG0005036	LOC108035228|XP_016966246.1|DBIA	LOC115269689|XP_029734378.1|AEAL, LOC109413515|XP_029735026.1|AEAL
OG0005037	LOC108029901|XP_016957884.1|DBIA	LOC109404945|XP_019533445.2|AEAL, LOC109413505|XP_019542734.2|AEAL
OG0005038	LOC108035439|XP_016966562.1|DBIA	LOC115267257|XP_029730018.1|AEAL, LOC109404555|XP_029729557.1|AEAL
OG0005039	LOC108027899|XP_016955007.1|DBIA	LOC109400646|XP_029734930.1|AEAL
OG0005040	LOC108028455|XP_016955790.1|DBIA	LOC115270050|XP_029734874.1|AEAL, LOC109404584|XP_029734933.1|AEAL
OG0005041	LOC108028494|XP_016955859.1|DBIA	LOC109404596|XP_019533044.2|AEAL, LOC109400697|XP_019528736.2|AEAL
OG0005042	LOC108034538|XP_016964953.1|DBIA	LOC109400667|XP_019528702.2|AEAL, LOC109404590|XP_029734864.1|AEAL
OG0005043	LOC108022780|XP_016947382.1|DBIA	LOC109400660|XP_029734860.1|AEAL
OG0005044	LOC108022778|XP_016947381.1|DBIA	LOC109399409|XP_019527392.1|AEAL
OG0005045	LOC108022233|XP_016946580.1|DBIA	LOC109399426|XP_019527413.2|AEAL
OG0005046	LOC108029974|XP_016957970.1|DBIA	LOC109400696|XP_019528735.1|AEAL, LOC115270044|XP_029734853.1|AEAL
OG0005047	LOC108030682|XP_016959204.1|DBIA	LOC109399407|XP_019527389.2|AEAL, LOC109400680|XP_029734845.1|AEAL
OG0005048	LOC108030685|XP_016959207.1|DBIA	LOC115270037|XP_029734849.1|AEAL, LOC109400677|XP_019528719.1|AEAL
OG0005049	LOC108028248|XP_016955420.1|DBIA	LOC115269636|XP_029734330.1|AEAL, LOC109400761|XP_029734834.1|AEAL
OG0005050	LOC108030060|XP_016958133.1|DBIA	LOC109400724|XP_019528760.2|AEAL
OG0005051	LOC108028521|XP_016955893.1|DBIA	LOC109400737|XP_019528779.2|AEAL, LOC109399412|XP_019527395.2|AEAL
OG0005052	LOC108028816|XP_016956292.1|DBIA	LOC109399435|XP_019527423.2|AEAL, LOC115270030|XP_029734822.1|AEAL
OG0005053	LOC108032625|XP_016962052.1|DBIA	LOC109400740|XP_019528781.2|AEAL, LOC109399413|XP_019527396.2|AEAL
OG0005054	LOC108028418|XP_016955730.1|DBIA	LOC115270028|XP_029734805.1|AEAL, LOC115259400|XP_029715807.1|AEAL, LOC109402732|XP_029734786.1|AEAL
OG0005055	LOC108024027|XP_016949283.1|DBIA	LOC115270009|XP_029734790.1|AEAL, LOC109414213|XP_019543555.2|AEAL, LOC109402708|XP_019530952.2|AEAL, LOC115270005|XP_029734783.1|AEAL
OG0005056	LOC108026929|XP_016953631.1|DBIA	LOC109402703|XP_029734780.1|AEAL, LOC109414208|XP_029734775.1|AEAL
OG0005057	LOC108028525|XP_016955897.1|DBIA	LOC109403226|XP_029734736.1|AEAL
OG0005058	LOC108034852|XP_016965479.1|DBIA	LOC115269632|XP_029734322.1|AEAL, LOC109403214|XP_029734727.1|AEAL
OG0005059	LOC108022161|XP_016946494.1|DBIA	LOC109425676|XP_019556496.2|AEAL
OG0005060	LOC108022655|XP_016947202.1|DBIA	LOC109425677|XP_019556497.1|AEAL
OG0005061	LOC108034309|XP_016964668.1|DBIA	LOC109425691|XP_029734692.1|AEAL
OG0005062	LOC108026703|XP_016953286.1|DBIA	LOC109425692|XP_029734691.1|AEAL
OG0005063	LOC108027643|XP_016954652.1|DBIA	LOC109425713|XP_019556573.2|AEAL, LOC109422606|XP_019552959.2|AEAL
OG0005064	LOC108035423|XP_016966540.1|DBIA	LOC115262954|XP_029721725.1|AEAL, LOC109422343|XP_029725069.1|AEAL
OG0005065	LOC108030167|XP_016958393.1|DBIA	LOC115254601|XP_029708072.1|AEAL, LOC109422270|XP_029708083.1|AEAL
OG0005066	LOC108036624|XP_016968384.1|DBIA	LOC109401432|XP_029708085.1|AEAL, LOC109422241|XP_029709894.1|AEAL
OG0005067	LOC108026877|XP_016953557.1|DBIA	LOC109430553|XP_019562172.2|AEAL
OG0005068	LOC108028769|XP_016956233.1|DBIA	LOC109430549|XP_029715613.1|AEAL, LOC115260131|XP_029716900.1|AEAL
OG0005069	LOC108029577|XP_016957428.1|DBIA	LOC109430545|XP_019562155.1|AEAL
OG0005070	LOC108026686|XP_016953264.1|DBIA	LOC109422860|XP_019553306.1|AEAL
OG0005071	LOC108030606|XP_016959082.1|DBIA	LOC115254773|XP_029708303.1|AEAL, LOC109422851|XP_019553291.1|AEAL
OG0005072	LOC108023487|XP_016948501.1|DBIA	LOC109415869|XP_019545359.2|AEAL, LOC115263319|XP_029722436.1|AEAL
