Orthogroup	DBIA.longest_only	DALB.longest_only
OG0005317	LOC108034592|XP_016965017.1|DBIA	LOC117563951|XP_034098415.1|DALB
OG0005318	LOC108032711|XP_016962185.1|DBIA	LOC117565660|XP_034100773.1|DALB
OG0005319	LOC108029167|XP_016956801.1|DBIA	LOC117563948|XP_034098411.1|DALB
OG0005320	LOC108032666|XP_016962115.1|DBIA	LOC117566060|XP_034101407.1|DALB
OG0005321	LOC108034068|XP_016964312.1|DBIA	LOC117566143|XP_034101520.1|DALB
OG0005322	LOC108032670|XP_016962122.1|DBIA	LOC117565887|XP_034101119.1|DALB
OG0005323	LOC108032614|XP_016962039.1|DBIA	LOC117563667|XP_034097976.1|DALB
OG0005324	LOC108032726|XP_016962195.1|DBIA	LOC117564248|XP_034098841.1|DALB
OG0005326	LOC108032816|XP_016962319.1|DBIA	LOC117564251|XP_034098846.1|DALB
OG0005327	LOC108032785|XP_016962277.1|DBIA	LOC117578403|XP_034119748.1|DALB
OG0005328	LOC108024620|XP_016950147.1|DBIA	LOC117576028|XP_034116428.1|DALB
OG0005329	LOC108029779|XP_016957781.1|DBIA	LOC117571933|XP_034110313.1|DALB
OG0005330	LOC108029769|XP_016957770.1|DBIA	LOC117570718|XP_034108420.1|DALB
OG0005331	LOC108029181|XP_016956833.1|DBIA	LOC117563652|XP_034097953.1|DALB
OG0005332	LOC108034272|XP_016964619.1|DBIA	LOC117564036|XP_034098531.1|DALB
OG0005333	LOC108034297|XP_016964648.1|DBIA	LOC117565493|XP_034100491.1|DALB
OG0005334	LOC108034009|XP_016964228.1|DBIA	LOC117563464|XP_034097707.1|DALB
OG0005335	LOC108029672|XP_016957607.1|DBIA	LOC117570276|XP_034107685.1|DALB
OG0005336	LOC108036353|XP_016967918.1|DBIA	LOC117569084|XP_034105990.1|DALB
OG0005337	LOC108022841|XP_016947501.1|DBIA	LOC117569846|XP_034107066.1|DALB
OG0005338	LOC108034822|XP_016965414.1|DBIA	LOC117563546|XP_034097815.1|DALB
OG0005339	LOC108033290|XP_016963045.1|DBIA	LOC117563426|XP_034097651.1|DALB
OG0005340	LOC108034742|XP_016965180.1|DBIA	LOC117563293|XP_034097427.1|DALB
OG0005341	LOC108029797|XP_016957800.1|DBIA	LOC117572778|XP_034111764.1|DALB
OG0005342	LOC108034132|XP_016964410.1|DBIA	LOC117564778|XP_034099567.1|DALB
OG0005343	LOC108030390|XP_016958761.1|DBIA	LOC117569857|XP_034107081.1|DALB
OG0005344	LOC108029968|XP_016957962.1|DBIA	LOC117569283|XP_034106280.1|DALB
OG0005345	LOC108034310|XP_016964669.1|DBIA	LOC117563367|XP_034097557.1|DALB
OG0005346	LOC108033424|XP_016963234.1|DBIA	LOC117563262|XP_034097376.1|DALB
OG0005347	LOC108029174|XP_016956813.1|DBIA	LOC117564101|XP_034098638.1|DALB
OG0005348	LOC108034534|XP_016964952.1|DBIA	LOC117563309|XP_034097448.1|DALB
OG0005349	LOC108035125|XP_016966049.1|DBIA	LOC117565541|XP_034100576.1|DALB
OG0005350	LOC108033249|XP_016963004.1|DBIA	LOC117565462|XP_034100457.1|DALB
OG0005351	LOC108034809|XP_016965332.1|DBIA	LOC117569298|XP_034106297.1|DALB
OG0005352	LOC108033956|XP_016964143.1|DBIA	LOC117564205|XP_034098776.1|DALB
OG0005353	LOC108023017|XP_016947741.1|DBIA	LOC117572208|XP_034110768.1|DALB
OG0005354	LOC108027758|XP_016954800.1|DBIA	LOC117563804|XP_034098228.1|DALB
OG0005355	LOC108029093|XP_016956672.1|DBIA	LOC117564117|XP_034098665.1|DALB
OG0005356	LOC108029096|XP_016956675.1|DBIA	LOC117564125|XP_034098674.1|DALB
OG0005357	LOC108033893|XP_016964033.1|DBIA	LOC117565198|XP_034100093.1|DALB
OG0005358	LOC108033873|XP_016964004.1|DBIA	LOC117563799|XP_034098222.1|DALB, LOC117565702|XP_034100834.1|DALB
OG0005359	LOC108022473|XP_016946911.1|DBIA	LOC117572639|XP_034111500.1|DALB
OG0005360	LOC108035950|XP_016967242.1|DBIA	LOC117569274|XP_034106267.1|DALB
OG0005363	LOC108034238|XP_016964576.1|DBIA	LOC117565177|XP_034100066.1|DALB
OG0005364	LOC108022920|XP_016947620.1|DBIA	LOC117569909|XP_034107139.1|DALB
OG0005365	LOC108033909|XP_016964064.1|DBIA	LOC117564204|XP_034098772.1|DALB
OG0005366	LOC108034041|XP_016964276.1|DBIA	LOC117564886|XP_034099725.1|DALB
OG0005367	LOC108034000|XP_016964217.1|DBIA	LOC117563991|XP_034098471.1|DALB
OG0005368	LOC108031112|XP_016959812.1|DBIA	LOC117576316|XP_034116862.1|DALB
OG0005369	LOC108027750|XP_016954791.1|DBIA	LOC117564894|XP_034099733.1|DALB
OG0005370	LOC108033814|XP_016963928.1|DBIA	LOC117564082|XP_034098601.1|DALB
OG0005371	LOC108034250|XP_016964592.1|DBIA	LOC117563482|XP_034097734.1|DALB
OG0005372	LOC108032027|XP_016961326.1|DBIA	LOC117574392|XP_034114121.1|DALB
OG0005373	LOC108021884|XP_016946211.1|DBIA	LOC117565704|XP_034100836.1|DALB
OG0005374	LOC108035104|XP_016966026.1|DBIA	LOC117563344|XP_034097513.1|DALB
OG0005375	LOC108035097|XP_016966013.1|DBIA	LOC117564953|XP_034099799.1|DALB
OG0005376	LOC108027755|XP_016954796.1|DBIA	LOC117566230|XP_034101666.1|DALB
OG0005377	LOC108029266|XP_016956957.1|DBIA	LOC117572499|XP_034111241.1|DALB
OG0005378	LOC108027788|XP_016954845.1|DBIA	LOC117564913|XP_034099758.1|DALB
OG0005379	LOC108036163|XP_016967643.1|DBIA	LOC117564732|XP_034099510.1|DALB
OG0005380	LOC108027886|XP_016954993.1|DBIA	LOC117563580|XP_034097857.1|DALB
OG0005381	LOC108033699|XP_016963691.1|DBIA	LOC117565491|XP_034100487.1|DALB
OG0005382	LOC108033709|XP_016963720.1|DBIA	LOC117565911|XP_034101155.1|DALB
OG0005383	LOC108028660|XP_016956077.1|DBIA	LOC117569629|XP_034106758.1|DALB
OG0005384	LOC108023419|XP_016948388.1|DBIA	LOC117575889|XP_034116221.1|DALB
OG0005385	LOC108029677|XP_016957615.1|DBIA	LOC117568748|XP_034105467.1|DALB
OG0005386	LOC108036678|XP_016968449.1|DBIA	LOC117571152|XP_034109050.1|DALB
OG0005387	LOC108031430|XP_016960322.1|DBIA	LOC117574123|XP_034113667.1|DALB
OG0005388	LOC108034338|XP_016964710.1|DBIA	LOC117565634|XP_034100735.1|DALB
OG0005389	LOC108033966|XP_016964164.1|DBIA	LOC117565936|XP_034101212.1|DALB
OG0005390	LOC108029089|XP_016956666.1|DBIA	LOC117563272|XP_034097391.1|DALB
OG0005391	LOC108029091|XP_016956668.1|DBIA	LOC117563276|XP_034097396.1|DALB
OG0005392	LOC108033349|XP_016963147.1|DBIA	LOC117566031|XP_034101366.1|DALB
OG0005393	LOC108025595|XP_016951617.1|DBIA	LOC117576641|XP_034117461.1|DALB
OG0005394	LOC108033861|XP_016963989.1|DBIA	LOC117563904|XP_034098358.1|DALB
OG0005395	LOC108033672|XP_016963606.1|DBIA	LOC117564571|XP_034099297.1|DALB
OG0005396	LOC108036067|XP_016967500.1|DBIA	LOC117563592|XP_034097869.1|DALB
OG0005397	LOC108036049|XP_016967480.1|DBIA	LOC117565362|XP_034100316.1|DALB
OG0005398	LOC108032858|XP_016962348.1|DBIA	LOC117576051|XP_034116473.1|DALB
OG0005399	LOC108029696|XP_016957648.1|DBIA	LOC117570185|XP_034107557.1|DALB
OG0005400	LOC108036612|XP_016968363.1|DBIA	LOC117566644|XP_034102077.1|DALB
OG0005401	LOC108036142|XP_016967618.1|DBIA	LOC117565363|XP_034100317.1|DALB
OG0005402	LOC108036128|XP_016967601.1|DBIA	LOC117566040|XP_034101381.1|DALB
OG0005403	LOC108036145|XP_016967622.1|DBIA	LOC117566038|XP_034101378.1|DALB
OG0005404	LOC108036146|XP_016967623.1|DBIA	LOC117566039|XP_034101379.1|DALB
OG0005405	LOC108026900|XP_016953598.1|DBIA	LOC117566689|XP_034102127.1|DALB
OG0005406	LOC108030386|XP_016958748.1|DBIA	LOC117570460|XP_034108013.1|DALB
OG0005407	LOC108026927|XP_016953628.1|DBIA	LOC117567229|XP_034102950.1|DALB
OG0005408	LOC108029197|XP_016956863.1|DBIA	LOC117566136|XP_034101509.1|DALB
OG0005409	LOC108036790|XP_016968624.1|DBIA	LOC117565093|XP_034099942.1|DALB
OG0005410	LOC108029048|XP_016956600.1|DBIA	LOC117563931|XP_034098394.1|DALB
OG0005412	LOC108022934|XP_016947635.1|DBIA	LOC117569709|XP_034106865.1|DALB
OG0005413	LOC108030320|XP_016958653.1|DBIA	LOC117570532|XP_034108129.1|DALB
OG0005414	LOC108023265|XP_016948037.1|DBIA	LOC117572433|XP_034111156.1|DALB
OG0005415	LOC108024633|XP_016950165.1|DBIA	LOC117578206|XP_034119434.1|DALB
OG0005416	LOC108030307|XP_016958631.1|DBIA	LOC117570938|XP_034108758.1|DALB
OG0005417	LOC108033392|XP_016963200.1|DBIA	LOC117565319|XP_034100250.1|DALB
OG0005418	LOC108033951|XP_016964133.1|DBIA	LOC117564034|XP_034098529.1|DALB
OG0005420	LOC108034217|XP_016964547.1|DBIA	LOC117565395|XP_034100368.1|DALB
OG0005421	LOC108033436|XP_016963250.1|DBIA	LOC117564952|XP_034099798.1|DALB
OG0005422	LOC108035792|XP_016967019.1|DBIA	LOC117573042|XP_034111826.1|DALB
OG0005423	LOC108032602|XP_016962018.1|DBIA	LOC117565922|XP_034101185.1|DALB
OG0005424	LOC108022623|XP_016947157.1|DBIA	LOC117567170|XP_034102876.1|DALB
OG0005425	LOC108025730|XP_016951797.1|DBIA	LOC117576046|XP_034116467.1|DALB
OG0005426	LOC108036361|XP_016967928.1|DBIA	LOC117572329|XP_034110956.1|DALB
OG0005428	LOC108031842|XP_016961085.1|DBIA	LOC117564234|XP_034098816.1|DALB
OG0005429	LOC108033900|XP_016964052.1|DBIA	LOC117563375|XP_034097570.1|DALB
OG0005430	LOC108033901|XP_016964054.1|DBIA	LOC117563374|XP_034097568.1|DALB
OG0005431	LOC108034097|XP_016964352.1|DBIA	LOC117565202|XP_034100098.1|DALB
OG0005432	LOC108027474|XP_016954411.1|DBIA	LOC117565707|XP_034100843.1|DALB
OG0005433	LOC108022652|XP_016947199.1|DBIA	LOC117567415|XP_034103282.1|DALB
OG0005434	LOC108031599|XP_016960670.1|DBIA	LOC117564633|XP_034099383.1|DALB
OG0005435	LOC108027039|XP_016953728.1|DBIA	LOC117565711|XP_034100847.1|DALB
OG0005436	LOC108031791|XP_016961000.1|DBIA	LOC117565710|XP_034100846.1|DALB
OG0005437	LOC108025407|XP_016951378.1|DBIA	LOC117575139|XP_034115136.1|DALB
OG0005438	LOC108029109|XP_016956710.1|DBIA	LOC117565816|XP_034101007.1|DALB
OG0005439	LOC108031241|XP_016959965.1|DBIA	LOC117575181|XP_034115181.1|DALB
OG0005440	LOC108029120|XP_016956722.1|DBIA	LOC117566231|XP_034101668.1|DALB
OG0005441	LOC108034039|XP_016964274.1|DBIA	LOC117565992|XP_034101301.1|DALB
OG0005442	LOC108033336|XP_016963111.1|DBIA	LOC117564221|XP_034098799.1|DALB
OG0005443	LOC108034078|XP_016964329.1|DBIA	LOC117566252|XP_034101696.1|DALB
OG0005444	LOC108029060|XP_016956617.1|DBIA	LOC117563566|XP_034097839.1|DALB
OG0005446	LOC108036712|XP_016968501.1|DBIA	LOC117563243|XP_034097345.1|DALB
OG0005447	LOC108027771|XP_016954822.1|DBIA	LOC117564822|XP_034099635.1|DALB
OG0005448	LOC108026684|XP_016953260.1|DBIA	LOC117567694|XP_034103710.1|DALB
OG0005449	LOC108025847|XP_016951999.1|DBIA	LOC117572852|XP_034111812.1|DALB, LOC117564999|XP_034099834.1|DALB, LOC117564998|XP_034099833.1|DALB
OG0005450	LOC108024673|XP_016950230.1|DBIA	LOC117573642|XP_034112848.1|DALB
OG0005451	LOC108034170|XP_016964466.1|DBIA	LOC117563512|XP_034097779.1|DALB
OG0005452	LOC108026746|XP_016953358.1|DBIA	LOC117568622|XP_034105299.1|DALB
OG0005453	LOC108031818|XP_016961037.1|DBIA	LOC117574499|XP_034114234.1|DALB
OG0005454	LOC108033807|XP_016963916.1|DBIA	LOC117563610|XP_034097901.1|DALB
OG0005455	LOC108022731|XP_016947309.1|DBIA	LOC117571477|XP_034109530.1|DALB
OG0005456	LOC108034062|XP_016964305.1|DBIA	LOC117565684|XP_034100809.1|DALB
OG0005457	LOC108034285|XP_016964634.1|DBIA	LOC117565076|XP_034099915.1|DALB
OG0005459	LOC108027853|XP_016954938.1|DBIA	LOC117564823|XP_034099636.1|DALB
OG0005460	LOC108034151|XP_016964439.1|DBIA	LOC117565629|XP_034100730.1|DALB
OG0005461	LOC108033646|XP_016963570.1|DBIA	LOC117565467|XP_034100464.1|DALB
OG0005462	LOC108033647|XP_016963571.1|DBIA	LOC117565469|XP_034100466.1|DALB
OG0005463	LOC108035071|XP_016965952.1|DBIA	LOC117567479|XP_034103401.1|DALB
OG0005464	LOC108033642|XP_016963564.1|DBIA	LOC117565463|XP_034100458.1|DALB
OG0005465	LOC108033618|XP_016963471.1|DBIA	LOC117566034|XP_034101372.1|DALB
OG0005466	LOC108034191|XP_016964504.1|DBIA	LOC117571798|XP_034110054.1|DALB
OG0005467	LOC108031210|XP_016959934.1|DBIA	LOC117574823|XP_034114685.1|DALB
OG0005468	LOC108036084|XP_016967522.1|DBIA	LOC117566115|XP_034101477.1|DALB
OG0005469	LOC108036147|XP_016967624.1|DBIA	LOC117564057|XP_034098569.1|DALB
OG0005470	LOC108036082|XP_016967520.1|DBIA	LOC117564053|XP_034098564.1|DALB
OG0005471	LOC108034787|XP_016965253.1|DBIA	LOC117564306|XP_034098894.1|DALB
OG0005472	LOC108034303|XP_016964663.1|DBIA	LOC117564660|XP_034099409.1|DALB
OG0005473	LOC108033654|XP_016963577.1|DBIA	LOC117563739|XP_034098109.1|DALB
OG0005474	LOC108033992|XP_016964206.1|DBIA	LOC117563807|XP_034098231.1|DALB
OG0005475	LOC108033991|XP_016964205.1|DBIA	LOC117563400|XP_034097625.1|DALB
OG0005476	LOC108029526|XP_016957316.1|DBIA	LOC117572527|XP_034111278.1|DALB
OG0005477	LOC108028531|XP_016955917.1|DBIA	LOC117572566|XP_034111337.1|DALB
OG0005478	LOC108027914|XP_016955024.1|DBIA	LOC117563646|XP_034097946.1|DALB
OG0005479	LOC108027846|XP_016954927.1|DBIA	LOC117563645|XP_034097945.1|DALB
OG0005480	LOC108027847|XP_016954928.1|DBIA	LOC117564463|XP_034099141.1|DALB
OG0005481	LOC108029189|XP_016956851.1|DBIA	LOC117563552|XP_034097823.1|DALB
OG0005482	LOC108029148|XP_016956767.1|DBIA	LOC117563334|XP_034097493.1|DALB
OG0005483	LOC108026409|XP_016952825.1|DBIA	LOC117573421|XP_034112518.1|DALB
OG0005484	LOC108028979|XP_016956508.1|DBIA	LOC117564562|XP_034099286.1|DALB
OG0005485	LOC108029739|XP_016957714.1|DBIA	LOC117569328|XP_034106346.1|DALB
OG0005486	LOC108030339|XP_016958691.1|DBIA	LOC117570324|XP_034107756.1|DALB
OG0005487	LOC108027655|XP_016954660.1|DBIA	LOC117565558|XP_034100617.1|DALB
OG0005488	LOC108027901|XP_016955009.1|DBIA	LOC117565034|XP_034099874.1|DALB
OG0005489	LOC108027900|XP_016955008.1|DBIA	LOC117563223|XP_034097308.1|DALB
OG0005490	LOC108027922|XP_016955035.1|DBIA	LOC117563222|XP_034097307.1|DALB
OG0005491	LOC108032533|XP_016961883.1|DBIA	LOC117565759|XP_034100904.1|DALB
OG0005492	LOC108032671|XP_016962123.1|DBIA	LOC117565888|XP_034101120.1|DALB
OG0005493	LOC108032423|XP_016961732.1|DBIA	LOC117564226|XP_034098806.1|DALB
OG0005494	LOC108022530|XP_016946996.1|DBIA	LOC117572581|XP_034111356.1|DALB
OG0005495	LOC108022909|XP_016947605.1|DBIA	LOC117570452|XP_034108003.1|DALB
OG0005497	LOC108032568|XP_016961955.1|DBIA	LOC117564454|XP_034099126.1|DALB
OG0005498	LOC108032570|XP_016961957.1|DBIA	LOC117564457|XP_034099132.1|DALB
OG0005499	LOC108032567|XP_016961953.1|DBIA	LOC117563717|XP_034098065.1|DALB
OG0005500	LOC108032571|XP_016961958.1|DBIA	LOC117563718|XP_034098066.1|DALB
OG0005501	LOC108033741|XP_016963788.1|DBIA	LOC117578376|XP_034119699.1|DALB
OG0005502	LOC108033742|XP_016963789.1|DBIA	LOC117578377|XP_034119700.1|DALB
OG0005504	LOC108027789|XP_016954846.1|DBIA	LOC117563929|XP_034098392.1|DALB
OG0005506	LOC108033782|XP_016963873.1|DBIA	LOC117564032|XP_034098525.1|DALB
OG0005507	LOC108036837|XP_016968673.1|DBIA	LOC117563337|XP_034097499.1|DALB
OG0005508	LOC108034106|XP_016964372.1|DBIA	LOC117564069|XP_034098586.1|DALB
OG0005509	LOC108028989|XP_016956520.1|DBIA	LOC117564175|XP_034098734.1|DALB
OG0005510	LOC108033799|XP_016963896.1|DBIA	LOC117563409|XP_034097632.1|DALB, LOC117563411|XP_034097635.1|DALB
OG0005511	LOC108023380|XP_016948274.1|DBIA	LOC117578010|XP_034119000.1|DALB
OG0005512	LOC108032067|XP_016961374.1|DBIA	LOC117575483|XP_034115607.1|DALB
OG0005513	LOC108026016|XP_016952199.1|DBIA	LOC117564066|XP_034098582.1|DALB
OG0005514	LOC108032034|XP_016961335.1|DBIA	LOC117575330|XP_034115378.1|DALB
OG0005515	LOC108029731|XP_016957707.1|DBIA	LOC117568202|XP_034104561.1|DALB
OG0005516	LOC108034219|XP_016964549.1|DBIA	LOC117564872|XP_034099710.1|DALB
OG0005517	LOC108032530|XP_016961878.1|DBIA	LOC117564042|XP_034098537.1|DALB
OG0005518	LOC108034208|XP_016964529.1|DBIA	LOC117564091|XP_034098619.1|DALB
OG0005519	LOC108030290|XP_016958610.1|DBIA	LOC117568527|XP_034105121.1|DALB
OG0005520	LOC108034056|XP_016964300.1|DBIA	LOC117564687|XP_034099453.1|DALB, LOC117563878|XP_034098328.1|DALB
OG0005521	LOC108033299|XP_016963057.1|DBIA	LOC117564458|XP_034099133.1|DALB
OG0005522	LOC108027965|XP_016955078.1|DBIA	LOC117566687|XP_034102124.1|DALB
OG0005523	LOC108034286|XP_016964635.1|DBIA	LOC117563543|XP_034097813.1|DALB
OG0005524	LOC108033943|XP_016964117.1|DBIA	LOC117566070|XP_034101421.1|DALB
OG0005525	LOC108032352|XP_016961652.1|DBIA	LOC117565829|XP_034101027.1|DALB
OG0005526	LOC108034340|XP_016964712.1|DBIA	LOC117563461|XP_034097704.1|DALB
OG0005527	LOC108036020|XP_016967435.1|DBIA	LOC117573092|XP_034111887.1|DALB
OG0005528	LOC108034100|XP_016964362.1|DBIA	LOC117564837|XP_034099652.1|DALB
OG0005529	LOC108033868|XP_016963999.1|DBIA	LOC117564543|XP_034099257.1|DALB
OG0005530	LOC108027795|XP_016954854.1|DBIA	LOC117565096|XP_034099944.1|DALB
OG0005531	LOC108028456|XP_016955793.1|DBIA	LOC117567026|XP_034102618.1|DALB
OG0005532	LOC108036845|XP_016968698.1|DBIA	LOC117563680|XP_034097998.1|DALB
OG0005533	LOC108027811|XP_016954878.1|DBIA	LOC117564379|XP_034098990.1|DALB
OG0005534	LOC108029145|XP_016956768.1|DBIA	LOC117566854|XP_034102338.1|DALB
OG0005535	LOC108032563|XP_016961935.1|DBIA	LOC117565789|XP_034100957.1|DALB
OG0005536	LOC108035007|XP_016965843.1|DBIA	LOC117566237|XP_034101676.1|DALB
OG0005537	LOC108036792|XP_016968628.1|DBIA	LOC117564938|XP_034099782.1|DALB
OG0005538	LOC108033965|XP_016964162.1|DBIA	LOC117565998|XP_034101307.1|DALB
OG0005539	LOC108034216|XP_016964546.1|DBIA	LOC117563246|XP_034097349.1|DALB
OG0005540	LOC108029182|XP_016956834.1|DBIA	LOC117565841|XP_034101046.1|DALB
OG0005541	LOC108036847|XP_016968706.1|DBIA	LOC117564752|XP_034099533.1|DALB
OG0005542	LOC108035181|XP_016966141.1|DBIA	LOC117570050|XP_034107368.1|DALB
OG0005543	LOC108036102|XP_016967560.1|DBIA	LOC117563656|XP_034097959.1|DALB
OG0005544	LOC108029144|XP_016956762.1|DBIA	LOC117566112|XP_034101472.1|DALB
OG0005545	LOC108034331|XP_016964697.1|DBIA	LOC117563731|XP_034098101.1|DALB
OG0005546	LOC108034006|XP_016964225.1|DBIA	LOC117563776|XP_034098174.1|DALB
OG0005547	LOC108036050|XP_016967481.1|DBIA	LOC117564441|XP_034099070.1|DALB
OG0005548	LOC108036099|XP_016967554.1|DBIA	LOC117566035|XP_034101375.1|DALB
OG0005549	LOC108036129|XP_016967602.1|DBIA	LOC117566041|XP_034101382.1|DALB
OG0005550	LOC108029153|XP_016956778.1|DBIA	LOC117563920|XP_034098376.1|DALB
OG0005551	LOC108030423|XP_016958798.1|DBIA	LOC117570630|XP_034108289.1|DALB
OG0005552	LOC108030296|XP_016958619.1|DBIA	LOC117570625|XP_034108282.1|DALB
OG0005553	LOC108027793|XP_016954849.1|DBIA	LOC117563928|XP_034098390.1|DALB
OG0005554	LOC108029073|XP_016956634.1|DBIA	LOC117565500|XP_034100510.1|DALB
OG0005555	LOC108029274|XP_016956962.1|DBIA	LOC117565509|XP_034100533.1|DALB
OG0005556	LOC108029075|XP_016956645.1|DBIA	LOC117565503|XP_034100526.1|DALB
OG0005557	LOC108035070|XP_016965955.1|DBIA	LOC117565850|XP_034101059.1|DALB
OG0005558	LOC108027569|XP_016954547.1|DBIA	LOC117565497|XP_034100495.1|DALB
OG0005559	LOC108033941|XP_016964114.1|DBIA	LOC117564033|XP_034098527.1|DALB
OG0005560	LOC108034328|XP_016964699.1|DBIA	LOC117565847|XP_034101052.1|DALB
OG0005561	LOC108024233|XP_016949594.1|DBIA	LOC117564959|XP_034099831.1|DALB
OG0005562	LOC108027797|XP_016954858.1|DBIA	LOC117563524|XP_034097792.1|DALB
OG0005563	LOC108035899|XP_016967150.1|DBIA	LOC117573224|XP_034112148.1|DALB
OG0005564	LOC108034150|XP_016964441.1|DBIA	LOC117565815|XP_034101006.1|DALB
OG0005565	LOC108033347|XP_016963145.1|DBIA	LOC117566029|XP_034101364.1|DALB
OG0005566	LOC108033348|XP_016963146.1|DBIA	LOC117566030|XP_034101365.1|DALB
OG0005567	LOC108030997|XP_016959687.1|DBIA	LOC117575664|XP_034115841.1|DALB
OG0005568	LOC108029111|XP_016956713.1|DBIA	LOC117564074|XP_034098591.1|DALB
OG0005569	LOC108036150|XP_016967626.1|DBIA	LOC117564960|XP_034099806.1|DALB
OG0005570	LOC108027937|XP_016955055.1|DBIA	LOC117563224|XP_034097311.1|DALB
OG0005571	LOC108022831|XP_016947465.1|DBIA	LOC117567710|XP_034103758.1|DALB
OG0005572	LOC108026706|XP_016953292.1|DBIA	LOC117569793|XP_034106991.1|DALB
OG0005573	LOC108026271|XP_016952621.1|DBIA	LOC117576794|XP_034117744.1|DALB
OG0005574	LOC108030076|XP_016958176.1|DBIA	LOC117570284|XP_034107695.1|DALB
OG0005575	LOC108025204|XP_016951025.1|DBIA	LOC117574671|XP_034114467.1|DALB
OG0005576	LOC108036274|XP_016967773.1|DBIA	LOC117571787|XP_034110037.1|DALB
OG0005577	LOC108030684|XP_016959206.1|DBIA	LOC117569943|XP_034107195.1|DALB
OG0005578	LOC108028352|XP_016955597.1|DBIA	LOC117568517|XP_034105109.1|DALB
OG0005579	LOC108028356|XP_016955605.1|DBIA	LOC117568518|XP_034105111.1|DALB
OG0005580	LOC108028822|XP_016956302.1|DBIA	LOC117571840|XP_034110119.1|DALB
OG0005581	LOC108033056|XP_016962675.1|DBIA	LOC117577879|XP_034118731.1|DALB
OG0005582	LOC108030897|XP_016959562.1|DBIA	LOC117567618|XP_034103600.1|DALB
OG0005583	LOC108034862|XP_016965526.1|DBIA	LOC117570993|XP_034108833.1|DALB
OG0005584	LOC108027251|XP_016954097.1|DBIA	LOC117563854|XP_034098273.1|DALB
OG0005585	LOC108027389|XP_016954314.1|DBIA	LOC117576256|XP_034116786.1|DALB
OG0005586	LOC108027301|XP_016954182.1|DBIA	LOC117574058|XP_034113565.1|DALB
OG0005587	LOC108034167|XP_016964463.1|DBIA	LOC117570885|XP_034108674.1|DALB
OG0005588	LOC108035273|XP_016966321.1|DBIA	LOC117566804|XP_034102242.1|DALB
OG0005589	LOC108032181|XP_016961525.1|DBIA	LOC117576386|XP_034116989.1|DALB
OG0005590	LOC108030421|XP_016958797.1|DBIA	LOC117572194|XP_034110741.1|DALB
OG0005591	LOC108024024|XP_016949276.1|DBIA	LOC117578132|XP_034119229.1|DALB
OG0005592	LOC108024976|XP_016950712.1|DBIA	LOC117575345|XP_034115401.1|DALB
OG0005593	LOC108035325|XP_016966389.1|DBIA	LOC117568287|XP_034104695.1|DALB
OG0005594	LOC108028390|XP_016955693.1|DBIA	LOC117567095|XP_034102766.1|DALB
OG0005595	LOC108028389|XP_016955692.1|DBIA	LOC117567093|XP_034102764.1|DALB
OG0005596	LOC108035618|XP_016966796.1|DBIA	LOC117566383|XP_034101777.1|DALB
OG0005597	LOC108032060|XP_016961367.1|DBIA	LOC117574875|XP_034114794.1|DALB
OG0005598	LOC108025378|XP_016951339.1|DBIA	LOC117574063|XP_034113577.1|DALB
OG0005599	LOC108026708|XP_016953294.1|DBIA	LOC117569792|XP_034106984.1|DALB
OG0005600	LOC108031855|XP_016961098.1|DBIA	LOC117576408|XP_034117027.1|DALB
OG0005601	LOC108024017|XP_016949266.1|DBIA	LOC117578322|XP_034119669.1|DALB
OG0005602	LOC108025084|XP_016950832.1|DBIA	LOC117575765|XP_034116021.1|DALB
OG0005603	LOC108026527|XP_016952964.1|DBIA	LOC117572454|XP_034111177.1|DALB
OG0005604	LOC108026807|XP_016953460.1|DBIA	LOC117567098|XP_034102768.1|DALB
OG0005605	LOC108022696|XP_016947258.1|DBIA	LOC117566994|XP_034102559.1|DALB
OG0005606	LOC108034040|XP_016964275.1|DBIA	LOC117563832|XP_034098251.1|DALB
OG0005607	LOC108024352|XP_016949743.1|DBIA	LOC117575780|XP_034116040.1|DALB
OG0005608	LOC108024380|XP_016949773.1|DBIA	LOC117575046|XP_034115020.1|DALB
OG0005609	LOC108034552|XP_016964969.1|DBIA	LOC117567725|XP_034103778.1|DALB
OG0005610	LOC108035293|XP_016966348.1|DBIA	LOC117566973|XP_034102525.1|DALB
OG0005611	LOC108034820|XP_016965387.1|DBIA	LOC117569421|XP_034106466.1|DALB
OG0005612	LOC108031586|XP_016960643.1|DBIA	LOC117575033|XP_034115003.1|DALB
OG0005613	LOC108023394|XP_016948320.1|DBIA	LOC117574918|XP_034114859.1|DALB
OG0005614	LOC108023816|XP_016948950.1|DBIA	LOC117574129|XP_034113677.1|DALB
OG0005616	LOC108031395|XP_016960249.1|DBIA	LOC117573541|XP_034112711.1|DALB
OG0005617	LOC108027306|XP_016954188.1|DBIA	LOC117573995|XP_034113434.1|DALB
OG0005618	LOC108030462|XP_016958846.1|DBIA	LOC117567554|XP_034103504.1|DALB
OG0005619	LOC108024605|XP_016950114.1|DBIA	LOC117574718|XP_034114532.1|DALB
OG0005620	LOC108025748|XP_016951831.1|DBIA	LOC117578058|XP_034119083.1|DALB
OG0005621	LOC108023706|XP_016948824.1|DBIA	LOC117564836|XP_034099655.1|DALB
