Orthogroup	DBIA.longest_only	BCOP.longest_only
OG0003318	LOC108031398|XP_016960254.1|DBIA	LOC119081069|XP_037045691.1|BCOP
OG0003319	LOC108024945|XP_016950655.1|DBIA	LOC119070455|XP_037030701.1|BCOP
OG0003320	LOC108025358|XP_016951307.1|DBIA	LOC119067520|XP_037026441.1|BCOP
OG0003321	LOC108025217|XP_016951054.1|DBIA	LOC119074152|XP_037036050.1|BCOP
OG0003322	LOC108025219|XP_016951055.1|DBIA	LOC119068187|XP_037027581.1|BCOP
OG0003323	LOC108023724|XP_016948849.1|DBIA	LOC119068650|XP_037028220.1|BCOP
OG0003324	LOC108023520|XP_016948556.1|DBIA	LOC119081958|XP_037047154.1|BCOP, LOC119080000|XP_037044067.1|BCOP
OG0003325	LOC108032058|XP_016961362.1|DBIA, LOC108027423|XP_016954360.1|DBIA	LOC119068693|XP_037028274.1|BCOP
OG0003326	LOC108033002|XP_016962616.1|DBIA	LOC119069900|XP_037030007.1|BCOP
OG0003327	LOC108035976|XP_016967287.1|DBIA	LOC119078462|XP_037041898.1|BCOP
OG0003328	LOC108023653|XP_016948762.1|DBIA	LOC119082073|XP_037047308.1|BCOP
OG0003329	LOC108031458|XP_016960383.1|DBIA	LOC119071648|XP_037032505.1|BCOP
OG0003330	LOC108034922|XP_016965667.1|DBIA	LOC119079964|XP_037043973.1|BCOP
OG0003331	LOC108033185|XP_016962916.1|DBIA	LOC119068842|XP_037028544.1|BCOP
OG0003332	LOC108025827|XP_016951971.1|DBIA	LOC119068860|XP_037028591.1|BCOP
OG0003333	LOC108025275|XP_016951129.1|DBIA	LOC119070051|XP_037030236.1|BCOP
OG0003334	LOC108027037|XP_016953726.1|DBIA	LOC119069339|XP_037029305.1|BCOP
OG0003335	LOC108024756|XP_016950354.1|DBIA	LOC119066862|XP_037025429.1|BCOP
OG0003336	LOC108031568|XP_016960615.1|DBIA	LOC119068958|XP_037028721.1|BCOP
OG0003337	LOC108026328|XP_016952711.1|DBIA	LOC119076502|XP_037039178.1|BCOP
OG0003338	LOC108023587|XP_016948678.1|DBIA	LOC119082518|XP_037047930.1|BCOP
OG0003339	LOC108026353|XP_016952749.1|DBIA	LOC119080508|XP_037044811.1|BCOP
OG0003340	LOC108026042|XP_016952225.1|DBIA	LOC119080736|XP_037045177.1|BCOP
OG0003341	LOC108023491|XP_016948508.1|DBIA	LOC119081436|XP_037046265.1|BCOP
OG0003342	LOC108023552|XP_016948618.1|DBIA	LOC119081409|XP_037046202.1|BCOP
OG0003343	LOC108025725|XP_016951781.1|DBIA	LOC119068374|XP_037027838.1|BCOP
OG0003344	LOC108032591|XP_016961992.1|DBIA	LOC119073967|XP_037035766.1|BCOP
OG0003345	LOC108027589|XP_016954596.1|DBIA	LOC119081715|XP_037046732.1|BCOP
OG0003346	LOC108024180|XP_016949498.1|DBIA	LOC119068583|XP_037028123.1|BCOP
OG0003347	LOC108023550|XP_016948619.1|DBIA	LOC119074757|XP_037036918.1|BCOP
OG0003348	LOC108024583|XP_016950076.1|DBIA	LOC119082125|XP_037047404.1|BCOP
OG0003349	LOC108035547|XP_016966705.1|DBIA	LOC119067531|XP_037026480.1|BCOP
OG0003350	LOC108031693|XP_016960838.1|DBIA	LOC119067958|XP_037027176.1|BCOP
OG0003351	LOC108023594|XP_016948686.1|DBIA	LOC119070343|XP_037030527.1|BCOP
OG0003352	LOC108025412|XP_016951383.1|DBIA	LOC119067736|XP_037026748.1|BCOP
OG0003353	LOC108023212|XP_016947972.1|DBIA	LOC119067754|XP_037026777.1|BCOP
OG0003354	LOC108025310|XP_016951200.1|DBIA	LOC119069326|XP_037029279.1|BCOP
OG0003355	LOC108035776|XP_016966974.1|DBIA	LOC119067016|XP_037025636.1|BCOP
OG0003356	LOC108023958|XP_016949152.1|DBIA	LOC119068312|XP_037027751.1|BCOP
OG0003357	LOC108026621|XP_016953122.1|DBIA, LOC108036210|XP_016967694.1|DBIA	LOC119068373|XP_037027837.1|BCOP
OG0003358	LOC108033451|XP_016963272.1|DBIA	LOC119070857|XP_037031265.1|BCOP
OG0003359	LOC108033152|XP_016962867.1|DBIA	LOC119066988|XP_037025609.1|BCOP
OG0003360	LOC108026086|XP_016952277.1|DBIA	LOC119069621|XP_037029608.1|BCOP
OG0003361	LOC108026622|XP_016953123.1|DBIA	LOC119072743|XP_037033918.1|BCOP
OG0003362	LOC108023874|XP_016949043.1|DBIA	LOC119068692|XP_037028273.1|BCOP
OG0003363	LOC108031810|XP_016961022.1|DBIA	LOC119068291|XP_037027724.1|BCOP
OG0003364	LOC108024777|XP_016950382.1|DBIA	LOC119067019|XP_037025642.1|BCOP
OG0003365	LOC108032914|XP_016962467.1|DBIA	LOC119069495|XP_037029460.1|BCOP
OG0003366	LOC108028499|XP_016955863.1|DBIA	LOC119084642|XP_037050608.1|BCOP
OG0003367	LOC108035929|XP_016967208.1|DBIA	LOC119067117|XP_037025786.1|BCOP
OG0003368	LOC108035927|XP_016967205.1|DBIA	LOC119070278|XP_037030436.1|BCOP
OG0003369	LOC108027315|XP_016954203.1|DBIA	LOC119077984|XP_037041297.1|BCOP, LOC119069270|XP_037029223.1|BCOP
OG0003370	LOC108031093|XP_016959789.1|DBIA	LOC119067850|XP_037026982.1|BCOP
OG0003371	LOC108025913|XP_016952087.1|DBIA	LOC119085582|XP_037051895.1|BCOP
OG0003372	LOC108030315|XP_016958643.1|DBIA	LOC119077615|XP_037040729.1|BCOP, LOC119073571|XP_037035025.1|BCOP
OG0003373	LOC108025440|XP_016951424.1|DBIA	LOC119080965|XP_037045500.1|BCOP
OG0003374	LOC108031443|XP_016960403.1|DBIA	LOC119067288|XP_037026067.1|BCOP
OG0003375	LOC108024544|XP_016950001.1|DBIA	LOC119068220|XP_037027611.1|BCOP
OG0003376	LOC108025524|XP_016951538.1|DBIA	LOC119067108|XP_037025768.1|BCOP
OG0003377	LOC108025202|XP_016951014.1|DBIA	LOC119067073|XP_037025700.1|BCOP
OG0003378	LOC108024359|XP_016949752.1|DBIA	LOC119074460|XP_037036496.1|BCOP
OG0003379	LOC108031634|XP_016960730.1|DBIA	LOC119066345|XP_037024653.1|BCOP
OG0003380	LOC108031287|XP_016960019.1|DBIA	LOC119068135|XP_037027492.1|BCOP
OG0003381	LOC108033307|XP_016963069.1|DBIA	LOC119084986|XP_037051050.1|BCOP
OG0003382	LOC108024615|XP_016950130.1|DBIA	LOC119085043|XP_037051152.1|BCOP
OG0003383	LOC108032047|XP_016961349.1|DBIA	LOC119069275|XP_037029229.1|BCOP
OG0003384	LOC108029261|XP_016956946.1|DBIA	LOC119076142|XP_037038712.1|BCOP
OG0003385	LOC108031726|XP_016960885.1|DBIA	LOC119068238|XP_037027658.1|BCOP
OG0003386	LOC108031774|XP_016960972.1|DBIA	LOC119067955|XP_037027174.1|BCOP
OG0003387	LOC108024623|XP_016950150.1|DBIA	LOC119067949|XP_037027163.1|BCOP
OG0003388	LOC108033191|XP_016962923.1|DBIA	LOC119068051|XP_037027316.1|BCOP
OG0003389	LOC108022185|XP_016946526.1|DBIA	LOC119067902|XP_037027084.1|BCOP
OG0003390	LOC108031117|XP_016959817.1|DBIA	LOC119071310|XP_037032084.1|BCOP
OG0003391	LOC108024619|XP_016950146.1|DBIA	LOC119068714|XP_037028298.1|BCOP
OG0003392	LOC108023344|XP_016948178.1|DBIA	LOC119068485|XP_037027990.1|BCOP
OG0003393	LOC108026294|XP_016952649.1|DBIA	LOC119069114|XP_037028902.1|BCOP
OG0003394	LOC108027036|XP_016953725.1|DBIA	LOC119069111|XP_037028898.1|BCOP
OG0003395	LOC108027045|XP_016953735.1|DBIA	LOC119069108|XP_037028894.1|BCOP
OG0003396	LOC108024625|XP_016950153.1|DBIA	LOC119069094|XP_037028880.1|BCOP
OG0003397	LOC108032177|XP_016961520.1|DBIA	LOC119068657|XP_037028229.1|BCOP
OG0003398	LOC108031999|XP_016961284.1|DBIA	LOC119071075|XP_037031608.1|BCOP
OG0003399	LOC108026009|XP_016952189.1|DBIA	LOC119067781|XP_037026814.1|BCOP
OG0003400	LOC108026262|XP_016952608.1|DBIA	LOC119070122|XP_037030331.1|BCOP
OG0003401	LOC108031378|XP_016960213.1|DBIA	LOC119069955|XP_037030079.1|BCOP
OG0003402	LOC108031341|XP_016960094.1|DBIA	LOC119069975|XP_037030113.1|BCOP
OG0003403	LOC108022762|XP_016947356.1|DBIA	LOC119067717|XP_037026729.1|BCOP
OG0003404	LOC108031507|XP_016960505.1|DBIA	LOC119067251|XP_037026022.1|BCOP
OG0003405	LOC108036664|XP_016968435.1|DBIA	LOC119085716|XP_037052060.1|BCOP
OG0003406	LOC108024565|XP_016950049.1|DBIA	LOC119067976|XP_037027217.1|BCOP
OG0003407	LOC108024372|XP_016949764.1|DBIA	LOC119067980|XP_037027222.1|BCOP
OG0003408	LOC108031987|XP_016961271.1|DBIA	LOC119085715|XP_037052059.1|BCOP
OG0003409	LOC108031724|XP_016960882.1|DBIA	LOC119069423|XP_037029368.1|BCOP
OG0003410	LOC108031817|XP_016961033.1|DBIA	LOC119069980|XP_037030117.1|BCOP
OG0003411	LOC108024379|XP_016949772.1|DBIA	LOC119067118|XP_037025788.1|BCOP, LOC119080946|XP_037045472.1|BCOP
OG0003412	LOC108025478|XP_016951480.1|DBIA	LOC119072869|XP_037034069.1|BCOP
OG0003413	LOC108024938|XP_016950628.1|DBIA	LOC119068535|XP_037028043.1|BCOP
OG0003414	LOC108034541|XP_016964956.1|DBIA	LOC119067166|XP_037025864.1|BCOP
OG0003415	LOC108025927|XP_016952109.1|DBIA	LOC119081754|XP_037046829.1|BCOP, LOC119077306|XP_037040366.1|BCOP
OG0003416	LOC108027410|XP_016954338.1|DBIA	LOC119079886|XP_037043867.1|BCOP
OG0003417	LOC108024527|XP_016949981.1|DBIA	LOC119069314|XP_037029260.1|BCOP
OG0003418	LOC108031662|XP_016960787.1|DBIA	LOC119072327|XP_037033414.1|BCOP
OG0003419	LOC108027352|XP_016954260.1|DBIA	LOC119067325|XP_037026126.1|BCOP
OG0003420	LOC108027250|XP_016954093.1|DBIA	LOC119066683|XP_037025171.1|BCOP
OG0003421	LOC108026317|XP_016952694.1|DBIA	LOC119067517|XP_037026429.1|BCOP
OG0003422	LOC108026297|XP_016952667.1|DBIA	LOC119067547|XP_037026507.1|BCOP
OG0003423	LOC108022670|XP_016947230.1|DBIA	LOC119079671|XP_037043618.1|BCOP
OG0003425	LOC108031262|XP_016959990.1|DBIA	LOC119066440|XP_037024830.1|BCOP
OG0003426	LOC108031386|XP_016960239.1|DBIA	LOC119070406|XP_037030626.1|BCOP
OG0003427	LOC108032121|XP_016961443.1|DBIA	LOC119085288|XP_037051544.1|BCOP
OG0003428	LOC108028028|XP_016955154.1|DBIA	LOC119072812|XP_037034001.1|BCOP
OG0003429	LOC108022470|XP_016946909.1|DBIA	LOC119066893|XP_037025476.1|BCOP
OG0003430	LOC108024914|XP_016950600.1|DBIA	LOC119083559|XP_037049173.1|BCOP
OG0003431	LOC108032905|XP_016962447.1|DBIA	LOC119077658|XP_037040774.1|BCOP, LOC119077666|XP_037040799.1|BCOP
OG0003432	LOC108026315|XP_016952691.1|DBIA	LOC119068918|XP_037028675.1|BCOP
OG0003433	LOC108025376|XP_016951334.1|DBIA	LOC119067890|XP_037027067.1|BCOP
OG0003434	LOC108026266|XP_016952618.1|DBIA	LOC119066579|XP_037025029.1|BCOP, LOC119074946|XP_037037230.1|BCOP
OG0003435	LOC108025350|XP_016951299.1|DBIA	LOC119083417|XP_037049031.1|BCOP, LOC119072132|XP_037033169.1|BCOP
OG0003436	LOC108027308|XP_016954191.1|DBIA	LOC119082822|XP_037048372.1|BCOP
OG0003437	LOC108027307|XP_016954189.1|DBIA	LOC119069483|XP_037029445.1|BCOP
OG0003438	LOC108027338|XP_016954241.1|DBIA	LOC119082649|XP_037048127.1|BCOP
OG0003439	LOC108026463|XP_016952893.1|DBIA	LOC119082643|XP_037048115.1|BCOP
OG0003440	LOC108023859|XP_016948996.1|DBIA	LOC119069202|XP_037029058.1|BCOP
OG0003441	LOC108032470|XP_016961782.1|DBIA	LOC119079548|XP_037043431.1|BCOP
OG0003442	LOC108031260|XP_016959987.1|DBIA	LOC119076448|XP_037039110.1|BCOP
OG0003443	LOC108035296|XP_016966353.1|DBIA	LOC119069398|XP_037029340.1|BCOP
OG0003444	LOC108028803|XP_016956275.1|DBIA	LOC119074977|XP_037037274.1|BCOP
OG0003446	LOC108025815|XP_016951952.1|DBIA	LOC119085575|XP_037051893.1|BCOP
OG0003447	LOC108035667|XP_016966867.1|DBIA	LOC119081057|XP_037045667.1|BCOP
OG0003448	LOC108024991|XP_016950734.1|DBIA	LOC119077113|XP_037040176.1|BCOP
OG0003449	LOC108031460|XP_016960388.1|DBIA	LOC119068121|XP_037027471.1|BCOP
OG0003450	LOC108026445|XP_016952871.1|DBIA	LOC119077408|XP_037040514.1|BCOP
OG0003451	LOC108027333|XP_016954234.1|DBIA	LOC119067973|XP_037027213.1|BCOP
OG0003452	LOC108027379|XP_016954299.1|DBIA	LOC119067972|XP_037027211.1|BCOP
OG0003453	LOC108028091|XP_016955224.1|DBIA	LOC119067114|XP_037025783.1|BCOP
OG0003454	LOC108027894|XP_016955001.1|DBIA	LOC119074759|XP_037036921.1|BCOP, LOC119084978|XP_037051026.1|BCOP
OG0003455	LOC108031971|XP_016961254.1|DBIA	LOC119068035|XP_037027293.1|BCOP
OG0003456	LOC108026753|XP_016953371.1|DBIA	LOC119083563|XP_037049182.1|BCOP
OG0003457	LOC108032936|XP_016962497.1|DBIA	LOC119067593|XP_037026586.1|BCOP
OG0003458	LOC108025500|XP_016951505.1|DBIA	LOC119068041|XP_037027301.1|BCOP
OG0003459	LOC108025332|XP_016951249.1|DBIA	LOC119077664|XP_037040794.1|BCOP, LOC119085284|XP_037051534.1|BCOP
OG0003460	LOC108031780|XP_016960983.1|DBIA	LOC119084684|XP_037050663.1|BCOP, LOC119085399|XP_037051698.1|BCOP
OG0003461	LOC108027217|XP_016954033.1|DBIA	LOC119069192|XP_037029033.1|BCOP
OG0003462	LOC108034487|XP_016964881.1|DBIA	LOC119081260|XP_037045896.1|BCOP
OG0003463	LOC108031823|XP_016961042.1|DBIA	LOC119069974|XP_037030112.1|BCOP
OG0003464	LOC108024731|XP_016950317.1|DBIA	LOC119069476|XP_037029424.1|BCOP
OG0003465	LOC108031462|XP_016960390.1|DBIA	LOC119068064|XP_037027360.1|BCOP
OG0003466	LOC108031962|XP_016961240.1|DBIA	LOC119067823|XP_037026882.1|BCOP
OG0003467	LOC108024598|XP_016950098.1|DBIA	LOC119069558|XP_037029534.1|BCOP
OG0003468	LOC108023894|XP_016949068.1|DBIA	LOC119069557|XP_037029533.1|BCOP
OG0003469	LOC108025451|XP_016951440.1|DBIA	LOC119086043|XP_037052512.1|BCOP, LOC119068132|XP_037027489.1|BCOP
OG0003470	LOC108032143|XP_016961469.1|DBIA	LOC119068044|XP_037027305.1|BCOP
OG0003471	LOC108033760|XP_016963821.1|DBIA	LOC119071503|XP_037032256.1|BCOP
OG0003472	LOC108034466|XP_016964842.1|DBIA	LOC119084606|XP_037050563.1|BCOP
OG0003473	LOC108033855|XP_016963979.1|DBIA	LOC119067458|XP_037026335.1|BCOP
OG0003474	LOC108031527|XP_016960544.1|DBIA	LOC119067967|XP_037027194.1|BCOP
OG0003475	LOC108031613|XP_016960697.1|DBIA	LOC119085343|XP_037051621.1|BCOP
OG0003476	LOC108036029|XP_016967457.1|DBIA	LOC119083864|XP_037049563.1|BCOP
OG0003477	LOC108031740|XP_016960924.1|DBIA	LOC119070537|XP_037030805.1|BCOP
OG0003478	LOC108031689|XP_016960827.1|DBIA	LOC119069825|XP_037029882.1|BCOP
OG0003479	LOC108031099|XP_016959798.1|DBIA	LOC119066442|XP_037024832.1|BCOP
OG0003480	LOC108027068|XP_016953768.1|DBIA	LOC119068809|XP_037028477.1|BCOP
OG0003481	LOC108027087|XP_016953792.1|DBIA	LOC119068810|XP_037028478.1|BCOP
OG0003482	LOC108027442|XP_016954380.1|DBIA	LOC119068811|XP_037028479.1|BCOP
OG0003483	LOC108027152|XP_016953862.1|DBIA	LOC119075581|XP_037037943.1|BCOP, LOC119069262|XP_037029215.1|BCOP
OG0003484	LOC108032142|XP_016961467.1|DBIA	LOC119067366|XP_037026176.1|BCOP
OG0003485	LOC108023013|XP_016947738.1|DBIA	LOC119070448|XP_037030694.1|BCOP
OG0003486	LOC108023815|XP_016948953.1|DBIA	LOC119070445|XP_037030691.1|BCOP
OG0003487	LOC108026466|XP_016952896.1|DBIA	LOC119084942|XP_037050983.1|BCOP, LOC119067837|XP_037026906.1|BCOP
OG0003488	LOC108024672|XP_016950229.1|DBIA	LOC119069939|XP_037030058.1|BCOP
OG0003489	LOC108031605|XP_016960675.1|DBIA	LOC119067860|XP_037026996.1|BCOP
OG0003490	LOC108031885|XP_016961138.1|DBIA	LOC119067862|XP_037027009.1|BCOP
OG0003491	LOC108024824|XP_016950442.1|DBIA	LOC119069686|XP_037029704.1|BCOP
OG0003492	LOC108024736|XP_016950321.1|DBIA	LOC119068193|XP_037027586.1|BCOP
OG0003493	LOC108032196|XP_016961540.1|DBIA	LOC119070308|XP_037030470.1|BCOP
OG0003494	LOC108024963|XP_016950690.1|DBIA	LOC119070547|XP_037030836.1|BCOP
OG0003495	LOC108034164|XP_016964459.1|DBIA	LOC119069212|XP_037029082.1|BCOP
OG0003496	LOC108031328|XP_016960068.1|DBIA	LOC119080616|XP_037044913.1|BCOP
OG0003497	LOC108031967|XP_016961245.1|DBIA	LOC119083966|XP_037049668.1|BCOP
OG0003498	LOC108024078|XP_016949342.1|DBIA	LOC119084005|XP_037049715.1|BCOP
OG0003499	LOC108031882|XP_016961136.1|DBIA	LOC119070080|XP_037030282.1|BCOP
OG0003500	LOC108033399|XP_016963208.1|DBIA	LOC119070049|XP_037030235.1|BCOP
OG0003501	LOC108032180|XP_016961524.1|DBIA	LOC119067349|XP_037026155.1|BCOP
OG0003502	LOC108032053|XP_016961357.1|DBIA	LOC119069072|XP_037028845.1|BCOP
OG0003503	LOC108024659|XP_016950209.1|DBIA	LOC119067577|XP_037026559.1|BCOP
OG0003504	LOC108026193|XP_016952472.1|DBIA	LOC119081030|XP_037045622.1|BCOP, LOC119076149|XP_037038727.1|BCOP
OG0003505	LOC108031438|XP_016960356.1|DBIA	LOC119068791|XP_037028447.1|BCOP
OG0003506	LOC108027325|XP_016954221.1|DBIA	LOC119074762|XP_037036927.1|BCOP
OG0003507	LOC108031208|XP_016959932.1|DBIA	LOC119084138|XP_037049884.1|BCOP
OG0003508	LOC108034876|XP_016965569.1|DBIA	LOC119082715|XP_037048185.1|BCOP, LOC119075310|XP_037037620.1|BCOP, LOC119082707|XP_037048179.1|BCOP
OG0003509	LOC108031927|XP_016961193.1|DBIA	LOC119069251|XP_037029200.1|BCOP
OG0003510	LOC108024642|XP_016950180.1|DBIA	LOC119069891|XP_037029979.1|BCOP
OG0003511	LOC108024386|XP_016949782.1|DBIA	LOC119069889|XP_037029960.1|BCOP
OG0003512	LOC108024825|XP_016950443.1|DBIA	LOC119077490|XP_037040600.1|BCOP, LOC119070461|XP_037030709.1|BCOP
OG0003513	LOC108024716|XP_016950297.1|DBIA	LOC119069007|XP_037028777.1|BCOP
OG0003514	LOC108032251|XP_016961605.1|DBIA	LOC119070512|XP_037030769.1|BCOP
OG0003515	LOC108030355|XP_016958711.1|DBIA	LOC119078316|XP_037041716.1|BCOP
OG0003516	LOC108031824|XP_016961044.1|DBIA	LOC119069121|XP_037028913.1|BCOP
OG0003517	LOC108024361|XP_016949757.1|DBIA	LOC119085747|XP_037052122.1|BCOP
OG0003518	LOC108027439|XP_016954377.1|DBIA	LOC119085769|XP_037052154.1|BCOP
OG0003519	LOC108035199|XP_016966184.1|DBIA	LOC119084841|XP_037050833.1|BCOP
OG0003520	LOC108035271|XP_016966319.1|DBIA	LOC119084831|XP_037050809.1|BCOP
OG0003521	LOC108035364|XP_016966451.1|DBIA	LOC119084866|XP_037050896.1|BCOP
OG0003522	LOC108023106|XP_016947861.1|DBIA	LOC119080974|XP_037045516.1|BCOP
OG0003523	LOC108034173|XP_016964472.1|DBIA	LOC119070577|XP_037030879.1|BCOP
OG0003524	LOC108023288|XP_016948068.1|DBIA	LOC119073381|XP_037034701.1|BCOP, LOC119083673|XP_037049355.1|BCOP
OG0003525	LOC108036334|XP_016967858.1|DBIA	LOC119081773|XP_037046869.1|BCOP
OG0003526	LOC108025161|XP_016950926.1|DBIA	LOC119081505|XP_037046408.1|BCOP
OG0003527	LOC108030150|XP_016958359.1|DBIA	LOC119081769|XP_037046859.1|BCOP
OG0003529	LOC108034571|XP_016964994.1|DBIA	LOC119084508|XP_037050418.1|BCOP, LOC119083063|XP_037048581.1|BCOP
OG0003530	LOC108028375|XP_016955658.1|DBIA	LOC119083064|XP_037048582.1|BCOP, LOC119084509|XP_037050419.1|BCOP
OG0003531	LOC108025538|XP_016951555.1|DBIA	LOC119077621|XP_037040735.1|BCOP
OG0003532	LOC108035002|XP_016965833.1|DBIA	LOC119083650|XP_037049320.1|BCOP
OG0003533	LOC108030713|XP_016959247.1|DBIA	LOC119081289|XP_037045946.1|BCOP
OG0003534	LOC108035346|XP_016966424.1|DBIA	LOC119081108|XP_037045744.1|BCOP, LOC119074307|XP_037036230.1|BCOP
OG0003535	LOC108035322|XP_016966386.1|DBIA	LOC119080677|XP_037045005.1|BCOP
OG0003536	LOC108030055|XP_016958122.1|DBIA	LOC119081360|XP_037046105.1|BCOP
OG0003537	LOC108026540|XP_016952977.1|DBIA	LOC119073710|XP_037035230.1|BCOP
OG0003538	LOC108029682|XP_016957625.1|DBIA	LOC119068239|XP_037027659.1|BCOP, LOC119081741|XP_037046806.1|BCOP
OG0003539	LOC108030394|XP_016958766.1|DBIA	LOC119081775|XP_037046874.1|BCOP
OG0003540	LOC108030795|XP_016959368.1|DBIA	LOC119075872|XP_037038329.1|BCOP
OG0003541	LOC108026178|XP_016952441.1|DBIA	LOC119081802|XP_037046916.1|BCOP
OG0003542	LOC108029557|XP_016957378.1|DBIA	LOC119081795|XP_037046902.1|BCOP
OG0003543	LOC108023489|XP_016948502.1|DBIA	LOC119080502|XP_037044796.1|BCOP, LOC119081578|XP_037046507.1|BCOP
OG0003544	LOC108028725|XP_016956175.1|DBIA	LOC119081282|XP_037045938.1|BCOP
OG0003545	LOC108030906|XP_016959575.1|DBIA	LOC119073168|XP_037034369.1|BCOP, LOC119073167|XP_037034365.1|BCOP
OG0003546	LOC108030896|XP_016959560.1|DBIA	LOC119071182|XP_037031847.1|BCOP
OG0003547	LOC108022749|XP_016947333.1|DBIA	LOC119074098|XP_037035954.1|BCOP
OG0003548	LOC108036556|XP_016968283.1|DBIA	LOC119074082|XP_037035930.1|BCOP
OG0003549	LOC108036588|XP_016968333.1|DBIA	LOC119074100|XP_037035959.1|BCOP
OG0003550	LOC108022525|XP_016946991.1|DBIA	LOC119073888|XP_037035670.1|BCOP
OG0003551	LOC108022812|XP_016947438.1|DBIA	LOC119079722|XP_037043681.1|BCOP, LOC119083464|XP_037049079.1|BCOP
OG0003552	LOC108022499|XP_016946946.1|DBIA	LOC119084965|XP_037051014.1|BCOP
OG0003553	LOC108022828|XP_016947459.1|DBIA	LOC119079330|XP_037043022.1|BCOP
OG0003554	LOC108035008|XP_016965840.1|DBIA	LOC119080510|XP_037044814.1|BCOP
OG0003555	LOC108034898|XP_016965601.1|DBIA	LOC119080375|XP_037044572.1|BCOP
OG0003556	LOC108028465|XP_016955812.1|DBIA	LOC119080330|XP_037044521.1|BCOP
OG0003557	LOC108028285|XP_016955483.1|DBIA	LOC119071897|XP_037032899.1|BCOP
OG0003558	LOC108035043|XP_016965901.1|DBIA	LOC119083349|XP_037048937.1|BCOP
OG0003559	LOC108035221|XP_016966235.1|DBIA	LOC119073704|XP_037035199.1|BCOP
OG0003560	LOC108028776|XP_016956244.1|DBIA	LOC119079752|XP_037043725.1|BCOP
OG0003561	LOC108022845|XP_016947506.1|DBIA	LOC119075692|XP_037038114.1|BCOP
OG0003562	LOC108022894|XP_016947581.1|DBIA	LOC119076504|XP_037039191.1|BCOP
OG0003563	LOC108031978|XP_016961261.1|DBIA	LOC119078053|XP_037041373.1|BCOP
OG0003564	LOC108028443|XP_016955766.1|DBIA	LOC119075981|XP_037038459.1|BCOP
OG0003565	LOC108035681|XP_016966880.1|DBIA	LOC119081224|XP_037045844.1|BCOP
OG0003566	LOC108031637|XP_016960735.1|DBIA	LOC119068237|XP_037027655.1|BCOP
OG0003567	LOC108036505|XP_016968198.1|DBIA	LOC119078005|XP_037041288.1|BCOP
OG0003568	LOC108036429|XP_016968050.1|DBIA	LOC119073792|XP_037035419.1|BCOP
OG0003569	LOC108035343|XP_016966417.1|DBIA	LOC119079994|XP_037044055.1|BCOP
OG0003570	LOC108030106|XP_016958284.1|DBIA	LOC119081684|XP_037046669.1|BCOP, LOC119076359|XP_037038953.1|BCOP
OG0003571	LOC108035600|XP_016966767.1|DBIA	LOC119083888|XP_037049592.1|BCOP
OG0003572	LOC108030190|XP_016958429.1|DBIA	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP
OG0003573	LOC108030426|XP_016958802.1|DBIA	LOC119079235|XP_037042922.1|BCOP
OG0003574	LOC108035331|XP_016966398.1|DBIA	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP
OG0003575	LOC108035329|XP_016966396.1|DBIA	LOC119070233|XP_037030399.1|BCOP, LOC119081332|XP_037046017.1|BCOP
OG0003576	LOC108035481|XP_016966620.1|DBIA	LOC119081237|XP_037045859.1|BCOP
OG0003577	LOC108028339|XP_016955579.1|DBIA	LOC119081605|XP_037046534.1|BCOP
OG0003578	LOC108028533|XP_016955918.1|DBIA	LOC119073468|XP_037034867.1|BCOP
OG0003579	LOC108022618|XP_016947147.1|DBIA	LOC119073452|XP_037034840.1|BCOP
OG0003580	LOC108026791|XP_016953441.1|DBIA	LOC119081389|XP_037046171.1|BCOP
OG0003581	LOC108030026|XP_016958124.1|DBIA	LOC119080962|XP_037045489.1|BCOP
OG0003582	LOC108035238|XP_016966258.1|DBIA	LOC119084885|XP_037050926.1|BCOP
OG0003583	LOC108022896|XP_016947584.1|DBIA	LOC119083657|XP_037049327.1|BCOP
OG0003584	LOC108036530|XP_016968237.1|DBIA	LOC119079798|XP_037043754.1|BCOP
OG0003585	LOC108028078|XP_016955210.1|DBIA	LOC119084241|XP_037050036.1|BCOP
OG0003586	LOC108024917|XP_016950605.1|DBIA	LOC119078508|XP_037042000.1|BCOP
OG0003587	LOC108027938|XP_016955056.1|DBIA	LOC119073266|XP_037034538.1|BCOP
OG0003588	LOC108032032|XP_016961333.1|DBIA	LOC119082342|XP_037047749.1|BCOP
OG0003589	LOC108036313|XP_016967812.1|DBIA	LOC119067387|XP_037026206.1|BCOP
OG0003590	LOC108034878|XP_016965572.1|DBIA	LOC119080605|XP_037044900.1|BCOP
OG0003591	LOC108030379|XP_016958741.1|DBIA	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP
OG0003592	LOC108030688|XP_016959211.1|DBIA	LOC119080284|XP_037044449.1|BCOP
OG0003593	LOC108034775|XP_016965211.1|DBIA	LOC119073708|XP_037035210.1|BCOP
OG0003594	LOC108028038|XP_016955165.1|DBIA	LOC119080446|XP_037044706.1|BCOP
OG0003595	LOC108026887|XP_016953578.1|DBIA	LOC119079575|XP_037043457.1|BCOP
OG0003596	LOC108030073|XP_016958163.1|DBIA	LOC119079762|XP_037043737.1|BCOP
