Orthogroup	DBIA.longest_only	CCAP.longest_only
OG0004763	LOC108025298|XP_016951183.1|DBIA	CCAP1982_LOCUS1149|CAD6992281.1|CCAP
OG0004764	LOC108032137|XP_016961462.1|DBIA	CCAP1982_LOCUS1627|CAD6992788.1|CCAP, CCAP1982_LOCUS1637|CAD6992798.1|CCAP
OG0004765	LOC108031765|XP_016960961.1|DBIA	CCAP1982_LOCUS2453|CAD6993643.1|CCAP
OG0004766	LOC108032141|XP_016961465.1|DBIA	CCAP1982_LOCUS2527|CAD6993729.1|CCAP
OG0004767	LOC108024994|XP_016950739.1|DBIA	CCAP1982_LOCUS1159|CAD6992291.1|CCAP
OG0004768	LOC108024948|XP_016950667.1|DBIA	CCAP1982_LOCUS3023|CAD6994262.1|CCAP
OG0004769	LOC108033350|XP_016963148.1|DBIA	CCAP1982_LOCUS1618|CAD6992778.1|CCAP
OG0004770	LOC108024877|XP_016950514.1|DBIA	CCAP1982_LOCUS4945|CAD6996262.1|CCAP
OG0004771	LOC108025281|XP_016951145.1|DBIA	CCAP1982_LOCUS1359|CAD6992510.1|CCAP
OG0004772	LOC108031825|XP_016961047.1|DBIA	CCAP1982_LOCUS1734|CAD6992900.1|CCAP
OG0004773	LOC108031400|XP_016960256.1|DBIA	CCAP1982_LOCUS2622|CAD6993825.1|CCAP
OG0004774	LOC108031401|XP_016960257.1|DBIA	CCAP1982_LOCUS2617|CAD6993820.1|CCAP
OG0004775	LOC108031478|XP_016960438.1|DBIA	CCAP1982_LOCUS2616|CAD6993819.1|CCAP
OG0004776	LOC108030334|XP_016958686.1|DBIA	CCAP1982_LOCUS23382|CAD7015440.1|CCAP
OG0004777	LOC108025105|XP_016950898.1|DBIA	CCAP1982_LOCUS4115|CAD6995397.1|CCAP
OG0004778	LOC108032797|XP_016962292.1|DBIA	CCAP1982_LOCUS5815|CAD6997173.1|CCAP
OG0004779	LOC108024789|XP_016950396.1|DBIA	CCAP1982_LOCUS3274|CAD6994530.1|CCAP
OG0004780	LOC108027703|XP_016954742.1|DBIA	CCAP1982_LOCUS6815|CAD6998200.1|CCAP
OG0004781	LOC108031947|XP_016961220.1|DBIA	CCAP1982_LOCUS3298|CAD6994558.1|CCAP
OG0004782	LOC108026145|XP_016952364.1|DBIA	CCAP1982_LOCUS1055|CAD6992184.1|CCAP
OG0004784	LOC108027066|XP_016953765.1|DBIA	CCAP1982_LOCUS2078|CAD6993261.1|CCAP
OG0004785	LOC108027062|XP_016953760.1|DBIA	CCAP1982_LOCUS2068|CAD6993251.1|CCAP
OG0004786	LOC108027447|XP_016954387.1|DBIA	CCAP1982_LOCUS2066|CAD6993249.1|CCAP
OG0004787	LOC108027134|XP_016953841.1|DBIA	CCAP1982_LOCUS2063|CAD6993246.1|CCAP
OG0004788	LOC108027137|XP_016953843.1|DBIA	CCAP1982_LOCUS2062|CAD6993245.1|CCAP
OG0004789	LOC108027139|XP_016953847.1|DBIA	CCAP1982_LOCUS2061|CAD6993244.1|CCAP
OG0004790	LOC108025542|XP_016951561.1|DBIA	CCAP1982_LOCUS2055|CAD6993238.1|CCAP
OG0004791	LOC108025266|XP_016951116.1|DBIA	CCAP1982_LOCUS2238|CAD6993423.1|CCAP
OG0004792	LOC108032220|XP_016961572.1|DBIA	CCAP1982_LOCUS1378|CAD6992529.1|CCAP
OG0004793	LOC108025248|XP_016951088.1|DBIA	CCAP1982_LOCUS2192|CAD6993376.1|CCAP
OG0004794	LOC108031739|XP_016960922.1|DBIA	CCAP1982_LOCUS2285|CAD6993473.1|CCAP
OG0004795	LOC108024749|XP_016950348.1|DBIA	CCAP1982_LOCUS2712|CAD6993923.1|CCAP
OG0004796	LOC108031734|XP_016960905.1|DBIA	CCAP1982_LOCUS1228|CAD6992364.1|CCAP
OG0004797	LOC108031946|XP_016961216.1|DBIA	CCAP1982_LOCUS1191|CAD6992326.1|CCAP
OG0004798	LOC108026043|XP_016952227.1|DBIA	CCAP1982_LOCUS2385|CAD6993573.1|CCAP, CCAP1982_LOCUS2386|CAD6993574.1|CCAP
OG0004799	LOC108031675|XP_016960803.1|DBIA	CCAP1982_LOCUS3913|CAD6995194.1|CCAP
OG0004800	LOC108032149|XP_016961478.1|DBIA	CCAP1982_LOCUS1447|CAD6992598.1|CCAP
OG0004801	LOC108026436|XP_016952862.1|DBIA	CCAP1982_LOCUS4250|CAD6995539.1|CCAP
OG0004802	LOC108032074|XP_016961383.1|DBIA	CCAP1982_LOCUS2627|CAD6993831.1|CCAP
OG0004803	LOC108024573|XP_016950059.1|DBIA	CCAP1982_LOCUS1910|CAD6993080.1|CCAP
OG0004804	LOC108024949|XP_016950672.1|DBIA	CCAP1982_LOCUS2450|CAD6993640.1|CCAP
OG0004805	LOC108031469|XP_016960410.1|DBIA	CCAP1982_LOCUS3785|CAD6995060.1|CCAP, CCAP1982_LOCUS3786|CAD6995062.1|CCAP
OG0004807	LOC108026054|XP_016952237.1|DBIA	CCAP1982_LOCUS2585|CAD6993787.1|CCAP
OG0004808	LOC108032179|XP_016961523.1|DBIA	CCAP1982_LOCUS1742|CAD6992909.1|CCAP
OG0004809	LOC108032208|XP_016961557.1|DBIA	CCAP1982_LOCUS1427|CAD6992579.1|CCAP
OG0004810	LOC108031968|XP_016961249.1|DBIA	CCAP1982_LOCUS1425|CAD6992577.1|CCAP
OG0004811	LOC108028686|XP_016956115.1|DBIA	CCAP1982_LOCUS14036|CAD7005683.1|CCAP
OG0004812	LOC108031381|XP_016960223.1|DBIA	CCAP1982_LOCUS3782|CAD6995056.1|CCAP
OG0004813	LOC108024785|XP_016950389.1|DBIA	CCAP1982_LOCUS3445|CAD6994712.1|CCAP
OG0004814	LOC108031658|XP_016960782.1|DBIA	CCAP1982_LOCUS3302|CAD6994562.1|CCAP, CCAP1982_LOCUS9646|CAD7001148.1|CCAP
OG0004818	LOC108032055|XP_016961360.1|DBIA	CCAP1982_LOCUS1589|CAD6992744.1|CCAP
OG0004819	LOC108031907|XP_016961164.1|DBIA	CCAP1982_LOCUS2225|CAD6993410.1|CCAP
OG0004820	LOC108031871|XP_016961118.1|DBIA	CCAP1982_LOCUS3104|CAD6994349.1|CCAP
OG0004821	LOC108025278|XP_016951140.1|DBIA	CCAP1982_LOCUS1361|CAD6992512.1|CCAP
OG0004822	LOC108024596|XP_016950094.1|DBIA	CCAP1982_LOCUS4095|CAD6995377.1|CCAP, CCAP1982_LOCUS4094|CAD6995376.1|CCAP
OG0004823	LOC108031506|XP_016960502.1|DBIA	CCAP1982_LOCUS1299|CAD6992437.1|CCAP
OG0004824	LOC108032017|XP_016961312.1|DBIA	CCAP1982_LOCUS1298|CAD6992436.1|CCAP
OG0004825	LOC108035978|XP_016967292.1|DBIA	CCAP1982_LOCUS10241|CAD7001751.1|CCAP
OG0004826	LOC108027326|XP_016954224.1|DBIA	CCAP1982_LOCUS1194|CAD6992329.1|CCAP
OG0004827	LOC108024971|XP_016950703.1|DBIA	CCAP1982_LOCUS3459|CAD6994726.1|CCAP
OG0004828	LOC108024724|XP_016950306.1|DBIA	CCAP1982_LOCUS3272|CAD6994528.1|CCAP
OG0004829	LOC108026391|XP_016952802.1|DBIA	CCAP1982_LOCUS2558|CAD6993759.1|CCAP
OG0004830	LOC108027238|XP_016954061.1|DBIA	CCAP1982_LOCUS3815|CAD6995092.1|CCAP, CCAP1982_LOCUS3820|CAD6995097.1|CCAP
OG0004831	LOC108028503|XP_016955871.1|DBIA	CCAP1982_LOCUS22935|CAD7014975.1|CCAP, CCAP1982_LOCUS22936|CAD7014976.1|CCAP
OG0004832	LOC108031663|XP_016960788.1|DBIA	CCAP1982_LOCUS2930|CAD6994165.1|CCAP
OG0004833	LOC108027397|XP_016954324.1|DBIA	CCAP1982_LOCUS18|CAD6991069.1|CCAP
OG0004834	LOC108024720|XP_016950300.1|DBIA	CCAP1982_LOCUS1821|CAD6992990.1|CCAP
OG0004835	LOC108024859|XP_016950489.1|DBIA	CCAP1982_LOCUS1817|CAD6992986.1|CCAP
OG0004836	LOC108031779|XP_016960982.1|DBIA	CCAP1982_LOCUS4022|CAD6995303.1|CCAP
OG0004838	LOC108031559|XP_016960594.1|DBIA	CCAP1982_LOCUS3502|CAD6994771.1|CCAP
OG0004839	LOC108031558|XP_016960590.1|DBIA	CCAP1982_LOCUS3499|CAD6994768.1|CCAP
OG0004840	LOC108026306|XP_016952679.1|DBIA	CCAP1982_LOCUS5057|CAD6996378.1|CCAP
OG0004842	LOC108026006|XP_016952185.1|DBIA	CCAP1982_LOCUS23403|CAD7015463.1|CCAP
OG0004843	LOC108024412|XP_016949820.1|DBIA	CCAP1982_LOCUS2087|CAD6993271.1|CCAP
OG0004844	LOC108036800|XP_016968637.1|DBIA	CCAP1982_LOCUS227|CAD6991298.1|CCAP
OG0004845	LOC108032890|XP_016962414.1|DBIA	CCAP1982_LOCUS226|CAD6991297.1|CCAP
OG0004846	LOC108029119|XP_016956721.1|DBIA	CCAP1982_LOCUS8381|CAD6999871.1|CCAP
OG0004847	LOC108029117|XP_016956719.1|DBIA	CCAP1982_LOCUS8382|CAD6999872.1|CCAP
OG0004850	LOC108027265|XP_016954125.1|DBIA	CCAP1982_LOCUS3566|CAD6994835.1|CCAP, CCAP1982_LOCUS3565|CAD6994834.1|CCAP
OG0004851	LOC108027051|XP_016953748.1|DBIA	CCAP1982_LOCUS3554|CAD6994823.1|CCAP, CCAP1982_LOCUS3569|CAD6994838.1|CCAP
OG0004852	LOC108027380|XP_016954300.1|DBIA	CCAP1982_LOCUS3586|CAD6994852.1|CCAP, CCAP1982_LOCUS3588|CAD6994853.1|CCAP
OG0004853	LOC108026666|XP_016953202.1|DBIA	CCAP1982_LOCUS22308|CAD7014308.1|CCAP
OG0004854	LOC108034928|XP_016965672.1|DBIA	CCAP1982_LOCUS11578|CAD7003116.1|CCAP
OG0004855	LOC108028260|XP_016955439.1|DBIA	CCAP1982_LOCUS11428|CAD7002964.1|CCAP
OG0004856	LOC108035172|XP_016966122.1|DBIA	CCAP1982_LOCUS10937|CAD7002448.1|CCAP
OG0004857	LOC108034599|XP_016965021.1|DBIA	CCAP1982_LOCUS11116|CAD7002632.1|CCAP
OG0004858	LOC108034971|XP_016965773.1|DBIA	CCAP1982_LOCUS10955|CAD7002466.1|CCAP
OG0004859	LOC108034968|XP_016965769.1|DBIA	CCAP1982_LOCUS10958|CAD7002469.1|CCAP
OG0004860	LOC108035613|XP_016966788.1|DBIA	CCAP1982_LOCUS11066|CAD7002579.1|CCAP
OG0004861	LOC108034946|XP_016965714.1|DBIA	CCAP1982_LOCUS12112|CAD7003675.1|CCAP, CCAP1982_LOCUS12114|CAD7003677.1|CCAP
OG0004862	LOC108034909|XP_016965644.1|DBIA	CCAP1982_LOCUS12141|CAD7003704.1|CCAP
OG0004863	LOC108028459|XP_016955802.1|DBIA	CCAP1982_LOCUS12888|CAD7004484.1|CCAP
OG0004864	LOC108035504|XP_016966651.1|DBIA	CCAP1982_LOCUS11524|CAD7003061.1|CCAP
OG0004865	LOC108024800|XP_016950409.1|DBIA	CCAP1982_LOCUS2749|CAD6993964.1|CCAP
OG0004866	LOC108028607|XP_016956016.1|DBIA	CCAP1982_LOCUS13141|CAD7004748.1|CCAP
OG0004867	LOC108030089|XP_016958215.1|DBIA	CCAP1982_LOCUS22038|CAD7014032.1|CCAP
OG0004868	LOC108024272|XP_016949654.1|DBIA	CCAP1982_LOCUS22037|CAD7014031.1|CCAP
OG0004869	LOC108030052|XP_016958118.1|DBIA	CCAP1982_LOCUS21809|CAD7013788.1|CCAP
OG0004870	LOC108030072|XP_016958161.1|DBIA	CCAP1982_LOCUS21814|CAD7013793.1|CCAP
OG0004871	LOC108022939|XP_016947641.1|DBIA	CCAP1982_LOCUS21377|CAD7013306.1|CCAP
OG0004872	LOC108023097|XP_016947847.1|DBIA	CCAP1982_LOCUS7248|CAD6998690.1|CCAP
OG0004873	LOC108036139|XP_016967613.1|DBIA	CCAP1982_LOCUS8825|CAD7000342.1|CCAP
OG0004874	LOC108025157|XP_016950923.1|DBIA	CCAP1982_LOCUS783|CAD6991892.1|CCAP
OG0004877	LOC108030705|XP_016959233.1|DBIA	CCAP1982_LOCUS14965|CAD7006662.1|CCAP
OG0004878	LOC108030409|XP_016958784.1|DBIA	CCAP1982_LOCUS21200|CAD7013128.1|CCAP
OG0004879	LOC108026679|XP_016953244.1|DBIA	CCAP1982_LOCUS20497|CAD7012410.1|CCAP
OG0004880	LOC108030878|XP_016959524.1|DBIA	CCAP1982_LOCUS13491|CAD7005129.1|CCAP
OG0004881	LOC108028543|XP_016955930.1|DBIA	CCAP1982_LOCUS11318|CAD7002849.1|CCAP
OG0004882	LOC108028726|XP_016956176.1|DBIA	CCAP1982_LOCUS12759|CAD7004343.1|CCAP
OG0004883	LOC108035678|XP_016966877.1|DBIA	CCAP1982_LOCUS13230|CAD7004844.1|CCAP
OG0004884	LOC108030063|XP_016958141.1|DBIA	CCAP1982_LOCUS21713|CAD7013670.1|CCAP
OG0004886	LOC108036540|XP_016968252.1|DBIA	CCAP1982_LOCUS7085|CAD6998494.1|CCAP
OG0004887	LOC108030453|XP_016958835.1|DBIA	CCAP1982_LOCUS22356|CAD7014359.1|CCAP
OG0004888	LOC108030119|XP_016958308.1|DBIA	CCAP1982_LOCUS22112|CAD7014106.1|CCAP
OG0004889	LOC108036581|XP_016968325.1|DBIA	CCAP1982_LOCUS8569|CAD7000067.1|CCAP
OG0004890	LOC108030143|XP_016958348.1|DBIA	CCAP1982_LOCUS21242|CAD7013171.1|CCAP
OG0004892	LOC108030358|XP_016958714.1|DBIA	CCAP1982_LOCUS19617|CAD7011528.1|CCAP
OG0004893	LOC108026626|XP_016953131.1|DBIA	CCAP1982_LOCUS20552|CAD7012472.1|CCAP
OG0004894	LOC108030420|XP_016958796.1|DBIA	CCAP1982_LOCUS23113|CAD7015163.1|CCAP
OG0004895	LOC108022787|XP_016947402.1|DBIA	CCAP1982_LOCUS22245|CAD7014242.1|CCAP
OG0004896	LOC108030317|XP_016958645.1|DBIA	CCAP1982_LOCUS23034|CAD7015078.1|CCAP
OG0004897	LOC108030261|XP_016958572.1|DBIA	CCAP1982_LOCUS23039|CAD7015084.1|CCAP
OG0004898	LOC108022522|XP_016946984.1|DBIA	CCAP1982_LOCUS22377|CAD7014382.1|CCAP
OG0004899	LOC108022498|XP_016946943.1|DBIA	CCAP1982_LOCUS22723|CAD7014746.1|CCAP
OG0004900	LOC108022813|XP_016947439.1|DBIA	CCAP1982_LOCUS22618|CAD7014627.1|CCAP
OG0004901	LOC108023090|XP_016947836.1|DBIA	CCAP1982_LOCUS22617|CAD7014626.1|CCAP
OG0004902	LOC108035638|XP_016966830.1|DBIA	CCAP1982_LOCUS11611|CAD7003150.1|CCAP
OG0004903	LOC108026700|XP_016953282.1|DBIA	CCAP1982_LOCUS22573|CAD7014574.1|CCAP
OG0004904	LOC108026453|XP_016952882.1|DBIA	CCAP1982_LOCUS21459|CAD7013394.1|CCAP
OG0004905	LOC108036525|XP_016968226.1|DBIA	CCAP1982_LOCUS7092|CAD6998501.1|CCAP
OG0004906	LOC108030502|XP_016958883.1|DBIA	CCAP1982_LOCUS12916|CAD7004518.1|CCAP
OG0004907	LOC108028777|XP_016956245.1|DBIA	CCAP1982_LOCUS13144|CAD7004751.1|CCAP
OG0004908	LOC108028658|XP_016956074.1|DBIA	CCAP1982_LOCUS11719|CAD7003257.1|CCAP
OG0004909	LOC108028286|XP_016955486.1|DBIA	CCAP1982_LOCUS11729|CAD7003267.1|CCAP
OG0004910	LOC108028484|XP_016955836.1|DBIA	CCAP1982_LOCUS14793|CAD7006475.1|CCAP
OG0004911	LOC108035413|XP_016966523.1|DBIA	CCAP1982_LOCUS13091|CAD7004698.1|CCAP
OG0004912	LOC108030519|XP_016958900.1|DBIA	CCAP1982_LOCUS12917|CAD7004519.1|CCAP
OG0004913	LOC108022159|XP_016946490.1|DBIA	CCAP1982_LOCUS22039|CAD7014033.1|CCAP
OG0004914	LOC108022923|XP_016947624.1|DBIA	CCAP1982_LOCUS22044|CAD7014038.1|CCAP
OG0004915	LOC108022756|XP_016947343.1|DBIA	CCAP1982_LOCUS23402|CAD7015462.1|CCAP
OG0004916	LOC108036642|XP_016968405.1|DBIA	CCAP1982_LOCUS22427|CAD7014431.1|CCAP
OG0004917	LOC108035126|XP_016966047.1|DBIA	CCAP1982_LOCUS14901|CAD7006590.1|CCAP
OG0004918	LOC108035124|XP_016966044.1|DBIA	CCAP1982_LOCUS14903|CAD7006592.1|CCAP
OG0004919	LOC108023862|XP_016949008.1|DBIA	CCAP1982_LOCUS442|CAD6991523.1|CCAP
OG0004920	LOC108034486|XP_016964880.1|DBIA	CCAP1982_LOCUS14464|CAD7006135.1|CCAP
OG0004921	LOC108028444|XP_016955767.1|DBIA	CCAP1982_LOCUS13031|CAD7004636.1|CCAP
OG0004922	LOC108035474|XP_016966613.1|DBIA	CCAP1982_LOCUS11225|CAD7002751.1|CCAP
OG0004923	LOC108035358|XP_016966443.1|DBIA	CCAP1982_LOCUS11167|CAD7002689.1|CCAP
OG0004924	LOC108028209|XP_016955363.1|DBIA	CCAP1982_LOCUS12528|CAD7004107.1|CCAP
OG0004925	LOC108030618|XP_016959107.1|DBIA	CCAP1982_LOCUS12578|CAD7004158.1|CCAP
OG0004926	LOC108028775|XP_016956242.1|DBIA	CCAP1982_LOCUS14939|CAD7006633.1|CCAP
OG0004927	LOC108028703|XP_016956170.1|DBIA	CCAP1982_LOCUS14993|CAD7006694.1|CCAP
OG0004928	LOC108030094|XP_016958230.1|DBIA	CCAP1982_LOCUS21917|CAD7013902.1|CCAP
OG0004929	LOC108027902|XP_016955013.1|DBIA	CCAP1982_LOCUS11530|CAD7003067.1|CCAP
OG0004930	LOC108030048|XP_016958112.1|DBIA	CCAP1982_LOCUS22942|CAD7014983.1|CCAP
OG0004931	LOC108030342|XP_016958696.1|DBIA	CCAP1982_LOCUS22635|CAD7014646.1|CCAP
OG0004932	LOC108022716|XP_016947290.1|DBIA, LOC108029918|XP_016957904.1|DBIA	CCAP1982_LOCUS12169|CAD7003732.1|CCAP
OG0004933	LOC108030340|XP_016958692.1|DBIA	CCAP1982_LOCUS7196|CAD6998623.1|CCAP
OG0004934	LOC108026961|XP_016953665.1|DBIA	CCAP1982_LOCUS7200|CAD6998628.1|CCAP
OG0004935	LOC108030156|XP_016958373.1|DBIA	CCAP1982_LOCUS21878|CAD7013861.1|CCAP
OG0004936	LOC108035362|XP_016966449.1|DBIA	CCAP1982_LOCUS12915|CAD7004517.1|CCAP
OG0004937	LOC108028586|XP_016955989.1|DBIA	CCAP1982_LOCUS20261|CAD7012159.1|CCAP
OG0004938	LOC108034829|XP_016965430.1|DBIA	CCAP1982_LOCUS12061|CAD7003621.1|CCAP
OG0004940	LOC108035935|XP_016967214.1|DBIA	CCAP1982_LOCUS12871|CAD7004465.1|CCAP
OG0004941	LOC108035328|XP_016966391.1|DBIA	CCAP1982_LOCUS12170|CAD7003733.1|CCAP
OG0004942	LOC108028412|XP_016955718.1|DBIA	CCAP1982_LOCUS11521|CAD7003058.1|CCAP
OG0004943	LOC108035231|XP_016966250.1|DBIA	CCAP1982_LOCUS14899|CAD7006588.1|CCAP
OG0004944	LOC108034845|XP_016965465.1|DBIA	CCAP1982_LOCUS11899|CAD7003445.1|CCAP
OG0004946	LOC108030866|XP_016959502.1|DBIA	CCAP1982_LOCUS13890|CAD7005530.1|CCAP
OG0004947	LOC108035468|XP_016966605.1|DBIA	CCAP1982_LOCUS11517|CAD7003054.1|CCAP
OG0004948	LOC108034769|XP_016965204.1|DBIA	CCAP1982_LOCUS11515|CAD7003052.1|CCAP
OG0004949	LOC108034941|XP_016965709.1|DBIA	CCAP1982_LOCUS11508|CAD7003045.1|CCAP
OG0004950	LOC108029633|XP_016957524.1|DBIA	CCAP1982_LOCUS12161|CAD7003724.1|CCAP
OG0004951	LOC108024666|XP_016950223.1|DBIA	CCAP1982_LOCUS2776|CAD6993995.1|CCAP
OG0004952	LOC108035391|XP_016966492.1|DBIA	CCAP1982_LOCUS10827|CAD7002341.1|CCAP
OG0004953	LOC108035518|XP_016966669.1|DBIA	CCAP1982_LOCUS12149|CAD7003712.1|CCAP
OG0004954	LOC108035624|XP_016966805.1|DBIA	CCAP1982_LOCUS12151|CAD7003714.1|CCAP
OG0004955	LOC108028805|XP_016956279.1|DBIA	CCAP1982_LOCUS12929|CAD7004532.1|CCAP
OG0004956	LOC108036380|XP_016967971.1|DBIA	CCAP1982_LOCUS21829|CAD7013809.1|CCAP
OG0004957	LOC108035219|XP_016966233.1|DBIA	CCAP1982_LOCUS11289|CAD7002819.1|CCAP
OG0004958	LOC108035490|XP_016966630.1|DBIA	CCAP1982_LOCUS14958|CAD7006655.1|CCAP
OG0004959	LOC108035152|XP_016966083.1|DBIA	CCAP1982_LOCUS14959|CAD7006656.1|CCAP
OG0004960	LOC108035153|XP_016966085.1|DBIA	CCAP1982_LOCUS14960|CAD7006657.1|CCAP
OG0004961	LOC108036668|XP_016968438.1|DBIA	CCAP1982_LOCUS21618|CAD7013562.1|CCAP
OG0004962	LOC108028493|XP_016955858.1|DBIA	CCAP1982_LOCUS14417|CAD7006085.1|CCAP
OG0004963	LOC108035922|XP_016967188.1|DBIA	CCAP1982_LOCUS11670|CAD7003210.1|CCAP
OG0004964	LOC108035272|XP_016966320.1|DBIA	CCAP1982_LOCUS12091|CAD7003653.1|CCAP
OG0004965	LOC108028130|XP_016955272.1|DBIA	CCAP1982_LOCUS12614|CAD7004195.1|CCAP
OG0004966	LOC108028481|XP_016955832.1|DBIA	CCAP1982_LOCUS12615|CAD7004196.1|CCAP
OG0004967	LOC108030054|XP_016958121.1|DBIA	CCAP1982_LOCUS21807|CAD7013784.1|CCAP
OG0004968	LOC108035575|XP_016966735.1|DBIA	CCAP1982_LOCUS13312|CAD7004929.1|CCAP
OG0004969	LOC108029942|XP_016957933.1|DBIA	CCAP1982_LOCUS22918|CAD7014954.1|CCAP
OG0004970	LOC108035705|XP_016966916.1|DBIA	CCAP1982_LOCUS13313|CAD7004930.1|CCAP
OG0004971	LOC108035336|XP_016966402.1|DBIA	CCAP1982_LOCUS13316|CAD7004933.1|CCAP
OG0004973	LOC108028990|XP_016956524.1|DBIA	CCAP1982_LOCUS11325|CAD7002856.1|CCAP
OG0004974	LOC108034926|XP_016965671.1|DBIA	CCAP1982_LOCUS11581|CAD7003119.1|CCAP
OG0004975	LOC108035359|XP_016966446.1|DBIA	CCAP1982_LOCUS11169|CAD7002691.1|CCAP
OG0004976	LOC108034532|XP_016964947.1|DBIA	CCAP1982_LOCUS10789|CAD7002297.1|CCAP
OG0004977	LOC108026761|XP_016953390.1|DBIA	CCAP1982_LOCUS21891|CAD7013875.1|CCAP
OG0004978	LOC108030123|XP_016958314.1|DBIA	CCAP1982_LOCUS21950|CAD7013939.1|CCAP
OG0004979	LOC108034747|XP_016965184.1|DBIA	CCAP1982_LOCUS13004|CAD7004609.1|CCAP
OG0004980	LOC108030642|XP_016959145.1|DBIA	CCAP1982_LOCUS14626|CAD7006304.1|CCAP
OG0004981	LOC108035955|XP_016967249.1|DBIA	CCAP1982_LOCUS14604|CAD7006281.1|CCAP
OG0004982	LOC108035957|XP_016967254.1|DBIA	CCAP1982_LOCUS14602|CAD7006279.1|CCAP
OG0004983	LOC108035489|XP_016966629.1|DBIA	CCAP1982_LOCUS11734|CAD7003272.1|CCAP
OG0004984	LOC108028665|XP_016956086.1|DBIA	CCAP1982_LOCUS11733|CAD7003271.1|CCAP
OG0004985	LOC108028542|XP_016955933.1|DBIA	CCAP1982_LOCUS10871|CAD7002377.1|CCAP
OG0004986	LOC108028639|XP_016956053.1|DBIA	CCAP1982_LOCUS14170|CAD7005825.1|CCAP
OG0004987	LOC108035001|XP_016965829.1|DBIA	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP
OG0004988	LOC108028557|XP_016955954.1|DBIA	CCAP1982_LOCUS10872|CAD7002378.1|CCAP
OG0004989	LOC108035355|XP_016966438.1|DBIA	CCAP1982_LOCUS11808|CAD7003349.1|CCAP
OG0004991	LOC108030058|XP_016958131.1|DBIA	CCAP1982_LOCUS7099|CAD6998510.1|CCAP
OG0004992	LOC108030062|XP_016958138.1|DBIA	CCAP1982_LOCUS7098|CAD6998509.1|CCAP
OG0004993	LOC108035392|XP_016966494.1|DBIA	CCAP1982_LOCUS10828|CAD7002342.1|CCAP
OG0004994	LOC108034408|XP_016964779.1|DBIA, LOC108035704|XP_016966915.1|DBIA	CCAP1982_LOCUS12503|CAD7004078.1|CCAP
OG0004995	LOC108034914|XP_016965649.1|DBIA	CCAP1982_LOCUS12512|CAD7004089.1|CCAP
OG0004996	LOC108030529|XP_016958912.1|DBIA	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP
OG0004997	LOC108036633|XP_016968396.1|DBIA	CCAP1982_LOCUS22646|CAD7014658.1|CCAP
OG0004998	LOC108026691|XP_016953269.1|DBIA	CCAP1982_LOCUS21862|CAD7013842.1|CCAP
OG0004999	LOC108035437|XP_016966560.1|DBIA	CCAP1982_LOCUS13324|CAD7004945.1|CCAP
OG0005000	LOC108036270|XP_016967770.1|DBIA	CCAP1982_LOCUS22669|CAD7014685.1|CCAP
OG0005001	LOC108034955|XP_016965730.1|DBIA	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP
OG0005002	LOC108032214|XP_016961563.1|DBIA	CCAP1982_LOCUS178|CAD6991242.1|CCAP
OG0005003	LOC108035320|XP_016966384.1|DBIA	CCAP1982_LOCUS13033|CAD7004638.1|CCAP
OG0005004	LOC108028838|XP_016956318.1|DBIA	CCAP1982_LOCUS10812|CAD7002322.1|CCAP
OG0005005	LOC108035887|XP_016967131.1|DBIA	CCAP1982_LOCUS12878|CAD7004473.1|CCAP
OG0005006	LOC108030678|XP_016959218.1|DBIA	CCAP1982_LOCUS12899|CAD7004499.1|CCAP
OG0005007	LOC108028624|XP_016956033.1|DBIA	CCAP1982_LOCUS11360|CAD7002891.1|CCAP
OG0005008	LOC108031203|XP_016959920.1|DBIA	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP
OG0005009	LOC108028085|XP_016955215.1|DBIA	CCAP1982_LOCUS11320|CAD7002851.1|CCAP
OG0005010	LOC108030497|XP_016958876.1|DBIA	CCAP1982_LOCUS21495|CAD7013430.1|CCAP
OG0005011	LOC108026838|XP_016953502.1|DBIA	CCAP1982_LOCUS19574|CAD7011474.1|CCAP
OG0005012	LOC108028767|XP_016956231.1|DBIA	CCAP1982_LOCUS13294|CAD7004910.1|CCAP
OG0005014	LOC108034987|XP_016965806.1|DBIA	CCAP1982_LOCUS12085|CAD7003647.1|CCAP
OG0005015	LOC108028471|XP_016955822.1|DBIA	CCAP1982_LOCUS11811|CAD7003352.1|CCAP
OG0005016	LOC108030676|XP_016959194.1|DBIA	CCAP1982_LOCUS12339|CAD7003911.1|CCAP
OG0005017	LOC108035093|XP_016966003.1|DBIA	CCAP1982_LOCUS11881|CAD7003425.1|CCAP
OG0005018	LOC108030066|XP_016958152.1|DBIA	CCAP1982_LOCUS12314|CAD7003884.1|CCAP
OG0005019	LOC108035236|XP_016966257.1|DBIA	CCAP1982_LOCUS10965|CAD7002476.1|CCAP
OG0005020	LOC108036247|XP_016967745.1|DBIA	CCAP1982_LOCUS21901|CAD7013886.1|CCAP
OG0005021	LOC108034316|XP_016964675.1|DBIA	CCAP1982_LOCUS5712|CAD6997058.1|CCAP
