Orthogroup	DBIA.longest_only	CPIP.longest_only
OG0003410	LOC108031817|XP_016961033.1|DBIA	LOC120426738|XP_039447449.1|CPIP
OG0003411	LOC108024379|XP_016949772.1|DBIA	LOC120421806|XP_039441017.1|CPIP
OG0003412	LOC108025478|XP_016951480.1|DBIA	LOC120421803|XP_039441015.1|CPIP
OG0003413	LOC108024938|XP_016950628.1|DBIA	LOC120416938|XP_039434792.1|CPIP
OG0003414	LOC108034541|XP_016964956.1|DBIA	LOC120415563|XP_039433073.1|CPIP, LOC120415828|XP_039433397.1|CPIP
OG0003415	LOC108025927|XP_016952109.1|DBIA	LOC120416615|XP_039434351.1|CPIP
OG0003416	LOC108027410|XP_016954338.1|DBIA	LOC120416649|XP_039434396.1|CPIP
OG0003417	LOC108024527|XP_016949981.1|DBIA	LOC120415604|XP_039433134.1|CPIP
OG0003418	LOC108031662|XP_016960787.1|DBIA	LOC120418739|XP_039437148.1|CPIP, LOC120421090|XP_039440167.1|CPIP
OG0003419	LOC108027352|XP_016954260.1|DBIA	LOC120418744|XP_039437154.1|CPIP, LOC120421095|XP_039440172.1|CPIP
OG0003420	LOC108027250|XP_016954093.1|DBIA	LOC120421091|XP_039440168.1|CPIP, LOC120418741|XP_039437151.1|CPIP
OG0003421	LOC108026317|XP_016952694.1|DBIA	LOC120428659|XP_039449640.1|CPIP
OG0003422	LOC108026297|XP_016952667.1|DBIA	LOC120428662|XP_039449644.1|CPIP, LOC120427075|XP_039447847.1|CPIP
OG0003423	LOC108022670|XP_016947230.1|DBIA	LOC120431603|XP_039452641.1|CPIP
OG0003424	LOC108026241|XP_016952567.1|DBIA	LOC120426011|XP_039446617.1|CPIP
OG0003425	LOC108031262|XP_016959990.1|DBIA	LOC120426250|XP_039446922.1|CPIP
OG0003426	LOC108031386|XP_016960239.1|DBIA	LOC120422541|XP_039441939.1|CPIP
OG0003427	LOC108032121|XP_016961443.1|DBIA	LOC120422566|XP_039441986.1|CPIP
OG0003428	LOC108028028|XP_016955154.1|DBIA	LOC120425750|XP_039446290.1|CPIP
OG0003429	LOC108022470|XP_016946909.1|DBIA	LOC120418342|XP_039436625.1|CPIP
OG0003430	LOC108024914|XP_016950600.1|DBIA	LOC120415617|XP_039433150.1|CPIP
OG0003431	LOC108032905|XP_016962447.1|DBIA	LOC120427247|XP_039448036.1|CPIP
OG0003432	LOC108026315|XP_016952691.1|DBIA	LOC120423828|XP_039443690.1|CPIP
OG0003433	LOC108025376|XP_016951334.1|DBIA	LOC120418352|XP_039436639.1|CPIP
OG0003434	LOC108026266|XP_016952618.1|DBIA	LOC120428288|XP_039449214.1|CPIP
OG0003435	LOC108025350|XP_016951299.1|DBIA	LOC120418355|XP_039436642.1|CPIP
OG0003436	LOC108027308|XP_016954191.1|DBIA	LOC120431628|XP_039452674.1|CPIP
OG0003437	LOC108027307|XP_016954189.1|DBIA	LOC120431609|XP_039452650.1|CPIP
OG0003438	LOC108027338|XP_016954241.1|DBIA	LOC120426010|XP_039446616.1|CPIP
OG0003439	LOC108026463|XP_016952893.1|DBIA	LOC120426249|XP_039446921.1|CPIP
OG0003440	LOC108023859|XP_016948996.1|DBIA	LOC120416206|XP_039433881.1|CPIP
OG0003441	LOC108032470|XP_016961782.1|DBIA	LOC120427891|XP_039448759.1|CPIP
OG0003442	LOC108031260|XP_016959987.1|DBIA	LOC120427894|XP_039448762.1|CPIP
OG0003443	LOC108035296|XP_016966353.1|DBIA	LOC120420269|XP_039439202.1|CPIP, LOC120422149|XP_039441454.1|CPIP
OG0003444	LOC108028803|XP_016956275.1|DBIA	LOC120417068|XP_039434963.1|CPIP
OG0003445	LOC108023407|XP_016948354.1|DBIA	LOC120416132|XP_039433738.1|CPIP
OG0003446	LOC108025815|XP_016951952.1|DBIA	LOC120415639|XP_039433175.1|CPIP
OG0003447	LOC108035667|XP_016966867.1|DBIA	LOC120415538|XP_039433041.1|CPIP
OG0003448	LOC108024991|XP_016950734.1|DBIA	LOC120414263|XP_039431310.1|CPIP
OG0003449	LOC108031460|XP_016960388.1|DBIA	LOC120414286|XP_039431351.1|CPIP
OG0003450	LOC108026445|XP_016952871.1|DBIA	LOC120424270|XP_039444266.1|CPIP
OG0003451	LOC108027333|XP_016954234.1|DBIA	LOC120424239|XP_039444237.1|CPIP
OG0003452	LOC108027379|XP_016954299.1|DBIA	LOC120424238|XP_039444236.1|CPIP
OG0003453	LOC108028091|XP_016955224.1|DBIA	LOC120425389|XP_039445840.1|CPIP
OG0003454	LOC108027894|XP_016955001.1|DBIA	LOC120425385|XP_039445834.1|CPIP
OG0003455	LOC108031971|XP_016961254.1|DBIA	LOC120425387|XP_039445838.1|CPIP
OG0003456	LOC108026753|XP_016953371.1|DBIA	LOC120423420|XP_039443157.1|CPIP
OG0003457	LOC108032936|XP_016962497.1|DBIA	LOC120423423|XP_039443163.1|CPIP
OG0003458	LOC108025500|XP_016951505.1|DBIA	LOC120425717|XP_039446258.1|CPIP
OG0003459	LOC108025332|XP_016951249.1|DBIA	LOC120429646|XP_039450606.1|CPIP
OG0003460	LOC108031780|XP_016960983.1|DBIA	LOC120417204|XP_039435104.1|CPIP
OG0003461	LOC108027217|XP_016954033.1|DBIA	LOC120414291|XP_039431356.1|CPIP
OG0003462	LOC108034487|XP_016964881.1|DBIA	LOC120425428|XP_039445890.1|CPIP
OG0003463	LOC108031823|XP_016961042.1|DBIA	LOC120424455|XP_039444522.1|CPIP
OG0003464	LOC108024731|XP_016950317.1|DBIA	LOC120427287|XP_039448072.1|CPIP
OG0003465	LOC108031462|XP_016960390.1|DBIA	LOC120431816|XP_039452869.1|CPIP
OG0003466	LOC108031962|XP_016961240.1|DBIA	LOC120421019|XP_039440075.1|CPIP
OG0003469	LOC108025451|XP_016951440.1|DBIA	LOC120430499|XP_039451530.1|CPIP
OG0003470	LOC108032143|XP_016961469.1|DBIA	LOC120428674|XP_039449657.1|CPIP
OG0003471	LOC108033760|XP_016963821.1|DBIA	LOC120428672|XP_039449656.1|CPIP
OG0003472	LOC108034466|XP_016964842.1|DBIA	LOC120421173|XP_039440302.1|CPIP
OG0003473	LOC108033855|XP_016963979.1|DBIA	LOC120423964|XP_039443886.1|CPIP
OG0003474	LOC108031527|XP_016960544.1|DBIA	LOC120425161|XP_039445524.1|CPIP
OG0003475	LOC108031613|XP_016960697.1|DBIA	LOC120426217|XP_039446859.1|CPIP
OG0003476	LOC108036029|XP_016967457.1|DBIA	LOC120427409|XP_039448205.1|CPIP
OG0003477	LOC108031740|XP_016960924.1|DBIA	LOC120424766|XP_039444904.1|CPIP
OG0003478	LOC108031689|XP_016960827.1|DBIA	LOC120421098|XP_039440177.1|CPIP
OG0003479	LOC108031099|XP_016959798.1|DBIA	LOC120417002|XP_039434879.1|CPIP
OG0003480	LOC108027068|XP_016953768.1|DBIA	LOC120428960|XP_039450033.1|CPIP
OG0003481	LOC108027087|XP_016953792.1|DBIA	LOC120428962|XP_039450035.1|CPIP
OG0003482	LOC108027442|XP_016954380.1|DBIA	LOC120428959|XP_039450031.1|CPIP
OG0003483	LOC108027152|XP_016953862.1|DBIA	LOC120425990|XP_039446582.1|CPIP
OG0003484	LOC108032142|XP_016961467.1|DBIA	LOC120422026|XP_039441284.1|CPIP
OG0003485	LOC108023013|XP_016947738.1|DBIA	LOC120430263|XP_039451282.1|CPIP
OG0003486	LOC108023815|XP_016948953.1|DBIA	LOC120430268|XP_039451289.1|CPIP
OG0003487	LOC108026466|XP_016952896.1|DBIA	LOC120422548|XP_039441949.1|CPIP
OG0003488	LOC108024672|XP_016950229.1|DBIA	LOC120432485|XP_039453636.1|CPIP
OG0003489	LOC108031605|XP_016960675.1|DBIA	LOC120414300|XP_039431368.1|CPIP
OG0003490	LOC108031885|XP_016961138.1|DBIA	LOC120414284|XP_039431348.1|CPIP
OG0003491	LOC108024824|XP_016950442.1|DBIA	LOC120414290|XP_039431355.1|CPIP
OG0003492	LOC108024736|XP_016950321.1|DBIA	LOC120427279|XP_039448063.1|CPIP
OG0003493	LOC108032196|XP_016961540.1|DBIA	LOC120431388|XP_039452452.1|CPIP, LOC120430174|XP_039451189.1|CPIP
OG0003494	LOC108024963|XP_016950690.1|DBIA	LOC120429624|XP_039450588.1|CPIP
OG0003495	LOC108034164|XP_016964459.1|DBIA	LOC120423840|XP_039443722.1|CPIP
OG0003496	LOC108031328|XP_016960068.1|DBIA	LOC120421779|XP_039440982.1|CPIP
OG0003497	LOC108031967|XP_016961245.1|DBIA	LOC120423822|XP_039443679.1|CPIP
OG0003498	LOC108024078|XP_016949342.1|DBIA	LOC120423812|XP_039443666.1|CPIP
OG0003499	LOC108031882|XP_016961136.1|DBIA	LOC120423830|XP_039443704.1|CPIP
OG0003500	LOC108033399|XP_016963208.1|DBIA	LOC120424631|XP_039444731.1|CPIP
OG0003502	LOC108032053|XP_016961357.1|DBIA	LOC120417089|XP_039434999.1|CPIP
OG0003503	LOC108024659|XP_016950209.1|DBIA	LOC120425050|XP_039445357.1|CPIP
OG0003504	LOC108026193|XP_016952472.1|DBIA	LOC120425079|XP_039445409.1|CPIP
OG0003505	LOC108031438|XP_016960356.1|DBIA	LOC120425072|XP_039445382.1|CPIP
OG0003506	LOC108027325|XP_016954221.1|DBIA	LOC120420771|XP_039439814.1|CPIP
OG0003507	LOC108031208|XP_016959932.1|DBIA	LOC120420749|XP_039439779.1|CPIP
OG0003508	LOC108034876|XP_016965569.1|DBIA	LOC120414265|XP_039431318.1|CPIP
OG0003509	LOC108031927|XP_016961193.1|DBIA	LOC120425654|XP_039446169.1|CPIP
OG0003510	LOC108024642|XP_016950180.1|DBIA	LOC120425391|XP_039445842.1|CPIP
OG0003511	LOC108024386|XP_016949782.1|DBIA	LOC120425379|XP_039445826.1|CPIP, LOC120423575|XP_039443367.1|CPIP
OG0003512	LOC108024825|XP_016950443.1|DBIA	LOC120432131|XP_039453198.1|CPIP
OG0003513	LOC108024716|XP_016950297.1|DBIA	LOC120422588|XP_039442013.1|CPIP
OG0003515	LOC108030355|XP_016958711.1|DBIA	LOC120425435|XP_039445900.1|CPIP
OG0003516	LOC108031824|XP_016961044.1|DBIA	LOC120425433|XP_039445897.1|CPIP
OG0003517	LOC108024361|XP_016949757.1|DBIA	LOC120417083|XP_039434995.1|CPIP
OG0003518	LOC108027439|XP_016954377.1|DBIA	LOC120428062|XP_039448955.1|CPIP
OG0003519	LOC108035199|XP_016966184.1|DBIA	LOC120428068|XP_039448970.1|CPIP
OG0003520	LOC108035271|XP_016966319.1|DBIA	LOC120428064|XP_039448957.1|CPIP
OG0003521	LOC108035364|XP_016966451.1|DBIA	LOC120428073|XP_039448981.1|CPIP
OG0003522	LOC108023106|XP_016947861.1|DBIA	LOC120428076|XP_039448986.1|CPIP
OG0003523	LOC108034173|XP_016964472.1|DBIA	LOC120420489|XP_039439469.1|CPIP, LOC120413890|XP_039430798.1|CPIP
OG0003524	LOC108023288|XP_016948068.1|DBIA	LOC120428074|XP_039448984.1|CPIP
OG0003525	LOC108036334|XP_016967858.1|DBIA	LOC120430975|XP_039452041.1|CPIP
OG0003527	LOC108030150|XP_016958359.1|DBIA	LOC120430984|XP_039452080.1|CPIP
OG0003529	LOC108034571|XP_016964994.1|DBIA	LOC120428690|XP_039449692.1|CPIP
OG0003530	LOC108028375|XP_016955658.1|DBIA	LOC120428693|XP_039449695.1|CPIP
OG0003531	LOC108025538|XP_016951555.1|DBIA	LOC120427603|XP_039448414.1|CPIP
OG0003532	LOC108035002|XP_016965833.1|DBIA	LOC120427613|XP_039448428.1|CPIP
OG0003533	LOC108030713|XP_016959247.1|DBIA	LOC120423003|XP_039442559.1|CPIP
OG0003534	LOC108035346|XP_016966424.1|DBIA	LOC120424419|XP_039444463.1|CPIP
OG0003535	LOC108035322|XP_016966386.1|DBIA	LOC120430253|XP_039451272.1|CPIP
OG0003536	LOC108030055|XP_016958122.1|DBIA	LOC120421746|XP_039440953.1|CPIP
OG0003537	LOC108026540|XP_016952977.1|DBIA	LOC120424166|XP_039444150.1|CPIP
OG0003538	LOC108029682|XP_016957625.1|DBIA	LOC120424173|XP_039444159.1|CPIP
OG0003539	LOC108030394|XP_016958766.1|DBIA	LOC120424169|XP_039444152.1|CPIP
OG0003540	LOC108030795|XP_016959368.1|DBIA	LOC120424180|XP_039444170.1|CPIP
OG0003541	LOC108026178|XP_016952441.1|DBIA	LOC120417819|XP_039435959.1|CPIP
OG0003542	LOC108029557|XP_016957378.1|DBIA	LOC120417805|XP_039435937.1|CPIP
OG0003543	LOC108023489|XP_016948502.1|DBIA	LOC120417813|XP_039435950.1|CPIP
OG0003544	LOC108028725|XP_016956175.1|DBIA	LOC120417798|XP_039435930.1|CPIP
OG0003545	LOC108030906|XP_016959575.1|DBIA	LOC120419759|XP_039438516.1|CPIP
OG0003546	LOC108030896|XP_016959560.1|DBIA	LOC120419751|XP_039438502.1|CPIP
OG0003547	LOC108022749|XP_016947333.1|DBIA	LOC120419505|XP_039438136.1|CPIP
OG0003548	LOC108036556|XP_016968283.1|DBIA	LOC120419500|XP_039438125.1|CPIP
OG0003549	LOC108036588|XP_016968333.1|DBIA	LOC120419503|XP_039438135.1|CPIP
OG0003550	LOC108022525|XP_016946991.1|DBIA	LOC120429771|XP_039450762.1|CPIP
OG0003551	LOC108022812|XP_016947438.1|DBIA	LOC120417809|XP_039435942.1|CPIP
OG0003552	LOC108022499|XP_016946946.1|DBIA	LOC120430257|XP_039451276.1|CPIP, LOC120419775|XP_039438541.1|CPIP
OG0003553	LOC108022828|XP_016947459.1|DBIA	LOC120419731|XP_039438457.1|CPIP, LOC120430258|XP_039451277.1|CPIP
OG0003554	LOC108035008|XP_016965840.1|DBIA	LOC120419746|XP_039438483.1|CPIP
OG0003555	LOC108034898|XP_016965601.1|DBIA	LOC120417397|XP_039435358.1|CPIP
OG0003556	LOC108028465|XP_016955812.1|DBIA	LOC120427109|XP_039447893.1|CPIP, LOC120427466|XP_039448270.1|CPIP
OG0003557	LOC108028285|XP_016955483.1|DBIA	LOC120431873|XP_039452937.1|CPIP, LOC120427123|XP_039447910.1|CPIP
OG0003558	LOC108035043|XP_016965901.1|DBIA	LOC120414214|XP_039431247.1|CPIP
OG0003559	LOC108035221|XP_016966235.1|DBIA	LOC120429274|XP_039450425.1|CPIP
OG0003560	LOC108028776|XP_016956244.1|DBIA	LOC120422644|XP_039442081.1|CPIP
OG0003561	LOC108022845|XP_016947506.1|DBIA	LOC120422627|XP_039442056.1|CPIP
OG0003562	LOC108022894|XP_016947581.1|DBIA	LOC120422625|XP_039442053.1|CPIP
OG0003563	LOC108031978|XP_016961261.1|DBIA	LOC120431522|XP_039452553.1|CPIP, LOC120422636|XP_039442067.1|CPIP
OG0003564	LOC108028443|XP_016955766.1|DBIA	LOC120431622|XP_039452667.1|CPIP
OG0003565	LOC108035681|XP_016966880.1|DBIA	LOC120412866|XP_039429424.1|CPIP
OG0003566	LOC108031637|XP_016960735.1|DBIA	LOC120422914|XP_039442413.1|CPIP
OG0003567	LOC108036505|XP_016968198.1|DBIA	LOC120422917|XP_039442422.1|CPIP
OG0003568	LOC108036429|XP_016968050.1|DBIA	LOC120423649|XP_039443455.1|CPIP
OG0003569	LOC108035343|XP_016966417.1|DBIA	LOC120413503|XP_039430292.1|CPIP
OG0003570	LOC108030106|XP_016958284.1|DBIA	LOC120415771|XP_039433321.1|CPIP
OG0003571	LOC108035600|XP_016966767.1|DBIA	LOC120427373|XP_039448167.1|CPIP
OG0003572	LOC108030190|XP_016958429.1|DBIA	LOC120427089|XP_039447875.1|CPIP
OG0003573	LOC108030426|XP_016958802.1|DBIA	LOC120426403|XP_039447097.1|CPIP
OG0003574	LOC108035331|XP_016966398.1|DBIA	LOC120427476|XP_039448279.1|CPIP
OG0003575	LOC108035329|XP_016966396.1|DBIA	LOC120428985|XP_039450057.1|CPIP
OG0003576	LOC108035481|XP_016966620.1|DBIA	LOC120432608|XP_039453789.1|CPIP
OG0003577	LOC108028339|XP_016955579.1|DBIA	LOC120432601|XP_039453777.1|CPIP
OG0003578	LOC108028533|XP_016955918.1|DBIA	LOC120427142|XP_039447935.1|CPIP
OG0003579	LOC108022618|XP_016947147.1|DBIA	LOC120426579|XP_039447302.1|CPIP
OG0003580	LOC108026791|XP_016953441.1|DBIA	LOC120426850|XP_039447580.1|CPIP
OG0003581	LOC108030026|XP_016958124.1|DBIA	LOC120427329|XP_039448116.1|CPIP
OG0003582	LOC108035238|XP_016966258.1|DBIA	LOC120425995|XP_039446592.1|CPIP
OG0003583	LOC108022896|XP_016947584.1|DBIA	LOC120425696|XP_039446217.1|CPIP
OG0003584	LOC108036530|XP_016968237.1|DBIA	LOC120426360|XP_039447057.1|CPIP
OG0003585	LOC108028078|XP_016955210.1|DBIA	LOC120425830|XP_039446386.1|CPIP
OG0003586	LOC108024917|XP_016950605.1|DBIA	LOC120428814|XP_039449850.1|CPIP
OG0003587	LOC108027938|XP_016955056.1|DBIA	LOC120425974|XP_039446562.1|CPIP
OG0003588	LOC108032032|XP_016961333.1|DBIA	LOC120422331|XP_039441660.1|CPIP
OG0003589	LOC108036313|XP_016967812.1|DBIA	LOC120422349|XP_039441679.1|CPIP
OG0003590	LOC108034878|XP_016965572.1|DBIA	LOC120420566|XP_039439575.1|CPIP
OG0003591	LOC108030379|XP_016958741.1|DBIA	LOC120429984|XP_039451013.1|CPIP
OG0003592	LOC108030688|XP_016959211.1|DBIA	LOC120422847|XP_039442326.1|CPIP
OG0003593	LOC108034775|XP_016965211.1|DBIA	LOC120422433|XP_039441785.1|CPIP
OG0003594	LOC108028038|XP_016955165.1|DBIA	LOC120415748|XP_039433289.1|CPIP
OG0003595	LOC108026887|XP_016953578.1|DBIA	LOC120415739|XP_039433274.1|CPIP
OG0003596	LOC108030073|XP_016958163.1|DBIA	LOC120415735|XP_039433264.1|CPIP
OG0003597	LOC108030050|XP_016958114.1|DBIA	LOC120415752|XP_039433294.1|CPIP
OG0003598	LOC108035576|XP_016966736.1|DBIA	LOC120428572|XP_039449539.1|CPIP
OG0003599	LOC108027764|XP_016954811.1|DBIA	LOC120424877|XP_039445071.1|CPIP
OG0003600	LOC108034861|XP_016965503.1|DBIA	LOC120424883|XP_039445081.1|CPIP
OG0003601	LOC108036648|XP_016968412.1|DBIA	LOC120418863|XP_039437332.1|CPIP
OG0003602	LOC108026762|XP_016953391.1|DBIA	LOC120418856|XP_039437317.1|CPIP
OG0003603	LOC108034475|XP_016964848.1|DBIA	LOC120430196|XP_039451213.1|CPIP
OG0003604	LOC108034023|XP_016964251.1|DBIA	LOC120430042|XP_039451068.1|CPIP
OG0003605	LOC108024807|XP_016950418.1|DBIA	LOC120430147|XP_039451169.1|CPIP
OG0003606	LOC108022633|XP_016947177.1|DBIA	LOC120430158|XP_039451177.1|CPIP
OG0003607	LOC108022921|XP_016947621.1|DBIA	LOC120430016|XP_039451048.1|CPIP
OG0003608	LOC108035645|XP_016966839.1|DBIA	LOC120422884|XP_039442378.1|CPIP
OG0003609	LOC108036604|XP_016968355.1|DBIA	LOC120430755|XP_039451800.1|CPIP, LOC120430317|XP_039451352.1|CPIP
OG0003610	LOC108028640|XP_016956054.1|DBIA	LOC120416555|XP_039434221.1|CPIP
OG0003611	LOC108028832|XP_016956313.1|DBIA	LOC120430951|XP_039452008.1|CPIP
OG0003612	LOC108022232|XP_016946579.1|DBIA	LOC120429260|XP_039450413.1|CPIP
OG0003613	LOC108030168|XP_016958394.1|DBIA	LOC120423179|XP_039442804.1|CPIP
OG0003614	LOC108030077|XP_016958179.1|DBIA	LOC120423180|XP_039442805.1|CPIP
OG0003615	LOC108022476|XP_016946916.1|DBIA	LOC120420670|XP_039439702.1|CPIP
OG0003616	LOC108026919|XP_016953619.1|DBIA	LOC120412428|XP_039428821.1|CPIP
OG0003617	LOC108022621|XP_016947152.1|DBIA	LOC120426803|XP_039447521.1|CPIP
OG0003618	LOC108022620|XP_016947150.1|DBIA	LOC120426802|XP_039447516.1|CPIP
OG0003619	LOC108030263|XP_016958575.1|DBIA	LOC120428619|XP_039449597.1|CPIP
OG0003620	LOC108026850|XP_016953518.1|DBIA	LOC120413201|XP_039429850.1|CPIP
OG0003621	LOC108029553|XP_016957366.1|DBIA	LOC120431468|XP_039452516.1|CPIP
OG0003622	LOC108029525|XP_016957344.1|DBIA	LOC120431467|XP_039452515.1|CPIP
OG0003623	LOC108029471|XP_016957214.1|DBIA	LOC120421532|XP_039440685.1|CPIP
OG0003624	LOC108022602|XP_016947126.1|DBIA	LOC120428750|XP_039449765.1|CPIP
OG0003625	LOC108030218|XP_016958482.1|DBIA	LOC120428754|XP_039449770.1|CPIP
OG0003626	LOC108030067|XP_016958154.1|DBIA	LOC120413254|XP_039429917.1|CPIP
OG0003627	LOC108029486|XP_016957243.1|DBIA	LOC120413253|XP_039429916.1|CPIP
OG0003628	LOC108036398|XP_016968004.1|DBIA	LOC120413218|XP_039429873.1|CPIP
OG0003629	LOC108029947|XP_016957939.1|DBIA	LOC120413235|XP_039429899.1|CPIP
OG0003630	LOC108026788|XP_016953437.1|DBIA	LOC120413221|XP_039429881.1|CPIP
OG0003631	LOC108030855|XP_016959486.1|DBIA	LOC120413214|XP_039429866.1|CPIP
OG0003632	LOC108034675|XP_016965106.1|DBIA	LOC120413238|XP_039429902.1|CPIP, LOC120413263|XP_039429925.1|CPIP
OG0003633	LOC108029634|XP_016957522.1|DBIA	LOC120418504|XP_039436875.1|CPIP
OG0003634	LOC108035526|XP_016966684.1|DBIA	LOC120413204|XP_039429854.1|CPIP
OG0003635	LOC108035450|XP_016966577.1|DBIA	LOC120413156|XP_039429798.1|CPIP
OG0003636	LOC108036543|XP_016968256.1|DBIA	LOC120418625|XP_039437003.1|CPIP, LOC120418489|XP_039436860.1|CPIP
OG0003637	LOC108029573|XP_016957423.1|DBIA	LOC120418500|XP_039436871.1|CPIP
OG0003638	LOC108028469|XP_016955819.1|DBIA	LOC120424827|XP_039444982.1|CPIP
OG0003639	LOC108032739|XP_016962213.1|DBIA	LOC120424848|XP_039445030.1|CPIP
OG0003640	LOC108026742|XP_016953351.1|DBIA	LOC120420077|XP_039438936.1|CPIP
OG0003641	LOC108026552|XP_016952991.1|DBIA	LOC120420075|XP_039438933.1|CPIP
OG0003642	LOC108029706|XP_016957665.1|DBIA	LOC120420104|XP_039438985.1|CPIP
OG0003643	LOC108026748|XP_016953363.1|DBIA	LOC120420090|XP_039438956.1|CPIP
OG0003644	LOC108036589|XP_016968334.1|DBIA	LOC120420063|XP_039438911.1|CPIP
OG0003645	LOC108034530|XP_016964945.1|DBIA	LOC120429150|XP_039450289.1|CPIP
OG0003646	LOC108035305|XP_016966364.1|DBIA	LOC120429154|XP_039450296.1|CPIP
OG0003647	LOC108029705|XP_016957668.1|DBIA	LOC120416508|XP_039434160.1|CPIP
OG0003648	LOC108029112|XP_016956714.1|DBIA	LOC120416529|XP_039434180.1|CPIP
OG0003649	LOC108026229|XP_016952552.1|DBIA	LOC120428834|XP_039449884.1|CPIP
OG0003650	LOC108033204|XP_016962940.1|DBIA	LOC120428833|XP_039449883.1|CPIP
OG0003651	LOC108025464|XP_016951455.1|DBIA	LOC120413475|XP_039430248.1|CPIP
OG0003652	LOC108035877|XP_016967116.1|DBIA	LOC120418018|XP_039436195.1|CPIP
OG0003653	LOC108028804|XP_016956277.1|DBIA	LOC120418047|XP_039436229.1|CPIP
OG0003654	LOC108035234|XP_016966255.1|DBIA	LOC120424198|XP_039444190.1|CPIP
OG0003655	LOC108032782|XP_016962272.1|DBIA	LOC120425592|XP_039446107.1|CPIP
OG0003656	LOC108035894|XP_016967138.1|DBIA	LOC120425586|XP_039446097.1|CPIP
OG0003657	LOC108034643|XP_016965070.1|DBIA	LOC120418933|XP_039437404.1|CPIP
OG0003658	LOC108024548|XP_016950015.1|DBIA	LOC120418923|XP_039437387.1|CPIP
OG0003659	LOC108028671|XP_016956092.1|DBIA	LOC120418921|XP_039437385.1|CPIP
OG0003660	LOC108029559|XP_016957392.1|DBIA	LOC120418907|XP_039437368.1|CPIP
OG0003661	LOC108035311|XP_016966373.1|DBIA	LOC120420644|XP_039439656.1|CPIP
OG0003662	LOC108028522|XP_016955894.1|DBIA	LOC120420685|XP_039439714.1|CPIP
OG0003663	LOC108028340|XP_016955580.1|DBIA	LOC120412381|XP_039428743.1|CPIP
OG0003664	LOC108028585|XP_016955985.1|DBIA	LOC120412380|XP_039428739.1|CPIP
OG0003665	LOC108022191|XP_016946532.1|DBIA	LOC120412390|XP_039428765.1|CPIP
OG0003666	LOC108030329|XP_016958676.1|DBIA	LOC120412392|XP_039428773.1|CPIP
OG0003667	LOC108034975|XP_016965778.1|DBIA	LOC120413486|XP_039430270.1|CPIP
OG0003668	LOC108034376|XP_016964748.1|DBIA	LOC120412619|XP_039429103.1|CPIP
OG0003669	LOC108036660|XP_016968431.1|DBIA	LOC120421527|XP_039440680.1|CPIP
OG0003670	LOC108036659|XP_016968429.1|DBIA	LOC120421526|XP_039440679.1|CPIP
OG0003671	LOC108022630|XP_016947173.1|DBIA	LOC120429132|XP_039450264.1|CPIP
OG0003672	LOC108026452|XP_016952881.1|DBIA	LOC120424862|XP_039445049.1|CPIP
OG0003673	LOC108026752|XP_016953367.1|DBIA	LOC120430654|XP_039451694.1|CPIP
OG0003674	LOC108036521|XP_016968220.1|DBIA	LOC120422291|XP_039441617.1|CPIP
OG0003675	LOC108029483|XP_016957235.1|DBIA	LOC120422294|XP_039441621.1|CPIP
OG0003676	LOC108029484|XP_016957236.1|DBIA	LOC120422293|XP_039441620.1|CPIP
OG0003677	LOC108031494|XP_016960480.1|DBIA	LOC120423606|XP_039443405.1|CPIP
OG0003678	LOC108035340|XP_016966414.1|DBIA	LOC120419972|XP_039438782.1|CPIP
OG0003679	LOC108035616|XP_016966792.1|DBIA	LOC120419980|XP_039438792.1|CPIP
OG0003680	LOC108023036|XP_016947766.1|DBIA	LOC120414123|XP_039431085.1|CPIP
OG0003681	LOC108030260|XP_016958571.1|DBIA	LOC120414124|XP_039431086.1|CPIP
OG0003682	LOC108027270|XP_016954134.1|DBIA	LOC120414114|XP_039431076.1|CPIP
OG0003683	LOC108030018|XP_016958021.1|DBIA	LOC120414122|XP_039431084.1|CPIP
OG0003684	LOC108034921|XP_016965666.1|DBIA	LOC120417210|XP_039435108.1|CPIP, LOC120430339|XP_039451375.1|CPIP
OG0003685	LOC108030722|XP_016959256.1|DBIA	LOC120418569|XP_039436947.1|CPIP, LOC120418566|XP_039436936.1|CPIP
OG0003686	LOC108036486|XP_016968161.1|DBIA	LOC120418522|XP_039436892.1|CPIP
OG0003687	LOC108022673|XP_016947232.1|DBIA	LOC120418551|XP_039436918.1|CPIP
OG0003688	LOC108026848|XP_016953515.1|DBIA	LOC120418552|XP_039436920.1|CPIP
OG0003689	LOC108030870|XP_016959509.1|DBIA	LOC120418531|XP_039436901.1|CPIP
OG0003690	LOC108028773|XP_016956240.1|DBIA	LOC120418532|XP_039436903.1|CPIP
OG0003691	LOC108030710|XP_016959240.1|DBIA	LOC120418549|XP_039436915.1|CPIP
OG0003692	LOC108030351|XP_016958705.1|DBIA	LOC120431431|XP_039452486.1|CPIP, LOC120426205|XP_039446848.1|CPIP
OG0003693	LOC108029481|XP_016957237.1|DBIA	LOC120431880|XP_039452943.1|CPIP, LOC120414462|XP_039431584.1|CPIP
OG0003694	LOC108035640|XP_016966834.1|DBIA	LOC120414433|XP_039431551.1|CPIP
OG0003695	LOC108035443|XP_016966567.1|DBIA	LOC120414447|XP_039431568.1|CPIP
OG0003696	LOC108029995|XP_016957998.1|DBIA	LOC120429028|XP_039450098.1|CPIP
