Orthogroup	DSUB.longest_only	CQUI.longest_only
OG0004628	LOC117902577|XP_034669954.1|DSUB	LOC6053845|XP_038122897.1|CQUI
OG0004629	LOC117897568|XP_034662401.1|DSUB	LOC6045620|XP_038114673.1|CQUI
OG0004630	LOC117899525|XP_034665477.1|DSUB	LOC6045617|XP_038111690.1|CQUI
OG0004631	LOC117896340|XP_034660475.1|DSUB	LOC6048768|XP_001865645.1|CQUI, LOC6048209|XP_001865162.2|CQUI, LOC6035886|XP_001845999.1|CQUI
OG0004632	LOC117896338|XP_034660469.1|DSUB	LOC6048779|XP_038109334.1|CQUI
OG0004633	LOC117897719|XP_034662635.1|DSUB	LOC6045007|XP_038116758.1|CQUI
OG0004634	LOC117896937|XP_034661370.1|DSUB	LOC6051445|XP_001867883.2|CQUI
OG0004635	LOC117899478|XP_034665403.1|DSUB	LOC6051832|XP_038105109.1|CQUI
OG0004636	LOC117900064|XP_034666566.1|DSUB	LOC6038486|XP_038105456.1|CQUI
OG0004637	LOC117903512|XP_034671512.1|DSUB	LOC6035139|XP_038104086.1|CQUI
OG0004639	LOC117899369|XP_034665240.1|DSUB	LOC6038658|XP_038104660.1|CQUI
OG0004640	LOC117899342|XP_034665184.1|DSUB	LOC119765184|XP_038104475.1|CQUI
OG0004641	LOC117896562|XP_034660899.1|DSUB	LOC6034779|XP_001845052.2|CQUI
OG0004642	LOC117897289|XP_034661925.1|DSUB	LOC6042586|XP_038103985.1|CQUI
OG0004643	LOC117897842|XP_034662799.1|DSUB	LOC119771191|XP_038122742.1|CQUI
OG0004644	LOC117889584|XP_034649882.1|DSUB	LOC6042583|XP_001852649.1|CQUI
OG0004645	LOC117901960|XP_034668831.1|DSUB	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI
OG0004647	LOC117903629|XP_034671790.1|DSUB	LOC6041907|XP_001851098.2|CQUI
OG0004649	LOC117903851|XP_034672206.1|DSUB	LOC6034414|XP_001844732.2|CQUI
OG0004650	LOC117900466|XP_034666732.1|DSUB	LOC6034425|XP_001844743.1|CQUI
OG0004651	LOC117898196|XP_034663307.1|DSUB	LOC6042575|XP_001852290.2|CQUI
OG0004652	LOC117898656|XP_034664120.1|DSUB	LOC6034802|XP_038114609.1|CQUI
OG0004653	LOC117894418|XP_034657320.1|DSUB	LOC6034799|XP_001845071.2|CQUI
OG0004654	LOC117900050|XP_034666137.1|DSUB	LOC6034788|XP_001845061.2|CQUI
OG0004655	LOC117898700|XP_034664209.1|DSUB	LOC6034784|XP_001845057.1|CQUI
OG0004656	LOC117901477|XP_034668136.1|DSUB	LOC6034783|XP_001845056.2|CQUI
OG0004657	LOC117896574|XP_034660866.1|DSUB	LOC6034771|XP_038105085.1|CQUI
OG0004659	LOC117897622|XP_034662479.1|DSUB	LOC6034743|XP_001845022.1|CQUI
OG0004660	LOC117899034|XP_034664683.1|DSUB	LOC6041911|XP_038114990.1|CQUI
OG0004661	LOC117896169|XP_034660142.1|DSUB	LOC6041909|XP_001851100.2|CQUI
OG0004662	LOC117897454|XP_034662191.1|DSUB	LOC6034715|XP_038105328.1|CQUI
OG0004663	LOC117899007|XP_034664650.1|DSUB	LOC6053683|XP_038105925.1|CQUI
OG0004664	LOC117903563|XP_034671659.1|DSUB	LOC6053682|XP_038104070.1|CQUI
OG0004665	LOC117889637|XP_034649990.1|DSUB	LOC6052688|XP_001868915.2|CQUI
OG0004666	LOC117898122|XP_034663201.1|DSUB	LOC6037574|XP_001847470.2|CQUI
OG0004667	LOC117898126|XP_034663209.1|DSUB	LOC6042010|XP_001851178.1|CQUI
OG0004668	LOC117903637|XP_034671802.1|DSUB	LOC6047872|XP_038115207.1|CQUI
OG0004669	LOC117899968|XP_034666017.1|DSUB	LOC6047885|XP_001864867.1|CQUI
OG0004670	LOC117899468|XP_034665376.1|DSUB	LOC119768855|XP_038116243.1|CQUI
OG0004671	LOC117899349|XP_034665193.1|DSUB	LOC119765492|XP_038105399.1|CQUI
OG0004672	LOC117899440|XP_034665335.1|DSUB	LOC6052736|XP_038104885.1|CQUI
OG0004673	LOC117898938|XP_034664545.1|DSUB	LOC6034736|XP_001845016.1|CQUI
OG0004674	LOC117896193|XP_034660175.1|DSUB	LOC6046478|XP_038104468.1|CQUI
OG0004675	LOC117896192|XP_034660173.1|DSUB	LOC6046482|XP_001863671.1|CQUI
OG0004676	LOC117898923|XP_034664526.1|DSUB	LOC6039291|XP_001848925.1|CQUI
OG0004677	LOC117897031|XP_034661501.1|DSUB	LOC6046587|XP_038107034.1|CQUI
OG0004678	LOC117898469|XP_034663789.1|DSUB	LOC6046584|XP_038106446.1|CQUI
OG0004679	LOC117899057|XP_034664715.1|DSUB	LOC6036521|XP_038104151.1|CQUI
OG0004681	LOC117896994|XP_034661442.1|DSUB	LOC6042418|XP_038113135.1|CQUI
OG0004682	LOC117902091|XP_034669078.1|DSUB	LOC6047462|XP_001864516.1|CQUI
OG0004683	LOC117899542|XP_034665512.1|DSUB	LOC6047463|XP_001864517.1|CQUI
OG0004684	LOC117897984|XP_034662987.1|DSUB	LOC6037516|XP_001847422.1|CQUI
OG0004685	LOC117898158|XP_034663255.1|DSUB	LOC6037515|XP_038108651.1|CQUI
OG0004686	LOC117899234|XP_034664999.1|DSUB	LOC6042013|XP_001851183.1|CQUI
OG0004687	LOC117897309|XP_034661953.1|DSUB	LOC6035633|XP_038105047.1|CQUI
OG0004688	LOC117898680|XP_034664154.1|DSUB	LOC6047618|XP_038118051.1|CQUI
OG0004689	LOC117899043|XP_034664693.1|DSUB	LOC6034930|XP_038114205.1|CQUI
OG0004690	LOC117898627|XP_034664074.1|DSUB	LOC6035208|XP_001845437.2|CQUI
OG0004691	LOC117898184|XP_034663290.1|DSUB	LOC6035211|XP_001845440.2|CQUI
OG0004692	LOC117897946|XP_034662932.1|DSUB	LOC6035214|XP_038104026.1|CQUI
OG0004693	LOC117897507|XP_034662287.1|DSUB	LOC6035215|XP_038117356.1|CQUI
OG0004694	LOC117898859|XP_034664427.1|DSUB	LOC6046411|XP_038122629.1|CQUI
OG0004695	LOC117896183|XP_034660158.1|DSUB	LOC6039604|XP_038119858.1|CQUI
OG0004696	LOC117898672|XP_034664143.1|DSUB	LOC6035060|XP_001845296.2|CQUI
OG0004697	LOC117898925|XP_034664530.1|DSUB	LOC6035351|XP_038104386.1|CQUI
OG0004698	LOC117903317|XP_034671145.1|DSUB	LOC119765464|XP_038105270.1|CQUI
OG0004699	LOC117897247|XP_034661859.1|DSUB	LOC6047919|XP_038104973.1|CQUI
OG0004700	LOC117899008|XP_034664647.1|DSUB	LOC6035574|XP_001845729.2|CQUI
OG0004701	LOC117897616|XP_034662472.1|DSUB	LOC6035554|XP_038110340.1|CQUI
OG0004702	LOC117895992|XP_034659869.1|DSUB	LOC6050612|XP_038104352.1|CQUI
OG0004703	LOC117899068|XP_034664726.1|DSUB	LOC6044856|XP_001862301.1|CQUI
OG0004704	LOC117896324|XP_034660450.1|DSUB	LOC6045193|XP_038110275.1|CQUI
OG0004705	LOC117899550|XP_034665529.1|DSUB	LOC6045190|XP_001862588.1|CQUI
OG0004706	LOC117893033|XP_034655283.1|DSUB	LOC6045204|XP_038105866.1|CQUI
OG0004707	LOC117899966|XP_034666012.1|DSUB	LOC6047830|XP_038116814.1|CQUI
OG0004708	LOC117899720|XP_034665830.1|DSUB	LOC6047832|XP_038116987.1|CQUI
OG0004709	LOC117896601|XP_034660923.1|DSUB	LOC6046601|XP_038122674.1|CQUI
OG0004710	LOC117898199|XP_034663310.1|DSUB	LOC6046599|XP_038109528.1|CQUI
OG0004711	LOC117899438|XP_034665333.1|DSUB	LOC6032578|XP_038104687.1|CQUI
OG0004712	LOC117899684|XP_034665765.1|DSUB	LOC6040874|XP_001850204.2|CQUI
OG0004713	LOC117897020|XP_034661484.1|DSUB	LOC6036798|XP_038106810.1|CQUI
OG0004714	LOC117899568|XP_034665569.1|DSUB	LOC6036800|XP_038106831.1|CQUI
OG0004715	LOC117902040|XP_034668995.1|DSUB	LOC6035086|XP_001845320.2|CQUI
OG0004716	LOC117897019|XP_034661483.1|DSUB	LOC6032694|XP_001843254.2|CQUI
OG0004717	LOC117899180|XP_034664934.1|DSUB	LOC6032682|XP_038104138.1|CQUI
OG0004718	LOC117900714|XP_034667067.1|DSUB	LOC6032681|XP_038105108.1|CQUI
OG0004719	LOC117896246|XP_034660296.1|DSUB	LOC6039168|XP_038107397.1|CQUI
OG0004720	LOC117898425|XP_034663706.1|DSUB	LOC6039161|XP_001848817.1|CQUI
OG0004722	LOC117899075|XP_034664736.1|DSUB	LOC6032630|XP_038105262.1|CQUI
OG0004724	LOC117896561|XP_034660854.1|DSUB	LOC6032649|XP_038122997.1|CQUI
OG0004725	LOC117896952|XP_034661387.1|DSUB	LOC6032650|XP_038104199.1|CQUI
OG0004726	LOC117896182|XP_034660156.1|DSUB	LOC6032660|XP_038104648.1|CQUI
OG0004727	LOC117897652|XP_034662520.1|DSUB	LOC6046598|XP_038104662.1|CQUI
OG0004728	LOC117898010|XP_034663030.1|DSUB	LOC6042430|XP_001851545.1|CQUI
OG0004729	LOC117900309|XP_034666525.1|DSUB, LOC117895717|XP_034659467.1|DSUB	LOC6037482|XP_001847392.1|CQUI
OG0004730	LOC117902727|XP_034670189.1|DSUB	LOC6037484|XP_001847394.2|CQUI
OG0004731	LOC117898440|XP_034663736.1|DSUB	LOC6031661|XP_001842407.1|CQUI
OG0004732	LOC117899312|XP_034665129.1|DSUB	LOC6046292|XP_038109784.1|CQUI
OG0004733	LOC117899313|XP_034665130.1|DSUB	LOC6046295|XP_001863520.1|CQUI
OG0004734	LOC117899698|XP_034665793.1|DSUB	LOC6046299|XP_001863524.2|CQUI
OG0004735	LOC117897985|XP_034662989.1|DSUB	LOC6039070|XP_038122825.1|CQUI
OG0004736	LOC117899530|XP_034665489.1|DSUB	LOC6048415|XP_038117705.1|CQUI
OG0004737	LOC117897124|XP_034661667.1|DSUB	LOC6039929|XP_001849427.1|CQUI
OG0004738	LOC117897452|XP_034662188.1|DSUB	LOC6039931|XP_001849429.2|CQUI
OG0004739	LOC117898494|XP_034663825.1|DSUB	LOC6039934|XP_001849431.2|CQUI
OG0004740	LOC117898089|XP_034663160.1|DSUB	LOC6033684|XP_001844110.2|CQUI
OG0004741	LOC117899647|XP_034665713.1|DSUB	LOC6033683|XP_001844109.1|CQUI
OG0004742	LOC117902976|XP_034670527.1|DSUB	LOC6033676|XP_038108765.1|CQUI
OG0004743	LOC117896236|XP_034660273.1|DSUB	LOC6035507|XP_001845677.2|CQUI
OG0004744	LOC117901382|XP_034668000.1|DSUB	LOC6035527|XP_001845692.2|CQUI
OG0004745	LOC117896131|XP_034660083.1|DSUB	LOC119768951|XP_038116720.1|CQUI
OG0004746	LOC117898023|XP_034663047.1|DSUB	LOC6034950|XP_038105446.1|CQUI
OG0004747	LOC117898025|XP_034663053.1|DSUB	LOC6034945|XP_001845206.2|CQUI
OG0004748	LOC117898021|XP_034663044.1|DSUB	LOC6034937|XP_038122916.1|CQUI
OG0004749	LOC117899749|XP_034665886.1|DSUB	LOC6037416|XP_038116787.1|CQUI
OG0004750	LOC117896472|XP_034660697.1|DSUB	LOC6033696|XP_001844121.1|CQUI
OG0004751	LOC117898255|XP_034663400.1|DSUB	LOC6033701|XP_001844124.2|CQUI
OG0004752	LOC117899373|XP_034665244.1|DSUB	LOC6033703|XP_001844126.1|CQUI
OG0004753	LOC117897382|XP_034662082.1|DSUB	LOC6033704|XP_001844127.2|CQUI
OG0004754	LOC117898657|XP_034664123.1|DSUB	LOC6033705|XP_001844128.1|CQUI
OG0004755	LOC117899662|XP_034665736.1|DSUB	LOC6033712|XP_038117221.1|CQUI
OG0004756	LOC117899658|XP_034665732.1|DSUB	LOC6033713|XP_001844134.2|CQUI
OG0004757	LOC117897660|XP_034662535.1|DSUB	LOC6033720|XP_038105297.1|CQUI
OG0004758	LOC117897554|XP_034662373.1|DSUB	LOC6039195|XP_038122528.1|CQUI
OG0004759	LOC117896428|XP_034660640.1|DSUB	LOC6039198|XP_038122984.1|CQUI
OG0004760	LOC117899475|XP_034665395.1|DSUB	LOC6039201|XP_038105092.1|CQUI
OG0004761	LOC117896576|XP_034660870.1|DSUB	LOC6039606|XP_038112004.1|CQUI
OG0004762	LOC117901677|XP_034668410.1|DSUB	LOC6038054|XP_038114918.1|CQUI
OG0004763	LOC117896620|XP_034660949.1|DSUB	LOC6038059|XP_038105125.1|CQUI
OG0004764	LOC117897585|XP_034662430.1|DSUB	LOC6040682|XP_038104175.1|CQUI
OG0004765	LOC117897332|XP_034661992.1|DSUB	LOC6040686|XP_038114839.1|CQUI
OG0004766	LOC117897441|XP_034662172.1|DSUB	LOC6037332|XP_038116156.1|CQUI
OG0004767	LOC117897624|XP_034662483.1|DSUB	LOC6037471|XP_001847378.2|CQUI
OG0004768	LOC117899604|XP_034665618.1|DSUB	LOC6032709|XP_038115999.1|CQUI
OG0004769	LOC117902411|XP_034669644.1|DSUB	LOC6035385|XP_038104454.1|CQUI
OG0004770	LOC117897359|XP_034662032.1|DSUB	LOC6035386|XP_001845587.1|CQUI
OG0004771	LOC117898882|XP_034664456.1|DSUB	LOC6035384|XP_001845585.2|CQUI
OG0004772	LOC117896682|XP_034661023.1|DSUB	LOC6036804|XP_001846798.1|CQUI
OG0004773	LOC117896200|XP_034660215.1|DSUB	LOC6035078|XP_001845313.2|CQUI
OG0004774	LOC117896198|XP_034660186.1|DSUB	LOC6035075|XP_038121003.1|CQUI
OG0004775	LOC117898447|XP_034663745.1|DSUB	LOC6035072|XP_038105378.1|CQUI
OG0004776	LOC117890156|XP_034650740.1|DSUB	LOC6035068|XP_038104827.1|CQUI
OG0004777	LOC117897163|XP_034661725.1|DSUB	LOC6035416|XP_001845609.1|CQUI
OG0004778	LOC117901522|XP_034668190.1|DSUB	LOC119765159|XP_038104412.1|CQUI
OG0004779	LOC117898563|XP_034663940.1|DSUB	LOC6035335|XP_038104406.1|CQUI
OG0004780	LOC117900257|XP_034666447.1|DSUB	LOC6035328|XP_001845545.1|CQUI
OG0004781	LOC117896234|XP_034660270.1|DSUB	LOC6047689|XP_038110351.1|CQUI
OG0004782	LOC117898422|XP_034663694.1|DSUB	LOC6035537|XP_038110801.1|CQUI
OG0004783	LOC117891306|XP_034652645.1|DSUB	LOC6046138|XP_038104914.1|CQUI
OG0004784	LOC117896979|XP_034661425.1|DSUB	LOC6042432|XP_038105717.1|CQUI
OG0004785	LOC117896674|XP_034661011.1|DSUB	LOC6040253|XP_001849692.2|CQUI
OG0004786	LOC117896835|XP_034661241.1|DSUB	LOC6040257|XP_001849694.1|CQUI
OG0004787	LOC117896042|XP_034659941.1|DSUB	LOC6040266|XP_038104916.1|CQUI
OG0004788	LOC117897466|XP_034662204.1|DSUB	LOC6040267|XP_001849700.1|CQUI
OG0004789	LOC117897331|XP_034661991.1|DSUB	LOC6040268|XP_038104574.1|CQUI
OG0004790	LOC117898058|XP_034663116.1|DSUB	LOC6039077|XP_001848750.1|CQUI
OG0004791	LOC117898386|XP_034663632.1|DSUB	LOC119771181|XP_038122656.1|CQUI
OG0004792	LOC117898798|XP_034664330.1|DSUB	LOC6040663|XP_038105179.1|CQUI
OG0004793	LOC117898391|XP_034663639.1|DSUB	LOC6040662|XP_038104480.1|CQUI
OG0004794	LOC117899683|XP_034665764.1|DSUB	LOC6047061|XP_038122922.1|CQUI
OG0004796	LOC117898304|XP_034663470.1|DSUB	LOC6040872|XP_038105237.1|CQUI
OG0004797	LOC117896599|XP_034660916.1|DSUB	LOC6040880|XP_038105232.1|CQUI
OG0004798	LOC117896294|XP_034660406.1|DSUB	LOC6040882|XP_001850211.2|CQUI
OG0004799	LOC117899515|XP_034665459.1|DSUB	LOC6040692|XP_038111505.1|CQUI
OG0004800	LOC117899733|XP_034665868.1|DSUB	LOC6037510|XP_001847416.1|CQUI
OG0004801	LOC117899584|XP_034665592.1|DSUB	LOC6045592|XP_038105796.1|CQUI
OG0004803	LOC117899634|XP_034665683.1|DSUB	LOC6033723|XP_038105889.1|CQUI
OG0004804	LOC117899605|XP_034665625.1|DSUB	LOC6035052|XP_038104560.1|CQUI
OG0004805	LOC117897112|XP_034661653.1|DSUB	LOC6038022|XP_038105589.1|CQUI
OG0004806	LOC117902212|XP_034669327.1|DSUB	LOC6038033|XP_038123004.1|CQUI
OG0004807	LOC117896033|XP_034659932.1|DSUB	LOC6039897|XP_001849395.1|CQUI
OG0004808	LOC117897802|XP_034662742.1|DSUB	LOC6035066|XP_038104556.1|CQUI
OG0004809	LOC117896333|XP_034660464.1|DSUB	LOC6042403|XP_001851528.1|CQUI
OG0004810	LOC117897272|XP_034661889.1|DSUB	LOC6042402|XP_038123005.1|CQUI
OG0004811	LOC117894081|XP_034656834.1|DSUB	LOC6042397|XP_038108448.1|CQUI
OG0004812	LOC117897316|XP_034661959.1|DSUB	LOC6042392|XP_038112150.1|CQUI
OG0004813	LOC117898695|XP_034664201.1|DSUB	LOC6036810|XP_038104805.1|CQUI
OG0004815	LOC117901440|XP_034668116.1|DSUB	LOC6032039|XP_038105440.1|CQUI
OG0004816	LOC117903313|XP_034671140.1|DSUB	LOC6032045|XP_001842711.2|CQUI
OG0004817	LOC117903311|XP_034671136.1|DSUB	LOC6032046|XP_001842712.2|CQUI
OG0004818	LOC117897120|XP_034661664.1|DSUB	LOC6032061|XP_001842727.1|CQUI
OG0004819	LOC117898465|XP_034663779.1|DSUB	LOC6032069|XP_001842735.1|CQUI
OG0004820	LOC117897102|XP_034661638.1|DSUB	LOC6032070|XP_001842736.2|CQUI
OG0004821	LOC117898878|XP_034664452.1|DSUB	LOC6032072|XP_038115655.1|CQUI
OG0004822	LOC117898207|XP_034663319.1|DSUB	LOC6032080|XP_038104760.1|CQUI
OG0004823	LOC117896678|XP_034661014.1|DSUB	LOC6032083|XP_001842749.1|CQUI
OG0004824	LOC117896679|XP_034661018.1|DSUB	LOC6032084|XP_001842750.2|CQUI
OG0004825	LOC117902946|XP_034670451.1|DSUB	LOC6032099|XP_001842764.2|CQUI
OG0004826	LOC117896175|XP_034660149.1|DSUB	LOC6035186|XP_001845416.2|CQUI
OG0004827	LOC117897184|XP_034661774.1|DSUB	LOC6035188|XP_038105070.1|CQUI
OG0004828	LOC117898565|XP_034663943.1|DSUB	LOC6035191|XP_001845421.1|CQUI
OG0004829	LOC117897032|XP_034661502.1|DSUB	LOC6037399|XP_001847318.2|CQUI
OG0004833	LOC117898221|XP_034663344.1|DSUB	LOC6033922|XP_038105632.1|CQUI
OG0004834	LOC117898464|XP_034663778.1|DSUB	LOC6036795|XP_001846789.1|CQUI
OG0004835	LOC117897934|XP_034662916.1|DSUB	LOC6036793|XP_001846787.2|CQUI
OG0004836	LOC117897851|XP_034662812.1|DSUB	LOC6040910|XP_038122904.1|CQUI
OG0004837	LOC117894653|XP_034657720.1|DSUB	LOC6040912|XP_001850240.1|CQUI
OG0004838	LOC117896865|XP_034661286.1|DSUB	LOC6040929|XP_001850257.2|CQUI
OG0004839	LOC117899196|XP_034664954.1|DSUB	LOC6040928|XP_038123034.1|CQUI
OG0004840	LOC117897346|XP_034662010.1|DSUB	LOC6035404|XP_001845598.2|CQUI
OG0004841	LOC117901684|XP_034668418.1|DSUB	LOC6037352|XP_001847275.2|CQUI
OG0004842	LOC117898159|XP_034663258.1|DSUB	LOC6037342|XP_001847266.2|CQUI
OG0004844	LOC117900275|XP_034666475.1|DSUB	LOC6033964|XP_001844352.1|CQUI
OG0004845	LOC117896433|XP_034660653.1|DSUB	LOC6033967|XP_038104318.1|CQUI
OG0004846	LOC117900433|XP_034666694.1|DSUB	LOC6045714|XP_001863022.2|CQUI
OG0004847	LOC117900427|XP_034666684.1|DSUB	LOC6032647|XP_001843214.2|CQUI
OG0004850	LOC117896335|XP_034660466.1|DSUB	LOC6053351|XP_038115052.1|CQUI
OG0004851	LOC117898146|XP_034663236.1|DSUB	LOC6032009|XP_001842677.2|CQUI
OG0004852	LOC117898629|XP_034664079.1|DSUB	LOC6032101|XP_038122533.1|CQUI
OG0004853	LOC117892180|XP_034654157.1|DSUB	LOC6032797|XP_038117362.1|CQUI
OG0004854	LOC117894942|XP_034658155.1|DSUB	LOC6032828|XP_001843366.2|CQUI
OG0004855	LOC117893244|XP_034655699.1|DSUB	LOC6032837|XP_001843371.2|CQUI
OG0004856	LOC117894126|XP_034656905.1|DSUB	LOC6032889|XP_038115758.1|CQUI
OG0004857	LOC117894957|XP_034658178.1|DSUB	LOC6049345|XP_038121996.1|CQUI
OG0004858	LOC117894123|XP_034656898.1|DSUB	LOC6031074|XP_038117926.1|CQUI
OG0004859	LOC117894136|XP_034656922.1|DSUB	LOC6031066|XP_038121782.1|CQUI
OG0004860	LOC117894352|XP_034657232.1|DSUB	LOC6031076|XP_001841927.1|CQUI
OG0004861	LOC117895871|XP_034659741.1|DSUB	LOC6031081|XP_038114947.1|CQUI
OG0004862	LOC117894440|XP_034657398.1|DSUB	LOC6031090|XP_038114567.1|CQUI
OG0004863	LOC117894565|XP_034657590.1|DSUB	LOC6038677|XP_038116442.1|CQUI
OG0004864	LOC117895359|XP_034658834.1|DSUB	LOC6038678|XP_038119126.1|CQUI
OG0004865	LOC117898783|XP_034664310.1|DSUB	LOC6038680|XP_001848435.1|CQUI
OG0004866	LOC117893910|XP_034656581.1|DSUB	LOC6042793|XP_038116607.1|CQUI
OG0004867	LOC117891649|XP_034653089.1|DSUB	LOC6042378|XP_038113412.1|CQUI
OG0004868	LOC117890473|XP_034651227.1|DSUB	LOC6042789|XP_001870794.1|CQUI
OG0004869	LOC117892409|XP_034654530.1|DSUB	LOC6042795|XP_001870798.1|CQUI
OG0004870	LOC117891065|XP_034652129.1|DSUB	LOC6042810|XP_001870808.1|CQUI
OG0004871	LOC117892445|XP_034654578.1|DSUB	LOC6042816|XP_001870814.2|CQUI
OG0004872	LOC117891646|XP_034653084.1|DSUB	LOC6047865|XP_001864864.1|CQUI
OG0004873	LOC117902804|XP_034670316.1|DSUB	LOC6041056|XP_001850367.2|CQUI
OG0004874	LOC117897503|XP_034662285.1|DSUB	LOC6041052|XP_001850363.2|CQUI
OG0004875	LOC117903452|XP_034671376.1|DSUB	LOC6041042|XP_038121931.1|CQUI
OG0004876	LOC117900168|XP_034666305.1|DSUB	LOC119769880|XP_038119587.1|CQUI
OG0004877	LOC117895038|XP_034658303.1|DSUB	LOC6041025|XP_038122387.1|CQUI
OG0004878	LOC117891200|XP_034652427.1|DSUB	LOC6031108|XP_038120035.1|CQUI
OG0004879	LOC117891155|XP_034652304.1|DSUB	LOC6031116|XP_038118149.1|CQUI
OG0004880	LOC117893867|XP_034656530.1|DSUB	LOC6031119|XP_001841964.1|CQUI
OG0004881	LOC117895642|XP_034659316.1|DSUB	LOC6031120|XP_001841965.2|CQUI
OG0004882	LOC117893919|XP_034656592.1|DSUB	LOC6031127|XP_038121858.1|CQUI
OG0004883	LOC117895225|XP_034658612.1|DSUB	LOC6031128|XP_038121855.1|CQUI
OG0004884	LOC117891663|XP_034653112.1|DSUB	LOC6031153|XP_038122195.1|CQUI
OG0004885	LOC117890748|XP_034651696.1|DSUB	LOC6031160|XP_038122027.1|CQUI
OG0004886	LOC117890461|XP_034651199.1|DSUB	LOC6031164|XP_001842007.1|CQUI
OG0004887	LOC117891860|XP_034653513.1|DSUB	LOC6031165|XP_038121190.1|CQUI
OG0004888	LOC117892615|XP_034654856.1|DSUB	LOC6031166|XP_038114576.1|CQUI
OG0004889	LOC117891902|XP_034653616.1|DSUB	LOC6030975|XP_001841829.2|CQUI
OG0004890	LOC117889972|XP_034650429.1|DSUB	LOC6030973|XP_038121809.1|CQUI
OG0004891	LOC117903587|XP_034671698.1|DSUB	LOC6030968|XP_038121630.1|CQUI
OG0004892	LOC117890163|XP_034650750.1|DSUB	LOC6031064|XP_038119798.1|CQUI
OG0004893	LOC117891235|XP_034652472.1|DSUB, LOC117889753|XP_034650090.1|DSUB	LOC6043930|XP_001861513.1|CQUI
OG0004894	LOC117891510|XP_034652895.1|DSUB	LOC6043927|XP_001861510.2|CQUI
OG0004895	LOC117892118|XP_034654038.1|DSUB	LOC6045536|XP_001862891.2|CQUI
OG0004896	LOC117890310|XP_034650981.1|DSUB	LOC6051435|XP_038120460.1|CQUI
OG0004897	LOC117892110|XP_034654013.1|DSUB	LOC6041058|XP_038117480.1|CQUI
OG0004898	LOC117891675|XP_034653137.1|DSUB	LOC6041018|XP_038114929.1|CQUI
OG0004899	LOC117891543|XP_034652944.1|DSUB	LOC6031099|XP_038121429.1|CQUI
OG0004900	LOC117890346|XP_034651028.1|DSUB	LOC6054043|XP_038116191.1|CQUI
OG0004901	LOC117892450|XP_034654586.1|DSUB	LOC6043919|XP_001861504.2|CQUI
OG0004902	LOC117895394|XP_034658911.1|DSUB	LOC6043923|XP_038118580.1|CQUI
OG0004903	LOC117892457|XP_034654596.1|DSUB	LOC6052661|XP_038118295.1|CQUI
OG0004904	LOC117898472|XP_034663794.1|DSUB	LOC6046849|XP_001863984.1|CQUI
OG0004905	LOC117890330|XP_034651011.1|DSUB	LOC6046852|XP_038118359.1|CQUI
OG0004906	LOC117893620|XP_034656188.1|DSUB	LOC6030986|XP_001841839.2|CQUI
OG0004907	LOC117893918|XP_034656591.1|DSUB	LOC6040644|XP_001850009.2|CQUI
OG0004908	LOC117894170|XP_034656963.1|DSUB	LOC6043377|XP_038116517.1|CQUI
OG0004909	LOC117895421|XP_034658948.1|DSUB	LOC6049586|XP_038115882.1|CQUI
OG0004910	LOC117895418|XP_034658942.1|DSUB	LOC6039568|XP_001849162.2|CQUI
OG0004911	LOC117894907|XP_034658093.1|DSUB	LOC6039557|XP_038118886.1|CQUI
OG0004912	LOC117893621|XP_034656189.1|DSUB	LOC6053801|XP_038120512.1|CQUI
OG0004913	LOC117892601|XP_034654832.1|DSUB	LOC6052188|XP_001868490.1|CQUI
OG0004914	LOC117889828|XP_034650200.1|DSUB	LOC6043324|XP_038116587.1|CQUI
OG0004915	LOC117890264|XP_034650912.1|DSUB	LOC6043331|XP_001858490.1|CQUI
OG0004916	LOC117892174|XP_034654144.1|DSUB	LOC6043338|XP_038118846.1|CQUI
OG0004917	LOC117894107|XP_034656873.1|DSUB	LOC6053707|XP_001867574.2|CQUI
OG0004918	LOC117894103|XP_034656869.1|DSUB	LOC6053706|XP_038117721.1|CQUI
OG0004919	LOC117899371|XP_034665242.1|DSUB	LOC6053382|XP_038119032.1|CQUI
OG0004920	LOC117894155|XP_034656943.1|DSUB	LOC6050541|XP_038120184.1|CQUI
OG0004921	LOC117895049|XP_034658318.1|DSUB	LOC6047306|XP_038116264.1|CQUI
OG0004922	LOC117895410|XP_034658933.1|DSUB	LOC6043699|XP_038117260.1|CQUI
OG0004923	LOC117893288|XP_034655746.1|DSUB	LOC6047329|XP_001864405.2|CQUI
OG0004924	LOC117895256|XP_034658667.1|DSUB	LOC6049786|XP_001866493.2|CQUI
OG0004925	LOC117894737|XP_034657827.1|DSUB	LOC6054018|XP_038121726.1|CQUI
OG0004926	LOC117893749|XP_034656376.1|DSUB	LOC6050503|XP_038119835.1|CQUI
OG0004927	LOC117893724|XP_034656316.1|DSUB	LOC6040746|XP_038119907.1|CQUI
OG0004928	LOC117892486|XP_034654643.1|DSUB	LOC6035292|XP_038117794.1|CQUI
OG0004929	LOC117895559|XP_034659159.1|DSUB	LOC6035309|XP_038118096.1|CQUI
OG0004930	LOC117891868|XP_034653521.1|DSUB	LOC6041606|XP_038119499.1|CQUI
OG0004931	LOC117892603|XP_034654834.1|DSUB	LOC6049358|XP_001866123.2|CQUI
