Orthogroup	DSUB.longest_only	ASTE.longest_only
OG0003735	LOC117892620|XP_034654862.1|DSUB	LOC118509242|XP_035905449.1|ASTE
OG0003736	LOC117891635|XP_034653072.1|DSUB	LOC118509248|XP_035905475.1|ASTE
OG0003737	LOC117891555|XP_034652967.1|DSUB	LOC118509243|XP_035905450.1|ASTE
OG0003738	LOC117890670|XP_034651537.1|DSUB	LOC118511844|XP_035911280.1|ASTE
OG0003739	LOC117890950|XP_034651982.1|DSUB	LOC118511845|XP_035911282.1|ASTE
OG0003740	LOC117890951|XP_034651983.1|DSUB	LOC118511849|XP_035911287.1|ASTE
OG0003741	LOC117893771|XP_034656401.1|DSUB	LOC118511853|XP_035911292.1|ASTE
OG0003742	LOC117894054|XP_034656798.1|DSUB	LOC118511851|XP_035911290.1|ASTE
OG0003743	LOC117891483|XP_034652854.1|DSUB	LOC118511517|XP_035910593.1|ASTE
OG0003744	LOC117890957|XP_034651989.1|DSUB	LOC118511521|XP_035910602.1|ASTE
OG0003745	LOC117890283|XP_034650936.1|DSUB	LOC118511524|XP_035910605.1|ASTE
OG0003746	LOC117889944|XP_034650372.1|DSUB	LOC118511518|XP_035910599.1|ASTE
OG0003747	LOC117893521|XP_034656052.1|DSUB	LOC118511527|XP_035910609.1|ASTE
OG0003748	LOC117894954|XP_034658175.1|DSUB	LOC118511526|XP_035910608.1|ASTE
OG0003749	LOC117893102|XP_034655424.1|DSUB	LOC118511530|XP_035910612.1|ASTE
OG0003750	LOC117893103|XP_034655425.1|DSUB	LOC118509365|XP_035905781.1|ASTE
OG0003751	LOC117895635|XP_034659281.1|DSUB	LOC118509646|XP_035906447.1|ASTE
OG0003752	LOC117894073|XP_034656818.1|DSUB	LOC118510333|XP_035907884.1|ASTE
OG0003753	LOC117893977|XP_034656675.1|DSUB	LOC118510374|XP_035907992.1|ASTE
OG0003754	LOC117893963|XP_034656653.1|DSUB	LOC118510329|XP_035907875.1|ASTE
OG0003755	LOC117893486|XP_034656009.1|DSUB	LOC118510348|XP_035907934.1|ASTE
OG0003756	LOC117892268|XP_034654281.1|DSUB	LOC118511333|XP_035910158.1|ASTE
OG0003757	LOC117891954|XP_034653704.1|DSUB	LOC118511344|XP_035910191.1|ASTE
OG0003758	LOC117892575|XP_034654794.1|DSUB	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE
OG0003759	LOC117895401|XP_034658920.1|DSUB	LOC118513144|XP_035914463.1|ASTE
OG0003760	LOC117890117|XP_034650679.1|DSUB	LOC118513151|XP_035914485.1|ASTE
OG0003761	LOC117895136|XP_034658447.1|DSUB	LOC118513153|XP_035914493.1|ASTE
OG0003762	LOC117895139|XP_034658454.1|DSUB	LOC118513156|XP_035914495.1|ASTE
OG0003763	LOC117895255|XP_034658663.1|DSUB	LOC118513165|XP_035914505.1|ASTE
OG0003764	LOC117894570|XP_034657596.1|DSUB	LOC118513181|XP_035914534.1|ASTE
OG0003765	LOC117902457|XP_034669745.1|DSUB	LOC118513179|XP_035914533.1|ASTE
OG0003766	LOC117903819|XP_034672190.1|DSUB	LOC118513172|XP_035914517.1|ASTE
OG0003767	LOC117891283|XP_034652565.1|DSUB	LOC118513190|XP_035914571.1|ASTE
OG0003768	LOC117889810|XP_034650180.1|DSUB	LOC118511408|XP_035910358.1|ASTE
OG0003769	LOC117889775|XP_034650131.1|DSUB	LOC118511406|XP_035910353.1|ASTE
OG0003770	LOC117902912|XP_034670362.1|DSUB	LOC118511404|XP_035910330.1|ASTE
OG0003771	LOC117894619|XP_034657674.1|DSUB	LOC118511417|XP_035910385.1|ASTE
OG0003772	LOC117893727|XP_034656339.1|DSUB	LOC118510382|XP_035908021.1|ASTE
OG0003773	LOC117891899|XP_034653594.1|DSUB	LOC118510354|XP_035907948.1|ASTE
OG0003774	LOC117890030|XP_034650537.1|DSUB	LOC118512915|XP_035913951.1|ASTE
OG0003775	LOC117897701|XP_034662617.1|DSUB	LOC118511181|XP_035909826.1|ASTE
OG0003776	LOC117891424|XP_034652785.1|DSUB	LOC118512003|XP_035911649.1|ASTE
OG0003777	LOC117891451|XP_034652823.1|DSUB	LOC118511982|XP_035911614.1|ASTE
OG0003778	LOC117890001|XP_034650479.1|DSUB	LOC118511985|XP_035911618.1|ASTE
OG0003779	LOC117892266|XP_034654276.1|DSUB	LOC118509704|XP_035906675.1|ASTE
OG0003780	LOC117890735|XP_034651678.1|DSUB	LOC118511955|XP_035911566.1|ASTE
OG0003781	LOC117902955|XP_034670481.1|DSUB	LOC118511969|XP_035911598.1|ASTE
OG0003782	LOC117889630|XP_034649975.1|DSUB	LOC118509625|XP_035906377.1|ASTE
OG0003783	LOC117898738|XP_034664248.1|DSUB	LOC118512889|XP_035913885.1|ASTE
OG0003784	LOC117890317|XP_034650994.1|DSUB	LOC118511975|XP_035911604.1|ASTE
OG0003785	LOC117890678|XP_034651550.1|DSUB	LOC118511956|XP_035911567.1|ASTE
OG0003786	LOC117890486|XP_034651264.1|DSUB	LOC118511948|XP_035911550.1|ASTE
OG0003787	LOC117890493|XP_034651274.1|DSUB	LOC118511987|XP_035911620.1|ASTE
OG0003788	LOC117891029|XP_034652083.1|DSUB	LOC118512243|XP_035912280.1|ASTE
OG0003789	LOC117892654|XP_034654902.1|DSUB	LOC118512237|XP_035912265.1|ASTE
OG0003790	LOC117893300|XP_034655767.1|DSUB	LOC118512234|XP_035912260.1|ASTE
OG0003791	LOC117897422|XP_034662148.1|DSUB	LOC118503298|XP_035892301.1|ASTE
OG0003792	LOC117891401|XP_034652736.1|DSUB	LOC118508552|XP_035904336.1|ASTE
OG0003793	LOC117891960|XP_034653723.1|DSUB	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE
OG0003794	LOC117889752|XP_034650089.1|DSUB	LOC118509619|XP_035906352.1|ASTE
OG0003795	LOC117894025|XP_034656753.1|DSUB	LOC118509678|XP_035906606.1|ASTE
OG0003796	LOC117897718|XP_034662634.1|DSUB	LOC118512890|XP_035913886.1|ASTE
OG0003797	LOC117902048|XP_034669005.1|DSUB	LOC118510965|XP_035909344.1|ASTE
OG0003798	LOC117889806|XP_034650174.1|DSUB	LOC118510964|XP_035909325.1|ASTE
OG0003799	LOC117892440|XP_034654572.1|DSUB	LOC118510960|XP_035909320.1|ASTE
OG0003800	LOC117901244|XP_034667810.1|DSUB	LOC118511031|XP_035909503.1|ASTE
OG0003801	LOC117901866|XP_034668712.1|DSUB	LOC118511038|XP_035909524.1|ASTE
OG0003802	LOC117902617|XP_034670019.1|DSUB	LOC118510085|XP_035907387.1|ASTE
OG0003803	LOC117897728|XP_034662646.1|DSUB	LOC118513404|XP_035914991.1|ASTE
OG0003804	LOC117901965|XP_034668837.1|DSUB	LOC118513385|XP_035914942.1|ASTE
OG0003805	LOC117901211|XP_034667765.1|DSUB	LOC118513382|XP_035914938.1|ASTE
OG0003806	LOC117901475|XP_034668130.1|DSUB	LOC118513384|XP_035914941.1|ASTE
OG0003807	LOC117902639|XP_034670053.1|DSUB	LOC118513376|XP_035914914.1|ASTE
OG0003808	LOC117893493|XP_034656018.1|DSUB	LOC118512701|XP_035913416.1|ASTE
OG0003809	LOC117902234|XP_034669363.1|DSUB	LOC118512711|XP_035913436.1|ASTE
OG0003810	LOC117890045|XP_034650555.1|DSUB	LOC118512720|XP_035913454.1|ASTE
OG0003811	LOC117889985|XP_034650459.1|DSUB	LOC118509637|XP_035906436.1|ASTE
OG0003812	LOC117902007|XP_034668945.1|DSUB	LOC118509854|XP_035906950.1|ASTE
OG0003813	LOC117902015|XP_034668953.1|DSUB	LOC118511803|XP_035911229.1|ASTE
OG0003814	LOC117901400|XP_034668025.1|DSUB	LOC118513299|XP_035914775.1|ASTE
OG0003815	LOC117899657|XP_034665731.1|DSUB	LOC118513306|XP_035914781.1|ASTE
OG0003816	LOC117902098|XP_034669091.1|DSUB	LOC118510567|XP_035908448.1|ASTE
OG0003817	LOC117902035|XP_034668989.1|DSUB	LOC118508929|XP_035904729.1|ASTE
OG0003818	LOC117900211|XP_034666382.1|DSUB	LOC118511105|XP_035909721.1|ASTE
OG0003819	LOC117901089|XP_034667607.1|DSUB	LOC118511125|XP_035909750.1|ASTE
OG0003820	LOC117897626|XP_034662486.1|DSUB	LOC118513529|XP_035915294.1|ASTE
OG0003821	LOC117891569|XP_034652983.1|DSUB	LOC118513589|XP_035915462.1|ASTE
OG0003822	LOC117902447|XP_034669733.1|DSUB	LOC118510619|XP_035908539.1|ASTE
OG0003823	LOC117900808|XP_034667187.1|DSUB	LOC118513229|XP_035914656.1|ASTE
OG0003824	LOC117901172|XP_034667717.1|DSUB	LOC118513536|XP_035915300.1|ASTE
OG0003825	LOC117900410|XP_034666658.1|DSUB	LOC118513528|XP_035915293.1|ASTE
OG0003826	LOC117901785|XP_034668585.1|DSUB	LOC118509164|XP_035905312.1|ASTE
OG0003827	LOC117902036|XP_034668990.1|DSUB	LOC118511112|XP_035909730.1|ASTE
OG0003828	LOC117902034|XP_034668985.1|DSUB	LOC118511095|XP_035909692.1|ASTE
OG0003829	LOC117902714|XP_034670167.1|DSUB	LOC118511078|XP_035909641.1|ASTE
OG0003830	LOC117900201|XP_034666354.1|DSUB	LOC118513541|XP_035915307.1|ASTE
OG0003831	LOC117899141|XP_034664839.1|DSUB	LOC118513950|XP_035916235.1|ASTE
OG0003832	LOC117901850|XP_034668690.1|DSUB	LOC118513929|XP_035916191.1|ASTE
OG0003833	LOC117900683|XP_034667020.1|DSUB	LOC118513960|XP_035916252.1|ASTE
OG0003834	LOC117900125|XP_034666240.1|DSUB, LOC117899967|XP_034666013.1|DSUB	LOC118513986|XP_035916309.1|ASTE
OG0003835	LOC117902773|XP_034670257.1|DSUB	LOC118511274|XP_035910055.1|ASTE
OG0003836	LOC117901240|XP_034667807.1|DSUB	LOC118513569|XP_035915400.1|ASTE
OG0003837	LOC117901237|XP_034667802.1|DSUB	LOC118513562|XP_035915383.1|ASTE
OG0003838	LOC117900515|XP_034666802.1|DSUB	LOC118513544|XP_035915319.1|ASTE
OG0003839	LOC117900237|XP_034666417.1|DSUB	LOC118511047|XP_035909538.1|ASTE
OG0003840	LOC117891613|XP_034653041.1|DSUB	LOC118513391|XP_035914964.1|ASTE
OG0003841	LOC117901357|XP_034667958.1|DSUB	LOC118504141|XP_035894132.1|ASTE
OG0003842	LOC117902161|XP_034669191.1|DSUB	LOC118513850|XP_035916028.1|ASTE
OG0003843	LOC117902125|XP_034669142.1|DSUB	LOC118513668|XP_035915662.1|ASTE
OG0003844	LOC117900047|XP_034666130.1|DSUB	LOC118512211|XP_035912217.1|ASTE
OG0003845	LOC117901079|XP_034667583.1|DSUB	LOC118513215|XP_035914622.1|ASTE
OG0003846	LOC117900450|XP_034666711.1|DSUB	LOC118509331|XP_035905688.1|ASTE
OG0003847	LOC117901506|XP_034668167.1|DSUB	LOC118514278|XP_035916912.1|ASTE
OG0003848	LOC117896559|XP_034660852.1|DSUB	LOC118512641|XP_035913239.1|ASTE
OG0003849	LOC117892033|XP_034653848.1|DSUB	LOC118513616|XP_035915565.1|ASTE
OG0003850	LOC117901661|XP_034668391.1|DSUB	LOC118514711|XP_035917680.1|ASTE
OG0003851	LOC117892265|XP_034654275.1|DSUB	LOC118513998|XP_035916326.1|ASTE
OG0003852	LOC117900235|XP_034666415.1|DSUB	LOC118513882|XP_035916083.1|ASTE
OG0003853	LOC117890457|XP_034651191.1|DSUB	LOC118511080|XP_035909646.1|ASTE
OG0003854	LOC117901514|XP_034668176.1|DSUB	LOC118511099|XP_035909708.1|ASTE
OG0003855	LOC117902767|XP_034670251.1|DSUB	LOC118511097|XP_035909699.1|ASTE
OG0003856	LOC117900713|XP_034667065.1|DSUB	LOC118511124|XP_035909748.1|ASTE
OG0003857	LOC117900336|XP_034666565.1|DSUB	LOC118511056|XP_035909550.1|ASTE
OG0003858	LOC117903561|XP_034671655.1|DSUB	LOC118503887|XP_035893538.1|ASTE
OG0003859	LOC117900214|XP_034666387.1|DSUB	LOC118513419|XP_035915024.1|ASTE
OG0003860	LOC117891711|XP_034653196.1|DSUB	LOC118513415|XP_035915018.1|ASTE
OG0003861	LOC117902654|XP_034670073.1|DSUB	LOC118511727|XP_035911065.1|ASTE
OG0003862	LOC117901714|XP_034668482.1|DSUB	LOC118511601|XP_035910775.1|ASTE
OG0003863	LOC117902417|XP_034669659.1|DSUB	LOC118511597|XP_035910754.1|ASTE
OG0003864	LOC117901687|XP_034668420.1|DSUB	LOC118511596|XP_035910752.1|ASTE
OG0003865	LOC117899467|XP_034665374.1|DSUB	LOC118511594|XP_035910748.1|ASTE
OG0003866	LOC117902027|XP_034668977.1|DSUB	LOC118510604|XP_035908505.1|ASTE
OG0003867	LOC117900530|XP_034666820.1|DSUB	LOC118511591|XP_035910744.1|ASTE
OG0003868	LOC117902381|XP_034669591.1|DSUB	LOC118511651|XP_035910879.1|ASTE
OG0003869	LOC117900715|XP_034667070.1|DSUB	LOC118511232|XP_035909962.1|ASTE
OG0003870	LOC117902698|XP_034670133.1|DSUB	LOC118510105|XP_035907453.1|ASTE
OG0003871	LOC117901542|XP_034668224.1|DSUB	LOC118514607|XP_035917496.1|ASTE
OG0003872	LOC117891406|XP_034652743.1|DSUB	LOC118513421|XP_035915027.1|ASTE
OG0003873	LOC117899959|XP_034666005.1|DSUB	LOC118513427|XP_035915043.1|ASTE
OG0003874	LOC117901434|XP_034668068.1|DSUB	LOC118513426|XP_035915040.1|ASTE
OG0003875	LOC117901889|XP_034668742.1|DSUB	LOC118513430|XP_035915050.1|ASTE
OG0003876	LOC117900179|XP_034666315.1|DSUB	LOC118509271|XP_035905518.1|ASTE
OG0003877	LOC117900190|XP_034666330.1|DSUB	LOC118509068|XP_035905083.1|ASTE
OG0003878	LOC117900973|XP_034667448.1|DSUB	LOC118509074|XP_035905096.1|ASTE
OG0003879	LOC117892915|XP_034655119.1|DSUB	LOC118509078|XP_035905104.1|ASTE
OG0003880	LOC117893803|XP_034656438.1|DSUB	LOC118509086|XP_035905111.1|ASTE
OG0003881	LOC117892053|XP_034653872.1|DSUB	LOC118508992|XP_035904883.1|ASTE
OG0003882	LOC117892507|XP_034654677.1|DSUB	LOC118508986|XP_035904871.1|ASTE
OG0003883	LOC117896241|XP_034660289.1|DSUB	LOC118513450|XP_035915093.1|ASTE
OG0003884	LOC117902435|XP_034669708.1|DSUB	LOC118509843|XP_035906929.1|ASTE
OG0003885	LOC117901682|XP_034668416.1|DSUB	LOC118511761|XP_035911124.1|ASTE
OG0003886	LOC117901679|XP_034668413.1|DSUB	LOC118511759|XP_035911121.1|ASTE
OG0003887	LOC117901329|XP_034667929.1|DSUB	LOC118509280|XP_035905550.1|ASTE
OG0003888	LOC117898817|XP_034664370.1|DSUB	LOC118514107|XP_035916575.1|ASTE
OG0003889	LOC117901619|XP_034668337.1|DSUB	LOC118512466|XP_035912835.1|ASTE
OG0003890	LOC117894912|XP_034658099.1|DSUB	LOC118513505|XP_035915247.1|ASTE
OG0003891	LOC117902455|XP_034669743.1|DSUB	LOC118513504|XP_035915246.1|ASTE
OG0003892	LOC117893565|XP_034656126.1|DSUB	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE
OG0003893	LOC117902662|XP_034670081.1|DSUB	LOC118512026|XP_035911705.1|ASTE
OG0003894	LOC117902311|XP_034669485.1|DSUB	LOC118513228|XP_035914655.1|ASTE
OG0003895	LOC117889952|XP_034650398.1|DSUB	LOC118509230|XP_035905432.1|ASTE
OG0003896	LOC117890709|XP_034651627.1|DSUB	LOC118510122|XP_035907481.1|ASTE
OG0003897	LOC117890744|XP_034651690.1|DSUB	LOC118510127|XP_035907492.1|ASTE
OG0003898	LOC117902290|XP_034669459.1|DSUB	LOC118511617|XP_035910800.1|ASTE
OG0003899	LOC117902479|XP_034669781.1|DSUB	LOC118509146|XP_035905251.1|ASTE
OG0003900	LOC117902740|XP_034670208.1|DSUB	LOC118513726|XP_035915761.1|ASTE
OG0003901	LOC117900243|XP_034666422.1|DSUB	LOC118513725|XP_035915760.1|ASTE
OG0003902	LOC117900238|XP_034666418.1|DSUB	LOC118513721|XP_035915755.1|ASTE
OG0003903	LOC117900334|XP_034666563.1|DSUB	LOC118513723|XP_035915758.1|ASTE
OG0003904	LOC117900333|XP_034666562.1|DSUB	LOC118513722|XP_035915757.1|ASTE
OG0003905	LOC117899524|XP_034665475.1|DSUB	LOC118513717|XP_035915752.1|ASTE
OG0003907	LOC117900823|XP_034667221.1|DSUB	LOC118510996|XP_035909403.1|ASTE
OG0003908	LOC117900826|XP_034667225.1|DSUB	LOC118511002|XP_035909410.1|ASTE
OG0003909	LOC117891544|XP_034652946.1|DSUB	LOC118511020|XP_035909466.1|ASTE
OG0003910	LOC117902076|XP_034669062.1|DSUB	LOC118511021|XP_035909485.1|ASTE
OG0003911	LOC117900722|XP_034667081.1|DSUB	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE
OG0003912	LOC117901761|XP_034668540.1|DSUB	LOC118509057|XP_035905062.1|ASTE
OG0003913	LOC117902102|XP_034669096.1|DSUB	LOC118514571|XP_035917463.1|ASTE
OG0003914	LOC117900464|XP_034666730.1|DSUB	LOC118514558|XP_035917441.1|ASTE
OG0003915	LOC117893965|XP_034656660.1|DSUB	LOC118514587|XP_035917482.1|ASTE
OG0003916	LOC117902064|XP_034669030.1|DSUB	LOC118514580|XP_035917475.1|ASTE
OG0003917	LOC117900107|XP_034666221.1|DSUB	LOC118512505|XP_035912910.1|ASTE
OG0003918	LOC117901789|XP_034668590.1|DSUB	LOC118512525|XP_035912962.1|ASTE
OG0003919	LOC117900611|XP_034666923.1|DSUB	LOC118514555|XP_035917438.1|ASTE
OG0003920	LOC117891834|XP_034653476.1|DSUB	LOC118514557|XP_035917440.1|ASTE
OG0003921	LOC117901389|XP_034668014.1|DSUB	LOC118509138|XP_035905232.1|ASTE
OG0003922	LOC117900458|XP_034666722.1|DSUB	LOC118509141|XP_035905238.1|ASTE
OG0003923	LOC117902993|XP_034670600.1|DSUB	LOC118512549|XP_035913027.1|ASTE
OG0003924	LOC117890234|XP_034650863.1|DSUB	LOC118512551|XP_035913030.1|ASTE
OG0003925	LOC117899977|XP_034666028.1|DSUB	LOC118512557|XP_035913036.1|ASTE
OG0003926	LOC117902718|XP_034670174.1|DSUB	LOC118512564|XP_035913048.1|ASTE
OG0003927	LOC117900935|XP_034667392.1|DSUB	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE
OG0003928	LOC117900265|XP_034666465.1|DSUB	LOC118513781|XP_035915858.1|ASTE
OG0003929	LOC117900457|XP_034666720.1|DSUB	LOC118513767|XP_035915836.1|ASTE
OG0003930	LOC117902609|XP_034670012.1|DSUB	LOC118511770|XP_035911151.1|ASTE
OG0003931	LOC117902595|XP_034669987.1|DSUB	LOC118511768|XP_035911137.1|ASTE
OG0003932	LOC117891413|XP_034652751.1|DSUB	LOC118508974|XP_035904845.1|ASTE
OG0003933	LOC117902429|XP_034669686.1|DSUB	LOC118513746|XP_035915795.1|ASTE
OG0003934	LOC117900643|XP_034666965.1|DSUB	LOC118513750|XP_035915803.1|ASTE
OG0003935	LOC117890455|XP_034651183.1|DSUB	LOC118513758|XP_035915825.1|ASTE
OG0003936	LOC117890469|XP_034651215.1|DSUB	LOC118513757|XP_035915823.1|ASTE
OG0003937	LOC117892366|XP_034654468.1|DSUB	LOC118513769|XP_035915838.1|ASTE
OG0003938	LOC117902213|XP_034669323.1|DSUB	LOC118514676|XP_035917614.1|ASTE
OG0003939	LOC117901944|XP_034668807.1|DSUB	LOC118514677|XP_035917617.1|ASTE
OG0003940	LOC117902222|XP_034669346.1|DSUB	LOC118514680|XP_035917621.1|ASTE
OG0003941	LOC117902227|XP_034669351.1|DSUB	LOC118514684|XP_035917623.1|ASTE
OG0003942	LOC117901612|XP_034668322.1|DSUB	LOC118514697|XP_035917645.1|ASTE
OG0003943	LOC117902229|XP_034669354.1|DSUB	LOC118514152|XP_035916658.1|ASTE
OG0003944	LOC117900904|XP_034667354.1|DSUB	LOC118513354|XP_035914879.1|ASTE
OG0003945	LOC117889981|XP_034650453.1|DSUB	LOC118508472|XP_035904177.1|ASTE
OG0003946	LOC117901299|XP_034667894.1|DSUB	LOC118513834|XP_035915991.1|ASTE
OG0003947	LOC117901422|XP_034668049.1|DSUB	LOC118512443|XP_035912799.1|ASTE
OG0003948	LOC117901468|XP_034668121.1|DSUB	LOC118512586|XP_035913116.1|ASTE
OG0003949	LOC117901462|XP_034668106.1|DSUB	LOC118510631|XP_035908563.1|ASTE
OG0003950	LOC117901718|XP_034668485.1|DSUB	LOC118510643|XP_035908630.1|ASTE
OG0003951	LOC117902114|XP_034669119.1|DSUB	LOC118510646|XP_035908643.1|ASTE
OG0003952	LOC117901533|XP_034668213.1|DSUB	LOC118512662|XP_035913304.1|ASTE
OG0003953	LOC117902565|XP_034669898.1|DSUB	LOC118511569|XP_035910706.1|ASTE
OG0003954	LOC117894293|XP_034657144.1|DSUB	LOC118514466|XP_035917281.1|ASTE
OG0003955	LOC117901558|XP_034668247.1|DSUB	LOC118510010|XP_035907289.1|ASTE
OG0003956	LOC117900485|XP_034666760.1|DSUB	LOC118514659|XP_035917585.1|ASTE
OG0003957	LOC117894617|XP_034657667.1|DSUB	LOC118514667|XP_035917601.1|ASTE
OG0003958	LOC117894089|XP_034656853.1|DSUB	LOC118514671|XP_035917607.1|ASTE
OG0003959	LOC117890627|XP_034651467.1|DSUB	LOC118511782|XP_035911185.1|ASTE
OG0003960	LOC117890239|XP_034650877.1|DSUB	LOC118509304|XP_035905646.1|ASTE
OG0003961	LOC117902587|XP_034669977.1|DSUB	LOC118514548|XP_035917432.1|ASTE
OG0003962	LOC117901025|XP_034667519.1|DSUB	LOC118512473|XP_035912854.1|ASTE
OG0003963	LOC117901858|XP_034668703.1|DSUB	LOC118514634|XP_035917538.1|ASTE
OG0003964	LOC117900432|XP_034666693.1|DSUB	LOC118514641|XP_035917557.1|ASTE
OG0003965	LOC117902159|XP_034669189.1|DSUB	LOC118514652|XP_035917575.1|ASTE
OG0003966	LOC117901861|XP_034668707.1|DSUB	LOC118511797|XP_035911220.1|ASTE
OG0003967	LOC117891808|XP_034653382.1|DSUB	LOC118513597|XP_035915492.1|ASTE
OG0003968	LOC117890285|XP_034650938.1|DSUB	LOC118513595|XP_035915485.1|ASTE
OG0003969	LOC117890808|XP_034651774.1|DSUB	LOC118512533|XP_035912978.1|ASTE
OG0003970	LOC117902476|XP_034669776.1|DSUB	LOC118513282|XP_035914742.1|ASTE
OG0003971	LOC117902329|XP_034669512.1|DSUB	LOC118512593|XP_035913130.1|ASTE
OG0003972	LOC117893209|XP_034655628.1|DSUB	LOC118512596|XP_035913142.1|ASTE
OG0003973	LOC117891962|XP_034653725.1|DSUB	LOC118512600|XP_035913149.1|ASTE
OG0003974	LOC117890162|XP_034650749.1|DSUB	LOC118513698|XP_035915715.1|ASTE
OG0003975	LOC117902118|XP_034669127.1|DSUB	LOC118513705|XP_035915727.1|ASTE
OG0003976	LOC117900394|XP_034666639.1|DSUB	LOC118513369|XP_035914893.1|ASTE
OG0003977	LOC117902245|XP_034669381.1|DSUB	LOC118513370|XP_035914894.1|ASTE
OG0003978	LOC117895753|XP_034659516.1|DSUB	LOC118512631|XP_035913219.1|ASTE
OG0003979	LOC117900006|XP_034666071.1|DSUB	LOC118512618|XP_035913192.1|ASTE
OG0003980	LOC117896524|XP_034660785.1|DSUB	LOC118512615|XP_035913187.1|ASTE
OG0003981	LOC117901702|XP_034668458.1|DSUB	LOC118510865|XP_035909104.1|ASTE
OG0003982	LOC117902664|XP_034670084.1|DSUB	LOC118510046|XP_035907328.1|ASTE
OG0003984	LOC117901233|XP_034667796.1|DSUB	LOC118512594|XP_035913140.1|ASTE
OG0003985	LOC117900623|XP_034666942.1|DSUB	LOC118513318|XP_035914812.1|ASTE
OG0003986	LOC117900550|XP_034666844.1|DSUB	LOC118508830|XP_035904469.1|ASTE
OG0003987	LOC117900301|XP_034666506.1|DSUB	LOC118513221|XP_035914637.1|ASTE
OG0003988	LOC117900551|XP_034666845.1|DSUB	LOC118513341|XP_035914858.1|ASTE
OG0003989	LOC117900429|XP_034666690.1|DSUB	LOC118509296|XP_035905622.1|ASTE
OG0003990	LOC117900325|XP_034666546.1|DSUB	LOC118509289|XP_035905590.1|ASTE
OG0003991	LOC117902349|XP_034669550.1|DSUB	LOC118509285|XP_035905556.1|ASTE
OG0003992	LOC117902087|XP_034669071.1|DSUB	LOC118509172|XP_035905325.1|ASTE
OG0003993	LOC117900888|XP_034667310.1|DSUB	LOC118509173|XP_035905326.1|ASTE
OG0003994	LOC117896966|XP_034661401.1|DSUB	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE
OG0003995	LOC117890864|XP_034651842.1|DSUB	LOC118509956|XP_035907215.1|ASTE
OG0003996	LOC117891128|XP_034652223.1|DSUB	LOC118508821|XP_035904458.1|ASTE
OG0003997	LOC117900424|XP_034666679.1|DSUB	LOC118513628|XP_035915584.1|ASTE
OG0003998	LOC117899978|XP_034666029.1|DSUB	LOC118510877|XP_035909134.1|ASTE
OG0003999	LOC117901862|XP_034668709.1|DSUB	LOC118510876|XP_035909133.1|ASTE
OG0004000	LOC117903165|XP_034670901.1|DSUB	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE
OG0004001	LOC117889869|XP_034650268.1|DSUB	LOC118513804|XP_035915900.1|ASTE
OG0004002	LOC117902635|XP_034670048.1|DSUB	LOC118513827|XP_035915959.1|ASTE
OG0004003	LOC117902568|XP_034669917.1|DSUB	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE
OG0004004	LOC117902797|XP_034670306.1|DSUB	LOC118510870|XP_035909119.1|ASTE
OG0004005	LOC117900109|XP_034666223.1|DSUB	LOC118510871|XP_035909120.1|ASTE
OG0004006	LOC117901596|XP_034668300.1|DSUB	LOC118514289|XP_035916931.1|ASTE
OG0004007	LOC117900718|XP_034667072.1|DSUB	LOC118514303|XP_035916976.1|ASTE
OG0004008	LOC117902012|XP_034668951.1|DSUB	LOC118513467|XP_035915136.1|ASTE
OG0004009	LOC117901490|XP_034668149.1|DSUB	LOC118512975|XP_035914100.1|ASTE
OG0004010	LOC117902126|XP_034669144.1|DSUB	LOC118514522|XP_035917385.1|ASTE
OG0004011	LOC117901756|XP_034668534.1|DSUB	LOC118511696|XP_035910997.1|ASTE
OG0004012	LOC117896309|XP_034660424.1|DSUB	LOC118511699|XP_035911001.1|ASTE
OG0004013	LOC117900063|XP_034666158.1|DSUB	LOC118512484|XP_035912872.1|ASTE
OG0004014	LOC117893207|XP_034655624.1|DSUB	LOC118512477|XP_035912859.1|ASTE
OG0004015	LOC117900205|XP_034666370.1|DSUB	LOC118512465|XP_035912828.1|ASTE
OG0004016	LOC117901134|XP_034667667.1|DSUB	LOC118509274|XP_035905521.1|ASTE
OG0004017	LOC117902365|XP_034669571.1|DSUB	LOC118513621|XP_035915570.1|ASTE
OG0004018	LOC117892316|XP_034654360.1|DSUB	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE
OG0004019	LOC117900602|XP_034666905.1|DSUB	LOC118513205|XP_035914597.1|ASTE
OG0004020	LOC117900027|XP_034666105.1|DSUB	LOC118509950|XP_035907174.1|ASTE
OG0004021	LOC117900613|XP_034666926.1|DSUB	LOC118511810|XP_035911243.1|ASTE
OG0004022	LOC117902061|XP_034669024.1|DSUB	LOC118514098|XP_035916531.1|ASTE
