Orthogroup	DSUB.longest_only	AEAL.longest_only
OG0004388	LOC117890218|XP_034650847.1|DSUB	LOC109408775|XP_029730724.1|AEAL, LOC109408774|XP_029730737.1|AEAL, LOC109432710|XP_029730740.1|AEAL
OG0004389	LOC117895824|XP_034659652.1|DSUB	LOC109408773|XP_029730756.1|AEAL, LOC109432681|XP_029730735.1|AEAL
OG0004390	LOC117893813|XP_034656452.1|DSUB	LOC109408802|XP_029729301.1|AEAL, LOC109408804|XP_029730773.1|AEAL
OG0004391	LOC117890415|XP_034651119.1|DSUB	LOC109408797|XP_029731969.1|AEAL
OG0004392	LOC117895820|XP_034659644.1|DSUB	LOC109408724|XP_029730812.1|AEAL, LOC109428932|XP_029714034.1|AEAL
OG0004393	LOC117890048|XP_034650560.1|DSUB	LOC109408720|XP_029730819.1|AEAL
OG0004394	LOC117892176|XP_034654147.1|DSUB	LOC109408712|XP_019537620.2|AEAL, LOC109428919|XP_029730824.1|AEAL
OG0004395	LOC117890390|XP_034651085.1|DSUB	LOC109414910|XP_019544304.1|AEAL, LOC109428906|XP_029730833.1|AEAL
OG0004396	LOC117890477|XP_034651233.1|DSUB	LOC109428905|XP_019560290.1|AEAL
OG0004397	LOC117891798|XP_034653363.1|DSUB	LOC109414907|XP_019544301.1|AEAL
OG0004398	LOC117891802|XP_034653368.1|DSUB	LOC109414924|XP_029715552.1|AEAL
OG0004399	LOC117891765|XP_034653296.1|DSUB	LOC109414902|XP_019544293.2|AEAL
OG0004400	LOC117898370|XP_034663599.1|DSUB	LOC109414895|XP_019544284.2|AEAL
OG0004401	LOC117891170|XP_034652383.1|DSUB	LOC109428885|XP_029730895.1|AEAL
OG0004402	LOC117890579|XP_034651407.1|DSUB	LOC109416887|XP_019546528.2|AEAL
OG0004403	LOC117889768|XP_034650121.1|DSUB	LOC109411435|XP_029730852.1|AEAL, LOC109428863|XP_029714137.1|AEAL
OG0004404	LOC117891454|XP_034652826.1|DSUB	LOC109428854|XP_019560230.2|AEAL, LOC115267759|XP_029730858.1|AEAL
OG0004405	LOC117894751|XP_034657853.1|DSUB	LOC109428850|XP_029731977.1|AEAL, LOC115262973|XP_029721775.1|AEAL, LOC115267766|XP_029730879.1|AEAL
OG0004406	LOC117894321|XP_034657189.1|DSUB	LOC115267811|XP_029731034.1|AEAL
OG0004407	LOC117892292|XP_034654325.1|DSUB	LOC109397002|XP_029730682.1|AEAL, LOC109432250|XP_029731033.1|AEAL
OG0004408	LOC117894984|XP_034658220.1|DSUB	LOC115260975|XP_029718203.1|AEAL, LOC109432267|XP_019564145.2|AEAL
OG0004409	LOC117902981|XP_034670552.1|DSUB	LOC109397081|XP_029730986.1|AEAL, LOC109432288|XP_029730908.1|AEAL
OG0004410	LOC117891403|XP_034652739.1|DSUB	LOC109397034|XP_029730956.1|AEAL, LOC109409848|XP_019538879.2|AEAL
OG0004411	LOC117894031|XP_034656761.1|DSUB	LOC109397047|XP_019524913.2|AEAL, LOC115260033|XP_029716727.1|AEAL
OG0004412	LOC117894030|XP_034656760.1|DSUB	LOC109397121|XP_029730931.1|AEAL, LOC115267794|XP_029730954.1|AEAL
OG0004413	LOC117890869|XP_034651849.1|DSUB	LOC109409855|XP_029730919.1|AEAL, LOC115267792|XP_029730950.1|AEAL
OG0004414	LOC117892162|XP_034654118.1|DSUB	LOC115267815|XP_029731054.1|AEAL, LOC109409861|XP_029730941.1|AEAL
OG0004415	LOC117891485|XP_034652856.1|DSUB	LOC109399100|XP_019527085.2|AEAL
OG0004416	LOC117890639|XP_034651481.1|DSUB	LOC109399103|XP_019527092.1|AEAL, LOC109409916|XP_029731073.1|AEAL
OG0004417	LOC117898056|XP_034663113.1|DSUB	LOC115267819|XP_029731071.1|AEAL, LOC109409917|XP_019538983.2|AEAL
OG0004418	LOC117891147|XP_034652288.1|DSUB	LOC109409918|XP_029731057.1|AEAL, LOC109399095|XP_029731087.1|AEAL
OG0004419	LOC117890253|XP_034650893.1|DSUB	LOC109409926|XP_029731121.1|AEAL
OG0004420	LOC117892592|XP_034654822.1|DSUB	LOC109399132|XP_019527116.2|AEAL
OG0004421	LOC117894889|XP_034658061.1|DSUB	LOC109399618|XP_019527654.1|AEAL
OG0004422	LOC117894361|XP_034657245.1|DSUB	LOC109399624|XP_029732182.1|AEAL, LOC115268277|XP_029732183.1|AEAL, LOC109400800|XP_019528844.1|AEAL
OG0004423	LOC117892436|XP_034654567.1|DSUB	LOC109399609|XP_019527642.2|AEAL, LOC109397727|XP_019525618.2|AEAL
OG0004424	LOC117891744|XP_034653238.1|DSUB	LOC109400309|XP_029709871.1|AEAL, LOC115253442|XP_029708104.1|AEAL
OG0004425	LOC117894087|XP_034656847.1|DSUB	LOC109399667|XP_019527717.2|AEAL, LOC115253929|XP_029708105.1|AEAL
OG0004426	LOC117894090|XP_034656849.1|DSUB	LOC109400763|XP_019528839.2|AEAL, LOC109399670|XP_019527721.1|AEAL, LOC115255830|XP_029709878.1|AEAL
OG0004427	LOC117893361|XP_034655843.1|DSUB	LOC109399671|XP_019527722.2|AEAL
OG0004428	LOC117899687|XP_034665771.1|DSUB	LOC109418987|XP_019548767.2|AEAL
OG0004429	LOC117900103|XP_034666216.1|DSUB	LOC109410578|XP_029731275.1|AEAL, LOC109421149|XP_019551190.2|AEAL
OG0004430	LOC117894161|XP_034656953.1|DSUB	LOC109426536|XP_029731324.1|AEAL, LOC109408362|XP_029731305.1|AEAL
OG0004431	LOC117899148|XP_034664848.1|DSUB	LOC115255987|XP_029710066.1|AEAL, LOC109408357|XP_019537200.2|AEAL, LOC109426517|XP_019557593.2|AEAL
OG0004432	LOC117899146|XP_034664845.1|DSUB	LOC115255988|XP_029710067.1|AEAL, LOC109408356|XP_019537199.2|AEAL
OG0004433	LOC117894345|XP_034657223.1|DSUB	LOC109426509|XP_029710089.1|AEAL, LOC109426469|XP_029710075.1|AEAL, LOC115255993|XP_029710072.1|AEAL
OG0004434	LOC117891800|XP_034653365.1|DSUB	LOC109408984|XP_029710065.1|AEAL, LOC115255996|XP_029710078.1|AEAL, LOC109426471|XP_019557535.2|AEAL
OG0004435	LOC117890923|XP_034651944.1|DSUB	LOC109402144|XP_019530316.2|AEAL, LOC109426455|XP_029731377.1|AEAL
OG0004437	LOC117891402|XP_034652738.1|DSUB	LOC109426437|XP_019557489.2|AEAL
OG0004438	LOC117891350|XP_034652672.1|DSUB	LOC109426436|XP_019557488.2|AEAL
OG0004439	LOC117891050|XP_034652114.1|DSUB	LOC109404008|XP_019532418.2|AEAL
OG0004440	LOC117891407|XP_034652745.1|DSUB	LOC109426432|XP_019557485.1|AEAL
OG0004441	LOC117901343|XP_034667944.1|DSUB	LOC109403403|XP_019531777.2|AEAL
OG0004442	LOC117892421|XP_034654545.1|DSUB	LOC109403309|XP_019531661.2|AEAL
OG0004443	LOC117893104|XP_034655428.1|DSUB	LOC109621792|XP_029731528.1|AEAL, LOC109403180|XP_029731396.1|AEAL
OG0004444	LOC117889955|XP_034650403.1|DSUB	LOC109622181|XP_029731549.1|AEAL
OG0004445	LOC117892158|XP_034654109.1|DSUB	LOC109403341|XP_029731570.1|AEAL, LOC115267963|XP_029731665.1|AEAL
OG0004446	LOC117896833|XP_034661238.1|DSUB	LOC109403355|XP_029718009.1|AEAL, LOC109410760|XP_019539830.2|AEAL, LOC115267936|XP_029731573.1|AEAL
OG0004447	LOC117899570|XP_034665574.1|DSUB	LOC109403361|XP_019531721.1|AEAL
OG0004448	LOC117892640|XP_034654886.1|DSUB	LOC109410759|XP_019539828.2|AEAL
OG0004449	LOC117895659|XP_034659367.1|DSUB	LOC109403358|XP_019531716.2|AEAL
OG0004450	LOC117890408|XP_034651110.1|DSUB	LOC109410628|XP_019539695.2|AEAL, LOC109433539|XP_019565523.2|AEAL
OG0004451	LOC117892555|XP_034654757.1|DSUB	LOC109410656|XP_029731642.1|AEAL
OG0004452	LOC117891304|XP_034652603.1|DSUB	LOC109433480|XP_019565446.2|AEAL, LOC109410661|XP_029731648.1|AEAL
OG0004453	LOC117890029|XP_034650535.1|DSUB	LOC109410657|XP_029710257.1|AEAL, LOC109433478|XP_029731645.1|AEAL
OG0004454	LOC117898076|XP_034663142.1|DSUB	LOC115267992|XP_029731731.1|AEAL, LOC109621455|XP_019931040.2|AEAL, LOC115269469|XP_029734107.1|AEAL
OG0004455	LOC117894735|XP_034657824.1|DSUB	LOC115268196|XP_029732109.1|AEAL, LOC109621475|XP_019931063.2|AEAL, LOC115255967|XP_029710053.1|AEAL, LOC109621486|XP_019931074.2|AEAL
OG0004456	LOC117899854|XP_034665987.1|DSUB	LOC109621461|XP_019931046.2|AEAL
OG0004457	LOC117893242|XP_034655697.1|DSUB	LOC109621480|XP_019931068.2|AEAL, LOC115255970|XP_029710055.1|AEAL
OG0004458	LOC117893137|XP_034655480.1|DSUB	LOC109621471|XP_029731745.1|AEAL
OG0004459	LOC117893455|XP_034655964.1|DSUB	LOC109621434|XP_029731746.1|AEAL
OG0004460	LOC117893997|XP_034656703.1|DSUB	LOC109621452|XP_019931037.2|AEAL, LOC115268004|XP_029731751.1|AEAL
OG0004461	LOC117894340|XP_034657216.1|DSUB	LOC115268044|XP_029731818.1|AEAL, LOC109426051|XP_019557038.2|AEAL
OG0004462	LOC117893096|XP_034655419.1|DSUB	LOC109426027|XP_019557004.2|AEAL
OG0004463	LOC117893003|XP_034655248.1|DSUB	LOC115268050|XP_029731829.1|AEAL, LOC109426022|XP_019556995.2|AEAL
OG0004464	LOC117894320|XP_034657181.1|DSUB	LOC115253524|XP_029731832.1|AEAL, LOC109426021|XP_029723094.1|AEAL, LOC115268030|XP_029731788.1|AEAL
OG0004465	LOC117901795|XP_034668597.1|DSUB	LOC115268032|XP_029731797.1|AEAL, LOC109426011|XP_019556982.1|AEAL
OG0004466	LOC117893349|XP_034655829.1|DSUB	LOC115268054|XP_029731838.1|AEAL, LOC109426010|XP_029731799.1|AEAL
OG0004467	LOC117894072|XP_034656817.1|DSUB	LOC115268036|XP_029731803.1|AEAL, LOC109426000|XP_019556972.2|AEAL
OG0004468	LOC117894071|XP_034656816.1|DSUB	LOC115268059|XP_029731844.1|AEAL, LOC109425999|XP_029731805.1|AEAL
OG0004469	LOC117895125|XP_034658425.1|DSUB	LOC115253480|XP_029731809.1|AEAL, LOC109425994|XP_019556964.2|AEAL
OG0004470	LOC117900173|XP_034666309.1|DSUB	LOC109425964|XP_029731782.1|AEAL
OG0004471	LOC117897364|XP_034662044.1|DSUB	LOC115268074|XP_029731879.1|AEAL
OG0004472	LOC117890938|XP_034651963.1|DSUB	LOC109425848|XP_029733650.1|AEAL, LOC109407584|XP_019536225.2|AEAL
OG0004473	LOC117892759|XP_034655075.1|DSUB	LOC109407683|XP_019536380.2|AEAL, LOC109425756|XP_019556620.2|AEAL
OG0004474	LOC117890171|XP_034650761.1|DSUB	LOC109425843|XP_019556759.1|AEAL
OG0004475	LOC117892591|XP_034654821.1|DSUB	LOC109407579|XP_019536216.2|AEAL
OG0004476	LOC117889675|XP_034650005.1|DSUB, LOC117901922|XP_034668781.1|DSUB	LOC109425839|XP_019556755.2|AEAL
OG0004477	LOC117890583|XP_034651412.1|DSUB	LOC109407511|XP_019536111.2|AEAL, LOC109425770|XP_019556637.2|AEAL, LOC115262227|XP_029720485.1|AEAL
OG0004478	LOC117891602|XP_034653026.1|DSUB	LOC109407507|XP_029720469.1|AEAL, LOC109425740|XP_029720463.1|AEAL, LOC115260063|XP_029716780.1|AEAL
OG0004479	LOC117892059|XP_034653883.1|DSUB	LOC109422033|XP_019552217.2|AEAL
OG0004480	LOC117895107|XP_034658406.1|DSUB	LOC115269546|XP_029734189.1|AEAL, LOC115267579|XP_029730518.1|AEAL, LOC109432994|XP_019564910.2|AEAL, LOC109397715|XP_029734253.1|AEAL
OG0004481	LOC117890491|XP_034651272.1|DSUB	LOC109623237|XP_029729019.1|AEAL
OG0004482	LOC117897835|XP_034662789.1|DSUB	LOC109424758|XP_029717713.1|AEAL, LOC109412946|XP_019542146.2|AEAL, LOC115260965|XP_029718192.1|AEAL
OG0004483	LOC117891398|XP_034652732.1|DSUB	LOC109416617|XP_029718398.1|AEAL, LOC115253696|XP_029719330.1|AEAL, LOC109432825|XP_019564714.1|AEAL, LOC115261571|XP_029719323.1|AEAL
OG0004484	LOC117897594|XP_034662440.1|DSUB	LOC109432394|XP_019564288.2|AEAL
OG0004487	LOC117893941|XP_034656621.1|DSUB	LOC109399289|XP_019527272.2|AEAL
OG0004488	LOC117892491|XP_034654648.1|DSUB	LOC109411164|XP_019540188.2|AEAL
OG0004489	LOC117895573|XP_034659184.1|DSUB	LOC115259426|XP_029715862.1|AEAL, LOC115267468|XP_029730320.1|AEAL
OG0004504	LOC117897434|XP_034662164.1|DSUB	LOC109402166|XP_019530340.1|AEAL, LOC109413239|XP_019542512.1|AEAL
OG0004505	LOC117896211|XP_034660232.1|DSUB	LOC109405385|XP_019533987.2|AEAL, LOC115262914|XP_029721674.1|AEAL
OG0004506	LOC117897325|XP_034661986.1|DSUB	LOC109431065|XP_029709617.1|AEAL, LOC109405380|XP_029709612.1|AEAL
OG0004507	LOC117896219|XP_034660244.1|DSUB	LOC115255634|XP_029709587.1|AEAL, LOC109405368|XP_019533967.2|AEAL
OG0004508	LOC117897678|XP_034662580.1|DSUB	LOC109413201|XP_029710437.1|AEAL
OG0004509	LOC117894711|XP_034657784.1|DSUB	LOC115254882|XP_029708430.1|AEAL, LOC109424931|XP_029710460.1|AEAL
OG0004510	LOC117903503|XP_034671477.1|DSUB	LOC109431113|XP_029718294.1|AEAL, LOC109424970|XP_019555711.2|AEAL
OG0004511	LOC117899439|XP_034665334.1|DSUB	LOC109424976|XP_029718299.1|AEAL, LOC109431121|XP_029711667.1|AEAL
OG0004512	LOC117903002|XP_034670628.1|DSUB	LOC109431102|XP_029710944.1|AEAL, LOC109424942|XP_029710936.1|AEAL
OG0004513	LOC117902941|XP_034670441.1|DSUB	LOC109431135|XP_029710671.1|AEAL, LOC109424991|XP_029710766.1|AEAL
OG0004514	LOC117902953|XP_034670469.1|DSUB	LOC109431133|XP_019562869.2|AEAL, LOC115256400|XP_029710724.1|AEAL
OG0004515	LOC117903082|XP_034670771.1|DSUB	LOC109415543|XP_019544975.2|AEAL, LOC109431129|XP_019562857.2|AEAL
OG0004516	LOC117895002|XP_034658285.1|DSUB	LOC109431151|XP_019562901.1|AEAL, LOC115256867|XP_029711806.1|AEAL, LOC109415554|XP_019544985.2|AEAL
OG0004517	LOC117896964|XP_034661404.1|DSUB	LOC109415631|XP_019545093.2|AEAL, LOC115256859|XP_029711778.1|AEAL, LOC115256858|XP_029711773.1|AEAL
OG0004518	LOC117889608|XP_034649918.1|DSUB	LOC109431108|XP_029711965.1|AEAL, LOC109415781|XP_029710698.1|AEAL
OG0004519	LOC117896849|XP_034661264.1|DSUB	LOC115256333|XP_029710495.1|AEAL, LOC109415826|XP_019545315.2|AEAL
OG0004520	LOC117903604|XP_034671746.1|DSUB	LOC109431170|XP_029713811.1|AEAL, LOC109412257|XP_029710552.1|AEAL
OG0004521	LOC117892561|XP_034654773.1|DSUB	LOC109413491|XP_019542719.2|AEAL
OG0004522	LOC117903164|XP_034670900.1|DSUB	LOC109405109|XP_029711084.1|AEAL, LOC109428335|XP_029708269.1|AEAL
OG0004523	LOC117898802|XP_034664336.1|DSUB	LOC109424768|XP_029732670.1|AEAL, LOC109417230|XP_029710491.1|AEAL
OG0004524	LOC117902984|XP_034670616.1|DSUB	LOC109424763|XP_019555489.2|AEAL, LOC109433658|XP_019565659.2|AEAL
OG0004525	LOC117903028|XP_034670650.1|DSUB	LOC115269331|XP_029733826.1|AEAL, LOC109433644|XP_029711757.1|AEAL, LOC115256817|XP_029711648.1|AEAL
OG0004526	LOC117889610|XP_034649926.1|DSUB	LOC109433653|XP_029710952.1|AEAL, LOC115256444|XP_029710910.1|AEAL, LOC115269330|XP_029733825.1|AEAL
OG0004527	LOC117903388|XP_034671267.1|DSUB	LOC109408933|XP_019537875.2|AEAL
OG0004528	LOC117889575|XP_034649872.1|DSUB	LOC109415233|XP_029712288.1|AEAL, LOC115256449|XP_029710924.1|AEAL, LOC109428359|XP_029710159.1|AEAL
OG0004529	LOC117903675|XP_034671902.1|DSUB	LOC109415218|XP_029710156.1|AEAL, LOC109428368|XP_029711939.1|AEAL
OG0004530	LOC117903544|XP_034671626.1|DSUB	LOC109428405|XP_019559676.1|AEAL
OG0004531	LOC117896303|XP_034660416.1|DSUB	LOC115269148|XP_029733418.1|AEAL, LOC109415184|XP_029711623.1|AEAL
OG0004532	LOC117903625|XP_034671781.1|DSUB	LOC109428432|XP_019559733.2|AEAL, LOC109430513|XP_019562125.2|AEAL
OG0004533	LOC117896065|XP_034659978.1|DSUB	LOC109428439|XP_019559749.2|AEAL, LOC109422148|XP_029729613.1|AEAL
OG0004534	LOC117902110|XP_034669116.1|DSUB	LOC109422171|XP_029716707.1|AEAL, LOC109428462|XP_019559771.2|AEAL
OG0004535	LOC117895063|XP_034658334.1|DSUB	LOC109428466|XP_019559775.2|AEAL, LOC109422176|XP_019552363.2|AEAL
OG0004536	LOC117903844|XP_034672198.1|DSUB	LOC109428467|XP_029711043.1|AEAL
OG0004537	LOC117902428|XP_034669688.1|DSUB	LOC109428468|XP_019559780.2|AEAL
OG0004539	LOC117897765|XP_034662701.1|DSUB	LOC109428481|XP_019559801.2|AEAL
OG0004540	LOC117895998|XP_034659884.1|DSUB	LOC109416895|XP_019546561.2|AEAL
OG0004541	LOC117890503|XP_034651288.1|DSUB	LOC109402643|XP_029710693.1|AEAL
OG0004542	LOC117890213|XP_034650841.1|DSUB	LOC109402631|XP_029711894.1|AEAL
OG0004543	LOC117896741|XP_034661100.1|DSUB	LOC115266730|XP_029729129.1|AEAL, LOC109397909|XP_029710470.1|AEAL, LOC115255700|XP_029709659.1|AEAL
OG0004544	LOC117889638|XP_034649987.1|DSUB	LOC115266727|XP_029729125.1|AEAL, LOC109397861|XP_029711274.1|AEAL, LOC109402681|XP_019530928.2|AEAL
OG0004545	LOC117899036|XP_034664686.1|DSUB	LOC109397913|XP_019525797.2|AEAL
OG0004546	LOC117890189|XP_034650786.1|DSUB	LOC115254576|XP_029708046.1|AEAL, LOC109406970|XP_019535530.2|AEAL
OG0004547	LOC117894390|XP_034657288.1|DSUB	LOC109397885|XP_029710781.1|AEAL
OG0004548	LOC117902286|XP_034669458.1|DSUB	LOC109427493|XP_019558587.2|AEAL
OG0004549	LOC117889635|XP_034649984.1|DSUB	LOC115256334|XP_029710498.1|AEAL, LOC109427501|XP_019558596.2|AEAL
OG0004550	LOC117903631|XP_034671793.1|DSUB	LOC115256503|XP_029711030.1|AEAL, LOC109427529|XP_019558627.2|AEAL
OG0004551	LOC117892497|XP_034654664.1|DSUB	LOC109427530|XP_019558628.2|AEAL, LOC115256491|XP_029711010.1|AEAL
OG0004552	LOC117903656|XP_034671854.1|DSUB	LOC109427533|XP_019558632.2|AEAL, LOC115253670|XP_029711476.1|AEAL
OG0004553	LOC117895152|XP_034658480.1|DSUB	LOC109427538|XP_019558648.2|AEAL, LOC115256344|XP_029710529.1|AEAL
OG0004554	LOC117903333|XP_034671170.1|DSUB	LOC115256331|XP_029710478.1|AEAL, LOC115259454|XP_029715887.1|AEAL, LOC109406861|XP_029716354.1|AEAL
OG0004555	LOC117903338|XP_034671175.1|DSUB	LOC115264498|XP_029724102.1|AEAL, LOC115264502|XP_029724106.1|AEAL, LOC109406869|XP_019535417.2|AEAL
OG0004556	LOC117903732|XP_034671977.1|DSUB	LOC109401876|XP_019530017.2|AEAL, LOC115264817|XP_029724690.1|AEAL
OG0004557	LOC117891159|XP_034652326.1|DSUB	LOC109401938|XP_029724109.1|AEAL, LOC115256740|XP_029711541.1|AEAL
OG0004558	LOC117901873|XP_034668725.1|DSUB	LOC115266763|XP_029729182.1|AEAL, LOC109401894|XP_019530049.2|AEAL
OG0004559	LOC117898497|XP_034663830.1|DSUB	LOC109401913|XP_019530074.1|AEAL
OG0004560	LOC117896318|XP_034660440.1|DSUB	LOC109401877|XP_019530018.2|AEAL, LOC109414697|XP_019544074.2|AEAL
OG0004561	LOC117899449|XP_034665348.1|DSUB	LOC109401939|XP_029709673.1|AEAL
OG0004562	LOC117897527|XP_034662336.1|DSUB	LOC109401916|XP_029729494.1|AEAL, LOC109414691|XP_029709676.1|AEAL
OG0004563	LOC117898040|XP_034663087.1|DSUB	LOC109401933|XP_029709678.1|AEAL
OG0004564	LOC117896731|XP_034661086.1|DSUB	LOC109414688|XP_029709727.1|AEAL, LOC109401947|XP_019530120.2|AEAL
OG0004565	LOC117899186|XP_034664938.1|DSUB	LOC109401895|XP_019530050.2|AEAL, LOC109414684|XP_019544060.2|AEAL
OG0004566	LOC117900915|XP_034667756.1|DSUB	LOC109401889|XP_019530042.2|AEAL
OG0004567	LOC117903185|XP_034670924.1|DSUB	LOC109414702|XP_019544083.1|AEAL, LOC109401886|XP_019530036.1|AEAL
OG0004568	LOC117889588|XP_034649887.1|DSUB	LOC109401828|XP_029709662.1|AEAL, LOC109412089|XP_019541276.2|AEAL, LOC115255725|XP_029709704.1|AEAL
OG0004569	LOC117896135|XP_034660093.1|DSUB	LOC109401821|XP_029733378.1|AEAL
OG0004570	LOC117890025|XP_034650531.1|DSUB	LOC109410340|XP_029733269.1|AEAL
OG0004571	LOC117903573|XP_034671680.1|DSUB	LOC109422038|XP_019552221.2|AEAL
OG0004572	LOC117902092|XP_034669079.1|DSUB	LOC109421972|XP_019552154.2|AEAL
OG0004573	LOC117897761|XP_034662697.1|DSUB	LOC115269048|XP_029733208.1|AEAL, LOC115269053|XP_029733217.1|AEAL
OG0004574	LOC117903724|XP_034671965.1|DSUB	LOC109397204|XP_019525092.1|AEAL, LOC109432080|XP_019563924.1|AEAL, LOC115269045|XP_029733203.1|AEAL
OG0004575	LOC117903717|XP_034671954.1|DSUB	LOC109432078|XP_019563920.2|AEAL, LOC109397198|XP_019525086.2|AEAL, LOC115255924|XP_029709989.1|AEAL
OG0004576	LOC117897122|XP_034661666.1|DSUB	LOC109422035|XP_019552220.2|AEAL, LOC115256583|XP_029711221.1|AEAL
OG0004577	LOC117899692|XP_034665787.1|DSUB	LOC115253973|XP_029711218.1|AEAL, LOC109422031|XP_019552215.2|AEAL
OG0004578	LOC117889598|XP_034649903.1|DSUB	LOC115256723|XP_029711522.1|AEAL, LOC115256872|XP_029711807.1|AEAL, LOC109422006|XP_019552195.1|AEAL
OG0004579	LOC117902539|XP_034669858.1|DSUB	LOC109422002|XP_019552186.2|AEAL, LOC115256372|XP_029710596.1|AEAL, LOC115256408|XP_029710753.1|AEAL
OG0004580	LOC117899120|XP_034664804.1|DSUB	LOC115256565|XP_029711173.1|AEAL, LOC109421993|XP_019552172.1|AEAL
OG0004581	LOC117899678|XP_034665758.1|DSUB	LOC115253977|XP_029711853.1|AEAL, LOC109421991|XP_019552170.2|AEAL
OG0004582	LOC117897083|XP_034661612.1|DSUB	LOC115256501|XP_029711028.1|AEAL, LOC109421987|XP_029710911.1|AEAL
OG0004583	LOC117903293|XP_034671114.1|DSUB	LOC109421974|XP_019552155.2|AEAL
OG0004584	LOC117892513|XP_034654687.1|DSUB	LOC109424617|XP_019555330.2|AEAL
OG0004585	LOC117896768|XP_034661134.1|DSUB	LOC115267313|XP_029730091.1|AEAL, LOC109410178|XP_029710751.1|AEAL, LOC115254483|XP_029707893.1|AEAL
OG0004586	LOC117903638|XP_034671852.1|DSUB	LOC109427434|XP_019558534.2|AEAL
OG0004587	LOC117896164|XP_034660130.1|DSUB	LOC109427430|XP_019558531.2|AEAL
OG0004588	LOC117896160|XP_034660128.1|DSUB	LOC109410149|XP_019539220.2|AEAL, LOC109427431|XP_019558533.1|AEAL
OG0004589	LOC117901748|XP_034668529.1|DSUB	LOC115253813|XP_029707907.1|AEAL, LOC109427426|XP_029711094.1|AEAL
OG0004590	LOC117899139|XP_034664833.1|DSUB	LOC109415362|XP_029710928.1|AEAL, LOC109410132|XP_019539203.2|AEAL
OG0004591	LOC117899137|XP_034664830.1|DSUB	LOC109427410|XP_029709731.1|AEAL, LOC109410127|XP_029710643.1|AEAL
OG0004592	LOC117890714|XP_034651684.1|DSUB	LOC109410125|XP_019539199.2|AEAL, LOC109427406|XP_019558493.2|AEAL
OG0004593	LOC117903890|XP_034672283.1|DSUB	LOC109427404|XP_019558491.2|AEAL, LOC109410124|XP_019539198.2|AEAL
OG0004594	LOC117895872|XP_034659788.1|DSUB	LOC109410168|XP_029710479.1|AEAL, LOC109427393|XP_029721634.1|AEAL
OG0004595	LOC117889647|XP_034650002.1|DSUB	LOC109427376|XP_029711375.1|AEAL, LOC109402076|XP_019530227.1|AEAL
OG0004596	LOC117890361|XP_034651049.1|DSUB	LOC109402062|XP_019530208.2|AEAL, LOC115256494|XP_029711016.1|AEAL, LOC109427350|XP_019558427.2|AEAL
OG0004597	LOC117903863|XP_034672241.1|DSUB	LOC109405090|XP_029710546.1|AEAL
OG0004598	LOC117894037|XP_034656775.1|DSUB	LOC109416544|XP_019546170.1|AEAL
OG0004599	LOC117892403|XP_034654521.1|DSUB, LOC117902371|XP_034669578.1|DSUB	LOC109405092|XP_019533635.3|AEAL
OG0004600	LOC117903902|XP_034672297.1|DSUB	LOC115253969|XP_029710922.1|AEAL, LOC109404899|XP_019533397.2|AEAL, LOC109398409|XP_019526307.2|AEAL
OG0004601	LOC117903277|XP_034671070.1|DSUB	LOC109398413|XP_029710966.1|AEAL, LOC115256555|XP_029711144.1|AEAL, LOC115256472|XP_029710977.1|AEAL
OG0004602	LOC117900028|XP_034666110.1|DSUB	LOC109409421|XP_029710884.1|AEAL
OG0004603	LOC117901439|XP_034668074.1|DSUB	LOC109398427|XP_019526333.2|AEAL, LOC109409430|XP_029711165.1|AEAL
OG0004604	LOC117890221|XP_034650853.1|DSUB	LOC109432713|XP_019564643.2|AEAL, LOC109409435|XP_029711116.1|AEAL
OG0004605	LOC117889865|XP_034650267.1|DSUB	LOC109409458|XP_029710599.1|AEAL, LOC109415314|XP_029711839.1|AEAL
OG0004606	LOC117898512|XP_034663861.1|DSUB	LOC115269543|XP_029734185.1|AEAL
OG0004607	LOC117894076|XP_034656840.1|DSUB	LOC115269558|XP_029734210.1|AEAL
OG0004608	LOC117892062|XP_034653894.1|DSUB	LOC109397699|XP_029709756.1|AEAL, LOC109432974|XP_029734227.1|AEAL
OG0004609	LOC117893516|XP_034656050.1|DSUB	LOC109397575|XP_029709752.1|AEAL, LOC109432996|XP_019564915.1|AEAL
OG0004610	LOC117896702|XP_034661045.1|DSUB	LOC109414063|XP_019543340.1|AEAL, LOC115258019|XP_029713875.1|AEAL
OG0004611	LOC117896852|XP_034661268.1|DSUB	LOC115256091|XP_029710206.1|AEAL, LOC109414076|XP_019543360.2|AEAL
OG0004612	LOC117897768|XP_034662704.1|DSUB	LOC109414078|XP_029710205.1|AEAL
OG0004613	LOC117899681|XP_034665761.1|DSUB	LOC115256088|XP_029710202.1|AEAL, LOC109414080|XP_029710203.1|AEAL
OG0004614	LOC117903659|XP_034671871.1|DSUB	LOC115256083|XP_029710183.1|AEAL, LOC109414084|XP_029710182.1|AEAL
OG0004615	LOC117903439|XP_034671354.1|DSUB	LOC109402224|XP_029729948.1|AEAL, LOC115267190|XP_029729921.1|AEAL
OG0004616	LOC117890809|XP_034651775.1|DSUB	LOC115267212|XP_029729951.1|AEAL, LOC109402238|XP_019530423.2|AEAL
OG0004617	LOC117900921|XP_034667375.1|DSUB	LOC115264440|XP_029723991.1|AEAL, LOC109402203|XP_019530379.2|AEAL
