Orthogroup	DSUB.longest_only	CCAP.longest_only
OG0005227	LOC117902062|XP_034669026.1|DSUB	CCAP1982_LOCUS8073|CAD6999553.1|CCAP
OG0005228	LOC117902059|XP_034669022.1|DSUB	CCAP1982_LOCUS8072|CAD6999552.1|CCAP
OG0005229	LOC117900820|XP_034667214.1|DSUB	CCAP1982_LOCUS7490|CAD6998944.1|CCAP
OG0005230	LOC117900459|XP_034666723.1|DSUB	CCAP1982_LOCUS7079|CAD6998486.1|CCAP
OG0005231	LOC117900090|XP_034666192.1|DSUB	CCAP1982_LOCUS8695|CAD7000203.1|CCAP
OG0005232	LOC117900423|XP_034666675.1|DSUB	CCAP1982_LOCUS5367|CAD6996683.1|CCAP
OG0005233	LOC117900805|XP_034667183.1|DSUB	CCAP1982_LOCUS5688|CAD6997029.1|CCAP
OG0005234	LOC117901546|XP_034668230.1|DSUB	CCAP1982_LOCUS6210|CAD6997571.1|CCAP
OG0005235	LOC117900567|XP_034666866.1|DSUB	CCAP1982_LOCUS7029|CAD6998429.1|CCAP
OG0005236	LOC117902368|XP_034669575.1|DSUB	CCAP1982_LOCUS8175|CAD6999641.1|CCAP
OG0005237	LOC117901118|XP_034667644.1|DSUB	CCAP1982_LOCUS8171|CAD6999637.1|CCAP
OG0005238	LOC117902748|XP_034670226.1|DSUB	CCAP1982_LOCUS8166|CAD6999632.1|CCAP
OG0005239	LOC117900232|XP_034666409.1|DSUB	CCAP1982_LOCUS6979|CAD6998379.1|CCAP
OG0005240	LOC117901085|XP_034667600.1|DSUB	CCAP1982_LOCUS6461|CAD6997837.1|CCAP
OG0005241	LOC117900685|XP_034667023.1|DSUB	CCAP1982_LOCUS7043|CAD6998445.1|CCAP
OG0005242	LOC117900218|XP_034666393.1|DSUB	CCAP1982_LOCUS7927|CAD6999401.1|CCAP
OG0005243	LOC117900819|XP_034667209.1|DSUB	CCAP1982_LOCUS7494|CAD6998947.1|CCAP, CCAP1982_LOCUS7491|CAD6998945.1|CCAP
OG0005244	LOC117898303|XP_034663466.1|DSUB	CCAP1982_LOCUS4235|CAD6995523.1|CCAP
OG0005245	LOC117896402|XP_034660606.1|DSUB	CCAP1982_LOCUS4791|CAD6996086.1|CCAP
OG0005246	LOC117902480|XP_034669782.1|DSUB	CCAP1982_LOCUS20299|CAD7012198.1|CCAP
OG0005247	LOC117889977|XP_034650448.1|DSUB	CCAP1982_LOCUS22014|CAD7014007.1|CCAP
OG0005249	LOC117897348|XP_034662019.1|DSUB	CCAP1982_LOCUS4948|CAD6996265.1|CCAP
OG0005250	LOC117901427|XP_034668060.1|DSUB	CCAP1982_LOCUS5417|CAD6996737.1|CCAP
OG0005251	LOC117901581|XP_034668274.1|DSUB	CCAP1982_LOCUS5703|CAD6997049.1|CCAP
OG0005252	LOC117902285|XP_034669449.1|DSUB	CCAP1982_LOCUS5823|CAD6997182.1|CCAP
OG0005253	LOC117902004|XP_034668940.1|DSUB	CCAP1982_LOCUS8329|CAD6999815.1|CCAP
OG0005254	LOC117901881|XP_034668729.1|DSUB	CCAP1982_LOCUS6112|CAD6997470.1|CCAP
OG0005255	LOC117901388|XP_034668012.1|DSUB	CCAP1982_LOCUS6111|CAD6997469.1|CCAP
OG0005256	LOC117900528|XP_034666818.1|DSUB	CCAP1982_LOCUS5887|CAD6997254.1|CCAP
OG0005257	LOC117901038|XP_034667538.1|DSUB	CCAP1982_LOCUS5518|CAD6996842.1|CCAP
OG0005259	LOC117900372|XP_034666613.1|DSUB	CCAP1982_LOCUS6562|CAD6997945.1|CCAP
OG0005260	LOC117900374|XP_034666617.1|DSUB	CCAP1982_LOCUS6561|CAD6997944.1|CCAP
OG0005261	LOC117902164|XP_034669193.1|DSUB	CCAP1982_LOCUS3341|CAD6994603.1|CCAP
OG0005262	LOC117902169|XP_034669200.1|DSUB	CCAP1982_LOCUS7352|CAD6998798.1|CCAP
OG0005263	LOC117901042|XP_034667541.1|DSUB	CCAP1982_LOCUS5535|CAD6996859.1|CCAP
OG0005264	LOC117897730|XP_034662649.1|DSUB	CCAP1982_LOCUS3028|CAD6994267.1|CCAP
OG0005265	LOC117900606|XP_034666911.1|DSUB	CCAP1982_LOCUS7862|CAD6999335.1|CCAP
OG0005266	LOC117900535|XP_034666825.1|DSUB	CCAP1982_LOCUS6217|CAD6997578.1|CCAP
OG0005267	LOC117900154|XP_034666282.1|DSUB	CCAP1982_LOCUS8499|CAD6999993.1|CCAP
OG0005268	LOC117900151|XP_034666277.1|DSUB	CCAP1982_LOCUS8498|CAD6999992.1|CCAP
OG0005269	LOC117900058|XP_034666151.1|DSUB	CCAP1982_LOCUS8496|CAD6999990.1|CCAP
OG0005271	LOC117901232|XP_034667795.1|DSUB	CCAP1982_LOCUS5805|CAD6997162.1|CCAP
OG0005272	LOC117901235|XP_034667799.1|DSUB	CCAP1982_LOCUS5806|CAD6997163.1|CCAP
OG0005273	LOC117902346|XP_034669540.1|DSUB	CCAP1982_LOCUS5812|CAD6997169.1|CCAP
OG0005274	LOC117900680|XP_034667017.1|DSUB	CCAP1982_LOCUS5648|CAD6996986.1|CCAP
OG0005275	LOC117902376|XP_034669585.1|DSUB	CCAP1982_LOCUS5621|CAD6996953.1|CCAP
OG0005276	LOC117900588|XP_034666889.1|DSUB	CCAP1982_LOCUS8750|CAD7000260.1|CCAP
OG0005277	LOC117900185|XP_034666321.1|DSUB	CCAP1982_LOCUS8739|CAD7000247.1|CCAP
OG0005279	LOC117901730|XP_034668503.1|DSUB	CCAP1982_LOCUS6232|CAD6997593.1|CCAP
OG0005280	LOC117902735|XP_034670201.1|DSUB	CCAP1982_LOCUS7879|CAD6999352.1|CCAP
OG0005281	LOC117900893|XP_034667315.1|DSUB	CCAP1982_LOCUS8936|CAD7000459.1|CCAP
OG0005282	LOC117897135|XP_034661696.1|DSUB	CCAP1982_LOCUS573|CAD6991659.1|CCAP
OG0005283	LOC117898470|XP_034663791.1|DSUB	CCAP1982_LOCUS21460|CAD7013395.1|CCAP
OG0005284	LOC117900098|XP_034666209.1|DSUB	CCAP1982_LOCUS5666|CAD6997005.1|CCAP
OG0005285	LOC117900097|XP_034666208.1|DSUB	CCAP1982_LOCUS7866|CAD6999339.1|CCAP
OG0005286	LOC117902746|XP_034670222.1|DSUB	CCAP1982_LOCUS7035|CAD6998435.1|CCAP
OG0005287	LOC117902739|XP_034670206.1|DSUB	CCAP1982_LOCUS7037|CAD6998437.1|CCAP
OG0005288	LOC117902706|XP_034670152.1|DSUB	CCAP1982_LOCUS8851|CAD7000371.1|CCAP
OG0005289	LOC117900979|XP_034667463.1|DSUB	CCAP1982_LOCUS5620|CAD6996952.1|CCAP
OG0005290	LOC117898225|XP_034663351.1|DSUB	CCAP1982_LOCUS651|CAD6991739.1|CCAP
OG0005291	LOC117902423|XP_034669673.1|DSUB	CCAP1982_LOCUS6537|CAD6997919.1|CCAP
OG0005292	LOC117899950|XP_034665993.1|DSUB	CCAP1982_LOCUS6539|CAD6997921.1|CCAP
OG0005294	LOC117900864|XP_034667277.1|DSUB	CCAP1982_LOCUS7803|CAD6999274.1|CCAP
OG0005295	LOC117902421|XP_034669671.1|DSUB	CCAP1982_LOCUS6535|CAD6997917.1|CCAP, CCAP1982_LOCUS6536|CAD6997918.1|CCAP
OG0005296	LOC117896224|XP_034660250.1|DSUB	CCAP1982_LOCUS4538|CAD6995836.1|CCAP, CCAP1982_LOCUS4537|CAD6995835.1|CCAP
OG0005297	LOC117902619|XP_034670026.1|DSUB	CCAP1982_LOCUS9120|CAD7000646.1|CCAP
OG0005298	LOC117900144|XP_034666267.1|DSUB	CCAP1982_LOCUS7722|CAD6999186.1|CCAP
OG0005299	LOC117897717|XP_034662633.1|DSUB	CCAP1982_LOCUS2494|CAD6993688.1|CCAP
OG0005301	LOC117902019|XP_034668960.1|DSUB	CCAP1982_LOCUS5707|CAD6997053.1|CCAP
OG0005302	LOC117890726|XP_034651666.1|DSUB	CCAP1982_LOCUS21449|CAD7013384.1|CCAP
OG0005303	LOC117900175|XP_034666311.1|DSUB	CCAP1982_LOCUS8117|CAD6999594.1|CCAP
OG0005304	LOC117902339|XP_034669529.1|DSUB	CCAP1982_LOCUS9053|CAD7000579.1|CCAP
OG0005305	LOC117892519|XP_034654697.1|DSUB	CCAP1982_LOCUS21720|CAD7013678.1|CCAP
OG0005306	LOC117901515|XP_034668178.1|DSUB	CCAP1982_LOCUS7897|CAD6999370.1|CCAP
OG0005307	LOC117900247|XP_034666436.1|DSUB	CCAP1982_LOCUS7074|CAD6998480.1|CCAP
OG0005308	LOC117902320|XP_034669499.1|DSUB	CCAP1982_LOCUS7069|CAD6998474.1|CCAP
OG0005310	LOC117902801|XP_034670313.1|DSUB	CCAP1982_LOCUS8824|CAD7000341.1|CCAP
OG0005311	LOC117900877|XP_034667296.1|DSUB	CCAP1982_LOCUS8254|CAD6999728.1|CCAP
OG0005312	LOC117900351|XP_034666587.1|DSUB	CCAP1982_LOCUS8445|CAD6999934.1|CCAP
OG0005313	LOC117901838|XP_034668664.1|DSUB	CCAP1982_LOCUS5701|CAD6997044.1|CCAP
OG0005314	LOC117900378|XP_034666621.1|DSUB	CCAP1982_LOCUS8033|CAD6999508.1|CCAP
OG0005315	LOC117900584|XP_034666885.1|DSUB	CCAP1982_LOCUS8014|CAD6999490.1|CCAP
OG0005316	LOC117892521|XP_034654699.1|DSUB	CCAP1982_LOCUS21719|CAD7013677.1|CCAP
OG0005317	LOC117900413|XP_034666662.1|DSUB	CCAP1982_LOCUS7888|CAD6999361.1|CCAP
OG0005318	LOC117902104|XP_034669100.1|DSUB	CCAP1982_LOCUS5575|CAD6996902.1|CCAP
OG0005319	LOC117900353|XP_034666591.1|DSUB	CCAP1982_LOCUS5351|CAD6996667.1|CCAP
OG0005321	LOC117900501|XP_034666781.1|DSUB	CCAP1982_LOCUS7428|CAD6998881.1|CCAP
OG0005322	LOC117900511|XP_034666796.1|DSUB	CCAP1982_LOCUS7811|CAD6999282.1|CCAP
OG0005324	LOC117901225|XP_034667786.1|DSUB	CCAP1982_LOCUS7732|CAD6999196.1|CCAP
OG0005325	LOC117902696|XP_034670128.1|DSUB	CCAP1982_LOCUS20862|CAD7012758.1|CCAP
OG0005326	LOC117902182|XP_034669245.1|DSUB	CCAP1982_LOCUS7735|CAD6999201.1|CCAP
OG0005327	LOC117901325|XP_034667925.1|DSUB	CCAP1982_LOCUS5383|CAD6996699.1|CCAP
OG0005328	LOC117899386|XP_034665259.1|DSUB	CCAP1982_LOCUS13036|CAD7004641.1|CCAP
OG0005329	LOC117895240|XP_034658640.1|DSUB	CCAP1982_LOCUS13268|CAD7004884.1|CCAP, CCAP1982_LOCUS13258|CAD7004873.1|CCAP
OG0005330	LOC117895238|XP_034658638.1|DSUB	CCAP1982_LOCUS13269|CAD7004885.1|CCAP, CCAP1982_LOCUS13259|CAD7004874.1|CCAP
OG0005331	LOC117900155|XP_034666283.1|DSUB	CCAP1982_LOCUS8500|CAD6999994.1|CCAP
OG0005332	LOC117901810|XP_034668615.1|DSUB	CCAP1982_LOCUS8582|CAD7000084.1|CCAP
OG0005333	LOC117901543|XP_034668225.1|DSUB	CCAP1982_LOCUS7307|CAD6998753.1|CCAP
OG0005334	LOC117902332|XP_034669518.1|DSUB	CCAP1982_LOCUS6473|CAD6997849.1|CCAP
OG0005335	LOC117891799|XP_034653364.1|DSUB	CCAP1982_LOCUS19438|CAD7011333.1|CCAP
OG0005336	LOC117892675|XP_034654963.1|DSUB	CCAP1982_LOCUS20286|CAD7012185.1|CCAP
OG0005337	LOC117891404|XP_034652741.1|DSUB	CCAP1982_LOCUS20639|CAD7012554.1|CCAP
OG0005338	LOC117901204|XP_034667749.1|DSUB	CCAP1982_LOCUS5404|CAD6996724.1|CCAP
OG0005339	LOC117902305|XP_034669478.1|DSUB	CCAP1982_LOCUS6086|CAD6997440.1|CCAP
OG0005341	LOC117890479|XP_034651236.1|DSUB	CCAP1982_LOCUS19989|CAD7011877.1|CCAP
OG0005342	LOC117902070|XP_034669046.1|DSUB	CCAP1982_LOCUS6782|CAD6998166.1|CCAP
OG0005343	LOC117890956|XP_034651988.1|DSUB	CCAP1982_LOCUS21680|CAD7013632.1|CCAP
OG0005345	LOC117900876|XP_034667293.1|DSUB	CCAP1982_LOCUS5454|CAD6996779.1|CCAP
OG0005346	LOC117900249|XP_034666439.1|DSUB	CCAP1982_LOCUS14963|CAD7006660.1|CCAP
OG0005347	LOC117901701|XP_034668453.1|DSUB	CCAP1982_LOCUS7002|CAD6998402.1|CCAP
OG0005348	LOC117902327|XP_034669508.1|DSUB	CCAP1982_LOCUS6474|CAD6997850.1|CCAP
OG0005349	LOC117901794|XP_034668596.1|DSUB	CCAP1982_LOCUS6478|CAD6997854.1|CCAP
OG0005350	LOC117901354|XP_034667954.1|DSUB	CCAP1982_LOCUS5657|CAD6996996.1|CCAP
OG0005351	LOC117895292|XP_034658736.1|DSUB	CCAP1982_LOCUS8070|CAD6999550.1|CCAP
OG0005352	LOC117900747|XP_034667116.1|DSUB	CCAP1982_LOCUS11665|CAD7003205.1|CCAP
OG0005353	LOC117890508|XP_034651299.1|DSUB	CCAP1982_LOCUS21018|CAD7012919.1|CCAP
OG0005354	LOC117902688|XP_034670114.1|DSUB	CCAP1982_LOCUS5973|CAD6997340.1|CCAP
OG0005355	LOC117899998|XP_034666061.1|DSUB	CCAP1982_LOCUS8020|CAD6999496.1|CCAP
OG0005356	LOC117900002|XP_034666064.1|DSUB	CCAP1982_LOCUS8022|CAD6999498.1|CCAP
OG0005357	LOC117900369|XP_034666610.1|DSUB	CCAP1982_LOCUS6775|CAD6998159.1|CCAP
OG0005359	LOC117890412|XP_034651114.1|DSUB	CCAP1982_LOCUS20507|CAD7012423.1|CCAP
OG0005360	LOC117894668|XP_034657736.1|DSUB	CCAP1982_LOCUS13493|CAD7005131.1|CCAP
OG0005361	LOC117900776|XP_034667148.1|DSUB	CCAP1982_LOCUS7909|CAD6999383.1|CCAP
OG0005362	LOC117902284|XP_034669448.1|DSUB	CCAP1982_LOCUS5553|CAD6996880.1|CCAP
OG0005363	LOC117900851|XP_034667262.1|DSUB	CCAP1982_LOCUS7758|CAD6999224.1|CCAP
OG0005364	LOC117889948|XP_034650378.1|DSUB	CCAP1982_LOCUS23330|CAD7015386.1|CCAP
OG0005365	LOC117900352|XP_034666588.1|DSUB	CCAP1982_LOCUS5659|CAD6996998.1|CCAP
OG0005366	LOC117900149|XP_034666273.1|DSUB	CCAP1982_LOCUS5661|CAD6997000.1|CCAP
OG0005367	LOC117900148|XP_034666272.1|DSUB	CCAP1982_LOCUS5642|CAD6996977.1|CCAP
OG0005368	LOC117897893|XP_034662862.1|DSUB	CCAP1982_LOCUS1327|CAD6992473.1|CCAP
OG0005369	LOC117901931|XP_034668790.1|DSUB	CCAP1982_LOCUS7027|CAD6998427.1|CCAP
OG0005370	LOC117900456|XP_034666719.1|DSUB	CCAP1982_LOCUS7078|CAD6998485.1|CCAP
OG0005371	LOC117901816|XP_034668624.1|DSUB	CCAP1982_LOCUS7077|CAD6998483.1|CCAP
OG0005372	LOC117898115|XP_034663193.1|DSUB	CCAP1982_LOCUS1733|CAD6992898.1|CCAP
OG0005373	LOC117900741|XP_034667107.1|DSUB	CCAP1982_LOCUS5567|CAD6996894.1|CCAP
OG0005374	LOC117902768|XP_034670252.1|DSUB	CCAP1982_LOCUS7901|CAD6999374.1|CCAP
OG0005375	LOC117902766|XP_034670249.1|DSUB	CCAP1982_LOCUS7900|CAD6999373.1|CCAP
OG0005376	LOC117902736|XP_034670202.1|DSUB	CCAP1982_LOCUS8162|CAD6999630.1|CCAP
OG0005377	LOC117895565|XP_034659172.1|DSUB	CCAP1982_LOCUS14730|CAD7006410.1|CCAP
OG0005378	LOC117901023|XP_034667515.1|DSUB	CCAP1982_LOCUS8905|CAD7000429.1|CCAP
OG0005379	LOC117900053|XP_034666140.1|DSUB	CCAP1982_LOCUS6978|CAD6998378.1|CCAP
OG0005380	LOC117901452|XP_034668089.1|DSUB	CCAP1982_LOCUS8888|CAD7000412.1|CCAP
OG0005381	LOC117900174|XP_034666310.1|DSUB	CCAP1982_LOCUS7611|CAD6999065.1|CCAP
OG0005382	LOC117902485|XP_034669788.1|DSUB	CCAP1982_LOCUS7990|CAD6999466.1|CCAP, CCAP1982_LOCUS7993|CAD6999469.1|CCAP
OG0005383	LOC117895456|XP_034659019.1|DSUB	CCAP1982_LOCUS12896|CAD7004496.1|CCAP
OG0005385	LOC117891976|XP_034653742.1|DSUB	CCAP1982_LOCUS20897|CAD7012796.1|CCAP
OG0005386	LOC117891001|XP_034652048.1|DSUB	CCAP1982_LOCUS21548|CAD7013486.1|CCAP
OG0005387	LOC117896132|XP_034660084.1|DSUB	CCAP1982_LOCUS3748|CAD6995017.1|CCAP
OG0005388	LOC117900112|XP_034666227.1|DSUB	CCAP1982_LOCUS6864|CAD6998255.1|CCAP
OG0005389	LOC117902640|XP_034670055.1|DSUB	CCAP1982_LOCUS6809|CAD6998193.1|CCAP
OG0005390	LOC117902719|XP_034670175.1|DSUB	CCAP1982_LOCUS8462|CAD6999955.1|CCAP
OG0005391	LOC117902721|XP_034670177.1|DSUB	CCAP1982_LOCUS8464|CAD6999957.1|CCAP
OG0005392	LOC117900903|XP_034667353.1|DSUB	CCAP1982_LOCUS7046|CAD6998448.1|CCAP
OG0005393	LOC117897664|XP_034662553.1|DSUB	CCAP1982_LOCUS3990|CAD6995269.1|CCAP
OG0005394	LOC117900899|XP_034667341.1|DSUB	CCAP1982_LOCUS9164|CAD7000690.1|CCAP
OG0005395	LOC117900487|XP_034666763.1|DSUB	CCAP1982_LOCUS8678|CAD7000185.1|CCAP
OG0005396	LOC117902789|XP_034670285.1|DSUB	CCAP1982_LOCUS6950|CAD6998349.1|CCAP
OG0005397	LOC117902802|XP_034670314.1|DSUB	CCAP1982_LOCUS6952|CAD6998351.1|CCAP
OG0005398	LOC117899179|XP_034664931.1|DSUB	CCAP1982_LOCUS5046|CAD6996367.1|CCAP
OG0005399	LOC117891242|XP_034652478.1|DSUB	CCAP1982_LOCUS22132|CAD7014126.1|CCAP
OG0005401	LOC117900358|XP_034666598.1|DSUB	CCAP1982_LOCUS8819|CAD7000336.1|CCAP
OG0005402	LOC117900357|XP_034666597.1|DSUB	CCAP1982_LOCUS8820|CAD7000337.1|CCAP
OG0005403	LOC117902795|XP_034670304.1|DSUB	CCAP1982_LOCUS8823|CAD7000340.1|CCAP
OG0005404	LOC117902796|XP_034670305.1|DSUB	CCAP1982_LOCUS8822|CAD7000339.1|CCAP
OG0005405	LOC117890910|XP_034651915.1|DSUB	CCAP1982_LOCUS23138|CAD7015187.1|CCAP
OG0005406	LOC117890901|XP_034651887.1|DSUB	CCAP1982_LOCUS22365|CAD7014368.1|CCAP
OG0005407	LOC117890760|XP_034651712.1|DSUB	CCAP1982_LOCUS22687|CAD7014705.1|CCAP
OG0005408	LOC117902225|XP_034669349.1|DSUB	CCAP1982_LOCUS8272|CAD6999749.1|CCAP
OG0005409	LOC117901491|XP_034668150.1|DSUB	CCAP1982_LOCUS8121|CAD6999598.1|CCAP
OG0005411	LOC117890394|XP_034651090.1|DSUB	CCAP1982_LOCUS21262|CAD7013191.1|CCAP
OG0005412	LOC117892377|XP_034654477.1|DSUB	CCAP1982_LOCUS21257|CAD7013186.1|CCAP
OG0005413	LOC117891523|XP_034652912.1|DSUB	CCAP1982_LOCUS23120|CAD7015167.1|CCAP
OG0005416	LOC117890878|XP_034651861.1|DSUB	CCAP1982_LOCUS21690|CAD7013646.1|CCAP
OG0005417	LOC117901469|XP_034668122.1|DSUB	CCAP1982_LOCUS7662|CAD6999118.1|CCAP
OG0005418	LOC117901595|XP_034668298.1|DSUB	CCAP1982_LOCUS7668|CAD6999124.1|CCAP
OG0005419	LOC117901787|XP_034668587.1|DSUB	CCAP1982_LOCUS5649|CAD6996987.1|CCAP
OG0005420	LOC117901633|XP_034668354.1|DSUB	CCAP1982_LOCUS6503|CAD6997884.1|CCAP
OG0005421	LOC117902386|XP_034669598.1|DSUB	CCAP1982_LOCUS8431|CAD6999920.1|CCAP
OG0005423	LOC117902459|XP_034669750.1|DSUB	CCAP1982_LOCUS5752|CAD6997100.1|CCAP
OG0005424	LOC117889757|XP_034650093.1|DSUB	CCAP1982_LOCUS22079|CAD7014071.1|CCAP
OG0005426	LOC117889856|XP_034650247.1|DSUB	CCAP1982_LOCUS7102|CAD6998514.1|CCAP
OG0005428	LOC117902491|XP_034669803.1|DSUB	CCAP1982_LOCUS8973|CAD7000495.1|CCAP
OG0005429	LOC117902335|XP_034669523.1|DSUB	CCAP1982_LOCUS6509|CAD6997890.1|CCAP
OG0005430	LOC117902337|XP_034669527.1|DSUB	CCAP1982_LOCUS6508|CAD6997889.1|CCAP
OG0005431	LOC117901067|XP_034667570.1|DSUB	CCAP1982_LOCUS9057|CAD7000583.1|CCAP
OG0005432	LOC117902188|XP_034669255.1|DSUB	CCAP1982_LOCUS5447|CAD6996771.1|CCAP
OG0005433	LOC117890757|XP_034651709.1|DSUB	CCAP1982_LOCUS23193|CAD7015243.1|CCAP
OG0005434	LOC117902446|XP_034669731.1|DSUB	CCAP1982_LOCUS6158|CAD6997519.1|CCAP
OG0005435	LOC117902190|XP_034669257.1|DSUB	CCAP1982_LOCUS5442|CAD6996764.1|CCAP
OG0005436	LOC117902189|XP_034669256.1|DSUB	CCAP1982_LOCUS5443|CAD6996765.1|CCAP
OG0005437	LOC117896854|XP_034661273.1|DSUB	CCAP1982_LOCUS4214|CAD6995501.1|CCAP
OG0005438	LOC117900817|XP_034667201.1|DSUB	CCAP1982_LOCUS8683|CAD7000190.1|CCAP
OG0005440	LOC117902400|XP_034669623.1|DSUB	CCAP1982_LOCUS8728|CAD7000236.1|CCAP
OG0005441	LOC117900497|XP_034666777.1|DSUB	CCAP1982_LOCUS6754|CAD6998143.1|CCAP
OG0005442	LOC117900122|XP_034666238.1|DSUB	CCAP1982_LOCUS8810|CAD7000327.1|CCAP
OG0005443	LOC117901111|XP_034667635.1|DSUB	CCAP1982_LOCUS5728|CAD6997076.1|CCAP
OG0005444	LOC117901155|XP_034667696.1|DSUB	CCAP1982_LOCUS7383|CAD6998834.1|CCAP
OG0005445	LOC117901291|XP_034667877.1|DSUB	CCAP1982_LOCUS7933|CAD6999407.1|CCAP
OG0005447	LOC117902214|XP_034669331.1|DSUB	CCAP1982_LOCUS7846|CAD6999319.1|CCAP
OG0005448	LOC117890208|XP_034650830.1|DSUB	CCAP1982_LOCUS21365|CAD7013294.1|CCAP
OG0005450	LOC117897451|XP_034662187.1|DSUB	CCAP1982_LOCUS7008|CAD6998408.1|CCAP
OG0005451	LOC117899988|XP_034666048.1|DSUB	CCAP1982_LOCUS7620|CAD6999074.1|CCAP
OG0005452	LOC117890707|XP_034651623.1|DSUB	CCAP1982_LOCUS7156|CAD6998577.1|CCAP
OG0005453	LOC117898904|XP_034664478.1|DSUB	CCAP1982_LOCUS250|CAD6991321.1|CCAP
OG0005454	LOC117901706|XP_034668467.1|DSUB	CCAP1982_LOCUS8338|CAD6999827.1|CCAP
OG0005455	LOC117892213|XP_034654204.1|DSUB	CCAP1982_LOCUS22813|CAD7014846.1|CCAP
OG0005456	LOC117902288|XP_034669456.1|DSUB	CCAP1982_LOCUS5827|CAD6997187.1|CCAP, CCAP1982_LOCUS5826|CAD6997186.1|CCAP
OG0005457	LOC117902175|XP_034669208.1|DSUB	CCAP1982_LOCUS5832|CAD6997192.1|CCAP
OG0005458	LOC117901568|XP_034668257.1|DSUB	CCAP1982_LOCUS8565|CAD7000062.1|CCAP
OG0005459	LOC117902077|XP_034669058.1|DSUB	CCAP1982_LOCUS7844|CAD6999317.1|CCAP, CCAP1982_LOCUS7845|CAD6999318.1|CCAP
OG0005460	LOC117900099|XP_034666210.1|DSUB	CCAP1982_LOCUS8484|CAD6999979.1|CCAP
OG0005461	LOC117901450|XP_034668086.1|DSUB	CCAP1982_LOCUS5846|CAD6997208.1|CCAP
OG0005462	LOC117901241|XP_034667808.1|DSUB	CCAP1982_LOCUS5848|CAD6997210.1|CCAP
OG0005463	LOC117895085|XP_034658373.1|DSUB	CCAP1982_LOCUS13791|CAD7005430.1|CCAP
OG0005464	LOC117902750|XP_034670228.1|DSUB	CCAP1982_LOCUS5843|CAD6997205.1|CCAP
OG0005465	LOC117902174|XP_034669206.1|DSUB	CCAP1982_LOCUS5833|CAD6997193.1|CCAP
OG0005466	LOC117902172|XP_034669204.1|DSUB	CCAP1982_LOCUS5831|CAD6997191.1|CCAP
OG0005467	LOC117897533|XP_034662345.1|DSUB	CCAP1982_LOCUS775|CAD6991884.1|CCAP
OG0005468	LOC117902785|XP_034670282.1|DSUB	CCAP1982_LOCUS8598|CAD7000100.1|CCAP, CCAP1982_LOCUS8602|CAD7000104.1|CCAP
OG0005469	LOC117901371|XP_034667972.1|DSUB	CCAP1982_LOCUS5526|CAD6996850.1|CCAP
OG0005470	LOC117902291|XP_034669460.1|DSUB	CCAP1982_LOCUS5524|CAD6996848.1|CCAP
OG0005471	LOC117900018|XP_034666095.1|DSUB	CCAP1982_LOCUS8604|CAD7000106.1|CCAP
OG0005472	LOC117902580|XP_034669964.1|DSUB	CCAP1982_LOCUS8605|CAD7000110.1|CCAP
OG0005473	LOC117900106|XP_034666220.1|DSUB	CCAP1982_LOCUS8028|CAD6999504.1|CCAP
OG0005474	LOC117900431|XP_034666692.1|DSUB	CCAP1982_LOCUS8512|CAD7000007.1|CCAP
OG0005475	LOC117900430|XP_034666691.1|DSUB	CCAP1982_LOCUS8513|CAD7000008.1|CCAP
OG0005476	LOC117890621|XP_034651454.1|DSUB	CCAP1982_LOCUS22700|CAD7014721.1|CCAP
OG0005477	LOC117893440|XP_034655950.1|DSUB	CCAP1982_LOCUS11778|CAD7003317.1|CCAP
OG0005478	LOC117902084|XP_034669068.1|DSUB	CCAP1982_LOCUS9156|CAD7000682.1|CCAP
OG0005479	LOC117902081|XP_034669065.1|DSUB	CCAP1982_LOCUS9157|CAD7000683.1|CCAP
OG0005480	LOC117902085|XP_034669069.1|DSUB	CCAP1982_LOCUS9158|CAD7000684.1|CCAP
OG0005481	LOC117902370|XP_034669577.1|DSUB	CCAP1982_LOCUS9152|CAD7000678.1|CCAP
OG0005482	LOC117902710|XP_034670164.1|DSUB	CCAP1982_LOCUS9150|CAD7000676.1|CCAP
OG0005483	LOC117898045|XP_034663095.1|DSUB	CCAP1982_LOCUS4912|CAD6996225.1|CCAP
OG0005485	LOC117890600|XP_034651430.1|DSUB	CCAP1982_LOCUS22512|CAD7014511.1|CCAP
OG0005486	LOC117892018|XP_034653802.1|DSUB	CCAP1982_LOCUS22543|CAD7014542.1|CCAP
OG0005487	LOC117901360|XP_034667961.1|DSUB	CCAP1982_LOCUS20898|CAD7012798.1|CCAP
OG0005488	LOC117901220|XP_034667780.1|DSUB	CCAP1982_LOCUS23408|CAD7015468.1|CCAP
OG0005490	LOC117902738|XP_034670205.1|DSUB	CCAP1982_LOCUS8150|CAD6999618.1|CCAP
OG0005491	LOC117902432|XP_034669695.1|DSUB	CCAP1982_LOCUS7825|CAD6999296.1|CCAP
OG0005492	LOC117900512|XP_034666797.1|DSUB	CCAP1982_LOCUS7814|CAD6999286.1|CCAP
OG0005493	LOC117901099|XP_034667618.1|DSUB	CCAP1982_LOCUS5481|CAD6996808.1|CCAP
OG0005494	LOC117891443|XP_034652811.1|DSUB	CCAP1982_LOCUS7091|CAD6998500.1|CCAP
OG0005495	LOC117891647|XP_034653085.1|DSUB	CCAP1982_LOCUS7250|CAD6998692.1|CCAP
