Orthogroup	DSUB.longest_only	BCOP.longest_only
OG0003850	LOC117901661|XP_034668391.1|DSUB	LOC119076253|XP_037038815.1|BCOP
OG0003851	LOC117892265|XP_034654275.1|DSUB	LOC119081564|XP_037046491.1|BCOP
OG0003852	LOC117900235|XP_034666415.1|DSUB	LOC119084700|XP_037050672.1|BCOP
OG0003853	LOC117890457|XP_034651191.1|DSUB	LOC119073824|XP_037035505.1|BCOP
OG0003854	LOC117901514|XP_034668176.1|DSUB	LOC119078665|XP_037042211.1|BCOP
OG0003855	LOC117902767|XP_034670251.1|DSUB	LOC119078666|XP_037042213.1|BCOP
OG0003856	LOC117900713|XP_034667065.1|DSUB	LOC119078675|XP_037042229.1|BCOP
OG0003857	LOC117900336|XP_034666565.1|DSUB	LOC119066697|XP_037025190.1|BCOP
OG0003858	LOC117903561|XP_034671655.1|DSUB	LOC119082648|XP_037048123.1|BCOP
OG0003859	LOC117900214|XP_034666387.1|DSUB	LOC119082614|XP_037048066.1|BCOP
OG0003860	LOC117891711|XP_034653196.1|DSUB	LOC119074096|XP_037035952.1|BCOP
OG0003861	LOC117902654|XP_034670073.1|DSUB	LOC119073809|XP_037035477.1|BCOP
OG0003862	LOC117901714|XP_034668482.1|DSUB	LOC119083139|XP_037048674.1|BCOP
OG0003863	LOC117902417|XP_034669659.1|DSUB	LOC119071459|XP_037032206.1|BCOP
OG0003864	LOC117901687|XP_034668420.1|DSUB	LOC119083293|XP_037048880.1|BCOP
OG0003865	LOC117899467|XP_034665374.1|DSUB	LOC119077875|XP_037041123.1|BCOP
OG0003866	LOC117902027|XP_034668977.1|DSUB	LOC119082061|XP_037047290.1|BCOP
OG0003867	LOC117900530|XP_034666820.1|DSUB	LOC119084675|XP_037050648.1|BCOP
OG0003868	LOC117902381|XP_034669591.1|DSUB	LOC119082757|XP_037048237.1|BCOP
OG0003869	LOC117900715|XP_034667070.1|DSUB	LOC119078531|XP_037041992.1|BCOP
OG0003870	LOC117902698|XP_034670133.1|DSUB	LOC119085311|XP_037051573.1|BCOP
OG0003871	LOC117901542|XP_034668224.1|DSUB	LOC119075698|XP_037038120.1|BCOP
OG0003872	LOC117891406|XP_034652743.1|DSUB	LOC119071270|XP_037032030.1|BCOP
OG0003873	LOC117899959|XP_034666005.1|DSUB	LOC119082605|XP_037048062.1|BCOP
OG0003874	LOC117901434|XP_034668068.1|DSUB	LOC119077850|XP_037041071.1|BCOP
OG0003875	LOC117901889|XP_034668742.1|DSUB	LOC119072830|XP_037034031.1|BCOP
OG0003876	LOC117900179|XP_034666315.1|DSUB	LOC119070954|XP_037031405.1|BCOP
OG0003877	LOC117900190|XP_034666330.1|DSUB	LOC119066446|XP_037024840.1|BCOP
OG0003878	LOC117900973|XP_034667448.1|DSUB	LOC119078449|XP_037041872.1|BCOP
OG0003879	LOC117892915|XP_034655119.1|DSUB	LOC119079705|XP_037043659.1|BCOP
OG0003880	LOC117893803|XP_034656438.1|DSUB	LOC119073539|XP_037034981.1|BCOP
OG0003881	LOC117892053|XP_034653872.1|DSUB	LOC119081656|XP_037046633.1|BCOP
OG0003882	LOC117892507|XP_034654677.1|DSUB	LOC119075791|XP_037038257.1|BCOP
OG0003883	LOC117896241|XP_034660289.1|DSUB	LOC119076747|XP_037039591.1|BCOP
OG0003884	LOC117902435|XP_034669708.1|DSUB	LOC119066364|XP_037024678.1|BCOP
OG0003885	LOC117901682|XP_034668416.1|DSUB	LOC119072088|XP_037033142.1|BCOP
OG0003886	LOC117901679|XP_034668413.1|DSUB	LOC119072077|XP_037033123.1|BCOP
OG0003887	LOC117901329|XP_034667929.1|DSUB	LOC119083203|XP_037048763.1|BCOP
OG0003888	LOC117898817|XP_034664370.1|DSUB	LOC119070293|XP_037030453.1|BCOP
OG0003889	LOC117901619|XP_034668337.1|DSUB	LOC119075609|XP_037037980.1|BCOP
OG0003890	LOC117894912|XP_034658099.1|DSUB	LOC119083156|XP_037048697.1|BCOP
OG0003891	LOC117902455|XP_034669743.1|DSUB	LOC119066284|XP_037024547.1|BCOP
OG0003892	LOC117893565|XP_034656126.1|DSUB	LOC119076980|XP_037039977.1|BCOP
OG0003893	LOC117902662|XP_034670081.1|DSUB	LOC119066376|XP_037024697.1|BCOP
OG0003894	LOC117902311|XP_034669485.1|DSUB	LOC119072761|XP_037033951.1|BCOP
OG0003895	LOC117889952|XP_034650398.1|DSUB	LOC119081612|XP_037046552.1|BCOP
OG0003896	LOC117890709|XP_034651627.1|DSUB	LOC119081416|XP_037046209.1|BCOP
OG0003897	LOC117890744|XP_034651690.1|DSUB	LOC119084549|XP_037050459.1|BCOP
OG0003898	LOC117902290|XP_034669459.1|DSUB	LOC119068891|XP_037028653.1|BCOP
OG0003899	LOC117902479|XP_034669781.1|DSUB	LOC119078495|XP_037041941.1|BCOP
OG0003900	LOC117902740|XP_034670208.1|DSUB	LOC119070741|XP_037031100.1|BCOP
OG0003901	LOC117900243|XP_034666422.1|DSUB	LOC119070884|XP_037031301.1|BCOP
OG0003902	LOC117900238|XP_034666418.1|DSUB	LOC119070880|XP_037031294.1|BCOP
OG0003903	LOC117900334|XP_034666563.1|DSUB	LOC119078704|XP_037042267.1|BCOP
OG0003904	LOC117900333|XP_034666562.1|DSUB	LOC119078703|XP_037042266.1|BCOP
OG0003905	LOC117899524|XP_034665475.1|DSUB	LOC119072246|XP_037033321.1|BCOP
OG0003906	LOC117891040|XP_034652100.1|DSUB	LOC119079653|XP_037043592.1|BCOP
OG0003907	LOC117900823|XP_034667221.1|DSUB	LOC119076982|XP_037039980.1|BCOP
OG0003908	LOC117900826|XP_034667225.1|DSUB	LOC119066273|XP_037024526.1|BCOP
OG0003909	LOC117891544|XP_034652946.1|DSUB	LOC119081424|XP_037046233.1|BCOP
OG0003910	LOC117902076|XP_034669062.1|DSUB	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP
OG0003911	LOC117900722|XP_034667081.1|DSUB	LOC119078557|XP_037042020.1|BCOP
OG0003912	LOC117901761|XP_034668540.1|DSUB	LOC119080018|XP_037044091.1|BCOP
OG0003913	LOC117902102|XP_034669096.1|DSUB	LOC119085142|XP_037051316.1|BCOP
OG0003914	LOC117900464|XP_034666730.1|DSUB	LOC119068025|XP_037027282.1|BCOP
OG0003915	LOC117893965|XP_034656660.1|DSUB	LOC119078017|XP_037041303.1|BCOP
OG0003916	LOC117902064|XP_034669030.1|DSUB	LOC119074708|XP_037036890.1|BCOP
OG0003917	LOC117900107|XP_034666221.1|DSUB	LOC119080230|XP_037044371.1|BCOP
OG0003918	LOC117901789|XP_034668590.1|DSUB	LOC119067285|XP_037026065.1|BCOP
OG0003919	LOC117900611|XP_034666923.1|DSUB	LOC119076379|XP_037038992.1|BCOP
OG0003920	LOC117891834|XP_034653476.1|DSUB	LOC119079597|XP_037043486.1|BCOP
OG0003921	LOC117901389|XP_034668014.1|DSUB	LOC119085177|XP_037051380.1|BCOP
OG0003922	LOC117900458|XP_034666722.1|DSUB	LOC119085206|XP_037051412.1|BCOP
OG0003923	LOC117902993|XP_034670600.1|DSUB	LOC119080498|XP_037044792.1|BCOP
OG0003924	LOC117890234|XP_034650863.1|DSUB	LOC119068735|XP_037028327.1|BCOP
OG0003925	LOC117899977|XP_034666028.1|DSUB	LOC119077072|XP_037040110.1|BCOP
OG0003926	LOC117902718|XP_034670174.1|DSUB	LOC119072550|XP_037033681.1|BCOP
OG0003927	LOC117900935|XP_034667392.1|DSUB	LOC119085160|XP_037051350.1|BCOP
OG0003928	LOC117900265|XP_034666465.1|DSUB	LOC119085411|XP_037051715.1|BCOP
OG0003929	LOC117900457|XP_034666720.1|DSUB	LOC119076323|XP_037038890.1|BCOP
OG0003930	LOC117902609|XP_034670012.1|DSUB	LOC119077022|XP_037040033.1|BCOP
OG0003931	LOC117902595|XP_034669987.1|DSUB	LOC119084097|XP_037049833.1|BCOP
OG0003932	LOC117891413|XP_034652751.1|DSUB	LOC119083649|XP_037049317.1|BCOP
OG0003933	LOC117902429|XP_034669686.1|DSUB	LOC119085267|XP_037051514.1|BCOP
OG0003934	LOC117900643|XP_034666965.1|DSUB	LOC119078558|XP_037042021.1|BCOP
OG0003935	LOC117890455|XP_034651183.1|DSUB	LOC119079977|XP_037044012.1|BCOP
OG0003936	LOC117890469|XP_034651215.1|DSUB	LOC119081568|XP_037046494.1|BCOP
OG0003937	LOC117892366|XP_034654468.1|DSUB	LOC119079963|XP_037043972.1|BCOP
OG0003938	LOC117902213|XP_034669323.1|DSUB	LOC119066188|XP_037024388.1|BCOP
OG0003939	LOC117901944|XP_034668807.1|DSUB	LOC119085404|XP_037051705.1|BCOP
OG0003940	LOC117902222|XP_034669346.1|DSUB	LOC119075344|XP_037037669.1|BCOP
OG0003941	LOC117902227|XP_034669351.1|DSUB	LOC119068886|XP_037028648.1|BCOP, LOC119068887|XP_037028649.1|BCOP
OG0003942	LOC117901612|XP_034668322.1|DSUB	LOC119085251|XP_037051482.1|BCOP
OG0003943	LOC117902229|XP_034669354.1|DSUB	LOC119068434|XP_037027899.1|BCOP
OG0003944	LOC117900904|XP_034667354.1|DSUB	LOC119078552|XP_037042018.1|BCOP
OG0003945	LOC117889981|XP_034650453.1|DSUB	LOC119079394|XP_037043177.1|BCOP
OG0003946	LOC117901299|XP_034667894.1|DSUB	LOC119078689|XP_037042240.1|BCOP
OG0003947	LOC117901422|XP_034668049.1|DSUB	LOC119075314|XP_037037628.1|BCOP
OG0003948	LOC117901468|XP_034668121.1|DSUB	LOC119085977|XP_037052435.1|BCOP
OG0003949	LOC117901462|XP_034668106.1|DSUB	LOC119075409|XP_037037749.1|BCOP
OG0003950	LOC117901718|XP_034668485.1|DSUB	LOC119078927|XP_037042564.1|BCOP
OG0003951	LOC117902114|XP_034669119.1|DSUB	LOC119078924|XP_037042555.1|BCOP
OG0003952	LOC117901533|XP_034668213.1|DSUB	LOC119076315|XP_037038878.1|BCOP
OG0003953	LOC117902565|XP_034669898.1|DSUB	LOC119066356|XP_037024668.1|BCOP
OG0003954	LOC117894293|XP_034657144.1|DSUB	LOC119066357|XP_037024669.1|BCOP
OG0003956	LOC117900485|XP_034666760.1|DSUB	LOC119083245|XP_037048801.1|BCOP
OG0003957	LOC117894617|XP_034657667.1|DSUB	LOC119083013|XP_037048545.1|BCOP
OG0003958	LOC117894089|XP_034656853.1|DSUB	LOC119069614|XP_037029601.1|BCOP
OG0003959	LOC117890627|XP_034651467.1|DSUB	LOC119078441|XP_037041858.1|BCOP
OG0003960	LOC117890239|XP_034650877.1|DSUB	LOC119082261|XP_037047615.1|BCOP
OG0003961	LOC117902587|XP_034669977.1|DSUB	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP
OG0003962	LOC117901025|XP_034667519.1|DSUB	LOC119078763|XP_037042366.1|BCOP
OG0003963	LOC117901858|XP_034668703.1|DSUB	LOC119066309|XP_037024590.1|BCOP
OG0003964	LOC117900432|XP_034666693.1|DSUB	LOC119074490|XP_037036535.1|BCOP, LOC119085834|XP_037052231.1|BCOP
OG0003965	LOC117902159|XP_034669189.1|DSUB	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP
OG0003966	LOC117901861|XP_034668707.1|DSUB	LOC119072629|XP_037033767.1|BCOP
OG0003967	LOC117891808|XP_034653382.1|DSUB	LOC119081316|XP_037045985.1|BCOP
OG0003968	LOC117890285|XP_034650938.1|DSUB	LOC119081307|XP_037045963.1|BCOP
OG0003969	LOC117890808|XP_034651774.1|DSUB	LOC119081403|XP_037046190.1|BCOP
OG0003970	LOC117902476|XP_034669776.1|DSUB	LOC119066251|XP_037024472.1|BCOP
OG0003971	LOC117902329|XP_034669512.1|DSUB	LOC119071550|XP_037032366.1|BCOP
OG0003972	LOC117893209|XP_034655628.1|DSUB	LOC119085029|XP_037051114.1|BCOP
OG0003973	LOC117891962|XP_034653725.1|DSUB	LOC119081613|XP_037046554.1|BCOP
OG0003974	LOC117890162|XP_034650749.1|DSUB	LOC119075643|XP_037038025.1|BCOP
OG0003975	LOC117902118|XP_034669127.1|DSUB	LOC119084610|XP_037050568.1|BCOP
OG0003976	LOC117900394|XP_034666639.1|DSUB	LOC119066371|XP_037024691.1|BCOP
OG0003977	LOC117902245|XP_034669381.1|DSUB	LOC119066375|XP_037024696.1|BCOP
OG0003978	LOC117895753|XP_034659516.1|DSUB	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP
OG0003979	LOC117900006|XP_034666071.1|DSUB	LOC119082686|XP_037048154.1|BCOP
OG0003980	LOC117896524|XP_034660785.1|DSUB	LOC119079922|XP_037043916.1|BCOP
OG0003981	LOC117901702|XP_034668458.1|DSUB	LOC119066759|XP_037025290.1|BCOP
OG0003982	LOC117902664|XP_034670084.1|DSUB	LOC119066367|XP_037024681.1|BCOP
OG0003983	LOC117900192|XP_034666333.1|DSUB	LOC119066368|XP_037024687.1|BCOP
OG0003984	LOC117901233|XP_034667796.1|DSUB	LOC119071554|XP_037032372.1|BCOP
OG0003985	LOC117900623|XP_034666942.1|DSUB	LOC119072242|XP_037033313.1|BCOP
OG0003986	LOC117900550|XP_034666844.1|DSUB	LOC119075596|XP_037037961.1|BCOP
OG0003987	LOC117900301|XP_034666506.1|DSUB	LOC119075595|XP_037037960.1|BCOP
OG0003988	LOC117900551|XP_034666845.1|DSUB	LOC119076322|XP_037038889.1|BCOP
OG0003989	LOC117900429|XP_034666690.1|DSUB	LOC119066692|XP_037025180.1|BCOP
OG0003990	LOC117900325|XP_034666546.1|DSUB	LOC119070894|XP_037031315.1|BCOP
OG0003991	LOC117902349|XP_034669550.1|DSUB	LOC119085907|XP_037052346.1|BCOP
OG0003992	LOC117902087|XP_034669071.1|DSUB	LOC119072929|XP_037034145.1|BCOP
OG0003993	LOC117900888|XP_034667310.1|DSUB	LOC119072918|XP_037034132.1|BCOP
OG0003995	LOC117890864|XP_034651842.1|DSUB	LOC119073326|XP_037034613.1|BCOP
OG0003996	LOC117891128|XP_034652223.1|DSUB	LOC119078122|XP_037041475.1|BCOP
OG0003997	LOC117900424|XP_034666679.1|DSUB	LOC119082234|XP_037047586.1|BCOP
OG0003998	LOC117899978|XP_034666029.1|DSUB	LOC119071458|XP_037032205.1|BCOP
OG0003999	LOC117901862|XP_034668709.1|DSUB	LOC119071462|XP_037032214.1|BCOP
OG0004000	LOC117903165|XP_034670901.1|DSUB	LOC119081529|XP_037046424.1|BCOP
OG0004001	LOC117889869|XP_034650268.1|DSUB	LOC119081397|XP_037046179.1|BCOP
OG0004002	LOC117902635|XP_034670048.1|DSUB	LOC119076351|XP_037038943.1|BCOP
OG0004003	LOC117902568|XP_034669917.1|DSUB	LOC119084566|XP_037050478.1|BCOP
OG0004004	LOC117902797|XP_034670306.1|DSUB	LOC119077125|XP_037040194.1|BCOP
OG0004005	LOC117900109|XP_034666223.1|DSUB	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP
OG0004006	LOC117901596|XP_034668300.1|DSUB	LOC119076229|XP_037038786.1|BCOP
OG0004007	LOC117900718|XP_034667072.1|DSUB	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP
OG0004008	LOC117902012|XP_034668951.1|DSUB	LOC119070748|XP_037031107.1|BCOP
OG0004009	LOC117901490|XP_034668149.1|DSUB	LOC119072703|XP_037033870.1|BCOP
OG0004010	LOC117902126|XP_034669144.1|DSUB	LOC119076260|XP_037038822.1|BCOP
OG0004011	LOC117901756|XP_034668534.1|DSUB	LOC119071580|XP_037032419.1|BCOP
OG0004012	LOC117896309|XP_034660424.1|DSUB	LOC119069583|XP_037029566.1|BCOP
OG0004013	LOC117900063|XP_034666158.1|DSUB	LOC119072569|XP_037033704.1|BCOP
OG0004014	LOC117893207|XP_034655624.1|DSUB	LOC119081954|XP_037047144.1|BCOP
OG0004015	LOC117900205|XP_034666370.1|DSUB	LOC119082600|XP_037048049.1|BCOP
OG0004016	LOC117901134|XP_034667667.1|DSUB	LOC119066281|XP_037024542.1|BCOP
OG0004017	LOC117902365|XP_034669571.1|DSUB	LOC119078863|XP_037042469.1|BCOP
OG0004018	LOC117892316|XP_034654360.1|DSUB	LOC119078860|XP_037042466.1|BCOP
OG0004019	LOC117900602|XP_034666905.1|DSUB	LOC119078810|XP_037042409.1|BCOP
OG0004021	LOC117900613|XP_034666926.1|DSUB	LOC119082574|XP_037047993.1|BCOP
OG0004022	LOC117902061|XP_034669024.1|DSUB	LOC119067494|XP_037026396.1|BCOP
OG0004023	LOC117891529|XP_034652921.1|DSUB	LOC119077118|XP_037040183.1|BCOP
OG0004024	LOC117901856|XP_034668699.1|DSUB	LOC119082579|XP_037048000.1|BCOP
OG0004025	LOC117900037|XP_034666117.1|DSUB	LOC119066710|XP_037025208.1|BCOP
OG0004026	LOC117901640|XP_034668362.1|DSUB	LOC119076306|XP_037038867.1|BCOP
OG0004027	LOC117890349|XP_034651033.1|DSUB	LOC119077012|XP_037040020.1|BCOP
OG0004028	LOC117902150|XP_034669178.1|DSUB	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP
OG0004029	LOC117902625|XP_034670033.1|DSUB	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP
OG0004030	LOC117890854|XP_034651832.1|DSUB	LOC119080055|XP_037044156.1|BCOP
OG0004031	LOC117900287|XP_034666489.1|DSUB	LOC119085905|XP_037052343.1|BCOP
OG0004032	LOC117902108|XP_034669107.1|DSUB	LOC119066084|XP_037024247.1|BCOP
OG0004033	LOC117900701|XP_034667044.1|DSUB	LOC119079038|XP_037042720.1|BCOP
OG0004034	LOC117902658|XP_034670077.1|DSUB	LOC119066146|XP_037024336.1|BCOP
OG0004035	LOC117902216|XP_034669333.1|DSUB	LOC119066767|XP_037025302.1|BCOP
OG0004036	LOC117900055|XP_034666143.1|DSUB	LOC119066723|XP_037025233.1|BCOP
OG0004037	LOC117900661|XP_034666987.1|DSUB	LOC119082741|XP_037048218.1|BCOP
OG0004038	LOC117900821|XP_034667219.1|DSUB	LOC119082405|XP_037047831.1|BCOP
OG0004039	LOC117902778|XP_034670265.1|DSUB	LOC119079016|XP_037042682.1|BCOP
OG0004040	LOC117892144|XP_034654074.1|DSUB	LOC119073433|XP_037034806.1|BCOP
OG0004041	LOC117901135|XP_034667672.1|DSUB	LOC119082811|XP_037048355.1|BCOP
OG0004042	LOC117893981|XP_034656684.1|DSUB	LOC119070029|XP_037030211.1|BCOP, LOC119080213|XP_037044347.1|BCOP
OG0004043	LOC117900220|XP_034666395.1|DSUB	LOC119075631|XP_037038006.1|BCOP
OG0004044	LOC117903238|XP_034671032.1|DSUB	LOC119068855|XP_037028576.1|BCOP
OG0004045	LOC117900196|XP_034666346.1|DSUB	LOC119066324|XP_037024611.1|BCOP
OG0004046	LOC117901956|XP_034668823.1|DSUB	LOC119066207|XP_037024423.1|BCOP
OG0004047	LOC117901318|XP_034667919.1|DSUB	LOC119080532|XP_037044842.1|BCOP
OG0004048	LOC117902073|XP_034669054.1|DSUB	LOC119066765|XP_037025297.1|BCOP
OG0004049	LOC117901707|XP_034668469.1|DSUB	LOC119083295|XP_037048884.1|BCOP
OG0004050	LOC117900117|XP_034666234.1|DSUB	LOC119077053|XP_037040079.1|BCOP, LOC119072028|XP_037033042.1|BCOP
OG0004051	LOC117901938|XP_034668798.1|DSUB	LOC119076238|XP_037038794.1|BCOP
OG0004052	LOC117903260|XP_034671054.1|DSUB	LOC119083907|XP_037049614.1|BCOP
OG0004053	LOC117890778|XP_034651740.1|DSUB	LOC119073896|XP_037035680.1|BCOP
OG0004054	LOC117900580|XP_034666880.1|DSUB	LOC119085165|XP_037051358.1|BCOP
OG0004055	LOC117899426|XP_034665315.1|DSUB	LOC119069675|XP_037029694.1|BCOP
OG0004056	LOC117899459|XP_034665363.1|DSUB	LOC119069726|XP_037029749.1|BCOP
OG0004057	LOC117894401|XP_034657300.1|DSUB	LOC119068915|XP_037028676.1|BCOP
OG0004058	LOC117893005|XP_034655252.1|DSUB	LOC119072725|XP_037033897.1|BCOP
OG0004059	LOC117896990|XP_034661438.1|DSUB	LOC119074734|XP_037036897.1|BCOP
OG0004060	LOC117897607|XP_034662461.1|DSUB	LOC119084501|XP_037050415.1|BCOP
OG0004061	LOC117896179|XP_034660157.1|DSUB	LOC119075241|XP_037037531.1|BCOP
OG0004062	LOC117895395|XP_034658914.1|DSUB	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP
OG0004063	LOC117902135|XP_034669164.1|DSUB	LOC119073988|XP_037035800.1|BCOP
OG0004064	LOC117894283|XP_034657132.1|DSUB	LOC119079891|XP_037043872.1|BCOP
OG0004065	LOC117891993|XP_034653764.1|DSUB	LOC119085542|XP_037051850.1|BCOP
OG0004066	LOC117892231|XP_034654225.1|DSUB	LOC119085498|XP_037051808.1|BCOP
OG0004067	LOC117903854|XP_034672213.1|DSUB	LOC119071950|XP_037032977.1|BCOP
OG0004068	LOC117896230|XP_034660257.1|DSUB	LOC119085721|XP_037052064.1|BCOP, LOC119074473|XP_037036510.1|BCOP
OG0004069	LOC117898189|XP_034663296.1|DSUB	LOC119074472|XP_037036509.1|BCOP
OG0004070	LOC117895466|XP_034659032.1|DSUB	LOC119067750|XP_037026774.1|BCOP
OG0004071	LOC117895244|XP_034658646.1|DSUB	LOC119077773|XP_037040977.1|BCOP
OG0004072	LOC117895245|XP_034658647.1|DSUB	LOC119077775|XP_037040980.1|BCOP
OG0004073	LOC117891788|XP_034653354.1|DSUB	LOC119073845|XP_037035583.1|BCOP
OG0004074	LOC117891804|XP_034653376.1|DSUB	LOC119082860|XP_037048417.1|BCOP
OG0004075	LOC117892708|XP_034655015.1|DSUB	LOC119072244|XP_037033319.1|BCOP
OG0004076	LOC117891145|XP_034652282.1|DSUB	LOC119066171|XP_037024363.1|BCOP
OG0004077	LOC117901947|XP_034668810.1|DSUB	LOC119067377|XP_037026196.1|BCOP
OG0004078	LOC117898745|XP_034664258.1|DSUB	LOC119076887|XP_037039786.1|BCOP
OG0004079	LOC117889772|XP_034650128.1|DSUB	LOC119077638|XP_037040754.1|BCOP
OG0004080	LOC117892184|XP_034654162.1|DSUB	LOC119085856|XP_037052262.1|BCOP
OG0004081	LOC117892506|XP_034654676.1|DSUB	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP
OG0004082	LOC117902918|XP_034670384.1|DSUB	LOC119076714|XP_037039527.1|BCOP
OG0004083	LOC117898474|XP_034663796.1|DSUB	LOC119078791|XP_037042399.1|BCOP
OG0004084	LOC117893139|XP_034655485.1|DSUB	LOC119076804|XP_037039664.1|BCOP
OG0004085	LOC117896282|XP_034660376.1|DSUB	LOC119085738|XP_037052104.1|BCOP
OG0004086	LOC117897414|XP_034662132.1|DSUB	LOC119081628|XP_037046574.1|BCOP
OG0004087	LOC117891429|XP_034652794.1|DSUB	LOC119076013|XP_037038499.1|BCOP
OG0004088	LOC117896483|XP_034660713.1|DSUB	LOC119068153|XP_037027519.1|BCOP
OG0004089	LOC117903279|XP_034671078.1|DSUB	LOC119085200|XP_037051443.1|BCOP
OG0004090	LOC117897671|XP_034662561.1|DSUB	LOC119074294|XP_037036205.1|BCOP
OG0004091	LOC117898856|XP_034664423.1|DSUB	LOC119073779|XP_037035353.1|BCOP
OG0004092	LOC117895369|XP_034658850.1|DSUB	LOC119075018|XP_037037321.1|BCOP
OG0004094	LOC117903037|XP_034670658.1|DSUB	LOC119074513|XP_037036570.1|BCOP
OG0004095	LOC117899324|XP_034665149.1|DSUB	LOC119077702|XP_037040871.1|BCOP
OG0004096	LOC117897415|XP_034662133.1|DSUB	LOC119080038|XP_037044125.1|BCOP
OG0004097	LOC117895763|XP_034659528.1|DSUB	LOC119084221|XP_037050015.1|BCOP
OG0004098	LOC117896832|XP_034661237.1|DSUB	LOC119084218|XP_037050009.1|BCOP
OG0004099	LOC117898489|XP_034663816.1|DSUB	LOC119074972|XP_037037266.1|BCOP
OG0004100	LOC117897883|XP_034662850.1|DSUB	LOC119076730|XP_037039538.1|BCOP
OG0004101	LOC117897255|XP_034661870.1|DSUB	LOC119082202|XP_037047531.1|BCOP
OG0004102	LOC117898716|XP_034664225.1|DSUB	LOC119076731|XP_037039542.1|BCOP
OG0004103	LOC117898751|XP_034664264.1|DSUB	LOC119068568|XP_037028108.1|BCOP
OG0004104	LOC117897941|XP_034662924.1|DSUB	LOC119084002|XP_037049709.1|BCOP
OG0004105	LOC117894898|XP_034658080.1|DSUB	LOC119076006|XP_037038481.1|BCOP
OG0004106	LOC117894788|XP_034657908.1|DSUB	LOC119074390|XP_037036404.1|BCOP
OG0004107	LOC117894272|XP_034657119.1|DSUB	LOC119074389|XP_037036403.1|BCOP
OG0004108	LOC117896525|XP_034660786.1|DSUB	LOC119074849|XP_037037058.1|BCOP
OG0004109	LOC117897674|XP_034662573.1|DSUB	LOC119070070|XP_037030266.1|BCOP
OG0004110	LOC117894159|XP_034656946.1|DSUB	LOC119084405|XP_037050267.1|BCOP
OG0004111	LOC117899250|XP_034665023.1|DSUB	LOC119084347|XP_037050183.1|BCOP
OG0004112	LOC117895952|XP_034659793.1|DSUB	LOC119071187|XP_037031856.1|BCOP
OG0004113	LOC117899059|XP_034664755.1|DSUB	LOC119071145|XP_037031772.1|BCOP
OG0004114	LOC117891069|XP_034652138.1|DSUB	LOC119077606|XP_037040715.1|BCOP
OG0004115	LOC117891007|XP_034652059.1|DSUB	LOC119077613|XP_037040725.1|BCOP
OG0004116	LOC117897326|XP_034661987.1|DSUB	LOC119082208|XP_037047548.1|BCOP
OG0004117	LOC117897470|XP_034662212.1|DSUB	LOC119076786|XP_037039641.1|BCOP
OG0004118	LOC117891877|XP_034653533.1|DSUB	LOC119081904|XP_037047032.1|BCOP
OG0004119	LOC117897357|XP_034662030.1|DSUB	LOC119071602|XP_037032448.1|BCOP
OG0004120	LOC117899773|XP_034665935.1|DSUB	LOC119084834|XP_037050818.1|BCOP
OG0004122	LOC117899222|XP_034664986.1|DSUB	LOC119084349|XP_037050186.1|BCOP
OG0004123	LOC117896066|XP_034659976.1|DSUB	LOC119074601|XP_037036747.1|BCOP
OG0004124	LOC117892104|XP_034654416.1|DSUB	LOC119074769|XP_037036933.1|BCOP
OG0004125	LOC117898854|XP_034664421.1|DSUB	LOC119076777|XP_037039628.1|BCOP
OG0004126	LOC117898843|XP_034664409.1|DSUB	LOC119076780|XP_037039631.1|BCOP
OG0004127	LOC117901999|XP_034668905.1|DSUB	LOC119068131|XP_037027488.1|BCOP
OG0004128	LOC117899790|XP_034665956.1|DSUB	LOC119077982|XP_037041258.1|BCOP
OG0004129	LOC117890690|XP_034651570.1|DSUB	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP
OG0004130	LOC117903210|XP_034670988.1|DSUB	LOC119076894|XP_037039795.1|BCOP
OG0004131	LOC117899799|XP_034665972.1|DSUB	LOC119076701|XP_037039508.1|BCOP
OG0004132	LOC117894449|XP_034657437.1|DSUB	LOC119084158|XP_037049904.1|BCOP
OG0004133	LOC117900953|XP_034667417.1|DSUB	LOC119076485|XP_037039165.1|BCOP
OG0004134	LOC117899759|XP_034665902.1|DSUB	LOC119071548|XP_037032349.1|BCOP
OG0004135	LOC117899294|XP_034665097.1|DSUB	LOC119077844|XP_037041058.1|BCOP
OG0004136	LOC117897754|XP_034662686.1|DSUB	LOC119077670|XP_037040809.1|BCOP
OG0004137	LOC117891904|XP_034653618.1|DSUB	LOC119074117|XP_037035979.1|BCOP
OG0004138	LOC117893416|XP_034655919.1|DSUB	LOC119074347|XP_037036337.1|BCOP
