Orthogroup	DNOV.longest_only	AALB.longest_only
OG0004281	LOC115757985|XP_030554333.1|DNOV	LOC118463300|XP_035785678.1|AALB
OG0004282	LOC115760669|XP_030557999.1|DNOV	LOC118466844|XP_035792559.1|AALB
OG0004283	LOC115760680|XP_030558010.1|DNOV	LOC118466850|XP_035792571.1|AALB
OG0004284	LOC115765962|XP_030565575.1|DNOV	LOC118466876|XP_035792624.1|AALB
OG0004285	LOC115761364|XP_030558972.1|DNOV	LOC118465681|XP_035790004.1|AALB
OG0004286	LOC115765972|XP_030565590.1|DNOV	LOC118466855|XP_035792576.1|AALB
OG0004287	LOC115767765|XP_030567950.1|DNOV	LOC118466860|XP_035792588.1|AALB
OG0004288	LOC115765954|XP_030565566.1|DNOV	LOC118466862|XP_035792591.1|AALB
OG0004289	LOC115770010|XP_030570919.1|DNOV	LOC118464429|XP_035787685.1|AALB
OG0004290	LOC115760827|XP_030558211.1|DNOV	LOC118465571|XP_035789826.1|AALB
OG0004291	LOC115757812|XP_030554098.1|DNOV	LOC118463564|XP_035786096.1|AALB
OG0004292	LOC115770993|XP_030572346.1|DNOV	LOC118464155|XP_035787175.1|AALB
OG0004293	LOC115771410|XP_030572971.1|DNOV	LOC118464157|XP_035787183.1|AALB
OG0004294	LOC115770467|XP_030571603.1|DNOV	LOC118464851|XP_035788445.1|AALB
OG0004295	LOC115770093|XP_030571059.1|DNOV	LOC118462610|XP_035784334.1|AALB
OG0004296	LOC115770108|XP_030571085.1|DNOV	LOC118462614|XP_035784340.1|AALB
OG0004297	LOC115758104|XP_030554487.1|DNOV	LOC118464096|XP_035787058.1|AALB
OG0004298	LOC115771706|XP_030573389.1|DNOV	LOC118463372|XP_035785788.1|AALB
OG0004299	LOC115758114|XP_030554504.1|DNOV	LOC118465907|XP_035790473.1|AALB
OG0004300	LOC115757843|XP_030554137.1|DNOV	LOC118463731|XP_035786418.1|AALB
OG0004301	LOC115770987|XP_030572338.1|DNOV	LOC118463727|XP_035786414.1|AALB
OG0004302	LOC115767497|XP_030567666.1|DNOV	LOC118463171|XP_035785459.1|AALB
OG0004303	LOC115758167|XP_030554568.1|DNOV	LOC118465667|XP_035789980.1|AALB
OG0004304	LOC115767433|XP_030567585.1|DNOV	LOC118465669|XP_035789983.1|AALB
OG0004305	LOC115764547|XP_030563522.1|DNOV	LOC118465727|XP_035790067.1|AALB
OG0004306	LOC115757821|XP_030554105.1|DNOV	LOC118466737|XP_035792312.1|AALB
OG0004307	LOC115758191|XP_030554594.1|DNOV, LOC115758110|XP_030554494.1|DNOV	LOC118465558|XP_035789800.1|AALB
OG0004308	LOC115764809|XP_030563920.1|DNOV	LOC118465562|XP_035789806.1|AALB
OG0004309	LOC115770981|XP_030572311.1|DNOV	LOC118464421|XP_035787673.1|AALB
OG0004310	LOC115764498|XP_030563446.1|DNOV	LOC118466593|XP_035792048.1|AALB
OG0004311	LOC115770070|XP_030571030.1|DNOV	LOC118466258|XP_035791206.1|AALB
OG0004312	LOC115757905|XP_030554215.1|DNOV	LOC118467659|XP_035794297.1|AALB
OG0004313	LOC115767437|XP_030567591.1|DNOV	LOC118467657|XP_035794290.1|AALB
OG0004314	LOC115766515|XP_030566338.1|DNOV	LOC118467441|XP_035793838.1|AALB
OG0004315	LOC115758020|XP_030554384.1|DNOV	LOC118467447|XP_035793843.1|AALB
OG0004316	LOC115763988|XP_030562665.1|DNOV	LOC118465888|XP_035790432.1|AALB
OG0004317	LOC115757988|XP_030554338.1|DNOV	LOC118467212|XP_035793333.1|AALB
OG0004318	LOC115757796|XP_030554070.1|DNOV	LOC118465500|XP_035789698.1|AALB
OG0004319	LOC115764529|XP_030563487.1|DNOV	LOC118463728|XP_035786415.1|AALB
OG0004320	LOC115761190|XP_030558721.1|DNOV	LOC118467139|XP_035793153.1|AALB
OG0004321	LOC115763516|XP_030561977.1|DNOV	LOC118462661|XP_035784446.1|AALB
OG0004322	LOC115761277|XP_030558854.1|DNOV	LOC118464863|XP_035788470.1|AALB
OG0004323	LOC115765834|XP_030565418.1|DNOV	LOC118466012|XP_035790712.1|AALB
OG0004324	LOC115765945|XP_030565551.1|DNOV	LOC118466016|XP_035790721.1|AALB
OG0004325	LOC115758118|XP_030554534.1|DNOV	LOC118466015|XP_035790720.1|AALB
OG0004326	LOC115758117|XP_030554533.1|DNOV	LOC118463619|XP_035786205.1|AALB
OG0004327	LOC115767787|XP_030567975.1|DNOV, LOC115768496|XP_030568942.1|DNOV	LOC118463083|XP_035785243.1|AALB
OG0004328	LOC115760558|XP_030557824.1|DNOV	LOC118467675|XP_035794336.1|AALB
OG0004329	LOC115761055|XP_030558535.1|DNOV	LOC118463193|XP_035785516.1|AALB
OG0004330	LOC115765563|XP_030565069.1|DNOV	LOC118465586|XP_035789848.1|AALB
OG0004331	LOC115763238|XP_030561578.1|DNOV	LOC118466979|XP_035792786.1|AALB
OG0004332	LOC115759863|XP_030556830.1|DNOV	LOC118464740|XP_035788243.1|AALB
OG0004333	LOC115760325|XP_030557470.1|DNOV	LOC118464739|XP_035788242.1|AALB
OG0004334	LOC115759080|XP_030555772.1|DNOV	LOC118463601|XP_035786153.1|AALB
OG0004335	LOC115760352|XP_030557505.1|DNOV	LOC118466330|XP_035791343.1|AALB
OG0004336	LOC115761832|XP_030559640.1|DNOV	LOC118464331|XP_035787540.1|AALB
OG0004337	LOC115758327|XP_030554756.1|DNOV	LOC118466335|XP_035791347.1|AALB
OG0004338	LOC115769606|XP_030570359.1|DNOV	LOC118463655|XP_035786292.1|AALB
OG0004339	LOC115757979|XP_030554324.1|DNOV	LOC118465481|XP_035789676.1|AALB, LOC118465480|XP_035789675.1|AALB
OG0004340	LOC115757968|XP_030554312.1|DNOV	LOC118465479|XP_035789674.1|AALB
OG0004341	LOC115766576|XP_030566421.1|DNOV	LOC118467825|XP_035794608.1|AALB
OG0004342	LOC115764523|XP_030563481.1|DNOV	LOC118466997|XP_035792813.1|AALB
OG0004343	LOC115764497|XP_030563444.1|DNOV	LOC118466999|XP_035792817.1|AALB
OG0004344	LOC115764570|XP_030563559.1|DNOV	LOC118463703|XP_035786384.1|AALB
OG0004345	LOC115758960|XP_030555622.1|DNOV	LOC118463762|XP_035786469.1|AALB
OG0004346	LOC115758019|XP_030554382.1|DNOV	LOC118463387|XP_035785823.1|AALB
OG0004347	LOC115758016|XP_030554375.1|DNOV	LOC118467707|XP_035794384.1|AALB
OG0004348	LOC115758032|XP_030554405.1|DNOV	LOC118465216|XP_035789100.1|AALB
OG0004349	LOC115771306|XP_030572809.1|DNOV	LOC118466061|XP_035790804.1|AALB
OG0004350	LOC115764519|XP_030563478.1|DNOV	LOC118465515|XP_035789726.1|AALB
OG0004351	LOC115757807|XP_030554084.1|DNOV	LOC118465969|XP_035790614.1|AALB
OG0004352	LOC115764005|XP_030562685.1|DNOV	LOC118466373|XP_035791490.1|AALB
OG0004353	LOC115765054|XP_030564288.1|DNOV, LOC115765052|XP_030564286.1|DNOV	LOC118462561|XP_035784243.1|AALB
OG0004354	LOC115765048|XP_030564282.1|DNOV	LOC118462563|XP_035784245.1|AALB
OG0004355	LOC115764690|XP_030563741.1|DNOV	LOC118462912|XP_035784906.1|AALB
OG0004356	LOC115758220|XP_030554630.1|DNOV	LOC118465163|XP_035789014.1|AALB
OG0004357	LOC115759190|XP_030555930.1|DNOV	LOC118467502|XP_035793945.1|AALB
OG0004358	LOC115758034|XP_030554404.1|DNOV	LOC118463739|XP_035786426.1|AALB
OG0004359	LOC115764470|XP_030563372.1|DNOV	LOC118463560|XP_035786089.1|AALB
OG0004360	LOC115771516|XP_030573111.1|DNOV	LOC118464752|XP_035788264.1|AALB
OG0004361	LOC115765774|XP_030565305.1|DNOV	LOC118458930|XP_035777793.1|AALB
OG0004362	LOC115769530|XP_030570232.1|DNOV	LOC118467395|XP_035793751.1|AALB
OG0004363	LOC115767570|XP_030567716.1|DNOV	LOC118458021|XP_035776019.1|AALB
OG0004364	LOC115758202|XP_030554609.1|DNOV	LOC118464724|XP_035788197.1|AALB
OG0004365	LOC115762966|XP_030561242.1|DNOV	LOC118463923|XP_035786773.1|AALB
OG0004366	LOC115765896|XP_030565499.1|DNOV	LOC118460523|XP_035780795.1|AALB
OG0004367	LOC115771425|XP_030572987.1|DNOV	LOC118467421|XP_035793800.1|AALB
OG0004368	LOC115771456|XP_030573031.1|DNOV	LOC118466028|XP_035790741.1|AALB
OG0004369	LOC115757982|XP_030554331.1|DNOV	LOC118465255|XP_035789168.1|AALB
OG0004370	LOC115759784|XP_030556719.1|DNOV	LOC118466847|XP_035792567.1|AALB
OG0004371	LOC115771313|XP_030572827.1|DNOV	LOC118464346|XP_035787559.1|AALB
OG0004372	LOC115758076|XP_030554450.1|DNOV	LOC118463838|XP_035786633.1|AALB
OG0004373	LOC115767475|XP_030567640.1|DNOV	LOC118462769|XP_035784627.1|AALB
OG0004374	LOC115760793|XP_030558152.1|DNOV	LOC118467533|XP_035793995.1|AALB
OG0004375	LOC115762786|XP_030560998.1|DNOV	LOC118467946|XP_035794808.1|AALB
OG0004376	LOC115770080|XP_030571046.1|DNOV	LOC118464257|XP_035787387.1|AALB
OG0004377	LOC115769388|XP_030570043.1|DNOV	LOC118468386|XP_035795042.1|AALB
OG0004378	LOC115762853|XP_030561092.1|DNOV	LOC118462536|XP_035784190.1|AALB
OG0004379	LOC115770762|XP_030572072.1|DNOV	LOC118465511|XP_035789723.1|AALB
OG0004380	LOC115764484|XP_030563430.1|DNOV	LOC118467542|XP_035794033.1|AALB
OG0004381	LOC115764924|XP_030564090.1|DNOV	LOC118465111|XP_035788950.1|AALB
OG0004382	LOC115757817|XP_030554100.1|DNOV	LOC118464348|XP_035787561.1|AALB
OG0004383	LOC115764580|XP_030563588.1|DNOV	LOC118464352|XP_035787569.1|AALB
OG0004384	LOC115764582|XP_030563590.1|DNOV	LOC118464362|XP_035787580.1|AALB
OG0004385	LOC115758211|XP_030554621.1|DNOV	LOC118464357|XP_035787573.1|AALB
OG0004386	LOC115757854|XP_030554150.1|DNOV	LOC118467263|XP_035793439.1|AALB
OG0004387	LOC115771391|XP_030572937.1|DNOV	LOC118467407|XP_035793774.1|AALB
OG0004388	LOC115757887|XP_030554190.1|DNOV	LOC118465066|XP_035788841.1|AALB
OG0004389	LOC115769987|XP_030570914.1|DNOV	LOC118463571|XP_035786104.1|AALB
OG0004390	LOC115769718|XP_030570506.1|DNOV, LOC115771304|XP_030572801.1|DNOV	LOC118464209|XP_035787272.1|AALB
OG0004391	LOC115767482|XP_030567646.1|DNOV	LOC118466802|XP_035792446.1|AALB
OG0004392	LOC115771494|XP_030573078.1|DNOV	LOC118462785|XP_035784665.1|AALB
OG0004393	LOC115758541|XP_030555136.1|DNOV	LOC118467428|XP_035793807.1|AALB
OG0004394	LOC115760821|XP_030558200.1|DNOV	LOC118467780|XP_035794513.1|AALB
OG0004395	LOC115757930|XP_030554256.1|DNOV	LOC118465050|XP_035788826.1|AALB
OG0004396	LOC115758030|XP_030554399.1|DNOV	LOC118466163|XP_035791032.1|AALB
OG0004397	LOC115758103|XP_030554490.1|DNOV	LOC118466164|XP_035791034.1|AALB
OG0004398	LOC115758014|XP_030554373.1|DNOV	LOC118466167|XP_035791039.1|AALB
OG0004399	LOC115761091|XP_030558573.1|DNOV	LOC118466158|XP_035791025.1|AALB
OG0004400	LOC115759464|XP_030556258.1|DNOV	LOC118467967|XP_035794841.1|AALB
OG0004401	LOC115758232|XP_030554644.1|DNOV	LOC118467966|XP_035794840.1|AALB
OG0004402	LOC115758499|XP_030555046.1|DNOV	LOC118467964|XP_035794839.1|AALB
OG0004403	LOC115769593|XP_030570379.1|DNOV	LOC118467462|XP_035793865.1|AALB
OG0004404	LOC115767457|XP_030567618.1|DNOV	LOC118467099|XP_035793038.1|AALB
OG0004405	LOC115770402|XP_030571520.1|DNOV	LOC118463905|XP_035786728.1|AALB
OG0004406	LOC115770016|XP_030570928.1|DNOV	LOC118466102|XP_035790913.1|AALB
OG0004407	LOC115764584|XP_030563593.1|DNOV	LOC118464234|XP_035787311.1|AALB
OG0004408	LOC115771529|XP_030573126.1|DNOV	LOC118463141|XP_035785397.1|AALB
OG0004409	LOC115766740|XP_030566565.1|DNOV	LOC118463375|XP_035785793.1|AALB
OG0004410	LOC115767417|XP_030567553.1|DNOV	LOC118465665|XP_035789976.1|AALB
OG0004412	LOC115771583|XP_030573203.1|DNOV	LOC118464761|XP_035788273.1|AALB
OG0004413	LOC115760559|XP_030557828.1|DNOV	LOC118462968|XP_035785027.1|AALB
OG0004414	LOC115758040|XP_030554417.1|DNOV	LOC118464205|XP_035787261.1|AALB
OG0004415	LOC115767959|XP_030568253.1|DNOV	LOC118465274|XP_035789204.1|AALB
OG0004416	LOC115760967|XP_030558425.1|DNOV	LOC118465782|XP_035790208.1|AALB
OG0004417	LOC115761888|XP_030559751.1|DNOV	LOC118465778|XP_035790196.1|AALB
OG0004418	LOC115758031|XP_030554401.1|DNOV	LOC118465776|XP_035790183.1|AALB
OG0004419	LOC115764444|XP_030563314.1|DNOV	LOC118463528|XP_035786031.1|AALB, LOC118463798|XP_035786543.1|AALB
OG0004420	LOC115764488|XP_030563436.1|DNOV	LOC118466953|XP_035792746.1|AALB
OG0004421	LOC115769847|XP_030570685.1|DNOV	LOC118466825|XP_035792509.1|AALB
OG0004422	LOC115769921|XP_030570806.1|DNOV	LOC118466718|XP_035792276.1|AALB
OG0004424	LOC115757900|XP_030554206.1|DNOV	LOC118462774|XP_035784639.1|AALB
OG0004425	LOC115770060|XP_030571015.1|DNOV	LOC118462776|XP_035784642.1|AALB
OG0004426	LOC115770222|XP_030571283.1|DNOV	LOC118462778|XP_035784646.1|AALB
OG0004427	LOC115770304|XP_030571399.1|DNOV	LOC118462902|XP_035784893.1|AALB
OG0004428	LOC115761594|XP_030559249.1|DNOV	LOC118463629|XP_035786229.1|AALB
OG0004429	LOC115765938|XP_030565544.1|DNOV	LOC118467252|XP_035793427.1|AALB
OG0004430	LOC115771569|XP_030573182.1|DNOV	LOC118465144|XP_035788976.1|AALB
OG0004431	LOC115761525|XP_030559156.1|DNOV	LOC118465686|XP_035790010.1|AALB
OG0004432	LOC115761524|XP_030559155.1|DNOV	LOC118465678|XP_035790002.1|AALB
OG0004433	LOC115769072|XP_030569645.1|DNOV	LOC118465334|XP_035789371.1|AALB
OG0004434	LOC115758012|XP_030554369.1|DNOV	LOC118461056|XP_035781839.1|AALB
OG0004435	LOC115767455|XP_030567616.1|DNOV	LOC118467926|XP_035794775.1|AALB
OG0004436	LOC115764508|XP_030563462.1|DNOV	LOC118466574|XP_035792013.1|AALB
OG0004437	LOC115764446|XP_030563316.1|DNOV	LOC118465425|XP_035789547.1|AALB
OG0004438	LOC115757811|XP_030554094.1|DNOV	LOC118467297|XP_035793507.1|AALB
OG0004439	LOC115758006|XP_030554363.1|DNOV	LOC118467296|XP_035793506.1|AALB
OG0004440	LOC115767467|XP_030567632.1|DNOV	LOC118465973|XP_035790626.1|AALB
OG0004441	LOC115760313|XP_030557460.1|DNOV	LOC118464984|XP_035788714.1|AALB
OG0004442	LOC115757889|XP_030554194.1|DNOV	LOC118463797|XP_035786539.1|AALB
OG0004443	LOC115771256|XP_030572727.1|DNOV	LOC118464501|XP_035787829.1|AALB
OG0004444	LOC115764593|XP_030563605.1|DNOV	LOC118467310|XP_035793537.1|AALB
OG0004445	LOC115760485|XP_030557693.1|DNOV	LOC118463082|XP_035785238.1|AALB
OG0004446	LOC115765028|XP_030564251.1|DNOV	LOC118464678|XP_035788088.1|AALB
OG0004447	LOC115764926|XP_030564096.1|DNOV	LOC118466955|XP_035792748.1|AALB
OG0004448	LOC115768659|XP_030569228.1|DNOV	LOC118467423|XP_035793802.1|AALB
OG0004449	LOC115767940|XP_030568177.1|DNOV	LOC118465152|XP_035788990.1|AALB
OG0004450	LOC115757962|XP_030554302.1|DNOV	LOC118463059|XP_035785205.1|AALB
OG0004451	LOC115757933|XP_030554261.1|DNOV	LOC118466867|XP_035792604.1|AALB
OG0004452	LOC115767418|XP_030567554.1|DNOV	LOC118466870|XP_035792610.1|AALB
OG0004453	LOC115757878|XP_030554178.1|DNOV	LOC118466864|XP_035792593.1|AALB
OG0004454	LOC115761882|XP_030559744.1|DNOV	LOC118463444|XP_035785921.1|AALB
OG0004455	LOC115766619|XP_030566473.1|DNOV	LOC118467943|XP_035794805.1|AALB
OG0004456	LOC115768175|XP_030568537.1|DNOV	LOC118464247|XP_035787342.1|AALB
OG0004457	LOC115768502|XP_030568951.1|DNOV	LOC118464248|XP_035787343.1|AALB
OG0004458	LOC115768301|XP_030568709.1|DNOV	LOC118467298|XP_035793508.1|AALB
OG0004459	LOC115770553|XP_030571725.1|DNOV	LOC118463336|XP_035785741.1|AALB
OG0004460	LOC115771099|XP_030572518.1|DNOV	LOC118462723|XP_035784560.1|AALB
OG0004461	LOC115770457|XP_030571595.1|DNOV	LOC118462716|XP_035784548.1|AALB
OG0004462	LOC115771586|XP_030573209.1|DNOV	LOC118465821|XP_035790300.1|AALB
OG0004463	LOC115771403|XP_030572959.1|DNOV	LOC118465825|XP_035790305.1|AALB
OG0004464	LOC115770320|XP_030571417.1|DNOV	LOC118465818|XP_035790290.1|AALB
OG0004465	LOC115760158|XP_030557230.1|DNOV	LOC118465330|XP_035789368.1|AALB
OG0004466	LOC115771395|XP_030572941.1|DNOV	LOC118465095|XP_035788899.1|AALB
OG0004467	LOC115770083|XP_030571053.1|DNOV	LOC118465193|XP_035789053.1|AALB
OG0004468	LOC115770079|XP_030571045.1|DNOV	LOC118466315|XP_035791320.1|AALB
OG0004469	LOC115769848|XP_030570689.1|DNOV	LOC118466325|XP_035791332.1|AALB
OG0004470	LOC115758493|XP_030555034.1|DNOV	LOC118467775|XP_035794500.1|AALB
OG0004471	LOC115761271|XP_030558844.1|DNOV	LOC118465575|XP_035789831.1|AALB
OG0004472	LOC115758248|XP_030554663.1|DNOV	LOC118466501|XP_035791822.1|AALB
OG0004473	LOC115758039|XP_030554413.1|DNOV	LOC118466500|XP_035791821.1|AALB
OG0004474	LOC115758037|XP_030554411.1|DNOV	LOC118466499|XP_035791820.1|AALB
OG0004475	LOC115767474|XP_030567639.1|DNOV	LOC118465237|XP_035789143.1|AALB
OG0004477	LOC115757983|XP_030554332.1|DNOV	LOC118465984|XP_035790657.1|AALB
OG0004478	LOC115757955|XP_030554290.1|DNOV	LOC118465977|XP_035790631.1|AALB
OG0004479	LOC115762523|XP_030560647.1|DNOV	LOC118466557|XP_035791992.1|AALB
OG0004480	LOC115765414|XP_030564819.1|DNOV	LOC118463222|XP_035785565.1|AALB
OG0004481	LOC115766052|XP_030565735.1|DNOV	LOC118464201|XP_035787253.1|AALB
OG0004482	LOC115771671|XP_030573346.1|DNOV	LOC118465315|XP_035789329.1|AALB
OG0004483	LOC115771975|XP_030573758.1|DNOV	LOC118458597|XP_035777165.1|AALB
OG0004484	LOC115764777|XP_030563876.1|DNOV	LOC118456845|XP_035773834.1|AALB
OG0004485	LOC115767000|XP_030566982.1|DNOV	LOC118468398|XP_035795055.1|AALB
OG0004486	LOC115767495|XP_030567663.1|DNOV	LOC118465735|XP_035790089.1|AALB
OG0004487	LOC115769361|XP_030570004.1|DNOV	LOC118466360|XP_035791420.1|AALB
OG0004504	LOC115760376|XP_030557530.1|DNOV	LOC118467646|XP_035794274.1|AALB
OG0004505	LOC115764749|XP_030563828.1|DNOV	LOC118462419|XP_035784019.1|AALB
OG0004506	LOC115759421|XP_030556178.1|DNOV	LOC118460235|XP_035780282.1|AALB
OG0004507	LOC115763986|XP_030562659.1|DNOV	LOC118459163|XP_035778181.1|AALB
OG0004508	LOC115764145|XP_030562881.1|DNOV	LOC118459141|XP_035778116.1|AALB
OG0004509	LOC115767363|XP_030567484.1|DNOV	LOC118456379|XP_035772959.1|AALB
OG0004510	LOC115768212|XP_030568584.1|DNOV	LOC118462151|XP_035783997.1|AALB
OG0004511	LOC115771709|XP_030573388.1|DNOV	LOC118464301|XP_035787483.1|AALB
OG0004512	LOC115766794|XP_030566675.1|DNOV	LOC118456316|XP_035772852.1|AALB
OG0004513	LOC115766787|XP_030566663.1|DNOV	LOC118459015|XP_035777914.1|AALB
OG0004514	LOC115766772|XP_030566643.1|DNOV	LOC118462866|XP_035784821.1|AALB
OG0004515	LOC115765186|XP_030564474.1|DNOV	LOC118466255|XP_035791201.1|AALB
OG0004516	LOC115767325|XP_030567427.1|DNOV	LOC118461442|XP_035782657.1|AALB
OG0004517	LOC115766483|XP_030566305.1|DNOV	LOC118461395|XP_035782594.1|AALB
OG0004518	LOC115768104|XP_030568456.1|DNOV	LOC118464528|XP_035787861.1|AALB
OG0004519	LOC115764223|XP_030562997.1|DNOV	LOC118463497|XP_035785989.1|AALB
OG0004520	LOC115766263|XP_030565983.1|DNOV	LOC118464870|XP_035788492.1|AALB
OG0004521	LOC115762438|XP_030560494.1|DNOV	LOC118467813|XP_035794582.1|AALB
OG0004522	LOC115767284|XP_030567375.1|DNOV	LOC118459085|XP_035778042.1|AALB
OG0004523	LOC115765032|XP_030564254.1|DNOV	LOC118463585|XP_035786125.1|AALB
OG0004524	LOC115767592|XP_030567745.1|DNOV	LOC118461269|XP_035782338.1|AALB
OG0004525	LOC115765196|XP_030564490.1|DNOV	LOC118456737|XP_035773682.1|AALB
OG0004526	LOC115768229|XP_030568616.1|DNOV	LOC118456707|XP_035773638.1|AALB
OG0004527	LOC115767799|XP_030567990.1|DNOV	LOC118463953|XP_035786828.1|AALB
OG0004528	LOC115764276|XP_030563062.1|DNOV	LOC118461672|XP_035783157.1|AALB
OG0004529	LOC115768794|XP_030569350.1|DNOV	LOC118468306|XP_035794939.1|AALB
OG0004530	LOC115765203|XP_030564501.1|DNOV	LOC118467549|XP_035794040.1|AALB, LOC118464746|XP_035788290.1|AALB
OG0004531	LOC115765064|XP_030564298.1|DNOV	LOC118461079|XP_035781868.1|AALB
OG0004532	LOC115766350|XP_030566108.1|DNOV	LOC118464843|XP_035788444.1|AALB
OG0004533	LOC115767397|XP_030567520.1|DNOV	LOC118458929|XP_035777795.1|AALB
OG0004534	LOC115765276|XP_030564626.1|DNOV	LOC118458198|XP_035776336.1|AALB
OG0004535	LOC115762927|XP_030561167.1|DNOV	LOC118461882|XP_035783615.1|AALB
OG0004536	LOC115764256|XP_030563035.1|DNOV, LOC115764286|XP_030563077.1|DNOV	LOC118461797|XP_035783434.1|AALB
OG0004537	LOC115767402|XP_030567527.1|DNOV	LOC118461347|XP_035782462.1|AALB
OG0004538	LOC115762043|XP_030559973.1|DNOV	LOC118463153|XP_035785427.1|AALB
OG0004539	LOC115771924|XP_030573682.1|DNOV	LOC118462955|XP_035785002.1|AALB
OG0004540	LOC115767732|XP_030567903.1|DNOV	LOC118462673|XP_035784465.1|AALB
OG0004541	LOC115757978|XP_030554319.1|DNOV	LOC118465214|XP_035789102.1|AALB
OG0004542	LOC115764378|XP_030563200.1|DNOV	LOC118466062|XP_035790818.1|AALB
OG0004543	LOC115768260|XP_030568649.1|DNOV	LOC118462473|XP_035784067.1|AALB
OG0004544	LOC115768153|XP_030568508.1|DNOV	LOC118458630|XP_035777216.1|AALB
OG0004545	LOC115761362|XP_030558970.1|DNOV	LOC118463871|XP_035786682.1|AALB
OG0004546	LOC115760848|XP_030558260.1|DNOV	LOC118462037|XP_035783904.1|AALB
OG0004547	LOC115766908|XP_030566846.1|DNOV	LOC118457715|XP_035775398.1|AALB
OG0004548	LOC115765145|XP_030564410.1|DNOV	LOC118459094|XP_035778054.1|AALB
OG0004549	LOC115768777|XP_030569329.1|DNOV	LOC118460410|XP_035780594.1|AALB
OG0004550	LOC115769020|XP_030569590.1|DNOV	LOC118465293|XP_035789242.1|AALB
OG0004551	LOC115772051|XP_030573856.1|DNOV	LOC118465661|XP_035789973.1|AALB, LOC118463214|XP_035785550.1|AALB
OG0004552	LOC115768569|XP_030569053.1|DNOV	LOC118464875|XP_035788507.1|AALB
OG0004553	LOC115770982|XP_030572313.1|DNOV	LOC118463593|XP_035786145.1|AALB
OG0004554	LOC115767870|XP_030568090.1|DNOV	LOC118459599|XP_035779040.1|AALB
OG0004556	LOC115764263|XP_030563045.1|DNOV	LOC118461421|XP_035782623.1|AALB
OG0004558	LOC115765394|XP_030564784.1|DNOV	LOC118465029|XP_035788790.1|AALB
OG0004559	LOC115764615|XP_030563633.1|DNOV	LOC118466556|XP_035791991.1|AALB
OG0004560	LOC115760372|XP_030557529.1|DNOV	LOC118465323|XP_035789353.1|AALB
OG0004561	LOC115771904|XP_030573653.1|DNOV	LOC118459758|XP_035779348.1|AALB
OG0004562	LOC115771879|XP_030573624.1|DNOV	LOC118465957|XP_035790595.1|AALB
OG0004563	LOC115772114|XP_030573946.1|DNOV	LOC118465919|XP_035790509.1|AALB
OG0004564	LOC115763894|XP_030562532.1|DNOV	LOC118465931|XP_035790532.1|AALB
OG0004565	LOC115771793|XP_030573523.1|DNOV	LOC118462572|XP_035784272.1|AALB
OG0004566	LOC115765310|XP_030564668.1|DNOV	LOC118460349|XP_035780480.1|AALB
OG0004567	LOC115768159|XP_030568513.1|DNOV	LOC118467245|XP_035793407.1|AALB, LOC118468609|XP_035795500.1|AALB
OG0004568	LOC115768453|XP_030568874.1|DNOV	LOC118461353|XP_035782475.1|AALB
OG0004569	LOC115761719|XP_030559457.1|DNOV	LOC118459818|XP_035779468.1|AALB
OG0004570	LOC115765370|XP_030564757.1|DNOV	LOC118461211|XP_035782212.1|AALB
OG0004571	LOC115767013|XP_030566996.1|DNOV	LOC118464356|XP_035787576.1|AALB
OG0004572	LOC115760111|XP_030557164.1|DNOV	LOC118468793|XP_035795894.1|AALB
OG0004573	LOC115761666|XP_030559372.1|DNOV	LOC118464682|XP_035788101.1|AALB
OG0004574	LOC115768915|XP_030569505.1|DNOV	LOC118466219|XP_035791137.1|AALB
OG0004575	LOC115768922|XP_030569518.1|DNOV	LOC118459874|XP_035779559.1|AALB
OG0004576	LOC115759505|XP_030556306.1|DNOV	LOC118456822|XP_035773812.1|AALB
OG0004578	LOC115771315|XP_030572834.1|DNOV	LOC118458869|XP_035777715.1|AALB
OG0004580	LOC115761752|XP_030559513.1|DNOV	LOC118460457|XP_035780673.1|AALB
OG0004581	LOC115764168|XP_030562912.1|DNOV	LOC118458283|XP_035776502.1|AALB
OG0004582	LOC115757658|XP_030553831.1|DNOV	LOC118457018|XP_035774147.1|AALB
OG0004583	LOC115765326|XP_030564687.1|DNOV	LOC118458990|XP_035777886.1|AALB
OG0004584	LOC115757848|XP_030554143.1|DNOV	LOC118457086|XP_035774269.1|AALB
OG0004585	LOC115764948|XP_030564129.1|DNOV	LOC118465715|XP_035790045.1|AALB
OG0004586	LOC115768524|XP_030568975.1|DNOV	LOC118463038|XP_035785179.1|AALB
OG0004587	LOC115764949|XP_030564130.1|DNOV	LOC118458592|XP_035777157.1|AALB
OG0004588	LOC115764985|XP_030564172.1|DNOV	LOC118460238|XP_035780287.1|AALB
OG0004589	LOC115765361|XP_030564739.1|DNOV	LOC118461680|XP_035783167.1|AALB
OG0004590	LOC115765080|XP_030564315.1|DNOV	LOC118461225|XP_035782207.1|AALB
OG0004591	LOC115765049|XP_030564283.1|DNOV	LOC118461216|XP_035782179.1|AALB
OG0004592	LOC115765179|XP_030564461.1|DNOV	LOC118457580|XP_035775155.1|AALB
OG0004593	LOC115766839|XP_030566742.1|DNOV	LOC118457613|XP_035775222.1|AALB
OG0004594	LOC115765221|XP_030564521.1|DNOV	LOC118458807|XP_035777572.1|AALB
OG0004595	LOC115768272|XP_030568669.1|DNOV	LOC118461127|XP_035781977.1|AALB, LOC118465052|XP_035788827.1|AALB
