Orthogroup	DNOV.longest_only	CQUI.longest_only
OG0004192	LOC115765640|XP_030565158.1|DNOV	LOC6046833|XP_038115947.1|CQUI
OG0004193	LOC115768615|XP_030569131.1|DNOV	LOC6046831|XP_038118385.1|CQUI
OG0004194	LOC115765739|XP_030565263.1|DNOV	LOC6039515|XP_038118045.1|CQUI
OG0004195	LOC115767962|XP_030568221.1|DNOV	LOC6039504|XP_038114738.1|CQUI
OG0004196	LOC115764964|XP_030564149.1|DNOV	LOC6039502|XP_038114594.1|CQUI
OG0004197	LOC115767879|XP_030568101.1|DNOV	LOC6039495|XP_038120453.1|CQUI
OG0004198	LOC115765766|XP_030565292.1|DNOV	LOC6043432|XP_001859032.1|CQUI
OG0004199	LOC115770915|XP_030572223.1|DNOV	LOC6044522|XP_038118488.1|CQUI
OG0004200	LOC115761453|XP_030559083.1|DNOV	LOC6044504|XP_038119127.1|CQUI
OG0004201	LOC115761230|XP_030558782.1|DNOV	LOC6044505|XP_001862015.2|CQUI
OG0004202	LOC115771877|XP_030573621.1|DNOV	LOC6045560|XP_001862905.2|CQUI
OG0004203	LOC115770697|XP_030571953.1|DNOV	LOC6045565|XP_038122062.1|CQUI
OG0004204	LOC115771398|XP_030572947.1|DNOV	LOC6042292|XP_001851428.2|CQUI
OG0004205	LOC115770469|XP_030571607.1|DNOV	LOC6042269|XP_001851406.2|CQUI
OG0004206	LOC115763710|XP_030562264.1|DNOV	LOC6042264|XP_038118456.1|CQUI
OG0004207	LOC115763712|XP_030562265.1|DNOV	LOC6048488|XP_038119424.1|CQUI
OG0004208	LOC115767888|XP_030568114.1|DNOV	LOC6044293|XP_001861824.2|CQUI
OG0004209	LOC115761960|XP_030559859.1|DNOV	LOC6046906|XP_038121587.1|CQUI
OG0004210	LOC115764138|XP_030562872.1|DNOV	LOC6050401|XP_038114801.1|CQUI
OG0004211	LOC115758486|XP_030555024.1|DNOV	LOC6046398|XP_038114799.1|CQUI
OG0004212	LOC115770694|XP_030571947.1|DNOV	LOC6037572|XP_038118010.1|CQUI
OG0004213	LOC115770662|XP_030571889.1|DNOV	LOC6037556|XP_001847454.1|CQUI
OG0004214	LOC115765261|XP_030564605.1|DNOV	LOC6042261|XP_001851399.1|CQUI
OG0004215	LOC115757835|XP_030554127.1|DNOV	LOC6039223|XP_038118519.1|CQUI
OG0004216	LOC115770331|XP_030571429.1|DNOV	LOC6032731|XP_038119817.1|CQUI
OG0004217	LOC115769789|XP_030570616.1|DNOV	LOC6032732|XP_038116049.1|CQUI
OG0004218	LOC115770780|XP_030572060.1|DNOV	LOC6032753|XP_001843296.2|CQUI
OG0004219	LOC115759553|XP_030556375.1|DNOV	LOC6033837|XP_001844230.1|CQUI
OG0004220	LOC115770825|XP_030572107.1|DNOV	LOC6033834|XP_038116220.1|CQUI
OG0004221	LOC115770924|XP_030572242.1|DNOV	LOC6037780|XP_001847658.2|CQUI
OG0004222	LOC115770907|XP_030572210.1|DNOV	LOC6037772|XP_001847651.2|CQUI
OG0004223	LOC115761949|XP_030559846.1|DNOV	LOC6037769|XP_038115679.1|CQUI
OG0004224	LOC115759401|XP_030556147.1|DNOV	LOC119770415|XP_038121192.1|CQUI, LOC6037763|XP_038121191.1|CQUI
OG0004225	LOC115767865|XP_030568084.1|DNOV	LOC6037761|XP_001847641.1|CQUI
OG0004226	LOC115770643|XP_030571862.1|DNOV	LOC6040838|XP_038122184.1|CQUI
OG0004227	LOC115770856|XP_030572153.1|DNOV	LOC6040828|XP_038115079.1|CQUI
OG0004228	LOC115770732|XP_030571997.1|DNOV	LOC6040819|XP_001850159.1|CQUI
OG0004230	LOC115766469|XP_030566271.1|DNOV	LOC6035833|XP_038117826.1|CQUI
OG0004231	LOC115762773|XP_030560983.1|DNOV	LOC6035821|XP_038115161.1|CQUI
OG0004232	LOC115762777|XP_030560986.1|DNOV	LOC6035819|XP_038115166.1|CQUI
OG0004233	LOC115762776|XP_030560985.1|DNOV	LOC6035818|XP_001845940.1|CQUI
OG0004234	LOC115762902|XP_030561138.1|DNOV	LOC6035805|XP_038120038.1|CQUI
OG0004235	LOC115764316|XP_030563115.1|DNOV	LOC6035802|XP_001845925.2|CQUI
OG0004236	LOC115764727|XP_030563796.1|DNOV	LOC6042760|XP_038118906.1|CQUI
OG0004237	LOC115761511|XP_030559140.1|DNOV	LOC6038979|XP_038118373.1|CQUI
OG0004238	LOC115765775|XP_030565307.1|DNOV	LOC6038963|XP_038120804.1|CQUI
OG0004239	LOC115770684|XP_030571930.1|DNOV	LOC6038962|XP_001848651.2|CQUI
OG0004240	LOC115763649|XP_030562176.1|DNOV	LOC6038956|XP_038120799.1|CQUI
OG0004241	LOC115770847|XP_030572142.1|DNOV	LOC6038950|XP_001848641.1|CQUI
OG0004242	LOC115766125|XP_030565807.1|DNOV	LOC6038947|XP_001848639.2|CQUI
OG0004243	LOC115771180|XP_030572625.1|DNOV	LOC6038944|XP_001848636.2|CQUI
OG0004244	LOC115765680|XP_030565199.1|DNOV	LOC6038941|XP_038120810.1|CQUI
OG0004245	LOC115769865|XP_030570723.1|DNOV	LOC6038940|XP_001848634.1|CQUI
OG0004246	LOC115766411|XP_030566194.1|DNOV	LOC6033996|XP_038119643.1|CQUI
OG0004247	LOC115767992|XP_030568254.1|DNOV	LOC6034001|XP_001844388.2|CQUI
OG0004248	LOC115757904|XP_030554214.1|DNOV	LOC6034005|XP_038118714.1|CQUI
OG0004249	LOC115768093|XP_030568437.1|DNOV	LOC6034043|XP_001844423.1|CQUI
OG0004250	LOC115763505|XP_030561962.1|DNOV	LOC6034047|XP_038117613.1|CQUI
OG0004251	LOC115766420|XP_030566202.1|DNOV	LOC6034054|XP_038119694.1|CQUI
OG0004252	LOC115766227|XP_030565946.1|DNOV	LOC6034055|XP_038119691.1|CQUI
OG0004253	LOC115759647|XP_030556496.1|DNOV	LOC6049657|XP_038122114.1|CQUI
OG0004254	LOC115768316|XP_030568725.1|DNOV	LOC6041879|XP_038122123.1|CQUI
OG0004257	LOC115761179|XP_030558702.1|DNOV	LOC6034657|XP_038112506.1|CQUI
OG0004258	LOC115766101|XP_030565776.1|DNOV	LOC6035077|XP_038105124.1|CQUI
OG0004260	LOC115765791|XP_030565336.1|DNOV	LOC119770635|XP_038121822.1|CQUI, LOC6048841|XP_038121821.1|CQUI
OG0004261	LOC115759665|XP_030556522.1|DNOV	LOC6052411|XP_038122255.1|CQUI
OG0004262	LOC115770911|XP_030572216.1|DNOV	LOC6054737|XP_001870603.2|CQUI
OG0004263	LOC115759482|XP_030556276.1|DNOV	LOC6053525|XP_038108845.1|CQUI
OG0004264	LOC115764620|XP_030563642.1|DNOV	LOC6042811|XP_001870809.1|CQUI
OG0004265	LOC115761601|XP_030559262.1|DNOV	LOC6047603|XP_038111767.1|CQUI
OG0004266	LOC115770954|XP_030572282.1|DNOV	LOC6039962|XP_038111686.1|CQUI
OG0004267	LOC115770710|XP_030571967.1|DNOV	LOC6039956|XP_001849449.1|CQUI
OG0004268	LOC115758271|XP_030554694.1|DNOV	LOC119767183|XP_038111051.1|CQUI
OG0004269	LOC115757793|XP_030554066.1|DNOV	LOC6046180|XP_038110057.1|CQUI
OG0004270	LOC115764639|XP_030563671.1|DNOV	LOC6046185|XP_001863417.1|CQUI
OG0004271	LOC115761574|XP_030559224.1|DNOV	LOC6031648|XP_038104709.1|CQUI
OG0004272	LOC115770632|XP_030571838.1|DNOV	LOC6046194|XP_001863425.2|CQUI
OG0004273	LOC115771759|XP_030573469.1|DNOV	LOC6046192|XP_001863423.1|CQUI
OG0004275	LOC115765319|XP_030564679.1|DNOV	LOC6033773|XP_038111200.1|CQUI
OG0004276	LOC115769642|XP_030570416.1|DNOV	LOC6031502|XP_038110587.1|CQUI
OG0004278	LOC115767585|XP_030567731.1|DNOV	LOC6031454|XP_001842258.2|CQUI
OG0004279	LOC115765895|XP_030565498.1|DNOV	LOC6041139|XP_001850439.2|CQUI
OG0004280	LOC115768625|XP_030569149.1|DNOV	LOC6041134|XP_038108407.1|CQUI
OG0004281	LOC115757985|XP_030554333.1|DNOV	LOC119766819|XP_038108710.1|CQUI, LOC6054066|XP_038109046.1|CQUI
OG0004282	LOC115760669|XP_030557999.1|DNOV	LOC119766970|XP_038109666.1|CQUI
OG0004283	LOC115760680|XP_030558010.1|DNOV	LOC119766971|XP_038109667.1|CQUI
OG0004284	LOC115765962|XP_030565575.1|DNOV	LOC6036903|XP_038110574.1|CQUI
OG0004285	LOC115761364|XP_030558972.1|DNOV	LOC6036911|XP_001846886.2|CQUI
OG0004286	LOC115765972|XP_030565590.1|DNOV	LOC6040037|XP_001849511.1|CQUI
OG0004287	LOC115767765|XP_030567950.1|DNOV	LOC6040039|XP_001849514.2|CQUI
OG0004288	LOC115765954|XP_030565566.1|DNOV	LOC6040049|XP_001849521.1|CQUI
OG0004289	LOC115770010|XP_030570919.1|DNOV	LOC6042529|XP_038114228.1|CQUI
OG0004290	LOC115760827|XP_030558211.1|DNOV	LOC119767857|XP_038113479.1|CQUI
OG0004291	LOC115757812|XP_030554098.1|DNOV	LOC6041433|XP_001850693.1|CQUI
OG0004292	LOC115770993|XP_030572346.1|DNOV	LOC6041436|XP_001850696.1|CQUI
OG0004293	LOC115771410|XP_030572971.1|DNOV	LOC6041439|XP_001850699.2|CQUI
OG0004294	LOC115770467|XP_030571603.1|DNOV	LOC6041444|XP_038112293.1|CQUI
OG0004295	LOC115770093|XP_030571059.1|DNOV	LOC6050956|XP_038108488.1|CQUI
OG0004296	LOC115770108|XP_030571085.1|DNOV	LOC6050959|XP_001867472.2|CQUI
OG0004297	LOC115758104|XP_030554487.1|DNOV	LOC6034299|XP_038111442.1|CQUI
OG0004298	LOC115771706|XP_030573389.1|DNOV	LOC6034273|XP_038109984.1|CQUI
OG0004299	LOC115758114|XP_030554504.1|DNOV	LOC6034268|XP_038113143.1|CQUI
OG0004300	LOC115757843|XP_030554137.1|DNOV	LOC6048678|XP_038112011.1|CQUI
OG0004301	LOC115770987|XP_030572338.1|DNOV	LOC6048679|XP_038112012.1|CQUI
OG0004302	LOC115767497|XP_030567666.1|DNOV	LOC6032393|XP_038112956.1|CQUI
OG0004303	LOC115758167|XP_030554568.1|DNOV	LOC6032357|XP_001842982.1|CQUI
OG0004304	LOC115767433|XP_030567585.1|DNOV	LOC6050648|XP_038113985.1|CQUI
OG0004305	LOC115764547|XP_030563522.1|DNOV	LOC6038130|XP_038106517.1|CQUI
OG0004306	LOC115757821|XP_030554105.1|DNOV	LOC6038536|XP_001848323.2|CQUI
OG0004307	LOC115758191|XP_030554594.1|DNOV, LOC115758110|XP_030554494.1|DNOV	LOC6038543|XP_001848330.1|CQUI
OG0004308	LOC115764809|XP_030563920.1|DNOV	LOC6038544|XP_038107952.1|CQUI
OG0004309	LOC115770981|XP_030572311.1|DNOV	LOC6051562|XP_001867980.2|CQUI
OG0004310	LOC115764498|XP_030563446.1|DNOV	LOC6033415|XP_038108124.1|CQUI
OG0004311	LOC115770070|XP_030571030.1|DNOV	LOC6033413|XP_038109843.1|CQUI
OG0004312	LOC115757905|XP_030554215.1|DNOV	LOC6031912|XP_001842601.2|CQUI
OG0004313	LOC115767437|XP_030567591.1|DNOV	LOC6038554|XP_038110989.1|CQUI
OG0004314	LOC115766515|XP_030566338.1|DNOV	LOC6048271|XP_038107879.1|CQUI
OG0004315	LOC115758020|XP_030554384.1|DNOV	LOC6048277|XP_001865219.1|CQUI
OG0004316	LOC115763988|XP_030562665.1|DNOV	LOC6048278|XP_001865220.2|CQUI
OG0004317	LOC115757988|XP_030554338.1|DNOV	LOC6048290|XP_038110950.1|CQUI
OG0004318	LOC115757796|XP_030554070.1|DNOV	LOC6045989|XP_038107409.1|CQUI
OG0004319	LOC115764529|XP_030563487.1|DNOV	LOC119767283|XP_038111483.1|CQUI
OG0004320	LOC115761190|XP_030558721.1|DNOV	LOC6038101|XP_038109205.1|CQUI
OG0004321	LOC115763516|XP_030561977.1|DNOV	LOC6049073|XP_001865888.2|CQUI
OG0004322	LOC115761277|XP_030558854.1|DNOV	LOC6054529|XP_038112520.1|CQUI
OG0004323	LOC115765834|XP_030565418.1|DNOV	LOC6047680|XP_038106637.1|CQUI
OG0004324	LOC115765945|XP_030565551.1|DNOV	LOC6047679|XP_001864709.2|CQUI
OG0004325	LOC115758118|XP_030554534.1|DNOV	LOC6047673|XP_001864704.1|CQUI
OG0004326	LOC115758117|XP_030554533.1|DNOV	LOC6044177|XP_038110207.1|CQUI
OG0004327	LOC115767787|XP_030567975.1|DNOV, LOC115768496|XP_030568942.1|DNOV	LOC6040765|XP_038112124.1|CQUI
OG0004328	LOC115760558|XP_030557824.1|DNOV	LOC6040780|XP_001850125.2|CQUI, LOC6051636|XP_001868042.1|CQUI
OG0004329	LOC115761055|XP_030558535.1|DNOV	LOC6040781|XP_038111202.1|CQUI
OG0004330	LOC115765563|XP_030565069.1|DNOV	LOC6036622|XP_038111446.1|CQUI
OG0004331	LOC115763238|XP_030561578.1|DNOV	LOC6036630|XP_001846657.1|CQUI
OG0004332	LOC115759863|XP_030556830.1|DNOV	LOC6051515|XP_001867950.2|CQUI
OG0004333	LOC115760325|XP_030557470.1|DNOV	LOC6044815|XP_001862266.2|CQUI
OG0004334	LOC115759080|XP_030555772.1|DNOV	LOC6044817|XP_038109304.1|CQUI
OG0004335	LOC115760352|XP_030557505.1|DNOV	LOC6045076|XP_001862488.1|CQUI
OG0004336	LOC115761832|XP_030559640.1|DNOV	LOC6045072|XP_001862484.1|CQUI
OG0004337	LOC115758327|XP_030554756.1|DNOV	LOC6045069|XP_001862481.1|CQUI
OG0004338	LOC115769606|XP_030570359.1|DNOV	LOC6038117|XP_038111473.1|CQUI
OG0004339	LOC115757979|XP_030554324.1|DNOV	LOC6054142|XP_001870105.1|CQUI
OG0004340	LOC115757968|XP_030554312.1|DNOV	LOC6038113|XP_001847950.2|CQUI
OG0004341	LOC115766576|XP_030566421.1|DNOV	LOC6035706|XP_001845838.2|CQUI
OG0004342	LOC115764523|XP_030563481.1|DNOV	LOC6038374|XP_038112331.1|CQUI
OG0004343	LOC115764497|XP_030563444.1|DNOV	LOC6054184|XP_038108105.1|CQUI
OG0004344	LOC115764570|XP_030563559.1|DNOV	LOC6047105|XP_038111836.1|CQUI
OG0004345	LOC115758960|XP_030555622.1|DNOV	LOC119767536|XP_038112283.1|CQUI
OG0004346	LOC115758019|XP_030554382.1|DNOV	LOC6040287|XP_038111916.1|CQUI
OG0004347	LOC115758016|XP_030554375.1|DNOV	LOC6050443|XP_038107507.1|CQUI
OG0004348	LOC115758032|XP_030554405.1|DNOV	LOC6039651|XP_038113920.1|CQUI
OG0004349	LOC115771306|XP_030572809.1|DNOV	LOC6052069|XP_038109511.1|CQUI
OG0004350	LOC115764519|XP_030563478.1|DNOV	LOC6054402|XP_038108548.1|CQUI
OG0004351	LOC115757807|XP_030554084.1|DNOV	LOC6037695|XP_038114443.1|CQUI
OG0004352	LOC115764005|XP_030562685.1|DNOV	LOC6048300|XP_001865238.1|CQUI
OG0004353	LOC115765054|XP_030564288.1|DNOV, LOC115765052|XP_030564286.1|DNOV	LOC6037703|XP_038114452.1|CQUI
OG0004354	LOC115765048|XP_030564282.1|DNOV	LOC6037704|XP_001847589.2|CQUI
OG0004355	LOC115764690|XP_030563741.1|DNOV	LOC6037719|XP_001847600.2|CQUI
OG0004356	LOC115758220|XP_030554630.1|DNOV	LOC6037729|XP_001847610.2|CQUI
OG0004357	LOC115759190|XP_030555930.1|DNOV	LOC6042464|XP_038112637.1|CQUI
OG0004358	LOC115758034|XP_030554404.1|DNOV	LOC6040550|XP_038108102.1|CQUI
OG0004359	LOC115764470|XP_030563372.1|DNOV	LOC6042450|XP_038107722.1|CQUI
OG0004360	LOC115771516|XP_030573111.1|DNOV	LOC6046092|XP_038121012.1|CQUI
OG0004361	LOC115765774|XP_030565305.1|DNOV	LOC6035961|XP_001846069.1|CQUI
OG0004362	LOC115769530|XP_030570232.1|DNOV	LOC6035958|XP_038113879.1|CQUI
OG0004363	LOC115767570|XP_030567716.1|DNOV	LOC6035948|XP_001846058.1|CQUI
OG0004364	LOC115758202|XP_030554609.1|DNOV	LOC6035932|XP_001846042.1|CQUI
OG0004365	LOC115762966|XP_030561242.1|DNOV	LOC6052171|XP_038112431.1|CQUI
OG0004366	LOC115765896|XP_030565499.1|DNOV	LOC6035703|XP_038113431.1|CQUI
OG0004367	LOC115771425|XP_030572987.1|DNOV	LOC6035696|XP_038109842.1|CQUI
OG0004368	LOC115771456|XP_030573031.1|DNOV	LOC6035688|XP_001845822.1|CQUI
OG0004369	LOC115757982|XP_030554331.1|DNOV	LOC6035666|XP_038111304.1|CQUI
OG0004370	LOC115759784|XP_030556719.1|DNOV	LOC6034169|XP_038109336.1|CQUI
OG0004371	LOC115771313|XP_030572827.1|DNOV	LOC119766864|XP_038109015.1|CQUI
OG0004372	LOC115758076|XP_030554450.1|DNOV	LOC119767097|XP_038110647.1|CQUI
OG0004373	LOC115767475|XP_030567640.1|DNOV	LOC6051247|XP_001867716.1|CQUI
OG0004374	LOC115760793|XP_030558152.1|DNOV	LOC6037820|XP_038110849.1|CQUI
OG0004375	LOC115762786|XP_030560998.1|DNOV	LOC6048572|XP_001865475.2|CQUI
OG0004376	LOC115770080|XP_030571046.1|DNOV	LOC6045914|XP_038110130.1|CQUI
OG0004377	LOC115769388|XP_030570043.1|DNOV	LOC6034186|XP_038109179.1|CQUI
OG0004378	LOC115762853|XP_030561092.1|DNOV	LOC6034196|XP_038108793.1|CQUI
OG0004379	LOC115770762|XP_030572072.1|DNOV	LOC6034214|XP_001844567.1|CQUI
OG0004380	LOC115764484|XP_030563430.1|DNOV	LOC6037825|XP_001847700.2|CQUI
OG0004381	LOC115764924|XP_030564090.1|DNOV	LOC6040362|XP_038112194.1|CQUI
OG0004382	LOC115757817|XP_030554100.1|DNOV	LOC6042953|XP_038108762.1|CQUI
OG0004383	LOC115764580|XP_030563588.1|DNOV	LOC6042951|XP_001870889.2|CQUI
OG0004384	LOC115764582|XP_030563590.1|DNOV	LOC6042950|XP_001870888.2|CQUI
OG0004385	LOC115758211|XP_030554621.1|DNOV	LOC6035908|XP_001846020.1|CQUI
OG0004386	LOC115757854|XP_030554150.1|DNOV	LOC6046619|XP_038108624.1|CQUI
OG0004387	LOC115771391|XP_030572937.1|DNOV	LOC6031716|XP_038113535.1|CQUI, LOC6031718|XP_038106145.1|CQUI
OG0004388	LOC115757887|XP_030554190.1|DNOV	LOC6031710|XP_038111077.1|CQUI
OG0004389	LOC115769987|XP_030570914.1|DNOV	LOC6031709|XP_038109086.1|CQUI
OG0004390	LOC115769718|XP_030570506.1|DNOV, LOC115771304|XP_030572801.1|DNOV	LOC6031680|XP_038109090.1|CQUI
OG0004391	LOC115767482|XP_030567646.1|DNOV	LOC6049844|XP_038111031.1|CQUI
OG0004392	LOC115771494|XP_030573078.1|DNOV	LOC119768106|XP_038114469.1|CQUI
OG0004393	LOC115758541|XP_030555136.1|DNOV	LOC6049953|XP_038110103.1|CQUI
OG0004394	LOC115760821|XP_030558200.1|DNOV	LOC6041658|XP_038110140.1|CQUI
OG0004395	LOC115757930|XP_030554256.1|DNOV	LOC6051875|XP_038112934.1|CQUI
OG0004396	LOC115758030|XP_030554399.1|DNOV	LOC6049708|XP_038107810.1|CQUI
OG0004397	LOC115758103|XP_030554490.1|DNOV	LOC6049704|XP_001866423.1|CQUI
OG0004398	LOC115758014|XP_030554373.1|DNOV	LOC6049712|XP_001866421.1|CQUI
OG0004399	LOC115761091|XP_030558573.1|DNOV	LOC6054519|XP_038108347.1|CQUI
OG0004400	LOC115759464|XP_030556258.1|DNOV	LOC6034224|XP_001844577.2|CQUI
OG0004401	LOC115758232|XP_030554644.1|DNOV	LOC6034222|XP_038108982.1|CQUI
OG0004402	LOC115758499|XP_030555046.1|DNOV	LOC6034218|XP_001844571.1|CQUI
OG0004403	LOC115769593|XP_030570379.1|DNOV	LOC6052726|XP_038110924.1|CQUI
OG0004404	LOC115767457|XP_030567618.1|DNOV	LOC6034705|XP_038109552.1|CQUI
OG0004405	LOC115770402|XP_030571520.1|DNOV	LOC6034691|XP_038109486.1|CQUI
OG0004406	LOC115770016|XP_030570928.1|DNOV	LOC6034677|XP_001844965.2|CQUI
OG0004407	LOC115764584|XP_030563593.1|DNOV	LOC6034674|XP_038113331.1|CQUI
OG0004408	LOC115771529|XP_030573126.1|DNOV	LOC6045957|XP_001863235.2|CQUI
OG0004409	LOC115766740|XP_030566565.1|DNOV	LOC6047645|XP_038106383.1|CQUI
OG0004410	LOC115767417|XP_030567553.1|DNOV	LOC6049876|XP_038112260.1|CQUI
OG0004411	LOC115771584|XP_030573204.1|DNOV	LOC6049874|XP_038112256.1|CQUI
OG0004412	LOC115771583|XP_030573203.1|DNOV	LOC6049132|XP_038111131.1|CQUI
OG0004413	LOC115760559|XP_030557828.1|DNOV	LOC6049568|XP_038110876.1|CQUI
OG0004414	LOC115758040|XP_030554417.1|DNOV	LOC6047652|XP_038106139.1|CQUI
OG0004415	LOC115767959|XP_030568253.1|DNOV	LOC6032315|XP_038109935.1|CQUI
OG0004416	LOC115760967|XP_030558425.1|DNOV	LOC6032329|XP_001842959.1|CQUI
OG0004417	LOC115761888|XP_030559751.1|DNOV	LOC6032331|XP_001842961.2|CQUI
OG0004418	LOC115758031|XP_030554401.1|DNOV	LOC6032336|XP_038107700.1|CQUI
OG0004419	LOC115764444|XP_030563314.1|DNOV	LOC6032348|XP_038107931.1|CQUI
OG0004420	LOC115764488|XP_030563436.1|DNOV	LOC6038343|XP_001848158.2|CQUI
OG0004421	LOC115769847|XP_030570685.1|DNOV	LOC6038359|XP_038112016.1|CQUI
OG0004422	LOC115769921|XP_030570806.1|DNOV	LOC6045587|XP_001862927.1|CQUI
OG0004423	LOC115758214|XP_030554626.1|DNOV	LOC6042349|XP_001851481.2|CQUI
OG0004424	LOC115757900|XP_030554206.1|DNOV	LOC6040172|XP_038112149.1|CQUI
OG0004425	LOC115770060|XP_030571015.1|DNOV	LOC6040181|XP_001849632.1|CQUI
OG0004426	LOC115770222|XP_030571283.1|DNOV	LOC6040187|XP_001849638.1|CQUI
OG0004427	LOC115770304|XP_030571399.1|DNOV	LOC6044032|XP_001861604.2|CQUI
OG0004428	LOC115761594|XP_030559249.1|DNOV	LOC6044040|XP_038113685.1|CQUI
OG0004429	LOC115765938|XP_030565544.1|DNOV	LOC6052259|XP_038110794.1|CQUI
OG0004430	LOC115771569|XP_030573182.1|DNOV	LOC6044281|XP_038106035.1|CQUI
OG0004431	LOC115761525|XP_030559156.1|DNOV	LOC6053388|XP_001869486.2|CQUI
OG0004432	LOC115761524|XP_030559155.1|DNOV	LOC6053390|XP_038114397.1|CQUI
OG0004433	LOC115769072|XP_030569645.1|DNOV	LOC6040428|XP_001849786.2|CQUI
OG0004434	LOC115758012|XP_030554369.1|DNOV	LOC6046502|XP_001863688.2|CQUI
OG0004435	LOC115767455|XP_030567616.1|DNOV	LOC6042192|XP_001851336.2|CQUI
OG0004436	LOC115764508|XP_030563462.1|DNOV	LOC6043836|XP_038109461.1|CQUI
OG0004437	LOC115764446|XP_030563316.1|DNOV	LOC6049653|XP_038112914.1|CQUI
OG0004438	LOC115757811|XP_030554094.1|DNOV	LOC6043043|XP_001855135.1|CQUI
OG0004439	LOC115758006|XP_030554363.1|DNOV	LOC6043048|XP_038109857.1|CQUI
OG0004440	LOC115767467|XP_030567632.1|DNOV	LOC6043049|XP_001855160.1|CQUI
OG0004441	LOC115760313|XP_030557460.1|DNOV	LOC6036094|XP_001846187.1|CQUI
OG0004442	LOC115757889|XP_030554194.1|DNOV	LOC6052296|XP_038106051.1|CQUI
OG0004443	LOC115771256|XP_030572727.1|DNOV	LOC6037435|XP_038113014.1|CQUI
OG0004444	LOC115764593|XP_030563605.1|DNOV	LOC6037453|XP_001847365.1|CQUI
OG0004445	LOC115760485|XP_030557693.1|DNOV	LOC6053881|XP_038112120.1|CQUI
OG0004446	LOC115765028|XP_030564251.1|DNOV	LOC119767467|XP_038112057.1|CQUI
OG0004447	LOC115764926|XP_030564096.1|DNOV	LOC6054087|XP_001870059.1|CQUI
OG0004448	LOC115768659|XP_030569228.1|DNOV	LOC6051141|XP_001867621.1|CQUI
OG0004449	LOC115767940|XP_030568177.1|DNOV	LOC6032267|XP_038112344.1|CQUI
OG0004450	LOC115757962|XP_030554302.1|DNOV	LOC6043121|XP_001855932.2|CQUI
OG0004451	LOC115757933|XP_030554261.1|DNOV	LOC6051935|XP_038109907.1|CQUI
OG0004452	LOC115767418|XP_030567554.1|DNOV	LOC6036723|XP_001846727.1|CQUI
OG0004453	LOC115757878|XP_030554178.1|DNOV	LOC6053900|XP_038111023.1|CQUI
OG0004454	LOC115761882|XP_030559744.1|DNOV	LOC6051086|XP_001867567.2|CQUI
OG0004455	LOC115766619|XP_030566473.1|DNOV	LOC6049827|XP_001866528.2|CQUI
OG0004456	LOC115768175|XP_030568537.1|DNOV	LOC6049828|XP_038110980.1|CQUI
OG0004457	LOC115768502|XP_030568951.1|DNOV	LOC6049829|XP_038113642.1|CQUI
OG0004458	LOC115768301|XP_030568709.1|DNOV	LOC6049834|XP_038114092.1|CQUI
OG0004459	LOC115770553|XP_030571725.1|DNOV	LOC6043036|XP_038113686.1|CQUI
OG0004460	LOC115771099|XP_030572518.1|DNOV	LOC6051203|XP_001867679.2|CQUI
OG0004461	LOC115770457|XP_030571595.1|DNOV	LOC6052535|XP_038107429.1|CQUI
OG0004462	LOC115771586|XP_030573209.1|DNOV	LOC6037650|XP_001847537.2|CQUI
OG0004463	LOC115771403|XP_030572959.1|DNOV	LOC6037654|XP_038111327.1|CQUI
OG0004464	LOC115770320|XP_030571417.1|DNOV	LOC6037655|XP_038109004.1|CQUI
OG0004465	LOC115760158|XP_030557230.1|DNOV	LOC6037664|XP_001847551.2|CQUI
OG0004466	LOC115771395|XP_030572941.1|DNOV	LOC119767739|XP_038113033.1|CQUI
OG0004467	LOC115770083|XP_030571053.1|DNOV	LOC6037680|XP_038113819.1|CQUI
OG0004468	LOC115770079|XP_030571045.1|DNOV	LOC6053597|XP_038113318.1|CQUI
OG0004469	LOC115769848|XP_030570689.1|DNOV	LOC6037688|XP_038109555.1|CQUI
OG0004470	LOC115758493|XP_030555034.1|DNOV	LOC6034524|XP_038107939.1|CQUI
OG0004471	LOC115761271|XP_030558844.1|DNOV	LOC6034535|XP_038107558.1|CQUI
OG0004472	LOC115758248|XP_030554663.1|DNOV	LOC6037231|XP_001847162.2|CQUI
OG0004473	LOC115758039|XP_030554413.1|DNOV	LOC6037226|XP_001847156.2|CQUI
OG0004474	LOC115758037|XP_030554411.1|DNOV	LOC6037225|XP_001847155.2|CQUI
OG0004475	LOC115767474|XP_030567639.1|DNOV	LOC6040570|XP_001849950.2|CQUI
OG0004476	LOC115759062|XP_030555749.1|DNOV	LOC119767036|XP_038110210.1|CQUI
OG0004477	LOC115757983|XP_030554332.1|DNOV	LOC6040559|XP_001849941.2|CQUI
OG0004478	LOC115757955|XP_030554290.1|DNOV	LOC6040555|XP_038111992.1|CQUI
OG0004479	LOC115762523|XP_030560647.1|DNOV	LOC6040800|XP_001850139.2|CQUI
OG0004480	LOC115765414|XP_030564819.1|DNOV	LOC6040723|XP_001850076.2|CQUI
OG0004481	LOC115766052|XP_030565735.1|DNOV	LOC119765079|XP_038104137.1|CQUI
OG0004482	LOC115771671|XP_030573346.1|DNOV	LOC6038661|XP_038104035.1|CQUI
OG0004483	LOC115771975|XP_030573758.1|DNOV	LOC6048655|XP_038119598.1|CQUI
OG0004484	LOC115764777|XP_030563876.1|DNOV	LOC6049249|XP_038122253.1|CQUI
