Orthogroup	DNOV.longest_only	CCAP.longest_only
OG0005067	LOC115762034|XP_030559960.1|DNOV	CCAP1982_LOCUS22969|CAD7015012.1|CCAP
OG0005069	LOC115760649|XP_030557973.1|DNOV	CCAP1982_LOCUS21672|CAD7013621.1|CCAP
OG0005070	LOC115759115|XP_030555821.1|DNOV	CCAP1982_LOCUS19568|CAD7011468.1|CCAP
OG0005071	LOC115765918|XP_030565526.1|DNOV	CCAP1982_LOCUS14018|CAD7005662.1|CCAP
OG0005073	LOC115760955|XP_030558403.1|DNOV	CCAP1982_LOCUS21903|CAD7013889.1|CCAP
OG0005074	LOC115769646|XP_030570419.1|DNOV	CCAP1982_LOCUS10831|CAD7002346.1|CCAP
OG0005075	LOC115760688|XP_030558015.1|DNOV	CCAP1982_LOCUS21635|CAD7013579.1|CCAP
OG0005076	LOC115762257|XP_030560272.1|DNOV	CCAP1982_LOCUS22720|CAD7014742.1|CCAP
OG0005078	LOC115767171|XP_030567214.1|DNOV	CCAP1982_LOCUS11549|CAD7003086.1|CCAP
OG0005079	LOC115761092|XP_030558574.1|DNOV	CCAP1982_LOCUS22929|CAD7014969.1|CCAP
OG0005080	LOC115770068|XP_030571026.1|DNOV	CCAP1982_LOCUS12763|CAD7004347.1|CCAP
OG0005081	LOC115762177|XP_030560157.1|DNOV	CCAP1982_LOCUS23388|CAD7015447.1|CCAP
OG0005082	LOC115769804|XP_030570632.1|DNOV	CCAP1982_LOCUS14317|CAD7005980.1|CCAP
OG0005084	LOC115766195|XP_030565908.1|DNOV	CCAP1982_LOCUS14164|CAD7005818.1|CCAP
OG0005085	LOC115766222|XP_030565939.1|DNOV	CCAP1982_LOCUS14158|CAD7005812.1|CCAP
OG0005086	LOC115762504|XP_030560604.1|DNOV	CCAP1982_LOCUS21676|CAD7013626.1|CCAP
OG0005087	LOC115769344|XP_030569964.1|DNOV	CCAP1982_LOCUS12119|CAD7003682.1|CCAP
OG0005088	LOC115762085|XP_030560038.1|DNOV	CCAP1982_LOCUS22730|CAD7014753.1|CCAP
OG0005089	LOC115762082|XP_030560034.1|DNOV	CCAP1982_LOCUS22728|CAD7014751.1|CCAP
OG0005090	LOC115757932|XP_030554260.1|DNOV	CCAP1982_LOCUS20145|CAD7012043.1|CCAP
OG0005091	LOC115762359|XP_030560389.1|DNOV	CCAP1982_LOCUS21588|CAD7013528.1|CCAP
OG0005093	LOC115767792|XP_030567987.1|DNOV	CCAP1982_LOCUS11672|CAD7003212.1|CCAP
OG0005094	LOC115767143|XP_030567167.1|DNOV	CCAP1982_LOCUS11553|CAD7003090.1|CCAP
OG0005095	LOC115762395|XP_030560436.1|DNOV	CCAP1982_LOCUS22746|CAD7014773.1|CCAP
OG0005096	LOC115763369|XP_030561760.1|DNOV	CCAP1982_LOCUS5579|CAD6996906.1|CCAP
OG0005097	LOC115760588|XP_030557876.1|DNOV	CCAP1982_LOCUS22877|CAD7014913.1|CCAP
OG0005098	LOC115763583|XP_030562102.1|DNOV	CCAP1982_LOCUS22814|CAD7014847.1|CCAP
OG0005099	LOC115762379|XP_030560419.1|DNOV	CCAP1982_LOCUS22422|CAD7014426.1|CCAP
OG0005100	LOC115762216|XP_030560209.1|DNOV	CCAP1982_LOCUS22423|CAD7014427.1|CCAP
OG0005101	LOC115770799|XP_030572082.1|DNOV	CCAP1982_LOCUS629|CAD6991716.1|CCAP
OG0005102	LOC115771566|XP_030573180.1|DNOV	CCAP1982_LOCUS21789|CAD7013764.1|CCAP
OG0005103	LOC115759074|XP_030555767.1|DNOV	CCAP1982_LOCUS19567|CAD7011467.1|CCAP
OG0005105	LOC115771204|XP_030572664.1|DNOV	CCAP1982_LOCUS12018|CAD7003569.1|CCAP, CCAP1982_LOCUS12021|CAD7003572.1|CCAP
OG0005107	LOC115769324|XP_030569920.1|DNOV	CCAP1982_LOCUS11286|CAD7002815.1|CCAP
OG0005108	LOC115761128|XP_030558648.1|DNOV	CCAP1982_LOCUS21876|CAD7013857.1|CCAP
OG0005110	LOC115765818|XP_030565401.1|DNOV	CCAP1982_LOCUS11756|CAD7003294.1|CCAP
OG0005111	LOC115769851|XP_030570690.1|DNOV	CCAP1982_LOCUS10912|CAD7002421.1|CCAP
OG0005112	LOC115769960|XP_030570866.1|DNOV	CCAP1982_LOCUS10915|CAD7002424.1|CCAP
OG0005113	LOC115769550|XP_030570253.1|DNOV	CCAP1982_LOCUS10914|CAD7002423.1|CCAP
OG0005114	LOC115769810|XP_030570639.1|DNOV	CCAP1982_LOCUS11402|CAD7002937.1|CCAP
OG0005115	LOC115765573|XP_030565082.1|DNOV	CCAP1982_LOCUS9125|CAD7000651.1|CCAP
OG0005116	LOC115769846|XP_030570682.1|DNOV	CCAP1982_LOCUS11754|CAD7003292.1|CCAP
OG0005118	LOC115759803|XP_030556746.1|DNOV	CCAP1982_LOCUS5705|CAD6997051.1|CCAP
OG0005119	LOC115762479|XP_030560563.1|DNOV	CCAP1982_LOCUS21355|CAD7013284.1|CCAP
OG0005120	LOC115767133|XP_030567155.1|DNOV	CCAP1982_LOCUS12996|CAD7004601.1|CCAP
OG0005121	LOC115769428|XP_030570095.1|DNOV	CCAP1982_LOCUS12864|CAD7004458.1|CCAP
OG0005122	LOC115769730|XP_030570526.1|DNOV	CCAP1982_LOCUS12862|CAD7004456.1|CCAP, CCAP1982_LOCUS12853|CAD7004447.1|CCAP
OG0005123	LOC115769795|XP_030570623.1|DNOV	CCAP1982_LOCUS14325|CAD7005989.1|CCAP
OG0005125	LOC115769772|XP_030570597.1|DNOV	CCAP1982_LOCUS11993|CAD7003543.1|CCAP
OG0005126	LOC115767163|XP_030567203.1|DNOV	CCAP1982_LOCUS10816|CAD7002326.1|CCAP
OG0005127	LOC115769654|XP_030570426.1|DNOV	CCAP1982_LOCUS11385|CAD7002919.1|CCAP
OG0005128	LOC115760730|XP_030558065.1|DNOV	CCAP1982_LOCUS23102|CAD7015153.1|CCAP
OG0005129	LOC115770165|XP_030571183.1|DNOV	CCAP1982_LOCUS14042|CAD7005690.1|CCAP
OG0005130	LOC115770306|XP_030571401.1|DNOV	CCAP1982_LOCUS14256|CAD7005918.1|CCAP
OG0005131	LOC115770812|XP_030572097.1|DNOV	CCAP1982_LOCUS12361|CAD7003939.1|CCAP
OG0005132	LOC115770279|XP_030571367.1|DNOV	CCAP1982_LOCUS11055|CAD7002567.1|CCAP
OG0005133	LOC115766926|XP_030566870.1|DNOV	CCAP1982_LOCUS12500|CAD7004075.1|CCAP
OG0005134	LOC115770392|XP_030571500.1|DNOV	CCAP1982_LOCUS12244|CAD7003811.1|CCAP
OG0005135	LOC115767660|XP_030567808.1|DNOV	CCAP1982_LOCUS11607|CAD7003146.1|CCAP
OG0005136	LOC115767658|XP_030567805.1|DNOV	CCAP1982_LOCUS11605|CAD7003144.1|CCAP
OG0005137	LOC115761654|XP_030559355.1|DNOV	CCAP1982_LOCUS448|CAD6991529.1|CCAP
OG0005138	LOC115769535|XP_030570236.1|DNOV	CCAP1982_LOCUS14907|CAD7006596.1|CCAP
OG0005139	LOC115767666|XP_030567813.1|DNOV	CCAP1982_LOCUS11908|CAD7003454.1|CCAP
OG0005140	LOC115758517|XP_030555070.1|DNOV	CCAP1982_LOCUS8839|CAD7000357.1|CCAP
OG0005141	LOC115761145|XP_030558673.1|DNOV	CCAP1982_LOCUS22651|CAD7014663.1|CCAP
OG0005142	LOC115771144|XP_030572575.1|DNOV	CCAP1982_LOCUS11247|CAD7002774.1|CCAP
OG0005143	LOC115770983|XP_030572314.1|DNOV	CCAP1982_LOCUS11233|CAD7002759.1|CCAP, CCAP1982_LOCUS11236|CAD7002762.1|CCAP
OG0005144	LOC115771143|XP_030572573.1|DNOV	CCAP1982_LOCUS11237|CAD7002763.1|CCAP
OG0005145	LOC115771157|XP_030572589.1|DNOV	CCAP1982_LOCUS11241|CAD7002766.1|CCAP
OG0005146	LOC115769491|XP_030570169.1|DNOV	CCAP1982_LOCUS13009|CAD7004614.1|CCAP, CCAP1982_LOCUS13008|CAD7004613.1|CCAP, CCAP1982_LOCUS13010|CAD7004615.1|CCAP
OG0005147	LOC115769394|XP_030570057.1|DNOV	CCAP1982_LOCUS13012|CAD7004617.1|CCAP
OG0005148	LOC115770442|XP_030571576.1|DNOV	CCAP1982_LOCUS12980|CAD7004585.1|CCAP
OG0005149	LOC115760977|XP_030558440.1|DNOV	CCAP1982_LOCUS23347|CAD7015404.1|CCAP
OG0005150	LOC115762608|XP_030560764.1|DNOV	CCAP1982_LOCUS11735|CAD7003273.1|CCAP
OG0005151	LOC115762824|XP_030561046.1|DNOV	CCAP1982_LOCUS12320|CAD7003890.1|CCAP
OG0005152	LOC115762825|XP_030561047.1|DNOV	CCAP1982_LOCUS12318|CAD7003888.1|CCAP
OG0005153	LOC115762943|XP_030561189.1|DNOV	CCAP1982_LOCUS12326|CAD7003897.1|CCAP
OG0005154	LOC115762942|XP_030561186.1|DNOV	CCAP1982_LOCUS12707|CAD7004288.1|CCAP
OG0005155	LOC115765823|XP_030565406.1|DNOV	CCAP1982_LOCUS14824|CAD7006510.1|CCAP
OG0005156	LOC115770927|XP_030572244.1|DNOV	CCAP1982_LOCUS77|CAD6991134.1|CCAP
OG0005157	LOC115761138|XP_030558658.1|DNOV	CCAP1982_LOCUS22962|CAD7015005.1|CCAP
OG0005158	LOC115769474|XP_030570152.1|DNOV	CCAP1982_LOCUS12420|CAD7003998.1|CCAP
OG0005159	LOC115765819|XP_030565403.1|DNOV, LOC115767665|XP_030567812.1|DNOV	CCAP1982_LOCUS12407|CAD7003984.1|CCAP
OG0005160	LOC115771070|XP_030572482.1|DNOV	CCAP1982_LOCUS12808|CAD7004398.1|CCAP
OG0005161	LOC115760703|XP_030558032.1|DNOV	CCAP1982_LOCUS7171|CAD6998593.1|CCAP
OG0005163	LOC115770025|XP_030570940.1|DNOV	CCAP1982_LOCUS14159|CAD7005813.1|CCAP
OG0005164	LOC115771007|XP_030572368.1|DNOV	CCAP1982_LOCUS11218|CAD7002744.1|CCAP
OG0005165	LOC115758250|XP_030554666.1|DNOV	CCAP1982_LOCUS4891|CAD6996201.1|CCAP
OG0005166	LOC115767898|XP_030568131.1|DNOV	CCAP1982_LOCUS5047|CAD6996368.1|CCAP
OG0005167	LOC115767903|XP_030568136.1|DNOV	CCAP1982_LOCUS5048|CAD6996369.1|CCAP
OG0005168	LOC115769936|XP_030570837.1|DNOV	CCAP1982_LOCUS11173|CAD7002696.1|CCAP
OG0005169	LOC115770440|XP_030571574.1|DNOV	CCAP1982_LOCUS11179|CAD7002702.1|CCAP
OG0005170	LOC115770364|XP_030571467.1|DNOV	CCAP1982_LOCUS11178|CAD7002701.1|CCAP
OG0005171	LOC115770125|XP_030571119.1|DNOV	CCAP1982_LOCUS11180|CAD7002703.1|CCAP
OG0005172	LOC115761043|XP_030558518.1|DNOV	CCAP1982_LOCUS21644|CAD7013589.1|CCAP
OG0005173	LOC115762520|XP_030560640.1|DNOV	CCAP1982_LOCUS22295|CAD7014293.1|CCAP
OG0005174	LOC115760946|XP_030558388.1|DNOV	CCAP1982_LOCUS22036|CAD7014030.1|CCAP
OG0005175	LOC115760566|XP_030557836.1|DNOV	CCAP1982_LOCUS22017|CAD7014011.1|CCAP
OG0005176	LOC115757774|XP_030554061.1|DNOV	CCAP1982_LOCUS21771|CAD7013740.1|CCAP
OG0005177	LOC115760741|XP_030558078.1|DNOV	CCAP1982_LOCUS22022|CAD7014016.1|CCAP
OG0005178	LOC115769584|XP_030570320.1|DNOV	CCAP1982_LOCUS11224|CAD7002750.1|CCAP
OG0005179	LOC115771094|XP_030572512.1|DNOV	CCAP1982_LOCUS11191|CAD7002716.1|CCAP
OG0005180	LOC115771190|XP_030572644.1|DNOV	CCAP1982_LOCUS14936|CAD7006629.1|CCAP
OG0005182	LOC115762068|XP_030560016.1|DNOV	CCAP1982_LOCUS21616|CAD7013558.1|CCAP
OG0005183	LOC115761296|XP_030558902.1|DNOV	CCAP1982_LOCUS21611|CAD7013553.1|CCAP
OG0005184	LOC115765402|XP_030564803.1|DNOV	CCAP1982_LOCUS21607|CAD7013548.1|CCAP
OG0005185	LOC115759467|XP_030556264.1|DNOV	CCAP1982_LOCUS22002|CAD7013993.1|CCAP
OG0005186	LOC115762190|XP_030560173.1|DNOV	CCAP1982_LOCUS21752|CAD7013715.1|CCAP
OG0005187	LOC115762528|XP_030560667.1|DNOV	CCAP1982_LOCUS22294|CAD7014292.1|CCAP
OG0005188	LOC115761114|XP_030558605.1|DNOV	CCAP1982_LOCUS22762|CAD7014793.1|CCAP
OG0005190	LOC115770488|XP_030571635.1|DNOV	CCAP1982_LOCUS11444|CAD7002981.1|CCAP
OG0005191	LOC115770714|XP_030571974.1|DNOV	CCAP1982_LOCUS264|CAD6991335.1|CCAP
OG0005192	LOC115764952|XP_030564144.1|DNOV	CCAP1982_LOCUS23091|CAD7015141.1|CCAP, CCAP1982_LOCUS23093|CAD7015143.1|CCAP
OG0005193	LOC115762107|XP_030560068.1|DNOV	CCAP1982_LOCUS23365|CAD7015423.1|CCAP
OG0005194	LOC115762071|XP_030560020.1|DNOV	CCAP1982_LOCUS7190|CAD6998616.1|CCAP
OG0005195	LOC115764680|XP_030563732.1|DNOV	CCAP1982_LOCUS22634|CAD7014645.1|CCAP
OG0005196	LOC115771550|XP_030573155.1|DNOV	CCAP1982_LOCUS14239|CAD7005899.1|CCAP
OG0005197	LOC115760950|XP_030558399.1|DNOV	CCAP1982_LOCUS22401|CAD7014409.1|CCAP
OG0005198	LOC115770427|XP_030571555.1|DNOV	CCAP1982_LOCUS10739|CAD7002244.1|CCAP, CCAP1982_LOCUS10738|CAD7002242.1|CCAP, CCAP1982_LOCUS10736|CAD7002240.1|CCAP
OG0005199	LOC115760032|XP_030557063.1|DNOV	CCAP1982_LOCUS21243|CAD7013172.1|CCAP
OG0005200	LOC115759966|XP_030556979.1|DNOV	CCAP1982_LOCUS23197|CAD7015248.1|CCAP
OG0005201	LOC115760985|XP_030558451.1|DNOV	CCAP1982_LOCUS7252|CAD6998695.1|CCAP
OG0005202	LOC115765117|XP_030564408.1|DNOV	CCAP1982_LOCUS21195|CAD7013122.1|CCAP
OG0005203	LOC115760966|XP_030558418.1|DNOV	CCAP1982_LOCUS7149|CAD6998568.1|CCAP
OG0005204	LOC115759003|XP_030555671.1|DNOV	CCAP1982_LOCUS6398|CAD6997769.1|CCAP
OG0005205	LOC115758776|XP_030555402.1|DNOV	CCAP1982_LOCUS6921|CAD6998312.1|CCAP
OG0005206	LOC115762156|XP_030560130.1|DNOV	CCAP1982_LOCUS22250|CAD7014247.1|CCAP
OG0005207	LOC115762150|XP_030560122.1|DNOV	CCAP1982_LOCUS22905|CAD7014942.1|CCAP
OG0005208	LOC115762444|XP_030560505.1|DNOV	CCAP1982_LOCUS22121|CAD7014114.1|CCAP
OG0005209	LOC115758451|XP_030554979.1|DNOV	CCAP1982_LOCUS5437|CAD6996758.1|CCAP
OG0005210	LOC115758995|XP_030555658.1|DNOV	CCAP1982_LOCUS5436|CAD6996757.1|CCAP
OG0005211	LOC115771582|XP_030573202.1|DNOV	CCAP1982_LOCUS11690|CAD7003229.1|CCAP
OG0005212	LOC115760959|XP_030558411.1|DNOV	CCAP1982_LOCUS7176|CAD6998601.1|CCAP
OG0005213	LOC115767996|XP_030568261.1|DNOV	CCAP1982_LOCUS5508|CAD6996835.1|CCAP
OG0005214	LOC115759807|XP_030556755.1|DNOV	CCAP1982_LOCUS7805|CAD6999276.1|CCAP
OG0005215	LOC115760056|XP_030557093.1|DNOV	CCAP1982_LOCUS8738|CAD7000246.1|CCAP
OG0005216	LOC115763585|XP_030562064.1|DNOV	CCAP1982_LOCUS7739|CAD6999205.1|CCAP
OG0005217	LOC115763164|XP_030561475.1|DNOV	CCAP1982_LOCUS6400|CAD6997772.1|CCAP
OG0005218	LOC115763197|XP_030561518.1|DNOV	CCAP1982_LOCUS5377|CAD6996693.1|CCAP
OG0005219	LOC115762031|XP_030559954.1|DNOV	CCAP1982_LOCUS22495|CAD7014493.1|CCAP
OG0005220	LOC115769974|XP_030570892.1|DNOV	CCAP1982_LOCUS12769|CAD7004354.1|CCAP
OG0005221	LOC115763204|XP_030561529.1|DNOV	CCAP1982_LOCUS5724|CAD6997071.1|CCAP
OG0005222	LOC115765538|XP_030565019.1|DNOV	CCAP1982_LOCUS7540|CAD6998993.1|CCAP
OG0005223	LOC115763509|XP_030561966.1|DNOV	CCAP1982_LOCUS5696|CAD6997038.1|CCAP
OG0005224	LOC115758984|XP_030555647.1|DNOV	CCAP1982_LOCUS9099|CAD7000625.1|CCAP
OG0005225	LOC115763564|XP_030562043.1|DNOV	CCAP1982_LOCUS5399|CAD6996717.1|CCAP
OG0005226	LOC115759862|XP_030556826.1|DNOV	CCAP1982_LOCUS8836|CAD7000354.1|CCAP
OG0005227	LOC115758365|XP_030554812.1|DNOV	CCAP1982_LOCUS8073|CAD6999553.1|CCAP
OG0005228	LOC115758364|XP_030554811.1|DNOV	CCAP1982_LOCUS8072|CAD6999552.1|CCAP
OG0005229	LOC115765974|XP_030565587.1|DNOV	CCAP1982_LOCUS7490|CAD6998944.1|CCAP
OG0005230	LOC115758750|XP_030555368.1|DNOV	CCAP1982_LOCUS7079|CAD6998486.1|CCAP
OG0005231	LOC115765515|XP_030564993.1|DNOV	CCAP1982_LOCUS8695|CAD7000203.1|CCAP
OG0005232	LOC115763068|XP_030561356.1|DNOV	CCAP1982_LOCUS5367|CAD6996683.1|CCAP
OG0005233	LOC115758353|XP_030554796.1|DNOV	CCAP1982_LOCUS5688|CAD6997029.1|CCAP
OG0005234	LOC115769251|XP_030569823.1|DNOV	CCAP1982_LOCUS6210|CAD6997571.1|CCAP
OG0005235	LOC115759935|XP_030556934.1|DNOV	CCAP1982_LOCUS7029|CAD6998429.1|CCAP
OG0005236	LOC115765986|XP_030565609.1|DNOV	CCAP1982_LOCUS8175|CAD6999641.1|CCAP
OG0005237	LOC115765881|XP_030565481.1|DNOV	CCAP1982_LOCUS8171|CAD6999637.1|CCAP
OG0005238	LOC115765942|XP_030565547.1|DNOV	CCAP1982_LOCUS8166|CAD6999632.1|CCAP
OG0005239	LOC115760303|XP_030557450.1|DNOV	CCAP1982_LOCUS6979|CAD6998379.1|CCAP
OG0005240	LOC115768664|XP_030569205.1|DNOV	CCAP1982_LOCUS6461|CAD6997837.1|CCAP
OG0005241	LOC115766004|XP_030565633.1|DNOV	CCAP1982_LOCUS7043|CAD6998445.1|CCAP
OG0005242	LOC115760089|XP_030557134.1|DNOV	CCAP1982_LOCUS7927|CAD6999401.1|CCAP
OG0005243	LOC115765873|XP_030565470.1|DNOV	CCAP1982_LOCUS7494|CAD6998947.1|CCAP, CCAP1982_LOCUS7491|CAD6998945.1|CCAP
OG0005244	LOC115761704|XP_030559435.1|DNOV	CCAP1982_LOCUS4235|CAD6995523.1|CCAP
OG0005245	LOC115766046|XP_030565679.1|DNOV	CCAP1982_LOCUS4791|CAD6996086.1|CCAP
OG0005246	LOC115765889|XP_030565490.1|DNOV	CCAP1982_LOCUS20299|CAD7012198.1|CCAP
OG0005247	LOC115760885|XP_030558307.1|DNOV	CCAP1982_LOCUS22014|CAD7014007.1|CCAP
OG0005249	LOC115765646|XP_030565164.1|DNOV	CCAP1982_LOCUS4948|CAD6996265.1|CCAP
OG0005250	LOC115763073|XP_030561368.1|DNOV	CCAP1982_LOCUS5417|CAD6996737.1|CCAP
OG0005251	LOC115759720|XP_030556590.1|DNOV	CCAP1982_LOCUS5703|CAD6997049.1|CCAP
OG0005252	LOC115763461|XP_030561895.1|DNOV	CCAP1982_LOCUS5823|CAD6997182.1|CCAP
OG0005253	LOC115768566|XP_030569045.1|DNOV	CCAP1982_LOCUS8329|CAD6999815.1|CCAP
OG0005254	LOC115763420|XP_030561838.1|DNOV	CCAP1982_LOCUS6112|CAD6997470.1|CCAP
OG0005255	LOC115763602|XP_030562088.1|DNOV	CCAP1982_LOCUS6111|CAD6997469.1|CCAP
OG0005256	LOC115759855|XP_030556817.1|DNOV	CCAP1982_LOCUS5887|CAD6997254.1|CCAP
OG0005257	LOC115763524|XP_030561988.1|DNOV	CCAP1982_LOCUS5518|CAD6996842.1|CCAP
OG0005259	LOC115769167|XP_030569726.1|DNOV	CCAP1982_LOCUS6562|CAD6997945.1|CCAP
OG0005260	LOC115769169|XP_030569732.1|DNOV	CCAP1982_LOCUS6561|CAD6997944.1|CCAP
OG0005261	LOC115763144|XP_030561454.1|DNOV	CCAP1982_LOCUS3341|CAD6994603.1|CCAP
OG0005262	LOC115759903|XP_030556885.1|DNOV	CCAP1982_LOCUS7352|CAD6998798.1|CCAP
OG0005263	LOC115763442|XP_030561867.1|DNOV	CCAP1982_LOCUS5535|CAD6996859.1|CCAP
OG0005264	LOC115772130|XP_030573971.1|DNOV	CCAP1982_LOCUS3028|CAD6994267.1|CCAP
OG0005265	LOC115769163|XP_030569719.1|DNOV	CCAP1982_LOCUS7862|CAD6999335.1|CCAP
OG0005266	LOC115763316|XP_030561672.1|DNOV	CCAP1982_LOCUS6217|CAD6997578.1|CCAP
OG0005267	LOC115758890|XP_030555546.1|DNOV	CCAP1982_LOCUS8499|CAD6999993.1|CCAP
OG0005268	LOC115758887|XP_030555542.1|DNOV	CCAP1982_LOCUS8498|CAD6999992.1|CCAP
OG0005269	LOC115763404|XP_030561814.1|DNOV	CCAP1982_LOCUS8496|CAD6999990.1|CCAP
OG0005271	LOC115759144|XP_030555855.1|DNOV	CCAP1982_LOCUS5805|CAD6997162.1|CCAP
OG0005272	LOC115758338|XP_030554772.1|DNOV	CCAP1982_LOCUS5806|CAD6997163.1|CCAP
OG0005273	LOC115759325|XP_030556097.1|DNOV	CCAP1982_LOCUS5812|CAD6997169.1|CCAP
OG0005274	LOC115759258|XP_030556018.1|DNOV	CCAP1982_LOCUS5648|CAD6996986.1|CCAP
OG0005275	LOC115768661|XP_030569201.1|DNOV	CCAP1982_LOCUS5621|CAD6996953.1|CCAP
OG0005276	LOC115760317|XP_030557465.1|DNOV	CCAP1982_LOCUS8750|CAD7000260.1|CCAP
OG0005277	LOC115759919|XP_030556914.1|DNOV	CCAP1982_LOCUS8739|CAD7000247.1|CCAP
OG0005279	LOC115758683|XP_030555284.1|DNOV	CCAP1982_LOCUS6232|CAD6997593.1|CCAP
OG0005280	LOC115765951|XP_030565560.1|DNOV	CCAP1982_LOCUS7879|CAD6999352.1|CCAP
OG0005281	LOC115759112|XP_030555814.1|DNOV	CCAP1982_LOCUS8936|CAD7000459.1|CCAP
OG0005282	LOC115765661|XP_030565179.1|DNOV	CCAP1982_LOCUS573|CAD6991659.1|CCAP
OG0005283	LOC115764816|XP_030563924.1|DNOV	CCAP1982_LOCUS21460|CAD7013395.1|CCAP
OG0005284	LOC115765948|XP_030565555.1|DNOV	CCAP1982_LOCUS5666|CAD6997005.1|CCAP
OG0005285	LOC115765952|XP_030565561.1|DNOV	CCAP1982_LOCUS7866|CAD6999339.1|CCAP
OG0005286	LOC115766010|XP_030565641.1|DNOV	CCAP1982_LOCUS7035|CAD6998435.1|CCAP
OG0005287	LOC115766009|XP_030565638.1|DNOV	CCAP1982_LOCUS7037|CAD6998437.1|CCAP
OG0005288	LOC115759917|XP_030556911.1|DNOV	CCAP1982_LOCUS8851|CAD7000371.1|CCAP
OG0005289	LOC115760060|XP_030557099.1|DNOV	CCAP1982_LOCUS5620|CAD6996952.1|CCAP
OG0005290	LOC115759410|XP_030556161.1|DNOV	CCAP1982_LOCUS651|CAD6991739.1|CCAP
OG0005291	LOC115763488|XP_030561939.1|DNOV	CCAP1982_LOCUS6537|CAD6997919.1|CCAP
OG0005292	LOC115763333|XP_030561698.1|DNOV	CCAP1982_LOCUS6539|CAD6997921.1|CCAP
OG0005293	LOC115759292|XP_030556054.1|DNOV	CCAP1982_LOCUS5353|CAD6996669.1|CCAP
OG0005294	LOC115760091|XP_030557135.1|DNOV	CCAP1982_LOCUS7803|CAD6999274.1|CCAP
OG0005295	LOC115763487|XP_030561937.1|DNOV	CCAP1982_LOCUS6535|CAD6997917.1|CCAP, CCAP1982_LOCUS6536|CAD6997918.1|CCAP
OG0005296	LOC115765638|XP_030565150.1|DNOV	CCAP1982_LOCUS4538|CAD6995836.1|CCAP, CCAP1982_LOCUS4537|CAD6995835.1|CCAP
OG0005297	LOC115763391|XP_030561790.1|DNOV	CCAP1982_LOCUS9120|CAD7000646.1|CCAP
OG0005298	LOC115758587|XP_030555166.1|DNOV	CCAP1982_LOCUS7722|CAD6999186.1|CCAP
OG0005299	LOC115765050|XP_030564284.1|DNOV	CCAP1982_LOCUS2494|CAD6993688.1|CCAP
OG0005301	LOC115759853|XP_030556810.1|DNOV	CCAP1982_LOCUS5707|CAD6997053.1|CCAP
OG0005302	LOC115764252|XP_030563034.1|DNOV	CCAP1982_LOCUS21449|CAD7013384.1|CCAP
OG0005303	LOC115758708|XP_030555317.1|DNOV	CCAP1982_LOCUS8117|CAD6999594.1|CCAP
OG0005304	LOC115759223|XP_030555978.1|DNOV	CCAP1982_LOCUS9053|CAD7000579.1|CCAP
OG0005305	LOC115762158|XP_030560132.1|DNOV	CCAP1982_LOCUS21720|CAD7013678.1|CCAP
OG0005306	LOC115759243|XP_030556002.1|DNOV	CCAP1982_LOCUS7897|CAD6999370.1|CCAP
OG0005307	LOC115758826|XP_030555464.1|DNOV	CCAP1982_LOCUS7074|CAD6998480.1|CCAP
OG0005308	LOC115758707|XP_030555316.1|DNOV	CCAP1982_LOCUS7069|CAD6998474.1|CCAP
OG0005310	LOC115759847|XP_030556802.1|DNOV	CCAP1982_LOCUS8824|CAD7000341.1|CCAP
OG0005311	LOC115765483|XP_030564934.1|DNOV	CCAP1982_LOCUS8254|CAD6999728.1|CCAP
OG0005312	LOC115758441|XP_030554956.1|DNOV	CCAP1982_LOCUS8445|CAD6999934.1|CCAP
OG0005313	LOC115759898|XP_030556874.1|DNOV	CCAP1982_LOCUS5701|CAD6997044.1|CCAP
OG0005314	LOC115759710|XP_030556570.1|DNOV	CCAP1982_LOCUS8033|CAD6999508.1|CCAP
OG0005315	LOC115765887|XP_030565488.1|DNOV	CCAP1982_LOCUS8014|CAD6999490.1|CCAP
OG0005316	LOC115762270|XP_030560291.1|DNOV	CCAP1982_LOCUS21719|CAD7013677.1|CCAP
OG0005317	LOC115759008|XP_030555676.1|DNOV	CCAP1982_LOCUS7888|CAD6999361.1|CCAP
OG0005318	LOC115759354|XP_030556136.1|DNOV	CCAP1982_LOCUS5575|CAD6996902.1|CCAP
OG0005319	LOC115759178|XP_030555913.1|DNOV	CCAP1982_LOCUS5351|CAD6996667.1|CCAP
OG0005321	LOC115765469|XP_030564908.1|DNOV	CCAP1982_LOCUS7428|CAD6998881.1|CCAP
OG0005322	LOC115759851|XP_030556807.1|DNOV	CCAP1982_LOCUS7811|CAD6999282.1|CCAP
OG0005324	LOC115758832|XP_030555469.1|DNOV	CCAP1982_LOCUS7732|CAD6999196.1|CCAP
OG0005325	LOC115763517|XP_030561979.1|DNOV	CCAP1982_LOCUS20862|CAD7012758.1|CCAP
OG0005326	LOC115759336|XP_030556114.1|DNOV	CCAP1982_LOCUS7735|CAD6999201.1|CCAP
OG0005327	LOC115763036|XP_030561309.1|DNOV	CCAP1982_LOCUS5383|CAD6996699.1|CCAP
OG0005328	LOC115771598|XP_030573213.1|DNOV	CCAP1982_LOCUS13036|CAD7004641.1|CCAP
OG0005329	LOC115770382|XP_030571490.1|DNOV	CCAP1982_LOCUS13268|CAD7004884.1|CCAP, CCAP1982_LOCUS13258|CAD7004873.1|CCAP
