Orthogroup	DNOV.longest_only	AAEG.longest_only
OG0004286	LOC115765972|XP_030565590.1|DNOV	LOC5573027|XP_001660678.1|AAEG
OG0004287	LOC115767765|XP_030567950.1|DNOV	LOC5575478|XP_021704121.1|AAEG
OG0004288	LOC115765954|XP_030565566.1|DNOV	LOC5575482|XP_001661998.1|AAEG
OG0004289	LOC115770010|XP_030570919.1|DNOV	LOC5570561|XP_021708902.1|AAEG
OG0004290	LOC115760827|XP_030558211.1|DNOV	LOC5572995|XP_001654323.2|AAEG
OG0004291	LOC115757812|XP_030554098.1|DNOV	LOC5579041|XP_001657235.1|AAEG
OG0004292	LOC115770993|XP_030572346.1|DNOV	LOC5579044|XP_001657237.1|AAEG
OG0004293	LOC115771410|XP_030572971.1|DNOV	LOC5579046|XP_001657241.1|AAEG
OG0004294	LOC115770467|XP_030571603.1|DNOV	LOC5567940|XP_001657765.2|AAEG
OG0004295	LOC115770093|XP_030571059.1|DNOV	LOC5567935|XP_021710776.1|AAEG, LOC110680813|XP_021712282.1|AAEG
OG0004296	LOC115770108|XP_030571085.1|DNOV	LOC5567945|XP_001657756.2|AAEG
OG0004297	LOC115758104|XP_030554487.1|DNOV	LOC5576246|XP_021705485.1|AAEG
OG0004298	LOC115771706|XP_030573389.1|DNOV	LOC5576239|XP_001656017.2|AAEG
OG0004299	LOC115758114|XP_030554504.1|DNOV	LOC5576237|XP_021709188.1|AAEG
OG0004300	LOC115757843|XP_030554137.1|DNOV	LOC5568393|XP_001658037.1|AAEG
OG0004301	LOC115770987|XP_030572338.1|DNOV	LOC5568392|XP_021711934.1|AAEG, LOC5568379|XP_021705859.1|AAEG
OG0004302	LOC115767497|XP_030567666.1|DNOV	LOC5566609|XP_001651006.2|AAEG
OG0004303	LOC115758167|XP_030554568.1|DNOV	LOC5566596|XP_001650993.1|AAEG
OG0004304	LOC115767433|XP_030567585.1|DNOV	LOC5566594|XP_021705105.1|AAEG
OG0004305	LOC115764547|XP_030563522.1|DNOV	LOC5566589|XP_021709067.1|AAEG
OG0004306	LOC115757821|XP_030554105.1|DNOV	LOC5563915|XP_001648221.2|AAEG
OG0004307	LOC115758191|XP_030554594.1|DNOV, LOC115758110|XP_030554494.1|DNOV	LOC5563913|XP_001648213.2|AAEG
OG0004308	LOC115764809|XP_030563920.1|DNOV	LOC5563900|XP_021708791.1|AAEG
OG0004309	LOC115770981|XP_030572311.1|DNOV	LOC5567500|XP_001651798.1|AAEG
OG0004310	LOC115764498|XP_030563446.1|DNOV	LOC5571126|XP_021709267.1|AAEG
OG0004311	LOC115770070|XP_030571030.1|DNOV	LOC5574767|XP_021705247.1|AAEG
OG0004312	LOC115757905|XP_030554215.1|DNOV	LOC5578343|XP_001656912.2|AAEG
OG0004313	LOC115767437|XP_030567591.1|DNOV	LOC5578342|XP_001656911.2|AAEG
OG0004314	LOC115766515|XP_030566338.1|DNOV	LOC5573755|XP_021708369.1|AAEG
OG0004315	LOC115758020|XP_030554384.1|DNOV	LOC5573753|XP_001654781.1|AAEG
OG0004316	LOC115763988|XP_030562665.1|DNOV	LOC5573752|XP_001654780.2|AAEG
OG0004317	LOC115757988|XP_030554338.1|DNOV	LOC5573747|XP_001654775.2|AAEG
OG0004318	LOC115757796|XP_030554070.1|DNOV	LOC5573737|XP_001654763.2|AAEG
OG0004319	LOC115764529|XP_030563487.1|DNOV	LOC5579653|XP_001648127.2|AAEG
OG0004320	LOC115761190|XP_030558721.1|DNOV	LOC5572221|XP_021710698.1|AAEG
OG0004321	LOC115763516|XP_030561977.1|DNOV	LOC5577235|XP_001656341.1|AAEG
OG0004322	LOC115761277|XP_030558854.1|DNOV	LOC5577233|XP_021705236.1|AAEG
OG0004323	LOC115765834|XP_030565418.1|DNOV	LOC5564723|XP_001649078.2|AAEG
OG0004324	LOC115765945|XP_030565551.1|DNOV	LOC5564731|XP_001649076.2|AAEG
OG0004325	LOC115758118|XP_030554534.1|DNOV	LOC5564726|XP_001649070.1|AAEG
OG0004326	LOC115758117|XP_030554533.1|DNOV	LOC5565490|XP_021705968.1|AAEG
OG0004327	LOC115767787|XP_030567975.1|DNOV, LOC115768496|XP_030568942.1|DNOV	LOC5576927|XP_021709153.1|AAEG
OG0004328	LOC115760558|XP_030557824.1|DNOV	LOC5576937|XP_001656299.2|AAEG
OG0004329	LOC115761055|XP_030558535.1|DNOV	LOC5575771|XP_021704796.1|AAEG
OG0004330	LOC115765563|XP_030565069.1|DNOV	LOC5573068|XP_001654399.1|AAEG
OG0004331	LOC115763238|XP_030561578.1|DNOV	LOC5573062|XP_001654385.2|AAEG
OG0004332	LOC115759863|XP_030556830.1|DNOV	LOC110680936|XP_021712409.1|AAEG, LOC5577487|XP_001663405.1|AAEG
OG0004333	LOC115760325|XP_030557470.1|DNOV	LOC5570999|XP_001653427.2|AAEG
OG0004334	LOC115759080|XP_030555772.1|DNOV	LOC5570998|XP_021706986.1|AAEG
OG0004335	LOC115760352|XP_030557505.1|DNOV	LOC5571005|XP_001653434.1|AAEG
OG0004336	LOC115761832|XP_030559640.1|DNOV	LOC5571009|XP_001653438.1|AAEG
OG0004337	LOC115758327|XP_030554756.1|DNOV	LOC5571011|XP_001653441.1|AAEG
OG0004338	LOC115769606|XP_030570359.1|DNOV	LOC5571016|XP_021710932.1|AAEG
OG0004339	LOC115757979|XP_030554324.1|DNOV	LOC5575074|XP_001661812.1|AAEG
OG0004340	LOC115757968|XP_030554312.1|DNOV	LOC5575075|XP_021707755.1|AAEG
OG0004341	LOC115766576|XP_030566421.1|DNOV	LOC5575082|XP_001661804.1|AAEG
OG0004342	LOC115764523|XP_030563481.1|DNOV	LOC5578878|XP_001664087.2|AAEG
OG0004343	LOC115764497|XP_030563444.1|DNOV	LOC5576142|XP_021710000.1|AAEG
OG0004344	LOC115764570|XP_030563559.1|DNOV	LOC5565029|XP_021706847.1|AAEG
OG0004345	LOC115758960|XP_030555622.1|DNOV	LOC110680778|XP_021712254.1|AAEG, LOC5567131|XP_001651557.2|AAEG
OG0004346	LOC115758019|XP_030554382.1|DNOV	LOC23687601|XP_021708563.1|AAEG
OG0004347	LOC115758016|XP_030554375.1|DNOV	LOC5570985|XP_021706602.1|AAEG
OG0004348	LOC115758032|XP_030554405.1|DNOV	LOC5563928|XP_021705111.1|AAEG
OG0004349	LOC115771306|XP_030572809.1|DNOV	LOC5575390|XP_021705255.1|AAEG
OG0004350	LOC115764519|XP_030563478.1|DNOV	LOC5564296|XP_001648645.2|AAEG
OG0004351	LOC115757807|XP_030554084.1|DNOV	LOC5566763|XP_021704818.1|AAEG
OG0004352	LOC115764005|XP_030562685.1|DNOV	LOC5575284|XP_021706749.1|AAEG
OG0004353	LOC115765054|XP_030564288.1|DNOV, LOC115765052|XP_030564286.1|DNOV	LOC5575275|XP_001661881.1|AAEG
OG0004354	LOC115765048|XP_030564282.1|DNOV	LOC110679616|XP_021710599.1|AAEG
OG0004355	LOC115764690|XP_030563741.1|DNOV	LOC5575272|XP_021710551.1|AAEG
OG0004356	LOC115758220|XP_030554630.1|DNOV	LOC5573623|XP_001660945.1|AAEG
OG0004357	LOC115759190|XP_030555930.1|DNOV	LOC5571581|XP_021707500.1|AAEG
OG0004358	LOC115758034|XP_030554404.1|DNOV	LOC5563890|XP_021710388.1|AAEG
OG0004359	LOC115764470|XP_030563372.1|DNOV	LOC23687758|XP_021710910.1|AAEG
OG0004360	LOC115771516|XP_030573111.1|DNOV	LOC5573833|XP_001654863.1|AAEG
OG0004361	LOC115765774|XP_030565305.1|DNOV	LOC5573834|XP_001654860.1|AAEG
OG0004362	LOC115769530|XP_030570232.1|DNOV	LOC5573828|XP_001654855.1|AAEG
OG0004363	LOC115767570|XP_030567716.1|DNOV	LOC5574292|XP_001661342.2|AAEG
OG0004364	LOC115758202|XP_030554609.1|DNOV	LOC5563997|XP_001648319.1|AAEG
OG0004365	LOC115762966|XP_030561242.1|DNOV	LOC5578237|XP_021707309.1|AAEG
OG0004366	LOC115765896|XP_030565499.1|DNOV	LOC5577459|XP_001663392.2|AAEG
OG0004367	LOC115771425|XP_030572987.1|DNOV	LOC5571879|XP_001659989.1|AAEG
OG0004368	LOC115771456|XP_030573031.1|DNOV	LOC5568688|XP_001652513.1|AAEG
OG0004369	LOC115757982|XP_030554331.1|DNOV	LOC5568706|XP_021706493.1|AAEG
OG0004370	LOC115759784|XP_030556719.1|DNOV	LOC5568717|XP_021708349.1|AAEG
OG0004371	LOC115771313|XP_030572827.1|DNOV	LOC5563882|XP_001648196.1|AAEG
OG0004372	LOC115758076|XP_030554450.1|DNOV	LOC5563881|XP_021710919.1|AAEG
OG0004373	LOC115767475|XP_030567640.1|DNOV	LOC5570164|XP_021707207.1|AAEG
OG0004374	LOC115760793|XP_030558152.1|DNOV	LOC5573475|XP_021710389.1|AAEG
OG0004375	LOC115762786|XP_030560998.1|DNOV	LOC5566310|XP_001650681.1|AAEG
OG0004376	LOC115770080|XP_030571046.1|DNOV	LOC5569778|XP_021705044.1|AAEG
OG0004377	LOC115769388|XP_030570043.1|DNOV	LOC5574962|XP_001655433.2|AAEG
OG0004378	LOC115762853|XP_030561092.1|DNOV	LOC5578279|XP_021707175.1|AAEG
OG0004379	LOC115770762|XP_030572072.1|DNOV	LOC5574943|XP_001655409.1|AAEG
OG0004380	LOC115764484|XP_030563430.1|DNOV	LOC5567360|XP_021706163.1|AAEG
OG0004381	LOC115764924|XP_030564090.1|DNOV	LOC5567513|XP_021705031.1|AAEG
OG0004382	LOC115757817|XP_030554100.1|DNOV	LOC5580241|XP_001662429.2|AAEG
OG0004383	LOC115764580|XP_030563588.1|DNOV	LOC5580242|XP_021706185.1|AAEG
OG0004384	LOC115764582|XP_030563590.1|DNOV	LOC5580243|XP_001662427.1|AAEG
OG0004385	LOC115758211|XP_030554621.1|DNOV	LOC5575514|XP_001662018.2|AAEG
OG0004386	LOC115757854|XP_030554150.1|DNOV	LOC110677938|XP_021705671.1|AAEG
OG0004387	LOC115771391|XP_030572937.1|DNOV	LOC5572708|XP_021707118.1|AAEG
OG0004388	LOC115757887|XP_030554190.1|DNOV	LOC5572399|XP_021706232.1|AAEG, LOC110681466|XP_021712924.1|AAEG
OG0004389	LOC115769987|XP_030570914.1|DNOV	LOC5564812|XP_021709637.1|AAEG
OG0004390	LOC115769718|XP_030570506.1|DNOV, LOC115771304|XP_030572801.1|DNOV	LOC5575457|XP_001661976.2|AAEG
OG0004391	LOC115767482|XP_030567646.1|DNOV	LOC5576763|XP_021704246.1|AAEG
OG0004392	LOC115771494|XP_030573078.1|DNOV	LOC5565739|XP_001650089.2|AAEG
OG0004393	LOC115758541|XP_030555136.1|DNOV	LOC5565729|XP_021711015.1|AAEG
OG0004394	LOC115760821|XP_030558200.1|DNOV	LOC5565800|XP_021705217.1|AAEG
OG0004395	LOC115757930|XP_030554256.1|DNOV	LOC5571030|XP_021706993.1|AAEG
OG0004396	LOC115758030|XP_030554399.1|DNOV	LOC5571027|XP_021710560.1|AAEG
OG0004397	LOC115758103|XP_030554490.1|DNOV	LOC5571026|XP_001659457.2|AAEG
OG0004398	LOC115758014|XP_030554373.1|DNOV	LOC5569798|XP_021708089.1|AAEG
OG0004399	LOC115761091|XP_030558573.1|DNOV	LOC5569795|XP_021709369.1|AAEG
OG0004400	LOC115759464|XP_030556258.1|DNOV	LOC5572188|XP_001660281.2|AAEG
OG0004401	LOC115758232|XP_030554644.1|DNOV	LOC5574786|XP_001655345.2|AAEG
OG0004402	LOC115758499|XP_030555046.1|DNOV	LOC5574782|XP_001655339.1|AAEG
OG0004403	LOC115769593|XP_030570379.1|DNOV	LOC5578353|XP_021706296.1|AAEG
OG0004404	LOC115767457|XP_030567618.1|DNOV	LOC5577779|XP_021710324.1|AAEG
OG0004405	LOC115770402|XP_030571520.1|DNOV	LOC5577768|XP_001663541.2|AAEG
OG0004406	LOC115770016|XP_030570928.1|DNOV	LOC5567242|XP_001651673.1|AAEG
OG0004407	LOC115764584|XP_030563593.1|DNOV	LOC5567239|XP_021707680.1|AAEG
OG0004408	LOC115771529|XP_030573126.1|DNOV	LOC5567209|XP_001651638.2|AAEG
OG0004409	LOC115766740|XP_030566565.1|DNOV	LOC5571204|XP_021706286.1|AAEG
OG0004410	LOC115767417|XP_030567553.1|DNOV	LOC5571908|XP_021706697.1|AAEG
OG0004411	LOC115771584|XP_030573204.1|DNOV	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG
OG0004412	LOC115771583|XP_030573203.1|DNOV	LOC5574815|XP_001655375.2|AAEG
OG0004413	LOC115760559|XP_030557828.1|DNOV	LOC5574813|XP_021709590.1|AAEG
OG0004414	LOC115758040|XP_030554417.1|DNOV	LOC5577739|XP_021707423.1|AAEG
OG0004415	LOC115767959|XP_030568253.1|DNOV	LOC5579102|XP_021710240.1|AAEG
OG0004416	LOC115760967|XP_030558425.1|DNOV	LOC5579113|XP_021711273.1|AAEG
OG0004417	LOC115761888|XP_030559751.1|DNOV	LOC5579115|XP_001657314.2|AAEG
OG0004418	LOC115758031|XP_030554401.1|DNOV	LOC5579118|XP_021709717.1|AAEG
OG0004419	LOC115764444|XP_030563314.1|DNOV	LOC5579127|XP_021704838.1|AAEG
OG0004420	LOC115764488|XP_030563436.1|DNOV	LOC5572081|XP_001660163.1|AAEG
OG0004421	LOC115769847|XP_030570685.1|DNOV	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG
OG0004422	LOC115769921|XP_030570806.1|DNOV	LOC5566059|XP_021707681.1|AAEG
OG0004423	LOC115758214|XP_030554626.1|DNOV	LOC5578083|XP_001656777.2|AAEG
OG0004424	LOC115757900|XP_030554206.1|DNOV	LOC5578110|XP_021708269.1|AAEG
OG0004425	LOC115770060|XP_030571015.1|DNOV	LOC5578114|XP_001656812.2|AAEG
OG0004426	LOC115770222|XP_030571283.1|DNOV	LOC5578116|XP_001656814.2|AAEG
OG0004427	LOC115770304|XP_030571399.1|DNOV	LOC5580211|XP_001662069.2|AAEG
OG0004428	LOC115761594|XP_030559249.1|DNOV	LOC5580215|XP_021708529.1|AAEG
OG0004429	LOC115765938|XP_030565544.1|DNOV	LOC110678383|XP_021706892.1|AAEG
OG0004430	LOC115771569|XP_030573182.1|DNOV	LOC5574076|XP_021709995.1|AAEG
OG0004431	LOC115761525|XP_030559156.1|DNOV	LOC110677852|XP_021705245.1|AAEG
OG0004432	LOC115761524|XP_030559155.1|DNOV	LOC5566901|XP_021706801.1|AAEG
OG0004433	LOC115769072|XP_030569645.1|DNOV	LOC5566873|XP_021704683.1|AAEG
OG0004434	LOC115758012|XP_030554369.1|DNOV	LOC5566864|XP_001651292.1|AAEG
OG0004435	LOC115767455|XP_030567616.1|DNOV	LOC5564592|XP_001648929.2|AAEG
OG0004436	LOC115764508|XP_030563462.1|DNOV	LOC5564596|XP_021704858.1|AAEG
OG0004437	LOC115764446|XP_030563316.1|DNOV	LOC5564587|XP_001648943.2|AAEG
OG0004438	LOC115757811|XP_030554094.1|DNOV	LOC5564581|XP_001648944.1|AAEG
OG0004439	LOC115758006|XP_030554363.1|DNOV	LOC5579921|XP_021705817.1|AAEG
OG0004440	LOC115767467|XP_030567632.1|DNOV	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG
OG0004441	LOC115760313|XP_030557460.1|DNOV	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG
OG0004442	LOC115757889|XP_030554194.1|DNOV	LOC5577284|XP_001663319.1|AAEG
OG0004443	LOC115771256|XP_030572727.1|DNOV	LOC5574180|XP_001661237.1|AAEG
OG0004444	LOC115764593|XP_030563605.1|DNOV	LOC5567491|XP_001657499.1|AAEG
OG0004445	LOC115760485|XP_030557693.1|DNOV	LOC5567474|XP_021708276.1|AAEG
OG0004446	LOC115765028|XP_030564251.1|DNOV	LOC5567473|XP_001657478.1|AAEG
OG0004447	LOC115764926|XP_030564096.1|DNOV	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG
OG0004448	LOC115768659|XP_030569228.1|DNOV	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG
OG0004449	LOC115767940|XP_030568177.1|DNOV	LOC5567464|XP_001657464.1|AAEG
OG0004450	LOC115757962|XP_030554302.1|DNOV	LOC5569725|XP_001652952.2|AAEG
OG0004451	LOC115757933|XP_030554261.1|DNOV	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG
OG0004452	LOC115767418|XP_030567554.1|DNOV	LOC5566540|XP_001650935.1|AAEG
OG0004453	LOC115757878|XP_030554178.1|DNOV	LOC5566539|XP_021708933.1|AAEG
OG0004454	LOC115761882|XP_030559744.1|DNOV	LOC5568974|XP_001652628.1|AAEG
OG0004455	LOC115766619|XP_030566473.1|DNOV	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG
OG0004456	LOC115768175|XP_030568537.1|DNOV	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG
OG0004457	LOC115768502|XP_030568951.1|DNOV	LOC5568952|XP_001652622.1|AAEG
OG0004458	LOC115768301|XP_030568709.1|DNOV	LOC5568949|XP_021709778.1|AAEG
OG0004459	LOC115770553|XP_030571725.1|DNOV	LOC5568954|XP_021709787.1|AAEG
OG0004460	LOC115771099|XP_030572518.1|DNOV	LOC5571614|XP_001659809.1|AAEG
OG0004461	LOC115770457|XP_030571595.1|DNOV	LOC5565429|XP_021710321.1|AAEG
OG0004462	LOC115771586|XP_030573209.1|DNOV	LOC5565421|XP_001649776.1|AAEG
OG0004463	LOC115771403|XP_030572959.1|DNOV	LOC5565436|XP_021706597.1|AAEG
OG0004464	LOC115770320|XP_030571417.1|DNOV	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG
OG0004465	LOC115760158|XP_030557230.1|DNOV	LOC5565418|XP_001649762.2|AAEG
OG0004466	LOC115771395|XP_030572941.1|DNOV	LOC110679619|XP_021710611.1|AAEG
OG0004467	LOC115770083|XP_030571053.1|DNOV	LOC5567897|XP_021710633.1|AAEG
OG0004468	LOC115770079|XP_030571045.1|DNOV	LOC5567895|XP_001651932.2|AAEG
OG0004469	LOC115769848|XP_030570689.1|DNOV	LOC5567889|XP_001651924.1|AAEG
OG0004470	LOC115758493|XP_030555034.1|DNOV	LOC5576330|XP_021711018.1|AAEG
OG0004471	LOC115761271|XP_030558844.1|DNOV	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG
OG0004472	LOC115758248|XP_030554663.1|DNOV	LOC5566694|XP_001651102.1|AAEG
OG0004473	LOC115758039|XP_030554413.1|DNOV	LOC5566690|XP_001651097.2|AAEG
OG0004474	LOC115758037|XP_030554411.1|DNOV	LOC5566689|XP_001651096.1|AAEG
OG0004475	LOC115767474|XP_030567639.1|DNOV	LOC5566686|XP_001651093.2|AAEG
OG0004476	LOC115759062|XP_030555749.1|DNOV	LOC110679862|XP_021711515.1|AAEG
OG0004477	LOC115757983|XP_030554332.1|DNOV	LOC5573219|XP_001654429.1|AAEG
OG0004478	LOC115757955|XP_030554290.1|DNOV	LOC5573207|XP_021704335.1|AAEG
OG0004479	LOC115762523|XP_030560647.1|DNOV	LOC110681240|XP_021712701.1|AAEG
OG0004480	LOC115765414|XP_030564819.1|DNOV	LOC110681364|XP_021712803.1|AAEG
OG0004481	LOC115766052|XP_030565735.1|DNOV	LOC110681382|XP_021712816.1|AAEG
OG0004504	LOC115760376|XP_030557530.1|DNOV	LOC5575837|XP_001655863.1|AAEG
OG0004505	LOC115764749|XP_030563828.1|DNOV	LOC5579632|XP_021694457.1|AAEG
OG0004506	LOC115759421|XP_030556178.1|DNOV	LOC5574745|XP_021694464.1|AAEG
OG0004507	LOC115763986|XP_030562659.1|DNOV	LOC5574527|XP_001655179.1|AAEG
OG0004508	LOC115764145|XP_030562881.1|DNOV	LOC5572379|XP_021694488.1|AAEG
OG0004509	LOC115767363|XP_030567484.1|DNOV	LOC5572030|XP_001660135.1|AAEG
OG0004510	LOC115768212|XP_030568584.1|DNOV	LOC5579816|XP_001651046.2|AAEG
OG0004511	LOC115771709|XP_030573388.1|DNOV	LOC5579824|XP_021694545.1|AAEG
OG0004512	LOC115766794|XP_030566675.1|DNOV	LOC5574317|XP_021694571.1|AAEG
OG0004513	LOC115766787|XP_030566663.1|DNOV	LOC5574321|XP_021694582.1|AAEG
OG0004514	LOC115766772|XP_030566643.1|DNOV	LOC5574326|XP_021694590.1|AAEG
OG0004515	LOC115765186|XP_030564474.1|DNOV	LOC5569465|XP_001658550.2|AAEG
OG0004516	LOC115767325|XP_030567427.1|DNOV	LOC5569464|XP_021694638.1|AAEG
OG0004517	LOC115766483|XP_030566305.1|DNOV	LOC5569470|XP_021694657.1|AAEG
OG0004518	LOC115768104|XP_030568456.1|DNOV	LOC110680850|XP_021712338.1|AAEG
OG0004519	LOC115764223|XP_030562997.1|DNOV	LOC5574648|XP_001661570.1|AAEG
OG0004520	LOC115766263|XP_030565983.1|DNOV	LOC5564255|XP_021694700.1|AAEG
OG0004521	LOC115762438|XP_030560494.1|DNOV	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG
OG0004522	LOC115767284|XP_030567375.1|DNOV	LOC5574723|XP_001655305.2|AAEG
OG0004523	LOC115765032|XP_030564254.1|DNOV	LOC110674766|XP_021694740.1|AAEG
OG0004524	LOC115767592|XP_030567745.1|DNOV	LOC5578731|XP_001664033.2|AAEG
OG0004525	LOC115765196|XP_030564490.1|DNOV	LOC5568128|XP_021694758.1|AAEG
OG0004526	LOC115768229|XP_030568616.1|DNOV	LOC23687941|XP_021694763.1|AAEG
OG0004527	LOC115767799|XP_030567990.1|DNOV	LOC5567108|XP_001651487.2|AAEG
OG0004528	LOC115764276|XP_030563062.1|DNOV	LOC5575264|XP_001661860.2|AAEG
OG0004529	LOC115768794|XP_030569350.1|DNOV	LOC5565679|XP_021694863.1|AAEG
OG0004530	LOC115765203|XP_030564501.1|DNOV	LOC5580068|XP_001654806.1|AAEG
OG0004531	LOC115765064|XP_030564298.1|DNOV	LOC5564914|XP_021694894.1|AAEG
OG0004532	LOC115766350|XP_030566108.1|DNOV	LOC5568333|XP_021694949.1|AAEG
OG0004533	LOC115767397|XP_030567520.1|DNOV	LOC5564957|XP_021694959.1|AAEG
OG0004534	LOC115765276|XP_030564626.1|DNOV	LOC5564713|XP_001649058.1|AAEG
OG0004535	LOC115762927|XP_030561167.1|DNOV	LOC23687526|XP_011493242.2|AAEG
OG0004536	LOC115764256|XP_030563035.1|DNOV, LOC115764286|XP_030563077.1|DNOV	LOC110681352|XP_021712793.1|AAEG, LOC5573415|XP_021694995.1|AAEG
OG0004537	LOC115767402|XP_030567527.1|DNOV	LOC5571743|XP_021695000.1|AAEG
OG0004538	LOC115762043|XP_030559973.1|DNOV	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG
OG0004539	LOC115771924|XP_030573682.1|DNOV	LOC5565195|XP_021695035.1|AAEG
OG0004540	LOC115767732|XP_030567903.1|DNOV	LOC23687659|XP_021695141.1|AAEG
OG0004541	LOC115757978|XP_030554319.1|DNOV	LOC5573039|XP_021693893.1|AAEG
OG0004542	LOC115764378|XP_030563200.1|DNOV	LOC5573038|XP_021694038.1|AAEG
OG0004543	LOC115768260|XP_030568649.1|DNOV	LOC5566240|XP_021696109.1|AAEG
OG0004544	LOC115768153|XP_030568508.1|DNOV	LOC5579000|XP_021696361.1|AAEG
OG0004545	LOC115761362|XP_030558970.1|DNOV	LOC5578998|XP_021696983.1|AAEG
OG0004546	LOC115760848|XP_030558260.1|DNOV	LOC5565022|XP_001649363.2|AAEG
OG0004547	LOC115766908|XP_030566846.1|DNOV	LOC5566769|XP_021701100.1|AAEG
OG0004548	LOC115765145|XP_030564410.1|DNOV	LOC5573521|XP_001660918.2|AAEG, LOC110677080|XP_021703454.1|AAEG
OG0004549	LOC115768777|XP_030569329.1|DNOV	LOC110677788|XP_021705001.1|AAEG, LOC5569935|XP_021703073.1|AAEG
OG0004550	LOC115769020|XP_030569590.1|DNOV	LOC5574019|XP_021707312.1|AAEG
OG0004551	LOC115772051|XP_030573856.1|DNOV	LOC5574022|XP_001661113.1|AAEG
OG0004552	LOC115768569|XP_030569053.1|DNOV	LOC5574015|XP_021707866.1|AAEG
OG0004553	LOC115770982|XP_030572313.1|DNOV	LOC5574011|XP_001661096.2|AAEG
OG0004554	LOC115767870|XP_030568090.1|DNOV	LOC5564969|XP_021710730.1|AAEG
OG0004555	LOC115767869|XP_030568089.1|DNOV	LOC5571988|XP_021711427.1|AAEG, LOC5571990|XP_021711075.1|AAEG
OG0004556	LOC115764263|XP_030563045.1|DNOV	LOC5571980|XP_021712418.1|AAEG
OG0004557	LOC115768435|XP_030568853.1|DNOV	LOC110674264|XP_021694224.1|AAEG, LOC110681295|XP_021712772.1|AAEG
OG0004558	LOC115765394|XP_030564784.1|DNOV	LOC5576062|XP_001648485.2|AAEG
OG0004559	LOC115764615|XP_030563633.1|DNOV	LOC5573489|XP_021713360.1|AAEG
OG0004560	LOC115760372|XP_030557529.1|DNOV	LOC5580021|XP_021692916.1|AAEG
OG0004561	LOC115771904|XP_030573653.1|DNOV	LOC5569126|XP_021692967.1|AAEG
OG0004562	LOC115771879|XP_030573624.1|DNOV	LOC5578654|XP_021693017.1|AAEG
OG0004563	LOC115772114|XP_030573946.1|DNOV	LOC5578653|XP_021693083.1|AAEG
OG0004564	LOC115763894|XP_030562532.1|DNOV	LOC5578652|XP_001663993.2|AAEG
OG0004565	LOC115771793|XP_030573523.1|DNOV	LOC5570121|XP_001653102.2|AAEG
OG0004566	LOC115765310|XP_030564668.1|DNOV	LOC5578310|XP_001656894.2|AAEG
OG0004567	LOC115768159|XP_030568513.1|DNOV	LOC23687938|XP_021693199.1|AAEG
OG0004568	LOC115768453|XP_030568874.1|DNOV	LOC5570106|XP_001653086.2|AAEG
OG0004569	LOC115761719|XP_030559457.1|DNOV	LOC5564358|XP_021693444.1|AAEG
OG0004570	LOC115765370|XP_030564757.1|DNOV	LOC5570746|XP_021693650.1|AAEG
OG0004571	LOC115767013|XP_030566996.1|DNOV	LOC5564999|XP_021693979.1|AAEG
OG0004572	LOC115760111|XP_030557164.1|DNOV	LOC5572390|XP_001654043.1|AAEG
OG0004573	LOC115761666|XP_030559372.1|DNOV	LOC5578624|XP_021694888.1|AAEG
OG0004574	LOC115768915|XP_030569505.1|DNOV	LOC5569556|XP_001658619.1|AAEG
OG0004575	LOC115768922|XP_030569518.1|DNOV	LOC5569562|XP_021695176.1|AAEG
OG0004576	LOC115759505|XP_030556306.1|DNOV	LOC5569566|XP_001658629.1|AAEG
OG0004577	LOC115761595|XP_030559252.1|DNOV	LOC5578887|XP_001664093.2|AAEG
OG0004578	LOC115771315|XP_030572834.1|DNOV	LOC5574245|XP_001661298.1|AAEG
OG0004579	LOC115759105|XP_030555804.1|DNOV	LOC5574250|XP_001661305.2|AAEG
OG0004580	LOC115761752|XP_030559513.1|DNOV	LOC5574256|XP_021695770.1|AAEG
OG0004581	LOC115764168|XP_030562912.1|DNOV	LOC5569921|XP_021695776.1|AAEG
OG0004582	LOC115757658|XP_030553831.1|DNOV	LOC5569918|XP_001658818.2|AAEG
OG0004583	LOC115765326|XP_030564687.1|DNOV	LOC5576026|XP_021695931.1|AAEG
OG0004584	LOC115757848|XP_030554143.1|DNOV	LOC5576023|XP_021695966.1|AAEG
OG0004585	LOC115764948|XP_030564129.1|DNOV	LOC5566490|XP_021696180.1|AAEG
