Orthogroup	DNOV.longest_only	CPIP.longest_only
OG0005258	LOC115762989|XP_030561234.1|DNOV	LOC120413542|XP_039430354.1|CPIP
OG0005259	LOC115769167|XP_030569726.1|DNOV	LOC120413545|XP_039430359.1|CPIP
OG0005260	LOC115769169|XP_030569732.1|DNOV	LOC120413560|XP_039430373.1|CPIP
OG0005261	LOC115763144|XP_030561454.1|DNOV	LOC120413537|XP_039430346.1|CPIP
OG0005262	LOC115759903|XP_030556885.1|DNOV	LOC120421103|XP_039440183.1|CPIP
OG0005263	LOC115763442|XP_030561867.1|DNOV	LOC120413586|XP_039430415.1|CPIP
OG0005264	LOC115772130|XP_030573971.1|DNOV	LOC120413587|XP_039430419.1|CPIP
OG0005265	LOC115769163|XP_030569719.1|DNOV	LOC120413588|XP_039430421.1|CPIP
OG0005266	LOC115763316|XP_030561672.1|DNOV	LOC120420136|XP_039439025.1|CPIP
OG0005267	LOC115758890|XP_030555546.1|DNOV	LOC120422937|XP_039442453.1|CPIP
OG0005268	LOC115758887|XP_030555542.1|DNOV	LOC120422741|XP_039442219.1|CPIP
OG0005269	LOC115763404|XP_030561814.1|DNOV	LOC120422916|XP_039442424.1|CPIP
OG0005270	LOC115758920|XP_030555579.1|DNOV	LOC120423189|XP_039442826.1|CPIP
OG0005271	LOC115759144|XP_030555855.1|DNOV	LOC120422309|XP_039441634.1|CPIP
OG0005272	LOC115758338|XP_030554772.1|DNOV	LOC120422971|XP_039442501.1|CPIP
OG0005273	LOC115759325|XP_030556097.1|DNOV	LOC120414084|XP_039431040.1|CPIP
OG0005274	LOC115759258|XP_030556018.1|DNOV	LOC120414062|XP_039431017.1|CPIP
OG0005275	LOC115768661|XP_030569201.1|DNOV	LOC120414058|XP_039431009.1|CPIP
OG0005276	LOC115760317|XP_030557465.1|DNOV	LOC120414081|XP_039431036.1|CPIP
OG0005277	LOC115759919|XP_030556914.1|DNOV	LOC120414096|XP_039431053.1|CPIP
OG0005278	LOC115762157|XP_030560131.1|DNOV	LOC120414093|XP_039431051.1|CPIP
OG0005279	LOC115758683|XP_030555284.1|DNOV	LOC120414100|XP_039431057.1|CPIP
OG0005280	LOC115765951|XP_030565560.1|DNOV	LOC120424092|XP_039444040.1|CPIP
OG0005281	LOC115759112|XP_030555814.1|DNOV	LOC120420594|XP_039439604.1|CPIP
OG0005282	LOC115765661|XP_030565179.1|DNOV	LOC120429865|XP_039450873.1|CPIP, LOC120413580|XP_039430400.1|CPIP
OG0005283	LOC115764816|XP_030563924.1|DNOV	LOC120429869|XP_039450880.1|CPIP, LOC120413620|XP_039430460.1|CPIP
OG0005284	LOC115765948|XP_030565555.1|DNOV	LOC120413611|XP_039430448.1|CPIP
OG0005285	LOC115765952|XP_030565561.1|DNOV	LOC120413622|XP_039430464.1|CPIP
OG0005286	LOC115766010|XP_030565641.1|DNOV	LOC120413585|XP_039430412.1|CPIP
OG0005287	LOC115766009|XP_030565638.1|DNOV	LOC120413617|XP_039430457.1|CPIP
OG0005288	LOC115759917|XP_030556911.1|DNOV	LOC120420134|XP_039439020.1|CPIP
OG0005289	LOC115760060|XP_030557099.1|DNOV	LOC120420147|XP_039439039.1|CPIP
OG0005290	LOC115759410|XP_030556161.1|DNOV	LOC120430578|XP_039451619.1|CPIP
OG0005291	LOC115763488|XP_030561939.1|DNOV	LOC120422712|XP_039442174.1|CPIP
OG0005292	LOC115763333|XP_030561698.1|DNOV	LOC120422502|XP_039441894.1|CPIP
OG0005293	LOC115759292|XP_030556054.1|DNOV	LOC120423260|XP_039442929.1|CPIP
OG0005294	LOC115760091|XP_030557135.1|DNOV	LOC120422731|XP_039442207.1|CPIP
OG0005295	LOC115763487|XP_030561937.1|DNOV	LOC120423216|XP_039442862.1|CPIP
OG0005296	LOC115765638|XP_030565150.1|DNOV	LOC120414732|XP_039431971.1|CPIP
OG0005297	LOC115763391|XP_030561790.1|DNOV	LOC120414734|XP_039431978.1|CPIP
OG0005298	LOC115758587|XP_030555166.1|DNOV	LOC120424907|XP_039445134.1|CPIP
OG0005299	LOC115765050|XP_030564284.1|DNOV	LOC120422900|XP_039442398.1|CPIP
OG0005300	LOC115768142|XP_030568497.1|DNOV	LOC120422899|XP_039442397.1|CPIP
OG0005301	LOC115759853|XP_030556810.1|DNOV	LOC120417356|XP_039435294.1|CPIP
OG0005302	LOC115764252|XP_030563034.1|DNOV	LOC120417353|XP_039435290.1|CPIP
OG0005303	LOC115758708|XP_030555317.1|DNOV	LOC120413136|XP_039429775.1|CPIP
OG0005304	LOC115759223|XP_030555978.1|DNOV	LOC120413139|XP_039429780.1|CPIP
OG0005305	LOC115762158|XP_030560132.1|DNOV	LOC120431576|XP_039452622.1|CPIP
OG0005306	LOC115759243|XP_030556002.1|DNOV	LOC120424961|XP_039445249.1|CPIP
OG0005307	LOC115758826|XP_030555464.1|DNOV	LOC120424962|XP_039445250.1|CPIP
OG0005308	LOC115758707|XP_030555316.1|DNOV	LOC120416294|XP_039433944.1|CPIP
OG0005309	LOC115758819|XP_030555456.1|DNOV	LOC120416300|XP_039433953.1|CPIP
OG0005310	LOC115759847|XP_030556802.1|DNOV	LOC120416323|XP_039433979.1|CPIP
OG0005311	LOC115765483|XP_030564934.1|DNOV	LOC120416324|XP_039433980.1|CPIP
OG0005312	LOC115758441|XP_030554956.1|DNOV	LOC120416299|XP_039433952.1|CPIP
OG0005313	LOC115759898|XP_030556874.1|DNOV	LOC120413114|XP_039429755.1|CPIP
OG0005314	LOC115759710|XP_030556570.1|DNOV	LOC120413088|XP_039429728.1|CPIP
OG0005315	LOC115765887|XP_030565488.1|DNOV	LOC120413084|XP_039429723.1|CPIP
OG0005316	LOC115762270|XP_030560291.1|DNOV	LOC120413119|XP_039429762.1|CPIP
OG0005317	LOC115759008|XP_030555676.1|DNOV	LOC120413085|XP_039429725.1|CPIP
OG0005318	LOC115759354|XP_030556136.1|DNOV	LOC120413105|XP_039429745.1|CPIP
OG0005319	LOC115759178|XP_030555913.1|DNOV	LOC120428542|XP_039449508.1|CPIP
OG0005320	LOC115763210|XP_030561537.1|DNOV	LOC120428544|XP_039449510.1|CPIP
OG0005321	LOC115765469|XP_030564908.1|DNOV	LOC120418946|XP_039437418.1|CPIP
OG0005322	LOC115759851|XP_030556807.1|DNOV	LOC120427588|XP_039448404.1|CPIP
OG0005323	LOC115763305|XP_030561656.1|DNOV	LOC120428509|XP_039449459.1|CPIP
OG0005324	LOC115758832|XP_030555469.1|DNOV	LOC120428265|XP_039449196.1|CPIP
OG0005325	LOC115763517|XP_030561979.1|DNOV	LOC120428207|XP_039449121.1|CPIP
OG0005326	LOC115759336|XP_030556114.1|DNOV	LOC120427994|XP_039448893.1|CPIP
OG0005327	LOC115763036|XP_030561309.1|DNOV	LOC120428594|XP_039449554.1|CPIP
OG0005328	LOC115771598|XP_030573213.1|DNOV	LOC120425905|XP_039446458.1|CPIP
OG0005329	LOC115770382|XP_030571490.1|DNOV	LOC120425915|XP_039446469.1|CPIP
OG0005330	LOC115770380|XP_030571489.1|DNOV	LOC120425914|XP_039446468.1|CPIP
OG0005331	LOC115758891|XP_030555547.1|DNOV	LOC120414748|XP_039431998.1|CPIP
OG0005332	LOC115763240|XP_030561576.1|DNOV	LOC120414772|XP_039432020.1|CPIP
OG0005333	LOC115760270|XP_030557400.1|DNOV	LOC120429763|XP_039450750.1|CPIP
OG0005334	LOC115763928|XP_030562579.1|DNOV	LOC120430192|XP_039451207.1|CPIP
OG0005335	LOC115758242|XP_030554659.1|DNOV	LOC120427331|XP_039448114.1|CPIP
OG0005336	LOC115763207|XP_030561535.1|DNOV	LOC120427330|XP_039448113.1|CPIP
OG0005337	LOC115762016|XP_030559947.1|DNOV	LOC120424365|XP_039444394.1|CPIP
OG0005338	LOC115763342|XP_030561712.1|DNOV	LOC120418429|XP_039436742.1|CPIP
OG0005339	LOC115763279|XP_030561618.1|DNOV	LOC120418426|XP_039436738.1|CPIP
OG0005340	LOC115763380|XP_030561777.1|DNOV	LOC120418399|XP_039436707.1|CPIP
OG0005341	LOC115761548|XP_030559194.1|DNOV	LOC120418414|XP_039436728.1|CPIP
OG0005342	LOC115760063|XP_030557103.1|DNOV	LOC120418406|XP_039436716.1|CPIP
OG0005343	LOC115762413|XP_030560462.1|DNOV	LOC120418412|XP_039436724.1|CPIP
OG0005344	LOC115758090|XP_030554468.1|DNOV	LOC120420832|XP_039439887.1|CPIP
OG0005345	LOC115763541|XP_030562018.1|DNOV	LOC120420804|XP_039439859.1|CPIP
OG0005346	LOC115760174|XP_030557258.1|DNOV	LOC120420160|XP_039439062.1|CPIP
OG0005347	LOC115758489|XP_030555028.1|DNOV	LOC120420574|XP_039439591.1|CPIP
OG0005348	LOC115759719|XP_030556586.1|DNOV	LOC120419662|XP_039438363.1|CPIP
OG0005349	LOC115759747|XP_030556645.1|DNOV	LOC120420052|XP_039438900.1|CPIP
OG0005350	LOC115759260|XP_030556022.1|DNOV	LOC120420253|XP_039439184.1|CPIP
OG0005351	LOC115769647|XP_030570420.1|DNOV	LOC120420234|XP_039439160.1|CPIP
OG0005352	LOC115759724|XP_030556601.1|DNOV	LOC120420360|XP_039439298.1|CPIP
OG0005353	LOC115757879|XP_030554179.1|DNOV	LOC120420071|XP_039438932.1|CPIP
OG0005354	LOC115763278|XP_030561617.1|DNOV	LOC120420475|XP_039439450.1|CPIP
OG0005355	LOC115758380|XP_030554841.1|DNOV	LOC120420606|XP_039439620.1|CPIP
OG0005356	LOC115758389|XP_030554849.1|DNOV	LOC120420683|XP_039439716.1|CPIP
OG0005357	LOC115759027|XP_030555699.1|DNOV	LOC120420642|XP_039439658.1|CPIP
OG0005358	LOC115763285|XP_030561630.1|DNOV	LOC120420656|XP_039439683.1|CPIP
OG0005359	LOC115758112|XP_030554496.1|DNOV	LOC120427825|XP_039448687.1|CPIP
OG0005360	LOC115771430|XP_030572994.1|DNOV	LOC120428341|XP_039449277.1|CPIP
OG0005361	LOC115759877|XP_030556850.1|DNOV	LOC120427756|XP_039448603.1|CPIP
OG0005362	LOC115763406|XP_030561818.1|DNOV	LOC120428483|XP_039449431.1|CPIP
OG0005363	LOC115759076|XP_030555766.1|DNOV	LOC120429755|XP_039450737.1|CPIP
OG0005365	LOC115759900|XP_030556881.1|DNOV	LOC120424089|XP_039444037.1|CPIP
OG0005366	LOC115760299|XP_030557447.1|DNOV	LOC120420601|XP_039439608.1|CPIP
OG0005367	LOC115760298|XP_030557445.1|DNOV	LOC120421944|XP_039441184.1|CPIP
OG0005368	LOC115761873|XP_030559736.1|DNOV	LOC120421947|XP_039441191.1|CPIP
OG0005369	LOC115760257|XP_030557379.1|DNOV	LOC120421950|XP_039441194.1|CPIP
OG0005370	LOC115758807|XP_030555444.1|DNOV	LOC120421948|XP_039441192.1|CPIP
OG0005371	LOC115758677|XP_030555278.1|DNOV	LOC120421953|XP_039441198.1|CPIP
OG0005372	LOC115759499|XP_030556297.1|DNOV	LOC120423469|XP_039443228.1|CPIP
OG0005373	LOC115758460|XP_030554993.1|DNOV	LOC120422507|XP_039441896.1|CPIP
OG0005374	LOC115758554|XP_030555112.1|DNOV	LOC120415493|XP_039432996.1|CPIP
OG0005375	LOC115758553|XP_030555110.1|DNOV	LOC120415470|XP_039432964.1|CPIP
OG0005376	LOC115765879|XP_030565477.1|DNOV	LOC120415465|XP_039432953.1|CPIP
OG0005377	LOC115762789|XP_030561002.1|DNOV	LOC120416080|XP_039433691.1|CPIP
OG0005378	LOC115758874|XP_030555529.1|DNOV	LOC120419619|XP_039438297.1|CPIP
OG0005379	LOC115759048|XP_030555731.1|DNOV	LOC120420170|XP_039439073.1|CPIP
OG0005380	LOC115758998|XP_030555659.1|DNOV	LOC120420028|XP_039438865.1|CPIP
OG0005381	LOC115760116|XP_030557171.1|DNOV	LOC120425343|XP_039445770.1|CPIP
OG0005382	LOC115759157|XP_030555886.1|DNOV	LOC120425342|XP_039445769.1|CPIP
OG0005383	LOC115771077|XP_030572489.1|DNOV	LOC120412784|XP_039429305.1|CPIP
OG0005384	LOC115770835|XP_030572130.1|DNOV	LOC120423646|XP_039443453.1|CPIP
OG0005385	LOC115761862|XP_030559719.1|DNOV	LOC120430376|XP_039451409.1|CPIP
OG0005386	LOC115759309|XP_030556080.1|DNOV	LOC120423131|XP_039442745.1|CPIP
OG0005387	LOC115761791|XP_030559584.1|DNOV	LOC120423139|XP_039442753.1|CPIP
OG0005388	LOC115765916|XP_030565522.1|DNOV	LOC120420894|XP_039439949.1|CPIP
OG0005389	LOC115760196|XP_030557286.1|DNOV	LOC120424369|XP_039444399.1|CPIP
OG0005391	LOC115758437|XP_030554954.1|DNOV	LOC120415466|XP_039432958.1|CPIP
OG0005392	LOC115765466|XP_030564904.1|DNOV	LOC120415459|XP_039432947.1|CPIP
OG0005393	LOC115761539|XP_030559181.1|DNOV	LOC120415487|XP_039432988.1|CPIP
OG0005394	LOC115765506|XP_030564983.1|DNOV	LOC120419191|XP_039437795.1|CPIP
OG0005395	LOC115767705|XP_030567858.1|DNOV	LOC120419178|XP_039437771.1|CPIP
OG0005396	LOC115760341|XP_030557480.1|DNOV, LOC115759842|XP_030556796.1|DNOV	LOC120413569|XP_039430382.1|CPIP
OG0005397	LOC115759849|XP_030556805.1|DNOV	LOC120413572|XP_039430392.1|CPIP
OG0005398	LOC115767900|XP_030568132.1|DNOV	LOC120415972|XP_039433555.1|CPIP
OG0005399	LOC115761077|XP_030558555.1|DNOV	LOC120416801|XP_039434612.1|CPIP
OG0005400	LOC115760916|XP_030558347.1|DNOV	LOC120422510|XP_039441899.1|CPIP
OG0005401	LOC115760221|XP_030557334.1|DNOV	LOC120416097|XP_039433714.1|CPIP
OG0005402	LOC115759974|XP_030556986.1|DNOV	LOC120416067|XP_039433667.1|CPIP
OG0005403	LOC115759845|XP_030556800.1|DNOV	LOC120416107|XP_039433724.1|CPIP
OG0005404	LOC115759846|XP_030556801.1|DNOV	LOC120425034|XP_039445338.1|CPIP, LOC120416075|XP_039433678.1|CPIP
OG0005405	LOC115762194|XP_030560176.1|DNOV	LOC120416265|XP_039433903.1|CPIP
OG0005406	LOC115760797|XP_030558153.1|DNOV	LOC120416289|XP_039433937.1|CPIP
OG0005407	LOC115760757|XP_030558096.1|DNOV	LOC120426123|XP_039446761.1|CPIP
OG0005408	LOC115760081|XP_030557123.1|DNOV	LOC120427959|XP_039448847.1|CPIP
OG0005409	LOC115759249|XP_030556010.1|DNOV	LOC120426235|XP_039446905.1|CPIP
OG0005410	LOC115758333|XP_030554763.1|DNOV	LOC120419849|XP_039438621.1|CPIP
OG0005411	LOC115760679|XP_030558006.1|DNOV	LOC120419833|XP_039438601.1|CPIP
OG0005412	LOC115760983|XP_030558446.1|DNOV	LOC120419856|XP_039438627.1|CPIP
OG0005413	LOC115761033|XP_030558507.1|DNOV	LOC120427333|XP_039448117.1|CPIP
OG0005414	LOC115768184|XP_030568552.1|DNOV	LOC120430187|XP_039451201.1|CPIP
OG0005415	LOC115765084|XP_030564319.1|DNOV	LOC120412802|XP_039429331.1|CPIP, LOC120427601|XP_039448407.1|CPIP
OG0005416	LOC115760857|XP_030558269.1|DNOV	LOC120413506|XP_039430297.1|CPIP
OG0005417	LOC115759909|XP_030556894.1|DNOV	LOC120413546|XP_039430360.1|CPIP
OG0005418	LOC115763259|XP_030561597.1|DNOV	LOC120416603|XP_039434331.1|CPIP
OG0005419	LOC115763059|XP_030561345.1|DNOV	LOC120416608|XP_039434340.1|CPIP
OG0005420	LOC115759697|XP_030556557.1|DNOV	LOC120416878|XP_039434706.1|CPIP
OG0005421	LOC115759242|XP_030556001.1|DNOV	LOC120429030|XP_039450100.1|CPIP
OG0005422	LOC115765137|XP_030564395.1|DNOV	LOC120416019|XP_039433609.1|CPIP
OG0005423	LOC115760324|XP_030557469.1|DNOV	LOC120416770|XP_039434560.1|CPIP
OG0005424	LOC115762077|XP_030560029.1|DNOV	LOC120416773|XP_039434568.1|CPIP
OG0005425	LOC115766326|XP_030566077.1|DNOV	LOC120423458|XP_039443214.1|CPIP
OG0005426	LOC115765498|XP_030564971.1|DNOV	LOC120426936|XP_039447684.1|CPIP
OG0005427	LOC115763479|XP_030561925.1|DNOV	LOC120419850|XP_039438622.1|CPIP
OG0005428	LOC115758667|XP_030555266.1|DNOV	LOC120418602|XP_039436979.1|CPIP
OG0005429	LOC115758896|XP_030555552.1|DNOV	LOC120418619|XP_039436996.1|CPIP
OG0005430	LOC115758965|XP_030555628.1|DNOV	LOC120418614|XP_039436993.1|CPIP
OG0005431	LOC115759130|XP_030555835.1|DNOV	LOC120422779|XP_039442248.1|CPIP
OG0005432	LOC115758838|XP_030555479.1|DNOV	LOC120430857|XP_039451917.1|CPIP
OG0005433	LOC115761348|XP_030558957.1|DNOV	LOC120430854|XP_039451912.1|CPIP, LOC120431311|XP_039452378.1|CPIP
OG0005434	LOC115758911|XP_030555567.1|DNOV	LOC120428121|XP_039449040.1|CPIP
OG0005435	LOC115758837|XP_030555478.1|DNOV	LOC120428129|XP_039449045.1|CPIP, LOC120424572|XP_039444673.1|CPIP
OG0005436	LOC115758839|XP_030555480.1|DNOV	LOC120424571|XP_039444672.1|CPIP
OG0005437	LOC115764932|XP_030564102.1|DNOV	LOC120424556|XP_039444657.1|CPIP
OG0005438	LOC115765865|XP_030565455.1|DNOV	LOC120412790|XP_039429313.1|CPIP
OG0005439	LOC115761753|XP_030559514.1|DNOV	LOC120412822|XP_039429363.1|CPIP
OG0005440	LOC115759695|XP_030556553.1|DNOV	LOC120412793|XP_039429318.1|CPIP
OG0005441	LOC115758990|XP_030555652.1|DNOV	LOC120415706|XP_039433234.1|CPIP
OG0005442	LOC115759829|XP_030556781.1|DNOV	LOC120415708|XP_039433236.1|CPIP
OG0005443	LOC115763932|XP_030562586.1|DNOV	LOC120415702|XP_039433227.1|CPIP
OG0005444	LOC115758924|XP_030555582.1|DNOV	LOC120422039|XP_039441298.1|CPIP
OG0005445	LOC115759241|XP_030555999.1|DNOV	LOC120423095|XP_039442707.1|CPIP
OG0005446	LOC115759987|XP_030557001.1|DNOV	LOC120423098|XP_039442711.1|CPIP
OG0005447	LOC115765492|XP_030564957.1|DNOV	LOC120432457|XP_039453608.1|CPIP
OG0005448	LOC115762449|XP_030560511.1|DNOV	LOC120415562|XP_039433068.1|CPIP
OG0005449	LOC115768111|XP_030568475.1|DNOV	LOC120415537|XP_039433034.1|CPIP
OG0005450	LOC115771740|XP_030573427.1|DNOV	LOC120415547|XP_039433051.1|CPIP
OG0005451	LOC115760000|XP_030557017.1|DNOV	LOC120426583|XP_039447306.1|CPIP
OG0005452	LOC115761141|XP_030558664.1|DNOV	LOC120421131|XP_039440226.1|CPIP
OG0005453	LOC115766121|XP_030565801.1|DNOV	LOC120421141|XP_039440256.1|CPIP
OG0005455	LOC115763811|XP_030562423.1|DNOV	LOC120422384|XP_039441728.1|CPIP
OG0005456	LOC115763319|XP_030561679.1|DNOV	LOC120422409|XP_039441760.1|CPIP
OG0005457	LOC115763460|XP_030561893.1|DNOV	LOC120422402|XP_039441753.1|CPIP
OG0005458	LOC115758803|XP_030555438.1|DNOV	LOC120412474|XP_039428896.1|CPIP, LOC120418384|XP_039436697.1|CPIP
OG0005459	LOC115760047|XP_030557077.1|DNOV	LOC120432446|XP_039453598.1|CPIP
OG0005460	LOC115765960|XP_030565574.1|DNOV	LOC120423983|XP_039443914.1|CPIP
OG0005461	LOC115759148|XP_030555861.1|DNOV	LOC120415522|XP_039433013.1|CPIP
OG0005462	LOC115759153|XP_030555869.1|DNOV	LOC120415523|XP_039433014.1|CPIP
OG0005463	LOC115770478|XP_030571622.1|DNOV	LOC120415553|XP_039433060.1|CPIP
OG0005464	LOC115758593|XP_030555173.1|DNOV	LOC120415552|XP_039433059.1|CPIP
OG0005465	LOC115763614|XP_030562104.1|DNOV	LOC120415536|XP_039433031.1|CPIP
OG0005466	LOC115763500|XP_030561954.1|DNOV	LOC120423112|XP_039442724.1|CPIP
OG0005467	LOC115771882|XP_030573630.1|DNOV	LOC120424988|XP_039445292.1|CPIP
OG0005468	LOC115758322|XP_030554749.1|DNOV	LOC120425240|XP_039445608.1|CPIP
OG0005469	LOC115758574|XP_030555149.1|DNOV	LOC120413844|XP_039430733.1|CPIP
OG0005470	LOC115763546|XP_030562022.1|DNOV	LOC120413843|XP_039430732.1|CPIP
OG0005471	LOC115759867|XP_030556834.1|DNOV	LOC120413863|XP_039430760.1|CPIP
OG0005472	LOC115760326|XP_030557472.1|DNOV	LOC120413867|XP_039430768.1|CPIP
OG0005473	LOC115765867|XP_030565459.1|DNOV	LOC120413862|XP_039430759.1|CPIP
OG0005474	LOC115760086|XP_030557131.1|DNOV	LOC120412493|XP_039428922.1|CPIP, LOC120417635|XP_039435684.1|CPIP
OG0005475	LOC115760085|XP_030557129.1|DNOV	LOC120417623|XP_039435674.1|CPIP, LOC120412459|XP_039428863.1|CPIP
OG0005476	LOC115762292|XP_030560317.1|DNOV	LOC120417679|XP_039435749.1|CPIP, LOC120412461|XP_039428869.1|CPIP
OG0005477	LOC115768925|XP_030569521.1|DNOV	LOC120412476|XP_039428899.1|CPIP, LOC120418268|XP_039436524.1|CPIP
OG0005478	LOC115760108|XP_030557161.1|DNOV	LOC120418344|XP_039436634.1|CPIP, LOC120412495|XP_039428924.1|CPIP
OG0005479	LOC115760107|XP_030557160.1|DNOV	LOC120412450|XP_039428847.1|CPIP, LOC120418224|XP_039436453.1|CPIP
OG0005480	LOC115759809|XP_030556758.1|DNOV	LOC120418299|XP_039436566.1|CPIP, LOC120412451|XP_039428849.1|CPIP
OG0005481	LOC115759822|XP_030556773.1|DNOV	LOC120422403|XP_039441754.1|CPIP
OG0005482	LOC115760251|XP_030557367.1|DNOV	LOC120422390|XP_039441734.1|CPIP
OG0005483	LOC115771730|XP_030573415.1|DNOV	LOC120422417|XP_039441766.1|CPIP
OG0005484	LOC115763263|XP_030561602.1|DNOV	LOC120429678|XP_039450642.1|CPIP
OG0005485	LOC115760893|XP_030558319.1|DNOV	LOC120419015|XP_039437516.1|CPIP
OG0005486	LOC115760686|XP_030558013.1|DNOV	LOC120414559|XP_039431710.1|CPIP
OG0005487	LOC115759947|XP_030556950.1|DNOV	LOC120417744|XP_039435834.1|CPIP, LOC120419916|XP_039438715.1|CPIP
OG0005488	LOC115760198|XP_030557289.1|DNOV	LOC120417740|XP_039435832.1|CPIP, LOC120419915|XP_039438714.1|CPIP
OG0005489	LOC115765872|XP_030565469.1|DNOV	LOC120418725|XP_039437134.1|CPIP
OG0005490	LOC115765871|XP_030565468.1|DNOV	LOC120418723|XP_039437132.1|CPIP
OG0005491	LOC115759737|XP_030556629.1|DNOV	LOC120432460|XP_039453610.1|CPIP
OG0005492	LOC115759852|XP_030556809.1|DNOV	LOC120432413|XP_039453546.1|CPIP
OG0005493	LOC115758320|XP_030554747.1|DNOV	LOC120432415|XP_039453549.1|CPIP
OG0005495	LOC115760991|XP_030558458.1|DNOV	LOC120427067|XP_039447840.1|CPIP, LOC120421148|XP_039440272.1|CPIP
OG0005496	LOC115757675|XP_030553865.1|DNOV	LOC120421176|XP_039440305.1|CPIP
OG0005497	LOC115763013|XP_030561262.1|DNOV	LOC120421171|XP_039440299.1|CPIP
OG0005498	LOC115763016|XP_030561267.1|DNOV	LOC120421159|XP_039440285.1|CPIP
OG0005499	LOC115763209|XP_030561536.1|DNOV	LOC120425292|XP_039445692.1|CPIP
OG0005500	LOC115763212|XP_030561539.1|DNOV	LOC120425293|XP_039445693.1|CPIP
OG0005501	LOC115759150|XP_030555865.1|DNOV	LOC120425299|XP_039445697.1|CPIP
OG0005502	LOC115759151|XP_030555866.1|DNOV	LOC120425301|XP_039445700.1|CPIP
OG0005503	LOC115758862|XP_030555511.1|DNOV	LOC120419661|XP_039438355.1|CPIP
OG0005504	LOC115758331|XP_030554761.1|DNOV	LOC120425518|XP_039446001.1|CPIP
OG0005506	LOC115762981|XP_030561220.1|DNOV	LOC120426882|XP_039447618.1|CPIP
OG0005507	LOC115759050|XP_030555734.1|DNOV	LOC120426891|XP_039447629.1|CPIP
OG0005508	LOC115760048|XP_030557079.1|DNOV	LOC120423101|XP_039442713.1|CPIP
OG0005509	LOC115758474|XP_030555010.1|DNOV	LOC120423107|XP_039442720.1|CPIP
OG0005510	LOC115769298|XP_030569885.1|DNOV	LOC120415520|XP_039433011.1|CPIP
OG0005511	LOC115768340|XP_030568763.1|DNOV	LOC120421300|XP_039440424.1|CPIP
OG0005512	LOC115772050|XP_030573850.1|DNOV	LOC120421298|XP_039440422.1|CPIP
OG0005513	LOC115759925|XP_030556922.1|DNOV	LOC120414572|XP_039431743.1|CPIP
OG0005514	LOC115761243|XP_030558798.1|DNOV	LOC120414546|XP_039431693.1|CPIP
OG0005515	LOC115760493|XP_030557704.1|DNOV	LOC120414563|XP_039431717.1|CPIP
OG0005516	LOC115763957|XP_030562607.1|DNOV	LOC120414562|XP_039431716.1|CPIP
OG0005517	LOC115758496|XP_030555038.1|DNOV	LOC120414557|XP_039431704.1|CPIP
OG0005519	LOC115760863|XP_030558277.1|DNOV	LOC120432440|XP_039453592.1|CPIP
OG0005520	LOC115759984|XP_030556998.1|DNOV	LOC120432428|XP_039453573.1|CPIP
OG0005521	LOC115759800|XP_030556743.1|DNOV	LOC120420526|XP_039439530.1|CPIP
OG0005522	LOC115769564|XP_030570279.1|DNOV	LOC120420487|XP_039439466.1|CPIP
OG0005523	LOC115758978|XP_030555640.1|DNOV	LOC120420529|XP_039439534.1|CPIP
OG0005524	LOC115763400|XP_030561804.1|DNOV	LOC120413895|XP_039430805.1|CPIP, LOC120420513|XP_039439499.1|CPIP
OG0005525	LOC115760074|XP_030557112.1|DNOV	LOC120420515|XP_039439510.1|CPIP, LOC120413899|XP_039430810.1|CPIP
OG0005526	LOC115760139|XP_030557204.1|DNOV	LOC120413818|XP_039430707.1|CPIP
OG0005527	LOC115767951|XP_030568191.1|DNOV	LOC120413820|XP_039430709.1|CPIP
OG0005528	LOC115760031|XP_030557058.1|DNOV	LOC120413854|XP_039430744.1|CPIP
OG0005529	LOC115763518|XP_030561980.1|DNOV	LOC120417376|XP_039435331.1|CPIP
OG0005530	LOC115758448|XP_030554973.1|DNOV	LOC120417912|XP_039436085.1|CPIP
OG0005531	LOC115769622|XP_030570385.1|DNOV	LOC120423397|XP_039443124.1|CPIP
OG0005532	LOC115765486|XP_030564938.1|DNOV	LOC120423392|XP_039443112.1|CPIP
OG0005533	LOC115763427|XP_030561847.1|DNOV	LOC120425171|XP_039445539.1|CPIP
OG0005534	LOC115768100|XP_030568453.1|DNOV	LOC120412481|XP_039428906.1|CPIP, LOC120418162|XP_039436397.1|CPIP
OG0005535	LOC115758422|XP_030554933.1|DNOV	LOC120417533|XP_039435553.1|CPIP, LOC120412462|XP_039428870.1|CPIP
OG0005536	LOC115763007|XP_030561257.1|DNOV	LOC120417954|XP_039436122.1|CPIP, LOC120412500|XP_039428933.1|CPIP
OG0005537	LOC115759070|XP_030555760.1|DNOV	LOC120417571|XP_039435613.1|CPIP, LOC120412507|XP_039428943.1|CPIP
OG0005538	LOC115767716|XP_030567880.1|DNOV	LOC120426275|XP_039446954.1|CPIP
OG0005539	LOC115759767|XP_030556686.1|DNOV	LOC120426277|XP_039446956.1|CPIP
OG0005540	LOC115765990|XP_030565613.1|DNOV	LOC120420511|XP_039439497.1|CPIP
OG0005541	LOC115758372|XP_030554824.1|DNOV	LOC120426270|XP_039446946.1|CPIP
OG0005542	LOC115762790|XP_030561003.1|DNOV	LOC120420495|XP_039439479.1|CPIP
OG0005543	LOC115763581|XP_030562061.1|DNOV	LOC120423981|XP_039443908.1|CPIP
