Orthogroup	DNOV.longest_only	DPSE.longest_only
OG0006188	LOC115767330|XP_030567435.1|DNOV	LOC4816081|XP_015041256.2|DPSE
OG0006189	LOC115767331|XP_030567440.1|DNOV	LOC4815772|XP_001355575.2|DPSE
OG0006190	LOC115761748|XP_030559507.1|DNOV	LOC4801290|XP_001358410.3|DPSE
OG0006191	LOC115764811|XP_030563917.1|DNOV	LOC4801171|XP_001358305.3|DPSE
OG0006192	LOC115769046|XP_030569615.1|DNOV	LOC4815505|XP_001355218.4|DPSE
OG0006193	LOC115767821|XP_030568020.1|DNOV	LOC4815081|XP_001355019.1|DPSE
OG0006194	LOC115765138|XP_030564397.1|DNOV	LOC4815030|XP_015042079.2|DPSE
OG0006195	LOC115767788|XP_030567979.1|DNOV	LOC4815955|XP_001355312.2|DPSE
OG0006196	LOC115761864|XP_030559716.1|DNOV	LOC6897474|XP_033241607.1|DPSE
OG0006197	LOC115766788|XP_030566664.1|DNOV	LOC6899784|XP_033237056.1|DPSE
OG0006198	LOC115766867|XP_030566788.1|DNOV	LOC6901448|XP_033240276.1|DPSE
OG0006199	LOC115771794|XP_030573524.1|DNOV	LOC4801380|XP_001358483.2|DPSE
OG0006200	LOC115772110|XP_030573937.1|DNOV	LOC4801198|XP_001358327.4|DPSE
OG0006201	LOC115764398|XP_030563238.1|DNOV	LOC6901018|XP_015042192.2|DPSE
OG0006202	LOC115764372|XP_030563194.1|DNOV	LOC4814264|XP_001354352.1|DPSE
OG0006203	LOC115767257|XP_030567333.1|DNOV	LOC4814543|XP_015041509.2|DPSE
OG0006204	LOC115757718|XP_030553942.1|DNOV	LOC6896742|XP_002136949.4|DPSE
OG0006205	LOC115765116|XP_030564370.1|DNOV	LOC4815540|XP_001355666.2|DPSE
OG0006206	LOC115769258|XP_030569828.1|DNOV	LOC4811754|XP_033240086.1|DPSE
OG0006207	LOC115765963|XP_030565576.1|DNOV	LOC4818009|XP_001357480.2|DPSE
OG0006208	LOC115759979|XP_030556992.1|DNOV	LOC4812573|XP_001352500.3|DPSE
OG0006209	LOC115765400|XP_030564795.1|DNOV	LOC4816012|XP_001355730.3|DPSE
OG0006210	LOC115767282|XP_030567373.1|DNOV	LOC6901607|XP_015041870.2|DPSE
OG0006211	LOC115758476|XP_030555013.1|DNOV	LOC4817139|XP_001356518.2|DPSE
OG0006212	LOC115758473|XP_030555009.1|DNOV	LOC4816881|XP_015035891.2|DPSE
OG0006213	LOC115764704|XP_030563762.1|DNOV	LOC4802773|XP_001359633.3|DPSE
OG0006214	LOC115766394|XP_030566166.1|DNOV	LOC4815329|XP_033239283.1|DPSE
OG0006215	LOC115767382|XP_030567502.1|DNOV	LOC6901969|XP_033240845.1|DPSE
OG0006216	LOC115772047|XP_030573846.1|DNOV	LOC4800733|XP_001357951.3|DPSE
OG0006217	LOC115764332|XP_030563142.1|DNOV	LOC4815135|XP_001354800.2|DPSE
OG0006218	LOC115769284|XP_030569868.1|DNOV	LOC4816541|XP_001356241.4|DPSE
OG0006219	LOC115768901|XP_030569477.1|DNOV	LOC4815430|XP_015041140.1|DPSE
OG0006220	LOC115766925|XP_030566874.1|DNOV	LOC6900789|XP_002135148.1|DPSE
OG0006221	LOC115761889|XP_030559752.1|DNOV	LOC4800714|XP_001357938.3|DPSE
OG0006222	LOC115761905|XP_030559783.1|DNOV	LOC4800712|XP_001357937.2|DPSE
OG0006223	LOC115764279|XP_030563068.1|DNOV	LOC4814859|XP_001355031.2|DPSE
OG0006224	LOC115764292|XP_030563085.1|DNOV	LOC6902245|XP_033241388.1|DPSE
OG0006225	LOC115768685|XP_030569230.1|DNOV	LOC4815390|XP_001354850.3|DPSE
OG0006226	LOC115765208|XP_030564512.1|DNOV	LOC6898687|XP_002138692.2|DPSE
OG0006227	LOC115765139|XP_030564401.1|DNOV	LOC6901211|XP_002133912.2|DPSE
OG0006228	LOC115763981|XP_030562653.1|DNOV	LOC4804127|XP_001360735.1|DPSE
OG0006229	LOC115766720|XP_030566520.1|DNOV	LOC26532627|XP_033237074.1|DPSE
OG0006230	LOC115767204|XP_030567254.1|DNOV	LOC4815765|XP_015041281.2|DPSE
OG0006231	LOC115764437|XP_030563300.1|DNOV	LOC4814684|XP_015041498.2|DPSE
OG0006232	LOC115764394|XP_030563235.1|DNOV	LOC6899744|XP_033237988.1|DPSE
OG0006233	LOC115764291|XP_030563083.1|DNOV	LOC6899177|XP_033239056.1|DPSE
OG0006234	LOC115765358|XP_030564733.1|DNOV	LOC4815928|XP_001355590.2|DPSE
OG0006235	LOC115765234|XP_030564550.1|DNOV	LOC6901618|XP_002134288.2|DPSE
OG0006236	LOC115767734|XP_030567905.1|DNOV	LOC6904037|XP_002136481.1|DPSE, LOC6901927|XP_033241305.1|DPSE
OG0006237	LOC115765438|XP_030564863.1|DNOV	LOC4815541|XP_001355667.1|DPSE
OG0006238	LOC115765299|XP_030564651.1|DNOV	LOC4814974|XP_015042013.2|DPSE
OG0006239	LOC115767564|XP_030567705.1|DNOV	LOC6901176|XP_002133877.2|DPSE
OG0006240	LOC115764951|XP_030564133.1|DNOV	LOC4800995|XP_033233145.1|DPSE
OG0006241	LOC115765357|XP_030564732.1|DNOV	LOC4815927|XP_001355589.3|DPSE
OG0006242	LOC115768842|XP_030569398.1|DNOV	LOC117184488|XP_033238219.1|DPSE
OG0006243	LOC115759455|XP_030556247.1|DNOV	LOC4801513|XP_001358592.3|DPSE
OG0006244	LOC115761871|XP_030559732.1|DNOV	LOC4800706|XP_001357931.1|DPSE
OG0006245	LOC115761195|XP_030558731.1|DNOV	LOC4801668|XP_001358720.3|DPSE
OG0006246	LOC115768049|XP_030568342.1|DNOV	LOC4814985|XP_001354662.2|DPSE
OG0006247	LOC115762067|XP_030560015.1|DNOV	LOC4805012|XP_033235070.1|DPSE
OG0006248	LOC115771869|XP_030573608.1|DNOV	LOC6896949|XP_002137134.2|DPSE
OG0006249	LOC115760215|XP_030557325.1|DNOV	LOC4817582|XP_001356986.3|DPSE
OG0006250	LOC115764322|XP_030563128.1|DNOV	LOC6902298|XP_015041368.1|DPSE
OG0006251	LOC115764781|XP_030563880.1|DNOV	LOC4800745|XP_001357962.2|DPSE
OG0006252	LOC115764780|XP_030563879.1|DNOV	LOC4800744|XP_001357961.1|DPSE
OG0006253	LOC115768062|XP_030568364.1|DNOV	LOC6901287|XP_002133988.2|DPSE
OG0006254	LOC115770957|XP_030572286.1|DNOV	LOC26534447|XP_033238617.1|DPSE, LOC26533661|XP_033238615.1|DPSE
OG0006255	LOC115757690|XP_030553889.1|DNOV	LOC4800930|XP_001358117.3|DPSE
OG0006256	LOC115765349|XP_030564722.1|DNOV	LOC6902191|XP_002133718.1|DPSE
OG0006257	LOC115767805|XP_030567997.1|DNOV	LOC4814405|XP_015042211.2|DPSE
OG0006258	LOC115765398|XP_030564788.1|DNOV	LOC6902319|XP_033239609.1|DPSE
OG0006259	LOC115761213|XP_030558760.1|DNOV	LOC4801647|XP_001358700.2|DPSE
OG0006260	LOC115766486|XP_030566307.1|DNOV	LOC4815233|XP_001354734.2|DPSE
OG0006261	LOC115759289|XP_030556050.1|DNOV	LOC4817796|XP_033235975.1|DPSE
OG0006262	LOC115766277|XP_030566005.1|DNOV	LOC4814394|XP_001354420.3|DPSE
OG0006263	LOC115767602|XP_030567755.1|DNOV	LOC4814726|XP_001354541.1|DPSE
OG0006264	LOC115766827|XP_030566722.1|DNOV	LOC6901162|XP_015041432.2|DPSE
OG0006265	LOC115763955|XP_030562609.1|DNOV	LOC4803873|XP_001360522.2|DPSE
OG0006266	LOC115765175|XP_030564455.1|DNOV	LOC4814608|XP_033240728.1|DPSE
OG0006267	LOC115771344|XP_030572875.1|DNOV	LOC4814838|XP_015041610.2|DPSE
OG0006268	LOC115760638|XP_030557954.1|DNOV	LOC4804458|XP_001361017.3|DPSE
OG0006269	LOC115764859|XP_030563993.1|DNOV	LOC4800352|XP_001357562.2|DPSE
OG0006270	LOC115765315|XP_030564675.1|DNOV	LOC6901072|XP_002134551.1|DPSE
OG0006271	LOC115761957|XP_030559855.1|DNOV	LOC4801021|XP_001358191.2|DPSE
OG0006272	LOC115765323|XP_030564683.1|DNOV	LOC4814676|XP_015041493.2|DPSE
OG0006273	LOC115760237|XP_030557355.1|DNOV	LOC4803413|XP_001360160.1|DPSE
OG0006274	LOC115768785|XP_030569342.1|DNOV	LOC4815724|XP_001355531.4|DPSE
OG0006275	LOC115767817|XP_030568014.1|DNOV	LOC4815090|XP_001354643.3|DPSE
OG0006276	LOC115762694|XP_030560876.1|DNOV	LOC4814136|XP_033238481.1|DPSE
OG0006277	LOC115764526|XP_030563484.1|DNOV	LOC6897155|XP_015037205.2|DPSE
OG0006278	LOC115764306|XP_030563104.1|DNOV	LOC4816093|XP_001355726.4|DPSE
OG0006279	LOC115767813|XP_030568005.1|DNOV	LOC4814444|XP_033238032.1|DPSE
OG0006280	LOC115765225|XP_030564527.1|DNOV	LOC6901882|XP_015040930.2|DPSE
OG0006281	LOC115765224|XP_030564526.1|DNOV	LOC4815455|XP_033237587.1|DPSE
OG0006282	LOC115767388|XP_030567511.1|DNOV	LOC4814597|XP_001354955.4|DPSE
OG0006283	LOC115764614|XP_030563632.1|DNOV	LOC4801562|XP_001358634.3|DPSE
OG0006284	LOC115762649|XP_030560814.1|DNOV	LOC4812239|XP_001352539.2|DPSE
OG0006285	LOC115761559|XP_030559203.1|DNOV	LOC4802732|XP_001359595.3|DPSE
OG0006286	LOC115761584|XP_030559234.1|DNOV	LOC4801455|XP_001358549.4|DPSE
OG0006287	LOC115767190|XP_030567241.1|DNOV	LOC4815165|XP_001354808.1|DPSE
OG0006288	LOC115771838|XP_030573580.1|DNOV	LOC6896687|XP_002136901.2|DPSE
OG0006289	LOC115761768|XP_030559557.1|DNOV	LOC4801431|XP_001358526.2|DPSE
OG0006290	LOC115767256|XP_030567327.1|DNOV	LOC4815377|XP_001354985.2|DPSE
OG0006291	LOC115758444|XP_030554968.1|DNOV	LOC4816569|XP_001355916.1|DPSE
OG0006292	LOC115769088|XP_030569660.1|DNOV	LOC4815462|XP_033237570.1|DPSE
OG0006293	LOC115769979|XP_030570900.1|DNOV	LOC4813625|XP_001353650.3|DPSE
OG0006294	LOC115767820|XP_030568017.1|DNOV	LOC6901629|XP_015041906.2|DPSE
OG0006295	LOC115767324|XP_030567425.1|DNOV	LOC4816023|XP_001355717.2|DPSE
OG0006296	LOC115765273|XP_030564623.1|DNOV	LOC4814634|XP_001355013.2|DPSE
OG0006297	LOC115768784|XP_030569340.1|DNOV	LOC6901911|XP_015040996.2|DPSE
OG0006298	LOC115765165|XP_030564437.1|DNOV	LOC4815050|XP_001355020.3|DPSE
OG0006299	LOC115765386|XP_030564771.1|DNOV	LOC6901632|XP_015041908.2|DPSE
OG0006300	LOC115767798|XP_030567989.1|DNOV	LOC4815007|XP_001354637.3|DPSE
OG0006301	LOC115768220|XP_030568605.1|DNOV	LOC4814681|XP_001354943.3|DPSE
OG0006302	LOC115768164|XP_030568520.1|DNOV	LOC4814692|XP_033237999.1|DPSE
OG0006303	LOC115761147|XP_030558676.1|DNOV	LOC6898043|XP_002138131.2|DPSE
OG0006304	LOC115771614|XP_030573246.1|DNOV	LOC6896832|XP_002137035.3|DPSE
OG0006305	LOC115772128|XP_030573966.1|DNOV	LOC4800621|XP_033240324.1|DPSE
OG0006306	LOC115760350|XP_030557496.1|DNOV	LOC4802125|XP_033233101.1|DPSE
OG0006307	LOC115771609|XP_030573232.1|DNOV	LOC4801938|XP_001358955.5|DPSE
OG0006308	LOC115766374|XP_030566133.1|DNOV	LOC4814215|XP_001354335.2|DPSE
OG0006309	LOC115766377|XP_030566138.1|DNOV	LOC4815902|XP_001355597.3|DPSE
OG0006310	LOC115771957|XP_030573725.1|DNOV	LOC4801485|XP_001358568.4|DPSE
OG0006311	LOC115768149|XP_030568503.1|DNOV	LOC4815710|XP_001355550.4|DPSE
OG0006312	LOC115768160|XP_030568516.1|DNOV	LOC4815761|XP_001355549.3|DPSE
OG0006313	LOC115768891|XP_030569463.1|DNOV	LOC4815277|XP_001354527.3|DPSE
OG0006314	LOC115766291|XP_030566018.1|DNOV	LOC4811743|XP_001352315.2|DPSE
OG0006315	LOC115764925|XP_030564091.1|DNOV	LOC4800343|XP_003736198.2|DPSE
OG0006316	LOC115762466|XP_030560535.1|DNOV	LOC4816017|XP_001355289.1|DPSE
OG0006317	LOC115768814|XP_030569371.1|DNOV	LOC4814813|XP_001355157.1|DPSE
OG0006318	LOC115766419|XP_030566201.1|DNOV	LOC4814938|XP_033238185.1|DPSE
OG0006319	LOC115761482|XP_030559112.1|DNOV	LOC4804890|XP_001361378.2|DPSE
OG0006320	LOC115765355|XP_030564728.1|DNOV	LOC6901062|XP_002134541.1|DPSE
OG0006321	LOC115767267|XP_030567352.1|DNOV	LOC4815334|XP_001354927.3|DPSE
OG0006322	LOC115765284|XP_030564635.1|DNOV	LOC6901209|XP_002133910.2|DPSE
OG0006323	LOC115768656|XP_030569192.1|DNOV	LOC6899672|XP_033238030.1|DPSE, LOC117185137|XP_033240975.1|DPSE
OG0006324	LOC115768808|XP_030569364.1|DNOV	LOC6901954|XP_002133488.2|DPSE
OG0006325	LOC115757771|XP_030554056.1|DNOV	LOC4801547|XP_001358619.3|DPSE
OG0006326	LOC115770029|XP_030570955.1|DNOV	LOC4813844|XP_001353156.3|DPSE
OG0006327	LOC115771963|XP_030573736.1|DNOV	LOC4801142|XP_001358281.3|DPSE
OG0006328	LOC115761200|XP_030558740.1|DNOV	LOC6896965|XP_033232750.1|DPSE
OG0006329	LOC115766875|XP_030566797.1|DNOV	LOC4815727|XP_001355273.3|DPSE
OG0006330	LOC115772034|XP_030573824.1|DNOV	LOC4801378|XP_015037212.2|DPSE
OG0006331	LOC115767312|XP_030567410.1|DNOV	LOC4814930|XP_001355081.4|DPSE
OG0006332	LOC115767614|XP_030567771.1|DNOV	LOC4814442|XP_001354836.3|DPSE
OG0006333	LOC115771307|XP_030572805.1|DNOV	LOC4815225|XP_001354726.4|DPSE
OG0006334	LOC115767380|XP_030567500.1|DNOV	LOC6902307|XP_002133834.1|DPSE
OG0006335	LOC115764753|XP_030563838.1|DNOV	LOC6896823|XP_002137026.2|DPSE
OG0006336	LOC115768214|XP_030568588.1|DNOV	LOC4815285|XP_001354868.1|DPSE
OG0006337	LOC115771321|XP_030572845.1|DNOV	LOC4815247|XP_033238222.1|DPSE
OG0006338	LOC115771677|XP_030573352.1|DNOV	LOC4802740|XP_001359603.1|DPSE
OG0006339	LOC115768244|XP_030568631.1|DNOV	LOC6899606|XP_033237613.1|DPSE
OG0006340	LOC115768216|XP_030568593.1|DNOV	LOC6901573|XP_002134246.1|DPSE
OG0006341	LOC115766348|XP_030566104.1|DNOV	LOC4814317|XP_001354398.2|DPSE
OG0006342	LOC115766414|XP_030566195.1|DNOV	LOC4814256|XP_033239329.1|DPSE
OG0006343	LOC115766363|XP_030566122.1|DNOV	LOC6901056|XP_002134535.2|DPSE
OG0006344	LOC115767208|XP_030567261.1|DNOV	LOC4815499|XP_033239482.1|DPSE
OG0006345	LOC115771656|XP_030573321.1|DNOV	LOC4800705|XP_033232584.1|DPSE
OG0006346	LOC115764224|XP_030562998.1|DNOV	LOC4800463|XP_001357734.2|DPSE
OG0006347	LOC115757706|XP_030553918.1|DNOV	LOC6897317|XP_003736581.3|DPSE
OG0006348	LOC115767868|XP_030568086.1|DNOV	LOC6901267|XP_015041538.2|DPSE
OG0006349	LOC115765088|XP_030564328.1|DNOV	LOC6901160|XP_033240730.1|DPSE
OG0006350	LOC115764889|XP_030564031.1|DNOV	LOC6896781|XP_002136987.1|DPSE
OG0006351	LOC115768806|XP_030569362.1|DNOV	LOC4815284|XP_033241494.1|DPSE
OG0006352	LOC115757813|XP_030554095.1|DNOV	LOC4803656|XP_001360339.2|DPSE
OG0006353	LOC115761391|XP_030559006.1|DNOV	LOC4800415|XP_015038765.2|DPSE
OG0006354	LOC115771880|XP_030573625.1|DNOV	LOC4800936|XP_001358123.3|DPSE
OG0006355	LOC115767857|XP_030568074.1|DNOV	LOC4816052|XP_002133751.2|DPSE
OG0006356	LOC115767367|XP_030567485.1|DNOV	LOC4814934|XP_001354537.2|DPSE
OG0006357	LOC115768306|XP_030568711.1|DNOV	LOC6901910|XP_015040983.2|DPSE
OG0006358	LOC115762796|XP_030561010.1|DNOV	LOC4811942|XP_001352766.1|DPSE
OG0006359	LOC115764169|XP_030562913.1|DNOV	LOC4801526|XP_001358602.2|DPSE
OG0006360	LOC115768742|XP_030569288.1|DNOV	LOC4815063|XP_015042062.1|DPSE
OG0006361	LOC115763762|XP_030562336.1|DNOV	LOC4802277|XP_001359229.3|DPSE
OG0006362	LOC115768484|XP_030568925.1|DNOV	LOC4814539|XP_001354967.1|DPSE
OG0006363	LOC115766997|XP_030566978.1|DNOV	LOC6901742|XP_015042095.2|DPSE
OG0006364	LOC115760088|XP_030557133.1|DNOV	LOC4817726|XP_033235972.1|DPSE
OG0006365	LOC115764393|XP_030563231.1|DNOV	LOC4815174|XP_001355043.3|DPSE
OG0006366	LOC115764299|XP_030563092.1|DNOV	LOC6901652|XP_033239800.1|DPSE
OG0006367	LOC115765422|XP_030564828.1|DNOV	LOC6902248|XP_002133775.2|DPSE
OG0006368	LOC115759602|XP_030556433.1|DNOV	LOC4800371|XP_015038600.2|DPSE
OG0006369	LOC115759610|XP_030556442.1|DNOV	LOC4800370|XP_015038540.2|DPSE
OG0006371	LOC115771949|XP_030573712.1|DNOV	LOC4800317|XP_001357591.2|DPSE
OG0006372	LOC115771947|XP_030573709.1|DNOV	LOC6899810|XP_002135725.1|DPSE
OG0006373	LOC115767233|XP_030567291.1|DNOV	LOC6901594|XP_015041850.2|DPSE
OG0006374	LOC115769052|XP_030569622.1|DNOV	LOC4815449|XP_001355547.2|DPSE
OG0006375	LOC115768269|XP_030568662.1|DNOV	LOC4815122|XP_001355204.3|DPSE
OG0006376	LOC115765226|XP_030564529.1|DNOV	LOC4815543|XP_001355668.3|DPSE
OG0006377	LOC115764374|XP_030563196.1|DNOV	LOC4814418|XP_001354390.1|DPSE
OG0006378	LOC115764939|XP_030564112.1|DNOV	LOC4800510|XP_001357775.3|DPSE
OG0006379	LOC115766901|XP_030566838.1|DNOV	LOC6902206|XP_002133733.2|DPSE
OG0006380	LOC115768774|XP_030569325.1|DNOV	LOC4815125|XP_001354687.2|DPSE
OG0006381	LOC115767261|XP_030567344.1|DNOV	LOC4815098|XP_001355017.2|DPSE
OG0006382	LOC115767381|XP_030567501.1|DNOV	LOC4815748|XP_001355677.3|DPSE
OG0006383	LOC115767793|XP_030567984.1|DNOV	LOC4815762|XP_033239006.1|DPSE
OG0006384	LOC115766870|XP_030566791.1|DNOV	LOC4815668|XP_001355270.2|DPSE
OG0006385	LOC115771829|XP_030573569.1|DNOV	LOC4800934|XP_001358121.2|DPSE
OG0006386	LOC115759793|XP_030556732.1|DNOV	LOC4816204|XP_001355786.1|DPSE
OG0006387	LOC115759424|XP_030556181.1|DNOV	LOC4800393|XP_001357678.4|DPSE
OG0006388	LOC115767344|XP_030567455.1|DNOV	LOC4815991|XP_001355714.4|DPSE
OG0006389	LOC115767346|XP_030567456.1|DNOV	LOC4815820|XP_001355715.4|DPSE
OG0006390	LOC115764769|XP_030563867.1|DNOV	LOC4802239|XP_015037691.1|DPSE
OG0006391	LOC115761368|XP_030558977.1|DNOV	LOC4801389|XP_001358490.3|DPSE
OG0006392	LOC115767591|XP_030567744.1|DNOV	LOC4814487|XP_001354544.4|DPSE
OG0006393	LOC115758950|XP_030555609.1|DNOV	LOC4817722|XP_001357124.4|DPSE
OG0006394	LOC115771732|XP_030573418.1|DNOV	LOC4800651|XP_001357884.1|DPSE
OG0006395	LOC115764860|XP_030563994.1|DNOV	LOC4800353|XP_001357561.1|DPSE
OG0006396	LOC115769003|XP_030569573.1|DNOV	LOC4814731|XP_001354571.3|DPSE
OG0006397	LOC115768460|XP_030568891.1|DNOV	LOC4815267|XP_001355164.3|DPSE
OG0006398	LOC115768770|XP_030569320.1|DNOV	LOC6901319|XP_002134020.2|DPSE
OG0006399	LOC115767964|XP_030568223.1|DNOV	LOC4815650|XP_033239496.1|DPSE
OG0006400	LOC115767963|XP_030568222.1|DNOV	LOC4815795|XP_001355275.3|DPSE
OG0006401	LOC115770318|XP_030571414.1|DNOV	LOC4813657|XP_001353486.3|DPSE
OG0006402	LOC115770929|XP_030572246.1|DNOV	LOC4802248|XP_001359207.2|DPSE
OG0006403	LOC115766232|XP_030565952.1|DNOV	LOC4803295|XP_001360059.2|DPSE
OG0006404	LOC115766231|XP_030565949.1|DNOV	LOC4802837|XP_001359673.4|DPSE
OG0006405	LOC115769731|XP_030570527.1|DNOV	LOC4813302|XP_001353593.3|DPSE
OG0006406	LOC115764634|XP_030563663.1|DNOV	LOC4801604|XP_001358671.2|DPSE
OG0006407	LOC115767303|XP_030567398.1|DNOV	LOC4815331|XP_001354981.3|DPSE
OG0006408	LOC115768224|XP_030568610.1|DNOV	LOC4815176|XP_001354938.1|DPSE
OG0006409	LOC115766912|XP_030566852.1|DNOV	LOC4815254|XP_001354755.2|DPSE
OG0006410	LOC115769044|XP_030569613.1|DNOV	LOC4815320|XP_001354512.2|DPSE
OG0006411	LOC115765189|XP_030564477.1|DNOV	LOC6901317|XP_033239448.1|DPSE
OG0006412	LOC115764078|XP_030562787.1|DNOV	LOC4801332|XP_001358444.2|DPSE
OG0006413	LOC115771987|XP_030573766.1|DNOV	LOC4801334|XP_015037190.2|DPSE
OG0006414	LOC115761435|XP_030559063.1|DNOV	LOC4801970|XP_001358983.2|DPSE
OG0006415	LOC115766292|XP_030566020.1|DNOV	LOC4814248|XP_001354419.3|DPSE
OG0006416	LOC115767241|XP_030567301.1|DNOV	LOC4814814|XP_001355146.2|DPSE
OG0006417	LOC115763339|XP_030561706.1|DNOV	LOC4816462|XP_001356150.2|DPSE
OG0006418	LOC115765243|XP_030564563.1|DNOV	LOC6901013|XP_033238151.1|DPSE
OG0006419	LOC115771662|XP_030573333.1|DNOV	LOC4800729|XP_001357949.2|DPSE
OG0006420	LOC115764794|XP_030563898.1|DNOV	LOC4801565|XP_001358639.2|DPSE
OG0006421	LOC115758881|XP_030555535.1|DNOV	LOC4816417|XP_001356077.3|DPSE
OG0006422	LOC115758619|XP_030555212.1|DNOV	LOC4818105|XP_001357229.1|DPSE
OG0006423	LOC115772020|XP_030573813.1|DNOV	LOC4801674|XP_001358724.3|DPSE
OG0006424	LOC115771768|XP_030573480.1|DNOV	LOC6897297|XP_002137456.2|DPSE
OG0006425	LOC115772019|XP_030573812.1|DNOV	LOC4801676|XP_001358726.3|DPSE
OG0006426	LOC115772018|XP_030573811.1|DNOV	LOC4801677|XP_001358727.2|DPSE
OG0006427	LOC115764886|XP_030564028.1|DNOV	LOC4800666|XP_001357898.2|DPSE
OG0006428	LOC115761187|XP_030558710.1|DNOV	LOC4801540|XP_015037306.2|DPSE
OG0006429	LOC115764845|XP_030563954.1|DNOV	LOC4801754|XP_001358795.2|DPSE
OG0006430	LOC115770227|XP_030571293.1|DNOV	LOC4812475|XP_001352992.1|DPSE
OG0006431	LOC115770586|XP_030571771.1|DNOV	LOC4800299|XP_001357648.2|DPSE
OG0006432	LOC115768627|XP_030569150.1|DNOV	LOC4801003|XP_001358177.3|DPSE
OG0006433	LOC115764632|XP_030563661.1|DNOV	LOC4801575|XP_001358645.3|DPSE
OG0006434	LOC115760052|XP_030557084.1|DNOV	LOC4811836|XP_001382214.2|DPSE
OG0006435	LOC115765024|XP_030564241.1|DNOV	LOC6897117|XP_015037111.2|DPSE
OG0006436	LOC115766211|XP_030565926.1|DNOV	LOC4816058|XP_001355587.2|DPSE
OG0006437	LOC115771309|XP_030572811.1|DNOV	LOC6901341|XP_015041591.1|DPSE
OG0006438	LOC115765890|XP_030565491.1|DNOV	LOC4817274|XP_001356436.2|DPSE
OG0006439	LOC115771959|XP_030573728.1|DNOV	LOC4800797|XP_001358008.1|DPSE
OG0006440	LOC115771960|XP_030573729.1|DNOV	LOC4800798|XP_001358009.3|DPSE
OG0006441	LOC115764132|XP_030562863.1|DNOV	LOC4801919|XP_001358937.3|DPSE
OG0006442	LOC115761920|XP_030559798.1|DNOV	LOC4800431|XP_001357709.3|DPSE
OG0006443	LOC115765591|XP_030565100.1|DNOV	LOC4802275|XP_001359227.1|DPSE
OG0006444	LOC115761544|XP_030559186.1|DNOV	LOC4800253|XP_001357643.1|DPSE
OG0006445	LOC115765094|XP_030564338.1|DNOV	LOC4815847|XP_001355582.2|DPSE
OG0006448	LOC115764100|XP_030562813.1|DNOV	LOC4801787|XP_001358824.1|DPSE
OG0006449	LOC115764045|XP_030562745.1|DNOV	LOC4801785|XP_001358822.4|DPSE
OG0006450	LOC115760301|XP_030557448.1|DNOV	LOC4817683|XP_001357069.2|DPSE
OG0006451	LOC115767056|XP_030567050.1|DNOV	LOC4815027|XP_033240930.1|DPSE
OG0006452	LOC115763372|XP_030561766.1|DNOV	LOC4802128|XP_033241712.1|DPSE
OG0006453	LOC115771076|XP_030572488.1|DNOV	LOC4813741|XP_001353786.2|DPSE
OG0006454	LOC115767025|XP_030567008.1|DNOV	LOC4814334|XP_001354494.3|DPSE
OG0006455	LOC115763980|XP_030562645.1|DNOV	LOC4802758|XP_033241148.1|DPSE
OG0006456	LOC115759587|XP_030556416.1|DNOV	LOC4802756|XP_001359617.2|DPSE
OG0006457	LOC115761749|XP_030559508.1|DNOV	LOC4801266|XP_001358387.3|DPSE
OG0006459	LOC115764732|XP_030563803.1|DNOV	LOC4800617|XP_001357861.1|DPSE
OG0006460	LOC115764082|XP_030562791.1|DNOV	LOC4801763|XP_001358804.2|DPSE
OG0006461	LOC115764073|XP_030562781.1|DNOV	LOC4800851|XP_001358052.2|DPSE
OG0006462	LOC115771828|XP_030573568.1|DNOV	LOC4800569|XP_033232363.1|DPSE
OG0006463	LOC115771958|XP_030573727.1|DNOV	LOC4801255|XP_001358378.4|DPSE
OG0006464	LOC115770166|XP_030571184.1|DNOV	LOC4812261|XP_015044060.2|DPSE
OG0006465	LOC115767301|XP_030567396.1|DNOV	LOC4815521|XP_001355349.1|DPSE
OG0006466	LOC115765376|XP_030564759.1|DNOV	LOC4815793|XP_001355555.2|DPSE
OG0006467	LOC115759511|XP_030556314.1|DNOV	LOC4801345|XP_001358454.2|DPSE
OG0006468	LOC115764015|XP_030562704.1|DNOV	LOC4801782|XP_001358819.3|DPSE
OG0006469	LOC115768764|XP_030569313.1|DNOV	LOC6901537|XP_002134212.1|DPSE
OG0006470	LOC115770048|XP_030570991.1|DNOV	LOC4813194|XP_001353264.5|DPSE
OG0006471	LOC115764062|XP_030562770.1|DNOV	LOC4801771|XP_001358812.3|DPSE
OG0006472	LOC115764133|XP_030562865.1|DNOV	LOC4801770|XP_001358811.1|DPSE
OG0006473	LOC115769784|XP_030570611.1|DNOV	LOC4813356|XP_033241280.1|DPSE
OG0006474	LOC115764527|XP_030563486.1|DNOV	LOC4805682|XP_001362041.2|DPSE
OG0006475	LOC115763991|XP_030562667.1|DNOV	LOC4801880|XP_001358903.3|DPSE
OG0006476	LOC115767343|XP_030567454.1|DNOV	LOC4815638|XP_001355580.3|DPSE
OG0006477	LOC115768357|XP_030568784.1|DNOV	LOC4814981|XP_001355024.2|DPSE
OG0006478	LOC115764723|XP_030563785.1|DNOV	LOC4801745|XP_001358788.2|DPSE
OG0006479	LOC115764756|XP_030563843.1|DNOV	LOC4801746|XP_033236056.1|DPSE
OG0006480	LOC115761100|XP_030558586.1|DNOV	LOC4803634|XP_001360322.2|DPSE
