Orthogroup	DNOV.longest_only	ASTE.longest_only
OG0003987	LOC115759774|XP_030556701.1|DNOV	LOC118513221|XP_035914637.1|ASTE
OG0003988	LOC115758889|XP_030555545.1|DNOV	LOC118513341|XP_035914858.1|ASTE
OG0003989	LOC115760164|XP_030557241.1|DNOV	LOC118509296|XP_035905622.1|ASTE
OG0003990	LOC115759052|XP_030555736.1|DNOV	LOC118509289|XP_035905590.1|ASTE
OG0003991	LOC115763344|XP_030561716.1|DNOV	LOC118509285|XP_035905556.1|ASTE
OG0003992	LOC115763106|XP_030561409.1|DNOV	LOC118509172|XP_035905325.1|ASTE
OG0003993	LOC115760106|XP_030557158.1|DNOV	LOC118509173|XP_035905326.1|ASTE
OG0003994	LOC115764635|XP_030563664.1|DNOV	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE
OG0003995	LOC115760624|XP_030557934.1|DNOV	LOC118509956|XP_035907215.1|ASTE
OG0003996	LOC115760944|XP_030558385.1|DNOV	LOC118508821|XP_035904458.1|ASTE
OG0003997	LOC115759906|XP_030556891.1|DNOV	LOC118513628|XP_035915584.1|ASTE
OG0003998	LOC115759715|XP_030556576.1|DNOV	LOC118510877|XP_035909134.1|ASTE
OG0003999	LOC115758711|XP_030555320.1|DNOV	LOC118510876|XP_035909133.1|ASTE
OG0004000	LOC115767290|XP_030567382.1|DNOV	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE
OG0004001	LOC115760484|XP_030557684.1|DNOV	LOC118513804|XP_035915900.1|ASTE
OG0004002	LOC115763015|XP_030561266.1|DNOV	LOC118513827|XP_035915959.1|ASTE
OG0004003	LOC115758556|XP_030555115.1|DNOV	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE
OG0004004	LOC115758768|XP_030555391.1|DNOV	LOC118510870|XP_035909119.1|ASTE
OG0004005	LOC115765955|XP_030565563.1|DNOV	LOC118510871|XP_035909120.1|ASTE
OG0004006	LOC115762983|XP_030561225.1|DNOV	LOC118514289|XP_035916931.1|ASTE
OG0004007	LOC115759104|XP_030555802.1|DNOV	LOC118514303|XP_035916976.1|ASTE
OG0004008	LOC115758370|XP_030554819.1|DNOV	LOC118513467|XP_035915136.1|ASTE
OG0004009	LOC115758502|XP_030555048.1|DNOV	LOC118512975|XP_035914100.1|ASTE
OG0004010	LOC115769300|XP_030569887.1|DNOV	LOC118514522|XP_035917385.1|ASTE
OG0004011	LOC115763171|XP_030561485.1|DNOV	LOC118511696|XP_035910997.1|ASTE
OG0004012	LOC115772102|XP_030573927.1|DNOV	LOC118511699|XP_035911001.1|ASTE
OG0004013	LOC115769260|XP_030569830.1|DNOV	LOC118512484|XP_035912872.1|ASTE
OG0004014	LOC115770187|XP_030571208.1|DNOV	LOC118512477|XP_035912859.1|ASTE
OG0004015	LOC115758443|XP_030554963.1|DNOV	LOC118512465|XP_035912828.1|ASTE
OG0004016	LOC115763962|XP_030562620.1|DNOV	LOC118509274|XP_035905521.1|ASTE
OG0004017	LOC115765903|XP_030565506.1|DNOV	LOC118513621|XP_035915570.1|ASTE
OG0004018	LOC115762490|XP_030560586.1|DNOV	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE
OG0004019	LOC115759779|XP_030556706.1|DNOV	LOC118513205|XP_035914597.1|ASTE
OG0004020	LOC115758863|XP_030555512.1|DNOV	LOC118509950|XP_035907174.1|ASTE
OG0004021	LOC115759023|XP_030555695.1|DNOV	LOC118511810|XP_035911243.1|ASTE
OG0004022	LOC115758402|XP_030554909.1|DNOV	LOC118514098|XP_035916531.1|ASTE
OG0004023	LOC115767424|XP_030567560.1|DNOV	LOC118514054|XP_035916440.1|ASTE
OG0004024	LOC115760042|XP_030557070.1|DNOV	LOC118512622|XP_035913195.1|ASTE
OG0004025	LOC115760072|XP_030557111.1|DNOV	LOC118510835|XP_035909054.1|ASTE
OG0004026	LOC115759037|XP_030555719.1|DNOV	LOC118510831|XP_035909043.1|ASTE
OG0004027	LOC115764448|XP_030563317.1|DNOV	LOC118510804|XP_035909012.1|ASTE
OG0004028	LOC115763494|XP_030561946.1|DNOV	LOC118510800|XP_035909005.1|ASTE
OG0004029	LOC115763413|XP_030561825.1|DNOV	LOC118510786|XP_035908976.1|ASTE
OG0004030	LOC115758024|XP_030554393.1|DNOV	LOC118510773|XP_035908933.1|ASTE
OG0004031	LOC115759252|XP_030556013.1|DNOV	LOC118510759|XP_035908896.1|ASTE
OG0004032	LOC115763610|XP_030562098.1|DNOV	LOC118510753|XP_035908891.1|ASTE
OG0004033	LOC115763586|XP_030562065.1|DNOV	LOC118510742|XP_035908866.1|ASTE
OG0004034	LOC115766011|XP_030565643.1|DNOV	LOC118514072|XP_035916491.1|ASTE
OG0004035	LOC115758395|XP_030554888.1|DNOV	LOC118514048|XP_035916432.1|ASTE
OG0004036	LOC115763138|XP_030561442.1|DNOV	LOC118514045|XP_035916424.1|ASTE
OG0004037	LOC115758858|XP_030555506.1|DNOV	LOC118514119|XP_035916591.1|ASTE
OG0004038	LOC115765911|XP_030565517.1|DNOV	LOC118514085|XP_035916511.1|ASTE
OG0004039	LOC115759955|XP_030556958.1|DNOV	LOC118514092|XP_035916517.1|ASTE
OG0004040	LOC115759544|XP_030556362.1|DNOV	LOC118513203|XP_035914593.1|ASTE
OG0004041	LOC115765274|XP_030564624.1|DNOV	LOC118513683|XP_035915681.1|ASTE
OG0004043	LOC115760093|XP_030557137.1|DNOV	LOC118514115|XP_035916584.1|ASTE
OG0004044	LOC115768816|XP_030569374.1|DNOV	LOC118510722|XP_035908824.1|ASTE
OG0004045	LOC115763023|XP_030561281.1|DNOV	LOC118510727|XP_035908832.1|ASTE
OG0004046	LOC115765843|XP_030565429.1|DNOV	LOC118510719|XP_035908819.1|ASTE
OG0004047	LOC115759836|XP_030556789.1|DNOV	LOC118510718|XP_035908818.1|ASTE
OG0004048	LOC115768560|XP_030569034.1|DNOV	LOC118510716|XP_035908813.1|ASTE
OG0004049	LOC115758952|XP_030555611.1|DNOV	LOC118510686|XP_035908746.1|ASTE
OG0004050	LOC115759797|XP_030556738.1|DNOV	LOC118510679|XP_035908735.1|ASTE
OG0004052	LOC115766816|XP_030566711.1|DNOV	LOC118512199|XP_035912196.1|ASTE
OG0004053	LOC115762252|XP_030560264.1|DNOV	LOC118505769|XP_035897905.1|ASTE
OG0004054	LOC115767719|XP_030567884.1|DNOV	LOC118512731|XP_035913484.1|ASTE
OG0004055	LOC115761830|XP_030559632.1|DNOV	LOC118505757|XP_035897867.1|ASTE
OG0004056	LOC115764772|XP_030563872.1|DNOV	LOC118505755|XP_035897865.1|ASTE
OG0004057	LOC115769089|XP_030569663.1|DNOV	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE
OG0004058	LOC115769349|XP_030569976.1|DNOV	LOC118507577|XP_035902123.1|ASTE
OG0004059	LOC115763835|XP_030562454.1|DNOV	LOC118506590|XP_035899840.1|ASTE
OG0004060	LOC115765776|XP_030565308.1|DNOV	LOC118511894|XP_035911417.1|ASTE
OG0004061	LOC115766869|XP_030566789.1|DNOV	LOC118506572|XP_035899807.1|ASTE
OG0004062	LOC115767661|XP_030567809.1|DNOV	LOC118506649|XP_035899943.1|ASTE
OG0004063	LOC115766392|XP_030566164.1|DNOV	LOC118506643|XP_035899924.1|ASTE
OG0004064	LOC115771407|XP_030572967.1|DNOV	LOC118506641|XP_035899916.1|ASTE
OG0004065	LOC115758714|XP_030555357.1|DNOV	LOC118506635|XP_035899897.1|ASTE
OG0004066	LOC115764227|XP_030563005.1|DNOV	LOC118506632|XP_035899896.1|ASTE
OG0004067	LOC115768751|XP_030569299.1|DNOV	LOC118506626|XP_035899890.1|ASTE
OG0004068	LOC115770940|XP_030572260.1|DNOV	LOC118506624|XP_035899886.1|ASTE
OG0004069	LOC115770931|XP_030572248.1|DNOV	LOC118506625|XP_035899887.1|ASTE
OG0004070	LOC115767150|XP_030567181.1|DNOV	LOC118506604|XP_035899864.1|ASTE
OG0004071	LOC115770439|XP_030571573.1|DNOV	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE
OG0004072	LOC115770332|XP_030571430.1|DNOV	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE
OG0004073	LOC115768169|XP_030568527.1|DNOV	LOC118505616|XP_035897569.1|ASTE
OG0004074	LOC115761527|XP_030559162.1|DNOV	LOC118505617|XP_035897570.1|ASTE
OG0004075	LOC115764573|XP_030563571.1|DNOV	LOC118504463|XP_035894856.1|ASTE
OG0004076	LOC115764572|XP_030563563.1|DNOV	LOC118508347|XP_035903927.1|ASTE
OG0004077	LOC115759870|XP_030556840.1|DNOV	LOC118517551|XP_035919684.1|ASTE
OG0004078	LOC115765728|XP_030565251.1|DNOV	LOC118517542|XP_035919674.1|ASTE
OG0004079	LOC115764341|XP_030563154.1|DNOV	LOC118517524|XP_035919646.1|ASTE
OG0004080	LOC115760822|XP_030558204.1|DNOV	LOC118504862|XP_035895791.1|ASTE
OG0004081	LOC115758120|XP_030554536.1|DNOV	LOC118505285|XP_035896759.1|ASTE
OG0004082	LOC115766737|XP_030566560.1|DNOV	LOC118505657|XP_035897641.1|ASTE
OG0004083	LOC115764847|XP_030563958.1|DNOV	LOC118505659|XP_035897643.1|ASTE
OG0004084	LOC115771424|XP_030572985.1|DNOV	LOC118505660|XP_035897645.1|ASTE
OG0004085	LOC115765701|XP_030565221.1|DNOV	LOC118505682|XP_035897708.1|ASTE
OG0004086	LOC115765018|XP_030564231.1|DNOV	LOC118504924|XP_035895902.1|ASTE
OG0004087	LOC115768873|XP_030569440.1|DNOV	LOC118506727|XP_035900157.1|ASTE
OG0004088	LOC115772005|XP_030573797.1|DNOV	LOC118502764|XP_035891241.1|ASTE, LOC118502890|XP_035891501.1|ASTE
OG0004089	LOC115764382|XP_030563205.1|DNOV	LOC118505535|XP_035897343.1|ASTE
OG0004090	LOC115770635|XP_030571840.1|DNOV	LOC118505503|XP_035897264.1|ASTE
OG0004092	LOC115767575|XP_030567721.1|DNOV	LOC118505513|XP_035897305.1|ASTE
OG0004094	LOC115769060|XP_030569634.1|DNOV	LOC118517189|XP_035919022.1|ASTE, LOC118505289|XP_035896767.1|ASTE
OG0004095	LOC115767933|XP_030568166.1|DNOV	LOC118504505|XP_035894925.1|ASTE
OG0004096	LOC115765020|XP_030564233.1|DNOV	LOC118504495|XP_035894911.1|ASTE
OG0004097	LOC115767956|XP_030568209.1|DNOV	LOC118507624|XP_035902239.1|ASTE
OG0004098	LOC115770236|XP_030571300.1|DNOV, LOC115760222|XP_030557686.1|DNOV	LOC118507620|XP_035902231.1|ASTE
OG0004099	LOC115763886|XP_030562523.1|DNOV	LOC118507116|XP_035901013.1|ASTE
OG0004100	LOC115763718|XP_030562270.1|DNOV	LOC118507121|XP_035901019.1|ASTE
OG0004101	LOC115763799|XP_030562403.1|DNOV	LOC118507123|XP_035901024.1|ASTE
OG0004102	LOC115763908|XP_030562574.1|DNOV	LOC118507136|XP_035901059.1|ASTE
OG0004103	LOC115765790|XP_030565335.1|DNOV	LOC118507135|XP_035901057.1|ASTE
OG0004104	LOC115761529|XP_030559160.1|DNOV	LOC118507137|XP_035901060.1|ASTE
OG0004105	LOC115771399|XP_030572949.1|DNOV	LOC118505647|XP_035897622.1|ASTE
OG0004106	LOC115771527|XP_030573125.1|DNOV	LOC118504714|XP_035895444.1|ASTE
OG0004107	LOC115770972|XP_030572296.1|DNOV	LOC118504704|XP_035895430.1|ASTE
OG0004108	LOC115766260|XP_030565979.1|DNOV, LOC115766051|XP_030565691.1|DNOV	LOC118504697|XP_035895418.1|ASTE
OG0004109	LOC115770637|XP_030571844.1|DNOV	LOC118504699|XP_035895421.1|ASTE
OG0004110	LOC115771450|XP_030573024.1|DNOV	LOC118504700|XP_035895422.1|ASTE
OG0004111	LOC115763899|XP_030562542.1|DNOV	LOC118504576|XP_035895110.1|ASTE
OG0004112	LOC115770758|XP_030572031.1|DNOV	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE
OG0004113	LOC115768295|XP_030568700.1|DNOV	LOC118504955|XP_035895968.1|ASTE
OG0004114	LOC115768580|XP_030569084.1|DNOV	LOC118517584|XP_035919752.1|ASTE
OG0004115	LOC115768586|XP_030569092.1|DNOV	LOC118517578|XP_035919727.1|ASTE
OG0004116	LOC115763826|XP_030562439.1|DNOV	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE
OG0004117	LOC115758870|XP_030555522.1|DNOV	LOC118506503|XP_035899611.1|ASTE
OG0004118	LOC115767493|XP_030567661.1|DNOV	LOC118505320|XP_035896858.1|ASTE
OG0004119	LOC115765341|XP_030564711.1|DNOV, LOC115765651|XP_030565168.1|DNOV	LOC118517516|XP_035919634.1|ASTE
OG0004120	LOC115766200|XP_030565910.1|DNOV	LOC118503648|XP_035893057.1|ASTE
OG0004121	LOC115766980|XP_030566936.1|DNOV	LOC118505521|XP_035897314.1|ASTE
OG0004122	LOC115766253|XP_030565973.1|DNOV, LOC115766073|XP_030565738.1|DNOV	LOC118505496|XP_035897249.1|ASTE
OG0004123	LOC115765690|XP_030565208.1|DNOV	LOC118505466|XP_035897168.1|ASTE
OG0004124	LOC115767394|XP_030567518.1|DNOV	LOC118506654|XP_035899961.1|ASTE
OG0004125	LOC115761237|XP_030558791.1|DNOV	LOC118506292|XP_035899117.1|ASTE
OG0004126	LOC115761333|XP_030558926.1|DNOV	LOC118503650|XP_035893062.1|ASTE
OG0004127	LOC115763357|XP_030561742.1|DNOV	LOC118507726|XP_035902573.1|ASTE
OG0004128	LOC115759526|XP_030556335.1|DNOV	LOC118517102|XP_035918853.1|ASTE, LOC118503686|XP_035893120.1|ASTE
OG0004129	LOC115761122|XP_030558619.1|DNOV	LOC118507635|XP_035902252.1|ASTE
OG0004130	LOC115766488|XP_030566310.1|DNOV, LOC115766489|XP_030566312.1|DNOV	LOC118506342|XP_035899218.1|ASTE
OG0004131	LOC115770731|XP_030571993.1|DNOV	LOC118502610|XP_035890870.1|ASTE
OG0004132	LOC115769773|XP_030570598.1|DNOV	LOC118502608|XP_035890866.1|ASTE
OG0004133	LOC115760297|XP_030557444.1|DNOV	LOC118502604|XP_035890861.1|ASTE
OG0004134	LOC115760405|XP_030557572.1|DNOV	LOC118502589|XP_035890833.1|ASTE
OG0004135	LOC115770647|XP_030571868.1|DNOV	LOC118508524|XP_035904276.1|ASTE
OG0004136	LOC115763856|XP_030562491.1|DNOV	LOC118517519|XP_035919641.1|ASTE
OG0004137	LOC115760921|XP_030558355.1|DNOV	LOC118507016|XP_035900846.1|ASTE
OG0004138	LOC115762934|XP_030561175.1|DNOV	LOC118507025|XP_035900868.1|ASTE
OG0004139	LOC115768065|XP_030568375.1|DNOV	LOC118507024|XP_035900867.1|ASTE
OG0004140	LOC115768982|XP_030569557.1|DNOV	LOC118507062|XP_035900933.1|ASTE
OG0004141	LOC115757909|XP_030554224.1|DNOV	LOC118504344|XP_035894598.1|ASTE
OG0004142	LOC115767326|XP_030567429.1|DNOV	LOC118507677|XP_035902360.1|ASTE
OG0004143	LOC115764673|XP_030563720.1|DNOV	LOC118508546|XP_035904328.1|ASTE
OG0004145	LOC115770991|XP_030572343.1|DNOV	LOC118507764|XP_035902674.1|ASTE
OG0004146	LOC115770720|XP_030571978.1|DNOV	LOC118507113|XP_035901008.1|ASTE
OG0004147	LOC115763606|XP_030562094.1|DNOV	LOC118504360|XP_035894645.1|ASTE
OG0004148	LOC115761502|XP_030559129.1|DNOV	LOC118504589|XP_035895136.1|ASTE
OG0004149	LOC115763731|XP_030562288.1|DNOV	LOC118504602|XP_035895159.1|ASTE
OG0004150	LOC115761773|XP_030559563.1|DNOV	LOC118506521|XP_035899651.1|ASTE
OG0004151	LOC115772087|XP_030573905.1|DNOV	LOC118508253|XP_035903759.1|ASTE, LOC118515266|XP_035917847.1|ASTE
OG0004152	LOC115767944|XP_030568183.1|DNOV	LOC118508264|XP_035903788.1|ASTE
OG0004153	LOC115764443|XP_030563359.1|DNOV	LOC118508270|XP_035903804.1|ASTE
OG0004154	LOC115762624|XP_030560784.1|DNOV	LOC118508273|XP_035903807.1|ASTE
OG0004155	LOC115761645|XP_030559339.1|DNOV	LOC118503212|XP_035892095.1|ASTE
OG0004156	LOC115766214|XP_030565925.1|DNOV	LOC118503217|XP_035892103.1|ASTE
OG0004157	LOC115766416|XP_030566197.1|DNOV	LOC118503219|XP_035892105.1|ASTE
OG0004158	LOC115770352|XP_030571450.1|DNOV	LOC118504761|XP_035895582.1|ASTE
OG0004159	LOC115759625|XP_030556470.1|DNOV	LOC118504763|XP_035895584.1|ASTE
OG0004160	LOC115767659|XP_030567807.1|DNOV	LOC118504765|XP_035895588.1|ASTE
OG0004161	LOC115766096|XP_030565765.1|DNOV	LOC118502359|XP_035890461.1|ASTE
OG0004162	LOC115770660|XP_030571886.1|DNOV	LOC118505833|XP_035898081.1|ASTE
OG0004163	LOC115766165|XP_030565868.1|DNOV	LOC118502781|XP_035891271.1|ASTE
OG0004164	LOC115764844|XP_030563952.1|DNOV	LOC118506718|XP_035900124.1|ASTE
OG0004165	LOC115772060|XP_030573867.1|DNOV	LOC118505389|XP_035896993.1|ASTE
OG0004166	LOC115762601|XP_030560756.1|DNOV	LOC118506148|XP_035898794.1|ASTE
OG0004167	LOC115763700|XP_030562249.1|DNOV	LOC118503707|XP_035893163.1|ASTE
OG0004168	LOC115761975|XP_030559878.1|DNOV	LOC118507092|XP_035900974.1|ASTE
OG0004169	LOC115767192|XP_030567243.1|DNOV	LOC118506210|XP_035898920.1|ASTE
OG0004170	LOC115758552|XP_030555109.1|DNOV, LOC115767079|XP_030567083.1|DNOV	LOC118504764|XP_035895585.1|ASTE
OG0004171	LOC115768609|XP_030569123.1|DNOV	LOC118504766|XP_035895589.1|ASTE
OG0004172	LOC115765251|XP_030564585.1|DNOV	LOC118507665|XP_035902334.1|ASTE
OG0004174	LOC115764559|XP_030563540.1|DNOV	LOC118503265|XP_035892202.1|ASTE
OG0004175	LOC115758161|XP_030554560.1|DNOV	LOC118508551|XP_035904334.1|ASTE
OG0004176	LOC115767158|XP_030567193.1|DNOV	LOC118502587|XP_035890831.1|ASTE
OG0004177	LOC115766150|XP_030565847.1|DNOV	LOC118508525|XP_035904286.1|ASTE
OG0004178	LOC115767937|XP_030568169.1|DNOV	LOC118507703|XP_035902468.1|ASTE
OG0004179	LOC115768486|XP_030568929.1|DNOV	LOC118503010|XP_035891719.1|ASTE
OG0004180	LOC115763751|XP_030562316.1|DNOV	LOC118502987|XP_035891672.1|ASTE
OG0004181	LOC115764606|XP_030563609.1|DNOV	LOC118506967|XP_035900695.1|ASTE
OG0004182	LOC115771252|XP_030572716.1|DNOV	LOC118505695|XP_035897728.1|ASTE
OG0004183	LOC115771141|XP_030572571.1|DNOV	LOC118505696|XP_035897734.1|ASTE
OG0004184	LOC115762733|XP_030560927.1|DNOV	LOC118507627|XP_035902241.1|ASTE
OG0004185	LOC115758859|XP_030555507.1|DNOV	LOC118514121|XP_035916600.1|ASTE
OG0004186	LOC115768864|XP_030569428.1|DNOV	LOC118507590|XP_035902146.1|ASTE
OG0004187	LOC115763848|XP_030562477.1|DNOV	LOC118507583|XP_035902137.1|ASTE
OG0004188	LOC115766244|XP_030565967.1|DNOV, LOC115766054|XP_030565692.1|DNOV	LOC118507705|XP_035902489.1|ASTE
OG0004189	LOC115766240|XP_030565962.1|DNOV, LOC115766055|XP_030565696.1|DNOV	LOC118507711|XP_035902499.1|ASTE
OG0004190	LOC115761755|XP_030559518.1|DNOV	LOC118507723|XP_035902567.1|ASTE
OG0004191	LOC115761758|XP_030559523.1|DNOV	LOC118507725|XP_035902571.1|ASTE
OG0004192	LOC115765640|XP_030565158.1|DNOV	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE
OG0004193	LOC115768615|XP_030569131.1|DNOV	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE
OG0004194	LOC115765739|XP_030565263.1|DNOV	LOC118508426|XP_035904095.1|ASTE
OG0004195	LOC115767962|XP_030568221.1|DNOV	LOC118507941|XP_035903152.1|ASTE
OG0004196	LOC115764964|XP_030564149.1|DNOV	LOC118507939|XP_035903147.1|ASTE
OG0004197	LOC115767879|XP_030568101.1|DNOV	LOC118507950|XP_035903168.1|ASTE
OG0004198	LOC115765766|XP_030565292.1|DNOV	LOC118502650|XP_035890992.1|ASTE
OG0004199	LOC115770915|XP_030572223.1|DNOV	LOC118506988|XP_035900753.1|ASTE
OG0004200	LOC115761453|XP_030559083.1|DNOV	LOC118502793|XP_035891288.1|ASTE
OG0004201	LOC115761230|XP_030558782.1|DNOV	LOC118502795|XP_035891295.1|ASTE
OG0004202	LOC115771877|XP_030573621.1|DNOV	LOC118502799|XP_035891306.1|ASTE
OG0004203	LOC115770697|XP_030571953.1|DNOV	LOC118502800|XP_035891307.1|ASTE
OG0004204	LOC115771398|XP_030572947.1|DNOV	LOC118506925|XP_035900618.1|ASTE
OG0004205	LOC115770469|XP_030571607.1|DNOV	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE
OG0004206	LOC115763710|XP_030562264.1|DNOV	LOC118506558|XP_035899771.1|ASTE
OG0004207	LOC115763712|XP_030562265.1|DNOV	LOC118506559|XP_035899772.1|ASTE
OG0004208	LOC115767888|XP_030568114.1|DNOV	LOC118506565|XP_035899780.1|ASTE
OG0004209	LOC115761960|XP_030559859.1|DNOV	LOC118504314|XP_035894514.1|ASTE
OG0004210	LOC115764138|XP_030562872.1|DNOV	LOC118506692|XP_035900057.1|ASTE
OG0004211	LOC115758486|XP_030555024.1|DNOV	LOC118506686|XP_035900049.1|ASTE
OG0004212	LOC115770694|XP_030571947.1|DNOV	LOC118506734|XP_035900166.1|ASTE
OG0004213	LOC115770662|XP_030571889.1|DNOV	LOC118505062|XP_035896233.1|ASTE
OG0004214	LOC115765261|XP_030564605.1|DNOV	LOC118505258|XP_035896709.1|ASTE
OG0004215	LOC115757835|XP_030554127.1|DNOV	LOC118504502|XP_035894921.1|ASTE
OG0004216	LOC115770331|XP_030571429.1|DNOV	LOC118508360|XP_035903971.1|ASTE
OG0004217	LOC115769789|XP_030570616.1|DNOV	LOC118508355|XP_035903952.1|ASTE
OG0004218	LOC115770780|XP_030572060.1|DNOV	LOC118505413|XP_035897055.1|ASTE
OG0004219	LOC115759553|XP_030556375.1|DNOV	LOC118507682|XP_035902375.1|ASTE
OG0004220	LOC115770825|XP_030572107.1|DNOV	LOC118508358|XP_035903955.1|ASTE
OG0004221	LOC115770924|XP_030572242.1|DNOV	LOC118506423|XP_035899413.1|ASTE
OG0004222	LOC115770907|XP_030572210.1|DNOV	LOC118506425|XP_035899418.1|ASTE
OG0004223	LOC115761949|XP_030559846.1|DNOV	LOC118503185|XP_035892056.1|ASTE
OG0004224	LOC115759401|XP_030556147.1|DNOV	LOC118503184|XP_035892053.1|ASTE
OG0004225	LOC115767865|XP_030568084.1|DNOV	LOC118503188|XP_035892062.1|ASTE
OG0004226	LOC115770643|XP_030571862.1|DNOV	LOC118505803|XP_035898036.1|ASTE
OG0004227	LOC115770856|XP_030572153.1|DNOV	LOC118506219|XP_035898945.1|ASTE
OG0004228	LOC115770732|XP_030571997.1|DNOV	LOC118504310|XP_035894505.1|ASTE
OG0004230	LOC115766469|XP_030566271.1|DNOV	LOC118503248|XP_035892166.1|ASTE
OG0004231	LOC115762773|XP_030560983.1|DNOV	LOC118505397|XP_035897018.1|ASTE
OG0004232	LOC115762777|XP_030560986.1|DNOV	LOC118505399|XP_035897023.1|ASTE
OG0004233	LOC115762776|XP_030560985.1|DNOV	LOC118505398|XP_035897019.1|ASTE
OG0004234	LOC115762902|XP_030561138.1|DNOV	LOC118508510|XP_035904244.1|ASTE
OG0004235	LOC115764316|XP_030563115.1|DNOV	LOC118508508|XP_035904239.1|ASTE
OG0004236	LOC115764727|XP_030563796.1|DNOV	LOC118506870|XP_035900499.1|ASTE
OG0004237	LOC115761511|XP_030559140.1|DNOV	LOC118507935|XP_035903132.1|ASTE
OG0004238	LOC115765775|XP_030565307.1|DNOV	LOC118503616|XP_035892994.1|ASTE
OG0004239	LOC115770684|XP_030571930.1|DNOV	LOC118503618|XP_035892996.1|ASTE
OG0004240	LOC115763649|XP_030562176.1|DNOV	LOC118506161|XP_035898826.1|ASTE
OG0004241	LOC115770847|XP_030572142.1|DNOV	LOC118504248|XP_035894367.1|ASTE
OG0004242	LOC115766125|XP_030565807.1|DNOV	LOC118504249|XP_035894368.1|ASTE
OG0004243	LOC115771180|XP_030572625.1|DNOV	LOC118504991|XP_035896062.1|ASTE
OG0004244	LOC115765680|XP_030565199.1|DNOV	LOC118505012|XP_035896093.1|ASTE
OG0004245	LOC115769865|XP_030570723.1|DNOV	LOC118506325|XP_035899174.1|ASTE
OG0004246	LOC115766411|XP_030566194.1|DNOV	LOC118504322|XP_035894543.1|ASTE
OG0004247	LOC115767992|XP_030568254.1|DNOV	LOC118505070|XP_035896246.1|ASTE
OG0004248	LOC115757904|XP_030554214.1|DNOV	LOC118505096|XP_035896291.1|ASTE
OG0004249	LOC115768093|XP_030568437.1|DNOV	LOC118505010|XP_035896091.1|ASTE
OG0004250	LOC115763505|XP_030561962.1|DNOV	LOC118504992|XP_035896063.1|ASTE
OG0004251	LOC115766420|XP_030566202.1|DNOV	LOC118504980|XP_035896016.1|ASTE
OG0004252	LOC115766227|XP_030565946.1|DNOV	LOC118504981|XP_035896027.1|ASTE
OG0004253	LOC115759647|XP_030556496.1|DNOV	LOC118507563|XP_035902077.1|ASTE
OG0004254	LOC115768316|XP_030568725.1|DNOV	LOC118504382|XP_035894686.1|ASTE
OG0004255	LOC115759218|XP_030555970.1|DNOV	LOC118502881|XP_035891493.1|ASTE
OG0004257	LOC115761179|XP_030558702.1|DNOV	LOC118506328|XP_035899183.1|ASTE
OG0004258	LOC115766101|XP_030565776.1|DNOV	LOC118507082|XP_035900958.1|ASTE
OG0004259	LOC115766561|XP_030566399.1|DNOV	LOC118507083|XP_035900960.1|ASTE
OG0004260	LOC115765791|XP_030565336.1|DNOV	LOC118505153|XP_035896431.1|ASTE
OG0004261	LOC115759665|XP_030556522.1|DNOV	LOC118505167|XP_035896466.1|ASTE
OG0004262	LOC115770911|XP_030572216.1|DNOV	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE
OG0004263	LOC115759482|XP_030556276.1|DNOV	LOC118510984|XP_035909384.1|ASTE
OG0004264	LOC115764620|XP_030563642.1|DNOV	LOC118510977|XP_035909371.1|ASTE
OG0004265	LOC115761601|XP_030559262.1|DNOV	LOC118510946|XP_035909277.1|ASTE
OG0004266	LOC115770954|XP_030572282.1|DNOV	LOC118502502|XP_035890628.1|ASTE
OG0004267	LOC115770710|XP_030571967.1|DNOV	LOC118504237|XP_035894352.1|ASTE
OG0004268	LOC115758271|XP_030554694.1|DNOV	LOC118504267|XP_035894389.1|ASTE
OG0004269	LOC115757793|XP_030554066.1|DNOV	LOC118505815|XP_035898053.1|ASTE
OG0004270	LOC115764639|XP_030563671.1|DNOV	LOC118508278|XP_035903812.1|ASTE
OG0004271	LOC115761574|XP_030559224.1|DNOV	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE
OG0004272	LOC115770632|XP_030571838.1|DNOV	LOC118505799|XP_035898027.1|ASTE
OG0004273	LOC115771759|XP_030573469.1|DNOV	LOC118505798|XP_035898026.1|ASTE
