Orthogroup	DANA.longest_only	AEAL.longest_only
OG0003907	LOC6497892|XP_001961660.1|DANA	LOC115253502|XP_029710045.1|AEAL, LOC109421066|XP_019551104.2|AEAL, LOC109429208|XP_019560646.2|AEAL
OG0003908	LOC6497893|XP_001961661.1|DANA	LOC109421041|XP_019551075.2|AEAL, LOC109429228|XP_019560675.1|AEAL, LOC115258570|XP_029714616.1|AEAL
OG0003909	LOC6495285|XP_032306358.1|DANA	LOC109405615|XP_029714537.1|AEAL
OG0003910	LOC6500073|XP_001953272.1|DANA	LOC109416534|XP_019546157.2|AEAL
OG0003911	LOC6506159|XP_001965123.1|DANA	LOC115258629|XP_029714791.1|AEAL, LOC109405693|XP_019534298.2|AEAL
OG0003912	LOC6496704|XP_001967347.1|DANA	LOC115258509|XP_029714490.1|AEAL, LOC109410195|XP_029714495.1|AEAL, LOC109405687|XP_029715299.1|AEAL
OG0003913	LOC6504365|XP_032310985.1|DANA	LOC109410247|XP_029714497.1|AEAL, LOC115267403|XP_029730244.1|AEAL, LOC109405692|XP_029715109.1|AEAL
OG0003914	LOC6497053|XP_001962844.1|DANA	LOC115258891|XP_029715206.1|AEAL, LOC109417528|XP_029714594.1|AEAL, LOC109410214|XP_019539282.2|AEAL
OG0003915	LOC6503066|XP_032308938.1|DANA	LOC115258892|XP_029715207.1|AEAL, LOC109417526|XP_019547142.1|AEAL, LOC109410208|XP_019539278.2|AEAL
OG0003916	LOC6498140|XP_001962160.1|DANA	LOC115263023|XP_029721814.1|AEAL, LOC109417537|XP_019547158.1|AEAL, LOC115266747|XP_029729140.1|AEAL
OG0003917	LOC6497220|XP_001962533.3|DANA	LOC115255418|XP_029709396.1|AEAL, LOC109410237|XP_029709514.1|AEAL, LOC109417635|XP_029709389.1|AEAL
OG0003918	LOC6497950|XP_001961783.1|DANA	LOC115256961|XP_029712032.1|AEAL, LOC109417653|XP_019547251.1|AEAL, LOC109622148|XP_019931925.2|AEAL
OG0003919	LOC6503309|XP_032309225.1|DANA	LOC109417552|XP_029709331.1|AEAL, LOC109622156|XP_029709321.1|AEAL
OG0003920	LOC6495851|XP_001959710.1|DANA	LOC109622778|XP_019932769.1|AEAL, LOC109417667|XP_019547262.1|AEAL
OG0003921	LOC6497376|XP_001962211.2|DANA	LOC109417683|XP_029709282.1|AEAL, LOC109622172|XP_029709292.1|AEAL, LOC115255395|XP_029709319.1|AEAL
OG0003922	LOC6498446|XP_001962834.2|DANA	LOC115255381|XP_029709289.1|AEAL, LOC109417684|XP_019547290.2|AEAL, LOC115255376|XP_029709278.1|AEAL
OG0003923	LOC6506026|XP_001966650.1|DANA	LOC109416842|XP_029709256.1|AEAL, LOC109417690|XP_029709238.1|AEAL, LOC115253945|XP_029709236.1|AEAL
OG0003924	LOC6496520|XP_001961060.1|DANA	LOC115255371|XP_029709252.1|AEAL, LOC109417692|XP_029709234.1|AEAL, LOC115255370|XP_029709251.1|AEAL
OG0003925	LOC6498516|XP_032310932.1|DANA	LOC115253783|XP_029709222.1|AEAL, LOC115253661|XP_029709195.1|AEAL, LOC109417703|XP_019547331.2|AEAL
OG0003926	LOC6496986|XP_001962992.1|DANA	LOC115255337|XP_029709214.1|AEAL, LOC109417708|XP_019547338.1|AEAL, LOC115253943|XP_029709207.1|AEAL
OG0003927	LOC6497430|XP_001962097.1|DANA	LOC109417719|XP_029709183.1|AEAL
OG0003928	LOC6498340|XP_032307749.1|DANA	LOC109420032|XP_019549889.2|AEAL
OG0003929	LOC6497056|XP_001962840.2|DANA	LOC109417750|XP_019547423.2|AEAL, LOC109420019|XP_029709139.1|AEAL, LOC115255486|XP_029709471.1|AEAL
OG0003930	LOC6498246|XP_001962388.1|DANA	LOC109417755|XP_029709134.1|AEAL, LOC115255270|XP_029709092.1|AEAL, LOC109420015|XP_029709122.1|AEAL
OG0003931	LOC6497279|XP_014761610.1|DANA	LOC109420008|XP_029709083.1|AEAL, LOC115253941|XP_029709125.1|AEAL, LOC109417759|XP_029709111.1|AEAL
OG0003932	LOC6495571|XP_014763357.1|DANA	LOC109419403|XP_029709065.1|AEAL
OG0003933	LOC6497240|XP_014761576.1|DANA	LOC115255210|XP_029709013.1|AEAL, LOC109397495|XP_029709001.1|AEAL, LOC115255185|XP_029708979.1|AEAL
OG0003934	LOC6498347|XP_001962595.1|DANA	LOC115254897|XP_029708439.1|AEAL, LOC109397497|XP_029708435.1|AEAL, LOC115254896|XP_029708438.1|AEAL
OG0003935	LOC6494417|XP_001960368.1|DANA	LOC109419966|XP_019549800.2|AEAL, LOC115255188|XP_029708989.1|AEAL
OG0003936	LOC6496170|XP_001960367.1|DANA	LOC115254894|XP_029708437.1|AEAL, LOC109419967|XP_019549802.1|AEAL
OG0003937	LOC6494092|XP_001960993.1|DANA	LOC109419957|XP_029708955.1|AEAL
OG0003938	LOC6498514|XP_032311261.1|DANA	LOC109419953|XP_029708954.1|AEAL, LOC109417546|XP_029715584.1|AEAL, LOC115255463|XP_029709447.1|AEAL
OG0003939	LOC6498329|XP_001962555.1|DANA	LOC109417517|XP_019547143.2|AEAL, LOC115255169|XP_029708950.1|AEAL, LOC109419951|XP_029708931.1|AEAL
OG0003940	LOC6506298|XP_001965149.1|DANA	LOC109417493|XP_019547118.2|AEAL, LOC109419950|XP_029708930.1|AEAL, LOC115253435|XP_029715583.1|AEAL
OG0003941	LOC6496992|XP_001962975.1|DANA	LOC109417504|XP_029708929.1|AEAL, LOC109419921|XP_019549744.2|AEAL
OG0003942	LOC6505480|XP_001964937.2|DANA	LOC109419928|XP_029708934.1|AEAL, LOC109420729|XP_029708907.1|AEAL
OG0003943	LOC6498520|XP_001962987.1|DANA	LOC109420722|XP_029708888.1|AEAL, LOC109419889|XP_029715704.1|AEAL, LOC109419887|XP_019549721.1|AEAL
OG0003944	LOC6498480|XP_001962909.1|DANA	LOC109420700|XP_019550697.1|AEAL, LOC115255131|XP_029708864.1|AEAL, LOC115255129|XP_029708862.1|AEAL, LOC109414276|XP_019543644.1|AEAL
OG0003945	LOC6495906|XP_001959832.1|DANA	LOC109420692|XP_019550676.2|AEAL
OG0003946	LOC6498012|XP_014761929.1|DANA	LOC115264418|XP_029723946.1|AEAL
OG0003947	LOC6497528|XP_001961899.1|DANA	LOC109420675|XP_029708744.1|AEAL
OG0003948	LOC6497909|XP_001961696.1|DANA	LOC115255104|XP_029708759.1|AEAL, LOC109420665|XP_019550630.1|AEAL
OG0003949	LOC6497620|XP_001961694.2|DANA	LOC109420662|XP_029708760.1|AEAL
OG0003950	LOC6497111|XP_001962732.1|DANA	LOC109420653|XP_019550566.2|AEAL, LOC115268896|XP_029732957.1|AEAL
OG0003951	LOC6497115|XP_014761520.1|DANA, LOC116656028|XP_032311056.1|DANA	LOC109429459|XP_029708734.1|AEAL, LOC109420651|XP_029708811.1|AEAL
OG0003952	LOC6497589|XP_001961755.3|DANA	LOC109420642|XP_029708741.1|AEAL
OG0003953	LOC6498240|XP_001962368.1|DANA	LOC115255088|XP_029708733.1|AEAL, LOC109407734|XP_029708721.1|AEAL
OG0003954	LOC6507683|XP_001956142.1|DANA	LOC109420549|XP_029718263.1|AEAL, LOC115255079|XP_029708713.1|AEAL, LOC115261045|XP_029718265.1|AEAL
OG0003956	LOC6497658|XP_032307698.1|DANA	LOC109417064|XP_029708693.1|AEAL
OG0003957	LOC6493740|XP_001958346.1|DANA	LOC109407366|XP_029709427.1|AEAL
OG0003958	LOC6502372|XP_001967165.3|DANA	LOC115255429|XP_029709420.1|AEAL, LOC109407439|XP_019536033.1|AEAL, LOC115255067|XP_029708689.1|AEAL, LOC109420522|XP_019550436.2|AEAL
OG0003959	LOC6495059|XP_032306532.1|DANA	LOC109419740|XP_029708595.1|AEAL
OG0003960	LOC6503689|XP_001963918.2|DANA	LOC115255041|XP_029708627.1|AEAL, LOC109419761|XP_019549584.2|AEAL
OG0003961	LOC6504491|XP_014760438.1|DANA	LOC109419770|XP_029732975.1|AEAL, LOC109398247|XP_029708618.1|AEAL
OG0003962	LOC6496984|XP_001962996.1|DANA	LOC109419773|XP_029708623.1|AEAL, LOC109398260|XP_029708577.1|AEAL
OG0003963	LOC6498027|XP_032307402.1|DANA	LOC109402097|XP_029708554.1|AEAL, LOC115254980|XP_029708532.1|AEAL
OG0003964	LOC6504256|XP_001965098.1|DANA	LOC115254972|XP_029708523.1|AEAL, LOC115254988|XP_029708538.1|AEAL, LOC109402112|XP_019530281.2|AEAL
OG0003965	LOC6497578|XP_032307562.1|DANA	LOC109431811|XP_029708486.1|AEAL
OG0003966	LOC6505392|XP_001966903.1|DANA	LOC109431818|XP_029722655.1|AEAL, LOC109431824|XP_029708481.1|AEAL
OG0003967	LOC6495665|XP_014763434.1|DANA	LOC115253821|XP_029708456.1|AEAL, LOC109427547|XP_019558664.1|AEAL
OG0003968	LOC6494952|XP_014763084.1|DANA	LOC115254943|XP_029708461.1|AEAL, LOC109427597|XP_019558734.1|AEAL
OG0003969	LOC6494649|XP_001959936.1|DANA	LOC115262467|XP_029720735.1|AEAL, LOC109427761|XP_029732789.1|AEAL
OG0003970	LOC6503354|XP_001965369.1|DANA	LOC115266821|XP_029729280.1|AEAL, LOC109430180|XP_019561779.2|AEAL
OG0003971	LOC6496947|XP_001963080.1|DANA	LOC109430170|XP_029727435.1|AEAL, LOC115264870|XP_029724762.1|AEAL
OG0003972	LOC6493610|XP_014764466.1|DANA	LOC109430172|XP_029724763.1|AEAL
OG0003973	LOC6496187|XP_001960402.1|DANA	LOC109432568|XP_019564457.2|AEAL
OG0003974	LOC6495138|XP_001958974.1|DANA	LOC109427579|XP_019558702.2|AEAL, LOC109432750|XP_029727426.1|AEAL
OG0003975	LOC6498360|XP_032310950.1|DANA	LOC109621234|XP_029715767.1|AEAL, LOC109427584|XP_019558713.3|AEAL
OG0003976	LOC6498432|XP_001962808.1|DANA	LOC109416254|XP_019545817.2|AEAL
OG0003977	LOC6504340|XP_001965021.1|DANA	LOC109423962|XP_019554577.2|AEAL
OG0003978	LOC6506304|XP_032310610.1|DANA	LOC109416259|XP_029727378.1|AEAL
OG0003979	LOC6498604|XP_001963145.1|DANA	LOC109430997|XP_029727668.1|AEAL, LOC115265622|XP_029727339.1|AEAL, LOC109423947|XP_019554557.2|AEAL
OG0003980	LOC6494306|XP_001965940.1|DANA	LOC109423944|XP_029727337.1|AEAL, LOC115265635|XP_029727366.1|AEAL, LOC109430987|XP_029727350.1|AEAL
OG0003981	LOC6497026|XP_001962904.1|DANA	LOC109423943|XP_019554553.1|AEAL, LOC115265634|XP_029727364.1|AEAL, LOC109430988|XP_029727334.1|AEAL
OG0003982	LOC6497064|XP_001962821.2|DANA	LOC109423941|XP_019554552.2|AEAL, LOC115265626|XP_029727351.1|AEAL, LOC109431003|XP_019562672.2|AEAL
OG0003983	LOC6497788|XP_001961454.1|DANA	LOC109430999|XP_029727330.1|AEAL, LOC109423940|XP_019554551.2|AEAL, LOC115265632|XP_029727361.1|AEAL
OG0003984	LOC6497514|XP_014761717.1|DANA	LOC109404786|XP_029727252.1|AEAL, LOC109423912|XP_029727289.1|AEAL
OG0003985	LOC26514494|XP_014762335.1|DANA	LOC109404787|XP_029727285.1|AEAL, LOC109423910|XP_029727246.1|AEAL
OG0003986	LOC6498658|XP_001963262.3|DANA	LOC109621623|XP_029727210.1|AEAL, LOC115265605|XP_029727223.1|AEAL
OG0003987	LOC6498659|XP_032311001.1|DANA	LOC109621667|XP_029727222.1|AEAL
OG0003988	LOC6497203|XP_001962563.3|DANA	LOC115268897|XP_029732958.1|AEAL, LOC109421661|XP_029727198.1|AEAL
OG0003989	LOC6504241|XP_001965104.1|DANA	LOC109421657|XP_019551725.2|AEAL
OG0003990	LOC6497720|XP_001961492.1|DANA	LOC109407327|XP_019535865.1|AEAL
OG0003991	LOC6506615|XP_014760573.1|DANA	LOC109421643|XP_029727141.1|AEAL
OG0003992	LOC6506625|XP_001965217.1|DANA	LOC109407320|XP_019535859.2|AEAL
OG0003993	LOC6506712|XP_001965231.2|DANA	LOC109407357|XP_029727136.1|AEAL
OG0003994	LOC6501497|XP_001955373.1|DANA	LOC109407309|XP_019535844.2|AEAL, LOC109421627|XP_029727164.1|AEAL
OG0003995	LOC6494062|XP_001961059.1|DANA	LOC109409185|XP_019538155.2|AEAL, LOC115265574|XP_029727068.1|AEAL
OG0003996	LOC6495074|XP_001959124.1|DANA	LOC109421490|XP_019551529.2|AEAL
OG0003997	LOC6496855|XP_001963266.1|DANA	LOC109409178|XP_019538144.1|AEAL
OG0003998	LOC26513764|XP_032309419.1|DANA	LOC109409124|XP_029727084.1|AEAL
OG0003999	LOC6498703|XP_001965872.1|DANA	LOC109421519|XP_019551574.2|AEAL
OG0004000	LOC6501886|XP_001966733.1|DANA	LOC109622955|XP_029717234.1|AEAL, LOC109421499|XP_019551536.3|AEAL
OG0004001	LOC6494225|XP_001960704.1|DANA	LOC109421448|XP_019551486.2|AEAL, LOC109432535|XP_019564410.2|AEAL
OG0004002	LOC6498260|XP_001962418.1|DANA	LOC109432548|XP_019564435.1|AEAL, LOC115265515|XP_029726863.1|AEAL
OG0004003	LOC6497942|XP_032307321.1|DANA	LOC109432543|XP_029726887.1|AEAL, LOC109421420|XP_029727031.1|AEAL
OG0004004	LOC6503085|XP_001963401.2|DANA, LOC6497446|XP_001962060.1|DANA	LOC115265568|XP_029727045.1|AEAL, LOC109432566|XP_029726900.1|AEAL
OG0004005	LOC6497961|XP_032307648.1|DANA	LOC109432539|XP_029726902.1|AEAL, LOC109421413|XP_029727046.1|AEAL
OG0004006	LOC6498160|XP_001962206.1|DANA	LOC109427815|XP_029727057.1|AEAL, LOC109421321|XP_019551373.2|AEAL
OG0004007	LOC6498488|XP_001962933.1|DANA	LOC109421317|XP_019551369.2|AEAL, LOC109621801|XP_019931479.1|AEAL
OG0004008	LOC6507136|XP_032310971.1|DANA	LOC115265537|XP_029726947.1|AEAL, LOC109421313|XP_029708025.1|AEAL
OG0004009	LOC6498314|XP_001962517.1|DANA	LOC115264471|XP_029724053.1|AEAL, LOC109621840|XP_019931574.2|AEAL, LOC115265544|XP_029726975.1|AEAL
OG0004010	LOC6497095|XP_014761516.1|DANA	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL
OG0004011	LOC6504374|XP_001964972.2|DANA	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL
OG0004012	LOC6498943|XP_014765836.1|DANA	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL
OG0004013	LOC6497104|XP_001962747.1|DANA	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL
OG0004014	LOC6506322|XP_032310081.1|DANA	LOC109402499|XP_019530728.2|AEAL
OG0004015	LOC6498450|XP_001962845.1|DANA	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL
OG0004016	LOC6498572|XP_014762186.1|DANA	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL
OG0004017	LOC6503831|XP_001965239.1|DANA	LOC109402496|XP_019530725.2|AEAL
OG0004018	LOC6495105|XP_001959056.1|DANA	LOC109402524|XP_019530766.2|AEAL
OG0004019	LOC6497371|XP_001962219.1|DANA	LOC109402297|XP_019530500.2|AEAL
OG0004020	LOC6498318|XP_001962529.1|DANA	LOC109402598|XP_019530846.2|AEAL
OG0004021	LOC116654946|XP_032307645.1|DANA, LOC6497954|XP_001961789.2|DANA	LOC109402578|XP_019530809.2|AEAL
OG0004022	LOC6498141|XP_001962162.1|DANA	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL
OG0004023	LOC6496016|XP_001960046.3|DANA	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL
OG0004024	LOC6498681|XP_001963316.2|DANA	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL
OG0004025	LOC6497494|XP_001961967.1|DANA	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL
OG0004026	LOC6498118|XP_032307369.1|DANA	LOC109406541|XP_029719839.1|AEAL, LOC109429655|XP_019561201.2|AEAL, LOC115262110|XP_029719989.1|AEAL
OG0004027	LOC6496206|XP_001960449.1|DANA	LOC109622647|XP_029719977.1|AEAL, LOC109429639|XP_019561185.2|AEAL
OG0004028	LOC6497131|XP_014761527.1|DANA	LOC109429621|XP_019561163.2|AEAL
OG0004029	LOC6497198|XP_001962572.1|DANA	LOC109429613|XP_019561152.2|AEAL, LOC115254170|XP_029728575.1|AEAL
OG0004030	LOC6495725|XP_001959444.2|DANA	LOC109408552|XP_029719950.1|AEAL, LOC109429589|XP_029724785.1|AEAL
OG0004031	LOC6497015|XP_001962925.1|DANA	LOC109429575|XP_029719928.1|AEAL, LOC109426476|XP_029708022.1|AEAL
OG0004032	LOC6498720|XP_032308655.1|DANA	LOC115262090|XP_029719924.1|AEAL, LOC109429571|XP_019561096.1|AEAL, LOC115262082|XP_029719895.1|AEAL
OG0004033	LOC6496975|XP_032311078.1|DANA	LOC109429981|XP_029719907.1|AEAL, LOC109429564|XP_019561090.2|AEAL
OG0004034	LOC6498230|XP_001962347.3|DANA	LOC109429914|XP_029720090.1|AEAL, LOC115254173|XP_029728606.1|AEAL, LOC115266498|XP_029728607.1|AEAL
OG0004035	LOC6496990|XP_001962979.1|DANA	LOC109429541|XP_029720095.1|AEAL
OG0004036	LOC6496706|XP_032309227.1|DANA	LOC109429539|XP_019561055.1|AEAL
OG0004037	LOC6497044|XP_001962861.1|DANA	LOC109429896|XP_029720102.1|AEAL
OG0004038	LOC6497645|XP_001961643.1|DANA	LOC109429888|XP_019561425.2|AEAL, LOC109415440|XP_019544854.2|AEAL
OG0004039	LOC6497441|XP_014761707.1|DANA	LOC109415447|XP_019544869.2|AEAL
OG0004040	LOC6494189|XP_001960800.1|DANA	LOC115262139|XP_029720124.1|AEAL, LOC109398300|XP_029736062.1|AEAL
OG0004041	LOC6501970|XP_001966788.1|DANA	LOC109429949|XP_029720126.1|AEAL, LOC109398316|XP_019526208.2|AEAL
OG0004042	LOC6506189|XP_001958377.1|DANA	LOC109429814|XP_019561343.1|AEAL, LOC109398330|XP_019526229.1|AEAL
OG0004043	LOC6496900|XP_001963184.1|DANA	LOC109429811|XP_019561340.2|AEAL, LOC109398305|XP_019526197.2|AEAL
OG0004044	LOC6503842|XP_001963702.1|DANA	LOC115262165|XP_029720254.1|AEAL, LOC109411680|XP_029720320.1|AEAL
OG0004045	LOC6496876|XP_001963226.1|DANA	LOC109404613|XP_019533062.1|AEAL, LOC109411685|XP_019540799.1|AEAL
OG0004046	LOC6507338|XP_001965356.2|DANA	LOC109404616|XP_029720329.1|AEAL, LOC109411682|XP_029720256.1|AEAL
OG0004047	LOC6498303|XP_001962498.1|DANA	LOC109411692|XP_029720332.1|AEAL, LOC115262164|XP_029720247.1|AEAL
OG0004048	LOC6506199|XP_001965128.1|DANA	LOC109404624|XP_029720335.1|AEAL, LOC109411693|XP_029720245.1|AEAL
OG0004049	LOC6507169|XP_001965322.1|DANA	LOC109420649|XP_019550607.2|AEAL
OG0004050	LOC6498072|XP_001962023.2|DANA	LOC109411730|XP_019540859.2|AEAL
OG0004051	LOC6498154|XP_001962192.2|DANA	LOC109411839|XP_019540995.2|AEAL
OG0004052	LOC6502125|XP_032309414.1|DANA	LOC115262003|XP_029719803.1|AEAL, LOC109411216|XP_029720390.1|AEAL
OG0004053	LOC6495390|XP_001958729.1|DANA	LOC115262192|XP_029720394.1|AEAL, LOC109411218|XP_019540261.2|AEAL
OG0004054	LOC6497654|XP_001961627.1|DANA	LOC109411221|XP_019540272.2|AEAL, LOC115262196|XP_029720400.1|AEAL
OG0004055	LOC6500239|XP_001952960.1|DANA	LOC109411233|XP_019540289.2|AEAL
OG0004056	LOC6500067|XP_032307678.1|DANA	LOC115262209|XP_029720409.1|AEAL, LOC109411235|XP_019540292.2|AEAL
OG0004058	LOC6492994|XP_014764171.1|DANA	LOC115257194|XP_029712484.1|AEAL, LOC109414156|XP_029707881.1|AEAL
OG0004059	LOC6500591|XP_001953530.1|DANA	LOC109426369|XP_019557387.2|AEAL, LOC109414149|XP_019543468.2|AEAL
OG0004060	LOC6499536|XP_001954419.1|DANA	LOC109432359|XP_019564282.2|AEAL, LOC109426363|XP_019557374.2|AEAL
OG0004061	LOC6502958|XP_032308911.1|DANA	LOC115266292|XP_029728133.1|AEAL, LOC115258087|XP_029713952.1|AEAL, LOC109426358|XP_029707851.1|AEAL
OG0004062	LOC6507581|XP_014765335.1|DANA	LOC109623216|XP_029707850.1|AEAL, LOC115258105|XP_029713987.1|AEAL
OG0004063	LOC6504620|XP_001966514.1|DANA	LOC115254458|XP_029707845.1|AEAL, LOC109405004|XP_029713999.1|AEAL, LOC115262404|XP_029720645.1|AEAL
OG0004064	LOC6506733|XP_001957335.1|DANA	LOC109426347|XP_029732921.1|AEAL, LOC109404856|XP_029707844.1|AEAL, LOC115254001|XP_029713998.1|AEAL
OG0004065	LOC6494455|XP_032306793.1|DANA	LOC109405867|XP_019534504.2|AEAL, LOC109426339|XP_029714006.1|AEAL, LOC115268883|XP_029732930.1|AEAL
OG0004066	LOC6494197|XP_001960773.1|DANA	LOC109426338|XP_029707834.1|AEAL, LOC109406105|XP_029714011.1|AEAL, LOC115268878|XP_029732917.1|AEAL
OG0004067	LOC116655270|XP_032308775.1|DANA, LOC6504121|XP_001964228.1|DANA	LOC109426335|XP_029707832.1|AEAL, LOC115253517|XP_029713977.1|AEAL
OG0004068	LOC6499375|XP_001954759.1|DANA	LOC109426326|XP_019557327.2|AEAL, LOC109406988|XP_019535584.2|AEAL, LOC115254448|XP_029707822.1|AEAL
OG0004069	LOC6499376|XP_032305483.1|DANA	LOC115268888|XP_029732938.1|AEAL, LOC109426325|XP_029707821.1|AEAL, LOC109407084|XP_029714013.1|AEAL
OG0004070	LOC6493129|XP_001957102.1|DANA	LOC109425458|XP_019556273.1|AEAL, LOC115254441|XP_029707802.1|AEAL
OG0004071	LOC6507002|XP_001956849.1|DANA	LOC115254440|XP_029707801.1|AEAL, LOC109425461|XP_019556275.2|AEAL
OG0004072	LOC6493011|XP_001956848.1|DANA	LOC109421739|XP_019551814.2|AEAL, LOC109425465|XP_019556279.2|AEAL
OG0004073	LOC6502285|XP_001966169.1|DANA	LOC115253926|XP_029707795.1|AEAL, LOC109421742|XP_019551818.2|AEAL
OG0004074	LOC6495859|XP_001959722.3|DANA	LOC115255671|XP_029709634.1|AEAL, LOC109421749|XP_019551830.2|AEAL
OG0004075	LOC6496531|XP_001961083.1|DANA	LOC115268726|XP_029732728.1|AEAL, LOC109421757|XP_029707768.1|AEAL
OG0004077	LOC6497948|XP_001961779.1|DANA	LOC109423086|XP_019553574.2|AEAL
OG0004078	LOC6500997|XP_001954323.1|DANA	LOC109421797|XP_019551891.1|AEAL
OG0004079	LOC6503834|XP_001963686.1|DANA	LOC109422010|XP_029732697.1|AEAL
OG0004080	LOC6494122|XP_001960925.1|DANA	LOC115254093|XP_029720722.1|AEAL, LOC109418249|XP_019547952.1|AEAL
OG0004081	LOC6494940|XP_032305938.1|DANA	LOC109418256|XP_029720668.1|AEAL
OG0004082	LOC26513826|XP_014759736.1|DANA	LOC109418264|XP_019547971.2|AEAL
OG0004083	LOC26514390|XP_014767280.1|DANA	LOC109418266|XP_019547973.1|AEAL
OG0004084	LOC6493591|XP_001958056.1|DANA	LOC109428051|XP_029720543.1|AEAL, LOC109418273|XP_029720505.1|AEAL
OG0004085	LOC6500709|XP_001953767.1|DANA	LOC115269019|XP_029733152.1|AEAL, LOC109428072|XP_029719870.1|AEAL, LOC109418294|XP_029720364.1|AEAL
OG0004086	LOC6501490|XP_001955356.1|DANA	LOC109427272|XP_029721173.1|AEAL, LOC115262638|XP_029720945.1|AEAL, LOC109418335|XP_029721184.1|AEAL
OG0004087	LOC6502918|XP_001963590.1|DANA	LOC109418408|XP_019548139.2|AEAL, LOC109426123|XP_019557102.2|AEAL, LOC115263945|XP_029723112.1|AEAL
OG0004089	LOC116656411|XP_032311868.1|DANA, LOC6503811|XP_032308509.1|DANA	LOC109418441|XP_029722640.1|AEAL, LOC109426169|XP_029722111.1|AEAL, LOC115263243|XP_029722142.1|AEAL
OG0004090	LOC6503432|XP_001967468.1|DANA	LOC115263195|XP_029722015.1|AEAL, LOC109418452|XP_029722575.1|AEAL
OG0004091	LOC6499953|XP_001953567.1|DANA, LOC6499954|XP_001953566.2|DANA	LOC109419214|XP_019548966.2|AEAL
OG0004092	LOC6504095|XP_001964163.2|DANA	LOC109419225|XP_029723312.1|AEAL, LOC115261847|XP_029719620.1|AEAL, LOC115261846|XP_029719619.1|AEAL
OG0004094	LOC6493882|XP_001967782.3|DANA	LOC115264368|XP_029723886.1|AEAL, LOC109419295|XP_029723980.1|AEAL, LOC109426108|XP_019557077.2|AEAL
OG0004095	LOC6501173|XP_001954689.2|DANA	LOC115264542|XP_029724154.1|AEAL, LOC109415474|XP_019544896.2|AEAL, LOC109429477|XP_029724528.1|AEAL
OG0004096	LOC6501489|XP_001955355.1|DANA	LOC115264543|XP_029724161.1|AEAL, LOC115264679|XP_029724520.1|AEAL, LOC109415475|XP_019544898.2|AEAL
OG0004097	LOC6507260|XP_001956370.1|DANA	LOC109429495|XP_029724775.1|AEAL, LOC109415717|XP_029724375.1|AEAL
OG0004098	LOC6499857|XP_001953763.1|DANA	LOC109415716|XP_029724372.1|AEAL, LOC109429496|XP_019561001.1|AEAL
OG0004099	LOC6498885|XP_032312207.1|DANA	LOC109429511|XP_029724640.1|AEAL
OG0004100	LOC6501680|XP_001955751.1|DANA	LOC115260571|XP_029717369.1|AEAL, LOC115264901|XP_029724797.1|AEAL, LOC115264726|XP_029724614.1|AEAL, LOC109431768|XP_029724811.1|AEAL
OG0004101	LOC6501682|XP_001955754.2|DANA	LOC109402951|XP_029724840.1|AEAL, LOC109431763|XP_019563579.2|AEAL
OG0004102	LOC6501683|XP_032312218.1|DANA	LOC109402890|XP_029724817.1|AEAL, LOC109431761|XP_029724819.1|AEAL, LOC115264930|XP_029724912.1|AEAL
OG0004103	LOC6499598|XP_001954325.1|DANA	LOC109431766|XP_019563581.1|AEAL, LOC109402854|XP_019531143.1|AEAL, LOC115254142|XP_029724930.1|AEAL
OG0004104	LOC6501535|XP_032311155.1|DANA	LOC109431755|XP_029724853.1|AEAL, LOC109431757|XP_029724899.1|AEAL
OG0004105	LOC6493237|XP_001957333.1|DANA	LOC109410438|XP_029725942.1|AEAL, LOC115265216|XP_029725356.1|AEAL
OG0004106	LOC6493574|XP_001958024.1|DANA	LOC109410447|XP_029725829.1|AEAL, LOC115253963|XP_029710422.1|AEAL
OG0004107	LOC6493118|XP_001957079.1|DANA	LOC109401476|XP_019529591.2|AEAL, LOC109410444|XP_019539545.2|AEAL
OG0004108	LOC6494274|XP_001965945.1|DANA	LOC109410451|XP_019539552.2|AEAL, LOC115254151|XP_029725774.1|AEAL
OG0004109	LOC6503417|XP_001967469.1|DANA	LOC109410458|XP_029726025.1|AEAL, LOC109401464|XP_019529573.2|AEAL
OG0004110	LOC6493813|XP_001958489.1|DANA	LOC109401487|XP_019529605.1|AEAL, LOC109410461|XP_019539565.1|AEAL
OG0004111	LOC6505349|XP_001966890.2|DANA, LOC6499562|XP_032306021.1|DANA	LOC109401488|XP_019529606.1|AEAL, LOC109410418|XP_019539512.2|AEAL
OG0004112	LOC6501719|XP_001955843.2|DANA	LOC109411327|XP_029726479.1|AEAL
