Orthogroup	DANA.longest_only	HILL.longest_only
OG0003783	LOC6501466|XP_001955309.1|DANA	LOC119656177|XP_037918455.1|HILL
OG0003784	LOC6495557|XP_001959100.1|DANA	LOC119649315|XP_037907345.1|HILL
OG0003785	LOC6493888|XP_014762450.1|DANA	LOC119652101|XP_037911970.1|HILL
OG0003786	LOC6495625|XP_032306336.1|DANA	LOC119657405|XP_037920228.1|HILL
OG0003787	LOC6494996|XP_001959250.1|DANA	LOC119655515|XP_037917354.1|HILL
OG0003788	LOC6494904|XP_001959456.1|DANA	LOC119659916|XP_037924169.1|HILL, LOC119650883|XP_037909985.1|HILL
OG0003789	LOC6494562|XP_014762849.1|DANA	LOC119658627|XP_037922055.1|HILL
OG0003790	LOC6493442|XP_001957761.2|DANA	LOC119649352|XP_037907388.1|HILL
OG0003791	LOC6499449|XP_001954619.2|DANA	LOC119660197|XP_037924545.1|HILL
OG0003792	LOC6496076|XP_001960169.1|DANA	LOC119655876|XP_037917940.1|HILL
OG0003793	LOC6496188|XP_001960405.1|DANA	LOC119650171|XP_037908655.1|HILL
OG0003794	LOC6494758|XP_001959727.1|DANA	LOC119653959|XP_037915048.1|HILL
OG0003795	LOC26514008|XP_001956389.1|DANA	LOC119661278|XP_037926480.1|HILL
OG0003796	LOC6505520|XP_001964773.1|DANA	LOC119661279|XP_037926482.1|HILL
OG0003797	LOC6497702|XP_001961534.1|DANA	LOC119650191|XP_037908682.1|HILL
OG0003798	LOC6495319|XP_001958637.1|DANA	LOC119646775|XP_037903284.1|HILL
OG0003799	LOC6496094|XP_001960211.3|DANA	LOC119653551|XP_037914191.1|HILL
OG0003800	LOC6497703|XP_001961528.1|DANA	LOC119651835|XP_037911559.1|HILL
OG0003801	LOC6497268|XP_014761601.1|DANA	LOC119652823|XP_037913079.1|HILL
OG0003802	LOC6498263|XP_001962422.1|DANA	LOC119660468|XP_037924982.1|HILL, LOC119648035|XP_037905393.1|HILL
OG0003803	LOC6506008|XP_001964771.1|DANA	LOC119660911|XP_037925796.1|HILL
OG0003804	LOC6497822|XP_001961520.2|DANA	LOC119650642|XP_037909493.1|HILL
OG0003805	LOC6497860|XP_001961585.2|DANA	LOC119650599|XP_037909388.1|HILL
OG0003806	LOC6499006|XP_014760133.1|DANA	LOC119652383|XP_037912410.1|HILL
OG0003807	LOC6497118|XP_032311272.1|DANA	LOC119653215|XP_037913713.1|HILL
OG0003808	LOC6494363|XP_032306685.1|DANA, LOC6506533|XP_014764804.2|DANA	LOC119655359|XP_037917147.1|HILL
OG0003809	LOC6498070|XP_001962016.1|DANA	LOC119648603|XP_037906304.1|HILL
OG0003810	LOC6496468|XP_001960965.1|DANA	LOC119646688|XP_037903177.1|HILL
OG0003811	LOC6495192|XP_032307078.1|DANA	LOC119653900|XP_037914963.1|HILL
OG0003812	LOC6503404|XP_032311389.1|DANA	LOC119647196|XP_037903935.1|HILL
OG0003813	LOC6496981|XP_001963002.1|DANA	LOC119651881|XP_037911628.1|HILL
OG0003814	LOC6497027|XP_001962901.1|DANA	LOC119646208|XP_037902517.1|HILL
OG0003815	LOC6501110|XP_032305881.1|DANA	LOC119650560|XP_037909295.1|HILL
OG0003816	LOC6497070|XP_001962812.2|DANA	LOC119652600|XP_037912757.1|HILL
OG0003817	LOC6504664|XP_001964879.1|DANA	LOC119653238|XP_037913765.1|HILL
OG0003818	LOC6503375|XP_001965343.1|DANA	LOC119656712|XP_037919164.1|HILL
OG0003819	LOC6507274|XP_001965340.1|DANA	LOC119647659|XP_037904663.1|HILL, LOC119655639|XP_037917544.1|HILL, LOC119654751|XP_037916209.1|HILL, LOC119655175|XP_037916855.1|HILL
OG0003820	LOC6499374|XP_001954762.1|DANA	LOC119659344|XP_037923316.1|HILL
OG0003821	LOC6496344|XP_032306565.1|DANA	LOC119658253|XP_037921465.1|HILL
OG0003822	LOC6497344|XP_001962280.1|DANA	LOC119651831|XP_037911554.1|HILL
OG0003823	LOC6498674|XP_001963296.1|DANA	LOC119651689|XP_037911324.1|HILL
OG0003824	LOC6497075|XP_001962803.1|DANA	LOC119651957|XP_037911741.1|HILL
OG0003825	LOC6497193|XP_001962581.1|DANA	LOC119652718|XP_037912937.1|HILL
OG0003826	LOC6498323|XP_001962543.1|DANA	LOC119651514|XP_037911069.1|HILL
OG0003827	LOC6505389|XP_001964875.1|DANA	LOC119651561|XP_037911122.1|HILL
OG0003828	LOC6505399|XP_001964877.1|DANA	LOC119652878|XP_037913169.1|HILL
OG0003829	LOC6498407|XP_001962736.1|DANA	LOC119652793|XP_037913039.1|HILL
OG0003830	LOC6497148|XP_001962664.2|DANA	LOC119651444|XP_037910976.1|HILL
OG0003831	LOC6499744|XP_001954015.1|DANA	LOC119657923|XP_037921039.1|HILL
OG0003832	LOC6498234|XP_001962357.1|DANA	LOC119652867|XP_037913152.1|HILL
OG0003833	LOC6497303|XP_032307723.1|DANA	LOC119650697|XP_037909608.1|HILL
OG0003834	LOC6497297|XP_001962373.1|DANA	LOC119651620|XP_037911203.1|HILL
OG0003835	LOC6497795|XP_014761824.1|DANA	LOC119652103|XP_037911968.1|HILL, LOC119652100|XP_037911966.1|HILL, LOC119652102|XP_037911967.1|HILL
OG0003836	LOC6498031|XP_001961931.2|DANA	LOC119653759|XP_037914659.1|HILL
OG0003837	LOC6497511|XP_001961933.1|DANA	LOC119647080|XP_037903765.1|HILL
OG0003838	LOC6498056|XP_001961982.1|DANA	LOC119647137|XP_037903857.1|HILL
OG0003839	LOC6504334|XP_032311162.1|DANA	LOC119651293|XP_037910740.1|HILL
OG0003840	LOC6496490|XP_001961004.1|DANA	LOC119646581|XP_037903002.1|HILL
OG0003841	LOC6503306|XP_001967580.1|DANA	LOC119659259|XP_037923182.1|HILL
OG0003842	LOC6498646|XP_001963233.1|DANA	LOC119652542|XP_037912675.1|HILL
OG0003843	LOC6498418|XP_001962765.1|DANA	LOC119650959|XP_037910133.1|HILL
OG0003844	LOC6504335|XP_014760430.1|DANA	LOC119652928|XP_037913242.1|HILL
OG0003845	LOC6497166|XP_032311349.1|DANA	LOC119651722|XP_037911372.1|HILL
OG0003846	LOC6505435|XP_014760497.1|DANA	LOC119650951|XP_037910113.1|HILL
OG0003847	LOC6505342|XP_014760475.1|DANA	LOC119654403|XP_037915715.1|HILL, LOC119654492|XP_037915843.1|HILL, LOC119652889|XP_037913184.1|HILL
OG0003848	LOC6499913|XP_001953645.3|DANA	LOC119653263|XP_037913798.1|HILL
OG0003849	LOC6496602|XP_001961230.1|DANA	LOC119646506|XP_037902889.1|HILL
OG0003850	LOC6498411|XP_032311133.1|DANA	LOC119651235|XP_037910638.1|HILL
OG0003851	LOC6495040|XP_001959185.1|DANA	LOC119661391|XP_037926642.1|HILL
OG0003852	LOC6498109|XP_001962094.2|DANA	LOC119661247|XP_037926414.1|HILL
OG0003853	LOC6496171|XP_014763646.1|DANA	LOC119648075|XP_037905492.1|HILL
OG0003854	LOC6498171|XP_001962227.1|DANA	LOC119651383|XP_037910885.1|HILL
OG0003855	LOC6498170|XP_001962226.3|DANA	LOC119650766|XP_037909795.1|HILL
OG0003856	LOC6497060|XP_032311295.1|DANA	LOC119651823|XP_037911542.1|HILL
OG0003857	LOC6504393|XP_001964966.1|DANA	LOC119647176|XP_037903911.1|HILL
OG0003858	LOC6502906|XP_032311795.1|DANA	LOC119654767|XP_037916235.1|HILL
OG0003859	LOC6507285|XP_001965344.1|DANA	LOC119655127|XP_037916785.1|HILL
OG0003860	LOC6502519|XP_014763917.1|DANA	LOC119656750|XP_037919241.1|HILL
OG0003861	LOC6496724|XP_001967334.1|DANA	LOC119655989|XP_037918155.1|HILL
OG0003862	LOC6497328|XP_014761648.1|DANA	LOC119650638|XP_037909486.1|HILL
OG0003863	LOC6505366|XP_032311167.1|DANA	LOC119650576|XP_037909323.1|HILL
OG0003864	LOC6504729|XP_001964858.1|DANA	LOC119651328|XP_037910796.1|HILL
OG0003865	LOC6499570|XP_001954361.1|DANA	LOC119659378|XP_037923366.1|HILL
OG0003866	LOC6497158|XP_001962651.1|DANA	LOC119652356|XP_037912367.1|HILL
OG0003867	LOC26514973|XP_014760160.1|DANA	LOC119647018|XP_037903685.1|HILL
OG0003868	LOC6498573|XP_001963095.1|DANA	LOC119646411|XP_037902784.1|HILL
OG0003869	LOC6497010|XP_001962932.1|DANA	LOC119646590|XP_037903011.1|HILL
OG0003870	LOC6497659|XP_001961619.3|DANA	LOC119646684|XP_037903167.1|HILL
OG0003871	LOC6498484|XP_001962920.2|DANA	LOC119651899|XP_037911657.1|HILL
OG0003872	LOC6494210|XP_001960745.2|DANA	LOC119655173|XP_037916851.1|HILL
OG0003873	LOC6497969|XP_001961817.1|DANA	LOC119655387|XP_037917186.1|HILL
OG0003874	LOC6498374|XP_032311006.1|DANA	LOC119653844|XP_037914817.1|HILL
OG0003875	LOC6496962|XP_032311352.1|DANA	LOC119651556|XP_037911117.1|HILL
OG0003876	LOC6496864|XP_001963250.1|DANA	LOC119661558|XP_037926876.1|HILL
OG0003877	LOC6497789|XP_001961455.1|DANA	LOC119653234|XP_037913751.1|HILL
OG0003878	LOC6503372|XP_014760384.1|DANA	LOC119654535|XP_037915905.1|HILL
OG0003879	LOC6507552|XP_001955903.1|DANA	LOC119649097|XP_037907027.1|HILL
OG0003880	LOC6506451|XP_001957856.1|DANA	LOC119649824|XP_037908088.1|HILL
OG0003881	LOC6495836|XP_001959682.1|DANA	LOC119652972|XP_037913309.1|HILL
OG0003882	LOC6493894|XP_014762453.1|DANA	LOC119660668|XP_037926487.1|HILL
OG0003883	LOC6503668|XP_001963966.1|DANA	LOC119654561|XP_037915942.1|HILL
OG0003884	LOC6497084|XP_001962790.1|DANA	LOC119651782|XP_037911465.1|HILL
OG0003885	LOC6496998|XP_001962960.1|DANA	LOC119652822|XP_037913078.1|HILL
OG0003886	LOC6498504|XP_001962961.2|DANA	LOC119651566|XP_037911128.1|HILL
OG0003887	LOC6503289|XP_001967578.3|DANA	LOC119650905|XP_037910025.1|HILL
OG0003888	LOC6501630|XP_001955640.1|DANA	LOC119657326|XP_037920116.1|HILL
OG0003889	LOC6497551|XP_001961840.1|DANA	LOC119658785|XP_037922423.1|HILL
OG0003890	LOC6506842|XP_001957136.1|DANA	LOC119651905|XP_037911660.1|HILL, LOC119651497|XP_037911041.1|HILL, LOC119651783|XP_037911466.1|HILL
OG0003891	LOC6497088|XP_001962784.1|DANA	LOC119651007|XP_037910223.1|HILL
OG0003892	LOC6507463|XP_001955962.1|DANA	LOC119651640|XP_037911241.1|HILL
OG0003893	LOC6498438|XP_001962822.1|DANA	LOC119650731|XP_037909687.1|HILL
OG0003894	LOC6498597|XP_001963131.1|DANA	LOC119651607|XP_037911188.1|HILL
OG0003895	LOC6495578|XP_001959134.1|DANA	LOC119647014|XP_037903680.1|HILL
OG0003896	LOC6495067|XP_001959137.1|DANA	LOC119646995|XP_037903640.1|HILL
OG0003897	LOC6494647|XP_001959940.1|DANA	LOC119646309|XP_037902654.1|HILL
OG0003898	LOC6498018|XP_001961902.1|DANA	LOC119658625|XP_037922051.1|HILL
OG0003899	LOC6503358|XP_001965366.1|DANA	LOC119652637|XP_037912813.1|HILL
OG0003900	LOC6503785|XP_001965247.2|DANA	LOC119649791|XP_037908027.1|HILL
OG0003901	LOC6505557|XP_001964965.1|DANA	LOC119647310|XP_037904156.1|HILL
OG0003902	LOC6503458|XP_001965313.1|DANA	LOC119650326|XP_037908913.1|HILL
OG0003903	LOC6497051|XP_001962847.1|DANA	LOC119646719|XP_037903226.1|HILL
OG0003904	LOC6498451|XP_001962848.1|DANA	LOC119646881|XP_037903436.1|HILL
OG0003905	LOC6501542|XP_001955449.1|DANA	LOC119659578|XP_037923663.1|HILL
OG0003906	LOC6494518|XP_001960189.1|DANA	LOC119650820|XP_037909886.1|HILL
OG0003907	LOC6497892|XP_001961660.1|DANA	LOC119651166|XP_037910512.1|HILL
OG0003908	LOC6497893|XP_001961661.1|DANA	LOC119660110|XP_037924423.1|HILL
OG0003909	LOC6495285|XP_032306358.1|DANA	LOC119646304|XP_037902647.1|HILL
OG0003910	LOC6500073|XP_001953272.1|DANA	LOC119646482|XP_037902864.1|HILL
OG0003911	LOC6506159|XP_001965123.1|DANA	LOC119660956|XP_037925927.1|HILL
OG0003912	LOC6496704|XP_001967347.1|DANA	LOC119659192|XP_037923084.1|HILL
OG0003913	LOC6504365|XP_032310985.1|DANA	LOC119651523|XP_037911081.1|HILL
OG0003914	LOC6497053|XP_001962844.1|DANA	LOC119656818|XP_037919379.1|HILL
OG0003915	LOC6503066|XP_032308938.1|DANA	LOC119651385|XP_037910892.1|HILL
OG0003916	LOC6498140|XP_001962160.1|DANA	LOC119646724|XP_037903231.1|HILL
OG0003917	LOC6497220|XP_001962533.3|DANA	LOC119646255|XP_037902583.1|HILL
OG0003918	LOC6497950|XP_001961783.1|DANA	LOC119656941|XP_037919584.1|HILL
OG0003919	LOC6503309|XP_032309225.1|DANA	LOC119647303|XP_037904142.1|HILL
OG0003920	LOC6495851|XP_001959710.1|DANA	LOC119646807|XP_037903327.1|HILL
OG0003921	LOC6497376|XP_001962211.2|DANA	LOC119661365|XP_037926602.1|HILL
OG0003922	LOC6498446|XP_001962834.2|DANA	LOC119661677|XP_037927043.1|HILL
OG0003923	LOC6506026|XP_001966650.1|DANA	LOC119660756|XP_037925445.1|HILL
OG0003924	LOC6496520|XP_001961060.1|DANA	LOC119658347|XP_037921634.1|HILL
OG0003925	LOC6498516|XP_032310932.1|DANA	LOC119660719|XP_037925299.1|HILL
OG0003926	LOC6496986|XP_001962992.1|DANA	LOC119650406|XP_037909122.1|HILL
OG0003927	LOC6497430|XP_001962097.1|DANA	LOC119646640|XP_037903081.1|HILL
OG0003928	LOC6498340|XP_032307749.1|DANA	LOC119651570|XP_037911132.1|HILL
OG0003929	LOC6497056|XP_001962840.2|DANA	LOC119654533|XP_037915908.1|HILL
OG0003930	LOC6498246|XP_001962388.1|DANA	LOC119652739|XP_037912965.1|HILL
OG0003931	LOC6497279|XP_014761610.1|DANA	LOC119650566|XP_037909301.1|HILL
OG0003932	LOC6495571|XP_014763357.1|DANA	LOC119646701|XP_037903195.1|HILL
OG0003933	LOC6497240|XP_014761576.1|DANA	LOC119653045|XP_037913439.1|HILL
OG0003934	LOC6498347|XP_001962595.1|DANA	LOC119653059|XP_037913469.1|HILL
OG0003935	LOC6494417|XP_001960368.1|DANA	LOC119652379|XP_037912409.1|HILL
OG0003936	LOC6496170|XP_001960367.1|DANA	LOC119661243|XP_037926402.1|HILL
OG0003937	LOC6494092|XP_001960993.1|DANA	LOC119646963|XP_037903592.1|HILL
OG0003938	LOC6498514|XP_032311261.1|DANA	LOC119646554|XP_037902960.1|HILL
OG0003939	LOC6498329|XP_001962555.1|DANA	LOC119661323|XP_037926547.1|HILL
OG0003940	LOC6506298|XP_001965149.1|DANA	LOC119661324|XP_037926550.1|HILL
OG0003941	LOC6496992|XP_001962975.1|DANA	LOC119651599|XP_037911180.1|HILL
OG0003942	LOC6505480|XP_001964937.2|DANA	LOC119646426|XP_037902798.1|HILL
OG0003943	LOC6498520|XP_001962987.1|DANA	LOC119661773|XP_037927175.1|HILL
OG0003944	LOC6498480|XP_001962909.1|DANA	LOC119646446|XP_037902825.1|HILL
OG0003945	LOC6495906|XP_001959832.1|DANA	LOC119657144|XP_037919849.1|HILL
OG0003946	LOC6498012|XP_014761929.1|DANA	LOC119650931|XP_037910086.1|HILL
OG0003947	LOC6497528|XP_001961899.1|DANA	LOC119651401|XP_037910916.1|HILL
OG0003948	LOC6497909|XP_001961696.1|DANA	LOC119652530|XP_037912659.1|HILL
OG0003949	LOC6497620|XP_001961694.2|DANA	LOC119652125|XP_037911992.1|HILL
OG0003950	LOC6497111|XP_001962732.1|DANA	LOC119651084|XP_037910359.1|HILL
OG0003951	LOC6497115|XP_014761520.1|DANA, LOC116656028|XP_032311056.1|DANA	LOC119651346|XP_037910830.1|HILL
OG0003952	LOC6497589|XP_001961755.3|DANA	LOC119651231|XP_037910635.1|HILL
OG0003953	LOC6498240|XP_001962368.1|DANA	LOC119659034|XP_037922856.1|HILL
OG0003954	LOC6507683|XP_001956142.1|DANA	LOC119653053|XP_037913454.1|HILL
OG0003955	LOC6498586|XP_032311044.1|DANA	LOC119651108|XP_037910400.1|HILL
OG0003956	LOC6497658|XP_032307698.1|DANA	LOC119654263|XP_037915455.1|HILL
OG0003957	LOC6493740|XP_001958346.1|DANA	LOC119654914|XP_037916482.1|HILL
OG0003958	LOC6502372|XP_001967165.3|DANA	LOC119658338|XP_037921611.1|HILL
OG0003959	LOC6495059|XP_032306532.1|DANA	LOC119646822|XP_037903365.1|HILL
OG0003960	LOC6503689|XP_001963918.2|DANA	LOC119655145|XP_037916812.1|HILL
OG0003961	LOC6504491|XP_014760438.1|DANA	LOC119654192|XP_037915319.1|HILL
OG0003962	LOC6496984|XP_001962996.1|DANA	LOC119646212|XP_037902523.1|HILL, LOC119659814|XP_037924024.1|HILL
OG0003963	LOC6498027|XP_032307402.1|DANA	LOC119653104|XP_037913547.1|HILL
OG0003964	LOC6504256|XP_001965098.1|DANA	LOC119646319|XP_037902668.1|HILL
OG0003965	LOC6497578|XP_032307562.1|DANA	LOC119654594|XP_037915990.1|HILL
OG0003966	LOC6505392|XP_001966903.1|DANA	LOC119653154|XP_037913622.1|HILL
OG0003967	LOC6495665|XP_014763434.1|DANA	LOC119646899|XP_037903485.1|HILL
OG0003968	LOC6494952|XP_014763084.1|DANA	LOC119656963|XP_037919615.1|HILL
OG0003969	LOC6494649|XP_001959936.1|DANA	LOC119650469|XP_037909285.1|HILL
OG0003970	LOC6503354|XP_001965369.1|DANA	LOC119647219|XP_037903976.1|HILL
OG0003971	LOC6496947|XP_001963080.1|DANA	LOC119651329|XP_037910797.1|HILL
OG0003972	LOC6493610|XP_014764466.1|DANA	LOC119660919|XP_037925819.1|HILL
OG0003973	LOC6496187|XP_001960402.1|DANA	LOC119646341|XP_037902695.1|HILL
OG0003974	LOC6495138|XP_001958974.1|DANA	LOC119650808|XP_037909877.1|HILL
OG0003975	LOC6498360|XP_032310950.1|DANA	LOC119651024|XP_037910256.1|HILL
OG0003976	LOC6498432|XP_001962808.1|DANA	LOC119651330|XP_037910799.1|HILL
OG0003977	LOC6504340|XP_001965021.1|DANA	LOC119652738|XP_037912964.1|HILL, LOC119648470|XP_037906160.1|HILL, LOC119661531|XP_037926837.1|HILL
OG0003978	LOC6506304|XP_032310610.1|DANA	LOC119652912|XP_037913219.1|HILL
OG0003979	LOC6498604|XP_001963145.1|DANA	LOC119646381|XP_037902753.1|HILL
OG0003980	LOC6494306|XP_001965940.1|DANA	LOC119659156|XP_037923034.1|HILL
OG0003981	LOC6497026|XP_001962904.1|DANA	LOC119650858|XP_037909937.1|HILL
OG0003982	LOC6497064|XP_001962821.2|DANA	LOC119652259|XP_037912168.1|HILL
OG0003983	LOC6497788|XP_001961454.1|DANA	LOC119653096|XP_037913530.1|HILL
OG0003984	LOC6497514|XP_014761717.1|DANA	LOC119651058|XP_037910315.1|HILL
OG0003985	LOC26514494|XP_014762335.1|DANA	LOC119650744|XP_037909745.1|HILL
OG0003986	LOC6498658|XP_001963262.3|DANA	LOC119661325|XP_037926551.1|HILL
OG0003987	LOC6498659|XP_032311001.1|DANA	LOC119647045|XP_037903729.1|HILL
OG0003988	LOC6497203|XP_001962563.3|DANA	LOC119661143|XP_037926278.1|HILL
OG0003989	LOC6504241|XP_001965104.1|DANA	LOC119655382|XP_037917182.1|HILL
OG0003990	LOC6497720|XP_001961492.1|DANA	LOC119652348|XP_037912304.1|HILL
OG0003991	LOC6506615|XP_014760573.1|DANA	LOC119651308|XP_037910767.1|HILL
OG0003992	LOC6506625|XP_001965217.1|DANA	LOC119660619|XP_037925252.1|HILL
OG0003993	LOC6506712|XP_001965231.2|DANA	LOC119661596|XP_037926926.1|HILL
OG0003994	LOC6501497|XP_001955373.1|DANA	LOC119654025|XP_037915119.1|HILL
OG0003995	LOC6494062|XP_001961059.1|DANA	LOC119661650|XP_037927010.1|HILL
OG0003996	LOC6495074|XP_001959124.1|DANA	LOC119657798|XP_037920818.1|HILL
OG0003997	LOC6496855|XP_001963266.1|DANA	LOC119646583|XP_037903003.1|HILL
OG0003998	LOC26513764|XP_032309419.1|DANA	LOC119651151|XP_037910485.1|HILL
OG0003999	LOC6498703|XP_001965872.1|DANA	LOC119652213|XP_037912082.1|HILL
OG0004000	LOC6501886|XP_001966733.1|DANA	LOC119659356|XP_037923336.1|HILL
OG0004001	LOC6494225|XP_001960704.1|DANA	LOC119658654|XP_037922126.1|HILL
OG0004002	LOC6498260|XP_001962418.1|DANA	LOC119648070|XP_037905478.1|HILL
OG0004003	LOC6497942|XP_032307321.1|DANA	LOC119660736|XP_037925340.1|HILL
OG0004004	LOC6503085|XP_001963401.2|DANA, LOC6497446|XP_001962060.1|DANA	LOC119650062|XP_037908487.1|HILL
OG0004005	LOC6497961|XP_032307648.1|DANA	LOC119652589|XP_037912745.1|HILL
OG0004006	LOC6498160|XP_001962206.1|DANA	LOC119646836|XP_037903381.1|HILL
OG0004007	LOC6498488|XP_001962933.1|DANA	LOC119647088|XP_037903787.1|HILL
OG0004008	LOC6507136|XP_032310971.1|DANA	LOC119647026|XP_037903692.1|HILL
OG0004009	LOC6498314|XP_001962517.1|DANA	LOC119661719|XP_037927101.1|HILL
OG0004010	LOC6497095|XP_014761516.1|DANA	LOC119650924|XP_037910079.1|HILL
OG0004011	LOC6504374|XP_001964972.2|DANA	LOC119651534|XP_037911094.1|HILL
OG0004012	LOC6498943|XP_014765836.1|DANA	LOC119651465|XP_037911000.1|HILL
OG0004013	LOC6497104|XP_001962747.1|DANA	LOC119651695|XP_037911333.1|HILL, LOC119650968|XP_037910152.1|HILL
OG0004014	LOC6506322|XP_032310081.1|DANA	LOC119651657|XP_037911272.1|HILL
OG0004015	LOC6498450|XP_001962845.1|DANA	LOC119655912|XP_037918002.1|HILL
OG0004016	LOC6498572|XP_014762186.1|DANA	LOC119652450|XP_037912527.1|HILL
OG0004017	LOC6503831|XP_001965239.1|DANA	LOC119661734|XP_037927128.1|HILL, LOC119661336|XP_037926566.1|HILL
OG0004018	LOC6495105|XP_001959056.1|DANA	LOC119646677|XP_037903140.1|HILL
OG0004019	LOC6497371|XP_001962219.1|DANA	LOC119646985|XP_037903624.1|HILL
OG0004020	LOC6498318|XP_001962529.1|DANA	LOC119661712|XP_037927094.1|HILL
OG0004021	LOC116654946|XP_032307645.1|DANA, LOC6497954|XP_001961789.2|DANA	LOC119661493|XP_037926786.1|HILL
OG0004022	LOC6498141|XP_001962162.1|DANA	LOC119654656|XP_037916076.1|HILL
OG0004023	LOC6496016|XP_001960046.3|DANA	LOC119650530|XP_037909292.1|HILL
OG0004024	LOC6498681|XP_001963316.2|DANA	LOC119652724|XP_037912945.1|HILL
OG0004025	LOC6497494|XP_001961967.1|DANA	LOC119657063|XP_037919748.1|HILL
OG0004026	LOC6498118|XP_032307369.1|DANA	LOC119647972|XP_037905277.1|HILL
OG0004027	LOC6496206|XP_001960449.1|DANA	LOC119646693|XP_037903185.1|HILL
OG0004028	LOC6497131|XP_014761527.1|DANA	LOC119651902|XP_037911655.1|HILL
OG0004029	LOC6497198|XP_001962572.1|DANA	LOC119652616|XP_037912782.1|HILL
OG0004030	LOC6495725|XP_001959444.2|DANA	LOC119655027|XP_037916633.1|HILL
OG0004031	LOC6497015|XP_001962925.1|DANA	LOC119652951|XP_037913272.1|HILL
OG0004032	LOC6498720|XP_032308655.1|DANA	LOC119652244|XP_037912147.1|HILL
OG0004033	LOC6496975|XP_032311078.1|DANA	LOC119648946|XP_037906793.1|HILL
OG0004034	LOC6498230|XP_001962347.3|DANA	LOC119649930|XP_037908279.1|HILL
OG0004035	LOC6496990|XP_001962979.1|DANA	LOC119653780|XP_037914714.1|HILL
OG0004036	LOC6496706|XP_032309227.1|DANA	LOC119647199|XP_037903939.1|HILL
OG0004037	LOC6497044|XP_001962861.1|DANA	LOC119650868|XP_037909961.1|HILL
OG0004038	LOC6497645|XP_001961643.1|DANA	LOC119650114|XP_037908569.1|HILL
OG0004039	LOC6497441|XP_014761707.1|DANA	LOC119658570|XP_037921949.1|HILL
OG0004040	LOC6494189|XP_001960800.1|DANA	LOC119661198|XP_037926348.1|HILL
OG0004041	LOC6501970|XP_001966788.1|DANA	LOC119660869|XP_037925708.1|HILL
OG0004042	LOC6506189|XP_001958377.1|DANA	LOC119648005|XP_037905325.1|HILL
OG0004043	LOC6496900|XP_001963184.1|DANA	LOC119661388|XP_037926639.1|HILL
OG0004044	LOC6503842|XP_001963702.1|DANA	LOC119657540|XP_037920410.1|HILL
OG0004045	LOC6496876|XP_001963226.1|DANA	LOC119646762|XP_037903269.1|HILL
OG0004046	LOC6507338|XP_001965356.2|DANA	LOC119646642|XP_037903083.1|HILL
OG0004047	LOC6498303|XP_001962498.1|DANA	LOC119653963|XP_037915052.1|HILL
OG0004048	LOC6506199|XP_001965128.1|DANA	LOC119661130|XP_037926257.1|HILL
OG0004049	LOC6507169|XP_001965322.1|DANA	LOC119661522|XP_037926826.1|HILL
OG0004050	LOC6498072|XP_001962023.2|DANA	LOC119652199|XP_037912072.1|HILL
OG0004051	LOC6498154|XP_001962192.2|DANA	LOC119652044|XP_037911911.1|HILL
OG0004052	LOC6502125|XP_032309414.1|DANA	LOC119660850|XP_037925675.1|HILL
OG0004053	LOC6495390|XP_001958729.1|DANA	LOC119659144|XP_037923014.1|HILL
OG0004054	LOC6497654|XP_001961627.1|DANA	LOC119661469|XP_037926760.1|HILL
OG0004055	LOC6500239|XP_001952960.1|DANA	LOC119659768|XP_037923955.1|HILL
OG0004056	LOC6500067|XP_032307678.1|DANA	LOC119655830|XP_037917866.1|HILL
OG0004057	LOC6506242|XP_001958277.1|DANA	LOC119654843|XP_037916350.1|HILL, LOC119660715|XP_037925285.1|HILL
OG0004058	LOC6492994|XP_014764171.1|DANA	LOC119648997|XP_037906855.1|HILL
OG0004059	LOC6500591|XP_001953530.1|DANA	LOC119660440|XP_037924920.1|HILL
OG0004060	LOC6499536|XP_001954419.1|DANA	LOC119660204|XP_037924567.1|HILL
OG0004061	LOC6502958|XP_032308911.1|DANA	LOC119653885|XP_037914933.1|HILL
OG0004062	LOC6507581|XP_014765335.1|DANA	LOC119661013|XP_037926088.1|HILL
OG0004063	LOC6504620|XP_001966514.1|DANA	LOC119654634|XP_037916034.1|HILL
OG0004064	LOC6506733|XP_001957335.1|DANA	LOC119648888|XP_037906712.1|HILL
OG0004065	LOC6494455|XP_032306793.1|DANA	LOC119655811|XP_037917840.1|HILL
OG0004066	LOC6494197|XP_001960773.1|DANA	LOC119655021|XP_037916623.1|HILL
OG0004067	LOC116655270|XP_032308775.1|DANA, LOC6504121|XP_001964228.1|DANA	LOC119654267|XP_037915462.1|HILL
OG0004068	LOC6499375|XP_001954759.1|DANA	LOC119660141|XP_037924467.1|HILL
OG0004069	LOC6499376|XP_032305483.1|DANA	LOC119659310|XP_037923253.1|HILL
OG0004070	LOC6493129|XP_001957102.1|DANA	LOC119649269|XP_037907286.1|HILL
OG0004071	LOC6507002|XP_001956849.1|DANA	LOC119649268|XP_037907285.1|HILL
OG0004072	LOC6493011|XP_001956848.1|DANA	LOC119650128|XP_037908585.1|HILL
OG0004073	LOC6502285|XP_001966169.1|DANA	LOC119654727|XP_037916182.1|HILL, LOC119654726|XP_037916180.1|HILL
OG0004074	LOC6495859|XP_001959722.3|DANA	LOC119653806|XP_037914757.1|HILL
OG0004075	LOC6496531|XP_001961083.1|DANA	LOC119654867|XP_037916388.1|HILL
