Orthogroup	DANA.longest_only	BTRY.longest_only
OG0004057	LOC6506242|XP_001958277.1|DANA	LOC120779083|XP_039967167.1|BTRY
OG0004058	LOC6492994|XP_014764171.1|DANA	LOC120776661|XP_039963465.1|BTRY
OG0004059	LOC6500591|XP_001953530.1|DANA	LOC120777129|XP_039964211.1|BTRY
OG0004060	LOC6499536|XP_001954419.1|DANA	LOC120782680|XP_039971002.1|BTRY
OG0004061	LOC6502958|XP_032308911.1|DANA	LOC120774320|XP_039959792.1|BTRY
OG0004062	LOC6507581|XP_014765335.1|DANA	LOC120776896|XP_039963892.1|BTRY
OG0004063	LOC6504620|XP_001966514.1|DANA	LOC120774751|XP_039960443.1|BTRY
OG0004064	LOC6506733|XP_001957335.1|DANA	LOC120779207|XP_039967414.1|BTRY
OG0004065	LOC6494455|XP_032306793.1|DANA	LOC120770138|XP_039953253.1|BTRY
OG0004066	LOC6494197|XP_001960773.1|DANA	LOC120771622|XP_039955647.1|BTRY
OG0004067	LOC116655270|XP_032308775.1|DANA, LOC6504121|XP_001964228.1|DANA	LOC120774536|XP_039960191.1|BTRY
OG0004068	LOC6499375|XP_001954759.1|DANA	LOC120766176|XP_039947464.1|BTRY
OG0004069	LOC6499376|XP_032305483.1|DANA	LOC120766167|XP_039947448.1|BTRY
OG0004070	LOC6493129|XP_001957102.1|DANA	LOC120777317|XP_039964488.1|BTRY
OG0004071	LOC6507002|XP_001956849.1|DANA	LOC120776853|XP_039963828.1|BTRY
OG0004072	LOC6493011|XP_001956848.1|DANA	LOC120776854|XP_039963830.1|BTRY
OG0004073	LOC6502285|XP_001966169.1|DANA	LOC120774782|XP_039960492.1|BTRY
OG0004074	LOC6495859|XP_001959722.3|DANA	LOC120771551|XP_039955544.1|BTRY
OG0004075	LOC6496531|XP_001961083.1|DANA	LOC120771530|XP_039955522.1|BTRY
OG0004076	LOC6494049|XP_014762609.1|DANA	LOC120770117|XP_039953223.1|BTRY
OG0004077	LOC6497948|XP_001961779.1|DANA	LOC120768217|XP_039950721.1|BTRY
OG0004078	LOC6500997|XP_001954323.1|DANA	LOC120782588|XP_039970877.1|BTRY
OG0004079	LOC6503834|XP_001963686.1|DANA	LOC120775076|XP_039961001.1|BTRY
OG0004080	LOC6494122|XP_001960925.1|DANA	LOC120772481|XP_039957060.1|BTRY
OG0004081	LOC6494940|XP_032305938.1|DANA	LOC120772477|XP_039957053.1|BTRY
OG0004082	LOC26513826|XP_014759736.1|DANA	LOC120775936|XP_039962276.1|BTRY
OG0004083	LOC26514390|XP_014767280.1|DANA	LOC120782876|XP_039971356.1|BTRY
OG0004084	LOC6493591|XP_001958056.1|DANA	LOC120778177|XP_039965846.1|BTRY
OG0004085	LOC6500709|XP_001953767.1|DANA	LOC120779347|XP_039967481.1|BTRY
OG0004086	LOC6501490|XP_001955356.1|DANA	LOC120781299|XP_039969431.1|BTRY
OG0004087	LOC6502918|XP_001963590.1|DANA	LOC120774825|XP_039960569.1|BTRY
OG0004089	LOC6503811|XP_032308509.1|DANA	LOC120776082|XP_039962487.1|BTRY
OG0004090	LOC6503432|XP_001967468.1|DANA	LOC120780231|XP_039968415.1|BTRY
OG0004091	LOC6499953|XP_001953567.1|DANA, LOC6499954|XP_001953566.2|DANA	LOC120775502|XP_039961646.1|BTRY
OG0004092	LOC6504095|XP_001964163.2|DANA	LOC120775805|XP_039962088.1|BTRY
OG0004094	LOC6493882|XP_001967782.3|DANA	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY
OG0004095	LOC6501173|XP_001954689.2|DANA	LOC120780515|XP_039968743.1|BTRY
OG0004096	LOC6501489|XP_001955355.1|DANA	LOC120773093|XP_039958000.1|BTRY
OG0004097	LOC6507260|XP_001956370.1|DANA	LOC120778705|XP_039966599.1|BTRY
OG0004098	LOC6499857|XP_001953763.1|DANA	LOC120777917|XP_039965435.1|BTRY
OG0004099	LOC6498885|XP_032312207.1|DANA	LOC120773217|XP_039958077.1|BTRY
OG0004100	LOC6501680|XP_001955751.1|DANA	LOC120766397|XP_039947778.1|BTRY
OG0004101	LOC6501682|XP_001955754.2|DANA	LOC120774874|XP_039960664.1|BTRY
OG0004102	LOC6501683|XP_032312218.1|DANA	LOC120770574|XP_039954126.1|BTRY
OG0004103	LOC6499598|XP_001954325.1|DANA	LOC120780236|XP_039968425.1|BTRY
OG0004104	LOC6501535|XP_032311155.1|DANA	LOC120766909|XP_039948590.1|BTRY
OG0004105	LOC6493237|XP_001957333.1|DANA	LOC120776648|XP_039963417.1|BTRY
OG0004106	LOC6493574|XP_001958024.1|DANA	LOC120777502|XP_039964787.1|BTRY
OG0004107	LOC6493118|XP_001957079.1|DANA	LOC120771761|XP_039955876.1|BTRY
OG0004108	LOC6494274|XP_001965945.1|DANA	LOC120766264|XP_039947585.1|BTRY
OG0004109	LOC6503417|XP_001967469.1|DANA	LOC120780239|XP_039968430.1|BTRY
OG0004110	LOC6493813|XP_001958489.1|DANA	LOC120777965|XP_039965518.1|BTRY
OG0004111	LOC6505349|XP_001966890.2|DANA, LOC6499562|XP_032306021.1|DANA	LOC120770449|XP_039953862.1|BTRY
OG0004112	LOC6501719|XP_001955843.2|DANA	LOC120778857|XP_039966822.1|BTRY
OG0004113	LOC6503611|XP_001964067.1|DANA	LOC120775890|XP_039962212.1|BTRY
OG0004114	LOC6504150|XP_001964276.1|DANA	LOC120774858|XP_039960617.1|BTRY
OG0004115	LOC6503492|XP_001964279.1|DANA	LOC120775982|XP_039962339.1|BTRY
OG0004116	LOC6499559|XP_001954383.1|DANA	LOC120782835|XP_039971291.1|BTRY
OG0004117	LOC6500948|XP_001954226.1|DANA	LOC120782642|XP_039970945.1|BTRY
OG0004118	LOC6494510|XP_001960199.1|DANA	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY
OG0004119	LOC6499553|XP_001954395.1|DANA	LOC120782715|XP_039971070.1|BTRY
OG0004120	LOC6494360|XP_001965932.1|DANA, LOC6494371|XP_032312338.1|DANA	LOC120770890|XP_039954483.1|BTRY
OG0004121	LOC6502809|XP_001956210.2|DANA	LOC120776706|XP_039963536.1|BTRY
OG0004122	LOC6507401|XP_001956084.1|DANA	LOC120771428|XP_039955357.1|BTRY
OG0004123	LOC6500593|XP_032305641.1|DANA	LOC120782445|XP_039970669.1|BTRY
OG0004124	LOC6503566|XP_032308691.1|DANA	LOC120774530|XP_039960176.1|BTRY
OG0004125	LOC6505882|XP_032305510.1|DANA	LOC120766835|XP_039948480.1|BTRY
OG0004126	LOC6505639|XP_032305507.1|DANA	LOC120774099|XP_039959386.1|BTRY
OG0004127	LOC6498538|XP_001963023.1|DANA	LOC120769336|XP_039952227.1|BTRY
OG0004128	LOC6499960|XP_001953555.1|DANA	LOC120769161|XP_039951981.1|BTRY
OG0004129	LOC6495943|XP_001959900.1|DANA	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY
OG0004130	LOC6503164|XP_032308945.1|DANA	LOC120775325|XP_039961399.1|BTRY
OG0004131	LOC6498954|XP_001955613.1|DANA	LOC120775376|XP_039961474.1|BTRY
OG0004132	LOC6506893|XP_001957047.1|DANA	LOC120778750|XP_039966658.1|BTRY
OG0004133	LOC6498308|XP_001962506.1|DANA	LOC120768169|XP_039950667.1|BTRY
OG0004134	LOC6501364|XP_001955082.2|DANA	LOC120780286|XP_039968486.1|BTRY
OG0004135	LOC6500428|XP_032305672.1|DANA	LOC120766849|XP_039948497.1|BTRY
OG0004136	LOC6500932|XP_001954195.1|DANA	LOC120770161|XP_039953305.1|BTRY
OG0004137	LOC6494163|XP_001960842.1|DANA	LOC120771763|XP_039955878.1|BTRY
OG0004138	LOC6493390|XP_001957657.1|DANA	LOC120775884|XP_039962195.1|BTRY
OG0004139	LOC6502594|XP_032307960.1|DANA	LOC120776050|XP_039962441.1|BTRY
OG0004140	LOC6503659|XP_001963984.1|DANA	LOC120772526|XP_039957124.1|BTRY
OG0004141	LOC6495118|XP_032306510.1|DANA	LOC120770434|XP_039953830.1|BTRY
OG0004142	LOC6503577|XP_001964125.1|DANA	LOC120774118|XP_039959413.1|BTRY
OG0004143	LOC6499831|XP_001953821.1|DANA	LOC120766826|XP_039948472.1|BTRY
OG0004144	LOC6498528|XP_001963003.1|DANA	LOC120777299|XP_039964450.1|BTRY
OG0004145	LOC6493741|XP_001958348.1|DANA	LOC120777536|XP_039964857.1|BTRY
OG0004146	LOC6499269|XP_014765995.1|DANA	LOC120776435|XP_039963026.1|BTRY
OG0004147	LOC6498536|XP_001963018.1|DANA	LOC120769194|XP_039952023.1|BTRY
OG0004148	LOC6499902|XP_014766274.2|DANA	LOC120766784|XP_039948411.1|BTRY
OG0004149	LOC6500590|XP_001953529.1|DANA	LOC120782708|XP_039971059.1|BTRY
OG0004150	LOC6500620|XP_001953583.1|DANA	LOC120773725|XP_039958716.1|BTRY
OG0004151	LOC6505624|XP_001964580.1|DANA	LOC120782679|XP_039971001.1|BTRY
OG0004152	LOC6500037|XP_032305727.1|DANA	LOC120766489|XP_039947974.1|BTRY
OG0004153	LOC6495399|XP_001958760.1|DANA	LOC120772013|XP_039956313.1|BTRY
OG0004154	LOC6506910|XP_001957012.1|DANA	LOC120777422|XP_039964657.1|BTRY
OG0004155	LOC6499275|XP_001954977.1|DANA	LOC120782308|XP_039970458.1|BTRY
OG0004157	LOC6498750|XP_001967275.2|DANA	LOC120766540|XP_039948052.1|BTRY
OG0004158	LOC6507056|XP_032310673.1|DANA	LOC120779053|XP_039967122.1|BTRY
OG0004159	LOC6500342|XP_001953008.1|DANA	LOC120778408|XP_039966129.1|BTRY
OG0004160	LOC6507580|XP_001955945.1|DANA	LOC120776895|XP_039963891.1|BTRY
OG0004161	LOC6498973|XP_001955579.2|DANA	LOC120766743|XP_039948343.1|BTRY
OG0004162	LOC6501699|XP_001955792.2|DANA	LOC120769861|XP_039952967.1|BTRY
OG0004163	LOC6499405|XP_001954702.2|DANA	LOC120782333|XP_039970497.1|BTRY
OG0004164	LOC6501131|XP_032305406.1|DANA	LOC120780223|XP_039968412.1|BTRY
OG0004165	LOC6494484|XP_014762811.1|DANA	LOC120770880|XP_039954451.1|BTRY
OG0004166	LOC6494908|XP_001959445.1|DANA	LOC120772754|XP_039957451.1|BTRY
OG0004167	LOC6501225|XP_001954797.1|DANA	LOC120769522|XP_039952496.1|BTRY
OG0004168	LOC6500005|XP_001953420.1|DANA	LOC120775268|XP_039961301.1|BTRY
OG0004169	LOC6504029|XP_032308497.1|DANA	LOC120774847|XP_039960604.1|BTRY
OG0004170	LOC6504439|XP_032308335.1|DANA	LOC120773759|XP_039958767.1|BTRY
OG0004171	LOC6504022|XP_001964023.2|DANA	LOC120775468|XP_039961595.1|BTRY
OG0004172	LOC6502035|XP_032311902.1|DANA	LOC120773986|XP_039959179.1|BTRY
OG0004173	LOC6495891|XP_001959791.1|DANA	LOC120770879|XP_039954450.1|BTRY
OG0004174	LOC6494043|XP_032307009.1|DANA	LOC120771429|XP_039955353.1|BTRY
OG0004175	LOC6494290|XP_001960597.1|DANA	LOC120772618|XP_039957267.1|BTRY
OG0004176	LOC6502836|XP_001957171.1|DANA	LOC120776716|XP_039963547.1|BTRY
OG0004177	LOC6499950|XP_014766290.1|DANA	LOC120767035|XP_039948819.1|BTRY
OG0004178	LOC6505787|XP_032305583.1|DANA	LOC120782532|XP_039970787.1|BTRY
OG0004179	LOC6504145|XP_001964268.1|DANA	LOC120773635|XP_039958577.1|BTRY
OG0004180	LOC6500404|XP_032305739.1|DANA	LOC120782265|XP_039970369.1|BTRY
OG0004181	LOC6501507|XP_001955389.1|DANA	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY
OG0004182	LOC6507612|XP_032309826.1|DANA	LOC120778498|XP_039966257.1|BTRY
OG0004183	LOC6507613|XP_032309851.1|DANA	LOC120777582|XP_039964930.1|BTRY
OG0004184	LOC6506524|XP_001957718.1|DANA	LOC120776573|XP_039963270.1|BTRY
OG0004185	LOC6498456|XP_001962860.1|DANA	LOC120767426|XP_039949401.1|BTRY
OG0004186	LOC6503762|XP_001963786.1|DANA	LOC120774155|XP_039959498.1|BTRY
OG0004187	LOC6500020|XP_032306921.1|DANA	LOC120782831|XP_039971286.1|BTRY
OG0004188	LOC6494610|XP_014760084.1|DANA	LOC120766494|XP_039947983.1|BTRY
OG0004189	LOC6494599|XP_001965939.1|DANA	LOC120782382|XP_039970558.1|BTRY
OG0004190	LOC6500450|XP_001953237.1|DANA	LOC120779887|XP_039968173.1|BTRY
OG0004191	LOC6500449|XP_001953234.1|DANA	LOC120776663|XP_039963472.1|BTRY
OG0004192	LOC6499334|XP_001954847.2|DANA	LOC120781473|XP_039969631.1|BTRY
OG0004193	LOC6502315|XP_001966222.2|DANA	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY
OG0004194	LOC6499297|XP_001954921.1|DANA	LOC120775895|XP_039962223.1|BTRY
OG0004195	LOC6504574|XP_001966599.1|DANA	LOC120775116|XP_039961068.1|BTRY
OG0004196	LOC6499072|XP_014765895.1|DANA	LOC120766895|XP_039948582.1|BTRY
OG0004197	LOC6499659|XP_001954201.1|DANA	LOC120775064|XP_039960981.1|BTRY
OG0004198	LOC6501671|XP_001955720.1|DANA	LOC120766818|XP_039948467.1|BTRY
OG0004199	LOC6499316|XP_032312064.1|DANA	LOC120766619|XP_039948164.1|BTRY
OG0004200	LOC6496109|XP_001960244.1|DANA	LOC120770378|XP_039953731.1|BTRY
OG0004201	LOC6505590|XP_001964639.1|DANA	LOC120782252|XP_039970350.1|BTRY
OG0004202	LOC6501068|XP_001954496.3|DANA	LOC120767656|XP_039949766.1|BTRY
OG0004203	LOC6501617|XP_001955612.1|DANA	LOC120779033|XP_039967093.1|BTRY
OG0004204	LOC6506351|XP_001958052.1|DANA	LOC120776942|XP_039963956.1|BTRY
OG0004205	LOC6493617|XP_032310372.1|DANA	LOC120778150|XP_039965807.1|BTRY
OG0004206	LOC6500416|XP_001953173.1|DANA	LOC120770724|XP_039954241.1|BTRY
OG0004207	LOC6500126|XP_001953172.1|DANA	LOC120781982|XP_039970088.1|BTRY
OG0004208	LOC6501155|XP_001954654.1|DANA	LOC120768334|XP_039950920.1|BTRY
OG0004209	LOC6505829|XP_001964444.1|DANA	LOC120782805|XP_039971218.1|BTRY
OG0004210	LOC6500046|XP_001953324.1|DANA	LOC120774800|XP_039960530.1|BTRY
OG0004211	LOC6507028|XP_001965296.1|DANA	LOC120767707|XP_039949837.1|BTRY
OG0004212	LOC6498854|XP_001955794.1|DANA	LOC120779528|XP_039967807.1|BTRY
OG0004213	LOC6500970|XP_001954272.1|DANA	LOC120779416|XP_039967550.1|BTRY
OG0004214	LOC6495815|XP_001959644.1|DANA	LOC120770214|XP_039953417.1|BTRY
OG0004215	LOC6494359|XP_001960469.1|DANA	LOC120771306|XP_039955175.1|BTRY
OG0004216	LOC6507239|XP_014765114.1|DANA	LOC120778070|XP_039965695.1|BTRY
OG0004217	LOC6493337|XP_001957548.1|DANA	LOC120778790|XP_039966723.1|BTRY
OG0004218	LOC6503795|XP_001963732.1|DANA	LOC120772159|XP_039956530.1|BTRY
OG0004219	LOC6499637|XP_001954246.1|DANA	LOC120782851|XP_039971317.1|BTRY
OG0004220	LOC6501325|XP_032307487.1|DANA	LOC120782777|XP_039971182.1|BTRY
OG0004221	LOC6505803|XP_001964403.2|DANA	LOC120782605|XP_039970902.1|BTRY
OG0004222	LOC6505833|XP_001964452.1|DANA	LOC120781347|XP_039969488.1|BTRY
OG0004223	LOC6500537|XP_032305352.1|DANA	LOC120768857|XP_039951549.1|BTRY
OG0004224	LOC6498841|XP_001955832.1|DANA	LOC120782309|XP_039970463.1|BTRY
OG0004225	LOC6505107|XP_001965444.1|DANA	LOC120773950|XP_039959109.1|BTRY
OG0004226	LOC6499312|XP_014766007.1|DANA	LOC120779071|XP_039967144.1|BTRY
OG0004227	LOC6498953|XP_001955615.2|DANA	LOC120778848|XP_039966813.1|BTRY
OG0004228	LOC6501618|XP_001955614.1|DANA	LOC120775392|XP_039961490.1|BTRY
OG0004229	LOC6496181|XP_001960384.2|DANA	LOC120771033|XP_039954755.1|BTRY
OG0004230	LOC6503678|XP_032308576.1|DANA	LOC120775159|XP_039961131.1|BTRY
OG0004231	LOC6493428|XP_001957728.1|DANA	LOC120778069|XP_039965693.1|BTRY
OG0004232	LOC6506517|XP_014764793.1|DANA	LOC120777349|XP_039964534.1|BTRY
OG0004233	LOC6506516|XP_001957732.1|DANA	LOC120777348|XP_039964532.1|BTRY
OG0004234	LOC6506509|XP_014764791.1|DANA	LOC120777650|XP_039965036.1|BTRY
OG0004235	LOC6504898|XP_001966552.1|DANA	LOC120766999|XP_039948743.1|BTRY
OG0004236	LOC6505718|XP_001964396.1|DANA	LOC120778123|XP_039965764.1|BTRY
OG0004237	LOC6500462|XP_001953270.1|DANA	LOC120782810|XP_039971223.1|BTRY
OG0004238	LOC6501027|XP_001954413.1|DANA	LOC120782468|XP_039970695.1|BTRY
OG0004239	LOC6505808|XP_001964410.1|DANA	LOC120768635|XP_039951338.1|BTRY
OG0004240	LOC6501694|XP_032312248.1|DANA	LOC120782626|XP_039970965.1|BTRY
OG0004241	LOC6500475|XP_001953297.1|DANA	LOC120782358|XP_039970531.1|BTRY
OG0004242	LOC6499373|XP_001954765.1|DANA	LOC120766400|XP_039947782.1|BTRY
OG0004243	LOC6493341|XP_001957555.1|DANA	LOC120779142|XP_039967282.1|BTRY
OG0004244	LOC6501286|XP_001954922.1|DANA	LOC120782236|XP_039970337.1|BTRY
OG0004245	LOC6492941|XP_001956697.1|DANA	LOC120777029|XP_039964074.1|BTRY
OG0004246	LOC6507165|XP_032309940.1|DANA	LOC120777581|XP_039964928.1|BTRY
OG0004247	LOC6504635|XP_001966494.1|DANA	LOC120775526|XP_039961680.1|BTRY
OG0004248	LOC6495512|XP_001959005.1|DANA	LOC120772695|XP_039957369.1|BTRY
OG0004249	LOC6507555|XP_001955906.1|DANA	LOC120778844|XP_039966801.1|BTRY
OG0004250	LOC6504342|XP_001965017.1|DANA	LOC120773534|XP_039958424.1|BTRY
OG0004251	LOC6504732|XP_032309113.1|DANA	LOC120776091|XP_039962501.1|BTRY
OG0004252	LOC6501701|XP_001955797.1|DANA	LOC120782270|XP_039970393.1|BTRY
OG0004253	LOC6499630|XP_001954263.1|DANA	LOC120766653|XP_039948218.1|BTRY
OG0004254	LOC6503123|XP_001963465.1|DANA	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY
OG0004255	LOC6502736|XP_032309224.1|DANA	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY
OG0004256	LOC6494262|XP_032306747.1|DANA	LOC120770175|XP_039953324.1|BTRY
OG0004257	LOC6499015|XP_001955508.1|DANA	LOC120772200|XP_039956600.1|BTRY
OG0004258	LOC6500220|XP_032305319.1|DANA	LOC120782823|XP_039971271.1|BTRY
OG0004259	LOC6496300|XP_001960647.1|DANA	LOC120770860|XP_039954409.1|BTRY
OG0004260	LOC6501675|XP_032312185.1|DANA	LOC120773051|XP_039957920.1|BTRY
OG0004261	LOC6500487|XP_014766582.1|DANA	LOC120782372|XP_039970543.1|BTRY
OG0004262	LOC6503401|XP_001967502.1|DANA	LOC120782714|XP_039971069.1|BTRY
OG0004263	LOC6501241|XP_001954832.1|DANA	LOC120766462|XP_039947925.1|BTRY
OG0004264	LOC6499641|XP_001954239.1|DANA	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY
OG0004265	LOC6500098|XP_001953231.1|DANA	LOC120782190|XP_039970267.1|BTRY
OG0004266	LOC6494166|XP_001965970.1|DANA	LOC120778114|XP_039965755.1|BTRY
OG0004267	LOC6505709|XP_001964416.1|DANA	LOC120782871|XP_039971348.1|BTRY
OG0004268	LOC6494321|XP_032306141.1|DANA	LOC120771841|XP_039956018.1|BTRY
OG0004269	LOC6495124|XP_001959000.1|DANA	LOC120770185|XP_039953344.1|BTRY
OG0004270	LOC26514796|XP_014764049.1|DANA	LOC120781289|XP_039969419.1|BTRY
OG0004271	LOC6495803|XP_001959621.1|DANA	LOC120769976|XP_039952985.1|BTRY
OG0004272	LOC6500939|XP_001954212.1|DANA	LOC120782811|XP_039971224.1|BTRY
OG0004273	LOC6500736|XP_001953816.1|DANA	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY
OG0004274	LOC6502316|XP_001966224.1|DANA	LOC120773420|XP_039958229.1|BTRY
OG0004275	LOC6503984|XP_001963956.1|DANA	LOC120773397|XP_039958180.1|BTRY
OG0004276	LOC6502415|XP_032311180.1|DANA	LOC120777309|XP_039964482.1|BTRY
OG0004277	LOC6507152|XP_001956579.2|DANA	LOC120777804|XP_039965271.1|BTRY
OG0004278	LOC6503649|XP_001964000.1|DANA	LOC120774372|XP_039959901.1|BTRY
OG0004279	LOC6497889|XP_001961652.1|DANA	LOC120768932|XP_039951648.1|BTRY
OG0004280	LOC6504024|XP_032308594.1|DANA	LOC120774501|XP_039960114.1|BTRY
OG0004281	LOC6496506|XP_001961040.1|DANA	LOC120771682|XP_039955745.1|BTRY
OG0004282	LOC6494278|XP_001960615.1|DANA	LOC120771170|XP_039954991.1|BTRY
OG0004283	LOC6496286|XP_001960614.1|DANA	LOC120771171|XP_039954992.1|BTRY
OG0004284	LOC26514190|XP_014762303.1|DANA	LOC120777665|XP_039965055.1|BTRY
OG0004285	LOC6500758|XP_001953862.1|DANA	LOC120767019|XP_039948785.1|BTRY
OG0004286	LOC6507155|XP_032309755.1|DANA	LOC120778758|XP_039966669.1|BTRY
OG0004287	LOC6507156|XP_032310003.1|DANA	LOC120777956|XP_039965506.1|BTRY
OG0004288	LOC6507904|XP_001956568.1|DANA	LOC120777584|XP_039964933.1|BTRY
OG0004289	LOC6493580|XP_001958036.1|DANA	LOC120776776|XP_039963685.1|BTRY
OG0004290	LOC6496325|XP_001960706.1|DANA	LOC120772742|XP_039957436.1|BTRY
OG0004291	LOC6494199|XP_001960767.1|DANA	LOC120772924|XP_039957758.1|BTRY
OG0004292	LOC26513871|XP_014765544.1|DANA	LOC120776824|XP_039963778.1|BTRY
OG0004293	LOC6506731|XP_001957336.1|DANA	LOC120779188|XP_039967384.1|BTRY
OG0004294	LOC6493619|XP_032310369.1|DANA	LOC120777931|XP_039965447.1|BTRY
OG0004295	LOC6493503|XP_032309554.1|DANA	LOC120778000|XP_039965593.1|BTRY
OG0004296	LOC6493504|XP_001957883.2|DANA	LOC120777341|XP_039964527.1|BTRY
OG0004297	LOC6496305|XP_001960657.1|DANA	LOC120772053|XP_039956364.1|BTRY
OG0004298	LOC6495223|XP_001958813.1|DANA	LOC120772525|XP_039957123.1|BTRY
OG0004299	LOC6494021|XP_032306854.1|DANA	LOC120772369|XP_039956872.1|BTRY
OG0004300	LOC6495510|XP_001959003.1|DANA	LOC120771365|XP_039955258.1|BTRY
OG0004301	LOC6506494|XP_001957769.1|DANA	LOC120776821|XP_039963775.1|BTRY
OG0004302	LOC6495610|XP_001959197.2|DANA	LOC120770944|XP_039954589.1|BTRY
OG0004303	LOC6494351|XP_001960485.1|DANA	LOC120770381|XP_039953735.1|BTRY
OG0004304	LOC6494506|XP_032307054.1|DANA	LOC120770839|XP_039954367.1|BTRY
OG0004305	LOC6494051|XP_032306239.1|DANA	LOC120771821|XP_039955974.1|BTRY
OG0004306	LOC6495492|XP_001958965.1|DANA	LOC120770581|XP_039954095.1|BTRY
OG0004307	LOC6496559|XP_001961144.1|DANA	LOC120771086|XP_039954845.1|BTRY
OG0004308	LOC6495724|XP_032305996.1|DANA	LOC120770899|XP_039954501.1|BTRY
OG0004309	LOC6506998|XP_001956856.1|DANA	LOC120776841|XP_039963801.1|BTRY
OG0004310	LOC6495236|XP_032306942.1|DANA	LOC120770827|XP_039954346.1|BTRY
OG0004311	LOC6507938|XP_001956649.1|DANA	LOC120777897|XP_039965402.1|BTRY
OG0004312	LOC6494245|XP_001960671.1|DANA	LOC120771089|XP_039954849.1|BTRY
OG0004313	LOC6493917|XP_032311563.1|DANA	LOC120770426|XP_039953810.1|BTRY
OG0004314	LOC6496095|XP_001960217.2|DANA	LOC120770018|XP_039953048.1|BTRY
OG0004315	LOC6496446|XP_001960926.3|DANA	LOC120772081|XP_039956412.1|BTRY
OG0004316	LOC6495893|XP_001959795.1|DANA	LOC120770946|XP_039954593.1|BTRY
OG0004317	LOC6496505|XP_001961039.1|DANA	LOC120772564|XP_039957185.1|BTRY
OG0004318	LOC6494246|XP_032306096.1|DANA	LOC120770216|XP_039953425.1|BTRY
OG0004319	LOC6496243|XP_001960526.1|DANA	LOC120771768|XP_039955888.1|BTRY
OG0004320	LOC26514649|XP_014767317.1|DANA	LOC120770554|XP_039954061.1|BTRY
OG0004321	LOC6497499|XP_001961958.1|DANA	LOC120768911|XP_039951612.1|BTRY
OG0004322	LOC6500893|XP_032312144.1|DANA	LOC120766483|XP_039947960.1|BTRY
OG0004323	LOC6507658|XP_001956090.1|DANA	LOC120774028|XP_039959258.1|BTRY
OG0004324	LOC26514427|XP_014762327.1|DANA	LOC120769562|XP_039952550.1|BTRY
OG0004325	LOC6496397|XP_001960819.1|DANA	LOC120772609|XP_039957258.1|BTRY
OG0004326	LOC6494180|XP_032305924.1|DANA	LOC120772728|XP_039957423.1|BTRY
OG0004327	LOC6502886|XP_032311832.1|DANA	LOC120774885|XP_039960675.1|BTRY
OG0004328	LOC6494698|XP_001959835.1|DANA	LOC120774981|XP_039960818.1|BTRY
OG0004329	LOC6494235|XP_032307180.1|DANA	LOC120771130|XP_039954920.1|BTRY
OG0004330	LOC6496083|XP_001960184.1|DANA	LOC120772468|XP_039957040.1|BTRY
OG0004331	LOC6495986|XP_001959983.1|DANA	LOC120770072|XP_039953135.1|BTRY
OG0004332	LOC6498047|XP_001961964.1|DANA	LOC120768961|XP_039951688.1|BTRY
OG0004333	LOC6497365|XP_001962241.1|DANA	LOC120767900|XP_039950179.1|BTRY
OG0004334	LOC6498671|XP_001963287.1|DANA	LOC120769141|XP_039951947.1|BTRY
OG0004335	LOC6496640|XP_001961313.3|DANA	LOC120771060|XP_039954800.1|BTRY
OG0004336	LOC6495109|XP_001959034.1|DANA	LOC120772604|XP_039957252.1|BTRY
OG0004337	LOC6498085|XP_001962050.2|DANA	LOC120767441|XP_039949438.1|BTRY
OG0004338	LOC6507278|XP_001956336.1|DANA	LOC120772097|XP_039956437.1|BTRY
OG0004339	LOC6496350|XP_001960742.2|DANA	LOC120770524|XP_039954001.1|BTRY
OG0004340	LOC6494212|XP_001960741.1|DANA	LOC120770523|XP_039953999.1|BTRY
OG0004341	LOC6496414|XP_001960868.2|DANA	LOC120770019|XP_039953051.1|BTRY
OG0004342	LOC6494373|XP_032306822.1|DANA	LOC120771802|XP_039955938.1|BTRY
OG0004343	LOC6494374|XP_001960441.3|DANA	LOC120770895|XP_039954495.1|BTRY
OG0004344	LOC6496202|XP_001960437.1|DANA	LOC120771908|XP_039956125.1|BTRY
OG0004345	LOC6504125|XP_001965190.1|DANA	LOC120772179|XP_039956561.1|BTRY
OG0004346	LOC6496304|XP_014763749.1|DANA	LOC120771602|XP_039955616.1|BTRY
OG0004347	LOC6494256|XP_001960656.1|DANA	LOC120771408|XP_039955316.1|BTRY
OG0004348	LOC6494906|XP_001959449.2|DANA	LOC120772844|XP_039957593.1|BTRY
OG0004349	LOC6495721|XP_014763464.1|DANA	LOC120771131|XP_039954921.1|BTRY
