Orthogroup	DANA.longest_only	CPIP.longest_only
OG0004458	LOC6507149|XP_001956583.2|DANA	LOC120421569|XP_039440735.1|CPIP
OG0004459	LOC6506215|XP_032309804.1|DANA	LOC120423755|XP_039443604.1|CPIP
OG0004460	LOC6506945|XP_001956938.1|DANA	LOC120423740|XP_039443586.1|CPIP
OG0004461	LOC6506335|XP_001958079.1|DANA	LOC120426242|XP_039446913.1|CPIP
OG0004462	LOC6493657|XP_001958172.1|DANA	LOC120422202|XP_039441518.1|CPIP
OG0004463	LOC6506089|XP_014764623.1|DANA	LOC120422215|XP_039441534.1|CPIP
OG0004464	LOC6506112|XP_001958527.1|DANA	LOC120422208|XP_039441524.1|CPIP
OG0004465	LOC6497956|XP_001965896.2|DANA	LOC120416381|XP_039434050.1|CPIP
OG0004466	LOC6493661|XP_001958178.2|DANA	LOC120416373|XP_039434040.1|CPIP
OG0004467	LOC6507217|XP_001956449.1|DANA	LOC120416338|XP_039433999.1|CPIP
OG0004468	LOC6507838|XP_001956448.1|DANA	LOC120416336|XP_039433996.1|CPIP
OG0004469	LOC6493595|XP_032309846.1|DANA	LOC120416346|XP_039434009.1|CPIP
OG0004470	LOC6497896|XP_032307672.1|DANA	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP
OG0004471	LOC6500850|XP_001954031.1|DANA	LOC120428932|XP_039450010.1|CPIP
OG0004472	LOC6496226|XP_001960488.1|DANA	LOC120423890|XP_039443800.1|CPIP
OG0004473	LOC26513706|XP_014763929.1|DANA	LOC120423904|XP_039443818.1|CPIP
OG0004474	LOC6495137|XP_001958975.1|DANA	LOC120423908|XP_039443822.1|CPIP
OG0004475	LOC6493908|XP_001961348.1|DANA	LOC120428253|XP_039449177.1|CPIP
OG0004476	LOC6497140|XP_001962677.1|DANA, LOC6497160|XP_001962649.2|DANA	LOC120428263|XP_039449188.1|CPIP
OG0004477	LOC6496504|XP_001961038.1|DANA	LOC120428256|XP_039449180.1|CPIP
OG0004478	LOC6496346|XP_014763775.1|DANA	LOC120428250|XP_039449172.1|CPIP
OG0004479	LOC6494910|XP_001959440.2|DANA	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP
OG0004480	LOC6504514|XP_001967050.1|DANA	LOC120427979|XP_039448870.1|CPIP
OG0004481	LOC6494997|XP_001959249.1|DANA	LOC120416241|XP_039433877.1|CPIP
OG0004482	LOC6505575|XP_032305425.1|DANA	LOC120423048|XP_039442654.1|CPIP
OG0004483	LOC6494913|XP_001959433.1|DANA	LOC120429513|XP_039450517.1|CPIP
OG0004484	LOC6499453|XP_001954610.2|DANA	LOC120413804|XP_039430695.1|CPIP
OG0004486	LOC6496089|XP_001960200.1|DANA	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP
OG0004487	LOC6492977|XP_001956779.1|DANA	LOC120429277|XP_039450435.1|CPIP
OG0004488	LOC6495994|XP_001960001.1|DANA	LOC120418845|XP_039437302.1|CPIP
OG0004489	LOC6506656|XP_001957467.1|DANA	LOC120432093|XP_039453164.1|CPIP
OG0004490	LOC6495941|XP_001959897.2|DANA	LOC120412407|XP_039428803.1|CPIP
OG0004504	LOC6493877|XP_032309957.1|DANA	LOC120415043|XP_039432350.1|CPIP
OG0004505	LOC6501558|XP_014767098.1|DANA	LOC120413299|XP_039429991.1|CPIP
OG0004506	LOC6501638|XP_001955656.1|DANA	LOC120415060|XP_039432381.1|CPIP
OG0004507	LOC6499193|XP_014765939.1|DANA	LOC120421077|XP_039440156.1|CPIP
OG0004508	LOC6501344|XP_001955032.2|DANA	LOC120415046|XP_039432354.1|CPIP
OG0004509	LOC6507901|XP_001956563.1|DANA	LOC120415084|XP_039432434.1|CPIP
OG0004510	LOC6503712|XP_014761043.1|DANA	LOC120415024|XP_039432323.1|CPIP
OG0004511	LOC6499115|XP_001955271.2|DANA	LOC120430611|XP_039451644.1|CPIP
OG0004512	LOC6504544|XP_032312059.1|DANA	LOC120413310|XP_039430006.1|CPIP
OG0004513	LOC6503317|XP_032308636.1|DANA	LOC120413293|XP_039429982.1|CPIP
OG0004514	LOC6505445|XP_032311772.1|DANA	LOC120413285|XP_039429956.1|CPIP
OG0004515	LOC6502005|XP_001966853.2|DANA	LOC120420237|XP_039439159.1|CPIP
OG0004516	LOC6502261|XP_032309363.1|DANA	LOC120420249|XP_039439172.1|CPIP
OG0004517	LOC6501875|XP_014759632.1|DANA	LOC120432221|XP_039453329.1|CPIP
OG0004518	LOC6502895|XP_032311885.1|DANA	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP
OG0004519	LOC6501180|XP_001954706.1|DANA	LOC120412670|XP_039429170.1|CPIP
OG0004520	LOC6502899|XP_032311793.1|DANA	LOC120413708|XP_039430562.1|CPIP
OG0004521	LOC6496663|XP_001961356.1|DANA	LOC120413437|XP_039430184.1|CPIP
OG0004522	LOC6501942|XP_001966735.1|DANA	LOC120432170|XP_039453244.1|CPIP
OG0004523	LOC6501194|XP_001954739.2|DANA	LOC120424291|XP_039444304.1|CPIP
OG0004524	LOC6504054|XP_001964089.1|DANA	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP
OG0004525	LOC6505012|XP_001965631.1|DANA	LOC120417486|XP_039435607.1|CPIP
OG0004526	LOC6503063|XP_032308931.1|DANA	LOC120420014|XP_039438885.1|CPIP
OG0004527	LOC6505109|XP_001965441.1|DANA	LOC120418123|XP_039436335.1|CPIP
OG0004528	LOC6501971|XP_001966791.1|DANA	LOC120432235|XP_039453381.1|CPIP
OG0004529	LOC6503892|XP_014761112.1|DANA	LOC120432309|XP_039453427.1|CPIP
OG0004530	LOC6502135|XP_001966143.2|DANA	LOC120416126|XP_039433768.1|CPIP
OG0004531	LOC6499362|XP_014766034.1|DANA	LOC120422317|XP_039441669.1|CPIP
OG0004532	LOC6503733|XP_001963843.3|DANA	LOC120429205|XP_039450349.1|CPIP
OG0004533	LOC6504088|XP_001964149.1|DANA	LOC120412926|XP_039429495.1|CPIP
OG0004534	LOC6502889|XP_001963656.1|DANA	LOC120432237|XP_039453345.1|CPIP
OG0004535	LOC6506550|XP_001957666.1|DANA	LOC120432491|XP_039453639.1|CPIP
OG0004536	LOC6498787|XP_032308312.1|DANA	LOC120430783|XP_039451834.1|CPIP
OG0004537	LOC6502102|XP_032309403.1|DANA	LOC120414955|XP_039432221.1|CPIP
OG0004538	LOC6495920|XP_014763536.1|DANA	LOC120426001|XP_039446603.1|CPIP
OG0004539	LOC6505847|XP_014760815.1|DANA	LOC120432297|XP_039453417.1|CPIP
OG0004540	LOC6503131|XP_001963482.1|DANA	LOC120422049|XP_039441309.1|CPIP
OG0004541	LOC6495500|XP_001958984.1|DANA	LOC120414161|XP_039431145.1|CPIP
OG0004542	LOC6501864|XP_001966779.1|DANA	LOC120414164|XP_039431150.1|CPIP
OG0004543	LOC6504017|XP_032308411.1|DANA	LOC120417693|XP_039435767.1|CPIP
OG0004544	LOC6503503|XP_001964254.2|DANA	LOC120431148|XP_039452221.1|CPIP
OG0004545	LOC6499728|XP_001954051.1|DANA	LOC120422452|XP_039441829.1|CPIP
OG0004546	LOC6496518|XP_001961056.1|DANA	LOC120422474|XP_039441863.1|CPIP
OG0004547	LOC6502227|XP_001966022.1|DANA	LOC120424305|XP_039444324.1|CPIP
OG0004548	LOC6498751|XP_001967274.3|DANA	LOC120431128|XP_039452214.1|CPIP
OG0004549	LOC6504661|XP_032309073.1|DANA	LOC120422523|XP_039441911.1|CPIP
OG0004550	LOC6503980|XP_032308480.1|DANA	LOC120420172|XP_039439071.1|CPIP
OG0004551	LOC6495518|XP_001959023.1|DANA	LOC120420173|XP_039439072.1|CPIP
OG0004552	LOC6502278|XP_032309389.1|DANA	LOC120420188|XP_039439106.1|CPIP
OG0004553	LOC6493028|XP_001956894.1|DANA	LOC120422303|XP_039441629.1|CPIP
OG0004554	LOC6505142|XP_001965429.2|DANA	LOC120430545|XP_039451594.1|CPIP
OG0004555	LOC6505141|XP_001965428.1|DANA	LOC120422445|XP_039441823.1|CPIP
OG0004556	LOC6502010|XP_032308102.1|DANA	LOC120422447|XP_039441825.1|CPIP
OG0004557	LOC6503784|XP_032308615.1|DANA	LOC120420223|XP_039439145.1|CPIP
OG0004558	LOC6503952|XP_001963907.1|DANA	LOC120416891|XP_039434723.1|CPIP
OG0004559	LOC6501511|XP_032311022.1|DANA	LOC120422094|XP_039441375.1|CPIP
OG0004560	LOC26513796|XP_014760893.1|DANA	LOC120419263|XP_039437852.1|CPIP
OG0004561	LOC6500230|XP_014766427.1|DANA	LOC120419286|XP_039437887.1|CPIP
OG0004562	LOC6501084|XP_001954524.1|DANA	LOC120419260|XP_039437848.1|CPIP
OG0004563	LOC6499495|XP_001954509.1|DANA	LOC120419297|XP_039437896.1|CPIP
OG0004564	LOC6500412|XP_001953163.1|DANA	LOC120429179|XP_039450326.1|CPIP
OG0004565	LOC6499688|XP_014766187.1|DANA	LOC120429172|XP_039450318.1|CPIP
OG0004566	LOC6504115|XP_001964210.1|DANA	LOC120413705|XP_039430559.1|CPIP
OG0004567	LOC6503673|XP_001963955.1|DANA	LOC120417712|XP_039435795.1|CPIP
OG0004568	LOC6504046|XP_001964077.1|DANA	LOC120413334|XP_039430044.1|CPIP
OG0004569	LOC6499604|XP_001954313.2|DANA	LOC120428269|XP_039449197.1|CPIP, LOC120413316|XP_039430018.1|CPIP
OG0004570	LOC6494140|XP_001960883.1|DANA	LOC120427674|XP_039448488.1|CPIP
OG0004571	LOC6505071|XP_001965517.1|DANA	LOC120412330|XP_039428668.1|CPIP
OG0004572	LOC6503896|XP_001965229.1|DANA	LOC120412596|XP_039429068.1|CPIP
OG0004573	LOC6499708|XP_001954091.1|DANA	LOC120413351|XP_039430067.1|CPIP
OG0004574	LOC6504758|XP_001966301.1|DANA	LOC120413171|XP_039429818.1|CPIP
OG0004575	LOC6504759|XP_014759801.1|DANA	LOC120432239|XP_039453350.1|CPIP
OG0004576	LOC6499461|XP_032309464.1|DANA	LOC120412599|XP_039429082.1|CPIP
OG0004577	LOC6500150|XP_032305476.1|DANA	LOC120414152|XP_039431125.1|CPIP
OG0004578	LOC6505244|XP_032307850.1|DANA	LOC120414948|XP_039432247.1|CPIP
OG0004579	LOC6498491|XP_032311310.1|DANA	LOC120432564|XP_039453761.1|CPIP
OG0004580	LOC6500382|XP_001953093.1|DANA	LOC120415606|XP_039433133.1|CPIP
OG0004581	LOC6505642|XP_001964543.1|DANA	LOC120415612|XP_039433140.1|CPIP
OG0004582	LOC6505580|XP_001964661.3|DANA	LOC120415621|XP_039433152.1|CPIP
OG0004583	LOC6501861|XP_032308311.1|DANA	LOC120431695|XP_039452743.1|CPIP, LOC120421430|XP_039440574.1|CPIP
OG0004584	LOC6494941|XP_001959355.1|DANA	LOC120431694|XP_039452742.1|CPIP, LOC120421418|XP_039440559.1|CPIP
OG0004585	LOC6499021|XP_001955501.1|DANA	LOC120417040|XP_039434921.1|CPIP
OG0004586	LOC6503048|XP_001963346.1|DANA	LOC120417033|XP_039434911.1|CPIP
OG0004587	LOC6499389|XP_001954733.3|DANA	LOC120417017|XP_039434887.1|CPIP
OG0004588	LOC6501193|XP_001954735.1|DANA	LOC120417018|XP_039434890.1|CPIP
OG0004589	LOC6503693|XP_032308371.1|DANA	LOC120423035|XP_039442611.1|CPIP
OG0004590	LOC6506017|XP_032312369.1|DANA	LOC120422058|XP_039441325.1|CPIP
OG0004591	LOC6506014|XP_001964779.2|DANA	LOC120422080|XP_039441359.1|CPIP
OG0004592	LOC6505213|XP_001965557.1|DANA	LOC120422078|XP_039441357.1|CPIP
OG0004593	LOC6504253|XP_001967372.1|DANA	LOC120422075|XP_039441352.1|CPIP
OG0004594	LOC6504485|XP_001966995.2|DANA	LOC120423487|XP_039443289.1|CPIP
OG0004595	LOC6503922|XP_001963854.1|DANA	LOC120425894|XP_039446474.1|CPIP
OG0004596	LOC6504134|XP_032308792.1|DANA	LOC120428194|XP_039449139.1|CPIP
OG0004597	LOC6503798|XP_001963726.1|DANA	LOC120428507|XP_039449453.1|CPIP, LOC120430549|XP_039451597.1|CPIP
OG0004598	LOC6493383|XP_001957645.1|DANA	LOC120413356|XP_039430073.1|CPIP
OG0004599	LOC6497487|XP_001961981.2|DANA	LOC120430494|XP_039451524.1|CPIP
OG0004600	LOC6503136|XP_001963497.2|DANA	LOC120417702|XP_039435781.1|CPIP
OG0004601	LOC6502960|XP_032308975.1|DANA	LOC120424696|XP_039444809.1|CPIP
OG0004602	LOC6501965|XP_001966772.1|DANA	LOC120424533|XP_039444631.1|CPIP
OG0004603	LOC6497840|XP_001961551.1|DANA	LOC120416908|XP_039434741.1|CPIP
OG0004604	LOC6504981|XP_001965693.1|DANA	LOC120416899|XP_039434731.1|CPIP
OG0004605	LOC6504470|XP_032308140.1|DANA	LOC120430744|XP_039451787.1|CPIP
OG0004606	LOC6500408|XP_001953153.1|DANA	LOC120427968|XP_039448858.1|CPIP
OG0004607	LOC6504761|XP_014759802.1|DANA	LOC120412940|XP_039429515.1|CPIP
OG0004608	LOC6503935|XP_032308531.1|DANA	LOC120413576|XP_039430401.1|CPIP
OG0004609	LOC6502038|XP_001967155.1|DANA	LOC120426601|XP_039447326.1|CPIP
OG0004610	LOC6505962|XP_001964689.1|DANA	LOC120416425|XP_039434110.1|CPIP
OG0004611	LOC6505978|XP_032305365.1|DANA	LOC120416401|XP_039434081.1|CPIP
OG0004612	LOC6505977|XP_001964714.1|DANA	LOC120416435|XP_039434123.1|CPIP
OG0004613	LOC6505881|XP_001964541.1|DANA	LOC120429015|XP_039450086.1|CPIP
OG0004614	LOC6504432|XP_001966988.1|DANA	LOC120429018|XP_039450093.1|CPIP
OG0004615	LOC6504765|XP_032309029.1|DANA	LOC120414518|XP_039431661.1|CPIP
OG0004616	LOC6501978|XP_001966807.1|DANA	LOC120414526|XP_039431669.1|CPIP
OG0004617	LOC6503578|XP_001965285.1|DANA	LOC120414512|XP_039431652.1|CPIP
OG0004618	LOC6498939|XP_032312120.1|DANA	LOC120414525|XP_039431668.1|CPIP
OG0004619	LOC6499740|XP_001954021.1|DANA	LOC120417687|XP_039435758.1|CPIP
OG0004620	LOC6501704|XP_001955802.1|DANA	LOC120413719|XP_039430580.1|CPIP
OG0004621	LOC6505705|XP_001964422.1|DANA	LOC120414162|XP_039431146.1|CPIP
OG0004622	LOC6500897|XP_032311884.1|DANA	LOC120416255|XP_039433891.1|CPIP
OG0004623	LOC6505521|XP_001964770.1|DANA	LOC120416251|XP_039433888.1|CPIP
OG0004624	LOC6498832|XP_032309235.1|DANA, LOC6498839|XP_001955834.1|DANA	LOC120430970|XP_039452038.1|CPIP
OG0004625	LOC6503906|XP_032308512.1|DANA	LOC120419625|XP_039438304.1|CPIP
OG0004626	LOC6503862|XP_032308403.1|DANA	LOC120425317|XP_039445723.1|CPIP
OG0004627	LOC6506523|XP_032310497.1|DANA	LOC120413036|XP_039429643.1|CPIP
OG0004628	LOC6504676|XP_001966426.1|DANA	LOC120428374|XP_039449309.1|CPIP
OG0004629	LOC6500910|XP_001954150.1|DANA	LOC120415613|XP_039433142.1|CPIP
OG0004630	LOC6501570|XP_001955494.2|DANA	LOC120415608|XP_039433136.1|CPIP
OG0004631	LOC6499700|XP_014766191.1|DANA	LOC120415601|XP_039433128.1|CPIP
OG0004632	LOC116654458|XP_014766192.1|DANA	LOC120415600|XP_039433127.1|CPIP
OG0004633	LOC6506005|XP_001964767.1|DANA	LOC120424519|XP_039444609.1|CPIP
OG0004634	LOC6505999|XP_001964756.1|DANA	LOC120429008|XP_039450080.1|CPIP
OG0004635	LOC6505187|XP_032308003.1|DANA	LOC120429063|XP_039450135.1|CPIP
OG0004636	LOC6501822|XP_032308318.1|DANA	LOC120426453|XP_039447149.1|CPIP
OG0004637	LOC6504663|XP_032309039.1|DANA	LOC120429940|XP_039450971.1|CPIP
OG0004638	LOC6502012|XP_001966873.3|DANA	LOC120424323|XP_039444352.1|CPIP
OG0004639	LOC6505603|XP_001964612.1|DANA	LOC120423052|XP_039442658.1|CPIP
OG0004640	LOC6505915|XP_001964610.1|DANA	LOC120423051|XP_039442657.1|CPIP
OG0004641	LOC6503561|XP_001964155.2|DANA	LOC120428791|XP_039449822.1|CPIP
OG0004642	LOC6504849|XP_001966447.1|DANA	LOC120425020|XP_039445324.1|CPIP
OG0004643	LOC6499620|XP_001954278.1|DANA	LOC120425030|XP_039445335.1|CPIP
OG0004644	LOC6502903|XP_001963622.1|DANA	LOC120425019|XP_039445322.1|CPIP
OG0004645	LOC6497837|XP_001961544.1|DANA	LOC120425026|XP_039445330.1|CPIP, LOC120425024|XP_039445329.1|CPIP
OG0004646	LOC6505937|XP_001964648.1|DANA	LOC120430120|XP_039451138.1|CPIP
OG0004647	LOC6503918|XP_001963840.1|DANA	LOC120429248|XP_039450393.1|CPIP
OG0004648	LOC6505197|XP_001965529.1|DANA	LOC120430117|XP_039451136.1|CPIP
OG0004649	LOC6504743|XP_001966281.2|DANA	LOC120419870|XP_039438664.1|CPIP, LOC120418077|XP_039436268.1|CPIP
OG0004650	LOC6497054|XP_001962842.1|DANA	LOC120418091|XP_039436293.1|CPIP, LOC120419874|XP_039438669.1|CPIP
OG0004651	LOC6502617|XP_001955111.3|DANA	LOC120425022|XP_039445325.1|CPIP
OG0004652	LOC6501635|XP_001955649.1|DANA	LOC120425463|XP_039445929.1|CPIP
OG0004653	LOC6506140|XP_001958469.1|DANA	LOC120425465|XP_039445931.1|CPIP
OG0004654	LOC6498111|XP_001962100.1|DANA	LOC120425487|XP_039445965.1|CPIP
OG0004655	LOC6500759|XP_032305497.1|DANA	LOC120428782|XP_039449803.1|CPIP
OG0004656	LOC6505170|XP_001965474.1|DANA	LOC120428781|XP_039449802.1|CPIP
OG0004657	LOC6501293|XP_001954936.1|DANA	LOC120428787|XP_039449808.1|CPIP
OG0004658	LOC6500314|XP_001952950.1|DANA	LOC120423153|XP_039442770.1|CPIP, LOC120431375|XP_039452440.1|CPIP
OG0004659	LOC6499782|XP_001953926.1|DANA	LOC120431381|XP_039452444.1|CPIP
OG0004660	LOC6500859|XP_032305731.1|DANA	LOC120429233|XP_039450378.1|CPIP
OG0004661	LOC6501377|XP_001955112.1|DANA	LOC120429247|XP_039450392.1|CPIP
OG0004662	LOC6499306|XP_001954903.1|DANA	LOC120424934|XP_039445166.1|CPIP
OG0004663	LOC6503636|XP_001964027.1|DANA	LOC120424932|XP_039445160.1|CPIP
OG0004664	LOC6503635|XP_014760999.1|DANA	LOC120424930|XP_039445155.1|CPIP
OG0004665	LOC6503868|XP_001963747.2|DANA	LOC120424935|XP_039445169.1|CPIP
OG0004666	LOC6505837|XP_001964461.1|DANA	LOC120419338|XP_039437944.1|CPIP
OG0004667	LOC6500623|XP_001953590.1|DANA	LOC120431439|XP_039452492.1|CPIP
OG0004668	LOC6503732|XP_032308487.1|DANA	LOC120431799|XP_039452851.1|CPIP
OG0004669	LOC6497294|XP_001962376.1|DANA	LOC120428947|XP_039450021.1|CPIP
OG0004670	LOC6501006|XP_001954359.3|DANA	LOC120427924|XP_039448799.1|CPIP
OG0004671	LOC6500743|XP_001953829.2|DANA	LOC120424813|XP_039444965.1|CPIP
OG0004672	LOC6500232|XP_032305329.1|DANA	LOC120429289|XP_039450451.1|CPIP
OG0004673	LOC6505634|XP_032305505.1|DANA	LOC120430803|XP_039451857.1|CPIP
OG0004674	LOC6501469|XP_001955317.1|DANA	LOC120425115|XP_039445454.1|CPIP
OG0004675	LOC6499091|XP_032310551.1|DANA	LOC120425113|XP_039445448.1|CPIP
OG0004676	LOC6501400|XP_001955179.1|DANA	LOC120430535|XP_039451582.1|CPIP
OG0004677	LOC6500748|XP_032307855.1|DANA	LOC120425998|XP_039446590.1|CPIP
OG0004678	LOC6499823|XP_001953840.2|DANA	LOC120426016|XP_039446624.1|CPIP
OG0004679	LOC6501369|XP_032305619.1|DANA	LOC120417858|XP_039436012.1|CPIP
OG0004680	LOC6500921|XP_032312088.1|DANA	LOC120421773|XP_039440974.1|CPIP
OG0004681	LOC6498899|XP_001955718.1|DANA	LOC120423834|XP_039443711.1|CPIP
OG0004682	LOC6506636|XP_001965219.1|DANA	LOC120423841|XP_039443723.1|CPIP
OG0004683	LOC6500363|XP_001953056.1|DANA	LOC120423826|XP_039443689.1|CPIP
OG0004684	LOC6500626|XP_001953595.1|DANA	LOC120426227|XP_039446897.1|CPIP
OG0004685	LOC6505989|XP_014760871.1|DANA	LOC120431668|XP_039452711.1|CPIP
OG0004686	LOC6499369|XP_001954773.1|DANA	LOC120418742|XP_039437152.1|CPIP
OG0004687	LOC6505993|XP_001964745.1|DANA	LOC120417201|XP_039435101.1|CPIP
OG0004689	LOC6501520|XP_001955411.1|DANA	LOC120417191|XP_039435092.1|CPIP
OG0004690	LOC6499969|XP_001953527.1|DANA	LOC120420743|XP_039439770.1|CPIP
OG0004691	LOC6501495|XP_001955363.1|DANA	LOC120420766|XP_039439806.1|CPIP
OG0004692	LOC6501505|XP_001955386.1|DANA	LOC120420781|XP_039439828.1|CPIP
OG0004693	LOC6499061|XP_014765888.1|DANA	LOC120420745|XP_039439775.1|CPIP
OG0004694	LOC6500673|XP_001953700.1|DANA	LOC120425563|XP_039446061.1|CPIP, LOC120423722|XP_039443559.1|CPIP
OG0004695	LOC6499090|XP_014765899.1|DANA	LOC120428741|XP_039449751.1|CPIP
OG0004696	LOC6500773|XP_001953889.1|DANA	LOC120427185|XP_039447983.1|CPIP
OG0004698	LOC6505043|XP_001965574.1|DANA	LOC120421821|XP_039441033.1|CPIP
OG0004699	LOC6500301|XP_001952930.1|DANA	LOC120422152|XP_039441459.1|CPIP
OG0004700	LOC6500981|XP_001954295.1|DANA	LOC120416607|XP_039434342.1|CPIP
OG0004701	LOC6499293|XP_032306730.1|DANA	LOC120415975|XP_039433563.1|CPIP
OG0004702	LOC6500754|XP_001953853.1|DANA	LOC120429000|XP_039450074.1|CPIP
OG0004703	LOC6501522|XP_001955419.1|DANA	LOC120428668|XP_039449652.1|CPIP
OG0004704	LOC6505691|XP_001964449.1|DANA	LOC120428661|XP_039449642.1|CPIP, LOC120427073|XP_039447845.1|CPIP
OG0004705	LOC6494534|XP_001965920.1|DANA	LOC120427079|XP_039447855.1|CPIP
OG0004706	LOC6507333|XP_001956225.1|DANA	LOC120431454|XP_039452504.1|CPIP
OG0004707	LOC6498242|XP_001962372.1|DANA	LOC120424033|XP_039443990.1|CPIP
OG0004708	LOC6499640|XP_001954241.1|DANA	LOC120424034|XP_039443991.1|CPIP
OG0004709	LOC6499758|XP_032305580.1|DANA	LOC120426007|XP_039446608.1|CPIP
OG0004710	LOC6500272|XP_032309206.1|DANA	LOC120426006|XP_039446605.1|CPIP
OG0004711	LOC6501334|XP_001955012.1|DANA	LOC120422583|XP_039442005.1|CPIP
OG0004712	LOC6500390|XP_001953118.3|DANA	LOC120422565|XP_039441985.1|CPIP
OG0004713	LOC6501657|XP_014767153.1|DANA	LOC120431802|XP_039452858.1|CPIP
OG0004714	LOC26514865|XP_014767353.1|DANA	LOC120431729|XP_039452791.1|CPIP
OG0004715	LOC6497831|XP_001961537.1|DANA	LOC120430219|XP_039451231.1|CPIP
OG0004716	LOC6498901|XP_032312179.1|DANA	LOC120425736|XP_039446274.1|CPIP
OG0004717	LOC6501958|XP_032308201.1|DANA	LOC120418347|XP_039436632.1|CPIP
OG0004718	LOC6498489|XP_014762148.1|DANA	LOC120418330|XP_039436598.1|CPIP
OG0004719	LOC6505574|XP_032305422.1|DANA	LOC120427265|XP_039448060.1|CPIP
OG0004720	LOC6500753|XP_001953849.1|DANA	LOC120427677|XP_039448492.1|CPIP
OG0004721	LOC6501634|XP_032312121.1|DANA	LOC120418332|XP_039436601.1|CPIP
OG0004722	LOC6505545|XP_001964724.1|DANA	LOC120418323|XP_039436588.1|CPIP
OG0004723	LOC6502949|XP_001963536.1|DANA	LOC120428289|XP_039449218.1|CPIP
OG0004724	LOC6500648|XP_001953646.1|DANA	LOC120418368|XP_039436661.1|CPIP
OG0004725	LOC6499258|XP_001955011.1|DANA	LOC120418369|XP_039436664.1|CPIP
OG0004726	LOC6501475|XP_032310559.1|DANA	LOC120418386|XP_039436694.1|CPIP
OG0004727	LOC6501531|XP_032312060.1|DANA	LOC120426000|XP_039446593.1|CPIP
OG0004728	LOC6500745|XP_001953832.1|DANA	LOC120426246|XP_039446918.1|CPIP
OG0004729	LOC6498761|XP_001967256.2|DANA	LOC120431093|XP_039452185.1|CPIP
OG0004730	LOC6497763|XP_032307719.1|DANA	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP
OG0004731	LOC6505657|XP_001964518.1|DANA	LOC120427158|XP_039447951.1|CPIP
OG0004732	LOC6500914|XP_001954154.1|DANA	LOC120427902|XP_039448776.1|CPIP
OG0004733	LOC6499682|XP_001954155.1|DANA	LOC120427892|XP_039448760.1|CPIP
OG0004734	LOC6500832|XP_032311282.1|DANA	LOC120427896|XP_039448765.1|CPIP
OG0004735	LOC6500276|XP_032309163.1|DANA	LOC120416050|XP_039433648.1|CPIP
OG0004736	LOC6499803|XP_032308496.1|DANA	LOC120414262|XP_039431306.1|CPIP
OG0004737	LOC6499608|XP_001954302.1|DANA	LOC120424265|XP_039444261.1|CPIP
OG0004738	LOC6500985|XP_001954303.2|DANA	LOC120424237|XP_039444234.1|CPIP
OG0004739	LOC6501514|XP_001955399.3|DANA	LOC120424264|XP_039444260.1|CPIP
OG0004740	LOC6499783|XP_014766224.1|DANA	LOC120428911|XP_039449987.1|CPIP
OG0004741	LOC6505859|XP_001964499.1|DANA	LOC120428910|XP_039449986.1|CPIP
OG0004742	LOC6501771|XP_032311688.1|DANA	LOC120425700|XP_039446222.1|CPIP
OG0004744	LOC6498187|XP_001962257.2|DANA	LOC120423421|XP_039443158.1|CPIP
OG0004745	LOC6498872|XP_001955766.1|DANA	LOC120428366|XP_039449302.1|CPIP
OG0004746	LOC6505815|XP_001964423.2|DANA	LOC120429644|XP_039450604.1|CPIP
OG0004747	LOC6505704|XP_014760767.1|DANA	LOC120432113|XP_039453182.1|CPIP
OG0004748	LOC6505701|XP_032305564.1|DANA	LOC120427858|XP_039448710.1|CPIP
OG0004749	LOC6499479|XP_001954554.3|DANA	LOC120414297|XP_039431366.1|CPIP
OG0004750	LOC6499741|XP_001954019.1|DANA	LOC120426701|XP_039447415.1|CPIP
OG0004751	LOC6505878|XP_014760830.1|DANA	LOC120426693|XP_039447404.1|CPIP
OG0004752	LOC6505614|XP_001964595.1|DANA	LOC120426689|XP_039447399.1|CPIP
OG0004753	LOC6499106|XP_014765904.2|DANA	LOC120426694|XP_039447405.1|CPIP
OG0004754	LOC6501636|XP_001955651.1|DANA	LOC120426686|XP_039447396.1|CPIP
OG0004755	LOC6501108|XP_001954564.1|DANA	LOC120426692|XP_039447402.1|CPIP
OG0004756	LOC6499474|XP_001954565.1|DANA	LOC120426691|XP_039447401.1|CPIP
OG0004757	LOC6499718|XP_014766195.1|DANA	LOC120430172|XP_039451186.1|CPIP
OG0004758	LOC26513693|XP_014767198.2|DANA	LOC120427254|XP_039448045.1|CPIP
OG0004759	LOC6498965|XP_001955598.1|DANA	LOC120427256|XP_039448049.1|CPIP
OG0004760	LOC6498959|XP_001955606.1|DANA	LOC120427250|XP_039448040.1|CPIP
OG0004761	LOC6500691|XP_001953731.1|DANA	LOC120428725|XP_039449733.1|CPIP
OG0004762	LOC6497000|XP_001962957.1|DANA	LOC120421015|XP_039440071.1|CPIP
OG0004763	LOC6500895|XP_001954121.3|DANA	LOC120421032|XP_039440103.1|CPIP
