Orthogroup	DELE.longest_only	AAEG.longest_only
OG0003300	LOC108135098|XP_017111164.1|DELE	LOC5568968|XP_021692995.1|AAEG
OG0003301	LOC108144900|XP_017125550.1|DELE	LOC5570119|XP_021693122.1|AAEG
OG0003302	LOC108140914|XP_017119457.1|DELE	LOC5570118|XP_001653099.1|AAEG
OG0003303	LOC108149824|XP_017133185.1|DELE	LOC5570104|XP_021693415.1|AAEG
OG0003304	LOC108150368|XP_017133998.1|DELE	LOC5570771|XP_021693931.1|AAEG
OG0003305	LOC108134850|XP_017110803.1|DELE	LOC5577441|XP_021694384.1|AAEG
OG0003306	LOC108145120|XP_017125819.1|DELE	LOC5572387|XP_001654036.2|AAEG
OG0003307	LOC108138586|XP_017116362.1|DELE	LOC5578290|XP_021694598.1|AAEG
OG0003308	LOC108137850|XP_017115266.1|DELE	LOC5578620|XP_001657046.1|AAEG
OG0003309	LOC108144312|XP_017124501.1|DELE	LOC5569552|XP_021695172.1|AAEG
OG0003310	LOC108144388|XP_017124658.1|DELE	LOC5569563|XP_001658626.2|AAEG
OG0003311	LOC108140799|XP_017119287.1|DELE	LOC110681241|XP_021712702.1|AAEG, LOC5569568|XP_001658631.2|AAEG
OG0003312	LOC108140777|XP_017119253.1|DELE	LOC5563944|XP_001648266.1|AAEG
OG0003313	LOC108137207|XP_017114287.1|DELE	LOC5574249|XP_001661303.2|AAEG
OG0003314	LOC108144755|XP_017125348.1|DELE	LOC23687986|XP_021695617.1|AAEG
OG0003315	LOC108147715|XP_017129928.1|DELE	LOC5579485|XP_021695637.1|AAEG
OG0003316	LOC108142907|XP_017122484.1|DELE	LOC110675390|XP_021695976.1|AAEG
OG0003317	LOC108135024|XP_017111048.1|DELE	LOC5566507|XP_001650896.2|AAEG
OG0003318	LOC108135080|XP_017111135.1|DELE	LOC5568484|XP_021696073.1|AAEG
OG0003319	LOC108141100|XP_017119793.1|DELE	LOC5566499|XP_021696131.1|AAEG
OG0003320	LOC108142951|XP_017122577.1|DELE	LOC5567617|XP_021696188.1|AAEG, LOC110680343|XP_021711854.1|AAEG
OG0003321	LOC108142890|XP_017122454.1|DELE	LOC5566495|XP_001650884.2|AAEG
OG0003322	LOC108143111|XP_017122824.1|DELE	LOC110675460|XP_021696255.1|AAEG, LOC5566509|XP_001650883.1|AAEG, LOC110674015|XP_021712153.1|AAEG
OG0003323	LOC108137070|XP_017114065.1|DELE	LOC5568414|XP_001658066.2|AAEG, LOC5568630|XP_001652469.2|AAEG
OG0003324	LOC108138412|XP_017116089.1|DELE	LOC5574970|XP_021697905.1|AAEG
OG0003325	LOC108141190|XP_017119917.1|DELE	LOC5574966|XP_021697959.1|AAEG
OG0003326	LOC108137340|XP_017114466.1|DELE	LOC5577023|XP_001656310.2|AAEG
OG0003327	LOC108145313|XP_017126153.1|DELE	LOC5576689|XP_001662827.2|AAEG
OG0003328	LOC108136320|XP_017112909.1|DELE	LOC5570591|XP_001653258.1|AAEG
OG0003329	LOC108140481|XP_017118710.1|DELE	LOC5570593|XP_021698550.1|AAEG
OG0003330	LOC108150244|XP_017133794.1|DELE	LOC5574728|XP_001661616.2|AAEG
OG0003331	LOC108137314|XP_017114429.1|DELE	LOC23687535|XP_011492966.2|AAEG
OG0003332	LOC108145570|XP_017126569.1|DELE	LOC5580120|XP_021711923.1|AAEG, LOC110676273|XP_021699204.1|AAEG
OG0003333	LOC108148732|XP_017131400.1|DELE	LOC5580130|XP_021699347.1|AAEG
OG0003334	LOC108148285|XP_017130739.1|DELE	LOC5567931|XP_001651963.2|AAEG
OG0003335	LOC108139306|XP_017117495.1|DELE	LOC5567933|XP_001651967.2|AAEG
OG0003336	LOC108143949|XP_017124033.1|DELE	LOC5564393|XP_021700110.1|AAEG
OG0003337	LOC108148865|XP_017131654.1|DELE	LOC5576478|XP_001662672.2|AAEG
OG0003338	LOC108137015|XP_017114003.1|DELE	LOC5576481|XP_001662674.2|AAEG
OG0003339	LOC108148738|XP_017131415.1|DELE	LOC5570698|XP_001659294.2|AAEG
OG0003340	LOC108148740|XP_017131417.1|DELE	LOC5570699|XP_021701068.1|AAEG
OG0003341	LOC108136168|XP_017112654.1|DELE	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG
OG0003342	LOC108135428|XP_017111649.1|DELE	LOC5571567|XP_001653705.2|AAEG
OG0003343	LOC108138520|XP_017116257.1|DELE	LOC5569251|XP_021701437.1|AAEG
OG0003344	LOC108149403|XP_017132429.1|DELE	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG
OG0003345	LOC108134891|XP_017110883.1|DELE	LOC5565271|XP_021701757.1|AAEG
OG0003346	LOC108136819|XP_017113712.1|DELE	LOC5578827|XP_001664044.1|AAEG
OG0003347	LOC108136755|XP_017113594.1|DELE	LOC5567723|XP_001657630.2|AAEG
OG0003348	LOC108136868|XP_017113799.1|DELE	LOC5567052|XP_021702364.1|AAEG
OG0003349	LOC108146904|XP_017128635.1|DELE	LOC5576312|XP_001656046.1|AAEG
OG0003350	LOC108148809|XP_017131530.1|DELE	LOC5576307|XP_021702688.1|AAEG
OG0003351	LOC108138559|XP_017116320.1|DELE	LOC5566959|XP_021702823.1|AAEG
OG0003352	LOC108148758|XP_017131448.1|DELE	LOC23687944|XP_011493297.2|AAEG, LOC5568675|XP_001658091.2|AAEG
OG0003353	LOC108135102|XP_017111169.1|DELE	LOC5576900|XP_021703214.1|AAEG
OG0003354	LOC108143935|XP_017124010.1|DELE	LOC5576894|XP_021703285.1|AAEG
OG0003355	LOC108136458|XP_017113133.1|DELE	LOC5576890|XP_001662990.2|AAEG
OG0003356	LOC108136432|XP_017113071.1|DELE	LOC5576880|XP_001662980.2|AAEG
OG0003357	LOC108148175|XP_017130565.1|DELE	LOC5576878|XP_001662978.1|AAEG
OG0003358	LOC108138929|XP_017116988.1|DELE	LOC5564062|XP_001648368.1|AAEG
OG0003359	LOC108149990|XP_017133409.1|DELE	LOC5564054|XP_001648381.1|AAEG
OG0003360	LOC108148132|XP_017130468.1|DELE	LOC5564066|XP_021704044.1|AAEG
OG0003361	LOC108143382|XP_017123236.1|DELE	LOC5578497|XP_021704289.1|AAEG
OG0003362	LOC108143026|XP_017122711.1|DELE	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG
OG0003363	LOC108141151|XP_017119865.1|DELE	LOC5579202|XP_021705141.1|AAEG
OG0003364	LOC108140528|XP_017118826.1|DELE	LOC5578139|XP_001663710.1|AAEG
OG0003365	LOC108137487|XP_017114691.1|DELE	LOC5579301|XP_021705291.1|AAEG
OG0003366	LOC108135516|XP_017111750.1|DELE	LOC5565040|XP_001649382.2|AAEG
OG0003367	LOC108146490|XP_017128011.1|DELE	LOC5576008|XP_001662341.2|AAEG
OG0003368	LOC108146340|XP_017127799.1|DELE	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG
OG0003369	LOC108141069|XP_017119717.1|DELE	LOC110678069|XP_021706303.1|AAEG
OG0003370	LOC108139200|XP_017117328.1|DELE	LOC5565330|XP_001649677.1|AAEG
OG0003371	LOC108147740|XP_017129959.1|DELE	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG
OG0003372	LOC108147597|XP_017129726.1|DELE	LOC5579482|XP_001647780.1|AAEG
OG0003373	LOC108140746|XP_017119212.1|DELE	LOC5575470|XP_001661987.3|AAEG
OG0003374	LOC108137650|XP_017114966.1|DELE	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG
OG0003375	LOC108139274|XP_017117452.1|DELE	LOC110678773|XP_021707804.1|AAEG
OG0003376	LOC108140803|XP_017119290.1|DELE	LOC5565268|XP_001649604.1|AAEG
OG0003377	LOC108140526|XP_017118824.1|DELE	LOC5564417|XP_021708027.1|AAEG
OG0003378	LOC108137354|XP_017114478.1|DELE	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG
OG0003379	LOC108148764|XP_017131455.1|DELE	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG
OG0003380	LOC108148599|XP_017131166.1|DELE	LOC5572781|XP_001654180.1|AAEG
OG0003381	LOC108134472|XP_017110274.1|DELE	LOC5580227|XP_001655934.2|AAEG
OG0003382	LOC108147156|XP_017128959.1|DELE	LOC5580230|XP_021708254.1|AAEG
OG0003383	LOC108143072|XP_017122774.1|DELE	LOC5578695|XP_001657094.2|AAEG
OG0003384	LOC108149032|XP_017131873.1|DELE	LOC5568279|XP_001657976.1|AAEG
OG0003385	LOC108143937|XP_017124013.1|DELE	LOC5568276|XP_001657975.2|AAEG
OG0003386	LOC108142917|XP_017122495.1|DELE	LOC5566095|XP_001650454.1|AAEG
OG0003387	LOC108140383|XP_017118576.1|DELE	LOC5566097|XP_001650455.1|AAEG
OG0003388	LOC108150019|XP_017133467.1|DELE	LOC110679207|XP_021709028.1|AAEG
OG0003389	LOC108144897|XP_017125546.1|DELE	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG
OG0003390	LOC108135733|XP_017112055.1|DELE	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG
OG0003391	LOC108140574|XP_017118936.1|DELE	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG
OG0003392	LOC108135086|XP_017111143.1|DELE	LOC5572715|XP_001660532.2|AAEG
OG0003393	LOC108148767|XP_017131459.1|DELE	LOC5568155|XP_021710093.1|AAEG
OG0003394	LOC108135859|XP_017112249.1|DELE	LOC5568159|XP_001657903.2|AAEG
OG0003395	LOC108135874|XP_017112264.1|DELE	LOC5566198|XP_021710187.1|AAEG
OG0003396	LOC108148728|XP_017131395.1|DELE	LOC5566195|XP_001650574.2|AAEG
OG0003397	LOC108148746|XP_017131433.1|DELE	LOC5567411|XP_001657413.2|AAEG
OG0003399	LOC108143780|XP_017123796.1|DELE	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG
OG0003400	LOC108143908|XP_017123974.1|DELE	LOC5568338|XP_021710740.1|AAEG
OG0003401	LOC108148721|XP_017131378.1|DELE	LOC5577501|XP_021711436.1|AAEG
OG0003402	LOC108143805|XP_017123817.1|DELE	LOC110679871|XP_021711570.1|AAEG
OG0003403	LOC108144599|XP_017125094.1|DELE	LOC5577499|XP_001656515.2|AAEG
OG0003404	LOC108139209|XP_017117345.1|DELE	LOC5577699|XP_021711667.1|AAEG
OG0003405	LOC108143605|XP_017123617.1|DELE	LOC5572734|XP_001660546.2|AAEG
OG0003406	LOC108148650|XP_017131264.1|DELE	LOC5572725|XP_001660544.1|AAEG
OG0003407	LOC108148491|XP_017131015.1|DELE	LOC5572724|XP_001660542.1|AAEG
OG0003408	LOC108135336|XP_017111520.1|DELE	LOC5572733|XP_001660547.2|AAEG
OG0003409	LOC108143931|XP_017124005.1|DELE	LOC5572730|XP_021711963.1|AAEG
OG0003410	LOC108148849|XP_017131622.1|DELE	LOC5572735|XP_001660557.1|AAEG
OG0003411	LOC108140692|XP_017119129.1|DELE	LOC5567789|XP_001657692.1|AAEG
OG0003412	LOC108147266|XP_017129160.1|DELE	LOC5567787|XP_021712246.1|AAEG
OG0003413	LOC108140955|XP_017119512.1|DELE	LOC5567767|XP_001657667.2|AAEG
OG0003414	LOC108143177|XP_017122916.1|DELE	LOC5569265|XP_021712555.1|AAEG
OG0003415	LOC108135449|XP_017111680.1|DELE	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG
OG0003416	LOC108140766|XP_017119241.1|DELE	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG
OG0003417	LOC108150359|XP_017133986.1|DELE	LOC5571790|XP_001659923.1|AAEG
OG0003418	LOC108135836|XP_017112209.1|DELE	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG
OG0003419	LOC108141163|XP_017119879.1|DELE	LOC5567063|XP_001651463.2|AAEG
OG0003420	LOC108141080|XP_017119740.1|DELE	LOC5567062|XP_021712857.1|AAEG
OG0003421	LOC108148707|XP_017131348.1|DELE	LOC5567085|XP_021712943.1|AAEG
OG0003422	LOC108148710|XP_017131360.1|DELE	LOC5577530|XP_021712944.1|AAEG
OG0003423	LOC108144524|XP_017124962.1|DELE	LOC5573383|XP_001660867.2|AAEG
OG0003424	LOC108136872|XP_017113804.1|DELE	LOC5573375|XP_001660864.2|AAEG
OG0003425	LOC108143977|XP_017124076.1|DELE	LOC5573371|XP_001660857.1|AAEG
OG0003426	LOC108135758|XP_017112092.1|DELE	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG
OG0003427	LOC108135832|XP_017112203.1|DELE	LOC5570624|XP_001659227.2|AAEG
OG0003428	LOC108135701|XP_017112032.1|DELE	LOC5572584|XP_001654088.2|AAEG
OG0003429	LOC108143589|XP_017123596.1|DELE	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG
OG0003430	LOC108135331|XP_017111510.1|DELE	LOC5575731|XP_021713117.1|AAEG
OG0003431	LOC108141124|XP_017119828.1|DELE	LOC23687402|XP_021713130.1|AAEG
OG0003432	LOC108136998|XP_017113985.1|DELE	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG
OG0003433	LOC108148839|XP_017131598.1|DELE	LOC5565237|XP_021713167.1|AAEG
OG0003434	LOC108137669|XP_017115013.1|DELE	LOC5576286|XP_001662576.2|AAEG
OG0003435	LOC108148641|XP_017131253.1|DELE	LOC5572168|XP_021713207.1|AAEG
OG0003436	LOC108148315|XP_017130794.1|DELE	LOC5569222|XP_001652782.1|AAEG
OG0003437	LOC108148314|XP_017130791.1|DELE	LOC5569219|XP_001652784.1|AAEG
OG0003438	LOC108148349|XP_017130853.1|DELE	LOC5569226|XP_001652785.1|AAEG
OG0003439	LOC108137033|XP_017114022.1|DELE	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG
OG0003440	LOC108143115|XP_017122828.1|DELE	LOC5578520|XP_021713299.1|AAEG
OG0003441	LOC108138711|XP_017116551.1|DELE	LOC5578519|XP_001663910.1|AAEG
OG0003442	LOC108142916|XP_017122493.1|DELE	LOC5565034|XP_021694403.1|AAEG
OG0003443	LOC108146216|XP_017127623.1|DELE	LOC5576914|XP_001663011.1|AAEG
OG0003444	LOC108142293|XP_017121531.1|DELE	LOC5576920|XP_001663017.1|AAEG
OG0003445	LOC108136429|XP_017113058.1|DELE	LOC5580013|XP_021713335.1|AAEG
OG0003446	LOC108138590|XP_017116369.1|DELE	LOC5580009|XP_021713348.1|AAEG
OG0003447	LOC108145336|XP_017126212.1|DELE	LOC5580014|XP_021694307.1|AAEG
OG0003448	LOC108141103|XP_017119800.1|DELE	LOC5574616|XP_001661533.1|AAEG
OG0003449	LOC108148270|XP_017130713.1|DELE	LOC5574612|XP_001661529.1|AAEG
OG0003450	LOC108140641|XP_017119053.1|DELE	LOC5574618|XP_021713371.1|AAEG
OG0003451	LOC108140684|XP_017119120.1|DELE	LOC5574690|XP_021713381.1|AAEG
OG0003452	LOC108140742|XP_017119208.1|DELE	LOC5574692|XP_021713383.1|AAEG
OG0003453	LOC108146620|XP_017128153.1|DELE	LOC5567595|XP_021713391.1|AAEG
OG0003454	LOC108147793|XP_017130021.1|DELE	LOC5567614|XP_001657570.1|AAEG
OG0003455	LOC108135864|XP_017112254.1|DELE	LOC5567615|XP_021713393.1|AAEG
OG0003456	LOC108143470|XP_017123398.1|DELE	LOC5571512|XP_021692970.1|AAEG
OG0003457	LOC108141250|XP_017119995.1|DELE	LOC5571516|XP_021692972.1|AAEG
OG0003458	LOC108140731|XP_017119194.1|DELE	LOC5564696|XP_021692997.1|AAEG
OG0003459	LOC108140655|XP_017119075.1|DELE	LOC110674037|XP_021693012.1|AAEG
OG0003460	LOC108148829|XP_017131582.1|DELE	LOC5573797|XP_021693033.1|AAEG
OG0003461	LOC108148290|XP_017130747.1|DELE	LOC5570837|XP_021693037.1|AAEG
OG0003462	LOC108147555|XP_017129631.1|DELE	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG
OG0003463	LOC108139297|XP_017117482.1|DELE	LOC5580098|XP_001654849.2|AAEG
OG0003464	LOC108140374|XP_017118556.1|DELE	LOC110674054|XP_021693086.1|AAEG
OG0003465	LOC108148272|XP_017130717.1|DELE	LOC5566483|XP_001650870.1|AAEG
OG0003466	LOC108143064|XP_017122767.1|DELE	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG
OG0003467	LOC108139214|XP_017117354.1|DELE	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG
OG0003468	LOC108143030|XP_017122716.1|DELE	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG
OG0003469	LOC108148794|XP_017131503.1|DELE	LOC5578927|XP_001657213.1|AAEG
OG0003470	LOC108139278|XP_017117463.1|DELE	LOC5563724|XP_021693210.1|AAEG
OG0003471	LOC108149402|XP_017132427.1|DELE	LOC5563704|XP_001647991.1|AAEG
OG0003472	LOC108141822|XP_017120889.1|DELE	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG
OG0003473	LOC108135342|XP_017111523.1|DELE	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG
OG0003474	LOC108135763|XP_017112100.1|DELE	LOC5576365|XP_021693250.1|AAEG
OG0003475	LOC108140492|XP_017118757.1|DELE	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG
OG0003476	LOC108148211|XP_017130609.1|DELE	LOC5576352|XP_021693305.1|AAEG
OG0003477	LOC108139251|XP_017117416.1|DELE	LOC5567293|XP_021693314.1|AAEG
OG0003478	LOC108135771|XP_017112113.1|DELE	LOC5567283|XP_021693342.1|AAEG
OG0003479	LOC108143054|XP_017122755.1|DELE	LOC5569127|XP_001652733.2|AAEG
OG0003480	LOC108148216|XP_017130615.1|DELE	LOC5576718|XP_001656224.1|AAEG
OG0003481	LOC108148224|XP_017130628.1|DELE	LOC5576717|XP_001656223.1|AAEG
OG0003482	LOC108148378|XP_017130892.1|DELE	LOC5576735|XP_021693381.1|AAEG
OG0003483	LOC108148251|XP_017130655.1|DELE	LOC5566413|XP_001650805.1|AAEG
OG0003484	LOC108144072|XP_017124208.1|DELE	LOC5568914|XP_001658238.1|AAEG
OG0003485	LOC108150306|XP_017133912.1|DELE	LOC5568905|XP_001658228.2|AAEG
OG0003486	LOC108150234|XP_017133783.1|DELE	LOC110674672|XP_021694418.1|AAEG
OG0003487	LOC108149028|XP_017131866.1|DELE	LOC5573324|XP_001654544.1|AAEG
OG0003488	LOC108147223|XP_017129092.1|DELE	LOC5569057|XP_021693516.1|AAEG
OG0003489	LOC108142987|XP_017122644.1|DELE	LOC5564565|XP_021693531.1|AAEG
OG0003490	LOC108135831|XP_017112202.1|DELE	LOC5566454|XP_021693543.1|AAEG
OG0003491	LOC108147281|XP_017129187.1|DELE	LOC5578805|XP_021693546.1|AAEG
OG0003492	LOC108148658|XP_017131277.1|DELE	LOC5578571|XP_001663962.2|AAEG
OG0003493	LOC108144034|XP_017124155.1|DELE	LOC5577195|XP_021693675.1|AAEG
OG0003494	LOC108141097|XP_017119788.1|DELE	LOC5572161|XP_021693685.1|AAEG
OG0003495	LOC108138927|XP_017116986.1|DELE	LOC5576201|XP_001662536.1|AAEG
OG0003496	LOC108139351|XP_017117564.1|DELE	LOC110674163|XP_021693719.1|AAEG
OG0003497	LOC108140613|XP_017119015.1|DELE	LOC23687673|XP_011493646.2|AAEG
OG0003498	LOC108141592|XP_017120529.1|DELE, LOC108141768|XP_017120759.1|DELE	LOC5575648|XP_021693759.1|AAEG
OG0003499	LOC108143032|XP_017122719.1|DELE	LOC5575653|XP_021693763.1|AAEG
OG0003500	LOC108138696|XP_017116530.1|DELE	LOC5565614|XP_021693783.1|AAEG
OG0003501	LOC108147326|XP_017129242.1|DELE	LOC5565612|XP_001649949.1|AAEG
OG0003502	LOC108144008|XP_017124118.1|DELE	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG
OG0003503	LOC108148624|XP_017131212.1|DELE	LOC5577655|XP_001656653.3|AAEG
OG0003504	LOC108140663|XP_017119085.1|DELE	LOC5577651|XP_021693826.1|AAEG
OG0003505	LOC108139191|XP_017117318.1|DELE	LOC5577636|XP_021693854.1|AAEG
OG0003506	LOC108148341|XP_017130841.1|DELE	LOC5565953|XP_021693896.1|AAEG
OG0003507	LOC108148611|XP_017131179.1|DELE	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG
OG0003508	LOC108145885|XP_017127020.1|DELE	LOC5568525|XP_021693918.1|AAEG
OG0003509	LOC108148898|XP_017131702.1|DELE	LOC5573535|XP_021693961.1|AAEG
OG0003510	LOC108134816|XP_017110762.1|DELE	LOC5579966|XP_001658483.2|AAEG
OG0003511	LOC108150251|XP_017133807.1|DELE	LOC5579960|XP_021694041.1|AAEG
OG0003512	LOC108135841|XP_017112218.1|DELE	LOC5578914|XP_001657204.2|AAEG
OG0003513	LOC108148905|XP_017131710.1|DELE	LOC5578915|XP_021694075.1|AAEG
OG0003514	LOC108148206|XP_017130602.1|DELE	LOC5576115|XP_021694090.1|AAEG
OG0003515	LOC108144806|XP_017125420.1|DELE	LOC5575229|XP_001655635.2|AAEG
OG0003516	LOC108139332|XP_017117532.1|DELE	LOC5565161|XP_021694131.1|AAEG
OG0003517	LOC108150486|XP_017134185.1|DELE	LOC5579159|XP_021694193.1|AAEG
OG0003518	LOC108148332|XP_017130818.1|DELE	LOC5566105|XP_001650511.2|AAEG
OG0003519	LOC108150232|XP_017133767.1|DELE	LOC5566136|XP_021695359.1|AAEG
OG0003520	LOC108150248|XP_017133799.1|DELE	LOC5566123|XP_001650503.2|AAEG
OG0003521	LOC108150319|XP_017133923.1|DELE	LOC5566143|XP_021695372.1|AAEG
OG0003522	LOC108141542|XP_017120471.1|DELE	LOC5566137|XP_001650495.1|AAEG
OG0003523	LOC108139009|XP_017117097.1|DELE	LOC5566133|XP_001650494.1|AAEG
OG0003524	LOC108142284|XP_017121518.1|DELE	LOC5566132|XP_001650493.2|AAEG
OG0003525	LOC108137925|XP_017115356.1|DELE	LOC5566126|XP_001650491.1|AAEG
OG0003526	LOC108140451|XP_017118672.1|DELE	LOC5566124|XP_001650486.2|AAEG
OG0003527	LOC108149619|XP_017132833.1|DELE	LOC5566111|XP_001650482.1|AAEG
OG0003529	LOC108141966|XP_017121104.1|DELE	LOC5570950|XP_001653417.2|AAEG
OG0003530	LOC108142425|XP_017121773.1|DELE	LOC5570952|XP_021695452.1|AAEG
OG0003531	LOC108140587|XP_017118962.1|DELE	LOC5571445|XP_001659696.2|AAEG
OG0003532	LOC108146185|XP_017127582.1|DELE	LOC5571444|XP_021695478.1|AAEG
OG0003533	LOC108150321|XP_017133931.1|DELE	LOC5567850|XP_001657714.1|AAEG
OG0003534	LOC108150296|XP_017133891.1|DELE	LOC5569149|XP_021695598.1|AAEG
OG0003535	LOC108146031|XP_017127311.1|DELE	LOC5569146|XP_021695603.1|AAEG
OG0003536	LOC108145078|XP_017125750.1|DELE	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG
OG0003537	LOC108145207|XP_017125937.1|DELE	LOC5575741|XP_001655841.2|AAEG
OG0003538	LOC108149117|XP_017132007.1|DELE	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG
OG0003539	LOC108141400|XP_017120245.1|DELE	LOC5566722|XP_021695725.1|AAEG
OG0003540	LOC108146404|XP_017127894.1|DELE	LOC5571766|XP_001659898.2|AAEG
OG0003541	LOC108136692|XP_017113504.1|DELE	LOC5576630|XP_021695759.1|AAEG
OG0003542	LOC108145431|XP_017126337.1|DELE	LOC5576629|XP_021695763.1|AAEG
OG0003543	LOC108135928|XP_017112362.1|DELE	LOC5576633|XP_001662790.1|AAEG
OG0003544	LOC108146919|XP_017128652.1|DELE	LOC5570665|XP_001659266.1|AAEG
OG0003545	LOC108143214|XP_017122996.1|DELE	LOC5571262|XP_021695920.1|AAEG
OG0003546	LOC108146331|XP_017127786.1|DELE	LOC5571248|XP_021695946.1|AAEG
OG0003547	LOC108143476|XP_017123408.1|DELE	LOC5568483|XP_021695974.1|AAEG
OG0003548	LOC108143515|XP_017123484.1|DELE	LOC5568482|XP_011493357.2|AAEG
OG0003549	LOC108143537|XP_017123522.1|DELE	LOC5568481|XP_021695981.1|AAEG
OG0003550	LOC108144327|XP_017124525.1|DELE	LOC5568468|XP_001652303.1|AAEG
OG0003551	LOC108144654|XP_017125187.1|DELE	LOC5579328|XP_021696014.1|AAEG
OG0003552	LOC108144353|XP_017124591.1|DELE	LOC110675403|XP_021696024.1|AAEG
OG0003553	LOC108141449|XP_017120337.1|DELE	LOC5573481|XP_021696025.1|AAEG
OG0003554	LOC108146699|XP_017128252.1|DELE	LOC5577799|XP_021696028.1|AAEG
OG0003555	LOC108145890|XP_017127031.1|DELE	LOC5578168|XP_021696070.1|AAEG
OG0003556	LOC108142581|XP_017122024.1|DELE	LOC5574103|XP_021700597.1|AAEG
OG0003557	LOC108142398|XP_017121727.1|DELE	LOC5574100|XP_001661171.1|AAEG
OG0003558	LOC108146046|XP_017127338.1|DELE	LOC5565097|XP_021696157.1|AAEG
OG0003559	LOC108146820|XP_017128499.1|DELE	LOC5565095|XP_021696175.1|AAEG
OG0003560	LOC108146963|XP_017128709.1|DELE	LOC5564907|XP_001649256.2|AAEG
OG0003561	LOC108145470|XP_017126409.1|DELE	LOC5572885|XP_021696189.1|AAEG
OG0003562	LOC108144711|XP_017125293.1|DELE	LOC5569889|XP_021696239.1|AAEG
OG0003563	LOC108135825|XP_017112196.1|DELE	LOC5569898|XP_001658796.1|AAEG
OG0003564	LOC108142562|XP_017121992.1|DELE	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG
OG0003565	LOC108146522|XP_017128048.1|DELE	LOC110675493|XP_021696321.1|AAEG
OG0003566	LOC108139244|XP_017117406.1|DELE	LOC5570462|XP_021696323.1|AAEG
OG0003567	LOC108141451|XP_017120343.1|DELE	LOC5570461|XP_021696331.1|AAEG
OG0003568	LOC108141413|XP_017120266.1|DELE	LOC5577064|XP_021696349.1|AAEG
OG0003569	LOC108146274|XP_017127703.1|DELE	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG
OG0003570	LOC108149620|XP_017132835.1|DELE	LOC5571874|XP_021696407.1|AAEG
OG0003571	LOC108146483|XP_017127998.1|DELE	LOC5570525|XP_001659184.2|AAEG
OG0003572	LOC108144399|XP_017124668.1|DELE	LOC5570536|XP_021696455.1|AAEG
OG0003573	LOC108147579|XP_017129699.1|DELE	LOC5570522|XP_021696464.1|AAEG
OG0003574	LOC108147541|XP_017129615.1|DELE	LOC5567621|XP_001657591.2|AAEG
OG0003575	LOC108146345|XP_017127805.1|DELE	LOC5576612|XP_001662762.1|AAEG
OG0003576	LOC108146721|XP_017128302.1|DELE	LOC5566268|XP_021696550.1|AAEG
OG0003577	LOC108147478|XP_017129517.1|DELE	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG
OG0003578	LOC108146818|XP_017128497.1|DELE	LOC5569215|XP_001658388.1|AAEG
OG0003579	LOC108144709|XP_017125290.1|DELE	LOC5569212|XP_021696607.1|AAEG
