Orthogroup	DELE.longest_only	CCAP.longest_only
OG0004001	LOC108144505|XP_017124928.1|DELE	CCAP1982_LOCUS19584|CAD7011485.1|CCAP
OG0004002	LOC108138225|XP_017115836.1|DELE	CCAP1982_LOCUS5794|CAD6997149.1|CCAP
OG0004003	LOC108134507|XP_017110327.1|DELE	CCAP1982_LOCUS5644|CAD6996980.1|CCAP
OG0004004	LOC108149433|XP_017132495.1|DELE	CCAP1982_LOCUS8476|CAD6999971.1|CCAP
OG0004005	LOC108149505|XP_017132617.1|DELE	CCAP1982_LOCUS8478|CAD6999973.1|CCAP
OG0004006	LOC108141870|XP_017120953.1|DELE	CCAP1982_LOCUS8574|CAD7000075.1|CCAP
OG0004007	LOC108134750|XP_017110680.1|DELE	CCAP1982_LOCUS6925|CAD6998319.1|CCAP
OG0004008	LOC108148770|XP_017131469.1|DELE	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP
OG0004009	LOC108148058|XP_017130400.1|DELE	CCAP1982_LOCUS8930|CAD7000453.1|CCAP
OG0004010	LOC108149301|XP_017132240.1|DELE	CCAP1982_LOCUS6001|CAD6997368.1|CCAP
OG0004011	LOC108149544|XP_017132670.1|DELE	CCAP1982_LOCUS5350|CAD6996666.1|CCAP
OG0004012	LOC108148969|XP_017131796.1|DELE	CCAP1982_LOCUS2278|CAD6993466.1|CCAP
OG0004013	LOC108149465|XP_017132559.1|DELE	CCAP1982_LOCUS6066|CAD6997419.1|CCAP
OG0004014	LOC108136061|XP_017112493.1|DELE	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP
OG0004015	LOC108138160|XP_017115738.1|DELE	CCAP1982_LOCUS7695|CAD6999157.1|CCAP
OG0004016	LOC108142048|XP_017121218.1|DELE	CCAP1982_LOCUS6454|CAD6997830.1|CCAP
OG0004017	LOC108134966|XP_017110983.1|DELE	CCAP1982_LOCUS8061|CAD6999540.1|CCAP
OG0004018	LOC108147363|XP_017129288.1|DELE	CCAP1982_LOCUS21469|CAD7013405.1|CCAP
OG0004019	LOC108141929|XP_017121054.1|DELE	CCAP1982_LOCUS11760|CAD7003299.1|CCAP
OG0004020	LOC108138754|XP_017116645.1|DELE	CCAP1982_LOCUS7355|CAD6998806.1|CCAP
OG0004021	LOC108138751|XP_017116641.1|DELE	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP
OG0004022	LOC108150508|XP_017134213.1|DELE	CCAP1982_LOCUS6981|CAD6998381.1|CCAP
OG0004023	LOC108143350|XP_017123160.1|DELE	CCAP1982_LOCUS7349|CAD6998795.1|CCAP
OG0004024	LOC108150533|XP_017134253.1|DELE	CCAP1982_LOCUS8113|CAD6999589.1|CCAP
OG0004025	LOC108141717|XP_017120697.1|DELE	CCAP1982_LOCUS5853|CAD6997217.1|CCAP
OG0004026	LOC108147974|XP_017130269.1|DELE	CCAP1982_LOCUS8058|CAD6999536.1|CCAP
OG0004028	LOC108137801|XP_017115194.1|DELE	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP
OG0004029	LOC108142055|XP_017121226.1|DELE	CCAP1982_LOCUS7847|CAD6999320.1|CCAP
OG0004030	LOC108144748|XP_017125340.1|DELE	CCAP1982_LOCUS20235|CAD7012136.1|CCAP
OG0004031	LOC108138307|XP_017115953.1|DELE	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP
OG0004033	LOC108141818|XP_017120884.1|DELE	CCAP1982_LOCUS6288|CAD6997658.1|CCAP
OG0004034	LOC108138877|XP_017116895.1|DELE	CCAP1982_LOCUS7693|CAD6999155.1|CCAP
OG0004035	LOC108147783|XP_017130005.1|DELE	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP
OG0004036	LOC108147925|XP_017130188.1|DELE	CCAP1982_LOCUS7595|CAD6999048.1|CCAP
OG0004037	LOC108138122|XP_017115643.1|DELE	CCAP1982_LOCUS8865|CAD7000390.1|CCAP
OG0004038	LOC108149564|XP_017132693.1|DELE	CCAP1982_LOCUS7452|CAD6998905.1|CCAP
OG0004039	LOC108147905|XP_017130155.1|DELE	CCAP1982_LOCUS8230|CAD6999704.1|CCAP, CCAP1982_LOCUS8227|CAD6999701.1|CCAP, CCAP1982_LOCUS8229|CAD6999703.1|CCAP
OG0004040	LOC108149183|XP_017132089.1|DELE	CCAP1982_LOCUS22152|CAD7014146.1|CCAP
OG0004042	LOC108142512|XP_017121918.1|DELE	CCAP1982_LOCUS11857|CAD7003401.1|CCAP
OG0004043	LOC108135307|XP_017111481.1|DELE	CCAP1982_LOCUS7930|CAD6999404.1|CCAP
OG0004045	LOC108134506|XP_017110325.1|DELE	CCAP1982_LOCUS3700|CAD6994969.1|CCAP
OG0004046	LOC108137860|XP_017115280.1|DELE	CCAP1982_LOCUS7410|CAD6998861.1|CCAP
OG0004047	LOC108138287|XP_017115933.1|DELE	CCAP1982_LOCUS8042|CAD6999517.1|CCAP
OG0004048	LOC108138920|XP_017116975.1|DELE	CCAP1982_LOCUS23409|CAD7015469.1|CCAP
OG0004049	LOC108145530|XP_017126519.1|DELE	CCAP1982_LOCUS6937|CAD6998333.1|CCAP
OG0004050	LOC108138820|XP_017116807.1|DELE	CCAP1982_LOCUS8806|CAD7000323.1|CCAP
OG0004051	LOC108138270|XP_017115913.1|DELE	CCAP1982_LOCUS8560|CAD7000056.1|CCAP
OG0004053	LOC108144374|XP_017124637.1|DELE	CCAP1982_LOCUS22593|CAD7014600.1|CCAP
OG0004054	LOC108149259|XP_017132190.1|DELE	CCAP1982_LOCUS8019|CAD6999495.1|CCAP
OG0004055	LOC108140530|XP_017118828.1|DELE	CCAP1982_LOCUS2177|CAD6993359.1|CCAP
OG0004056	LOC108141111|XP_017119816.1|DELE	CCAP1982_LOCUS3169|CAD6994417.1|CCAP
OG0004057	LOC108142486|XP_017121861.1|DELE	CCAP1982_LOCUS14479|CAD7006151.1|CCAP, CCAP1982_LOCUS14483|CAD7006155.1|CCAP
OG0004058	LOC108146306|XP_017127747.1|DELE	CCAP1982_LOCUS12052|CAD7003606.1|CCAP
OG0004059	LOC108141177|XP_017119896.1|DELE	CCAP1982_LOCUS954|CAD6992074.1|CCAP
OG0004060	LOC108136922|XP_017113885.1|DELE	CCAP1982_LOCUS123|CAD6991185.1|CCAP
OG0004062	LOC108146245|XP_017127670.1|DELE	CCAP1982_LOCUS11610|CAD7003149.1|CCAP
OG0004063	LOC108137073|XP_017114067.1|DELE	CCAP1982_LOCUS9208|CAD7000735.1|CCAP
OG0004064	LOC108142857|XP_017122416.1|DELE	CCAP1982_LOCUS13592|CAD7005233.1|CCAP
OG0004065	LOC108143681|XP_017123688.1|DELE	CCAP1982_LOCUS19980|CAD7011868.1|CCAP
OG0004066	LOC108149733|XP_017132992.1|DELE	CCAP1982_LOCUS19979|CAD7011867.1|CCAP
OG0004068	LOC108142978|XP_017122624.1|DELE	CCAP1982_LOCUS752|CAD6991854.1|CCAP
OG0004069	LOC108142993|XP_017122654.1|DELE	CCAP1982_LOCUS753|CAD6991855.1|CCAP
OG0004070	LOC108145774|XP_017126832.1|DELE	CCAP1982_LOCUS12521|CAD7004097.1|CCAP
OG0004071	LOC108142785|XP_017122320.1|DELE	CCAP1982_LOCUS14981|CAD7006680.1|CCAP
OG0004072	LOC108142786|XP_017122321.1|DELE	CCAP1982_LOCUS14980|CAD7006679.1|CCAP
OG0004074	LOC108137534|XP_017114744.1|DELE	CCAP1982_LOCUS20432|CAD7012338.1|CCAP
OG0004075	LOC108149082|XP_017131950.1|DELE	CCAP1982_LOCUS19452|CAD7011349.1|CCAP
OG0004076	LOC108149081|XP_017131948.1|DELE	CCAP1982_LOCUS20003|CAD7011891.1|CCAP
OG0004077	LOC108138761|XP_017116658.1|DELE	CCAP1982_LOCUS8514|CAD7000009.1|CCAP
OG0004078	LOC108147117|XP_017128895.1|DELE	CCAP1982_LOCUS431|CAD6991510.1|CCAP
OG0004080	LOC108137969|XP_017115427.1|DELE	CCAP1982_LOCUS22425|CAD7014429.1|CCAP
OG0004081	LOC108149766|XP_017133079.1|DELE	CCAP1982_LOCUS20394|CAD7012298.1|CCAP
OG0004082	LOC108145494|XP_017126440.1|DELE, LOC108136070|XP_017112525.1|DELE	CCAP1982_LOCUS10303|CAD7001812.1|CCAP, CCAP1982_LOCUS2924|CAD6994159.1|CCAP
OG0004083	LOC108136739|XP_017113570.1|DELE	CCAP1982_LOCUS3354|CAD6994619.1|CCAP
OG0004084	LOC108146268|XP_017127697.1|DELE	CCAP1982_LOCUS13378|CAD7005002.1|CCAP
OG0004085	LOC108135821|XP_017112194.1|DELE	CCAP1982_LOCUS399|CAD6991474.1|CCAP
OG0004086	LOC108147289|XP_017129196.1|DELE	CCAP1982_LOCUS4267|CAD6995556.1|CCAP
OG0004088	LOC108148973|XP_017131801.1|DELE	CCAP1982_LOCUS3406|CAD6994671.1|CCAP
OG0004090	LOC108136803|XP_017113688.1|DELE	CCAP1982_LOCUS5053|CAD6996375.1|CCAP
OG0004091	LOC108135002|XP_017111028.1|DELE	CCAP1982_LOCUS781|CAD6991890.1|CCAP
OG0004095	LOC108140730|XP_017119193.1|DELE	CCAP1982_LOCUS4577|CAD6995876.1|CCAP
OG0004096	LOC108147290|XP_017129197.1|DELE	CCAP1982_LOCUS4265|CAD6995554.1|CCAP
OG0004097	LOC108146875|XP_017128596.1|DELE	CCAP1982_LOCUS14549|CAD7006223.1|CCAP
OG0004098	LOC108150125|XP_017133584.1|DELE	CCAP1982_LOCUS14552|CAD7006226.1|CCAP
OG0004099	LOC108141026|XP_017119596.1|DELE	CCAP1982_LOCUS681|CAD6991775.1|CCAP
OG0004100	LOC108141169|XP_017119886.1|DELE	CCAP1982_LOCUS731|CAD6991832.1|CCAP
OG0004101	LOC108141191|XP_017119919.1|DELE	CCAP1982_LOCUS728|CAD6991829.1|CCAP
OG0004102	LOC108141048|XP_017119676.1|DELE	CCAP1982_LOCUS4299|CAD6995590.1|CCAP
OG0004103	LOC108147285|XP_017129190.1|DELE	CCAP1982_LOCUS5050|CAD6996371.1|CCAP
OG0004104	LOC108147284|XP_017129189.1|DELE	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP
OG0004105	LOC108142580|XP_017122023.1|DELE	CCAP1982_LOCUS13594|CAD7005236.1|CCAP
OG0004106	LOC108146631|XP_017128165.1|DELE	CCAP1982_LOCUS13889|CAD7005529.1|CCAP
OG0004107	LOC108146364|XP_017127834.1|DELE	CCAP1982_LOCUS22275|CAD7014272.1|CCAP
OG0004109	LOC108136804|XP_017113689.1|DELE	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP
OG0004110	LOC108143265|XP_017123067.1|DELE	CCAP1982_LOCUS13874|CAD7005514.1|CCAP
OG0004111	LOC108148857|XP_017131642.1|DELE	CCAP1982_LOCUS876|CAD6991990.1|CCAP
OG0004112	LOC108147295|XP_017129206.1|DELE	CCAP1982_LOCUS327|CAD6991400.1|CCAP
OG0004116	LOC108148983|XP_017131813.1|DELE	CCAP1982_LOCUS4835|CAD6996142.1|CCAP
OG0004117	LOC108140763|XP_017119239.1|DELE	CCAP1982_LOCUS397|CAD6991472.1|CCAP
OG0004118	LOC108144333|XP_017124532.1|DELE	CCAP1982_LOCUS19408|CAD7011302.1|CCAP
OG0004119	LOC108136897|XP_017113843.1|DELE	CCAP1982_LOCUS4942|CAD6996259.1|CCAP
OG0004120	LOC108141112|XP_017119817.1|DELE	CCAP1982_LOCUS4906|CAD6996218.1|CCAP
OG0004121	LOC108146526|XP_017128052.1|DELE	CCAP1982_LOCUS12466|CAD7004041.1|CCAP
OG0004122	LOC108135386|XP_017111576.1|DELE	CCAP1982_LOCUS390|CAD6991465.1|CCAP
OG0004123	LOC108141058|XP_017119697.1|DELE	CCAP1982_LOCUS951|CAD6992070.1|CCAP
OG0004125	LOC108148881|XP_017131674.1|DELE	CCAP1982_LOCUS171|CAD6991234.1|CCAP
OG0004126	LOC108148842|XP_017131606.1|DELE	CCAP1982_LOCUS4241|CAD6995529.1|CCAP
OG0004127	LOC108141947|XP_017121078.1|DELE	CCAP1982_LOCUS6280|CAD6997648.1|CCAP
OG0004128	LOC108140806|XP_017119294.1|DELE	CCAP1982_LOCUS4639|CAD6995937.1|CCAP
OG0004129	LOC108144444|XP_017124819.1|DELE	CCAP1982_LOCUS7134|CAD6998548.1|CCAP
OG0004131	LOC108140782|XP_017119260.1|DELE	CCAP1982_LOCUS5075|CAD6996401.1|CCAP
OG0004132	LOC108145922|XP_017127097.1|DELE	CCAP1982_LOCUS12047|CAD7003599.1|CCAP
OG0004133	LOC108138292|XP_017115936.1|DELE	CCAP1982_LOCUS7605|CAD6999058.1|CCAP
OG0004134	LOC108143921|XP_017123992.1|DELE	CCAP1982_LOCUS4174|CAD6995459.1|CCAP
OG0004135	LOC108136789|XP_017113642.1|DELE	CCAP1982_LOCUS608|CAD6991695.1|CCAP
OG0004136	LOC108141050|XP_017119686.1|DELE	CCAP1982_LOCUS726|CAD6991826.1|CCAP
OG0004137	LOC108141483|XP_017120385.1|DELE	CCAP1982_LOCUS22274|CAD7014271.1|CCAP
OG0004140	LOC108137575|XP_017114790.1|DELE	CCAP1982_LOCUS21111|CAD7013025.1|CCAP
OG0004141	LOC108143469|XP_017123397.1|DELE	CCAP1982_LOCUS20108|CAD7011997.1|CCAP
OG0004143	LOC108134795|XP_017110733.1|DELE	CCAP1982_LOCUS165|CAD6991228.1|CCAP
OG0004144	LOC108141892|XP_017120991.1|DELE	CCAP1982_LOCUS12765|CAD7004349.1|CCAP
OG0004145	LOC108147523|XP_017129594.1|DELE	CCAP1982_LOCUS11264|CAD7002794.1|CCAP
OG0004146	LOC108140723|XP_017119179.1|DELE	CCAP1982_LOCUS4817|CAD6996122.1|CCAP
OG0004147	LOC108141825|XP_017120895.1|DELE	CCAP1982_LOCUS6285|CAD6997654.1|CCAP
OG0004148	LOC108135846|XP_017112221.1|DELE	CCAP1982_LOCUS4228|CAD6995515.1|CCAP, CCAP1982_LOCUS4229|CAD6995516.1|CCAP
OG0004149	LOC108141074|XP_017119723.1|DELE	CCAP1982_LOCUS874|CAD6991987.1|CCAP, CCAP1982_LOCUS871|CAD6991984.1|CCAP
OG0004150	LOC108150732|XP_017134526.1|DELE	CCAP1982_LOCUS437|CAD6991518.1|CCAP
OG0004151	LOC108143007|XP_017122681.1|DELE	CCAP1982_LOCUS129|CAD6991191.1|CCAP, CCAP1982_LOCUS130|CAD6991192.1|CCAP
OG0004152	LOC108137460|XP_017114653.1|DELE	CCAP1982_LOCUS5029|CAD6996351.1|CCAP
OG0004153	LOC108144546|XP_017125005.1|DELE	CCAP1982_LOCUS21634|CAD7013578.1|CCAP
OG0004154	LOC108146418|XP_017127910.1|DELE	CCAP1982_LOCUS13327|CAD7004948.1|CCAP
OG0004155	LOC108140557|XP_017118908.1|DELE	CCAP1982_LOCUS4683|CAD6995973.1|CCAP
OG0004157	LOC108134941|XP_017110955.1|DELE	CCAP1982_LOCUS4311|CAD6995604.1|CCAP
OG0004158	LOC108146541|XP_017128071.1|DELE	CCAP1982_LOCUS10978|CAD7002489.1|CCAP
OG0004159	LOC108144000|XP_017124108.1|DELE	CCAP1982_LOCUS685|CAD6991780.1|CCAP
OG0004160	LOC108145977|XP_017127200.1|DELE	CCAP1982_LOCUS11609|CAD7003148.1|CCAP
OG0004161	LOC108140402|XP_017118600.1|DELE	CCAP1982_LOCUS597|CAD6991684.1|CCAP
OG0004162	LOC108139284|XP_017117470.1|DELE	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP
OG0004163	LOC108139333|XP_017117536.1|DELE	CCAP1982_LOCUS850|CAD6991962.1|CCAP
OG0004164	LOC108141170|XP_017119887.1|DELE	CCAP1982_LOCUS4677|CAD6995966.1|CCAP
OG0004165	LOC108141910|XP_017121017.1|DELE	CCAP1982_LOCUS19717|CAD7011628.1|CCAP
OG0004166	LOC108144747|XP_017125338.1|DELE	CCAP1982_LOCUS21133|CAD7013051.1|CCAP
OG0004167	LOC108143894|XP_017123958.1|DELE	CCAP1982_LOCUS5177|CAD6996509.1|CCAP
OG0004168	LOC108143052|XP_017122750.1|DELE	CCAP1982_LOCUS2525|CAD6993726.1|CCAP
OG0004173	LOC108141411|XP_017120263.1|DELE	CCAP1982_LOCUS19432|CAD7011327.1|CCAP
OG0004174	LOC108149077|XP_017131937.1|DELE	CCAP1982_LOCUS20560|CAD7012483.1|CCAP
OG0004175	LOC108144752|XP_017125345.1|DELE	CCAP1982_LOCUS19897|CAD7011786.1|CCAP
OG0004176	LOC108147495|XP_017129542.1|DELE	CCAP1982_LOCUS14900|CAD7006589.1|CCAP
OG0004177	LOC108134762|XP_017110699.1|DELE	CCAP1982_LOCUS779|CAD6991888.1|CCAP
OG0004178	LOC108140542|XP_017118862.1|DELE	CCAP1982_LOCUS1014|CAD6992135.1|CCAP
OG0004180	LOC108136852|XP_017113766.1|DELE	CCAP1982_LOCUS994|CAD6992110.1|CCAP
OG0004181	LOC108134827|XP_017110774.1|DELE	CCAP1982_LOCUS4887|CAD6996197.1|CCAP
OG0004182	LOC108146743|XP_017128355.1|DELE	CCAP1982_LOCUS11202|CAD7002727.1|CCAP
OG0004183	LOC108146877|XP_017128598.1|DELE	CCAP1982_LOCUS11208|CAD7002733.1|CCAP
OG0004184	LOC108145930|XP_017127122.1|DELE	CCAP1982_LOCUS12747|CAD7004328.1|CCAP
OG0004185	LOC108138123|XP_017115644.1|DELE	CCAP1982_LOCUS8866|CAD7000391.1|CCAP
OG0004187	LOC108135048|XP_017111076.1|DELE	CCAP1982_LOCUS803|CAD6991914.1|CCAP
OG0004188	LOC108148329|XP_017130816.1|DELE	CCAP1982_LOCUS761|CAD6991867.1|CCAP
OG0004189	LOC108148372|XP_017130886.1|DELE	CCAP1982_LOCUS239|CAD6991310.1|CCAP
OG0004190	LOC108141187|XP_017119912.1|DELE	CCAP1982_LOCUS4392|CAD6995685.1|CCAP
OG0004191	LOC108141137|XP_017119849.1|DELE	CCAP1982_LOCUS4388|CAD6995681.1|CCAP
OG0004192	LOC108135845|XP_017112219.1|DELE	CCAP1982_LOCUS4412|CAD6995705.1|CCAP
OG0004194	LOC108136966|XP_017113946.1|DELE	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP
OG0004196	LOC108147245|XP_017129133.1|DELE	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP
OG0004197	LOC108140504|XP_017118774.1|DELE	CCAP1982_LOCUS4973|CAD6996289.1|CCAP
OG0004198	LOC108141114|XP_017119819.1|DELE	CCAP1982_LOCUS4888|CAD6996198.1|CCAP
OG0004199	LOC108135147|XP_017111253.1|DELE	CCAP1982_LOCUS4967|CAD6996284.1|CCAP
OG0004200	LOC108142027|XP_017121191.1|DELE	CCAP1982_LOCUS19719|CAD7011630.1|CCAP
OG0004201	LOC108149000|XP_017131832.1|DELE	CCAP1982_LOCUS2523|CAD6993724.1|CCAP
OG0004202	LOC108137402|XP_017114550.1|DELE	CCAP1982_LOCUS778|CAD6991887.1|CCAP
OG0004203	LOC108140783|XP_017119262.1|DELE	CCAP1982_LOCUS5076|CAD6996402.1|CCAP
OG0004204	LOC108146238|XP_017127657.1|DELE	CCAP1982_LOCUS13381|CAD7005006.1|CCAP
OG0004205	LOC108136072|XP_017112526.1|DELE	CCAP1982_LOCUS12289|CAD7003859.1|CCAP
OG0004206	LOC108136936|XP_017113901.1|DELE	CCAP1982_LOCUS640|CAD6991727.1|CCAP
OG0004207	LOC108136888|XP_017113832.1|DELE	CCAP1982_LOCUS4424|CAD6995717.1|CCAP
OG0004208	LOC108140773|XP_017119250.1|DELE	CCAP1982_LOCUS5119|CAD6996447.1|CCAP
OG0004209	LOC108143018|XP_017122699.1|DELE	CCAP1982_LOCUS2834|CAD6994062.1|CCAP
OG0004210	LOC108141092|XP_017119784.1|DELE	CCAP1982_LOCUS2801|CAD6994024.1|CCAP
OG0004211	LOC108147967|XP_017130254.1|DELE	CCAP1982_LOCUS8564|CAD7000060.1|CCAP
OG0004212	LOC108139342|XP_017117554.1|DELE	CCAP1982_LOCUS4529|CAD6995827.1|CCAP
OG0004213	LOC108143914|XP_017123983.1|DELE	CCAP1982_LOCUS4961|CAD6996278.1|CCAP
OG0004214	LOC108145255|XP_017126021.1|DELE	CCAP1982_LOCUS19735|CAD7011649.1|CCAP
OG0004215	LOC108141444|XP_017120332.1|DELE	CCAP1982_LOCUS19619|CAD7011530.1|CCAP
OG0004216	LOC108143133|XP_017122866.1|DELE	CCAP1982_LOCUS13608|CAD7005251.1|CCAP
OG0004217	LOC108147549|XP_017129622.1|DELE	CCAP1982_LOCUS11285|CAD7002814.1|CCAP
OG0004218	LOC108135447|XP_017111679.1|DELE	CCAP1982_LOCUS20276|CAD7012174.1|CCAP
OG0004219	LOC108144054|XP_017124187.1|DELE	CCAP1982_LOCUS444|CAD6991525.1|CCAP
OG0004220	LOC108140533|XP_017118831.1|DELE	CCAP1982_LOCUS4802|CAD6996102.1|CCAP
OG0004221	LOC108140472|XP_017118701.1|DELE	CCAP1982_LOCUS504|CAD6991586.1|CCAP
OG0004222	LOC108135097|XP_017111160.1|DELE	CCAP1982_LOCUS383|CAD6991458.1|CCAP
OG0004223	LOC108135093|XP_017111156.1|DELE	CCAP1982_LOCUS385|CAD6991460.1|CCAP
OG0004224	LOC108137451|XP_017114634.1|DELE	CCAP1982_LOCUS4556|CAD6995855.1|CCAP
OG0004226	LOC108135120|XP_017111208.1|DELE	CCAP1982_LOCUS4771|CAD6996064.1|CCAP
OG0004227	LOC108140647|XP_017119060.1|DELE	CCAP1982_LOCUS5073|CAD6996398.1|CCAP
OG0004228	LOC108140648|XP_017119063.1|DELE	CCAP1982_LOCUS5074|CAD6996400.1|CCAP
OG0004229	LOC108141342|XP_017120141.1|DELE	CCAP1982_LOCUS20490|CAD7012402.1|CCAP
OG0004231	LOC108145914|XP_017127085.1|DELE	CCAP1982_LOCUS12731|CAD7004311.1|CCAP
OG0004232	LOC108145918|XP_017127092.1|DELE	CCAP1982_LOCUS12728|CAD7004308.1|CCAP
OG0004233	LOC108145917|XP_017127091.1|DELE	CCAP1982_LOCUS12727|CAD7004307.1|CCAP
OG0004234	LOC108145866|XP_017126993.1|DELE	CCAP1982_LOCUS12713|CAD7004293.1|CCAP
OG0004235	LOC108136326|XP_017112917.1|DELE	CCAP1982_LOCUS602|CAD6991689.1|CCAP
OG0004236	LOC108136904|XP_017113852.1|DELE	CCAP1982_LOCUS581|CAD6991668.1|CCAP
OG0004237	LOC108141142|XP_017119855.1|DELE	CCAP1982_LOCUS4727|CAD6996021.1|CCAP
OG0004238	LOC108136986|XP_017113969.1|DELE	CCAP1982_LOCUS4868|CAD6996176.1|CCAP
OG0004239	LOC108140811|XP_017119305.1|DELE	CCAP1982_LOCUS517|CAD6991600.1|CCAP
OG0004240	LOC108141153|XP_017119867.1|DELE	CCAP1982_LOCUS1006|CAD6992125.1|CCAP
OG0004241	LOC108143917|XP_017123986.1|DELE	CCAP1982_LOCUS4244|CAD6995533.1|CCAP
OG0004242	LOC108142991|XP_017122651.1|DELE	CCAP1982_LOCUS249|CAD6991320.1|CCAP
OG0004243	LOC108147451|XP_017129468.1|DELE	CCAP1982_LOCUS12059|CAD7003617.1|CCAP
OG0004244	LOC108136722|XP_017113534.1|DELE	CCAP1982_LOCUS2601|CAD6993805.1|CCAP
OG0004245	LOC108146015|XP_017127278.1|DELE	CCAP1982_LOCUS12883|CAD7004478.1|CCAP
OG0004246	LOC108150278|XP_017133860.1|DELE	CCAP1982_LOCUS13443|CAD7005079.1|CCAP
OG0004248	LOC108143564|XP_017123562.1|DELE	CCAP1982_LOCUS19693|CAD7011604.1|CCAP
OG0004249	LOC108146089|XP_017127403.1|DELE	CCAP1982_LOCUS11315|CAD7002846.1|CCAP
OG0004252	LOC108139223|XP_017117375.1|DELE	CCAP1982_LOCUS687|CAD6991782.1|CCAP
OG0004253	LOC108143834|XP_017123873.1|DELE	CCAP1982_LOCUS265|CAD6991336.1|CCAP
OG0004254	LOC108134885|XP_017110875.1|DELE	CCAP1982_LOCUS14677|CAD7006355.1|CCAP
OG0004256	LOC108144550|XP_017125010.1|DELE	CCAP1982_LOCUS20328|CAD7012231.1|CCAP
OG0004257	LOC108148963|XP_017131789.1|DELE	CCAP1982_LOCUS22697|CAD7014717.1|CCAP
OG0004258	LOC108143876|XP_017123932.1|DELE	CCAP1982_LOCUS4253|CAD6995542.1|CCAP
OG0004259	LOC108144557|XP_017125025.1|DELE	CCAP1982_LOCUS20332|CAD7012235.1|CCAP
OG0004260	LOC108141029|XP_017119607.1|DELE	CCAP1982_LOCUS4545|CAD6995844.1|CCAP
OG0004261	LOC108137453|XP_017114638.1|DELE	CCAP1982_LOCUS4561|CAD6995860.1|CCAP
OG0004262	LOC108139363|XP_017117578.1|DELE	CCAP1982_LOCUS4940|CAD6996257.1|CCAP
OG0004263	LOC108135826|XP_017112197.1|DELE	CCAP1982_LOCUS4505|CAD6995801.1|CCAP, CCAP1982_LOCUS4501|CAD6995797.1|CCAP, CCAP1982_LOCUS4507|CAD6995803.1|CCAP
OG0004264	LOC108141068|XP_017119716.1|DELE	CCAP1982_LOCUS4358|CAD6995651.1|CCAP, CCAP1982_LOCUS4362|CAD6995655.1|CCAP
OG0004265	LOC108141179|XP_017119899.1|DELE	CCAP1982_LOCUS4383|CAD6995676.1|CCAP, CCAP1982_LOCUS4384|CAD6995677.1|CCAP, CCAP1982_LOCUS4385|CAD6995678.1|CCAP
OG0004266	LOC108140555|XP_017118903.1|DELE	CCAP1982_LOCUS4594|CAD6995893.1|CCAP, CCAP1982_LOCUS4597|CAD6995896.1|CCAP
OG0004267	LOC108139323|XP_017117521.1|DELE	CCAP1982_LOCUS522|CAD6991607.1|CCAP
OG0004268	LOC108144682|XP_017125233.1|DELE	CCAP1982_LOCUS20854|CAD7012750.1|CCAP, CCAP1982_LOCUS20851|CAD7012747.1|CCAP
OG0004269	LOC108144536|XP_017124991.1|DELE	CCAP1982_LOCUS19685|CAD7011596.1|CCAP
OG0004271	LOC108149094|XP_017131979.1|DELE	CCAP1982_LOCUS20302|CAD7012201.1|CCAP
OG0004272	LOC108140801|XP_017119288.1|DELE	CCAP1982_LOCUS4340|CAD6995634.1|CCAP
OG0004273	LOC108134788|XP_017110725.1|DELE	CCAP1982_LOCUS161|CAD6991223.1|CCAP
OG0004276	LOC108135682|XP_017112011.1|DELE	CCAP1982_LOCUS14007|CAD7005650.1|CCAP
OG0004277	LOC108135713|XP_017112046.1|DELE	CCAP1982_LOCUS14006|CAD7005649.1|CCAP
OG0004279	LOC108149286|XP_017132222.1|DELE	CCAP1982_LOCUS7486|CAD6998940.1|CCAP
OG0004281	LOC108145540|XP_017126529.1|DELE	CCAP1982_LOCUS21015|CAD7012916.1|CCAP
OG0004282	LOC108144706|XP_017125288.1|DELE	CCAP1982_LOCUS20192|CAD7012092.1|CCAP
OG0004283	LOC108144707|XP_017125289.1|DELE	CCAP1982_LOCUS20191|CAD7012091.1|CCAP
