Orthogroup	DELE.longest_only	AEAL.longest_only
OG0003567	LOC108141451|XP_017120343.1|DELE	LOC109418024|XP_019547727.2|AEAL, LOC109418026|XP_029711986.1|AEAL
OG0003568	LOC108141413|XP_017120266.1|DELE	LOC109414816|XP_029726635.1|AEAL, LOC109418032|XP_029711974.1|AEAL
OG0003569	LOC108146274|XP_017127703.1|DELE	LOC109414833|XP_019544221.2|AEAL
OG0003570	LOC108149620|XP_017132835.1|DELE	LOC109418067|XP_029726677.1|AEAL
OG0003571	LOC108146483|XP_017127998.1|DELE	LOC109418097|XP_029726742.1|AEAL
OG0003572	LOC108144399|XP_017124668.1|DELE	LOC109418098|XP_019547827.1|AEAL
OG0003573	LOC108147579|XP_017129699.1|DELE	LOC115259893|XP_029716547.1|AEAL, LOC109418109|XP_019547842.2|AEAL
OG0003574	LOC108147541|XP_017129615.1|DELE	LOC109418128|XP_019547872.2|AEAL
OG0003575	LOC108146345|XP_017127805.1|DELE	LOC109413273|XP_019542547.1|AEAL, LOC115266190|XP_029728016.1|AEAL, LOC109418873|XP_029728019.1|AEAL
OG0003576	LOC108146721|XP_017128302.1|DELE	LOC109418936|XP_029729315.1|AEAL
OG0003577	LOC108147478|XP_017129517.1|DELE	LOC109418942|XP_029733601.1|AEAL
OG0003578	LOC108146818|XP_017128497.1|DELE	LOC109397801|XP_029733577.1|AEAL, LOC115255796|XP_029709779.1|AEAL
OG0003579	LOC108144709|XP_017125290.1|DELE	LOC109418970|XP_029709782.1|AEAL, LOC109397838|XP_029733573.1|AEAL
OG0003580	LOC108143486|XP_017123423.1|DELE	LOC109397924|XP_029709790.1|AEAL, LOC109418980|XP_029733561.1|AEAL
OG0003581	LOC108146163|XP_017127548.1|DELE	LOC109398009|XP_029733543.1|AEAL, LOC109418986|XP_029709798.1|AEAL
OG0003582	LOC108150261|XP_017133830.1|DELE	LOC109419708|XP_029709810.1|AEAL, LOC109398227|XP_029733528.1|AEAL
OG0003583	LOC108136759|XP_017113604.1|DELE, LOC108134604|XP_017110458.1|DELE	LOC109419701|XP_029733504.1|AEAL, LOC109398311|XP_029709835.1|AEAL
OG0003584	LOC108141439|XP_017120320.1|DELE	LOC109622110|XP_019931885.2|AEAL
OG0003585	LOC108135688|XP_017112018.1|DELE	LOC109419680|XP_029713288.1|AEAL
OG0003586	LOC108145280|XP_017126068.1|DELE	LOC109410025|XP_029725918.1|AEAL, LOC109419670|XP_029725876.1|AEAL
OG0003587	LOC108148068|XP_017130410.1|DELE	LOC115265352|XP_029725909.1|AEAL, LOC109419662|XP_019549441.2|AEAL
OG0003588	LOC108135849|XP_017112229.1|DELE	LOC109419652|XP_019549425.2|AEAL, LOC115264841|XP_029724715.1|AEAL, LOC115264840|XP_029724714.1|AEAL
OG0003589	LOC108141261|XP_017120002.1|DELE	LOC115258164|XP_029714076.1|AEAL, LOC109419646|XP_029727555.1|AEAL
OG0003590	LOC108145887|XP_017127024.1|DELE	LOC109409975|XP_029725823.1|AEAL
OG0003591	LOC108146310|XP_017127756.1|DELE	LOC109420223|XP_029719315.1|AEAL, LOC109409970|XP_029725818.1|AEAL
OG0003592	LOC108146865|XP_017128581.1|DELE	LOC115261621|XP_029719384.1|AEAL, LOC109398786|XP_019526725.2|AEAL, LOC109410039|XP_019539124.2|AEAL
OG0003593	LOC108142349|XP_017121629.1|DELE	LOC115265237|XP_029725379.1|AEAL, LOC109409964|XP_029725786.1|AEAL, LOC109420230|XP_029725802.1|AEAL
OG0003594	LOC108146973|XP_017128719.1|DELE	LOC109397329|XP_029728089.1|AEAL, LOC109420193|XP_019550062.2|AEAL
OG0003595	LOC108144364|XP_017124617.1|DELE	LOC109397339|XP_029725766.1|AEAL, LOC109420251|XP_029725747.1|AEAL
OG0003596	LOC108145070|XP_017125740.1|DELE	LOC115265328|XP_029725759.1|AEAL, LOC109397340|XP_019525212.1|AEAL
OG0003597	LOC108145073|XP_017125745.1|DELE	LOC109420263|XP_019550146.2|AEAL, LOC109397352|XP_019525223.2|AEAL
OG0003598	LOC108146442|XP_017127935.1|DELE	LOC109420279|XP_019550154.1|AEAL, LOC109397358|XP_019525229.2|AEAL, LOC115265304|XP_029725671.1|AEAL
OG0003599	LOC108139055|XP_017117163.1|DELE	LOC109402569|XP_019530785.2|AEAL
OG0003600	LOC108147437|XP_017129415.1|DELE	LOC109402576|XP_029716796.1|AEAL, LOC109416471|XP_029725687.1|AEAL
OG0003601	LOC108145557|XP_017126547.1|DELE	LOC109417264|XP_029725738.1|AEAL, LOC109406408|XP_029725721.1|AEAL
OG0003602	LOC108143410|XP_017123289.1|DELE	LOC115254555|XP_029708024.1|AEAL, LOC109415738|XP_029725729.1|AEAL
OG0003603	LOC108147379|XP_017129302.1|DELE	LOC109414731|XP_019544110.2|AEAL, LOC115265715|XP_029727538.1|AEAL, LOC109426933|XP_019558045.2|AEAL
OG0003604	LOC108135193|XP_017111304.1|DELE	LOC109426941|XP_029729884.1|AEAL, LOC109414738|XP_019544115.2|AEAL
OG0003605	LOC108135743|XP_017112069.1|DELE	LOC109427218|XP_019558275.2|AEAL, LOC115265281|XP_029725599.1|AEAL
OG0003606	LOC108144570|XP_017125048.1|DELE	LOC109427229|XP_029725600.1|AEAL, LOC109406579|XP_029712395.1|AEAL
OG0003607	LOC108144758|XP_017125352.1|DELE	LOC109427326|XP_019558403.2|AEAL, LOC115257149|XP_029712394.1|AEAL
OG0003608	LOC108150290|XP_017133881.1|DELE	LOC109426573|XP_019557649.1|AEAL
OG0003609	LOC108143551|XP_017123549.1|DELE	LOC109426594|XP_019557675.1|AEAL
OG0003610	LOC108135638|XP_017111948.1|DELE	LOC109426601|XP_019557680.2|AEAL
OG0003611	LOC108142365|XP_017121660.1|DELE	LOC109426658|XP_019557727.1|AEAL, LOC109426659|XP_029725565.1|AEAL
OG0003612	LOC108145378|XP_017126262.1|DELE	LOC115267285|XP_029730059.1|AEAL, LOC109426669|XP_019557745.2|AEAL
OG0003613	LOC108149638|XP_017132861.1|DELE	LOC109417788|XP_019547496.2|AEAL, LOC115265257|XP_029725513.1|AEAL
OG0003614	LOC108149613|XP_017132813.1|DELE	LOC109417789|XP_019547497.2|AEAL, LOC109426690|XP_019557786.2|AEAL
OG0003615	LOC108143428|XP_017123332.1|DELE	LOC109417814|XP_029725482.1|AEAL
OG0003616	LOC108137558|XP_017114773.1|DELE	LOC109417825|XP_019547548.2|AEAL
OG0003617	LOC108144413|XP_017124748.1|DELE	LOC109417842|XP_029725446.1|AEAL
OG0003618	LOC108144412|XP_017124746.1|DELE	LOC109426798|XP_029725443.1|AEAL
OG0003619	LOC108144993|XP_017125640.1|DELE	LOC109426806|XP_029725434.1|AEAL
OG0003620	LOC108144472|XP_017124872.1|DELE	LOC109426814|XP_019557896.2|AEAL, LOC109417853|XP_029725411.1|AEAL
OG0003621	LOC108142508|XP_017121908.1|DELE	LOC109417873|XP_029725402.1|AEAL
OG0003622	LOC108142506|XP_017121901.1|DELE	LOC109426828|XP_019557912.2|AEAL
OG0003623	LOC108149106|XP_017131994.1|DELE	LOC109426847|XP_019557944.2|AEAL
OG0003624	LOC108143473|XP_017123406.1|DELE	LOC109417982|XP_019547678.1|AEAL
OG0003625	LOC108149635|XP_017132856.1|DELE	LOC109408788|XP_019537746.1|AEAL
OG0003626	LOC108144338|XP_017124550.1|DELE	LOC115268486|XP_029732361.1|AEAL, LOC109417011|XP_029732376.1|AEAL, LOC109410597|XP_029732458.1|AEAL
OG0003627	LOC108145180|XP_017125906.1|DELE	LOC109410687|XP_019539789.2|AEAL, LOC109417012|XP_019546684.1|AEAL
OG0003628	LOC108141378|XP_017120203.1|DELE	LOC109410968|XP_029732357.1|AEAL, LOC109407910|XP_029732459.1|AEAL
OG0003629	LOC108144987|XP_017125630.1|DELE	LOC109411602|XP_019540741.2|AEAL, LOC115268529|XP_029732474.1|AEAL
OG0003630	LOC108144641|XP_017125170.1|DELE	LOC109407914|XP_019536645.2|AEAL
OG0003631	LOC108146229|XP_017127642.1|DELE	LOC109407922|XP_029723163.1|AEAL, LOC109412412|XP_029732347.1|AEAL
OG0003632	LOC108147413|XP_017129341.1|DELE	LOC109408067|XP_029732472.1|AEAL
OG0003633	LOC108145004|XP_017125655.1|DELE	LOC109403672|XP_019532045.2|AEAL, LOC109407976|XP_029735112.1|AEAL
OG0003634	LOC108147466|XP_017129493.1|DELE	LOC115269844|XP_029734484.1|AEAL, LOC109407956|XP_019536703.1|AEAL, LOC109403660|XP_029707739.1|AEAL, LOC115270956|XP_029736182.1|AEAL
OG0003635	LOC108146271|XP_017127700.1|DELE	LOC109403644|XP_029732272.1|AEAL, LOC115259332|XP_029715722.1|AEAL, LOC109407948|XP_029716772.1|AEAL
OG0003636	LOC108145506|XP_017126457.1|DELE	LOC109407947|XP_019536690.2|AEAL, LOC109413832|XP_019543103.2|AEAL
OG0003637	LOC108143489|XP_017123428.1|DELE	LOC109413841|XP_029732297.1|AEAL, LOC109407940|XP_029716747.1|AEAL
OG0003638	LOC108142585|XP_017122033.1|DELE	LOC115268462|XP_029732328.1|AEAL, LOC109413849|XP_029716764.1|AEAL, LOC109407933|XP_029732330.1|AEAL
OG0003639	LOC108141955|XP_017121086.1|DELE	LOC115268464|XP_029732339.1|AEAL, LOC109413878|XP_019543146.2|AEAL, LOC109408071|XP_029716739.1|AEAL
OG0003640	LOC108144575|XP_017125055.1|DELE	LOC109403658|XP_019532022.2|AEAL
OG0003641	LOC108145204|XP_017125935.1|DELE	LOC109405156|XP_019533721.1|AEAL
OG0003642	LOC108137243|XP_017114317.1|DELE, LOC108145465|XP_017126400.1|DELE	LOC109405147|XP_019533709.1|AEAL
OG0003643	LOC108144512|XP_017124940.1|DELE	LOC109405141|XP_019533694.1|AEAL
OG0003644	LOC108141345|XP_017120144.1|DELE	LOC109405136|XP_019533679.1|AEAL, LOC115270165|XP_029735253.1|AEAL
OG0003645	LOC108145962|XP_017127170.1|DELE	LOC109408031|XP_019536801.2|AEAL, LOC109405159|XP_019533725.2|AEAL
OG0003646	LOC108146449|XP_017127948.1|DELE	LOC109405161|XP_019533727.2|AEAL, LOC109408028|XP_019536798.2|AEAL
OG0003647	LOC108142726|XP_017122239.1|DELE	LOC109405170|XP_029735242.1|AEAL, LOC109408092|XP_029734393.1|AEAL
OG0003648	LOC108147787|XP_017130016.1|DELE	LOC109413462|XP_019542682.2|AEAL
OG0003649	LOC108143767|XP_017123785.1|DELE	LOC109413469|XP_029735169.1|AEAL, LOC115270154|XP_029735176.1|AEAL
OG0003650	LOC108136572|XP_017113370.1|DELE	LOC115270153|XP_029735175.1|AEAL, LOC109414873|XP_019544258.2|AEAL
OG0003651	LOC108148948|XP_017131769.1|DELE	LOC109410771|XP_029735091.1|AEAL, LOC115253633|XP_029735036.1|AEAL, LOC109413499|XP_019542726.2|AEAL
OG0003652	LOC108146616|XP_017128151.1|DELE	LOC115269681|XP_029734371.1|AEAL, LOC109404947|XP_019533447.1|AEAL, LOC109413507|XP_019542738.1|AEAL
OG0003653	LOC108142844|XP_017122402.1|DELE	LOC115253900|XP_029734944.1|AEAL, LOC109404937|XP_029734970.1|AEAL
OG0003654	LOC108146720|XP_017128301.1|DELE	LOC109404952|XP_019533453.2|AEAL
OG0003655	LOC108138942|XP_017117009.1|DELE	LOC109404953|XP_019533455.2|AEAL
OG0003656	LOC108146826|XP_017128507.1|DELE	LOC109400594|XP_029734964.1|AEAL
OG0003657	LOC108150203|XP_017133702.1|DELE	LOC115257303|XP_029712626.1|AEAL, LOC109400618|XP_019528653.2|AEAL, LOC115266979|XP_029729561.1|AEAL
OG0003658	LOC108139220|XP_017117367.1|DELE	LOC109400648|XP_019528679.2|AEAL, LOC115270052|XP_029734877.1|AEAL
OG0003659	LOC108142841|XP_017122398.1|DELE	LOC109400686|XP_029734923.1|AEAL, LOC115270049|XP_029734866.1|AEAL
OG0003660	LOC108146157|XP_017127520.1|DELE	LOC109404578|XP_029734924.1|AEAL, LOC109400644|XP_019528673.2|AEAL
OG0003661	LOC108146140|XP_017127483.1|DELE	LOC109399373|XP_029734839.1|AEAL, LOC115270016|XP_029734792.1|AEAL, LOC109400699|XP_029717242.1|AEAL
OG0003662	LOC108142499|XP_017121885.1|DELE	LOC115270021|XP_029734793.1|AEAL, LOC109399422|XP_019527409.1|AEAL, LOC115270022|XP_029734794.1|AEAL
OG0003663	LOC108147558|XP_017129634.1|DELE	LOC109399419|XP_029734821.1|AEAL, LOC115254244|XP_029734796.1|AEAL, LOC109400751|XP_029718261.1|AEAL
OG0003664	LOC108147464|XP_017129485.1|DELE	LOC109399361|XP_029734797.1|AEAL, LOC109400749|XP_029734820.1|AEAL
OG0003665	LOC108135006|XP_017111029.1|DELE	LOC109402743|XP_019531000.2|AEAL, LOC115270008|XP_029734789.1|AEAL
OG0003666	LOC108145116|XP_017125816.1|DELE	LOC109402723|XP_019530962.2|AEAL
OG0003667	LOC108146045|XP_017127331.1|DELE	LOC109403224|XP_019531530.2|AEAL
OG0003668	LOC108140390|XP_017118623.1|DELE	LOC109422748|XP_029734630.1|AEAL, LOC109425701|XP_029734632.1|AEAL
OG0003669	LOC108143315|XP_017123122.1|DELE	LOC109422586|XP_019552938.1|AEAL
OG0003670	LOC108143314|XP_017123121.1|DELE	LOC109422580|XP_019552924.1|AEAL
OG0003671	LOC108143425|XP_017123318.1|DELE	LOC109422492|XP_029725082.1|AEAL, LOC109425721|XP_029721754.1|AEAL
OG0003672	LOC108144063|XP_017124198.1|DELE	LOC109422401|XP_019552732.1|AEAL, LOC109425736|XP_019556607.1|AEAL
OG0003673	LOC108149063|XP_017131899.1|DELE	LOC109430552|XP_019562169.2|AEAL
OG0003674	LOC108141437|XP_017120314.1|DELE	LOC109430546|XP_019562157.1|AEAL
OG0003675	LOC108147039|XP_017128791.1|DELE	LOC109430543|XP_019562154.1|AEAL
OG0003676	LOC108147037|XP_017128785.1|DELE	LOC109430541|XP_029708298.1|AEAL
OG0003677	LOC108135401|XP_017111588.1|DELE	LOC115256971|XP_029712049.1|AEAL, LOC109622629|XP_019932590.1|AEAL, LOC109415867|XP_029712058.1|AEAL
OG0003678	LOC108146127|XP_017127461.1|DELE	LOC109406024|XP_019534634.2|AEAL, LOC109403780|XP_029722474.1|AEAL
OG0003679	LOC108146453|XP_017127953.1|DELE	LOC109406096|XP_019534703.2|AEAL, LOC109403784|XP_019532223.2|AEAL
OG0003680	LOC108144799|XP_017125408.1|DELE	LOC109406206|XP_029722421.1|AEAL, LOC115263310|XP_029722419.1|AEAL, LOC109403778|XP_029722386.1|AEAL
OG0003681	LOC108141269|XP_017120027.1|DELE	LOC115263302|XP_029722368.1|AEAL, LOC109403811|XP_029721845.1|AEAL, LOC109406324|XP_029722258.1|AEAL
OG0003682	LOC108134789|XP_017110727.1|DELE	LOC115263301|XP_029722366.1|AEAL, LOC109403802|XP_019532246.2|AEAL, LOC115263270|XP_029722266.1|AEAL
OG0003683	LOC108138693|XP_017116531.1|DELE	LOC109406409|XP_029722269.1|AEAL, LOC115262474|XP_029720748.1|AEAL
OG0003684	LOC108150243|XP_017133793.1|DELE	LOC109416444|XP_019546052.2|AEAL, LOC109407432|XP_019536016.2|AEAL
OG0003685	LOC108150320|XP_017133924.1|DELE	LOC109407419|XP_029722331.1|AEAL
OG0003686	LOC108141442|XP_017120329.1|DELE	LOC109407413|XP_029722252.1|AEAL, LOC115263293|XP_029722310.1|AEAL
OG0003687	LOC108144526|XP_017124964.1|DELE	LOC109407407|XP_029721909.1|AEAL, LOC115263138|XP_029721923.1|AEAL
OG0003688	LOC108137548|XP_017114762.1|DELE	LOC109416209|XP_019545749.2|AEAL, LOC109407408|XP_029722303.1|AEAL
OG0003689	LOC108138375|XP_017116044.1|DELE	LOC109416088|XP_029722186.1|AEAL, LOC109407396|XP_019535950.2|AEAL
OG0003690	LOC108135656|XP_017111977.1|DELE	LOC109416078|XP_029722299.1|AEAL, LOC109407395|XP_019535949.2|AEAL
OG0003691	LOC108136023|XP_017112440.1|DELE	LOC109415975|XP_029722193.1|AEAL, LOC115263251|XP_029722172.1|AEAL, LOC109407388|XP_029722181.1|AEAL
OG0003692	LOC108149661|XP_017132896.1|DELE	LOC109419418|XP_019549203.2|AEAL
OG0003693	LOC108145996|XP_017127239.1|DELE	LOC109424158|XP_029722022.1|AEAL, LOC109430828|XP_029722008.1|AEAL
OG0003694	LOC108146466|XP_017127969.1|DELE	LOC109424156|XP_029722012.1|AEAL, LOC109430835|XP_029722049.1|AEAL
OG0003695	LOC108135645|XP_017111959.1|DELE	LOC115263202|XP_029722041.1|AEAL, LOC115263201|XP_029722040.1|AEAL, LOC109430820|XP_019562450.2|AEAL
OG0003696	LOC108144272|XP_017124447.1|DELE	LOC109430919|XP_019562572.1|AEAL
OG0003697	LOC108147051|XP_017128824.1|DELE	LOC115261070|XP_029718304.1|AEAL, LOC109431629|XP_029730385.1|AEAL
OG0003698	LOC108150369|XP_017133995.1|DELE	LOC109431664|XP_019563456.1|AEAL
OG0003699	LOC108144600|XP_017125095.1|DELE	LOC109431667|XP_019563463.1|AEAL
OG0003700	LOC108144615|XP_017125127.1|DELE	LOC109431726|XP_019563545.2|AEAL, LOC109430974|XP_019562640.2|AEAL
OG0003701	LOC108147805|XP_017130035.1|DELE	LOC115267491|XP_029730367.1|AEAL, LOC109430884|XP_019562516.2|AEAL, LOC109431638|XP_019563412.2|AEAL
OG0003702	LOC108146770|XP_017128398.1|DELE	LOC109430959|XP_019562624.2|AEAL, LOC109431724|XP_019563542.2|AEAL
OG0003703	LOC108146489|XP_017128008.1|DELE	LOC109398071|XP_029719544.1|AEAL, LOC115267488|XP_029730365.1|AEAL, LOC109431692|XP_029730424.1|AEAL
OG0003704	LOC108135709|XP_017112042.1|DELE	LOC115254185|XP_029730332.1|AEAL, LOC109398105|XP_019526012.2|AEAL
OG0003706	LOC108147499|XP_017129553.1|DELE	LOC115253461|XP_029730579.1|AEAL
OG0003707	LOC108146241|XP_017127663.1|DELE	LOC115267613|XP_029730602.1|AEAL, LOC109398096|XP_029712460.1|AEAL, LOC109426171|XP_029730574.1|AEAL
OG0003708	LOC108145968|XP_017127187.1|DELE	LOC109397997|XP_029730561.1|AEAL, LOC115267587|XP_029730534.1|AEAL
OG0003709	LOC108145020|XP_017125682.1|DELE	LOC109426388|XP_019557438.2|AEAL, LOC109398042|XP_019525944.2|AEAL
OG0003710	LOC108145018|XP_017125681.1|DELE	LOC109398053|XP_019525957.2|AEAL, LOC109399439|XP_029730557.1|AEAL
OG0003711	LOC108146478|XP_017127991.1|DELE	LOC115267592|XP_029730542.1|AEAL, LOC109399521|XP_019527516.2|AEAL
OG0003712	LOC108149825|XP_017133186.1|DELE	LOC109399518|XP_019527512.2|AEAL
OG0003713	LOC108143548|XP_017123545.1|DELE	LOC109399457|XP_019527439.2|AEAL
OG0003714	LOC108143547|XP_017123544.1|DELE	LOC109399522|XP_019527517.2|AEAL
OG0003715	LOC108147396|XP_017129321.1|DELE	LOC115270359|XP_029735736.1|AEAL, LOC109399534|XP_019527530.1|AEAL, LOC109404381|XP_029736042.1|AEAL
OG0003717	LOC108147000|XP_017128752.1|DELE	LOC115269771|XP_029734445.1|AEAL, LOC109404370|XP_029735764.1|AEAL, LOC109403134|XP_019531420.1|AEAL
OG0003718	LOC108147552|XP_017129627.1|DELE	LOC109403047|XP_019531319.2|AEAL, LOC115270344|XP_029735683.1|AEAL, LOC109404272|XP_019532652.2|AEAL
OG0003719	LOC108146901|XP_017128631.1|DELE	LOC115259994|XP_029716690.1|AEAL, LOC109403070|XP_019531353.2|AEAL, LOC115270391|XP_029735810.1|AEAL
OG0003720	LOC108144566|XP_017125043.1|DELE	LOC109403044|XP_029735710.1|AEAL, LOC109408667|XP_029735822.1|AEAL
OG0003721	LOC108137554|XP_017114768.1|DELE	LOC109408666|XP_029735836.1|AEAL
OG0003722	LOC108142421|XP_017121765.1|DELE	LOC109408636|XP_029734598.1|AEAL, LOC109622175|XP_029735865.1|AEAL
OG0003723	LOC108150246|XP_017133797.1|DELE	LOC115257235|XP_029712532.1|AEAL, LOC115259976|XP_029716631.1|AEAL, LOC109412497|XP_029735869.1|AEAL
OG0003725	LOC108146731|XP_017128320.1|DELE	LOC109412519|XP_019541686.2|AEAL, LOC115253999|XP_029713820.1|AEAL
OG0003726	LOC108147548|XP_017129621.1|DELE	LOC115270405|XP_029735889.1|AEAL, LOC109412524|XP_019541692.1|AEAL, LOC115253997|XP_029713796.1|AEAL
OG0003727	LOC108142678|XP_017122172.1|DELE	LOC109420859|XP_019550879.1|AEAL, LOC109411066|XP_019540048.1|AEAL
OG0003728	LOC108140610|XP_017119012.1|DELE	LOC115253425|XP_029735941.1|AEAL, LOC109401008|XP_019529021.1|AEAL
OG0003729	LOC108145828|XP_017126922.1|DELE	LOC109420863|XP_029735936.1|AEAL, LOC109401007|XP_019529017.2|AEAL
OG0003730	LOC108145818|XP_017126895.1|DELE	LOC115262859|XP_029721598.1|AEAL, LOC109422486|XP_029735994.1|AEAL
OG0003731	LOC108146422|XP_017127916.1|DELE	LOC109428663|XP_019560020.2|AEAL
OG0003732	LOC108150123|XP_017133579.1|DELE	LOC115269764|XP_029734443.1|AEAL, LOC109424300|XP_019554945.2|AEAL, LOC109428669|XP_019560028.1|AEAL
OG0003733	LOC108145874|XP_017127002.1|DELE	LOC115253601|XP_029735646.1|AEAL, LOC109424298|XP_029736006.1|AEAL
OG0003734	LOC108145832|XP_017126929.1|DELE	LOC109428701|XP_019560057.2|AEAL
OG0003735	LOC108144756|XP_017125350.1|DELE	LOC109428707|XP_019560073.2|AEAL
OG0003736	LOC108138849|XP_017116855.1|DELE	LOC115261863|XP_029719647.1|AEAL, LOC109424273|XP_019554909.2|AEAL
OG0003737	LOC108149135|XP_017132030.1|DELE	LOC109428710|XP_019560076.2|AEAL, LOC109424270|XP_019554905.2|AEAL
OG0003738	LOC108149162|XP_017132050.1|DELE	LOC115270220|XP_029735339.1|AEAL, LOC115270244|XP_029735370.1|AEAL, LOC109430682|XP_029735340.1|AEAL
OG0003739	LOC108149639|XP_017132863.1|DELE	LOC115270239|XP_029735366.1|AEAL, LOC109417488|XP_029735332.1|AEAL, LOC115270216|XP_029735335.1|AEAL
OG0003740	LOC108149668|XP_017132903.1|DELE	LOC115270238|XP_029735364.1|AEAL, LOC109430667|XP_029735343.1|AEAL
OG0003741	LOC108145685|XP_017126731.1|DELE	LOC109417485|XP_029734415.1|AEAL, LOC109430665|XP_029735363.1|AEAL, LOC115270223|XP_029735344.1|AEAL
OG0003742	LOC108146362|XP_017127828.1|DELE	LOC109430675|XP_019562301.2|AEAL, LOC115270230|XP_029735347.1|AEAL, LOC115270233|XP_029735349.1|AEAL
OG0003743	LOC108147046|XP_017128808.1|DELE	LOC109430611|XP_029735410.1|AEAL, LOC109423808|XP_019554385.2|AEAL
OG0003744	LOC108149622|XP_017132840.1|DELE	LOC109423807|XP_019554384.2|AEAL, LOC115270277|XP_029735443.1|AEAL
OG0003745	LOC108137956|XP_017115405.1|DELE	LOC109430610|XP_019562218.1|AEAL, LOC109423804|XP_019554381.1|AEAL
OG0003746	LOC108145469|XP_017126408.1|DELE	LOC109423802|XP_029735451.1|AEAL, LOC115270263|XP_029735392.1|AEAL, LOC115270262|XP_029735387.1|AEAL
OG0003747	LOC108147001|XP_017128753.1|DELE	LOC115270261|XP_029735386.1|AEAL, LOC109423795|XP_029735452.1|AEAL, LOC109430650|XP_029735382.1|AEAL
OG0003748	LOC108146962|XP_017128708.1|DELE	LOC109430643|XP_029735454.1|AEAL, LOC115270260|XP_029735385.1|AEAL, LOC115270257|XP_029735383.1|AEAL
OG0003749	LOC108146869|XP_017128588.1|DELE	LOC109423789|XP_019554360.2|AEAL, LOC109430603|XP_029735463.1|AEAL
OG0003750	LOC108146885|XP_017128608.1|DELE	LOC109423788|XP_029735533.1|AEAL, LOC109430626|XP_029735465.1|AEAL
OG0003751	LOC108146727|XP_017128313.1|DELE	LOC115270285|XP_029735467.1|AEAL, LOC109430602|XP_029735530.1|AEAL
OG0003752	LOC108146807|XP_017128481.1|DELE	LOC115253605|XP_029735492.1|AEAL, LOC109423771|XP_029735520.1|AEAL
OG0003753	LOC108142510|XP_017121912.1|DELE	LOC109430631|XP_019562265.2|AEAL, LOC109423768|XP_019554319.2|AEAL
OG0003754	LOC108142509|XP_017121909.1|DELE	LOC109430596|XP_019562198.2|AEAL
OG0003755	LOC108146689|XP_017128235.1|DELE	LOC109423759|XP_029735583.1|AEAL, LOC109414264|XP_029735540.1|AEAL
OG0003756	LOC108149600|XP_017132787.1|DELE	LOC109423749|XP_019554297.2|AEAL, LOC109414255|XP_019543613.2|AEAL
OG0003757	LOC108144365|XP_017124620.1|DELE	LOC109423656|XP_029716693.1|AEAL, LOC115265104|XP_029725197.1|AEAL, LOC109414242|XP_029725199.1|AEAL
OG0003758	LOC108137013|XP_017114004.1|DELE, LOC108145163|XP_017125878.1|DELE	LOC109423725|XP_019554257.2|AEAL
OG0003759	LOC108147433|XP_017129400.1|DELE	LOC109414220|XP_029715598.1|AEAL
OG0003760	LOC108144662|XP_017125198.1|DELE	LOC109423709|XP_019554234.2|AEAL
OG0003761	LOC108147458|XP_017129477.1|DELE	LOC109410293|XP_029736348.1|AEAL, LOC109426265|XP_029734279.1|AEAL
OG0003762	LOC108147459|XP_017129478.1|DELE	LOC109410291|XP_029734272.1|AEAL, LOC109426262|XP_029736343.1|AEAL
OG0003763	LOC108142685|XP_017122181.1|DELE	LOC109426252|XP_029736342.1|AEAL, LOC109410282|XP_029734271.1|AEAL
OG0003764	LOC108142606|XP_017122066.1|DELE	LOC109411085|XP_029716719.1|AEAL, LOC115266546|XP_029728688.1|AEAL, LOC109410274|XP_029728679.1|AEAL
OG0003765	LOC108149256|XP_017132188.1|DELE	LOC109410273|XP_019539361.1|AEAL, LOC115266547|XP_029728690.1|AEAL, LOC109411086|XP_029716716.1|AEAL
OG0003766	LOC108137197|XP_017114272.1|DELE	LOC109411089|XP_019540075.2|AEAL, LOC109410268|XP_029728719.1|AEAL
OG0003767	LOC108141402|XP_017120249.1|DELE	LOC109411096|XP_029728724.1|AEAL
OG0003768	LOC108144834|XP_017125461.1|DELE	LOC109408165|XP_029728713.1|AEAL, LOC109411103|XP_029728741.1|AEAL
OG0003769	LOC108144781|XP_017125381.1|DELE	LOC109408168|XP_019536953.2|AEAL, LOC109411110|XP_019540107.2|AEAL
OG0003770	LOC108148306|XP_017130779.1|DELE	LOC115253858|XP_029729055.1|AEAL, LOC109411112|XP_029728708.1|AEAL, LOC109408169|XP_029728752.1|AEAL
OG0003771	LOC108147469|XP_017129503.1|DELE	LOC109408185|XP_029728833.1|AEAL, LOC109411123|XP_029728765.1|AEAL
OG0003772	LOC108142363|XP_017121658.1|DELE	LOC109408194|XP_019536977.1|AEAL, LOC109411129|XP_019540128.1|AEAL, LOC115260064|XP_029716784.1|AEAL
OG0003773	LOC108141336|XP_017120124.1|DELE	LOC109408195|XP_029716783.1|AEAL, LOC109411128|XP_029728829.1|AEAL, LOC115266566|XP_029728769.1|AEAL
OG0003774	LOC108141452|XP_017120344.1|DELE	LOC109408198|XP_029728773.1|AEAL, LOC109411133|XP_029728821.1|AEAL
OG0003775	LOC108148138|XP_017130481.1|DELE	LOC109411151|XP_029728790.1|AEAL
OG0003776	LOC108145064|XP_017125734.1|DELE	LOC109408233|XP_019537037.1|AEAL
OG0003777	LOC108145512|XP_017126469.1|DELE	LOC109408913|XP_029728819.1|AEAL, LOC109418469|XP_019548225.1|AEAL
