Orthogroup	DELE.longest_only	CQUI.longest_only
OG0004887	LOC108148560|XP_017131099.1|DELE	LOC6031165|XP_038121190.1|CQUI
OG0004888	LOC108145167|XP_017125887.1|DELE	LOC6031166|XP_038114576.1|CQUI
OG0004889	LOC108141481|XP_017120382.1|DELE	LOC6030975|XP_001841829.2|CQUI
OG0004890	LOC108144718|XP_017125303.1|DELE	LOC6030973|XP_038121809.1|CQUI
OG0004891	LOC108150033|XP_017133485.1|DELE	LOC6030968|XP_038121630.1|CQUI
OG0004892	LOC108139034|XP_017117136.1|DELE	LOC6031064|XP_038119798.1|CQUI
OG0004893	LOC108134630|XP_017110505.1|DELE	LOC6043930|XP_001861513.1|CQUI
OG0004894	LOC108145038|XP_017125712.1|DELE	LOC6043927|XP_001861510.2|CQUI
OG0004895	LOC108143525|XP_017123499.1|DELE	LOC6045536|XP_001862891.2|CQUI
OG0004896	LOC108145156|XP_017125864.1|DELE	LOC6051435|XP_038120460.1|CQUI
OG0004897	LOC108145176|XP_017125900.1|DELE	LOC6041058|XP_038117480.1|CQUI
OG0004898	LOC108144326|XP_017124520.1|DELE	LOC6041018|XP_038114929.1|CQUI
OG0004899	LOC108144351|XP_017124589.1|DELE	LOC6031099|XP_038121429.1|CQUI
OG0004900	LOC108141467|XP_017120362.1|DELE	LOC6054043|XP_038116191.1|CQUI
OG0004901	LOC108141536|XP_017120463.1|DELE	LOC6043919|XP_001861504.2|CQUI
OG0004902	LOC108146244|XP_017127667.1|DELE	LOC6043923|XP_038118580.1|CQUI
OG0004903	LOC108149075|XP_017131933.1|DELE	LOC6052661|XP_038118295.1|CQUI
OG0004904	LOC108137020|XP_017114009.1|DELE	LOC6046849|XP_001863984.1|CQUI
OG0004905	LOC108149608|XP_017132797.1|DELE	LOC6046852|XP_038118359.1|CQUI
OG0004906	LOC108142664|XP_017122155.1|DELE	LOC6030986|XP_001841839.2|CQUI
OG0004907	LOC108146964|XP_017128710.1|DELE	LOC6040644|XP_001850009.2|CQUI
OG0004908	LOC108142618|XP_017122090.1|DELE	LOC6043377|XP_038116517.1|CQUI
OG0004909	LOC108142400|XP_017121729.1|DELE	LOC6049586|XP_038115882.1|CQUI
OG0004910	LOC108142397|XP_017121726.1|DELE	LOC6039568|XP_001849162.2|CQUI
OG0004911	LOC108146227|XP_017127640.1|DELE	LOC6039557|XP_038118886.1|CQUI
OG0004912	LOC108142665|XP_017122159.1|DELE	LOC6053801|XP_038120512.1|CQUI
OG0004913	LOC108145471|XP_017126410.1|DELE	LOC6052188|XP_001868490.1|CQUI
OG0004914	LOC108145498|XP_017126446.1|DELE	LOC6043324|XP_038116587.1|CQUI
OG0004915	LOC108144627|XP_017125145.1|DELE	LOC6043331|XP_001858490.1|CQUI
OG0004916	LOC108137965|XP_017115420.1|DELE	LOC6043338|XP_038118846.1|CQUI
OG0004917	LOC108150236|XP_017133782.1|DELE	LOC6053707|XP_001867574.2|CQUI
OG0004918	LOC108150235|XP_017133780.1|DELE	LOC6053706|XP_038117721.1|CQUI
OG0004919	LOC108142962|XP_017122597.1|DELE	LOC6053382|XP_038119032.1|CQUI
OG0004920	LOC108142792|XP_017122330.1|DELE	LOC6050541|XP_038120184.1|CQUI
OG0004921	LOC108142563|XP_017121993.1|DELE	LOC6047306|XP_038116264.1|CQUI
OG0004922	LOC108147513|XP_017129578.1|DELE	LOC6043699|XP_038117260.1|CQUI
OG0004923	LOC108146250|XP_017127678.1|DELE	LOC6047329|XP_001864405.2|CQUI
OG0004924	LOC108142177|XP_017121350.1|DELE	LOC6049786|XP_001866493.2|CQUI
OG0004925	LOC108146402|XP_017127891.1|DELE	LOC6054018|XP_038121726.1|CQUI
OG0004926	LOC108142832|XP_017122384.1|DELE	LOC6050503|XP_038119835.1|CQUI
OG0004927	LOC108142348|XP_017121613.1|DELE	LOC6040746|XP_038119907.1|CQUI
OG0004928	LOC108145166|XP_017125886.1|DELE	LOC6035292|XP_038117794.1|CQUI
OG0004929	LOC108146236|XP_017127652.1|DELE	LOC6035309|XP_038118096.1|CQUI
OG0004930	LOC108144595|XP_017125088.1|DELE	LOC6041606|XP_038119499.1|CQUI
OG0004931	LOC108143556|XP_017123554.1|DELE	LOC6049358|XP_001866123.2|CQUI
OG0004932	LOC108146039|XP_017127324.1|DELE	LOC6049348|XP_001866127.2|CQUI
OG0004933	LOC108144907|XP_017125557.1|DELE	LOC6049349|XP_001866128.1|CQUI
OG0004934	LOC108144171|XP_017124320.1|DELE	LOC6049350|XP_001866129.2|CQUI
OG0004935	LOC108138632|XP_017116457.1|DELE	LOC6047852|XP_001864855.2|CQUI
OG0004936	LOC108146188|XP_017127585.1|DELE	LOC6030990|XP_038115490.1|CQUI
OG0004937	LOC108142690|XP_017122187.1|DELE	LOC6030983|XP_001841836.2|CQUI
OG0004938	LOC108142210|XP_017121408.1|DELE	LOC119771269|XP_038123052.1|CQUI, LOC6031028|XP_001841880.1|CQUI
OG0004939	LOC108146009|XP_017127273.1|DELE	LOC6031030|XP_038120410.1|CQUI
OG0004940	LOC108146026|XP_017127301.1|DELE	LOC6031035|XP_038117384.1|CQUI
OG0004941	LOC108146344|XP_017127802.1|DELE	LOC6031042|XP_038114824.1|CQUI
OG0004942	LOC108147470|XP_017129505.1|DELE	LOC6031047|XP_038117859.1|CQUI
OG0004943	LOC108147494|XP_017129540.1|DELE	LOC6031049|XP_001841898.1|CQUI
OG0004944	LOC108145903|XP_017127045.1|DELE	LOC6031063|XP_038122012.1|CQUI
OG0004945	LOC108145128|XP_017125832.1|DELE	LOC6034091|XP_001844459.1|CQUI
OG0004946	LOC108146868|XP_017128586.1|DELE	LOC6031006|XP_038120661.1|CQUI
OG0004947	LOC108146370|XP_017127844.1|DELE	LOC6030999|XP_038118718.1|CQUI
OG0004948	LOC108145752|XP_017126805.1|DELE	LOC6042818|XP_001870816.2|CQUI
OG0004949	LOC108146165|XP_017127550.1|DELE	LOC6042820|XP_038120566.1|CQUI
OG0004950	LOC108145990|XP_017127220.1|DELE	LOC6042821|XP_038119055.1|CQUI
OG0004951	LOC108148782|XP_017131484.1|DELE	LOC6042824|XP_038116571.1|CQUI
OG0004952	LOC108146824|XP_017128504.1|DELE	LOC6042826|XP_001870823.1|CQUI
OG0004953	LOC108146386|XP_017127869.1|DELE	LOC6042828|XP_001870825.1|CQUI
OG0004954	LOC108146484|XP_017128002.1|DELE	LOC6044579|XP_001862072.2|CQUI
OG0004955	LOC108142435|XP_017121786.1|DELE	LOC6039263|XP_001848898.2|CQUI
OG0004956	LOC108141386|XP_017120223.1|DELE	LOC6039267|XP_038115125.1|CQUI
OG0004957	LOC108146104|XP_017127424.1|DELE	LOC6044083|XP_038114695.1|CQUI
OG0004958	LOC108146601|XP_017128137.1|DELE	LOC6044069|XP_038116052.1|CQUI
OG0004959	LOC108146781|XP_017128418.1|DELE	LOC6044062|XP_038121183.1|CQUI
OG0004960	LOC108146779|XP_017128415.1|DELE	LOC6044067|XP_038122351.1|CQUI
OG0004961	LOC108149780|XP_017133124.1|DELE	LOC6044063|XP_001861634.2|CQUI
OG0004962	LOC108142732|XP_017122246.1|DELE	LOC6044088|XP_001861631.1|CQUI
OG0004963	LOC108135596|XP_017111896.1|DELE	LOC119768573|XP_038114513.1|CQUI
OG0004964	LOC108150260|XP_017133829.1|DELE	LOC6051406|XP_038117934.1|CQUI
OG0004965	LOC108146974|XP_017128720.1|DELE	LOC6045672|XP_001862990.1|CQUI
OG0004966	LOC108146837|XP_017128524.1|DELE	LOC119769641|XP_038118806.1|CQUI
OG0004967	LOC108145076|XP_017125747.1|DELE	LOC6047369|XP_001864441.1|CQUI
OG0004968	LOC108146441|XP_017127934.1|DELE	LOC119769240|XP_038117101.1|CQUI
OG0004969	LOC108141322|XP_017120089.1|DELE	LOC6053218|XP_038121462.1|CQUI
OG0004970	LOC108146384|XP_017127866.1|DELE	LOC6053219|XP_038121463.1|CQUI
OG0004971	LOC108146218|XP_017127625.1|DELE	LOC6038838|XP_038121464.1|CQUI
OG0004972	LOC108146898|XP_017128628.1|DELE	LOC119770493|XP_038121416.1|CQUI, LOC119769771|XP_038119276.1|CQUI
OG0004973	LOC108145836|XP_017126937.1|DELE	LOC6038820|XP_001848537.1|CQUI
OG0004974	LOC108146922|XP_017128655.1|DELE	LOC6038807|XP_038117097.1|CQUI
OG0004975	LOC108146252|XP_017127679.1|DELE	LOC6047332|XP_001864408.1|CQUI
OG0004976	LOC108146525|XP_017128051.1|DELE	LOC6047334|XP_038120001.1|CQUI
OG0004977	LOC108143583|XP_017123588.1|DELE	LOC6038664|XP_001848421.2|CQUI
OG0004978	LOC108138736|XP_017116618.1|DELE	LOC6043644|XP_038118720.1|CQUI
OG0004979	LOC108147426|XP_017129371.1|DELE	LOC6040580|XP_038119611.1|CQUI
OG0004980	LOC108136111|XP_017112579.1|DELE	LOC6044646|XP_038121367.1|CQUI
OG0004981	LOC108146199|XP_017127604.1|DELE	LOC6030984|XP_001841837.2|CQUI
OG0004982	LOC108146195|XP_017127598.1|DELE	LOC6030985|XP_001841838.2|CQUI
OG0004983	LOC108150289|XP_017133880.1|DELE	LOC6030977|XP_001841831.2|CQUI
OG0004984	LOC108142738|XP_017122251.1|DELE	LOC6042840|XP_001870836.1|CQUI
OG0004985	LOC108145851|XP_017126957.1|DELE	LOC6039545|XP_038118683.1|CQUI
OG0004986	LOC108135637|XP_017111947.1|DELE	LOC6039551|XP_038120315.1|CQUI
OG0004987	LOC108146708|XP_017128269.1|DELE	LOC6039550|XP_038119871.1|CQUI
OG0004988	LOC108145852|XP_017126960.1|DELE	LOC6039548|XP_038121779.1|CQUI
OG0004989	LOC108146709|XP_017128276.1|DELE	LOC6039553|XP_001849150.2|CQUI
OG0004990	LOC108145389|XP_017126273.1|DELE	LOC6048516|XP_038118480.1|CQUI
OG0004991	LOC108144519|XP_017124949.1|DELE	LOC6050162|XP_038114619.1|CQUI
OG0004992	LOC108144520|XP_017124951.1|DELE	LOC119770788|XP_038122210.1|CQUI
OG0004994	LOC108146433|XP_017127926.1|DELE	LOC6048750|XP_038120756.1|CQUI
OG0004995	LOC108145995|XP_017127231.1|DELE	LOC6053538|XP_038122203.1|CQUI
OG0004996	LOC108142692|XP_017122190.1|DELE	LOC6040205|XP_038115200.1|CQUI
OG0004997	LOC108141530|XP_017120453.1|DELE	LOC6047338|XP_038120638.1|CQUI
OG0004998	LOC108144442|XP_017124816.1|DELE	LOC6042306|XP_038120682.1|CQUI
OG0004999	LOC108147450|XP_017129467.1|DELE	LOC6042305|XP_001851441.2|CQUI
OG0005000	LOC108149684|XP_017132938.1|DELE	LOC6042316|XP_001851449.1|CQUI
OG0005001	LOC108146235|XP_017127650.1|DELE	LOC6042318|XP_038117643.1|CQUI
OG0005002	LOC108141574|XP_017120510.1|DELE	LOC6036305|XP_001846371.1|CQUI
OG0005003	LOC108147492|XP_017129536.1|DELE	LOC6039421|XP_001849033.1|CQUI
OG0005004	LOC108142880|XP_017122445.1|DELE	LOC6039420|XP_038117210.1|CQUI
OG0005005	LOC108145722|XP_017126773.1|DELE	LOC6050235|XP_038121592.1|CQUI
OG0005006	LOC108146312|XP_017127761.1|DELE	LOC6048924|XP_038118322.1|CQUI
OG0005007	LOC108135652|XP_017111968.1|DELE	LOC6050230|XP_038118701.1|CQUI
OG0005008	LOC108146520|XP_017128046.1|DELE	LOC6050233|XP_038117209.1|CQUI
OG0005009	LOC108135503|XP_017111736.1|DELE	LOC6050239|XP_001866878.2|CQUI
OG0005010	LOC108135628|XP_017111937.1|DELE	LOC6037314|XP_001847240.1|CQUI
OG0005011	LOC108144773|XP_017125372.1|DELE	LOC6037315|XP_038115551.1|CQUI
OG0005012	LOC108142821|XP_017122372.1|DELE	LOC6052708|XP_001868935.2|CQUI
OG0005013	LOC108142974|XP_017122619.1|DELE	LOC6044826|XP_038117755.1|CQUI
OG0005014	LOC108150287|XP_017133876.1|DELE	LOC6044836|XP_001862283.1|CQUI
OG0005015	LOC108138676|XP_017116512.1|DELE, LOC108142613|XP_017122084.1|DELE	LOC6051592|XP_001868010.2|CQUI
OG0005016	LOC108146918|XP_017128651.1|DELE	LOC6038609|XP_038118944.1|CQUI
OG0005017	LOC108147484|XP_017129527.1|DELE	LOC6037297|XP_038114771.1|CQUI
OG0005018	LOC108146116|XP_017127436.1|DELE	LOC6037303|XP_001847229.2|CQUI
OG0005019	LOC108146176|XP_017127571.1|DELE	LOC6037304|XP_001847230.1|CQUI
OG0005020	LOC108141274|XP_017120029.1|DELE	LOC6050486|XP_038120893.1|CQUI
OG0005021	LOC108141949|XP_017121080.1|DELE	LOC6036268|XP_038119928.1|CQUI
OG0005022	LOC108146498|XP_017128023.1|DELE	LOC6036263|XP_001846330.2|CQUI
OG0005023	LOC108141292|XP_017120048.1|DELE	LOC6036264|XP_038115842.1|CQUI
OG0005024	LOC108146193|XP_017127595.1|DELE	LOC6036261|XP_001846328.2|CQUI
OG0005025	LOC108142632|XP_017122112.1|DELE	LOC6036240|XP_001846309.2|CQUI
OG0005026	LOC108146450|XP_017127949.1|DELE	LOC6036244|XP_038121384.1|CQUI
OG0005027	LOC108146311|XP_017127758.1|DELE	LOC6036233|XP_038121295.1|CQUI
OG0005028	LOC108134601|XP_017110454.1|DELE	LOC6045930|XP_001863207.2|CQUI
OG0005029	LOC108135634|XP_017111942.1|DELE	LOC6045920|XP_001863201.2|CQUI
OG0005030	LOC108145998|XP_017127240.1|DELE	LOC6040216|XP_038119880.1|CQUI
OG0005031	LOC108150274|XP_017133849.1|DELE	LOC6040213|XP_038117752.1|CQUI
OG0005032	LOC108142411|XP_017121754.1|DELE	LOC6039452|XP_038117304.1|CQUI
OG0005033	LOC108147525|XP_017129597.1|DELE	LOC6039439|XP_038117909.1|CQUI
OG0005034	LOC108147422|XP_017129368.1|DELE	LOC6045462|XP_038119624.1|CQUI
OG0005035	LOC108142412|XP_017121755.1|DELE	LOC6049109|XP_001865920.2|CQUI
OG0005036	LOC108146100|XP_017127417.1|DELE	LOC6049110|XP_001865922.2|CQUI
OG0005037	LOC108142473|XP_017121845.1|DELE	LOC6049111|XP_038120273.1|CQUI
OG0005038	LOC108146328|XP_017127783.1|DELE	LOC6041092|XP_038116136.1|CQUI
OG0005039	LOC108134974|XP_017110994.1|DELE	LOC6041078|XP_038119620.1|CQUI
OG0005040	LOC108142404|XP_017121739.1|DELE	LOC6041089|XP_038118648.1|CQUI
OG0005041	LOC108142733|XP_017122247.1|DELE	LOC6043984|XP_038121891.1|CQUI
OG0005042	LOC108146538|XP_017128067.1|DELE	LOC6043982|XP_038121313.1|CQUI
OG0005043	LOC108145489|XP_017126435.1|DELE	LOC6043975|XP_001861555.2|CQUI
OG0005044	LOC108145487|XP_017126433.1|DELE	LOC6043973|XP_038118148.1|CQUI
OG0005045	LOC108145556|XP_017126545.1|DELE	LOC6043971|XP_001861551.1|CQUI
OG0005046	LOC108139025|XP_017117124.1|DELE	LOC6043966|XP_001861546.1|CQUI
OG0005047	LOC108146942|XP_017128684.1|DELE	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI
OG0005048	LOC108146957|XP_017128702.1|DELE	LOC6043964|XP_038119506.1|CQUI
OG0005049	LOC108142460|XP_017121826.1|DELE	LOC119768748|XP_038115634.1|CQUI
OG0005050	LOC108144607|XP_017125118.1|DELE	LOC6050302|XP_038115618.1|CQUI
OG0005051	LOC108142496|XP_017121881.1|DELE	LOC6050157|XP_001866807.2|CQUI
OG0005052	LOC108142826|XP_017122379.1|DELE	LOC6050152|XP_038115639.1|CQUI
OG0005053	LOC108142035|XP_017121200.1|DELE	LOC6036573|XP_001846610.2|CQUI
OG0005057	LOC108142612|XP_017122074.1|DELE	LOC6041258|XP_038116376.1|CQUI
OG0005058	LOC108147427|XP_017129379.1|DELE	LOC6041261|XP_038117457.1|CQUI
OG0005059	LOC108144892|XP_017125542.1|DELE	LOC6044170|XP_038122016.1|CQUI
OG0005060	LOC108144461|XP_017124847.1|DELE	LOC6044171|XP_038115936.1|CQUI
OG0005061	LOC108135297|XP_017111471.1|DELE	LOC6049748|XP_001866458.2|CQUI
OG0005062	LOC108144489|XP_017124907.1|DELE	LOC6051819|XP_038121089.1|CQUI
OG0005063	LOC108145593|XP_017126618.1|DELE, LOC108145600|XP_017126627.1|DELE	LOC6044013|XP_038121383.1|CQUI
OG0005064	LOC108146347|XP_017127808.1|DELE	LOC6037286|XP_001847212.2|CQUI
OG0005065	LOC108149637|XP_017132858.1|DELE	LOC6048327|XP_038118967.1|CQUI
OG0005067	LOC108149062|XP_017131897.1|DELE	LOC6037144|XP_038120186.1|CQUI
OG0005068	LOC108135680|XP_017112008.1|DELE	LOC6037049|XP_001847010.1|CQUI
OG0005069	LOC108147047|XP_017128810.1|DELE	LOC6037041|XP_038115812.1|CQUI
OG0005070	LOC108144763|XP_017125359.1|DELE	LOC6047528|XP_038121907.1|CQUI
OG0005071	LOC108135708|XP_017112041.1|DELE	LOC6054513|XP_038114831.1|CQUI
OG0005072	LOC108135926|XP_017112360.1|DELE	LOC6036533|XP_001846578.2|CQUI
OG0005073	LOC108137981|XP_017115441.1|DELE	LOC6036535|XP_038121266.1|CQUI
OG0005074	LOC108135557|XP_017111793.1|DELE	LOC6036544|XP_038121792.1|CQUI
OG0005075	LOC108145208|XP_017125938.1|DELE	LOC6036276|XP_038117547.1|CQUI
OG0005076	LOC108144838|XP_017125468.1|DELE	LOC6036274|XP_038117548.1|CQUI
OG0005078	LOC108146352|XP_017127813.1|DELE	LOC6031918|XP_038114633.1|CQUI
OG0005079	LOC108141389|XP_017120227.1|DELE	LOC6036188|XP_038116591.1|CQUI
OG0005080	LOC108145704|XP_017126754.1|DELE	LOC6033569|XP_001843998.2|CQUI
OG0005081	LOC108145081|XP_017125755.1|DELE	LOC6033555|XP_038119394.1|CQUI
OG0005082	LOC108136142|XP_017112625.1|DELE	LOC6033536|XP_038122025.1|CQUI
OG0005083	LOC108138450|XP_017116141.1|DELE	LOC6033535|XP_001843970.2|CQUI
OG0005084	LOC108146659|XP_017128193.1|DELE	LOC6038416|XP_038122250.1|CQUI
OG0005085	LOC108150316|XP_017133920.1|DELE	LOC6038412|XP_038120978.1|CQUI
OG0005086	LOC108149660|XP_017132895.1|DELE	LOC6038411|XP_038118992.1|CQUI
OG0005087	LOC108150284|XP_017133873.1|DELE	LOC6038405|XP_038114899.1|CQUI
OG0005088	LOC108144584|XP_017125067.1|DELE	LOC6038385|XP_038121178.1|CQUI
OG0005089	LOC108144582|XP_017125065.1|DELE	LOC6038260|XP_038118216.1|CQUI
OG0005090	LOC108147054|XP_017128828.1|DELE	LOC6051933|XP_038110339.1|CQUI
OG0005091	LOC108145024|XP_017125688.1|DELE	LOC6038240|XP_038118214.1|CQUI
OG0005092	LOC108142424|XP_017121772.1|DELE	LOC6038873|XP_001848572.2|CQUI
OG0005093	LOC108142584|XP_017122031.1|DELE	LOC6038875|XP_038122071.1|CQUI
OG0005094	LOC108145824|XP_017126918.1|DELE	LOC6040611|XP_038115659.1|CQUI
OG0005095	LOC108144366|XP_017124623.1|DELE	LOC6040617|XP_038115780.1|CQUI
OG0005096	LOC108147801|XP_017130031.1|DELE	LOC6040626|XP_001849994.1|CQUI
OG0005097	LOC108143609|XP_017123622.1|DELE	LOC6036430|XP_038119003.1|CQUI
OG0005098	LOC108144637|XP_017125158.1|DELE	LOC6036428|XP_038118364.1|CQUI
OG0005099	LOC108144172|XP_017124321.1|DELE	LOC6036413|XP_038119504.1|CQUI
OG0005100	LOC108144121|XP_017124252.1|DELE	LOC6036412|XP_001846465.2|CQUI
OG0005101	LOC108136829|XP_017113734.1|DELE	LOC6036404|XP_001846457.1|CQUI
OG0005102	LOC108145518|XP_017126478.1|DELE	LOC6035467|XP_038118332.1|CQUI
OG0005103	LOC108144886|XP_017125534.1|DELE	LOC6035478|XP_001845662.2|CQUI
OG0005104	LOC108141727|XP_017120709.1|DELE	LOC6050895|XP_001867416.1|CQUI
OG0005105	LOC108135507|XP_017111741.1|DELE	LOC6042843|XP_001853591.2|CQUI
OG0005106	LOC108145819|XP_017126914.1|DELE	LOC6041987|XP_038117711.1|CQUI
OG0005107	LOC108146105|XP_017127425.1|DELE	LOC6041984|XP_038114808.1|CQUI
OG0005108	LOC108149755|XP_017133057.1|DELE	LOC6041972|XP_001851147.2|CQUI
OG0005109	LOC108142627|XP_017122107.1|DELE	LOC6049627|XP_038120187.1|CQUI
OG0005110	LOC108146791|XP_017128448.1|DELE	LOC6041010|XP_001850325.2|CQUI
OG0005111	LOC108147500|XP_017129554.1|DELE	LOC6040982|XP_001850303.2|CQUI
OG0005112	LOC108146459|XP_017127960.1|DELE	LOC6040981|XP_001850302.2|CQUI
OG0005113	LOC108147501|XP_017129558.1|DELE	LOC6040983|XP_038119327.1|CQUI
OG0005114	LOC108146374|XP_017127852.1|DELE	LOC6031301|XP_001842121.2|CQUI
OG0005115	LOC108139036|XP_017117134.1|DELE	LOC6040026|XP_038121352.1|CQUI
OG0005116	LOC108146912|XP_017128643.1|DELE	LOC6033575|XP_038116391.1|CQUI
OG0005117	LOC108136332|XP_017112925.1|DELE	LOC6033582|XP_038119328.1|CQUI
OG0005118	LOC108141893|XP_017120992.1|DELE	LOC6033583|XP_001844011.2|CQUI
OG0005119	LOC108144346|XP_017124558.1|DELE	LOC6047935|XP_038115214.1|CQUI
OG0005120	LOC108146290|XP_017127724.1|DELE	LOC6034650|XP_038117323.1|CQUI
OG0005121	LOC108145802|XP_017126866.1|DELE	LOC6034619|XP_001844911.2|CQUI
OG0005122	LOC108146749|XP_017128367.1|DELE	LOC6034613|XP_038119711.1|CQUI
OG0005123	LOC108135692|XP_017112023.1|DELE	LOC6034608|XP_001844900.2|CQUI
OG0005124	LOC108146759|XP_017128382.1|DELE	LOC6034597|XP_038120146.1|CQUI
OG0005125	LOC108146786|XP_017128439.1|DELE	LOC6034595|XP_038120135.1|CQUI
OG0005126	LOC108147517|XP_017129587.1|DELE	LOC6034586|XP_001844881.2|CQUI
OG0005127	LOC108145888|XP_017127025.1|DELE	LOC6034572|XP_038120155.1|CQUI
OG0005128	LOC108145031|XP_017125703.1|DELE	LOC6048528|XP_001865431.2|CQUI
OG0005129	LOC108142713|XP_017122221.1|DELE	LOC6050361|XP_038121486.1|CQUI
OG0005130	LOC108142639|XP_017122125.1|DELE	LOC119770387|XP_038121078.1|CQUI
OG0005131	LOC108142525|XP_017121938.1|DELE	LOC6043145|XP_038117608.1|CQUI
OG0005132	LOC108150225|XP_017133758.1|DELE	LOC6051820|XP_001868182.1|CQUI
OG0005133	LOC108146439|XP_017127932.1|DELE	LOC6050837|XP_038120361.1|CQUI
OG0005134	LOC108146729|XP_017128317.1|DELE	LOC6053181|XP_038118094.1|CQUI
OG0005135	LOC108145980|XP_017127203.1|DELE	LOC6040246|XP_038121871.1|CQUI
OG0005136	LOC108145976|XP_017127198.1|DELE	LOC6047556|XP_038118186.1|CQUI
OG0005137	LOC108147202|XP_017129045.1|DELE	LOC6040230|XP_038118121.1|CQUI
OG0005138	LOC108147402|XP_017129328.1|DELE	LOC6045922|XP_001863197.1|CQUI
OG0005139	LOC108142386|XP_017121710.1|DELE	LOC6054772|XP_038118912.1|CQUI
OG0005140	LOC108139041|XP_017117147.1|DELE	LOC6052506|XP_001868761.1|CQUI
OG0005141	LOC108141356|XP_017120163.1|DELE	LOC6053153|XP_038117252.1|CQUI
OG0005142	LOC108147526|XP_017129599.1|DELE	LOC6036833|XP_001846824.2|CQUI
OG0005143	LOC108147440|XP_017129438.1|DELE	LOC6048137|XP_001865101.2|CQUI
OG0005144	LOC108147390|XP_017129314.1|DELE	LOC6048136|XP_038121356.1|CQUI
OG0005145	LOC108147534|XP_017129607.1|DELE	LOC6045374|XP_001865099.1|CQUI
OG0005146	LOC108142372|XP_017121688.1|DELE	LOC6048154|XP_038120768.1|CQUI
OG0005147	LOC108142375|XP_017121694.1|DELE	LOC6046866|XP_038120770.1|CQUI
OG0005148	LOC108142565|XP_017122003.1|DELE	LOC6042326|XP_038116062.1|CQUI
OG0005149	LOC108144525|XP_017124963.1|DELE	LOC6042328|XP_038115815.1|CQUI
OG0005150	LOC108146471|XP_017127978.1|DELE	LOC6042337|XP_001851465.2|CQUI
OG0005151	LOC108146335|XP_017127789.1|DELE	LOC6045499|XP_001862861.1|CQUI
OG0005152	LOC108146424|XP_017127918.1|DELE	LOC6042340|XP_038121484.1|CQUI
OG0005153	LOC108146421|XP_017127915.1|DELE	LOC6045506|XP_038114837.1|CQUI
OG0005154	LOC108146156|XP_017127517.1|DELE	LOC6044906|XP_038115199.1|CQUI
OG0005155	LOC108145668|XP_017126711.1|DELE	LOC6037186|XP_038119754.1|CQUI
OG0005156	LOC108140683|XP_017119119.1|DELE	LOC6037163|XP_001847100.1|CQUI
OG0005157	LOC108149061|XP_017131896.1|DELE	LOC6037152|XP_038114887.1|CQUI
OG0005158	LOC108142409|XP_017121748.1|DELE, LOC108142408|XP_017121747.1|DELE	LOC6035490|XP_038115157.1|CQUI
OG0005159	LOC108146833|XP_017128518.1|DELE	LOC6035487|XP_001845668.1|CQUI
OG0005160	LOC108135508|XP_017111742.1|DELE	LOC6035479|XP_038118863.1|CQUI
OG0005161	LOC108144675|XP_017125223.1|DELE	LOC6043802|XP_038119579.1|CQUI
OG0005162	LOC108136625|XP_017113433.1|DELE	LOC6043791|XP_001861392.2|CQUI
OG0005163	LOC108143251|XP_017123049.1|DELE	LOC6033516|XP_038116265.1|CQUI
OG0005164	LOC108146899|XP_017128629.1|DELE	LOC6033486|XP_038119447.1|CQUI
OG0005165	LOC108145109|XP_017125794.1|DELE	LOC6033464|XP_038119075.1|CQUI
OG0005166	LOC108137464|XP_017114659.1|DELE	LOC6052584|XP_038119667.1|CQUI
OG0005167	LOC108137470|XP_017114664.1|DELE	LOC6052583|XP_001868823.2|CQUI
OG0005168	LOC108146687|XP_017128232.1|DELE	LOC6050599|XP_038118914.1|CQUI
OG0005169	LOC108145957|XP_017127164.1|DELE	LOC6052233|XP_038115875.1|CQUI
OG0005170	LOC108145954|XP_017127157.1|DELE	LOC6052228|XP_001868526.2|CQUI
OG0005171	LOC108146130|XP_017127467.1|DELE	LOC6052229|XP_001868527.2|CQUI
OG0005172	LOC108145235|XP_017125990.1|DELE	LOC6050816|XP_038118180.1|CQUI
OG0005173	LOC108145059|XP_017125729.1|DELE	LOC6053984|XP_001869972.2|CQUI
OG0005174	LOC108143594|XP_017123603.1|DELE	LOC6036836|XP_001846827.2|CQUI
OG0005175	LOC108143506|XP_017123461.1|DELE	LOC6030833|XP_038115984.1|CQUI
OG0005176	LOC108145186|XP_017125916.1|DELE	LOC6030790|XP_038116008.1|CQUI
OG0005177	LOC108143539|XP_017123528.1|DELE	LOC6030788|XP_038115994.1|CQUI
OG0005178	LOC108147561|XP_017129638.1|DELE	LOC6030819|XP_001841687.2|CQUI
OG0005179	LOC108147434|XP_017129411.1|DELE	LOC6030806|XP_001841695.2|CQUI
OG0005180	LOC108145933|XP_017127126.1|DELE	LOC6030843|XP_001841727.2|CQUI
OG0005181	LOC108145575|XP_017126579.1|DELE	LOC6030846|XP_038115184.1|CQUI
OG0005182	LOC108143495|XP_017123440.1|DELE	LOC6030849|XP_038114778.1|CQUI
OG0005183	LOC108149746|XP_017133023.1|DELE	LOC6030853|XP_038121172.1|CQUI
OG0005184	LOC108149789|XP_017133139.1|DELE	LOC6030855|XP_038114565.1|CQUI
OG0005185	LOC108143416|XP_017123309.1|DELE	LOC6030857|XP_001841739.2|CQUI
OG0005186	LOC108144767|XP_017125363.1|DELE	LOC6030862|XP_038119644.1|CQUI
