Orthogroup	DMEL.longest_only	AAEG.longest_only
OG0005128	Psc|NP_523725.2|DMEL	LOC5574463|XP_001661478.2|AAEG
OG0005129	CG5199|NP_649227.2|DMEL	LOC5573276|XP_021699031.1|AAEG
OG0005130	Pex14|NP_649253.1|DMEL	LOC5573290|XP_001654503.1|AAEG
OG0005131	CG42458|NP_996010.2|DMEL	LOC5572637|XP_021699078.1|AAEG
OG0005132	Pfdn2|NP_729659.1|DMEL	LOC5576420|XP_001656123.2|AAEG
OG0005133	CG14968|NP_647800.1|DMEL	LOC5576069|XP_021699115.1|AAEG
OG0005134	sti|NP_001261768.1|DMEL	LOC5566455|XP_021699127.1|AAEG
OG0005135	CG12025|NP_647671.1|DMEL	LOC5575500|XP_021699128.1|AAEG
OG0005136	dre4|NP_476610.2|DMEL	LOC5575496|XP_021699139.1|AAEG
OG0005137	l_3_mbt|NP_733209.1|DMEL	LOC5575936|XP_021699157.1|AAEG
OG0005138	Eaf6|NP_647981.1|DMEL	LOC5575943|XP_001662295.2|AAEG
OG0005139	CG42269|NP_648019.2|DMEL	LOC5575942|XP_021699168.1|AAEG
OG0005140	eIF3i|NP_523478.1|DMEL	LOC5577291|XP_001656392.1|AAEG
OG0005141	Dg|NP_788363.1|DMEL	LOC5577287|XP_021699177.1|AAEG
OG0005142	h|NP_523977.2|DMEL	LOC5575611|XP_001662100.1|AAEG
OG0005143	Zasp66|NP_729395.2|DMEL	LOC5566151|XP_021699214.1|AAEG
OG0005144	Cpr66D|NP_729400.1|DMEL	LOC5577142|XP_001663232.1|AAEG
OG0005145	Arr2|NP_523976.1|DMEL	LOC5577143|XP_001663234.1|AAEG
OG0005146	CG33288|NP_996136.2|DMEL	LOC5577145|XP_021699227.1|AAEG
OG0005147	barc|NP_649313.1|DMEL	LOC5575476|XP_021699225.1|AAEG
OG0005148	CG4080|NP_648305.1|DMEL	LOC5572944|XP_021699241.1|AAEG
OG0005149	Snx16|NP_611252.1|DMEL	LOC5573012|XP_001654339.2|AAEG
OG0005150	Tcs3|NP_648880.1|DMEL	LOC5573005|XP_001654333.2|AAEG
OG0005151	CG11583|NP_001033989.1|DMEL	LOC5573002|XP_001654329.2|AAEG
OG0005152	CG11586|NP_647881.1|DMEL	LOC5573000|XP_021699260.1|AAEG
OG0005153	CG15011|NP_647879.1|DMEL	LOC5574537|XP_001655190.2|AAEG
OG0005154	ago|NP_523922.1|DMEL	LOC5574535|XP_021699270.1|AAEG
OG0005155	Kah|NP_612040.1|DMEL	LOC5579646|XP_001648105.2|AAEG
OG0005156	Sec15|NP_650942.1|DMEL	LOC5578852|XP_001664059.2|AAEG
OG0005157	Gp150|NP_477049.2|DMEL	LOC5578857|XP_021699346.1|AAEG
OG0005158	LanA|NP_476617.1|DMEL	LOC5571044|XP_001659481.2|AAEG
OG0005159	mbf1|NP_001261952.1|DMEL	LOC5571047|XP_001659486.1|AAEG
OG0005160	CG7484|NP_649000.1|DMEL	LOC5578058|XP_001663680.2|AAEG
OG0005161	CG3257|NP_611887.2|DMEL	LOC5579431|XP_021699390.1|AAEG
OG0005162	CG12106|NP_572536.1|DMEL	LOC5572866|XP_001660625.1|AAEG
OG0005163	Hem|NP_524214.1|DMEL	LOC5575934|XP_021699423.1|AAEG
OG0005164	INPP5E|NP_648566.1|DMEL	LOC5570350|XP_001653179.2|AAEG
OG0005165	Bap170|NP_610216.1|DMEL	LOC5570334|XP_021699477.1|AAEG
OG0005166	hd|NP_649531.1|DMEL	LOC5578485|XP_021699522.1|AAEG
OG0005167	RpII18|NP_524910.1|DMEL	LOC5578487|XP_001663881.1|AAEG
OG0005168	CG7728|NP_648945.1|DMEL	LOC5578491|XP_001663880.2|AAEG
OG0005169	CG14989|NP_001246611.1|DMEL	LOC5578489|XP_001663876.2|AAEG
OG0005170	Gad1|NP_523914.2|DMEL	LOC5575655|XP_001655801.1|AAEG
OG0005171	Faa|NP_524830.2|DMEL	LOC5575654|XP_001655800.2|AAEG
OG0005172	cv-2|NP_524809.2|DMEL	LOC5570721|XP_021699545.1|AAEG
OG0005173	CG3358|NP_724515.1|DMEL	LOC5566073|XP_001650441.1|AAEG
OG0005174	RabX1|NP_524713.1|DMEL	LOC5574454|XP_001661468.1|AAEG
OG0005175	CG3530|NP_726322.1|DMEL	LOC5576998|XP_021699571.1|AAEG
OG0005176	edl|NP_523786.2|DMEL	LOC5576990|XP_021699576.1|AAEG
OG0005177	CG9812|NP_726324.3|DMEL	LOC5576988|XP_001663090.2|AAEG
OG0005178	ZC3H3|NP_648230.1|DMEL	LOC5576987|XP_001663088.2|AAEG
OG0005179	Nelf-E|NP_648241.1|DMEL	LOC5576978|XP_001663073.1|AAEG
OG0005180	CG13917|NP_647628.1|DMEL	LOC5574475|XP_021699621.1|AAEG
OG0005181	CG9992|NP_573121.1|DMEL	LOC5567497|XP_021699634.1|AAEG
OG0005182	Rme-8|NP_610467.1|DMEL	LOC5570864|XP_021699637.1|AAEG
OG0005183	Galphao|NP_724934.1|DMEL	LOC5570867|XP_021699639.1|AAEG
OG0005184	RanBPM|NP_001303342.1|DMEL	LOC5570869|XP_001659381.2|AAEG
OG0005185	CG2063|NP_610475.1|DMEL	LOC5570868|XP_001659382.1|AAEG
OG0005186	nompA|NP_524831.2|DMEL	LOC5570873|XP_021699655.1|AAEG
OG0005187	mim|NP_001188869.1|DMEL	LOC5575624|XP_021699700.1|AAEG
OG0005188	slim|NP_523782.1|DMEL	LOC5575626|XP_001662113.2|AAEG
OG0005189	Vav|NP_001097030.1|DMEL	LOC5576376|XP_021699717.1|AAEG
OG0005190	exex|NP_648164.1|DMEL	LOC5576378|XP_001662601.2|AAEG
OG0005191	CG10311|NP_650536.1|DMEL	LOC5569577|XP_001658640.1|AAEG
OG0005192	Elk|NP_477009.1|DMEL	LOC5569573|XP_021699748.1|AAEG
OG0005193	Drep2|NP_001097238.1|DMEL	LOC5567711|XP_021699757.1|AAEG
OG0005194	Hil|NP_611493.2|DMEL	LOC5569028|XP_021699811.1|AAEG
OG0005195	CG17985|NP_610305.1|DMEL	LOC5569029|XP_001658286.1|AAEG
OG0005196	in|NP_788548.1|DMEL	LOC5569030|XP_021699818.1|AAEG
OG0005197	spag|NP_524664.1|DMEL	LOC5565717|XP_021699825.1|AAEG
OG0005198	mirr|NP_001261778.1|DMEL	LOC5569248|XP_001658394.2|AAEG
OG0005199	eIF2Bgamma|NP_611046.2|DMEL	LOC5574831|XP_001661660.2|AAEG
OG0005200	l_2_k01209|NP_725672.2|DMEL	LOC5574636|XP_001661551.2|AAEG
OG0005201	emp|NP_726504.2|DMEL	LOC5572044|XP_021699940.1|AAEG
OG0005202	CG30496|NP_724595.1|DMEL	LOC5572051|XP_021699955.1|AAEG
OG0005203	Ih|NP_001033948.1|DMEL	LOC5569977|XP_021700033.1|AAEG
OG0005204	homer|NP_001036341.2|DMEL	LOC5574386|XP_021700111.1|AAEG
OG0005205	Pgant2|NP_995625.2|DMEL	LOC5574371|XP_021700118.1|AAEG
OG0005206	AIMP3|NP_660194.1|DMEL	LOC5569120|XP_001652723.2|AAEG
OG0005207	Pdk|NP_001097240.1|DMEL	LOC5569118|XP_001652717.1|AAEG
OG0005208	eve|NP_523670.2|DMEL	LOC5569112|XP_001652711.2|AAEG
OG0005209	yellow-c|NP_523570.3|DMEL	LOC5569110|XP_001652709.2|AAEG
OG0005210	GABA-B-R1|NP_523569.3|DMEL	LOC5569106|XP_021700165.1|AAEG
OG0005211	Rich|NP_649385.1|DMEL	LOC5574370|XP_021700193.1|AAEG
OG0005212	DnaJ-60|NP_523840.1|DMEL	LOC5574364|XP_001661398.1|AAEG
OG0005213	Mcm6|NP_511065.1|DMEL	LOC5580252|XP_001662645.1|AAEG
OG0005214	Megf8|NP_609180.3|DMEL	LOC5564197|XP_021700230.1|AAEG
OG0005215	CG2818|NP_608804.1|DMEL	LOC5564200|XP_021700231.1|AAEG
OG0005216	Rab9|NP_609966.1|DMEL	LOC5570936|XP_001659411.1|AAEG
OG0005217	CG2225|NP_001246127.1|DMEL	LOC5577722|XP_021700248.1|AAEG
OG0005218	CG31886|NP_001097129.1|DMEL	LOC5577721|XP_011493717.1|AAEG
OG0005219	Mys45A|NP_610455.1|DMEL	LOC5571137|XP_021700258.1|AAEG
OG0005220	CG12099|NP_647623.1|DMEL	LOC5571140|XP_001653450.2|AAEG
OG0005221	CG13108|NP_609276.1|DMEL	LOC5571138|XP_021700259.1|AAEG
OG0005222	tweek|NP_001286002.1|DMEL	LOC5571145|XP_021700273.1|AAEG
OG0005223	Bdp1|NP_609643.2|DMEL	LOC110680910|XP_021712389.1|AAEG, LOC5568634|XP_021700310.1|AAEG, LOC110681458|XP_021712909.1|AAEG
OG0005224	Sema1a|NP_001260265.1|DMEL	LOC5575438|XP_021700357.1|AAEG
OG0005225	okr|NP_476661.1|DMEL	LOC5575440|XP_001661961.1|AAEG
OG0005226	Cka|NP_001245936.1|DMEL	LOC5567173|XP_021700382.1|AAEG
OG0005227	CG5861|NP_609789.1|DMEL	LOC5566532|XP_021700389.1|AAEG
OG0005228	Syx5|NP_599132.2|DMEL	LOC5578148|XP_021700391.1|AAEG
OG0005229	dock|NP_722657.1|DMEL	LOC5578157|XP_021700406.1|AAEG
OG0005230	Reps|NP_609487.2|DMEL	LOC5571941|XP_021700411.1|AAEG
OG0005231	net|NP_524820.2|DMEL	LOC5570241|XP_001659017.1|AAEG
OG0005232	Duox|NP_608715.2|DMEL	LOC5569378|XP_021700455.1|AAEG
OG0005233	DCTN5-p25|NP_723893.1|DMEL	LOC5569372|XP_001658449.1|AAEG
OG0005234	tj|NP_001260582.1|DMEL	LOC5569509|XP_001658594.2|AAEG
OG0005235	CG10343|NP_609900.1|DMEL	LOC5568224|XP_001652156.1|AAEG
OG0005236	Psf2|NP_608826.4|DMEL	LOC5568225|XP_001652157.1|AAEG
OG0005237	Traf4|NP_477416.1|DMEL	LOC5568228|XP_001652160.1|AAEG
OG0005238	CG15429|NP_608823.2|DMEL	LOC5580328|XP_001663278.1|AAEG
OG0005239	papi|NP_608657.1|DMEL	LOC5580326|XP_021700498.1|AAEG
OG0005240	CG33303|NP_001260335.1|DMEL	LOC5580330|XP_001663283.1|AAEG
OG0005241	capt|NP_001033870.1|DMEL	LOC5580331|XP_021700501.1|AAEG
OG0005242	CG6443|NP_609443.1|DMEL	LOC5577421|XP_001656500.1|AAEG
OG0005243	drongo|NP_001162848.1|DMEL	LOC5564177|XP_021700513.1|AAEG
OG0005244	kar|NP_001189213.1|DMEL	LOC5578372|XP_021700520.1|AAEG
OG0005245	Ufl1|NP_649690.1|DMEL	LOC5578370|XP_001656941.2|AAEG
OG0005246	CG13690|NP_608521.1|DMEL	LOC5578367|XP_001656938.1|AAEG
OG0005247	pita|NP_611806.3|DMEL	LOC5578363|XP_021700522.1|AAEG
OG0005248	tefu|NP_001036712.1|DMEL	LOC5565620|XP_021700538.1|AAEG
OG0005249	cdm|NP_650682.1|DMEL	LOC5566446|XP_001650815.2|AAEG
OG0005250	CG8671|NP_724324.2|DMEL	LOC5566421|XP_021700547.1|AAEG
OG0005251	CG5381|NP_609379.1|DMEL	LOC5565682|XP_021700571.1|AAEG
OG0005252	brat|NP_001188842.2|DMEL	LOC5565690|XP_021700580.1|AAEG
OG0005253	Dap160|NP_001246118.1|DMEL	LOC5570923|XP_021700599.1|AAEG
OG0005254	CG13082|NP_609984.2|DMEL	LOC5570918|XP_021700625.1|AAEG
OG0005255	CG33116|NP_788074.1|DMEL	LOC5570917|XP_001653396.1|AAEG
OG0005256	CG17883|NP_001036448.1|DMEL	LOC5570929|XP_001653390.1|AAEG
OG0005257	CG13398|NP_609227.1|DMEL	LOC5570912|XP_001653389.1|AAEG
OG0005258	scat|NP_524905.1|DMEL	LOC5570928|XP_021700653.1|AAEG
OG0005259	CG33090|NP_788055.2|DMEL	LOC5570898|XP_021700676.1|AAEG
OG0005260	mTTF|NP_609709.1|DMEL	LOC5572919|XP_001654254.1|AAEG
OG0005261	Cog4|NP_609413.1|DMEL	LOC5572921|XP_001654256.1|AAEG
OG0005262	vri|NP_477191.1|DMEL	LOC5574731|XP_001661622.1|AAEG
OG0005263	Hasp|NP_001137842.2|DMEL	LOC5571729|XP_021700723.1|AAEG
OG0005264	CG14331|NP_001097824.1|DMEL	LOC5571727|XP_001659869.2|AAEG
OG0005265	swm|NP_001260586.1|DMEL	LOC5571428|XP_021700745.1|AAEG
OG0005266	Mtr4|NP_524929.1|DMEL	LOC5571427|XP_021700747.1|AAEG
OG0005267	Arpc5|NP_608693.1|DMEL	LOC5571418|XP_021700756.1|AAEG
OG0005268	Drp1|NP_608694.2|DMEL	LOC5571419|XP_001659672.1|AAEG
OG0005269	CG31689|NP_001259954.1|DMEL	LOC5577780|XP_021700762.1|AAEG
OG0005270	CG6287|NP_609496.1|DMEL	LOC5566353|XP_001650713.1|AAEG
OG0005271	mib2|NP_609933.1|DMEL	LOC5566349|XP_021700773.1|AAEG
OG0005272	hook|NP_476573.1|DMEL	LOC5566328|XP_001650717.1|AAEG
OG0005273	CSN8|NP_723378.2|DMEL	LOC5569673|XP_001652939.1|AAEG
OG0005274	CG4751|NP_609495.1|DMEL	LOC5569676|XP_021700780.1|AAEG
OG0005275	chico|NP_723540.1|DMEL	LOC5569675|XP_021700782.1|AAEG
OG0005276	Drgx|NP_001097075.2|DMEL	LOC5566721|XP_021700793.1|AAEG
OG0005277	cutlet|NP_787969.1|DMEL	LOC5570421|XP_001659131.2|AAEG
OG0005278	CG13436|NP_611498.1|DMEL	LOC5570426|XP_001659130.2|AAEG
OG0005279	Kr-h2|NP_523490.1|DMEL	LOC5570433|XP_021700800.1|AAEG
OG0005280	mtRNApol|NP_608565.1|DMEL	LOC5572646|XP_021700807.1|AAEG
OG0005281	VGlut|NP_001245848.1|DMEL	LOC5572657|XP_001654157.2|AAEG
OG0005282	Madm|NP_649581.1|DMEL	LOC5572662|XP_021700832.1|AAEG
OG0005283	Miro|NP_651205.2|DMEL	LOC5572663|XP_021700837.1|AAEG
OG0005284	bur|NP_620114.3|DMEL	LOC5572671|XP_021700843.1|AAEG
OG0005285	Mcm10|NP_610097.2|DMEL	LOC5564515|XP_001648853.2|AAEG, LOC110680321|XP_021711840.1|AAEG
OG0005286	Pino|NP_722679.1|DMEL	LOC5568761|XP_021700848.1|AAEG
OG0005287	TBC1D23|NP_608569.1|DMEL	LOC5565249|XP_001649589.1|AAEG
OG0005288	CG6055|NP_609122.1|DMEL	LOC5574312|XP_021700858.1|AAEG
OG0005289	gus|NP_001246140.1|DMEL	LOC5574311|XP_011493578.1|AAEG
OG0005290	CG2931|NP_649552.1|DMEL	LOC5573648|XP_021700863.1|AAEG
OG0005291	Drep4|NP_609631.1|DMEL	LOC5565779|XP_001650118.2|AAEG
OG0005292	CG31729|NP_609634.1|DMEL	LOC5565760|XP_021700872.1|AAEG
OG0005293	CG15269|NP_609739.2|DMEL	LOC5565768|XP_001650125.2|AAEG
OG0005294	Pex19|NP_609547.2|DMEL	LOC5565783|XP_001650131.1|AAEG
OG0005295	CG44085|NP_001260440.1|DMEL	LOC5565778|XP_021700882.1|AAEG
OG0005296	Atg17|NP_649573.2|DMEL	LOC5564855|XP_001649174.2|AAEG
OG0005297	d|NP_001188730.1|DMEL	LOC5576295|XP_021700954.1|AAEG
OG0005298	und|NP_477373.1|DMEL	LOC5565353|XP_001649726.1|AAEG
OG0005299	IntS11|NP_651721.1|DMEL	LOC5565386|XP_001649735.1|AAEG
OG0005300	p115|NP_572417.1|DMEL	LOC5565370|XP_001649736.1|AAEG
OG0005301	CG13124|NP_001162923.1|DMEL	LOC5569178|XP_021701035.1|AAEG
OG0005302	CG9003|NP_001097271.1|DMEL	LOC5569184|XP_021701053.1|AAEG
OG0005303	Faf2|NP_477388.1|DMEL	LOC5564504|XP_001648835.1|AAEG
OG0005304	HemK1|NP_609031.2|DMEL	LOC5564507|XP_021701078.1|AAEG
OG0005305	rig|NP_611499.3|DMEL	LOC5564513|XP_021701093.1|AAEG
OG0005306	ppk17|NP_609809.1|DMEL	LOC5566988|XP_001651386.1|AAEG
OG0005307	AstC|NP_523542.1|DMEL	LOC5566967|XP_021701106.1|AAEG
OG0005308	Myo31DF|NP_523538.1|DMEL	LOC5576572|XP_021701109.1|AAEG
OG0005309	CG3277|NP_608762.3|DMEL	LOC5566523|XP_021701119.1|AAEG
OG0005310	Ostgamma|NP_609204.2|DMEL	LOC5566520|XP_001650913.1|AAEG
OG0005311	PICK1|NP_001285881.1|DMEL	LOC110673977|XP_021701146.1|AAEG
OG0005312	Sfmbt|NP_001137821.1|DMEL	LOC5566512|XP_021701152.1|AAEG
OG0005313	Pten|NP_477423.1|DMEL	LOC23687644|XP_021701164.1|AAEG
OG0005314	Wdr81|NP_609535.1|DMEL	LOC5571678|XP_021701168.1|AAEG
OG0005315	MESR3|NP_001260541.1|DMEL	LOC5571668|XP_021701179.1|AAEG
OG0005316	Rcd6|NP_611497.1|DMEL	LOC5571683|XP_021701183.1|AAEG
OG0005317	glu|NP_723996.1|DMEL	LOC5571662|XP_001653748.2|AAEG
OG0005318	Marf1|NP_001246133.1|DMEL	LOC5571658|XP_001653744.2|AAEG
OG0005319	stc|NP_476599.1|DMEL	LOC5571645|XP_001653734.1|AAEG
OG0005320	bwa|NP_001260616.1|DMEL	LOC5571646|XP_021701211.1|AAEG
OG0005321	CG33129|NP_788023.1|DMEL	LOC5567454|XP_021701227.1|AAEG
OG0005322	CG15356|NP_608633.1|DMEL	LOC5574508|XP_001655158.2|AAEG
OG0005323	CG32982|NP_001162916.1|DMEL	LOC5574506|XP_021701270.1|AAEG
OG0005324	IP3K1|NP_609313.2|DMEL	LOC5573849|XP_021701280.1|AAEG
OG0005325	Rrp1|NP_001137776.1|DMEL	LOC5573854|XP_001654881.1|AAEG
OG0005326	CG4036|NP_609314.1|DMEL	LOC5573850|XP_001654880.1|AAEG
OG0005327	CG13101|NP_609264.1|DMEL	LOC5573844|XP_021701284.1|AAEG
OG0005328	sds22|NP_650619.1|DMEL	LOC5568808|XP_021701319.1|AAEG
OG0005329	CG5280|NP_648278.1|DMEL	LOC5568806|XP_021701321.1|AAEG
OG0005330	CG5068|NP_648277.3|DMEL	LOC5568805|XP_001658170.1|AAEG
OG0005331	ND-B17.2|NP_001137770.1|DMEL	LOC110681452|XP_021712903.1|AAEG, LOC5568828|XP_001658194.1|AAEG
OG0005332	phr6-4|NP_477188.1|DMEL	LOC5568829|XP_001658195.1|AAEG
OG0005333	crok|NP_609557.1|DMEL	LOC5564977|XP_021701378.1|AAEG
OG0005334	mRpS7|NP_523537.1|DMEL	LOC5564994|XP_001649336.1|AAEG
OG0005335	CG4627|NP_610846.2|DMEL	LOC5564975|XP_001649335.1|AAEG
OG0005336	CG1671|NP_610526.1|DMEL	LOC5564995|XP_021701383.1|AAEG
OG0005337	Cc2d2a|NP_611229.2|DMEL	LOC5568985|XP_001658270.1|AAEG
OG0005338	Sur|NP_001334732.1|DMEL	LOC5577471|XP_021701403.1|AAEG
OG0005339	ppk10|NP_001033894.1|DMEL	LOC5573493|XP_021701414.1|AAEG
OG0005340	Trp1|NP_723510.1|DMEL	LOC5573492|XP_001660898.2|AAEG
OG0005341	CG8635|NP_610401.1|DMEL	LOC5573494|XP_021701416.1|AAEG
OG0005342	CycY|NP_609519.1|DMEL	LOC5573495|XP_021701417.1|AAEG
OG0005343	CG1620|NP_001260777.1|DMEL	LOC5573500|XP_021701422.1|AAEG
OG0005344	CG13186|NP_610725.1|DMEL	LOC5578762|XP_021701458.1|AAEG
OG0005345	Phf5a|NP_609038.1|DMEL	LOC5578758|XP_001657126.1|AAEG
OG0005346	Gas41|NP_609086.1|DMEL	LOC5576425|XP_001662633.1|AAEG
OG0005347	Naprt|NP_001097077.1|DMEL	LOC5565689|XP_021701522.1|AAEG
OG0005348	Utx|NP_609368.3|DMEL	LOC5577734|XP_021701531.1|AAEG
OG0005349	CG5676|NP_609362.1|DMEL	LOC5565279|XP_001649624.2|AAEG
OG0005350	hgo|NP_523544.2|DMEL	LOC5578315|XP_001663831.2|AAEG
OG0005351	CG7565|NP_648171.1|DMEL	LOC5576176|XP_021701542.1|AAEG
OG0005352	Cnot4|NP_001260343.1|DMEL	LOC5571955|XP_021701545.1|AAEG
OG0005353	CG5742|NP_001261069.1|DMEL	LOC5568247|XP_021701564.1|AAEG
OG0005354	lilli|NP_523464.1|DMEL	LOC5568244|XP_021701574.1|AAEG
OG0005355	smo|NP_523443.1|DMEL	LOC5568238|XP_001657927.2|AAEG
OG0005356	CG3625|NP_608514.1|DMEL	LOC5568230|XP_001657926.1|AAEG
OG0005357	CG7149|NP_609149.3|DMEL	LOC5568233|XP_021701597.1|AAEG
OG0005358	CG43322|NP_609092.1|DMEL	LOC5565119|XP_001649466.1|AAEG
OG0005359	Nup214|NP_652039.2|DMEL	LOC5565120|XP_001649467.1|AAEG
OG0005360	CG3902|NP_649069.2|DMEL	LOC5569333|XP_001658431.1|AAEG
OG0005361	CG6700|NP_609459.1|DMEL	LOC5569340|XP_001658437.2|AAEG
OG0005362	CG34159|NP_001097137.1|DMEL	LOC5580260|XP_001656144.1|AAEG
OG0005363	sip1|NP_524725.2|DMEL	LOC5570638|XP_001659237.1|AAEG
OG0005364	CG15651|NP_611531.2|DMEL	LOC5574679|XP_021701639.1|AAEG
OG0005365	dia|NP_001246113.1|DMEL	LOC5565517|XP_021701663.1|AAEG
OG0005366	cad|NP_001260641.1|DMEL	LOC5564673|XP_021701665.1|AAEG, LOC110681414|XP_021712846.1|AAEG
OG0005367	vari|NP_724288.3|DMEL	LOC5572617|XP_021701676.1|AAEG
OG0005368	pasi2|NP_649883.1|DMEL	LOC5572622|XP_001660487.1|AAEG
OG0005369	CG17652|NP_608617.1|DMEL	LOC5572624|XP_001660489.1|AAEG
OG0005370	Ge-1|NP_609486.2|DMEL	LOC5572625|XP_021701680.1|AAEG
OG0005371	CG16854|NP_001245974.1|DMEL	LOC5572626|XP_021701682.1|AAEG
OG0005372	topi|NP_649945.1|DMEL	LOC5578314|XP_021701686.1|AAEG, LOC110676930|XP_021702499.1|AAEG
OG0005373	CG12567|NP_001015384.1|DMEL	LOC5577186|XP_001663274.1|AAEG
OG0005374	LSm7|NP_609807.1|DMEL	LOC5577183|XP_021701716.1|AAEG
OG0005375	ChLD3|NP_609806.1|DMEL	LOC5577181|XP_001663269.2|AAEG
OG0005376	IA-2|NP_608562.4|DMEL	LOC5566917|XP_021701720.1|AAEG
OG0005377	alphaCOP|NP_477395.1|DMEL	LOC5577214|XP_001663309.2|AAEG
OG0005378	robo2|NP_001259868.1|DMEL	LOC5574148|XP_021701765.1|AAEG
OG0005379	CG34174|NP_001097057.1|DMEL	LOC5568492|XP_001658081.1|AAEG
OG0005380	robo3|NP_608592.2|DMEL	LOC5568493|XP_021701770.1|AAEG
OG0005381	CG5758|NP_609866.1|DMEL	LOC5571212|XP_021701780.1|AAEG
OG0005382	sky|NP_001260649.1|DMEL	LOC5573096|XP_021701785.1|AAEG
OG0005383	CG7564|NP_648991.1|DMEL	LOC5571560|XP_021701830.1|AAEG
OG0005384	CG17931|NP_732133.1|DMEL	LOC23687965|XP_011493374.1|AAEG
OG0005385	CG16868|NP_611469.1|DMEL	LOC5569392|XP_021701841.1|AAEG
OG0005386	CngA|NP_001188960.1|DMEL	LOC5569051|XP_021701845.1|AAEG
OG0005387	how|NP_001262822.1|DMEL	LOC5569043|XP_021701852.1|AAEG
OG0005388	CG7382|NP_608929.1|DMEL	LOC5579491|XP_001647790.2|AAEG
OG0005389	CG6686|NP_723700.1|DMEL	LOC5564617|XP_021701917.1|AAEG
OG0005390	CG44001|NP_608900.3|DMEL	LOC110673993|XP_021702005.1|AAEG
OG0005391	CG33995|NP_001033875.1|DMEL	LOC110676864|XP_021702006.1|AAEG
OG0005392	Rpb11|NP_609836.1|DMEL	LOC5578426|XP_021702014.1|AAEG
OG0005393	CG8031|NP_650252.1|DMEL	LOC5580153|XP_001661638.1|AAEG
OG0005394	Lrch|NP_609834.2|DMEL	LOC5579065|XP_021702016.1|AAEG
OG0005395	CG10211|NP_609883.1|DMEL	LOC5563795|XP_021702023.1|AAEG
OG0005396	Btk29A|NP_001097121.1|DMEL	LOC5563771|XP_021702037.1|AAEG
OG0005397	wol|NP_609202.1|DMEL	LOC5576963|XP_021702043.1|AAEG
OG0005398	7B2|NP_001014608.1|DMEL	LOC5573386|XP_001654557.1|AAEG
OG0005399	CG42326|NP_001286200.1|DMEL	LOC5573405|XP_021702086.1|AAEG
OG0005400	CG8172|NP_001097235.2|DMEL	LOC5572014|XP_021702113.1|AAEG
OG0005401	CG14275|NP_609211.1|DMEL	LOC5573077|XP_021702137.1|AAEG
OG0005402	CG7781|NP_609210.1|DMEL	LOC5573072|XP_021702139.1|AAEG
OG0005403	Mettl14|NP_609205.1|DMEL	LOC5573075|XP_021702143.1|AAEG
OG0005404	CG7810|NP_609206.1|DMEL	LOC5567717|XP_001657636.1|AAEG
OG0005405	CG4329|NP_611687.1|DMEL	LOC5567312|XP_001651747.1|AAEG
OG0005406	fj|NP_477483.1|DMEL	LOC5573822|XP_021702169.1|AAEG
OG0005407	Gmer|NP_611734.1|DMEL	LOC5570836|XP_001653344.1|AAEG
OG0005408	CG3792|NP_608889.1|DMEL	LOC5570821|XP_001653333.1|AAEG
OG0005409	CG14535|NP_609156.1|DMEL	LOC5578647|XP_021702211.1|AAEG
OG0005410	Tfb5|NP_001137791.2|DMEL	LOC5580319|XP_021702227.1|AAEG
OG0005411	Cpr49Af|NP_610775.1|DMEL	LOC5577608|XP_001656602.1|AAEG
OG0005412	CG8520|NP_610780.1|DMEL	LOC5577612|XP_021702239.1|AAEG
OG0005413	CG13319|NP_610825.2|DMEL	LOC5577616|XP_021702241.1|AAEG
OG0005414	CG11699|NP_572728.1|DMEL	LOC5577619|XP_001656613.1|AAEG
OG0005415	Usp7|NP_572779.2|DMEL	LOC23687579|XP_021702256.1|AAEG
OG0005416	Drat|NP_610293.3|DMEL	LOC5575162|XP_021702288.1|AAEG
OG0005417	CG5131|NP_609845.1|DMEL	LOC5575147|XP_001655524.2|AAEG
OG0005418	IKKepsilon|NP_724278.1|DMEL	LOC5566387|XP_021702308.1|AAEG
OG0005419	TfIIB|NP_476888.1|DMEL	LOC5566397|XP_001650763.1|AAEG
OG0005420	sens-2|NP_723223.1|DMEL	LOC5569444|XP_021702398.1|AAEG
OG0005421	CG6785|NP_609538.2|DMEL	LOC5577296|XP_021702407.1|AAEG
OG0005422	Usp39|NP_573334.1|DMEL	LOC5572459|XP_001660405.1|AAEG
OG0005423	Oatp30B|NP_723463.1|DMEL	LOC5572461|XP_021702480.1|AAEG
OG0005424	insc|NP_477024.1|DMEL	LOC5565327|XP_001649673.2|AAEG
OG0005425	Tob|NP_573104.1|DMEL	LOC5565301|XP_021702494.1|AAEG
OG0005426	hig|NP_724773.1|DMEL	LOC5565317|XP_021702536.1|AAEG
OG0005427	CG17572|NP_609941.2|DMEL	LOC5566801|XP_001651209.2|AAEG
OG0005428	PDZ-GEF|NP_609012.2|DMEL	LOC5566803|XP_021702556.1|AAEG
OG0005429	frj|NP_609029.1|DMEL	LOC5566805|XP_021702566.1|AAEG
OG0005430	Rchy1|NP_609030.1|DMEL	LOC5566806|XP_021702568.1|AAEG
OG0005431	tio|NP_001260679.1|DMEL	LOC5569488|XP_021702620.1|AAEG
OG0005432	RpL5|NP_001036387.1|DMEL	LOC5564556|XP_001648896.1|AAEG
OG0005433	Vajk4|NP_611205.1|DMEL	LOC110676948|XP_021702633.1|AAEG
OG0005434	Clamp|NP_001014498.1|DMEL	LOC5577430|XP_021702661.1|AAEG
