Orthogroup	DMEL.longest_only	ASTE.longest_only
OG0004483	CG5339|NP_611846.1|DMEL	LOC118507439|XP_035901810.1|ASTE
OG0004484	Hr83|NP_649647.1|DMEL	LOC118502435|XP_035890556.1|ASTE
OG0004485	Gr2a|NP_001162633.1|DMEL	LOC118513932|XP_035916196.1|ASTE
OG0004486	UQCR-6.4|NP_611233.1|DMEL	LOC118503530|XP_035892809.1|ASTE
OG0004487	Papst2|NP_648954.1|DMEL	LOC118509838|XP_035906923.1|ASTE
OG0004488	ppk25|NP_995766.1|DMEL	LOC118512905|XP_035913923.1|ASTE
OG0004504	CkIIalpha|NP_001036624.1|DMEL	LOC118512851|XP_035913814.1|ASTE
OG0004505	Abi|NP_001247091.1|DMEL	LOC118504954|XP_035895970.1|ASTE
OG0004506	CG4849|NP_651605.1|DMEL	LOC118505903|XP_035898253.1|ASTE
OG0004507	CG18048|NP_649646.3|DMEL	LOC118507824|XP_035902819.1|ASTE
OG0004508	beat-VII|NP_733162.2|DMEL	LOC118505151|XP_035896426.1|ASTE
OG0004509	PCID2|NP_648486.1|DMEL	LOC118509882|XP_035907014.1|ASTE
OG0004510	Rok|NP_536796.2|DMEL	LOC118510438|XP_035908116.1|ASTE
OG0004511	tnc|NP_651318.3|DMEL	LOC118503740|XP_035893265.1|ASTE
OG0004512	PlexA|NP_524637.2|DMEL	LOC118509647|XP_035906461.1|ASTE
OG0004513	onecut|NP_524842.2|DMEL	LOC118509547|XP_035906194.1|ASTE
OG0004514	Asator|NP_651924.2|DMEL	LOC118509504|XP_035906059.1|ASTE
OG0004515	yl|NP_996433.1|DMEL	LOC118505960|XP_035898391.1|ASTE, LOC118505966|XP_035898405.1|ASTE
OG0004516	Rab40|NP_727611.1|DMEL	LOC118506369|XP_035899289.1|ASTE
OG0004517	CG7766|NP_001245588.1|DMEL	LOC118516111|XP_035917992.1|ASTE
OG0004518	tay|NP_001259585.1|DMEL	LOC118511362|XP_035910221.1|ASTE
OG0004519	eEF1gamma|NP_652000.1|DMEL	LOC118503877|XP_035893523.1|ASTE
OG0004520	Rhp|NP_511168.3|DMEL	LOC118506911|XP_035900602.1|ASTE
OG0004521	mle|NP_476641.1|DMEL	LOC118514364|XP_035917098.1|ASTE
OG0004522	Rbm13|NP_572508.1|DMEL	LOC118505531|XP_035897338.1|ASTE, LOC118507443|XP_035901821.1|ASTE
OG0004523	CG12054|NP_651853.1|DMEL	LOC118517498|XP_035919598.1|ASTE
OG0004524	Spg7|NP_570017.1|DMEL	LOC118517453|XP_035919503.1|ASTE
OG0004525	Nadsyn|NP_572913.1|DMEL	LOC118505287|XP_035896765.1|ASTE
OG0004526	ovo|NP_726971.1|DMEL	LOC118505219|XP_035896634.1|ASTE
OG0004527	eIF2Bbeta|NP_570020.1|DMEL	LOC118511411|XP_035910361.1|ASTE
OG0004528	CG15456|NP_652292.1|DMEL	LOC118517511|XP_035919629.1|ASTE
OG0004529	CG42699|NP_572263.2|DMEL	LOC118505741|XP_035897831.1|ASTE
OG0004530	CDC50|NP_573128.2|DMEL	LOC118509983|XP_035907257.1|ASTE, LOC118516190|XP_035918001.1|ASTE
OG0004531	CG13847|NP_651043.2|DMEL	LOC118515705|XP_035917943.1|ASTE
OG0004532	HDAC6|NP_001259569.1|DMEL	LOC118511449|XP_035910453.1|ASTE
OG0004533	CG2200|NP_572852.1|DMEL	LOC118505536|XP_035897354.1|ASTE
OG0004534	RpLP2|NP_523764.1|DMEL	LOC118506860|XP_035900483.1|ASTE
OG0004535	st|NP_524108.1|DMEL	LOC118502977|XP_035891687.1|ASTE
OG0004536	RhoGAP19D|NP_001285496.1|DMEL	LOC118505862|XP_035898142.1|ASTE
OG0004537	iav|NP_572353.1|DMEL	LOC118510444|XP_035908136.1|ASTE
OG0004538	CG5504|NP_995932.1|DMEL	LOC118512077|XP_035911908.1|ASTE
OG0004539	DPCoAC|NP_650891.1|DMEL	LOC118510196|XP_035907616.1|ASTE
OG0004540	BTBD9|NP_572649.1|DMEL	LOC118510111|XP_035907467.1|ASTE
OG0004541	Pcl|NP_476672.1|DMEL	LOC118503260|XP_035892197.1|ASTE
OG0004542	su_r_|NP_727320.1|DMEL	LOC118503252|XP_035892187.1|ASTE
OG0004543	CG42749|NP_001188545.1|DMEL	LOC118510647|XP_035908651.1|ASTE
OG0004544	ebo|NP_001284739.1|DMEL	LOC118510456|XP_035908184.1|ASTE
OG0004545	CG5380|NP_651029.1|DMEL	LOC118503842|XP_035893444.1|ASTE
OG0004546	fsd|NP_610851.2|DMEL	LOC118502909|XP_035891525.1|ASTE
OG0004547	eIF2Bepsilon|NP_569961.2|DMEL	LOC118509602|XP_035906290.1|ASTE, LOC118516338|XP_035918042.1|ASTE, LOC118509917|XP_035907121.1|ASTE
OG0004548	CG32536|NP_728237.1|DMEL	LOC118517711|XP_035920053.1|ASTE
OG0004549	Hmt4-20|NP_569853.1|DMEL	LOC118509186|XP_035905351.1|ASTE
OG0004550	Tbh|NP_788884.1|DMEL	LOC118512559|XP_035913045.1|ASTE
OG0004551	MED8|NP_722456.1|DMEL	LOC118510381|XP_035908020.1|ASTE
OG0004552	wupA|NP_728142.1|DMEL	LOC118512793|XP_035913610.1|ASTE
OG0004553	Cdc6|NP_648247.1|DMEL	LOC118512729|XP_035913482.1|ASTE
OG0004554	crm|NP_477105.2|DMEL	LOC118503097|XP_035891892.1|ASTE
OG0004555	Syx4|NP_525057.2|DMEL	LOC118503082|XP_035891861.1|ASTE
OG0004556	CG7332|NP_573338.1|DMEL	LOC118510616|XP_035908535.1|ASTE
OG0004558	Cluap1|NP_608470.1|DMEL	LOC118507057|XP_035900916.1|ASTE
OG0004559	SdhD|NP_651181.1|DMEL	LOC118505786|XP_035897994.1|ASTE
OG0004560	eIF4B|NP_001015319.1|DMEL	LOC118511620|XP_035910815.1|ASTE
OG0004561	CG14853|NP_650376.1|DMEL	LOC118508577|XP_035904378.1|ASTE
OG0004562	CG6972|NP_001303445.1|DMEL	LOC118517460|XP_035919515.1|ASTE
OG0004563	CG6125|NP_732032.1|DMEL	LOC118517454|XP_035919505.1|ASTE
OG0004564	CG4770|NP_650848.1|DMEL	LOC118517455|XP_035919506.1|ASTE
OG0004565	CG3631|NP_731951.2|DMEL	LOC118512656|XP_035913272.1|ASTE
OG0004566	CG2124|NP_572638.1|DMEL	LOC118517468|XP_035919534.1|ASTE
OG0004567	UbcE2H|NP_572438.1|DMEL	LOC118512884|XP_035913882.1|ASTE
OG0004568	Nmdar2|NP_001014714.1|DMEL	LOC118512263|XP_035912332.1|ASTE
OG0004569	CG32944|NP_788574.3|DMEL	LOC118502844|XP_035891433.1|ASTE
OG0004570	Khc|NP_476590.1|DMEL	LOC118517452|XP_035919499.1|ASTE
OG0004571	Pgant7|NP_573301.2|DMEL	LOC118505158|XP_035896449.1|ASTE
OG0004572	CG15432|NP_608832.1|DMEL	LOC118510341|XP_035907909.1|ASTE
OG0004573	CG7702|NP_650740.1|DMEL	LOC118517366|XP_035919277.1|ASTE
OG0004574	MCTS1|NP_572288.1|DMEL	LOC118502582|XP_035890817.1|ASTE
OG0004575	CG5937|NP_001096888.2|DMEL	LOC118510256|XP_035907737.1|ASTE
OG0004576	COX7A|NP_001246986.1|DMEL	LOC118505368|XP_035896966.1|ASTE
OG0004577	CG9588|NP_650301.1|DMEL	LOC118503476|XP_035892672.1|ASTE
OG0004578	Dlic|NP_572694.1|DMEL	LOC118517508|XP_035919623.1|ASTE
OG0004580	CG34309|NP_001097771.1|DMEL	LOC118506950|XP_035900661.1|ASTE
OG0004581	Sra-1|NP_650447.1|DMEL	LOC118511142|XP_035909804.1|ASTE
OG0004582	Ptx1|NP_001138130.2|DMEL	LOC118512391|XP_035912703.1|ASTE
OG0004583	CG12121|NP_572545.1|DMEL	LOC118504324|XP_035894549.1|ASTE
OG0004584	U3-55K|NP_001014529.1|DMEL	LOC118509702|XP_035906672.1|ASTE
OG0004585	Capa|NP_524552.1|DMEL	LOC118517378|XP_035919294.1|ASTE
OG0004586	CG4041|NP_572197.4|DMEL	LOC118517502|XP_035919608.1|ASTE
OG0004587	chp|NP_001263137.1|DMEL	LOC118508911|XP_035904668.1|ASTE
OG0004588	CG1542|NP_651850.1|DMEL	LOC118504096|XP_035894072.1|ASTE
OG0004589	l_1_G0196|NP_001097041.2|DMEL	LOC118510994|XP_035909405.1|ASTE
OG0004590	kay|NP_001027577.2|DMEL	LOC118504772|XP_035895598.1|ASTE
OG0004591	yata|NP_651722.1|DMEL	LOC118504725|XP_035895463.1|ASTE
OG0004592	CG1461|NP_572953.1|DMEL	LOC118517305|XP_035919186.1|ASTE
OG0004593	sicily|NP_572765.1|DMEL	LOC118517316|XP_035919192.1|ASTE
OG0004594	Nrg|NP_001245581.1|DMEL	LOC118507656|XP_035902366.1|ASTE
OG0004595	Ahcy|NP_511164.2|DMEL	LOC118508283|XP_035903861.1|ASTE
OG0004596	ase|NP_476694.1|DMEL	LOC118507892|XP_035903027.1|ASTE
OG0004597	Spt7|NP_573248.2|DMEL	LOC118507125|XP_035901029.1|ASTE
OG0004598	Mo25|NP_524117.1|DMEL	LOC118507880|XP_035902984.1|ASTE, LOC118504638|XP_035895259.1|ASTE
OG0004599	Spindly|NP_608791.2|DMEL	LOC118513893|XP_035916100.1|ASTE
OG0004600	Tango10|NP_572743.1|DMEL	LOC118507283|XP_035901510.1|ASTE
OG0004601	dy|NP_511130.2|DMEL	LOC118507350|XP_035901654.1|ASTE
OG0004602	ATPsyndelta|NP_572610.1|DMEL	LOC118511311|XP_035910117.1|ASTE
OG0004603	cold|NP_608536.1|DMEL	LOC118508968|XP_035904816.1|ASTE
OG0004604	CG12056|NP_572535.1|DMEL	LOC118504793|XP_035895665.1|ASTE
OG0004605	mgl|NP_001096924.2|DMEL	LOC118517359|XP_035919266.1|ASTE
OG0004606	Ask1|NP_477089.3|DMEL	LOC118517445|XP_035919472.1|ASTE
OG0004607	fd3F|NP_001356931.1|DMEL	LOC118511252|XP_035909997.1|ASTE
OG0004608	Nup153|NP_001097002.1|DMEL	LOC118508972|XP_035904846.1|ASTE, LOC118506529|XP_035899682.1|ASTE
OG0004609	CG4239|NP_573122.1|DMEL	LOC118504417|XP_035894748.1|ASTE
OG0004610	CG2246|NP_001189321.1|DMEL	LOC118517483|XP_035919571.1|ASTE
OG0004611	aralar1|NP_001247368.1|DMEL	LOC118517622|XP_035919821.1|ASTE
OG0004612	CG2224|NP_651796.1|DMEL	LOC118517659|XP_035919917.1|ASTE
OG0004613	CG6218|NP_650448.1|DMEL	LOC118506999|XP_035900781.1|ASTE
OG0004614	DNAlig4|NP_572907.1|DMEL	LOC118502805|XP_035891329.1|ASTE
OG0004615	ec|NP_001096877.1|DMEL	LOC118507366|XP_035901683.1|ASTE
OG0004616	Ost48|NP_511096.2|DMEL	LOC118516420|XP_035918180.1|ASTE, LOC118509548|XP_035906191.1|ASTE
OG0004617	CG9328|NP_610059.1|DMEL	LOC118508112|XP_035903501.1|ASTE
OG0004619	CG13409|NP_651004.1|DMEL	LOC118517451|XP_035919498.1|ASTE
OG0004620	Nsun5|NP_650787.1|DMEL	LOC118516429|XP_035918198.1|ASTE
OG0004621	CG6962|NP_650124.1|DMEL	LOC118510544|XP_035908406.1|ASTE
OG0004622	CG15803|NP_001287388.1|DMEL	LOC118511488|XP_035910535.1|ASTE
OG0004623	Naa40|NP_651715.1|DMEL	LOC118512617|XP_035913191.1|ASTE
OG0004624	Pcmt|NP_536756.1|DMEL	LOC118517474|XP_035919546.1|ASTE
OG0004625	Rab3-GEF|NP_001259560.1|DMEL	LOC118505940|XP_035898359.1|ASTE
OG0004626	sdk|NP_001284756.1|DMEL	LOC118504916|XP_035895884.1|ASTE
OG0004627	ens|NP_001097498.1|DMEL	LOC118507611|XP_035902181.1|ASTE
OG0004628	Scgdelta|NP_525039.1|DMEL	LOC118509744|XP_035906771.1|ASTE
OG0004629	CG7530|NP_650387.1|DMEL	LOC118502814|XP_035891357.1|ASTE
OG0004630	CG34133|NP_001036772.2|DMEL	LOC118502796|XP_035891300.1|ASTE
OG0004632	fray|NP_001303449.2|DMEL	LOC118510112|XP_035907469.1|ASTE
OG0004634	Obp99a|NP_651707.1|DMEL	LOC118504570|XP_035895083.1|ASTE
OG0004635	CG42797|NP_572574.2|DMEL	LOC118517407|XP_035919374.1|ASTE
OG0004636	CG34401|NP_001356949.1|DMEL	LOC118503995|XP_035893840.1|ASTE
OG0004637	RhoGAP1A|NP_001284725.1|DMEL	LOC118508235|XP_035903740.1|ASTE
OG0004639	Cpr97Eb|NP_651530.1|DMEL	LOC118517374|XP_035919286.1|ASTE
OG0004640	CG14257|NP_651528.2|DMEL	LOC118517376|XP_035919288.1|ASTE
OG0004641	CG15743|NP_572869.1|DMEL	LOC118506482|XP_035899557.1|ASTE
OG0004642	CG3335|NP_648337.1|DMEL	LOC118511999|XP_035911634.1|ASTE
OG0004644	mRpS14|NP_728245.1|DMEL	LOC118513350|XP_035914875.1|ASTE
OG0004645	Tspo|NP_608531.1|DMEL	LOC118510337|XP_035907895.1|ASTE
OG0004646	Chchd3|NP_651838.1|DMEL	LOC118510689|XP_035908758.1|ASTE
OG0004647	dah|NP_511162.1|DMEL	LOC118503353|XP_035892438.1|ASTE
OG0004648	Nup35|NP_573314.1|DMEL	LOC118512472|XP_035912853.1|ASTE
OG0004649	be|NP_727817.1|DMEL	LOC118503454|XP_035892622.1|ASTE
OG0004650	Csl4|NP_609492.1|DMEL	LOC118517116|XP_035918873.1|ASTE, LOC118513792|XP_035915871.1|ASTE
OG0004651	Hmx|NP_001262674.1|DMEL	LOC118517480|XP_035919554.1|ASTE
OG0004652	BOD1|NP_001263031.1|DMEL	LOC118505560|XP_035897404.1|ASTE
OG0004653	DNApol-eta|NP_649371.2|DMEL	LOC118506470|XP_035899540.1|ASTE
OG0004654	daed|NP_608655.3|DMEL	LOC118505567|XP_035897417.1|ASTE
OG0004655	CG13601|NP_001262890.1|DMEL	LOC118506486|XP_035899559.1|ASTE
OG0004656	betaCOP|NP_523400.1|DMEL	LOC118506479|XP_035899552.1|ASTE
OG0004657	HHEX|NP_650938.2|DMEL	LOC118506494|XP_035899581.1|ASTE
OG0004658	CG6293|NP_649994.1|DMEL	LOC118508281|XP_035903815.1|ASTE
OG0004659	Sec13|NP_651977.1|DMEL	LOC118508291|XP_035903829.1|ASTE
OG0004660	CG7071|NP_651027.1|DMEL	LOC118505236|XP_035896668.1|ASTE
OG0004661	l_3_07882|NP_652040.2|DMEL	LOC118504446|XP_035894831.1|ASTE
OG0004662	Der-2|NP_650553.1|DMEL	LOC118506392|XP_035899332.1|ASTE
OG0004664	spoon|NP_726992.2|DMEL	LOC118504548|XP_035895043.1|ASTE
OG0004665	CG15239|NP_570081.2|DMEL	LOC118504552|XP_035895053.1|ASTE
OG0004666	MED6|NP_001163577.1|DMEL	LOC118512031|XP_035911716.1|ASTE
OG0004667	RpS29|NP_649946.1|DMEL	LOC118505608|XP_035897533.1|ASTE
OG0004668	acj6|NP_524876.1|DMEL	LOC118504550|XP_035895046.1|ASTE
OG0004669	nop5|NP_477412.1|DMEL	LOC118504549|XP_035895045.1|ASTE
OG0004670	Tsp96F|NP_001262976.1|DMEL	LOC118506364|XP_035899276.1|ASTE
OG0004671	CG18549|NP_650203.3|DMEL	LOC118504138|XP_035894128.1|ASTE
OG0004672	Cad88C|NP_731930.3|DMEL	LOC118505603|XP_035897524.1|ASTE
OG0004673	sip3|NP_651894.3|DMEL	LOC118508285|XP_035903818.1|ASTE
OG0004674	Mlc1|NP_476639.1|DMEL	LOC118505590|XP_035897460.1|ASTE
OG0004675	Mtl|NP_524533.1|DMEL	LOC118505589|XP_035897459.1|ASTE
OG0004676	Gasp|NP_649611.2|DMEL	LOC118502734|XP_035891189.1|ASTE
OG0004677	Rox8|NP_732945.1|DMEL	LOC118508492|XP_035904212.1|ASTE
OG0004678	spas|NP_732941.2|DMEL	LOC118508482|XP_035904191.1|ASTE
OG0004679	CG6026|NP_650778.2|DMEL	LOC118502920|XP_035891548.1|ASTE
OG0004680	lute|NP_001262663.1|DMEL	LOC118506377|XP_035899300.1|ASTE
OG0004681	stck|NP_731242.1|DMEL	LOC118506806|XP_035900350.1|ASTE
OG0004682	mRpL27|NP_787971.1|DMEL	LOC118508306|XP_035903857.1|ASTE
OG0004683	pic|NP_650257.1|DMEL	LOC118508296|XP_035903838.1|ASTE
OG0004684	CG8507|NP_649950.1|DMEL	LOC118504302|XP_035894492.1|ASTE
OG0004685	FipoQ|NP_733291.1|DMEL	LOC118507554|XP_035902035.1|ASTE
OG0004686	CG11975|NP_649853.1|DMEL	LOC118502964|XP_035891621.1|ASTE
OG0004687	Dr|NP_477324.1|DMEL	LOC118507546|XP_035902019.1|ASTE
OG0004688	pug|NP_731489.2|DMEL	LOC118504372|XP_035894671.1|ASTE
OG0004689	CG10254|NP_651170.1|DMEL	LOC118505417|XP_035897064.1|ASTE
OG0004690	Taf1|NP_001246952.1|DMEL	LOC118502542|XP_035890708.1|ASTE
OG0004691	alpha-Man-Ib|NP_651667.1|DMEL	LOC118502543|XP_035890711.1|ASTE
OG0004692	CG33111|NP_788725.1|DMEL	LOC118502546|XP_035890715.1|ASTE
OG0004693	CG34355|NP_001247269.1|DMEL	LOC118502547|XP_035890716.1|ASTE
OG0004694	Clbn|NP_001163721.1|DMEL	LOC118504987|XP_035896047.1|ASTE
OG0004695	Tusp|NP_001263014.1|DMEL	LOC118505113|XP_035896308.1|ASTE
OG0004696	CG15696|NP_650921.1|DMEL	LOC118506783|XP_035900289.1|ASTE
OG0004697	CG8924|NP_573091.1|DMEL	LOC118508448|XP_035904137.1|ASTE
OG0004698	Sap30|NP_573162.1|DMEL	LOC118517174|XP_035918975.1|ASTE, LOC118505254|XP_035896703.1|ASTE
OG0004699	CG14688|NP_001097740.1|DMEL	LOC118503593|XP_035892939.1|ASTE
OG0004700	Suv3|NP_649452.3|DMEL	LOC118508001|XP_035903267.1|ASTE
OG0004701	Rab11|NP_477170.1|DMEL	LOC118507481|XP_035901882.1|ASTE
OG0004702	GluProRS|NP_524471.2|DMEL	LOC118504478|XP_035894882.1|ASTE
OG0004703	CG10184|NP_651161.1|DMEL	LOC118507527|XP_035901986.1|ASTE
OG0004704	asp|NP_524488.3|DMEL	LOC118507850|XP_035902874.1|ASTE
OG0004705	CG18542|NP_649928.1|DMEL, CG32939|NP_788618.1|DMEL	LOC118503571|XP_035892898.1|ASTE
OG0004706	ERR|NP_648183.3|DMEL	LOC118505064|XP_035896236.1|ASTE, LOC118517192|XP_035919031.1|ASTE
OG0004707	Rat1|NP_609082.1|DMEL	LOC118502839|XP_035891414.1|ASTE
OG0004708	EMC1|NP_649747.1|DMEL	LOC118504903|XP_035895864.1|ASTE
OG0004709	tsl|NP_524440.2|DMEL	LOC118503568|XP_035892883.1|ASTE
OG0004710	Afti|NP_001356916.1|DMEL	LOC118503563|XP_035892865.1|ASTE
OG0004711	ro|NP_524521.1|DMEL	LOC118502868|XP_035891468.1|ASTE
OG0004712	CG10841|NP_650299.1|DMEL	LOC118502848|XP_035891441.1|ASTE
OG0004713	Myo95E|NP_001027208.1|DMEL	LOC118503370|XP_035892457.1|ASTE
OG0004714	twin|NP_732964.1|DMEL	LOC118503374|XP_035892464.1|ASTE
OG0004715	l_2_34Fd|NP_609711.1|DMEL	LOC118513692|XP_035915709.1|ASTE
OG0004716	Root|NP_651216.2|DMEL	LOC118508573|XP_035904367.1|ASTE
OG0004717	RhoU|NP_001036266.1|DMEL	LOC118502710|XP_035891148.1|ASTE
OG0004718	CG15412|NP_001259996.1|DMEL	LOC118502711|XP_035891151.1|ASTE
OG0004719	cindr|NP_001263129.1|DMEL	LOC118506355|XP_035899257.1|ASTE
OG0004720	CG13603|NP_651200.1|DMEL	LOC118506356|XP_035899260.1|ASTE
OG0004721	mino|NP_651597.1|DMEL	LOC118507522|XP_035901976.1|ASTE
OG0004722	stg|NP_524547.1|DMEL	LOC118502694|XP_035891103.1|ASTE
OG0004723	CG9578|NP_608377.1|DMEL	LOC118504977|XP_035896013.1|ASTE
OG0004724	CG7718|NP_650751.3|DMEL	LOC118504974|XP_035896001.1|ASTE
OG0004725	T48|NP_524522.2|DMEL	LOC118505011|XP_035896092.1|ASTE
OG0004726	CG5639|NP_651570.1|DMEL	LOC118507877|XP_035902981.1|ASTE
OG0004727	CG10175|NP_001287487.1|DMEL	LOC118506905|XP_035900585.1|ASTE
OG0004728	CG12267|NP_650207.1|DMEL	LOC118506915|XP_035900603.1|ASTE
OG0004729	CG11103|NP_001033842.2|DMEL	LOC118504280|XP_035894448.1|ASTE
OG0004730	Aatf|NP_609066.1|DMEL	LOC118512956|XP_035914072.1|ASTE
OG0004731	Smu1|NP_650766.1|DMEL	LOC118506465|XP_035899532.1|ASTE
OG0004732	knk|NP_649981.1|DMEL	LOC118503288|XP_035892270.1|ASTE
OG0004733	m-cup|NP_650607.1|DMEL	LOC118503287|XP_035892269.1|ASTE
OG0004734	CG6678|NP_650996.1|DMEL	LOC118503283|XP_035892263.1|ASTE
OG0004735	RhoGAP100F|NP_001163786.1|DMEL	LOC118502670|XP_035891035.1|ASTE
OG0004736	spg|NP_733258.4|DMEL	LOC118503296|XP_035892283.1|ASTE
OG0004737	hkb|NP_524221.1|DMEL	LOC118503612|XP_035892980.1|ASTE
OG0004738	CG1090|NP_649459.4|DMEL	LOC118503026|XP_035891743.1|ASTE
OG0004739	RanBP3|NP_651178.1|DMEL	LOC118503032|XP_035891756.1|ASTE
OG0004740	sosie|NP_651295.1|DMEL	LOC118505250|XP_035896696.1|ASTE
OG0004741	gwl|NP_524860.2|DMEL	LOC118505177|XP_035896523.1|ASTE
OG0004742	bt|NP_001162825.1|DMEL	LOC118505139|XP_035896381.1|ASTE
OG0004743	GatA|NP_650775.2|DMEL	LOC118506918|XP_035900607.1|ASTE
OG0004744	Uxt|NP_609744.2|DMEL	LOC118506876|XP_035900513.1|ASTE
OG0004745	corto|NP_524231.2|DMEL	LOC118505848|XP_035898115.1|ASTE
OG0004746	CG31368|NP_996198.2|DMEL	LOC118503461|XP_035892639.1|ASTE
OG0004747	mthl5|NP_001287291.1|DMEL	LOC118503465|XP_035892644.1|ASTE
OG0004748	Cad87A|NP_731649.2|DMEL	LOC118504716|XP_035895446.1|ASTE
OG0004749	H|NP_732533.1|DMEL	LOC118507891|XP_035903022.1|ASTE
OG0004750	Cchl|NP_651003.1|DMEL	LOC118502406|XP_035890522.1|ASTE
OG0004751	Atg4b|NP_650452.1|DMEL	LOC118503464|XP_035892643.1|ASTE
OG0004752	CG31076|NP_733184.2|DMEL	LOC118506451|XP_035899483.1|ASTE
OG0004753	CG11089|NP_651305.1|DMEL	LOC118506449|XP_035899479.1|ASTE
OG0004754	Gp93|NP_651601.1|DMEL	LOC118506448|XP_035899478.1|ASTE
OG0004755	EloB|NP_524416.1|DMEL	LOC118508494|XP_035904220.1|ASTE
OG0004756	CG5412|NP_650895.1|DMEL	LOC118508493|XP_035904219.1|ASTE
OG0004757	CG7518|NP_731761.3|DMEL	LOC118502820|XP_035891378.1|ASTE
OG0004758	htl|NP_732286.1|DMEL	LOC118505400|XP_035897025.1|ASTE
OG0004759	Ada2b|NP_001027151.1|DMEL	LOC118505403|XP_035897031.1|ASTE
OG0004760	IFT54|NP_650353.1|DMEL	LOC118506441|XP_035899468.1|ASTE
OG0004761	Keap1|NP_732202.2|DMEL	LOC118504902|XP_035895861.1|ASTE
OG0004762	Ent2|NP_609049.1|DMEL	LOC118502548|XP_035890722.1|ASTE
OG0004763	gl|NP_001262708.1|DMEL	LOC118507875|XP_035902976.1|ASTE
OG0004764	twf|NP_650338.1|DMEL	LOC118507866|XP_035902965.1|ASTE
OG0004765	CG42331|NP_651282.2|DMEL	LOC118507874|XP_035902974.1|ASTE
OG0004766	ash2|NP_788735.1|DMEL	LOC118507852|XP_035902878.1|ASTE
OG0004767	CG1074|NP_649471.3|DMEL	LOC118502861|XP_035891462.1|ASTE
OG0004768	CG14650|NP_649473.1|DMEL	LOC118506894|XP_035900566.1|ASTE
OG0004769	CG9272|NP_610078.2|DMEL	LOC118506921|XP_035900611.1|ASTE
OG0004770	CG7215|NP_650680.1|DMEL	LOC118506956|XP_035900669.1|ASTE
OG0004771	CG7903|NP_651755.2|DMEL	LOC118506938|XP_035900649.1|ASTE
OG0004772	DppIII|NP_731237.1|DMEL	LOC118517614|XP_035919803.1|ASTE
OG0004773	CG31195|NP_732553.2|DMEL	LOC118506458|XP_035899513.1|ASTE
OG0004774	Syp|NP_001262783.1|DMEL	LOC118506454|XP_035899485.1|ASTE
OG0004775	Mpc1|NP_650762.1|DMEL	LOC118506459|XP_035899514.1|ASTE
OG0004776	CG30159|NP_610254.1|DMEL	LOC118504291|XP_035894480.1|ASTE
OG0004777	ND-MLRQ|NP_730777.1|DMEL	LOC118502751|XP_035891210.1|ASTE
OG0004778	mRpS23|NP_723847.1|DMEL	LOC118504447|XP_035894833.1|ASTE
OG0004779	Lsd-1|NP_732904.2|DMEL	LOC118504445|XP_035894825.1|ASTE
OG0004780	ND-B14.5B|NP_608750.1|DMEL	LOC118504448|XP_035894834.1|ASTE
OG0004781	Octbeta3R|NP_001034048.2|DMEL	LOC118504436|XP_035894770.1|ASTE
OG0004782	CG13604|NP_001262894.1|DMEL	LOC118508309|XP_035903860.1|ASTE
OG0004783	l_1_G0469|NP_001096980.2|DMEL	LOC118508315|XP_035903876.1|ASTE, LOC118516636|XP_035918507.1|ASTE
OG0004784	Osi20|NP_649641.1|DMEL	LOC118507921|XP_035903114.1|ASTE
OG0004785	Osi9|NP_649628.2|DMEL	LOC118502942|XP_035891586.1|ASTE
OG0004786	Osi7|NP_649626.1|DMEL	LOC118502940|XP_035891584.1|ASTE
OG0004787	Osi5|NP_649624.1|DMEL	LOC118502422|XP_035890542.1|ASTE
OG0004788	Osi4|NP_001262305.1|DMEL	LOC118502937|XP_035891581.1|ASTE
OG0004789	Osi3|NP_649622.2|DMEL	LOC118502938|XP_035891582.1|ASTE
OG0004790	CG5447|NP_001262986.1|DMEL	LOC118502930|XP_035891569.1|ASTE
OG0004791	Gprk2|NP_476867.1|DMEL	LOC118502923|XP_035891554.1|ASTE
OG0004792	mRpL55|NP_650780.1|DMEL	LOC118502925|XP_035891556.1|ASTE
OG0004793	ca|NP_733309.3|DMEL	LOC118506373|XP_035899291.1|ASTE
OG0004794	omd|NP_650303.1|DMEL	LOC118504689|XP_035895401.1|ASTE
OG0004795	TBC1D5|NP_731780.1|DMEL	LOC118506786|XP_035900295.1|ASTE
OG0004796	Past1|NP_731737.1|DMEL	LOC118507511|XP_035901944.1|ASTE
OG0004797	GABA-B-R2|NP_001287456.1|DMEL	LOC118507515|XP_035901962.1|ASTE
OG0004798	CG11882|NP_651676.1|DMEL	LOC118502965|XP_035891622.1|ASTE
OG0004799	puc|NP_524273.1|DMEL	LOC118507901|XP_035903048.1|ASTE
OG0004800	Npc2b|NP_650331.1|DMEL	LOC118504402|XP_035894722.1|ASTE
OG0004801	Sil1|NP_651356.1|DMEL	LOC118504831|XP_035895728.1|ASTE
OG0004802	Cdk2|NP_524420.1|DMEL	LOC118507495|XP_035901917.1|ASTE
OG0004803	CG10011|NP_651624.2|DMEL	LOC118506358|XP_035899264.1|ASTE
OG0004804	CG31522|NP_001262254.1|DMEL	LOC118503122|XP_035891961.1|ASTE
OG0004805	CG16779|NP_649896.2|DMEL	LOC118505542|XP_035897364.1|ASTE
OG0004806	CG1764|NP_572871.1|DMEL	LOC118505238|XP_035896671.1|ASTE
OG0004807	CG11839|NP_733077.3|DMEL	LOC118507518|XP_035901971.1|ASTE
