Orthogroup	DMEL.longest_only	CQUI.longest_only
OG0004253	CG13318|NP_649831.1|DMEL	LOC6049657|XP_038122114.1|CQUI
OG0004254	CG12237|NP_608336.1|DMEL	LOC6041879|XP_038122123.1|CQUI
OG0004257	Cog7|NP_651750.1|DMEL	LOC6034657|XP_038112506.1|CQUI
OG0004258	Cad96Cb|NP_001287524.1|DMEL	LOC6035077|XP_038105124.1|CQUI
OG0004260	smash|NP_001246912.1|DMEL	LOC119770635|XP_038121822.1|CQUI, LOC6048841|XP_038121821.1|CQUI
OG0004261	Nmdar1|NP_730940.1|DMEL	LOC6052411|XP_038122255.1|CQUI
OG0004262	CG13623|NP_651267.1|DMEL	LOC6054737|XP_001870603.2|CQUI
OG0004263	Dl|NP_477264.1|DMEL	LOC6053525|XP_038108845.1|CQUI
OG0004264	mRpS9|NP_524270.2|DMEL	LOC6042811|XP_001870809.1|CQUI
OG0004265	CG1234|NP_649710.1|DMEL	LOC6047603|XP_038111767.1|CQUI
OG0004266	CG10185|NP_650521.1|DMEL	LOC6039962|XP_038111686.1|CQUI
OG0004267	p23|NP_649925.1|DMEL	LOC6039956|XP_001849449.1|CQUI
OG0004268	ths|NP_610701.2|DMEL	LOC119767183|XP_038111051.1|CQUI
OG0004269	Tsf3|NP_523759.1|DMEL	LOC6046180|XP_038110057.1|CQUI
OG0004270	Rpt1|NP_477473.1|DMEL	LOC6046185|XP_001863417.1|CQUI
OG0004271	Pex13|NP_610850.1|DMEL	LOC6031648|XP_038104709.1|CQUI
OG0004272	mgr|NP_650067.1|DMEL	LOC6046194|XP_001863425.2|CQUI
OG0004273	CG17202|NP_650194.1|DMEL	LOC6046192|XP_001863423.1|CQUI
OG0004275	rho-4|NP_525084.1|DMEL	LOC6033773|XP_038111200.1|CQUI
OG0004276	Pop4|NP_648168.1|DMEL	LOC6031502|XP_038110587.1|CQUI
OG0004278	Coq5|NP_572865.1|DMEL	LOC6031454|XP_001842258.2|CQUI
OG0004279	Pex12|NP_608546.1|DMEL	LOC6041139|XP_001850439.2|CQUI
OG0004280	SK|NP_001284887.1|DMEL	LOC6041134|XP_038108407.1|CQUI
OG0004281	Mlh1|NP_477022.1|DMEL	LOC119766819|XP_038108710.1|CQUI, LOC6054066|XP_038109046.1|CQUI
OG0004282	IntS8|NP_611162.2|DMEL	LOC119766970|XP_038109666.1|CQUI
OG0004283	Fen1|NP_523765.1|DMEL	LOC119766971|XP_038109667.1|CQUI
OG0004284	CG31915|NP_723087.1|DMEL	LOC6036903|XP_038110574.1|CQUI
OG0004285	CG13599|NP_651194.1|DMEL	LOC6036911|XP_001846886.2|CQUI
OG0004286	Dnai2|NP_001261723.1|DMEL	LOC6040037|XP_001849511.1|CQUI
OG0004287	Dph1|NP_648496.1|DMEL	LOC6040039|XP_001849514.2|CQUI
OG0004288	CG7339|NP_648490.1|DMEL	LOC6040049|XP_001849521.1|CQUI
OG0004289	CG42637|NP_524165.2|DMEL, Gyc76C|NP_001163473.1|DMEL	LOC6042529|XP_038114228.1|CQUI
OG0004290	SmydA-1|NP_610944.1|DMEL	LOC119767857|XP_038113479.1|CQUI
OG0004291	Sec61beta|NP_652037.1|DMEL	LOC6041433|XP_001850693.1|CQUI
OG0004292	lark|NP_523957.1|DMEL	LOC6041436|XP_001850696.1|CQUI
OG0004293	GXIVsPLA2|NP_648815.1|DMEL	LOC6041439|XP_001850699.2|CQUI
OG0004294	Sytbeta|NP_648734.1|DMEL	LOC6041444|XP_038112293.1|CQUI
OG0004295	Reck|NP_648733.2|DMEL	LOC6050956|XP_038108488.1|CQUI
OG0004296	mRpL39|NP_524075.2|DMEL	LOC6050959|XP_001867472.2|CQUI
OG0004297	slbo|NP_523843.1|DMEL	LOC6034299|XP_038111442.1|CQUI
OG0004298	ptc|NP_523661.2|DMEL	LOC6034273|XP_038109984.1|CQUI
OG0004299	shot|NP_725339.1|DMEL	LOC6034268|XP_038113143.1|CQUI
OG0004300	BORCS7|NP_725975.2|DMEL	LOC6048678|XP_038112011.1|CQUI
OG0004301	eco|NP_648106.1|DMEL	LOC6048679|XP_038112012.1|CQUI
OG0004302	calypso|NP_611096.1|DMEL	LOC6032393|XP_038112956.1|CQUI
OG0004303	Uba1|NP_477310.2|DMEL	LOC6032357|XP_001842982.1|CQUI
OG0004304	Klp54D|NP_001303355.1|DMEL	LOC6050648|XP_038113985.1|CQUI
OG0004305	ATP8A|NP_001137651.1|DMEL	LOC6038130|XP_038106517.1|CQUI
OG0004306	OSCP1|NP_610731.2|DMEL	LOC6038536|XP_001848323.2|CQUI
OG0004307	PheRS-m|NP_477283.1|DMEL	LOC6038543|XP_001848330.1|CQUI
OG0004308	Galphas|NP_477505.1|DMEL	LOC6038544|XP_038107952.1|CQUI
OG0004309	mRpL12|NP_524742.1|DMEL	LOC6051562|XP_001867980.2|CQUI
OG0004310	Sec31|NP_001286215.1|DMEL	LOC6033415|XP_038108124.1|CQUI
OG0004311	Su_var_3-3|NP_649194.1|DMEL	LOC6033413|XP_038109843.1|CQUI
OG0004312	Nop60B|NP_525120.1|DMEL	LOC6031912|XP_001842601.2|CQUI
OG0004313	bin3|NP_724468.1|DMEL	LOC6038554|XP_038110989.1|CQUI
OG0004314	mahj|NP_611592.2|DMEL	LOC6048271|XP_038107879.1|CQUI
OG0004315	Rpn8|NP_001261167.1|DMEL	LOC6048277|XP_001865219.1|CQUI
OG0004316	CG46338|NP_524888.1|DMEL	LOC6048278|XP_001865220.2|CQUI
OG0004317	Gasz|NP_610362.1|DMEL	LOC6048290|XP_038110950.1|CQUI
OG0004318	ocm|NP_611894.1|DMEL	LOC6045989|XP_038107409.1|CQUI
OG0004319	ZnT49B|NP_725207.1|DMEL	LOC119767283|XP_038111483.1|CQUI
OG0004320	CG12499|NP_651044.1|DMEL	LOC6038101|XP_038109205.1|CQUI
OG0004321	CG13397|NP_652045.1|DMEL	LOC6049073|XP_001865888.2|CQUI
OG0004322	CG7675|NP_650717.1|DMEL	LOC6054529|XP_038112520.1|CQUI
OG0004323	hfp|NP_525123.2|DMEL	LOC6047680|XP_038106637.1|CQUI
OG0004324	CG43346|NP_001246121.1|DMEL	LOC6047679|XP_001864709.2|CQUI
OG0004325	CG9849|NP_611740.1|DMEL	LOC6047673|XP_001864704.1|CQUI
OG0004326	CG3831|NP_001261146.1|DMEL	LOC6044177|XP_038110207.1|CQUI
OG0004327	exd|NP_523360.1|DMEL	LOC6040765|XP_038112124.1|CQUI
OG0004328	Rrp4|NP_611807.1|DMEL	LOC6040780|XP_001850125.2|CQUI, LOC6051636|XP_001868042.1|CQUI
OG0004329	snama|NP_611884.1|DMEL	LOC6040781|XP_038111202.1|CQUI
OG0004330	CG30105|NP_725699.1|DMEL	LOC6036622|XP_038111446.1|CQUI
OG0004331	Orc6|NP_477319.1|DMEL	LOC6036630|XP_001846657.1|CQUI
OG0004332	mtDNA-helicase|NP_609318.1|DMEL	LOC6051515|XP_001867950.2|CQUI
OG0004333	Cse1|NP_523588.2|DMEL	LOC6044815|XP_001862266.2|CQUI
OG0004334	CG6739|NP_609130.1|DMEL	LOC6044817|XP_038109304.1|CQUI
OG0004335	Dpit47|NP_001260729.1|DMEL	LOC6045076|XP_001862488.1|CQUI
OG0004336	CG11788|NP_611466.2|DMEL	LOC6045072|XP_001862484.1|CQUI
OG0004337	Ssb-c31a|NP_477136.1|DMEL	LOC6045069|XP_001862481.1|CQUI
OG0004338	Shc|NP_524683.2|DMEL	LOC6038117|XP_038111473.1|CQUI
OG0004339	CG30197|NP_725399.1|DMEL	LOC6054142|XP_001870105.1|CQUI
OG0004340	Cpr51A|NP_610968.1|DMEL	LOC6038113|XP_001847950.2|CQUI
OG0004341	Rpi|NP_726309.3|DMEL	LOC6035706|XP_001845838.2|CQUI
OG0004342	lov|NP_611994.3|DMEL	LOC6038374|XP_038112331.1|CQUI
OG0004343	gol|NP_001163300.1|DMEL	LOC6054184|XP_038108105.1|CQUI
OG0004344	Nplp1|NP_001137760.1|DMEL	LOC6047105|XP_038111836.1|CQUI
OG0004345	CG1416|NP_610121.2|DMEL	LOC119767536|XP_038112283.1|CQUI
OG0004346	mAChR-A|NP_523844.2|DMEL	LOC6040287|XP_038111916.1|CQUI
OG0004347	bs|NP_726438.1|DMEL	LOC6050443|XP_038107507.1|CQUI
OG0004348	CG13566|NP_611858.2|DMEL	LOC6039651|XP_038113920.1|CQUI
OG0004349	kcc|NP_001286795.1|DMEL	LOC6052069|XP_038109511.1|CQUI
OG0004350	Glo1|NP_610270.1|DMEL	LOC6054402|XP_038108548.1|CQUI
OG0004351	AGO1|NP_725341.1|DMEL	LOC6037695|XP_038114443.1|CQUI
OG0004352	abs|NP_524220.1|DMEL	LOC6048300|XP_001865238.1|CQUI
OG0004353	CG5003|NP_651593.1|DMEL	LOC6037703|XP_038114452.1|CQUI
OG0004354	CG31301|NP_650449.1|DMEL	LOC6037704|XP_001847589.2|CQUI
OG0004355	CG42724|NP_001189184.1|DMEL	LOC6037719|XP_001847600.2|CQUI
OG0004356	AGBE|NP_788342.1|DMEL	LOC6037729|XP_001847610.2|CQUI
OG0004357	so|NP_476733.1|DMEL	LOC6042464|XP_038112637.1|CQUI
OG0004358	pds5|NP_610719.1|DMEL	LOC6040550|XP_038108102.1|CQUI
OG0004359	hppy|NP_725863.1|DMEL	LOC6042450|XP_038107722.1|CQUI
OG0004360	Rad9|NP_649066.1|DMEL	LOC6046092|XP_038121012.1|CQUI
OG0004361	GCC88|NP_650055.1|DMEL	LOC6035961|XP_001846069.1|CQUI
OG0004362	CG13901|NP_612061.2|DMEL	LOC6035958|XP_038113879.1|CQUI
OG0004363	CG12096|NP_572862.2|DMEL	LOC6035948|XP_001846058.1|CQUI
OG0004364	AQP|NP_523728.1|DMEL	LOC6035932|XP_001846042.1|CQUI
OG0004365	ktub|NP_611549.2|DMEL	LOC6052171|XP_038112431.1|CQUI
OG0004366	PGAP2|NP_608548.1|DMEL	LOC6035703|XP_038113431.1|CQUI
OG0004367	Las|NP_524183.2|DMEL	LOC6035696|XP_038109842.1|CQUI
OG0004368	Ssl1|NP_649427.1|DMEL	LOC6035688|XP_001845822.1|CQUI
OG0004369	LRP1|NP_001260800.2|DMEL	LOC6035666|XP_038111304.1|CQUI
OG0004370	Dek|NP_652058.1|DMEL	LOC6034169|XP_038109336.1|CQUI
OG0004371	CG17333|NP_572656.1|DMEL	LOC119766864|XP_038109015.1|CQUI
OG0004372	nvy|NP_001261166.1|DMEL	LOC119767097|XP_038110647.1|CQUI
OG0004373	CG17327|NP_731760.1|DMEL	LOC6051247|XP_001867716.1|CQUI
OG0004374	Patronin|NP_001261051.1|DMEL	LOC6037820|XP_038110849.1|CQUI
OG0004375	RhoGEF4|NP_648101.1|DMEL	LOC6048572|XP_001865475.2|CQUI
OG0004376	sNPF-R|NP_524176.1|DMEL	LOC6045914|XP_038110130.1|CQUI
OG0004377	Dronc|NP_524017.1|DMEL	LOC6034186|XP_038109179.1|CQUI
OG0004378	chn|NP_001246331.1|DMEL	LOC6034196|XP_038108793.1|CQUI
OG0004379	mago|NP_476636.1|DMEL	LOC6034214|XP_001844567.1|CQUI
OG0004380	DCTN2-p50|NP_524690.1|DMEL	LOC6037825|XP_001847700.2|CQUI
OG0004381	Pxd|NP_001163633.1|DMEL	LOC6040362|XP_038112194.1|CQUI
OG0004382	CG8858|NP_610746.1|DMEL	LOC6042953|XP_038108762.1|CQUI
OG0004383	CysRS-m|NP_610930.1|DMEL	LOC6042951|XP_001870889.2|CQUI
OG0004384	CG13018|NP_652380.2|DMEL	LOC6042950|XP_001870888.2|CQUI
OG0004385	CG13192|NP_610702.1|DMEL	LOC6035908|XP_001846020.1|CQUI
OG0004386	jeb|NP_610726.1|DMEL	LOC6046619|XP_038108624.1|CQUI
OG0004387	cmb|NP_729901.1|DMEL	LOC6031716|XP_038113535.1|CQUI, LOC6031718|XP_038106145.1|CQUI
OG0004388	CG8854|NP_610749.3|DMEL	LOC6031710|XP_038111077.1|CQUI
OG0004389	Ack|NP_647859.1|DMEL	LOC6031709|XP_038109086.1|CQUI
OG0004390	Pka-C3|NP_730083.2|DMEL	LOC6031680|XP_038109090.1|CQUI
OG0004391	CG15125|NP_001286618.1|DMEL	LOC6049844|XP_038111031.1|CQUI
OG0004392	brm|NP_001261906.1|DMEL	LOC119768106|XP_038114469.1|CQUI
OG0004393	Ntan1|NP_611355.2|DMEL	LOC6049953|XP_038110103.1|CQUI
OG0004394	CG4945|NP_788382.1|DMEL	LOC6041658|XP_038110140.1|CQUI
OG0004395	Cpr50Cb|NP_610901.1|DMEL	LOC6051875|XP_038112934.1|CQUI
OG0004396	CG14591|NP_610196.1|DMEL	LOC6049708|XP_038107810.1|CQUI
OG0004397	Fsn|NP_610849.1|DMEL	LOC6049704|XP_001866423.1|CQUI
OG0004398	CG17059|NP_652383.1|DMEL	LOC6049712|XP_001866421.1|CQUI
OG0004399	Rif1|NP_725497.1|DMEL	LOC6054519|XP_038108347.1|CQUI
OG0004400	CG8112|NP_731269.2|DMEL	LOC6034224|XP_001844577.2|CQUI
OG0004401	CG4797|NP_726368.2|DMEL	LOC6034222|XP_038108982.1|CQUI
OG0004402	Ssrp|NP_523830.2|DMEL	LOC6034218|XP_001844571.1|CQUI
OG0004403	ttv|NP_001356963.1|DMEL	LOC6052726|XP_038110924.1|CQUI
OG0004404	Ars2|NP_610203.2|DMEL	LOC6034705|XP_038109552.1|CQUI
OG0004405	rdgC|NP_536738.3|DMEL	LOC6034691|XP_038109486.1|CQUI
OG0004406	stv|NP_001097600.1|DMEL	LOC6034677|XP_001844965.2|CQUI
OG0004407	Spt|NP_610423.3|DMEL	LOC6034674|XP_038113331.1|CQUI
OG0004408	CG14105|NP_648644.1|DMEL	LOC6045957|XP_001863235.2|CQUI
OG0004409	Hcf|NP_524621.2|DMEL	LOC6047645|XP_038106383.1|CQUI
OG0004410	MESR4|NP_001097359.1|DMEL	LOC6049876|XP_038112260.1|CQUI
OG0004411	CG11523|NP_649386.1|DMEL	LOC6049874|XP_038112256.1|CQUI
OG0004412	Ddx1|NP_524212.2|DMEL	LOC6049132|XP_038111131.1|CQUI
OG0004413	ken|NP_523833.1|DMEL	LOC6049568|XP_038110876.1|CQUI
OG0004414	Rap2l|NP_477402.1|DMEL	LOC6047652|XP_038106139.1|CQUI
OG0004415	pcs|NP_611010.4|DMEL	LOC6032315|XP_038109935.1|CQUI
OG0004416	kappaB-Ras|NP_610278.1|DMEL	LOC6032329|XP_001842959.1|CQUI
OG0004417	Ude|NP_001262929.1|DMEL	LOC6032331|XP_001842961.2|CQUI
OG0004418	CG43066|NP_001246408.1|DMEL	LOC6032336|XP_038107700.1|CQUI
OG0004419	sns|NP_001036532.1|DMEL	LOC6032348|XP_038107931.1|CQUI
OG0004420	CG8778|NP_610805.1|DMEL	LOC6038343|XP_001848158.2|CQUI
OG0004421	Tsp74F|NP_524132.1|DMEL	LOC6038359|XP_038112016.1|CQUI
OG0004422	UQCR-Q|NP_648985.1|DMEL	LOC6045587|XP_001862927.1|CQUI
OG0004423	fat-spondin|NP_477435.1|DMEL	LOC6042349|XP_001851481.2|CQUI
OG0004424	prom|NP_001137754.1|DMEL	LOC6040172|XP_038112149.1|CQUI
OG0004425	CG5955|NP_649230.1|DMEL	LOC6040181|XP_001849632.1|CQUI
OG0004426	mRpL15|NP_524185.1|DMEL	LOC6040187|XP_001849638.1|CQUI
OG0004427	mRpS31|NP_524100.1|DMEL	LOC6044032|XP_001861604.2|CQUI
OG0004428	Task6|NP_650300.2|DMEL	LOC6044040|XP_038113685.1|CQUI
OG0004429	CG14015|NP_608937.1|DMEL	LOC6052259|XP_038110794.1|CQUI
OG0004430	mop|NP_648722.2|DMEL	LOC6044281|XP_038106035.1|CQUI
OG0004431	mRpL35|NP_651001.2|DMEL	LOC6053388|XP_001869486.2|CQUI
OG0004432	CG6028|NP_651002.3|DMEL	LOC6053390|XP_038114397.1|CQUI
OG0004433	CG32447|NP_996144.1|DMEL	LOC6040428|XP_001849786.2|CQUI
OG0004434	CG4646|NP_610848.1|DMEL	LOC6046502|XP_001863688.2|CQUI
OG0004435	Oseg6|NP_611426.1|DMEL	LOC6042192|XP_001851336.2|CQUI
OG0004436	mam|NP_525115.1|DMEL	LOC6043836|XP_038109461.1|CQUI
OG0004437	Kr|NP_523867.1|DMEL	LOC6049653|XP_038112914.1|CQUI
OG0004438	eIF3m|NP_610932.1|DMEL	LOC6043043|XP_001855135.1|CQUI
OG0004439	PRAS40|NP_001303349.1|DMEL	LOC6043048|XP_038109857.1|CQUI
OG0004440	RpL18A|NP_523774.1|DMEL	LOC6043049|XP_001855160.1|CQUI
OG0004441	Npc2a|NP_608637.1|DMEL	LOC6036094|XP_001846187.1|CQUI
OG0004442	CG10939|NP_524712.1|DMEL	LOC6052296|XP_038106051.1|CQUI
OG0004443	Pbgs|NP_648564.1|DMEL	LOC6037435|XP_038113014.1|CQUI
OG0004444	eEF1beta|NP_524808.3|DMEL	LOC6037453|XP_001847365.1|CQUI
OG0004445	CG16786|NP_611883.1|DMEL	LOC6053881|XP_038112120.1|CQUI
OG0004446	Alp4|NP_524601.2|DMEL	LOC119767467|XP_038112057.1|CQUI
OG0004447	Spase22-23|NP_651234.1|DMEL	LOC6054087|XP_001870059.1|CQUI
OG0004448	CG14483|NP_611235.1|DMEL	LOC6051141|XP_001867621.1|CQUI
OG0004449	fwe|NP_648804.1|DMEL	LOC6032267|XP_038112344.1|CQUI
OG0004450	mIF3|NP_001350856.1|DMEL	LOC6043121|XP_001855932.2|CQUI
OG0004451	CG8839|NP_610764.1|DMEL	LOC6051935|XP_038109907.1|CQUI
OG0004452	CG15120|NP_611428.1|DMEL	LOC6036723|XP_001846727.1|CQUI
OG0004453	Naus|NP_611299.2|DMEL	LOC6053900|XP_038111023.1|CQUI
OG0004454	Spt3|NP_650146.1|DMEL	LOC6051086|XP_001867567.2|CQUI
OG0004455	comm2|NP_648801.2|DMEL	LOC6049827|XP_001866528.2|CQUI
OG0004456	CG18273|NP_569843.2|DMEL	LOC6049828|XP_038110980.1|CQUI
OG0004457	CG7368|NP_001036599.1|DMEL	LOC6049829|XP_038113642.1|CQUI
OG0004458	CG6024|NP_001368949.1|DMEL	LOC6049834|XP_038114092.1|CQUI
OG0004459	CG42588|NP_648604.2|DMEL	LOC6043036|XP_038113686.1|CQUI
OG0004460	Sec3|NP_648976.2|DMEL	LOC6051203|XP_001867679.2|CQUI
OG0004461	Toll-6|NP_524081.1|DMEL	LOC6052535|XP_038107429.1|CQUI
OG0004462	CG3808|NP_649083.2|DMEL	LOC6037650|XP_001847537.2|CQUI
OG0004463	CG11241|NP_730741.2|DMEL	LOC6037654|XP_038111327.1|CQUI
OG0004464	Spt20|NP_001287062.1|DMEL	LOC6037655|XP_038109004.1|CQUI
OG0004465	Naxd|NP_649090.1|DMEL	LOC6037664|XP_001847551.2|CQUI
OG0004466	CG32204|NP_001369059.1|DMEL	LOC119767739|XP_038113033.1|CQUI
OG0004467	CG14185|NP_649175.1|DMEL	LOC6037680|XP_038113819.1|CQUI
OG0004468	Ir76b|NP_649176.1|DMEL	LOC6053597|XP_038113318.1|CQUI
OG0004469	CG7945|NP_730051.1|DMEL	LOC6037688|XP_038109555.1|CQUI
OG0004470	Socs36E|NP_523593.5|DMEL	LOC6034524|XP_038107939.1|CQUI
OG0004471	CG42390|NP_001369028.1|DMEL	LOC6034535|XP_038107558.1|CQUI
OG0004472	dap|NP_476948.1|DMEL	LOC6037231|XP_001847162.2|CQUI
OG0004473	CG43191|NP_001246272.1|DMEL	LOC6037226|XP_001847156.2|CQUI
OG0004474	128up|NP_536733.1|DMEL	LOC6037225|XP_001847155.2|CQUI
OG0004475	CG7488|NP_650248.1|DMEL	LOC6040570|XP_001849950.2|CQUI
OG0004476	CG7251|NP_608944.1|DMEL	LOC119767036|XP_038110210.1|CQUI
OG0004477	Rs1|NP_651970.1|DMEL	LOC6040559|XP_001849941.2|CQUI
OG0004478	Oaz|NP_001188929.1|DMEL	LOC6040555|XP_038111992.1|CQUI
OG0004479	CG3735|NP_611851.1|DMEL	LOC6040800|XP_001850139.2|CQUI
OG0004480	anox|NP_001027085.1|DMEL	LOC6040723|XP_001850076.2|CQUI
OG0004481	CG42518|NP_001163187.1|DMEL	LOC119765079|XP_038104137.1|CQUI
OG0004482	CG15544|NP_651828.2|DMEL	LOC6038661|XP_038104035.1|CQUI
OG0004483	CG5339|NP_611846.1|DMEL	LOC6048655|XP_038119598.1|CQUI
OG0004484	Hr83|NP_649647.1|DMEL	LOC6049249|XP_038122253.1|CQUI
OG0004485	Gr2a|NP_001162633.1|DMEL	LOC6041373|XP_038112278.1|CQUI
OG0004486	UQCR-6.4|NP_611233.1|DMEL	LOC6038124|XP_038111955.1|CQUI
OG0004487	Papst2|NP_648954.1|DMEL	LOC6039882|XP_001849382.1|CQUI
OG0004489	CG13928|NP_647635.1|DMEL	LOC119769130|XP_038116959.1|CQUI
OG0004490	Obp49a|NP_610812.1|DMEL	LOC119769609|XP_038118647.1|CQUI
OG0004504	CkIIalpha|NP_001036624.1|DMEL	LOC6044333|XP_001861863.1|CQUI
OG0004505	Abi|NP_001247091.1|DMEL	LOC6038319|XP_038104606.1|CQUI
OG0004506	CG4849|NP_651605.1|DMEL	LOC6044317|XP_001861849.2|CQUI
OG0004507	CG18048|NP_649646.3|DMEL	LOC6042742|XP_038105247.1|CQUI
OG0004508	beat-VII|NP_733162.2|DMEL	LOC6041687|XP_038122612.1|CQUI
OG0004509	PCID2|NP_648486.1|DMEL	LOC6041676|XP_038105528.1|CQUI
OG0004510	Rok|NP_536796.2|DMEL	LOC6044331|XP_001861861.2|CQUI
OG0004511	tnc|NP_651318.3|DMEL	LOC6046428|XP_038117632.1|CQUI
OG0004512	PlexA|NP_524637.2|DMEL	LOC6038321|XP_038106795.1|CQUI
OG0004513	onecut|NP_524842.2|DMEL	LOC6038316|XP_038122522.1|CQUI
OG0004514	Asator|NP_651924.2|DMEL	LOC6038310|XP_038116441.1|CQUI
OG0004515	yl|NP_996433.1|DMEL	LOC6054699|XP_038116622.1|CQUI
OG0004516	Rab40|NP_727611.1|DMEL	LOC6051308|XP_038104873.1|CQUI
OG0004517	CG7766|NP_001245588.1|DMEL	LOC6041760|XP_038105640.1|CQUI
OG0004518	tay|NP_001259585.1|DMEL	LOC6035155|XP_038105094.1|CQUI
OG0004519	eEF1gamma|NP_652000.1|DMEL	LOC6048964|XP_001865800.2|CQUI
OG0004520	Rhp|NP_511168.3|DMEL	LOC6054819|XP_038115444.1|CQUI
OG0004521	mle|NP_476641.1|DMEL	LOC6046563|XP_038116157.1|CQUI
OG0004522	Rbm13|NP_572508.1|DMEL	LOC6046577|XP_038121576.1|CQUI
OG0004523	CG12054|NP_651853.1|DMEL	LOC6045733|XP_038104022.1|CQUI
OG0004524	Spg7|NP_570017.1|DMEL	LOC6047023|XP_038105348.1|CQUI
OG0004525	Nadsyn|NP_572913.1|DMEL	LOC6052563|XP_038116645.1|CQUI
OG0004526	ovo|NP_726971.1|DMEL	LOC6052566|XP_038122841.1|CQUI
OG0004527	eIF2Bbeta|NP_570020.1|DMEL	LOC6049033|XP_001865861.2|CQUI
OG0004529	CG42699|NP_572263.2|DMEL	LOC6041771|XP_038113297.1|CQUI
OG0004530	CDC50|NP_573128.2|DMEL	LOC6053077|XP_001869231.1|CQUI
OG0004531	CG13847|NP_651043.2|DMEL	LOC6040435|XP_038104003.1|CQUI
OG0004532	HDAC6|NP_001259569.1|DMEL	LOC6044974|XP_038104897.1|CQUI
OG0004533	CG2200|NP_572852.1|DMEL	LOC6046580|XP_038105033.1|CQUI
OG0004534	RpLP2|NP_523764.1|DMEL	LOC6047052|XP_001864160.1|CQUI
OG0004535	st|NP_524108.1|DMEL	LOC6039348|XP_001848966.2|CQUI
OG0004536	RhoGAP19D|NP_001285496.1|DMEL	LOC6054180|XP_038122455.1|CQUI
OG0004537	iav|NP_572353.1|DMEL	LOC6047241|XP_038112455.1|CQUI
OG0004538	CG5504|NP_995932.1|DMEL	LOC6039273|XP_038118326.1|CQUI
OG0004539	DPCoAC|NP_650891.1|DMEL	LOC6049921|XP_038104483.1|CQUI
OG0004540	BTBD9|NP_572649.1|DMEL	LOC6035131|XP_038113239.1|CQUI
OG0004541	Pcl|NP_476672.1|DMEL	LOC6037962|XP_038114417.1|CQUI
OG0004542	su_r_|NP_727320.1|DMEL	LOC6037963|XP_038116044.1|CQUI
OG0004543	CG42749|NP_001188545.1|DMEL	LOC6050461|XP_038104463.1|CQUI
OG0004544	ebo|NP_001284739.1|DMEL	LOC6051135|XP_038115739.1|CQUI
OG0004545	CG5380|NP_651029.1|DMEL	LOC6051119|XP_001867603.2|CQUI
OG0004546	fsd|NP_610851.2|DMEL	LOC6051127|XP_001867611.2|CQUI
OG0004547	eIF2Bepsilon|NP_569961.2|DMEL	LOC6045717|XP_001863026.2|CQUI
OG0004548	CG32536|NP_728237.1|DMEL	LOC6052315|XP_001868609.2|CQUI
OG0004549	Hmt4-20|NP_569853.1|DMEL	LOC6052351|XP_038110438.1|CQUI
OG0004550	Tbh|NP_788884.1|DMEL	LOC6053904|XP_038104969.1|CQUI
OG0004551	MED8|NP_722456.1|DMEL	LOC6047720|XP_038122700.1|CQUI
OG0004552	wupA|NP_728142.1|DMEL	LOC6047714|XP_038109886.1|CQUI
OG0004553	Cdc6|NP_648247.1|DMEL	LOC6037038|XP_038121452.1|CQUI
OG0004554	crm|NP_477105.2|DMEL	LOC6046909|XP_038104039.1|CQUI
OG0004555	Syx4|NP_525057.2|DMEL	LOC6046912|XP_038105550.1|CQUI
OG0004556	CG7332|NP_573338.1|DMEL	LOC6050817|XP_001867349.2|CQUI
OG0004557	CG42541|NP_996345.3|DMEL	LOC6051312|XP_038113046.1|CQUI
OG0004558	Cluap1|NP_608470.1|DMEL	LOC6053159|XP_038113667.1|CQUI
OG0004559	SdhD|NP_651181.1|DMEL	LOC6035093|XP_001845329.2|CQUI
OG0004560	eIF4B|NP_001015319.1|DMEL	LOC6051618|XP_038108788.1|CQUI
OG0004561	CG14853|NP_650376.1|DMEL	LOC6051622|XP_038104690.1|CQUI
OG0004562	CG6972|NP_001303445.1|DMEL	LOC6052936|XP_038122801.1|CQUI
OG0004563	CG6125|NP_732032.1|DMEL	LOC6051001|XP_038105076.1|CQUI
OG0004564	CG4770|NP_650848.1|DMEL	LOC6048480|XP_038105200.1|CQUI
OG0004565	CG3631|NP_731951.2|DMEL	LOC6048476|XP_001865387.2|CQUI
OG0004566	CG2124|NP_572638.1|DMEL	LOC6054125|XP_038117418.1|CQUI
OG0004567	UbcE2H|NP_572438.1|DMEL	LOC6048187|XP_038107860.1|CQUI
OG0004568	Nmdar2|NP_001014714.1|DMEL	LOC6048455|XP_038111137.1|CQUI
OG0004569	CG32944|NP_788574.3|DMEL	LOC6050385|XP_038111966.1|CQUI
OG0004570	Khc|NP_476590.1|DMEL	LOC6038448|XP_038105388.1|CQUI
OG0004571	Pgant7|NP_573301.2|DMEL	LOC6048970|XP_038111393.1|CQUI
OG0004572	CG15432|NP_608832.1|DMEL	LOC119767347|XP_038111665.1|CQUI, LOC6049187|XP_001865991.1|CQUI
OG0004573	CG7702|NP_650740.1|DMEL	LOC6041275|XP_038104486.1|CQUI
OG0004574	MCTS1|NP_572288.1|DMEL	LOC6044158|XP_001861707.1|CQUI
OG0004575	CG5937|NP_001096888.2|DMEL	LOC6044160|XP_038114472.1|CQUI
OG0004576	COX7A|NP_001246986.1|DMEL	LOC6049186|XP_001865990.1|CQUI
OG0004577	CG9588|NP_650301.1|DMEL	LOC6037953|XP_001847804.1|CQUI
