Orthogroup	DMEL.longest_only	AEAL.longest_only
OG0003371	Syx16|NP_523420.1|DMEL	LOC109416337|XP_029710160.1|AEAL, LOC109426538|XP_029725061.1|AEAL, LOC109416319|XP_019545903.2|AEAL
OG0003372	St4|NP_610918.1|DMEL	LOC109405639|XP_019534252.1|AEAL
OG0003373	sad|NP_650123.1|DMEL	LOC109406906|XP_029713908.1|AEAL
OG0003374	Tomosyn|NP_001162735.1|DMEL	LOC109405633|XP_029712329.1|AEAL
OG0003375	stumps|NP_731923.2|DMEL	LOC109405641|XP_029712341.1|AEAL
OG0003376	pont|NP_652608.1|DMEL	LOC109623012|XP_019933028.1|AEAL, LOC109419648|XP_019549422.1|AEAL
OG0003377	CG42795|NP_001287272.1|DMEL	LOC109622744|XP_029712317.1|AEAL, LOC115257104|XP_029712319.1|AEAL
OG0003378	CG12259|NP_651595.1|DMEL	LOC109622746|XP_029712333.1|AEAL
OG0003379	Rpn7|NP_651048.1|DMEL	LOC109419559|XP_019549320.2|AEAL
OG0003380	CG13857|NP_651035.1|DMEL	LOC109423118|XP_029708021.1|AEAL, LOC109419486|XP_029733622.1|AEAL
OG0003381	YL-1|NP_609475.1|DMEL	LOC109423123|XP_019553575.2|AEAL, LOC109419373|XP_019549152.2|AEAL
OG0003382	tau|NP_733224.2|DMEL	LOC109423127|XP_029732680.1|AEAL, LOC109419299|XP_029707993.1|AEAL
OG0003383	sage|NP_524287.1|DMEL	LOC109423138|XP_029733678.1|AEAL, LOC115269264|XP_029733677.1|AEAL, LOC109419141|XP_019548912.2|AEAL
OG0003384	U2af38|NP_477208.1|DMEL	LOC115257160|XP_029712415.1|AEAL, LOC109397301|XP_019525177.1|AEAL, LOC109423202|XP_029729628.1|AEAL
OG0003385	DNApol-iota|NP_649772.1|DMEL	LOC115253627|XP_029707962.1|AEAL, LOC109397295|XP_029729623.1|AEAL, LOC109423203|XP_029712438.1|AEAL, LOC115254528|XP_029707941.1|AEAL
OG0003386	CG7006|NP_651296.1|DMEL	LOC109397307|XP_019525182.2|AEAL, LOC115266664|XP_029729048.1|AEAL, LOC115254705|XP_029708235.1|AEAL
OG0003387	CROT|NP_001334704.1|DMEL	LOC115266637|XP_029729005.1|AEAL, LOC109397288|XP_029707948.1|AEAL
OG0003388	CG13004|NP_001245721.1|DMEL	LOC109423215|XP_019553697.2|AEAL, LOC115254534|XP_029707947.1|AEAL, LOC109397294|XP_019525161.2|AEAL, LOC115254710|XP_029708242.1|AEAL
OG0003389	CG3663|NP_611952.1|DMEL	LOC109397253|XP_019525122.2|AEAL, LOC115263817|XP_029723055.1|AEAL
OG0003390	CG6013|NP_650777.1|DMEL	LOC109397252|XP_019525121.2|AEAL, LOC109423239|XP_029722773.1|AEAL
OG0003391	Brf|NP_650616.2|DMEL	LOC109423518|XP_029736178.1|AEAL, LOC109430199|XP_029722780.1|AEAL
OG0003392	CG10340|NP_650565.2|DMEL	LOC109432122|XP_019563951.2|AEAL
OG0003393	Trc8|NP_996303.1|DMEL	LOC109425428|XP_029722844.1|AEAL, LOC115254111|XP_029722811.1|AEAL, LOC109432127|XP_029722866.1|AEAL
OG0003394	bap|NP_732637.1|DMEL	LOC115266412|XP_029728504.1|AEAL, LOC109432203|XP_019564074.2|AEAL
OG0003395	C15|NP_476873.2|DMEL	LOC109432198|XP_029722813.1|AEAL, LOC115263717|XP_029722820.1|AEAL
OG0003396	htt|NP_651629.1|DMEL	LOC115263724|XP_029722841.1|AEAL, LOC109425439|XP_029722816.1|AEAL
OG0003397	lmd|NP_732811.1|DMEL	LOC109430300|XP_019561899.2|AEAL
OG0003399	CG11920|NP_651335.2|DMEL	LOC109415542|XP_019544970.2|AEAL, LOC109430272|XP_019561866.1|AEAL
OG0003400	CG13654|NP_651350.2|DMEL	LOC115263745|XP_029722893.1|AEAL
OG0003401	SKIP|NP_001262827.1|DMEL	LOC109430344|XP_029722946.1|AEAL, LOC109400126|XP_029722721.1|AEAL
OG0003402	CG13407|NP_651009.1|DMEL	LOC115263864|XP_029723077.1|AEAL, LOC109400044|XP_019528058.2|AEAL
OG0003403	Nurf-38|NP_523849.3|DMEL	LOC109400110|XP_019528139.2|AEAL, LOC115263758|XP_029722950.1|AEAL
OG0003404	CG14367|NP_650305.1|DMEL	LOC109400086|XP_019528100.2|AEAL, LOC109621549|XP_019931159.2|AEAL
OG0003405	mms4|NP_610611.1|DMEL	LOC115254374|XP_029707731.1|AEAL, LOC115253922|XP_029707598.1|AEAL, LOC109621612|XP_019931246.2|AEAL
OG0003406	RpL4|NP_524538.2|DMEL	LOC115254348|XP_029707644.1|AEAL, LOC109621625|XP_019931262.1|AEAL, LOC109400082|XP_019528095.1|AEAL
OG0003407	BCAS2|NP_651596.1|DMEL	LOC109621546|XP_019931157.2|AEAL, LOC109400083|XP_019528096.1|AEAL, LOC115253921|XP_029707588.1|AEAL
OG0003408	Rrp6|NP_001097795.1|DMEL	LOC109400091|XP_029707599.1|AEAL, LOC109621583|XP_029707642.1|AEAL
OG0003409	Mitofilin|NP_001262819.1|DMEL	LOC109400079|XP_029707603.1|AEAL, LOC115254378|XP_029707734.1|AEAL, LOC109621244|XP_029707638.1|AEAL
OG0003410	Sar1|NP_732717.1|DMEL	LOC109621585|XP_019931209.1|AEAL, LOC115260390|XP_029717209.1|AEAL, LOC109400102|XP_019528129.1|AEAL
OG0003411	mtSSB|NP_536744.2|DMEL	LOC109621636|XP_019931280.2|AEAL, LOC109400138|XP_019528171.3|AEAL
OG0003412	Cpsf100|NP_651658.1|DMEL	LOC109621621|XP_019931255.1|AEAL, LOC115254360|XP_029707691.1|AEAL, LOC109400054|XP_019528071.1|AEAL
OG0003413	CG9766|NP_001097672.1|DMEL	LOC109430399|XP_019562006.2|AEAL, LOC109408863|XP_019537776.2|AEAL
OG0003414	CG4914|NP_648711.1|DMEL	LOC109430389|XP_029713498.1|AEAL, LOC109413279|XP_029716795.1|AEAL
OG0003415	CG15890|NP_572968.1|DMEL	LOC115257486|XP_029712975.1|AEAL, LOC109415404|XP_029712945.1|AEAL
OG0003416	ppan|NP_476979.1|DMEL	LOC109410084|XP_019539164.2|AEAL, LOC109415407|XP_019544818.1|AEAL
OG0003417	Hmgcr|NP_732900.1|DMEL	LOC109430221|XP_029713177.1|AEAL, LOC115257652|XP_029713353.1|AEAL
OG0003418	Vha55|NP_476908.1|DMEL	LOC109430213|XP_019561805.1|AEAL
OG0003419	e|NP_524431.2|DMEL	LOC109430448|XP_019562064.2|AEAL
OG0003420	Nelf-A|NP_001262804.1|DMEL	LOC109432139|XP_019563987.2|AEAL
OG0003421	CG14516|NP_651674.3|DMEL	LOC115257764|XP_029713568.1|AEAL, LOC109432155|XP_029712801.1|AEAL, LOC109430218|XP_029713567.1|AEAL
OG0003422	CG14512|NP_651673.1|DMEL	LOC109432186|XP_029712835.1|AEAL, LOC109430195|XP_019561791.2|AEAL
OG0003423	CG4975|NP_001137694.1|DMEL	LOC109430732|XP_019562355.2|AEAL, LOC109429788|XP_029726717.1|AEAL
OG0003424	CG5854|NP_651196.1|DMEL	LOC115258060|XP_029713923.1|AEAL, LOC109430740|XP_029712940.1|AEAL, LOC109429762|XP_019561295.2|AEAL
OG0003425	RpI12|NP_524439.1|DMEL	LOC115261525|XP_029719205.1|AEAL, LOC109416149|XP_019545667.2|AEAL
OG0003426	Mekk1|NP_732373.1|DMEL	LOC109430716|XP_019562332.2|AEAL
OG0003427	CG7706|NP_650742.2|DMEL	LOC115257536|XP_029713122.1|AEAL, LOC109430742|XP_029736351.1|AEAL, LOC109429542|XP_019561066.2|AEAL
OG0003428	Cln3|NP_649011.1|DMEL	LOC109425382|XP_019556180.2|AEAL
OG0003429	mRpL43|NP_523828.1|DMEL	LOC109399865|XP_019527899.1|AEAL
OG0003430	ci|NP_524617.3|DMEL	LOC115267041|XP_029729687.1|AEAL, LOC109399837|XP_029729699.1|AEAL
OG0003431	tacc|NP_001189169.1|DMEL	LOC109415614|XP_029716225.1|AEAL, LOC115254040|XP_029716429.1|AEAL
OG0003432	CHORD|NP_651226.1|DMEL	LOC115259608|XP_029716202.1|AEAL, LOC109416956|XP_019546618.2|AEAL
OG0003433	Zip99C|NP_733319.1|DMEL	LOC115259484|XP_029715943.1|AEAL, LOC109416949|XP_029715904.1|AEAL, LOC109402365|XP_029716296.1|AEAL
OG0003434	CG11655|NP_573024.1|DMEL	LOC109417286|XP_019546936.2|AEAL
OG0003435	Ets97D|NP_001263000.1|DMEL	LOC109623050|XP_019933068.2|AEAL
OG0003436	elm|NP_649568.1|DMEL	LOC109417729|XP_029716291.1|AEAL, LOC109400487|XP_029716107.1|AEAL
OG0003437	Sec23|NP_001246932.1|DMEL	LOC109400476|XP_029716101.1|AEAL, LOC115259649|XP_029716288.1|AEAL
OG0003438	MED27|NP_649569.1|DMEL	LOC109417722|XP_019547377.1|AEAL, LOC115259650|XP_029716290.1|AEAL
OG0003439	TBC1d7|NP_651223.2|DMEL	LOC109400499|XP_019528560.2|AEAL
OG0003440	heph|NP_001247399.1|DMEL	LOC109400406|XP_019528463.2|AEAL
OG0003441	Pburs|NP_609712.1|DMEL	LOC109400405|XP_019528462.1|AEAL, LOC115269841|XP_029734480.1|AEAL
OG0003442	St2|NP_649870.1|DMEL	LOC109400398|XP_019528452.2|AEAL
OG0003443	Non2|NP_647745.1|DMEL	LOC115259545|XP_029716076.1|AEAL, LOC115268780|XP_029732805.1|AEAL
OG0003444	Csas|NP_730474.2|DMEL	LOC109411850|XP_019541006.2|AEAL, LOC115259468|XP_029715903.1|AEAL, LOC115268775|XP_029732801.1|AEAL
OG0003445	CG15365|NP_001285030.1|DMEL	LOC115259607|XP_029716201.1|AEAL, LOC109412733|XP_029715916.1|AEAL, LOC109411853|XP_029716240.1|AEAL
OG0003446	Ranbp16|NP_001188596.1|DMEL	LOC109411857|XP_029716413.1|AEAL, LOC115259782|XP_029716434.1|AEAL, LOC115259769|XP_029716420.1|AEAL
OG0003447	fuss|NP_001162829.1|DMEL	LOC115259463|XP_029715897.1|AEAL, LOC115259458|XP_029715892.1|AEAL
OG0003448	CG14641|NP_649440.3|DMEL	LOC109412720|XP_019541885.1|AEAL, LOC109411863|XP_019541027.1|AEAL
OG0003449	Ns1|NP_732199.2|DMEL	LOC109412718|XP_019541881.2|AEAL, LOC109411867|XP_019541032.2|AEAL
OG0003450	CG6171|NP_001097801.1|DMEL	LOC109411869|XP_029728536.1|AEAL, LOC109412717|XP_019541877.2|AEAL
OG0003451	CG5745|NP_650941.3|DMEL	LOC109399056|XP_019527032.2|AEAL, LOC109425245|XP_029733740.1|AEAL
OG0003452	CG7044|NP_650940.2|DMEL	LOC109425246|XP_029715833.1|AEAL
OG0003453	MED4|NP_648094.1|DMEL	LOC109412297|XP_019541480.2|AEAL
OG0003454	CG8814|NP_608729.1|DMEL	LOC109425251|XP_019556046.2|AEAL
OG0003455	CG6325|NP_650000.1|DMEL	LOC109412287|XP_019541474.2|AEAL
OG0003456	Sara|NP_524729.2|DMEL	LOC109622983|XP_029716575.1|AEAL
OG0003457	plh|NP_649511.2|DMEL	LOC115254039|XP_029716329.1|AEAL, LOC115259538|XP_029716064.1|AEAL, LOC109622981|XP_029722654.1|AEAL, LOC109398996|XP_029712623.1|AEAL
OG0003458	TyrR|NP_650652.1|DMEL	LOC109429337|XP_029715922.1|AEAL
OG0003459	Dnali1|NP_650128.1|DMEL	LOC115259429|XP_029715864.1|AEAL, LOC109401051|XP_029716110.1|AEAL
OG0003460	EloA|NP_732846.1|DMEL	LOC109400928|XP_019528966.2|AEAL, LOC109429316|XP_019560767.2|AEAL
OG0003461	MTA1-like|NP_001262293.1|DMEL	LOC109397184|XP_029716349.1|AEAL, LOC109414950|XP_029716284.1|AEAL
OG0003462	ScsbetaG|NP_651963.1|DMEL	LOC115257007|XP_029712098.1|AEAL, LOC109397148|XP_019525036.2|AEAL, LOC109400723|XP_029716304.1|AEAL
OG0003463	red|NP_650352.1|DMEL	LOC109412597|XP_029716093.1|AEAL, LOC109433466|XP_029724004.1|AEAL, LOC115259542|XP_029716068.1|AEAL
OG0003464	Mur89F|NP_001262662.1|DMEL	LOC109398209|XP_029716409.1|AEAL, LOC109429342|XP_029716478.1|AEAL
OG0003465	mRpS11|NP_524382.1|DMEL	LOC115259414|XP_029715832.1|AEAL, LOC109429294|XP_019560731.2|AEAL
OG0003466	CG31357|NP_733044.1|DMEL	LOC109429300|XP_029716517.1|AEAL, LOC109398223|XP_029715909.1|AEAL
OG0003467	spn-B|NP_476740.1|DMEL	LOC109429310|XP_019560761.2|AEAL, LOC109400876|XP_019528909.2|AEAL
OG0003468	FeCH|NP_524613.1|DMEL	LOC109398473|XP_029716195.1|AEAL, LOC115259613|XP_029716218.1|AEAL, LOC109622685|XP_019932666.2|AEAL
OG0003469	Nlp|NP_524557.1|DMEL	LOC109621513|XP_019931115.1|AEAL
OG0003470	Dop1R1|NP_001262563.1|DMEL	LOC115259742|XP_029716385.1|AEAL, LOC109398475|XP_029716384.1|AEAL, LOC115259710|XP_029716352.1|AEAL
OG0003471	CG31751|NP_001334743.1|DMEL	LOC109403740|XP_019532155.2|AEAL, LOC109424318|XP_019554958.2|AEAL
OG0003472	CG5850|NP_001260310.1|DMEL	LOC109432552|XP_029727009.1|AEAL, LOC115265513|XP_029726850.1|AEAL
OG0003473	Nup107|NP_609446.1|DMEL	LOC109417121|XP_019546790.2|AEAL, LOC115259523|XP_029716016.1|AEAL
OG0003474	CG42613|NP_001247185.1|DMEL	LOC109621294|XP_029707892.1|AEAL, LOC115259612|XP_029716212.1|AEAL, LOC109408324|XP_029716233.1|AEAL
OG0003475	CG42322|NP_732549.2|DMEL	LOC109408315|XP_029715907.1|AEAL
OG0003476	Kif3C|NP_651939.4|DMEL	LOC109416866|XP_029719614.1|AEAL, LOC109623092|XP_019933120.2|AEAL
OG0003477	Lkb1|NP_650302.1|DMEL	LOC109421110|XP_019551130.2|AEAL, LOC109413893|XP_019543160.2|AEAL
OG0003478	Octbeta2R|NP_001163596.2|DMEL	LOC109408842|XP_029733119.1|AEAL, LOC109421121|XP_029732766.1|AEAL, LOC115255941|XP_029710036.1|AEAL
OG0003479	Task7|NP_649891.1|DMEL	LOC109408857|XP_019537772.2|AEAL, LOC109421099|XP_029719624.1|AEAL
OG0003480	Osi19|NP_649640.1|DMEL	LOC109623021|XP_019933041.1|AEAL, LOC109409089|XP_019538040.2|AEAL
OG0003481	Osi18|NP_649639.1|DMEL	LOC109409090|XP_019538041.2|AEAL, LOC109623022|XP_019933042.2|AEAL
OG0003482	Osi17|NP_001262307.1|DMEL	LOC115257820|XP_029713635.1|AEAL, LOC109409083|XP_029713269.1|AEAL
OG0003483	Osi1|NP_649618.1|DMEL	LOC115267377|XP_029730227.1|AEAL, LOC109414760|XP_019544132.2|AEAL, LOC109403605|XP_029730225.1|AEAL
OG0003484	Arl8|NP_649769.1|DMEL	LOC109414745|XP_029730212.1|AEAL, LOC109430016|XP_029730217.1|AEAL
OG0003485	Osi22|NP_731783.1|DMEL	LOC115267390|XP_029730234.1|AEAL, LOC109416385|XP_019545971.2|AEAL, LOC115267396|XP_029730240.1|AEAL, LOC109430023|XP_019561582.2|AEAL
OG0003486	CG15888|NP_001034050.1|DMEL	LOC109429993|XP_029730233.1|AEAL, LOC115267394|XP_029730238.1|AEAL, LOC115267387|XP_029730232.1|AEAL
OG0003487	Slbp|NP_477480.1|DMEL	LOC109430040|XP_029730170.1|AEAL, LOC109416365|XP_029730160.1|AEAL
OG0003488	dsd|NP_651571.3|DMEL	LOC115269317|XP_029733784.1|AEAL, LOC109408282|XP_029714170.1|AEAL
OG0003489	FER|NP_524288.3|DMEL	LOC109411496|XP_029723446.1|AEAL, LOC109415932|XP_029723435.1|AEAL, LOC115260434|XP_029717250.1|AEAL
OG0003490	Ppcs|NP_650784.3|DMEL	LOC109411495|XP_029723434.1|AEAL, LOC109414891|XP_029723444.1|AEAL
OG0003491	CG42534|NP_651560.2|DMEL	LOC109400229|XP_029723422.1|AEAL
OG0003492	beat-VI|NP_651619.1|DMEL	LOC115253615|XP_029729288.1|AEAL, LOC109398360|XP_029723398.1|AEAL, LOC109398559|XP_029723396.1|AEAL
OG0003493	CG6569|NP_650988.1|DMEL	LOC109423553|XP_019554086.2|AEAL
OG0003494	CG31523|NP_649474.1|DMEL	LOC109423587|XP_029723281.1|AEAL, LOC115264094|XP_029723276.1|AEAL, LOC109402405|XP_029723285.1|AEAL
OG0003495	GCS2beta|NP_609844.1|DMEL	LOC109402406|XP_019530625.2|AEAL, LOC109405461|XP_029717983.1|AEAL, LOC115254057|XP_029717984.1|AEAL
OG0003496	CG9922|NP_650329.1|DMEL	LOC109405465|XP_019534099.1|AEAL, LOC109402435|XP_029718000.1|AEAL
OG0003497	CG17271|NP_650916.1|DMEL	LOC109402431|XP_019530655.2|AEAL
OG0003498	CG33217|NP_996147.1|DMEL	LOC109405450|XP_019534062.2|AEAL, LOC115257286|XP_029712600.1|AEAL
OG0003499	alpha-Man-IIa|NP_001262413.1|DMEL	LOC109405454|XP_029712583.1|AEAL, LOC109402419|XP_029729891.1|AEAL
OG0003500	CG17349|NP_609957.2|DMEL	LOC109405408|XP_029710129.1|AEAL, LOC115257293|XP_029712614.1|AEAL
OG0003501	GILT1|NP_650287.3|DMEL	LOC109405420|XP_029733819.1|AEAL
OG0003502	mAChR-B|NP_649764.1|DMEL	LOC109416093|XP_029723481.1|AEAL, LOC109621772|XP_029723472.1|AEAL
OG0003503	CG1647|NP_651636.1|DMEL	LOC109416070|XP_019545582.2|AEAL, LOC115260996|XP_029718227.1|AEAL, LOC109402926|XP_029723510.1|AEAL
OG0003504	CG42727|NP_001189223.1|DMEL	LOC115264192|XP_029723512.1|AEAL, LOC109416069|XP_029723497.1|AEAL
OG0003505	kmr|NP_001097775.2|DMEL	LOC109415698|XP_029723536.1|AEAL, LOC109406394|XP_029723857.1|AEAL
OG0003506	CG2017|NP_649603.3|DMEL	LOC109424851|XP_029723560.1|AEAL, LOC109414593|XP_019543966.2|AEAL
OG0003507	cnc|NP_001262864.1|DMEL	LOC115264210|XP_029723564.1|AEAL
OG0003508	mv|NP_647681.2|DMEL	LOC109414613|XP_019543989.2|AEAL
OG0003509	CG5377|NP_651052.1|DMEL	LOC109404192|XP_019532558.2|AEAL
OG0003510	Nup98-96|NP_651187.2|DMEL	LOC109417255|XP_029720353.1|AEAL
OG0003511	mbc|NP_001247267.1|DMEL	LOC109417418|XP_029720346.1|AEAL
OG0003512	Gba1b|NP_001097888.1|DMEL	LOC109406224|XP_019534823.2|AEAL
OG0003513	Cdc16|NP_477397.1|DMEL	LOC109403856|XP_019532299.2|AEAL, LOC109406217|XP_019534815.2|AEAL
OG0003514	TTLL15|NP_650021.1|DMEL	LOC109403858|XP_019532303.2|AEAL, LOC115264228|XP_029723619.1|AEAL
OG0003515	CG8298|NP_610718.1|DMEL	LOC109432053|XP_019563898.2|AEAL, LOC109404016|XP_019532424.2|AEAL
OG0003516	yrt|NP_650291.1|DMEL	LOC109404007|XP_019532414.2|AEAL, LOC109432042|XP_019563888.2|AEAL
OG0003517	Ubx|NP_536752.1|DMEL	LOC109405212|XP_019533784.1|AEAL
OG0003518	lab|NP_476613.1|DMEL	LOC109409653|XP_019538659.2|AEAL
OG0003519	CG42673|NP_729510.1|DMEL	LOC109409662|XP_019538676.2|AEAL
OG0003520	LanB2|NP_524006.1|DMEL	LOC115265366|XP_029725981.1|AEAL, LOC109409658|XP_029725979.1|AEAL
OG0003521	path|NP_648327.1|DMEL	LOC109417298|XP_029725991.1|AEAL, LOC109417297|XP_029725996.1|AEAL
OG0003522	mRpL42|NP_523673.1|DMEL	LOC109409672|XP_019538693.2|AEAL, LOC109406062|XP_019534684.2|AEAL
OG0003523	fws|NP_523590.1|DMEL	LOC115265371|XP_029726006.1|AEAL, LOC109406057|XP_019534677.2|AEAL
OG0003524	CG6867|NP_573262.2|DMEL	LOC109409677|XP_029726008.1|AEAL, LOC109406067|XP_029725973.1|AEAL
OG0003525	Hmgs|NP_524711.1|DMEL	LOC109409680|XP_019538699.2|AEAL, LOC109406056|XP_019534676.2|AEAL
OG0003526	CG14321|NP_650650.1|DMEL	LOC109409789|XP_019538838.2|AEAL, LOC115265375|XP_029726013.1|AEAL
OG0003527	CG1358|NP_610301.1|DMEL	LOC109406058|XP_029726016.1|AEAL, LOC109409687|XP_029725968.1|AEAL
OG0003529	Mulk|NP_723549.1|DMEL	LOC109409700|XP_019538723.2|AEAL
OG0003530	Urm1|NP_996018.2|DMEL	LOC109411447|XP_019540510.1|AEAL
OG0003531	CG7655|NP_650646.1|DMEL	LOC109409711|XP_019538749.2|AEAL, LOC109411460|XP_019540529.2|AEAL
OG0003532	msk|NP_524780.1|DMEL	LOC109409715|XP_019538752.1|AEAL
OG0003533	Mcm7|NP_523984.1|DMEL	LOC109621711|XP_019931407.2|AEAL
OG0003534	CG32052|NP_729555.4|DMEL	LOC115258397|XP_029714348.1|AEAL, LOC109621718|XP_029726171.1|AEAL
OG0003535	oxt|NP_647705.1|DMEL	LOC109621710|XP_019931406.2|AEAL
OG0003536	CG9410|NP_724484.1|DMEL	LOC109407825|XP_029726194.1|AEAL
OG0003537	CG10795|NP_001356967.1|DMEL	LOC109409669|XP_029726231.1|AEAL
OG0003538	Qsox1|NP_610852.1|DMEL	LOC109409637|XP_019538645.2|AEAL
OG0003539	Flo1|NP_725476.1|DMEL	LOC109409596|XP_029715702.1|AEAL, LOC109622563|XP_029726242.1|AEAL
OG0003540	CG32344|NP_612028.4|DMEL	LOC109409433|XP_019538426.2|AEAL
OG0003541	Syx1A|NP_001189276.1|DMEL	LOC109409257|XP_029716660.1|AEAL, LOC109622533|XP_029726261.1|AEAL
OG0003542	kermit|NP_652028.1|DMEL	LOC115265416|XP_029726270.1|AEAL
OG0003543	png|NP_477492.1|DMEL	LOC109409141|XP_029726275.1|AEAL, LOC109622529|XP_019932461.2|AEAL
OG0003544	BHD|NP_648090.1|DMEL	LOC109408917|XP_019537850.2|AEAL, LOC109622517|XP_019932442.2|AEAL
OG0003545	Csp|NP_730713.1|DMEL	LOC109423369|XP_029726386.1|AEAL
OG0003546	CG42638|NP_001163472.1|DMEL, Trpml|NP_649145.1|DMEL	LOC109423358|XP_019553876.2|AEAL
OG0003547	apt|NP_001261153.1|DMEL	LOC115265439|XP_029726420.1|AEAL, LOC115261962|XP_029719750.1|AEAL, LOC109423342|XP_019553834.1|AEAL
OG0003548	Rab32|NP_525109.1|DMEL	LOC115253596|XP_029719745.1|AEAL, LOC109423340|XP_029726422.1|AEAL
OG0003549	CG8026|NP_724769.2|DMEL	LOC109408531|XP_029719744.1|AEAL, LOC109423339|XP_029726427.1|AEAL
OG0003550	RpLP0-like|NP_610554.1|DMEL	LOC109423330|XP_019553818.2|AEAL
OG0003551	OstDelta|NP_611265.1|DMEL	LOC109423323|XP_019553798.2|AEAL
OG0003552	CG9084|NP_001260884.1|DMEL	LOC115265773|XP_029727581.1|AEAL
OG0003553	CG2269|NP_724880.1|DMEL	LOC109423318|XP_019553794.2|AEAL
OG0003554	CG4098|NP_660192.1|DMEL	LOC115254507|XP_029707905.1|AEAL, LOC109423309|XP_019553788.2|AEAL
OG0003555	hob|NP_647789.2|DMEL	LOC109623144|XP_019933188.2|AEAL
OG0003556	CG32432|NP_649266.1|DMEL	LOC109623124|XP_029726485.1|AEAL, LOC115263510|XP_029722611.1|AEAL
OG0003557	CSN3|NP_524190.2|DMEL	LOC115265453|XP_029726492.1|AEAL, LOC109623122|XP_019933164.1|AEAL
OG0003558	axo|NP_001246631.1|DMEL	LOC109399283|XP_029726516.1|AEAL, LOC115264448|XP_029723998.1|AEAL
OG0003559	SCaMC|NP_729802.1|DMEL	LOC109399286|XP_029726533.1|AEAL
OG0003560	Neos|NP_523955.1|DMEL	LOC109429055|XP_019560436.2|AEAL
OG0003561	Lrt|NP_001286640.1|DMEL	LOC109399235|XP_019527216.2|AEAL
OG0003562	Hyccin|NP_611256.1|DMEL	LOC109399217|XP_029726551.1|AEAL
OG0003563	NP15.6|NP_650774.1|DMEL	LOC109399253|XP_019527237.1|AEAL
OG0003564	Sec63|NP_648111.1|DMEL	LOC109399186|XP_029726564.1|AEAL
OG0003565	RpL28|NP_647791.2|DMEL	LOC109419974|XP_029711979.1|AEAL, LOC109418013|XP_029726609.1|AEAL
OG0003566	Unc-115b|NP_731390.1|DMEL, Unc-115a|NP_001163573.1|DMEL	LOC115256935|XP_029711992.1|AEAL, LOC109418021|XP_029726610.1|AEAL
OG0003567	spin|NP_725532.1|DMEL	LOC109418024|XP_019547727.2|AEAL, LOC109418026|XP_029711986.1|AEAL
OG0003568	Camta|NP_001137624.1|DMEL	LOC109414816|XP_029726635.1|AEAL, LOC109418032|XP_029711974.1|AEAL
OG0003569	CG1317|NP_647715.2|DMEL	LOC109414833|XP_019544221.2|AEAL
OG0003570	didum|NP_724569.1|DMEL	LOC109418067|XP_029726677.1|AEAL
OG0003571	NT1|NP_729009.2|DMEL	LOC109418097|XP_029726742.1|AEAL
OG0003572	exp|NP_725091.1|DMEL	LOC109418098|XP_019547827.1|AEAL
OG0003573	Ctf4|NP_610921.1|DMEL	LOC115259893|XP_029716547.1|AEAL, LOC109418109|XP_019547842.2|AEAL
OG0003574	CG4611|NP_647949.1|DMEL	LOC109418128|XP_019547872.2|AEAL
OG0003575	CG5157|NP_648843.1|DMEL	LOC109413273|XP_019542547.1|AEAL, LOC115266190|XP_029728016.1|AEAL, LOC109418873|XP_029728019.1|AEAL
OG0003576	rogdi|NP_730244.1|DMEL	LOC109418936|XP_029729315.1|AEAL
OG0003577	S6k|NP_523941.2|DMEL	LOC109418942|XP_029733601.1|AEAL
OG0003578	Rint1|NP_648102.2|DMEL	LOC109397801|XP_029733577.1|AEAL, LOC115255796|XP_029709779.1|AEAL
OG0003579	stau|NP_476751.1|DMEL	LOC109418970|XP_029709782.1|AEAL, LOC109397838|XP_029733573.1|AEAL
OG0003580	hpo|NP_611427.1|DMEL	LOC109397924|XP_029709790.1|AEAL, LOC109418980|XP_029733561.1|AEAL
OG0003581	Srrm234|NP_001097475.2|DMEL	LOC109398009|XP_029733543.1|AEAL, LOC109418986|XP_029709798.1|AEAL
OG0003582	CG32066|NP_729619.1|DMEL	LOC109419708|XP_029709810.1|AEAL, LOC109398227|XP_029733528.1|AEAL
OG0003583	CG12913|NP_610567.1|DMEL	LOC109419701|XP_029733504.1|AEAL, LOC109398311|XP_029709835.1|AEAL
OG0003584	CG12128|NP_610543.1|DMEL	LOC109622110|XP_019931885.2|AEAL
OG0003585	CG7330|NP_649032.1|DMEL	LOC109419680|XP_029713288.1|AEAL
OG0003586	yellow-h|NP_651912.3|DMEL	LOC109410025|XP_029725918.1|AEAL, LOC109419670|XP_029725876.1|AEAL
OG0003587	IntS14|NP_608579.1|DMEL	LOC115265352|XP_029725909.1|AEAL, LOC109419662|XP_019549441.2|AEAL
OG0003588	DNApol-theta|NP_524333.1|DMEL	LOC109419652|XP_019549425.2|AEAL, LOC115264841|XP_029724715.1|AEAL, LOC115264840|XP_029724714.1|AEAL
OG0003589	CG30095|NP_725529.1|DMEL	LOC115258164|XP_029714076.1|AEAL, LOC109419646|XP_029727555.1|AEAL
OG0003590	SCOT|NP_647683.1|DMEL	LOC109409975|XP_029725823.1|AEAL
OG0003591	CG12004|NP_001097474.1|DMEL	LOC109420223|XP_029719315.1|AEAL, LOC109409970|XP_029725818.1|AEAL
OG0003592	CG10681|NP_648580.1|DMEL	LOC115261621|XP_029719384.1|AEAL, LOC109398786|XP_019526725.2|AEAL, LOC109410039|XP_019539124.2|AEAL
