Orthogroup	DMEL.longest_only	CPIP.longest_only
OG0003430	ci|NP_524617.3|DMEL	LOC120415617|XP_039433150.1|CPIP
OG0003431	tacc|NP_001189169.1|DMEL	LOC120427247|XP_039448036.1|CPIP
OG0003432	CHORD|NP_651226.1|DMEL	LOC120423828|XP_039443690.1|CPIP
OG0003433	Zip99C|NP_733319.1|DMEL	LOC120418352|XP_039436639.1|CPIP
OG0003434	CG11655|NP_573024.1|DMEL	LOC120428288|XP_039449214.1|CPIP
OG0003435	Ets97D|NP_001263000.1|DMEL	LOC120418355|XP_039436642.1|CPIP
OG0003436	elm|NP_649568.1|DMEL	LOC120431628|XP_039452674.1|CPIP
OG0003437	Sec23|NP_001246932.1|DMEL	LOC120431609|XP_039452650.1|CPIP
OG0003438	MED27|NP_649569.1|DMEL	LOC120426010|XP_039446616.1|CPIP
OG0003439	TBC1d7|NP_651223.2|DMEL	LOC120426249|XP_039446921.1|CPIP
OG0003440	heph|NP_001247399.1|DMEL	LOC120416206|XP_039433881.1|CPIP
OG0003441	Pburs|NP_609712.1|DMEL	LOC120427891|XP_039448759.1|CPIP
OG0003442	St2|NP_649870.1|DMEL	LOC120427894|XP_039448762.1|CPIP
OG0003443	Non2|NP_647745.1|DMEL	LOC120420269|XP_039439202.1|CPIP, LOC120422149|XP_039441454.1|CPIP
OG0003444	Csas|NP_730474.2|DMEL	LOC120417068|XP_039434963.1|CPIP
OG0003445	CG15365|NP_001285030.1|DMEL	LOC120416132|XP_039433738.1|CPIP
OG0003446	Ranbp16|NP_001188596.1|DMEL	LOC120415639|XP_039433175.1|CPIP
OG0003447	fuss|NP_001162829.1|DMEL	LOC120415538|XP_039433041.1|CPIP
OG0003448	CG14641|NP_649440.3|DMEL	LOC120414263|XP_039431310.1|CPIP
OG0003449	Ns1|NP_732199.2|DMEL	LOC120414286|XP_039431351.1|CPIP
OG0003450	CG6171|NP_001097801.1|DMEL	LOC120424270|XP_039444266.1|CPIP
OG0003451	CG5745|NP_650941.3|DMEL	LOC120424239|XP_039444237.1|CPIP
OG0003452	CG7044|NP_650940.2|DMEL	LOC120424238|XP_039444236.1|CPIP
OG0003453	MED4|NP_648094.1|DMEL	LOC120425389|XP_039445840.1|CPIP
OG0003454	CG8814|NP_608729.1|DMEL	LOC120425385|XP_039445834.1|CPIP
OG0003455	CG6325|NP_650000.1|DMEL	LOC120425387|XP_039445838.1|CPIP
OG0003456	Sara|NP_524729.2|DMEL	LOC120423420|XP_039443157.1|CPIP
OG0003457	plh|NP_649511.2|DMEL	LOC120423423|XP_039443163.1|CPIP
OG0003458	TyrR|NP_650652.1|DMEL	LOC120425717|XP_039446258.1|CPIP
OG0003459	Dnali1|NP_650128.1|DMEL	LOC120429646|XP_039450606.1|CPIP
OG0003460	EloA|NP_732846.1|DMEL	LOC120417204|XP_039435104.1|CPIP
OG0003461	MTA1-like|NP_001262293.1|DMEL	LOC120414291|XP_039431356.1|CPIP
OG0003462	ScsbetaG|NP_651963.1|DMEL	LOC120425428|XP_039445890.1|CPIP
OG0003463	red|NP_650352.1|DMEL	LOC120424455|XP_039444522.1|CPIP
OG0003464	Mur89F|NP_001262662.1|DMEL	LOC120427287|XP_039448072.1|CPIP
OG0003465	mRpS11|NP_524382.1|DMEL	LOC120431816|XP_039452869.1|CPIP
OG0003466	CG31357|NP_733044.1|DMEL	LOC120421019|XP_039440075.1|CPIP
OG0003469	Nlp|NP_524557.1|DMEL	LOC120430499|XP_039451530.1|CPIP
OG0003470	Dop1R1|NP_001262563.1|DMEL	LOC120428674|XP_039449657.1|CPIP
OG0003471	CG31751|NP_001334743.1|DMEL	LOC120428672|XP_039449656.1|CPIP
OG0003472	CG5850|NP_001260310.1|DMEL	LOC120421173|XP_039440302.1|CPIP
OG0003473	Nup107|NP_609446.1|DMEL	LOC120423964|XP_039443886.1|CPIP
OG0003474	CG42613|NP_001247185.1|DMEL	LOC120425161|XP_039445524.1|CPIP
OG0003475	CG42322|NP_732549.2|DMEL	LOC120426217|XP_039446859.1|CPIP
OG0003476	Kif3C|NP_651939.4|DMEL	LOC120427409|XP_039448205.1|CPIP
OG0003477	Lkb1|NP_650302.1|DMEL	LOC120424766|XP_039444904.1|CPIP
OG0003478	Octbeta2R|NP_001163596.2|DMEL	LOC120421098|XP_039440177.1|CPIP
OG0003479	Task7|NP_649891.1|DMEL	LOC120417002|XP_039434879.1|CPIP
OG0003480	Osi19|NP_649640.1|DMEL	LOC120428960|XP_039450033.1|CPIP
OG0003481	Osi18|NP_649639.1|DMEL	LOC120428962|XP_039450035.1|CPIP
OG0003482	Osi17|NP_001262307.1|DMEL	LOC120428959|XP_039450031.1|CPIP
OG0003483	Osi1|NP_649618.1|DMEL	LOC120425990|XP_039446582.1|CPIP
OG0003484	Arl8|NP_649769.1|DMEL	LOC120422026|XP_039441284.1|CPIP
OG0003485	Osi22|NP_731783.1|DMEL	LOC120430263|XP_039451282.1|CPIP
OG0003486	CG15888|NP_001034050.1|DMEL	LOC120430268|XP_039451289.1|CPIP
OG0003487	Slbp|NP_477480.1|DMEL	LOC120422548|XP_039441949.1|CPIP
OG0003488	dsd|NP_651571.3|DMEL	LOC120432485|XP_039453636.1|CPIP
OG0003489	FER|NP_524288.3|DMEL	LOC120414300|XP_039431368.1|CPIP
OG0003490	Ppcs|NP_650784.3|DMEL	LOC120414284|XP_039431348.1|CPIP
OG0003491	CG42534|NP_651560.2|DMEL	LOC120414290|XP_039431355.1|CPIP
OG0003492	beat-VI|NP_651619.1|DMEL	LOC120427279|XP_039448063.1|CPIP
OG0003493	CG6569|NP_650988.1|DMEL	LOC120431388|XP_039452452.1|CPIP, LOC120430174|XP_039451189.1|CPIP
OG0003494	CG31523|NP_649474.1|DMEL	LOC120429624|XP_039450588.1|CPIP
OG0003495	GCS2beta|NP_609844.1|DMEL	LOC120423840|XP_039443722.1|CPIP
OG0003496	CG9922|NP_650329.1|DMEL	LOC120421779|XP_039440982.1|CPIP
OG0003497	CG17271|NP_650916.1|DMEL	LOC120423822|XP_039443679.1|CPIP
OG0003498	CG33217|NP_996147.1|DMEL	LOC120423812|XP_039443666.1|CPIP
OG0003499	alpha-Man-IIa|NP_001262413.1|DMEL	LOC120423830|XP_039443704.1|CPIP
OG0003500	CG17349|NP_609957.2|DMEL	LOC120424631|XP_039444731.1|CPIP
OG0003502	mAChR-B|NP_649764.1|DMEL	LOC120417089|XP_039434999.1|CPIP
OG0003503	CG1647|NP_651636.1|DMEL	LOC120425050|XP_039445357.1|CPIP
OG0003504	CG42727|NP_001189223.1|DMEL	LOC120425079|XP_039445409.1|CPIP
OG0003505	kmr|NP_001097775.2|DMEL	LOC120425072|XP_039445382.1|CPIP
OG0003506	CG2017|NP_649603.3|DMEL	LOC120420771|XP_039439814.1|CPIP
OG0003507	cnc|NP_001262864.1|DMEL	LOC120420749|XP_039439779.1|CPIP
OG0003508	mv|NP_647681.2|DMEL	LOC120414265|XP_039431318.1|CPIP
OG0003509	CG5377|NP_651052.1|DMEL	LOC120425654|XP_039446169.1|CPIP
OG0003510	Nup98-96|NP_651187.2|DMEL	LOC120425391|XP_039445842.1|CPIP
OG0003511	mbc|NP_001247267.1|DMEL	LOC120425379|XP_039445826.1|CPIP, LOC120423575|XP_039443367.1|CPIP
OG0003512	Gba1b|NP_001097888.1|DMEL	LOC120432131|XP_039453198.1|CPIP
OG0003513	Cdc16|NP_477397.1|DMEL	LOC120422588|XP_039442013.1|CPIP
OG0003515	CG8298|NP_610718.1|DMEL	LOC120425435|XP_039445900.1|CPIP
OG0003516	yrt|NP_650291.1|DMEL	LOC120425433|XP_039445897.1|CPIP
OG0003517	Ubx|NP_536752.1|DMEL	LOC120417083|XP_039434995.1|CPIP
OG0003518	lab|NP_476613.1|DMEL	LOC120428062|XP_039448955.1|CPIP
OG0003519	CG42673|NP_729510.1|DMEL	LOC120428068|XP_039448970.1|CPIP
OG0003520	LanB2|NP_524006.1|DMEL	LOC120428064|XP_039448957.1|CPIP
OG0003521	path|NP_648327.1|DMEL	LOC120428073|XP_039448981.1|CPIP
OG0003522	mRpL42|NP_523673.1|DMEL	LOC120428076|XP_039448986.1|CPIP
OG0003523	fws|NP_523590.1|DMEL	LOC120420489|XP_039439469.1|CPIP, LOC120413890|XP_039430798.1|CPIP
OG0003524	CG6867|NP_573262.2|DMEL	LOC120428074|XP_039448984.1|CPIP
OG0003525	Hmgs|NP_524711.1|DMEL	LOC120430975|XP_039452041.1|CPIP
OG0003527	CG1358|NP_610301.1|DMEL	LOC120430984|XP_039452080.1|CPIP
OG0003529	Mulk|NP_723549.1|DMEL	LOC120428690|XP_039449692.1|CPIP
OG0003530	Urm1|NP_996018.2|DMEL	LOC120428693|XP_039449695.1|CPIP
OG0003531	CG7655|NP_650646.1|DMEL	LOC120427603|XP_039448414.1|CPIP
OG0003532	msk|NP_524780.1|DMEL	LOC120427613|XP_039448428.1|CPIP
OG0003533	Mcm7|NP_523984.1|DMEL	LOC120423003|XP_039442559.1|CPIP
OG0003534	CG32052|NP_729555.4|DMEL	LOC120424419|XP_039444463.1|CPIP
OG0003535	oxt|NP_647705.1|DMEL	LOC120430253|XP_039451272.1|CPIP
OG0003536	CG9410|NP_724484.1|DMEL	LOC120421746|XP_039440953.1|CPIP
OG0003537	CG10795|NP_001356967.1|DMEL	LOC120424166|XP_039444150.1|CPIP
OG0003538	Qsox1|NP_610852.1|DMEL	LOC120424173|XP_039444159.1|CPIP
OG0003539	Flo1|NP_725476.1|DMEL	LOC120424169|XP_039444152.1|CPIP
OG0003540	CG32344|NP_612028.4|DMEL	LOC120424180|XP_039444170.1|CPIP
OG0003541	Syx1A|NP_001189276.1|DMEL	LOC120417819|XP_039435959.1|CPIP
OG0003542	kermit|NP_652028.1|DMEL	LOC120417805|XP_039435937.1|CPIP
OG0003543	png|NP_477492.1|DMEL	LOC120417813|XP_039435950.1|CPIP
OG0003544	BHD|NP_648090.1|DMEL	LOC120417798|XP_039435930.1|CPIP
OG0003545	Csp|NP_730713.1|DMEL	LOC120419759|XP_039438516.1|CPIP
OG0003546	CG42638|NP_001163472.1|DMEL, Trpml|NP_649145.1|DMEL	LOC120419751|XP_039438502.1|CPIP
OG0003547	apt|NP_001261153.1|DMEL	LOC120419505|XP_039438136.1|CPIP
OG0003548	Rab32|NP_525109.1|DMEL	LOC120419500|XP_039438125.1|CPIP
OG0003549	CG8026|NP_724769.2|DMEL	LOC120419503|XP_039438135.1|CPIP
OG0003550	RpLP0-like|NP_610554.1|DMEL	LOC120429771|XP_039450762.1|CPIP
OG0003551	OstDelta|NP_611265.1|DMEL	LOC120417809|XP_039435942.1|CPIP
OG0003552	CG9084|NP_001260884.1|DMEL	LOC120430257|XP_039451276.1|CPIP, LOC120419775|XP_039438541.1|CPIP
OG0003553	CG2269|NP_724880.1|DMEL	LOC120419731|XP_039438457.1|CPIP, LOC120430258|XP_039451277.1|CPIP
OG0003554	CG4098|NP_660192.1|DMEL	LOC120419746|XP_039438483.1|CPIP
OG0003555	hob|NP_647789.2|DMEL	LOC120417397|XP_039435358.1|CPIP
OG0003556	CG32432|NP_649266.1|DMEL	LOC120427109|XP_039447893.1|CPIP, LOC120427466|XP_039448270.1|CPIP
OG0003557	CSN3|NP_524190.2|DMEL	LOC120431873|XP_039452937.1|CPIP, LOC120427123|XP_039447910.1|CPIP
OG0003558	axo|NP_001246631.1|DMEL	LOC120414214|XP_039431247.1|CPIP
OG0003559	SCaMC|NP_729802.1|DMEL	LOC120429274|XP_039450425.1|CPIP
OG0003560	Neos|NP_523955.1|DMEL	LOC120422644|XP_039442081.1|CPIP
OG0003561	Lrt|NP_001286640.1|DMEL	LOC120422627|XP_039442056.1|CPIP
OG0003562	Hyccin|NP_611256.1|DMEL	LOC120422625|XP_039442053.1|CPIP
OG0003563	NP15.6|NP_650774.1|DMEL	LOC120431522|XP_039452553.1|CPIP, LOC120422636|XP_039442067.1|CPIP
OG0003564	Sec63|NP_648111.1|DMEL	LOC120431622|XP_039452667.1|CPIP
OG0003565	RpL28|NP_647791.2|DMEL	LOC120412866|XP_039429424.1|CPIP
OG0003566	Unc-115b|NP_731390.1|DMEL, Unc-115a|NP_001163573.1|DMEL	LOC120422914|XP_039442413.1|CPIP
OG0003567	spin|NP_725532.1|DMEL	LOC120422917|XP_039442422.1|CPIP
OG0003568	Camta|NP_001137624.1|DMEL	LOC120423649|XP_039443455.1|CPIP
OG0003569	CG1317|NP_647715.2|DMEL	LOC120413503|XP_039430292.1|CPIP
OG0003570	didum|NP_724569.1|DMEL	LOC120415771|XP_039433321.1|CPIP
OG0003571	NT1|NP_729009.2|DMEL	LOC120427373|XP_039448167.1|CPIP
OG0003572	exp|NP_725091.1|DMEL	LOC120427089|XP_039447875.1|CPIP
OG0003573	Ctf4|NP_610921.1|DMEL	LOC120426403|XP_039447097.1|CPIP
OG0003574	CG4611|NP_647949.1|DMEL	LOC120427476|XP_039448279.1|CPIP
OG0003575	CG5157|NP_648843.1|DMEL	LOC120428985|XP_039450057.1|CPIP
OG0003576	rogdi|NP_730244.1|DMEL	LOC120432608|XP_039453789.1|CPIP
OG0003577	S6k|NP_523941.2|DMEL	LOC120432601|XP_039453777.1|CPIP
OG0003578	Rint1|NP_648102.2|DMEL	LOC120427142|XP_039447935.1|CPIP
OG0003579	stau|NP_476751.1|DMEL	LOC120426579|XP_039447302.1|CPIP
OG0003580	hpo|NP_611427.1|DMEL	LOC120426850|XP_039447580.1|CPIP
OG0003581	Srrm234|NP_001097475.2|DMEL	LOC120427329|XP_039448116.1|CPIP
OG0003582	CG32066|NP_729619.1|DMEL	LOC120425995|XP_039446592.1|CPIP
OG0003583	CG12913|NP_610567.1|DMEL	LOC120425696|XP_039446217.1|CPIP
OG0003584	CG12128|NP_610543.1|DMEL	LOC120426360|XP_039447057.1|CPIP
OG0003585	CG7330|NP_649032.1|DMEL	LOC120425830|XP_039446386.1|CPIP
OG0003586	yellow-h|NP_651912.3|DMEL	LOC120428814|XP_039449850.1|CPIP
OG0003587	IntS14|NP_608579.1|DMEL	LOC120425974|XP_039446562.1|CPIP
OG0003588	DNApol-theta|NP_524333.1|DMEL	LOC120422331|XP_039441660.1|CPIP
OG0003589	CG30095|NP_725529.1|DMEL	LOC120422349|XP_039441679.1|CPIP
OG0003590	SCOT|NP_647683.1|DMEL	LOC120420566|XP_039439575.1|CPIP
OG0003591	CG12004|NP_001097474.1|DMEL	LOC120429984|XP_039451013.1|CPIP
OG0003592	CG10681|NP_648580.1|DMEL	LOC120422847|XP_039442326.1|CPIP
OG0003593	Pdp1|NP_729301.1|DMEL	LOC120422433|XP_039441785.1|CPIP
OG0003594	CG14834|NP_648108.1|DMEL	LOC120415748|XP_039433289.1|CPIP
OG0003595	Arf51F|NP_523751.2|DMEL	LOC120415739|XP_039433274.1|CPIP
OG0003596	Rab2|NP_477090.1|DMEL	LOC120415735|XP_039433264.1|CPIP
OG0003597	Hsepi|NP_610249.2|DMEL	LOC120415752|XP_039433294.1|CPIP
OG0003598	CG15019|NP_001097502.1|DMEL	LOC120428572|XP_039449539.1|CPIP
OG0003599	CG9643|NP_608733.1|DMEL	LOC120424877|XP_039445071.1|CPIP
OG0003600	Gug|NP_001261581.1|DMEL	LOC120424883|XP_039445081.1|CPIP
OG0003601	ana|NP_001163093.1|DMEL	LOC120418863|XP_039437332.1|CPIP
OG0003602	Sesn|NP_001097437.1|DMEL	LOC120418856|XP_039437317.1|CPIP
OG0003603	CG34462|NP_001097548.1|DMEL	LOC120430196|XP_039451213.1|CPIP
OG0003604	nompB|NP_724347.3|DMEL	LOC120430042|XP_039451068.1|CPIP
OG0003605	udt|NP_651182.2|DMEL	LOC120430147|XP_039451169.1|CPIP
OG0003606	swi2|NP_611247.3|DMEL	LOC120430158|XP_039451177.1|CPIP
OG0003607	aft|NP_477413.1|DMEL	LOC120430016|XP_039451048.1|CPIP
OG0003608	vnc|NP_648378.1|DMEL	LOC120422884|XP_039442378.1|CPIP
OG0003609	tsu|NP_610454.2|DMEL	LOC120430755|XP_039451800.1|CPIP, LOC120430317|XP_039451352.1|CPIP
OG0003610	Wdr92|NP_649025.1|DMEL	LOC120416555|XP_039434221.1|CPIP
OG0003611	bol|NP_001261614.1|DMEL	LOC120430951|XP_039452008.1|CPIP
OG0003612	hbn|NP_788420.1|DMEL	LOC120429260|XP_039450413.1|CPIP
OG0003613	Rpe|NP_610298.2|DMEL	LOC120423179|XP_039442804.1|CPIP
OG0003614	boca|NP_724578.1|DMEL	LOC120423180|XP_039442805.1|CPIP
OG0003615	Golgin245|NP_611787.2|DMEL	LOC120420670|XP_039439702.1|CPIP
OG0003616	CG2852|NP_611695.1|DMEL	LOC120412428|XP_039428821.1|CPIP
OG0003617	s-cup|NP_610792.2|DMEL	LOC120426803|XP_039447521.1|CPIP
OG0003618	fdl|NP_725178.2|DMEL	LOC120426802|XP_039447516.1|CPIP
OG0003619	AspRS|NP_476609.1|DMEL	LOC120428619|XP_039449597.1|CPIP
OG0003620	Zfrp8|NP_611890.1|DMEL	LOC120413201|XP_039429850.1|CPIP
OG0003621	CG4942|NP_648286.1|DMEL	LOC120431468|XP_039452516.1|CPIP
OG0003622	teq|NP_648288.2|DMEL	LOC120431467|XP_039452515.1|CPIP
OG0003623	mEFTu1|NP_524752.1|DMEL	LOC120421532|XP_039440685.1|CPIP
OG0003624	Pal2|NP_525118.2|DMEL	LOC120428750|XP_039449765.1|CPIP
OG0003625	CG1598|NP_610296.2|DMEL	LOC120428754|XP_039449770.1|CPIP
OG0003626	Pgant1|NP_611043.1|DMEL	LOC120413254|XP_039429917.1|CPIP
OG0003627	Vps51|NP_611363.2|DMEL	LOC120413253|XP_039429916.1|CPIP
OG0003628	ced-6|NP_001246225.1|DMEL	LOC120413218|XP_039429873.1|CPIP
OG0003629	CG3955|NP_610837.1|DMEL	LOC120413235|XP_039429899.1|CPIP
OG0003630	CG10339|NP_611881.1|DMEL	LOC120413221|XP_039429881.1|CPIP
OG0003631	l_3_76BDm|NP_649135.2|DMEL	LOC120413214|XP_039429866.1|CPIP
OG0003632	CG15212|NP_652458.1|DMEL	LOC120413238|XP_039429902.1|CPIP, LOC120413263|XP_039429925.1|CPIP
OG0003633	Dgkepsilon|NP_725228.1|DMEL	LOC120418504|XP_039436875.1|CPIP
OG0003634	ergic53|NP_524776.1|DMEL	LOC120413204|XP_039429854.1|CPIP
OG0003635	ZnT63C|NP_001261364.1|DMEL	LOC120413156|XP_039429798.1|CPIP
OG0003636	Dbp45A|NP_476927.1|DMEL	LOC120418625|XP_039437003.1|CPIP, LOC120418489|XP_039436860.1|CPIP
OG0003637	Cyp301a1|NP_610796.1|DMEL	LOC120418500|XP_039436871.1|CPIP
OG0003638	trc|NP_001262071.1|DMEL	LOC120424827|XP_039444982.1|CPIP
OG0003639	Taf11|NP_723484.1|DMEL	LOC120424848|XP_039445030.1|CPIP
OG0003640	Pms2|NP_477023.1|DMEL	LOC120420077|XP_039438936.1|CPIP
OG0003641	Sgf29|NP_726051.1|DMEL	LOC120420075|XP_039438933.1|CPIP
OG0003642	Pabp2|NP_476902.1|DMEL	LOC120420104|XP_039438985.1|CPIP
OG0003643	mRpS17|NP_525119.1|DMEL	LOC120420090|XP_039438956.1|CPIP
OG0003644	TER94|NP_001097249.1|DMEL	LOC120420063|XP_039438911.1|CPIP
OG0003645	mRpS35|NP_523893.1|DMEL	LOC120429150|XP_039450289.1|CPIP
OG0003646	ldbr|NP_996022.1|DMEL	LOC120429154|XP_039450296.1|CPIP
OG0003647	Fdx1|NP_523993.1|DMEL	LOC120416508|XP_039434160.1|CPIP
OG0003648	Gmd|NP_608888.2|DMEL	LOC120416529|XP_039434180.1|CPIP
OG0003649	veli|NP_733076.2|DMEL	LOC120428834|XP_039449884.1|CPIP
OG0003650	Arp6|NP_511165.1|DMEL	LOC120428833|XP_039449883.1|CPIP
OG0003651	CG15528|NP_651767.2|DMEL	LOC120413475|XP_039430248.1|CPIP
OG0003652	SmD1|NP_524774.1|DMEL	LOC120418018|XP_039436195.1|CPIP
OG0003653	cyc|NP_524168.2|DMEL	LOC120418047|XP_039436229.1|CPIP
OG0003654	beg|NP_648950.1|DMEL	LOC120424198|XP_039444190.1|CPIP
OG0003655	CG10189|NP_609975.1|DMEL	LOC120425592|XP_039446107.1|CPIP
OG0003656	CG10984|NP_729823.2|DMEL	LOC120425586|XP_039446097.1|CPIP
OG0003657	Blos4|NP_648414.1|DMEL	LOC120418933|XP_039437404.1|CPIP
OG0003658	CG9386|NP_649904.2|DMEL	LOC120418923|XP_039437387.1|CPIP
OG0003659	Gabat|NP_649168.2|DMEL	LOC120418921|XP_039437385.1|CPIP
OG0003660	E_bx_|NP_001261188.1|DMEL	LOC120418907|XP_039437368.1|CPIP
OG0003661	Pxn|NP_523891.2|DMEL	LOC120420644|XP_039439656.1|CPIP
OG0003662	ppl|NP_524197.1|DMEL	LOC120420685|XP_039439714.1|CPIP
OG0003663	kri|NP_001261451.1|DMEL	LOC120412381|XP_039428743.1|CPIP
OG0003664	vn|NP_523942.2|DMEL	LOC120412380|XP_039428739.1|CPIP
OG0003665	CG12909|NP_610573.1|DMEL	LOC120412390|XP_039428765.1|CPIP
OG0003666	phtf|NP_610232.1|DMEL	LOC120412392|XP_039428773.1|CPIP
OG0003667	Larp4B|NP_647793.1|DMEL	LOC120413486|XP_039430270.1|CPIP
OG0003668	stw|NP_610170.2|DMEL	LOC120412619|XP_039429103.1|CPIP
OG0003669	CG7637|NP_610610.1|DMEL	LOC120421527|XP_039440680.1|CPIP
OG0003670	CG12935|NP_610609.1|DMEL	LOC120421526|XP_039440679.1|CPIP
OG0003671	Pde8|NP_001163275.2|DMEL	LOC120429132|XP_039450264.1|CPIP
OG0003672	RpS27|NP_651359.1|DMEL	LOC120424862|XP_039445049.1|CPIP
OG0003673	wdp|NP_611661.1|DMEL	LOC120430654|XP_039451694.1|CPIP
OG0003674	CG8399|NP_001286472.1|DMEL	LOC120422291|XP_039441617.1|CPIP
OG0003675	Nup44A|NP_610343.1|DMEL	LOC120422294|XP_039441621.1|CPIP
OG0003676	ACC|NP_610342.1|DMEL	LOC120422293|XP_039441620.1|CPIP
OG0003677	CG17454|NP_001138001.1|DMEL	LOC120423606|XP_039443405.1|CPIP
OG0003678	wit|NP_001261395.1|DMEL	LOC120419972|XP_039438782.1|CPIP
OG0003679	Rcd5|NP_647852.1|DMEL	LOC120419980|XP_039438792.1|CPIP
OG0003680	CG5033|NP_611270.1|DMEL	LOC120414123|XP_039431085.1|CPIP
OG0003681	tun|NP_611061.1|DMEL	LOC120414124|XP_039431086.1|CPIP
OG0003682	pps|NP_001247075.1|DMEL	LOC120414114|XP_039431076.1|CPIP
OG0003683	TppII|NP_725252.1|DMEL	LOC120414122|XP_039431084.1|CPIP
OG0003684	CG3434|NP_648320.1|DMEL	LOC120417210|XP_039435108.1|CPIP, LOC120430339|XP_039451375.1|CPIP
OG0003685	TrpA1|NP_001261600.1|DMEL	LOC120418569|XP_039436947.1|CPIP, LOC120418566|XP_039436936.1|CPIP
OG0003686	Sec24AB|NP_610531.1|DMEL	LOC120418522|XP_039436892.1|CPIP
OG0003687	Dlish|NP_611251.2|DMEL	LOC120418551|XP_039436918.1|CPIP
OG0003688	bonsai|NP_611691.1|DMEL	LOC120418552|XP_039436920.1|CPIP
OG0003689	ArfGAP3|NP_001097664.2|DMEL	LOC120418531|XP_039436901.1|CPIP
OG0003690	NUCB1|NP_649008.2|DMEL	LOC120418532|XP_039436903.1|CPIP
OG0003691	meru|NP_730077.1|DMEL	LOC120418549|XP_039436915.1|CPIP
OG0003692	p47|NP_610284.1|DMEL	LOC120431431|XP_039452486.1|CPIP, LOC120426205|XP_039446848.1|CPIP
OG0003693	CG7028|NP_001286884.1|DMEL	LOC120431880|XP_039452943.1|CPIP, LOC120414462|XP_039431584.1|CPIP
OG0003694	ringer|NP_648881.1|DMEL	LOC120414433|XP_039431551.1|CPIP
OG0003695	frc|NP_524126.1|DMEL	LOC120414447|XP_039431568.1|CPIP
OG0003696	CG34228|NP_001097274.1|DMEL	LOC120429028|XP_039450098.1|CPIP
OG0003697	gem|NP_610556.1|DMEL	LOC120423616|XP_039443417.1|CPIP
OG0003698	RpS9|NP_524004.2|DMEL	LOC120426782|XP_039447490.1|CPIP
OG0003699	ITP|NP_611931.3|DMEL	LOC120419515|XP_039438149.1|CPIP
OG0003700	CG3589|NP_611968.1|DMEL	LOC120419539|XP_039438182.1|CPIP
OG0003701	CCDC53|NP_609178.1|DMEL	LOC120419523|XP_039438168.1|CPIP
OG0003702	CG6833|NP_648689.1|DMEL	LOC120413393|XP_039430125.1|CPIP
OG0003703	CG32280|NP_728818.1|DMEL	LOC120413412|XP_039430151.1|CPIP
OG0003704	Gorab|NP_788523.1|DMEL	LOC120413401|XP_039430135.1|CPIP
OG0003705	lig|NP_001260795.1|DMEL	LOC120430383|XP_039451415.1|CPIP, LOC120430839|XP_039451889.1|CPIP
OG0003706	Cralbp|NP_523939.1|DMEL	LOC120427789|XP_039448647.1|CPIP
OG0003707	CG32333|NP_001261246.1|DMEL	LOC120427774|XP_039448628.1|CPIP
OG0003708	CG5151|NP_648844.1|DMEL	LOC120422275|XP_039441593.1|CPIP, LOC120430407|XP_039451446.1|CPIP, LOC120425139|XP_039445500.1|CPIP
OG0003709	sug|NP_610826.1|DMEL	LOC120422287|XP_039441611.1|CPIP
OG0003710	CG17019|NP_610827.2|DMEL	LOC120422282|XP_039441603.1|CPIP
OG0003711	CG9300|NP_649127.1|DMEL	LOC120423774|XP_039443627.1|CPIP
OG0003712	Achl|NP_610964.1|DMEL	LOC120423787|XP_039443639.1|CPIP
OG0003713	lms|NP_001286635.1|DMEL	LOC120423763|XP_039443610.1|CPIP
OG0003714	Mgat1|NP_525117.2|DMEL	LOC120423785|XP_039443637.1|CPIP
OG0003715	Cpr66Cb|NP_648209.1|DMEL	LOC120421632|XP_039440793.1|CPIP
OG0003716	Srrm1|NP_648627.1|DMEL	LOC120424482|XP_039444555.1|CPIP
OG0003717	zetaCOP|NP_648910.1|DMEL	LOC120424490|XP_039444568.1|CPIP
OG0003718	CG8005|NP_648188.2|DMEL	LOC120424499|XP_039444584.1|CPIP
OG0003719	CG6650|NP_648685.1|DMEL	LOC120420919|XP_039439980.1|CPIP
OG0003720	Dd|NP_608449.1|DMEL	LOC120430130|XP_039451149.1|CPIP, LOC120431473|XP_039452521.1|CPIP
OG0003721	Vps20|NP_726213.1|DMEL	LOC120431479|XP_039452528.1|CPIP, LOC120424649|XP_039444754.1|CPIP
OG0003722	Pura|NP_996016.2|DMEL	LOC120429807|XP_039450791.1|CPIP
OG0003723	ghi|NP_729495.1|DMEL	LOC120412586|XP_039429033.1|CPIP
OG0003724	TM9SF3|NP_647979.1|DMEL	LOC120412597|XP_039429064.1|CPIP
OG0003725	tral|NP_001261775.1|DMEL	LOC120412571|XP_039429019.1|CPIP
OG0003726	Uev1A|NP_647959.1|DMEL	LOC120412604|XP_039429086.1|CPIP
OG0003727	Aef1|NP_001262157.1|DMEL	LOC120427731|XP_039448568.1|CPIP
OG0003728	sra|NP_524378.1|DMEL	LOC120415775|XP_039433329.1|CPIP
OG0003729	alpha-Spec|NP_001261286.1|DMEL	LOC120415774|XP_039433324.1|CPIP
OG0003730	Tet|NP_001261344.1|DMEL	LOC120418658|XP_039437038.1|CPIP
OG0003731	CG1265|NP_647878.1|DMEL	LOC120418686|XP_039437082.1|CPIP
OG0003732	Blos2|NP_648427.1|DMEL	LOC120418682|XP_039437073.1|CPIP
OG0003733	Ptp61F|NP_476687.1|DMEL	LOC120418653|XP_039437032.1|CPIP
