Orthogroup	DMEL.longest_only	CCAP.longest_only
OG0004128	CG31249|NP_732262.1|DMEL	CCAP1982_LOCUS4639|CAD6995937.1|CCAP
OG0004129	Mtor|NP_477067.2|DMEL	CCAP1982_LOCUS7134|CAD6998548.1|CCAP
OG0004131	CG5916|NP_650524.1|DMEL	CCAP1982_LOCUS5075|CAD6996401.1|CCAP
OG0004132	CG2162|NP_001163332.2|DMEL	CCAP1982_LOCUS12047|CAD7003599.1|CCAP
OG0004133	Hacd1|NP_609534.1|DMEL	CCAP1982_LOCUS7605|CAD6999058.1|CCAP
OG0004134	Ythdf|NP_651322.1|DMEL	CCAP1982_LOCUS4174|CAD6995459.1|CCAP
OG0004135	cic|NP_001262755.1|DMEL	CCAP1982_LOCUS608|CAD6991695.1|CCAP
OG0004136	Pbp95|NP_649760.1|DMEL	CCAP1982_LOCUS726|CAD6991826.1|CCAP
OG0004137	Pdrg1|NP_610538.1|DMEL	CCAP1982_LOCUS22274|CAD7014271.1|CCAP
OG0004140	CG4593|NP_572377.2|DMEL	CCAP1982_LOCUS21111|CAD7013025.1|CCAP
OG0004141	side-VIII|NP_001097382.2|DMEL	CCAP1982_LOCUS20108|CAD7011997.1|CCAP
OG0004143	Aos1|NP_650198.1|DMEL	CCAP1982_LOCUS165|CAD6991228.1|CCAP
OG0004144	Srp54|NP_477347.1|DMEL	CCAP1982_LOCUS12765|CAD7004349.1|CCAP
OG0004145	Sbp2|NP_648204.1|DMEL	CCAP1982_LOCUS11264|CAD7002794.1|CCAP
OG0004146	Hmt-1|NP_650503.1|DMEL	CCAP1982_LOCUS4817|CAD6996122.1|CCAP
OG0004147	CG4709|NP_609331.1|DMEL	CCAP1982_LOCUS6285|CAD6997654.1|CCAP
OG0004148	CG14395|NP_650222.2|DMEL	CCAP1982_LOCUS4228|CAD6995515.1|CCAP, CCAP1982_LOCUS4229|CAD6995516.1|CCAP
OG0004149	CG31176|NP_732650.1|DMEL	CCAP1982_LOCUS874|CAD6991987.1|CCAP, CCAP1982_LOCUS871|CAD6991984.1|CCAP
OG0004150	Mau2|NP_650428.1|DMEL	CCAP1982_LOCUS437|CAD6991518.1|CCAP
OG0004151	pasha|NP_651879.1|DMEL	CCAP1982_LOCUS129|CAD6991191.1|CCAP, CCAP1982_LOCUS130|CAD6991192.1|CCAP
OG0004152	CG14669|NP_649537.5|DMEL	CCAP1982_LOCUS5029|CAD6996351.1|CCAP
OG0004153	san|NP_524779.1|DMEL	CCAP1982_LOCUS21634|CAD7013578.1|CCAP
OG0004154	TMS1|NP_001261947.1|DMEL	CCAP1982_LOCUS13327|CAD7004948.1|CCAP
OG0004155	rec|NP_732072.1|DMEL	CCAP1982_LOCUS4683|CAD6995973.1|CCAP
OG0004157	CG8028|NP_001097031.2|DMEL	CCAP1982_LOCUS4311|CAD6995604.1|CCAP
OG0004158	nerfin-1|NP_524783.1|DMEL	CCAP1982_LOCUS10978|CAD7002489.1|CCAP
OG0004159	CG11858|NP_651364.1|DMEL	CCAP1982_LOCUS685|CAD6991780.1|CCAP
OG0004160	HBS1|NP_652729.2|DMEL	CCAP1982_LOCUS11609|CAD7003148.1|CCAP
OG0004161	SelR|NP_731523.1|DMEL	CCAP1982_LOCUS597|CAD6991684.1|CCAP
OG0004162	CG8149|NP_649898.1|DMEL	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP
OG0004163	Dh44|NP_649922.2|DMEL	CCAP1982_LOCUS850|CAD6991962.1|CCAP
OG0004164	CG34357|NP_001356914.1|DMEL	CCAP1982_LOCUS4677|CAD6995966.1|CCAP
OG0004165	Tango11|NP_726111.1|DMEL	CCAP1982_LOCUS19717|CAD7011628.1|CCAP
OG0004166	CG3803|NP_611855.1|DMEL	CCAP1982_LOCUS21133|CAD7013051.1|CCAP
OG0004167	CG8032|NP_649811.1|DMEL	CCAP1982_LOCUS5177|CAD6996509.1|CCAP
OG0004168	CG6695|NP_651276.2|DMEL	CCAP1982_LOCUS2525|CAD6993726.1|CCAP
OG0004173	CG10731|NP_001286477.1|DMEL	CCAP1982_LOCUS19432|CAD7011327.1|CCAP
OG0004174	Vmat|NP_001014525.1|DMEL	CCAP1982_LOCUS20560|CAD7012483.1|CCAP
OG0004175	CG6665|NP_725632.1|DMEL	CCAP1982_LOCUS19897|CAD7011786.1|CCAP
OG0004176	CG7083|NP_648211.1|DMEL	CCAP1982_LOCUS14900|CAD7006589.1|CCAP
OG0004177	CG42788|NP_731964.2|DMEL	CCAP1982_LOCUS779|CAD6991888.1|CCAP
OG0004178	osa|NP_524392.2|DMEL	CCAP1982_LOCUS1014|CAD6992135.1|CCAP
OG0004180	MICU3|NP_001262741.1|DMEL	CCAP1982_LOCUS994|CAD6992110.1|CCAP
OG0004181	CG10208|NP_651186.1|DMEL	CCAP1982_LOCUS4887|CAD6996197.1|CCAP
OG0004182	Ncc69|NP_001261758.1|DMEL	CCAP1982_LOCUS11202|CAD7002727.1|CCAP
OG0004183	CrzR|NP_001261755.1|DMEL	CCAP1982_LOCUS11208|CAD7002733.1|CCAP
OG0004184	Chd64|NP_647860.1|DMEL	CCAP1982_LOCUS12747|CAD7004328.1|CCAP
OG0004185	CG9934|NP_609597.1|DMEL	CCAP1982_LOCUS8866|CAD7000391.1|CCAP
OG0004187	Rsbp15|NP_650164.1|DMEL	CCAP1982_LOCUS803|CAD6991914.1|CCAP
OG0004188	Cp190|NP_524359.2|DMEL	CCAP1982_LOCUS761|CAD6991867.1|CCAP
OG0004189	MRG15|NP_001262588.1|DMEL	CCAP1982_LOCUS239|CAD6991310.1|CCAP
OG0004190	Syt4|NP_477464.1|DMEL	CCAP1982_LOCUS4392|CAD6995685.1|CCAP
OG0004191	CG10050|NP_649713.1|DMEL	CCAP1982_LOCUS4388|CAD6995681.1|CCAP
OG0004192	sqz|NP_524403.1|DMEL	CCAP1982_LOCUS4412|CAD6995705.1|CCAP
OG0004194	CG7183|NP_650692.2|DMEL	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP
OG0004196	Sirt7|NP_651664.2|DMEL	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP
OG0004197	CG5276|NP_650074.1|DMEL	CCAP1982_LOCUS4973|CAD6996289.1|CCAP
OG0004198	Karybeta3|NP_524226.1|DMEL	CCAP1982_LOCUS4888|CAD6996198.1|CCAP
OG0004199	CG14880|NP_650538.1|DMEL	CCAP1982_LOCUS4967|CAD6996284.1|CCAP
OG0004200	LBR|NP_726114.1|DMEL	CCAP1982_LOCUS19719|CAD7011630.1|CCAP
OG0004201	dgt6|NP_651671.1|DMEL	CCAP1982_LOCUS2523|CAD6993724.1|CCAP
OG0004202	CG4813|NP_651088.1|DMEL	CCAP1982_LOCUS778|CAD6991887.1|CCAP
OG0004203	Fer2|NP_001287359.1|DMEL	CCAP1982_LOCUS5076|CAD6996402.1|CCAP
OG0004204	CG9372|NP_649132.1|DMEL	CCAP1982_LOCUS13381|CAD7005006.1|CCAP
OG0004205	ind|NP_996087.2|DMEL	CCAP1982_LOCUS12289|CAD7003859.1|CCAP
OG0004206	psidin|NP_650858.1|DMEL	CCAP1982_LOCUS640|CAD6991727.1|CCAP
OG0004207	PIG-L|NP_001247201.1|DMEL	CCAP1982_LOCUS4424|CAD6995717.1|CCAP
OG0004208	wkd|NP_650089.1|DMEL	CCAP1982_LOCUS5119|CAD6996447.1|CCAP
OG0004209	CG5805|NP_651284.1|DMEL	CCAP1982_LOCUS2834|CAD6994062.1|CCAP
OG0004210	CG3308|NP_650963.2|DMEL	CCAP1982_LOCUS2801|CAD6994024.1|CCAP
OG0004211	frtz|NP_608614.1|DMEL	CCAP1982_LOCUS8564|CAD7000060.1|CCAP
OG0004212	Ras85D|NP_476699.1|DMEL	CCAP1982_LOCUS4529|CAD6995827.1|CCAP
OG0004213	CCT7|NP_649835.1|DMEL	CCAP1982_LOCUS4961|CAD6996278.1|CCAP
OG0004214	LSm1|NP_611559.1|DMEL	CCAP1982_LOCUS19735|CAD7011649.1|CCAP
OG0004215	Impbeta11|NP_788357.1|DMEL	CCAP1982_LOCUS19619|CAD7011530.1|CCAP
OG0004216	shd|NP_001261843.1|DMEL	CCAP1982_LOCUS13608|CAD7005251.1|CCAP
OG0004217	Klp64D|NP_523934.1|DMEL	CCAP1982_LOCUS11285|CAD7002814.1|CCAP
OG0004218	e_y_1|NP_523391.3|DMEL	CCAP1982_LOCUS20276|CAD7012174.1|CCAP
OG0004219	CG9773|NP_649813.1|DMEL	CCAP1982_LOCUS444|CAD6991525.1|CCAP
OG0004220	Sap47|NP_001356918.1|DMEL	CCAP1982_LOCUS4802|CAD6996102.1|CCAP
OG0004221	meigo|NP_001097853.1|DMEL	CCAP1982_LOCUS504|CAD6991586.1|CCAP
OG0004222	CG10005|NP_650137.3|DMEL	CCAP1982_LOCUS383|CAD6991458.1|CCAP
OG0004223	mfas|NP_788655.1|DMEL	CCAP1982_LOCUS385|CAD6991460.1|CCAP
OG0004224	CG2519|NP_649546.1|DMEL	CCAP1982_LOCUS4556|CAD6995855.1|CCAP
OG0004226	ema|NP_650542.1|DMEL	CCAP1982_LOCUS4771|CAD6996064.1|CCAP
OG0004227	Sb|NP_476709.1|DMEL	CCAP1982_LOCUS5073|CAD6996398.1|CCAP
OG0004228	CG5903|NP_650523.1|DMEL	CCAP1982_LOCUS5074|CAD6996400.1|CCAP
OG0004229	sli|NP_001261017.1|DMEL	CCAP1982_LOCUS20490|CAD7012402.1|CCAP
OG0004231	Ero1L|NP_647865.2|DMEL	CCAP1982_LOCUS12731|CAD7004311.1|CCAP
OG0004232	Teh2|NP_001163345.1|DMEL	CCAP1982_LOCUS12728|CAD7004308.1|CCAP
OG0004233	Teh3|NP_652335.1|DMEL	CCAP1982_LOCUS12727|CAD7004307.1|CCAP
OG0004234	ImpL2|NP_728961.2|DMEL	CCAP1982_LOCUS12713|CAD7004293.1|CCAP
OG0004235	Seipin|NP_570012.1|DMEL	CCAP1982_LOCUS602|CAD6991689.1|CCAP
OG0004236	repo|NP_477026.1|DMEL	CCAP1982_LOCUS581|CAD6991668.1|CCAP
OG0004237	Nlg1|NP_731172.2|DMEL	CCAP1982_LOCUS4727|CAD6996021.1|CCAP
OG0004238	Alg1|NP_650662.1|DMEL	CCAP1982_LOCUS4868|CAD6996176.1|CCAP
OG0004239	Smyd5|NP_650955.1|DMEL	CCAP1982_LOCUS517|CAD6991600.1|CCAP
OG0004240	Mms19|NP_649519.1|DMEL	CCAP1982_LOCUS1006|CAD6992125.1|CCAP
OG0004241	osk|NP_731295.1|DMEL	CCAP1982_LOCUS4244|CAD6995533.1|CCAP
OG0004242	CG11986|NP_649862.1|DMEL	CCAP1982_LOCUS249|CAD6991320.1|CCAP
OG0004243	Gen|NP_647943.2|DMEL	CCAP1982_LOCUS12059|CAD7003617.1|CCAP
OG0004244	CG7988|NP_650691.1|DMEL	CCAP1982_LOCUS2601|CAD6993805.1|CCAP
OG0004245	sturkopf|NP_612097.1|DMEL	CCAP1982_LOCUS12883|CAD7004478.1|CCAP
OG0004246	Duba|NP_648482.3|DMEL	CCAP1982_LOCUS13443|CAD7005079.1|CCAP
OG0004248	Cpr57A|NP_001137721.1|DMEL	CCAP1982_LOCUS19693|CAD7011604.1|CCAP
OG0004249	Vdup1|NP_612004.2|DMEL	CCAP1982_LOCUS11315|CAD7002846.1|CCAP
OG0004252	JHDM2|NP_788611.1|DMEL	CCAP1982_LOCUS687|CAD6991782.1|CCAP
OG0004253	CG13318|NP_649831.1|DMEL	CCAP1982_LOCUS265|CAD6991336.1|CCAP
OG0004254	CG12237|NP_608336.1|DMEL	CCAP1982_LOCUS14677|CAD7006355.1|CCAP
OG0004256	CG5065|NP_611143.1|DMEL	CCAP1982_LOCUS20328|CAD7012231.1|CCAP
OG0004257	Cog7|NP_651750.1|DMEL	CCAP1982_LOCUS22697|CAD7014717.1|CCAP
OG0004258	Cad96Cb|NP_001287524.1|DMEL	CCAP1982_LOCUS4253|CAD6995542.1|CCAP
OG0004259	CG8306|NP_611140.3|DMEL	CCAP1982_LOCUS20332|CAD7012235.1|CCAP
OG0004260	smash|NP_001246912.1|DMEL	CCAP1982_LOCUS4545|CAD6995844.1|CCAP
OG0004261	Nmdar1|NP_730940.1|DMEL	CCAP1982_LOCUS4561|CAD6995860.1|CCAP
OG0004262	CG13623|NP_651267.1|DMEL	CCAP1982_LOCUS4940|CAD6996257.1|CCAP
OG0004263	Dl|NP_477264.1|DMEL	CCAP1982_LOCUS4505|CAD6995801.1|CCAP, CCAP1982_LOCUS4501|CAD6995797.1|CCAP, CCAP1982_LOCUS4507|CAD6995803.1|CCAP
OG0004264	mRpS9|NP_524270.2|DMEL	CCAP1982_LOCUS4358|CAD6995651.1|CCAP, CCAP1982_LOCUS4362|CAD6995655.1|CCAP
OG0004265	CG1234|NP_649710.1|DMEL	CCAP1982_LOCUS4383|CAD6995676.1|CCAP, CCAP1982_LOCUS4384|CAD6995677.1|CCAP, CCAP1982_LOCUS4385|CAD6995678.1|CCAP
OG0004266	CG10185|NP_650521.1|DMEL	CCAP1982_LOCUS4594|CAD6995893.1|CCAP, CCAP1982_LOCUS4597|CAD6995896.1|CCAP
OG0004267	p23|NP_649925.1|DMEL	CCAP1982_LOCUS522|CAD6991607.1|CCAP
OG0004268	ths|NP_610701.2|DMEL	CCAP1982_LOCUS20854|CAD7012750.1|CCAP, CCAP1982_LOCUS20851|CAD7012747.1|CCAP
OG0004269	Tsf3|NP_523759.1|DMEL	CCAP1982_LOCUS19685|CAD7011596.1|CCAP
OG0004271	Pex13|NP_610850.1|DMEL	CCAP1982_LOCUS20302|CAD7012201.1|CCAP
OG0004272	mgr|NP_650067.1|DMEL	CCAP1982_LOCUS4340|CAD6995634.1|CCAP
OG0004273	CG17202|NP_650194.1|DMEL	CCAP1982_LOCUS161|CAD6991223.1|CCAP
OG0004276	Pop4|NP_648168.1|DMEL	CCAP1982_LOCUS14007|CAD7005650.1|CCAP
OG0004277	CG14132|NP_001097586.1|DMEL	CCAP1982_LOCUS14006|CAD7005649.1|CCAP
OG0004279	Pex12|NP_608546.1|DMEL	CCAP1982_LOCUS7486|CAD6998940.1|CCAP
OG0004281	Mlh1|NP_477022.1|DMEL	CCAP1982_LOCUS21015|CAD7012916.1|CCAP
OG0004282	IntS8|NP_611162.2|DMEL	CCAP1982_LOCUS20192|CAD7012092.1|CCAP
OG0004283	Fen1|NP_523765.1|DMEL	CCAP1982_LOCUS20191|CAD7012091.1|CCAP
OG0004284	CG31915|NP_723087.1|DMEL	CCAP1982_LOCUS14047|CAD7005695.1|CCAP
OG0004285	CG13599|NP_651194.1|DMEL	CCAP1982_LOCUS1989|CAD6993164.1|CCAP
OG0004286	Dnai2|NP_001261723.1|DMEL	CCAP1982_LOCUS14014|CAD7005657.1|CCAP
OG0004287	Dph1|NP_648496.1|DMEL	CCAP1982_LOCUS14015|CAD7005658.1|CCAP
OG0004288	CG7339|NP_648490.1|DMEL	CCAP1982_LOCUS14023|CAD7005668.1|CCAP
OG0004289	CG42637|NP_524165.2|DMEL, Gyc76C|NP_001163473.1|DMEL	CCAP1982_LOCUS13561|CAD7005201.1|CCAP
OG0004290	SmydA-1|NP_610944.1|DMEL	CCAP1982_LOCUS7141|CAD6998557.1|CCAP
OG0004291	Sec61beta|NP_652037.1|DMEL	CCAP1982_LOCUS20635|CAD7012550.1|CCAP
OG0004292	lark|NP_523957.1|DMEL	CCAP1982_LOCUS11660|CAD7003198.1|CCAP
OG0004293	GXIVsPLA2|NP_648815.1|DMEL	CCAP1982_LOCUS14311|CAD7005973.1|CCAP
OG0004294	Sytbeta|NP_648734.1|DMEL	CCAP1982_LOCUS12288|CAD7003858.1|CCAP
OG0004295	Reck|NP_648733.2|DMEL	CCAP1982_LOCUS14230|CAD7005890.1|CCAP
OG0004296	mRpL39|NP_524075.2|DMEL	CCAP1982_LOCUS14227|CAD7005885.1|CCAP
OG0004297	slbo|NP_523843.1|DMEL	CCAP1982_LOCUS19484|CAD7011384.1|CCAP
OG0004298	ptc|NP_523661.2|DMEL	CCAP1982_LOCUS19985|CAD7011873.1|CCAP
OG0004299	shot|NP_725339.1|DMEL	CCAP1982_LOCUS19595|CAD7011499.1|CCAP
OG0004300	BORCS7|NP_725975.2|DMEL	CCAP1982_LOCUS19690|CAD7011601.1|CCAP
OG0004301	eco|NP_648106.1|DMEL	CCAP1982_LOCUS11662|CAD7003201.1|CCAP
OG0004302	calypso|NP_611096.1|DMEL	CCAP1982_LOCUS19591|CAD7011493.1|CCAP
OG0004303	Uba1|NP_477310.2|DMEL	CCAP1982_LOCUS19644|CAD7011556.1|CCAP
OG0004304	Klp54D|NP_001303355.1|DMEL	CCAP1982_LOCUS19646|CAD7011558.1|CCAP
OG0004305	ATP8A|NP_001137651.1|DMEL	CCAP1982_LOCUS20617|CAD7012534.1|CCAP
OG0004306	OSCP1|NP_610731.2|DMEL	CCAP1982_LOCUS19772|CAD7011688.1|CCAP
OG0004307	PheRS-m|NP_477283.1|DMEL	CCAP1982_LOCUS19785|CAD7011701.1|CCAP
OG0004308	Galphas|NP_477505.1|DMEL	CCAP1982_LOCUS20503|CAD7012417.1|CCAP
OG0004309	mRpL12|NP_524742.1|DMEL	CCAP1982_LOCUS9212|CAD7000739.1|CCAP, CCAP1982_LOCUS12833|CAD7004424.1|CCAP
OG0004310	Sec31|NP_001286215.1|DMEL	CCAP1982_LOCUS20266|CAD7012164.1|CCAP, CCAP1982_LOCUS20267|CAD7012165.1|CCAP
OG0004311	Su_var_3-3|NP_649194.1|DMEL	CCAP1982_LOCUS13945|CAD7005585.1|CCAP
OG0004312	Nop60B|NP_525120.1|DMEL	CCAP1982_LOCUS19468|CAD7011364.1|CCAP
OG0004313	bin3|NP_724468.1|DMEL	CCAP1982_LOCUS20810|CAD7012703.1|CCAP
OG0004314	mahj|NP_611592.2|DMEL	CCAP1982_LOCUS20886|CAD7012784.1|CCAP
OG0004315	Rpn8|NP_001261167.1|DMEL	CCAP1982_LOCUS20483|CAD7012393.1|CCAP
OG0004316	CG46338|NP_524888.1|DMEL	CCAP1982_LOCUS20231|CAD7012133.1|CCAP
OG0004317	Gasz|NP_610362.1|DMEL	CCAP1982_LOCUS21017|CAD7012918.1|CCAP
OG0004318	ocm|NP_611894.1|DMEL	CCAP1982_LOCUS19469|CAD7011365.1|CCAP
OG0004319	ZnT49B|NP_725207.1|DMEL	CCAP1982_LOCUS20313|CAD7012214.1|CCAP
OG0004320	CG12499|NP_651044.1|DMEL	CCAP1982_LOCUS19919|CAD7011809.1|CCAP
OG0004321	CG13397|NP_652045.1|DMEL	CCAP1982_LOCUS5519|CAD6996843.1|CCAP
OG0004322	CG7675|NP_650717.1|DMEL	CCAP1982_LOCUS1150|CAD6992282.1|CCAP
OG0004324	CG43346|NP_001246121.1|DMEL	CCAP1982_LOCUS7061|CAD6998464.1|CCAP
OG0004325	CG9849|NP_611740.1|DMEL	CCAP1982_LOCUS20491|CAD7012403.1|CCAP
OG0004326	CG3831|NP_001261146.1|DMEL	CCAP1982_LOCUS20495|CAD7012408.1|CCAP
OG0004329	snama|NP_611884.1|DMEL	CCAP1982_LOCUS21125|CAD7013042.1|CCAP
OG0004330	CG30105|NP_725699.1|DMEL	CCAP1982_LOCUS21139|CAD7013058.1|CCAP
OG0004331	Orc6|NP_477319.1|DMEL	CCAP1982_LOCUS20282|CAD7012180.1|CCAP
OG0004332	mtDNA-helicase|NP_609318.1|DMEL	CCAP1982_LOCUS5850|CAD6997212.1|CCAP, CCAP1982_LOCUS5685|CAD6997026.1|CCAP
OG0004333	Cse1|NP_523588.2|DMEL	CCAP1982_LOCUS8606|CAD7000111.1|CCAP
OG0004334	CG6739|NP_609130.1|DMEL	CCAP1982_LOCUS7401|CAD6998852.1|CCAP
OG0004335	Dpit47|NP_001260729.1|DMEL	CCAP1982_LOCUS20911|CAD7012811.1|CCAP, CCAP1982_LOCUS20912|CAD7012812.1|CCAP
OG0004336	CG11788|NP_611466.2|DMEL	CCAP1982_LOCUS20900|CAD7012800.1|CCAP
OG0004337	Ssb-c31a|NP_477136.1|DMEL	CCAP1982_LOCUS8867|CAD7000392.1|CCAP
OG0004338	Shc|NP_524683.2|DMEL	CCAP1982_LOCUS20627|CAD7012541.1|CCAP
OG0004339	CG30197|NP_725399.1|DMEL	CCAP1982_LOCUS20486|CAD7012396.1|CCAP
OG0004340	Cpr51A|NP_610968.1|DMEL	CCAP1982_LOCUS20485|CAD7012395.1|CCAP
OG0004341	Rpi|NP_726309.3|DMEL	CCAP1982_LOCUS20884|CAD7012781.1|CCAP
OG0004342	lov|NP_611994.3|DMEL	CCAP1982_LOCUS19844|CAD7011732.1|CCAP, CCAP1982_LOCUS19847|CAD7011735.1|CCAP
OG0004343	gol|NP_001163300.1|DMEL	CCAP1982_LOCUS20612|CAD7012529.1|CCAP, CCAP1982_LOCUS20611|CAD7012528.1|CCAP
OG0004344	Nplp1|NP_001137760.1|DMEL	CCAP1982_LOCUS20599|CAD7012516.1|CCAP
OG0004345	CG1416|NP_610121.2|DMEL	CCAP1982_LOCUS20472|CAD7012380.1|CCAP
OG0004346	mAChR-A|NP_523844.2|DMEL	CCAP1982_LOCUS20474|CAD7012382.1|CCAP
OG0004347	bs|NP_726438.1|DMEL	CCAP1982_LOCUS20479|CAD7012387.1|CCAP, CCAP1982_LOCUS20480|CAD7012388.1|CCAP
OG0004348	CG13566|NP_611858.2|DMEL	CCAP1982_LOCUS21114|CAD7013029.1|CCAP
OG0004349	kcc|NP_001286795.1|DMEL	CCAP1982_LOCUS21124|CAD7013040.1|CCAP
OG0004350	Glo1|NP_610270.1|DMEL	CCAP1982_LOCUS20216|CAD7012117.1|CCAP
OG0004351	AGO1|NP_725341.1|DMEL	CCAP1982_LOCUS19464|CAD7011362.1|CCAP
OG0004352	abs|NP_524220.1|DMEL	CCAP1982_LOCUS2753|CAD6993968.1|CCAP
OG0004353	CG5003|NP_651593.1|DMEL	CCAP1982_LOCUS2747|CAD6993962.1|CCAP
OG0004354	CG31301|NP_650449.1|DMEL	CCAP1982_LOCUS2751|CAD6993966.1|CCAP
OG0004355	CG42724|NP_001189184.1|DMEL	CCAP1982_LOCUS5165|CAD6996496.1|CCAP, CCAP1982_LOCUS5164|CAD6996495.1|CCAP
OG0004356	AGBE|NP_788342.1|DMEL	CCAP1982_LOCUS20165|CAD7012063.1|CCAP
OG0004358	pds5|NP_610719.1|DMEL	CCAP1982_LOCUS21032|CAD7012936.1|CCAP
OG0004359	hppy|NP_725863.1|DMEL	CCAP1982_LOCUS21069|CAD7012978.1|CCAP
OG0004360	Rad9|NP_649066.1|DMEL	CCAP1982_LOCUS11657|CAD7003195.1|CCAP
OG0004361	GCC88|NP_650055.1|DMEL	CCAP1982_LOCUS124|CAD6991186.1|CCAP
OG0004362	CG13901|NP_612061.2|DMEL	CCAP1982_LOCUS11528|CAD7003065.1|CCAP
OG0004364	AQP|NP_523728.1|DMEL	CCAP1982_LOCUS19437|CAD7011332.1|CCAP
OG0004365	ktub|NP_611549.2|DMEL	CCAP1982_LOCUS20373|CAD7012277.1|CCAP
OG0004366	PGAP2|NP_608548.1|DMEL	CCAP1982_LOCUS7487|CAD6998941.1|CCAP
OG0004367	Las|NP_524183.2|DMEL	CCAP1982_LOCUS13679|CAD7005319.1|CCAP
OG0004368	Ssl1|NP_649427.1|DMEL	CCAP1982_LOCUS14639|CAD7006317.1|CCAP
OG0004369	LRP1|NP_001260800.2|DMEL	CCAP1982_LOCUS21012|CAD7012913.1|CCAP
OG0004370	Dek|NP_652058.1|DMEL	CCAP1982_LOCUS20189|CAD7012089.1|CCAP, CCAP1982_LOCUS20190|CAD7012090.1|CCAP
OG0004371	CG17333|NP_572656.1|DMEL	CCAP1982_LOCUS19661|CAD7011573.1|CCAP, CCAP1982_LOCUS19662|CAD7011574.1|CCAP
OG0004372	nvy|NP_001261166.1|DMEL	CCAP1982_LOCUS19495|CAD7011395.1|CCAP
OG0004373	CG17327|NP_731760.1|DMEL	CCAP1982_LOCUS19403|CAD7011296.1|CCAP
OG0004374	Patronin|NP_001261051.1|DMEL	CCAP1982_LOCUS20457|CAD7012363.1|CCAP
OG0004375	RhoGEF4|NP_648101.1|DMEL	CCAP1982_LOCUS11837|CAD7003378.1|CCAP
OG0004377	Dronc|NP_524017.1|DMEL	CCAP1982_LOCUS12327|CAD7003898.1|CCAP
OG0004378	chn|NP_001246331.1|DMEL	CCAP1982_LOCUS19863|CAD7011751.1|CCAP, CCAP1982_LOCUS19864|CAD7011752.1|CCAP
OG0004379	mago|NP_476636.1|DMEL	CCAP1982_LOCUS20371|CAD7012275.1|CCAP
OG0004380	DCTN2-p50|NP_524690.1|DMEL	CCAP1982_LOCUS20249|CAD7012152.1|CCAP
OG0004381	Pxd|NP_001163633.1|DMEL	CCAP1982_LOCUS4217|CAD6995504.1|CCAP
OG0004382	CG8858|NP_610746.1|DMEL	CCAP1982_LOCUS20042|CAD7011930.1|CCAP
OG0004383	CysRS-m|NP_610930.1|DMEL	CCAP1982_LOCUS19729|CAD7011642.1|CCAP
OG0004384	CG13018|NP_652380.2|DMEL	CCAP1982_LOCUS19730|CAD7011643.1|CCAP
OG0004385	CG13192|NP_610702.1|DMEL	CCAP1982_LOCUS20855|CAD7012751.1|CCAP
OG0004387	cmb|NP_729901.1|DMEL	CCAP1982_LOCUS13885|CAD7005525.1|CCAP
OG0004388	CG8854|NP_610749.3|DMEL	CCAP1982_LOCUS19651|CAD7011563.1|CCAP
OG0004389	Ack|NP_647859.1|DMEL	CCAP1982_LOCUS19654|CAD7011566.1|CCAP
OG0004390	Pka-C3|NP_730083.2|DMEL	CCAP1982_LOCUS14312|CAD7005974.1|CCAP
OG0004392	brm|NP_001261906.1|DMEL	CCAP1982_LOCUS14089|CAD7005738.1|CCAP
OG0004393	Ntan1|NP_611355.2|DMEL	CCAP1982_LOCUS22784|CAD7014817.1|CCAP
OG0004394	CG4945|NP_788382.1|DMEL	CCAP1982_LOCUS22426|CAD7014430.1|CCAP
OG0004396	CG14591|NP_610196.1|DMEL	CCAP1982_LOCUS20306|CAD7012205.1|CCAP
OG0004397	Fsn|NP_610849.1|DMEL	CCAP1982_LOCUS20303|CAD7012202.1|CCAP
OG0004399	Rif1|NP_725497.1|DMEL	CCAP1982_LOCUS7247|CAD6998689.1|CCAP
OG0004400	CG8112|NP_731269.2|DMEL	CCAP1982_LOCUS19676|CAD7011587.1|CCAP
OG0004401	CG4797|NP_726368.2|DMEL	CCAP1982_LOCUS20171|CAD7012071.1|CCAP
OG0004402	Ssrp|NP_523830.2|DMEL	CCAP1982_LOCUS20178|CAD7012078.1|CCAP
OG0004403	ttv|NP_001356963.1|DMEL	CCAP1982_LOCUS21088|CAD7012998.1|CCAP
OG0004404	Ars2|NP_610203.2|DMEL	CCAP1982_LOCUS21047|CAD7012953.1|CCAP
OG0004405	rdgC|NP_536738.3|DMEL	CCAP1982_LOCUS13954|CAD7005595.1|CCAP
OG0004406	stv|NP_001097600.1|DMEL	CCAP1982_LOCUS14498|CAD7006172.1|CCAP
OG0004407	Spt|NP_610423.3|DMEL	CCAP1982_LOCUS19761|CAD7011676.1|CCAP
OG0004408	CG14105|NP_648644.1|DMEL	CCAP1982_LOCUS13584|CAD7005224.1|CCAP
OG0004409	Hcf|NP_524621.2|DMEL	CCAP1982_LOCUS10604|CAD7002116.1|CCAP
OG0004410	MESR4|NP_001097359.1|DMEL	CCAP1982_LOCUS19649|CAD7011561.1|CCAP
