Orthogroup	DMEL.longest_only	HILL.longest_only
OG0004915	CG13585|NP_611928.1|DMEL	LOC119660025|XP_037924332.1|HILL
OG0004916	DAT|NP_001261026.1|DMEL	LOC119660014|XP_037924324.1|HILL
OG0004917	Nf-YA|NP_648313.1|DMEL	LOC119649568|XP_037907696.1|HILL
OG0004918	MTF-1|NP_001097560.1|DMEL	LOC119647451|XP_037904307.1|HILL
OG0004919	CG11539|NP_651877.1|DMEL	LOC119660148|XP_037924479.1|HILL
OG0004920	Grasp65|NP_649160.1|DMEL	LOC119658415|XP_037921741.1|HILL
OG0004921	Sh3beta|NP_001189057.1|DMEL	LOC119648890|XP_037906715.1|HILL
OG0004922	RpL14|NP_523975.1|DMEL	LOC119650000|XP_037908390.1|HILL
OG0004923	TfIIEbeta|NP_523923.1|DMEL	LOC119648341|XP_037905965.1|HILL
OG0004924	Prdm13|NP_648032.1|DMEL	LOC119648607|XP_037906305.1|HILL
OG0004925	Trh|NP_612080.1|DMEL	LOC119648909|XP_037906744.1|HILL
OG0004926	CG8519|NP_648054.2|DMEL	LOC119648160|XP_037905663.1|HILL
OG0004927	Rdl|NP_001261617.1|DMEL	LOC119649986|XP_037908357.1|HILL
OG0004928	tn|NP_001137707.1|DMEL	LOC119647764|XP_037904821.1|HILL
OG0004929	Ptpmeg|NP_612031.3|DMEL	LOC119647998|XP_037905312.1|HILL
OG0004930	MCPH1|NP_001163123.1|DMEL	LOC119661707|XP_037927087.1|HILL
OG0004931	CG11110|NP_611501.1|DMEL	LOC119655301|XP_037917056.1|HILL
OG0004932	Dis3l2|NP_728490.1|DMEL	LOC119648709|XP_037906444.1|HILL
OG0004933	Cdk4|NP_477196.1|DMEL	LOC119646348|XP_037902710.1|HILL
OG0004934	or|NP_536793.1|DMEL	LOC119646799|XP_037903317.1|HILL
OG0004935	Dp1|NP_523781.2|DMEL	LOC119646614|XP_037903047.1|HILL
OG0004936	Tie|NP_523928.1|DMEL	LOC119648843|XP_037906646.1|HILL
OG0004937	CG7376|NP_648034.1|DMEL	LOC119646864|XP_037903417.1|HILL
OG0004938	CG7457|NP_648150.1|DMEL	LOC119649503|XP_037907598.1|HILL
OG0004939	fal|NP_001137974.1|DMEL	LOC119648275|XP_037905858.1|HILL
OG0004940	CG32206|NP_788538.2|DMEL	LOC119649260|XP_037907274.1|HILL
OG0004941	elg1|NP_996103.1|DMEL	LOC119648897|XP_037906727.1|HILL
OG0004942	Msr-110|NP_729078.1|DMEL	LOC119647421|XP_037904244.1|HILL
OG0004943	DNApol-alpha50|NP_523972.2|DMEL	LOC119647942|XP_037905232.1|HILL
OG0004944	CG42304|NP_728769.2|DMEL	LOC119649877|XP_037908181.1|HILL
OG0004945	CG15237|NP_610238.2|DMEL	LOC119648933|XP_037906774.1|HILL
OG0004946	CG7611|NP_649326.1|DMEL	LOC119647536|XP_037904451.1|HILL
OG0004947	RpL23A|NP_001356972.1|DMEL	LOC119649183|XP_037907137.1|HILL
OG0004948	CG13930|NP_647645.1|DMEL	LOC119649411|XP_037907476.1|HILL
OG0004949	CG7991|NP_647649.2|DMEL	LOC119649719|XP_037907929.1|HILL
OG0004950	CG34453|NP_001097458.2|DMEL	LOC119649711|XP_037907912.1|HILL
OG0004951	mfrn|NP_651600.1|DMEL	LOC119650718|XP_037909659.1|HILL
OG0004952	thoc6|NP_648557.1|DMEL	LOC119648124|XP_037905574.1|HILL
OG0004953	PDCD-5|NP_648848.1|DMEL	LOC119647618|XP_037904588.1|HILL
OG0004954	l_3_72Dn|NP_001261930.1|DMEL	LOC119647615|XP_037904582.1|HILL
OG0004955	CG10075|NP_648064.1|DMEL	LOC119646509|XP_037902893.1|HILL
OG0004956	oys|NP_610546.1|DMEL	LOC119648642|XP_037906345.1|HILL
OG0004957	CG14964|NP_647779.2|DMEL	LOC119648910|XP_037906745.1|HILL
OG0004958	Rh7|NP_524035.2|DMEL	LOC119650325|XP_037908909.1|HILL
OG0004959	CG9760|NP_001261746.1|DMEL	LOC119650368|XP_037909009.1|HILL
OG0004960	Nrx-IV|NP_729787.2|DMEL	LOC119647465|XP_037904327.1|HILL
OG0004961	Caf1-105|NP_610589.2|DMEL	LOC119648039|XP_037905394.1|HILL
OG0004962	CG10565|NP_649284.1|DMEL	LOC119648037|XP_037905391.1|HILL
OG0004963	CG14073|NP_649060.1|DMEL	LOC119647843|XP_037905028.1|HILL
OG0004964	CG8108|NP_648367.1|DMEL	LOC119648209|XP_037905742.1|HILL
OG0004965	Srp19|NP_477135.2|DMEL	LOC119647987|XP_037905300.1|HILL
OG0004966	qm|NP_523958.2|DMEL	LOC119647985|XP_037905296.1|HILL
OG0004967	PGAP3|NP_610223.1|DMEL	LOC119661482|XP_037926775.1|HILL
OG0004968	Syx17|NP_001261414.1|DMEL	LOC119649864|XP_037908162.1|HILL
OG0004969	CG8366|NP_611068.3|DMEL	LOC119646575|XP_037902996.1|HILL
OG0004970	slow|NP_647898.3|DMEL	LOC119649870|XP_037908170.1|HILL
OG0004971	DopEcR|NP_647897.2|DMEL	LOC119647641|XP_037904631.1|HILL
OG0004972	CG43781|NP_001261506.1|DMEL	LOC119649966|XP_037908330.1|HILL
OG0004973	Tudor-SN|NP_612021.1|DMEL	LOC119647607|XP_037904566.1|HILL
OG0004974	DEF8|NP_648549.1|DMEL	LOC119648197|XP_037905719.1|HILL
OG0004975	CG15012|NP_001163347.1|DMEL	LOC119650109|XP_037908560.1|HILL
OG0004976	CG10866|NP_647838.1|DMEL	LOC119650107|XP_037908557.1|HILL
OG0004977	l_2_dtl|NP_524871.1|DMEL	LOC119647172|XP_037903906.1|HILL
OG0004978	PIG-O|NP_611332.1|DMEL	LOC119661178|XP_037926324.1|HILL
OG0004979	CG13670|NP_648207.1|DMEL	LOC119649795|XP_037908028.1|HILL
OG0004980	AIMP2|NP_648782.2|DMEL	LOC119648180|XP_037905692.1|HILL
OG0004981	Gem2|NP_649092.1|DMEL	LOC119648234|XP_037905785.1|HILL
OG0004982	MESR6|NP_001262033.1|DMEL	LOC119649995|XP_037908383.1|HILL
OG0004983	CG6674|NP_648377.1|DMEL	LOC119649843|XP_037908115.1|HILL
OG0004984	axed|NP_001356975.1|DMEL	LOC119648730|XP_037906473.1|HILL
OG0004985	ABCB7|NP_728642.2|DMEL	LOC119648396|XP_037906064.1|HILL
OG0004986	CG5290|NP_649026.1|DMEL	LOC119649839|XP_037908112.1|HILL
OG0004987	CG9674|NP_001246804.1|DMEL	LOC119650296|XP_037908860.1|HILL
OG0004988	GC|NP_523885.2|DMEL	LOC119650332|XP_037908915.1|HILL
OG0004989	nudC|NP_648923.1|DMEL	LOC119647936|XP_037905208.1|HILL
OG0004990	CG34115|NP_001036564.1|DMEL	LOC119659543|XP_037923616.1|HILL
OG0004991	Prp8|NP_610735.1|DMEL	LOC119647323|XP_037904178.1|HILL
OG0004992	CG8407|NP_610734.1|DMEL	LOC119660877|XP_037925721.1|HILL
OG0004993	CG11529|NP_648558.1|DMEL	LOC119649058|XP_037906969.1|HILL, LOC119647502|XP_037904385.1|HILL
OG0004994	CG12017|NP_647798.1|DMEL	LOC119650373|XP_037909033.1|HILL
OG0004995	enc|NP_001261376.1|DMEL	LOC119649798|XP_037908030.1|HILL
OG0004996	CG4911|NP_648285.1|DMEL	LOC119647940|XP_037905214.1|HILL
OG0004997	Ric|NP_477211.1|DMEL	LOC119652402|XP_037912441.1|HILL
OG0004998	dup|NP_524878.1|DMEL	LOC119653276|XP_037913830.1|HILL
OG0004999	AlaRS-m|NP_523932.2|DMEL	LOC119649848|XP_037908133.1|HILL
OG0005000	trsn|NP_610591.1|DMEL	LOC119659051|XP_037922890.1|HILL
OG0005001	CG13676|NP_648179.3|DMEL	LOC119647419|XP_037904237.1|HILL
OG0005002	CG4115|NP_650179.1|DMEL	LOC119660626|XP_037925259.1|HILL
OG0005003	UbcE2M|NP_648187.1|DMEL	LOC119649529|XP_037907643.1|HILL
OG0005004	CG10064|NP_648065.1|DMEL	LOC119648336|XP_037905958.1|HILL
OG0005005	CG14085|NP_649101.2|DMEL	LOC119647992|XP_037905305.1|HILL
OG0005006	Herc4|NP_001261249.1|DMEL	LOC119648819|XP_037906599.1|HILL
OG0005007	anchor|NP_001261995.1|DMEL	LOC119650275|XP_037908828.1|HILL
OG0005008	cep290|NP_612064.1|DMEL	LOC119650274|XP_037908827.1|HILL
OG0005009	QIL1|NP_648983.1|DMEL	LOC119650277|XP_037908830.1|HILL
OG0005010	CG10361|NP_648509.1|DMEL	LOC119657580|XP_037920488.1|HILL
OG0005011	CG3907|NP_611870.3|DMEL	LOC119661315|XP_037926535.1|HILL
OG0005012	Sin|NP_524192.2|DMEL	LOC119647456|XP_037904315.1|HILL
OG0005013	Rel|NP_477094.1|DMEL	LOC119659057|XP_037922894.1|HILL, LOC119660238|XP_037924616.1|HILL
OG0005014	CG6709|NP_001097567.1|DMEL	LOC119648903|XP_037906735.1|HILL
OG0005015	Kap-alpha1|NP_524167.1|DMEL	LOC119648732|XP_037906477.1|HILL
OG0005016	Notum|NP_730096.2|DMEL	LOC119650315|XP_037908897.1|HILL
OG0005017	Unr|NP_001137912.1|DMEL	LOC119649027|XP_037906910.1|HILL
OG0005018	CG13893|NP_612042.3|DMEL	LOC119649134|XP_037907067.1|HILL
OG0005019	Pgm1|NP_524675.1|DMEL	LOC119649232|XP_037907221.1|HILL
OG0005020	CG12134|NP_001369072.1|DMEL	LOC119659468|XP_037923485.1|HILL
OG0005021	CG5056|NP_609391.1|DMEL	LOC119649626|XP_037907789.1|HILL
OG0005022	CG17249|NP_647638.1|DMEL	LOC119649922|XP_037908253.1|HILL
OG0005023	CG30001|NP_724825.2|DMEL	LOC119649623|XP_037907784.1|HILL
OG0005024	Cht2|NP_477298.2|DMEL	LOC119649280|XP_037907297.1|HILL
OG0005025	mRRF1|NP_648302.2|DMEL	LOC119649756|XP_037907977.1|HILL
OG0005026	CG7550|NP_648176.1|DMEL	LOC119649673|XP_037907860.1|HILL
OG0005027	CG12605|NP_647845.2|DMEL	LOC119650403|XP_037909114.1|HILL
OG0005028	CG5961|NP_650206.1|DMEL	LOC119660581|XP_037925163.1|HILL
OG0005029	CycT|NP_524127.2|DMEL	LOC119649887|XP_037908192.1|HILL
OG0005030	Gk1|NP_524655.1|DMEL	LOC119649028|XP_037906913.1|HILL
OG0005031	simj|NP_001261685.1|DMEL	LOC119647690|XP_037904701.1|HILL
OG0005032	CG10510|NP_649291.2|DMEL	LOC119649323|XP_037907353.1|HILL
OG0005033	Blimp-1|NP_001261442.1|DMEL	LOC119648350|XP_037905975.1|HILL
OG0005034	lin-28|NP_647983.1|DMEL	LOC119649225|XP_037907212.1|HILL
OG0005035	park|NP_730600.1|DMEL	LOC119649773|XP_037908002.1|HILL
OG0005036	CG16984|NP_647729.1|DMEL	LOC119647459|XP_037904319.1|HILL
OG0005037	Cpsf5|NP_001036597.1|DMEL	LOC119647460|XP_037904320.1|HILL
OG0005038	CG14971|NP_647817.2|DMEL	LOC119647927|XP_037905187.1|HILL
OG0005039	Vps53|NP_608825.2|DMEL	LOC119660882|XP_037925725.1|HILL
OG0005040	CG7324|NP_649305.1|DMEL	LOC119648702|XP_037906438.1|HILL
OG0005041	ICA69|NP_649283.1|DMEL	LOC119649706|XP_037907905.1|HILL
OG0005042	CG12093|NP_647747.1|DMEL	LOC119657331|XP_037920133.1|HILL
OG0005043	mRpL54|NP_611541.1|DMEL	LOC119647047|XP_037903731.1|HILL
OG0005044	cpa|NP_611539.1|DMEL	LOC119658945|XP_037922744.1|HILL
OG0005045	ND-B14.7|NP_611538.1|DMEL	LOC119658684|XP_037922195.1|HILL
OG0005046	CG5189|NP_611334.1|DMEL	LOC119659235|XP_037923145.1|HILL
OG0005047	nst|NP_648588.1|DMEL	LOC119648288|XP_037905872.1|HILL
OG0005048	eIF2beta|NP_524043.1|DMEL	LOC119649206|XP_037907189.1|HILL
OG0005049	CG42337|NP_649286.2|DMEL	LOC119650427|XP_037909169.1|HILL
OG0005050	CG8878|NP_610733.1|DMEL	LOC119655933|XP_037918044.1|HILL
OG0005051	AcCoAS|NP_730611.1|DMEL	LOC119648010|XP_037905338.1|HILL
OG0005052	CG12974|NP_730613.2|DMEL	LOC119649856|XP_037908140.1|HILL
OG0005053	CG4364|NP_609305.1|DMEL	LOC119652227|XP_037912112.1|HILL
OG0005054	RhoBTB|NP_001262107.1|DMEL	LOC119647482|XP_037904359.1|HILL
OG0005055	Alr|NP_001259731.1|DMEL	LOC119661616|XP_037926967.1|HILL
OG0005056	CG12964|NP_611040.2|DMEL	LOC119661715|XP_037927097.1|HILL
OG0005057	CG7546|NP_001137904.1|DMEL	LOC119647931|XP_037905194.1|HILL
OG0005058	shep|NP_001246636.1|DMEL	LOC119650369|XP_037909010.1|HILL
OG0005059	SiaT|NP_523853.1|DMEL	LOC119661184|XP_037926330.1|HILL
OG0005060	Mmp1|NP_726473.2|DMEL	LOC119646152|XP_037902449.1|HILL
OG0005061	epsilonCOP|NP_609037.1|DMEL	LOC119660862|XP_037925685.1|HILL
OG0005062	SERCA|NP_726381.1|DMEL	LOC119649808|XP_037908066.1|HILL
OG0005063	Yeti|NP_001137537.1|DMEL	LOC119646647|XP_037903091.1|HILL
OG0005064	IntS9|NP_648838.3|DMEL	LOC119648864|XP_037906676.1|HILL
OG0005065	Corin|NP_610297.2|DMEL	LOC119660458|XP_037924947.1|HILL
OG0005066	Syn2|NP_788381.1|DMEL	LOC119646471|XP_037902848.1|HILL
OG0005067	CG5819|NP_611660.1|DMEL	LOC119659331|XP_037923304.1|HILL
OG0005068	geko|NP_524980.1|DMEL	LOC119649990|XP_037908373.1|HILL
OG0005069	CG8726|NP_610341.2|DMEL	LOC119655472|XP_037917304.1|HILL
OG0005070	Sox14|NP_476894.1|DMEL	LOC119650292|XP_037908856.1|HILL
OG0005071	TfIIEalpha|NP_524026.1|DMEL	LOC119650195|XP_037908690.1|HILL
OG0005072	CG12773|NP_569905.1|DMEL	LOC119661174|XP_037926319.1|HILL
OG0005073	CG5721|NP_611306.1|DMEL	LOC119659264|XP_037923185.1|HILL
OG0005074	Sarm|NP_001246662.1|DMEL	LOC119649008|XP_037906881.1|HILL
OG0005076	Syx6|NP_995816.1|DMEL	LOC119656263|XP_037918615.1|HILL
OG0005079	CG12851|NP_611987.3|DMEL	LOC119657248|XP_037919998.1|HILL
OG0005080	CG16753|NP_647764.1|DMEL	LOC119648729|XP_037906472.1|HILL
OG0005081	vimar|NP_995767.1|DMEL	LOC119661287|XP_037926491.1|HILL
OG0005082	CG12713|NP_648806.1|DMEL	LOC119647479|XP_037904350.1|HILL
OG0005083	MED20|NP_001260223.1|DMEL	LOC119654996|XP_037916594.1|HILL
OG0005084	CG17364|NP_788506.1|DMEL	LOC119647800|XP_037904938.1|HILL
OG0005085	CG7638|NP_648439.1|DMEL	LOC119649743|XP_037907959.1|HILL
OG0005086	CG11127|NP_610283.1|DMEL	LOC119661739|XP_037927133.1|HILL
OG0005087	Ae2|NP_648357.1|DMEL	LOC119647770|XP_037904869.1|HILL
OG0005089	CG12391|NP_610639.1|DMEL	LOC119659571|XP_037923658.1|HILL
OG0005090	CG11257|NP_611419.1|DMEL	LOC119654687|XP_037916125.1|HILL
OG0005091	GLS|NP_001163129.1|DMEL	LOC119658460|XP_037921797.1|HILL
OG0005092	CG7506|NP_648144.3|DMEL	LOC119650029|XP_037908436.1|HILL
OG0005093	Deaf1|NP_524169.1|DMEL	LOC119647914|XP_037905164.1|HILL
OG0005094	Eip63E|NP_001261373.1|DMEL	LOC119647708|XP_037904723.1|HILL
OG0005095	NKAIN|NP_611975.3|DMEL	LOC119661561|XP_037926881.1|HILL
OG0005096	Prx6005|NP_523463.2|DMEL	LOC119650708|XP_037909640.1|HILL
OG0005097	CG10433|NP_611590.1|DMEL	LOC119646415|XP_037902788.1|HILL
OG0005098	pio|NP_726461.1|DMEL	LOC119650908|XP_037910060.1|HILL
OG0005099	ETH|NP_524699.1|DMEL	LOC119647282|XP_037904103.1|HILL
OG0005100	Orc4|NP_477320.1|DMEL	LOC119647280|XP_037904101.1|HILL
OG0005101	mdlc|NP_650865.1|DMEL	LOC119646170|XP_037902476.1|HILL
OG0005102	RIC-3|NP_611537.2|DMEL	LOC119654204|XP_037915338.1|HILL
OG0005103	mr|NP_611862.1|DMEL	LOC119653642|XP_037914385.1|HILL
OG0005104	Chrac-14|NP_476646.2|DMEL	LOC119653673|XP_037914440.1|HILL
OG0005105	tap|NP_524124.1|DMEL	LOC119648525|XP_037906221.1|HILL
OG0005106	Shab|NP_001189037.1|DMEL	LOC119649404|XP_037907462.1|HILL
OG0005107	CG32281|NP_728821.2|DMEL	LOC119649508|XP_037907606.1|HILL
OG0005108	mRpS16|NP_523737.1|DMEL	LOC119659400|XP_037923401.1|HILL
OG0005109	CG34348|NP_001096954.1|DMEL	LOC119655626|XP_037917524.1|HILL
OG0005110	spd-2|NP_648906.1|DMEL	LOC119649133|XP_037907066.1|HILL
OG0005111	PGRP-LD|NP_001137893.1|DMEL	LOC119649343|XP_037907377.1|HILL
OG0005112	Rabex-5|NP_612093.1|DMEL	LOC119648658|XP_037906364.1|HILL
OG0005113	Pmi|NP_001027109.2|DMEL	LOC119648784|XP_037906549.1|HILL
OG0005114	CG9018|NP_647701.1|DMEL	LOC119649347|XP_037907383.1|HILL
OG0005115	CG34124|NP_001036333.1|DMEL	LOC119647279|XP_037904104.1|HILL
OG0005116	Dbp73D|NP_476833.1|DMEL	LOC119649700|XP_037907896.1|HILL
OG0005117	Pex5|NP_726771.1|DMEL	LOC119658916|XP_037922659.1|HILL
OG0005118	yip2|NP_523528.1|DMEL	LOC119659093|XP_037922941.1|HILL
OG0005119	Trpm|NP_001097320.1|DMEL	LOC119658934|XP_037922696.1|HILL
OG0005120	GV1|NP_647665.2|DMEL	LOC119649432|XP_037907508.1|HILL
OG0005121	Cpr76Bc|NP_001097644.1|DMEL	LOC119648831|XP_037906621.1|HILL
OG0005122	RpS4|NP_729871.1|DMEL	LOC119649699|XP_037907895.1|HILL
OG0005123	Chmp1|NP_649051.3|DMEL	LOC119648238|XP_037905795.1|HILL
OG0005124	Lasp|NP_730192.2|DMEL	LOC119648042|XP_037905405.1|HILL
OG0005125	Dab|NP_001163455.2|DMEL	LOC119647834|XP_037905006.1|HILL
OG0005126	Oseg1|NP_648221.3|DMEL	LOC119650423|XP_037909162.1|HILL
OG0005127	CG1927|NP_647684.1|DMEL	LOC119648071|XP_037905473.1|HILL
OG0005128	Psc|NP_523725.2|DMEL	LOC119661261|XP_037926442.1|HILL
OG0005129	CG5199|NP_649227.2|DMEL	LOC119650465|XP_037909259.1|HILL
OG0005130	Pex14|NP_649253.1|DMEL	LOC119646147|XP_037902432.1|HILL
OG0005131	CG42458|NP_996010.2|DMEL	LOC119650318|XP_037908900.1|HILL
OG0005132	Pfdn2|NP_729659.1|DMEL	LOC119649444|XP_037907523.1|HILL
OG0005133	CG14968|NP_647800.1|DMEL	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL
OG0005134	sti|NP_001261768.1|DMEL	LOC119649769|XP_037907997.1|HILL
OG0005135	CG12025|NP_647671.1|DMEL	LOC119650307|XP_037908880.1|HILL
OG0005136	dre4|NP_476610.2|DMEL	LOC119648369|XP_037906023.1|HILL
OG0005137	l_3_mbt|NP_733209.1|DMEL	LOC119657487|XP_037920340.1|HILL
OG0005138	Eaf6|NP_647981.1|DMEL	LOC119649583|XP_037907715.1|HILL
OG0005139	CG42269|NP_648019.2|DMEL	LOC119649660|XP_037907844.1|HILL
OG0005140	eIF3i|NP_523478.1|DMEL	LOC119649396|XP_037907449.1|HILL
OG0005141	Dg|NP_788363.1|DMEL	LOC119654387|XP_037915689.1|HILL
OG0005142	h|NP_523977.2|DMEL	LOC119648368|XP_037906022.1|HILL
OG0005143	Zasp66|NP_729395.2|DMEL	LOC119647941|XP_037905219.1|HILL
OG0005144	Cpr66D|NP_729400.1|DMEL	LOC119648656|XP_037906360.1|HILL
OG0005145	Arr2|NP_523976.1|DMEL	LOC119649656|XP_037907839.1|HILL
OG0005146	CG33288|NP_996136.2|DMEL	LOC119650300|XP_037908866.1|HILL
OG0005147	barc|NP_649313.1|DMEL	LOC119650302|XP_037908870.1|HILL
OG0005148	CG4080|NP_648305.1|DMEL	LOC119647469|XP_037904332.1|HILL
OG0005149	Snx16|NP_611252.1|DMEL	LOC119661400|XP_037926655.1|HILL
OG0005150	Tcs3|NP_648880.1|DMEL	LOC119649675|XP_037907862.1|HILL
OG0005151	CG11583|NP_001033989.1|DMEL	LOC119648113|XP_037905563.1|HILL
OG0005152	CG11586|NP_647881.1|DMEL	LOC119649984|XP_037908354.1|HILL
OG0005154	ago|NP_523922.1|DMEL	LOC119647516|XP_037904406.1|HILL
OG0005155	Kah|NP_612040.1|DMEL	LOC119650217|XP_037908713.1|HILL
OG0005156	Sec15|NP_650942.1|DMEL	LOC119651825|XP_037911544.1|HILL
OG0005157	Gp150|NP_477049.2|DMEL	LOC119647924|XP_037905185.1|HILL
OG0005158	LanA|NP_476617.1|DMEL	LOC119649577|XP_037907709.1|HILL
OG0005159	mbf1|NP_001261952.1|DMEL	LOC119648345|XP_037905968.1|HILL
OG0005160	CG7484|NP_649000.1|DMEL	LOC119650199|XP_037908694.1|HILL
OG0005161	CG3257|NP_611887.2|DMEL	LOC119646727|XP_037903235.1|HILL
OG0005162	CG12106|NP_572536.1|DMEL	LOC119659250|XP_037923164.1|HILL
OG0005163	Hem|NP_524214.1|DMEL	LOC119647824|XP_037904990.1|HILL
OG0005164	INPP5E|NP_648566.1|DMEL	LOC119649730|XP_037907938.1|HILL
OG0005165	Bap170|NP_610216.1|DMEL	LOC119653067|XP_037913477.1|HILL
OG0005166	hd|NP_649531.1|DMEL	LOC119649889|XP_037908207.1|HILL
OG0005167	RpII18|NP_524910.1|DMEL	LOC119648190|XP_037905708.1|HILL
OG0005168	CG7728|NP_648945.1|DMEL	LOC119648188|XP_037905705.1|HILL
OG0005169	CG14989|NP_001246611.1|DMEL	LOC119650352|XP_037908962.1|HILL
OG0005170	Gad1|NP_523914.2|DMEL	LOC119650350|XP_037908952.1|HILL
OG0005171	Faa|NP_524830.2|DMEL	LOC119650351|XP_037908961.1|HILL
OG0005172	cv-2|NP_524809.2|DMEL	LOC119646374|XP_037902738.1|HILL
OG0005173	CG3358|NP_724515.1|DMEL	LOC119653388|XP_037913866.1|HILL
OG0005174	RabX1|NP_524713.1|DMEL	LOC119646194|XP_037902506.1|HILL
OG0005175	CG3530|NP_726322.1|DMEL	LOC119661164|XP_037926308.1|HILL
OG0005176	edl|NP_523786.2|DMEL	LOC119646505|XP_037902888.1|HILL
OG0005178	ZC3H3|NP_648230.1|DMEL	LOC119650206|XP_037908700.1|HILL
OG0005179	Nelf-E|NP_648241.1|DMEL	LOC119648924|XP_037906758.1|HILL
OG0005180	CG13917|NP_647628.1|DMEL	LOC119650168|XP_037908645.1|HILL
OG0005181	CG9992|NP_573121.1|DMEL	LOC119656687|XP_037919102.1|HILL
OG0005182	Rme-8|NP_610467.1|DMEL	LOC119655150|XP_037916820.1|HILL
OG0005183	Galphao|NP_724934.1|DMEL	LOC119646928|XP_037903537.1|HILL
OG0005184	RanBPM|NP_001303342.1|DMEL	LOC119653678|XP_037914453.1|HILL
OG0005185	CG2063|NP_610475.1|DMEL	LOC119657803|XP_037920830.1|HILL
OG0005186	nompA|NP_524831.2|DMEL	LOC119646988|XP_037903627.1|HILL
OG0005187	mim|NP_001188869.1|DMEL	LOC119653915|XP_037915003.1|HILL
OG0005188	slim|NP_523782.1|DMEL	LOC119661106|XP_037926230.1|HILL
OG0005189	Vav|NP_001097030.1|DMEL	LOC119655045|XP_037916659.1|HILL
OG0005190	exex|NP_648164.1|DMEL	LOC119650183|XP_037908666.1|HILL
OG0005191	CG10311|NP_650536.1|DMEL	LOC119660199|XP_037924553.1|HILL
OG0005192	Elk|NP_477009.1|DMEL	LOC119646646|XP_037903088.1|HILL
OG0005193	Drep2|NP_001097238.1|DMEL	LOC119647004|XP_037903658.1|HILL
OG0005194	Hil|NP_611493.2|DMEL	LOC119660459|XP_037924948.1|HILL
OG0005195	CG17985|NP_610305.1|DMEL	LOC119660216|XP_037924579.1|HILL
OG0005196	in|NP_788548.1|DMEL	LOC119654299|XP_037915534.1|HILL
OG0005197	spag|NP_524664.1|DMEL	LOC119660113|XP_037924431.1|HILL
OG0005198	mirr|NP_001261778.1|DMEL	LOC119649291|XP_037907313.1|HILL
OG0005199	eIF2Bgamma|NP_611046.2|DMEL	LOC119646818|XP_037903360.1|HILL
OG0005200	l_2_k01209|NP_725672.2|DMEL	LOC119648767|XP_037906527.1|HILL
OG0005201	emp|NP_726504.2|DMEL	LOC119647231|XP_037904008.1|HILL
OG0005202	CG30496|NP_724595.1|DMEL	LOC119659373|XP_037923357.1|HILL
OG0005203	Ih|NP_001033948.1|DMEL	LOC119647771|XP_037904877.1|HILL
OG0005204	homer|NP_001036341.2|DMEL	LOC119652377|XP_037912402.1|HILL
OG0005205	Pgant2|NP_995625.2|DMEL	LOC119651667|XP_037911288.1|HILL
OG0005206	AIMP3|NP_660194.1|DMEL	LOC119659287|XP_037923228.1|HILL
OG0005207	Pdk|NP_001097240.1|DMEL	LOC119659462|XP_037923476.1|HILL
OG0005208	eve|NP_523670.2|DMEL	LOC119661158|XP_037926302.1|HILL
OG0005209	yellow-c|NP_523570.3|DMEL	LOC119651948|XP_037911730.1|HILL
OG0005210	GABA-B-R1|NP_523569.3|DMEL	LOC119651982|XP_037911820.1|HILL
OG0005211	Rich|NP_649385.1|DMEL	LOC119657737|XP_037920711.1|HILL
OG0005212	DnaJ-60|NP_523840.1|DMEL	LOC119653949|XP_037915041.1|HILL
OG0005213	Mcm6|NP_511065.1|DMEL	LOC119652591|XP_037912743.1|HILL
OG0005214	Megf8|NP_609180.3|DMEL	LOC119647681|XP_037904724.1|HILL
OG0005215	CG2818|NP_608804.1|DMEL	LOC119648817|XP_037906602.1|HILL
OG0005216	Rab9|NP_609966.1|DMEL	LOC119651164|XP_037910510.1|HILL
OG0005217	CG2225|NP_001246127.1|DMEL	LOC119650644|XP_037909497.1|HILL
OG0005218	CG31886|NP_001097129.1|DMEL	LOC119651080|XP_037910348.1|HILL
OG0005219	Mys45A|NP_610455.1|DMEL	LOC119652007|XP_037911866.1|HILL
OG0005220	CG12099|NP_647623.1|DMEL	LOC119647508|XP_037904396.1|HILL
OG0005221	CG13108|NP_609276.1|DMEL	LOC119651598|XP_037911176.1|HILL
OG0005222	tweek|NP_001286002.1|DMEL	LOC119653272|XP_037913822.1|HILL
OG0005223	Bdp1|NP_609643.2|DMEL	LOC119646923|XP_037903530.1|HILL
OG0005224	Sema1a|NP_001260265.1|DMEL	LOC119651975|XP_037911809.1|HILL
OG0005225	okr|NP_476661.1|DMEL	LOC119652191|XP_037912062.1|HILL
OG0005226	Cka|NP_001245936.1|DMEL	LOC119661440|XP_037926714.1|HILL
OG0005227	CG5861|NP_609789.1|DMEL	LOC119646782|XP_037903294.1|HILL
OG0005228	Syx5|NP_599132.2|DMEL	LOC119646780|XP_037903292.1|HILL
OG0005229	dock|NP_722657.1|DMEL	LOC119661611|XP_037926954.1|HILL
OG0005230	Reps|NP_609487.2|DMEL	LOC119652592|XP_037912744.1|HILL
OG0005231	net|NP_524820.2|DMEL	LOC119646592|XP_037903013.1|HILL
OG0005232	Duox|NP_608715.2|DMEL	LOC119652329|XP_037912269.1|HILL
OG0005233	DCTN5-p25|NP_723893.1|DMEL	LOC119650831|XP_037909900.1|HILL
OG0005234	tj|NP_001260582.1|DMEL	LOC119653196|XP_037913683.1|HILL
