Orthogroup	DPER.longest_only	CPIP.longest_only
OG0004539	LOC6595077|XP_002020341.1|DPER	LOC120432297|XP_039453417.1|CPIP
OG0004540	LOC6599213|XP_026848236.1|DPER	LOC120422049|XP_039441309.1|CPIP
OG0004541	LOC6589902|XP_002016386.1|DPER	LOC120414161|XP_039431145.1|CPIP
OG0004542	LOC6599960|XP_026849207.1|DPER	LOC120414164|XP_039431150.1|CPIP
OG0004543	LOC6596797|XP_026849905.1|DPER	LOC120417693|XP_039435767.1|CPIP
OG0004544	LOC6598142|XP_026846227.1|DPER	LOC120431148|XP_039452221.1|CPIP
OG0004545	LOC6587369|XP_026839909.1|DPER	LOC120422452|XP_039441829.1|CPIP
OG0004546	LOC6590102|XP_002015658.1|DPER	LOC120422474|XP_039441863.1|CPIP
OG0004547	LOC6600689|XP_026845172.1|DPER	LOC120424305|XP_039444324.1|CPIP
OG0004548	LOC6597448|XP_002022390.2|DPER	LOC120431128|XP_039452214.1|CPIP
OG0004549	LOC6600100|XP_026846708.1|DPER	LOC120422523|XP_039441911.1|CPIP
OG0004550	LOC6600415|XP_026848400.1|DPER	LOC120420172|XP_039439071.1|CPIP
OG0004551	LOC6593107|XP_002018336.1|DPER	LOC120420173|XP_039439072.1|CPIP
OG0004552	LOC6596852|XP_026845865.1|DPER	LOC120420188|XP_039439106.1|CPIP
OG0004553	LOC6602492|XP_002027520.1|DPER	LOC120422303|XP_039441629.1|CPIP
OG0004554	LOC6598404|XP_002023648.2|DPER	LOC120430545|XP_039451594.1|CPIP
OG0004555	LOC6598405|XP_002023649.1|DPER	LOC120422445|XP_039441823.1|CPIP
OG0004556	LOC6603068|XP_026847078.1|DPER	LOC120422447|XP_039441825.1|CPIP
OG0004557	LOC6597560|XP_026848951.1|DPER	LOC120420223|XP_039439145.1|CPIP
OG0004558	LOC6600187|XP_002025318.2|DPER	LOC120416891|XP_039434723.1|CPIP
OG0004559	LOC6587890|XP_002013692.1|DPER	LOC120422094|XP_039441375.1|CPIP
OG0004560	LOC113564936|XP_026840268.1|DPER	LOC120419263|XP_039437852.1|CPIP
OG0004561	LOC6588657|XP_026841857.1|DPER	LOC120419286|XP_039437887.1|CPIP
OG0004562	LOC6587732|XP_002012759.1|DPER	LOC120419260|XP_039437848.1|CPIP
OG0004563	LOC6587810|XP_002014060.2|DPER	LOC120419297|XP_039437896.1|CPIP
OG0004564	LOC6594419|XP_002019683.1|DPER	LOC120429179|XP_039450326.1|CPIP
OG0004565	LOC6588315|XP_026851131.1|DPER	LOC120429172|XP_039450318.1|CPIP
OG0004566	LOC6599229|XP_026848337.1|DPER	LOC120413705|XP_039430559.1|CPIP
OG0004567	LOC6599976|XP_026845138.1|DPER	LOC120417712|XP_039435795.1|CPIP
OG0004568	LOC6596746|XP_002021929.2|DPER	LOC120413334|XP_039430044.1|CPIP
OG0004569	LOC6591594|XP_026839905.1|DPER	LOC120428269|XP_039449197.1|CPIP, LOC120413316|XP_039430018.1|CPIP
OG0004570	LOC6590737|XP_002016000.2|DPER	LOC120427674|XP_039448488.1|CPIP
OG0004571	LOC6601774|XP_026846949.1|DPER	LOC120412330|XP_039428668.1|CPIP
OG0004572	LOC6595540|XP_002020628.1|DPER	LOC120412596|XP_039429068.1|CPIP
OG0004573	LOC6588438|XP_002013854.1|DPER	LOC120413351|XP_039430067.1|CPIP
OG0004574	LOC6599251|XP_002024277.1|DPER	LOC120413171|XP_039429818.1|CPIP
OG0004575	LOC6599250|XP_026848298.1|DPER	LOC120432239|XP_039453350.1|CPIP
OG0004576	LOC6587808|XP_002013394.1|DPER	LOC120412599|XP_039429082.1|CPIP
OG0004577	LOC6588081|XP_002013153.1|DPER	LOC120414152|XP_039431125.1|CPIP
OG0004578	LOC6598209|XP_026846136.1|DPER	LOC120414948|XP_039432247.1|CPIP
OG0004579	LOC6588854|XP_026843899.1|DPER	LOC120432564|XP_039453761.1|CPIP
OG0004580	LOC6587748|XP_002014046.1|DPER	LOC120415606|XP_039433133.1|CPIP
OG0004581	LOC6587983|XP_002013728.1|DPER	LOC120415612|XP_039433140.1|CPIP
OG0004582	LOC6595059|XP_026851228.1|DPER	LOC120415621|XP_039433152.1|CPIP
OG0004583	LOC6600656|XP_002025740.1|DPER	LOC120431695|XP_039452743.1|CPIP, LOC120421430|XP_039440574.1|CPIP
OG0004584	LOC6593128|XP_002018102.1|DPER	LOC120431694|XP_039452742.1|CPIP, LOC120421418|XP_039440559.1|CPIP
OG0004585	LOC6595003|XP_002020460.1|DPER	LOC120417040|XP_039434921.1|CPIP
OG0004586	LOC6599098|XP_002024423.1|DPER	LOC120417033|XP_039434911.1|CPIP
OG0004587	LOC6595097|XP_002020375.1|DPER	LOC120417017|XP_039434887.1|CPIP
OG0004588	LOC6595095|XP_002020373.1|DPER	LOC120417018|XP_039434890.1|CPIP
OG0004589	LOC6600193|XP_026846676.1|DPER	LOC120423035|XP_039442611.1|CPIP
OG0004590	LOC6587899|XP_026840204.1|DPER	LOC120422058|XP_039441325.1|CPIP
OG0004591	LOC6587818|XP_002012829.2|DPER	LOC120422080|XP_039441359.1|CPIP
OG0004592	LOC6599304|XP_002024233.1|DPER	LOC120422078|XP_039441357.1|CPIP
OG0004593	LOC6598304|XP_002023506.1|DPER	LOC120422075|XP_039441352.1|CPIP
OG0004594	LOC6602664|XP_002027704.2|DPER	LOC120423487|XP_039443289.1|CPIP
OG0004595	LOC6597618|XP_002022756.1|DPER	LOC120425894|XP_039446474.1|CPIP
OG0004596	LOC6598141|XP_002023478.2|DPER	LOC120428194|XP_039449139.1|CPIP
OG0004597	LOC6597569|XP_002022786.1|DPER	LOC120428507|XP_039449453.1|CPIP, LOC120430549|XP_039451597.1|CPIP
OG0004598	LOC6601924|XP_026848762.1|DPER	LOC120413356|XP_039430073.1|CPIP
OG0004599	LOC6588900|XP_002014985.1|DPER	LOC120430494|XP_039451524.1|CPIP
OG0004600	LOC6600350|XP_002025509.2|DPER	LOC120417702|XP_039435781.1|CPIP
OG0004601	LOC6600339|XP_026848424.1|DPER	LOC120424696|XP_039444809.1|CPIP
OG0004602	LOC6597216|XP_026846422.1|DPER	LOC120424533|XP_039444631.1|CPIP
OG0004603	LOC6589589|XP_002014562.1|DPER	LOC120416908|XP_039434741.1|CPIP
OG0004604	LOC6598247|XP_002023417.2|DPER	LOC120416899|XP_039434731.1|CPIP
OG0004605	LOC6597687|XP_026846433.1|DPER	LOC120430744|XP_039451787.1|CPIP
OG0004606	LOC6594623|XP_002019469.2|DPER	LOC120427968|XP_039448858.1|CPIP
OG0004607	LOC6599986|XP_026849152.1|DPER	LOC120412940|XP_039429515.1|CPIP
OG0004608	LOC6599115|XP_026849249.1|DPER	LOC120413576|XP_039430401.1|CPIP
OG0004609	LOC6599351|XP_002024474.1|DPER	LOC120426601|XP_039447326.1|CPIP
OG0004610	LOC6595328|XP_026844017.1|DPER	LOC120416425|XP_039434110.1|CPIP
OG0004611	LOC6594783|XP_002020537.1|DPER	LOC120416401|XP_039434081.1|CPIP
OG0004612	LOC6594782|XP_026843346.1|DPER	LOC120416435|XP_039434123.1|CPIP
OG0004613	LOC6587987|XP_002013726.1|DPER	LOC120429015|XP_039450086.1|CPIP
OG0004614	LOC6602687|XP_002027697.1|DPER	LOC120429018|XP_039450093.1|CPIP
OG0004615	LOC113566686|XP_026849215.1|DPER	LOC120414518|XP_039431661.1|CPIP
OG0004616	LOC6599954|XP_002025031.1|DPER	LOC120414526|XP_039431669.1|CPIP
OG0004617	LOC6589115|XP_002015234.1|DPER	LOC120414512|XP_039431652.1|CPIP
OG0004618	LOC6594880|XP_002019999.1|DPER	LOC120414525|XP_039431668.1|CPIP
OG0004619	LOC6588651|XP_002013219.2|DPER	LOC120417687|XP_039435758.1|CPIP
OG0004620	LOC6588097|XP_002012857.1|DPER	LOC120413719|XP_039430580.1|CPIP
OG0004621	LOC6594312|XP_002019355.1|DPER	LOC120414162|XP_039431146.1|CPIP
OG0004622	LOC6588261|XP_026839973.1|DPER	LOC120416255|XP_039433891.1|CPIP
OG0004623	LOC6595134|XP_002020300.1|DPER	LOC120416251|XP_039433888.1|CPIP
OG0004624	LOC6592050|XP_002017163.1|DPER	LOC120430970|XP_039452038.1|CPIP
OG0004625	LOC6600398|XP_026848396.1|DPER	LOC120419625|XP_039438304.1|CPIP
OG0004626	LOC6602761|XP_026847720.1|DPER	LOC120425317|XP_039445723.1|CPIP
OG0004627	LOC6601879|XP_026849383.1|DPER	LOC120413036|XP_039429643.1|CPIP
OG0004628	LOC6596760|XP_002021913.1|DPER	LOC120428374|XP_039449309.1|CPIP
OG0004629	LOC6588312|XP_002012909.1|DPER	LOC120415613|XP_039433142.1|CPIP
OG0004630	LOC6595297|XP_002020512.2|DPER	LOC120415608|XP_039433136.1|CPIP
OG0004632	LOC6588512|XP_026840172.1|DPER	LOC120415600|XP_039433127.1|CPIP
OG0004633	LOC6595131|XP_002020297.2|DPER	LOC120424519|XP_039444609.1|CPIP
OG0004634	LOC6595160|XP_002020287.1|DPER	LOC120429008|XP_039450080.1|CPIP
OG0004635	LOC6597911|XP_026846990.1|DPER	LOC120429063|XP_039450135.1|CPIP
OG0004636	LOC6598261|XP_002023319.2|DPER	LOC120426453|XP_039447149.1|CPIP
OG0004637	LOC6603583|XP_026846689.1|DPER	LOC120429940|XP_039450971.1|CPIP
OG0004638	LOC6597458|XP_026849292.1|DPER	LOC120424323|XP_039444352.1|CPIP
OG0004639	LOC6587334|XP_002013012.1|DPER	LOC120423052|XP_039442658.1|CPIP
OG0004640	LOC6587326|XP_026850733.1|DPER	LOC120423051|XP_039442657.1|CPIP
OG0004641	LOC6600201|XP_002025301.2|DPER	LOC120428791|XP_039449822.1|CPIP
OG0004642	LOC6603582|XP_002028560.1|DPER	LOC120425020|XP_039445324.1|CPIP
OG0004643	LOC6591792|XP_002017392.1|DPER	LOC120425030|XP_039445335.1|CPIP
OG0004644	LOC6597666|XP_002022843.1|DPER	LOC120425019|XP_039445322.1|CPIP
OG0004645	LOC6588977|XP_002014569.1|DPER	LOC120425026|XP_039445330.1|CPIP, LOC120425024|XP_039445329.1|CPIP
OG0004646	LOC6594742|XP_002020394.1|DPER	LOC120430120|XP_039451138.1|CPIP
OG0004647	LOC6597585|XP_002022772.2|DPER	LOC120429248|XP_039450393.1|CPIP
OG0004648	LOC6601734|XP_002026792.2|DPER	LOC120430117|XP_039451136.1|CPIP
OG0004649	LOC6600056|XP_002025071.2|DPER	LOC120419870|XP_039438664.1|CPIP, LOC120418077|XP_039436268.1|CPIP
OG0004650	LOC6588804|XP_002015125.1|DPER	LOC120418091|XP_039436293.1|CPIP, LOC120419874|XP_039438669.1|CPIP
OG0004651	LOC6594851|XP_002020059.2|DPER	LOC120425022|XP_039445325.1|CPIP
OG0004652	LOC6588290|XP_002012970.1|DPER	LOC120425463|XP_039445929.1|CPIP
OG0004653	LOC6595838|XP_002021427.1|DPER	LOC120425465|XP_039445931.1|CPIP
OG0004654	LOC6589161|XP_002014892.1|DPER	LOC120425487|XP_039445965.1|CPIP
OG0004655	LOC6587252|XP_002013551.2|DPER	LOC120428782|XP_039449803.1|CPIP
OG0004656	LOC6601749|XP_026846947.1|DPER	LOC120428781|XP_039449802.1|CPIP
OG0004657	LOC6594296|XP_002019944.1|DPER	LOC120428787|XP_039449808.1|CPIP
OG0004658	LOC6588203|XP_002012882.1|DPER	LOC120423153|XP_039442770.1|CPIP, LOC120431375|XP_039452440.1|CPIP
OG0004659	LOC6594860|XP_002020068.1|DPER	LOC120431381|XP_039452444.1|CPIP
OG0004660	LOC6587403|XP_002013492.1|DPER	LOC120429233|XP_039450378.1|CPIP
OG0004661	LOC6587520|XP_002013073.1|DPER	LOC120429247|XP_039450392.1|CPIP
OG0004662	LOC6591840|XP_002017208.2|DPER	LOC120424934|XP_039445166.1|CPIP
OG0004663	LOC6597510|XP_002022658.1|DPER	LOC120424932|XP_039445160.1|CPIP
OG0004664	LOC6597529|XP_026849285.1|DPER	LOC120424930|XP_039445155.1|CPIP
OG0004665	LOC6597559|XP_002022808.2|DPER	LOC120424935|XP_039445169.1|CPIP
OG0004666	LOC6588207|XP_002013743.1|DPER	LOC120419338|XP_039437944.1|CPIP
OG0004667	LOC6588123|XP_002013748.1|DPER	LOC120431439|XP_039452492.1|CPIP
OG0004668	LOC6597577|XP_026848921.1|DPER	LOC120431799|XP_039452851.1|CPIP
OG0004669	LOC6593429|XP_002019114.1|DPER	LOC120428947|XP_039450021.1|CPIP
OG0004670	LOC6591719|XP_002017412.1|DPER	LOC120427924|XP_039448799.1|CPIP
OG0004671	LOC6598707|XP_002023886.2|DPER	LOC120424813|XP_039444965.1|CPIP
OG0004672	LOC6588416|XP_002013939.2|DPER	LOC120429289|XP_039450451.1|CPIP
OG0004673	LOC6587519|XP_002013531.1|DPER	LOC120430803|XP_039451857.1|CPIP
OG0004674	LOC6595192|XP_026841641.1|DPER	LOC120425115|XP_039445454.1|CPIP
OG0004675	LOC6595120|XP_026851037.1|DPER	LOC120425113|XP_039445448.1|CPIP
OG0004676	LOC6587776|XP_002013278.1|DPER	LOC120430535|XP_039451582.1|CPIP
OG0004677	LOC6588452|XP_026846348.1|DPER	LOC120425998|XP_039446590.1|CPIP
OG0004678	LOC6588451|XP_002013462.1|DPER	LOC120426016|XP_039446624.1|CPIP
OG0004679	LOC6604379|XP_002029282.2|DPER	LOC120417858|XP_039436012.1|CPIP
OG0004680	LOC6587605|XP_026840607.1|DPER	LOC120421773|XP_039440974.1|CPIP
OG0004681	LOC6587562|XP_002013535.1|DPER	LOC120423834|XP_039443711.1|CPIP
OG0004682	LOC6595509|XP_002020614.2|DPER	LOC120423841|XP_039443723.1|CPIP
OG0004683	LOC6587576|XP_002013900.1|DPER	LOC120423826|XP_039443689.1|CPIP
OG0004684	LOC6588082|XP_002013754.2|DPER	LOC120426227|XP_039446897.1|CPIP
OG0004685	LOC6594984|XP_026840058.1|DPER	LOC120431668|XP_039452711.1|CPIP
OG0004686	LOC6594009|XP_002019631.1|DPER	LOC120418742|XP_039437152.1|CPIP
OG0004687	LOC6594987|XP_026844885.1|DPER	LOC120417201|XP_039435101.1|CPIP
OG0004689	LOC6594995|XP_002020161.1|DPER	LOC120417191|XP_039435092.1|CPIP
OG0004690	LOC6591745|XP_026840468.1|DPER	LOC120420743|XP_039439770.1|CPIP
OG0004691	LOC6587772|XP_026851049.1|DPER	LOC120420766|XP_039439806.1|CPIP
OG0004692	LOC6587769|XP_026848896.1|DPER	LOC120420781|XP_039439828.1|CPIP
OG0004693	LOC6587747|XP_026840273.1|DPER	LOC120420745|XP_039439775.1|CPIP
OG0004694	LOC6591408|XP_026849814.1|DPER	LOC120425563|XP_039446061.1|CPIP, LOC120423722|XP_039443559.1|CPIP
OG0004695	LOC6595122|XP_026850738.1|DPER	LOC120428741|XP_039449751.1|CPIP
OG0004696	LOC6587938|XP_002013705.1|DPER	LOC120427185|XP_039447983.1|CPIP
OG0004697	LOC6604248|XP_026846745.1|DPER, LOC6604475|XP_026846746.1|DPER	LOC120430501|XP_039451532.1|CPIP
OG0004698	LOC6600026|XP_026849211.1|DPER	LOC120421821|XP_039441033.1|CPIP
OG0004699	LOC113566459|XP_026847904.1|DPER	LOC120422152|XP_039441459.1|CPIP
OG0004700	LOC6594381|XP_026850774.1|DPER	LOC120416607|XP_039434342.1|CPIP
OG0004701	LOC6591418|XP_002016944.1|DPER	LOC120415975|XP_039433563.1|CPIP
OG0004702	LOC6587338|XP_002013479.1|DPER	LOC120429000|XP_039450074.1|CPIP
OG0004703	LOC6595017|XP_002020170.1|DPER	LOC120428668|XP_039449652.1|CPIP
OG0004704	LOC6594803|XP_002020218.1|DPER	LOC120428661|XP_039449642.1|CPIP, LOC120427073|XP_039447845.1|CPIP
OG0004705	LOC6598787|XP_002023898.1|DPER	LOC120427079|XP_039447855.1|CPIP
OG0004706	LOC6599485|XP_002024605.1|DPER	LOC120431454|XP_039452504.1|CPIP
OG0004707	LOC113565487|XP_026843446.1|DPER	LOC120424033|XP_039443990.1|CPIP
OG0004708	LOC6594161|XP_002019570.1|DPER	LOC120424034|XP_039443991.1|CPIP
OG0004709	LOC6587830|XP_026850860.1|DPER	LOC120426007|XP_039446608.1|CPIP
OG0004710	LOC6587485|XP_026840308.1|DPER	LOC120426006|XP_039446605.1|CPIP
OG0004711	LOC6598656|XP_026840067.1|DPER	LOC120422583|XP_039442005.1|CPIP
OG0004712	LOC6587673|XP_002013160.1|DPER	LOC120422565|XP_039441985.1|CPIP
OG0004713	LOC6587597|XP_002013432.1|DPER	LOC120431802|XP_039452858.1|CPIP
OG0004714	LOC113564958|XP_026840524.1|DPER	LOC120431729|XP_039452791.1|CPIP
OG0004715	LOC6598115|XP_002023271.1|DPER	LOC120430219|XP_039451231.1|CPIP
OG0004716	LOC6588513|XP_026851088.1|DPER	LOC120425736|XP_039446274.1|CPIP
OG0004717	LOC6602852|XP_026845936.1|DPER	LOC120418347|XP_039436632.1|CPIP
OG0004718	LOC6589035|XP_002015082.1|DPER	LOC120418330|XP_039436598.1|CPIP
OG0004719	LOC6595171|XP_026840217.1|DPER	LOC120427265|XP_039448060.1|CPIP
OG0004720	LOC6588492|XP_002013474.1|DPER	LOC120427677|XP_039448492.1|CPIP
OG0004721	LOC6588154|XP_026846274.1|DPER	LOC120418332|XP_039436601.1|CPIP
OG0004722	LOC6595236|XP_026849720.1|DPER	LOC120418323|XP_039436588.1|CPIP
OG0004723	LOC6597337|XP_002022525.1|DPER	LOC120428289|XP_039449218.1|CPIP
OG0004724	LOC6588638|XP_002013969.2|DPER	LOC120418368|XP_039436661.1|CPIP
OG0004725	LOC6598655|XP_026846580.1|DPER	LOC120418369|XP_039436664.1|CPIP
OG0004726	LOC6595125|XP_026847032.1|DPER	LOC120418386|XP_039436694.1|CPIP
OG0004727	LOC6595104|XP_026840119.1|DPER	LOC120426000|XP_039446593.1|CPIP
OG0004728	LOC6598712|XP_002023891.1|DPER	LOC120426246|XP_039446918.1|CPIP
OG0004729	LOC6598440|XP_002023567.1|DPER	LOC120431093|XP_039452185.1|CPIP
OG0004730	LOC6593525|XP_002018750.1|DPER	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP
OG0004731	LOC6588129|XP_002013370.1|DPER	LOC120427158|XP_039447951.1|CPIP
OG0004732	LOC6587271|XP_002012904.1|DPER	LOC120427902|XP_039448776.1|CPIP
OG0004733	LOC6588218|XP_002012903.1|DPER	LOC120427892|XP_039448760.1|CPIP
OG0004734	LOC6587869|XP_002012811.1|DPER	LOC120427896|XP_039448765.1|CPIP
OG0004735	LOC6587377|XP_026850874.1|DPER	LOC120416050|XP_039433648.1|CPIP
OG0004736	LOC6587572|XP_026840144.1|DPER	LOC120414262|XP_039431306.1|CPIP
OG0004737	LOC6594582|XP_002019287.1|DPER	LOC120424265|XP_039444261.1|CPIP
OG0004738	LOC6594586|XP_002019286.2|DPER	LOC120424237|XP_039444234.1|CPIP
OG0004739	LOC6587778|XP_002013696.1|DPER	LOC120424264|XP_039444260.1|CPIP
OG0004740	LOC6594862|XP_002020070.1|DPER	LOC120428911|XP_039449987.1|CPIP
OG0004741	LOC6588426|XP_026840530.1|DPER	LOC120428910|XP_039449986.1|CPIP
OG0004742	LOC6602028|XP_026846776.1|DPER	LOC120425700|XP_039446222.1|CPIP
OG0004744	LOC6596612|XP_002021608.2|DPER	LOC120423421|XP_039443158.1|CPIP
OG0004745	LOC6591366|XP_026843723.1|DPER	LOC120428366|XP_039449302.1|CPIP
OG0004746	LOC6594407|XP_026842633.1|DPER	LOC120429644|XP_039450604.1|CPIP
OG0004747	LOC6594408|XP_026842644.1|DPER	LOC120432113|XP_039453182.1|CPIP
OG0004748	LOC6594405|XP_026840213.1|DPER	LOC120427858|XP_039448710.1|CPIP
OG0004749	LOC6598690|XP_026840220.1|DPER, LOC113565962|XP_026845195.1|DPER	LOC120414297|XP_039431366.1|CPIP
OG0004750	LOC6588608|XP_002013217.1|DPER	LOC120426701|XP_039447415.1|CPIP
OG0004751	LOC6594816|XP_002020011.2|DPER	LOC120426693|XP_039447404.1|CPIP
OG0004752	LOC6588443|XP_002012995.1|DPER	LOC120426689|XP_039447399.1|CPIP
OG0004753	LOC6587343|XP_002014024.1|DPER	LOC120426694|XP_039447405.1|CPIP
OG0004754	LOC6588485|XP_002012968.1|DPER	LOC120426686|XP_039447396.1|CPIP
OG0004755	LOC6594964|XP_002020332.1|DPER	LOC120426692|XP_039447402.1|CPIP
OG0004756	LOC6595068|XP_002020333.1|DPER	LOC120426691|XP_039447401.1|CPIP
OG0004757	LOC6587509|XP_026845255.1|DPER	LOC120430172|XP_039451186.1|CPIP
OG0004758	LOC6594085|XP_026850334.1|DPER	LOC120427254|XP_039448045.1|CPIP
OG0004759	LOC6587333|XP_026841670.1|DPER	LOC120427256|XP_039448049.1|CPIP
OG0004760	LOC6587756|XP_002013675.1|DPER	LOC120427250|XP_039448040.1|CPIP
OG0004761	LOC6592092|XP_026843350.1|DPER	LOC120428725|XP_039449733.1|CPIP
OG0004762	LOC6593971|XP_002018956.1|DPER	LOC120421015|XP_039440071.1|CPIP
OG0004763	LOC6588442|XP_002013812.1|DPER	LOC120421032|XP_039440103.1|CPIP
OG0004766	LOC6595196|XP_002020231.1|DPER	LOC120425415|XP_039445878.1|CPIP
OG0004767	LOC6592090|XP_002017534.1|DPER	LOC120421189|XP_039440327.1|CPIP
OG0004768	LOC6592088|XP_026850725.1|DPER	LOC120425737|XP_039446276.1|CPIP
OG0004769	LOC6588685|XP_002015213.1|DPER	LOC120423967|XP_039443893.1|CPIP
OG0004770	LOC6594302|XP_002019800.1|DPER	LOC120423968|XP_039443894.1|CPIP
OG0004771	LOC6594796|XP_002020477.2|DPER	LOC120423969|XP_039443895.1|CPIP
OG0004773	LOC6598846|XP_002023964.1|DPER	LOC120425157|XP_039445521.1|CPIP
OG0004774	LOC6598849|XP_026848064.1|DPER	LOC120426221|XP_039446874.1|CPIP
OG0004775	LOC6588161|XP_002013374.1|DPER, LOC113565370|XP_026842923.1|DPER	LOC120426214|XP_039446856.1|CPIP
OG0004776	LOC6590883|XP_002015551.1|DPER	LOC120426225|XP_039446893.1|CPIP
OG0004777	LOC6591323|XP_002016796.1|DPER	LOC120427414|XP_039448214.1|CPIP
OG0004779	LOC6587837|XP_026847038.1|DPER	LOC120427881|XP_039448748.1|CPIP
OG0004780	LOC6596308|XP_002021478.1|DPER	LOC120427882|XP_039448752.1|CPIP
OG0004781	LOC6594945|XP_026851281.1|DPER	LOC120421100|XP_039440178.1|CPIP
OG0004782	LOC6588401|XP_002013472.1|DPER	LOC120416981|XP_039434841.1|CPIP
OG0004783	LOC6597309|XP_026846588.1|DPER	LOC120416371|XP_039434041.1|CPIP
OG0004784	LOC6587835|XP_002013312.1|DPER	LOC120432089|XP_039453161.1|CPIP, LOC120428963|XP_039450036.1|CPIP
OG0004785	LOC6587240|XP_002013298.1|DPER	LOC120430146|XP_039451165.1|CPIP, LOC120430515|XP_039451549.1|CPIP
OG0004786	LOC6587840|XP_002013296.1|DPER	LOC120429549|XP_039450540.1|CPIP
OG0004787	LOC6587857|XP_002013294.1|DPER	LOC120428858|XP_039449915.1|CPIP
OG0004788	LOC6587738|XP_026839897.1|DPER	LOC120428851|XP_039449908.1|CPIP
OG0004789	LOC6587762|XP_002013292.1|DPER	LOC120428855|XP_039449914.1|CPIP
OG0004790	LOC6587407|XP_026846518.1|DPER	LOC120425991|XP_039446583.1|CPIP
OG0004791	LOC6598666|XP_002023754.1|DPER	LOC120425983|XP_039446571.1|CPIP
OG0004792	LOC6588038|XP_002012841.1|DPER	LOC120432022|XP_039453091.1|CPIP
OG0004793	LOC6588667|XP_026851118.1|DPER	LOC120431080|XP_039452166.1|CPIP
OG0004794	LOC6587995|XP_002013151.1|DPER	LOC120424782|XP_039444918.1|CPIP
OG0004795	LOC6587521|XP_002013916.1|DPER	LOC120430266|XP_039451285.1|CPIP
OG0004796	LOC6588194|XP_026840321.1|DPER	LOC120422563|XP_039441982.1|CPIP
OG0004797	LOC6587660|XP_002012785.2|DPER	LOC120422572|XP_039441991.1|CPIP
OG0004798	LOC6587446|XP_002013042.1|DPER	LOC120422547|XP_039441948.1|CPIP
OG0004799	LOC6587280|XP_002013659.1|DPER	LOC120429164|XP_039450305.1|CPIP
OG0004800	LOC6588185|XP_026843609.1|DPER	LOC120431672|XP_039452723.1|CPIP
OG0004801	LOC6594671|XP_026850228.1|DPER	LOC120424623|XP_039444722.1|CPIP, LOC120424681|XP_039444791.1|CPIP
OG0004802	LOC6598840|XP_026847919.1|DPER	LOC120432513|XP_039453665.1|CPIP
OG0004803	LOC6595258|XP_026840375.1|DPER	LOC120430175|XP_039451190.1|CPIP
OG0004804	LOC6592087|XP_002017531.1|DPER	LOC120430351|XP_039451384.1|CPIP
OG0004805	LOC6595205|XP_026850482.1|DPER	LOC120429669|XP_039450631.1|CPIP
OG0004806	LOC6600774|XP_026845168.1|DPER	LOC120421029|XP_039440098.1|CPIP
OG0004807	LOC6591420|XP_002016777.2|DPER	LOC120421778|XP_039440981.1|CPIP
OG0004808	LOC6598643|XP_002023824.1|DPER	LOC120427176|XP_039447970.1|CPIP
OG0004809	LOC6588028|XP_002013699.1|DPER	LOC120423824|XP_039443687.1|CPIP
OG0004810	LOC6598852|XP_002023970.2|DPER	LOC120423823|XP_039443685.1|CPIP
OG0004811	LOC6601922|XP_026848540.1|DPER	LOC120423814|XP_039443668.1|CPIP
OG0004812	LOC6595143|XP_026847762.1|DPER	LOC120423831|XP_039443708.1|CPIP
OG0004814	LOC6588124|XP_002013761.1|DPER	LOC120431858|XP_039452926.1|CPIP
OG0004815	LOC6603082|XP_026847113.1|DPER	LOC120417103|XP_039435014.1|CPIP
OG0004816	LOC6597261|XP_002022455.1|DPER	LOC120417091|XP_039435004.1|CPIP
OG0004817	LOC6597262|XP_002022456.1|DPER	LOC120417102|XP_039435013.1|CPIP
OG0004818	LOC6588094|XP_002013393.1|DPER	LOC120425061|XP_039445368.1|CPIP
OG0004819	LOC6595086|XP_002020148.1|DPER	LOC120425047|XP_039445352.1|CPIP
OG0004820	LOC6598640|XP_002023821.1|DPER	LOC120425046|XP_039445350.1|CPIP
OG0004821	LOC6594794|XP_026848368.1|DPER	LOC120425074|XP_039445400.1|CPIP
OG0004822	LOC6587467|XP_026843220.1|DPER	LOC120425077|XP_039445402.1|CPIP
OG0004823	LOC6587175|XP_026840455.1|DPER	LOC120425043|XP_039445347.1|CPIP
OG0004824	LOC6587410|XP_002014013.1|DPER	LOC120425068|XP_039445375.1|CPIP
OG0004825	LOC6602025|XP_026846763.1|DPER	LOC120422122|XP_039441426.1|CPIP
OG0004826	LOC6587592|XP_002013263.2|DPER	LOC120420777|XP_039439822.1|CPIP
OG0004827	LOC6594584|XP_026850831.1|DPER	LOC120420774|XP_039439817.1|CPIP
OG0004828	LOC6587864|XP_002013688.1|DPER	LOC120420787|XP_039439833.1|CPIP
OG0004829	LOC6588173|XP_002013438.1|DPER	LOC120414267|XP_039431321.1|CPIP
OG0004830	LOC6598719|XP_026840122.1|DPER	LOC120423345|XP_039443048.1|CPIP
OG0004831	LOC6601471|XP_002026438.2|DPER	LOC120418350|XP_039436637.1|CPIP
OG0004832	LOC6594952|XP_002020320.1|DPER	LOC120432052|XP_039453119.1|CPIP
OG0004833	LOC6592060|XP_002017447.1|DPER	LOC120423570|XP_039443362.1|CPIP
OG0004834	LOC6595087|XP_002020149.1|DPER	LOC120431739|XP_039452800.1|CPIP
OG0004835	LOC6595090|XP_002020152.1|DPER	LOC120432094|XP_039453167.1|CPIP
