Orthogroup	DPER.longest_only	BCOP.longest_only
OG0004725	LOC6598655|XP_026846580.1|DPER	LOC119070563|XP_037030866.1|BCOP
OG0004726	LOC6595125|XP_026847032.1|DPER	LOC119069953|XP_037030077.1|BCOP
OG0004727	LOC6595104|XP_026840119.1|DPER	LOC119068215|XP_037027604.1|BCOP
OG0004728	LOC6598712|XP_002023891.1|DPER	LOC119068218|XP_037027606.1|BCOP
OG0004729	LOC6598440|XP_002023567.1|DPER	LOC119068800|XP_037028470.1|BCOP
OG0004730	LOC6593525|XP_002018750.1|DPER	LOC119066254|XP_037024485.1|BCOP
OG0004731	LOC6588129|XP_002013370.1|DPER	LOC119070081|XP_037030284.1|BCOP
OG0004732	LOC6587271|XP_002012904.1|DPER	LOC119070359|XP_037030549.1|BCOP
OG0004733	LOC6588218|XP_002012903.1|DPER	LOC119079430|XP_037043236.1|BCOP
OG0004734	LOC6587869|XP_002012811.1|DPER	LOC119067926|XP_037027133.1|BCOP
OG0004735	LOC6587377|XP_026850874.1|DPER	LOC119069171|XP_037028977.1|BCOP
OG0004736	LOC6587572|XP_026840144.1|DPER	LOC119068103|XP_037027422.1|BCOP
OG0004737	LOC6594582|XP_002019287.1|DPER	LOC119067052|XP_037025692.1|BCOP
OG0004738	LOC6594586|XP_002019286.2|DPER	LOC119068538|XP_037028047.1|BCOP, LOC119067045|XP_037025683.1|BCOP
OG0004739	LOC6587778|XP_002013696.1|DPER	LOC119069316|XP_037029263.1|BCOP
OG0004740	LOC6594862|XP_002020070.1|DPER	LOC119067892|XP_037027074.1|BCOP
OG0004741	LOC6588426|XP_026840530.1|DPER	LOC119067879|XP_037027044.1|BCOP
OG0004742	LOC6602028|XP_026846776.1|DPER	LOC119085059|XP_037051171.1|BCOP
OG0004743	LOC6594942|XP_002020311.1|DPER	LOC119069096|XP_037028884.1|BCOP
OG0004744	LOC6596612|XP_002021608.2|DPER	LOC119078060|XP_037041386.1|BCOP
OG0004745	LOC6591366|XP_026843723.1|DPER	LOC119067589|XP_037026582.1|BCOP
OG0004746	LOC6594407|XP_026842633.1|DPER	LOC119069828|XP_037029885.1|BCOP
OG0004747	LOC6594408|XP_026842644.1|DPER	LOC119069829|XP_037029886.1|BCOP
OG0004748	LOC6594405|XP_026840213.1|DPER	LOC119075771|XP_037038213.1|BCOP
OG0004749	LOC6598690|XP_026840220.1|DPER, LOC113565962|XP_026845195.1|DPER	LOC119069481|XP_037029443.1|BCOP
OG0004750	LOC6588608|XP_002013217.1|DPER	LOC119069260|XP_037029212.1|BCOP
OG0004751	LOC6594816|XP_002020011.2|DPER	LOC119069668|XP_037029682.1|BCOP
OG0004752	LOC6588443|XP_002012995.1|DPER	LOC119069343|XP_037029309.1|BCOP
OG0004753	LOC6587343|XP_002014024.1|DPER	LOC119067355|XP_037026159.1|BCOP
OG0004754	LOC6588485|XP_002012968.1|DPER	LOC119067352|XP_037026157.1|BCOP
OG0004755	LOC6594964|XP_002020332.1|DPER	LOC119080984|XP_037045527.1|BCOP
OG0004756	LOC6595068|XP_002020333.1|DPER	LOC119080730|XP_037045153.1|BCOP
OG0004757	LOC6587509|XP_026845255.1|DPER	LOC119067873|XP_037027030.1|BCOP
OG0004758	LOC6594085|XP_026850334.1|DPER	LOC119070554|XP_037030850.1|BCOP
OG0004759	LOC6587333|XP_026841670.1|DPER	LOC119069605|XP_037029591.1|BCOP
OG0004760	LOC6587756|XP_002013675.1|DPER	LOC119070578|XP_037030880.1|BCOP
OG0004761	LOC6592092|XP_026843350.1|DPER	LOC119069129|XP_037028924.1|BCOP
OG0004762	LOC6593971|XP_002018956.1|DPER	LOC119067783|XP_037026816.1|BCOP
OG0004763	LOC6588442|XP_002013812.1|DPER	LOC119067997|XP_037027252.1|BCOP
OG0004764	LOC6588643|XP_002013618.1|DPER	LOC119067356|XP_037026160.1|BCOP
OG0004765	LOC6595275|XP_002020214.2|DPER	LOC119069468|XP_037029415.1|BCOP
OG0004766	LOC6595196|XP_002020231.1|DPER	LOC119067506|XP_037026412.1|BCOP
OG0004767	LOC6592090|XP_002017534.1|DPER	LOC119070408|XP_037030630.1|BCOP
OG0004768	LOC6592088|XP_026850725.1|DPER	LOC119069191|XP_037029032.1|BCOP
OG0004769	LOC6588685|XP_002015213.1|DPER	LOC119079864|XP_037043837.1|BCOP
OG0004770	LOC6594302|XP_002019800.1|DPER	LOC119074486|XP_037036528.1|BCOP
OG0004771	LOC6594796|XP_002020477.2|DPER	LOC119068586|XP_037028127.1|BCOP
OG0004772	LOC6587550|XP_002013532.1|DPER	LOC119084665|XP_037050639.1|BCOP
OG0004773	LOC6598846|XP_002023964.1|DPER	LOC119067991|XP_037027247.1|BCOP
OG0004774	LOC6598849|XP_026848064.1|DPER	LOC119067992|XP_037027248.1|BCOP
OG0004775	LOC6588161|XP_002013374.1|DPER, LOC113565370|XP_026842923.1|DPER	LOC119067990|XP_037027244.1|BCOP
OG0004776	LOC6590883|XP_002015551.1|DPER	LOC119085433|XP_037051748.1|BCOP
OG0004777	LOC6591323|XP_002016796.1|DPER	LOC119069288|XP_037029251.1|BCOP
OG0004778	LOC6598024|XP_002023216.1|DPER	LOC119068433|XP_037027898.1|BCOP
OG0004779	LOC6587837|XP_026847038.1|DPER	LOC119073964|XP_037035763.1|BCOP
OG0004780	LOC6596308|XP_002021478.1|DPER	LOC119078505|XP_037041959.1|BCOP
OG0004781	LOC6594945|XP_026851281.1|DPER	LOC119069795|XP_037029836.1|BCOP
OG0004782	LOC6588401|XP_002013472.1|DPER	LOC119070124|XP_037030338.1|BCOP
OG0004783	LOC6597309|XP_026846588.1|DPER	LOC119083283|XP_037048870.1|BCOP
OG0004784	LOC6587835|XP_002013312.1|DPER	LOC119068807|XP_037028475.1|BCOP
OG0004785	LOC6587240|XP_002013298.1|DPER	LOC119068935|XP_037028694.1|BCOP
OG0004786	LOC6587840|XP_002013296.1|DPER	LOC119069254|XP_037029203.1|BCOP
OG0004787	LOC6587857|XP_002013294.1|DPER	LOC119069280|XP_037029237.1|BCOP
OG0004788	LOC6587738|XP_026839897.1|DPER	LOC119069238|XP_037029174.1|BCOP
OG0004789	LOC6587762|XP_002013292.1|DPER	LOC119069256|XP_037029205.1|BCOP
OG0004790	LOC6587407|XP_026846518.1|DPER	LOC119069286|XP_037029249.1|BCOP
OG0004791	LOC6598666|XP_002023754.1|DPER	LOC119069204|XP_037029070.1|BCOP
OG0004792	LOC6588038|XP_002012841.1|DPER	LOC119067931|XP_037027140.1|BCOP
OG0004793	LOC6588667|XP_026851118.1|DPER	LOC119067371|XP_037026178.1|BCOP
OG0004794	LOC6587995|XP_002013151.1|DPER	LOC119070535|XP_037030803.1|BCOP
OG0004795	LOC6587521|XP_002013916.1|DPER	LOC119070441|XP_037030686.1|BCOP
OG0004796	LOC6588194|XP_026840321.1|DPER	LOC119067762|XP_037026789.1|BCOP
OG0004797	LOC6587660|XP_002012785.2|DPER	LOC119069040|XP_037028803.1|BCOP
OG0004799	LOC6587280|XP_002013659.1|DPER	LOC119081245|XP_037045871.1|BCOP
OG0004800	LOC6588185|XP_026843609.1|DPER	LOC119067464|XP_037026345.1|BCOP
OG0004801	LOC6594671|XP_026850228.1|DPER	LOC119076307|XP_037038908.1|BCOP
OG0004802	LOC6598840|XP_026847919.1|DPER	LOC119073243|XP_037034453.1|BCOP
OG0004803	LOC6595258|XP_026840375.1|DPER	LOC119070484|XP_037030732.1|BCOP
OG0004804	LOC6592087|XP_002017531.1|DPER	LOC119070545|XP_037030813.1|BCOP
OG0004805	LOC6595205|XP_026850482.1|DPER	LOC119067280|XP_037026052.1|BCOP
OG0004806	LOC6600774|XP_026845168.1|DPER	LOC119068779|XP_037028433.1|BCOP
OG0004807	LOC6591420|XP_002016777.2|DPER	LOC119079932|XP_037043930.1|BCOP
OG0004808	LOC6598643|XP_002023824.1|DPER	LOC119077387|XP_037040481.1|BCOP
OG0004809	LOC6588028|XP_002013699.1|DPER	LOC119083955|XP_037049661.1|BCOP
OG0004810	LOC6598852|XP_002023970.2|DPER	LOC119083935|XP_037049648.1|BCOP
OG0004811	LOC6601922|XP_026848540.1|DPER	LOC119070082|XP_037030285.1|BCOP
OG0004812	LOC6595143|XP_026847762.1|DPER	LOC119069596|XP_037029581.1|BCOP
OG0004813	LOC6587613|XP_002013550.1|DPER	LOC119079861|XP_037043833.1|BCOP
OG0004814	LOC6588124|XP_002013761.1|DPER	LOC119067023|XP_037025646.1|BCOP
OG0004815	LOC6603082|XP_026847113.1|DPER	LOC119083592|XP_037049229.1|BCOP
OG0004816	LOC6597261|XP_002022455.1|DPER	LOC119069056|XP_037028825.1|BCOP
OG0004817	LOC6597262|XP_002022456.1|DPER	LOC119069060|XP_037028830.1|BCOP
OG0004818	LOC6588094|XP_002013393.1|DPER	LOC119067224|XP_037025965.1|BCOP
OG0004819	LOC6595086|XP_002020148.1|DPER	LOC119068473|XP_037027980.1|BCOP
OG0004820	LOC6598640|XP_002023821.1|DPER	LOC119068667|XP_037028244.1|BCOP
OG0004821	LOC6594794|XP_026848368.1|DPER	LOC119085770|XP_037052157.1|BCOP
OG0004822	LOC6587467|XP_026843220.1|DPER	LOC119069781|XP_037029818.1|BCOP
OG0004823	LOC6587175|XP_026840455.1|DPER	LOC119068767|XP_037028415.1|BCOP
OG0004824	LOC6587410|XP_002014013.1|DPER	LOC119068789|XP_037028443.1|BCOP
OG0004825	LOC6602025|XP_026846763.1|DPER	LOC119085044|XP_037051150.1|BCOP
OG0004826	LOC6587592|XP_002013263.2|DPER	LOC119085265|XP_037051511.1|BCOP
OG0004827	LOC6594584|XP_026850831.1|DPER	LOC119068308|XP_037027748.1|BCOP
OG0004828	LOC6587864|XP_002013688.1|DPER	LOC119069743|XP_037029777.1|BCOP
OG0004829	LOC6588173|XP_002013438.1|DPER	LOC119080458|XP_037044723.1|BCOP, LOC119069839|XP_037029902.1|BCOP
OG0004830	LOC6598719|XP_026840122.1|DPER	LOC119067939|XP_037027150.1|BCOP
OG0004831	LOC6601471|XP_002026438.2|DPER	LOC119073984|XP_037035790.1|BCOP, LOC119073982|XP_037035788.1|BCOP
OG0004832	LOC6594952|XP_002020320.1|DPER	LOC119073289|XP_037034570.1|BCOP, LOC119079077|XP_037042822.1|BCOP
OG0004833	LOC6592060|XP_002017447.1|DPER	LOC119067299|XP_037026095.1|BCOP
OG0004834	LOC6595087|XP_002020149.1|DPER	LOC119067924|XP_037027126.1|BCOP
OG0004835	LOC6595090|XP_002020152.1|DPER	LOC119070460|XP_037030708.1|BCOP
OG0004836	LOC6587831|XP_002014096.1|DPER	LOC119074901|XP_037037146.1|BCOP, LOC119074869|XP_037037092.1|BCOP
OG0004837	LOC6601829|XP_026849336.1|DPER	LOC119072528|XP_037033671.1|BCOP
OG0004838	LOC6591613|XP_026851141.1|DPER	LOC119070505|XP_037030757.1|BCOP
OG0004839	LOC6591447|XP_026840100.1|DPER	LOC119070503|XP_037030747.1|BCOP
OG0004840	LOC6591654|XP_002016849.1|DPER	LOC119077749|XP_037040952.1|BCOP
OG0004841	LOC6593698|XP_002018845.1|DPER	LOC119082998|XP_037048532.1|BCOP
OG0004842	LOC6594981|XP_002020272.1|DPER	LOC119069119|XP_037028911.1|BCOP
OG0004843	LOC6588381|XP_002013819.1|DPER	LOC119068430|XP_037027895.1|BCOP
OG0004844	LOC6602255|XP_002027285.1|DPER	LOC119067104|XP_037025763.1|BCOP
OG0004845	LOC6591812|XP_002017233.1|DPER	LOC119067100|XP_037025758.1|BCOP
OG0004846	LOC6589061|XP_026844046.1|DPER	LOC119066722|XP_037025232.1|BCOP
OG0004847	LOC6589060|XP_002014548.2|DPER	LOC119072915|XP_037034128.1|BCOP
OG0004848	LOC6587301|XP_002014188.1|DPER	LOC119073856|XP_037035614.1|BCOP
OG0004849	LOC6589855|XP_026844846.1|DPER	LOC119081136|XP_037045779.1|BCOP
OG0004850	LOC6591505|XP_002016955.1|DPER	LOC119085749|XP_037052126.1|BCOP
OG0004851	LOC6591508|XP_002016958.1|DPER	LOC119085754|XP_037052132.1|BCOP
OG0004852	LOC6591445|XP_002016968.1|DPER	LOC119085767|XP_037052147.1|BCOP
OG0004853	LOC6590558|XP_002015945.1|DPER	LOC119081784|XP_037046889.1|BCOP
OG0004854	LOC6596127|XP_002021091.1|DPER	LOC119084865|XP_037050895.1|BCOP
OG0004855	LOC6598910|XP_026847829.1|DPER	LOC119071857|XP_037032812.1|BCOP, LOC119082833|XP_037048383.1|BCOP
OG0004856	LOC6599863|XP_026847298.1|DPER	LOC119073469|XP_037034868.1|BCOP
OG0004857	LOC6595872|XP_026845618.1|DPER	LOC119082492|XP_037047901.1|BCOP, LOC119079805|XP_037043768.1|BCOP
OG0004858	LOC6599842|XP_026847326.1|DPER	LOC119079828|XP_037043787.1|BCOP
OG0004859	LOC6599844|XP_002024993.1|DPER	LOC119073158|XP_037034355.1|BCOP, LOC119073157|XP_037034354.1|BCOP
OG0004860	LOC6599625|XP_026849540.1|DPER	LOC119081295|XP_037045953.1|BCOP, LOC119084593|XP_037050537.1|BCOP
OG0004861	LOC6602773|XP_026847946.1|DPER	LOC119081072|XP_037045692.1|BCOP
OG0004862	LOC6602815|XP_026847804.1|DPER	LOC119074388|XP_037036406.1|BCOP
OG0004863	LOC6602833|XP_002027804.2|DPER	LOC119084931|XP_037050965.1|BCOP
OG0004864	LOC113566444|XP_026847794.1|DPER	LOC119081219|XP_037045838.1|BCOP
OG0004865	LOC6594825|XP_002020020.1|DPER	LOC119080887|XP_037045361.1|BCOP
OG0004866	LOC6596114|XP_002021267.1|DPER	LOC119080369|XP_037044561.1|BCOP
OG0004867	LOC6600925|XP_026841082.1|DPER	LOC119073990|XP_037035795.1|BCOP
OG0004868	LOC6592909|XP_002018577.1|DPER	LOC119079744|XP_037043708.1|BCOP
OG0004869	LOC6591119|XP_002015500.1|DPER	LOC119081377|XP_037046154.1|BCOP
OG0004870	LOC6590302|XP_002015506.1|DPER	LOC119081382|XP_037046165.1|BCOP
OG0004871	LOC6600848|XP_002025985.1|DPER	LOC119078931|XP_037042571.1|BCOP
OG0004872	LOC6591158|XP_002015684.1|DPER	LOC119081560|XP_037046484.1|BCOP
OG0004873	LOC6588751|XP_002014838.1|DPER	LOC119071534|XP_037032314.1|BCOP
OG0004874	LOC6591329|XP_026851010.1|DPER	LOC119077748|XP_037040934.1|BCOP
OG0004875	LOC6603100|XP_026847068.1|DPER	LOC119068412|XP_037027870.1|BCOP
OG0004876	LOC6596717|XP_026845811.1|DPER	LOC119072503|XP_037033642.1|BCOP
OG0004877	LOC6600650|XP_002025659.1|DPER	LOC119075483|XP_037037829.1|BCOP
OG0004878	LOC6591018|XP_002016370.1|DPER	LOC119080515|XP_037044819.1|BCOP
OG0004879	LOC6590411|XP_026841790.1|DPER	LOC119073821|XP_037035500.1|BCOP
OG0004880	LOC6601918|XP_002026844.1|DPER	LOC119073313|XP_037034596.1|BCOP
OG0004881	LOC6599512|XP_002024640.2|DPER	LOC119081274|XP_037045925.1|BCOP
OG0004882	LOC6596110|XP_026845536.1|DPER, LOC113565126|XP_026841741.1|DPER, LOC6603521|XP_002028499.1|DPER	LOC119081283|XP_037045939.1|BCOP
OG0004883	LOC6600518|XP_026847594.1|DPER	LOC119081280|XP_037045935.1|BCOP
OG0004884	LOC6602112|XP_026841628.1|DPER	LOC119073428|XP_037034784.1|BCOP
OG0004885	LOC6593223|XP_002018483.2|DPER	LOC119076083|XP_037038629.1|BCOP
OG0004886	LOC6600901|XP_026840938.1|DPER	LOC119080153|XP_037044265.1|BCOP
OG0004887	LOC6592866|XP_002018533.2|DPER	LOC119080147|XP_037044261.1|BCOP
OG0004888	LOC6590919|XP_026842128.1|DPER	LOC119075404|XP_037037746.1|BCOP
OG0004889	LOC6592784|XP_026841079.1|DPER	LOC119074112|XP_037035973.1|BCOP
OG0004890	LOC6602119|XP_026840624.1|DPER	LOC119080893|XP_037045368.1|BCOP
OG0004891	LOC6602583|XP_002027607.2|DPER	LOC119070729|XP_037031080.1|BCOP
OG0004892	LOC6592330|XP_026842535.1|DPER	LOC119071890|XP_037032884.1|BCOP
OG0004893	LOC6591283|XP_002016499.2|DPER	LOC119079913|XP_037043898.1|BCOP
OG0004894	LOC6592967|XP_002017702.1|DPER	LOC119077347|XP_037040431.1|BCOP
OG0004895	LOC6592405|XP_002018150.1|DPER	LOC119074084|XP_037035934.1|BCOP
OG0004896	LOC6590966|XP_026840912.1|DPER	LOC119085038|XP_037051129.1|BCOP
OG0004897	LOC6591229|XP_026842025.1|DPER	LOC119081407|XP_037046196.1|BCOP
OG0004898	LOC6593012|XP_026840895.1|DPER	LOC119073887|XP_037035667.1|BCOP
OG0004899	LOC6601268|XP_026841734.1|DPER	LOC119079716|XP_037043667.1|BCOP
OG0004900	LOC6590151|XP_002016318.1|DPER	LOC119079987|XP_037044039.1|BCOP
OG0004901	LOC6592565|XP_002018247.1|DPER	LOC119079334|XP_037043047.1|BCOP
OG0004902	LOC6595861|XP_026845231.1|DPER	LOC119070375|XP_037030578.1|BCOP
OG0004903	LOC6593133|XP_002018107.1|DPER	LOC119084961|XP_037051004.1|BCOP
OG0004904	LOC113566243|XP_026846827.1|DPER	LOC119074005|XP_037035834.1|BCOP
OG0004905	LOC6590839|XP_026841051.1|DPER	LOC119073847|XP_037035584.1|BCOP
OG0004906	LOC6599630|XP_026849542.1|DPER	LOC119080319|XP_037044488.1|BCOP
OG0004907	LOC6596111|XP_002021264.1|DPER	LOC119080380|XP_037044582.1|BCOP
OG0004908	LOC6604426|XP_026845682.1|DPER	LOC119080341|XP_037044532.1|BCOP, LOC119080342|XP_037044533.1|BCOP
OG0004909	LOC6597127|XP_026845591.1|DPER	LOC119071877|XP_037032854.1|BCOP
OG0004910	LOC6597128|XP_002022316.1|DPER	LOC119071865|XP_037032825.1|BCOP
OG0004911	LOC6601680|XP_026847532.1|DPER	LOC119077381|XP_037040472.1|BCOP
OG0004912	LOC6599629|XP_002024739.1|DPER	LOC119080320|XP_037044493.1|BCOP, LOC119080321|XP_037044494.1|BCOP
OG0004913	LOC6592483|XP_002017925.1|DPER	LOC119084868|XP_037050900.1|BCOP
OG0004914	LOC6592478|XP_026841675.1|DPER	LOC119076239|XP_037038800.1|BCOP
OG0004915	LOC6601296|XP_026841669.1|DPER	LOC119075480|XP_037037825.1|BCOP
OG0004916	LOC6590142|XP_026842863.1|DPER	LOC119080698|XP_037045046.1|BCOP
OG0004917	LOC113566362|XP_026847462.1|DPER	LOC119074973|XP_037037271.1|BCOP
OG0004918	LOC6599778|XP_002024865.2|DPER	LOC119073188|XP_037034394.1|BCOP
OG0004919	LOC6588454|XP_002012979.1|DPER	LOC119081123|XP_037045761.1|BCOP
OG0004920	LOC6599076|XP_002024209.1|DPER	LOC119076625|XP_037039390.1|BCOP
OG0004921	LOC6597133|XP_026845421.1|DPER	LOC119075016|XP_037037322.1|BCOP
OG0004922	LOC6602483|XP_026848754.1|DPER, LOC113566940|XP_026849972.1|DPER	LOC119067779|XP_037026813.1|BCOP
OG0004923	LOC6599786|XP_002024873.1|DPER	LOC119079333|XP_037043051.1|BCOP
OG0004924	LOC6601425|XP_002026461.1|DPER	LOC119080455|XP_037044718.1|BCOP, LOC119074859|XP_037037067.1|BCOP
OG0004925	LOC6603951|XP_026847991.1|DPER	LOC119083668|XP_037049348.1|BCOP
OG0004926	LOC6601667|XP_002026732.1|DPER	LOC119086074|XP_037052548.1|BCOP
OG0004927	LOC6602732|XP_026849499.1|DPER	LOC119073245|XP_037034460.1|BCOP
OG0004928	LOC6590074|XP_026842526.1|DPER	LOC119083561|XP_037049175.1|BCOP
OG0004929	LOC6601070|XP_026847308.1|DPER	LOC119073144|XP_037034337.1|BCOP, LOC119073142|XP_037034335.1|BCOP
OG0004930	LOC6600951|XP_026842503.1|DPER	LOC119081722|XP_037046759.1|BCOP
OG0004931	LOC6592485|XP_002017927.1|DPER	LOC119081831|XP_037046963.1|BCOP, LOC119075139|XP_037037418.1|BCOP
OG0004932	LOC6601094|XP_002026059.2|DPER	LOC119073436|XP_037034812.1|BCOP
OG0004933	LOC6591061|XP_002015692.1|DPER	LOC119079833|XP_037043794.1|BCOP
OG0004934	LOC6590984|XP_002016549.1|DPER	LOC119079265|XP_037042938.1|BCOP
OG0004935	LOC6592326|XP_026841185.1|DPER	LOC119080367|XP_037044559.1|BCOP
OG0004936	LOC6599741|XP_026847407.1|DPER	LOC119080314|XP_037044484.1|BCOP
OG0004937	LOC6601428|XP_002026464.2|DPER	LOC119081616|XP_037046557.1|BCOP
OG0004938	LOC6596118|XP_002020966.1|DPER	LOC119079896|XP_037043880.1|BCOP
OG0004939	LOC6602363|XP_002027394.2|DPER	LOC119077464|XP_037040565.1|BCOP
OG0004940	LOC6602372|XP_002027403.1|DPER	LOC119077365|XP_037040445.1|BCOP
OG0004941	LOC6599800|XP_026847349.1|DPER	LOC119079991|XP_037044049.1|BCOP
OG0004942	LOC6600308|XP_002025362.1|DPER	LOC119076517|XP_037039201.1|BCOP
OG0004943	LOC6601208|XP_026848069.1|DPER	LOC119076891|XP_037039794.1|BCOP
OG0004944	LOC6604287|XP_002029201.2|DPER	LOC119081254|XP_037045884.1|BCOP
OG0004945	LOC6590053|XP_002015526.1|DPER	LOC119071639|XP_037032495.1|BCOP
OG0004946	LOC6603336|XP_026848059.1|DPER	LOC119066317|XP_037024601.1|BCOP
OG0004947	LOC6600268|XP_002025385.1|DPER	LOC119084690|XP_037050665.1|BCOP
OG0004948	LOC6600330|XP_002025383.1|DPER	LOC119076038|XP_037038560.1|BCOP
OG0004949	LOC6600326|XP_026849042.1|DPER	LOC119076222|XP_037038775.1|BCOP
OG0004950	LOC6601099|XP_026847433.1|DPER	LOC119073892|XP_037035675.1|BCOP
OG0004951	LOC6588436|XP_002012969.1|DPER	LOC119068251|XP_037027682.1|BCOP
OG0004952	LOC6596071|XP_002021102.1|DPER	LOC119077106|XP_037040164.1|BCOP
OG0004953	LOC6599792|XP_002024962.1|DPER	LOC119084905|XP_037050955.1|BCOP
OG0004954	LOC6599794|XP_002024964.2|DPER	LOC119073320|XP_037034605.1|BCOP
OG0004955	LOC6602987|XP_002028014.1|DPER	LOC119079260|XP_037042935.1|BCOP, LOC119079419|XP_037043218.1|BCOP
OG0004956	LOC6590034|XP_002016308.1|DPER	LOC119079417|XP_037043215.1|BCOP
OG0004957	LOC6596217|XP_026845569.1|DPER	LOC119073733|XP_037035260.1|BCOP
OG0004958	LOC6596132|XP_002021096.1|DPER	LOC119081433|XP_037046249.1|BCOP
OG0004959	LOC6596130|XP_002021094.1|DPER	LOC119074040|XP_037035881.1|BCOP
OG0004960	LOC6596129|XP_026845207.1|DPER	LOC119078298|XP_037041687.1|BCOP
OG0004961	LOC6592734|XP_026841517.1|DPER	LOC119084962|XP_037051006.1|BCOP
OG0004962	LOC6600515|XP_002025580.1|DPER	LOC119073263|XP_037034536.1|BCOP
OG0004963	LOC6595826|XP_026845479.1|DPER	LOC119084801|XP_037050763.1|BCOP
OG0004964	LOC6600285|XP_002025398.1|DPER	LOC119081263|XP_037045899.1|BCOP
OG0004965	LOC6602962|XP_002027973.1|DPER	LOC119080539|XP_037044848.1|BCOP
OG0004966	LOC6602963|XP_002027974.1|DPER	LOC119080490|XP_037044777.1|BCOP
OG0004967	LOC6591116|XP_026841182.1|DPER	LOC119081371|XP_037046145.1|BCOP
OG0004968	LOC6599726|XP_002024831.1|DPER	LOC119080918|XP_037045429.1|BCOP
OG0004969	LOC6603674|XP_002028648.1|DPER	LOC119083682|XP_037049362.1|BCOP
OG0004970	LOC6599727|XP_026847253.1|DPER	LOC119080913|XP_037045415.1|BCOP
OG0004971	LOC6599729|XP_002024834.2|DPER	LOC119080915|XP_037045420.1|BCOP
OG0004972	LOC113566602|XP_026848784.1|DPER	LOC119080925|XP_037045440.1|BCOP
OG0004973	LOC6601078|XP_002026072.1|DPER	LOC119080934|XP_037045449.1|BCOP
OG0004974	LOC6596123|XP_002021087.1|DPER	LOC119080720|XP_037045101.1|BCOP
OG0004975	LOC6599784|XP_002024871.1|DPER	LOC119080177|XP_037044298.1|BCOP
OG0004976	LOC6600994|XP_026849738.1|DPER	LOC119082796|XP_037048338.1|BCOP
OG0004977	LOC6593026|XP_002018219.1|DPER	LOC119073470|XP_037034870.1|BCOP
OG0004978	LOC6592328|XP_002018562.1|DPER	LOC119084805|XP_037050771.1|BCOP
OG0004979	LOC6601239|XP_002026297.1|DPER	LOC119080645|XP_037044953.1|BCOP
OG0004980	LOC6597016|XP_026845461.1|DPER	LOC119071510|XP_037032268.1|BCOP
OG0004981	LOC6601494|XP_002026556.1|DPER	LOC119071300|XP_037032073.1|BCOP
OG0004982	LOC6601492|XP_002026554.1|DPER	LOC119071251|XP_037031984.1|BCOP
OG0004983	LOC6600244|XP_002025409.1|DPER	LOC119073305|XP_037034582.1|BCOP
OG0004984	LOC6601693|XP_026847543.1|DPER	LOC119073303|XP_037034580.1|BCOP
OG0004985	LOC6600634|XP_026847537.1|DPER	LOC119083866|XP_037049567.1|BCOP
OG0004986	LOC6598922|XP_002024109.1|DPER	LOC119072209|XP_037033277.1|BCOP
OG0004987	LOC6601003|XP_026849718.1|DPER	LOC119080661|XP_037044980.1|BCOP
OG0004988	LOC6600635|XP_002025629.1|DPER	LOC119080695|XP_037045039.1|BCOP
OG0004989	LOC6600999|XP_002026154.1|DPER	LOC119080758|XP_037045213.1|BCOP
OG0004990	LOC6593104|XP_002017886.1|DPER	LOC119073677|XP_037035179.1|BCOP
OG0004991	LOC6590892|XP_002015433.1|DPER	LOC119080383|XP_037044585.1|BCOP
OG0004992	LOC6590891|XP_002015432.1|DPER	LOC119080381|XP_037044583.1|BCOP
OG0004994	LOC6602943|XP_026848855.1|DPER	LOC119077236|XP_037040301.1|BCOP
OG0004997	LOC6601341|XP_002026385.1|DPER	LOC119075127|XP_037037408.1|BCOP, LOC119084529|XP_037050434.1|BCOP
OG0004998	LOC6602140|XP_002027111.1|DPER	LOC119080350|XP_037044547.1|BCOP
OG0004999	LOC6599498|XP_026849563.1|DPER	LOC119085242|XP_037051460.1|BCOP
OG0005000	LOC6592737|XP_002017645.1|DPER	LOC119073414|XP_037034757.1|BCOP
OG0005001	LOC6599583|XP_026849567.1|DPER	LOC119075762|XP_037038201.1|BCOP
OG0005002	LOC6591487|XP_002017381.1|DPER	LOC119077769|XP_037040978.1|BCOP
OG0005003	LOC6599481|XP_002024601.1|DPER	LOC119080535|XP_037044843.1|BCOP
OG0005004	LOC6603029|XP_002028011.1|DPER	LOC119081614|XP_037046555.1|BCOP
OG0005005	LOC6602385|XP_002027389.1|DPER	LOC119079297|XP_037042979.1|BCOP
OG0005006	LOC6601021|XP_026849711.1|DPER	LOC119079664|XP_037043609.1|BCOP
OG0005007	LOC6596102|XP_002021255.2|DPER	LOC119079272|XP_037042946.1|BCOP
OG0005008	LOC6603279|XP_026849888.1|DPER	LOC119079683|XP_037043635.1|BCOP
OG0005009	LOC6601404|XP_002026507.1|DPER	LOC119073419|XP_037034759.1|BCOP
OG0005010	LOC6600648|XP_026847556.1|DPER	LOC119078133|XP_037041530.1|BCOP
OG0005011	LOC6590998|XP_026840673.1|DPER	LOC119072370|XP_037033460.1|BCOP
OG0005012	LOC6597104|XP_026845422.1|DPER	LOC119080448|XP_037044708.1|BCOP
OG0005013	LOC6594689|XP_002019616.2|DPER	LOC119074550|XP_037036624.1|BCOP
OG0005015	LOC6602290|XP_002027349.1|DPER	LOC119079346|XP_037043071.1|BCOP
OG0005016	LOC6600586|XP_026847646.1|DPER	LOC119074671|XP_037036853.1|BCOP
OG0005017	LOC6601223|XP_026848063.1|DPER	LOC119066121|XP_037024300.1|BCOP
